INSTRUMENT,VEGETATION,LOCATION,REPLICATE,SC_HEIGHT,FILENAME,NOTES,definition,NDVI
Unispec-DC,Shrub,S2,7,NA,2019-06-26_COMP_00059.spu,NA,RapidSCAN,0.816841878302641
Unispec-DC,Shrub,S2,7,NA,2019-06-26_COMP_00059.spu,NA,ToolikEDC,0.7917671229506282
Unispec-DC,Shrub,S2,8,NA,2019-06-26_COMP_00060.spu,NA,Greenseeker,0.7883311540603283
Unispec-DC,Shrub,S2,8,NA,2019-06-26_COMP_00060.spu,NA,MODIS,0.8212102037665239
Unispec-DC,Shrub,S2,8,NA,2019-06-26_COMP_00060.spu,NA,RapidSCAN,0.8171759550785255
Unispec-DC,Shrub,S2,8,NA,2019-06-26_COMP_00060.spu,NA,ToolikEDC,0.7918785585116803
Unispec-DC,Shrub,S2,9,NA,2019-06-26_COMP_00061.spu,NA,Greenseeker,0.7887163089480141
Unispec-DC,Shrub,S2,9,NA,2019-06-26_COMP_00061.spu,NA,MODIS,0.821354081841379
Unispec-DC,Shrub,S2,9,NA,2019-06-26_COMP_00061.spu,NA,RapidSCAN,0.8171701612609843
Unispec-DC,Shrub,S2,9,NA,2019-06-26_COMP_00061.spu,NA,ToolikEDC,0.7920078373206547
Unispec-DC,Shrub,S2,10,NA,2019-06-26_COMP_00062.spu,NA,Greenseeker,0.7888916223337791
Unispec-DC,Shrub,S2,10,NA,2019-06-26_COMP_00062.spu,NA,MODIS,0.8216241957857823
Unispec-DC,Shrub,S2,10,NA,2019-06-26_COMP_00062.spu,NA,RapidSCAN,0.817162513913655
Unispec-DC,Shrub,S2,10,NA,2019-06-26_COMP_00062.spu,NA,ToolikEDC,0.7922404828744168
Unispec-DC,Shrub,S3,1,NA,2019-06-26_COMP_00063.spu,NA,Greenseeker,0.7295033518402579
Unispec-DC,Shrub,S3,1,NA,2019-06-26_COMP_00063.spu,NA,MODIS,0.7709257544601779
Unispec-DC,Shrub,S3,1,NA,2019-06-26_COMP_00063.spu,NA,RapidSCAN,0.7636872027091325
Unispec-DC,Shrub,S3,1,NA,2019-06-26_COMP_00063.spu,NA,ToolikEDC,0.7411281580525759
Unispec-DC,Shrub,S3,2,NA,2019-06-26_COMP_00064.spu,NA,Greenseeker,0.7282625796390536
Unispec-DC,Shrub,S3,2,NA,2019-06-26_COMP_00064.spu,NA,MODIS,0.769636528932654
Unispec-DC,Shrub,S3,2,NA,2019-06-26_COMP_00064.spu,NA,RapidSCAN,0.7624130564071894
Unispec-DC,Shrub,S3,2,NA,2019-06-26_COMP_00064.spu,NA,ToolikEDC,0.7397705425532389
Unispec-DC,Shrub,S3,3,NA,2019-06-26_COMP_00065.spu,NA,Greenseeker,0.7283735950098992
Unispec-DC,Shrub,S3,3,NA,2019-06-26_COMP_00065.spu,NA,MODIS,0.7695437546326213
Unispec-DC,Shrub,S3,3,NA,2019-06-26_COMP_00065.spu,NA,RapidSCAN,0.7628423110193547
Unispec-DC,Shrub,S3,3,NA,2019-06-26_COMP_00065.spu,NA,ToolikEDC,0.739599759568191
Unispec-DC,Shrub,S3,4,NA,2019-06-26_COMP_00066.spu,NA,Greenseeker,0.7281735644132972
Unispec-DC,Shrub,S3,4,NA,2019-06-26_COMP_00066.spu,NA,MODIS,0.7694699754779725
Unispec-DC,Shrub,S3,4,NA,2019-06-26_COMP_00066.spu,NA,RapidSCAN,0.7622383943911882
Unispec-DC,Shrub,S3,4,NA,2019-06-26_COMP_00066.spu,NA,ToolikEDC,0.7395268143564276
Unispec-DC,Shrub,S3,5,NA,2019-06-26_COMP_00067.spu,NA,Greenseeker,0.730206265823662
Unispec-DC,Shrub,S3,5,NA,2019-06-26_COMP_00067.spu,NA,MODIS,0.7714886060994129
Unispec-DC,Shrub,S3,5,NA,2019-06-26_COMP_00067.spu,NA,RapidSCAN,0.7643781732222252
Unispec-DC,Shrub,S3,5,NA,2019-06-26_COMP_00067.spu,NA,ToolikEDC,0.7414377894298241
Unispec-DC,Shrub,S3,6,NA,2019-06-26_COMP_00068.spu,NA,Greenseeker,0.7293398319648123
Unispec-DC,Shrub,S3,6,NA,2019-06-26_COMP_00068.spu,NA,MODIS,0.7708794891397297
Unispec-DC,Shrub,S3,6,NA,2019-06-26_COMP_00068.spu,NA,RapidSCAN,0.7637575314352658
Unispec-DC,Shrub,S3,6,NA,2019-06-26_COMP_00068.spu,NA,ToolikEDC,0.7408866078270255
Unispec-DC,Shrub,S3,7,NA,2019-06-26_COMP_00069.spu,NA,Greenseeker,0.7280520296242841
Unispec-DC,Shrub,S3,7,NA,2019-06-26_COMP_00069.spu,NA,MODIS,0.7694975301365076
Unispec-DC,Shrub,S3,7,NA,2019-06-26_COMP_00069.spu,NA,RapidSCAN,0.7625734738263269
Unispec-DC,Shrub,S3,7,NA,2019-06-26_COMP_00069.spu,NA,ToolikEDC,0.7394761894331799
Unispec-DC,Shrub,S3,8,NA,2019-06-26_COMP_00070.spu,NA,Greenseeker,0.7286008532353381
Unispec-DC,Shrub,S3,8,NA,2019-06-26_COMP_00070.spu,NA,MODIS,0.7698222665513835
Unispec-DC,Shrub,S3,8,NA,2019-06-26_COMP_00070.spu,NA,RapidSCAN,0.7627575296086783
Unispec-DC,Shrub,S3,8,NA,2019-06-26_COMP_00070.spu,NA,ToolikEDC,0.7398070055499039
Unispec-DC,Shrub,S3,9,NA,2019-06-26_COMP_00071.spu,NA,Greenseeker,0.7306994718876448
Unispec-DC,Shrub,S3,9,NA,2019-06-26_COMP_00071.spu,NA,MODIS,0.7715411412098795
Unispec-DC,Shrub,S3,9,NA,2019-06-26_COMP_00071.spu,NA,RapidSCAN,0.76467193575915815
Unispec-DC,Shrub,S3,9,NA,2019-06-26_COMP_00071.spu,NA,ToolikEDC,0.7415090691296271
Unispec-DC,Shrub,S3,10,NA,2019-06-26_COMP_00072.spu,NA,Greenseeker,0.7294214158201952
Unispec-DC,Shrub,S3,10,NA,2019-06-26_COMP_00072.spu,NA,MODIS,0.7705245989750665
Unispec-DC,Shrub,S3,10,NA,2019-06-26_COMP_00072.spu,NA,RapidSCAN,0.7637991598924805
Unispec-DC,Shrub,S3,10,NA,2019-06-26_COMP_00072.spu,NA,ToolikEDC,0.7404423100153885
Unispec-DC,Heath,H1,1,NA,2019-06-26_COMP_00083.spu,NA,Greenseeker,0.49713545062307113
Unispec-DC,Heath,H1,1,NA,2019-06-26_COMP_00083.spu,NA,MODIS,0.588844583107698
Unispec-DC,Heath,H1,1,NA,2019-06-26_COMP_00083.spu,NA,RapidSCAN,0.5222304471935274
Unispec-DC,Heath,H1,1,NA,2019-06-26_COMP_00083.spu,NA,ToolikEDC,0.5863623850443669
Unispec-DC,Heath,H1,2,NA,2019-06-26_COMP_00084.spu,NA,Greenseeker,0.5006102978807766
Unispec-DC,Heath,H1,2,NA,2019-06-26_COMP_00084.spu,NA,MODIS,0.5920935424771872
Unispec-DC,Heath,H1,2,NA,2019-06-26_COMP_00084.spu,NA,RapidSCAN,0.5251527058887484
Unispec-DC,Heath,H1,2,NA,2019-06-26_COMP_00084.spu,NA,ToolikEDC,0.5895842851138414
Unispec-DC,Heath,H1,3,NA,2019-06-26_COMP_00085.spu,NA,Greenseeker,0.498362670757455
Unispec-DC,Heath,H1,3,NA,2019-06-26_COMP_00085.spu,NA,MODIS,0.590194389315326
Unispec-DC,Heath,H1,3,NA,2019-06-26_COMP_00085.spu,NA,RapidSCAN,0.5231699436856202
Unispec-DC,Heath,H1,3,NA,2019-06-26_COMP_00085.spu,NA,ToolikEDC,0.587675689808889
Unispec-DC,Heath,H1,4,NA,2019-06-26_COMP_00086.spu,NA,Greenseeker,0.49783546096292575
Unispec-DC,Heath,H1,4,NA,2019-06-26_COMP_00086.spu,NA,MODIS,0.5896518766439575
Unispec-DC,Heath,H1,4,NA,2019-06-26_COMP_00086.spu,NA,RapidSCAN,0.5226726389017398
Unispec-DC,Heath,H1,4,NA,2019-06-26_COMP_00086.spu,NA,ToolikEDC,0.5871899679188705
Unispec-DC,Heath,H1,5,NA,2019-06-26_COMP_00087.spu,NA,Greenseeker,0.49882895498367985
Unispec-DC,Heath,H1,5,NA,2019-06-26_COMP_00087.spu,NA,MODIS,0.5905388763854661
Unispec-DC,Heath,H1,5,NA,2019-06-26_COMP_00087.spu,NA,RapidSCAN,0.5235463536100948
Unispec-DC,Heath,H1,5,NA,2019-06-26_COMP_00087.spu,NA,ToolikEDC,0.5881778643960944
Unispec-DC,Heath,H1,6,NA,2019-06-26_COMP_00088.spu,NA,Greenseeker,0.4997323444676841
Unispec-DC,Heath,H1,6,NA,2019-06-26_COMP_00088.spu,NA,MODIS,0.5914603775780818
Unispec-DC,Heath,H1,6,NA,2019-06-26_COMP_00088.spu,NA,RapidSCAN,0.5244766872484016
Unispec-DC,Heath,H1,6,NA,2019-06-26_COMP_00088.spu,NA,ToolikEDC,0.5889993840800127
Unispec-DC,Heath,H1,7,NA,2019-06-26_COMP_00089.spu,NA,Greenseeker,0.49897838865441496
Unispec-DC,Heath,H1,7,NA,2019-06-26_COMP_00089.spu,NA,MODIS,0.5905436648392705
Unispec-DC,Heath,H1,7,NA,2019-06-26_COMP_00089.spu,NA,RapidSCAN,0.5238239490041264
Unispec-DC,Heath,H1,7,NA,2019-06-26_COMP_00089.spu,NA,ToolikEDC,0.5880069135146163
Unispec-DC,Heath,H1,8,NA,2019-06-26_COMP_00090.spu,NA,Greenseeker,0.4969620133441488
Unispec-DC,Heath,H1,8,NA,2019-06-26_COMP_00090.spu,NA,MODIS,0.5884956216604302
Unispec-DC,Heath,H1,8,NA,2019-06-26_COMP_00090.spu,NA,RapidSCAN,0.5220306716678654
Unispec-DC,Heath,H1,8,NA,2019-06-26_COMP_00090.spu,NA,ToolikEDC,0.5860258541491158
Unispec-DC,Heath,H1,9,NA,2019-06-26_COMP_00091.spu,NA,Greenseeker,0.49972623259244087
Unispec-DC,Heath,H1,9,NA,2019-06-26_COMP_00091.spu,NA,MODIS,0.5909723857335395
Unispec-DC,Heath,H1,9,NA,2019-06-26_COMP_00091.spu,NA,RapidSCAN,0.524183323699238
Unispec-DC,Heath,H1,9,NA,2019-06-26_COMP_00091.spu,NA,ToolikEDC,0.5885325263876097
Unispec-DC,Heath,H1,10,NA,2019-06-26_COMP_00092.spu,NA,Greenseeker,0.4998646213939101
Unispec-DC,Heath,H1,10,NA,2019-06-26_COMP_00092.spu,NA,MODIS,0.5909560505329202
Unispec-DC,Heath,H1,10,NA,2019-06-26_COMP_00092.spu,NA,RapidSCAN,0.5242085568923919
Unispec-DC,Heath,H1,10,NA,2019-06-26_COMP_00092.spu,NA,ToolikEDC,0.5884263476541003
Unispec-DC,Heath,H2,1,NA,2019-06-26_COMP_00093.spu,NA,Greenseeker,0.6338337536451862
Unispec-DC,Heath,H2,1,NA,2019-06-26_COMP_00093.spu,NA,MODIS,0.7056212597708345
Unispec-DC,Heath,H2,1,NA,2019-06-26_COMP_00093.spu,NA,RapidSCAN,0.6525460894258763
Unispec-DC,Heath,H2,1,NA,2019-06-26_COMP_00093.spu,NA,ToolikEDC,0.6976185844130449
Unispec-DC,Heath,H2,2,NA,2019-06-26_COMP_00094.spu,NA,Greenseeker,0.634804646736753
Unispec-DC,Heath,H2,2,NA,2019-06-26_COMP_00094.spu,NA,MODIS,0.7063052960094964
Unispec-DC,Heath,H2,2,NA,2019-06-26_COMP_00094.spu,NA,RapidSCAN,0.6530835999332375
Unispec-DC,Heath,H2,2,NA,2019-06-26_COMP_00094.spu,NA,ToolikEDC,0.6982051199854697
Unispec-DC,Heath,H2,3,NA,2019-06-26_COMP_00095.spu,NA,Greenseeker,0.6346567056885694
Unispec-DC,Heath,H2,3,NA,2019-06-26_COMP_00095.spu,NA,MODIS,0.7060312378065676
Unispec-DC,Heath,H2,3,NA,2019-06-26_COMP_00095.spu,NA,RapidSCAN,0.6530111852967173
Unispec-DC,Heath,H2,3,NA,2019-06-26_COMP_00095.spu,NA,ToolikEDC,0.6980846415303801
Unispec-DC,Heath,H2,4,NA,2019-06-26_COMP_00096.spu,NA,Greenseeker,0.6344733724825534
Unispec-DC,Heath,H2,4,NA,2019-06-26_COMP_00096.spu,NA,MODIS,0.7059600345830888
Unispec-DC,Heath,H2,4,NA,2019-06-26_COMP_00096.spu,NA,RapidSCAN,0.6528187082568387
Unispec-DC,Heath,H2,4,NA,2019-06-26_COMP_00096.spu,NA,ToolikEDC,0.6980250291601661
Unispec-DC,Heath,H2,5,NA,2019-06-26_COMP_00097.spu,NA,Greenseeker,0.6340879559497351
Unispec-DC,Heath,H2,5,NA,2019-06-26_COMP_00097.spu,NA,MODIS,0.7058593095542891
Unispec-DC,Heath,H2,5,NA,2019-06-26_COMP_00097.spu,NA,RapidSCAN,0.6530102935693411
Unispec-DC,Heath,H2,5,NA,2019-06-26_COMP_00097.spu,NA,ToolikEDC,0.6979487663209729
Unispec-DC,Heath,H2,6,NA,2019-06-26_COMP_00098.spu,NA,Greenseeker,0.6343223679284541
Unispec-DC,Heath,H2,6,NA,2019-06-26_COMP_00098.spu,NA,MODIS,0.7059518103848338
Unispec-DC,Heath,H2,6,NA,2019-06-26_COMP_00098.spu,NA,RapidSCAN,0.6530542225571692
Unispec-DC,Heath,H2,6,NA,2019-06-26_COMP_00098.spu,NA,ToolikEDC,0.6980038838924272
Unispec-DC,Heath,H2,7,NA,2019-06-26_COMP_00099.spu,NA,Greenseeker,0.6345669348800643
Unispec-DC,Heath,H2,7,NA,2019-06-26_COMP_00099.spu,NA,MODIS,0.7061454350949242
Unispec-DC,Heath,H2,7,NA,2019-06-26_COMP_00099.spu,NA,RapidSCAN,0.6534337788453435
Unispec-DC,Heath,H2,7,NA,2019-06-26_COMP_00099.spu,NA,ToolikEDC,0.6981006116068174
Unispec-DC,Heath,H2,8,NA,2019-06-26_COMP_00100.spu,NA,Greenseeker,0.6344196619571832
Unispec-DC,Heath,H2,8,NA,2019-06-26_COMP_00100.spu,NA,MODIS,0.7059792947319223
Unispec-DC,Heath,H2,8,NA,2019-06-26_COMP_00100.spu,NA,RapidSCAN,0.6530611881474941
Unispec-DC,Heath,H2,8,NA,2019-06-26_COMP_00100.spu,NA,ToolikEDC,0.6980371069055823
Unispec-DC,Heath,H2,9,NA,2019-06-26_COMP_00101.spu,NA,Greenseeker,0.63501623291607745
Unispec-DC,Heath,H2,9,NA,2019-06-26_COMP_00101.spu,NA,MODIS,0.7065681184595436
Unispec-DC,Heath,H2,9,NA,2019-06-26_COMP_00101.spu,NA,RapidSCAN,0.653610099126875
Unispec-DC,Heath,H2,9,NA,2019-06-26_COMP_00101.spu,NA,ToolikEDC,0.6986600612164026
Unispec-DC,Heath,H2,10,NA,2019-06-26_COMP_00102.spu,NA,Greenseeker,0.6344961146327638
Unispec-DC,Heath,H2,10,NA,2019-06-26_COMP_00102.spu,NA,MODIS,0.7059549124210668
Unispec-DC,Heath,H2,10,NA,2019-06-26_COMP_00102.spu,NA,RapidSCAN,0.6529820364194184
Unispec-DC,Heath,H2,10,NA,2019-06-26_COMP_00102.spu,NA,ToolikEDC,0.6981403437977283
Unispec-DC,Heath,H3,1,NA,2019-06-26_COMP_00103.spu,NA,Greenseeker,0.5866727498275424
Unispec-DC,Heath,H3,1,NA,2019-06-26_COMP_00103.spu,NA,MODIS,0.657036693494649
Unispec-DC,Heath,H3,1,NA,2019-06-26_COMP_00103.spu,NA,RapidSCAN,0.6082603959318382
Unispec-DC,Heath,H3,1,NA,2019-06-26_COMP_00103.spu,NA,ToolikEDC,0.6486581030195627
Unispec-DC,Heath,H3,2,NA,2019-06-26_COMP_00104.spu,NA,Greenseeker,0.5870323414113985
Unispec-DC,Heath,H3,2,NA,2019-06-26_COMP_00104.spu,NA,MODIS,0.6570655416109886
Unispec-DC,Heath,H3,2,NA,2019-06-26_COMP_00104.spu,NA,RapidSCAN,0.6083447678379929
Unispec-DC,Heath,H3,2,NA,2019-06-26_COMP_00104.spu,NA,ToolikEDC,0.6486212168676109
Unispec-DC,Heath,H3,3,NA,2019-06-26_COMP_00105.spu,NA,Greenseeker,0.5875882203231684
Unispec-DC,Heath,H3,3,NA,2019-06-26_COMP_00105.spu,NA,MODIS,0.6575497971638621
Unispec-DC,Heath,H3,3,NA,2019-06-26_COMP_00105.spu,NA,RapidSCAN,0.6086277544898704
Unispec-DC,Heath,H3,3,NA,2019-06-26_COMP_00105.spu,NA,ToolikEDC,0.6491120057505267
Unispec-DC,Heath,H3,4,NA,2019-06-26_COMP_00106.spu,NA,Greenseeker,0.5885170400224928
Unispec-DC,Heath,H3,4,NA,2019-06-26_COMP_00106.spu,NA,MODIS,0.6584147740444654
Unispec-DC,Heath,H3,4,NA,2019-06-26_COMP_00106.spu,NA,RapidSCAN,0.6092294810521254
Unispec-DC,Heath,H3,4,NA,2019-06-26_COMP_00106.spu,NA,ToolikEDC,0.6500288952116132
Unispec-DC,Heath,H3,5,NA,2019-06-26_COMP_00107.spu,NA,Greenseeker,0.5881678220185493
Unispec-DC,Heath,H3,5,NA,2019-06-26_COMP_00107.spu,NA,MODIS,0.6580080551500475
Unispec-DC,Heath,H3,5,NA,2019-06-26_COMP_00107.spu,NA,RapidSCAN,0.6090650656360702
Unispec-DC,Heath,H3,5,NA,2019-06-26_COMP_00107.spu,NA,ToolikEDC,0.6496501971233233
Unispec-DC,Heath,H3,6,NA,2019-06-26_COMP_00108.spu,NA,Greenseeker,0.5885644679079283
Unispec-DC,Heath,H3,6,NA,2019-06-26_COMP_00108.spu,NA,MODIS,0.6580496795201208
Unispec-DC,Heath,H3,6,NA,2019-06-26_COMP_00108.spu,NA,RapidSCAN,0.6093518449727332
Unispec-DC,Heath,H3,6,NA,2019-06-26_COMP_00108.spu,NA,ToolikEDC,0.6495421888095454
Unispec-DC,Heath,H3,7,NA,2019-06-26_COMP_00109.spu,NA,Greenseeker,0.5885945533897535
Unispec-DC,Heath,H3,7,NA,2019-06-26_COMP_00109.spu,NA,MODIS,0.6584275795598751
Unispec-DC,Heath,H3,7,NA,2019-06-26_COMP_00109.spu,NA,RapidSCAN,0.609555410463778
Unispec-DC,Heath,H3,7,NA,2019-06-26_COMP_00109.spu,NA,ToolikEDC,0.6501862523679586
Unispec-DC,Heath,H3,8,NA,2019-06-26_COMP_00110.spu,NA,Greenseeker,0.5893555692287055
Unispec-DC,Heath,H3,8,NA,2019-06-26_COMP_00110.spu,NA,MODIS,0.6589583637216689
Unispec-DC,Heath,H3,8,NA,2019-06-26_COMP_00110.spu,NA,RapidSCAN,0.6101821208085665
Unispec-DC,Heath,H3,8,NA,2019-06-26_COMP_00110.spu,NA,ToolikEDC,0.6507453972073783
Unispec-DC,Heath,H3,9,NA,2019-06-26_COMP_00111.spu,NA,Greenseeker,0.5899628524326048
Unispec-DC,Heath,H3,9,NA,2019-06-26_COMP_00111.spu,NA,MODIS,0.6595486504929701
Unispec-DC,Heath,H3,9,NA,2019-06-26_COMP_00111.spu,NA,RapidSCAN,0.6103950861549851
Unispec-DC,Heath,H3,9,NA,2019-06-26_COMP_00111.spu,NA,ToolikEDC,0.6513228414032014
Unispec-DC,Heath,H3,10,NA,2019-06-26_COMP_00112.spu,NA,Greenseeker,0.5896892089007963
Unispec-DC,Heath,H3,10,NA,2019-06-26_COMP_00112.spu,NA,MODIS,0.6594609794827337
Unispec-DC,Heath,H3,10,NA,2019-06-26_COMP_00112.spu,NA,RapidSCAN,0.6103601284719166
Unispec-DC,Heath,H3,10,NA,2019-06-26_COMP_00112.spu,NA,ToolikEDC,0.6511111729153114
ASD,Tussock,T1,1,NA,toolik_area_match00000.asd,Files listed chronologically,Greenseeker,0.6892097759207158
ASD,Tussock,T1,1,NA,toolik_area_match00000.asd,Files listed chronologically,MODIS,0.7076811181451114
ASD,Tussock,T1,1,NA,toolik_area_match00000.asd,Files listed chronologically,RapidSCAN,0.7085523480174531
ASD,Tussock,T1,1,NA,toolik_area_match00000.asd,Files listed chronologically,ToolikEDC,0.6901206022383857
ASD,Tussock,T1,2,NA,toolik_area_match00001.asd,NA,Greenseeker,0.6716071897826379
ASD,Tussock,T1,2,NA,toolik_area_match00001.asd,NA,MODIS,0.6962687226363401
ASD,Tussock,T1,2,NA,toolik_area_match00001.asd,NA,RapidSCAN,0.6855977992098732
ASD,Tussock,T1,2,NA,toolik_area_match00001.asd,NA,ToolikEDC,0.683623941238679
ASD,Tussock,T1,3,NA,toolik_area_match00002.asd,NA,Greenseeker,0.7177449385045472
ASD,Tussock,T1,3,NA,toolik_area_match00002.asd,NA,MODIS,0.7386652936009565
ASD,Tussock,T1,3,NA,toolik_area_match00002.asd,NA,RapidSCAN,0.7391158478371956
ASD,Tussock,T1,3,NA,toolik_area_match00002.asd,NA,ToolikEDC,0.7262407204813666
ASD,Tussock,T1,4,NA,toolik_area_match00003.asd,NA,Greenseeker,0.6988737807826277
ASD,Tussock,T1,4,NA,toolik_area_match00003.asd,NA,MODIS,0.7219676072054549
ASD,Tussock,T1,4,NA,toolik_area_match00003.asd,NA,RapidSCAN,0.7153060409331289
ASD,Tussock,T1,4,NA,toolik_area_match00003.asd,NA,ToolikEDC,0.7089129812441733
ASD,Tussock,T1,5,NA,toolik_area_match00004.asd,NA,Greenseeker,0.6977239981056137
ASD,Tussock,T1,5,NA,toolik_area_match00004.asd,NA,MODIS,0.7210132634202521
ASD,Tussock,T1,5,NA,toolik_area_match00004.asd,NA,RapidSCAN,0.7153990016625037
ASD,Tussock,T1,5,NA,toolik_area_match00004.asd,NA,ToolikEDC,0.707916485290047
ASD,Tussock,T2,1,NA,toolik_b2C00024.asd,NA,Greenseeker,0.7291795544599986
ASD,Tussock,T2,1,NA,toolik_b2C00024.asd,NA,MODIS,0.748072852063103
ASD,Tussock,T2,1,NA,toolik_b2C00024.asd,NA,RapidSCAN,0.7495066614876397
ASD,Tussock,T2,1,NA,toolik_b2C00024.asd,NA,ToolikEDC,0.7323698100729821
ASD,Tussock,T2,2,NA,toolik_b2C00025.asd,NA,Greenseeker,0.7374144307155834
ASD,Tussock,T2,2,NA,toolik_b2C00025.asd,NA,MODIS,0.7542524163754097
ASD,Tussock,T2,2,NA,toolik_b2C00025.asd,NA,RapidSCAN,0.7572873582835145
ASD,Tussock,T2,2,NA,toolik_b2C00025.asd,NA,ToolikEDC,0.7374343906315718
ASD,Tussock,T2,3,NA,toolik_b2C00026.asd,NA,Greenseeker,0.734271970728845
ASD,Tussock,T2,3,NA,toolik_b2C00026.asd,NA,MODIS,0.7509316558917734
ASD,Tussock,T2,3,NA,toolik_b2C00026.asd,NA,RapidSCAN,0.7538876367928398
ASD,Tussock,T2,3,NA,toolik_b2C00026.asd,NA,ToolikEDC,0.7333577979890361
ASD,Tussock,T2,4,NA,toolik_b2C00027.asd,NA,Greenseeker,0.5826422581705794
ASD,Tussock,T2,4,NA,toolik_b2C00027.asd,NA,MODIS,0.6295163434681047
ASD,Tussock,T2,4,NA,toolik_b2C00027.asd,NA,RapidSCAN,0.605812524451148
ASD,Tussock,T2,4,NA,toolik_b2C00027.asd,NA,ToolikEDC,0.6286183530142907
ASD,Tussock,T2,5,NA,toolik_b2C00028.asd,NA,Greenseeker,0.5958988656316772
ASD,Tussock,T2,5,NA,toolik_b2C00028.asd,NA,MODIS,0.6377776104577831
ASD,Tussock,T2,5,NA,toolik_b2C00028.asd,NA,RapidSCAN,0.6178714152763364
ASD,Tussock,T2,5,NA,toolik_b2C00028.asd,NA,ToolikEDC,0.6346016680018968
ASD,Tussock,T3,1,NA,toolik_b2C00029.asd,NA,Greenseeker,0.6069163001110576
ASD,Tussock,T3,1,NA,toolik_b2C00029.asd,NA,MODIS,0.6459058632904343
ASD,Tussock,T3,1,NA,toolik_b2C00029.asd,NA,RapidSCAN,0.6283207714875058
ASD,Tussock,T3,1,NA,toolik_b2C00029.asd,NA,ToolikEDC,0.6405075921329383
ASD,Tussock,T3,2,NA,toolik_b2C00030.asd,NA,Greenseeker,0.6235193857422066
ASD,Tussock,T3,2,NA,toolik_b2C00030.asd,NA,MODIS,0.6632759613679854
ASD,Tussock,T3,2,NA,toolik_b2C00030.asd,NA,RapidSCAN,0.6409215656889127
ASD,Tussock,T3,2,NA,toolik_b2C00030.asd,NA,ToolikEDC,0.6564900072395168
ASD,Tussock,T3,3,NA,toolik_b2C00031.asd,NA,Greenseeker,0.6286456829745422
ASD,Tussock,T3,3,NA,toolik_b2C00031.asd,NA,MODIS,0.6678300881728556
ASD,Tussock,T3,3,NA,toolik_b2C00031.asd,NA,RapidSCAN,0.6470170935870402
ASD,Tussock,T3,3,NA,toolik_b2C00031.asd,NA,ToolikEDC,0.6609640147607221
ASD,Tussock,T3,4,NA,toolik_b2C00032.asd,NA,Greenseeker,0.641686240216969
ASD,Tussock,T3,4,NA,toolik_b2C00032.asd,NA,MODIS,0.6775136165069128
ASD,Tussock,T3,4,NA,toolik_b2C00032.asd,NA,RapidSCAN,0.6594972964642002
ASD,Tussock,T3,4,NA,toolik_b2C00032.asd,NA,ToolikEDC,0.6695898979751407
ASD,Tussock,T3,5,NA,toolik_b2C00033.asd,NA,Greenseeker,0.7159752287240375
ASD,Tussock,T3,5,NA,toolik_b2C00033.asd,NA,MODIS,0.7312034735827453
ASD,Tussock,T3,5,NA,toolik_b2C00033.asd,NA,RapidSCAN,0.7328225579186622
ASD,Tussock,T3,5,NA,toolik_b2C00033.asd,NA,ToolikEDC,0.7112124384127173
ASD,Shrub,S1,1,NA,toolik_b2F1000000,.asd,Greenseeker,0.8197891975637992
ASD,Shrub,S1,1,NA,toolik_b2F1000000,.asd,MODIS,0.8179377286994414
ASD,Shrub,S1,1,NA,toolik_b2F1000000,.asd,RapidSCAN,0.8452899953774671
ASD,Shrub,S1,1,NA,toolik_b2F1000000,.asd,ToolikEDC,0.791520818773866
ASD,Shrub,S1,2,NA,toolik_b2F1000001.asd,NA,Greenseeker,0.8033218954811763
ASD,Shrub,S1,2,NA,toolik_b2F1000001.asd,NA,MODIS,0.8021986778284845
ASD,Shrub,S1,2,NA,toolik_b2F1000001.asd,NA,RapidSCAN,0.8286385165921827
ASD,Shrub,S1,2,NA,toolik_b2F1000001.asd,NA,ToolikEDC,0.776410909290452
ASD,Shrub,S1,3,NA,toolik_b2F1000002.asd,NA,Greenseeker,0.7991998853380854
ASD,Shrub,S1,3,NA,toolik_b2F1000002.asd,NA,MODIS,0.7987751912317839
ASD,Shrub,S1,3,NA,toolik_b2F1000002.asd,NA,RapidSCAN,0.8245372856309745
ASD,Shrub,S1,3,NA,toolik_b2F1000002.asd,NA,ToolikEDC,0.7729222681662645
ASD,Shrub,S1,4,NA,toolik_b2F1000003.asd,NA,Greenseeker,0.7979692943647773
ASD,Shrub,S1,4,NA,toolik_b2F1000003.asd,NA,MODIS,0.7965232398911386
ASD,Shrub,S1,4,NA,toolik_b2F1000003.asd,NA,RapidSCAN,0.8311603508662683
ASD,Shrub,S1,4,NA,toolik_b2F1000003.asd,NA,ToolikEDC,0.7598572906415635
ASD,Shrub,S1,5,NA,toolik_b2F1000004.asd,NA,Greenseeker,0.7978893137429078
ASD,Shrub,S1,5,NA,toolik_b2F1000004.asd,NA,MODIS,0.7953825642143065
ASD,Shrub,S1,5,NA,toolik_b2F1000004.asd,NA,RapidSCAN,0.8338621937738858
ASD,Shrub,S1,5,NA,toolik_b2F1000004.asd,NA,ToolikEDC,0.7566527592037797
ASD,Shrub,S2,1,NA,toolik_b2F1000005.asd,NA,Greenseeker,0.8025655915610074
ASD,Shrub,S2,1,NA,toolik_b2F1000005.asd,NA,MODIS,0.7995683634733032
ASD,Shrub,S2,1,NA,toolik_b2F1000005.asd,NA,RapidSCAN,0.8380641781695687
ASD,Shrub,S2,1,NA,toolik_b2F1000005.asd,NA,ToolikEDC,0.7604278115439396
