  time  ,:18:51 A,:18:59 A,:19:07 A,:19:14 A,:19:26 A,:20:21 A,:20:31 A,:20:41 A,:20:51 A,:20:58 A,:21:38 A,:21:45 A,:21:59 A,:22:06 A,:22:12 A,:22:30 A,:22:38 A,:22:45 A,:22:52 A,:22:59 A,:23:28 A,:23:36 A,:23:43 A,:23:49 A,:23:55 A,:24:18 A,:24:25 A,:24:32 A,:24:38 A,:24:44 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 945 , 0.24196 , 0.09764 , 0.414612 , 0.350173 , 0.419218 , 0.383296 , 0.241569 , 0.351656 , 0.269439 , 0.304483 , 0.330357 , 0.3885 , 0.28086 , 0.32062 , 0.3839 , 0.374315 , 0.383253 , 0.379721 , 0.468771 , 0.437765 , 0.313628 , 0.287034 , 0.246597 , 0.278688 , 0.268926 , 0.144765 , 0.259836 , 0.143105 , 0.216976 , 0.270909 
 946 , 0.241559 , 0.096756 , 0.415199 , 0.351133 , 0.418474 , 0.383915 , 0.241608 , 0.349721 , 0.269313 , 0.303142 , 0.329058 , 0.385966 , 0.279094 , 0.312643 , 0.382692 , 0.373136 , 0.383623 , 0.378632 , 0.467366 , 0.436545 , 0.31271 , 0.286708 , 0.246909 , 0.277773 , 0.268504 , 0.144547 , 0.260342 , 0.142606 , 0.21644 , 0.270427 
 947 , 0.240571 , 0.096177 , 0.419142 , 0.351541 , 0.416741 , 0.385529 , 0.243674 , 0.351274 , 0.268342 , 0.303721 , 0.330277 , 0.38415 , 0.278738 , 0.30377 , 0.381434 , 0.374286 , 0.382608 , 0.378187 , 0.465909 , 0.43593 , 0.313005 , 0.286957 , 0.247363 , 0.277493 , 0.268022 , 0.144891 , 0.261339 , 0.143034 , 0.216489 , 0.270132 
 948 , 0.240098 , 0.095061 , 0.423442 , 0.352313 , 0.413417 , 0.386584 , 0.245768 , 0.352682 , 0.266726 , 0.3056 , 0.331095 , 0.383683 , 0.278822 , 0.295691 , 0.381145 , 0.376335 , 0.381363 , 0.379134 , 0.466223 , 0.437016 , 0.313977 , 0.287405 , 0.247458 , 0.277834 , 0.268373 , 0.145389 , 0.261922 , 0.14402 , 0.216669 , 0.270002 
 949 , 0.239702 , 0.09419 , 0.427391 , 0.352996 , 0.410161 , 0.387541 , 0.247571 , 0.35402 , 0.265341 , 0.307331 , 0.3318 , 0.383424 , 0.279024 , 0.289343 , 0.380872 , 0.378204 , 0.380144 , 0.380066 , 0.466441 , 0.438201 , 0.314976 , 0.287827 , 0.247553 , 0.278224 , 0.268706 , 0.145911 , 0.262473 , 0.14502 , 0.216851 , 0.269948 
 950 , 0.240268 , 0.095953 , 0.427354 , 0.35278 , 0.407156 , 0.38744 , 0.246119 , 0.354744 , 0.266613 , 0.307509 , 0.331377 , 0.385728 , 0.280676 , 0.302477 , 0.380854 , 0.37813 , 0.379221 , 0.380938 , 0.465647 , 0.440574 , 0.316427 , 0.288136 , 0.247782 , 0.279194 , 0.26895 , 0.146695 , 0.262792 , 0.146159 , 0.217051 , 0.270692 
 951 , 0.241115 , 0.098135 , 0.424189 , 0.351915 , 0.40609 , 0.385657 , 0.245536 , 0.357161 , 0.267349 , 0.308601 , 0.332586 , 0.386598 , 0.283156 , 0.315114 , 0.380012 , 0.378022 , 0.379295 , 0.381188 , 0.462256 , 0.438952 , 0.317062 , 0.288379 , 0.248123 , 0.279912 , 0.267977 , 0.147479 , 0.26314 , 0.1464 , 0.21634 , 0.270902 
 952 , 0.241949 , 0.100276 , 0.421083 , 0.351056 , 0.405063 , 0.383911 , 0.244967 , 0.359567 , 0.268062 , 0.309689 , 0.333792 , 0.387431 , 0.28561 , 0.32749 , 0.379173 , 0.377911 , 0.379378 , 0.381418 , 0.458913 , 0.437333 , 0.317681 , 0.288616 , 0.248456 , 0.280618 , 0.267018 , 0.148247 , 0.26348 , 0.146623 , 0.215636 , 0.271098 
 953 , 0.244369 , 0.102519 , 0.418589 , 0.351159 , 0.405483 , 0.383252 , 0.245427 , 0.36119 , 0.267092 , 0.309558 , 0.334587 , 0.387229 , 0.286818 , 0.331308 , 0.379306 , 0.377558 , 0.379192 , 0.380712 , 0.457661 , 0.434392 , 0.317967 , 0.289022 , 0.248688 , 0.280385 , 0.266732 , 0.148692 , 0.264227 , 0.146733 , 0.214295 , 0.270702 
 954 , 0.246423 , 0.104695 , 0.416905 , 0.352481 , 0.407469 , 0.383465 , 0.245756 , 0.361407 , 0.265801 , 0.30851 , 0.334322 , 0.386348 , 0.28593 , 0.333001 , 0.380738 , 0.377668 , 0.37738 , 0.379428 , 0.458305 , 0.432109 , 0.318302 , 0.289336 , 0.249078 , 0.279779 , 0.267465 , 0.149134 , 0.265242 , 0.147482 , 0.214688 , 0.270985 
 955 , 0.248072 , 0.106773 , 0.415547 , 0.354181 , 0.409914 , 0.383918 , 0.245897 , 0.361104 , 0.264603 , 0.30722 , 0.333644 , 0.385316 , 0.284327 , 0.334764 , 0.382581 , 0.377996 , 0.374948 , 0.378038 , 0.459508 , 0.430307 , 0.318685 , 0.28958 , 0.249529 , 0.279134 , 0.268549 , 0.149601 , 0.266308 , 0.148504 , 0.215907 , 0.271615 
 956 , 0.24852 , 0.10728 , 0.415515 , 0.355896 , 0.413327 , 0.38343 , 0.246614 , 0.360399 , 0.264361 , 0.308025 , 0.333665 , 0.384554 , 0.283394 , 0.335558 , 0.383214 , 0.377863 , 0.374154 , 0.377202 , 0.460309 , 0.4282 , 0.318695 , 0.289556 , 0.250023 , 0.27909 , 0.269501 , 0.149915 , 0.267103 , 0.149464 , 0.217662 , 0.272219 
 957 , 0.248127 , 0.106452 , 0.417686 , 0.356846 , 0.416877 , 0.38283 , 0.247822 , 0.359442 , 0.265855 , 0.310616 , 0.335107 , 0.384868 , 0.284129 , 0.335485 , 0.382314 , 0.376774 , 0.375755 , 0.377068 , 0.460984 , 0.426248 , 0.318758 , 0.289411 , 0.250723 , 0.280136 , 0.270196 , 0.150152 , 0.268002 , 0.150284 , 0.2195 , 0.272798 
 958 , 0.248272 , 0.105969 , 0.421226 , 0.356546 , 0.419016 , 0.383555 , 0.248862 , 0.358756 , 0.268573 , 0.312674 , 0.337654 , 0.386457 , 0.286454 , 0.335565 , 0.380924 , 0.374939 , 0.3786 , 0.377209 , 0.462039 , 0.425037 , 0.319471 , 0.289489 , 0.251655 , 0.281909 , 0.270656 , 0.150491 , 0.269458 , 0.150961 , 0.220535 , 0.273354 
 959 , 0.248628 , 0.106017 , 0.424298 , 0.356824 , 0.420418 , 0.384765 , 0.249793 , 0.358525 , 0.271091 , 0.314666 , 0.339561 , 0.387547 , 0.288547 , 0.335796 , 0.38024 , 0.37373 , 0.381187 , 0.377724 , 0.463185 , 0.424491 , 0.320453 , 0.28976 , 0.252791 , 0.283635 , 0.27114 , 0.15098 , 0.270796 , 0.151613 , 0.221531 , 0.274036 
 960 , 0.249837 , 0.108142 , 0.425803 , 0.359306 , 0.419072 , 0.387886 , 0.250383 , 0.360009 , 0.273025 , 0.316676 , 0.339042 , 0.386697 , 0.289933 , 0.3367 , 0.382212 , 0.374809 , 0.383143 , 0.379931 , 0.464729 , 0.426488 , 0.322572 , 0.29087 , 0.254886 , 0.285346 , 0.271758 , 0.152118 , 0.271818 , 0.152262 , 0.222529 , 0.275295 
 961 , 0.250477 , 0.109697 , 0.425503 , 0.361143 , 0.416717 , 0.388566 , 0.250447 , 0.360968 , 0.27326 , 0.318766 , 0.336687 , 0.384474 , 0.290681 , 0.337433 , 0.383288 , 0.375923 , 0.385328 , 0.383264 , 0.464329 , 0.427856 , 0.323989 , 0.292354 , 0.256795 , 0.286035 , 0.272267 , 0.153025 , 0.271912 , 0.15261 , 0.223379 , 0.2761 
 962 , 0.251076 , 0.111159 , 0.425229 , 0.362862 , 0.414537 , 0.389203 , 0.25051 , 0.361867 , 0.273473 , 0.320728 , 0.334489 , 0.382389 , 0.29139 , 0.338119 , 0.384306 , 0.376961 , 0.387394 , 0.386405 , 0.463962 , 0.429137 , 0.325323 , 0.293748 , 0.25859 , 0.28668 , 0.272738 , 0.153878 , 0.272002 , 0.152937 , 0.224175 , 0.276856 
 963 , 0.251491 , 0.113402 , 0.426282 , 0.363456 , 0.414399 , 0.390679 , 0.252915 , 0.365109 , 0.273707 , 0.322095 , 0.335962 , 0.384037 , 0.293026 , 0.340074 , 0.385949 , 0.379223 , 0.387987 , 0.38884 , 0.462774 , 0.430376 , 0.326669 , 0.294823 , 0.259479 , 0.287616 , 0.274158 , 0.15525 , 0.273575 , 0.153813 , 0.224971 , 0.277716 
 964 , 0.251993 , 0.11558 , 0.426686 , 0.365735 , 0.415724 , 0.393131 , 0.256332 , 0.369158 , 0.273387 , 0.324328 , 0.337941 , 0.386713 , 0.29434 , 0.342479 , 0.389491 , 0.382584 , 0.387357 , 0.389738 , 0.463501 , 0.432182 , 0.32857 , 0.295624 , 0.260321 , 0.289091 , 0.276141 , 0.1568 , 0.275731 , 0.155185 , 0.225893 , 0.278798 
 965 , 0.252495 , 0.117601 , 0.426872 , 0.368365 , 0.417299 , 0.395691 , 0.259787 , 0.373158 , 0.272947 , 0.326698 , 0.339835 , 0.389398 , 0.295487 , 0.344839 , 0.39335 , 0.386034 , 0.386488 , 0.390215 , 0.464703 , 0.434049 , 0.330516 , 0.296316 , 0.261136 , 0.290622 , 0.278145 , 0.158312 , 0.277891 , 0.156605 , 0.226797 , 0.27987 
 966 , 0.252955 , 0.119213 , 0.425731 , 0.368949 , 0.418817 , 0.395914 , 0.261048 , 0.374391 , 0.273727 , 0.327326 , 0.340616 , 0.391571 , 0.295757 , 0.346736 , 0.395474 , 0.38729 , 0.385122 , 0.389257 , 0.465753 , 0.434752 , 0.33151 , 0.296459 , 0.261329 , 0.291646 , 0.279602 , 0.159113 , 0.278918 , 0.157635 , 0.227261 , 0.28014 
 967 , 0.253327 , 0.120504 , 0.42376 , 0.367588 , 0.420061 , 0.394888 , 0.26051 , 0.373727 , 0.275582 , 0.325942 , 0.340959 , 0.393008 , 0.295625 , 0.347914 , 0.395619 , 0.38671 , 0.383865 , 0.387601 , 0.46569 , 0.434273 , 0.331275 , 0.296166 , 0.261075 , 0.292184 , 0.280387 , 0.159379 , 0.278937 , 0.158157 , 0.227441 , 0.28 
 968 , 0.253619 , 0.121673 , 0.421851 , 0.365565 , 0.420992 , 0.394119 , 0.259516 , 0.372892 , 0.277717 , 0.323614 , 0.341545 , 0.393941 , 0.295643 , 0.348572 , 0.394794 , 0.385626 , 0.383103 , 0.386209 , 0.464519 , 0.433308 , 0.330371 , 0.295796 , 0.260786 , 0.292519 , 0.280767 , 0.159518 , 0.278632 , 0.15837 , 0.227599 , 0.279982 
 969 , 0.254049 , 0.122464 , 0.420278 , 0.364503 , 0.421566 , 0.394113 , 0.258991 , 0.37212 , 0.279315 , 0.322223 , 0.341943 , 0.394316 , 0.295503 , 0.349183 , 0.394113 , 0.384672 , 0.382959 , 0.385572 , 0.463778 , 0.43227 , 0.329716 , 0.29562 , 0.260624 , 0.293069 , 0.28096 , 0.159673 , 0.278452 , 0.158687 , 0.227908 , 0.280319 
 970 , 0.254952 , 0.122546 , 0.419988 , 0.365551 , 0.421738 , 0.395738 , 0.259657 , 0.371531 , 0.279946 , 0.32298 , 0.342007 , 0.393732 , 0.294943 , 0.349961 , 0.393738 , 0.383978 , 0.384297 , 0.386684 , 0.464203 , 0.431136 , 0.329747 , 0.295943 , 0.26072 , 0.294193 , 0.280809 , 0.159906 , 0.278678 , 0.159312 , 0.228521 , 0.281421 
 971 , 0.256432 , 0.122898 , 0.42273 , 0.366867 , 0.423549 , 0.397041 , 0.261136 , 0.371453 , 0.281125 , 0.324562 , 0.34248 , 0.39437 , 0.294119 , 0.351752 , 0.393525 , 0.383609 , 0.386255 , 0.388314 , 0.465935 , 0.430794 , 0.33065 , 0.296678 , 0.260767 , 0.295621 , 0.281013 , 0.160329 , 0.279461 , 0.160235 , 0.228917 , 0.282239 
 972 , 0.257896 , 0.123238 , 0.425485 , 0.36816 , 0.42536 , 0.398323 , 0.262613 , 0.371393 , 0.282283 , 0.326127 , 0.34294 , 0.395009 , 0.293302 , 0.353508 , 0.393293 , 0.383245 , 0.388213 , 0.389916 , 0.467644 , 0.430453 , 0.331552 , 0.297411 , 0.260821 , 0.297042 , 0.281224 , 0.160742 , 0.280247 , 0.161143 , 0.229305 , 0.283047 
 973 , 0.257741 , 0.122094 , 0.429405 , 0.368516 , 0.42794 , 0.398938 , 0.264509 , 0.372733 , 0.282166 , 0.326875 , 0.34286 , 0.396804 , 0.29288 , 0.352935 , 0.391167 , 0.382954 , 0.390308 , 0.390731 , 0.467876 , 0.43116 , 0.332759 , 0.298113 , 0.262091 , 0.297993 , 0.282223 , 0.161405 , 0.281346 , 0.161481 , 0.229282 , 0.283126 
 974 , 0.256679 , 0.12061 , 0.43077 , 0.367711 , 0.428025 , 0.398919 , 0.265582 , 0.372645 , 0.28135 , 0.327202 , 0.341424 , 0.397082 , 0.292991 , 0.351709 , 0.389239 , 0.382539 , 0.390804 , 0.39059 , 0.466956 , 0.431092 , 0.333203 , 0.297635 , 0.262837 , 0.298033 , 0.282908 , 0.161642 , 0.281577 , 0.161383 , 0.229225 , 0.282561 
 975 , 0.25548 , 0.119067 , 0.431757 , 0.366731 , 0.427732 , 0.398797 , 0.266528 , 0.372343 , 0.280429 , 0.327466 , 0.33978 , 0.397128 , 0.29319 , 0.35038 , 0.387333 , 0.382099 , 0.39105 , 0.3903 , 0.465857 , 0.430907 , 0.333532 , 0.296975 , 0.263498 , 0.297932 , 0.283553 , 0.161815 , 0.28167 , 0.161223 , 0.229165 , 0.28189 
 976 , 0.254512 , 0.119609 , 0.431902 , 0.365869 , 0.42516 , 0.398168 , 0.265759 , 0.372454 , 0.280188 , 0.327105 , 0.339141 , 0.397304 , 0.293784 , 0.350431 , 0.387893 , 0.382912 , 0.390399 , 0.390781 , 0.465322 , 0.431632 , 0.33374 , 0.296353 , 0.263453 , 0.29787 , 0.283766 , 0.161851 , 0.281479 , 0.160893 , 0.229262 , 0.281147 
 977 , 0.253621 , 0.121014 , 0.432028 , 0.366446 , 0.422333 , 0.397778 , 0.264359 , 0.373979 , 0.280331 , 0.327043 , 0.339223 , 0.397809 , 0.294086 , 0.35033 , 0.389545 , 0.384173 , 0.389595 , 0.392144 , 0.464872 , 0.432634 , 0.334139 , 0.296666 , 0.263428 , 0.298246 , 0.283804 , 0.162035 , 0.281524 , 0.160692 , 0.229497 , 0.280981 
 978 , 0.252721 , 0.122439 , 0.432405 , 0.368072 , 0.420022 , 0.397722 , 0.263019 , 0.376446 , 0.280547 , 0.327388 , 0.339541 , 0.398515 , 0.294048 , 0.349694 , 0.391265 , 0.385389 , 0.388954 , 0.393944 , 0.464309 , 0.433554 , 0.334713 , 0.29767 , 0.263643 , 0.298944 , 0.283844 , 0.162367 , 0.281846 , 0.160644 , 0.229791 , 0.281265 
 979 , 0.252187 , 0.123546 , 0.432936 , 0.368743 , 0.419311 , 0.398043 , 0.261621 , 0.379019 , 0.280788 , 0.327497 , 0.340373 , 0.39876 , 0.294437 , 0.349083 , 0.392294 , 0.386489 , 0.387792 , 0.394994 , 0.4641 , 0.433896 , 0.33526 , 0.298758 , 0.263797 , 0.29975 , 0.28375 , 0.162529 , 0.282172 , 0.160902 , 0.230039 , 0.281811 
 980 , 0.252391 , 0.124281 , 0.433297 , 0.367942 , 0.421222 , 0.398844 , 0.260275 , 0.381385 , 0.280838 , 0.327135 , 0.342294 , 0.398683 , 0.295424 , 0.348885 , 0.392235 , 0.387584 , 0.38616 , 0.394965 , 0.464591 , 0.433807 , 0.335952 , 0.299746 , 0.263913 , 0.300716 , 0.283592 , 0.16247 , 0.282516 , 0.161506 , 0.230213 , 0.282516 
 981 , 0.253262 , 0.125157 , 0.43262 , 0.366671 , 0.42426 , 0.3995 , 0.259269 , 0.382775 , 0.280319 , 0.326415 , 0.345249 , 0.399444 , 0.296385 , 0.349723 , 0.391767 , 0.389074 , 0.385164 , 0.394758 , 0.465677 , 0.434686 , 0.337176 , 0.300109 , 0.264171 , 0.301697 , 0.283738 , 0.162416 , 0.282906 , 0.161895 , 0.230344 , 0.282683 
 982 , 0.25427 , 0.125822 , 0.431952 , 0.365674 , 0.427249 , 0.3999 , 0.258471 , 0.383878 , 0.279915 , 0.325766 , 0.347885 , 0.400266 , 0.29719 , 0.350562 , 0.391245 , 0.390241 , 0.384547 , 0.394578 , 0.466637 , 0.435465 , 0.338337 , 0.300412 , 0.264456 , 0.302611 , 0.283955 , 0.162409 , 0.283298 , 0.162217 , 0.230434 , 0.282827 
 983 , 0.256289 , 0.124975 , 0.431374 , 0.366619 , 0.429916 , 0.398538 , 0.259154 , 0.383031 , 0.280299 , 0.325608 , 0.348285 , 0.401527 , 0.296872 , 0.351473 , 0.39035 , 0.389159 , 0.386678 , 0.394611 , 0.466772 , 0.435542 , 0.339099 , 0.300358 , 0.264947 , 0.303019 , 0.284709 , 0.162761 , 0.283754 , 0.162128 , 0.230306 , 0.282842 
 984 , 0.258125 , 0.124331 , 0.433164 , 0.366998 , 0.430649 , 0.398043 , 0.260106 , 0.38261 , 0.282023 , 0.325065 , 0.347453 , 0.400904 , 0.297816 , 0.352364 , 0.389701 , 0.387571 , 0.388655 , 0.3946 , 0.467857 , 0.434409 , 0.339092 , 0.300231 , 0.265395 , 0.303501 , 0.285269 , 0.16305 , 0.284253 , 0.16256 , 0.230473 , 0.283535 
 985 , 0.259959 , 0.123685 , 0.435031 , 0.367351 , 0.431321 , 0.397574 , 0.261072 , 0.382209 , 0.283794 , 0.324509 , 0.346583 , 0.400214 , 0.298794 , 0.35326 , 0.389054 , 0.385969 , 0.390624 , 0.394594 , 0.468969 , 0.433244 , 0.339058 , 0.300093 , 0.265839 , 0.303988 , 0.285822 , 0.163337 , 0.284753 , 0.163015 , 0.230657 , 0.284246 
 986 , 0.260455 , 0.122797 , 0.43647 , 0.368343 , 0.429971 , 0.399493 , 0.262381 , 0.383029 , 0.283697 , 0.325364 , 0.345978 , 0.398107 , 0.299067 , 0.35329 , 0.389273 , 0.386601 , 0.392727 , 0.395728 , 0.470465 , 0.433618 , 0.339361 , 0.299955 , 0.266401 , 0.304304 , 0.286585 , 0.163415 , 0.285212 , 0.163446 , 0.230859 , 0.284461 
 987 , 0.260534 , 0.121785 , 0.437594 , 0.369241 , 0.428365 , 0.401475 , 0.263181 , 0.383222 , 0.283233 , 0.326801 , 0.345471 , 0.397053 , 0.298422 , 0.353137 , 0.390022 , 0.387413 , 0.395116 , 0.397221 , 0.471397 , 0.435097 , 0.339897 , 0.300278 , 0.26701 , 0.304463 , 0.287405 , 0.163665 , 0.285973 , 0.163696 , 0.23086 , 0.284447 
 988 , 0.260542 , 0.120722 , 0.438615 , 0.370016 , 0.426819 , 0.403259 , 0.263695 , 0.382965 , 0.282774 , 0.328392 , 0.344967 , 0.396661 , 0.297386 , 0.352974 , 0.390953 , 0.388087 , 0.397664 , 0.398785 , 0.472007 , 0.436988 , 0.340524 , 0.300832 , 0.267639 , 0.304558 , 0.288239 , 0.164028 , 0.286893 , 0.163854 , 0.230751 , 0.28437 
 989 , 0.259736 , 0.12032 , 0.440117 , 0.37 , 0.425813 , 0.40395 , 0.263359 , 0.382824 , 0.282692 , 0.329241 , 0.345039 , 0.397772 , 0.297328 , 0.352366 , 0.391538 , 0.388234 , 0.398965 , 0.399459 , 0.471568 , 0.438068 , 0.340916 , 0.301157 , 0.26767 , 0.30468 , 0.288695 , 0.164589 , 0.28779 , 0.16399 , 0.230809 , 0.28456 
 990 , 0.258286 , 0.120333 , 0.441509 , 0.369618 , 0.425039 , 0.403559 , 0.262471 , 0.383542 , 0.282544 , 0.32964 , 0.345629 , 0.399931 , 0.298089 , 0.351277 , 0.391661 , 0.388058 , 0.398454 , 0.399255 , 0.469846 , 0.438069 , 0.340731 , 0.301022 , 0.267081 , 0.304688 , 0.288674 , 0.165095 , 0.288205 , 0.163857 , 0.230995 , 0.284771 
 991 , 0.256939 , 0.120083 , 0.44199 , 0.369796 , 0.423871 , 0.402928 , 0.261895 , 0.385589 , 0.281704 , 0.330385 , 0.346278 , 0.401662 , 0.298787 , 0.349994 , 0.391531 , 0.388108 , 0.396724 , 0.398882 , 0.467471 , 0.437401 , 0.3399 , 0.300446 , 0.266328 , 0.304461 , 0.288363 , 0.165211 , 0.287839 , 0.163329 , 0.231164 , 0.284609 
 992 , 0.256097 , 0.120054 , 0.441858 , 0.369873 , 0.422477 , 0.402294 , 0.261074 , 0.387057 , 0.281164 , 0.330714 , 0.346598 , 0.403308 , 0.299338 , 0.349341 , 0.391929 , 0.388183 , 0.394952 , 0.398493 , 0.465494 , 0.437048 , 0.339113 , 0.300053 , 0.265846 , 0.304234 , 0.288014 , 0.165235 , 0.287523 , 0.162784 , 0.231291 , 0.284318 
 993 , 0.25689 , 0.120739 , 0.439806 , 0.369625 , 0.42052 , 0.401557 , 0.259557 , 0.386538 , 0.281528 , 0.329713 , 0.345947 , 0.404504 , 0.299438 , 0.350619 , 0.39392 , 0.388313 , 0.393259 , 0.398069 , 0.46483 , 0.437632 , 0.338608 , 0.300204 , 0.266197 , 0.303991 , 0.287539 , 0.164987 , 0.287396 , 0.162259 , 0.231244 , 0.283652 
 994 , 0.25776 , 0.12201 , 0.437447 , 0.369165 , 0.419496 , 0.398981 , 0.258064 , 0.384837 , 0.281535 , 0.328389 , 0.346383 , 0.404296 , 0.299492 , 0.351357 , 0.395212 , 0.388227 , 0.393256 , 0.397497 , 0.464531 , 0.437484 , 0.339168 , 0.300107 , 0.265938 , 0.303441 , 0.28708 , 0.164791 , 0.287819 , 0.162431 , 0.230819 , 0.283156 
 995 , 0.258664 , 0.123323 , 0.435014 , 0.368683 , 0.418448 , 0.396332 , 0.256523 , 0.383077 , 0.281536 , 0.327019 , 0.346833 , 0.404067 , 0.299543 , 0.352111 , 0.396536 , 0.388126 , 0.39325 , 0.396895 , 0.464216 , 0.437316 , 0.339748 , 0.300007 , 0.265669 , 0.302872 , 0.286604 , 0.164586 , 0.28825 , 0.162606 , 0.230378 , 0.282643 
 996 , 0.259386 , 0.121984 , 0.433861 , 0.367741 , 0.418925 , 0.393284 , 0.257182 , 0.382491 , 0.2806 , 0.327394 , 0.347828 , 0.401928 , 0.297746 , 0.351964 , 0.394937 , 0.386739 , 0.393575 , 0.396398 , 0.464412 , 0.435365 , 0.340329 , 0.29966 , 0.265516 , 0.302031 , 0.28626 , 0.164319 , 0.288761 , 0.162938 , 0.22954 , 0.282662 
 997 , 0.259915 , 0.12033 , 0.43469 , 0.367213 , 0.419986 , 0.392906 , 0.257971 , 0.382753 , 0.281423 , 0.32733 , 0.348138 , 0.400738 , 0.295916 , 0.352813 , 0.393042 , 0.385793 , 0.392875 , 0.395407 , 0.466122 , 0.4343 , 0.340579 , 0.299742 , 0.266125 , 0.301612 , 0.285967 , 0.164399 , 0.289255 , 0.163074 , 0.229145 , 0.282915 
 998 , 0.260402 , 0.118576 , 0.436168 , 0.366806 , 0.421255 , 0.393365 , 0.258786 , 0.383285 , 0.282858 , 0.327091 , 0.348242 , 0.399844 , 0.294052 , 0.354028 , 0.391051 , 0.384987 , 0.391818 , 0.394219 , 0.468371 , 0.433508 , 0.340729 , 0.299962 , 0.266992 , 0.301317 , 0.285674 , 0.164585 , 0.289758 , 0.163156 , 0.228879 , 0.283242 
 999 , 0.260345 , 0.116539 , 0.437724 , 0.367359 , 0.422568 , 0.393803 , 0.259101 , 0.383827 , 0.283967 , 0.326774 , 0.347945 , 0.398816 , 0.292668 , 0.35406 , 0.38858 , 0.384551 , 0.391532 , 0.393488 , 0.470165 , 0.43364 , 0.340618 , 0.299958 , 0.267121 , 0.301004 , 0.285935 , 0.164359 , 0.289964 , 0.162681 , 0.228795 , 0.283348 
 1000 , 0.259993 , 0.114144 , 0.437684 , 0.368159 , 0.422823 , 0.392947 , 0.25875 , 0.383168 , 0.283823 , 0.326266 , 0.346492 , 0.397182 , 0.291834 , 0.352167 , 0.386191 , 0.383378 , 0.391903 , 0.393281 , 0.470335 , 0.433653 , 0.340125 , 0.299388 , 0.266286 , 0.300415 , 0.286314 , 0.163541 , 0.289677 , 0.161717 , 0.228473 , 0.282908 
 1001 , 0.259636 , 0.111442 , 0.435699 , 0.368675 , 0.421776 , 0.390566 , 0.257922 , 0.381069 , 0.282415 , 0.325576 , 0.343892 , 0.394893 , 0.291339 , 0.348718 , 0.384144 , 0.381075 , 0.392557 , 0.393395 , 0.468894 , 0.43295 , 0.339338 , 0.298285 , 0.264764 , 0.299505 , 0.286489 , 0.162264 , 0.288997 , 0.160495 , 0.227754 , 0.281971 
 1002 , 0.258704 , 0.109652 , 0.43336 , 0.369689 , 0.419747 , 0.389278 , 0.256535 , 0.379204 , 0.28069 , 0.325097 , 0.341664 , 0.392921 , 0.291212 , 0.345651 , 0.383062 , 0.379542 , 0.392983 , 0.393609 , 0.467337 , 0.432537 , 0.339398 , 0.297177 , 0.263483 , 0.298811 , 0.286304 , 0.16116 , 0.287993 , 0.159311 , 0.226908 , 0.281021 
 1003 , 0.256549 , 0.109616 , 0.430665 , 0.371516 , 0.416265 , 0.390232 , 0.254216 , 0.378018 , 0.278504 , 0.325108 , 0.340597 , 0.391879 , 0.291551 , 0.343763 , 0.383883 , 0.379757 , 0.392938 , 0.393826 , 0.465697 , 0.432789 , 0.340971 , 0.296155 , 0.262861 , 0.298555 , 0.28552 , 0.160469 , 0.286438 , 0.158296 , 0.225875 , 0.28012 
 1004 , 0.25323 , 0.109763 , 0.428844 , 0.373058 , 0.413852 , 0.39226 , 0.251916 , 0.377752 , 0.276374 , 0.32559 , 0.341596 , 0.392108 , 0.290718 , 0.34376 , 0.385202 , 0.381467 , 0.392652 , 0.393147 , 0.464278 , 0.433617 , 0.342513 , 0.295326 , 0.263131 , 0.298333 , 0.284942 , 0.159987 , 0.284753 , 0.15753 , 0.224769 , 0.279344 
 1005 , 0.24975 , 0.109906 , 0.427026 , 0.37428 , 0.411591 , 0.39407 , 0.249518 , 0.377336 , 0.274199 , 0.325883 , 0.342666 , 0.392454 , 0.289945 , 0.343733 , 0.386508 , 0.383032 , 0.392179 , 0.392234 , 0.462745 , 0.434246 , 0.344044 , 0.294476 , 0.263374 , 0.298056 , 0.284304 , 0.159462 , 0.283011 , 0.156681 , 0.223734 , 0.278547 
 1006 , 0.245956 , 0.109912 , 0.426262 , 0.37097 , 0.412538 , 0.392266 , 0.247066 , 0.375375 , 0.272629 , 0.323692 , 0.343994 , 0.394123 , 0.290261 , 0.34346 , 0.386915 , 0.381824 , 0.389803 , 0.38902 , 0.460689 , 0.432123 , 0.344795 , 0.293871 , 0.263224 , 0.297299 , 0.283259 , 0.158615 , 0.281523 , 0.155363 , 0.224022 , 0.278029 
 1007 , 0.243986 , 0.109296 , 0.424864 , 0.366652 , 0.41384 , 0.390282 , 0.245562 , 0.373949 , 0.270932 , 0.321568 , 0.344992 , 0.395598 , 0.292198 , 0.343816 , 0.387725 , 0.381022 , 0.386925 , 0.386834 , 0.461403 , 0.430719 , 0.345895 , 0.293586 , 0.262338 , 0.297022 , 0.282041 , 0.157684 , 0.280968 , 0.153908 , 0.224865 , 0.278216 
