  time  ,:01:47 A,:01:56 A,:02:04 A,:02:12 A,:02:20 A,:02:47 A,:02:53 A,:03:01 A,:03:09 A,:03:19 A,:03:47 A,:03:55 A,:04:03 A,:04:12 A,:04:22 A,:04:42 A,:04:49 A,:04:57 A,:05:06 A,:05:16 A,:06:05 A,:06:13 A,:06:21 A,:06:28 A,:06:36 A,:06:51 A,:07:02 A,:07:09 A,:07:18 A,:07:27 A,:07:56 A,:08:04 A,:08:12 A,:08:21 A,:08:29 A,:08:48 A,:08:55 A,:09:03 A,:09:12 A,:09:22 A,:09:59 A,:10:07 A,:10:16 A,:10:24 A,:10:34 A,:10:52 A,:11:04 A,:11:22 A,:11:32 A,:11:45 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 759 , 0.32518 , 0.439628 , 0.38075 , 0.244751 , 0.282868 , 0.425373 , 0.293704 , 0.280192 , 0.364177 , 0.318254 , 0.211196 , 0.153795 , 0.150386 , 0.120979 , 0.188301 , 0.197503 , 0.201438 , 0.263964 , 0.225396 , 0.352006 , 0.390255 , 0.335439 , 0.275508 , 0.262699 , 0.417951 , 0.330152 , 0.434276 , 0.307894 , 0.351055 , 0.278432 , 0.272984 , 0.317794 , 0.365214 , 0.392536 , 0.208384 , 0.185271 , 0.239955 , 0.348718 , 0.363975 , 0.344261 , 0.322999 , 0.200548 , 0.372843 , 0.322084 , 0.354075 , 0.43338 , 0.590616 , 0.404596 , 0.290037 , 0.354616 
 760 , 0.324968 , 0.44097 , 0.380985 , 0.245575 , 0.283554 , 0.425546 , 0.293786 , 0.281706 , 0.364759 , 0.31938 , 0.211149 , 0.154351 , 0.150717 , 0.121133 , 0.187533 , 0.198445 , 0.202013 , 0.263816 , 0.225751 , 0.352675 , 0.390268 , 0.335632 , 0.276321 , 0.263105 , 0.418497 , 0.331054 , 0.435433 , 0.308002 , 0.351619 , 0.280163 , 0.273038 , 0.318315 , 0.365322 , 0.392333 , 0.209637 , 0.185661 , 0.240733 , 0.349142 , 0.364038 , 0.344387 , 0.322964 , 0.201343 , 0.373397 , 0.322116 , 0.354151 , 0.434261 , 0.592976 , 0.405864 , 0.291725 , 0.355014 
 761 , 0.325545 , 0.442252 , 0.381905 , 0.246353 , 0.284265 , 0.426499 , 0.294384 , 0.282554 , 0.365527 , 0.320034 , 0.21146 , 0.154815 , 0.151142 , 0.121402 , 0.187781 , 0.198853 , 0.202339 , 0.264186 , 0.226121 , 0.353324 , 0.391055 , 0.336446 , 0.276964 , 0.26363 , 0.419399 , 0.331775 , 0.436573 , 0.308539 , 0.352336 , 0.280932 , 0.273522 , 0.319055 , 0.366044 , 0.393002 , 0.210329 , 0.186016 , 0.241259 , 0.349681 , 0.364672 , 0.344912 , 0.323131 , 0.201818 , 0.374161 , 0.322645 , 0.35475 , 0.435299 , 0.594844 , 0.407024 , 0.292569 , 0.355758 
 762 , 0.326476 , 0.443626 , 0.383121 , 0.247121 , 0.285127 , 0.427941 , 0.295214 , 0.283237 , 0.366571 , 0.320655 , 0.211988 , 0.155344 , 0.151646 , 0.121766 , 0.188462 , 0.199201 , 0.202667 , 0.2649 , 0.226642 , 0.354273 , 0.392403 , 0.337659 , 0.277712 , 0.264416 , 0.420737 , 0.332717 , 0.438042 , 0.309562 , 0.353419 , 0.281588 , 0.274424 , 0.319974 , 0.367346 , 0.394294 , 0.210907 , 0.186463 , 0.241912 , 0.350619 , 0.365722 , 0.345904 , 0.324121 , 0.202311 , 0.375201 , 0.323554 , 0.355769 , 0.436447 , 0.596536 , 0.408276 , 0.293249 , 0.356727 
 763 , 0.327404 , 0.445001 , 0.384343 , 0.247897 , 0.285992 , 0.429384 , 0.296041 , 0.283915 , 0.367611 , 0.321276 , 0.212518 , 0.155871 , 0.152148 , 0.122129 , 0.189143 , 0.199549 , 0.202994 , 0.265611 , 0.227163 , 0.355222 , 0.393753 , 0.338876 , 0.278466 , 0.265199 , 0.422072 , 0.333656 , 0.439508 , 0.310587 , 0.354503 , 0.282244 , 0.275328 , 0.320889 , 0.368642 , 0.395583 , 0.211487 , 0.186907 , 0.242562 , 0.351558 , 0.366773 , 0.346893 , 0.325113 , 0.202801 , 0.376238 , 0.324464 , 0.356788 , 0.43759 , 0.59823 , 0.409529 , 0.293929 , 0.357696 
 764 , 0.328631 , 0.446156 , 0.385753 , 0.248373 , 0.286724 , 0.431077 , 0.296958 , 0.284135 , 0.368581 , 0.321643 , 0.213337 , 0.156215 , 0.152566 , 0.122468 , 0.190314 , 0.199617 , 0.203162 , 0.266458 , 0.227646 , 0.356022 , 0.395354 , 0.340149 , 0.279045 , 0.265948 , 0.423423 , 0.334393 , 0.440747 , 0.311703 , 0.355483 , 0.282262 , 0.276314 , 0.3218 , 0.370017 , 0.397159 , 0.211635 , 0.18723 , 0.243004 , 0.352394 , 0.367899 , 0.347927 , 0.326115 , 0.203054 , 0.37728 , 0.325443 , 0.35792 , 0.438619 , 0.599379 , 0.410531 , 0.29407 , 0.358744 
 765 , 0.330233 , 0.446977 , 0.387295 , 0.24844 , 0.28723 , 0.432981 , 0.297983 , 0.283787 , 0.369398 , 0.321696 , 0.214506 , 0.156314 , 0.152914 , 0.122759 , 0.192113 , 0.199345 , 0.203168 , 0.267511 , 0.228113 , 0.356643 , 0.397269 , 0.341521 , 0.279438 , 0.26661 , 0.424755 , 0.334918 , 0.441742 , 0.312954 , 0.356312 , 0.281552 , 0.277393 , 0.322786 , 0.371492 , 0.399241 , 0.211384 , 0.187477 , 0.24322 , 0.353229 , 0.369266 , 0.34909 , 0.327213 , 0.203095 , 0.378407 , 0.326551 , 0.359258 , 0.439551 , 0.599882 , 0.411397 , 0.293639 , 0.360008 
 766 , 0.331753 , 0.447745 , 0.388721 , 0.248491 , 0.287694 , 0.434752 , 0.298964 , 0.283457 , 0.370155 , 0.321757 , 0.215609 , 0.156405 , 0.153267 , 0.123035 , 0.193817 , 0.199098 , 0.203202 , 0.268527 , 0.228568 , 0.357245 , 0.399079 , 0.342837 , 0.279826 , 0.267229 , 0.426011 , 0.335443 , 0.442708 , 0.314143 , 0.357104 , 0.280914 , 0.278411 , 0.323753 , 0.372898 , 0.401265 , 0.211207 , 0.187735 , 0.243444 , 0.354073 , 0.370623 , 0.350227 , 0.328283 , 0.203173 , 0.379502 , 0.327624 , 0.360545 , 0.440463 , 0.600397 , 0.412291 , 0.293282 , 0.361252 
 767 , 0.333146 , 0.448458 , 0.390029 , 0.248558 , 0.288119 , 0.436367 , 0.299867 , 0.283177 , 0.370862 , 0.321823 , 0.21662 , 0.156517 , 0.153606 , 0.123278 , 0.195354 , 0.198882 , 0.203237 , 0.269452 , 0.228975 , 0.357812 , 0.400725 , 0.344043 , 0.280187 , 0.267803 , 0.427173 , 0.335925 , 0.443599 , 0.315232 , 0.357832 , 0.280353 , 0.27935 , 0.324646 , 0.374194 , 0.403128 , 0.211066 , 0.18798 , 0.243665 , 0.354852 , 0.371865 , 0.351265 , 0.32927 , 0.203257 , 0.380512 , 0.3286 , 0.361732 , 0.441285 , 0.60087 , 0.41311 , 0.292958 , 0.362382 
 768 , 0.334221 , 0.449183 , 0.391085 , 0.248774 , 0.288455 , 0.437607 , 0.30064 , 0.283083 , 0.371601 , 0.322011 , 0.21742 , 0.156825 , 0.154038 , 0.123451 , 0.196339 , 0.19888 , 0.203313 , 0.270052 , 0.229226 , 0.358408 , 0.401923 , 0.34499 , 0.280571 , 0.268307 , 0.428209 , 0.336329 , 0.444415 , 0.316083 , 0.358507 , 0.280128 , 0.280158 , 0.325462 , 0.375307 , 0.404626 , 0.211138 , 0.188253 , 0.243967 , 0.355518 , 0.372825 , 0.352073 , 0.330097 , 0.203387 , 0.381328 , 0.32935 , 0.362709 , 0.441854 , 0.601309 , 0.413773 , 0.292756 , 0.363196 
 769 , 0.335273 , 0.44991 , 0.392155 , 0.249035 , 0.28881 , 0.438869 , 0.301397 , 0.283019 , 0.372369 , 0.322252 , 0.218189 , 0.15714 , 0.154461 , 0.123644 , 0.197264 , 0.198929 , 0.203386 , 0.270585 , 0.229475 , 0.359053 , 0.403058 , 0.345905 , 0.280956 , 0.268827 , 0.429276 , 0.336706 , 0.445261 , 0.316934 , 0.359289 , 0.279981 , 0.280995 , 0.326261 , 0.376431 , 0.406032 , 0.211171 , 0.188528 , 0.244298 , 0.356167 , 0.373738 , 0.352868 , 0.33091 , 0.203533 , 0.382149 , 0.330146 , 0.363726 , 0.442449 , 0.6018 , 0.414404 , 0.292602 , 0.364012 
 770 , 0.336269 , 0.450602 , 0.393169 , 0.249277 , 0.289152 , 0.44006 , 0.302117 , 0.282961 , 0.373091 , 0.322481 , 0.218922 , 0.157435 , 0.154859 , 0.123829 , 0.198144 , 0.198982 , 0.203457 , 0.271087 , 0.229711 , 0.359668 , 0.404141 , 0.346767 , 0.281318 , 0.26932 , 0.430287 , 0.337064 , 0.446064 , 0.31774 , 0.360028 , 0.279833 , 0.281792 , 0.32702 , 0.377492 , 0.407362 , 0.211207 , 0.18879 , 0.244615 , 0.356787 , 0.374596 , 0.353625 , 0.331682 , 0.203669 , 0.382933 , 0.330897 , 0.364685 , 0.443015 , 0.602265 , 0.414999 , 0.292462 , 0.364788 
 771 , 0.336936 , 0.451248 , 0.393727 , 0.249588 , 0.289522 , 0.440876 , 0.302567 , 0.283172 , 0.373542 , 0.322786 , 0.219331 , 0.157823 , 0.15528 , 0.124069 , 0.198642 , 0.199187 , 0.203733 , 0.271446 , 0.230038 , 0.360218 , 0.404848 , 0.347417 , 0.281693 , 0.269722 , 0.430983 , 0.33752 , 0.446826 , 0.318315 , 0.360602 , 0.280034 , 0.282378 , 0.327543 , 0.378249 , 0.408246 , 0.211442 , 0.189154 , 0.244986 , 0.35738 , 0.375196 , 0.354162 , 0.332289 , 0.203908 , 0.38356 , 0.33147 , 0.365294 , 0.443484 , 0.602896 , 0.415535 , 0.292695 , 0.365359 
 772 , 0.337388 , 0.451833 , 0.394062 , 0.249878 , 0.289845 , 0.441474 , 0.302928 , 0.283487 , 0.373776 , 0.322999 , 0.219603 , 0.158193 , 0.155634 , 0.124298 , 0.199031 , 0.199392 , 0.204033 , 0.271797 , 0.230402 , 0.360583 , 0.405497 , 0.347957 , 0.28203 , 0.270054 , 0.431521 , 0.338029 , 0.447427 , 0.318723 , 0.360979 , 0.280193 , 0.282801 , 0.327925 , 0.378852 , 0.408977 , 0.211728 , 0.189499 , 0.245312 , 0.35784 , 0.375693 , 0.354585 , 0.332827 , 0.204098 , 0.384124 , 0.331901 , 0.365695 , 0.443898 , 0.603632 , 0.416006 , 0.29297 , 0.36576 
 773 , 0.337826 , 0.452404 , 0.394395 , 0.250157 , 0.290161 , 0.44206 , 0.303285 , 0.283795 , 0.374007 , 0.323212 , 0.219871 , 0.158551 , 0.155977 , 0.124522 , 0.199413 , 0.199588 , 0.204324 , 0.272136 , 0.230757 , 0.360943 , 0.40613 , 0.348482 , 0.28236 , 0.270385 , 0.432056 , 0.338523 , 0.44802 , 0.319118 , 0.36135 , 0.280348 , 0.283218 , 0.328299 , 0.37944 , 0.409696 , 0.21201 , 0.189835 , 0.245632 , 0.358294 , 0.376179 , 0.355003 , 0.333351 , 0.204289 , 0.384683 , 0.332322 , 0.366096 , 0.444302 , 0.604358 , 0.416464 , 0.293242 , 0.366151 
 774 , 0.338216 , 0.45301 , 0.394681 , 0.250414 , 0.290408 , 0.442585 , 0.303576 , 0.28414 , 0.37426 , 0.323457 , 0.220138 , 0.158834 , 0.156263 , 0.124684 , 0.199712 , 0.199813 , 0.204511 , 0.272437 , 0.231054 , 0.361259 , 0.406718 , 0.348939 , 0.282695 , 0.270729 , 0.432539 , 0.338994 , 0.448591 , 0.319462 , 0.361728 , 0.280569 , 0.283564 , 0.32867 , 0.379947 , 0.410334 , 0.212324 , 0.19011 , 0.245949 , 0.358698 , 0.376629 , 0.3554 , 0.333852 , 0.204495 , 0.385241 , 0.332695 , 0.366497 , 0.444712 , 0.605066 , 0.416956 , 0.293535 , 0.366527 
 775 , 0.338615 , 0.453637 , 0.394956 , 0.250651 , 0.290584 , 0.443053 , 0.303766 , 0.284495 , 0.374569 , 0.323768 , 0.220431 , 0.15902 , 0.156493 , 0.12476 , 0.199901 , 0.200003 , 0.204574 , 0.272673 , 0.231253 , 0.361539 , 0.407149 , 0.3493 , 0.283024 , 0.271084 , 0.432941 , 0.339355 , 0.449127 , 0.31978 , 0.362067 , 0.280882 , 0.28383 , 0.32903 , 0.380318 , 0.410894 , 0.212652 , 0.190276 , 0.246222 , 0.359027 , 0.376964 , 0.355724 , 0.334271 , 0.204706 , 0.385757 , 0.332972 , 0.366872 , 0.445052 , 0.60568 , 0.417521 , 0.293867 , 0.366892 
 776 , 0.339029 , 0.454251 , 0.395247 , 0.250891 , 0.290761 , 0.443525 , 0.303942 , 0.284838 , 0.374893 , 0.324093 , 0.220736 , 0.1592 , 0.156729 , 0.12483 , 0.200086 , 0.200173 , 0.204636 , 0.272892 , 0.231431 , 0.361828 , 0.407544 , 0.349658 , 0.283344 , 0.271438 , 0.433327 , 0.339684 , 0.449651 , 0.320108 , 0.362392 , 0.281199 , 0.284091 , 0.329385 , 0.380673 , 0.411453 , 0.212968 , 0.190428 , 0.246478 , 0.359347 , 0.377272 , 0.356023 , 0.334677 , 0.204911 , 0.386249 , 0.333233 , 0.367232 , 0.44536 , 0.606258 , 0.418092 , 0.294202 , 0.367257 
 777 , 0.339429 , 0.454853 , 0.395543 , 0.251148 , 0.290961 , 0.443996 , 0.304122 , 0.285181 , 0.375221 , 0.324393 , 0.22103 , 0.159396 , 0.156969 , 0.124909 , 0.200284 , 0.200335 , 0.204714 , 0.273106 , 0.231611 , 0.362111 , 0.407934 , 0.350031 , 0.283673 , 0.271786 , 0.433725 , 0.340016 , 0.450168 , 0.320448 , 0.362718 , 0.281527 , 0.284345 , 0.32974 , 0.381032 , 0.412002 , 0.213287 , 0.19059 , 0.246734 , 0.359675 , 0.377581 , 0.356326 , 0.335087 , 0.205116 , 0.38674 , 0.333507 , 0.367596 , 0.445683 , 0.606832 , 0.418658 , 0.294529 , 0.367626 
 778 , 0.339745 , 0.455408 , 0.395856 , 0.251501 , 0.291311 , 0.444433 , 0.30436 , 0.285513 , 0.375585 , 0.324544 , 0.221233 , 0.159704 , 0.15723 , 0.125041 , 0.200558 , 0.20046 , 0.204865 , 0.273268 , 0.231773 , 0.362397 , 0.408327 , 0.350525 , 0.284033 , 0.272141 , 0.43417 , 0.340334 , 0.450645 , 0.32081 , 0.363068 , 0.281877 , 0.284535 , 0.330029 , 0.381459 , 0.412424 , 0.213633 , 0.190817 , 0.247005 , 0.360056 , 0.377941 , 0.356676 , 0.33555 , 0.205357 , 0.387154 , 0.333834 , 0.367949 , 0.446092 , 0.607353 , 0.419158 , 0.294763 , 0.36801 
 779 , 0.340063 , 0.456002 , 0.396148 , 0.251861 , 0.29167 , 0.444854 , 0.304582 , 0.285814 , 0.375954 , 0.324653 , 0.221427 , 0.160034 , 0.157496 , 0.125179 , 0.200823 , 0.200612 , 0.205017 , 0.27345 , 0.231924 , 0.362698 , 0.408747 , 0.351016 , 0.284393 , 0.272491 , 0.434582 , 0.340637 , 0.45114 , 0.3211 , 0.363411 , 0.282219 , 0.284681 , 0.330294 , 0.381882 , 0.412757 , 0.213981 , 0.191059 , 0.247282 , 0.360431 , 0.378323 , 0.357021 , 0.336027 , 0.205581 , 0.387502 , 0.334135 , 0.368287 , 0.446541 , 0.607821 , 0.419608 , 0.294931 , 0.368421 
 780 , 0.340379 , 0.456604 , 0.396438 , 0.252224 , 0.292032 , 0.445277 , 0.304812 , 0.286117 , 0.376326 , 0.32477 , 0.221622 , 0.160367 , 0.157764 , 0.125319 , 0.201089 , 0.200766 , 0.205171 , 0.27363 , 0.232076 , 0.363002 , 0.409171 , 0.351516 , 0.284756 , 0.272849 , 0.434993 , 0.340944 , 0.451639 , 0.321391 , 0.363756 , 0.282569 , 0.284823 , 0.330562 , 0.382307 , 0.413094 , 0.214331 , 0.191308 , 0.247567 , 0.360804 , 0.378713 , 0.357374 , 0.336507 , 0.205808 , 0.387853 , 0.334438 , 0.368624 , 0.446992 , 0.608294 , 0.420057 , 0.295092 , 0.368834 
 781 , 0.340688 , 0.457079 , 0.396719 , 0.25241 , 0.292322 , 0.445718 , 0.305075 , 0.286379 , 0.376595 , 0.324858 , 0.221838 , 0.160643 , 0.157963 , 0.125504 , 0.201323 , 0.200962 , 0.205328 , 0.273817 , 0.232246 , 0.363245 , 0.409595 , 0.351904 , 0.28506 , 0.273137 , 0.435419 , 0.341214 , 0.452151 , 0.321709 , 0.364085 , 0.282874 , 0.284957 , 0.330827 , 0.382652 , 0.413368 , 0.214653 , 0.191493 , 0.247823 , 0.3611 , 0.37908 , 0.357667 , 0.33693 , 0.206009 , 0.388224 , 0.334683 , 0.368946 , 0.447419 , 0.608727 , 0.420497 , 0.29525 , 0.369178 
 782 , 0.340937 , 0.457389 , 0.396915 , 0.252539 , 0.292495 , 0.446068 , 0.305347 , 0.286629 , 0.37679 , 0.324967 , 0.222006 , 0.160878 , 0.158115 , 0.125689 , 0.20154 , 0.201133 , 0.205427 , 0.273896 , 0.232393 , 0.363382 , 0.409988 , 0.352226 , 0.285304 , 0.273334 , 0.435867 , 0.341458 , 0.452538 , 0.322013 , 0.364336 , 0.283139 , 0.285129 , 0.331034 , 0.382868 , 0.413633 , 0.214907 , 0.19156 , 0.248013 , 0.361258 , 0.379285 , 0.357825 , 0.337205 , 0.206206 , 0.388595 , 0.334885 , 0.369197 , 0.447733 , 0.609132 , 0.420871 , 0.295423 , 0.369418 
 783 , 0.341197 , 0.45771 , 0.397118 , 0.252668 , 0.292674 , 0.446425 , 0.305619 , 0.286885 , 0.376991 , 0.325081 , 0.222179 , 0.161118 , 0.158267 , 0.12588 , 0.201758 , 0.201309 , 0.205527 , 0.273975 , 0.232541 , 0.363525 , 0.410393 , 0.352555 , 0.285549 , 0.273532 , 0.43633 , 0.341707 , 0.452931 , 0.322323 , 0.364587 , 0.283405 , 0.285302 , 0.331247 , 0.38308 , 0.413904 , 0.215167 , 0.191633 , 0.248208 , 0.361422 , 0.379497 , 0.357978 , 0.33748 , 0.206403 , 0.388973 , 0.335093 , 0.369449 , 0.448054 , 0.609553 , 0.421256 , 0.295602 , 0.36966 
 784 , 0.341463 , 0.45807 , 0.397384 , 0.252829 , 0.292841 , 0.446723 , 0.305901 , 0.28709 , 0.377246 , 0.325254 , 0.222363 , 0.161336 , 0.158446 , 0.126022 , 0.201998 , 0.201498 , 0.20557 , 0.27403 , 0.232671 , 0.363701 , 0.41079 , 0.352954 , 0.285774 , 0.273772 , 0.436786 , 0.341984 , 0.453341 , 0.322616 , 0.364863 , 0.283637 , 0.285511 , 0.331484 , 0.383317 , 0.414207 , 0.21543 , 0.191726 , 0.2484 , 0.36161 , 0.379724 , 0.358142 , 0.337772 , 0.206603 , 0.389331 , 0.335299 , 0.369715 , 0.44836 , 0.610001 , 0.42163 , 0.295788 , 0.369947 
 785 , 0.341784 , 0.458672 , 0.397847 , 0.253054 , 0.29315 , 0.447174 , 0.30626 , 0.287308 , 0.377608 , 0.325513 , 0.222598 , 0.161571 , 0.158668 , 0.126145 , 0.202307 , 0.201734 , 0.205639 , 0.274202 , 0.232836 , 0.363971 , 0.411216 , 0.353464 , 0.286042 , 0.274125 , 0.437287 , 0.342337 , 0.45391 , 0.322992 , 0.365195 , 0.283841 , 0.285763 , 0.33182 , 0.383776 , 0.414635 , 0.215763 , 0.191909 , 0.248643 , 0.361982 , 0.380103 , 0.358428 , 0.338174 , 0.206837 , 0.38969 , 0.335544 , 0.370077 , 0.448852 , 0.610594 , 0.422069 , 0.296012 , 0.37034 
 786 , 0.342126 , 0.459344 , 0.398372 , 0.253292 , 0.293517 , 0.447699 , 0.306644 , 0.287545 , 0.377996 , 0.325796 , 0.222858 , 0.161813 , 0.158904 , 0.126279 , 0.202637 , 0.201991 , 0.205726 , 0.274422 , 0.23302 , 0.364269 , 0.411654 , 0.354004 , 0.286336 , 0.27451 , 0.437821 , 0.34272 , 0.454534 , 0.323414 , 0.36555 , 0.284063 , 0.286026 , 0.332186 , 0.384304 , 0.415105 , 0.216116 , 0.192118 , 0.248916 , 0.362409 , 0.380532 , 0.358762 , 0.338618 , 0.207085 , 0.390059 , 0.335813 , 0.370474 , 0.449414 , 0.611233 , 0.422534 , 0.296255 , 0.370768 
 787 , 0.342456 , 0.460013 , 0.398871 , 0.253543 , 0.293874 , 0.448248 , 0.307013 , 0.287803 , 0.378364 , 0.326057 , 0.223091 , 0.162078 , 0.159159 , 0.126412 , 0.202982 , 0.202238 , 0.205829 , 0.274659 , 0.233228 , 0.364554 , 0.412097 , 0.354536 , 0.286646 , 0.274886 , 0.438359 , 0.343097 , 0.455172 , 0.323851 , 0.365892 , 0.284279 , 0.286284 , 0.332546 , 0.384838 , 0.415574 , 0.216457 , 0.192329 , 0.249188 , 0.362833 , 0.380963 , 0.359098 , 0.339067 , 0.207333 , 0.390428 , 0.33608 , 0.370872 , 0.449979 , 0.611861 , 0.423009 , 0.296493 , 0.371208 
 788 , 0.342667 , 0.460494 , 0.39921 , 0.253822 , 0.294133 , 0.448741 , 0.307249 , 0.288119 , 0.378561 , 0.326193 , 0.223203 , 0.162368 , 0.159465 , 0.1265 , 0.203319 , 0.202369 , 0.205975 , 0.274848 , 0.233494 , 0.364757 , 0.412481 , 0.354963 , 0.286931 , 0.275158 , 0.438802 , 0.343365 , 0.455721 , 0.324245 , 0.366147 , 0.284477 , 0.286502 , 0.332785 , 0.38523 , 0.415922 , 0.216704 , 0.192538 , 0.249416 , 0.36314 , 0.381314 , 0.359436 , 0.339506 , 0.207545 , 0.390763 , 0.336287 , 0.37122 , 0.450374 , 0.612313 , 0.423381 , 0.296711 , 0.371613 
 789 , 0.342873 , 0.460874 , 0.399536 , 0.254109 , 0.294346 , 0.449133 , 0.307477 , 0.288446 , 0.378723 , 0.326296 , 0.223316 , 0.162649 , 0.159772 , 0.126561 , 0.203624 , 0.202483 , 0.206099 , 0.274948 , 0.23373 , 0.364941 , 0.412884 , 0.355364 , 0.28716 , 0.275398 , 0.439178 , 0.343575 , 0.456225 , 0.32457 , 0.36646 , 0.28467 , 0.286726 , 0.332986 , 0.38549 , 0.41617 , 0.216947 , 0.192776 , 0.24961 , 0.363391 , 0.381632 , 0.35978 , 0.339959 , 0.207736 , 0.391137 , 0.336467 , 0.371569 , 0.450615 , 0.612717 , 0.423676 , 0.296918 , 0.371992 
 790 , 0.343088 , 0.461259 , 0.399867 , 0.254406 , 0.294568 , 0.449528 , 0.307709 , 0.288777 , 0.378884 , 0.326403 , 0.223429 , 0.162941 , 0.160084 , 0.126627 , 0.203934 , 0.202601 , 0.206222 , 0.275048 , 0.233971 , 0.365134 , 0.413302 , 0.355769 , 0.287393 , 0.275647 , 0.439558 , 0.34379 , 0.456734 , 0.324905 , 0.366777 , 0.284867 , 0.286954 , 0.333196 , 0.385755 , 0.416427 , 0.217199 , 0.193014 , 0.249809 , 0.363641 , 0.381953 , 0.360134 , 0.340422 , 0.207932 , 0.391519 , 0.336656 , 0.371927 , 0.450866 , 0.613125 , 0.423979 , 0.297135 , 0.372386 
 791 , 0.343455 , 0.46177 , 0.400283 , 0.254637 , 0.294825 , 0.450058 , 0.307895 , 0.289036 , 0.379087 , 0.32648 , 0.223659 , 0.163033 , 0.160216 , 0.126663 , 0.204321 , 0.202613 , 0.206256 , 0.275178 , 0.234076 , 0.365326 , 0.413842 , 0.356214 , 0.287612 , 0.275921 , 0.439976 , 0.344007 , 0.457162 , 0.325169 , 0.367117 , 0.285007 , 0.287153 , 0.33344 , 0.386089 , 0.416732 , 0.217411 , 0.193197 , 0.250009 , 0.363933 , 0.382307 , 0.360492 , 0.340854 , 0.208056 , 0.39195 , 0.336876 , 0.372323 , 0.45112 , 0.61354 , 0.42428 , 0.297245 , 0.372741 
 792 , 0.343859 , 0.462326 , 0.400549 , 0.25481 , 0.295068 , 0.450594 , 0.307982 , 0.289192 , 0.379334 , 0.32655 , 0.223891 , 0.163084 , 0.160308 , 0.126701 , 0.204709 , 0.202563 , 0.206282 , 0.27536 , 0.234142 , 0.365507 , 0.414252 , 0.35668 , 0.287881 , 0.276149 , 0.440409 , 0.344256 , 0.457486 , 0.325456 , 0.36737 , 0.285167 , 0.287272 , 0.333685 , 0.3865 , 0.41709 , 0.217566 , 0.193291 , 0.250213 , 0.364192 , 0.382605 , 0.360807 , 0.341176 , 0.208145 , 0.392279 , 0.3371 , 0.372622 , 0.45145 , 0.613843 , 0.424663 , 0.297307 , 0.373029 
 793 , 0.344274 , 0.462897 , 0.400825 , 0.254983 , 0.295316 , 0.451145 , 0.308069 , 0.289352 , 0.379586 , 0.326625 , 0.224128 , 0.163135 , 0.160405 , 0.126739 , 0.205102 , 0.202502 , 0.206309 , 0.275542 , 0.234203 , 0.365699 , 0.414677 , 0.35715 , 0.28815 , 0.276383 , 0.440848 , 0.344511 , 0.457816 , 0.325753 , 0.367633 , 0.285333 , 0.287392 , 0.33393 , 0.386917 , 0.417453 , 0.217726 , 0.193386 , 0.250418 , 0.36445 , 0.382914 , 0.361128 , 0.341503 , 0.208239 , 0.392618 , 0.337325 , 0.372921 , 0.45179 , 0.614146 , 0.425057 , 0.297369 , 0.373329 
 794 , 0.344667 , 0.463428 , 0.401083 , 0.255212 , 0.295588 , 0.45159 , 0.308261 , 0.289514 , 0.379882 , 0.326657 , 0.224318 , 0.163323 , 0.160581 , 0.12684 , 0.205406 , 0.202462 , 0.206365 , 0.275686 , 0.234274 , 0.365878 , 0.415066 , 0.357639 , 0.28837 , 0.276604 , 0.441268 , 0.344744 , 0.458153 , 0.326054 , 0.36791 , 0.285508 , 0.287519 , 0.33419 , 0.387301 , 0.417855 , 0.217878 , 0.193475 , 0.250618 , 0.364687 , 0.383202 , 0.361429 , 0.34179 , 0.20835 , 0.392947 , 0.337614 , 0.373194 , 0.452126 , 0.614393 , 0.425424 , 0.297465 , 0.373628 
 795 , 0.345064 , 0.464026 , 0.401481 , 0.255505 , 0.29596 , 0.451998 , 0.308611 , 0.289725 , 0.380238 , 0.326683 , 0.224498 , 0.163692 , 0.160861 , 0.127028 , 0.205674 , 0.202502 , 0.206473 , 0.275861 , 0.234396 , 0.366106 , 0.415546 , 0.358174 , 0.2886 , 0.276934 , 0.441756 , 0.345048 , 0.45876 , 0.326399 , 0.368283 , 0.285676 , 0.28777 , 0.334527 , 0.387675 , 0.418418 , 0.218093 , 0.193652 , 0.250858 , 0.365008 , 0.383549 , 0.361722 , 0.342165 , 0.208572 , 0.39343 , 0.33805 , 0.373549 , 0.45254 , 0.614788 , 0.425814 , 0.297641 , 0.373982 
