  time  ,:01:47 A,:01:56 A,:02:04 A,:02:12 A,:02:20 A,:02:47 A,:02:53 A,:03:01 A,:03:09 A,:03:19 A,:03:47 A,:03:55 A,:04:03 A,:04:12 A,:04:22 A,:04:42 A,:04:49 A,:04:57 A,:05:06 A,:05:16 A,:06:05 A,:06:13 A,:06:21 A,:06:28 A,:06:36 A,:06:51 A,:07:02 A,:07:09 A,:07:18 A,:07:27 A,:07:56 A,:08:04 A,:08:12 A,:08:21 A,:08:29 A,:08:48 A,:08:55 A,:09:03 A,:09:12 A,:09:22 A,:09:59 A,:10:07 A,:10:16 A,:10:24 A,:10:34 A,:10:52 A,:11:04 A,:11:22 A,:11:32 A,:11:45 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 352 , 0.016574 , 0.006447 , 0.005087 , 0.009211 , 0.006067 , 0.007545 , 0.00507 , 0.008569 , 0.00809 , 0.006794 , 0.00349 , 0.01388 , 0.009925 , 0.010058 , 0.01141 , 0.002097 , 0.004891 , 0.006808 , 0.006096 , 0.007765 , 0.008522 , 0.008689 , 0.007065 , 0.013431 , 0.006512 , 0.006122 , 0.00477 , 0.007059 , 0.005403 , 0.00512 , 0.003103 , 0.004759 , 0.007643 , 0.005258 , 0.005178 , 0.020009 , 0.007576 , 0.00624 , 0.010704 , 0.00716 , 0.013226 , 0.002451 , 0.012228 , 0.009478 , 0.011746 , 0.015786 , 0.043707 , 0.006107 , 0.003942 , 0.007088 
 353 , 0.017028 , 0.00676 , 0.005423 , 0.009383 , 0.00628 , 0.007881 , 0.005585 , 0.008916 , 0.008883 , 0.006884 , 0.004205 , 0.014965 , 0.010784 , 0.010311 , 0.012566 , 0.002768 , 0.004666 , 0.00704 , 0.006237 , 0.008027 , 0.008416 , 0.00916 , 0.007811 , 0.014157 , 0.006937 , 0.006658 , 0.005338 , 0.007629 , 0.005629 , 0.005043 , 0.003305 , 0.005097 , 0.008273 , 0.005615 , 0.005512 , 0.019224 , 0.008006 , 0.006677 , 0.011442 , 0.007721 , 0.013243 , 0.0025 , 0.013339 , 0.010152 , 0.01181 , 0.017482 , 0.036173 , 0.006434 , 0.003713 , 0.007383 
 354 , 0.017396 , 0.007031 , 0.005715 , 0.009516 , 0.006449 , 0.008161 , 0.006057 , 0.009197 , 0.009605 , 0.006943 , 0.004937 , 0.01594 , 0.011562 , 0.010486 , 0.013642 , 0.00337 , 0.004464 , 0.007224 , 0.006335 , 0.008234 , 0.008333 , 0.00956 , 0.008526 , 0.01477 , 0.007306 , 0.007141 , 0.005869 , 0.008141 , 0.005818 , 0.004986 , 0.003481 , 0.005394 , 0.008837 , 0.005928 , 0.005802 , 0.018647 , 0.008375 , 0.007058 , 0.012088 , 0.008218 , 0.013211 , 0.002531 , 0.014349 , 0.010745 , 0.01182 , 0.019031 , 0.031821 , 0.006707 , 0.003499 , 0.007637 
 355 , 0.017701 , 0.007268 , 0.005973 , 0.009623 , 0.006586 , 0.008398 , 0.006492 , 0.00943 , 0.010266 , 0.006981 , 0.005683 , 0.016824 , 0.012273 , 0.010604 , 0.014649 , 0.003914 , 0.004283 , 0.007372 , 0.006403 , 0.008401 , 0.008267 , 0.009904 , 0.009215 , 0.015296 , 0.007632 , 0.007581 , 0.006365 , 0.008605 , 0.005977 , 0.004943 , 0.003636 , 0.005657 , 0.009346 , 0.006205 , 0.006057 , 0.018206 , 0.008697 , 0.007394 , 0.01266 , 0.008661 , 0.013153 , 0.00255 , 0.015272 , 0.01127 , 0.011795 , 0.020451 , 0.028983 , 0.006939 , 0.003301 , 0.007858 
 356 , 0.017534 , 0.007956 , 0.00626 , 0.010354 , 0.007053 , 0.008344 , 0.006738 , 0.009961 , 0.010671 , 0.006911 , 0.005624 , 0.017238 , 0.012431 , 0.01077 , 0.014869 , 0.004055 , 0.004656 , 0.007561 , 0.006532 , 0.008657 , 0.00853 , 0.010327 , 0.009071 , 0.015913 , 0.007992 , 0.007721 , 0.006294 , 0.008948 , 0.006126 , 0.005531 , 0.003954 , 0.005885 , 0.009845 , 0.006497 , 0.006439 , 0.018885 , 0.009257 , 0.007825 , 0.012774 , 0.008767 , 0.01351 , 0.003061 , 0.014959 , 0.011912 , 0.012208 , 0.018898 , 0.025443 , 0.007408 , 0.003887 , 0.008329 
 357 , 0.017363 , 0.008668 , 0.006563 , 0.011079 , 0.007544 , 0.008282 , 0.006955 , 0.010484 , 0.011036 , 0.006849 , 0.00553 , 0.0176 , 0.012552 , 0.010925 , 0.015038 , 0.004174 , 0.005024 , 0.007738 , 0.006652 , 0.008901 , 0.008796 , 0.010738 , 0.008916 , 0.016513 , 0.008345 , 0.007838 , 0.006208 , 0.009258 , 0.00626 , 0.006135 , 0.004257 , 0.006104 , 0.010338 , 0.006768 , 0.006791 , 0.01961 , 0.009834 , 0.008259 , 0.012859 , 0.008851 , 0.013868 , 0.003528 , 0.014642 , 0.012559 , 0.012624 , 0.01762 , 0.02301 , 0.007848 , 0.004498 , 0.008773 
 358 , 0.017208 , 0.009379 , 0.006881 , 0.011765 , 0.008042 , 0.008227 , 0.007154 , 0.010983 , 0.011374 , 0.006795 , 0.005444 , 0.017937 , 0.012665 , 0.011068 , 0.015195 , 0.00429 , 0.005363 , 0.007904 , 0.006761 , 0.00913 , 0.00905 , 0.011129 , 0.008788 , 0.017091 , 0.008689 , 0.007948 , 0.006133 , 0.009543 , 0.006383 , 0.00672 , 0.004539 , 0.006314 , 0.010826 , 0.007019 , 0.007111 , 0.020325 , 0.010413 , 0.008688 , 0.012938 , 0.00893 , 0.014205 , 0.003935 , 0.014372 , 0.013203 , 0.01302 , 0.016634 , 0.021275 , 0.008251 , 0.005091 , 0.009181 
 359 , 0.017517 , 0.009479 , 0.006943 , 0.011657 , 0.008074 , 0.008631 , 0.007288 , 0.011017 , 0.011348 , 0.006864 , 0.005339 , 0.017719 , 0.012609 , 0.011012 , 0.015098 , 0.004261 , 0.005618 , 0.007877 , 0.007021 , 0.009283 , 0.009275 , 0.010989 , 0.008641 , 0.017338 , 0.008571 , 0.007983 , 0.006251 , 0.009559 , 0.006331 , 0.006741 , 0.004601 , 0.006461 , 0.010893 , 0.007264 , 0.007154 , 0.020285 , 0.01061 , 0.008892 , 0.012917 , 0.008862 , 0.013969 , 0.004157 , 0.014518 , 0.013616 , 0.013058 , 0.016565 , 0.020872 , 0.008354 , 0.005283 , 0.009144 
 360 , 0.018162 , 0.009146 , 0.006812 , 0.011036 , 0.007794 , 0.009398 , 0.007371 , 0.010733 , 0.01108 , 0.007008 , 0.005226 , 0.017147 , 0.012436 , 0.010825 , 0.014834 , 0.004133 , 0.005812 , 0.007723 , 0.007375 , 0.009378 , 0.009475 , 0.010512 , 0.008477 , 0.017339 , 0.008167 , 0.007961 , 0.006495 , 0.009393 , 0.006163 , 0.006371 , 0.004513 , 0.006549 , 0.010663 , 0.007497 , 0.007012 , 0.019731 , 0.010518 , 0.00892 , 0.012823 , 0.008698 , 0.013377 , 0.004255 , 0.014934 , 0.013841 , 0.012848 , 0.017046 , 0.02119 , 0.008254 , 0.00519 , 0.008819 
 361 , 0.018801 , 0.008846 , 0.006692 , 0.010489 , 0.007556 , 0.010191 , 0.007442 , 0.010471 , 0.010835 , 0.007136 , 0.005124 , 0.016631 , 0.01227 , 0.010653 , 0.014593 , 0.004014 , 0.005993 , 0.007581 , 0.007703 , 0.009462 , 0.009662 , 0.010094 , 0.008325 , 0.017329 , 0.007823 , 0.007934 , 0.00672 , 0.009235 , 0.006008 , 0.006031 , 0.004432 , 0.006621 , 0.010454 , 0.00771 , 0.00688 , 0.019231 , 0.010428 , 0.008939 , 0.012729 , 0.008547 , 0.012855 , 0.004343 , 0.015328 , 0.014048 , 0.012649 , 0.017496 , 0.021475 , 0.008159 , 0.005107 , 0.008526 
 362 , 0.019371 , 0.008702 , 0.006744 , 0.010267 , 0.007449 , 0.010853 , 0.007508 , 0.01037 , 0.010683 , 0.007337 , 0.005161 , 0.016452 , 0.012294 , 0.010653 , 0.014506 , 0.004014 , 0.006187 , 0.007607 , 0.007989 , 0.009673 , 0.009905 , 0.009869 , 0.008316 , 0.017388 , 0.007688 , 0.007989 , 0.006942 , 0.009257 , 0.006019 , 0.005878 , 0.004459 , 0.006742 , 0.010396 , 0.007944 , 0.006882 , 0.019067 , 0.010442 , 0.009065 , 0.012777 , 0.00853 , 0.012657 , 0.004462 , 0.015676 , 0.014239 , 0.012559 , 0.017762 , 0.021655 , 0.008198 , 0.005108 , 0.008448 
 363 , 0.01965 , 0.009084 , 0.00745 , 0.01114 , 0.007763 , 0.010854 , 0.007594 , 0.010861 , 0.010847 , 0.007898 , 0.005738 , 0.017486 , 0.013059 , 0.011325 , 0.015 , 0.004445 , 0.00648 , 0.008288 , 0.008185 , 0.010429 , 0.010396 , 0.010257 , 0.008844 , 0.017754 , 0.008235 , 0.008387 , 0.007205 , 0.009966 , 0.006661 , 0.006377 , 0.004903 , 0.007114 , 0.010891 , 0.008321 , 0.007404 , 0.020121 , 0.010871 , 0.009654 , 0.013395 , 0.009014 , 0.013577 , 0.004734 , 0.015894 , 0.014394 , 0.012864 , 0.017399 , 0.021511 , 0.008772 , 0.00543 , 0.009154 
 364 , 0.019905 , 0.009444 , 0.008127 , 0.011989 , 0.008059 , 0.010865 , 0.007673 , 0.011332 , 0.010996 , 0.008455 , 0.006305 , 0.018489 , 0.013791 , 0.011978 , 0.015463 , 0.004858 , 0.006756 , 0.008962 , 0.008367 , 0.011162 , 0.010858 , 0.010622 , 0.009346 , 0.018093 , 0.008754 , 0.008763 , 0.007451 , 0.010649 , 0.007291 , 0.006852 , 0.005334 , 0.00747 , 0.011359 , 0.008677 , 0.00791 , 0.021137 , 0.011273 , 0.010219 , 0.013979 , 0.009472 , 0.014472 , 0.004988 , 0.016102 , 0.01455 , 0.013147 , 0.017151 , 0.021426 , 0.009326 , 0.005738 , 0.009845 
 365 , 0.020141 , 0.009783 , 0.008773 , 0.012812 , 0.008339 , 0.010882 , 0.007747 , 0.011783 , 0.011134 , 0.009007 , 0.00686 , 0.019461 , 0.014492 , 0.012611 , 0.015897 , 0.005253 , 0.007018 , 0.009628 , 0.008536 , 0.011873 , 0.011293 , 0.010967 , 0.009824 , 0.018409 , 0.009249 , 0.009118 , 0.007682 , 0.011306 , 0.007907 , 0.007304 , 0.005751 , 0.007809 , 0.011799 , 0.009013 , 0.008401 , 0.022116 , 0.011652 , 0.010762 , 0.014531 , 0.009907 , 0.015342 , 0.005228 , 0.0163 , 0.014705 , 0.013411 , 0.016981 , 0.021383 , 0.00986 , 0.006031 , 0.010523 
 366 , 0.020228 , 0.009705 , 0.008652 , 0.012413 , 0.008444 , 0.010916 , 0.007721 , 0.012142 , 0.011052 , 0.008669 , 0.006831 , 0.019241 , 0.014451 , 0.012932 , 0.016008 , 0.005299 , 0.007247 , 0.00955 , 0.008672 , 0.011633 , 0.011113 , 0.011296 , 0.009918 , 0.018141 , 0.009107 , 0.009201 , 0.007641 , 0.011154 , 0.007876 , 0.007397 , 0.005696 , 0.007734 , 0.011849 , 0.00904 , 0.008434 , 0.021705 , 0.011829 , 0.010738 , 0.014471 , 0.010016 , 0.015348 , 0.005264 , 0.016273 , 0.014568 , 0.013571 , 0.015943 , 0.020156 , 0.009894 , 0.006006 , 0.010547 
 367 , 0.020285 , 0.009548 , 0.008381 , 0.0118 , 0.008509 , 0.010957 , 0.007683 , 0.012468 , 0.01093 , 0.008188 , 0.006691 , 0.018806 , 0.014275 , 0.013177 , 0.016046 , 0.00527 , 0.007461 , 0.009328 , 0.008798 , 0.011237 , 0.010828 , 0.011618 , 0.00993 , 0.017786 , 0.008853 , 0.009225 , 0.007549 , 0.010847 , 0.007719 , 0.007412 , 0.00555 , 0.007584 , 0.01182 , 0.009004 , 0.008378 , 0.021061 , 0.011961 , 0.010601 , 0.014294 , 0.010057 , 0.015175 , 0.00526 , 0.016207 , 0.014387 , 0.013706 , 0.014891 , 0.01891 , 0.009828 , 0.005919 , 0.010435 
 368 , 0.020344 , 0.009404 , 0.008129 , 0.011242 , 0.008576 , 0.011 , 0.007654 , 0.012783 , 0.010816 , 0.007764 , 0.00657 , 0.018422 , 0.014131 , 0.013416 , 0.016084 , 0.005242 , 0.007668 , 0.009132 , 0.008919 , 0.010893 , 0.010572 , 0.011934 , 0.009941 , 0.017473 , 0.008626 , 0.00925 , 0.007465 , 0.010563 , 0.00758 , 0.007427 , 0.00542 , 0.007453 , 0.011797 , 0.008973 , 0.008334 , 0.020496 , 0.012092 , 0.010479 , 0.014133 , 0.010102 , 0.015017 , 0.005259 , 0.016147 , 0.014224 , 0.013838 , 0.014001 , 0.017879 , 0.009775 , 0.005842 , 0.010336 
 369 , 0.020521 , 0.009499 , 0.008009 , 0.011123 , 0.008598 , 0.011032 , 0.007768 , 0.012799 , 0.010973 , 0.00769 , 0.006586 , 0.018288 , 0.014221 , 0.013295 , 0.016337 , 0.005373 , 0.007818 , 0.00917 , 0.008931 , 0.010876 , 0.010649 , 0.012127 , 0.009974 , 0.017599 , 0.008687 , 0.009282 , 0.007516 , 0.010602 , 0.007668 , 0.007483 , 0.005354 , 0.007549 , 0.011829 , 0.009044 , 0.008406 , 0.020466 , 0.012288 , 0.010535 , 0.014171 , 0.010119 , 0.015125 , 0.005238 , 0.016112 , 0.014392 , 0.014008 , 0.01388 , 0.017656 , 0.00972 , 0.005881 , 0.010328 
 370 , 0.020836 , 0.009877 , 0.00803 , 0.011494 , 0.008553 , 0.011042 , 0.008048 , 0.012468 , 0.011452 , 0.008007 , 0.006749 , 0.018412 , 0.014565 , 0.012753 , 0.01684 , 0.005699 , 0.007899 , 0.009473 , 0.0088 , 0.011215 , 0.01111 , 0.012165 , 0.010019 , 0.018224 , 0.00908 , 0.009312 , 0.00772 , 0.011015 , 0.008023 , 0.00758 , 0.005354 , 0.007914 , 0.011914 , 0.009225 , 0.008609 , 0.021028 , 0.012556 , 0.010794 , 0.014425 , 0.010088 , 0.01554 , 0.005182 , 0.016097 , 0.014949 , 0.014224 , 0.014603 , 0.018278 , 0.009632 , 0.006053 , 0.010425 
 371 , 0.021137 , 0.01024 , 0.00803 , 0.011839 , 0.008482 , 0.011032 , 0.008295 , 0.012147 , 0.011904 , 0.0083 , 0.006877 , 0.018496 , 0.014846 , 0.012235 , 0.017303 , 0.006022 , 0.007961 , 0.009745 , 0.008662 , 0.011513 , 0.011531 , 0.012184 , 0.010038 , 0.018782 , 0.009436 , 0.009322 , 0.007903 , 0.0114 , 0.008354 , 0.007653 , 0.005344 , 0.008258 , 0.011969 , 0.009378 , 0.008783 , 0.021539 , 0.012791 , 0.011028 , 0.014632 , 0.010024 , 0.01592 , 0.005108 , 0.016067 , 0.015464 , 0.014438 , 0.015298 , 0.018832 , 0.0095 , 0.006203 , 0.010517 
 372 , 0.021393 , 0.010586 , 0.008029 , 0.012186 , 0.008417 , 0.011023 , 0.00852 , 0.011866 , 0.012309 , 0.008541 , 0.006972 , 0.018541 , 0.015072 , 0.01179 , 0.017688 , 0.006307 , 0.007996 , 0.009992 , 0.008557 , 0.011763 , 0.011898 , 0.012192 , 0.01005 , 0.019267 , 0.009759 , 0.009325 , 0.008058 , 0.011739 , 0.008639 , 0.007704 , 0.005336 , 0.008565 , 0.012013 , 0.009514 , 0.008929 , 0.022003 , 0.012978 , 0.011237 , 0.014814 , 0.009962 , 0.016265 , 0.005034 , 0.016042 , 0.015922 , 0.014624 , 0.015854 , 0.019253 , 0.009353 , 0.006333 , 0.010583 
 373 , 0.021144 , 0.010797 , 0.008139 , 0.012798 , 0.008663 , 0.011247 , 0.008663 , 0.011944 , 0.012259 , 0.00824 , 0.006912 , 0.018305 , 0.015043 , 0.011987 , 0.017335 , 0.006148 , 0.007856 , 0.010111 , 0.00895 , 0.011705 , 0.011802 , 0.01218 , 0.0102 , 0.019336 , 0.009894 , 0.009416 , 0.008016 , 0.011685 , 0.008506 , 0.007689 , 0.005433 , 0.008532 , 0.01219 , 0.00967 , 0.008907 , 0.02228 , 0.012788 , 0.011341 , 0.015069 , 0.010199 , 0.016401 , 0.005115 , 0.01615 , 0.015894 , 0.014504 , 0.014686 , 0.0183 , 0.00939 , 0.006348 , 0.010333 
 374 , 0.020938 , 0.011017 , 0.008256 , 0.01339 , 0.008895 , 0.011433 , 0.008823 , 0.012037 , 0.012236 , 0.007983 , 0.00687 , 0.01814 , 0.01506 , 0.012198 , 0.017052 , 0.005985 , 0.007715 , 0.010248 , 0.009327 , 0.011662 , 0.011759 , 0.012182 , 0.010337 , 0.019408 , 0.010038 , 0.009488 , 0.007973 , 0.011639 , 0.00838 , 0.00767 , 0.00553 , 0.008504 , 0.012349 , 0.009814 , 0.008903 , 0.022536 , 0.012636 , 0.011428 , 0.015301 , 0.010426 , 0.016539 , 0.005193 , 0.016267 , 0.015908 , 0.014382 , 0.013777 , 0.017624 , 0.009435 , 0.006375 , 0.010116 
 375 , 0.020763 , 0.011245 , 0.008377 , 0.013968 , 0.009118 , 0.01159 , 0.008996 , 0.012142 , 0.012233 , 0.007758 , 0.006839 , 0.018026 , 0.015111 , 0.012419 , 0.01682 , 0.005819 , 0.007573 , 0.010399 , 0.00969 , 0.011632 , 0.011754 , 0.012193 , 0.010466 , 0.019483 , 0.01019 , 0.009546 , 0.007931 , 0.011601 , 0.008261 , 0.007651 , 0.005625 , 0.008479 , 0.012495 , 0.00995 , 0.008912 , 0.022779 , 0.012511 , 0.011504 , 0.015518 , 0.010647 , 0.01668 , 0.005269 , 0.01639 , 0.015954 , 0.014258 , 0.013037 , 0.01713 , 0.009487 , 0.006412 , 0.009923 
 376 , 0.020903 , 0.010981 , 0.008357 , 0.013754 , 0.00904 , 0.011633 , 0.008926 , 0.012155 , 0.011997 , 0.007993 , 0.006947 , 0.018168 , 0.015067 , 0.012578 , 0.016792 , 0.005567 , 0.007553 , 0.010758 , 0.009831 , 0.011716 , 0.011807 , 0.012278 , 0.010421 , 0.019203 , 0.010227 , 0.009661 , 0.007957 , 0.011583 , 0.008187 , 0.007635 , 0.005657 , 0.008338 , 0.012552 , 0.009873 , 0.008978 , 0.022868 , 0.012582 , 0.011455 , 0.015726 , 0.010739 , 0.01667 , 0.005274 , 0.016372 , 0.015848 , 0.014129 , 0.012184 , 0.015941 , 0.009402 , 0.006419 , 0.009802 
 377 , 0.021096 , 0.010551 , 0.008277 , 0.013296 , 0.008884 , 0.011657 , 0.008726 , 0.012109 , 0.011655 , 0.008376 , 0.007117 , 0.018385 , 0.014967 , 0.012731 , 0.016873 , 0.00532 , 0.007572 , 0.011174 , 0.00992 , 0.011819 , 0.011852 , 0.012382 , 0.010318 , 0.0189 , 0.010216 , 0.009796 , 0.00799 , 0.011568 , 0.008133 , 0.007629 , 0.005649 , 0.008187 , 0.012604 , 0.00974 , 0.009044 , 0.022895 , 0.012714 , 0.011386 , 0.015894 , 0.010762 , 0.01658 , 0.005265 , 0.016309 , 0.015728 , 0.014015 , 0.011475 , 0.014863 , 0.009294 , 0.006425 , 0.009748 
 378 , 0.021222 , 0.010149 , 0.008196 , 0.012907 , 0.008764 , 0.011704 , 0.008496 , 0.012042 , 0.011305 , 0.008722 , 0.007292 , 0.018579 , 0.014855 , 0.012901 , 0.016979 , 0.005104 , 0.007582 , 0.011563 , 0.010044 , 0.011896 , 0.011867 , 0.012477 , 0.010228 , 0.018699 , 0.010204 , 0.009927 , 0.008006 , 0.01155 , 0.008081 , 0.007629 , 0.00563 , 0.008067 , 0.012685 , 0.009632 , 0.009088 , 0.022922 , 0.012831 , 0.011342 , 0.016028 , 0.01077 , 0.016474 , 0.005269 , 0.016255 , 0.01565 , 0.013914 , 0.010924 , 0.014085 , 0.009213 , 0.006441 , 0.009726 
 379 , 0.02133 , 0.009935 , 0.008267 , 0.012663 , 0.008713 , 0.011829 , 0.008332 , 0.01203 , 0.011148 , 0.008919 , 0.00742 , 0.018847 , 0.014844 , 0.013066 , 0.017072 , 0.00503 , 0.00758 , 0.011713 , 0.009991 , 0.011976 , 0.01186 , 0.012525 , 0.010223 , 0.018687 , 0.010205 , 0.010047 , 0.008059 , 0.011567 , 0.00811 , 0.007631 , 0.005607 , 0.007998 , 0.0128 , 0.009641 , 0.009149 , 0.023 , 0.01289 , 0.011354 , 0.01611 , 0.010778 , 0.016532 , 0.005271 , 0.016313 , 0.015693 , 0.013905 , 0.010551 , 0.013448 , 0.00918 , 0.006455 , 0.00969 
 380 , 0.021435 , 0.010048 , 0.008639 , 0.012631 , 0.008731 , 0.012047 , 0.008321 , 0.012114 , 0.011363 , 0.00883 , 0.007437 , 0.019226 , 0.015047 , 0.013127 , 0.017069 , 0.005201 , 0.007543 , 0.011365 , 0.009513 , 0.012061 , 0.011821 , 0.012462 , 0.010353 , 0.01889 , 0.010226 , 0.010106 , 0.008165 , 0.011614 , 0.008261 , 0.00759 , 0.005567 , 0.007983 , 0.012921 , 0.009843 , 0.009237 , 0.023132 , 0.01282 , 0.011404 , 0.016112 , 0.010759 , 0.016929 , 0.005243 , 0.01654 , 0.015911 , 0.014029 , 0.010481 , 0.01297 , 0.00919 , 0.006452 , 0.0096 
 381 , 0.021503 , 0.010131 , 0.009007 , 0.012578 , 0.00871 , 0.012205 , 0.0083 , 0.01216 , 0.011537 , 0.008726 , 0.007443 , 0.019524 , 0.015242 , 0.013089 , 0.017007 , 0.005358 , 0.007481 , 0.010966 , 0.008995 , 0.012114 , 0.011762 , 0.012372 , 0.010449 , 0.019001 , 0.010239 , 0.01011 , 0.008225 , 0.011603 , 0.008363 , 0.0075 , 0.005502 , 0.007945 , 0.012994 , 0.010023 , 0.009289 , 0.023198 , 0.012717 , 0.011391 , 0.016108 , 0.010694 , 0.017317 , 0.005197 , 0.016708 , 0.016091 , 0.014099 , 0.010512 , 0.012648 , 0.00916 , 0.006445 , 0.00952 
 382 , 0.02155 , 0.010199 , 0.009376 , 0.012513 , 0.008667 , 0.012333 , 0.008271 , 0.012186 , 0.011691 , 0.008611 , 0.007442 , 0.019781 , 0.015435 , 0.012996 , 0.016913 , 0.005509 , 0.007405 , 0.010536 , 0.00845 , 0.012152 , 0.011694 , 0.012267 , 0.010529 , 0.019061 , 0.010249 , 0.010084 , 0.00826 , 0.01156 , 0.008438 , 0.007382 , 0.005423 , 0.007894 , 0.013042 , 0.010192 , 0.009322 , 0.023228 , 0.012596 , 0.011342 , 0.016103 , 0.010602 , 0.017703 , 0.005142 , 0.016845 , 0.016252 , 0.014142 , 0.010595 , 0.012403 , 0.009108 , 0.006436 , 0.009446 
 383 , 0.021705 , 0.010235 , 0.009329 , 0.012577 , 0.009137 , 0.012365 , 0.008338 , 0.012405 , 0.011648 , 0.008482 , 0.007264 , 0.020005 , 0.015677 , 0.013062 , 0.017154 , 0.005527 , 0.007637 , 0.01068 , 0.008642 , 0.012185 , 0.011876 , 0.012451 , 0.010643 , 0.019162 , 0.010333 , 0.010374 , 0.008238 , 0.011628 , 0.008432 , 0.00749 , 0.00544 , 0.008008 , 0.013062 , 0.010085 , 0.009386 , 0.023501 , 0.012854 , 0.011273 , 0.01626 , 0.010724 , 0.017927 , 0.005305 , 0.016861 , 0.016282 , 0.014329 , 0.010596 , 0.012223 , 0.009212 , 0.006324 , 0.00936 
 384 , 0.021877 , 0.01026 , 0.009272 , 0.012648 , 0.009621 , 0.01241 , 0.008415 , 0.012653 , 0.011587 , 0.008374 , 0.007083 , 0.020239 , 0.015924 , 0.013144 , 0.017379 , 0.005536 , 0.00788 , 0.010854 , 0.008865 , 0.012227 , 0.012053 , 0.012633 , 0.010737 , 0.019257 , 0.010405 , 0.01067 , 0.008221 , 0.011693 , 0.008424 , 0.007607 , 0.005456 , 0.008104 , 0.013068 , 0.009961 , 0.009452 , 0.023758 , 0.013125 , 0.011211 , 0.016402 , 0.010854 , 0.01811 , 0.00547 , 0.016897 , 0.016342 , 0.014523 , 0.010638 , 0.012133 , 0.00934 , 0.006232 , 0.009306 
 385 , 0.022057 , 0.010283 , 0.009221 , 0.01272 , 0.010101 , 0.012464 , 0.008495 , 0.012913 , 0.011519 , 0.008278 , 0.006906 , 0.02048 , 0.016173 , 0.013233 , 0.017586 , 0.005544 , 0.008122 , 0.011031 , 0.009088 , 0.012274 , 0.012219 , 0.012808 , 0.01082 , 0.019349 , 0.010469 , 0.010965 , 0.00821 , 0.011755 , 0.008416 , 0.007724 , 0.005467 , 0.008185 , 0.013068 , 0.009835 , 0.009517 , 0.023998 , 0.013395 , 0.011155 , 0.01653 , 0.010986 , 0.01827 , 0.00563 , 0.016949 , 0.016423 , 0.014719 , 0.010704 , 0.01209 , 0.009479 , 0.006154 , 0.00927 
 386 , 0.022358 , 0.010518 , 0.009329 , 0.012849 , 0.010065 , 0.012625 , 0.008741 , 0.013065 , 0.011874 , 0.008409 , 0.007098 , 0.020579 , 0.016319 , 0.013324 , 0.018008 , 0.005644 , 0.008183 , 0.011269 , 0.009262 , 0.01247 , 0.012379 , 0.012959 , 0.011017 , 0.01952 , 0.010636 , 0.011168 , 0.008357 , 0.011863 , 0.008453 , 0.007796 , 0.005652 , 0.0083 , 0.013253 , 0.009945 , 0.009778 , 0.024401 , 0.01358 , 0.011266 , 0.01672 , 0.011222 , 0.018524 , 0.005762 , 0.017186 , 0.016677 , 0.0149 , 0.01079 , 0.012344 , 0.00967 , 0.00625 , 0.009425 
 387 , 0.022728 , 0.010886 , 0.009538 , 0.013009 , 0.009691 , 0.01285 , 0.009087 , 0.013135 , 0.012497 , 0.008683 , 0.007526 , 0.02057 , 0.01639 , 0.01341 , 0.018559 , 0.005803 , 0.008122 , 0.011539 , 0.009397 , 0.012758 , 0.012532 , 0.013092 , 0.011285 , 0.019733 , 0.01087 , 0.011307 , 0.008603 , 0.012001 , 0.008522 , 0.007835 , 0.005942 , 0.008433 , 0.013557 , 0.010203 , 0.010156 , 0.024899 , 0.013701 , 0.011482 , 0.016952 , 0.011516 , 0.018841 , 0.005872 , 0.01753 , 0.017031 , 0.015066 , 0.010892 , 0.012782 , 0.009888 , 0.006458 , 0.009701 
 388 , 0.023082 , 0.011237 , 0.009735 , 0.013158 , 0.009338 , 0.013067 , 0.009417 , 0.013203 , 0.013091 , 0.008942 , 0.00793 , 0.020553 , 0.016456 , 0.01349 , 0.019086 , 0.005956 , 0.008068 , 0.011798 , 0.009527 , 0.013035 , 0.012681 , 0.013221 , 0.011537 , 0.019927 , 0.011093 , 0.01144 , 0.008835 , 0.012137 , 0.008591 , 0.007872 , 0.006217 , 0.008561 , 0.013844 , 0.010447 , 0.010515 , 0.025374 , 0.013818 , 0.01169 , 0.017181 , 0.011791 , 0.01915 , 0.005979 , 0.017852 , 0.017367 , 0.015225 , 0.011003 , 0.013207 , 0.010099 , 0.006659 , 0.009967 
