  time  ,:20:40 A,:20:47 A,:20:55 A,:21:01 A,:21:07 A,:21:36 A,:21:40 A,:21:49 A,:21:56 A,:22:03 A,:22:44 A,:22:50 A,:22:55 A,:23:01 A,:23:07 A,:23:39 A,:23:46 A,:23:52 A,:23:59 A,:24:05 A,:24:37 A,:24:43 A,:24:49 A,:24:54 A,:24:59 A,:25:31 A,:25:41 A,:25:46 A,:25:55 A,:26:02 A,:26:33 A,:26:42 A,:26:49 A,:26:55 A,:27:02 A,:27:37 A,:27:44 A,:27:51 A,:27:59 A,:28:06 A,:28:41 A,:28:50 A,:28:58 A,:29:08 A,:29:17 A,:30:12 A,:30:18 A,:30:26 A,:30:33 A,:30:41 A,:31:38 A,:31:48 A,:31:54 A,:32:01 A,:32:09 A,:32:40 A,:32:46 A,:32:53 A,:32:58 A,:33:04 A,:33:38 A,:33:45 A,:33:50 A,:33:57 A,:34:03 A,:34:36 A,:34:44 A,:34:51 A,:35:00 A,:35:11 A,:35:46 A,:35:52 A,:35:58 A,:36:04 A,:36:11 A,:36:43 A,:36:49 A,:36:56 A,:37:02 A,:37:10 A,:37:44 A,:37:50 A,:37:57 A,:38:03 A,:38:11 A,:38:47 A,:38:54 A,:39:01 A,:39:09 A,:39:15 A,:39:53 A,:39:59 A,:40:04 A,:40:12 A,:40:19 A,:41:05 A,:41:11 A,:41:16 A,:41:33 A,:41:44 A,:48:37 A,:48:45 A,:48:51 A,:48:59 A,:49:05 A,:49:37 A,:49:45 A,:49:54 A,:50:02 A,:50:07 A,:50:40 A,:50:47 A,:50:54 A,:51:01 A,:51:09 A,:51:48 A,:51:55 A,:52:01 A,:52:08 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 743 , 0.382836 , 0.403944 , 0.393563 , 0.428279 , 0.336024 , 0.339145 , 0.366854 , 0.355843 , 0.354462 , 0.38378 , 0.37177 , 0.379567 , 0.366552 , 0.367989 , 0.415831 , 0.247433 , 0.346443 , 0.35171 , 0.343617 , 0.303597 , 0.338923 , 0.302635 , 0.366527 , 0.355485 , 0.3501 , 0.39141 , 0.356824 , 0.38291 , 0.33764 , 0.344222 , 0.292827 , 0.382034 , 0.376989 , 0.361105 , 0.362931 , 0.351427 , 0.430863 , 0.24269 , 0.301444 , 0.376692 , 0.323515 , 0.257402 , 0.377562 , 0.324193 , 0.307662 , 0.365978 , 0.317735 , 0.368507 , 0.378457 , 0.394118 , 0.373978 , 0.364257 , 0.38589 , 0.344117 , 0.348225 , 0.313201 , 0.344339 , 0.297354 , 0.34875 , 0.318315 , 0.300562 , 0.331046 , 0.300988 , 0.346807 , 0.328745 , 0.372338 , 0.372819 , 0.338547 , 0.368525 , 0.348293 , 0.368686 , 0.353049 , 0.383947 , 0.37536 , 0.376255 , 0.376834 , 0.377599 , 0.36087 , 0.377476 , 0.367835 , 0.370234 , 0.402495 , 0.344327 , 0.338677 , 0.311788 , 0.271533 , 0.223611 , 0.285369 , 0.293129 , 0.283839 , 0.325661 , 0.343192 , 0.31557 , 0.330281 , 0.342902 , 0.385791 , 0.330602 , 0.317328 , 0.33149 , 0.354246 , 0.379727 , 0.360396 , 0.325051 , 0.318512 , 0.356997 , 0.318518 , 0.341138 , 0.387623 , 0.372627 , 0.308507 , 0.351112 , 0.286936 , 0.318537 , 0.337227 , 0.273729 , 0.313275 , 0.309543 , 0.297435 , 0.312967 
 744 , 0.384498 , 0.40584 , 0.395559 , 0.430064 , 0.337492 , 0.340628 , 0.368366 , 0.35741 , 0.356229 , 0.385699 , 0.373587 , 0.3813 , 0.368421 , 0.36985 , 0.417971 , 0.248309 , 0.347983 , 0.353427 , 0.345038 , 0.305059 , 0.340288 , 0.303791 , 0.368075 , 0.357138 , 0.35175 , 0.393054 , 0.358375 , 0.38448 , 0.339088 , 0.345583 , 0.294054 , 0.38414 , 0.378919 , 0.36273 , 0.364901 , 0.35334 , 0.433435 , 0.243682 , 0.30298 , 0.378511 , 0.325126 , 0.258633 , 0.379723 , 0.325899 , 0.309154 , 0.367796 , 0.319249 , 0.37019 , 0.380434 , 0.395955 , 0.375974 , 0.365959 , 0.387987 , 0.345824 , 0.349894 , 0.314591 , 0.34596 , 0.298607 , 0.350476 , 0.319757 , 0.301867 , 0.332394 , 0.302207 , 0.348626 , 0.33039 , 0.374323 , 0.374589 , 0.340108 , 0.370432 , 0.350037 , 0.370444 , 0.354732 , 0.385835 , 0.377125 , 0.378139 , 0.378504 , 0.379469 , 0.362464 , 0.37937 , 0.369572 , 0.371879 , 0.404102 , 0.345614 , 0.339787 , 0.313113 , 0.272737 , 0.224636 , 0.286909 , 0.294611 , 0.285313 , 0.327322 , 0.344729 , 0.31706 , 0.331788 , 0.344772 , 0.387938 , 0.332128 , 0.318909 , 0.333211 , 0.35626 , 0.381319 , 0.362006 , 0.326475 , 0.319849 , 0.358895 , 0.319955 , 0.342626 , 0.389373 , 0.374174 , 0.309822 , 0.352895 , 0.288264 , 0.320153 , 0.338871 , 0.274958 , 0.314499 , 0.310911 , 0.298446 , 0.314418 
 745 , 0.385921 , 0.407472 , 0.397344 , 0.431715 , 0.338836 , 0.34195 , 0.369833 , 0.358812 , 0.357678 , 0.387372 , 0.375142 , 0.382795 , 0.370007 , 0.371415 , 0.419838 , 0.249084 , 0.349336 , 0.355042 , 0.346434 , 0.306351 , 0.341534 , 0.30485 , 0.36943 , 0.358571 , 0.353287 , 0.394492 , 0.35973 , 0.385896 , 0.34035 , 0.346862 , 0.295126 , 0.385976 , 0.380599 , 0.364227 , 0.366559 , 0.355029 , 0.435634 , 0.244612 , 0.304329 , 0.380203 , 0.326495 , 0.259769 , 0.381641 , 0.327419 , 0.310556 , 0.369455 , 0.32064 , 0.371619 , 0.382088 , 0.397623 , 0.377771 , 0.367507 , 0.389815 , 0.347339 , 0.351389 , 0.315865 , 0.347519 , 0.299722 , 0.352077 , 0.32105 , 0.303095 , 0.333583 , 0.303362 , 0.350204 , 0.331847 , 0.375998 , 0.376116 , 0.341516 , 0.372097 , 0.351625 , 0.371991 , 0.35627 , 0.387496 , 0.378696 , 0.379812 , 0.379961 , 0.381127 , 0.363904 , 0.381009 , 0.371148 , 0.373331 , 0.405587 , 0.346787 , 0.34079 , 0.314197 , 0.273823 , 0.225597 , 0.288279 , 0.295951 , 0.286549 , 0.328777 , 0.346124 , 0.31842 , 0.333199 , 0.346427 , 0.389784 , 0.333459 , 0.320274 , 0.334805 , 0.35805 , 0.382751 , 0.363414 , 0.327785 , 0.321068 , 0.360592 , 0.321267 , 0.344021 , 0.390876 , 0.375706 , 0.311027 , 0.354459 , 0.28942 , 0.321527 , 0.340331 , 0.276049 , 0.315586 , 0.312212 , 0.299368 , 0.315722 
 746 , 0.387334 , 0.409071 , 0.399134 , 0.433386 , 0.340164 , 0.343257 , 0.371304 , 0.360212 , 0.359112 , 0.389029 , 0.37667 , 0.384297 , 0.371577 , 0.372931 , 0.421678 , 0.249842 , 0.350678 , 0.356665 , 0.34784 , 0.307607 , 0.342772 , 0.305893 , 0.370751 , 0.359976 , 0.354815 , 0.395898 , 0.36105 , 0.387303 , 0.341586 , 0.348132 , 0.296174 , 0.387793 , 0.382259 , 0.365727 , 0.368192 , 0.356696 , 0.437795 , 0.245526 , 0.305657 , 0.381899 , 0.327842 , 0.260885 , 0.383551 , 0.328922 , 0.311942 , 0.371111 , 0.322022 , 0.373024 , 0.383713 , 0.399289 , 0.379552 , 0.369043 , 0.391625 , 0.348846 , 0.352883 , 0.317128 , 0.349113 , 0.300825 , 0.353659 , 0.322339 , 0.30431 , 0.334748 , 0.304515 , 0.351765 , 0.333282 , 0.377639 , 0.377608 , 0.342921 , 0.373745 , 0.353194 , 0.373515 , 0.357814 , 0.389147 , 0.380253 , 0.381477 , 0.381396 , 0.382781 , 0.365342 , 0.382607 , 0.372732 , 0.374763 , 0.407052 , 0.347952 , 0.341791 , 0.315271 , 0.274896 , 0.226546 , 0.289634 , 0.297285 , 0.287777 , 0.33022 , 0.347505 , 0.319793 , 0.334618 , 0.348088 , 0.391631 , 0.334791 , 0.32165 , 0.336412 , 0.359858 , 0.384216 , 0.364839 , 0.329134 , 0.322308 , 0.362317 , 0.322594 , 0.345455 , 0.392401 , 0.377297 , 0.312259 , 0.356051 , 0.29059 , 0.322929 , 0.341797 , 0.277157 , 0.316675 , 0.313557 , 0.300304 , 0.317041 
 747 , 0.388748 , 0.410667 , 0.400911 , 0.435056 , 0.341487 , 0.344567 , 0.372764 , 0.361608 , 0.360557 , 0.390676 , 0.378202 , 0.385799 , 0.373137 , 0.37445 , 0.423515 , 0.250594 , 0.352021 , 0.358292 , 0.349252 , 0.30886 , 0.344013 , 0.306938 , 0.372073 , 0.361384 , 0.356339 , 0.397309 , 0.362374 , 0.38871 , 0.342825 , 0.349401 , 0.297219 , 0.389613 , 0.383926 , 0.367227 , 0.369815 , 0.358361 , 0.439959 , 0.246438 , 0.306981 , 0.383584 , 0.329181 , 0.262004 , 0.38545 , 0.330425 , 0.313334 , 0.372764 , 0.323401 , 0.374425 , 0.385344 , 0.400961 , 0.381325 , 0.37058 , 0.393439 , 0.35036 , 0.354373 , 0.318392 , 0.350708 , 0.301929 , 0.355237 , 0.323618 , 0.305519 , 0.335919 , 0.305669 , 0.353327 , 0.334724 , 0.379278 , 0.379104 , 0.344331 , 0.375396 , 0.354758 , 0.375041 , 0.359356 , 0.390801 , 0.381817 , 0.383142 , 0.382837 , 0.38443 , 0.366779 , 0.384212 , 0.374313 , 0.376198 , 0.40852 , 0.349115 , 0.342794 , 0.316351 , 0.275966 , 0.227492 , 0.290979 , 0.298619 , 0.289001 , 0.331663 , 0.348885 , 0.321161 , 0.336031 , 0.349744 , 0.393476 , 0.336118 , 0.323015 , 0.338016 , 0.361658 , 0.385674 , 0.366256 , 0.330475 , 0.323544 , 0.364035 , 0.323917 , 0.346882 , 0.393924 , 0.378886 , 0.313489 , 0.357633 , 0.291757 , 0.324321 , 0.343254 , 0.278262 , 0.317758 , 0.314889 , 0.301245 , 0.318361 
 748 , 0.389935 , 0.411946 , 0.402286 , 0.436474 , 0.342601 , 0.345687 , 0.373808 , 0.362702 , 0.361839 , 0.391951 , 0.379536 , 0.387099 , 0.374434 , 0.375768 , 0.424898 , 0.251175 , 0.353187 , 0.359616 , 0.350432 , 0.309922 , 0.345042 , 0.3078 , 0.373201 , 0.362521 , 0.35755 , 0.398586 , 0.363516 , 0.389897 , 0.343821 , 0.350445 , 0.298103 , 0.391099 , 0.385321 , 0.368506 , 0.371072 , 0.359691 , 0.441739 , 0.247244 , 0.307988 , 0.38492 , 0.33028 , 0.262976 , 0.386898 , 0.331658 , 0.314536 , 0.374165 , 0.32454 , 0.375674 , 0.386742 , 0.40243 , 0.38276 , 0.371817 , 0.394968 , 0.351609 , 0.355635 , 0.319538 , 0.352079 , 0.302817 , 0.356492 , 0.32464 , 0.306491 , 0.336954 , 0.306735 , 0.35457 , 0.33589 , 0.380607 , 0.38035 , 0.345574 , 0.376732 , 0.356085 , 0.376306 , 0.360618 , 0.392163 , 0.383161 , 0.384513 , 0.384094 , 0.385784 , 0.368024 , 0.38559 , 0.375649 , 0.377364 , 0.409792 , 0.350188 , 0.34369 , 0.317265 , 0.27688 , 0.228281 , 0.292018 , 0.299686 , 0.289977 , 0.332822 , 0.350075 , 0.322248 , 0.337098 , 0.351077 , 0.39493 , 0.337192 , 0.324064 , 0.339283 , 0.363141 , 0.386823 , 0.367323 , 0.331439 , 0.324471 , 0.365401 , 0.325015 , 0.348091 , 0.395187 , 0.380112 , 0.314517 , 0.35884 , 0.2926 , 0.325379 , 0.344397 , 0.27909 , 0.318624 , 0.315976 , 0.302065 , 0.319344 
 749 , 0.391169 , 0.41328 , 0.403674 , 0.437888 , 0.343779 , 0.346822 , 0.374875 , 0.363832 , 0.363179 , 0.393265 , 0.380936 , 0.388408 , 0.375753 , 0.377127 , 0.426375 , 0.25179 , 0.354364 , 0.360945 , 0.351578 , 0.311058 , 0.3461 , 0.308642 , 0.374385 , 0.363706 , 0.358768 , 0.399922 , 0.364723 , 0.3911 , 0.344845 , 0.351484 , 0.299005 , 0.392612 , 0.386746 , 0.369773 , 0.372421 , 0.361058 , 0.443529 , 0.24807 , 0.309 , 0.386262 , 0.331437 , 0.263975 , 0.388364 , 0.332912 , 0.315789 , 0.375577 , 0.32569 , 0.376976 , 0.388201 , 0.4039 , 0.384236 , 0.373067 , 0.396534 , 0.35287 , 0.356924 , 0.320702 , 0.353422 , 0.303742 , 0.357789 , 0.325677 , 0.307463 , 0.338025 , 0.307808 , 0.355838 , 0.337103 , 0.381958 , 0.381645 , 0.346834 , 0.378087 , 0.357451 , 0.377623 , 0.361905 , 0.39356 , 0.384506 , 0.385924 , 0.385428 , 0.387172 , 0.369284 , 0.387053 , 0.377008 , 0.378589 , 0.41114 , 0.351264 , 0.344632 , 0.318236 , 0.277829 , 0.229108 , 0.293107 , 0.300799 , 0.291011 , 0.334041 , 0.351308 , 0.323331 , 0.338176 , 0.35245 , 0.396446 , 0.338314 , 0.325175 , 0.340598 , 0.364697 , 0.388107 , 0.36855 , 0.332497 , 0.325495 , 0.366894 , 0.326273 , 0.349407 , 0.396615 , 0.381444 , 0.315613 , 0.360186 , 0.29354 , 0.326562 , 0.345674 , 0.279994 , 0.319597 , 0.317125 , 0.302977 , 0.320413 
 750 , 0.392425 , 0.41465 , 0.405091 , 0.43934 , 0.344989 , 0.347983 , 0.375968 , 0.364987 , 0.364554 , 0.394608 , 0.382363 , 0.389746 , 0.377106 , 0.378521 , 0.427881 , 0.252425 , 0.355573 , 0.362308 , 0.35275 , 0.312225 , 0.347184 , 0.309508 , 0.375603 , 0.364918 , 0.360013 , 0.401293 , 0.365956 , 0.392331 , 0.345889 , 0.352542 , 0.29993 , 0.394161 , 0.388199 , 0.371075 , 0.373804 , 0.362453 , 0.445364 , 0.248916 , 0.310036 , 0.387627 , 0.332619 , 0.265002 , 0.389872 , 0.334198 , 0.317073 , 0.377018 , 0.326865 , 0.378301 , 0.389696 , 0.405405 , 0.38574 , 0.374351 , 0.398142 , 0.354152 , 0.35824 , 0.321891 , 0.3548 , 0.304697 , 0.359114 , 0.326739 , 0.308464 , 0.339122 , 0.308904 , 0.357133 , 0.338342 , 0.383338 , 0.382967 , 0.348127 , 0.379483 , 0.35885 , 0.378967 , 0.36322 , 0.394985 , 0.385885 , 0.387363 , 0.386791 , 0.388596 , 0.370572 , 0.388552 , 0.378401 , 0.379842 , 0.412518 , 0.352366 , 0.345599 , 0.31923 , 0.278794 , 0.229949 , 0.29422 , 0.301943 , 0.292063 , 0.335286 , 0.352567 , 0.324444 , 0.339285 , 0.353856 , 0.397991 , 0.339461 , 0.326318 , 0.341939 , 0.366289 , 0.389419 , 0.369811 , 0.333588 , 0.326551 , 0.368415 , 0.327563 , 0.350756 , 0.398073 , 0.382804 , 0.31674 , 0.361566 , 0.294497 , 0.327764 , 0.346976 , 0.280919 , 0.320589 , 0.318306 , 0.303911 , 0.321507 
 751 , 0.393408 , 0.415778 , 0.406251 , 0.440389 , 0.345936 , 0.348814 , 0.376871 , 0.365829 , 0.365568 , 0.395706 , 0.383417 , 0.390822 , 0.378176 , 0.37952 , 0.429042 , 0.253005 , 0.356449 , 0.363396 , 0.353762 , 0.313205 , 0.348101 , 0.310232 , 0.376654 , 0.365931 , 0.360996 , 0.402437 , 0.36686 , 0.39328 , 0.346732 , 0.353399 , 0.300686 , 0.395414 , 0.389377 , 0.372133 , 0.374884 , 0.363594 , 0.446821 , 0.249649 , 0.310919 , 0.388778 , 0.333582 , 0.265899 , 0.391077 , 0.335289 , 0.318121 , 0.378252 , 0.327788 , 0.379494 , 0.390892 , 0.40657 , 0.386983 , 0.375374 , 0.399508 , 0.355176 , 0.359416 , 0.322935 , 0.355997 , 0.305551 , 0.36027 , 0.327718 , 0.30934 , 0.340078 , 0.309856 , 0.358251 , 0.339377 , 0.384461 , 0.384104 , 0.34919 , 0.380621 , 0.360034 , 0.380093 , 0.36432 , 0.39619 , 0.387021 , 0.388562 , 0.387944 , 0.389765 , 0.371604 , 0.38974 , 0.379551 , 0.380869 , 0.413549 , 0.353278 , 0.346439 , 0.320051 , 0.279615 , 0.230641 , 0.295025 , 0.302788 , 0.292981 , 0.33627 , 0.353641 , 0.325355 , 0.34016 , 0.354953 , 0.399132 , 0.340364 , 0.327291 , 0.342975 , 0.36758 , 0.390389 , 0.370687 , 0.334423 , 0.32731 , 0.369503 , 0.32845 , 0.351667 , 0.39905 , 0.383799 , 0.317529 , 0.362492 , 0.295166 , 0.32866 , 0.347904 , 0.281545 , 0.32135 , 0.31921 , 0.304628 , 0.322388 
 752 , 0.394251 , 0.41678 , 0.407363 , 0.441256 , 0.346729 , 0.349543 , 0.377649 , 0.36647 , 0.366381 , 0.396694 , 0.384214 , 0.391737 , 0.379052 , 0.380271 , 0.429886 , 0.253472 , 0.357123 , 0.364345 , 0.354673 , 0.314016 , 0.348834 , 0.310826 , 0.377521 , 0.366732 , 0.361851 , 0.403311 , 0.367459 , 0.393919 , 0.347367 , 0.354092 , 0.301281 , 0.396433 , 0.39032 , 0.372978 , 0.37562 , 0.364562 , 0.448006 , 0.250288 , 0.3117 , 0.389714 , 0.334287 , 0.266647 , 0.392018 , 0.336201 , 0.31891 , 0.379231 , 0.328461 , 0.380437 , 0.391724 , 0.407395 , 0.387966 , 0.376143 , 0.400555 , 0.355923 , 0.36037 , 0.323765 , 0.356963 , 0.306168 , 0.361149 , 0.328474 , 0.310047 , 0.340795 , 0.310577 , 0.35912 , 0.340138 , 0.385331 , 0.384999 , 0.34997 , 0.381458 , 0.360945 , 0.380896 , 0.365137 , 0.397116 , 0.387928 , 0.389497 , 0.388764 , 0.390665 , 0.372417 , 0.390646 , 0.380456 , 0.381611 , 0.414273 , 0.354022 , 0.347061 , 0.320633 , 0.280308 , 0.231178 , 0.295621 , 0.30338 , 0.293707 , 0.337075 , 0.354615 , 0.326177 , 0.340916 , 0.355853 , 0.400076 , 0.341152 , 0.32813 , 0.343813 , 0.36869 , 0.391277 , 0.37144 , 0.335225 , 0.328015 , 0.370477 , 0.329131 , 0.352522 , 0.399859 , 0.384731 , 0.318348 , 0.363305 , 0.295806 , 0.329501 , 0.348777 , 0.282114 , 0.322036 , 0.320033 , 0.305262 , 0.32321 
 753 , 0.395144 , 0.417836 , 0.408546 , 0.442178 , 0.347561 , 0.350316 , 0.378475 , 0.367145 , 0.367241 , 0.397734 , 0.385061 , 0.392695 , 0.379978 , 0.381065 , 0.430777 , 0.253966 , 0.357829 , 0.365355 , 0.355636 , 0.314868 , 0.3496 , 0.311454 , 0.37843 , 0.36758 , 0.362752 , 0.40423 , 0.368091 , 0.394588 , 0.34804 , 0.354824 , 0.301908 , 0.39751 , 0.391314 , 0.373865 , 0.376397 , 0.365585 , 0.449262 , 0.250955 , 0.312522 , 0.3907 , 0.335035 , 0.267438 , 0.393015 , 0.337164 , 0.319734 , 0.380265 , 0.329172 , 0.381435 , 0.392606 , 0.408264 , 0.388999 , 0.376947 , 0.401659 , 0.356717 , 0.361384 , 0.324638 , 0.357983 , 0.306818 , 0.362068 , 0.329274 , 0.310795 , 0.34155 , 0.311339 , 0.360035 , 0.340943 , 0.386256 , 0.385937 , 0.350783 , 0.382343 , 0.361902 , 0.381749 , 0.366001 , 0.398098 , 0.388891 , 0.390489 , 0.389632 , 0.391615 , 0.37327 , 0.391595 , 0.381416 , 0.382395 , 0.415042 , 0.354798 , 0.34772 , 0.321243 , 0.281038 , 0.231741 , 0.296243 , 0.304005 , 0.294472 , 0.337925 , 0.355649 , 0.327036 , 0.341716 , 0.356813 , 0.401065 , 0.341985 , 0.329012 , 0.344702 , 0.369862 , 0.392216 , 0.372241 , 0.336064 , 0.328762 , 0.371506 , 0.329849 , 0.35343 , 0.400713 , 0.385713 , 0.319216 , 0.364159 , 0.296486 , 0.330386 , 0.349702 , 0.28272 , 0.322759 , 0.320911 , 0.305936 , 0.324082 
 754 , 0.395883 , 0.418814 , 0.409482 , 0.443024 , 0.348263 , 0.351039 , 0.379186 , 0.367826 , 0.367994 , 0.398632 , 0.385879 , 0.39363 , 0.380857 , 0.381741 , 0.431484 , 0.254509 , 0.358326 , 0.3662 , 0.356473 , 0.315618 , 0.35038 , 0.312087 , 0.37925 , 0.368304 , 0.363566 , 0.404944 , 0.368575 , 0.395205 , 0.348702 , 0.355453 , 0.302645 , 0.398439 , 0.392165 , 0.374719 , 0.37714 , 0.366497 , 0.45035 , 0.251728 , 0.313378 , 0.391591 , 0.335742 , 0.268166 , 0.39394 , 0.338027 , 0.320478 , 0.381173 , 0.329882 , 0.38238 , 0.393372 , 0.409011 , 0.390067 , 0.377714 , 0.402672 , 0.357512 , 0.362359 , 0.325486 , 0.358848 , 0.307524 , 0.36296 , 0.330121 , 0.311623 , 0.342274 , 0.312087 , 0.361017 , 0.341751 , 0.387079 , 0.386853 , 0.351523 , 0.383219 , 0.36276 , 0.382548 , 0.366852 , 0.398974 , 0.389751 , 0.391436 , 0.390429 , 0.392572 , 0.373977 , 0.392449 , 0.382309 , 0.383155 , 0.415665 , 0.355492 , 0.348341 , 0.321788 , 0.281772 , 0.232171 , 0.296701 , 0.304607 , 0.295255 , 0.338698 , 0.356499 , 0.32781 , 0.342448 , 0.357609 , 0.40195 , 0.34281 , 0.329856 , 0.345501 , 0.370789 , 0.39303 , 0.372867 , 0.336781 , 0.329327 , 0.372312 , 0.330405 , 0.354001 , 0.401317 , 0.386492 , 0.319968 , 0.364664 , 0.297081 , 0.331179 , 0.350355 , 0.283185 , 0.323376 , 0.321549 , 0.306492 , 0.324854 
 755 , 0.396327 , 0.41964 , 0.410042 , 0.443714 , 0.348751 , 0.351625 , 0.379653 , 0.368513 , 0.368526 , 0.399227 , 0.386624 , 0.394467 , 0.381532 , 0.382183 , 0.431879 , 0.255068 , 0.358401 , 0.36664 , 0.356983 , 0.316131 , 0.351105 , 0.312659 , 0.379822 , 0.36876 , 0.364078 , 0.405223 , 0.368741 , 0.395676 , 0.349251 , 0.355767 , 0.303464 , 0.39898 , 0.392685 , 0.375419 , 0.377767 , 0.367024 , 0.451076 , 0.25259 , 0.314148 , 0.39221 , 0.336271 , 0.268724 , 0.394623 , 0.338619 , 0.320983 , 0.381753 , 0.330484 , 0.383152 , 0.393823 , 0.409443 , 0.390955 , 0.378203 , 0.403369 , 0.358167 , 0.363103 , 0.32612 , 0.359279 , 0.308198 , 0.363642 , 0.330906 , 0.312379 , 0.342794 , 0.312672 , 0.361958 , 0.342378 , 0.387548 , 0.387567 , 0.351963 , 0.383932 , 0.363311 , 0.383132 , 0.367518 , 0.399507 , 0.390253 , 0.392145 , 0.391027 , 0.393374 , 0.374307 , 0.392965 , 0.382937 , 0.383763 , 0.415933 , 0.355936 , 0.348822 , 0.322134 , 0.282413 , 0.232307 , 0.296778 , 0.305089 , 0.296011 , 0.339276 , 0.356899 , 0.328331 , 0.342995 , 0.358095 , 0.402557 , 0.343535 , 0.330633 , 0.346162 , 0.371303 , 0.393732 , 0.373306 , 0.33739 , 0.329697 , 0.372896 , 0.330861 , 0.354122 , 0.401698 , 0.387053 , 0.32056 , 0.364702 , 0.297611 , 0.331921 , 0.350623 , 0.283512 , 0.323844 , 0.321809 , 0.306884 , 0.325476 
 756 , 0.396795 , 0.420541 , 0.410666 , 0.444476 , 0.349296 , 0.352249 , 0.38016 , 0.369274 , 0.369098 , 0.399845 , 0.387428 , 0.395354 , 0.382239 , 0.382644 , 0.432313 , 0.255648 , 0.358454 , 0.367071 , 0.357496 , 0.316678 , 0.351871 , 0.313256 , 0.380414 , 0.369248 , 0.364581 , 0.405503 , 0.368909 , 0.396182 , 0.349824 , 0.356055 , 0.304326 , 0.399513 , 0.393223 , 0.376151 , 0.378433 , 0.367515 , 0.451848 , 0.253497 , 0.314938 , 0.392851 , 0.336813 , 0.269303 , 0.395322 , 0.339225 , 0.321508 , 0.382344 , 0.331097 , 0.383967 , 0.394279 , 0.409883 , 0.391847 , 0.378648 , 0.404076 , 0.358832 , 0.363851 , 0.326743 , 0.35968 , 0.308889 , 0.36434 , 0.331703 , 0.313139 , 0.343299 , 0.313263 , 0.362926 , 0.342993 , 0.387989 , 0.388282 , 0.352392 , 0.384658 , 0.363864 , 0.383726 , 0.368186 , 0.400028 , 0.390726 , 0.392864 , 0.391645 , 0.394187 , 0.374613 , 0.393464 , 0.383569 , 0.384397 , 0.416174 , 0.356381 , 0.349315 , 0.322473 , 0.283077 , 0.232436 , 0.296837 , 0.305604 , 0.296817 , 0.33989 , 0.357281 , 0.328874 , 0.343566 , 0.358611 , 0.403202 , 0.344316 , 0.331481 , 0.346897 , 0.371869 , 0.394565 , 0.373837 , 0.338104 , 0.330158 , 0.373616 , 0.331449 , 0.354295 , 0.402211 , 0.387721 , 0.321235 , 0.364796 , 0.298225 , 0.332792 , 0.350965 , 0.283904 , 0.324376 , 0.322102 , 0.307338 , 0.326169 
 757 , 0.397324 , 0.421561 , 0.411349 , 0.445309 , 0.349906 , 0.352942 , 0.380713 , 0.370128 , 0.369736 , 0.400517 , 0.388339 , 0.396357 , 0.383004 , 0.383168 , 0.432799 , 0.256292 , 0.358506 , 0.367542 , 0.358068 , 0.317271 , 0.352727 , 0.313915 , 0.381065 , 0.369776 , 0.365133 , 0.405806 , 0.369083 , 0.396743 , 0.350461 , 0.35639 , 0.305296 , 0.400099 , 0.393804 , 0.376965 , 0.379172 , 0.368052 , 0.452688 , 0.254509 , 0.315809 , 0.39355 , 0.337422 , 0.269939 , 0.39609 , 0.33989 , 0.322071 , 0.382985 , 0.331773 , 0.384846 , 0.394784 , 0.410363 , 0.392831 , 0.379152 , 0.404846 , 0.35957 , 0.364669 , 0.327438 , 0.360112 , 0.309658 , 0.3651 , 0.33259 , 0.313974 , 0.34386 , 0.313909 , 0.363997 , 0.343683 , 0.388476 , 0.389064 , 0.352857 , 0.385453 , 0.364467 , 0.384369 , 0.368933 , 0.400589 , 0.391251 , 0.393667 , 0.392329 , 0.395091 , 0.374953 , 0.394 , 0.384265 , 0.3851 , 0.416436 , 0.356873 , 0.34986 , 0.322854 , 0.283814 , 0.232583 , 0.296886 , 0.306171 , 0.297702 , 0.340556 , 0.357689 , 0.329469 , 0.344199 , 0.359172 , 0.403912 , 0.345179 , 0.33244 , 0.347699 , 0.372479 , 0.395482 , 0.374438 , 0.338904 , 0.330677 , 0.374412 , 0.332107 , 0.354483 , 0.402776 , 0.38847 , 0.321979 , 0.364891 , 0.298923 , 0.333765 , 0.351336 , 0.284336 , 0.324976 , 0.32243 , 0.307843 , 0.326935 
