  time  ,:52:13 A,:52:57 A,:53:03 A,:53:10 A,:53:18 A,:53:23 A,:53:57 A,:54:03 A,:54:11 A,:54:24 A,:54:34 A,:55:11 A,:55:20 A,:55:27 A,:55:36 A,:55:46 A,:56:21 A,:56:30 A,:56:37 A,:56:44 A,:56:53 A,:57:33 A,:57:40 A,:57:53 A,:58:02 A,:58:11 A,:59:31 A,:59:37 A,:59:45 A,:59:51 A,:59:59 A,:04:13 A,:04:19 A,:04:27 A,:04:35 A,:04:43 A,:05:16 A,:05:25 A,:05:33 A,:05:39 A,:05:46 A,:06:23 A,:06:28 A,:06:39 A,:06:46 A,:06:55 A,:08:02 A,:08:07 A,:08:14 A,:08:23 A,:08:33 A,:09:06 A,:09:13 A,:09:22 A,:09:32 A,:09:45 A,:10:27 A,:10:33 A,:10:43 A,:10:51 A,:10:59 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 698 , 0.164607 , 0.199625 , 0.154516 , 0.140579 , 0.157009 , 0.135934 , 0.186681 , 0.13758 , 0.166406 , 0.145245 , 0.145072 , 0.157815 , 0.169326 , 0.15339 , 0.174564 , 0.181303 , 0.126303 , 0.187628 , 0.175691 , 0.142086 , 0.187528 , 0.193766 , 0.168426 , 0.165347 , 0.167333 , 0.153363 , 0.179996 , 0.140226 , 0.146085 , 0.148937 , 0.144065 , 0.151717 , 0.156822 , 0.172898 , 0.160581 , 0.179903 , 0.155056 , 0.189481 , 0.134507 , 0.176104 , 0.139973 , 0.17725 , 0.180183 , 0.208463 , 0.187735 , 0.181969 , 0.15167 , 0.190227 , 0.171725 , 0.146325 , 0.170585 , 0.141792 , 0.165373 , 0.149311 , 0.195913 , 0.175204 , 0.187728 , 0.181316 , 0.179057 , 0.190207 , 0.172905 
 699 , 0.168748 , 0.204099 , 0.160067 , 0.145749 , 0.163554 , 0.141552 , 0.191341 , 0.143644 , 0.171623 , 0.149448 , 0.150829 , 0.163215 , 0.173675 , 0.158434 , 0.178079 , 0.186466 , 0.12969 , 0.191693 , 0.180775 , 0.146373 , 0.190896 , 0.197684 , 0.17157 , 0.168648 , 0.172467 , 0.15769 , 0.185424 , 0.146705 , 0.151195 , 0.153327 , 0.149096 , 0.156714 , 0.161097 , 0.177195 , 0.165102 , 0.183704 , 0.159383 , 0.19502 , 0.139553 , 0.180801 , 0.145497 , 0.181705 , 0.184189 , 0.213364 , 0.192317 , 0.186626 , 0.155292 , 0.193599 , 0.175136 , 0.150252 , 0.1741 , 0.14543 , 0.169857 , 0.153977 , 0.199609 , 0.179852 , 0.192025 , 0.186931 , 0.183398 , 0.194741 , 0.17774 
 700 , 0.172837 , 0.208514 , 0.165544 , 0.150846 , 0.170005 , 0.147094 , 0.19594 , 0.149628 , 0.176768 , 0.153586 , 0.156511 , 0.168535 , 0.177966 , 0.163413 , 0.181546 , 0.191565 , 0.133031 , 0.195708 , 0.185788 , 0.150601 , 0.194226 , 0.201538 , 0.174677 , 0.171904 , 0.177529 , 0.161964 , 0.190778 , 0.153103 , 0.15624 , 0.157662 , 0.154062 , 0.161646 , 0.165319 , 0.181447 , 0.169561 , 0.187456 , 0.163665 , 0.200486 , 0.144533 , 0.185451 , 0.150945 , 0.186112 , 0.188151 , 0.218202 , 0.196846 , 0.191228 , 0.15886 , 0.196932 , 0.178508 , 0.154129 , 0.177575 , 0.149026 , 0.174293 , 0.158596 , 0.203266 , 0.184438 , 0.196277 , 0.192479 , 0.187694 , 0.199222 , 0.182525 
 701 , 0.177113 , 0.21303 , 0.171218 , 0.156078 , 0.176704 , 0.1529 , 0.200653 , 0.155841 , 0.182006 , 0.157878 , 0.162389 , 0.174034 , 0.182461 , 0.168541 , 0.185026 , 0.196849 , 0.136488 , 0.199908 , 0.191026 , 0.154951 , 0.197693 , 0.205427 , 0.177845 , 0.175108 , 0.182771 , 0.166332 , 0.196314 , 0.15987 , 0.161433 , 0.162059 , 0.159217 , 0.166662 , 0.169569 , 0.185632 , 0.17404 , 0.191283 , 0.168059 , 0.206172 , 0.149616 , 0.190182 , 0.15656 , 0.190512 , 0.192154 , 0.223086 , 0.201524 , 0.195925 , 0.162402 , 0.200317 , 0.181933 , 0.158037 , 0.181089 , 0.152755 , 0.178794 , 0.163266 , 0.207003 , 0.189134 , 0.2006 , 0.198207 , 0.192094 , 0.203851 , 0.18736 
 702 , 0.181461 , 0.21759 , 0.176944 , 0.161348 , 0.183476 , 0.158821 , 0.2054 , 0.162155 , 0.18725 , 0.162208 , 0.168306 , 0.179577 , 0.187014 , 0.173715 , 0.188484 , 0.202184 , 0.139988 , 0.20416 , 0.196381 , 0.159339 , 0.201206 , 0.209306 , 0.181021 , 0.178238 , 0.188058 , 0.170722 , 0.201882 , 0.166803 , 0.166652 , 0.166455 , 0.164446 , 0.171667 , 0.173813 , 0.189745 , 0.1785 , 0.195114 , 0.172461 , 0.211925 , 0.154725 , 0.194897 , 0.162221 , 0.194865 , 0.196125 , 0.227935 , 0.206227 , 0.200648 , 0.165877 , 0.203713 , 0.185333 , 0.161919 , 0.184565 , 0.15651 , 0.183285 , 0.167925 , 0.210717 , 0.193834 , 0.204895 , 0.203989 , 0.196466 , 0.208466 , 0.192127 
 703 , 0.185742 , 0.222082 , 0.182592 , 0.166542 , 0.190153 , 0.16466 , 0.210071 , 0.168385 , 0.192414 , 0.166477 , 0.174136 , 0.185049 , 0.191499 , 0.178821 , 0.191891 , 0.207451 , 0.143441 , 0.208346 , 0.201661 , 0.16366 , 0.204667 , 0.213136 , 0.184154 , 0.181331 , 0.193283 , 0.175057 , 0.207379 , 0.173639 , 0.171809 , 0.17079 , 0.169607 , 0.176606 , 0.177998 , 0.193812 , 0.182912 , 0.198896 , 0.176815 , 0.217606 , 0.159765 , 0.199556 , 0.167816 , 0.199164 , 0.200047 , 0.232728 , 0.210875 , 0.20532 , 0.169313 , 0.207065 , 0.188689 , 0.165758 , 0.187996 , 0.160216 , 0.187728 , 0.172528 , 0.214384 , 0.198478 , 0.209137 , 0.209699 , 0.200779 , 0.213025 , 0.196838 
 704 , 0.189989 , 0.226505 , 0.188192 , 0.17165 , 0.196825 , 0.170458 , 0.214656 , 0.174547 , 0.197482 , 0.170725 , 0.179892 , 0.190484 , 0.195978 , 0.18385 , 0.195275 , 0.212658 , 0.146839 , 0.212521 , 0.206896 , 0.167952 , 0.20812 , 0.216876 , 0.187229 , 0.184351 , 0.198433 , 0.179332 , 0.212827 , 0.180445 , 0.176929 , 0.175048 , 0.174709 , 0.181461 , 0.182112 , 0.197801 , 0.187261 , 0.202651 , 0.181135 , 0.223256 , 0.164762 , 0.204175 , 0.173355 , 0.203426 , 0.203908 , 0.237455 , 0.215496 , 0.209962 , 0.172672 , 0.21036 , 0.192027 , 0.169514 , 0.191402 , 0.163902 , 0.192105 , 0.17706 , 0.218048 , 0.203081 , 0.213328 , 0.215385 , 0.205047 , 0.217566 , 0.201473 
 705 , 0.194238 , 0.230829 , 0.19381 , 0.176627 , 0.203601 , 0.176257 , 0.219112 , 0.180699 , 0.202428 , 0.174999 , 0.185594 , 0.195917 , 0.200528 , 0.188791 , 0.198654 , 0.217822 , 0.150164 , 0.216732 , 0.212096 , 0.172217 , 0.21159 , 0.220448 , 0.190205 , 0.18728 , 0.20353 , 0.183532 , 0.218237 , 0.18728 , 0.182041 , 0.179188 , 0.179752 , 0.186191 , 0.186081 , 0.201663 , 0.191521 , 0.20639 , 0.185452 , 0.228916 , 0.169695 , 0.208776 , 0.178857 , 0.207615 , 0.207706 , 0.242125 , 0.22013 , 0.214592 , 0.175907 , 0.213555 , 0.195353 , 0.173138 , 0.194783 , 0.167568 , 0.196384 , 0.18147 , 0.221758 , 0.20768 , 0.217439 , 0.22109 , 0.209262 , 0.222127 , 0.205981 
 706 , 0.19843 , 0.235088 , 0.199373 , 0.181541 , 0.210318 , 0.181986 , 0.223523 , 0.186788 , 0.207317 , 0.179224 , 0.191247 , 0.201283 , 0.205039 , 0.193674 , 0.201999 , 0.222916 , 0.153441 , 0.220903 , 0.217231 , 0.176429 , 0.215023 , 0.223975 , 0.193145 , 0.190176 , 0.208569 , 0.187685 , 0.223588 , 0.194048 , 0.187097 , 0.183283 , 0.184742 , 0.190873 , 0.190002 , 0.205484 , 0.195733 , 0.210086 , 0.189731 , 0.234527 , 0.174577 , 0.213345 , 0.184309 , 0.211764 , 0.211467 , 0.24675 , 0.224736 , 0.219173 , 0.179108 , 0.216708 , 0.198656 , 0.176733 , 0.198134 , 0.171208 , 0.200631 , 0.185845 , 0.225433 , 0.212229 , 0.221522 , 0.226737 , 0.213442 , 0.22664 , 0.210448 
 707 , 0.202578 , 0.239302 , 0.204877 , 0.186403 , 0.21696 , 0.187655 , 0.227887 , 0.192807 , 0.212162 , 0.183403 , 0.196835 , 0.206592 , 0.209509 , 0.198511 , 0.205308 , 0.227964 , 0.156693 , 0.225035 , 0.222311 , 0.180602 , 0.218425 , 0.227463 , 0.196051 , 0.193051 , 0.213562 , 0.191799 , 0.228895 , 0.200753 , 0.192107 , 0.187347 , 0.189692 , 0.195524 , 0.193893 , 0.209278 , 0.199912 , 0.213761 , 0.193976 , 0.240092 , 0.17942 , 0.217872 , 0.189717 , 0.215881 , 0.2152 , 0.25134 , 0.2293 , 0.223718 , 0.182285 , 0.219838 , 0.201929 , 0.180294 , 0.201453 , 0.174814 , 0.204839 , 0.19018 , 0.229075 , 0.216748 , 0.225568 , 0.232339 , 0.217596 , 0.231118 , 0.214879 
 708 , 0.206461 , 0.243247 , 0.210047 , 0.191006 , 0.223417 , 0.193156 , 0.231982 , 0.198673 , 0.216681 , 0.187459 , 0.202246 , 0.211651 , 0.2138 , 0.203093 , 0.208411 , 0.232912 , 0.159808 , 0.229063 , 0.227273 , 0.184668 , 0.221768 , 0.230731 , 0.198827 , 0.195677 , 0.218362 , 0.195735 , 0.233964 , 0.207308 , 0.19687 , 0.19116 , 0.194548 , 0.199892 , 0.197544 , 0.212768 , 0.203863 , 0.217303 , 0.19814 , 0.24548 , 0.183988 , 0.222198 , 0.194926 , 0.219709 , 0.218702 , 0.255655 , 0.233656 , 0.228113 , 0.18522 , 0.222756 , 0.205101 , 0.183584 , 0.204575 , 0.178349 , 0.208809 , 0.194253 , 0.232572 , 0.221024 , 0.22939 , 0.237672 , 0.221537 , 0.235356 , 0.218933 
 709 , 0.210388 , 0.247244 , 0.215233 , 0.195634 , 0.229892 , 0.198685 , 0.236078 , 0.204559 , 0.22119 , 0.191522 , 0.207655 , 0.21674 , 0.218081 , 0.207642 , 0.211518 , 0.237859 , 0.162927 , 0.233097 , 0.232228 , 0.188732 , 0.225091 , 0.233984 , 0.201596 , 0.19827 , 0.223137 , 0.199656 , 0.239008 , 0.213835 , 0.201622 , 0.194944 , 0.199381 , 0.204189 , 0.201137 , 0.216197 , 0.20777 , 0.220775 , 0.202267 , 0.250813 , 0.188509 , 0.226457 , 0.20009 , 0.223488 , 0.222141 , 0.259891 , 0.237936 , 0.232452 , 0.188119 , 0.22564 , 0.208243 , 0.18683 , 0.207662 , 0.18185 , 0.212718 , 0.198289 , 0.236001 , 0.225244 , 0.233122 , 0.242903 , 0.225352 , 0.239449 , 0.22285 
 710 , 0.214322 , 0.251239 , 0.220427 , 0.200269 , 0.236379 , 0.204227 , 0.240179 , 0.210446 , 0.225713 , 0.195593 , 0.213076 , 0.221837 , 0.222371 , 0.212206 , 0.21462 , 0.242822 , 0.166051 , 0.237136 , 0.237193 , 0.192804 , 0.228425 , 0.237244 , 0.204366 , 0.200872 , 0.227924 , 0.203578 , 0.244067 , 0.220382 , 0.20638 , 0.198731 , 0.204227 , 0.208496 , 0.204735 , 0.219639 , 0.211679 , 0.224251 , 0.206406 , 0.256157 , 0.193039 , 0.230732 , 0.205262 , 0.227276 , 0.225586 , 0.264143 , 0.242224 , 0.236805 , 0.191025 , 0.228533 , 0.211386 , 0.190091 , 0.210757 , 0.185364 , 0.216647 , 0.202333 , 0.239442 , 0.22948 , 0.236856 , 0.248145 , 0.229169 , 0.243552 , 0.226767 
 711 , 0.218004 , 0.254949 , 0.225365 , 0.204693 , 0.242643 , 0.20953 , 0.244028 , 0.216091 , 0.229929 , 0.199544 , 0.218271 , 0.226675 , 0.226528 , 0.216516 , 0.217623 , 0.247614 , 0.169152 , 0.241066 , 0.241962 , 0.196734 , 0.231665 , 0.240297 , 0.206981 , 0.20339 , 0.23251 , 0.20735 , 0.248917 , 0.226738 , 0.211037 , 0.202354 , 0.208927 , 0.21262 , 0.20824 , 0.222969 , 0.21548 , 0.227679 , 0.210535 , 0.261325 , 0.197446 , 0.234881 , 0.210274 , 0.23094 , 0.228899 , 0.268241 , 0.246425 , 0.241009 , 0.193817 , 0.231347 , 0.21447 , 0.193232 , 0.213732 , 0.188788 , 0.2204 , 0.20618 , 0.242852 , 0.233616 , 0.2405 , 0.253252 , 0.232879 , 0.247544 , 0.230489 
 712 , 0.221682 , 0.258658 , 0.23027 , 0.209127 , 0.248932 , 0.214816 , 0.247862 , 0.221682 , 0.234086 , 0.203508 , 0.223429 , 0.23139 , 0.230649 , 0.220759 , 0.220594 , 0.25238 , 0.172259 , 0.244945 , 0.246672 , 0.200616 , 0.234864 , 0.243224 , 0.209501 , 0.205856 , 0.237009 , 0.211057 , 0.253652 , 0.232991 , 0.215633 , 0.2059 , 0.213557 , 0.216588 , 0.211627 , 0.22615 , 0.219151 , 0.231004 , 0.214595 , 0.266321 , 0.201755 , 0.238908 , 0.215164 , 0.234472 , 0.232092 , 0.2722 , 0.250558 , 0.245109 , 0.19649 , 0.23406 , 0.217462 , 0.196275 , 0.216582 , 0.192124 , 0.224018 , 0.209849 , 0.24621 , 0.237667 , 0.244091 , 0.258291 , 0.236503 , 0.251425 , 0.234048 
 713 , 0.225437 , 0.262444 , 0.235276 , 0.213645 , 0.255345 , 0.220215 , 0.251774 , 0.22739 , 0.238332 , 0.207554 , 0.228694 , 0.236196 , 0.234854 , 0.225091 , 0.223629 , 0.257241 , 0.175429 , 0.248908 , 0.251471 , 0.204575 , 0.238124 , 0.246212 , 0.212071 , 0.208379 , 0.241601 , 0.214842 , 0.258476 , 0.239371 , 0.220322 , 0.209513 , 0.218282 , 0.220625 , 0.215088 , 0.229399 , 0.222892 , 0.234395 , 0.218741 , 0.271421 , 0.206156 , 0.243012 , 0.220146 , 0.238073 , 0.235346 , 0.276246 , 0.254778 , 0.249286 , 0.199221 , 0.23682 , 0.220524 , 0.199378 , 0.219491 , 0.195529 , 0.227718 , 0.213589 , 0.249632 , 0.241796 , 0.247749 , 0.263427 , 0.240202 , 0.255377 , 0.23767 
 714 , 0.229135 , 0.266181 , 0.240256 , 0.21814 , 0.261775 , 0.225602 , 0.255657 , 0.233095 , 0.242528 , 0.211601 , 0.233942 , 0.24099 , 0.23907 , 0.229367 , 0.226662 , 0.262121 , 0.178596 , 0.252895 , 0.25629 , 0.208532 , 0.241404 , 0.249161 , 0.214607 , 0.210879 , 0.246186 , 0.218617 , 0.263288 , 0.24576 , 0.225006 , 0.213113 , 0.223016 , 0.224642 , 0.218516 , 0.23265 , 0.226625 , 0.237802 , 0.22291 , 0.276524 , 0.210534 , 0.247096 , 0.225112 , 0.241649 , 0.238586 , 0.280264 , 0.259002 , 0.253473 , 0.201917 , 0.239584 , 0.223575 , 0.202457 , 0.222382 , 0.198949 , 0.231394 , 0.217293 , 0.253071 , 0.245923 , 0.251383 , 0.268553 , 0.243908 , 0.259297 , 0.241235 
 715 , 0.23263 , 0.269691 , 0.245077 , 0.222435 , 0.268083 , 0.230834 , 0.259334 , 0.238644 , 0.246485 , 0.215495 , 0.239013 , 0.245653 , 0.243194 , 0.233425 , 0.229595 , 0.266881 , 0.181663 , 0.256824 , 0.260973 , 0.212385 , 0.244608 , 0.251924 , 0.216978 , 0.213223 , 0.250597 , 0.222254 , 0.267876 , 0.251993 , 0.229538 , 0.216521 , 0.22763 , 0.228462 , 0.221772 , 0.235784 , 0.230177 , 0.24111 , 0.226997 , 0.281456 , 0.214713 , 0.251004 , 0.229851 , 0.245021 , 0.241642 , 0.284053 , 0.263051 , 0.257506 , 0.204449 , 0.24223 , 0.226503 , 0.20535 , 0.225107 , 0.20229 , 0.234908 , 0.220802 , 0.256373 , 0.249877 , 0.25479 , 0.273465 , 0.247531 , 0.263101 , 0.244596 
 716 , 0.236223 , 0.273274 , 0.250037 , 0.226831 , 0.274559 , 0.236204 , 0.26309 , 0.24433 , 0.250542 , 0.219484 , 0.244199 , 0.250442 , 0.247411 , 0.237576 , 0.232599 , 0.271759 , 0.184809 , 0.260851 , 0.265759 , 0.216322 , 0.247879 , 0.254752 , 0.21939 , 0.215611 , 0.255101 , 0.225964 , 0.272557 , 0.258381 , 0.234177 , 0.219989 , 0.232356 , 0.23235 , 0.225097 , 0.238967 , 0.233803 , 0.244474 , 0.231171 , 0.286477 , 0.218973 , 0.254983 , 0.234695 , 0.248453 , 0.244742 , 0.287912 , 0.267169 , 0.261612 , 0.207017 , 0.24491 , 0.229494 , 0.208302 , 0.227891 , 0.205701 , 0.238493 , 0.224392 , 0.259741 , 0.253904 , 0.258244 , 0.278476 , 0.251247 , 0.267 , 0.248047 
 717 , 0.239918 , 0.276962 , 0.255137 , 0.231354 , 0.281218 , 0.24172 , 0.26695 , 0.250171 , 0.254708 , 0.223574 , 0.249531 , 0.25536 , 0.25175 , 0.24185 , 0.235686 , 0.276769 , 0.18804 , 0.264986 , 0.270673 , 0.220367 , 0.251246 , 0.257653 , 0.221865 , 0.218068 , 0.259729 , 0.229782 , 0.277365 , 0.264943 , 0.238936 , 0.223555 , 0.237202 , 0.236338 , 0.228514 , 0.242242 , 0.237525 , 0.247922 , 0.235462 , 0.29164 , 0.22335 , 0.25907 , 0.239669 , 0.25198 , 0.247928 , 0.291864 , 0.2714 , 0.265825 , 0.20966 , 0.247667 , 0.23256 , 0.211325 , 0.230745 , 0.209213 , 0.242174 , 0.228079 , 0.263197 , 0.258039 , 0.261792 , 0.28363 , 0.255056 , 0.271008 , 0.251595 
 718 , 0.243622 , 0.280496 , 0.259971 , 0.235592 , 0.287618 , 0.246926 , 0.270558 , 0.255765 , 0.258643 , 0.227519 , 0.254474 , 0.260008 , 0.255888 , 0.24582 , 0.238569 , 0.281534 , 0.191039 , 0.268989 , 0.275327 , 0.224221 , 0.254493 , 0.260422 , 0.224276 , 0.220292 , 0.264097 , 0.233337 , 0.281874 , 0.271151 , 0.243387 , 0.226914 , 0.241793 , 0.240138 , 0.231676 , 0.245209 , 0.241033 , 0.251151 , 0.239434 , 0.296457 , 0.227395 , 0.262905 , 0.244301 , 0.255258 , 0.250916 , 0.295636 , 0.275425 , 0.269743 , 0.212157 , 0.250292 , 0.235549 , 0.214103 , 0.233516 , 0.212479 , 0.245678 , 0.23149 , 0.266494 , 0.26196 , 0.265042 , 0.288421 , 0.258563 , 0.274758 , 0.254826 
 719 , 0.247403 , 0.284087 , 0.264885 , 0.23994 , 0.294151 , 0.252259 , 0.274258 , 0.261484 , 0.262685 , 0.231577 , 0.259524 , 0.264756 , 0.260159 , 0.249868 , 0.24153 , 0.286404 , 0.19411 , 0.273106 , 0.280131 , 0.228188 , 0.257854 , 0.263295 , 0.226783 , 0.222605 , 0.268607 , 0.236994 , 0.286552 , 0.277543 , 0.247963 , 0.230382 , 0.246509 , 0.244093 , 0.234967 , 0.248315 , 0.244673 , 0.254526 , 0.243539 , 0.301472 , 0.231608 , 0.266894 , 0.249085 , 0.258686 , 0.254046 , 0.299549 , 0.279613 , 0.273821 , 0.214779 , 0.253041 , 0.238652 , 0.217003 , 0.23639 , 0.215869 , 0.249313 , 0.235016 , 0.269938 , 0.266025 , 0.268447 , 0.293386 , 0.262205 , 0.278664 , 0.258193 
 720 , 0.251256 , 0.28775 , 0.26989 , 0.244377 , 0.300808 , 0.257693 , 0.278024 , 0.267321 , 0.266804 , 0.235708 , 0.264677 , 0.269601 , 0.264517 , 0.253998 , 0.244549 , 0.291371 , 0.197241 , 0.277305 , 0.285032 , 0.232235 , 0.261283 , 0.266232 , 0.229339 , 0.224962 , 0.273204 , 0.240731 , 0.291328 , 0.284055 , 0.252627 , 0.233913 , 0.251312 , 0.248133 , 0.238321 , 0.251484 , 0.248385 , 0.25797 , 0.247727 , 0.306587 , 0.235905 , 0.27096 , 0.253961 , 0.262175 , 0.257232 , 0.303531 , 0.283877 , 0.277975 , 0.217449 , 0.255843 , 0.241813 , 0.219951 , 0.239317 , 0.219324 , 0.253008 , 0.23861 , 0.273444 , 0.270173 , 0.271919 , 0.298447 , 0.265919 , 0.282641 , 0.261628 
 721 , 0.254958 , 0.291223 , 0.274565 , 0.248535 , 0.307123 , 0.262768 , 0.281508 , 0.272752 , 0.270633 , 0.239571 , 0.269454 , 0.274162 , 0.268636 , 0.257822 , 0.247332 , 0.296029 , 0.200082 , 0.281282 , 0.289648 , 0.23595 , 0.264466 , 0.268972 , 0.23173 , 0.227102 , 0.277453 , 0.244193 , 0.295766 , 0.290087 , 0.256894 , 0.237171 , 0.255764 , 0.251826 , 0.24139 , 0.254335 , 0.251746 , 0.261174 , 0.251569 , 0.311318 , 0.239809 , 0.274681 , 0.258469 , 0.265357 , 0.260136 , 0.307197 , 0.287803 , 0.281832 , 0.21989 , 0.258402 , 0.244779 , 0.22262 , 0.242044 , 0.222479 , 0.25643 , 0.241915 , 0.27666 , 0.273979 , 0.275066 , 0.30313 , 0.269283 , 0.286271 , 0.264716 
 722 , 0.258399 , 0.294492 , 0.278942 , 0.252382 , 0.313115 , 0.267494 , 0.284721 , 0.277893 , 0.274199 , 0.24322 , 0.273955 , 0.278478 , 0.272504 , 0.261453 , 0.24995 , 0.300454 , 0.202731 , 0.285105 , 0.294047 , 0.239471 , 0.267469 , 0.271584 , 0.234015 , 0.229126 , 0.281484 , 0.247517 , 0.300003 , 0.29584 , 0.260965 , 0.240288 , 0.260051 , 0.255369 , 0.244341 , 0.257051 , 0.254985 , 0.264281 , 0.255265 , 0.315852 , 0.2435 , 0.278271 , 0.262818 , 0.26839 , 0.26291 , 0.310793 , 0.29156 , 0.285544 , 0.222195 , 0.260855 , 0.247652 , 0.225139 , 0.244701 , 0.225475 , 0.25974 , 0.245116 , 0.279759 , 0.277668 , 0.278076 , 0.307659 , 0.272492 , 0.289762 , 0.267701 
 723 , 0.261854 , 0.297777 , 0.283348 , 0.256249 , 0.319143 , 0.272248 , 0.287949 , 0.283068 , 0.277786 , 0.246884 , 0.278474 , 0.282819 , 0.276399 , 0.265098 , 0.252586 , 0.304909 , 0.205399 , 0.288947 , 0.298471 , 0.243007 , 0.270489 , 0.274208 , 0.236319 , 0.231165 , 0.285539 , 0.250858 , 0.304264 , 0.301623 , 0.265055 , 0.243427 , 0.264355 , 0.258933 , 0.24731 , 0.259779 , 0.258233 , 0.26741 , 0.258976 , 0.320415 , 0.247212 , 0.281888 , 0.267197 , 0.271439 , 0.265706 , 0.314409 , 0.295343 , 0.289282 , 0.224513 , 0.263327 , 0.250541 , 0.227672 , 0.247377 , 0.228487 , 0.263065 , 0.248338 , 0.28288 , 0.281376 , 0.281097 , 0.312212 , 0.275717 , 0.29328 , 0.270696 
 724 , 0.26527 , 0.301002 , 0.287594 , 0.259988 , 0.325018 , 0.276866 , 0.291087 , 0.288091 , 0.281256 , 0.25046 , 0.282851 , 0.28703 , 0.280183 , 0.2686 , 0.255118 , 0.309214 , 0.207954 , 0.292682 , 0.302749 , 0.246415 , 0.273409 , 0.276756 , 0.238531 , 0.233134 , 0.289468 , 0.254081 , 0.308365 , 0.3072 , 0.269012 , 0.246434 , 0.268515 , 0.262347 , 0.250127 , 0.262389 , 0.26134 , 0.270407 , 0.262523 , 0.324812 , 0.250782 , 0.285362 , 0.271377 , 0.274373 , 0.268375 , 0.31791 , 0.298977 , 0.292846 , 0.226742 , 0.265719 , 0.253341 , 0.23012 , 0.249945 , 0.231387 , 0.266277 , 0.251437 , 0.285896 , 0.284968 , 0.283985 , 0.31657 , 0.278812 , 0.296654 , 0.273572 
 725 , 0.2685 , 0.304016 , 0.291407 , 0.2634 , 0.330451 , 0.281158 , 0.294003 , 0.292744 , 0.284479 , 0.253798 , 0.286918 , 0.290972 , 0.283759 , 0.271767 , 0.257392 , 0.313231 , 0.210271 , 0.296193 , 0.306697 , 0.249562 , 0.276124 , 0.279143 , 0.240559 , 0.234944 , 0.29315 , 0.257053 , 0.312124 , 0.312366 , 0.272723 , 0.249193 , 0.272379 , 0.265529 , 0.252666 , 0.264822 , 0.264198 , 0.273226 , 0.265771 , 0.328926 , 0.2541 , 0.288588 , 0.27518 , 0.277116 , 0.270866 , 0.321212 , 0.302407 , 0.296127 , 0.228821 , 0.267998 , 0.256006 , 0.232428 , 0.252327 , 0.234061 , 0.269269 , 0.254306 , 0.288751 , 0.288334 , 0.286652 , 0.320558 , 0.281702 , 0.299805 , 0.276227 
 726 , 0.271679 , 0.306993 , 0.295179 , 0.266791 , 0.33584 , 0.285434 , 0.296903 , 0.297375 , 0.287696 , 0.257113 , 0.290975 , 0.294913 , 0.287339 , 0.274939 , 0.259653 , 0.31724 , 0.212592 , 0.299704 , 0.310628 , 0.252703 , 0.278841 , 0.281526 , 0.242595 , 0.236764 , 0.296836 , 0.260022 , 0.315891 , 0.317542 , 0.276457 , 0.251959 , 0.276264 , 0.268757 , 0.255231 , 0.267299 , 0.267093 , 0.276076 , 0.269047 , 0.33307 , 0.257451 , 0.291834 , 0.27901 , 0.279887 , 0.273397 , 0.324535 , 0.305874 , 0.299437 , 0.230927 , 0.270299 , 0.258691 , 0.234762 , 0.254729 , 0.236752 , 0.272277 , 0.257191 , 0.291634 , 0.291719 , 0.289336 , 0.324571 , 0.284636 , 0.302994 , 0.278901 
 727 , 0.274838 , 0.309951 , 0.298926 , 0.27017 , 0.341193 , 0.289691 , 0.299791 , 0.301974 , 0.290895 , 0.260415 , 0.295013 , 0.298835 , 0.290901 , 0.278092 , 0.261909 , 0.321229 , 0.214907 , 0.303196 , 0.314541 , 0.255837 , 0.281545 , 0.283904 , 0.244625 , 0.238571 , 0.300504 , 0.262973 , 0.319639 , 0.322705 , 0.280172 , 0.254718 , 0.280124 , 0.271972 , 0.257784 , 0.269765 , 0.269976 , 0.278921 , 0.272317 , 0.337201 , 0.260796 , 0.295074 , 0.282833 , 0.282646 , 0.275915 , 0.327845 , 0.309328 , 0.302736 , 0.233019 , 0.272589 , 0.26137 , 0.237083 , 0.257119 , 0.23943 , 0.275274 , 0.26007 , 0.294511 , 0.295092 , 0.29202 , 0.328565 , 0.287556 , 0.306171 , 0.281563 
