  time  ,:52:13 A,:52:57 A,:53:03 A,:53:10 A,:53:18 A,:53:23 A,:53:57 A,:54:03 A,:54:11 A,:54:24 A,:54:34 A,:55:11 A,:55:20 A,:55:27 A,:55:36 A,:55:46 A,:56:21 A,:56:30 A,:56:37 A,:56:44 A,:56:53 A,:57:33 A,:57:40 A,:57:53 A,:58:02 A,:58:11 A,:59:31 A,:59:37 A,:59:45 A,:59:51 A,:59:59 A,:04:13 A,:04:19 A,:04:27 A,:04:35 A,:04:43 A,:05:16 A,:05:25 A,:05:33 A,:05:39 A,:05:46 A,:06:23 A,:06:28 A,:06:39 A,:06:46 A,:06:55 A,:08:02 A,:08:07 A,:08:14 A,:08:23 A,:08:33 A,:09:06 A,:09:13 A,:09:22 A,:09:32 A,:09:45 A,:10:27 A,:10:33 A,:10:43 A,:10:51 A,:10:59 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 728 , 0.277818 , 0.312722 , 0.302353 , 0.273188 , 0.346011 , 0.293462 , 0.30239 , 0.306073 , 0.293769 , 0.263386 , 0.298525 , 0.302347 , 0.294137 , 0.280947 , 0.263832 , 0.324827 , 0.216889 , 0.30635 , 0.318015 , 0.258533 , 0.283991 , 0.286113 , 0.246525 , 0.240068 , 0.303692 , 0.26558 , 0.323025 , 0.327196 , 0.283298 , 0.257189 , 0.283497 , 0.27487 , 0.260022 , 0.271832 , 0.272543 , 0.281423 , 0.275081 , 0.340815 , 0.263621 , 0.297832 , 0.286125 , 0.285052 , 0.278107 , 0.330777 , 0.312385 , 0.305609 , 0.23486 , 0.274635 , 0.263808 , 0.239068 , 0.259305 , 0.241762 , 0.278023 , 0.262572 , 0.297012 , 0.298019 , 0.294324 , 0.332079 , 0.290001 , 0.308943 , 0.283907 
 729 , 0.280678 , 0.315398 , 0.305699 , 0.27613 , 0.350715 , 0.297109 , 0.304939 , 0.310096 , 0.296579 , 0.266316 , 0.301947 , 0.305771 , 0.297309 , 0.283719 , 0.265707 , 0.328385 , 0.218845 , 0.309463 , 0.32146 , 0.261183 , 0.286451 , 0.288309 , 0.24842 , 0.241573 , 0.306845 , 0.268186 , 0.326443 , 0.331667 , 0.286391 , 0.259657 , 0.286837 , 0.277813 , 0.262329 , 0.273947 , 0.275147 , 0.283978 , 0.277892 , 0.344478 , 0.266479 , 0.300638 , 0.289449 , 0.287507 , 0.280329 , 0.333766 , 0.315465 , 0.30854 , 0.236712 , 0.276722 , 0.266256 , 0.241073 , 0.261515 , 0.244119 , 0.280805 , 0.265098 , 0.299552 , 0.300988 , 0.296681 , 0.335654 , 0.292483 , 0.311773 , 0.286312 
 730 , 0.283491 , 0.318026 , 0.308991 , 0.279031 , 0.355337 , 0.300698 , 0.307452 , 0.314061 , 0.29934 , 0.269193 , 0.305315 , 0.309142 , 0.300439 , 0.286455 , 0.267558 , 0.331896 , 0.220777 , 0.312528 , 0.324858 , 0.263792 , 0.288875 , 0.290474 , 0.250284 , 0.24306 , 0.309957 , 0.27075 , 0.329819 , 0.336066 , 0.289442 , 0.262096 , 0.290136 , 0.280715 , 0.2646 , 0.276031 , 0.277715 , 0.286497 , 0.280673 , 0.348095 , 0.269296 , 0.303408 , 0.292725 , 0.289937 , 0.28252 , 0.336712 , 0.318509 , 0.311429 , 0.238545 , 0.278784 , 0.268668 , 0.243054 , 0.263701 , 0.246446 , 0.283552 , 0.267588 , 0.302062 , 0.303921 , 0.299008 , 0.33918 , 0.294934 , 0.314562 , 0.288688 
 731 , 0.286131 , 0.3204 , 0.311914 , 0.281599 , 0.359491 , 0.303845 , 0.309693 , 0.317564 , 0.301817 , 0.271767 , 0.308323 , 0.312198 , 0.303272 , 0.288859 , 0.269208 , 0.335006 , 0.222464 , 0.31533 , 0.327878 , 0.266118 , 0.29102 , 0.292414 , 0.251959 , 0.244366 , 0.312741 , 0.273053 , 0.332863 , 0.339961 , 0.292143 , 0.264271 , 0.29303 , 0.283301 , 0.266607 , 0.277857 , 0.279969 , 0.288757 , 0.283077 , 0.351307 , 0.271767 , 0.305879 , 0.295625 , 0.292112 , 0.284484 , 0.339363 , 0.321215 , 0.313973 , 0.240202 , 0.280657 , 0.270838 , 0.244843 , 0.265689 , 0.248501 , 0.286029 , 0.269812 , 0.304316 , 0.306519 , 0.301039 , 0.342309 , 0.297098 , 0.317045 , 0.290791 
 732 , 0.288606 , 0.322622 , 0.314619 , 0.283988 , 0.363407 , 0.306804 , 0.311779 , 0.320851 , 0.304163 , 0.27419 , 0.311223 , 0.315151 , 0.305976 , 0.291174 , 0.270842 , 0.337901 , 0.224073 , 0.318022 , 0.330793 , 0.268358 , 0.29306 , 0.294305 , 0.253598 , 0.24565 , 0.315417 , 0.275266 , 0.335798 , 0.343692 , 0.294765 , 0.266412 , 0.295816 , 0.285825 , 0.268576 , 0.279636 , 0.282175 , 0.290993 , 0.28539 , 0.35442 , 0.274184 , 0.308322 , 0.298452 , 0.294257 , 0.286424 , 0.341981 , 0.323861 , 0.316402 , 0.241879 , 0.282525 , 0.273024 , 0.246623 , 0.267669 , 0.250522 , 0.288461 , 0.272009 , 0.306587 , 0.309041 , 0.303033 , 0.34533 , 0.299231 , 0.319491 , 0.292879 
 733 , 0.291037 , 0.324798 , 0.317281 , 0.286334 , 0.367258 , 0.309715 , 0.313831 , 0.324078 , 0.306471 , 0.276565 , 0.314073 , 0.318056 , 0.308638 , 0.293446 , 0.272449 , 0.340747 , 0.225656 , 0.320677 , 0.33366 , 0.270573 , 0.295068 , 0.296169 , 0.255205 , 0.246913 , 0.31805 , 0.277448 , 0.338689 , 0.347369 , 0.29735 , 0.268521 , 0.298566 , 0.288319 , 0.270518 , 0.281395 , 0.284348 , 0.293197 , 0.287665 , 0.357483 , 0.276559 , 0.310726 , 0.301235 , 0.296369 , 0.288331 , 0.344554 , 0.326463 , 0.3188 , 0.243529 , 0.284361 , 0.275179 , 0.248377 , 0.269622 , 0.252517 , 0.290861 , 0.274174 , 0.308819 , 0.311531 , 0.305 , 0.348313 , 0.301338 , 0.321899 , 0.294935 
 734 , 0.293294 , 0.326883 , 0.319768 , 0.288532 , 0.370852 , 0.312446 , 0.315752 , 0.327102 , 0.308666 , 0.27879 , 0.316722 , 0.320769 , 0.311135 , 0.295569 , 0.273979 , 0.343414 , 0.227153 , 0.323177 , 0.336353 , 0.272645 , 0.296958 , 0.297941 , 0.256739 , 0.248112 , 0.320514 , 0.279481 , 0.341321 , 0.350791 , 0.299755 , 0.270509 , 0.30115 , 0.290662 , 0.272347 , 0.283079 , 0.286409 , 0.295296 , 0.289836 , 0.36037 , 0.278796 , 0.312986 , 0.303838 , 0.298348 , 0.290146 , 0.346999 , 0.32891 , 0.32106 , 0.245103 , 0.286112 , 0.277225 , 0.250023 , 0.271462 , 0.254397 , 0.293149 , 0.276218 , 0.310929 , 0.313883 , 0.306859 , 0.351088 , 0.303316 , 0.32416 , 0.296886 
 735 , 0.295294 , 0.328814 , 0.321976 , 0.290505 , 0.374015 , 0.314871 , 0.317454 , 0.329774 , 0.310672 , 0.280756 , 0.318998 , 0.323168 , 0.313376 , 0.297422 , 0.275347 , 0.345802 , 0.228492 , 0.325435 , 0.338764 , 0.27449 , 0.298625 , 0.299567 , 0.258098 , 0.249182 , 0.322688 , 0.281242 , 0.343492 , 0.353758 , 0.30181 , 0.272259 , 0.303427 , 0.292736 , 0.273931 , 0.284603 , 0.28825 , 0.297166 , 0.291769 , 0.362923 , 0.280738 , 0.314938 , 0.306095 , 0.300078 , 0.291757 , 0.349193 , 0.331039 , 0.323046 , 0.246507 , 0.287661 , 0.279042 , 0.251436 , 0.273074 , 0.256031 , 0.295209 , 0.278021 , 0.312768 , 0.315971 , 0.308496 , 0.35349 , 0.30505 , 0.326097 , 0.298613 
 736 , 0.297274 , 0.330725 , 0.324154 , 0.292449 , 0.377141 , 0.31726 , 0.319134 , 0.332398 , 0.312636 , 0.282696 , 0.321227 , 0.325523 , 0.315593 , 0.299239 , 0.276691 , 0.348156 , 0.229806 , 0.327664 , 0.341141 , 0.27632 , 0.300267 , 0.301168 , 0.259424 , 0.250225 , 0.324829 , 0.282982 , 0.345619 , 0.356674 , 0.303826 , 0.273965 , 0.305664 , 0.294767 , 0.275468 , 0.286103 , 0.29004 , 0.299002 , 0.29366 , 0.365441 , 0.282629 , 0.316847 , 0.30831 , 0.301776 , 0.293343 , 0.351338 , 0.333122 , 0.324999 , 0.24787 , 0.28917 , 0.280804 , 0.252816 , 0.274653 , 0.257617 , 0.297219 , 0.279788 , 0.314553 , 0.318021 , 0.310087 , 0.355834 , 0.306747 , 0.327981 , 0.300298 
 737 , 0.299216 , 0.332601 , 0.326297 , 0.294368 , 0.380209 , 0.319615 , 0.320791 , 0.334977 , 0.314565 , 0.284598 , 0.323422 , 0.327844 , 0.317775 , 0.301031 , 0.278013 , 0.350484 , 0.2311 , 0.329866 , 0.34348 , 0.278117 , 0.301884 , 0.302743 , 0.260733 , 0.251255 , 0.326936 , 0.284695 , 0.347719 , 0.359554 , 0.305813 , 0.275656 , 0.307871 , 0.29678 , 0.276984 , 0.287582 , 0.291809 , 0.300812 , 0.295525 , 0.367929 , 0.284494 , 0.318726 , 0.310497 , 0.303455 , 0.294904 , 0.353463 , 0.335184 , 0.326924 , 0.249215 , 0.290658 , 0.282551 , 0.254173 , 0.276204 , 0.259186 , 0.29921 , 0.281534 , 0.316326 , 0.320047 , 0.31166 , 0.358153 , 0.308426 , 0.329848 , 0.301969 
 738 , 0.300893 , 0.334225 , 0.328113 , 0.29604 , 0.382799 , 0.321629 , 0.322295 , 0.337152 , 0.316233 , 0.286293 , 0.325388 , 0.329965 , 0.319735 , 0.302592 , 0.279215 , 0.352498 , 0.232291 , 0.331786 , 0.345507 , 0.279692 , 0.303344 , 0.304218 , 0.261932 , 0.252288 , 0.328804 , 0.286231 , 0.349656 , 0.362008 , 0.307603 , 0.277217 , 0.309785 , 0.298699 , 0.278439 , 0.289012 , 0.293449 , 0.302537 , 0.297183 , 0.370167 , 0.286134 , 0.320419 , 0.312468 , 0.305055 , 0.296346 , 0.355407 , 0.337067 , 0.328657 , 0.250485 , 0.29205 , 0.284172 , 0.255454 , 0.277614 , 0.260637 , 0.300997 , 0.283108 , 0.317968 , 0.321941 , 0.313122 , 0.360205 , 0.309975 , 0.331603 , 0.303447 
 739 , 0.302576 , 0.335829 , 0.329898 , 0.297674 , 0.385393 , 0.323625 , 0.323772 , 0.339306 , 0.31789 , 0.287954 , 0.327328 , 0.332065 , 0.32166 , 0.304094 , 0.280395 , 0.35446 , 0.233457 , 0.333669 , 0.347483 , 0.281215 , 0.304749 , 0.305655 , 0.263117 , 0.253306 , 0.330627 , 0.287715 , 0.351528 , 0.364388 , 0.309358 , 0.278749 , 0.311635 , 0.300544 , 0.279863 , 0.290378 , 0.295042 , 0.30421 , 0.298794 , 0.372302 , 0.287728 , 0.322058 , 0.314364 , 0.306597 , 0.297716 , 0.357294 , 0.338902 , 0.330333 , 0.251714 , 0.29342 , 0.285751 , 0.256709 , 0.278969 , 0.262052 , 0.302729 , 0.284618 , 0.319567 , 0.323766 , 0.31453 , 0.36219 , 0.311445 , 0.33332 , 0.304853 
 740 , 0.304256 , 0.337423 , 0.331674 , 0.299303 , 0.38798 , 0.325611 , 0.325244 , 0.34145 , 0.319543 , 0.289612 , 0.329259 , 0.334156 , 0.323576 , 0.305586 , 0.28157 , 0.356419 , 0.234617 , 0.335535 , 0.349443 , 0.282735 , 0.306156 , 0.307088 , 0.264297 , 0.254318 , 0.332446 , 0.289189 , 0.353397 , 0.366759 , 0.311109 , 0.280277 , 0.313481 , 0.302392 , 0.281282 , 0.291745 , 0.296624 , 0.305874 , 0.3004 , 0.37444 , 0.289318 , 0.323687 , 0.316251 , 0.308136 , 0.299082 , 0.359171 , 0.340733 , 0.331998 , 0.252939 , 0.294786 , 0.287326 , 0.257959 , 0.28032 , 0.263457 , 0.304452 , 0.286131 , 0.321155 , 0.325587 , 0.315933 , 0.364167 , 0.312917 , 0.335026 , 0.306254 
 741 , 0.305658 , 0.338817 , 0.333158 , 0.300719 , 0.390238 , 0.327284 , 0.326528 , 0.343344 , 0.321017 , 0.291032 , 0.330876 , 0.335963 , 0.325291 , 0.306931 , 0.282623 , 0.358168 , 0.235625 , 0.337243 , 0.351211 , 0.284106 , 0.307442 , 0.308364 , 0.265383 , 0.255215 , 0.334075 , 0.290527 , 0.355111 , 0.368858 , 0.312688 , 0.281688 , 0.315173 , 0.304053 , 0.282623 , 0.293031 , 0.298068 , 0.307411 , 0.301894 , 0.376355 , 0.290773 , 0.325205 , 0.317904 , 0.309576 , 0.300356 , 0.360892 , 0.342409 , 0.333558 , 0.254084 , 0.296069 , 0.288774 , 0.259133 , 0.281615 , 0.264743 , 0.30607 , 0.287513 , 0.322671 , 0.327247 , 0.31724 , 0.366016 , 0.314312 , 0.336609 , 0.307589 
 742 , 0.307087 , 0.34025 , 0.334614 , 0.302147 , 0.392391 , 0.328879 , 0.327826 , 0.345196 , 0.322479 , 0.292445 , 0.332409 , 0.337651 , 0.326957 , 0.308269 , 0.283656 , 0.359844 , 0.236621 , 0.338901 , 0.352945 , 0.285423 , 0.308725 , 0.30955 , 0.266458 , 0.256067 , 0.335599 , 0.291805 , 0.356782 , 0.370869 , 0.314201 , 0.28304 , 0.316788 , 0.305608 , 0.283871 , 0.294268 , 0.299399 , 0.308848 , 0.303298 , 0.378156 , 0.292156 , 0.326656 , 0.31943 , 0.310943 , 0.301555 , 0.362517 , 0.34397 , 0.335027 , 0.255186 , 0.297281 , 0.29016 , 0.260237 , 0.282892 , 0.26599 , 0.307622 , 0.288811 , 0.324099 , 0.328793 , 0.318476 , 0.367771 , 0.31563 , 0.338063 , 0.308848 
 743 , 0.308513 , 0.341687 , 0.336073 , 0.303572 , 0.39455 , 0.330473 , 0.329134 , 0.347053 , 0.323946 , 0.293857 , 0.333945 , 0.339337 , 0.328628 , 0.309617 , 0.284691 , 0.361524 , 0.237619 , 0.34057 , 0.354684 , 0.286745 , 0.310006 , 0.31074 , 0.267536 , 0.256927 , 0.337122 , 0.293086 , 0.358465 , 0.37288 , 0.315724 , 0.284395 , 0.318413 , 0.307174 , 0.285122 , 0.29551 , 0.300735 , 0.310283 , 0.304701 , 0.379956 , 0.293536 , 0.32811 , 0.320955 , 0.312313 , 0.302758 , 0.364146 , 0.345536 , 0.336505 , 0.256285 , 0.298496 , 0.29155 , 0.261337 , 0.284172 , 0.267234 , 0.309185 , 0.290119 , 0.325538 , 0.330349 , 0.319715 , 0.369531 , 0.316951 , 0.339515 , 0.310111 
 744 , 0.309871 , 0.343047 , 0.337479 , 0.304935 , 0.396567 , 0.331986 , 0.330415 , 0.34883 , 0.325361 , 0.295236 , 0.335413 , 0.340925 , 0.330198 , 0.310917 , 0.285709 , 0.363101 , 0.23856 , 0.34215 , 0.356365 , 0.288004 , 0.311257 , 0.311925 , 0.268593 , 0.257767 , 0.338587 , 0.294326 , 0.360064 , 0.374805 , 0.317177 , 0.285728 , 0.319973 , 0.308702 , 0.286353 , 0.296751 , 0.30204 , 0.311721 , 0.306061 , 0.381721 , 0.294871 , 0.329512 , 0.322454 , 0.313663 , 0.303958 , 0.365749 , 0.347067 , 0.337943 , 0.257372 , 0.299689 , 0.292928 , 0.262432 , 0.285449 , 0.268469 , 0.310725 , 0.291431 , 0.326951 , 0.331862 , 0.320926 , 0.371242 , 0.318253 , 0.340962 , 0.31135 
 745 , 0.311102 , 0.344251 , 0.338836 , 0.306153 , 0.398343 , 0.333354 , 0.331599 , 0.350452 , 0.326625 , 0.296497 , 0.336722 , 0.342322 , 0.331531 , 0.312094 , 0.286654 , 0.364487 , 0.239347 , 0.343531 , 0.357882 , 0.289123 , 0.312398 , 0.313049 , 0.269562 , 0.258523 , 0.339928 , 0.295436 , 0.36143 , 0.376494 , 0.318426 , 0.28694 , 0.321372 , 0.310079 , 0.287467 , 0.297886 , 0.303226 , 0.313074 , 0.307288 , 0.383285 , 0.296013 , 0.330718 , 0.323797 , 0.314891 , 0.305068 , 0.367191 , 0.348437 , 0.339252 , 0.258355 , 0.30077 , 0.294177 , 0.263441 , 0.286636 , 0.269593 , 0.31215 , 0.292676 , 0.328225 , 0.333218 , 0.321992 , 0.372736 , 0.319456 , 0.342309 , 0.312466 
 746 , 0.312334 , 0.345449 , 0.340207 , 0.307359 , 0.400128 , 0.334729 , 0.332761 , 0.352082 , 0.327867 , 0.297745 , 0.338015 , 0.343716 , 0.332835 , 0.313247 , 0.287578 , 0.365857 , 0.240104 , 0.34489 , 0.359373 , 0.29023 , 0.313526 , 0.31416 , 0.270505 , 0.259257 , 0.341257 , 0.296528 , 0.362758 , 0.378154 , 0.31965 , 0.288131 , 0.322749 , 0.311421 , 0.288559 , 0.298981 , 0.304378 , 0.314408 , 0.308489 , 0.384806 , 0.297111 , 0.331891 , 0.325103 , 0.316073 , 0.306148 , 0.368584 , 0.349765 , 0.340543 , 0.259307 , 0.301825 , 0.295403 , 0.264425 , 0.287795 , 0.270685 , 0.313551 , 0.293901 , 0.329475 , 0.334555 , 0.323035 , 0.374179 , 0.320625 , 0.343642 , 0.313545 
 747 , 0.313558 , 0.346639 , 0.341581 , 0.308562 , 0.401907 , 0.336093 , 0.333915 , 0.353707 , 0.329112 , 0.298986 , 0.339297 , 0.345115 , 0.334139 , 0.31441 , 0.288503 , 0.367239 , 0.240863 , 0.346247 , 0.360868 , 0.29134 , 0.314653 , 0.315281 , 0.271455 , 0.259995 , 0.342589 , 0.297624 , 0.364091 , 0.379813 , 0.320881 , 0.28933 , 0.324141 , 0.312768 , 0.289666 , 0.300088 , 0.305532 , 0.315748 , 0.309694 , 0.38634 , 0.298215 , 0.333063 , 0.326418 , 0.317266 , 0.307237 , 0.369983 , 0.351106 , 0.341836 , 0.260268 , 0.302888 , 0.296628 , 0.26542 , 0.288969 , 0.271779 , 0.314964 , 0.295129 , 0.33073 , 0.335894 , 0.324073 , 0.375626 , 0.321808 , 0.344978 , 0.314634 
 748 , 0.31453 , 0.347628 , 0.342657 , 0.309515 , 0.403319 , 0.33716 , 0.334869 , 0.355134 , 0.33023 , 0.299999 , 0.340341 , 0.346257 , 0.335232 , 0.315456 , 0.289282 , 0.368487 , 0.241484 , 0.34739 , 0.362126 , 0.292343 , 0.315587 , 0.316245 , 0.272298 , 0.260635 , 0.343671 , 0.298622 , 0.365269 , 0.381233 , 0.321967 , 0.290396 , 0.325435 , 0.31401 , 0.290715 , 0.301145 , 0.306585 , 0.316996 , 0.31073 , 0.387744 , 0.299129 , 0.334099 , 0.327614 , 0.318317 , 0.308257 , 0.37126 , 0.352279 , 0.343026 , 0.261123 , 0.303818 , 0.297758 , 0.266313 , 0.290039 , 0.272705 , 0.316239 , 0.296262 , 0.331833 , 0.337085 , 0.325003 , 0.376951 , 0.3229 , 0.346188 , 0.315606 
 749 , 0.315588 , 0.348673 , 0.343772 , 0.310537 , 0.404803 , 0.338276 , 0.335886 , 0.356616 , 0.331412 , 0.301082 , 0.341445 , 0.347424 , 0.336394 , 0.316535 , 0.290102 , 0.36978 , 0.242128 , 0.348554 , 0.363411 , 0.293383 , 0.316517 , 0.317213 , 0.273154 , 0.261277 , 0.344726 , 0.299632 , 0.366454 , 0.38263 , 0.323029 , 0.291432 , 0.326719 , 0.315212 , 0.291745 , 0.302167 , 0.307601 , 0.318186 , 0.311692 , 0.389124 , 0.300021 , 0.335095 , 0.328783 , 0.319321 , 0.309226 , 0.372497 , 0.353429 , 0.344143 , 0.261942 , 0.304702 , 0.298861 , 0.267181 , 0.291062 , 0.273594 , 0.317495 , 0.297367 , 0.332886 , 0.33822 , 0.325909 , 0.37825 , 0.323933 , 0.347317 , 0.316529 
 750 , 0.316671 , 0.349744 , 0.344914 , 0.31159 , 0.406317 , 0.339417 , 0.336927 , 0.358139 , 0.332625 , 0.302188 , 0.342581 , 0.348618 , 0.337587 , 0.317639 , 0.290944 , 0.371094 , 0.24279 , 0.34975 , 0.364723 , 0.294446 , 0.31747 , 0.318199 , 0.274027 , 0.261933 , 0.3458 , 0.300666 , 0.367673 , 0.384061 , 0.324123 , 0.292497 , 0.328035 , 0.316432 , 0.292799 , 0.303213 , 0.308646 , 0.319407 , 0.312684 , 0.390539 , 0.300936 , 0.336109 , 0.329978 , 0.320356 , 0.310225 , 0.373767 , 0.354611 , 0.345285 , 0.262782 , 0.305609 , 0.299987 , 0.268065 , 0.292107 , 0.274505 , 0.318784 , 0.298503 , 0.333965 , 0.33938 , 0.326834 , 0.379584 , 0.324985 , 0.348479 , 0.317476 
 751 , 0.317351 , 0.350553 , 0.345809 , 0.312486 , 0.4075 , 0.340307 , 0.337817 , 0.359397 , 0.333672 , 0.303138 , 0.343567 , 0.349655 , 0.338645 , 0.318637 , 0.29174 , 0.372254 , 0.243466 , 0.350782 , 0.365937 , 0.295446 , 0.318357 , 0.319057 , 0.274859 , 0.262607 , 0.346751 , 0.301597 , 0.368815 , 0.385295 , 0.325164 , 0.293491 , 0.329195 , 0.317606 , 0.293867 , 0.304303 , 0.309684 , 0.320624 , 0.313759 , 0.391854 , 0.30182 , 0.33711 , 0.331163 , 0.321363 , 0.311219 , 0.374992 , 0.3558 , 0.346477 , 0.26362 , 0.306507 , 0.301049 , 0.268937 , 0.293115 , 0.275445 , 0.319968 , 0.299591 , 0.335066 , 0.340523 , 0.327832 , 0.38085 , 0.326075 , 0.349623 , 0.318421 
 752 , 0.31787 , 0.351202 , 0.34655 , 0.31325 , 0.408454 , 0.341012 , 0.338511 , 0.360377 , 0.334542 , 0.303877 , 0.34433 , 0.350474 , 0.339455 , 0.319459 , 0.292348 , 0.37315 , 0.24399 , 0.351527 , 0.366917 , 0.296202 , 0.319031 , 0.319637 , 0.275459 , 0.2631 , 0.347437 , 0.302231 , 0.369597 , 0.386116 , 0.325897 , 0.294243 , 0.330018 , 0.318444 , 0.294607 , 0.305051 , 0.310379 , 0.321494 , 0.31459 , 0.3927 , 0.302372 , 0.33772 , 0.331952 , 0.322049 , 0.311904 , 0.375805 , 0.356587 , 0.347367 , 0.264223 , 0.307112 , 0.301823 , 0.269518 , 0.293809 , 0.276148 , 0.320767 , 0.300343 , 0.335831 , 0.341331 , 0.328455 , 0.381694 , 0.326822 , 0.350398 , 0.319006 
 753 , 0.318417 , 0.351889 , 0.34733 , 0.314056 , 0.40946 , 0.341748 , 0.339248 , 0.361403 , 0.335457 , 0.304657 , 0.345131 , 0.351333 , 0.340316 , 0.320322 , 0.292982 , 0.374095 , 0.244535 , 0.352318 , 0.367951 , 0.296997 , 0.319741 , 0.320246 , 0.276096 , 0.263615 , 0.348155 , 0.302899 , 0.370419 , 0.386979 , 0.326672 , 0.295041 , 0.330885 , 0.319325 , 0.295386 , 0.305847 , 0.311115 , 0.322413 , 0.315469 , 0.393603 , 0.302957 , 0.33836 , 0.332784 , 0.322778 , 0.312631 , 0.376659 , 0.357426 , 0.348309 , 0.264862 , 0.307752 , 0.302643 , 0.270137 , 0.294542 , 0.276882 , 0.321608 , 0.301141 , 0.336646 , 0.342177 , 0.32912 , 0.382593 , 0.327605 , 0.351211 , 0.319625 
 754 , 0.3188 , 0.352517 , 0.347973 , 0.314856 , 0.410372 , 0.342435 , 0.340002 , 0.362243 , 0.336271 , 0.305407 , 0.345921 , 0.352233 , 0.34119 , 0.321078 , 0.293764 , 0.374997 , 0.245293 , 0.353156 , 0.368923 , 0.297824 , 0.320504 , 0.320878 , 0.276718 , 0.264294 , 0.348935 , 0.303607 , 0.371266 , 0.387847 , 0.327539 , 0.295868 , 0.331766 , 0.320259 , 0.296307 , 0.306801 , 0.311984 , 0.323421 , 0.316547 , 0.394521 , 0.303658 , 0.339137 , 0.333716 , 0.323615 , 0.313475 , 0.377578 , 0.358326 , 0.349335 , 0.265591 , 0.308518 , 0.30349 , 0.270826 , 0.295248 , 0.277757 , 0.322479 , 0.301929 , 0.337549 , 0.343132 , 0.32994 , 0.383529 , 0.32852 , 0.352117 , 0.320368 
 755 , 0.318928 , 0.352997 , 0.348308 , 0.315598 , 0.411004 , 0.342956 , 0.34068 , 0.362641 , 0.336726 , 0.305987 , 0.346494 , 0.352997 , 0.341909 , 0.321477 , 0.294606 , 0.375647 , 0.246243 , 0.353842 , 0.369502 , 0.298495 , 0.321119 , 0.321295 , 0.277146 , 0.265018 , 0.349524 , 0.304159 , 0.37181 , 0.38836 , 0.328266 , 0.296499 , 0.332337 , 0.320846 , 0.29711 , 0.307645 , 0.312717 , 0.324208 , 0.317556 , 0.395007 , 0.304159 , 0.339757 , 0.334457 , 0.324215 , 0.314135 , 0.378157 , 0.358921 , 0.350097 , 0.266162 , 0.309141 , 0.304029 , 0.271345 , 0.295601 , 0.278518 , 0.323018 , 0.302345 , 0.338209 , 0.343854 , 0.330653 , 0.384062 , 0.329209 , 0.352691 , 0.320892 
 756 , 0.319084 , 0.353513 , 0.348644 , 0.316392 , 0.411669 , 0.343495 , 0.341376 , 0.363043 , 0.337152 , 0.306582 , 0.34706 , 0.353767 , 0.342641 , 0.321841 , 0.295474 , 0.376282 , 0.247232 , 0.354504 , 0.370024 , 0.299164 , 0.321704 , 0.321658 , 0.277549 , 0.265718 , 0.350065 , 0.304672 , 0.372279 , 0.388784 , 0.328939 , 0.297078 , 0.332831 , 0.321326 , 0.29784 , 0.30842 , 0.313367 , 0.324904 , 0.318503 , 0.395341 , 0.304554 , 0.340275 , 0.335112 , 0.324702 , 0.314703 , 0.378615 , 0.359406 , 0.350763 , 0.266657 , 0.309684 , 0.304476 , 0.271787 , 0.295865 , 0.279218 , 0.323457 , 0.302664 , 0.338762 , 0.344472 , 0.331279 , 0.384436 , 0.32978 , 0.353116 , 0.3213 
 757 , 0.31925 , 0.354085 , 0.349005 , 0.317278 , 0.412394 , 0.344101 , 0.342149 , 0.363475 , 0.337637 , 0.307235 , 0.34768 , 0.354633 , 0.343442 , 0.32224 , 0.296436 , 0.376978 , 0.248332 , 0.355234 , 0.370585 , 0.29989 , 0.322358 , 0.322058 , 0.277983 , 0.266511 , 0.350664 , 0.305218 , 0.372786 , 0.38924 , 0.329684 , 0.297722 , 0.333354 , 0.321836 , 0.298649 , 0.309279 , 0.314078 , 0.325681 , 0.31955 , 0.395698 , 0.304996 , 0.34085 , 0.335835 , 0.325231 , 0.315332 , 0.379113 , 0.359935 , 0.351486 , 0.267203 , 0.310285 , 0.304963 , 0.272283 , 0.296148 , 0.279994 , 0.323938 , 0.303011 , 0.339367 , 0.345153 , 0.331976 , 0.384846 , 0.330415 , 0.353582 , 0.321744 
