AUG6MNAT00050.spu,AUG6MNAT00049.spu,AUG6MNAT00048.spu,
Wavelength,AUG6MNAT00051.spu,AUG6MNAT00052.spu,AUG6MNAT00053.spu,AUG6MNAT00054.spu,AUG6MNAT00055.spu,AUG6MNAT00056.spu,AUG6MNAT00057.spu,AUG6MNAT00058.spu,AUG6MNAT00059.spu,AUG6MNAT00060.spu,AUG6MNAT00061.spu,AUG6MNAT00062.spu,AUG6MNAT00063.spu,AUG6MNAT00064.spu,AUG6MNAT00065.spu,AUG6MNAT00066.spu,AUG6MNAT00067.spu,AUG6MNAT00068.spu,AUG6MNAT00069.spu,AUG6MNAT00070.spu
  (nm),8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1
  time  ,46:57 AM,47:11 AM,47:18 AM,47:25 AM,47:35 AM,48:29 AM,48:36 AM,48:44 AM,48:50 AM,48:57 AM,49:33 AM,49:40 AM,49:46 AM,49:55 AM,50:06 AM,50:54 AM,51:00 AM,51:09 AM,51:16 AM,51:22 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 580 , 0.131708 , 0.0818 , 0.175595 , 0.0682 , 0.053528 , 0.084327 , 0.066422 , 0.169636 , 0.098529 , 0.076333 , 0.088299 , 0.09738 , 0.083496 , 0.104557 , 0.097947 , 0.089538 , 0.085475 , 0.1079 , 0.122676 , 0.119804 
 581 , 0.130275 , 0.081037 , 0.174765 , 0.067686 , 0.053011 , 0.083602 , 0.065868 , 0.168337 , 0.097694 , 0.075576 , 0.087259 , 0.096171 , 0.082566 , 0.103066 , 0.096795 , 0.088782 , 0.084885 , 0.107052 , 0.121768 , 0.118948 
 582 , 0.128766 , 0.080233 , 0.173822 , 0.067116 , 0.052471 , 0.082841 , 0.065289 , 0.16691 , 0.0968 , 0.074775 , 0.08614 , 0.094899 , 0.081598 , 0.101533 , 0.095571 , 0.08796 , 0.084239 , 0.106143 , 0.120761 , 0.118011 
 583 , 0.127247 , 0.07943 , 0.172874 , 0.06655 , 0.051936 , 0.082077 , 0.064709 , 0.165491 , 0.095904 , 0.073967 , 0.085026 , 0.093626 , 0.080625 , 0.100002 , 0.094345 , 0.087136 , 0.083602 , 0.10523 , 0.119756 , 0.117068 
 584 , 0.125517 , 0.078446 , 0.171352 , 0.065899 , 0.051271 , 0.081137 , 0.063978 , 0.163683 , 0.094834 , 0.073016 , 0.083842 , 0.092242 , 0.079529 , 0.098363 , 0.093046 , 0.086181 , 0.082799 , 0.104125 , 0.118499 , 0.115881 
 585 , 0.12351 , 0.077254 , 0.169131 , 0.065135 , 0.050455 , 0.079999 , 0.063065 , 0.16142 , 0.093553 , 0.071876 , 0.082587 , 0.09073 , 0.07829 , 0.09658 , 0.091647 , 0.085063 , 0.081807 , 0.102777 , 0.116933 , 0.114391 
 586 , 0.12151 , 0.076059 , 0.166909 , 0.064374 , 0.049634 , 0.078855 , 0.062159 , 0.159149 , 0.092271 , 0.070727 , 0.081334 , 0.089217 , 0.077047 , 0.094795 , 0.09025 , 0.083955 , 0.080817 , 0.101425 , 0.11537 , 0.112898 
 587 , 0.119519 , 0.074874 , 0.164711 , 0.063595 , 0.04883 , 0.077718 , 0.061261 , 0.156899 , 0.090988 , 0.069601 , 0.080078 , 0.087705 , 0.075822 , 0.093036 , 0.088863 , 0.082845 , 0.079836 , 0.100091 , 0.113813 , 0.111408 
 588 , 0.117644 , 0.073789 , 0.162678 , 0.062708 , 0.048155 , 0.076633 , 0.060473 , 0.154793 , 0.089724 , 0.068629 , 0.078862 , 0.086264 , 0.074693 , 0.091463 , 0.087564 , 0.081801 , 0.078919 , 0.098834 , 0.112288 , 0.109984 
 589 , 0.115769 , 0.072701 , 0.160653 , 0.061827 , 0.047482 , 0.075547 , 0.059695 , 0.15268 , 0.088466 , 0.067673 , 0.077642 , 0.084827 , 0.073569 , 0.089898 , 0.086266 , 0.080754 , 0.078002 , 0.09758 , 0.110766 , 0.108565 
 590 , 0.113891 , 0.071617 , 0.158621 , 0.060942 , 0.04681 , 0.074457 , 0.058917 , 0.150572 , 0.087206 , 0.066714 , 0.076427 , 0.083393 , 0.072437 , 0.088332 , 0.084966 , 0.079708 , 0.077082 , 0.096325 , 0.10924 , 0.10714 
 591 , 0.112577 , 0.070823 , 0.157244 , 0.060439 , 0.046331 , 0.073784 , 0.058405 , 0.149009 , 0.086342 , 0.065973 , 0.075576 , 0.082352 , 0.071701 , 0.087123 , 0.084059 , 0.078973 , 0.076472 , 0.095497 , 0.108194 , 0.106147 
 592 , 0.11143 , 0.070124 , 0.156067 , 0.060047 , 0.045912 , 0.073238 , 0.057967 , 0.147619 , 0.085594 , 0.065296 , 0.074838 , 0.081422 , 0.071074 , 0.086021 , 0.083261 , 0.078331 , 0.075956 , 0.094799 , 0.107293 , 0.105279 
 593 , 0.110287 , 0.069421 , 0.154891 , 0.059654 , 0.045499 , 0.072699 , 0.057523 , 0.146234 , 0.084854 , 0.064615 , 0.074102 , 0.08049 , 0.070454 , 0.08492 , 0.082466 , 0.07769 , 0.075439 , 0.094102 , 0.106395 , 0.104413 
 594 , 0.109339 , 0.068848 , 0.153898 , 0.059321 , 0.045134 , 0.072251 , 0.057151 , 0.145159 , 0.084256 , 0.064069 , 0.073466 , 0.079715 , 0.069879 , 0.084013 , 0.081813 , 0.077165 , 0.075043 , 0.093552 , 0.105664 , 0.103695 
 595 , 0.108648 , 0.068459 , 0.153157 , 0.059071 , 0.044833 , 0.071911 , 0.056864 , 0.144507 , 0.083848 , 0.063691 , 0.072985 , 0.079163 , 0.069397 , 0.08337 , 0.081352 , 0.076797 , 0.074808 , 0.093206 , 0.105179 , 0.103167 
 596 , 0.107965 , 0.068065 , 0.152416 , 0.058822 , 0.044539 , 0.071577 , 0.056584 , 0.143854 , 0.083434 , 0.063314 , 0.072505 , 0.078613 , 0.068917 , 0.08273 , 0.080886 , 0.076434 , 0.074578 , 0.092866 , 0.104694 , 0.102633 
 597 , 0.107282 , 0.067683 , 0.151686 , 0.058577 , 0.044251 , 0.071249 , 0.056298 , 0.143211 , 0.083038 , 0.062949 , 0.072026 , 0.078064 , 0.068455 , 0.082097 , 0.080437 , 0.076077 , 0.074347 , 0.092524 , 0.10422 , 0.10211 
 598 , 0.106705 , 0.067427 , 0.150982 , 0.058374 , 0.044038 , 0.070964 , 0.056035 , 0.142673 , 0.082711 , 0.062644 , 0.071558 , 0.077533 , 0.068183 , 0.08153 , 0.080064 , 0.075741 , 0.074129 , 0.092201 , 0.103796 , 0.101661 
 599 , 0.106122 , 0.067163 , 0.150266 , 0.058167 , 0.043819 , 0.070679 , 0.055758 , 0.142122 , 0.082379 , 0.062343 , 0.071078 , 0.076998 , 0.067916 , 0.08096 , 0.079686 , 0.075405 , 0.073899 , 0.091867 , 0.103365 , 0.101205 
 600 , 0.105546 , 0.066904 , 0.149545 , 0.057966 , 0.043601 , 0.070387 , 0.055486 , 0.14157 , 0.082047 , 0.062037 , 0.070606 , 0.076459 , 0.067642 , 0.080386 , 0.079314 , 0.075064 , 0.073674 , 0.091539 , 0.102934 , 0.100748 
 601 , 0.10491 , 0.066573 , 0.148892 , 0.057827 , 0.043379 , 0.070087 , 0.055226 , 0.140996 , 0.081779 , 0.061703 , 0.070168 , 0.075985 , 0.06736 , 0.079821 , 0.078942 , 0.074756 , 0.073464 , 0.09126 , 0.102504 , 0.100293 
 602 , 0.104271 , 0.066218 , 0.148285 , 0.057722 , 0.043167 , 0.069794 , 0.054988 , 0.14043 , 0.08154 , 0.061367 , 0.069754 , 0.075544 , 0.067082 , 0.079257 , 0.078582 , 0.074463 , 0.073273 , 0.091009 , 0.10208 , 0.099854 
 603 , 0.103628 , 0.065865 , 0.147673 , 0.057622 , 0.04295 , 0.069502 , 0.05475 , 0.139869 , 0.081306 , 0.061025 , 0.069336 , 0.075105 , 0.0668 , 0.078696 , 0.078223 , 0.074176 , 0.073087 , 0.090763 , 0.101662 , 0.09941 
 604 , 0.102967 , 0.06551 , 0.147033 , 0.057463 , 0.042744 , 0.069172 , 0.054482 , 0.139322 , 0.080984 , 0.060654 , 0.068889 , 0.074579 , 0.066486 , 0.078054 , 0.077821 , 0.073846 , 0.072886 , 0.090468 , 0.101206 , 0.098935 
 605 , 0.102254 , 0.065152 , 0.146342 , 0.057232 , 0.042551 , 0.068804 , 0.054157 , 0.138795 , 0.080529 , 0.060245 , 0.068391 , 0.073926 , 0.066108 , 0.077289 , 0.077363 , 0.073445 , 0.072654 , 0.090088 , 0.100705 , 0.098404 
 606 , 0.101535 , 0.064794 , 0.145649 , 0.057 , 0.042352 , 0.068429 , 0.053832 , 0.138265 , 0.080067 , 0.059836 , 0.067889 , 0.073269 , 0.065734 , 0.076527 , 0.076899 , 0.073044 , 0.072425 , 0.089707 , 0.100207 , 0.097872 
 607 , 0.100815 , 0.064431 , 0.144968 , 0.056768 , 0.042159 , 0.068056 , 0.053502 , 0.13773 , 0.079606 , 0.059423 , 0.067383 , 0.07261 , 0.06535 , 0.075758 , 0.076425 , 0.072643 , 0.07219 , 0.089325 , 0.099706 , 0.097336 
 608 , 0.099941 , 0.064024 , 0.144443 , 0.056593 , 0.041932 , 0.067653 , 0.053187 , 0.136956 , 0.079064 , 0.058879 , 0.066783 , 0.071923 , 0.064905 , 0.074872 , 0.075792 , 0.072174 , 0.071845 , 0.088831 , 0.099122 , 0.096719 
 609 , 0.099078 , 0.063621 , 0.143925 , 0.056416 , 0.041713 , 0.067248 , 0.052878 , 0.136188 , 0.078524 , 0.058335 , 0.066189 , 0.071242 , 0.064464 , 0.073993 , 0.075163 , 0.071707 , 0.071508 , 0.088341 , 0.098535 , 0.096111 
 610 , 0.098213 , 0.063213 , 0.143411 , 0.056244 , 0.041489 , 0.066849 , 0.052564 , 0.135421 , 0.077985 , 0.057795 , 0.065591 , 0.070558 , 0.064024 , 0.073118 , 0.07453 , 0.071242 , 0.071164 , 0.087851 , 0.097954 , 0.095504 
 611 , 0.097413 , 0.062766 , 0.142839 , 0.055993 , 0.041217 , 0.066394 , 0.052173 , 0.134699 , 0.07746 , 0.057299 , 0.065006 , 0.069852 , 0.063518 , 0.072268 , 0.073936 , 0.070791 , 0.070829 , 0.087384 , 0.09738 , 0.09491 
 612 , 0.096628 , 0.062295 , 0.142246 , 0.055717 , 0.040928 , 0.065915 , 0.051754 , 0.133991 , 0.076948 , 0.056825 , 0.06443 , 0.069141 , 0.062983 , 0.071429 , 0.07335 , 0.070348 , 0.070501 , 0.086911 , 0.096809 , 0.094319 
 613 , 0.095842 , 0.061826 , 0.141645 , 0.055435 , 0.040634 , 0.065436 , 0.05133 , 0.133283 , 0.076431 , 0.056347 , 0.063845 , 0.068423 , 0.06245 , 0.070589 , 0.072761 , 0.069899 , 0.070171 , 0.086443 , 0.096238 , 0.093729 
 614 , 0.095089 , 0.061393 , 0.141156 , 0.055161 , 0.040376 , 0.064984 , 0.050922 , 0.132597 , 0.075919 , 0.055895 , 0.063288 , 0.067743 , 0.061976 , 0.069795 , 0.072166 , 0.069498 , 0.069854 , 0.086022 , 0.09572 , 0.093204 
 615 , 0.094416 , 0.06103 , 0.140855 , 0.054907 , 0.040165 , 0.064568 , 0.050547 , 0.131952 , 0.075428 , 0.055471 , 0.062767 , 0.067121 , 0.061616 , 0.069078 , 0.071546 , 0.069148 , 0.069573 , 0.085707 , 0.095314 , 0.092825 
 616 , 0.093742 , 0.060667 , 0.140562 , 0.054651 , 0.039958 , 0.064157 , 0.050176 , 0.131307 , 0.074938 , 0.055047 , 0.062247 , 0.066502 , 0.061256 , 0.068359 , 0.070929 , 0.068798 , 0.069291 , 0.085386 , 0.094903 , 0.092446 
 617 , 0.093075 , 0.060305 , 0.14027 , 0.054401 , 0.039751 , 0.063743 , 0.049807 , 0.130662 , 0.074449 , 0.054624 , 0.061728 , 0.065885 , 0.060897 , 0.067649 , 0.070319 , 0.068454 , 0.069008 , 0.085076 , 0.094498 , 0.092067 
 618 , 0.092507 , 0.059909 , 0.140246 , 0.054273 , 0.039513 , 0.063364 , 0.049539 , 0.130115 , 0.074117 , 0.054326 , 0.061417 , 0.065429 , 0.060573 , 0.067138 , 0.069908 , 0.068236 , 0.068788 , 0.084949 , 0.094221 , 0.091785 
 619 , 0.091943 , 0.059512 , 0.14022 , 0.05414 , 0.039273 , 0.062986 , 0.049271 , 0.129572 , 0.073787 , 0.054029 , 0.061104 , 0.064968 , 0.060247 , 0.066618 , 0.069505 , 0.068024 , 0.068564 , 0.084816 , 0.093942 , 0.091499 
 620 , 0.091382 , 0.059122 , 0.140196 , 0.054013 , 0.039039 , 0.062603 , 0.048998 , 0.12903 , 0.073458 , 0.053728 , 0.060791 , 0.06451 , 0.059917 , 0.0661 , 0.069102 , 0.067812 , 0.068344 , 0.084687 , 0.093662 , 0.091213 
 621 , 0.090923 , 0.058831 , 0.140121 , 0.053868 , 0.038876 , 0.062258 , 0.048746 , 0.128472 , 0.073077 , 0.053463 , 0.060505 , 0.064047 , 0.059603 , 0.065621 , 0.06868 , 0.067594 , 0.068129 , 0.084422 , 0.093363 , 0.090944 
 622 , 0.090508 , 0.058588 , 0.140022 , 0.053711 , 0.038752 , 0.061923 , 0.048505 , 0.127907 , 0.07268 , 0.05322 , 0.060229 , 0.06358 , 0.059294 , 0.065163 , 0.068258 , 0.067369 , 0.067923 , 0.084105 , 0.093054 , 0.090681 
 623 , 0.090094 , 0.058339 , 0.139931 , 0.053555 , 0.038627 , 0.061593 , 0.048265 , 0.127342 , 0.072282 , 0.052971 , 0.059953 , 0.063119 , 0.05898 , 0.064702 , 0.067836 , 0.067149 , 0.067716 , 0.083784 , 0.092744 , 0.090422 
 624 , 0.089686 , 0.058113 , 0.139853 , 0.053419 , 0.038507 , 0.061309 , 0.048051 , 0.126813 , 0.071931 , 0.052714 , 0.05968 , 0.062709 , 0.058715 , 0.06426 , 0.067439 , 0.066931 , 0.067533 , 0.083524 , 0.092456 , 0.090163 
 625 , 0.089301 , 0.057918 , 0.139796 , 0.053307 , 0.038398 , 0.061128 , 0.047915 , 0.126376 , 0.071694 , 0.052438 , 0.059422 , 0.062405 , 0.058543 , 0.063847 , 0.067094 , 0.066742 , 0.067399 , 0.083387 , 0.092227 , 0.089922 
 626 , 0.088919 , 0.057729 , 0.139734 , 0.053195 , 0.03829 , 0.060943 , 0.04778 , 0.125942 , 0.071454 , 0.052159 , 0.059161 , 0.062103 , 0.058373 , 0.063437 , 0.066739 , 0.066549 , 0.067265 , 0.083247 , 0.091995 , 0.089687 
 627 , 0.088542 , 0.057534 , 0.139673 , 0.053087 , 0.038187 , 0.060758 , 0.047645 , 0.125501 , 0.071218 , 0.051881 , 0.0589 , 0.061806 , 0.058201 , 0.063023 , 0.066391 , 0.066355 , 0.067136 , 0.08311 , 0.091767 , 0.089451 
 628 , 0.088491 , 0.057505 , 0.139792 , 0.053059 , 0.038101 , 0.060619 , 0.047531 , 0.125429 , 0.071136 , 0.051839 , 0.058832 , 0.0617 , 0.058135 , 0.062883 , 0.066264 , 0.066351 , 0.06714 , 0.083163 , 0.091759 , 0.089433 
 629 , 0.088438 , 0.057469 , 0.139904 , 0.05303 , 0.038011 , 0.060471 , 0.047405 , 0.125355 , 0.071046 , 0.051793 , 0.058758 , 0.061586 , 0.058067 , 0.062747 , 0.066142 , 0.066347 , 0.067139 , 0.083212 , 0.091742 , 0.089405 
 630 , 0.08838 , 0.057438 , 0.140014 , 0.053002 , 0.037916 , 0.060322 , 0.047279 , 0.12528 , 0.070956 , 0.051746 , 0.058689 , 0.061466 , 0.058 , 0.062604 , 0.066015 , 0.066341 , 0.067138 , 0.08326 , 0.091729 , 0.089376 
 631 , 0.088388 , 0.057512 , 0.140328 , 0.053056 , 0.037916 , 0.060239 , 0.047219 , 0.125438 , 0.070954 , 0.051726 , 0.058654 , 0.061376 , 0.058052 , 0.062538 , 0.065928 , 0.066382 , 0.067223 , 0.083352 , 0.091824 , 0.089433 
 632 , 0.088434 , 0.057648 , 0.140766 , 0.053159 , 0.037968 , 0.060189 , 0.047211 , 0.125713 , 0.071013 , 0.051716 , 0.058648 , 0.061306 , 0.058184 , 0.06251 , 0.065861 , 0.066453 , 0.067366 , 0.08348 , 0.091989 , 0.089551 
 633 , 0.088485 , 0.057785 , 0.141201 , 0.053262 , 0.03802 , 0.060143 , 0.047203 , 0.125984 , 0.071067 , 0.051705 , 0.058637 , 0.061236 , 0.058311 , 0.062476 , 0.065799 , 0.066524 , 0.067509 , 0.08361 , 0.09216 , 0.089669 
 634 , 0.088507 , 0.057878 , 0.141645 , 0.053383 , 0.038061 , 0.06011 , 0.047208 , 0.126256 , 0.071136 , 0.051677 , 0.058644 , 0.061182 , 0.058455 , 0.062418 , 0.065769 , 0.066606 , 0.067643 , 0.083731 , 0.092327 , 0.089779 
 635 , 0.088455 , 0.057873 , 0.142099 , 0.053531 , 0.038094 , 0.060087 , 0.047232 , 0.126529 , 0.071234 , 0.051614 , 0.058675 , 0.061155 , 0.058609 , 0.062291 , 0.065819 , 0.066703 , 0.067752 , 0.083833 , 0.09249 , 0.089872 
 636 , 0.088408 , 0.057862 , 0.142548 , 0.053679 , 0.038129 , 0.060069 , 0.047258 , 0.126804 , 0.071333 , 0.051554 , 0.058712 , 0.061128 , 0.058768 , 0.062163 , 0.065875 , 0.066801 , 0.067861 , 0.083928 , 0.092658 , 0.08997 
 637 , 0.08836 , 0.057856 , 0.143002 , 0.053826 , 0.038164 , 0.06005 , 0.047284 , 0.127078 , 0.071426 , 0.051494 , 0.058748 , 0.061101 , 0.058927 , 0.062034 , 0.065925 , 0.0669 , 0.067966 , 0.084028 , 0.092821 , 0.090062 
 638 , 0.088248 , 0.057877 , 0.143138 , 0.053837 , 0.038133 , 0.05991 , 0.047122 , 0.127213 , 0.07122 , 0.051352 , 0.058545 , 0.060875 , 0.058832 , 0.061758 , 0.065804 , 0.066907 , 0.06798 , 0.083915 , 0.092843 , 0.089922 
 639 , 0.088129 , 0.057904 , 0.143268 , 0.05385 , 0.038098 , 0.05977 , 0.046947 , 0.127341 , 0.071004 , 0.051208 , 0.058336 , 0.060644 , 0.058732 , 0.061481 , 0.06568 , 0.066919 , 0.067988 , 0.083796 , 0.092862 , 0.089783 
 640 , 0.088008 , 0.057926 , 0.143398 , 0.053862 , 0.038067 , 0.059629 , 0.046777 , 0.12747 , 0.070789 , 0.051068 , 0.058127 , 0.060411 , 0.058636 , 0.061204 , 0.065556 , 0.066925 , 0.067995 , 0.083682 , 0.092881 , 0.089639 
 641 , 0.087619 , 0.057781 , 0.143278 , 0.053707 , 0.037884 , 0.059372 , 0.046532 , 0.127321 , 0.070457 , 0.050771 , 0.057776 , 0.060037 , 0.058389 , 0.060742 , 0.065291 , 0.066764 , 0.067804 , 0.083359 , 0.092687 , 0.089308 
 642 , 0.087097 , 0.05755 , 0.143019 , 0.053462 , 0.03763 , 0.059027 , 0.046254 , 0.127023 , 0.07006 , 0.050383 , 0.057339 , 0.059588 , 0.058059 , 0.060191 , 0.064953 , 0.066508 , 0.067507 , 0.082937 , 0.092379 , 0.088868 
 643 , 0.086575 , 0.057319 , 0.142761 , 0.053212 , 0.037372 , 0.058687 , 0.045971 , 0.126725 , 0.069664 , 0.04999 , 0.056902 , 0.05914 , 0.05773 , 0.059634 , 0.064611 , 0.066252 , 0.06721 , 0.082509 , 0.092071 , 0.088433 
 644 , 0.086042 , 0.057015 , 0.142413 , 0.052955 , 0.037089 , 0.058285 , 0.04565 , 0.126387 , 0.069218 , 0.049586 , 0.056464 , 0.058676 , 0.057359 , 0.059062 , 0.064269 , 0.065982 , 0.066903 , 0.082049 , 0.091727 , 0.087961 
 645 , 0.085479 , 0.056546 , 0.141865 , 0.052672 , 0.036752 , 0.057753 , 0.045234 , 0.125935 , 0.068665 , 0.049138 , 0.056032 , 0.058179 , 0.056905 , 0.058452 , 0.063918 , 0.06569 , 0.066574 , 0.081497 , 0.091289 , 0.087421 
 646 , 0.084914 , 0.056074 , 0.141311 , 0.052387 , 0.036408 , 0.057223 , 0.044823 , 0.125486 , 0.068104 , 0.048685 , 0.055597 , 0.057679 , 0.056448 , 0.057833 , 0.063561 , 0.065392 , 0.066243 , 0.080939 , 0.090847 , 0.086878 
 647 , 0.08435 , 0.055603 , 0.140757 , 0.052107 , 0.036066 , 0.056694 , 0.044404 , 0.125032 , 0.06755 , 0.048233 , 0.055163 , 0.05718 , 0.055987 , 0.057216 , 0.063199 , 0.065098 , 0.065912 , 0.080383 , 0.090405 , 0.08633 
 648 , 0.083701 , 0.055191 , 0.14027 , 0.051789 , 0.035844 , 0.056238 , 0.044016 , 0.124432 , 0.066933 , 0.047785 , 0.05469 , 0.056519 , 0.055533 , 0.056514 , 0.062643 , 0.064772 , 0.065523 , 0.079778 , 0.08987 , 0.085754 
 649 , 0.083043 , 0.05479 , 0.139798 , 0.051475 , 0.035625 , 0.055783 , 0.043624 , 0.123826 , 0.066322 , 0.047336 , 0.05421 , 0.055849 , 0.055075 , 0.055813 , 0.062081 , 0.064444 , 0.065126 , 0.079168 , 0.089326 , 0.085166 
 650 , 0.082387 , 0.054385 , 0.13932 , 0.051162 , 0.035407 , 0.055324 , 0.043234 , 0.123226 , 0.065704 , 0.046883 , 0.05373 , 0.055177 , 0.054614 , 0.055106 , 0.061516 , 0.06411 , 0.064734 , 0.07856 , 0.088783 , 0.084575 
 651 , 0.081782 , 0.053963 , 0.13898 , 0.050936 , 0.035189 , 0.054899 , 0.042913 , 0.122646 , 0.065175 , 0.046416 , 0.053285 , 0.054576 , 0.054196 , 0.054409 , 0.061019 , 0.063783 , 0.0644 , 0.078032 , 0.088352 , 0.08404 
 652 , 0.081198 , 0.053508 , 0.13871 , 0.050757 , 0.034975 , 0.054502 , 0.042619 , 0.12207 , 0.06468 , 0.04594 , 0.052872 , 0.054028 , 0.053806 , 0.053715 , 0.060561 , 0.063458 , 0.064105 , 0.077538 , 0.088004 , 0.083546 
 653 , 0.08061 , 0.053054 , 0.138442 , 0.050577 , 0.034757 , 0.054101 , 0.042329 , 0.121489 , 0.064181 , 0.045466 , 0.05246 , 0.053477 , 0.053416 , 0.053018 , 0.060098 , 0.063129 , 0.063803 , 0.077045 , 0.087649 , 0.083047 
 654 , 0.080116 , 0.052659 , 0.13827 , 0.050416 , 0.034568 , 0.053723 , 0.042055 , 0.121037 , 0.063725 , 0.045041 , 0.052067 , 0.05294 , 0.053041 , 0.052378 , 0.059675 , 0.062847 , 0.063549 , 0.076613 , 0.087362 , 0.082635 
 655 , 0.079848 , 0.052415 , 0.138349 , 0.050324 , 0.034472 , 0.053408 , 0.041837 , 0.120903 , 0.063384 , 0.044744 , 0.051733 , 0.05244 , 0.052706 , 0.051873 , 0.059333 , 0.062662 , 0.063379 , 0.076354 , 0.087233 , 0.082435 
 656 , 0.079584 , 0.052172 , 0.138428 , 0.050232 , 0.034375 , 0.053094 , 0.041619 , 0.120776 , 0.063045 , 0.044446 , 0.051405 , 0.051936 , 0.052372 , 0.051375 , 0.058995 , 0.062474 , 0.063216 , 0.076099 , 0.087108 , 0.08224 
 657 , 0.079324 , 0.051933 , 0.138506 , 0.050144 , 0.034278 , 0.052781 , 0.041406 , 0.12065 , 0.062701 , 0.044148 , 0.051071 , 0.051437 , 0.052034 , 0.050876 , 0.058656 , 0.062285 , 0.063047 , 0.07585 , 0.086983 , 0.082041 
 658 , 0.079078 , 0.051773 , 0.138985 , 0.050159 , 0.034211 , 0.052555 , 0.041228 , 0.120756 , 0.062478 , 0.043919 , 0.050775 , 0.051081 , 0.051798 , 0.050359 , 0.058358 , 0.062268 , 0.062949 , 0.075679 , 0.087026 , 0.081964 
 659 , 0.078831 , 0.051614 , 0.139482 , 0.050173 , 0.034146 , 0.052332 , 0.04105 , 0.120865 , 0.062253 , 0.043696 , 0.050484 , 0.050735 , 0.051563 , 0.049841 , 0.058065 , 0.062258 , 0.06285 , 0.075503 , 0.087081 , 0.081894 
 660 , 0.078583 , 0.051458 , 0.13998 , 0.050186 , 0.034081 , 0.052107 , 0.040866 , 0.120973 , 0.062026 , 0.043476 , 0.050191 , 0.050387 , 0.051333 , 0.049326 , 0.057771 , 0.062247 , 0.06275 , 0.075329 , 0.087134 , 0.081822 
 661 , 0.078363 , 0.051227 , 0.140369 , 0.050214 , 0.033984 , 0.051812 , 0.04064 , 0.121079 , 0.06184 , 0.043276 , 0.049942 , 0.050013 , 0.051066 , 0.048884 , 0.057511 , 0.062197 , 0.062686 , 0.075183 , 0.087171 , 0.081739 
 662 , 0.078153 , 0.050956 , 0.140676 , 0.050254 , 0.033866 , 0.051486 , 0.040379 , 0.121193 , 0.061664 , 0.04308 , 0.049714 , 0.049618 , 0.050779 , 0.048482 , 0.057272 , 0.062124 , 0.062634 , 0.075033 , 0.08717 , 0.081627 
 663 , 0.077942 , 0.050683 , 0.140987 , 0.050289 , 0.033753 , 0.051159 , 0.040122 , 0.121301 , 0.061493 , 0.042889 , 0.049484 , 0.049226 , 0.050491 , 0.048073 , 0.057026 , 0.062049 , 0.062585 , 0.074887 , 0.087168 , 0.081518 
 664 , 0.077718 , 0.050415 , 0.141262 , 0.050298 , 0.033665 , 0.050856 , 0.039875 , 0.121405 , 0.061273 , 0.042679 , 0.049238 , 0.048828 , 0.050222 , 0.047652 , 0.056761 , 0.061988 , 0.06251 , 0.074712 , 0.087157 , 0.081398 
 665 , 0.077475 , 0.050164 , 0.141467 , 0.05024 , 0.033639 , 0.050611 , 0.039672 , 0.121479 , 0.060935 , 0.04244 , 0.048945 , 0.048412 , 0.049991 , 0.047193 , 0.056441 , 0.061956 , 0.062393 , 0.074464 , 0.087134 , 0.081248 
 666 , 0.077234 , 0.049915 , 0.141684 , 0.050179 , 0.033621 , 0.050367 , 0.039474 , 0.121555 , 0.0606 , 0.042195 , 0.048659 , 0.048003 , 0.049767 , 0.046736 , 0.056114 , 0.061927 , 0.062278 , 0.074219 , 0.087111 , 0.081099 
 667 , 0.076998 , 0.04967 , 0.141895 , 0.050123 , 0.033597 , 0.050118 , 0.03927 , 0.121626 , 0.060263 , 0.041954 , 0.048371 , 0.047592 , 0.049537 , 0.046278 , 0.055791 , 0.061898 , 0.062162 , 0.073973 , 0.087092 , 0.080955 
 668 , 0.076783 , 0.049492 , 0.142037 , 0.050124 , 0.033525 , 0.04992 , 0.039146 , 0.121561 , 0.060036 , 0.041717 , 0.048211 , 0.047318 , 0.049313 , 0.045921 , 0.055557 , 0.061831 , 0.062081 , 0.073804 , 0.087041 , 0.080777 
 669 , 0.076564 , 0.049321 , 0.142195 , 0.050123 , 0.033446 , 0.04973 , 0.03902 , 0.121512 , 0.059816 , 0.041478 , 0.048049 , 0.047042 , 0.049091 , 0.045571 , 0.05533 , 0.061773 , 0.061997 , 0.073642 , 0.086988 , 0.080601 
 670 , 0.076345 , 0.04915 , 0.142352 , 0.050122 , 0.033362 , 0.049539 , 0.038894 , 0.121456 , 0.0596 , 0.041243 , 0.047891 , 0.046765 , 0.048873 , 0.045219 , 0.055107 , 0.061708 , 0.061908 , 0.073474 , 0.086933 , 0.080429 
 671 , 0.076258 , 0.049046 , 0.14251 , 0.050123 , 0.033349 , 0.049395 , 0.038808 , 0.121531 , 0.059458 , 0.0411 , 0.04777 , 0.04657 , 0.048708 , 0.045032 , 0.055003 , 0.061704 , 0.061899 , 0.073398 , 0.086947 , 0.08036 
