  time  ,30:24 AM,30:30 AM,30:36 AM,30:43 AM,30:49 AM,31:28 AM,31:34 AM,31:42 AM,31:47 AM,31:51 AM,33:10 AM,33:17 AM,33:23 AM,33:29 AM,33:35 AM,34:16 AM,34:23 AM,34:29 AM,34:35 AM,34:42 AM,36:44 AM,36:52 AM,36:59 AM,37:08 AM,37:14 AM,38:01 AM,38:06 AM,38:12 AM,38:18 AM,38:25 AM,39:11 AM,39:19 AM,39:26 AM,39:33 AM,39:39 AM,40:14 AM,40:21 AM,40:28 AM,40:35 AM,40:44 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 985 , 0.370828 , 0.219317 , 0.288617 , 0.297356 , 0.293124 , 0.327043 , 0.254067 , 0.355453 , 0.23522 , 0.228277 , 0.551665 , 0.430774 , 0.334164 , 0.374537 , 0.335739 , 0.327124 , 0.332655 , 0.316504 , 0.234013 , 0.303501 , 0.364558 , 0.318833 , 0.308649 , 0.218654 , 0.225705 , 0.30156 , 0.329167 , 0.444322 , 0.342208 , 0.336375 , 0.456963 , 0.239107 , 0.298488 , 0.196525 , 0.332218 , 0.326569 , 0.274681 , 0.433675 , 0.373863 , 0.340164 
 986 , 0.371114 , 0.218927 , 0.287496 , 0.296999 , 0.293501 , 0.327102 , 0.253079 , 0.355304 , 0.235287 , 0.227868 , 0.550862 , 0.430888 , 0.334456 , 0.373874 , 0.335882 , 0.327307 , 0.332302 , 0.316211 , 0.234186 , 0.302345 , 0.364446 , 0.318279 , 0.308414 , 0.2183 , 0.22579 , 0.301535 , 0.32951 , 0.444376 , 0.342383 , 0.336573 , 0.456347 , 0.239224 , 0.298376 , 0.196351 , 0.332297 , 0.326843 , 0.274273 , 0.433561 , 0.373226 , 0.339953 
 987 , 0.371698 , 0.218502 , 0.286156 , 0.296506 , 0.29336 , 0.326947 , 0.25231 , 0.354749 , 0.234778 , 0.227865 , 0.54988 , 0.431619 , 0.335149 , 0.373949 , 0.335624 , 0.326267 , 0.33148 , 0.315852 , 0.234216 , 0.3016 , 0.364602 , 0.317719 , 0.308103 , 0.217914 , 0.226073 , 0.301438 , 0.329483 , 0.444522 , 0.342968 , 0.336844 , 0.456021 , 0.239062 , 0.298163 , 0.196135 , 0.3325 , 0.326601 , 0.273588 , 0.433945 , 0.37295 , 0.339725 
 988 , 0.372458 , 0.218177 , 0.28489 , 0.295966 , 0.293005 , 0.326733 , 0.251706 , 0.354 , 0.23404 , 0.228085 , 0.548841 , 0.432629 , 0.335962 , 0.374444 , 0.335192 , 0.324719 , 0.330486 , 0.315528 , 0.234191 , 0.301135 , 0.364898 , 0.317224 , 0.30778 , 0.217574 , 0.226437 , 0.301302 , 0.329307 , 0.444727 , 0.343764 , 0.337103 , 0.455852 , 0.238762 , 0.297926 , 0.195929 , 0.332742 , 0.326114 , 0.272786 , 0.434572 , 0.372899 , 0.339516 
 989 , 0.373416 , 0.217947 , 0.28404 , 0.295291 , 0.292257 , 0.326457 , 0.25129 , 0.35377 , 0.233083 , 0.227813 , 0.548688 , 0.433329 , 0.33684 , 0.374957 , 0.335407 , 0.324178 , 0.329291 , 0.315098 , 0.234327 , 0.301062 , 0.365339 , 0.317081 , 0.307765 , 0.217209 , 0.226644 , 0.30139 , 0.329404 , 0.445253 , 0.344195 , 0.337023 , 0.456224 , 0.238476 , 0.297877 , 0.195575 , 0.333209 , 0.325972 , 0.272159 , 0.435156 , 0.373007 , 0.339481 
 990 , 0.374356 , 0.217619 , 0.283506 , 0.294601 , 0.291246 , 0.325962 , 0.250937 , 0.353978 , 0.231977 , 0.226783 , 0.5494 , 0.433679 , 0.337488 , 0.375057 , 0.336011 , 0.32498 , 0.328432 , 0.314586 , 0.234351 , 0.301074 , 0.365693 , 0.317148 , 0.308118 , 0.216945 , 0.226546 , 0.301592 , 0.329721 , 0.445928 , 0.343853 , 0.33696 , 0.457126 , 0.238234 , 0.29787 , 0.195013 , 0.333702 , 0.326285 , 0.271898 , 0.43555 , 0.373148 , 0.339506 
 991 , 0.374953 , 0.216974 , 0.282874 , 0.294089 , 0.290329 , 0.325184 , 0.250403 , 0.354159 , 0.230942 , 0.225166 , 0.550269 , 0.433867 , 0.337646 , 0.374421 , 0.336323 , 0.326604 , 0.328427 , 0.314082 , 0.233928 , 0.300635 , 0.365691 , 0.317062 , 0.308633 , 0.216909 , 0.226166 , 0.301641 , 0.329981 , 0.446399 , 0.342713 , 0.337436 , 0.458141 , 0.238026 , 0.297644 , 0.194318 , 0.333908 , 0.326883 , 0.272015 , 0.435674 , 0.373092 , 0.339346 
 992 , 0.375327 , 0.216522 , 0.28256 , 0.29392 , 0.289893 , 0.32474 , 0.250107 , 0.354444 , 0.229976 , 0.223968 , 0.551178 , 0.433721 , 0.337635 , 0.373733 , 0.336647 , 0.32773 , 0.328772 , 0.313745 , 0.233556 , 0.300265 , 0.365713 , 0.317069 , 0.309112 , 0.216968 , 0.22567 , 0.301511 , 0.330205 , 0.446739 , 0.34179 , 0.337791 , 0.459028 , 0.237776 , 0.297554 , 0.193862 , 0.334028 , 0.327301 , 0.272204 , 0.435702 , 0.373051 , 0.33916 
 993 , 0.374971 , 0.216721 , 0.283323 , 0.294823 , 0.290959 , 0.325361 , 0.250656 , 0.355046 , 0.229264 , 0.224169 , 0.552293 , 0.432572 , 0.337178 , 0.372983 , 0.337044 , 0.327296 , 0.330144 , 0.313991 , 0.233423 , 0.300207 , 0.365911 , 0.317403 , 0.309423 , 0.217302 , 0.224889 , 0.300895 , 0.330278 , 0.446667 , 0.341655 , 0.337683 , 0.459473 , 0.237453 , 0.297918 , 0.194189 , 0.333965 , 0.327146 , 0.272602 , 0.435474 , 0.37308 , 0.338914 
 994 , 0.37447 , 0.217181 , 0.284939 , 0.295646 , 0.292063 , 0.326111 , 0.25218 , 0.355592 , 0.228275 , 0.224949 , 0.555288 , 0.431994 , 0.337634 , 0.372885 , 0.338133 , 0.327454 , 0.330854 , 0.3147 , 0.234109 , 0.300932 , 0.367352 , 0.318165 , 0.309344 , 0.217643 , 0.22467 , 0.301388 , 0.329731 , 0.446676 , 0.342238 , 0.336549 , 0.459499 , 0.237552 , 0.298864 , 0.194716 , 0.335017 , 0.327335 , 0.27261 , 0.435722 , 0.373385 , 0.338912 
 995 , 0.373948 , 0.21766 , 0.286621 , 0.296497 , 0.2932 , 0.326888 , 0.253771 , 0.356156 , 0.227246 , 0.225764 , 0.558415 , 0.431395 , 0.338107 , 0.372783 , 0.339272 , 0.327618 , 0.331598 , 0.315438 , 0.234819 , 0.30169 , 0.368852 , 0.318961 , 0.309257 , 0.217999 , 0.224438 , 0.3019 , 0.32917 , 0.446684 , 0.342843 , 0.335379 , 0.45953 , 0.23766 , 0.299843 , 0.195255 , 0.336114 , 0.327538 , 0.272615 , 0.435987 , 0.373696 , 0.338912 
 996 , 0.372514 , 0.217353 , 0.287111 , 0.296386 , 0.2931 , 0.326855 , 0.254286 , 0.357046 , 0.22879 , 0.226144 , 0.559887 , 0.432529 , 0.338351 , 0.373643 , 0.339066 , 0.32721 , 0.332479 , 0.316263 , 0.23415 , 0.302122 , 0.369831 , 0.318914 , 0.30865 , 0.218681 , 0.22444 , 0.301993 , 0.327834 , 0.447326 , 0.342916 , 0.335684 , 0.458853 , 0.237408 , 0.299595 , 0.195325 , 0.336431 , 0.327339 , 0.272728 , 0.436164 , 0.374079 , 0.338216 
 997 , 0.370952 , 0.216586 , 0.286977 , 0.296339 , 0.292803 , 0.326714 , 0.254317 , 0.357411 , 0.230578 , 0.226157 , 0.559743 , 0.432792 , 0.338055 , 0.3746 , 0.337916 , 0.325824 , 0.33357 , 0.316543 , 0.233539 , 0.302406 , 0.369713 , 0.318318 , 0.308104 , 0.219102 , 0.224204 , 0.301248 , 0.326789 , 0.4477 , 0.342669 , 0.336457 , 0.459106 , 0.236747 , 0.298656 , 0.195159 , 0.336081 , 0.326215 , 0.273195 , 0.436021 , 0.374509 , 0.337578 
 998 , 0.36932 , 0.21567 , 0.286662 , 0.296323 , 0.292453 , 0.326548 , 0.254214 , 0.357617 , 0.232453 , 0.226064 , 0.559113 , 0.432763 , 0.337588 , 0.375597 , 0.336455 , 0.324104 , 0.334765 , 0.316651 , 0.23295 , 0.302664 , 0.369245 , 0.317549 , 0.307562 , 0.21945 , 0.223893 , 0.300221 , 0.325815 , 0.447984 , 0.34232 , 0.337385 , 0.459677 , 0.23595 , 0.2975 , 0.194926 , 0.335525 , 0.324778 , 0.273793 , 0.435773 , 0.374966 , 0.336957 
 999 , 0.369361 , 0.21508 , 0.286532 , 0.29672 , 0.292448 , 0.326133 , 0.253865 , 0.356533 , 0.232593 , 0.225269 , 0.558608 , 0.43255 , 0.336961 , 0.376013 , 0.335185 , 0.323791 , 0.334177 , 0.316649 , 0.232945 , 0.302881 , 0.368407 , 0.316969 , 0.307239 , 0.219262 , 0.223759 , 0.299371 , 0.325466 , 0.448196 , 0.341954 , 0.338044 , 0.460005 , 0.235558 , 0.296347 , 0.194405 , 0.334945 , 0.323647 , 0.274199 , 0.43549 , 0.375293 , 0.336796 
 1000 , 0.370562 , 0.214874 , 0.286439 , 0.297101 , 0.292888 , 0.325914 , 0.253407 , 0.355319 , 0.232242 , 0.224525 , 0.557496 , 0.432571 , 0.336305 , 0.376207 , 0.334532 , 0.323837 , 0.331858 , 0.316685 , 0.232775 , 0.302448 , 0.36768 , 0.31669 , 0.307034 , 0.218741 , 0.223753 , 0.298475 , 0.325691 , 0.448416 , 0.341759 , 0.338393 , 0.459377 , 0.235379 , 0.29521 , 0.193805 , 0.334383 , 0.323097 , 0.274461 , 0.435282 , 0.374907 , 0.33696 
 1001 , 0.372093 , 0.214897 , 0.286262 , 0.297208 , 0.293644 , 0.326088 , 0.252957 , 0.354749 , 0.232401 , 0.224274 , 0.555579 , 0.432986 , 0.335704 , 0.376502 , 0.334464 , 0.323407 , 0.328609 , 0.316849 , 0.23205 , 0.301276 , 0.367301 , 0.316637 , 0.306813 , 0.218142 , 0.223774 , 0.297383 , 0.32621 , 0.448697 , 0.341767 , 0.338544 , 0.457749 , 0.235193 , 0.294059 , 0.193272 , 0.333837 , 0.32304 , 0.274668 , 0.435172 , 0.373763 , 0.337219 
 1002 , 0.372989 , 0.214693 , 0.285468 , 0.297218 , 0.294228 , 0.325905 , 0.252273 , 0.354496 , 0.232384 , 0.224383 , 0.55369 , 0.43324 , 0.335132 , 0.376806 , 0.334453 , 0.322501 , 0.325878 , 0.316863 , 0.23137 , 0.299782 , 0.367164 , 0.316581 , 0.30653 , 0.217305 , 0.223581 , 0.296591 , 0.326892 , 0.448829 , 0.341727 , 0.338472 , 0.45623 , 0.235086 , 0.293241 , 0.192781 , 0.333481 , 0.323138 , 0.274695 , 0.4352 , 0.372272 , 0.337426 
 1003 , 0.372764 , 0.214175 , 0.283713 , 0.29719 , 0.294423 , 0.325038 , 0.25109 , 0.354884 , 0.231891 , 0.225054 , 0.552541 , 0.433299 , 0.334784 , 0.376993 , 0.334492 , 0.32109 , 0.32446 , 0.316559 , 0.231027 , 0.298117 , 0.367481 , 0.316628 , 0.306087 , 0.216242 , 0.223025 , 0.296485 , 0.327735 , 0.448837 , 0.341747 , 0.338064 , 0.455149 , 0.235245 , 0.293316 , 0.192437 , 0.333252 , 0.323517 , 0.274328 , 0.435594 , 0.370512 , 0.33756 
 1004 , 0.372943 , 0.214143 , 0.282603 , 0.297864 , 0.294335 , 0.323889 , 0.249399 , 0.355546 , 0.230608 , 0.225208 , 0.554412 , 0.433914 , 0.335133 , 0.376583 , 0.334211 , 0.321303 , 0.32436 , 0.316104 , 0.231795 , 0.298267 , 0.367802 , 0.317159 , 0.305463 , 0.215945 , 0.222543 , 0.296942 , 0.328027 , 0.449727 , 0.342504 , 0.337926 , 0.455 , 0.236013 , 0.294648 , 0.192369 , 0.331837 , 0.323873 , 0.273626 , 0.436681 , 0.370235 , 0.337868 
 1005 , 0.373111 , 0.214064 , 0.281547 , 0.29839 , 0.294151 , 0.322815 , 0.247718 , 0.356294 , 0.229317 , 0.225232 , 0.55646 , 0.434633 , 0.335636 , 0.376168 , 0.33401 , 0.321596 , 0.324288 , 0.315561 , 0.232523 , 0.298501 , 0.368183 , 0.317633 , 0.304806 , 0.215701 , 0.222053 , 0.29742 , 0.328293 , 0.450682 , 0.343324 , 0.337798 , 0.454883 , 0.236777 , 0.296011 , 0.192299 , 0.330412 , 0.324203 , 0.272932 , 0.43786 , 0.370075 , 0.338174 
 1006 , 0.373178 , 0.213524 , 0.281773 , 0.296766 , 0.292941 , 0.323307 , 0.247133 , 0.35773 , 0.22867 , 0.223634 , 0.559478 , 0.436195 , 0.337775 , 0.375886 , 0.33495 , 0.322778 , 0.324571 , 0.314297 , 0.232294 , 0.299622 , 0.36921 , 0.317233 , 0.304172 , 0.216233 , 0.221766 , 0.297866 , 0.328189 , 0.452055 , 0.344425 , 0.337892 , 0.455351 , 0.23705 , 0.296951 , 0.192247 , 0.329491 , 0.324137 , 0.27278 , 0.439575 , 0.371437 , 0.338304 
 1007 , 0.372057 , 0.212469 , 0.281432 , 0.294198 , 0.291227 , 0.322901 , 0.246792 , 0.358382 , 0.228349 , 0.221789 , 0.561124 , 0.436256 , 0.339214 , 0.375212 , 0.335842 , 0.323409 , 0.325248 , 0.312985 , 0.231277 , 0.299642 , 0.368943 , 0.316035 , 0.303707 , 0.215493 , 0.221181 , 0.298099 , 0.328838 , 0.453024 , 0.344194 , 0.338532 , 0.455915 , 0.236875 , 0.296925 , 0.191854 , 0.330836 , 0.323287 , 0.272726 , 0.439238 , 0.372321 , 0.338337 
 1008 , 0.370697 , 0.21128 , 0.280981 , 0.291366 , 0.289364 , 0.322337 , 0.246471 , 0.358928 , 0.228067 , 0.219816 , 0.562628 , 0.436078 , 0.340598 , 0.374448 , 0.336758 , 0.32398 , 0.326019 , 0.311609 , 0.230096 , 0.299485 , 0.368458 , 0.314651 , 0.303241 , 0.214523 , 0.220524 , 0.298308 , 0.329637 , 0.45398 , 0.343736 , 0.339299 , 0.456521 , 0.236614 , 0.296739 , 0.191381 , 0.332617 , 0.322279 , 0.272688 , 0.43855 , 0.373164 , 0.338359 
 1009 , 0.369479 , 0.210949 , 0.281485 , 0.290817 , 0.289073 , 0.322639 , 0.24706 , 0.358882 , 0.227838 , 0.219459 , 0.564667 , 0.434366 , 0.340571 , 0.372962 , 0.336566 , 0.32402 , 0.327092 , 0.311268 , 0.229845 , 0.299333 , 0.367223 , 0.31414 , 0.303106 , 0.212609 , 0.219781 , 0.297826 , 0.329726 , 0.454453 , 0.343743 , 0.339875 , 0.457103 , 0.236522 , 0.296308 , 0.190926 , 0.334 , 0.320979 , 0.272274 , 0.436932 , 0.373842 , 0.338474 
 1010 , 0.368456 , 0.2103 , 0.282526 , 0.291509 , 0.289283 , 0.323391 , 0.247686 , 0.358567 , 0.227604 , 0.219152 , 0.567083 , 0.43292 , 0.340032 , 0.371503 , 0.335674 , 0.324365 , 0.327549 , 0.311266 , 0.230256 , 0.29944 , 0.366709 , 0.31425 , 0.303182 , 0.2106 , 0.219178 , 0.297246 , 0.328854 , 0.454428 , 0.344121 , 0.339348 , 0.457802 , 0.236566 , 0.295804 , 0.190164 , 0.334485 , 0.319902 , 0.271342 , 0.435756 , 0.37425 , 0.33799 
 1011 , 0.367543 , 0.209204 , 0.283811 , 0.292694 , 0.289552 , 0.324319 , 0.248176 , 0.358164 , 0.227345 , 0.218541 , 0.569742 , 0.431966 , 0.339397 , 0.37018 , 0.33446 , 0.325066 , 0.327477 , 0.311314 , 0.230987 , 0.299757 , 0.36689 , 0.314656 , 0.303357 , 0.208662 , 0.218693 , 0.29672 , 0.327361 , 0.454117 , 0.344697 , 0.338008 , 0.458611 , 0.236682 , 0.295273 , 0.189147 , 0.33436 , 0.31903 , 0.270075 , 0.435097 , 0.374506 , 0.337018 
 1012 , 0.366177 , 0.208098 , 0.284111 , 0.293361 , 0.288939 , 0.324082 , 0.248053 , 0.35771 , 0.227471 , 0.217837 , 0.570115 , 0.432219 , 0.338248 , 0.369679 , 0.332317 , 0.325754 , 0.327142 , 0.31205 , 0.230668 , 0.299729 , 0.367218 , 0.315042 , 0.303279 , 0.207041 , 0.218331 , 0.295717 , 0.326143 , 0.453475 , 0.344764 , 0.336466 , 0.458886 , 0.235879 , 0.294402 , 0.187716 , 0.333631 , 0.317919 , 0.268914 , 0.434602 , 0.374191 , 0.335708 
 1013 , 0.364688 , 0.207254 , 0.283259 , 0.293288 , 0.287649 , 0.322666 , 0.247669 , 0.357122 , 0.227884 , 0.217377 , 0.567463 , 0.433637 , 0.336271 , 0.37037 , 0.329639 , 0.326226 , 0.326641 , 0.313462 , 0.22894 , 0.298991 , 0.367676 , 0.315341 , 0.302734 , 0.206099 , 0.21785 , 0.29416 , 0.325586 , 0.452571 , 0.344137 , 0.334985 , 0.45852 , 0.233923 , 0.293062 , 0.186057 , 0.33248 , 0.316544 , 0.268006 , 0.434141 , 0.373378 , 0.334433 
 1014 , 0.364122 , 0.207089 , 0.282119 , 0.292768 , 0.287009 , 0.321379 , 0.248284 , 0.356311 , 0.227988 , 0.217785 , 0.563268 , 0.434746 , 0.333465 , 0.371928 , 0.328025 , 0.326179 , 0.326399 , 0.314806 , 0.226425 , 0.297327 , 0.368119 , 0.315477 , 0.301644 , 0.206003 , 0.216715 , 0.292427 , 0.325964 , 0.4519 , 0.343097 , 0.334116 , 0.45799 , 0.231403 , 0.291415 , 0.184873 , 0.33186 , 0.315068 , 0.2674 , 0.433309 , 0.37284 , 0.334163 
 1015 , 0.364014 , 0.206813 , 0.281313 , 0.292255 , 0.286512 , 0.320083 , 0.248884 , 0.354953 , 0.227728 , 0.218028 , 0.559288 , 0.435721 , 0.330836 , 0.373468 , 0.326759 , 0.326183 , 0.325517 , 0.315565 , 0.224159 , 0.295761 , 0.368453 , 0.315555 , 0.300525 , 0.206017 , 0.215575 , 0.290715 , 0.326356 , 0.451159 , 0.341784 , 0.333163 , 0.457631 , 0.228928 , 0.289949 , 0.183776 , 0.331381 , 0.313852 , 0.266508 , 0.432351 , 0.372252 , 0.334096 
 1016 , 0.3658 , 0.206149 , 0.281985 , 0.291848 , 0.286681 , 0.318951 , 0.249334 , 0.351587 , 0.226027 , 0.217588 , 0.556751 , 0.436019 , 0.32928 , 0.374679 , 0.32717 , 0.326374 , 0.322155 , 0.313883 , 0.223226 , 0.294832 , 0.368318 , 0.315396 , 0.299471 , 0.2065 , 0.214588 , 0.289346 , 0.326751 , 0.450253 , 0.33954 , 0.332039 , 0.458059 , 0.226975 , 0.289445 , 0.18323 , 0.331567 , 0.313841 , 0.264594 , 0.431004 , 0.371574 , 0.334871 
 1017 , 0.367264 , 0.205192 , 0.28203 , 0.291384 , 0.286828 , 0.318807 , 0.247694 , 0.348844 , 0.224968 , 0.216719 , 0.555822 , 0.435916 , 0.329408 , 0.375539 , 0.327454 , 0.325396 , 0.31875 , 0.312617 , 0.222601 , 0.29471 , 0.368495 , 0.315073 , 0.299047 , 0.205616 , 0.21441 , 0.288776 , 0.325763 , 0.449235 , 0.337364 , 0.331272 , 0.457641 , 0.225911 , 0.289682 , 0.181786 , 0.330901 , 0.314445 , 0.262369 , 0.430878 , 0.370155 , 0.335174 
 1018 , 0.368801 , 0.204182 , 0.282058 , 0.290893 , 0.286979 , 0.31867 , 0.245934 , 0.34596 , 0.223863 , 0.215799 , 0.554868 , 0.4358 , 0.329585 , 0.376441 , 0.327756 , 0.32434 , 0.315149 , 0.311276 , 0.221945 , 0.294603 , 0.368696 , 0.31473 , 0.298611 , 0.204658 , 0.214237 , 0.288184 , 0.324691 , 0.448156 , 0.335066 , 0.330465 , 0.457184 , 0.224796 , 0.28995 , 0.180256 , 0.330172 , 0.315096 , 0.260024 , 0.430774 , 0.368644 , 0.335485 
 1019 , 0.367845 , 0.201488 , 0.278629 , 0.289259 , 0.286668 , 0.31767 , 0.243293 , 0.344987 , 0.222058 , 0.213951 , 0.55542 , 0.433334 , 0.330201 , 0.374607 , 0.328206 , 0.322135 , 0.314357 , 0.309788 , 0.220415 , 0.293342 , 0.36807 , 0.312604 , 0.297325 , 0.202718 , 0.213218 , 0.288349 , 0.323051 , 0.44676 , 0.33343 , 0.330101 , 0.45661 , 0.224487 , 0.289594 , 0.178709 , 0.329248 , 0.315058 , 0.258242 , 0.430518 , 0.366761 , 0.334791 
 1020 , 0.367065 , 0.198809 , 0.275364 , 0.287504 , 0.285509 , 0.316287 , 0.241653 , 0.344137 , 0.219799 , 0.212473 , 0.557155 , 0.431062 , 0.331322 , 0.371422 , 0.328421 , 0.320487 , 0.314553 , 0.308201 , 0.218773 , 0.292531 , 0.366746 , 0.310186 , 0.296354 , 0.200794 , 0.211718 , 0.288263 , 0.321445 , 0.444993 , 0.332658 , 0.329557 , 0.455734 , 0.223978 , 0.288907 , 0.177662 , 0.327358 , 0.313537 , 0.257359 , 0.429753 , 0.365604 , 0.333674 
 1021 , 0.36645 , 0.196103 , 0.272203 , 0.285672 , 0.283915 , 0.314701 , 0.240468 , 0.343232 , 0.217271 , 0.211155 , 0.559469 , 0.428909 , 0.332706 , 0.367609 , 0.32851 , 0.319096 , 0.315105 , 0.306514 , 0.21705 , 0.29196 , 0.365076 , 0.30762 , 0.295532 , 0.198862 , 0.209975 , 0.288016 , 0.31982 , 0.443001 , 0.332239 , 0.328888 , 0.454686 , 0.223323 , 0.288053 , 0.176803 , 0.324959 , 0.311292 , 0.256852 , 0.42872 , 0.364777 , 0.332349 
 1022 , 0.366647 , 0.194247 , 0.269944 , 0.283397 , 0.281495 , 0.313029 , 0.23955 , 0.342741 , 0.215549 , 0.210112 , 0.56266 , 0.427247 , 0.334719 , 0.36504 , 0.329923 , 0.319086 , 0.316234 , 0.305444 , 0.215864 , 0.291166 , 0.36473 , 0.305728 , 0.294849 , 0.197536 , 0.208184 , 0.288072 , 0.318351 , 0.441409 , 0.332471 , 0.327822 , 0.453538 , 0.222871 , 0.286748 , 0.176025 , 0.322816 , 0.308958 , 0.256795 , 0.428822 , 0.364693 , 0.331499 
 1023 , 0.366574 , 0.192855 , 0.268119 , 0.280607 , 0.278901 , 0.311168 , 0.238589 , 0.343283 , 0.214335 , 0.209002 , 0.566189 , 0.426886 , 0.336697 , 0.363746 , 0.332116 , 0.320634 , 0.318339 , 0.305019 , 0.215272 , 0.290104 , 0.365415 , 0.30473 , 0.294011 , 0.196835 , 0.206554 , 0.28842 , 0.317612 , 0.440921 , 0.332348 , 0.32682 , 0.453799 , 0.222611 , 0.285261 , 0.175282 , 0.322008 , 0.308215 , 0.256542 , 0.429876 , 0.365036 , 0.331148 
 1024 , 0.365203 , 0.191318 , 0.266024 , 0.277352 , 0.276808 , 0.309039 , 0.237253 , 0.345145 , 0.213108 , 0.207494 , 0.569423 , 0.428159 , 0.338011 , 0.363238 , 0.334287 , 0.323377 , 0.321549 , 0.304999 , 0.215088 , 0.288807 , 0.366444 , 0.304481 , 0.292736 , 0.196504 , 0.205207 , 0.288949 , 0.317921 , 0.441821 , 0.33095 , 0.326276 , 0.456497 , 0.222455 , 0.283906 , 0.174492 , 0.323123 , 0.310153 , 0.255483 , 0.431349 , 0.365314 , 0.331135 
 1025 , 0.36386 , 0.190436 , 0.264674 , 0.274997 , 0.27586 , 0.307729 , 0.236809 , 0.346753 , 0.211961 , 0.206315 , 0.572022 , 0.429415 , 0.338144 , 0.362347 , 0.335594 , 0.325106 , 0.324974 , 0.30492 , 0.215078 , 0.28777 , 0.366437 , 0.304671 , 0.291257 , 0.196034 , 0.203818 , 0.289125 , 0.317709 , 0.442818 , 0.329091 , 0.325508 , 0.459263 , 0.221983 , 0.28305 , 0.173779 , 0.324154 , 0.31183 , 0.254059 , 0.432351 , 0.36559 , 0.330435 
 1026 , 0.362661 , 0.190921 , 0.265093 , 0.274792 , 0.277182 , 0.308083 , 0.2381 , 0.347308 , 0.211023 , 0.205819 , 0.572668 , 0.430142 , 0.335832 , 0.360873 , 0.334901 , 0.32433 , 0.327958 , 0.304524 , 0.215275 , 0.287167 , 0.364158 , 0.305608 , 0.289515 , 0.195226 , 0.202524 , 0.288521 , 0.316365 , 0.443681 , 0.326577 , 0.324213 , 0.46172 , 0.220817 , 0.283217 , 0.17322 , 0.324784 , 0.312341 , 0.252009 , 0.432358 , 0.365829 , 0.328381 
 1027 , 0.36164 , 0.191067 , 0.267024 , 0.276514 , 0.277339 , 0.307371 , 0.238414 , 0.34397 , 0.209641 , 0.204554 , 0.569123 , 0.427091 , 0.33331 , 0.360609 , 0.332813 , 0.321012 , 0.325364 , 0.302221 , 0.213976 , 0.284678 , 0.360498 , 0.305214 , 0.288215 , 0.193488 , 0.202054 , 0.287443 , 0.314192 , 0.442006 , 0.325702 , 0.321631 , 0.462051 , 0.218862 , 0.282843 , 0.172297 , 0.323846 , 0.308302 , 0.250104 , 0.432653 , 0.366018 , 0.326268 
 1028 , 0.360356 , 0.191056 , 0.269016 , 0.278354 , 0.277344 , 0.306526 , 0.238491 , 0.340469 , 0.208247 , 0.203163 , 0.565136 , 0.423999 , 0.330666 , 0.360371 , 0.330376 , 0.317571 , 0.322496 , 0.299836 , 0.21238 , 0.282032 , 0.356646 , 0.30465 , 0.286814 , 0.191627 , 0.201552 , 0.286254 , 0.311864 , 0.440112 , 0.324737 , 0.318882 , 0.462334 , 0.216729 , 0.282402 , 0.171223 , 0.32275 , 0.304074 , 0.248078 , 0.43285 , 0.366084 , 0.324045 
 1029 , 0.35592 , 0.188476 , 0.269693 , 0.280149 , 0.274839 , 0.304148 , 0.234523 , 0.337167 , 0.208055 , 0.200999 , 0.557109 , 0.423199 , 0.328542 , 0.36104 , 0.32428 , 0.315314 , 0.317019 , 0.298171 , 0.207208 , 0.27907 , 0.353226 , 0.301775 , 0.285216 , 0.189386 , 0.201089 , 0.284474 , 0.309368 , 0.436311 , 0.323275 , 0.315893 , 0.461479 , 0.213675 , 0.281248 , 0.168707 , 0.320002 , 0.300118 , 0.245994 , 0.431249 , 0.364002 , 0.322207 
 1030 , 0.350773 , 0.185663 , 0.267322 , 0.280186 , 0.272658 , 0.303266 , 0.231787 , 0.335503 , 0.207952 , 0.199219 , 0.549127 , 0.421958 , 0.324527 , 0.360125 , 0.319867 , 0.313487 , 0.313645 , 0.297667 , 0.202432 , 0.275588 , 0.348671 , 0.298218 , 0.280919 , 0.186633 , 0.198904 , 0.281491 , 0.305562 , 0.432306 , 0.320627 , 0.311789 , 0.458023 , 0.210714 , 0.280511 , 0.166394 , 0.316827 , 0.297311 , 0.243497 , 0.428291 , 0.360408 , 0.319998 
 1031 , 0.34521 , 0.182657 , 0.264028 , 0.27974 , 0.270461 , 0.302747 , 0.229245 , 0.334208 , 0.207868 , 0.197461 , 0.540833 , 0.420534 , 0.319848 , 0.358724 , 0.315681 , 0.311687 , 0.310668 , 0.297457 , 0.197523 , 0.271813 , 0.343623 , 0.294324 , 0.27574 , 0.183628 , 0.19615 , 0.278048 , 0.301243 , 0.428059 , 0.31753 , 0.307222 , 0.453713 , 0.207643 , 0.279855 , 0.164026 , 0.313384 , 0.29469 , 0.240775 , 0.424826 , 0.356254 , 0.317571 
