JUN18MAT200035.spu,JUN18MAT200034.spu,JUN18MAT200033.spu,JUN18MAT200032.spu,JUN18MAT200031.spu,
Wavelength,JUN18MAT200061.spu,JUN18MAT200062.spu,JUN18MAT200063.spu,JUN18MAT200064.spu,JUN18MAT200065.spu,JUN18MAT200066.spu,JUN18MAT200067.spu,JUN18MAT200068.spu,JUN18MAT200069.spu,JUN18MAT200070.spu,JUN18MAT200071.spu,JUN18MAT200072.spu,JUN18MAT200073.spu,JUN18MAT200074.spu,JUN18MAT200075.spu,JUN18MAT200076.spu,JUN18MAT200077.spu,JUN18MAT200078.spu,JUN18MAT200079.spu,JUN18MAT200080.spu
  (nm),6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 
  time  ,40:38 PM,40:52 PM,41:05 PM,41:14 PM,41:25 PM,42:13 PM,42:22 PM,42:31 PM,42:40 PM,42:51 PM,43:39 PM,43:49 PM,43:56 PM,44:06 PM,44:15 PM,44:54 PM,45:02 PM,45:12 PM,45:19 PM,45:27 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 928 , 0.207239 , 0.261089 , 0.237111 , 0.242044 , 0.303806 , 0.309859 , 0.295024 , 0.311284 , 0.275007 , 0.284502 , 0.372028 , 0.338963 , 0.384355 , 0.333133 , 0.325045 , 0.285862 , 0.391258 , 0.344571 , 0.35228 , 0.459046 
 929 , 0.205346 , 0.259644 , 0.23615 , 0.241809 , 0.302466 , 0.307818 , 0.293115 , 0.309944 , 0.273546 , 0.279084 , 0.369837 , 0.337093 , 0.382339 , 0.33162 , 0.324152 , 0.284538 , 0.389714 , 0.342771 , 0.350724 , 0.457326 
 930 , 0.204191 , 0.259142 , 0.235441 , 0.240683 , 0.300803 , 0.306341 , 0.292615 , 0.308833 , 0.272433 , 0.276379 , 0.368786 , 0.335452 , 0.380678 , 0.330432 , 0.323383 , 0.283686 , 0.389653 , 0.341463 , 0.349632 , 0.456664 
 931 , 0.202577 , 0.258371 , 0.234073 , 0.238983 , 0.298877 , 0.304289 , 0.291429 , 0.306539 , 0.270729 , 0.273472 , 0.367038 , 0.332902 , 0.377686 , 0.328755 , 0.321743 , 0.282139 , 0.388426 , 0.338974 , 0.347882 , 0.45469 
 932 , 0.200533 , 0.257356 , 0.232285 , 0.236868 , 0.296549 , 0.301695 , 0.289802 , 0.303522 , 0.268546 , 0.269895 , 0.36474 , 0.32967 , 0.373812 , 0.326615 , 0.319567 , 0.280111 , 0.386586 , 0.335696 , 0.345621 , 0.451947 
 933 , 0.199071 , 0.257102 , 0.231021 , 0.234915 , 0.295471 , 0.300017 , 0.288785 , 0.301514 , 0.266993 , 0.267801 , 0.36364 , 0.327622 , 0.371483 , 0.325795 , 0.318329 , 0.279069 , 0.385874 , 0.333858 , 0.344676 , 0.45137 
 934 , 0.197897 , 0.256973 , 0.230173 , 0.232865 , 0.294616 , 0.298831 , 0.288132 , 0.300407 , 0.265888 , 0.266429 , 0.36331 , 0.32628 , 0.370497 , 0.325712 , 0.317472 , 0.278811 , 0.385833 , 0.33307 , 0.344372 , 0.451808 
 935 , 0.196245 , 0.256182 , 0.229033 , 0.230209 , 0.292572 , 0.297006 , 0.287069 , 0.298997 , 0.264345 , 0.264047 , 0.362418 , 0.324174 , 0.369097 , 0.324943 , 0.315821 , 0.278183 , 0.385242 , 0.331694 , 0.343196 , 0.451025 
 936 , 0.194909 , 0.25551 , 0.228645 , 0.228537 , 0.290821 , 0.295533 , 0.286548 , 0.297962 , 0.263254 , 0.262337 , 0.361828 , 0.322839 , 0.368385 , 0.324809 , 0.315059 , 0.278004 , 0.385212 , 0.330862 , 0.3425 , 0.450599 
 937 , 0.194799 , 0.255459 , 0.23036 , 0.23002 , 0.290496 , 0.295378 , 0.287684 , 0.298033 , 0.26352 , 0.263022 , 0.36209 , 0.324109 , 0.36974 , 0.326398 , 0.316975 , 0.278907 , 0.386621 , 0.331646 , 0.343139 , 0.451341 
 938 , 0.194501 , 0.25557 , 0.231163 , 0.230761 , 0.290721 , 0.29459 , 0.288152 , 0.296792 , 0.262453 , 0.263562 , 0.36111 , 0.324998 , 0.37016 , 0.326911 , 0.317975 , 0.278229 , 0.386539 , 0.331156 , 0.342486 , 0.45166 
 939 , 0.194195 , 0.255691 , 0.232003 , 0.231522 , 0.290956 , 0.29377 , 0.288641 , 0.2955 , 0.261344 , 0.264131 , 0.360097 , 0.325933 , 0.370583 , 0.327445 , 0.319022 , 0.277526 , 0.38645 , 0.330651 , 0.341809 , 0.451992 
 940 , 0.194972 , 0.25754 , 0.232356 , 0.232088 , 0.292271 , 0.294378 , 0.289088 , 0.295272 , 0.26061 , 0.264529 , 0.360155 , 0.328078 , 0.371221 , 0.328034 , 0.319761 , 0.278214 , 0.386032 , 0.331503 , 0.342759 , 0.453066 
 941 , 0.196019 , 0.259012 , 0.233185 , 0.233073 , 0.292494 , 0.294861 , 0.288645 , 0.295901 , 0.260512 , 0.264326 , 0.359804 , 0.329478 , 0.371517 , 0.329053 , 0.319829 , 0.27864 , 0.385588 , 0.331906 , 0.343246 , 0.451936 
 942 , 0.19711 , 0.26048 , 0.234077 , 0.234129 , 0.292616 , 0.29534 , 0.288106 , 0.296632 , 0.260471 , 0.264045 , 0.359395 , 0.330832 , 0.371772 , 0.330147 , 0.319843 , 0.279033 , 0.38513 , 0.332264 , 0.343687 , 0.450564 
 943 , 0.19792 , 0.260947 , 0.234815 , 0.234676 , 0.292005 , 0.295535 , 0.287122 , 0.297651 , 0.260678 , 0.26334 , 0.359213 , 0.331658 , 0.372101 , 0.330644 , 0.319247 , 0.279863 , 0.385744 , 0.333202 , 0.344191 , 0.450011 
 944 , 0.198298 , 0.260705 , 0.235308 , 0.234883 , 0.290954 , 0.295112 , 0.28612 , 0.297967 , 0.260835 , 0.26238 , 0.358865 , 0.33227 , 0.371988 , 0.329987 , 0.318443 , 0.280981 , 0.386249 , 0.33477 , 0.344361 , 0.449577 
 945 , 0.198473 , 0.260298 , 0.235697 , 0.235036 , 0.289838 , 0.294349 , 0.28523 , 0.29774 , 0.260872 , 0.261376 , 0.358348 , 0.332929 , 0.371553 , 0.328739 , 0.317682 , 0.282179 , 0.386357 , 0.336589 , 0.3443 , 0.448957 
 946 , 0.198688 , 0.260325 , 0.236078 , 0.235244 , 0.289277 , 0.293661 , 0.284224 , 0.297194 , 0.261089 , 0.260507 , 0.358197 , 0.333073 , 0.37108 , 0.327613 , 0.317334 , 0.283 , 0.385916 , 0.337883 , 0.34363 , 0.448135 
 947 , 0.19891 , 0.260958 , 0.236286 , 0.2353 , 0.289643 , 0.293301 , 0.282976 , 0.296164 , 0.261287 , 0.259609 , 0.358593 , 0.331966 , 0.37044 , 0.326544 , 0.317541 , 0.283036 , 0.384528 , 0.337924 , 0.342092 , 0.447302 
 948 , 0.199076 , 0.261338 , 0.236132 , 0.234815 , 0.290035 , 0.29343 , 0.281633 , 0.295163 , 0.260775 , 0.258081 , 0.35881 , 0.329932 , 0.369473 , 0.325072 , 0.317415 , 0.282724 , 0.383055 , 0.33713 , 0.340897 , 0.44724 
 949 , 0.199232 , 0.261723 , 0.236002 , 0.234432 , 0.29041 , 0.293558 , 0.280359 , 0.294286 , 0.260327 , 0.256754 , 0.359041 , 0.328038 , 0.368649 , 0.323754 , 0.317398 , 0.282423 , 0.381762 , 0.336467 , 0.339893 , 0.447322 
 950 , 0.199133 , 0.262119 , 0.236042 , 0.235256 , 0.290537 , 0.293776 , 0.279973 , 0.294916 , 0.260598 , 0.257748 , 0.359405 , 0.327635 , 0.369381 , 0.324232 , 0.3186 , 0.282296 , 0.382666 , 0.337318 , 0.341153 , 0.449228 
 951 , 0.198849 , 0.262536 , 0.235816 , 0.236743 , 0.290666 , 0.293409 , 0.278972 , 0.295071 , 0.261566 , 0.259359 , 0.359329 , 0.32778 , 0.37046 , 0.324924 , 0.319705 , 0.28195 , 0.383426 , 0.338045 , 0.341637 , 0.450341 
 952 , 0.198555 , 0.262948 , 0.2356 , 0.23822 , 0.290799 , 0.293037 , 0.277988 , 0.295231 , 0.262532 , 0.26097 , 0.359259 , 0.32793 , 0.371541 , 0.325614 , 0.320792 , 0.281605 , 0.384187 , 0.338772 , 0.342112 , 0.451442 
 953 , 0.199501 , 0.263081 , 0.235559 , 0.239347 , 0.2917 , 0.293102 , 0.278476 , 0.295964 , 0.262639 , 0.26219 , 0.359838 , 0.3289 , 0.372094 , 0.326072 , 0.321488 , 0.281962 , 0.385163 , 0.338977 , 0.342497 , 0.451926 
 954 , 0.201264 , 0.263521 , 0.236054 , 0.240066 , 0.292848 , 0.292882 , 0.279931 , 0.297197 , 0.262276 , 0.263565 , 0.361244 , 0.329488 , 0.372423 , 0.326938 , 0.322044 , 0.282741 , 0.386299 , 0.339422 , 0.342794 , 0.452517 
 955 , 0.203226 , 0.264118 , 0.236754 , 0.240632 , 0.293992 , 0.292495 , 0.281605 , 0.298563 , 0.261815 , 0.265027 , 0.362909 , 0.329797 , 0.372726 , 0.327996 , 0.322594 , 0.283596 , 0.387459 , 0.340029 , 0.34305 , 0.453225 
 956 , 0.205329 , 0.265173 , 0.237916 , 0.241363 , 0.295894 , 0.292697 , 0.283142 , 0.299851 , 0.26195 , 0.266434 , 0.364256 , 0.330243 , 0.373552 , 0.329146 , 0.323107 , 0.284792 , 0.389275 , 0.341155 , 0.343323 , 0.454147 
 957 , 0.207057 , 0.266283 , 0.23916 , 0.24227 , 0.298153 , 0.2935 , 0.284238 , 0.300893 , 0.262716 , 0.267592 , 0.364616 , 0.330945 , 0.374386 , 0.330178 , 0.323285 , 0.285755 , 0.391041 , 0.34237 , 0.343671 , 0.45479 
 958 , 0.20797 , 0.266722 , 0.239788 , 0.243206 , 0.299714 , 0.29432 , 0.284827 , 0.301656 , 0.26352 , 0.268448 , 0.36392 , 0.331817 , 0.374431 , 0.330859 , 0.322954 , 0.285803 , 0.39163 , 0.342872 , 0.344106 , 0.454654 
 959 , 0.208616 , 0.267307 , 0.240357 , 0.244146 , 0.300938 , 0.295284 , 0.285357 , 0.302526 , 0.264527 , 0.269379 , 0.363591 , 0.332731 , 0.374753 , 0.331704 , 0.323011 , 0.285866 , 0.392216 , 0.343418 , 0.344816 , 0.454826 
 960 , 0.208316 , 0.268571 , 0.240695 , 0.245103 , 0.300916 , 0.296911 , 0.285629 , 0.303855 , 0.266328 , 0.270616 , 0.364694 , 0.333879 , 0.376209 , 0.333132 , 0.32453 , 0.286041 , 0.392837 , 0.344105 , 0.346623 , 0.456169 
 961 , 0.208486 , 0.270116 , 0.240825 , 0.245215 , 0.301087 , 0.298229 , 0.285395 , 0.304762 , 0.267061 , 0.270883 , 0.36598 , 0.334794 , 0.377686 , 0.332995 , 0.325472 , 0.286927 , 0.393111 , 0.343867 , 0.347525 , 0.456653 
 962 , 0.208658 , 0.271595 , 0.240954 , 0.245317 , 0.301253 , 0.299486 , 0.285174 , 0.305633 , 0.267767 , 0.271147 , 0.367208 , 0.33567 , 0.379088 , 0.332868 , 0.326376 , 0.287778 , 0.393374 , 0.343662 , 0.348396 , 0.457122 
 963 , 0.209718 , 0.272605 , 0.241213 , 0.24551 , 0.301981 , 0.301026 , 0.285287 , 0.305976 , 0.268326 , 0.272605 , 0.368028 , 0.336386 , 0.380417 , 0.332925 , 0.327449 , 0.289687 , 0.393719 , 0.343765 , 0.349439 , 0.458086 
 964 , 0.21061 , 0.273643 , 0.24204 , 0.246267 , 0.302994 , 0.302649 , 0.285666 , 0.306358 , 0.269054 , 0.274436 , 0.368606 , 0.336598 , 0.381156 , 0.333597 , 0.328482 , 0.290971 , 0.394232 , 0.343956 , 0.350079 , 0.459611 
 965 , 0.211393 , 0.274662 , 0.242984 , 0.247152 , 0.304039 , 0.304221 , 0.286094 , 0.306754 , 0.269819 , 0.276261 , 0.369115 , 0.336677 , 0.381733 , 0.334411 , 0.329481 , 0.29201 , 0.394774 , 0.344157 , 0.350591 , 0.461226 
 966 , 0.212282 , 0.275391 , 0.243701 , 0.247353 , 0.305006 , 0.305119 , 0.286442 , 0.30647 , 0.269473 , 0.277352 , 0.36909 , 0.336268 , 0.38239 , 0.334647 , 0.32974 , 0.291959 , 0.394775 , 0.344452 , 0.350579 , 0.462137 
 967 , 0.213095 , 0.275667 , 0.244008 , 0.246692 , 0.305685 , 0.305352 , 0.286673 , 0.305729 , 0.268397 , 0.278008 , 0.368915 , 0.335704 , 0.383622 , 0.334424 , 0.329592 , 0.291338 , 0.394733 , 0.345254 , 0.350551 , 0.46233 
 968 , 0.213734 , 0.275652 , 0.244013 , 0.245584 , 0.306063 , 0.305317 , 0.286807 , 0.304992 , 0.267297 , 0.278663 , 0.368947 , 0.335306 , 0.385367 , 0.334113 , 0.329505 , 0.290845 , 0.395013 , 0.346505 , 0.350841 , 0.462206 
 969 , 0.214093 , 0.275243 , 0.243985 , 0.244805 , 0.306035 , 0.305021 , 0.286941 , 0.304571 , 0.266411 , 0.279175 , 0.369107 , 0.335222 , 0.386649 , 0.33389 , 0.329148 , 0.290405 , 0.395032 , 0.347483 , 0.35093 , 0.461851 
 970 , 0.21395 , 0.273971 , 0.243925 , 0.244869 , 0.305149 , 0.30424 , 0.287137 , 0.30489 , 0.266025 , 0.279334 , 0.369553 , 0.335845 , 0.386843 , 0.333877 , 0.328309 , 0.29013 , 0.394441 , 0.347826 , 0.350472 , 0.46101 
 971 , 0.214284 , 0.272898 , 0.243978 , 0.24559 , 0.304488 , 0.304132 , 0.28754 , 0.305271 , 0.265982 , 0.279289 , 0.369813 , 0.336398 , 0.386618 , 0.334093 , 0.328005 , 0.29005 , 0.393712 , 0.347818 , 0.349554 , 0.460408 
 972 , 0.21462 , 0.271848 , 0.244026 , 0.246294 , 0.303825 , 0.304029 , 0.28793 , 0.305648 , 0.26596 , 0.27924 , 0.370055 , 0.336949 , 0.386394 , 0.334298 , 0.327698 , 0.289967 , 0.392994 , 0.347791 , 0.348654 , 0.459811 
 973 , 0.214349 , 0.271726 , 0.243993 , 0.246272 , 0.303864 , 0.304444 , 0.287397 , 0.305865 , 0.266732 , 0.278918 , 0.369568 , 0.337082 , 0.385767 , 0.334259 , 0.327889 , 0.289863 , 0.392718 , 0.347232 , 0.348858 , 0.45928 
 974 , 0.214334 , 0.272086 , 0.244299 , 0.246229 , 0.304374 , 0.304865 , 0.287243 , 0.306589 , 0.267986 , 0.279053 , 0.369727 , 0.337859 , 0.385518 , 0.334965 , 0.32807 , 0.290476 , 0.392717 , 0.347433 , 0.350604 , 0.45941 
 975 , 0.214351 , 0.272525 , 0.244652 , 0.246187 , 0.304967 , 0.305288 , 0.287149 , 0.307403 , 0.269331 , 0.279253 , 0.369985 , 0.33873 , 0.385322 , 0.335776 , 0.328246 , 0.291209 , 0.392764 , 0.34775 , 0.352595 , 0.459637 
 976 , 0.214787 , 0.272909 , 0.245422 , 0.246614 , 0.305732 , 0.305412 , 0.287488 , 0.308223 , 0.270115 , 0.279571 , 0.36993 , 0.339499 , 0.385194 , 0.336733 , 0.328433 , 0.292114 , 0.393485 , 0.348652 , 0.353963 , 0.460146 
 977 , 0.215036 , 0.272979 , 0.246368 , 0.247282 , 0.306263 , 0.305216 , 0.287877 , 0.308721 , 0.270246 , 0.280069 , 0.369529 , 0.339955 , 0.3852 , 0.337337 , 0.32865 , 0.292775 , 0.394259 , 0.349387 , 0.354258 , 0.460951 
 978 , 0.21502 , 0.272817 , 0.247308 , 0.248008 , 0.30655 , 0.304866 , 0.288164 , 0.308969 , 0.270071 , 0.280677 , 0.368972 , 0.340211 , 0.385302 , 0.337632 , 0.328896 , 0.293197 , 0.394863 , 0.349807 , 0.353954 , 0.461911 
 979 , 0.215301 , 0.273032 , 0.248127 , 0.248463 , 0.30691 , 0.304647 , 0.288503 , 0.309138 , 0.269593 , 0.281607 , 0.36899 , 0.340726 , 0.385956 , 0.338242 , 0.329162 , 0.293604 , 0.395389 , 0.350318 , 0.354314 , 0.463119 
 980 , 0.216097 , 0.273858 , 0.248738 , 0.248579 , 0.307539 , 0.30477 , 0.288811 , 0.309267 , 0.2687 , 0.282904 , 0.369761 , 0.341705 , 0.387218 , 0.339218 , 0.329449 , 0.294005 , 0.396141 , 0.351042 , 0.355839 , 0.4645 
 981 , 0.217177 , 0.274951 , 0.249213 , 0.248746 , 0.308687 , 0.305295 , 0.288859 , 0.309567 , 0.267763 , 0.284006 , 0.370345 , 0.342995 , 0.388058 , 0.340132 , 0.329659 , 0.294452 , 0.397774 , 0.351953 , 0.358013 , 0.465368 
 982 , 0.218211 , 0.275948 , 0.249672 , 0.249012 , 0.309768 , 0.305878 , 0.288968 , 0.309848 , 0.266925 , 0.284962 , 0.370868 , 0.344205 , 0.388861 , 0.340904 , 0.329847 , 0.294821 , 0.399336 , 0.352849 , 0.360085 , 0.466087 
 983 , 0.218954 , 0.276324 , 0.249933 , 0.249977 , 0.310283 , 0.306896 , 0.289608 , 0.309975 , 0.266789 , 0.284853 , 0.370881 , 0.344763 , 0.389413 , 0.340759 , 0.3299 , 0.29468 , 0.40043 , 0.35361 , 0.361408 , 0.465738 
 984 , 0.219578 , 0.276382 , 0.25061 , 0.25046 , 0.309934 , 0.307828 , 0.290611 , 0.310013 , 0.266716 , 0.284479 , 0.370747 , 0.344235 , 0.39066 , 0.340525 , 0.329653 , 0.293916 , 0.400272 , 0.354103 , 0.361548 , 0.465191 
 985 , 0.22021 , 0.276426 , 0.251301 , 0.250923 , 0.309559 , 0.308758 , 0.291615 , 0.310043 , 0.266649 , 0.2841 , 0.370598 , 0.343678 , 0.39193 , 0.340281 , 0.329386 , 0.293129 , 0.40007 , 0.35459 , 0.361639 , 0.464638 
 986 , 0.220692 , 0.275938 , 0.252231 , 0.25104 , 0.309029 , 0.309241 , 0.292025 , 0.309999 , 0.266519 , 0.283973 , 0.370043 , 0.34324 , 0.392586 , 0.33921 , 0.329517 , 0.292448 , 0.399879 , 0.354626 , 0.36065 , 0.464051 
 987 , 0.220743 , 0.275563 , 0.25267 , 0.251225 , 0.308804 , 0.30883 , 0.292258 , 0.309738 , 0.266475 , 0.283955 , 0.36953 , 0.343878 , 0.392739 , 0.337875 , 0.329845 , 0.292637 , 0.399871 , 0.354641 , 0.360018 , 0.463558 
 988 , 0.2206 , 0.275288 , 0.252843 , 0.251462 , 0.308736 , 0.308006 , 0.292473 , 0.309387 , 0.266457 , 0.283977 , 0.369079 , 0.345042 , 0.39272 , 0.336484 , 0.33024 , 0.293274 , 0.399959 , 0.354708 , 0.359677 , 0.463108 
 989 , 0.220226 , 0.275389 , 0.252893 , 0.251767 , 0.30882 , 0.307105 , 0.29243 , 0.30948 , 0.266353 , 0.284081 , 0.368953 , 0.345877 , 0.392531 , 0.335504 , 0.330164 , 0.294172 , 0.399825 , 0.354481 , 0.35968 , 0.463248 
 990 , 0.220137 , 0.275725 , 0.253106 , 0.252066 , 0.308869 , 0.306667 , 0.29209 , 0.310128 , 0.266406 , 0.284365 , 0.369432 , 0.346206 , 0.392465 , 0.335143 , 0.329902 , 0.29504 , 0.399873 , 0.354336 , 0.360052 , 0.464189 
 991 , 0.220863 , 0.275872 , 0.253765 , 0.252287 , 0.308642 , 0.307129 , 0.291646 , 0.311044 , 0.266855 , 0.284784 , 0.370442 , 0.346144 , 0.392867 , 0.335253 , 0.329993 , 0.29542 , 0.400529 , 0.354783 , 0.360528 , 0.465646 
 992 , 0.221506 , 0.275889 , 0.254 , 0.252119 , 0.308278 , 0.307548 , 0.29105 , 0.311699 , 0.267156 , 0.285246 , 0.371226 , 0.345811 , 0.393185 , 0.335267 , 0.329911 , 0.295491 , 0.401223 , 0.355027 , 0.360585 , 0.466651 
 993 , 0.221784 , 0.275558 , 0.252848 , 0.250857 , 0.307591 , 0.307785 , 0.290037 , 0.311539 , 0.266887 , 0.285833 , 0.371262 , 0.344674 , 0.393205 , 0.335007 , 0.329332 , 0.294664 , 0.402026 , 0.354615 , 0.359286 , 0.466111 
 994 , 0.221423 , 0.275717 , 0.251547 , 0.25065 , 0.307943 , 0.307846 , 0.289288 , 0.311479 , 0.265752 , 0.286324 , 0.371041 , 0.343758 , 0.392959 , 0.334857 , 0.32892 , 0.294345 , 0.402933 , 0.353881 , 0.357505 , 0.464395 
 995 , 0.221055 , 0.275888 , 0.250196 , 0.250442 , 0.308295 , 0.307918 , 0.28851 , 0.311411 , 0.264583 , 0.286834 , 0.370809 , 0.342808 , 0.3927 , 0.334698 , 0.328492 , 0.294023 , 0.403874 , 0.353113 , 0.355659 , 0.462614 
 996 , 0.221819 , 0.276302 , 0.250035 , 0.250377 , 0.308994 , 0.307827 , 0.288229 , 0.311363 , 0.264384 , 0.286228 , 0.370235 , 0.342502 , 0.392087 , 0.334559 , 0.329039 , 0.29396 , 0.403681 , 0.352629 , 0.354016 , 0.460761 
 997 , 0.222732 , 0.275975 , 0.250116 , 0.249608 , 0.309006 , 0.30791 , 0.288277 , 0.311505 , 0.265295 , 0.285971 , 0.37001 , 0.342748 , 0.39222 , 0.334891 , 0.328929 , 0.293872 , 0.403269 , 0.352122 , 0.352911 , 0.460975 
 998 , 0.223701 , 0.275403 , 0.250266 , 0.248584 , 0.308799 , 0.308046 , 0.288418 , 0.311707 , 0.266565 , 0.285843 , 0.369898 , 0.343176 , 0.3926 , 0.335381 , 0.328584 , 0.293752 , 0.402804 , 0.351593 , 0.351943 , 0.461863 
 999 , 0.223179 , 0.274746 , 0.249493 , 0.248398 , 0.308359 , 0.30821 , 0.28888 , 0.311452 , 0.266755 , 0.285305 , 0.369784 , 0.343724 , 0.393574 , 0.335558 , 0.328013 , 0.293945 , 0.402433 , 0.350436 , 0.351243 , 0.463358 
 1000 , 0.221924 , 0.274733 , 0.248127 , 0.248864 , 0.308454 , 0.308261 , 0.289497 , 0.31113 , 0.26611 , 0.284822 , 0.369685 , 0.344009 , 0.394967 , 0.335368 , 0.328297 , 0.294585 , 0.402275 , 0.34922 , 0.351369 , 0.464708 
 1001 , 0.220728 , 0.275536 , 0.246604 , 0.249572 , 0.309333 , 0.308165 , 0.290112 , 0.311001 , 0.26514 , 0.284642 , 0.36963 , 0.343885 , 0.396525 , 0.334928 , 0.329757 , 0.295565 , 0.402294 , 0.348319 , 0.352332 , 0.465505 
 1002 , 0.21932 , 0.275877 , 0.245298 , 0.24961 , 0.309689 , 0.307625 , 0.290474 , 0.310602 , 0.263986 , 0.284177 , 0.369575 , 0.343492 , 0.397055 , 0.334666 , 0.331346 , 0.295778 , 0.402052 , 0.347629 , 0.3531 , 0.46561 
 1003 , 0.217651 , 0.275342 , 0.244514 , 0.248374 , 0.308908 , 0.306215 , 0.290414 , 0.309654 , 0.26242 , 0.283019 , 0.369346 , 0.342781 , 0.39541 , 0.334753 , 0.332709 , 0.294397 , 0.401323 , 0.347194 , 0.353282 , 0.464244 
 1004 , 0.216279 , 0.274742 , 0.243976 , 0.24694 , 0.307438 , 0.304316 , 0.290643 , 0.308289 , 0.260166 , 0.280846 , 0.368138 , 0.342853 , 0.392406 , 0.334925 , 0.332259 , 0.292116 , 0.400475 , 0.345827 , 0.352492 , 0.461973 
 1005 , 0.214947 , 0.274058 , 0.243463 , 0.24548 , 0.30601 , 0.302407 , 0.290792 , 0.306904 , 0.257919 , 0.278625 , 0.3669 , 0.342951 , 0.389386 , 0.335044 , 0.331669 , 0.289793 , 0.399589 , 0.34452 , 0.351779 , 0.459629 
 1006 , 0.214912 , 0.272687 , 0.243551 , 0.24453 , 0.305933 , 0.301369 , 0.2898 , 0.306117 , 0.256921 , 0.276928 , 0.365842 , 0.343264 , 0.387642 , 0.334598 , 0.329491 , 0.288173 , 0.398625 , 0.344558 , 0.352541 , 0.457466 
 1007 , 0.213874 , 0.27029 , 0.243082 , 0.244053 , 0.305424 , 0.301797 , 0.288932 , 0.3058 , 0.25683 , 0.275866 , 0.366428 , 0.342446 , 0.386023 , 0.334012 , 0.328288 , 0.286703 , 0.397289 , 0.345496 , 0.35282 , 0.455977 
 1008 , 0.212637 , 0.267624 , 0.242512 , 0.243639 , 0.30483 , 0.302489 , 0.288036 , 0.305556 , 0.256885 , 0.274868 , 0.367306 , 0.341425 , 0.384371 , 0.333377 , 0.327191 , 0.285196 , 0.395844 , 0.346615 , 0.353029 , 0.454537 
 1009 , 0.211008 , 0.266039 , 0.241718 , 0.243115 , 0.304963 , 0.302982 , 0.287269 , 0.305173 , 0.256829 , 0.274951 , 0.367859 , 0.33982 , 0.38393 , 0.333474 , 0.326961 , 0.283445 , 0.394964 , 0.34662 , 0.352076 , 0.454123 
 1010 , 0.209738 , 0.265323 , 0.241058 , 0.242062 , 0.305592 , 0.302493 , 0.28592 , 0.30451 , 0.256722 , 0.274884 , 0.367525 , 0.338187 , 0.38442 , 0.33376 , 0.326513 , 0.281869 , 0.394452 , 0.346045 , 0.350629 , 0.454551 
 1011 , 0.20878 , 0.265031 , 0.240525 , 0.240595 , 0.306464 , 0.301279 , 0.284073 , 0.303648 , 0.256594 , 0.274473 , 0.366571 , 0.336609 , 0.385377 , 0.334047 , 0.325715 , 0.280427 , 0.394085 , 0.345264 , 0.349006 , 0.455407 
 1012 , 0.2077 , 0.264325 , 0.239262 , 0.238904 , 0.306044 , 0.300235 , 0.282879 , 0.302256 , 0.255866 , 0.273895 , 0.365162 , 0.335419 , 0.385203 , 0.333897 , 0.324781 , 0.279494 , 0.393505 , 0.344517 , 0.346774 , 0.456253 
 1013 , 0.206324 , 0.262907 , 0.237227 , 0.23693 , 0.304092 , 0.299656 , 0.282375 , 0.300207 , 0.254298 , 0.273337 , 0.363283 , 0.334549 , 0.383485 , 0.333184 , 0.324014 , 0.278954 , 0.392392 , 0.343649 , 0.34399 , 0.456833 
 1014 , 0.204484 , 0.260747 , 0.235147 , 0.234762 , 0.301635 , 0.299769 , 0.281853 , 0.29785 , 0.252188 , 0.273223 , 0.361386 , 0.333403 , 0.380818 , 0.332211 , 0.323993 , 0.278007 , 0.390446 , 0.342278 , 0.341375 , 0.456829 
 1015 , 0.202742 , 0.258994 , 0.233255 , 0.233009 , 0.299411 , 0.300052 , 0.281137 , 0.295893 , 0.250441 , 0.272935 , 0.359831 , 0.332187 , 0.378315 , 0.331266 , 0.323844 , 0.277268 , 0.388465 , 0.341004 , 0.339047 , 0.456438 
 1016 , 0.201629 , 0.25917 , 0.232429 , 0.233211 , 0.298412 , 0.301012 , 0.279788 , 0.295864 , 0.250403 , 0.272005 , 0.359888 , 0.330898 , 0.376887 , 0.330591 , 0.323203 , 0.277495 , 0.386655 , 0.340316 , 0.338234 , 0.454536 
 1017 , 0.201318 , 0.260786 , 0.231813 , 0.2339 , 0.298174 , 0.301863 , 0.279572 , 0.296167 , 0.250635 , 0.27105 , 0.360467 , 0.330764 , 0.376041 , 0.331002 , 0.322031 , 0.278305 , 0.38605 , 0.340528 , 0.337305 , 0.452429 
 1018 , 0.200996 , 0.262548 , 0.231154 , 0.234639 , 0.297929 , 0.302756 , 0.279374 , 0.296482 , 0.250892 , 0.270039 , 0.361087 , 0.330646 , 0.375169 , 0.331467 , 0.320782 , 0.27918 , 0.385448 , 0.340767 , 0.336329 , 0.450194 
