  time  ,:45:38 A,:45:46 A,:45:51 A,:45:59 A,:46:09 A,:47:51 A,:47:57 A,:48:03 A,:48:08 A,:48:13 A,:49:27 A,:49:34 A,:49:39 A,:49:45 A,:49:52 A,:50:33 A,:50:39 A,:50:47 A,:51:01 A,:51:07 A,:51:55 A,:52:02 A,:52:14 A,:52:24 A,:52:32 A,:53:47 A,:53:52 A,:53:58 A,:54:04 A,:54:09 A,:54:36 A,:54:42 A,:54:50 A,:54:57 A,:55:02 A,:55:52 A,:55:59 A,:56:06 A,:56:11 A,:56:19 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 772 , 0.214344 , 0.332863 , 0.281133 , 0.323471 , 0.253585 , 0.194484 , 0.163289 , 0.209242 , 0.248182 , 0.269657 , 0.176475 , 0.234094 , 0.239518 , 0.226036 , 0.175298 , 0.217547 , 0.368584 , 0.241491 , 0.228258 , 0.251263 , 0.308006 , 0.20367 , 0.277075 , 0.267198 , 0.226005 , 0.156029 , 0.200393 , 0.124898 , 0.146885 , 0.160245 , 0.134322 , 0.095545 , 0.068024 , 0.136665 , 0.147101 , 0.235091 , 0.233629 , 0.14221 , 0.197254 , 0.178074 
 773 , 0.214771 , 0.33328 , 0.281685 , 0.323988 , 0.254003 , 0.19507 , 0.163852 , 0.20976 , 0.248775 , 0.270315 , 0.176919 , 0.234551 , 0.240064 , 0.226728 , 0.175698 , 0.218048 , 0.369378 , 0.241972 , 0.228667 , 0.251614 , 0.308786 , 0.204204 , 0.277752 , 0.267815 , 0.226638 , 0.156378 , 0.200864 , 0.125207 , 0.147223 , 0.160606 , 0.134663 , 0.095844 , 0.068236 , 0.137047 , 0.147545 , 0.235576 , 0.234181 , 0.14255 , 0.197766 , 0.178494 
 774 , 0.215199 , 0.333734 , 0.28218 , 0.324524 , 0.25448 , 0.195603 , 0.164357 , 0.210253 , 0.249322 , 0.270954 , 0.177353 , 0.234996 , 0.240622 , 0.227233 , 0.176082 , 0.218549 , 0.370165 , 0.242414 , 0.229062 , 0.251965 , 0.309533 , 0.204723 , 0.278399 , 0.268481 , 0.22728 , 0.156716 , 0.201309 , 0.125517 , 0.147569 , 0.160986 , 0.135041 , 0.096137 , 0.068464 , 0.137445 , 0.147968 , 0.23606 , 0.23472 , 0.142874 , 0.198268 , 0.178885 
 775 , 0.21565 , 0.334329 , 0.282659 , 0.325157 , 0.255062 , 0.196088 , 0.164829 , 0.210754 , 0.249803 , 0.271538 , 0.177792 , 0.235457 , 0.241181 , 0.227502 , 0.176478 , 0.219062 , 0.370997 , 0.24283 , 0.229489 , 0.25236 , 0.310266 , 0.205271 , 0.279098 , 0.269242 , 0.227935 , 0.15705 , 0.201742 , 0.125839 , 0.147936 , 0.16139 , 0.135513 , 0.096448 , 0.068723 , 0.137872 , 0.148385 , 0.236563 , 0.235265 , 0.143195 , 0.198736 , 0.179239 
 776 , 0.216117 , 0.334959 , 0.283156 , 0.325814 , 0.255658 , 0.196587 , 0.165308 , 0.211267 , 0.250283 , 0.272113 , 0.178239 , 0.235919 , 0.241722 , 0.227764 , 0.176891 , 0.219577 , 0.371842 , 0.243246 , 0.22993 , 0.25277 , 0.311007 , 0.205833 , 0.279824 , 0.270022 , 0.228588 , 0.157388 , 0.202181 , 0.126163 , 0.148313 , 0.1618 , 0.135998 , 0.096756 , 0.068985 , 0.138302 , 0.1488 , 0.237069 , 0.235818 , 0.143522 , 0.199191 , 0.179592 
 777 , 0.216578 , 0.33557 , 0.283653 , 0.326474 , 0.256263 , 0.197072 , 0.165791 , 0.21177 , 0.250775 , 0.272676 , 0.178693 , 0.236394 , 0.242263 , 0.228059 , 0.177299 , 0.22011 , 0.372699 , 0.243683 , 0.23038 , 0.253181 , 0.311745 , 0.206404 , 0.280555 , 0.270794 , 0.229243 , 0.157735 , 0.20262 , 0.126491 , 0.148682 , 0.162211 , 0.136472 , 0.09707 , 0.069241 , 0.138723 , 0.149218 , 0.237578 , 0.236388 , 0.143853 , 0.199661 , 0.179958 
 778 , 0.217034 , 0.336058 , 0.284131 , 0.327098 , 0.256908 , 0.197501 , 0.166253 , 0.212218 , 0.251333 , 0.273202 , 0.179184 , 0.236912 , 0.242761 , 0.228496 , 0.177709 , 0.22071 , 0.373564 , 0.24423 , 0.23088 , 0.253561 , 0.312478 , 0.206977 , 0.281257 , 0.271491 , 0.229852 , 0.158096 , 0.203065 , 0.126842 , 0.149039 , 0.162578 , 0.136894 , 0.097381 , 0.06948 , 0.139122 , 0.14962 , 0.238074 , 0.237014 , 0.144202 , 0.200229 , 0.180395 
 779 , 0.217498 , 0.336466 , 0.284576 , 0.327666 , 0.257567 , 0.197927 , 0.166701 , 0.212688 , 0.251917 , 0.273756 , 0.179659 , 0.237425 , 0.243257 , 0.228915 , 0.178107 , 0.221289 , 0.374364 , 0.244771 , 0.231355 , 0.253931 , 0.313227 , 0.207513 , 0.281921 , 0.272135 , 0.230445 , 0.158455 , 0.203495 , 0.127197 , 0.14937 , 0.16292 , 0.137306 , 0.097673 , 0.069711 , 0.139503 , 0.150005 , 0.238566 , 0.237629 , 0.144517 , 0.200813 , 0.180822 
 780 , 0.217965 , 0.336878 , 0.28503 , 0.328243 , 0.258235 , 0.198355 , 0.167151 , 0.213162 , 0.252516 , 0.274314 , 0.180147 , 0.237951 , 0.243762 , 0.229338 , 0.178503 , 0.221872 , 0.375176 , 0.245315 , 0.231839 , 0.254305 , 0.313975 , 0.208052 , 0.282599 , 0.272789 , 0.231041 , 0.158818 , 0.203928 , 0.12756 , 0.149703 , 0.16327 , 0.137726 , 0.097973 , 0.069949 , 0.139893 , 0.150387 , 0.239067 , 0.238253 , 0.144835 , 0.201411 , 0.181257 
 781 , 0.218378 , 0.337251 , 0.285371 , 0.328835 , 0.25875 , 0.198882 , 0.167628 , 0.213752 , 0.253059 , 0.274934 , 0.180666 , 0.238427 , 0.244264 , 0.229816 , 0.178888 , 0.222384 , 0.375904 , 0.245729 , 0.232248 , 0.254626 , 0.3147 , 0.208535 , 0.283296 , 0.273426 , 0.231675 , 0.159131 , 0.204346 , 0.127905 , 0.149996 , 0.163574 , 0.13818 , 0.098273 , 0.070139 , 0.140288 , 0.150775 , 0.239567 , 0.238821 , 0.145121 , 0.201936 , 0.181655 
 782 , 0.218744 , 0.337668 , 0.28572 , 0.329472 , 0.259182 , 0.199427 , 0.168126 , 0.214348 , 0.253554 , 0.275573 , 0.181209 , 0.238887 , 0.244747 , 0.23034 , 0.179257 , 0.222917 , 0.376706 , 0.246137 , 0.232627 , 0.254949 , 0.315395 , 0.209088 , 0.283996 , 0.274108 , 0.232394 , 0.159422 , 0.204769 , 0.12825 , 0.150313 , 0.163887 , 0.138635 , 0.098597 , 0.070339 , 0.140695 , 0.151199 , 0.240049 , 0.239406 , 0.145431 , 0.202412 , 0.182052 
 783 , 0.21911 , 0.338092 , 0.286071 , 0.330122 , 0.25962 , 0.19998 , 0.16863 , 0.214952 , 0.254061 , 0.276225 , 0.181764 , 0.23936 , 0.245242 , 0.230876 , 0.179633 , 0.223457 , 0.377526 , 0.246551 , 0.233017 , 0.255273 , 0.316097 , 0.209648 , 0.284703 , 0.274797 , 0.233125 , 0.159719 , 0.205198 , 0.128601 , 0.15063 , 0.164201 , 0.139097 , 0.098928 , 0.07054 , 0.141113 , 0.15163 , 0.240544 , 0.239998 , 0.145753 , 0.202889 , 0.18245 
 784 , 0.219513 , 0.338532 , 0.286496 , 0.330785 , 0.260094 , 0.200489 , 0.16915 , 0.215491 , 0.254583 , 0.276822 , 0.182262 , 0.239787 , 0.245721 , 0.23138 , 0.179982 , 0.224001 , 0.378333 , 0.246987 , 0.233415 , 0.255595 , 0.316786 , 0.210223 , 0.28537 , 0.275458 , 0.23381 , 0.160022 , 0.205622 , 0.128942 , 0.150949 , 0.164521 , 0.139515 , 0.099249 , 0.070757 , 0.14147 , 0.15207 , 0.241005 , 0.240556 , 0.146055 , 0.203369 , 0.182835 
 785 , 0.21994 , 0.338936 , 0.286942 , 0.331446 , 0.260561 , 0.200941 , 0.169701 , 0.215905 , 0.255117 , 0.277307 , 0.182667 , 0.240169 , 0.246181 , 0.231845 , 0.180295 , 0.224538 , 0.379091 , 0.247432 , 0.2338 , 0.255897 , 0.317489 , 0.21076 , 0.286027 , 0.276045 , 0.234374 , 0.160331 , 0.206043 , 0.129276 , 0.151286 , 0.164827 , 0.139853 , 0.099552 , 0.070977 , 0.14177 , 0.152494 , 0.241447 , 0.241036 , 0.14632 , 0.203855 , 0.18316 
 786 , 0.220388 , 0.339331 , 0.287387 , 0.332118 , 0.261036 , 0.201391 , 0.170264 , 0.216316 , 0.255664 , 0.277785 , 0.183071 , 0.240555 , 0.246647 , 0.232313 , 0.180607 , 0.225078 , 0.379854 , 0.247887 , 0.234187 , 0.2562 , 0.318216 , 0.21129 , 0.286699 , 0.276632 , 0.234928 , 0.160646 , 0.20646 , 0.129605 , 0.151624 , 0.16513 , 0.140192 , 0.099848 , 0.071201 , 0.142082 , 0.152913 , 0.241898 , 0.241508 , 0.146588 , 0.204353 , 0.183483 
 787 , 0.220828 , 0.339719 , 0.287828 , 0.332777 , 0.2615 , 0.20187 , 0.170821 , 0.21674 , 0.256226 , 0.278286 , 0.183481 , 0.240945 , 0.247118 , 0.23279 , 0.180925 , 0.225631 , 0.380635 , 0.248336 , 0.234571 , 0.256502 , 0.318953 , 0.211807 , 0.287389 , 0.277225 , 0.235497 , 0.16096 , 0.206885 , 0.129932 , 0.151955 , 0.165444 , 0.14054 , 0.10015 , 0.071424 , 0.142408 , 0.153325 , 0.242358 , 0.24199 , 0.146854 , 0.204865 , 0.183801 
 788 , 0.221242 , 0.340065 , 0.288307 , 0.333353 , 0.262004 , 0.202441 , 0.1713 , 0.217229 , 0.256858 , 0.278931 , 0.183943 , 0.241339 , 0.247568 , 0.233257 , 0.181272 , 0.226242 , 0.381481 , 0.248732 , 0.234958 , 0.256798 , 0.319681 , 0.212256 , 0.288096 , 0.277848 , 0.236138 , 0.161284 , 0.207332 , 0.13023 , 0.152217 , 0.165791 , 0.140917 , 0.100432 , 0.071615 , 0.142781 , 0.153701 , 0.242817 , 0.24253 , 0.147141 , 0.205431 , 0.184121 
 789 , 0.221686 , 0.340455 , 0.288866 , 0.333978 , 0.262619 , 0.203059 , 0.171794 , 0.217767 , 0.257568 , 0.279653 , 0.184448 , 0.241776 , 0.248035 , 0.233771 , 0.181652 , 0.226894 , 0.382369 , 0.249136 , 0.235419 , 0.257135 , 0.320419 , 0.21276 , 0.28885 , 0.278537 , 0.236855 , 0.161648 , 0.207839 , 0.130556 , 0.152489 , 0.166179 , 0.141336 , 0.100754 , 0.07182 , 0.143162 , 0.154126 , 0.243288 , 0.243152 , 0.147471 , 0.20604 , 0.184486 
 790 , 0.222143 , 0.34086 , 0.289435 , 0.334614 , 0.263245 , 0.203696 , 0.17229 , 0.218326 , 0.258294 , 0.280396 , 0.184973 , 0.242217 , 0.248518 , 0.234289 , 0.182045 , 0.227566 , 0.383285 , 0.249553 , 0.235894 , 0.257481 , 0.321177 , 0.213278 , 0.289619 , 0.279241 , 0.237581 , 0.16202 , 0.20836 , 0.130896 , 0.15277 , 0.166575 , 0.141768 , 0.101078 , 0.072025 , 0.143552 , 0.154554 , 0.243773 , 0.243795 , 0.147808 , 0.206662 , 0.184859 
 791 , 0.222556 , 0.341354 , 0.289977 , 0.335233 , 0.26386 , 0.204236 , 0.17267 , 0.21888 , 0.259067 , 0.281079 , 0.18546 , 0.242709 , 0.248993 , 0.234771 , 0.182456 , 0.228168 , 0.38416 , 0.24998 , 0.236387 , 0.257825 , 0.321933 , 0.21387 , 0.290372 , 0.279881 , 0.238268 , 0.162352 , 0.208822 , 0.131263 , 0.153135 , 0.166971 , 0.142166 , 0.101389 , 0.072235 , 0.143977 , 0.154956 , 0.244238 , 0.24439 , 0.148157 , 0.207223 , 0.185265 
 792 , 0.222979 , 0.341895 , 0.290458 , 0.335814 , 0.26437 , 0.204785 , 0.173023 , 0.219453 , 0.259786 , 0.281713 , 0.185923 , 0.243176 , 0.249333 , 0.235218 , 0.182869 , 0.228724 , 0.384973 , 0.250385 , 0.23678 , 0.258159 , 0.322675 , 0.214408 , 0.291065 , 0.280487 , 0.238912 , 0.162634 , 0.209206 , 0.131594 , 0.153494 , 0.167338 , 0.142508 , 0.101655 , 0.072442 , 0.144402 , 0.155305 , 0.244689 , 0.244895 , 0.14847 , 0.207752 , 0.185646 
 793 , 0.223411 , 0.342452 , 0.290948 , 0.336405 , 0.26489 , 0.205342 , 0.173389 , 0.22004 , 0.26052 , 0.282361 , 0.186394 , 0.243651 , 0.249681 , 0.235672 , 0.183289 , 0.229289 , 0.385803 , 0.250799 , 0.237186 , 0.258496 , 0.323428 , 0.214954 , 0.291779 , 0.281108 , 0.239569 , 0.162924 , 0.209597 , 0.131937 , 0.15386 , 0.167712 , 0.142858 , 0.101922 , 0.072656 , 0.144844 , 0.155657 , 0.245154 , 0.245415 , 0.148785 , 0.208295 , 0.186036 
 794 , 0.223825 , 0.342936 , 0.291407 , 0.337002 , 0.265382 , 0.205878 , 0.17387 , 0.220589 , 0.261218 , 0.282938 , 0.186861 , 0.244128 , 0.250002 , 0.236105 , 0.183647 , 0.229878 , 0.386588 , 0.251202 , 0.237559 , 0.258829 , 0.324142 , 0.21547 , 0.292492 , 0.281722 , 0.240176 , 0.163197 , 0.210014 , 0.132259 , 0.154197 , 0.168007 , 0.143225 , 0.102201 , 0.072842 , 0.145217 , 0.156031 , 0.245616 , 0.245925 , 0.149045 , 0.208847 , 0.186427 
 795 , 0.224247 , 0.343332 , 0.291876 , 0.337686 , 0.265879 , 0.206363 , 0.174497 , 0.221134 , 0.261912 , 0.283491 , 0.187355 , 0.244653 , 0.250619 , 0.236556 , 0.183969 , 0.230529 , 0.387398 , 0.251685 , 0.237963 , 0.259146 , 0.324861 , 0.216036 , 0.293229 , 0.282328 , 0.240724 , 0.163499 , 0.210488 , 0.132605 , 0.154532 , 0.16827 , 0.143664 , 0.102532 , 0.073025 , 0.145555 , 0.156456 , 0.246109 , 0.246451 , 0.149272 , 0.209412 , 0.186838 
 796 , 0.22469 , 0.343725 , 0.292372 , 0.338403 , 0.2664 , 0.206852 , 0.175149 , 0.221697 , 0.26264 , 0.284069 , 0.187872 , 0.245194 , 0.251343 , 0.237026 , 0.184302 , 0.231203 , 0.388243 , 0.252208 , 0.238386 , 0.259467 , 0.32561 , 0.216636 , 0.293983 , 0.282948 , 0.241276 , 0.16382 , 0.210988 , 0.132966 , 0.154879 , 0.168543 , 0.144121 , 0.102885 , 0.073211 , 0.145906 , 0.156898 , 0.246619 , 0.246989 , 0.149508 , 0.209992 , 0.187262 
 797 , 0.225137 , 0.344133 , 0.292859 , 0.33912 , 0.266908 , 0.207377 , 0.175786 , 0.222287 , 0.263349 , 0.28469 , 0.188358 , 0.245731 , 0.252074 , 0.237508 , 0.184642 , 0.231873 , 0.389103 , 0.252739 , 0.23881 , 0.259791 , 0.326384 , 0.217246 , 0.294744 , 0.283556 , 0.24184 , 0.164168 , 0.211497 , 0.133318 , 0.155247 , 0.168843 , 0.144576 , 0.10322 , 0.073411 , 0.146239 , 0.157334 , 0.247142 , 0.247524 , 0.149732 , 0.210581 , 0.187671 
 798 , 0.225572 , 0.344595 , 0.293275 , 0.339797 , 0.267405 , 0.208005 , 0.176359 , 0.222925 , 0.263938 , 0.285392 , 0.188718 , 0.246202 , 0.252671 , 0.238002 , 0.185001 , 0.232483 , 0.38996 , 0.253228 , 0.239198 , 0.260133 , 0.327214 , 0.21781 , 0.295475 , 0.284142 , 0.242441 , 0.164568 , 0.212028 , 0.133626 , 0.155653 , 0.169186 , 0.144997 , 0.103476 , 0.073626 , 0.146487 , 0.157744 , 0.24767 , 0.248031 , 0.14991 , 0.211128 , 0.188003 
 799 , 0.225998 , 0.345105 , 0.29367 , 0.340489 , 0.267944 , 0.208678 , 0.176941 , 0.223548 , 0.264493 , 0.286085 , 0.189071 , 0.246665 , 0.253151 , 0.238483 , 0.185358 , 0.233107 , 0.390814 , 0.253676 , 0.239593 , 0.26049 , 0.328097 , 0.21833 , 0.296208 , 0.284778 , 0.243104 , 0.164954 , 0.212571 , 0.133928 , 0.156067 , 0.169536 , 0.145435 , 0.103724 , 0.073836 , 0.146731 , 0.158156 , 0.248196 , 0.248562 , 0.1501 , 0.211664 , 0.188344 
 800 , 0.226433 , 0.345629 , 0.294077 , 0.341202 , 0.268501 , 0.20936 , 0.177538 , 0.224181 , 0.265065 , 0.28679 , 0.189433 , 0.247143 , 0.253636 , 0.238974 , 0.185729 , 0.233736 , 0.391686 , 0.254129 , 0.239999 , 0.260857 , 0.328995 , 0.218866 , 0.296959 , 0.285431 , 0.243774 , 0.165352 , 0.213124 , 0.134242 , 0.156487 , 0.169894 , 0.14588 , 0.10397 , 0.074055 , 0.146975 , 0.158586 , 0.248732 , 0.24911 , 0.150296 , 0.212209 , 0.188693 
 801 , 0.226923 , 0.346225 , 0.294593 , 0.341912 , 0.269055 , 0.209934 , 0.178 , 0.224654 , 0.265758 , 0.287429 , 0.189874 , 0.247604 , 0.254132 , 0.239484 , 0.186082 , 0.23433 , 0.392516 , 0.25456 , 0.240423 , 0.26111 , 0.329758 , 0.219324 , 0.297703 , 0.286077 , 0.244462 , 0.165698 , 0.213566 , 0.134555 , 0.156802 , 0.170236 , 0.146264 , 0.10422 , 0.074198 , 0.147341 , 0.158951 , 0.249187 , 0.249637 , 0.150571 , 0.212747 , 0.189049 
 802 , 0.227447 , 0.346789 , 0.295166 , 0.342526 , 0.269552 , 0.210443 , 0.178385 , 0.225079 , 0.266583 , 0.288049 , 0.19031 , 0.248065 , 0.254636 , 0.239995 , 0.186455 , 0.234878 , 0.393367 , 0.254983 , 0.240849 , 0.261328 , 0.330463 , 0.219829 , 0.298482 , 0.286699 , 0.245162 , 0.166041 , 0.213974 , 0.134897 , 0.157112 , 0.170591 , 0.14658 , 0.104486 , 0.074323 , 0.147732 , 0.159299 , 0.249618 , 0.250158 , 0.150871 , 0.213329 , 0.189402 
 803 , 0.227986 , 0.347374 , 0.295751 , 0.343155 , 0.270066 , 0.210971 , 0.178776 , 0.225517 , 0.267427 , 0.288693 , 0.190765 , 0.248546 , 0.25515 , 0.240522 , 0.186833 , 0.235441 , 0.394231 , 0.255415 , 0.241289 , 0.261556 , 0.331188 , 0.220343 , 0.299274 , 0.287335 , 0.245878 , 0.166389 , 0.214395 , 0.135243 , 0.157432 , 0.170956 , 0.146906 , 0.104759 , 0.074458 , 0.148127 , 0.159657 , 0.250059 , 0.250699 , 0.151181 , 0.213926 , 0.18976 
 804 , 0.228433 , 0.347804 , 0.29625 , 0.343621 , 0.270545 , 0.211428 , 0.179203 , 0.225959 , 0.268164 , 0.289242 , 0.191182 , 0.24899 , 0.255636 , 0.241 , 0.187226 , 0.236007 , 0.395009 , 0.255792 , 0.241671 , 0.261762 , 0.331903 , 0.220849 , 0.300011 , 0.287961 , 0.246554 , 0.166698 , 0.214768 , 0.135555 , 0.157748 , 0.171281 , 0.147218 , 0.105029 , 0.074574 , 0.148472 , 0.160034 , 0.250471 , 0.251187 , 0.151451 , 0.214457 , 0.190084 
 805 , 0.22885 , 0.348191 , 0.296698 , 0.344048 , 0.271066 , 0.211915 , 0.179773 , 0.226516 , 0.268838 , 0.289787 , 0.191634 , 0.249476 , 0.256147 , 0.241535 , 0.187619 , 0.236623 , 0.395781 , 0.256219 , 0.242047 , 0.262033 , 0.332644 , 0.221349 , 0.300785 , 0.288624 , 0.247198 , 0.167065 , 0.215028 , 0.135881 , 0.158077 , 0.171593 , 0.147586 , 0.105303 , 0.074709 , 0.148783 , 0.160505 , 0.25094 , 0.251675 , 0.151679 , 0.214995 , 0.190431 
 806 , 0.229293 , 0.348607 , 0.297157 , 0.344496 , 0.271621 , 0.212439 , 0.18039 , 0.22712 , 0.269532 , 0.290358 , 0.192116 , 0.249991 , 0.256689 , 0.242097 , 0.188021 , 0.237265 , 0.396595 , 0.256689 , 0.242444 , 0.262342 , 0.333418 , 0.221869 , 0.301604 , 0.289319 , 0.247863 , 0.167463 , 0.215283 , 0.136213 , 0.158419 , 0.171927 , 0.147983 , 0.105588 , 0.074852 , 0.149106 , 0.161011 , 0.251443 , 0.252198 , 0.151911 , 0.215556 , 0.190803 
 807 , 0.229715 , 0.349012 , 0.297568 , 0.34501 , 0.272167 , 0.212979 , 0.180988 , 0.227728 , 0.270146 , 0.290923 , 0.192617 , 0.250475 , 0.257182 , 0.242634 , 0.18838 , 0.237858 , 0.397435 , 0.257148 , 0.242825 , 0.262671 , 0.334172 , 0.222351 , 0.302361 , 0.289992 , 0.248505 , 0.167833 , 0.215538 , 0.13656 , 0.158729 , 0.172233 , 0.148403 , 0.105855 , 0.075032 , 0.14943 , 0.161496 , 0.251934 , 0.252726 , 0.152129 , 0.216082 , 0.191146 
 808 , 0.23 , 0.349314 , 0.297841 , 0.345634 , 0.272635 , 0.213468 , 0.181455 , 0.228244 , 0.270479 , 0.291457 , 0.193122 , 0.250821 , 0.257497 , 0.243037 , 0.188646 , 0.238285 , 0.398259 , 0.25752 , 0.243128 , 0.263 , 0.334866 , 0.222713 , 0.302892 , 0.290549 , 0.249065 , 0.168073 , 0.215923 , 0.136873 , 0.15897 , 0.172464 , 0.148833 , 0.106057 , 0.075286 , 0.149742 , 0.161859 , 0.252327 , 0.253236 , 0.15231 , 0.216465 , 0.191395 
 809 , 0.23024 , 0.34957 , 0.298123 , 0.346275 , 0.27307 , 0.213918 , 0.181879 , 0.228706 , 0.270772 , 0.292042 , 0.193649 , 0.251143 , 0.257773 , 0.243409 , 0.188939 , 0.238727 , 0.399064 , 0.257835 , 0.243426 , 0.263276 , 0.33562 , 0.223078 , 0.303383 , 0.291108 , 0.249643 , 0.16828 , 0.216494 , 0.137175 , 0.159233 , 0.17269 , 0.149257 , 0.106268 , 0.075531 , 0.150066 , 0.162211 , 0.252711 , 0.253759 , 0.152512 , 0.216851 , 0.19164 
 810 , 0.23049 , 0.349839 , 0.298423 , 0.346953 , 0.273527 , 0.214387 , 0.182329 , 0.229189 , 0.271079 , 0.292658 , 0.1942 , 0.251478 , 0.258066 , 0.243798 , 0.189253 , 0.239186 , 0.399914 , 0.258169 , 0.243736 , 0.26357 , 0.336411 , 0.223464 , 0.303893 , 0.291686 , 0.250251 , 0.168492 , 0.217091 , 0.137491 , 0.159507 , 0.172934 , 0.149703 , 0.106495 , 0.075794 , 0.150407 , 0.162579 , 0.253113 , 0.254306 , 0.152719 , 0.21725 , 0.191894 
 811 , 0.230883 , 0.350095 , 0.298775 , 0.347598 , 0.273959 , 0.214766 , 0.182841 , 0.229577 , 0.271513 , 0.293165 , 0.194636 , 0.251851 , 0.258458 , 0.244177 , 0.189631 , 0.239628 , 0.40052 , 0.258452 , 0.244126 , 0.263863 , 0.337108 , 0.223939 , 0.304442 , 0.29227 , 0.250813 , 0.168759 , 0.217554 , 0.137763 , 0.15986 , 0.17328 , 0.150094 , 0.106841 , 0.075977 , 0.150824 , 0.163041 , 0.253532 , 0.254844 , 0.152968 , 0.217656 , 0.192236 
 812 , 0.231404 , 0.350377 , 0.299155 , 0.348272 , 0.274504 , 0.215224 , 0.183453 , 0.230054 , 0.272045 , 0.293573 , 0.195046 , 0.252268 , 0.258976 , 0.244604 , 0.190001 , 0.240137 , 0.401193 , 0.258822 , 0.244575 , 0.264215 , 0.337731 , 0.224472 , 0.305114 , 0.292909 , 0.251393 , 0.169063 , 0.217872 , 0.138104 , 0.160215 , 0.173644 , 0.150532 , 0.107203 , 0.076198 , 0.151287 , 0.163521 , 0.253989 , 0.255419 , 0.153238 , 0.218106 , 0.192581 
 813 , 0.231956 , 0.350677 , 0.299558 , 0.348985 , 0.275071 , 0.21571 , 0.184102 , 0.230562 , 0.272603 , 0.293997 , 0.195476 , 0.252707 , 0.259519 , 0.245046 , 0.190385 , 0.240668 , 0.401901 , 0.259215 , 0.245046 , 0.26458 , 0.338397 , 0.225035 , 0.305824 , 0.293589 , 0.252007 , 0.169388 , 0.218206 , 0.138462 , 0.160585 , 0.174025 , 0.150995 , 0.107577 , 0.076427 , 0.15177 , 0.164022 , 0.254469 , 0.256024 , 0.15352 , 0.218585 , 0.192945 
 814 , 0.232396 , 0.351001 , 0.299933 , 0.34962 , 0.275605 , 0.216259 , 0.184652 , 0.231094 , 0.273192 , 0.294516 , 0.195904 , 0.253095 , 0.260036 , 0.245471 , 0.190751 , 0.241229 , 0.402694 , 0.259664 , 0.245488 , 0.264932 , 0.339078 , 0.225563 , 0.306559 , 0.294223 , 0.252653 , 0.16972 , 0.218575 , 0.13884 , 0.160898 , 0.174357 , 0.151485 , 0.107926 , 0.076674 , 0.152248 , 0.164492 , 0.254952 , 0.256649 , 0.15387 , 0.218982 , 0.193256 
 815 , 0.232679 , 0.35137 , 0.300216 , 0.350136 , 0.27611 , 0.216807 , 0.18508 , 0.231605 , 0.273726 , 0.295152 , 0.196352 , 0.253467 , 0.26053 , 0.245784 , 0.191081 , 0.241683 , 0.403437 , 0.260105 , 0.245852 , 0.265262 , 0.339782 , 0.226047 , 0.307234 , 0.294842 , 0.253295 , 0.169994 , 0.218938 , 0.139192 , 0.161168 , 0.174709 , 0.151929 , 0.108211 , 0.076886 , 0.152692 , 0.164953 , 0.255385 , 0.25724 , 0.154231 , 0.219288 , 0.193498 
 816 , 0.232957 , 0.351765 , 0.300496 , 0.350659 , 0.276629 , 0.217367 , 0.185506 , 0.232133 , 0.274268 , 0.295819 , 0.196817 , 0.253852 , 0.261033 , 0.246088 , 0.191409 , 0.242131 , 0.404186 , 0.260555 , 0.24622 , 0.265612 , 0.340511 , 0.226547 , 0.307914 , 0.29548 , 0.253961 , 0.170273 , 0.219313 , 0.139547 , 0.16145 , 0.175088 , 0.152379 , 0.108493 , 0.077099 , 0.153139 , 0.165429 , 0.255827 , 0.257837 , 0.154596 , 0.219595 , 0.193742 
 817 , 0.233303 , 0.352195 , 0.300827 , 0.351164 , 0.277208 , 0.217883 , 0.185932 , 0.232641 , 0.274813 , 0.296497 , 0.197287 , 0.25428 , 0.261569 , 0.246431 , 0.191765 , 0.242591 , 0.40495 , 0.26104 , 0.246604 , 0.26594 , 0.341277 , 0.227073 , 0.308595 , 0.296163 , 0.254579 , 0.170547 , 0.219726 , 0.139908 , 0.161771 , 0.175504 , 0.152823 , 0.108769 , 0.077324 , 0.15356 , 0.165906 , 0.256295 , 0.258414 , 0.154919 , 0.220031 , 0.194039 
 818 , 0.233857 , 0.352771 , 0.301365 , 0.351754 , 0.277904 , 0.218363 , 0.186411 , 0.233161 , 0.275415 , 0.297209 , 0.197765 , 0.254777 , 0.262152 , 0.246947 , 0.192206 , 0.243129 , 0.405827 , 0.261635 , 0.247067 , 0.26628 , 0.342101 , 0.227642 , 0.30931 , 0.296933 , 0.255144 , 0.170895 , 0.220255 , 0.140317 , 0.16218 , 0.175972 , 0.153292 , 0.109067 , 0.077586 , 0.153954 , 0.166371 , 0.256869 , 0.258996 , 0.155172 , 0.220761 , 0.194523 
