  time  ,24:54 PM,24:45 PM,24:37 PM,24:29 PM,24:19 PM,23:47 PM,23:36 PM,23:24 PM,23:12 PM,23:03 PM,22:51 PM,22:40 PM,22:29 PM,22:18 PM,21:51 PM,21:28 PM,21:20 PM,21:11 PM,20:59 PM,20:51 PM,20:22 PM,20:12 PM,20:03 PM,19:53 PM,19:42 PM,19:09 PM,18:59 PM,18:49 PM,18:36 PM,18:27 PM,17:33 PM,17:25 PM,17:17 PM,17:08 PM,16:54 PM,15:50 PM,15:36 PM,15:26 PM,15:11 PM,15:00 PM,14:49 PM,14:35 PM,14:23 PM,14:14 PM,14:03 PM,13:30 PM,13:19 PM,13:09 PM,13:01 PM,12:52 PM,12:08 PM,11:56 PM,11:47 PM,11:38 PM,11:29 PM,11:00 PM,10:51 PM,10:42 PM,10:33 PM,10:03 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 781 , 0.200062 , 0.201132 , 0.221419 , 0.208817 , 0.21379 , 0.174287 , 0.177633 , 0.218794 , 0.164246 , 0.299117 , 0.336566 , 0.113481 , 0.106851 , 0.182352 , 0.18033 , 0.141366 , 0.146918 , 0.104726 , 0.141548 , 0.127963 , 0.131524 , 0.148504 , 0.192361 , 0.145601 , 0.155261 , 0.202933 , 0.309641 , 0.246822 , 0.222125 , 0.199562 , 0.233339 , 0.216629 , 0.221491 , 0.236876 , 0.234616 , 0.316422 , 0.247892 , 0.262675 , 0.232943 , 0.289346 , 0.245315 , 0.235592 , 0.274064 , 0.284405 , 0.278537 , 0.218255 , 0.226535 , 0.232697 , 0.253238 , 0.219904 , 0.09643 , 0.211022 , 0.218818 , 0.090918 , 0.100253 , 0.242015 , 0.241825 , 0.296325 , 0.304106 , 0.255934 
 782 , 0.200467 , 0.201489 , 0.221863 , 0.209223 , 0.214137 , 0.174736 , 0.178009 , 0.219192 , 0.164529 , 0.299634 , 0.337395 , 0.11378 , 0.107155 , 0.182803 , 0.180798 , 0.141778 , 0.147206 , 0.105 , 0.141833 , 0.128298 , 0.131825 , 0.148926 , 0.19282 , 0.146017 , 0.155598 , 0.203359 , 0.310039 , 0.247237 , 0.222537 , 0.200007 , 0.233789 , 0.217013 , 0.221958 , 0.237276 , 0.235041 , 0.316973 , 0.248291 , 0.263118 , 0.233409 , 0.289713 , 0.245755 , 0.236127 , 0.27449 , 0.284855 , 0.278999 , 0.218598 , 0.226903 , 0.233068 , 0.253688 , 0.220246 , 0.096703 , 0.211442 , 0.219216 , 0.091108 , 0.100499 , 0.242586 , 0.2423 , 0.29698 , 0.304666 , 0.256493 
 783 , 0.200884 , 0.20185 , 0.222311 , 0.209634 , 0.214488 , 0.17519 , 0.178389 , 0.219603 , 0.164825 , 0.30017 , 0.338249 , 0.114077 , 0.107473 , 0.183274 , 0.181287 , 0.142195 , 0.147508 , 0.105288 , 0.142123 , 0.128647 , 0.132131 , 0.149361 , 0.193291 , 0.146447 , 0.155949 , 0.20379 , 0.310448 , 0.247665 , 0.22296 , 0.200457 , 0.234244 , 0.217402 , 0.22243 , 0.237688 , 0.235471 , 0.317535 , 0.248702 , 0.263565 , 0.233879 , 0.290083 , 0.246208 , 0.236667 , 0.274919 , 0.285316 , 0.27948 , 0.218946 , 0.227276 , 0.233452 , 0.254158 , 0.220593 , 0.096974 , 0.211867 , 0.219619 , 0.091289 , 0.100759 , 0.243175 , 0.242779 , 0.297644 , 0.305238 , 0.257064 
 784 , 0.201253 , 0.202251 , 0.222728 , 0.210046 , 0.214854 , 0.175668 , 0.178797 , 0.220034 , 0.16522 , 0.300624 , 0.33909 , 0.114406 , 0.107791 , 0.183732 , 0.181783 , 0.142613 , 0.147817 , 0.105542 , 0.142423 , 0.129004 , 0.132442 , 0.149797 , 0.193744 , 0.146898 , 0.156301 , 0.204247 , 0.310843 , 0.248091 , 0.223393 , 0.200921 , 0.234704 , 0.217809 , 0.222902 , 0.238087 , 0.235924 , 0.318083 , 0.249168 , 0.264029 , 0.23434 , 0.290438 , 0.246673 , 0.237192 , 0.275364 , 0.285764 , 0.27995 , 0.219321 , 0.227662 , 0.233849 , 0.254618 , 0.220969 , 0.097232 , 0.212287 , 0.220019 , 0.091497 , 0.101011 , 0.243758 , 0.243275 , 0.298311 , 0.305813 , 0.257644 
 785 , 0.201573 , 0.202721 , 0.223116 , 0.210465 , 0.215239 , 0.176159 , 0.179223 , 0.220488 , 0.165708 , 0.300998 , 0.33992 , 0.114745 , 0.108134 , 0.184211 , 0.182295 , 0.143025 , 0.148148 , 0.105759 , 0.142724 , 0.1294 , 0.132725 , 0.150222 , 0.194179 , 0.147388 , 0.156651 , 0.204709 , 0.311212 , 0.248483 , 0.223861 , 0.201391 , 0.235158 , 0.218239 , 0.22337 , 0.238484 , 0.236386 , 0.318622 , 0.249687 , 0.264508 , 0.234771 , 0.290746 , 0.247153 , 0.237684 , 0.275829 , 0.286169 , 0.280406 , 0.219728 , 0.228025 , 0.234248 , 0.255078 , 0.221375 , 0.097485 , 0.212697 , 0.220369 , 0.09169 , 0.101254 , 0.244303 , 0.24378 , 0.298956 , 0.30639 , 0.258229 
 786 , 0.201902 , 0.203214 , 0.22353 , 0.210901 , 0.21563 , 0.176667 , 0.179656 , 0.22096 , 0.16622 , 0.301378 , 0.340768 , 0.115094 , 0.108483 , 0.184709 , 0.182827 , 0.143445 , 0.148474 , 0.105984 , 0.143042 , 0.129803 , 0.133014 , 0.150665 , 0.194626 , 0.147881 , 0.157007 , 0.205183 , 0.311595 , 0.248884 , 0.224353 , 0.201862 , 0.235622 , 0.218675 , 0.223847 , 0.23888 , 0.23684 , 0.319179 , 0.25022 , 0.264992 , 0.235218 , 0.291057 , 0.247642 , 0.238192 , 0.276301 , 0.286574 , 0.280864 , 0.220146 , 0.228402 , 0.234649 , 0.25555 , 0.221798 , 0.097736 , 0.213115 , 0.220707 , 0.091876 , 0.1015 , 0.244843 , 0.244289 , 0.299614 , 0.306976 , 0.258824 
 787 , 0.202267 , 0.203705 , 0.223956 , 0.211342 , 0.216034 , 0.177174 , 0.180105 , 0.221421 , 0.166717 , 0.301809 , 0.341609 , 0.115441 , 0.108838 , 0.185223 , 0.183367 , 0.143875 , 0.148788 , 0.106224 , 0.143362 , 0.130195 , 0.133299 , 0.151102 , 0.19508 , 0.148361 , 0.157366 , 0.205648 , 0.311982 , 0.249286 , 0.224833 , 0.20233 , 0.236096 , 0.219114 , 0.224327 , 0.239287 , 0.237296 , 0.319731 , 0.250731 , 0.265477 , 0.235669 , 0.291376 , 0.248133 , 0.238694 , 0.276772 , 0.286992 , 0.281329 , 0.220576 , 0.228774 , 0.235061 , 0.256023 , 0.22221 , 0.097994 , 0.213538 , 0.221049 , 0.092062 , 0.101738 , 0.245376 , 0.244807 , 0.300269 , 0.307551 , 0.259411 
 788 , 0.20279 , 0.204123 , 0.224436 , 0.211759 , 0.216414 , 0.177626 , 0.180552 , 0.221794 , 0.167174 , 0.302391 , 0.342385 , 0.115764 , 0.109146 , 0.185775 , 0.18385 , 0.144281 , 0.14903 , 0.106487 , 0.143697 , 0.130484 , 0.133545 , 0.151523 , 0.195493 , 0.14873 , 0.157699 , 0.206048 , 0.312338 , 0.249648 , 0.225241 , 0.202767 , 0.236553 , 0.21949 , 0.224744 , 0.239685 , 0.237705 , 0.320242 , 0.251099 , 0.265875 , 0.236127 , 0.29171 , 0.248567 , 0.23918 , 0.277203 , 0.287387 , 0.28177 , 0.220981 , 0.229138 , 0.235433 , 0.256456 , 0.222559 , 0.098244 , 0.213945 , 0.221391 , 0.092217 , 0.101967 , 0.245869 , 0.24527 , 0.30086 , 0.308031 , 0.259919 
 789 , 0.203312 , 0.204534 , 0.224907 , 0.212179 , 0.216789 , 0.178084 , 0.181008 , 0.22218 , 0.167634 , 0.30301 , 0.343204 , 0.116091 , 0.109439 , 0.186336 , 0.184334 , 0.144692 , 0.149278 , 0.106743 , 0.144022 , 0.130758 , 0.133808 , 0.151958 , 0.19592 , 0.149105 , 0.158042 , 0.206465 , 0.312688 , 0.250024 , 0.225655 , 0.20321 , 0.237004 , 0.219855 , 0.225159 , 0.240086 , 0.238131 , 0.32075 , 0.251435 , 0.266267 , 0.236595 , 0.292078 , 0.249015 , 0.239668 , 0.277672 , 0.287807 , 0.282227 , 0.221392 , 0.229517 , 0.235822 , 0.256897 , 0.222929 , 0.0985 , 0.214354 , 0.22177 , 0.0924 , 0.10222 , 0.246415 , 0.245721 , 0.301434 , 0.308495 , 0.260412 
 790 , 0.203851 , 0.204953 , 0.225393 , 0.212606 , 0.217165 , 0.17856 , 0.181474 , 0.222582 , 0.168112 , 0.303635 , 0.344035 , 0.116421 , 0.109752 , 0.186914 , 0.184828 , 0.145105 , 0.149522 , 0.107004 , 0.144357 , 0.13105 , 0.134066 , 0.152404 , 0.196355 , 0.149483 , 0.158388 , 0.20689 , 0.313044 , 0.250408 , 0.226078 , 0.203654 , 0.237464 , 0.220228 , 0.225582 , 0.240495 , 0.238574 , 0.321272 , 0.251778 , 0.266668 , 0.237078 , 0.292454 , 0.249479 , 0.240172 , 0.27814 , 0.288226 , 0.282698 , 0.221803 , 0.229913 , 0.23622 , 0.257345 , 0.223299 , 0.098752 , 0.21478 , 0.222157 , 0.092579 , 0.102477 , 0.246967 , 0.24618 , 0.302021 , 0.308965 , 0.26092 
 791 , 0.204272 , 0.205372 , 0.225862 , 0.213056 , 0.217589 , 0.179022 , 0.181905 , 0.223033 , 0.168463 , 0.304181 , 0.344964 , 0.116769 , 0.110028 , 0.187436 , 0.185292 , 0.145554 , 0.14982 , 0.107247 , 0.144698 , 0.131397 , 0.134375 , 0.152908 , 0.196825 , 0.149899 , 0.158753 , 0.207336 , 0.31342 , 0.250821 , 0.226577 , 0.204115 , 0.237945 , 0.220637 , 0.226042 , 0.240914 , 0.239045 , 0.321819 , 0.252157 , 0.267115 , 0.23756 , 0.292853 , 0.250028 , 0.240655 , 0.278609 , 0.288673 , 0.28315 , 0.222161 , 0.23034 , 0.236633 , 0.257805 , 0.22367 , 0.099013 , 0.215208 , 0.222586 , 0.092775 , 0.102745 , 0.247522 , 0.246642 , 0.302602 , 0.309477 , 0.261412 
 792 , 0.204684 , 0.205806 , 0.226351 , 0.213528 , 0.218095 , 0.179508 , 0.182373 , 0.223495 , 0.168812 , 0.30471 , 0.345934 , 0.11715 , 0.110331 , 0.187929 , 0.185779 , 0.146022 , 0.150134 , 0.107513 , 0.145057 , 0.131779 , 0.134706 , 0.15343 , 0.19733 , 0.150354 , 0.159143 , 0.207807 , 0.313845 , 0.251283 , 0.227112 , 0.204621 , 0.238452 , 0.221078 , 0.22654 , 0.241364 , 0.239559 , 0.32236 , 0.252625 , 0.26763 , 0.237997 , 0.293206 , 0.250632 , 0.241121 , 0.279033 , 0.289109 , 0.283647 , 0.222561 , 0.230809 , 0.237087 , 0.258307 , 0.224091 , 0.099297 , 0.215694 , 0.223071 , 0.092987 , 0.10304 , 0.248136 , 0.24721 , 0.303321 , 0.310102 , 0.261995 
 793 , 0.205104 , 0.206256 , 0.226857 , 0.214017 , 0.218618 , 0.179996 , 0.182849 , 0.223964 , 0.169171 , 0.305253 , 0.346917 , 0.117536 , 0.110638 , 0.188431 , 0.186267 , 0.146501 , 0.150459 , 0.107777 , 0.145427 , 0.132171 , 0.135048 , 0.153971 , 0.197853 , 0.15082 , 0.159545 , 0.208279 , 0.314284 , 0.251761 , 0.227656 , 0.205135 , 0.238976 , 0.221534 , 0.227053 , 0.241821 , 0.240081 , 0.322907 , 0.253094 , 0.26816 , 0.238443 , 0.293566 , 0.251259 , 0.241594 , 0.279471 , 0.289568 , 0.284159 , 0.222977 , 0.231294 , 0.237557 , 0.258824 , 0.224521 , 0.099585 , 0.216188 , 0.223572 , 0.093212 , 0.103348 , 0.248767 , 0.247787 , 0.304054 , 0.310749 , 0.262594 
 794 , 0.205526 , 0.206724 , 0.22729 , 0.214455 , 0.219088 , 0.180508 , 0.183317 , 0.224418 , 0.169622 , 0.305789 , 0.347837 , 0.117855 , 0.110992 , 0.188897 , 0.186768 , 0.146943 , 0.150786 , 0.108049 , 0.145777 , 0.132544 , 0.135361 , 0.154456 , 0.198319 , 0.151302 , 0.159942 , 0.208735 , 0.314703 , 0.252175 , 0.228166 , 0.205628 , 0.239474 , 0.221976 , 0.227548 , 0.242252 , 0.240585 , 0.323413 , 0.253537 , 0.26868 , 0.238864 , 0.29391 , 0.251808 , 0.242065 , 0.279886 , 0.289997 , 0.284668 , 0.223377 , 0.231774 , 0.238003 , 0.25932 , 0.224989 , 0.099864 , 0.216694 , 0.224034 , 0.093408 , 0.103628 , 0.249366 , 0.248349 , 0.304748 , 0.311361 , 0.263186 
 795 , 0.205946 , 0.207205 , 0.227635 , 0.214867 , 0.219464 , 0.18102 , 0.183764 , 0.224844 , 0.170128 , 0.306284 , 0.348669 , 0.118102 , 0.111362 , 0.189362 , 0.187259 , 0.147344 , 0.151105 , 0.108305 , 0.146101 , 0.132895 , 0.13564 , 0.154882 , 0.198721 , 0.151762 , 0.160339 , 0.209152 , 0.315072 , 0.252506 , 0.228636 , 0.206047 , 0.239926 , 0.222373 , 0.228003 , 0.242624 , 0.241068 , 0.323915 , 0.253922 , 0.269192 , 0.239301 , 0.294251 , 0.252233 , 0.242545 , 0.28031 , 0.290435 , 0.285095 , 0.223741 , 0.232232 , 0.238425 , 0.259809 , 0.225446 , 0.100127 , 0.217189 , 0.224437 , 0.093575 , 0.10388 , 0.249934 , 0.248855 , 0.305377 , 0.311952 , 0.26375 
 796 , 0.206373 , 0.207694 , 0.227988 , 0.21529 , 0.21983 , 0.181539 , 0.184211 , 0.225276 , 0.17063 , 0.306774 , 0.349511 , 0.118343 , 0.111747 , 0.18983 , 0.187759 , 0.147757 , 0.151414 , 0.108567 , 0.146428 , 0.133245 , 0.135925 , 0.155313 , 0.199129 , 0.152219 , 0.160737 , 0.209569 , 0.31544 , 0.25283 , 0.229106 , 0.206467 , 0.240382 , 0.222776 , 0.228457 , 0.242992 , 0.241562 , 0.324443 , 0.254315 , 0.269702 , 0.239749 , 0.294607 , 0.252643 , 0.243047 , 0.280744 , 0.290879 , 0.285511 , 0.224112 , 0.232692 , 0.238858 , 0.260301 , 0.225902 , 0.100393 , 0.217689 , 0.224847 , 0.093751 , 0.104144 , 0.25051 , 0.249376 , 0.306024 , 0.312557 , 0.264333 
 797 , 0.206809 , 0.208168 , 0.228388 , 0.215736 , 0.220227 , 0.182075 , 0.184683 , 0.225733 , 0.171125 , 0.307285 , 0.350372 , 0.118634 , 0.112136 , 0.190322 , 0.188284 , 0.148179 , 0.151741 , 0.108848 , 0.146781 , 0.133606 , 0.136222 , 0.155778 , 0.199577 , 0.152686 , 0.161152 , 0.210003 , 0.315821 , 0.253185 , 0.229583 , 0.206895 , 0.240853 , 0.223186 , 0.228927 , 0.243368 , 0.242048 , 0.32499 , 0.254723 , 0.270203 , 0.24022 , 0.294976 , 0.253068 , 0.243547 , 0.281191 , 0.291329 , 0.285932 , 0.224483 , 0.233136 , 0.239291 , 0.260799 , 0.226342 , 0.100663 , 0.218172 , 0.225264 , 0.093931 , 0.104412 , 0.251084 , 0.249889 , 0.306668 , 0.313166 , 0.264915 
 798 , 0.207277 , 0.208581 , 0.228955 , 0.216223 , 0.220704 , 0.182618 , 0.18517 , 0.226239 , 0.171549 , 0.307798 , 0.351247 , 0.119052 , 0.112526 , 0.190869 , 0.188831 , 0.148622 , 0.15208 , 0.109162 , 0.14717 , 0.13397 , 0.136569 , 0.156287 , 0.200127 , 0.153149 , 0.161596 , 0.21047 , 0.316267 , 0.253615 , 0.230079 , 0.207379 , 0.241351 , 0.223616 , 0.2294 , 0.24381 , 0.24253 , 0.325549 , 0.255199 , 0.270664 , 0.240719 , 0.295393 , 0.253568 , 0.244044 , 0.281694 , 0.291779 , 0.286393 , 0.224873 , 0.233537 , 0.239735 , 0.26132 , 0.226723 , 0.100949 , 0.218596 , 0.225708 , 0.09415 , 0.104712 , 0.251632 , 0.250391 , 0.307314 , 0.313769 , 0.265511 
 799 , 0.207765 , 0.208998 , 0.22953 , 0.216708 , 0.221196 , 0.183153 , 0.185665 , 0.226752 , 0.171986 , 0.308324 , 0.352149 , 0.119474 , 0.112927 , 0.191417 , 0.189372 , 0.149074 , 0.152429 , 0.109478 , 0.147576 , 0.134348 , 0.136931 , 0.1568 , 0.200695 , 0.153631 , 0.162059 , 0.210934 , 0.316752 , 0.254049 , 0.230583 , 0.20789 , 0.241875 , 0.224067 , 0.229881 , 0.244279 , 0.243015 , 0.326124 , 0.255704 , 0.271147 , 0.241243 , 0.295846 , 0.254119 , 0.244568 , 0.28222 , 0.29224 , 0.286903 , 0.225277 , 0.23397 , 0.240198 , 0.261853 , 0.227126 , 0.101253 , 0.219034 , 0.226167 , 0.094378 , 0.105022 , 0.2522 , 0.250912 , 0.30798 , 0.314379 , 0.266121 
 800 , 0.20826 , 0.20943 , 0.230126 , 0.2172 , 0.221701 , 0.183702 , 0.186167 , 0.227279 , 0.172437 , 0.308863 , 0.353065 , 0.119904 , 0.113343 , 0.191979 , 0.189927 , 0.14954 , 0.152786 , 0.109801 , 0.147988 , 0.134726 , 0.137292 , 0.157334 , 0.20127 , 0.154112 , 0.162537 , 0.211419 , 0.317249 , 0.254497 , 0.231101 , 0.208416 , 0.242405 , 0.224525 , 0.230376 , 0.244753 , 0.243521 , 0.326704 , 0.256213 , 0.271628 , 0.241773 , 0.296311 , 0.254692 , 0.245097 , 0.282753 , 0.292715 , 0.287426 , 0.225687 , 0.234409 , 0.240666 , 0.2624 , 0.227536 , 0.101563 , 0.219478 , 0.226639 , 0.094605 , 0.105339 , 0.252781 , 0.251447 , 0.30866 , 0.315011 , 0.266737 
 801 , 0.208607 , 0.209786 , 0.230561 , 0.217624 , 0.222051 , 0.184077 , 0.186536 , 0.227649 , 0.172796 , 0.309288 , 0.353992 , 0.12023 , 0.11361 , 0.192477 , 0.190307 , 0.149889 , 0.153028 , 0.110003 , 0.148273 , 0.134978 , 0.137539 , 0.157743 , 0.201674 , 0.154488 , 0.162857 , 0.211808 , 0.317728 , 0.254802 , 0.231529 , 0.208818 , 0.242841 , 0.224924 , 0.230811 , 0.245098 , 0.243942 , 0.32719 , 0.256605 , 0.272064 , 0.242186 , 0.296656 , 0.25513 , 0.245543 , 0.283251 , 0.293143 , 0.287889 , 0.226025 , 0.2348 , 0.241022 , 0.262812 , 0.22786 , 0.101782 , 0.219881 , 0.227087 , 0.094763 , 0.105584 , 0.253295 , 0.251929 , 0.309249 , 0.31551 , 0.267231 
 802 , 0.208968 , 0.210124 , 0.231037 , 0.218069 , 0.222412 , 0.184454 , 0.186892 , 0.228006 , 0.173158 , 0.309702 , 0.354933 , 0.120537 , 0.113858 , 0.192938 , 0.190719 , 0.150215 , 0.153246 , 0.110155 , 0.14852 , 0.135208 , 0.137763 , 0.15816 , 0.20207 , 0.154855 , 0.163151 , 0.21221 , 0.31817 , 0.255105 , 0.231974 , 0.209187 , 0.24327 , 0.225303 , 0.231248 , 0.245411 , 0.244348 , 0.327685 , 0.256972 , 0.272487 , 0.242575 , 0.296985 , 0.255558 , 0.245957 , 0.283767 , 0.293579 , 0.288329 , 0.226318 , 0.235146 , 0.241356 , 0.263151 , 0.228185 , 0.102 , 0.220287 , 0.227537 , 0.094907 , 0.105835 , 0.253808 , 0.252394 , 0.309843 , 0.316022 , 0.267721 
 803 , 0.209333 , 0.210482 , 0.231524 , 0.218525 , 0.222785 , 0.184835 , 0.187258 , 0.228366 , 0.173532 , 0.31013 , 0.355889 , 0.120855 , 0.114109 , 0.19341 , 0.191143 , 0.150543 , 0.153474 , 0.110318 , 0.148776 , 0.135441 , 0.137989 , 0.158586 , 0.202477 , 0.155233 , 0.163448 , 0.212623 , 0.318626 , 0.25542 , 0.232431 , 0.209567 , 0.243711 , 0.225693 , 0.231688 , 0.245735 , 0.244766 , 0.328186 , 0.257343 , 0.27293 , 0.242976 , 0.297318 , 0.255999 , 0.246392 , 0.284287 , 0.294027 , 0.288782 , 0.226623 , 0.235503 , 0.241686 , 0.263495 , 0.228523 , 0.10222 , 0.220706 , 0.227991 , 0.095052 , 0.106097 , 0.254334 , 0.252872 , 0.310458 , 0.316539 , 0.268216 
 804 , 0.209764 , 0.21087 , 0.232012 , 0.218943 , 0.223195 , 0.18528 , 0.187618 , 0.228741 , 0.173945 , 0.310618 , 0.356715 , 0.121164 , 0.114402 , 0.193886 , 0.191603 , 0.150936 , 0.153721 , 0.110495 , 0.149068 , 0.135732 , 0.13825 , 0.159024 , 0.2029 , 0.15565 , 0.163762 , 0.213051 , 0.31902 , 0.255751 , 0.232883 , 0.21 , 0.244156 , 0.22605 , 0.232107 , 0.246102 , 0.245208 , 0.328716 , 0.25772 , 0.273324 , 0.243411 , 0.297682 , 0.256473 , 0.246847 , 0.284769 , 0.294505 , 0.289272 , 0.226921 , 0.235841 , 0.242038 , 0.263886 , 0.22889 , 0.102486 , 0.221147 , 0.228443 , 0.095229 , 0.106353 , 0.254865 , 0.253358 , 0.311089 , 0.317098 , 0.268734 
 805 , 0.210252 , 0.211352 , 0.23246 , 0.219363 , 0.223648 , 0.185803 , 0.188028 , 0.229174 , 0.174412 , 0.311192 , 0.357519 , 0.121505 , 0.114768 , 0.194435 , 0.192116 , 0.151433 , 0.154004 , 0.110711 , 0.149436 , 0.13608 , 0.138548 , 0.159475 , 0.203342 , 0.156103 , 0.164106 , 0.213491 , 0.319422 , 0.256115 , 0.233333 , 0.21048 , 0.24463 , 0.22643 , 0.232515 , 0.246501 , 0.245675 , 0.329241 , 0.258135 , 0.273709 , 0.243875 , 0.298071 , 0.256964 , 0.247357 , 0.285194 , 0.294989 , 0.289809 , 0.22724 , 0.236202 , 0.242428 , 0.264369 , 0.229237 , 0.102771 , 0.221604 , 0.228891 , 0.095421 , 0.106608 , 0.255407 , 0.253867 , 0.31171 , 0.317654 , 0.269259 
 806 , 0.210764 , 0.211866 , 0.232907 , 0.219816 , 0.224122 , 0.186346 , 0.188463 , 0.229632 , 0.174908 , 0.311804 , 0.358365 , 0.121869 , 0.115147 , 0.19502 , 0.192659 , 0.151955 , 0.154308 , 0.110943 , 0.149821 , 0.136439 , 0.138864 , 0.159952 , 0.203797 , 0.156567 , 0.164463 , 0.213952 , 0.319849 , 0.256482 , 0.233804 , 0.210992 , 0.245131 , 0.226838 , 0.232946 , 0.24691 , 0.246163 , 0.329775 , 0.258576 , 0.274107 , 0.24436 , 0.29847 , 0.257482 , 0.247894 , 0.285623 , 0.295486 , 0.290378 , 0.227578 , 0.236575 , 0.242833 , 0.264874 , 0.229593 , 0.103064 , 0.222083 , 0.229349 , 0.095625 , 0.106874 , 0.255979 , 0.254396 , 0.312347 , 0.318228 , 0.269809 
 807 , 0.211249 , 0.212331 , 0.233352 , 0.220255 , 0.224552 , 0.186855 , 0.188901 , 0.230066 , 0.175354 , 0.31234 , 0.35916 , 0.122222 , 0.115483 , 0.195584 , 0.193159 , 0.152453 , 0.154586 , 0.11117 , 0.150115 , 0.136796 , 0.13915 , 0.160416 , 0.204227 , 0.157019 , 0.1648 , 0.214401 , 0.320263 , 0.256861 , 0.234245 , 0.211463 , 0.245596 , 0.22723 , 0.233368 , 0.247311 , 0.246631 , 0.330311 , 0.25901 , 0.274517 , 0.244838 , 0.298863 , 0.257975 , 0.248432 , 0.286034 , 0.295932 , 0.2909 , 0.227925 , 0.236946 , 0.243234 , 0.265401 , 0.22994 , 0.103342 , 0.222553 , 0.229774 , 0.095821 , 0.107126 , 0.256553 , 0.25491 , 0.312995 , 0.318801 , 0.270369 
 808 , 0.211646 , 0.212671 , 0.233752 , 0.220688 , 0.224884 , 0.187299 , 0.189325 , 0.23043 , 0.175665 , 0.312665 , 0.359786 , 0.122522 , 0.11568 , 0.196063 , 0.193592 , 0.152892 , 0.154823 , 0.111389 , 0.15019 , 0.13715 , 0.139367 , 0.160846 , 0.204589 , 0.157397 , 0.165057 , 0.214816 , 0.320619 , 0.257248 , 0.234634 , 0.211836 , 0.245973 , 0.227586 , 0.233736 , 0.247689 , 0.24703 , 0.330822 , 0.259434 , 0.274929 , 0.245274 , 0.299212 , 0.258393 , 0.248945 , 0.286387 , 0.29624 , 0.291298 , 0.228277 , 0.237256 , 0.243589 , 0.26591 , 0.230279 , 0.10353 , 0.222961 , 0.230049 , 0.096021 , 0.107344 , 0.257097 , 0.255349 , 0.31361 , 0.31934 , 0.270924 
 809 , 0.212084 , 0.213032 , 0.234202 , 0.221183 , 0.225263 , 0.187799 , 0.189775 , 0.230808 , 0.176022 , 0.313027 , 0.360459 , 0.12283 , 0.11589 , 0.196555 , 0.194069 , 0.153378 , 0.155091 , 0.111635 , 0.150303 , 0.137562 , 0.139586 , 0.161298 , 0.204977 , 0.157808 , 0.16533 , 0.215255 , 0.320987 , 0.257667 , 0.235047 , 0.212243 , 0.246377 , 0.227956 , 0.234163 , 0.248106 , 0.247445 , 0.331368 , 0.259874 , 0.27538 , 0.245716 , 0.299585 , 0.258815 , 0.249461 , 0.286781 , 0.296582 , 0.291705 , 0.228633 , 0.237565 , 0.243947 , 0.26644 , 0.230649 , 0.103715 , 0.223342 , 0.230298 , 0.096218 , 0.107556 , 0.257635 , 0.255779 , 0.31423 , 0.319879 , 0.271467 
 810 , 0.212539 , 0.21341 , 0.234681 , 0.221704 , 0.225667 , 0.188336 , 0.190254 , 0.231213 , 0.176406 , 0.313411 , 0.36117 , 0.123157 , 0.11611 , 0.197085 , 0.194576 , 0.153897 , 0.155383 , 0.111891 , 0.150413 , 0.137996 , 0.139826 , 0.161783 , 0.205388 , 0.158244 , 0.165611 , 0.215719 , 0.321385 , 0.258117 , 0.23548 , 0.212675 , 0.24681 , 0.228344 , 0.234601 , 0.248536 , 0.247889 , 0.331949 , 0.260346 , 0.275864 , 0.246187 , 0.299979 , 0.259267 , 0.250014 , 0.287194 , 0.296935 , 0.292132 , 0.229015 , 0.237893 , 0.244325 , 0.267002 , 0.231029 , 0.103908 , 0.22375 , 0.230558 , 0.096421 , 0.107792 , 0.258213 , 0.256239 , 0.314881 , 0.320443 , 0.272052 
 811 , 0.212814 , 0.213857 , 0.235002 , 0.222111 , 0.225986 , 0.188892 , 0.190673 , 0.231625 , 0.176956 , 0.31369 , 0.361757 , 0.123433 , 0.11647 , 0.197572 , 0.195061 , 0.154382 , 0.155577 , 0.112171 , 0.150491 , 0.138402 , 0.140047 , 0.162284 , 0.205762 , 0.158698 , 0.165902 , 0.216143 , 0.321671 , 0.258587 , 0.235917 , 0.213103 , 0.247164 , 0.228609 , 0.235018 , 0.248928 , 0.248239 , 0.332517 , 0.260769 , 0.276315 , 0.246538 , 0.300229 , 0.259686 , 0.250469 , 0.287578 , 0.297285 , 0.292544 , 0.229387 , 0.238187 , 0.244629 , 0.267395 , 0.231425 , 0.104125 , 0.224085 , 0.230799 , 0.096616 , 0.108039 , 0.258811 , 0.256686 , 0.315406 , 0.320917 , 0.272585 
