  time  ,24:54 PM,24:45 PM,24:37 PM,24:29 PM,24:19 PM,23:47 PM,23:36 PM,23:24 PM,23:12 PM,23:03 PM,22:51 PM,22:40 PM,22:29 PM,22:18 PM,21:51 PM,21:28 PM,21:20 PM,21:11 PM,20:59 PM,20:51 PM,20:22 PM,20:12 PM,20:03 PM,19:53 PM,19:42 PM,19:09 PM,18:59 PM,18:49 PM,18:36 PM,18:27 PM,17:33 PM,17:25 PM,17:17 PM,17:08 PM,16:54 PM,15:50 PM,15:36 PM,15:26 PM,15:11 PM,15:00 PM,14:49 PM,14:35 PM,14:23 PM,14:14 PM,14:03 PM,13:30 PM,13:19 PM,13:09 PM,13:01 PM,12:52 PM,12:08 PM,11:56 PM,11:47 PM,11:38 PM,11:29 PM,11:00 PM,10:51 PM,10:42 PM,10:33 PM,10:03 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 950 , 0.276613 , 0.281156 , 0.300028 , 0.284329 , 0.286012 , 0.258099 , 0.254835 , 0.294215 , 0.251027 , 0.375534 , 0.454028 , 0.170555 , 0.162342 , 0.265181 , 0.26244 , 0.216852 , 0.186309 , 0.1429 , 0.187459 , 0.191377 , 0.179145 , 0.231613 , 0.257842 , 0.216741 , 0.214966 , 0.275187 , 0.361113 , 0.305095 , 0.295862 , 0.273329 , 0.300083 , 0.273366 , 0.286021 , 0.300432 , 0.299605 , 0.390294 , 0.308728 , 0.325558 , 0.299595 , 0.336346 , 0.320233 , 0.310852 , 0.339629 , 0.34409 , 0.347309 , 0.278645 , 0.284145 , 0.288808 , 0.327839 , 0.279859 , 0.138228 , 0.282333 , 0.281165 , 0.121619 , 0.145742 , 0.32244 , 0.311892 , 0.384344 , 0.385181 , 0.337854 
 951 , 0.27673 , 0.281956 , 0.300607 , 0.285802 , 0.286713 , 0.25841 , 0.254656 , 0.294856 , 0.250349 , 0.37511 , 0.455162 , 0.170979 , 0.16232 , 0.265173 , 0.262955 , 0.217234 , 0.186299 , 0.143559 , 0.188121 , 0.192298 , 0.179564 , 0.232628 , 0.258474 , 0.217353 , 0.215118 , 0.276021 , 0.360425 , 0.30553 , 0.296623 , 0.274208 , 0.300662 , 0.274494 , 0.286354 , 0.300883 , 0.300395 , 0.390697 , 0.30887 , 0.32534 , 0.300046 , 0.335977 , 0.320362 , 0.311382 , 0.339694 , 0.343982 , 0.347239 , 0.279223 , 0.284339 , 0.289556 , 0.327981 , 0.279959 , 0.138461 , 0.282324 , 0.281422 , 0.122028 , 0.146052 , 0.322718 , 0.311777 , 0.384974 , 0.385351 , 0.338397 
 952 , 0.27684 , 0.282759 , 0.301181 , 0.287252 , 0.287408 , 0.258704 , 0.254478 , 0.295482 , 0.249681 , 0.374702 , 0.456287 , 0.171383 , 0.162305 , 0.265176 , 0.263463 , 0.217598 , 0.186288 , 0.144197 , 0.188782 , 0.19322 , 0.179981 , 0.233626 , 0.259099 , 0.217948 , 0.215269 , 0.27684 , 0.359742 , 0.30595 , 0.29737 , 0.275063 , 0.301245 , 0.275606 , 0.286681 , 0.301328 , 0.301181 , 0.391089 , 0.309006 , 0.325126 , 0.300491 , 0.335603 , 0.320477 , 0.311906 , 0.339746 , 0.343889 , 0.347175 , 0.279786 , 0.284518 , 0.29029 , 0.328118 , 0.280053 , 0.138691 , 0.282308 , 0.281673 , 0.122424 , 0.14636 , 0.32299 , 0.311658 , 0.385593 , 0.385528 , 0.338936 
 953 , 0.276473 , 0.283736 , 0.30148 , 0.288293 , 0.287716 , 0.259214 , 0.254225 , 0.296473 , 0.250437 , 0.374175 , 0.456856 , 0.171507 , 0.162089 , 0.265349 , 0.263313 , 0.217818 , 0.186336 , 0.14428 , 0.188839 , 0.193103 , 0.179815 , 0.233885 , 0.259544 , 0.218249 , 0.215525 , 0.277133 , 0.359539 , 0.306093 , 0.298142 , 0.275711 , 0.301471 , 0.275968 , 0.287074 , 0.301664 , 0.301004 , 0.391287 , 0.309037 , 0.324278 , 0.300894 , 0.335503 , 0.320583 , 0.31221 , 0.339602 , 0.344233 , 0.346911 , 0.279847 , 0.284827 , 0.290723 , 0.328249 , 0.280287 , 0.138631 , 0.282387 , 0.281791 , 0.122225 , 0.14637 , 0.32315 , 0.311871 , 0.386051 , 0.385455 , 0.339162 
 954 , 0.275977 , 0.284252 , 0.30184 , 0.288995 , 0.288142 , 0.259931 , 0.25405 , 0.297326 , 0.251655 , 0.373776 , 0.457356 , 0.171608 , 0.16192 , 0.265334 , 0.262912 , 0.217967 , 0.186342 , 0.144213 , 0.188774 , 0.192746 , 0.179434 , 0.233939 , 0.259958 , 0.218618 , 0.215774 , 0.27727 , 0.359767 , 0.306124 , 0.298849 , 0.276426 , 0.301638 , 0.275903 , 0.287573 , 0.302041 , 0.30061 , 0.391153 , 0.309115 , 0.3235 , 0.301216 , 0.335721 , 0.320922 , 0.312289 , 0.339418 , 0.344721 , 0.346749 , 0.279775 , 0.285289 , 0.290922 , 0.328464 , 0.280692 , 0.138507 , 0.282711 , 0.282124 , 0.122002 , 0.146415 , 0.323528 , 0.312298 , 0.386584 , 0.385648 , 0.339381 
 955 , 0.275491 , 0.284545 , 0.302256 , 0.289596 , 0.288648 , 0.260715 , 0.253916 , 0.298079 , 0.252877 , 0.373449 , 0.457883 , 0.171746 , 0.161801 , 0.265224 , 0.2625 , 0.218108 , 0.18632 , 0.144172 , 0.18874 , 0.192411 , 0.179042 , 0.233997 , 0.260384 , 0.219037 , 0.216001 , 0.277396 , 0.360118 , 0.306129 , 0.299505 , 0.277203 , 0.301823 , 0.275758 , 0.288115 , 0.302449 , 0.300241 , 0.390903 , 0.30923 , 0.322837 , 0.30152 , 0.33604 , 0.321365 , 0.312303 , 0.339242 , 0.345213 , 0.346658 , 0.279705 , 0.285796 , 0.29105 , 0.328717 , 0.28115 , 0.138394 , 0.283128 , 0.282557 , 0.121861 , 0.146528 , 0.324006 , 0.31279 , 0.387158 , 0.385981 , 0.339647 
 956 , 0.275959 , 0.284466 , 0.302435 , 0.289803 , 0.288747 , 0.260929 , 0.254516 , 0.298338 , 0.252991 , 0.373552 , 0.457943 , 0.171723 , 0.162022 , 0.264787 , 0.262196 , 0.218154 , 0.186367 , 0.144199 , 0.189059 , 0.192008 , 0.178779 , 0.233864 , 0.260662 , 0.219293 , 0.21583 , 0.277474 , 0.360185 , 0.306092 , 0.299955 , 0.277658 , 0.30193 , 0.275481 , 0.28882 , 0.302601 , 0.300129 , 0.390667 , 0.309344 , 0.322491 , 0.301728 , 0.336032 , 0.321572 , 0.312504 , 0.339064 , 0.345513 , 0.346616 , 0.279679 , 0.286083 , 0.290933 , 0.328729 , 0.281544 , 0.138439 , 0.283372 , 0.282803 , 0.121838 , 0.146661 , 0.324346 , 0.313221 , 0.387663 , 0.38634 , 0.339817 
 957 , 0.277313 , 0.283998 , 0.30223 , 0.28963 , 0.288384 , 0.2605 , 0.255619 , 0.298045 , 0.251865 , 0.374015 , 0.457347 , 0.171518 , 0.162452 , 0.263971 , 0.262066 , 0.218147 , 0.186545 , 0.14433 , 0.189594 , 0.191481 , 0.178633 , 0.233504 , 0.260756 , 0.219338 , 0.215226 , 0.277496 , 0.359839 , 0.305966 , 0.300133 , 0.277808 , 0.302038 , 0.275198 , 0.289456 , 0.30245 , 0.30017 , 0.390425 , 0.30941 , 0.322514 , 0.301946 , 0.335765 , 0.321552 , 0.312908 , 0.339025 , 0.345636 , 0.346625 , 0.279703 , 0.286058 , 0.290555 , 0.32843 , 0.281864 , 0.13867 , 0.283403 , 0.282853 , 0.121949 , 0.146829 , 0.324492 , 0.313622 , 0.388072 , 0.386707 , 0.339913 
 958 , 0.278538 , 0.283533 , 0.301819 , 0.289473 , 0.287942 , 0.259995 , 0.25632 , 0.297612 , 0.250573 , 0.374347 , 0.4565 , 0.171271 , 0.162674 , 0.263075 , 0.262039 , 0.2182 , 0.186844 , 0.144507 , 0.189933 , 0.19084 , 0.178457 , 0.233103 , 0.260747 , 0.2193 , 0.214588 , 0.277511 , 0.359315 , 0.30576 , 0.300215 , 0.277951 , 0.302295 , 0.275128 , 0.289692 , 0.302176 , 0.300059 , 0.390186 , 0.30938 , 0.322607 , 0.302295 , 0.335595 , 0.321543 , 0.313322 , 0.339215 , 0.345759 , 0.346639 , 0.27972 , 0.285889 , 0.290178 , 0.328014 , 0.282149 , 0.138916 , 0.283341 , 0.282864 , 0.122024 , 0.147009 , 0.324577 , 0.314037 , 0.388408 , 0.387042 , 0.340077 
 959 , 0.279362 , 0.283034 , 0.301523 , 0.289435 , 0.287576 , 0.259454 , 0.256826 , 0.297228 , 0.249445 , 0.374571 , 0.455842 , 0.171086 , 0.162817 , 0.262384 , 0.261981 , 0.218182 , 0.187093 , 0.144731 , 0.190197 , 0.190252 , 0.178476 , 0.232806 , 0.260791 , 0.219226 , 0.21418 , 0.277521 , 0.358829 , 0.305589 , 0.300305 , 0.278117 , 0.302548 , 0.275186 , 0.28982 , 0.301953 , 0.299975 , 0.389955 , 0.309361 , 0.32274 , 0.302576 , 0.335405 , 0.321531 , 0.313665 , 0.339315 , 0.34578 , 0.346677 , 0.279756 , 0.285708 , 0.289774 , 0.327658 , 0.282366 , 0.139118 , 0.283327 , 0.282924 , 0.122113 , 0.147176 , 0.324654 , 0.314352 , 0.388728 , 0.387391 , 0.340249 
 960 , 0.278689 , 0.282415 , 0.301698 , 0.289912 , 0.287431 , 0.258742 , 0.256625 , 0.296981 , 0.248901 , 0.374423 , 0.455918 , 0.17115 , 0.162662 , 0.262441 , 0.261832 , 0.217849 , 0.187162 , 0.145178 , 0.190215 , 0.189797 , 0.179319 , 0.232889 , 0.26105 , 0.218994 , 0.214596 , 0.277498 , 0.358448 , 0.305514 , 0.30048 , 0.278371 , 0.302761 , 0.275799 , 0.289503 , 0.301907 , 0.300017 , 0.389754 , 0.309377 , 0.32308 , 0.302579 , 0.335094 , 0.321499 , 0.313757 , 0.339047 , 0.345417 , 0.346789 , 0.279843 , 0.285459 , 0.28923 , 0.32756 , 0.282342 , 0.139144 , 0.283432 , 0.283178 , 0.122288 , 0.147287 , 0.32468 , 0.314356 , 0.388981 , 0.387736 , 0.34051 
 961 , 0.278092 , 0.2825 , 0.302297 , 0.290608 , 0.287399 , 0.258323 , 0.256796 , 0.296998 , 0.248707 , 0.37441 , 0.456622 , 0.171358 , 0.162742 , 0.262986 , 0.261532 , 0.217286 , 0.187128 , 0.14549 , 0.190409 , 0.189327 , 0.180329 , 0.233064 , 0.261504 , 0.218622 , 0.215104 , 0.277183 , 0.357977 , 0.305478 , 0.300724 , 0.278483 , 0.302724 , 0.276256 , 0.289526 , 0.301969 , 0.300052 , 0.389698 , 0.309504 , 0.323565 , 0.302633 , 0.334681 , 0.321393 , 0.313958 , 0.338671 , 0.345025 , 0.346797 , 0.279955 , 0.285345 , 0.288872 , 0.327828 , 0.282428 , 0.139182 , 0.2836 , 0.283355 , 0.122431 , 0.147326 , 0.324583 , 0.314394 , 0.389107 , 0.387698 , 0.340689 
 962 , 0.277529 , 0.282583 , 0.302874 , 0.291256 , 0.287383 , 0.257919 , 0.256947 , 0.29701 , 0.248519 , 0.374402 , 0.457284 , 0.171555 , 0.16281 , 0.26351 , 0.261247 , 0.216765 , 0.187092 , 0.145782 , 0.190592 , 0.188883 , 0.181283 , 0.233237 , 0.261947 , 0.218256 , 0.215583 , 0.276883 , 0.357538 , 0.305447 , 0.300947 , 0.278592 , 0.302692 , 0.276692 , 0.289556 , 0.302029 , 0.300083 , 0.389638 , 0.309638 , 0.324029 , 0.302683 , 0.334292 , 0.321283 , 0.314147 , 0.33832 , 0.344665 , 0.346811 , 0.280056 , 0.285247 , 0.288529 , 0.328083 , 0.282519 , 0.139219 , 0.283756 , 0.283529 , 0.122564 , 0.147364 , 0.324483 , 0.314429 , 0.38922 , 0.387674 , 0.340856 
 963 , 0.277893 , 0.283274 , 0.303302 , 0.292242 , 0.287993 , 0.258888 , 0.257176 , 0.297351 , 0.249847 , 0.37531 , 0.457907 , 0.172377 , 0.163201 , 0.263825 , 0.260853 , 0.21614 , 0.18765 , 0.145808 , 0.191346 , 0.189217 , 0.18159 , 0.233668 , 0.26233 , 0.218078 , 0.216375 , 0.27734 , 0.357165 , 0.305649 , 0.301373 , 0.278762 , 0.303239 , 0.27715 , 0.289832 , 0.302306 , 0.300376 , 0.389731 , 0.309988 , 0.324074 , 0.302922 , 0.333749 , 0.321519 , 0.314843 , 0.338468 , 0.344465 , 0.346784 , 0.28052 , 0.28552 , 0.288818 , 0.328513 , 0.282703 , 0.139096 , 0.283971 , 0.283736 , 0.122555 , 0.147484 , 0.324608 , 0.314752 , 0.389215 , 0.387421 , 0.341041 
 964 , 0.27851 , 0.283475 , 0.303507 , 0.292761 , 0.28844 , 0.259637 , 0.257454 , 0.297319 , 0.25113 , 0.376287 , 0.457992 , 0.173104 , 0.163391 , 0.263868 , 0.260516 , 0.215605 , 0.188134 , 0.145851 , 0.19213 , 0.189901 , 0.181647 , 0.234079 , 0.262491 , 0.21825 , 0.21719 , 0.278202 , 0.35717 , 0.306016 , 0.301885 , 0.278999 , 0.303579 , 0.277522 , 0.290161 , 0.3027 , 0.300879 , 0.390022 , 0.31042 , 0.323919 , 0.303126 , 0.333224 , 0.321935 , 0.315466 , 0.338669 , 0.344359 , 0.346923 , 0.281155 , 0.285939 , 0.289337 , 0.329011 , 0.282795 , 0.139046 , 0.284507 , 0.284172 , 0.12262 , 0.147708 , 0.325142 , 0.315258 , 0.389533 , 0.387639 , 0.341505 
 965 , 0.279146 , 0.28351 , 0.303639 , 0.293125 , 0.288798 , 0.26026 , 0.257729 , 0.29718 , 0.252295 , 0.377209 , 0.457926 , 0.173754 , 0.163522 , 0.263843 , 0.260196 , 0.21512 , 0.188568 , 0.145896 , 0.192859 , 0.190618 , 0.181656 , 0.234451 , 0.262582 , 0.218495 , 0.217959 , 0.27911 , 0.357279 , 0.306406 , 0.302387 , 0.279237 , 0.303839 , 0.277867 , 0.290467 , 0.303095 , 0.301408 , 0.390344 , 0.310851 , 0.323723 , 0.303294 , 0.332731 , 0.322381 , 0.316022 , 0.338855 , 0.344279 , 0.3471 , 0.281795 , 0.286367 , 0.289869 , 0.329502 , 0.282857 , 0.13902 , 0.285097 , 0.284644 , 0.122718 , 0.147946 , 0.325746 , 0.315777 , 0.389927 , 0.387967 , 0.34203 
 966 , 0.279963 , 0.283451 , 0.304126 , 0.293332 , 0.289241 , 0.260302 , 0.25811 , 0.297149 , 0.252175 , 0.377911 , 0.457951 , 0.174025 , 0.163359 , 0.263644 , 0.259855 , 0.21467 , 0.188727 , 0.146127 , 0.193329 , 0.190864 , 0.181604 , 0.234897 , 0.262576 , 0.218853 , 0.218369 , 0.279671 , 0.357181 , 0.306646 , 0.302747 , 0.279524 , 0.304089 , 0.278127 , 0.290857 , 0.303249 , 0.301651 , 0.390558 , 0.311148 , 0.323412 , 0.303523 , 0.332507 , 0.322654 , 0.316024 , 0.338899 , 0.34436 , 0.347328 , 0.282036 , 0.286839 , 0.290455 , 0.329932 , 0.28294 , 0.139205 , 0.285615 , 0.284931 , 0.122777 , 0.148145 , 0.326288 , 0.316234 , 0.390266 , 0.38833 , 0.342525 
 967 , 0.280754 , 0.283369 , 0.304722 , 0.293619 , 0.289839 , 0.260053 , 0.25841 , 0.297326 , 0.251198 , 0.378315 , 0.458093 , 0.174035 , 0.163088 , 0.263356 , 0.259447 , 0.214392 , 0.188772 , 0.146452 , 0.19359 , 0.190626 , 0.181486 , 0.235396 , 0.262585 , 0.219109 , 0.218494 , 0.279846 , 0.356843 , 0.306686 , 0.302951 , 0.2798 , 0.304539 , 0.278332 , 0.291215 , 0.303043 , 0.301602 , 0.390657 , 0.311302 , 0.323075 , 0.303768 , 0.332508 , 0.322754 , 0.315743 , 0.338821 , 0.344565 , 0.347511 , 0.281975 , 0.287288 , 0.290967 , 0.330131 , 0.283012 , 0.139459 , 0.285874 , 0.285012 , 0.122768 , 0.148287 , 0.326681 , 0.316495 , 0.390336 , 0.388593 , 0.342868 
 968 , 0.281349 , 0.283347 , 0.305157 , 0.294119 , 0.290507 , 0.259859 , 0.258539 , 0.29764 , 0.250178 , 0.378536 , 0.458332 , 0.174013 , 0.162892 , 0.263105 , 0.259007 , 0.214287 , 0.188865 , 0.146748 , 0.193797 , 0.190194 , 0.181329 , 0.235904 , 0.262674 , 0.219182 , 0.218577 , 0.279808 , 0.356377 , 0.306597 , 0.303058 , 0.280028 , 0.305194 , 0.278525 , 0.291497 , 0.302618 , 0.301417 , 0.390711 , 0.311391 , 0.322787 , 0.303984 , 0.33256 , 0.322759 , 0.315526 , 0.338711 , 0.344771 , 0.347585 , 0.281862 , 0.287693 , 0.291332 , 0.330121 , 0.283063 , 0.139634 , 0.285914 , 0.284979 , 0.12271 , 0.14838 , 0.326931 , 0.316562 , 0.390142 , 0.388749 , 0.343075 
 969 , 0.281482 , 0.283524 , 0.305495 , 0.294611 , 0.291004 , 0.259649 , 0.258701 , 0.298052 , 0.249731 , 0.378345 , 0.458611 , 0.173863 , 0.162887 , 0.263016 , 0.258637 , 0.214391 , 0.188933 , 0.146997 , 0.193984 , 0.189734 , 0.181279 , 0.236289 , 0.262924 , 0.219314 , 0.21866 , 0.279881 , 0.356098 , 0.306461 , 0.303213 , 0.280304 , 0.305863 , 0.278749 , 0.291777 , 0.302339 , 0.301245 , 0.390849 , 0.311402 , 0.322755 , 0.304216 , 0.332664 , 0.322829 , 0.315432 , 0.3387 , 0.344901 , 0.347606 , 0.281822 , 0.288042 , 0.291685 , 0.330171 , 0.283138 , 0.139802 , 0.286018 , 0.285052 , 0.122671 , 0.148488 , 0.32719 , 0.316619 , 0.390113 , 0.388981 , 0.343263 
 970 , 0.280612 , 0.284194 , 0.305679 , 0.295137 , 0.291136 , 0.259387 , 0.259061 , 0.298756 , 0.250603 , 0.377254 , 0.45898 , 0.173464 , 0.163303 , 0.263304 , 0.258419 , 0.214946 , 0.188976 , 0.147168 , 0.194159 , 0.189227 , 0.181485 , 0.236431 , 0.263565 , 0.219589 , 0.218761 , 0.280286 , 0.356206 , 0.306266 , 0.303493 , 0.280695 , 0.30661 , 0.27903 , 0.29215 , 0.30246 , 0.301157 , 0.391146 , 0.311197 , 0.323257 , 0.304488 , 0.332878 , 0.32308 , 0.315589 , 0.338936 , 0.344881 , 0.347561 , 0.281952 , 0.288307 , 0.292038 , 0.330421 , 0.283329 , 0.140013 , 0.286316 , 0.285329 , 0.122668 , 0.148648 , 0.327435 , 0.31665 , 0.390504 , 0.389369 , 0.343421 
 971 , 0.279925 , 0.285074 , 0.306144 , 0.295614 , 0.291264 , 0.259227 , 0.259887 , 0.299527 , 0.251745 , 0.376344 , 0.459277 , 0.173153 , 0.163635 , 0.263586 , 0.258335 , 0.215265 , 0.189102 , 0.147342 , 0.194418 , 0.188962 , 0.181833 , 0.236595 , 0.264292 , 0.219921 , 0.218853 , 0.281003 , 0.35638 , 0.306302 , 0.303895 , 0.28118 , 0.307232 , 0.279293 , 0.292696 , 0.303022 , 0.301311 , 0.391187 , 0.310959 , 0.323636 , 0.304722 , 0.333107 , 0.323441 , 0.315708 , 0.339232 , 0.344911 , 0.347764 , 0.282063 , 0.288653 , 0.292435 , 0.330895 , 0.283634 , 0.140353 , 0.28671 , 0.285567 , 0.122657 , 0.148764 , 0.327614 , 0.316824 , 0.391206 , 0.389626 , 0.343554 
 972 , 0.279259 , 0.285934 , 0.30661 , 0.296091 , 0.291384 , 0.259075 , 0.260718 , 0.300297 , 0.252882 , 0.37547 , 0.459576 , 0.172853 , 0.163968 , 0.263875 , 0.258258 , 0.215578 , 0.18923 , 0.147516 , 0.194671 , 0.18871 , 0.182183 , 0.236756 , 0.265017 , 0.220258 , 0.218949 , 0.281719 , 0.356559 , 0.30635 , 0.304289 , 0.281663 , 0.307854 , 0.279565 , 0.293231 , 0.303583 , 0.301476 , 0.391235 , 0.310732 , 0.324008 , 0.304957 , 0.333339 , 0.323804 , 0.31582 , 0.339541 , 0.344944 , 0.34798 , 0.282174 , 0.288998 , 0.292832 , 0.331361 , 0.283938 , 0.140683 , 0.287113 , 0.285795 , 0.122653 , 0.148881 , 0.327796 , 0.316999 , 0.391903 , 0.38988 , 0.343681 
 973 , 0.280402 , 0.286291 , 0.307242 , 0.296351 , 0.292002 , 0.259702 , 0.261456 , 0.30071 , 0.253841 , 0.376631 , 0.459478 , 0.173327 , 0.164629 , 0.264452 , 0.258787 , 0.215772 , 0.189688 , 0.147756 , 0.195119 , 0.1898 , 0.182408 , 0.237172 , 0.265833 , 0.220439 , 0.219328 , 0.282408 , 0.357145 , 0.306897 , 0.304461 , 0.282287 , 0.30854 , 0.280159 , 0.293654 , 0.303948 , 0.302109 , 0.391284 , 0.310733 , 0.324181 , 0.305012 , 0.333663 , 0.324396 , 0.316267 , 0.339935 , 0.34532 , 0.348754 , 0.282576 , 0.289249 , 0.293047 , 0.33189 , 0.284293 , 0.14112 , 0.287718 , 0.286244 , 0.122912 , 0.149016 , 0.32825 , 0.31735 , 0.39245 , 0.39049 , 0.344004 
 974 , 0.28143 , 0.28636 , 0.307902 , 0.296715 , 0.292775 , 0.260494 , 0.261839 , 0.301282 , 0.254761 , 0.377916 , 0.459771 , 0.173924 , 0.165558 , 0.26507 , 0.25914 , 0.216038 , 0.190069 , 0.148031 , 0.195541 , 0.190816 , 0.182655 , 0.237738 , 0.266667 , 0.220734 , 0.219903 , 0.283017 , 0.3577 , 0.307323 , 0.304634 , 0.282961 , 0.309275 , 0.280888 , 0.293923 , 0.304242 , 0.30272 , 0.391503 , 0.310806 , 0.324458 , 0.304839 , 0.334085 , 0.325065 , 0.316726 , 0.340481 , 0.345682 , 0.349249 , 0.283138 , 0.289469 , 0.293298 , 0.332479 , 0.284791 , 0.141485 , 0.288302 , 0.286939 , 0.123211 , 0.149292 , 0.328809 , 0.317781 , 0.393043 , 0.391325 , 0.344413 
 975 , 0.282456 , 0.286396 , 0.308569 , 0.297104 , 0.293566 , 0.26131 , 0.262178 , 0.301875 , 0.255671 , 0.379235 , 0.460123 , 0.174549 , 0.16652 , 0.265688 , 0.25947 , 0.216328 , 0.190448 , 0.148305 , 0.195966 , 0.19183 , 0.182905 , 0.238333 , 0.267509 , 0.221061 , 0.22052 , 0.283604 , 0.358256 , 0.307729 , 0.304807 , 0.283651 , 0.310026 , 0.281644 , 0.294182 , 0.304517 , 0.303332 , 0.391754 , 0.310894 , 0.324758 , 0.304639 , 0.334514 , 0.325757 , 0.317177 , 0.34105 , 0.346045 , 0.349714 , 0.283726 , 0.289682 , 0.293557 , 0.333086 , 0.285313 , 0.141844 , 0.288889 , 0.287675 , 0.123527 , 0.149593 , 0.329389 , 0.318241 , 0.39365 , 0.392212 , 0.34484 
 976 , 0.283118 , 0.286562 , 0.309107 , 0.297825 , 0.294214 , 0.262408 , 0.262445 , 0.302433 , 0.255333 , 0.379868 , 0.460942 , 0.175246 , 0.166859 , 0.266196 , 0.259829 , 0.216686 , 0.190651 , 0.148475 , 0.196468 , 0.192159 , 0.183586 , 0.239044 , 0.267965 , 0.221247 , 0.221116 , 0.283882 , 0.358543 , 0.308055 , 0.30516 , 0.284152 , 0.310457 , 0.282281 , 0.294223 , 0.304927 , 0.303773 , 0.391922 , 0.31135 , 0.325024 , 0.304704 , 0.334965 , 0.326048 , 0.317521 , 0.341471 , 0.346293 , 0.34997 , 0.284217 , 0.290016 , 0.293758 , 0.33356 , 0.285743 , 0.142211 , 0.289104 , 0.288303 , 0.123874 , 0.150179 , 0.329976 , 0.318769 , 0.394137 , 0.392862 , 0.345167 
 977 , 0.283756 , 0.286903 , 0.309496 , 0.298636 , 0.294607 , 0.263455 , 0.262657 , 0.302841 , 0.254498 , 0.380192 , 0.461701 , 0.175921 , 0.166843 , 0.266704 , 0.260318 , 0.217052 , 0.190801 , 0.148547 , 0.197067 , 0.192175 , 0.184378 , 0.23959 , 0.268069 , 0.22135 , 0.221545 , 0.283979 , 0.358675 , 0.308308 , 0.305514 , 0.284452 , 0.310684 , 0.2828 , 0.294245 , 0.30531 , 0.304103 , 0.392101 , 0.311863 , 0.325249 , 0.305245 , 0.33532 , 0.325973 , 0.317813 , 0.341641 , 0.34644 , 0.350172 , 0.284499 , 0.290282 , 0.293855 , 0.333844 , 0.285919 , 0.14257 , 0.289112 , 0.288722 , 0.124218 , 0.150794 , 0.330512 , 0.319169 , 0.394412 , 0.393298 , 0.345438 
 978 , 0.284483 , 0.287328 , 0.309818 , 0.299421 , 0.294871 , 0.264374 , 0.262855 , 0.303146 , 0.253662 , 0.380494 , 0.462262 , 0.176555 , 0.166751 , 0.267238 , 0.26089 , 0.217412 , 0.190956 , 0.14858 , 0.197711 , 0.19216 , 0.185136 , 0.239948 , 0.268035 , 0.221424 , 0.221832 , 0.28402 , 0.358773 , 0.30853 , 0.305814 , 0.284677 , 0.310855 , 0.283241 , 0.294296 , 0.305638 , 0.304387 , 0.392318 , 0.312292 , 0.325441 , 0.306055 , 0.335579 , 0.325747 , 0.318083 , 0.341667 , 0.346541 , 0.350377 , 0.284659 , 0.290478 , 0.293907 , 0.334022 , 0.285928 , 0.142909 , 0.289079 , 0.289014 , 0.124542 , 0.151332 , 0.33101 , 0.319446 , 0.394551 , 0.393661 , 0.345688 
 979 , 0.28486 , 0.287808 , 0.309945 , 0.29993 , 0.29507 , 0.265106 , 0.262963 , 0.303598 , 0.253751 , 0.380728 , 0.462941 , 0.177055 , 0.166762 , 0.267435 , 0.261392 , 0.217764 , 0.191108 , 0.148708 , 0.19837 , 0.192244 , 0.185675 , 0.240326 , 0.267971 , 0.2217 , 0.222189 , 0.28426 , 0.358831 , 0.308726 , 0.306185 , 0.284962 , 0.310934 , 0.28353 , 0.294636 , 0.306139 , 0.304679 , 0.392638 , 0.312514 , 0.325643 , 0.306822 , 0.335797 , 0.325634 , 0.318252 , 0.34171 , 0.346774 , 0.350673 , 0.284749 , 0.290681 , 0.293952 , 0.334236 , 0.285988 , 0.143248 , 0.289175 , 0.289286 , 0.124723 , 0.151711 , 0.331344 , 0.319702 , 0.394763 , 0.393978 , 0.346007 
 980 , 0.284645 , 0.288345 , 0.309811 , 0.300054 , 0.295184 , 0.26561 , 0.262922 , 0.304205 , 0.255015 , 0.380843 , 0.463869 , 0.177319 , 0.166881 , 0.267138 , 0.261771 , 0.218123 , 0.191273 , 0.148977 , 0.198968 , 0.192442 , 0.185925 , 0.240794 , 0.267892 , 0.222219 , 0.22267 , 0.284792 , 0.358825 , 0.308826 , 0.306681 , 0.285298 , 0.310924 , 0.283632 , 0.295332 , 0.30681 , 0.304969 , 0.393103 , 0.312507 , 0.325863 , 0.307417 , 0.33597 , 0.325744 , 0.318297 , 0.341824 , 0.347181 , 0.351121 , 0.284801 , 0.290923 , 0.294025 , 0.334543 , 0.286164 , 0.143574 , 0.289459 , 0.289569 , 0.124714 , 0.151868 , 0.331469 , 0.320009 , 0.395138 , 0.3943 , 0.346427 
