NANT_00015.spu,NANT_00014.spu,NANT_00013.spu,NANT_00012.spu,NANT_00011.spu,
Wavelength,MNAT_00000.spu,MNAT_00001.spu,MNAT_00002.spu,MNAT_00003.spu,MNAT_00004.spu,MNAT_00005.spu,MNAT_00006.spu,MNAT_00007.spu,MNAT_00008.spu,MNAT_00009.spu,MNAT_00010.spu,MNAT_00011.spu,MNAT_00012.spu,MNAT_00013.spu,MNAT_00014.spu,MNAT_00015.spu,MNAT_00016.spu,MNAT_00017.spu,MNAT_00018.spu,MNAT_00019.spu,MNAT_00020.spu,MNAT_00021.spu,MNAT_00022.spu,MNAT_00023.spu,MNAT_00024.spu,MNAT_00025.spu,MNAT_00026.spu,MNAT_00027.spu,MNAT_00028.spu,MNAT_00029.spu,MNAT_00030.spu,MNAT_00031.spu,MNAT_00032.spu,MNAT_00033.spu,MNAT_00034.spu,MNAT_00035.spu,MNAT_00036.spu,MNAT_00037.spu,MNAT_00038.spu,MNAT_00039.spu,MNAT_00040.spu,MNAT_00041.spu,MNAT_00042.spu,MNAT_00043.spu,MNAT_00044.spu,MNAT_00045.spu,MNAT_00046.spu,MNAT_00047.spu,MNAT_00048.spu,MNAT_00049.spu
  (nm),7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 
  time  ,:40:15 A,:40:32 A,:40:47 A,:41:01 A,:41:12 A,:42:01 A,:42:34 A,:42:51 A,:43:05 A,:43:29 A,:44:16 A,:44:32 A,:44:45 A,:44:56 A,:45:06 A,:45:49 A,:46:00 A,:46:10 A,:46:20 A,:46:32 A,:46:48 A,:46:59 A,:47:14 A,:47:29 A,:47:39 A,:48:34 A,:48:44 A,:48:53 A,:49:16 A,:50:01 A,:50:58 A,:51:14 A,:51:33 A,:51:53 A,:52:04 A,:53:05 A,:53:18 A,:53:36 A,:54:03 A,:54:17 A,:55:04 A,:55:18 A,:55:29 A,:55:41 A,:55:59 A,:56:26 A,:56:41 A,:56:58 A,:57:36 A,:57:47 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 662 , 0.052179 , 0.044516 , 0.05288 , 0.065095 , 0.074776 , 0.033657 , 0.044963 , 0.047828 , 0.056993 , 0.023768 , 0.049607 , 0.052095 , 0.048644 , 0.07014 , 0.056153 , 0.03549 , 0.078612 , 0.0503 , 0.093515 , 0.050678 , 0.041659 , 0.034974 , 0.036553 , 0.05355 , 0.058864 , 0.032486 , 0.08495 , 0.062777 , 0.094516 , 0.071819 , 0.065126 , 0.06558 , 0.048036 , 0.045209 , 0.111752 , 0.076347 , 0.055098 , 0.04219 , 0.059966 , 0.049468 , 0.075416 , 0.105599 , 0.084727 , 0.097535 , 0.07751 , 0.061653 , 0.06173 , 0.059373 , 0.058795 , 0.044747 
 663 , 0.052113 , 0.044411 , 0.052699 , 0.065082 , 0.074774 , 0.033424 , 0.044688 , 0.047356 , 0.056724 , 0.023532 , 0.049392 , 0.052013 , 0.048436 , 0.070009 , 0.056061 , 0.035243 , 0.078883 , 0.050232 , 0.093972 , 0.050525 , 0.041535 , 0.034804 , 0.036385 , 0.053378 , 0.058814 , 0.032337 , 0.084974 , 0.062646 , 0.094682 , 0.07199 , 0.065205 , 0.065614 , 0.047904 , 0.044981 , 0.111775 , 0.076555 , 0.054974 , 0.042067 , 0.059993 , 0.049453 , 0.075776 , 0.106447 , 0.085113 , 0.098151 , 0.077796 , 0.061651 , 0.061636 , 0.059238 , 0.058783 , 0.04465 
 664 , 0.052057 , 0.044332 , 0.052559 , 0.065081 , 0.074806 , 0.033201 , 0.04444 , 0.046897 , 0.056491 , 0.023313 , 0.049199 , 0.051949 , 0.048257 , 0.069894 , 0.055981 , 0.035016 , 0.079163 , 0.050188 , 0.094443 , 0.050396 , 0.041436 , 0.034661 , 0.036245 , 0.053224 , 0.058785 , 0.032204 , 0.085026 , 0.062532 , 0.094868 , 0.072157 , 0.065297 , 0.065653 , 0.047785 , 0.044773 , 0.111816 , 0.076769 , 0.054869 , 0.041976 , 0.060052 , 0.049454 , 0.076151 , 0.107274 , 0.085513 , 0.098753 , 0.07809 , 0.061659 , 0.061589 , 0.059125 , 0.058785 , 0.044564 
 665 , 0.052034 , 0.044315 , 0.052499 , 0.065126 , 0.074904 , 0.03302 , 0.044261 , 0.046499 , 0.056331 , 0.023156 , 0.049069 , 0.051941 , 0.048194 , 0.069825 , 0.055952 , 0.034839 , 0.079503 , 0.050215 , 0.09494 , 0.050308 , 0.041389 , 0.034568 , 0.036163 , 0.053126 , 0.058816 , 0.032114 , 0.085178 , 0.06247 , 0.095126 , 0.072341 , 0.065436 , 0.06573 , 0.047714 , 0.044633 , 0.111903 , 0.076971 , 0.054821 , 0.041977 , 0.060179 , 0.049518 , 0.076561 , 0.108055 , 0.085936 , 0.099346 , 0.078419 , 0.061696 , 0.061627 , 0.059072 , 0.058824 , 0.044509 
 666 , 0.052025 , 0.0443 , 0.052444 , 0.065178 , 0.075005 , 0.032845 , 0.044091 , 0.046099 , 0.056182 , 0.022995 , 0.048938 , 0.051939 , 0.048124 , 0.069762 , 0.055926 , 0.03466 , 0.079852 , 0.050249 , 0.095449 , 0.050218 , 0.041345 , 0.034482 , 0.036079 , 0.053025 , 0.058842 , 0.032023 , 0.085327 , 0.062402 , 0.095386 , 0.072531 , 0.065582 , 0.065814 , 0.047643 , 0.044494 , 0.112007 , 0.077176 , 0.054778 , 0.041981 , 0.0603 , 0.049582 , 0.076982 , 0.108843 , 0.086374 , 0.099939 , 0.078751 , 0.061727 , 0.061673 , 0.059013 , 0.058865 , 0.044455 
 667 , 0.052007 , 0.044277 , 0.052388 , 0.06523 , 0.075105 , 0.032662 , 0.043911 , 0.045698 , 0.056024 , 0.022834 , 0.048814 , 0.051937 , 0.04806 , 0.069697 , 0.055907 , 0.03448 , 0.080194 , 0.050274 , 0.095949 , 0.050127 , 0.041301 , 0.034394 , 0.036002 , 0.052931 , 0.058875 , 0.031931 , 0.085484 , 0.06234 , 0.095639 , 0.07272 , 0.065727 , 0.065898 , 0.047578 , 0.044354 , 0.112102 , 0.077381 , 0.054734 , 0.041985 , 0.060429 , 0.049645 , 0.077397 , 0.109631 , 0.086805 , 0.100541 , 0.079083 , 0.061757 , 0.061711 , 0.05896 , 0.058906 , 0.044401 
 668 , 0.05209 , 0.04432 , 0.052417 , 0.0654 , 0.075266 , 0.032575 , 0.04386 , 0.045465 , 0.055963 , 0.022748 , 0.048777 , 0.052004 , 0.048022 , 0.069702 , 0.055955 , 0.034407 , 0.080535 , 0.050321 , 0.096464 , 0.050126 , 0.041327 , 0.034376 , 0.035981 , 0.052923 , 0.058971 , 0.031913 , 0.085702 , 0.062361 , 0.095942 , 0.072975 , 0.065915 , 0.066032 , 0.047624 , 0.044304 , 0.112354 , 0.077698 , 0.054809 , 0.042099 , 0.060608 , 0.049775 , 0.077862 , 0.110546 , 0.087284 , 0.101163 , 0.079436 , 0.061893 , 0.061769 , 0.058971 , 0.059026 , 0.044421 
 669 , 0.052194 , 0.044371 , 0.05246 , 0.065591 , 0.075454 , 0.032491 , 0.043808 , 0.045238 , 0.055907 , 0.022658 , 0.048748 , 0.052062 , 0.047982 , 0.069702 , 0.056016 , 0.034335 , 0.080886 , 0.050373 , 0.096987 , 0.050123 , 0.041346 , 0.034351 , 0.035961 , 0.052929 , 0.059072 , 0.031889 , 0.08592 , 0.062402 , 0.09626 , 0.073243 , 0.066114 , 0.066177 , 0.047677 , 0.044253 , 0.112619 , 0.078034 , 0.054891 , 0.042214 , 0.0608 , 0.049912 , 0.078338 , 0.111486 , 0.087772 , 0.101794 , 0.079792 , 0.062035 , 0.061839 , 0.058994 , 0.059158 , 0.044441 
 670 , 0.052291 , 0.044429 , 0.052495 , 0.065773 , 0.075634 , 0.032404 , 0.043755 , 0.045009 , 0.05585 , 0.022567 , 0.048709 , 0.052126 , 0.047948 , 0.069708 , 0.056069 , 0.03427 , 0.081231 , 0.050417 , 0.097511 , 0.050127 , 0.041372 , 0.034325 , 0.03594 , 0.052926 , 0.059173 , 0.031871 , 0.08613 , 0.062434 , 0.096578 , 0.073502 , 0.066322 , 0.06633 , 0.047729 , 0.044209 , 0.112883 , 0.07837 , 0.054972 , 0.042328 , 0.060992 , 0.050049 , 0.078824 , 0.11242 , 0.08827 , 0.102426 , 0.080149 , 0.062183 , 0.061901 , 0.059016 , 0.059291 , 0.044468 
 671 , 0.05245 , 0.044563 , 0.052607 , 0.066007 , 0.075891 , 0.032421 , 0.043769 , 0.044932 , 0.05591 , 0.022537 , 0.048754 , 0.052261 , 0.047983 , 0.069828 , 0.056177 , 0.034269 , 0.081624 , 0.050563 , 0.098058 , 0.050209 , 0.041457 , 0.034387 , 0.035999 , 0.053008 , 0.059338 , 0.03191 , 0.086436 , 0.06257 , 0.096973 , 0.073823 , 0.066589 , 0.066541 , 0.047865 , 0.044288 , 0.113235 , 0.078769 , 0.055123 , 0.042463 , 0.061233 , 0.050272 , 0.079335 , 0.113361 , 0.088795 , 0.103091 , 0.080586 , 0.062405 , 0.062083 , 0.059181 , 0.059496 , 0.044571 
 672 , 0.052642 , 0.044739 , 0.052784 , 0.066249 , 0.076187 , 0.032497 , 0.043808 , 0.044944 , 0.056042 , 0.022543 , 0.048841 , 0.052437 , 0.04806 , 0.070019 , 0.056334 , 0.034304 , 0.082024 , 0.050749 , 0.098628 , 0.050331 , 0.041576 , 0.034485 , 0.036102 , 0.053147 , 0.059544 , 0.031985 , 0.086804 , 0.062739 , 0.097413 , 0.074184 , 0.066888 , 0.066793 , 0.048044 , 0.044423 , 0.113614 , 0.079184 , 0.055324 , 0.042593 , 0.0615 , 0.050544 , 0.079863 , 0.114277 , 0.089328 , 0.103755 , 0.081046 , 0.06266 , 0.062321 , 0.059434 , 0.059726 , 0.044707 
 673 , 0.052827 , 0.044915 , 0.052962 , 0.066483 , 0.076484 , 0.032573 , 0.043855 , 0.044963 , 0.056174 , 0.022541 , 0.048927 , 0.052622 , 0.048136 , 0.070209 , 0.056482 , 0.034345 , 0.082433 , 0.050944 , 0.099206 , 0.050462 , 0.041703 , 0.03459 , 0.036204 , 0.053278 , 0.059758 , 0.032059 , 0.087164 , 0.062915 , 0.097845 , 0.074537 , 0.067187 , 0.067037 , 0.048223 , 0.044567 , 0.114001 , 0.079609 , 0.055525 , 0.042724 , 0.061768 , 0.050826 , 0.080384 , 0.115188 , 0.089862 , 0.10442 , 0.081508 , 0.062923 , 0.062559 , 0.059679 , 0.059956 , 0.044844 
 674 , 0.053048 , 0.045109 , 0.053175 , 0.066758 , 0.076817 , 0.032685 , 0.043974 , 0.045045 , 0.056374 , 0.022586 , 0.049055 , 0.052826 , 0.048261 , 0.07045 , 0.056676 , 0.034431 , 0.082851 , 0.051158 , 0.099792 , 0.050627 , 0.041854 , 0.034725 , 0.036336 , 0.053453 , 0.06001 , 0.032161 , 0.087574 , 0.063138 , 0.098316 , 0.074912 , 0.067505 , 0.067322 , 0.048435 , 0.044752 , 0.11444 , 0.080048 , 0.055763 , 0.04291 , 0.062067 , 0.051111 , 0.080914 , 0.116099 , 0.090409 , 0.105096 , 0.081985 , 0.063218 , 0.062845 , 0.059955 , 0.060225 , 0.045022 
 675 , 0.053334 , 0.045365 , 0.053493 , 0.067127 , 0.077232 , 0.032894 , 0.04425 , 0.045294 , 0.056744 , 0.022726 , 0.04927 , 0.053103 , 0.048513 , 0.070777 , 0.056975 , 0.034624 , 0.083304 , 0.051437 , 0.100412 , 0.050903 , 0.04209 , 0.034918 , 0.036536 , 0.053732 , 0.060354 , 0.032329 , 0.088085 , 0.063454 , 0.09885 , 0.075327 , 0.067884 , 0.067669 , 0.048744 , 0.045031 , 0.115011 , 0.080555 , 0.056091 , 0.043238 , 0.062442 , 0.051413 , 0.081439 , 0.116979 , 0.090977 , 0.105751 , 0.082515 , 0.063597 , 0.063231 , 0.060306 , 0.060577 , 0.045286 
 676 , 0.053626 , 0.045629 , 0.053802 , 0.0675 , 0.077648 , 0.033106 , 0.044534 , 0.045541 , 0.057112 , 0.022863 , 0.049492 , 0.053378 , 0.048764 , 0.071115 , 0.057272 , 0.034818 , 0.083749 , 0.051715 , 0.10103 , 0.051171 , 0.042327 , 0.035122 , 0.036737 , 0.05401 , 0.060695 , 0.032507 , 0.088595 , 0.063766 , 0.099383 , 0.075745 , 0.068268 , 0.06802 , 0.049044 , 0.045317 , 0.115576 , 0.081063 , 0.056425 , 0.043558 , 0.062814 , 0.051715 , 0.081958 , 0.117855 , 0.091546 , 0.106412 , 0.083038 , 0.063982 , 0.063622 , 0.060663 , 0.060927 , 0.045549 
 677 , 0.053919 , 0.045886 , 0.054112 , 0.067866 , 0.078058 , 0.033319 , 0.044827 , 0.045798 , 0.057482 , 0.022999 , 0.049706 , 0.053654 , 0.049016 , 0.071446 , 0.057579 , 0.035013 , 0.084205 , 0.051985 , 0.101651 , 0.05144 , 0.042564 , 0.035318 , 0.036931 , 0.054288 , 0.061037 , 0.032677 , 0.089108 , 0.064087 , 0.099918 , 0.076164 , 0.068645 , 0.068364 , 0.049353 , 0.045597 , 0.116152 , 0.081573 , 0.056752 , 0.043888 , 0.063196 , 0.052017 , 0.08248 , 0.118744 , 0.092118 , 0.107068 , 0.083571 , 0.06436 , 0.064014 , 0.061013 , 0.061278 , 0.045814 
 678 , 0.054378 , 0.04633 , 0.054684 , 0.068422 , 0.078681 , 0.033771 , 0.045378 , 0.046452 , 0.058155 , 0.023367 , 0.050164 , 0.054144 , 0.049478 , 0.072046 , 0.058074 , 0.035418 , 0.08471 , 0.052497 , 0.102314 , 0.051964 , 0.042981 , 0.035708 , 0.037323 , 0.054838 , 0.061553 , 0.033045 , 0.08986 , 0.064645 , 0.100627 , 0.076768 , 0.069221 , 0.068947 , 0.049874 , 0.046129 , 0.117053 , 0.082265 , 0.057308 , 0.044361 , 0.063733 , 0.052505 , 0.083064 , 0.119781 , 0.092774 , 0.107779 , 0.084218 , 0.064976 , 0.064645 , 0.061658 , 0.061868 , 0.04629 
 679 , 0.054837 , 0.046787 , 0.055267 , 0.068986 , 0.079304 , 0.034242 , 0.045937 , 0.047135 , 0.058838 , 0.023754 , 0.050626 , 0.054643 , 0.049954 , 0.072663 , 0.058579 , 0.035829 , 0.085216 , 0.053023 , 0.102985 , 0.052497 , 0.04341 , 0.036113 , 0.037716 , 0.055404 , 0.06207 , 0.033416 , 0.09061 , 0.065212 , 0.101325 , 0.077385 , 0.069804 , 0.069529 , 0.050399 , 0.046666 , 0.11796 , 0.082949 , 0.057858 , 0.044843 , 0.064289 , 0.053007 , 0.083645 , 0.120819 , 0.093429 , 0.108484 , 0.08486 , 0.065601 , 0.065293 , 0.062321 , 0.062458 , 0.046779 
 680 , 0.055309 , 0.047248 , 0.055862 , 0.069555 , 0.079941 , 0.034717 , 0.046516 , 0.047825 , 0.059535 , 0.024136 , 0.0511 , 0.055155 , 0.050425 , 0.073293 , 0.059096 , 0.036253 , 0.085727 , 0.053554 , 0.103662 , 0.053034 , 0.043843 , 0.036521 , 0.038114 , 0.055984 , 0.062599 , 0.033798 , 0.091383 , 0.065793 , 0.102045 , 0.077999 , 0.070392 , 0.070116 , 0.050937 , 0.047215 , 0.118883 , 0.083647 , 0.058422 , 0.04533 , 0.06485 , 0.053513 , 0.08424 , 0.121874 , 0.094097 , 0.109188 , 0.085516 , 0.06624 , 0.065955 , 0.062981 , 0.063054 , 0.047272 
 681 , 0.055972 , 0.047896 , 0.056716 , 0.070323 , 0.080771 , 0.035444 , 0.047381 , 0.048919 , 0.060578 , 0.024725 , 0.051832 , 0.055816 , 0.051153 , 0.074209 , 0.059809 , 0.0369 , 0.086302 , 0.054229 , 0.104367 , 0.053796 , 0.04446 , 0.037129 , 0.038716 , 0.05679 , 0.063303 , 0.03438 , 0.092397 , 0.066608 , 0.102952 , 0.078734 , 0.071166 , 0.070838 , 0.051709 , 0.047986 , 0.120052 , 0.084486 , 0.059236 , 0.045933 , 0.065561 , 0.054196 , 0.084878 , 0.122793 , 0.094787 , 0.109882 , 0.086228 , 0.067042 , 0.066805 , 0.063884 , 0.063843 , 0.047962 
 682 , 0.056739 , 0.048665 , 0.057733 , 0.071195 , 0.081709 , 0.036312 , 0.048427 , 0.050259 , 0.061848 , 0.025437 , 0.052715 , 0.05655 , 0.052041 , 0.075302 , 0.060633 , 0.037692 , 0.086908 , 0.05499 , 0.105068 , 0.054686 , 0.045183 , 0.037881 , 0.039442 , 0.05775 , 0.064115 , 0.035097 , 0.093569 , 0.067565 , 0.103976 , 0.079532 , 0.072033 , 0.071647 , 0.052624 , 0.048904 , 0.121388 , 0.085405 , 0.060197 , 0.046612 , 0.066382 , 0.055006 , 0.085528 , 0.123631 , 0.095508 , 0.110579 , 0.086974 , 0.067967 , 0.067787 , 0.064953 , 0.064723 , 0.048764 
 683 , 0.057524 , 0.04946 , 0.058778 , 0.072095 , 0.082675 , 0.037206 , 0.049501 , 0.051637 , 0.06314 , 0.026173 , 0.053632 , 0.05731 , 0.052948 , 0.076424 , 0.061483 , 0.038517 , 0.087532 , 0.055776 , 0.105797 , 0.055603 , 0.045922 , 0.038649 , 0.040183 , 0.058728 , 0.064946 , 0.035837 , 0.094764 , 0.068549 , 0.10503 , 0.08035 , 0.072928 , 0.072475 , 0.053575 , 0.049847 , 0.122767 , 0.086344 , 0.061186 , 0.047316 , 0.06723 , 0.05585 , 0.086204 , 0.124491 , 0.09624 , 0.111289 , 0.087746 , 0.06892 , 0.068797 , 0.066051 , 0.06563 , 0.049583 
 684 , 0.058472 , 0.05041 , 0.06007 , 0.073181 , 0.083818 , 0.038325 , 0.050849 , 0.05334 , 0.06473 , 0.027092 , 0.054739 , 0.05824 , 0.054044 , 0.077742 , 0.062512 , 0.039525 , 0.088221 , 0.056726 , 0.106564 , 0.056717 , 0.046842 , 0.039608 , 0.041098 , 0.059946 , 0.065963 , 0.036735 , 0.096193 , 0.069754 , 0.106242 , 0.081301 , 0.073968 , 0.073463 , 0.054739 , 0.051056 , 0.124378 , 0.087443 , 0.062404 , 0.048216 , 0.068231 , 0.056842 , 0.086955 , 0.125404 , 0.097078 , 0.112044 , 0.088635 , 0.070069 , 0.070003 , 0.067395 , 0.066725 , 0.0506 
 685 , 0.059784 , 0.051712 , 0.061901 , 0.074682 , 0.085345 , 0.039994 , 0.052808 , 0.055806 , 0.066992 , 0.028434 , 0.056296 , 0.059585 , 0.055565 , 0.07954 , 0.063928 , 0.040983 , 0.089049 , 0.058032 , 0.107402 , 0.058264 , 0.048166 , 0.040983 , 0.042386 , 0.061694 , 0.067391 , 0.037993 , 0.098126 , 0.071427 , 0.107759 , 0.082538 , 0.075272 , 0.07479 , 0.056396 , 0.05285 , 0.126452 , 0.088891 , 0.064152 , 0.049569 , 0.069591 , 0.058156 , 0.087836 , 0.126394 , 0.098084 , 0.112858 , 0.089746 , 0.071643 , 0.071651 , 0.069284 , 0.068263 , 0.052027 
 686 , 0.061123 , 0.053049 , 0.063789 , 0.076203 , 0.086893 , 0.041701 , 0.054824 , 0.05834 , 0.069313 , 0.029811 , 0.057898 , 0.060956 , 0.057123 , 0.081386 , 0.065388 , 0.042476 , 0.089892 , 0.059381 , 0.108256 , 0.059848 , 0.049525 , 0.042393 , 0.043701 , 0.063489 , 0.068846 , 0.039285 , 0.100099 , 0.073145 , 0.109306 , 0.083802 , 0.076611 , 0.076153 , 0.05809 , 0.054699 , 0.128577 , 0.090376 , 0.065938 , 0.050958 , 0.070979 , 0.059506 , 0.088726 , 0.127394 , 0.099107 , 0.11368 , 0.090884 , 0.073245 , 0.073329 , 0.071212 , 0.069829 , 0.053491 
 687 , 0.062499 , 0.054423 , 0.065726 , 0.077772 , 0.08849 , 0.043463 , 0.056898 , 0.060944 , 0.071703 , 0.031224 , 0.059539 , 0.062365 , 0.05872 , 0.083273 , 0.066888 , 0.044015 , 0.090763 , 0.06076 , 0.10913 , 0.061479 , 0.05092 , 0.043839 , 0.04506 , 0.065333 , 0.070349 , 0.040612 , 0.102125 , 0.074905 , 0.110902 , 0.085104 , 0.077981 , 0.077555 , 0.059832 , 0.056597 , 0.130757 , 0.0919 , 0.067782 , 0.052383 , 0.072405 , 0.060902 , 0.089643 , 0.128416 , 0.100168 , 0.114531 , 0.092051 , 0.074905 , 0.075055 , 0.073199 , 0.071435 , 0.055 
 688 , 0.064497 , 0.056414 , 0.06876 , 0.080012 , 0.090815 , 0.046079 , 0.059993 , 0.064764 , 0.075174 , 0.033516 , 0.061928 , 0.064522 , 0.061035 , 0.086118 , 0.06911 , 0.046354 , 0.091824 , 0.062704 , 0.110267 , 0.06388 , 0.053011 , 0.046071 , 0.04708 , 0.068092 , 0.07258 , 0.04245 , 0.10502 , 0.07761 , 0.113112 , 0.086953 , 0.079812 , 0.079378 , 0.062353 , 0.059492 , 0.133766 , 0.094135 , 0.070545 , 0.054354 , 0.07444 , 0.06282 , 0.090856 , 0.129745 , 0.101559 , 0.115606 , 0.093618 , 0.077335 , 0.077685 , 0.076175 , 0.073756 , 0.057198 
 689 , 0.066552 , 0.058472 , 0.071883 , 0.08231 , 0.093214 , 0.048763 , 0.063159 , 0.068666 , 0.078726 , 0.03587 , 0.064363 , 0.066719 , 0.063393 , 0.08902 , 0.071373 , 0.048755 , 0.092914 , 0.064697 , 0.111421 , 0.066335 , 0.055155 , 0.04837 , 0.049156 , 0.070922 , 0.074857 , 0.044334 , 0.107995 , 0.080397 , 0.115331 , 0.088836 , 0.081684 , 0.081241 , 0.064939 , 0.062458 , 0.136805 , 0.096423 , 0.073378 , 0.056341 , 0.076478 , 0.064764 , 0.092053 , 0.131023 , 0.102923 , 0.116627 , 0.095161 , 0.07977 , 0.080322 , 0.079169 , 0.076119 , 0.05945 
 690 , 0.068631 , 0.060546 , 0.07505 , 0.084642 , 0.095631 , 0.051465 , 0.066363 , 0.072615 , 0.082315 , 0.038249 , 0.066823 , 0.06894 , 0.065777 , 0.091957 , 0.073661 , 0.05118 , 0.094007 , 0.066697 , 0.112596 , 0.068806 , 0.057315 , 0.050695 , 0.051255 , 0.073786 , 0.077159 , 0.046242 , 0.110998 , 0.083211 , 0.117585 , 0.090743 , 0.083579 , 0.083119 , 0.067551 , 0.06545 , 0.139881 , 0.098736 , 0.07623 , 0.058353 , 0.07854 , 0.066722 , 0.093254 , 0.132315 , 0.104302 , 0.11766 , 0.096719 , 0.08224 , 0.082993 , 0.082189 , 0.078507 , 0.061717 
 691 , 0.071072 , 0.063012 , 0.07893 , 0.08744 , 0.098494 , 0.054828 , 0.070312 , 0.07732 , 0.086647 , 0.041263 , 0.06972 , 0.071605 , 0.068602 , 0.095441 , 0.076377 , 0.054119 , 0.09514 , 0.069061 , 0.113828 , 0.071731 , 0.059892 , 0.053577 , 0.053794 , 0.077212 , 0.079973 , 0.048463 , 0.114537 , 0.086656 , 0.120202 , 0.092929 , 0.085705 , 0.085179 , 0.070638 , 0.069103 , 0.143386 , 0.101481 , 0.079715 , 0.060893 , 0.081049 , 0.069044 , 0.094615 , 0.133608 , 0.105894 , 0.118833 , 0.098502 , 0.085179 , 0.08618 , 0.085846 , 0.081366 , 0.064464 
 692 , 0.073723 , 0.065704 , 0.08324 , 0.090525 , 0.101608 , 0.058577 , 0.074705 , 0.08249 , 0.09145 , 0.044646 , 0.072907 , 0.074547 , 0.071699 , 0.09926 , 0.079343 , 0.057353 , 0.096287 , 0.071633 , 0.11508 , 0.074913 , 0.06269 , 0.056786 , 0.056587 , 0.080942 , 0.08309 , 0.050858 , 0.118386 , 0.09045 , 0.123015 , 0.095246 , 0.087936 , 0.087328 , 0.073972 , 0.073115 , 0.147087 , 0.104447 , 0.083514 , 0.063706 , 0.083739 , 0.071491 , 0.095946 , 0.134722 , 0.10747 , 0.119943 , 0.100284 , 0.088269 , 0.089568 , 0.089743 , 0.084489 , 0.067478 
 693 , 0.076364 , 0.068378 , 0.087517 , 0.093583 , 0.104711 , 0.062303 , 0.079082 , 0.087633 , 0.096218 , 0.048017 , 0.076082 , 0.077469 , 0.074777 , 0.103057 , 0.082298 , 0.060566 , 0.097423 , 0.074187 , 0.11632 , 0.078076 , 0.065478 , 0.059968 , 0.059361 , 0.08465 , 0.086204 , 0.053236 , 0.122212 , 0.094231 , 0.125828 , 0.097547 , 0.090151 , 0.089461 , 0.077295 , 0.077104 , 0.150775 , 0.107403 , 0.087292 , 0.066508 , 0.086411 , 0.073913 , 0.097256 , 0.135833 , 0.109041 , 0.121049 , 0.10206 , 0.091339 , 0.092918 , 0.093608 , 0.087583 , 0.070464 
 694 , 0.07916 , 0.0712 , 0.092134 , 0.096835 , 0.108003 , 0.066292 , 0.083777 , 0.093088 , 0.101238 , 0.051701 , 0.079433 , 0.080602 , 0.078032 , 0.107066 , 0.085427 , 0.064012 , 0.098585 , 0.076871 , 0.117579 , 0.081423 , 0.068465 , 0.063407 , 0.062338 , 0.088603 , 0.089523 , 0.055763 , 0.1263 , 0.098245 , 0.128763 , 0.099986 , 0.09245 , 0.091687 , 0.080876 , 0.081415 , 0.154563 , 0.110523 , 0.091322 , 0.069468 , 0.089208 , 0.076473 , 0.098643 , 0.137012 , 0.110681 , 0.122172 , 0.103907 , 0.09458 , 0.096479 , 0.097698 , 0.090858 , 0.073646 
 695 , 0.082307 , 0.07439 , 0.09757 , 0.100528 , 0.11175 , 0.070944 , 0.089256 , 0.099313 , 0.106908 , 0.056135 , 0.083249 , 0.08424 , 0.081712 , 0.111568 , 0.088975 , 0.06801 , 0.099776 , 0.079861 , 0.118873 , 0.085199 , 0.071944 , 0.067465 , 0.065829 , 0.093157 , 0.093363 , 0.058623 , 0.131038 , 0.102858 , 0.131996 , 0.102743 , 0.094925 , 0.094132 , 0.085091 , 0.086488 , 0.158589 , 0.11399 , 0.095975 , 0.072836 , 0.092256 , 0.079332 , 0.100123 , 0.138227 , 0.112444 , 0.123237 , 0.105866 , 0.098198 , 0.100454 , 0.102313 , 0.094562 , 0.077282 
