NANT_00015.spu,NANT_00014.spu,NANT_00013.spu,NANT_00012.spu,NANT_00011.spu,
Wavelength,MNAT_00000.spu,MNAT_00001.spu,MNAT_00002.spu,MNAT_00003.spu,MNAT_00004.spu,MNAT_00005.spu,MNAT_00006.spu,MNAT_00007.spu,MNAT_00008.spu,MNAT_00009.spu,MNAT_00010.spu,MNAT_00011.spu,MNAT_00012.spu,MNAT_00013.spu,MNAT_00014.spu,MNAT_00015.spu,MNAT_00016.spu,MNAT_00017.spu,MNAT_00018.spu,MNAT_00019.spu,MNAT_00020.spu,MNAT_00021.spu,MNAT_00022.spu,MNAT_00023.spu,MNAT_00024.spu,MNAT_00025.spu,MNAT_00026.spu,MNAT_00027.spu,MNAT_00028.spu,MNAT_00029.spu,MNAT_00030.spu,MNAT_00031.spu,MNAT_00032.spu,MNAT_00033.spu,MNAT_00034.spu,MNAT_00035.spu,MNAT_00036.spu,MNAT_00037.spu,MNAT_00038.spu,MNAT_00039.spu,MNAT_00040.spu,MNAT_00041.spu,MNAT_00042.spu,MNAT_00043.spu,MNAT_00044.spu,MNAT_00045.spu,MNAT_00046.spu,MNAT_00047.spu,MNAT_00048.spu,MNAT_00049.spu
  (nm),7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 
  time  ,:40:15 A,:40:32 A,:40:47 A,:41:01 A,:41:12 A,:42:01 A,:42:34 A,:42:51 A,:43:05 A,:43:29 A,:44:16 A,:44:32 A,:44:45 A,:44:56 A,:45:06 A,:45:49 A,:46:00 A,:46:10 A,:46:20 A,:46:32 A,:46:48 A,:46:59 A,:47:14 A,:47:29 A,:47:39 A,:48:34 A,:48:44 A,:48:53 A,:49:16 A,:50:01 A,:50:58 A,:51:14 A,:51:33 A,:51:53 A,:52:04 A,:53:05 A,:53:18 A,:53:36 A,:54:03 A,:54:17 A,:55:04 A,:55:18 A,:55:29 A,:55:41 A,:55:59 A,:56:26 A,:56:41 A,:56:58 A,:57:36 A,:57:47 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 696 , 0.085425 , 0.07755 , 0.102955 , 0.104183 , 0.11546 , 0.07554 , 0.094693 , 0.105476 , 0.112519 , 0.060523 , 0.087023 , 0.087847 , 0.085351 , 0.116028 , 0.092485 , 0.071965 , 0.100953 , 0.082822 , 0.120147 , 0.088935 , 0.0754 , 0.071487 , 0.069288 , 0.097675 , 0.097156 , 0.061453 , 0.135725 , 0.10742 , 0.135181 , 0.105476 , 0.09737 , 0.096546 , 0.089272 , 0.091505 , 0.162555 , 0.117421 , 0.100574 , 0.07615 , 0.095253 , 0.082138 , 0.101563 , 0.139382 , 0.11415 , 0.124242 , 0.107758 , 0.101736 , 0.104347 , 0.106835 , 0.09821 , 0.080862 
 697 , 0.088526 , 0.080675 , 0.108293 , 0.107808 , 0.119132 , 0.080109 , 0.10008 , 0.111594 , 0.11809 , 0.064875 , 0.09076 , 0.091425 , 0.08897 , 0.120455 , 0.095966 , 0.075896 , 0.102117 , 0.085759 , 0.121424 , 0.09264 , 0.078828 , 0.075469 , 0.072726 , 0.102158 , 0.100926 , 0.064259 , 0.140369 , 0.111947 , 0.138341 , 0.108186 , 0.099801 , 0.098931 , 0.093412 , 0.096467 , 0.166491 , 0.120816 , 0.105139 , 0.079435 , 0.098208 , 0.084913 , 0.102988 , 0.140517 , 0.115823 , 0.125242 , 0.109615 , 0.105229 , 0.108186 , 0.111306 , 0.10183 , 0.084412 
 698 , 0.092023 , 0.084285 , 0.114517 , 0.111965 , 0.12331 , 0.085487 , 0.106378 , 0.118599 , 0.124439 , 0.07024 , 0.094992 , 0.095589 , 0.093004 , 0.125511 , 0.099957 , 0.080497 , 0.103368 , 0.089135 , 0.122746 , 0.096816 , 0.082829 , 0.080227 , 0.076767 , 0.107384 , 0.105413 , 0.067426 , 0.145789 , 0.117217 , 0.141944 , 0.111253 , 0.102436 , 0.101528 , 0.09828 , 0.102329 , 0.170729 , 0.124668 , 0.110345 , 0.083131 , 0.101634 , 0.088096 , 0.104587 , 0.14178 , 0.117699 , 0.126312 , 0.111744 , 0.109348 , 0.112587 , 0.116464 , 0.105953 , 0.088497 
 699 , 0.095509 , 0.087872 , 0.12071 , 0.116093 , 0.12746 , 0.090852 , 0.112641 , 0.125571 , 0.130757 , 0.075593 , 0.099198 , 0.099735 , 0.097016 , 0.130529 , 0.103937 , 0.085087 , 0.104621 , 0.092497 , 0.124056 , 0.100965 , 0.086797 , 0.084965 , 0.080788 , 0.112592 , 0.109881 , 0.070569 , 0.15117 , 0.12246 , 0.145511 , 0.114286 , 0.105028 , 0.104091 , 0.103106 , 0.108154 , 0.174889 , 0.128461 , 0.115491 , 0.086773 , 0.104987 , 0.091218 , 0.106119 , 0.142987 , 0.119521 , 0.12733 , 0.113813 , 0.113374 , 0.116899 , 0.121508 , 0.110035 , 0.092554 
 700 , 0.098958 , 0.091428 , 0.126848 , 0.120194 , 0.131574 , 0.09617 , 0.118848 , 0.132474 , 0.137021 , 0.080899 , 0.103367 , 0.103837 , 0.100992 , 0.135513 , 0.107874 , 0.089629 , 0.105864 , 0.095821 , 0.125349 , 0.105069 , 0.090739 , 0.089661 , 0.084774 , 0.117754 , 0.114309 , 0.073686 , 0.156506 , 0.127643 , 0.149041 , 0.117284 , 0.107606 , 0.106626 , 0.107882 , 0.113912 , 0.179006 , 0.132222 , 0.120591 , 0.090374 , 0.108303 , 0.094297 , 0.107631 , 0.144178 , 0.121312 , 0.128324 , 0.115841 , 0.117349 , 0.121134 , 0.126476 , 0.114074 , 0.096559 
 701 , 0.102538 , 0.095119 , 0.133309 , 0.124487 , 0.135857 , 0.101844 , 0.125479 , 0.139663 , 0.143542 , 0.086628 , 0.107666 , 0.108158 , 0.105134 , 0.140647 , 0.11198 , 0.094482 , 0.107078 , 0.09928 , 0.12668 , 0.109344 , 0.094845 , 0.094635 , 0.088999 , 0.123165 , 0.119004 , 0.076863 , 0.162169 , 0.133115 , 0.152758 , 0.120391 , 0.110239 , 0.109174 , 0.112908 , 0.120068 , 0.183207 , 0.136131 , 0.12589 , 0.09424 , 0.11169 , 0.097458 , 0.109198 , 0.145348 , 0.123189 , 0.129333 , 0.117923 , 0.121487 , 0.125576 , 0.131696 , 0.118294 , 0.100756 
 702 , 0.10614 , 0.098852 , 0.139876 , 0.128861 , 0.140197 , 0.107671 , 0.1323 , 0.14694 , 0.150154 , 0.092567 , 0.112 , 0.112546 , 0.109339 , 0.145809 , 0.116137 , 0.099462 , 0.108248 , 0.102765 , 0.127987 , 0.113676 , 0.099005 , 0.099726 , 0.09332 , 0.128652 , 0.12381 , 0.080052 , 0.167945 , 0.13869 , 0.15652 , 0.123505 , 0.112858 , 0.11168 , 0.118029 , 0.126367 , 0.187346 , 0.140061 , 0.13125 , 0.098171 , 0.115031 , 0.100576 , 0.110686 , 0.146354 , 0.125028 , 0.130264 , 0.119954 , 0.125614 , 0.130039 , 0.136894 , 0.122535 , 0.104993 
 703 , 0.109711 , 0.102545 , 0.14638 , 0.133187 , 0.144483 , 0.113434 , 0.139046 , 0.154144 , 0.156695 , 0.09844 , 0.116296 , 0.116886 , 0.113498 , 0.150916 , 0.120258 , 0.104386 , 0.109408 , 0.106212 , 0.129289 , 0.117954 , 0.103119 , 0.104761 , 0.097603 , 0.134072 , 0.128572 , 0.083198 , 0.173666 , 0.144196 , 0.160234 , 0.126587 , 0.115451 , 0.114159 , 0.123087 , 0.132589 , 0.191443 , 0.143941 , 0.136535 , 0.102043 , 0.118305 , 0.103637 , 0.112159 , 0.147337 , 0.126834 , 0.131186 , 0.121948 , 0.129672 , 0.134423 , 0.142004 , 0.12673 , 0.109177 
 704 , 0.113262 , 0.10622 , 0.15289 , 0.137505 , 0.148767 , 0.119258 , 0.145824 , 0.161336 , 0.163208 , 0.104428 , 0.120558 , 0.121264 , 0.117616 , 0.156015 , 0.124357 , 0.109352 , 0.110566 , 0.109678 , 0.13059 , 0.122231 , 0.107243 , 0.10982 , 0.101906 , 0.139528 , 0.13335 , 0.086331 , 0.179418 , 0.149726 , 0.163977 , 0.129678 , 0.118044 , 0.116641 , 0.128171 , 0.13887 , 0.195501 , 0.147815 , 0.141772 , 0.105895 , 0.121565 , 0.106672 , 0.113619 , 0.148362 , 0.128639 , 0.132121 , 0.123937 , 0.133731 , 0.13879 , 0.147085 , 0.130899 , 0.113357 
 705 , 0.116818 , 0.109888 , 0.159529 , 0.141852 , 0.153079 , 0.125286 , 0.15274 , 0.168612 , 0.169732 , 0.110771 , 0.124789 , 0.125791 , 0.121699 , 0.161153 , 0.128487 , 0.1145 , 0.111733 , 0.113231 , 0.131894 , 0.126532 , 0.111441 , 0.114997 , 0.106332 , 0.145092 , 0.138248 , 0.089474 , 0.185312 , 0.155397 , 0.167808 , 0.132808 , 0.12065 , 0.119168 , 0.133392 , 0.145384 , 0.199528 , 0.151731 , 0.146961 , 0.109738 , 0.12486 , 0.10973 , 0.115131 , 0.149476 , 0.130435 , 0.1331 , 0.125925 , 0.137838 , 0.1432 , 0.152236 , 0.135103 , 0.117599 
 706 , 0.120348 , 0.113517 , 0.166101 , 0.146158 , 0.157351 , 0.131259 , 0.159599 , 0.175822 , 0.176206 , 0.117058 , 0.12898 , 0.130264 , 0.125745 , 0.16625 , 0.132583 , 0.119596 , 0.112891 , 0.116745 , 0.133186 , 0.130797 , 0.115601 , 0.120128 , 0.110721 , 0.150607 , 0.143103 , 0.092587 , 0.191151 , 0.161009 , 0.1716 , 0.135896 , 0.12323 , 0.121664 , 0.138552 , 0.151821 , 0.203504 , 0.155597 , 0.152087 , 0.113533 , 0.128095 , 0.112742 , 0.116619 , 0.150568 , 0.132184 , 0.13404 , 0.127868 , 0.141873 , 0.147529 , 0.157312 , 0.139249 , 0.121781 
 707 , 0.123845 , 0.117121 , 0.172631 , 0.150429 , 0.161589 , 0.137192 , 0.166406 , 0.182966 , 0.182624 , 0.123293 , 0.133137 , 0.134709 , 0.12976 , 0.171301 , 0.136639 , 0.124647 , 0.114032 , 0.120234 , 0.13446 , 0.13502 , 0.119728 , 0.125215 , 0.115075 , 0.156079 , 0.147915 , 0.095682 , 0.196935 , 0.166585 , 0.175355 , 0.138958 , 0.125783 , 0.124141 , 0.143658 , 0.158196 , 0.207449 , 0.159425 , 0.157168 , 0.117285 , 0.131293 , 0.115697 , 0.118079 , 0.151635 , 0.1339 , 0.134974 , 0.129775 , 0.145837 , 0.151791 , 0.162312 , 0.143347 , 0.125923 
 708 , 0.127185 , 0.120589 , 0.17882 , 0.154533 , 0.165589 , 0.143151 , 0.173172 , 0.189938 , 0.188858 , 0.129749 , 0.137075 , 0.138987 , 0.13361 , 0.176101 , 0.140486 , 0.129679 , 0.115034 , 0.123533 , 0.135646 , 0.139033 , 0.123689 , 0.130168 , 0.119361 , 0.161355 , 0.152653 , 0.098609 , 0.202571 , 0.172038 , 0.17903 , 0.1419 , 0.128187 , 0.126439 , 0.148706 , 0.164455 , 0.21111 , 0.163002 , 0.161922 , 0.120705 , 0.134263 , 0.118429 , 0.119408 , 0.152451 , 0.135343 , 0.135731 , 0.131481 , 0.149576 , 0.155776 , 0.167011 , 0.147269 , 0.129935 
 709 , 0.130478 , 0.124025 , 0.184968 , 0.158599 , 0.169537 , 0.149081 , 0.179897 , 0.196864 , 0.195034 , 0.13619 , 0.140976 , 0.143223 , 0.137425 , 0.180846 , 0.144288 , 0.134693 , 0.115989 , 0.126812 , 0.136785 , 0.143014 , 0.12763 , 0.135094 , 0.123623 , 0.166612 , 0.157357 , 0.101508 , 0.208149 , 0.177465 , 0.182691 , 0.144813 , 0.130563 , 0.128718 , 0.153736 , 0.170703 , 0.214741 , 0.166535 , 0.166658 , 0.124133 , 0.137256 , 0.121184 , 0.12076 , 0.153319 , 0.136816 , 0.13653 , 0.133218 , 0.15335 , 0.159811 , 0.171753 , 0.151143 , 0.133913 
 710 , 0.133798 , 0.127487 , 0.191146 , 0.162695 , 0.173515 , 0.155057 , 0.186675 , 0.20383 , 0.201254 , 0.142679 , 0.144903 , 0.147487 , 0.14126 , 0.185617 , 0.148109 , 0.139742 , 0.11695 , 0.130117 , 0.137924 , 0.147027 , 0.13159 , 0.140056 , 0.127916 , 0.171905 , 0.162097 , 0.104434 , 0.213777 , 0.182925 , 0.186384 , 0.14774 , 0.132955 , 0.131007 , 0.158807 , 0.176989 , 0.218394 , 0.170087 , 0.171414 , 0.127579 , 0.140263 , 0.123952 , 0.122119 , 0.154182 , 0.138292 , 0.137326 , 0.134956 , 0.157135 , 0.163845 , 0.176499 , 0.155034 , 0.137901 
 711 , 0.137046 , 0.130888 , 0.197169 , 0.166678 , 0.17742 , 0.161042 , 0.193522 , 0.210821 , 0.20742 , 0.149401 , 0.148718 , 0.151705 , 0.145032 , 0.190228 , 0.151827 , 0.144755 , 0.117927 , 0.133345 , 0.13905 , 0.150937 , 0.13548 , 0.144947 , 0.132178 , 0.177036 , 0.166747 , 0.107323 , 0.219452 , 0.188254 , 0.189951 , 0.150622 , 0.135334 , 0.133322 , 0.16386 , 0.183202 , 0.221917 , 0.173481 , 0.1759 , 0.13095 , 0.143012 , 0.126519 , 0.123325 , 0.154899 , 0.139611 , 0.13796 , 0.136501 , 0.160642 , 0.167591 , 0.180937 , 0.158838 , 0.141753 
 712 , 0.140211 , 0.134214 , 0.203067 , 0.170539 , 0.181211 , 0.167033 , 0.200401 , 0.217788 , 0.213518 , 0.156284 , 0.152419 , 0.155856 , 0.148721 , 0.194687 , 0.155436 , 0.149753 , 0.118882 , 0.136529 , 0.140127 , 0.154779 , 0.139317 , 0.149821 , 0.136414 , 0.18209 , 0.171333 , 0.110196 , 0.22516 , 0.193518 , 0.19348 , 0.153458 , 0.137705 , 0.135658 , 0.16895 , 0.189484 , 0.225404 , 0.176765 , 0.180218 , 0.134398 , 0.145788 , 0.129149 , 0.124574 , 0.155704 , 0.14099 , 0.13866 , 0.138095 , 0.164221 , 0.17141 , 0.185451 , 0.162533 , 0.145482 
 713 , 0.143473 , 0.137644 , 0.209157 , 0.174536 , 0.185129 , 0.173214 , 0.207492 , 0.22497 , 0.21981 , 0.163389 , 0.156246 , 0.160144 , 0.15253 , 0.199286 , 0.159157 , 0.154909 , 0.119863 , 0.13981 , 0.141239 , 0.158746 , 0.143275 , 0.154848 , 0.14079 , 0.18731 , 0.176071 , 0.113161 , 0.231056 , 0.198944 , 0.19712 , 0.156398 , 0.14016 , 0.13807 , 0.174202 , 0.195965 , 0.228997 , 0.180144 , 0.184681 , 0.137948 , 0.148647 , 0.131854 , 0.125859 , 0.156535 , 0.142416 , 0.139377 , 0.139734 , 0.167918 , 0.17535 , 0.190106 , 0.166337 , 0.149324 
 714 , 0.146763 , 0.14111 , 0.215271 , 0.178592 , 0.18908 , 0.179591 , 0.214794 , 0.232343 , 0.226244 , 0.17082 , 0.160104 , 0.164478 , 0.156366 , 0.203935 , 0.162927 , 0.160195 , 0.12086 , 0.143123 , 0.142351 , 0.162745 , 0.147293 , 0.159953 , 0.145257 , 0.192599 , 0.180862 , 0.116175 , 0.23708 , 0.204457 , 0.20084 , 0.159378 , 0.142646 , 0.140512 , 0.179598 , 0.20258 , 0.232608 , 0.183541 , 0.189095 , 0.141451 , 0.151493 , 0.134557 , 0.127118 , 0.157327 , 0.143789 , 0.140043 , 0.141367 , 0.171622 , 0.179258 , 0.194756 , 0.170184 , 0.15321 
 715 , 0.149939 , 0.144498 , 0.221188 , 0.18259 , 0.192907 , 0.186137 , 0.22226 , 0.23983 , 0.23269 , 0.178711 , 0.163827 , 0.168695 , 0.160076 , 0.20847 , 0.166627 , 0.165525 , 0.121817 , 0.146339 , 0.143365 , 0.166627 , 0.151237 , 0.164982 , 0.149705 , 0.197783 , 0.185556 , 0.11916 , 0.243114 , 0.20992 , 0.204546 , 0.162295 , 0.145094 , 0.14289 , 0.185081 , 0.20921 , 0.236026 , 0.186794 , 0.193217 , 0.144686 , 0.154173 , 0.137139 , 0.12827 , 0.158 , 0.144988 , 0.14055 , 0.142905 , 0.175224 , 0.182967 , 0.19927 , 0.173933 , 0.156996 
 716 , 0.153228 , 0.148007 , 0.227318 , 0.186722 , 0.196862 , 0.19292 , 0.229996 , 0.247589 , 0.239368 , 0.186895 , 0.167677 , 0.173063 , 0.163916 , 0.213154 , 0.17046 , 0.171062 , 0.122787 , 0.149677 , 0.144404 , 0.170648 , 0.155319 , 0.170197 , 0.154311 , 0.203158 , 0.190423 , 0.122245 , 0.249357 , 0.215576 , 0.208385 , 0.1653 , 0.147624 , 0.145345 , 0.190769 , 0.216073 , 0.239563 , 0.190145 , 0.197479 , 0.148053 , 0.156951 , 0.139831 , 0.129466 , 0.158696 , 0.146247 , 0.141072 , 0.144502 , 0.178967 , 0.186828 , 0.20397 , 0.177794 , 0.1609 
 717 , 0.156655 , 0.151671 , 0.233704 , 0.191027 , 0.200981 , 0.199999 , 0.238051 , 0.25568 , 0.246326 , 0.195419 , 0.171682 , 0.177611 , 0.167912 , 0.218039 , 0.174448 , 0.176831 , 0.123796 , 0.153162 , 0.14548 , 0.174838 , 0.159578 , 0.175632 , 0.159121 , 0.208761 , 0.195494 , 0.12546 , 0.255875 , 0.22148 , 0.212396 , 0.168445 , 0.150261 , 0.147908 , 0.196701 , 0.223241 , 0.243245 , 0.193635 , 0.201918 , 0.151558 , 0.159855 , 0.142631 , 0.130722 , 0.15942 , 0.147556 , 0.14162 , 0.146177 , 0.182873 , 0.190847 , 0.208873 , 0.181808 , 0.164959 
 718 , 0.159829 , 0.155037 , 0.239557 , 0.195046 , 0.204816 , 0.207156 , 0.246163 , 0.26357 , 0.253176 , 0.204378 , 0.17535 , 0.181992 , 0.171679 , 0.222588 , 0.178136 , 0.182438 , 0.124708 , 0.156515 , 0.146522 , 0.178767 , 0.163588 , 0.180714 , 0.163692 , 0.214081 , 0.200403 , 0.128527 , 0.262144 , 0.227306 , 0.21634 , 0.171449 , 0.152778 , 0.150341 , 0.202424 , 0.230322 , 0.246831 , 0.196859 , 0.206012 , 0.154888 , 0.162682 , 0.145252 , 0.131967 , 0.160119 , 0.148863 , 0.14228 , 0.147778 , 0.186643 , 0.194764 , 0.213494 , 0.185499 , 0.168715 
 719 , 0.163068 , 0.15847 , 0.245545 , 0.199158 , 0.208745 , 0.214534 , 0.254533 , 0.271693 , 0.260255 , 0.213616 , 0.179132 , 0.186513 , 0.175564 , 0.227289 , 0.181945 , 0.188186 , 0.125645 , 0.159958 , 0.147565 , 0.182812 , 0.167709 , 0.185936 , 0.168383 , 0.21956 , 0.205435 , 0.131664 , 0.268569 , 0.233293 , 0.220382 , 0.174513 , 0.155354 , 0.152829 , 0.208278 , 0.23755 , 0.250453 , 0.20015 , 0.210203 , 0.158241 , 0.165503 , 0.147854 , 0.133144 , 0.160728 , 0.150105 , 0.142857 , 0.14932 , 0.190392 , 0.198654 , 0.218095 , 0.189274 , 0.172558 
 720 , 0.166401 , 0.161991 , 0.251693 , 0.20339 , 0.212779 , 0.222109 , 0.263125 , 0.280038 , 0.267529 , 0.223113 , 0.183026 , 0.191161 , 0.179552 , 0.232126 , 0.185858 , 0.194104 , 0.12661 , 0.163495 , 0.148641 , 0.186972 , 0.17194 , 0.191301 , 0.173209 , 0.2252 , 0.210611 , 0.134893 , 0.275177 , 0.23945 , 0.224543 , 0.177664 , 0.157993 , 0.155382 , 0.214291 , 0.244974 , 0.254179 , 0.20353 , 0.214498 , 0.161681 , 0.1684 , 0.150514 , 0.134362 , 0.161349 , 0.15137 , 0.143448 , 0.150905 , 0.19423 , 0.20263 , 0.222803 , 0.193138 , 0.176499 
 721 , 0.169499 , 0.165223 , 0.257426 , 0.207366 , 0.216596 , 0.229591 , 0.271595 , 0.288077 , 0.27455 , 0.232772 , 0.186587 , 0.195597 , 0.18323 , 0.236639 , 0.189491 , 0.199764 , 0.127553 , 0.166887 , 0.14969 , 0.190899 , 0.175876 , 0.19632 , 0.177773 , 0.230568 , 0.215538 , 0.13795 , 0.281489 , 0.245431 , 0.22862 , 0.18072 , 0.160495 , 0.157847 , 0.220047 , 0.252209 , 0.257776 , 0.20671 , 0.218464 , 0.164961 , 0.171177 , 0.153082 , 0.135652 , 0.162224 , 0.152747 , 0.144137 , 0.15255 , 0.197976 , 0.206527 , 0.227365 , 0.196685 , 0.180181 
 722 , 0.172583 , 0.168426 , 0.263108 , 0.211338 , 0.220429 , 0.237063 , 0.280069 , 0.29602 , 0.281522 , 0.242557 , 0.190053 , 0.199994 , 0.186783 , 0.241045 , 0.193018 , 0.205306 , 0.128516 , 0.170207 , 0.150804 , 0.194733 , 0.179705 , 0.201157 , 0.182263 , 0.235835 , 0.220378 , 0.140928 , 0.287663 , 0.251292 , 0.232557 , 0.183767 , 0.162925 , 0.160237 , 0.225676 , 0.259358 , 0.261298 , 0.20987 , 0.22226 , 0.168078 , 0.17371 , 0.155484 , 0.136873 , 0.163122 , 0.154074 , 0.144787 , 0.15414 , 0.20152 , 0.210219 , 0.231671 , 0.20019 , 0.18384 
 723 , 0.175682 , 0.171644 , 0.268828 , 0.215336 , 0.224289 , 0.24459 , 0.288601 , 0.304017 , 0.288536 , 0.252406 , 0.193537 , 0.204422 , 0.19036 , 0.245473 , 0.196577 , 0.210885 , 0.129485 , 0.173562 , 0.151922 , 0.198596 , 0.183556 , 0.206029 , 0.186777 , 0.24113 , 0.225244 , 0.143931 , 0.29387 , 0.25719 , 0.23652 , 0.186835 , 0.165376 , 0.162647 , 0.231331 , 0.266548 , 0.26484 , 0.213042 , 0.226069 , 0.171209 , 0.176247 , 0.1579 , 0.138105 , 0.164015 , 0.155403 , 0.14543 , 0.155721 , 0.205066 , 0.213918 , 0.235977 , 0.203706 , 0.187508 
 724 , 0.17867 , 0.174759 , 0.274338 , 0.219229 , 0.22802 , 0.252052 , 0.297061 , 0.311906 , 0.295458 , 0.262347 , 0.196915 , 0.20874 , 0.193816 , 0.249759 , 0.20002 , 0.216339 , 0.13044 , 0.176822 , 0.153013 , 0.202321 , 0.187303 , 0.210731 , 0.191171 , 0.24628 , 0.22999 , 0.146874 , 0.29998 , 0.263001 , 0.240414 , 0.189855 , 0.167764 , 0.164996 , 0.236942 , 0.273626 , 0.26827 , 0.216109 , 0.229731 , 0.174234 , 0.178756 , 0.160288 , 0.13934 , 0.164932 , 0.156751 , 0.146119 , 0.157283 , 0.208596 , 0.217582 , 0.240241 , 0.207079 , 0.191049 
 725 , 0.181378 , 0.177605 , 0.279329 , 0.222853 , 0.231443 , 0.259346 , 0.305294 , 0.319567 , 0.302142 , 0.272346 , 0.200053 , 0.212797 , 0.197045 , 0.253749 , 0.203234 , 0.221473 , 0.13132 , 0.179827 , 0.154019 , 0.205735 , 0.190734 , 0.215048 , 0.195186 , 0.250983 , 0.234438 , 0.14966 , 0.305794 , 0.268558 , 0.244072 , 0.192656 , 0.169936 , 0.167148 , 0.242243 , 0.280294 , 0.271317 , 0.218872 , 0.232944 , 0.176911 , 0.181049 , 0.162438 , 0.140447 , 0.165683 , 0.15795 , 0.146751 , 0.158593 , 0.211825 , 0.220894 , 0.244108 , 0.210138 , 0.194286 
 726 , 0.184084 , 0.180428 , 0.284281 , 0.226455 , 0.234842 , 0.266602 , 0.313491 , 0.327222 , 0.308795 , 0.282293 , 0.203196 , 0.216842 , 0.20026 , 0.25773 , 0.206445 , 0.22659 , 0.132193 , 0.182787 , 0.155017 , 0.209131 , 0.19411 , 0.219343 , 0.199155 , 0.255635 , 0.238839 , 0.152431 , 0.311574 , 0.274077 , 0.247676 , 0.1954 , 0.172055 , 0.169255 , 0.247447 , 0.286854 , 0.274277 , 0.22158 , 0.236082 , 0.179502 , 0.183243 , 0.164473 , 0.141471 , 0.166347 , 0.159043 , 0.1473 , 0.159799 , 0.214882 , 0.224046 , 0.247782 , 0.21315 , 0.197481 
 727 , 0.186761 , 0.183229 , 0.289193 , 0.230023 , 0.238215 , 0.273796 , 0.321613 , 0.334814 , 0.315403 , 0.292163 , 0.206299 , 0.220857 , 0.203443 , 0.261682 , 0.209624 , 0.231664 , 0.133054 , 0.185716 , 0.155996 , 0.212502 , 0.197454 , 0.2236 , 0.203088 , 0.260247 , 0.243209 , 0.155179 , 0.3173 , 0.279544 , 0.251238 , 0.198107 , 0.174149 , 0.171343 , 0.252588 , 0.293342 , 0.2772 , 0.224261 , 0.239174 , 0.182064 , 0.185404 , 0.166469 , 0.142476 , 0.166988 , 0.16011 , 0.14784 , 0.160984 , 0.217887 , 0.227138 , 0.251394 , 0.216125 , 0.200629 
 728 , 0.189103 , 0.185544 , 0.293436 , 0.233162 , 0.241209 , 0.280652 , 0.329397 , 0.341751 , 0.321554 , 0.301949 , 0.208948 , 0.224451 , 0.206171 , 0.265092 , 0.212351 , 0.236171 , 0.133734 , 0.18844 , 0.156862 , 0.215431 , 0.200343 , 0.227249 , 0.206552 , 0.264268 , 0.247108 , 0.157644 , 0.322428 , 0.28457 , 0.254557 , 0.20059 , 0.176002 , 0.173197 , 0.25722 , 0.299426 , 0.279771 , 0.226587 , 0.241823 , 0.18448 , 0.187475 , 0.168286 , 0.143529 , 0.167644 , 0.161358 , 0.148434 , 0.162197 , 0.220759 , 0.23011 , 0.254719 , 0.21863 , 0.203416 
 729 , 0.191436 , 0.187858 , 0.297645 , 0.236279 , 0.244189 , 0.287415 , 0.337088 , 0.348618 , 0.327659 , 0.311601 , 0.211587 , 0.228039 , 0.208894 , 0.268495 , 0.215081 , 0.240596 , 0.134423 , 0.191127 , 0.15773 , 0.218315 , 0.203234 , 0.230865 , 0.210005 , 0.268164 , 0.250974 , 0.160072 , 0.32747 , 0.289489 , 0.257737 , 0.203037 , 0.177839 , 0.175005 , 0.261759 , 0.305294 , 0.282191 , 0.228869 , 0.244428 , 0.186747 , 0.189306 , 0.169887 , 0.144393 , 0.168115 , 0.16242 , 0.14885 , 0.163215 , 0.2233 , 0.232722 , 0.257674 , 0.221114 , 0.206159 
