  time  ,28:22 AM,28:33 AM,28:45 AM,28:54 AM,29:05 AM,30:29 AM,30:42 AM,30:54 AM,31:04 AM,31:18 AM,32:22 AM,32:32 AM,32:43 AM,32:54 AM,33:03 AM,33:35 AM,33:45 AM,33:57 AM,34:06 AM,34:16 AM,35:44 AM,35:56 AM,36:07 AM,36:17 AM,36:25 AM,37:15 AM,37:28 AM,37:42 AM,37:54 AM,38:05 AM,38:53 AM,39:05 AM,39:18 AM,39:28 AM,39:42 AM,40:23 AM,40:33 AM,40:44 AM,40:56 AM,41:11 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 463 , 0.026728 , 0.031729 , 0.039233 , 0.036808 , 0.028957 , 0.016892 , 0.022381 , 0.027137 , 0.030382 , 0.026437 , 0.034611 , 0.041305 , 0.038068 , 0.039879 , 0.036241 , 0.039706 , 0.029027 , 0.023279 , 0.016356 , 0.027122 , 0.031193 , 0.03417 , 0.022412 , 0.038407 , 0.034792 , 0.039226 , 0.034438 , 0.05896 , 0.046975 , 0.046486 , 0.039674 , 0.01994 , 0.018774 , 0.022042 , 0.035012 , 0.029728 , 0.034209 , 0.025767 , 0.028098 , 0.027326 
 464 , 0.026776 , 0.031848 , 0.039335 , 0.036953 , 0.02904 , 0.016914 , 0.022453 , 0.027162 , 0.030428 , 0.026476 , 0.034744 , 0.041481 , 0.038199 , 0.040045 , 0.036401 , 0.039848 , 0.029143 , 0.02336 , 0.016425 , 0.027202 , 0.031344 , 0.034349 , 0.022539 , 0.038594 , 0.034957 , 0.039406 , 0.034602 , 0.059232 , 0.047185 , 0.046696 , 0.039706 , 0.019983 , 0.0188 , 0.022105 , 0.035186 , 0.029916 , 0.034412 , 0.025892 , 0.028283 , 0.027431 
 465 , 0.026824 , 0.031977 , 0.039438 , 0.037099 , 0.029132 , 0.016937 , 0.022517 , 0.02718 , 0.030484 , 0.026516 , 0.034878 , 0.041667 , 0.038332 , 0.040205 , 0.036561 , 0.039984 , 0.029251 , 0.023442 , 0.016487 , 0.027283 , 0.031495 , 0.03453 , 0.022667 , 0.038774 , 0.035123 , 0.039596 , 0.034767 , 0.059513 , 0.047397 , 0.046915 , 0.039731 , 0.020027 , 0.018834 , 0.022169 , 0.03536 , 0.030112 , 0.034617 , 0.02601 , 0.02846 , 0.027544 
 466 , 0.026874 , 0.032099 , 0.03955 , 0.037254 , 0.029217 , 0.01696 , 0.02259 , 0.027198 , 0.030532 , 0.026549 , 0.035021 , 0.041854 , 0.038465 , 0.040374 , 0.036723 , 0.040128 , 0.029368 , 0.023524 , 0.016556 , 0.027364 , 0.031648 , 0.034712 , 0.022796 , 0.038964 , 0.03529 , 0.039788 , 0.034934 , 0.059796 , 0.047611 , 0.047136 , 0.039756 , 0.020064 , 0.018868 , 0.022234 , 0.035536 , 0.030302 , 0.034823 , 0.026145 , 0.028647 , 0.027657 
 467 , 0.026932 , 0.032241 , 0.0397 , 0.037415 , 0.029321 , 0.016989 , 0.022663 , 0.027258 , 0.030606 , 0.026615 , 0.035161 , 0.042073 , 0.038613 , 0.040541 , 0.036899 , 0.040335 , 0.029503 , 0.023631 , 0.016624 , 0.027464 , 0.031844 , 0.034923 , 0.022925 , 0.039176 , 0.035502 , 0.04001 , 0.035137 , 0.060102 , 0.047834 , 0.047342 , 0.039787 , 0.020124 , 0.018918 , 0.022314 , 0.035748 , 0.030511 , 0.035042 , 0.026282 , 0.028837 , 0.027805 
 468 , 0.027001 , 0.032388 , 0.039885 , 0.037593 , 0.029444 , 0.01703 , 0.022736 , 0.027327 , 0.030685 , 0.026683 , 0.035317 , 0.042304 , 0.038771 , 0.040712 , 0.037084 , 0.040577 , 0.029659 , 0.023754 , 0.016704 , 0.027574 , 0.032054 , 0.035158 , 0.023062 , 0.039415 , 0.035731 , 0.040243 , 0.035357 , 0.06044 , 0.048065 , 0.047556 , 0.039829 , 0.020189 , 0.018972 , 0.022401 , 0.035985 , 0.030741 , 0.035261 , 0.026436 , 0.029038 , 0.027972 
 469 , 0.027063 , 0.032537 , 0.040063 , 0.037773 , 0.02956 , 0.017071 , 0.022809 , 0.027398 , 0.030774 , 0.026759 , 0.035466 , 0.042537 , 0.038938 , 0.040893 , 0.03727 , 0.040821 , 0.029816 , 0.023878 , 0.016783 , 0.027685 , 0.032266 , 0.035386 , 0.0232 , 0.039656 , 0.035969 , 0.040478 , 0.035578 , 0.060773 , 0.048307 , 0.04778 , 0.039872 , 0.020255 , 0.019034 , 0.02249 , 0.036224 , 0.030965 , 0.03549 , 0.026592 , 0.029241 , 0.02814 
 470 , 0.027136 , 0.032686 , 0.04022 , 0.037941 , 0.029671 , 0.017107 , 0.022889 , 0.027464 , 0.030855 , 0.026832 , 0.035637 , 0.042771 , 0.039108 , 0.041092 , 0.037445 , 0.041044 , 0.029959 , 0.023985 , 0.016851 , 0.027792 , 0.032462 , 0.035597 , 0.023345 , 0.039868 , 0.036189 , 0.040708 , 0.035773 , 0.061118 , 0.048554 , 0.048002 , 0.0399 , 0.020322 , 0.019082 , 0.022569 , 0.036453 , 0.031191 , 0.035709 , 0.026736 , 0.029447 , 0.028296 
 471 , 0.027234 , 0.032865 , 0.040373 , 0.038119 , 0.029785 , 0.017142 , 0.022974 , 0.027523 , 0.030948 , 0.026921 , 0.035833 , 0.043004 , 0.039306 , 0.041312 , 0.037622 , 0.041248 , 0.030122 , 0.024089 , 0.016926 , 0.027908 , 0.032664 , 0.035801 , 0.023504 , 0.040076 , 0.036403 , 0.040935 , 0.035937 , 0.061486 , 0.04882 , 0.048251 , 0.039916 , 0.020383 , 0.019132 , 0.022637 , 0.036667 , 0.031413 , 0.035937 , 0.026889 , 0.029648 , 0.028437 
 472 , 0.027332 , 0.033036 , 0.040519 , 0.038298 , 0.029906 , 0.017178 , 0.023051 , 0.027581 , 0.031033 , 0.02701 , 0.036021 , 0.043246 , 0.039497 , 0.041533 , 0.037799 , 0.04146 , 0.030277 , 0.024194 , 0.016993 , 0.028032 , 0.032867 , 0.036013 , 0.023663 , 0.040286 , 0.036617 , 0.041163 , 0.03611 , 0.061848 , 0.049096 , 0.0485 , 0.039932 , 0.020445 , 0.019189 , 0.022713 , 0.036882 , 0.031628 , 0.036158 , 0.027034 , 0.029858 , 0.028579 
 473 , 0.027422 , 0.033207 , 0.040678 , 0.038475 , 0.030028 , 0.017217 , 0.023146 , 0.027648 , 0.031126 , 0.0271 , 0.036224 , 0.043485 , 0.039693 , 0.041759 , 0.037983 , 0.041678 , 0.03044 , 0.024308 , 0.017063 , 0.028148 , 0.03307 , 0.036224 , 0.023824 , 0.040508 , 0.036837 , 0.041396 , 0.036289 , 0.062219 , 0.049375 , 0.048754 , 0.03996 , 0.020516 , 0.019242 , 0.022791 , 0.037104 , 0.03186 , 0.036386 , 0.027196 , 0.030077 , 0.028729 
 474 , 0.02757 , 0.033427 , 0.040934 , 0.038734 , 0.030239 , 0.01732 , 0.023298 , 0.027796 , 0.031291 , 0.027238 , 0.036501 , 0.043814 , 0.039971 , 0.042058 , 0.038264 , 0.042018 , 0.030676 , 0.024496 , 0.017199 , 0.028346 , 0.033346 , 0.036541 , 0.024043 , 0.040837 , 0.037164 , 0.041694 , 0.036574 , 0.062679 , 0.049711 , 0.04908 , 0.040101 , 0.020645 , 0.019359 , 0.022959 , 0.037423 , 0.032157 , 0.036687 , 0.027416 , 0.030353 , 0.028945 
 475 , 0.02771 , 0.033649 , 0.041187 , 0.038996 , 0.030452 , 0.017421 , 0.023458 , 0.027945 , 0.03145 , 0.027385 , 0.036781 , 0.044141 , 0.040254 , 0.042364 , 0.03855 , 0.042355 , 0.030915 , 0.024683 , 0.017332 , 0.028545 , 0.033633 , 0.036854 , 0.024269 , 0.041163 , 0.037487 , 0.041998 , 0.036854 , 0.063136 , 0.050056 , 0.049407 , 0.040246 , 0.02078 , 0.019466 , 0.023133 , 0.037739 , 0.032464 , 0.037 , 0.027645 , 0.030631 , 0.029162 
 476 , 0.027857 , 0.033872 , 0.041448 , 0.039259 , 0.030665 , 0.01753 , 0.023617 , 0.028093 , 0.031617 , 0.027524 , 0.037062 , 0.044476 , 0.040537 , 0.042669 , 0.038844 , 0.042702 , 0.031153 , 0.024871 , 0.017465 , 0.028753 , 0.033912 , 0.037176 , 0.024496 , 0.041497 , 0.037811 , 0.042303 , 0.037143 , 0.063593 , 0.050401 , 0.049741 , 0.04039 , 0.020915 , 0.019581 , 0.023308 , 0.038055 , 0.032765 , 0.037306 , 0.027874 , 0.030909 , 0.029387 
 477 , 0.028009 , 0.0341 , 0.041678 , 0.039539 , 0.030858 , 0.01763 , 0.023762 , 0.028253 , 0.031781 , 0.027674 , 0.037342 , 0.044822 , 0.040812 , 0.042976 , 0.039138 , 0.043025 , 0.031381 , 0.025036 , 0.017614 , 0.028948 , 0.034198 , 0.037489 , 0.024701 , 0.041825 , 0.038134 , 0.042601 , 0.037407 , 0.064036 , 0.050742 , 0.050081 , 0.040518 , 0.021027 , 0.019688 , 0.023452 , 0.038363 , 0.033055 , 0.037636 , 0.028106 , 0.031185 , 0.029617 
 478 , 0.028168 , 0.034354 , 0.041908 , 0.039827 , 0.031052 , 0.017738 , 0.023908 , 0.028414 , 0.031961 , 0.027832 , 0.037623 , 0.045185 , 0.041097 , 0.043301 , 0.039442 , 0.043358 , 0.031601 , 0.025194 , 0.017771 , 0.029151 , 0.034493 , 0.037811 , 0.024907 , 0.042154 , 0.03845 , 0.042907 , 0.037664 , 0.064472 , 0.051092 , 0.050429 , 0.040654 , 0.02113 , 0.019795 , 0.023588 , 0.038672 , 0.033346 , 0.037967 , 0.028332 , 0.031453 , 0.029864 
 479 , 0.028319 , 0.034592 , 0.04213 , 0.040124 , 0.031254 , 0.017847 , 0.024053 , 0.028574 , 0.032134 , 0.027991 , 0.037905 , 0.04555 , 0.041382 , 0.043626 , 0.039746 , 0.043692 , 0.031821 , 0.025352 , 0.017921 , 0.029355 , 0.034789 , 0.038135 , 0.025105 , 0.042483 , 0.038768 , 0.043215 , 0.037929 , 0.064917 , 0.051444 , 0.050778 , 0.040782 , 0.021233 , 0.019902 , 0.023724 , 0.038981 , 0.03363 , 0.038299 , 0.028558 , 0.031723 , 0.030112 
 480 , 0.028458 , 0.034831 , 0.042361 , 0.040388 , 0.031438 , 0.017948 , 0.024198 , 0.028722 , 0.032297 , 0.028136 , 0.038167 , 0.045894 , 0.041659 , 0.043938 , 0.040024 , 0.044012 , 0.032049 , 0.025511 , 0.018047 , 0.029539 , 0.035063 , 0.038431 , 0.025304 , 0.042798 , 0.039075 , 0.043517 , 0.038183 , 0.065345 , 0.051781 , 0.051112 , 0.040891 , 0.021341 , 0.019987 , 0.023851 , 0.039281 , 0.033915 , 0.038621 , 0.02878 , 0.031991 , 0.030332 
 481 , 0.028582 , 0.035061 , 0.042616 , 0.040636 , 0.031623 , 0.018044 , 0.024357 , 0.028855 , 0.032459 , 0.028276 , 0.038408 , 0.046204 , 0.04192 , 0.044232 , 0.040297 , 0.04434 , 0.032269 , 0.025674 , 0.018143 , 0.029709 , 0.035318 , 0.038706 , 0.0255 , 0.043089 , 0.039352 , 0.043818 , 0.038449 , 0.065772 , 0.052094 , 0.051431 , 0.040984 , 0.021441 , 0.020057 , 0.023984 , 0.039568 , 0.034199 , 0.038913 , 0.028988 , 0.03226 , 0.030512 
 482 , 0.028699 , 0.0353 , 0.042882 , 0.040887 , 0.031808 , 0.018149 , 0.024517 , 0.028981 , 0.032615 , 0.028408 , 0.038659 , 0.046523 , 0.042184 , 0.044528 , 0.040562 , 0.044669 , 0.032498 , 0.025847 , 0.01824 , 0.029879 , 0.035566 , 0.038983 , 0.025698 , 0.043389 , 0.039631 , 0.044112 , 0.038725 , 0.066202 , 0.052409 , 0.051744 , 0.04107 , 0.021541 , 0.020119 , 0.024118 , 0.039847 , 0.034477 , 0.039207 , 0.029198 , 0.032531 , 0.030694 
 483 , 0.028825 , 0.035532 , 0.043141 , 0.04113 , 0.031995 , 0.018246 , 0.024678 , 0.029117 , 0.032779 , 0.028549 , 0.038911 , 0.046845 , 0.042457 , 0.044826 , 0.04083 , 0.04501 , 0.032729 , 0.026022 , 0.018338 , 0.030051 , 0.035816 , 0.039262 , 0.025896 , 0.043692 , 0.039921 , 0.044418 , 0.038995 , 0.066635 , 0.052727 , 0.052068 , 0.041164 , 0.02165 , 0.02019 , 0.024253 , 0.040138 , 0.034765 , 0.039504 , 0.029409 , 0.032804 , 0.030885 
 484 , 0.029049 , 0.035845 , 0.043486 , 0.041494 , 0.03228 , 0.018395 , 0.024907 , 0.029334 , 0.033058 , 0.028773 , 0.039285 , 0.047286 , 0.042842 , 0.045227 , 0.041185 , 0.045428 , 0.03305 , 0.026254 , 0.018513 , 0.030305 , 0.036163 , 0.039653 , 0.026187 , 0.044106 , 0.040314 , 0.044809 , 0.039318 , 0.067104 , 0.053161 , 0.052433 , 0.04136 , 0.021844 , 0.020362 , 0.024471 , 0.040524 , 0.035125 , 0.039896 , 0.029669 , 0.033117 , 0.03115 
 485 , 0.029289 , 0.036173 , 0.043845 , 0.041864 , 0.032571 , 0.018552 , 0.025134 , 0.029558 , 0.033352 , 0.029012 , 0.039665 , 0.04774 , 0.043233 , 0.045625 , 0.041537 , 0.04586 , 0.033377 , 0.026502 , 0.018695 , 0.030565 , 0.036517 , 0.040059 , 0.026477 , 0.044525 , 0.040723 , 0.045214 , 0.03964 , 0.067577 , 0.0536 , 0.052811 , 0.041562 , 0.022036 , 0.020542 , 0.024697 , 0.040907 , 0.035484 , 0.040294 , 0.029935 , 0.033436 , 0.031421 
 486 , 0.02953 , 0.036494 , 0.044215 , 0.042237 , 0.032865 , 0.01871 , 0.025371 , 0.029774 , 0.033639 , 0.029244 , 0.040047 , 0.048198 , 0.043634 , 0.046034 , 0.0419 , 0.046295 , 0.033707 , 0.026743 , 0.018887 , 0.030835 , 0.036881 , 0.04046 , 0.026777 , 0.044948 , 0.041133 , 0.045613 , 0.039971 , 0.068062 , 0.054042 , 0.053191 , 0.041765 , 0.022238 , 0.020723 , 0.024924 , 0.041302 , 0.035854 , 0.040704 , 0.030212 , 0.033757 , 0.031703 
 487 , 0.02974 , 0.036809 , 0.044551 , 0.042597 , 0.033135 , 0.018855 , 0.025587 , 0.029993 , 0.033919 , 0.029479 , 0.040406 , 0.04862 , 0.043995 , 0.046422 , 0.04226 , 0.046708 , 0.034003 , 0.026977 , 0.019057 , 0.031063 , 0.037247 , 0.040844 , 0.027044 , 0.045335 , 0.04151 , 0.045975 , 0.040297 , 0.068604 , 0.054442 , 0.053566 , 0.041939 , 0.02241 , 0.02086 , 0.02514 , 0.041645 , 0.036194 , 0.041063 , 0.030465 , 0.034054 , 0.031956 
 488 , 0.02994 , 0.037125 , 0.044868 , 0.042945 , 0.033398 , 0.018993 , 0.025799 , 0.030201 , 0.034182 , 0.029704 , 0.040735 , 0.049017 , 0.044336 , 0.046799 , 0.042616 , 0.047111 , 0.034283 , 0.02719 , 0.019229 , 0.031281 , 0.037623 , 0.041207 , 0.027292 , 0.045694 , 0.041865 , 0.046301 , 0.040625 , 0.069182 , 0.054811 , 0.053925 , 0.04211 , 0.022569 , 0.020975 , 0.025352 , 0.04195 , 0.03651 , 0.041401 , 0.030707 , 0.034325 , 0.0322 
 489 , 0.030148 , 0.037434 , 0.045193 , 0.043293 , 0.033652 , 0.019122 , 0.026011 , 0.03041 , 0.034454 , 0.029937 , 0.041065 , 0.049414 , 0.044678 , 0.047168 , 0.042973 , 0.047515 , 0.034564 , 0.027413 , 0.019401 , 0.031491 , 0.037991 , 0.041579 , 0.027531 , 0.046054 , 0.04223 , 0.046628 , 0.040946 , 0.069752 , 0.05518 , 0.054294 , 0.042272 , 0.022736 , 0.021081 , 0.025556 , 0.042263 , 0.036826 , 0.041748 , 0.03095 , 0.034606 , 0.032445 
 490 , 0.030362 , 0.037771 , 0.045542 , 0.043661 , 0.033939 , 0.01929 , 0.026244 , 0.030657 , 0.034783 , 0.030184 , 0.041424 , 0.049854 , 0.045045 , 0.047568 , 0.043332 , 0.047947 , 0.034859 , 0.027644 , 0.019586 , 0.031737 , 0.038378 , 0.041964 , 0.027813 , 0.046454 , 0.042597 , 0.046994 , 0.041281 , 0.070335 , 0.055576 , 0.054681 , 0.042471 , 0.022927 , 0.021223 , 0.025788 , 0.04264 , 0.037171 , 0.042108 , 0.031205 , 0.03491 , 0.032699 
 491 , 0.030621 , 0.038166 , 0.045965 , 0.044076 , 0.03428 , 0.019509 , 0.026523 , 0.030983 , 0.035232 , 0.030477 , 0.04185 , 0.050357 , 0.045476 , 0.048022 , 0.043705 , 0.048426 , 0.035207 , 0.027914 , 0.019796 , 0.032054 , 0.038765 , 0.042407 , 0.02815 , 0.046909 , 0.043005 , 0.047423 , 0.041648 , 0.07092 , 0.056023 , 0.055112 , 0.042753 , 0.023176 , 0.02144 , 0.026068 , 0.043149 , 0.037551 , 0.042525 , 0.031497 , 0.035283 , 0.032973 
 492 , 0.03088 , 0.038553 , 0.046379 , 0.044483 , 0.034628 , 0.019727 , 0.026803 , 0.031309 , 0.035681 , 0.03077 , 0.04226 , 0.05086 , 0.04589 , 0.048476 , 0.044079 , 0.048897 , 0.035555 , 0.028176 , 0.020005 , 0.032371 , 0.03916 , 0.042849 , 0.028479 , 0.047364 , 0.043397 , 0.047844 , 0.042007 , 0.071505 , 0.05647 , 0.055526 , 0.043026 , 0.023417 , 0.021639 , 0.026348 , 0.043649 , 0.037922 , 0.042933 , 0.031789 , 0.035639 , 0.033247 
 493 , 0.03113 , 0.03894 , 0.046784 , 0.044882 , 0.03496 , 0.019946 , 0.027082 , 0.031627 , 0.036121 , 0.031055 , 0.042677 , 0.051354 , 0.046313 , 0.048922 , 0.044444 , 0.049368 , 0.035894 , 0.028429 , 0.020215 , 0.032687 , 0.039538 , 0.043283 , 0.028808 , 0.047819 , 0.043796 , 0.048257 , 0.042357 , 0.072074 , 0.056908 , 0.055949 , 0.043292 , 0.023657 , 0.021848 , 0.02662 , 0.04415 , 0.038292 , 0.043342 , 0.032073 , 0.035995 , 0.033521 
 494 , 0.031423 , 0.039386 , 0.047223 , 0.045338 , 0.035346 , 0.020202 , 0.027408 , 0.032013 , 0.036642 , 0.03144 , 0.043124 , 0.051878 , 0.046769 , 0.049387 , 0.044858 , 0.04985 , 0.036238 , 0.028713 , 0.020421 , 0.032989 , 0.039959 , 0.043713 , 0.029159 , 0.048301 , 0.044227 , 0.048705 , 0.042745 , 0.072645 , 0.057358 , 0.056348 , 0.043612 , 0.023965 , 0.022071 , 0.026953 , 0.044597 , 0.038679 , 0.04373 , 0.032391 , 0.036339 , 0.033831 
 495 , 0.031721 , 0.039825 , 0.047661 , 0.045792 , 0.035735 , 0.020468 , 0.027731 , 0.032411 , 0.037157 , 0.031822 , 0.043579 , 0.052408 , 0.047215 , 0.049841 , 0.045271 , 0.05032 , 0.036585 , 0.028994 , 0.02062 , 0.033286 , 0.040372 , 0.044143 , 0.029507 , 0.048772 , 0.044648 , 0.049151 , 0.043125 , 0.073212 , 0.057802 , 0.056742 , 0.043924 , 0.024281 , 0.022294 , 0.027285 , 0.045035 , 0.03906 , 0.044118 , 0.032697 , 0.036678 , 0.034136 
 496 , 0.032018 , 0.040264 , 0.048098 , 0.046239 , 0.036116 , 0.020725 , 0.028055 , 0.0328 , 0.037673 , 0.032211 , 0.044026 , 0.052928 , 0.047669 , 0.050295 , 0.045683 , 0.050791 , 0.036932 , 0.029275 , 0.020826 , 0.033575 , 0.040778 , 0.044573 , 0.029855 , 0.049243 , 0.045069 , 0.049588 , 0.043504 , 0.073771 , 0.058238 , 0.057127 , 0.044244 , 0.024588 , 0.022518 , 0.027617 , 0.045473 , 0.03944 , 0.044497 , 0.033011 , 0.037008 , 0.03445 
 497 , 0.032318 , 0.040728 , 0.048524 , 0.046697 , 0.036511 , 0.021012 , 0.028404 , 0.033236 , 0.038296 , 0.03263 , 0.044475 , 0.053457 , 0.048128 , 0.050763 , 0.046108 , 0.051251 , 0.03726 , 0.029549 , 0.021046 , 0.033867 , 0.041208 , 0.045013 , 0.030214 , 0.049702 , 0.045493 , 0.050022 , 0.043877 , 0.074318 , 0.058677 , 0.057523 , 0.044601 , 0.024935 , 0.022763 , 0.028008 , 0.045948 , 0.039811 , 0.044887 , 0.033312 , 0.037353 , 0.034751 
 498 , 0.032633 , 0.04121 , 0.048937 , 0.047152 , 0.0369 , 0.021303 , 0.028778 , 0.033702 , 0.038996 , 0.033079 , 0.044922 , 0.053987 , 0.048591 , 0.051234 , 0.046538 , 0.051689 , 0.037574 , 0.029813 , 0.02127 , 0.034139 , 0.041656 , 0.045452 , 0.030571 , 0.05014 , 0.045915 , 0.050443 , 0.04424 , 0.074844 , 0.059104 , 0.057901 , 0.044989 , 0.025302 , 0.023021 , 0.028433 , 0.046445 , 0.040174 , 0.045275 , 0.033601 , 0.037683 , 0.03504 
 499 , 0.032947 , 0.041682 , 0.049349 , 0.047615 , 0.03729 , 0.021603 , 0.029143 , 0.034167 , 0.039688 , 0.033519 , 0.045368 , 0.054525 , 0.049055 , 0.051705 , 0.046959 , 0.052135 , 0.037887 , 0.030086 , 0.021493 , 0.034411 , 0.042095 , 0.045882 , 0.030927 , 0.050578 , 0.046328 , 0.050864 , 0.044594 , 0.075362 , 0.059524 , 0.058278 , 0.045368 , 0.025668 , 0.023278 , 0.028849 , 0.046942 , 0.040538 , 0.045655 , 0.033881 , 0.038013 , 0.035337 
 500 , 0.033287 , 0.042185 , 0.049787 , 0.048097 , 0.03771 , 0.021933 , 0.029553 , 0.034691 , 0.040452 , 0.034018 , 0.04586 , 0.055086 , 0.049552 , 0.052209 , 0.047407 , 0.052613 , 0.038223 , 0.030377 , 0.02174 , 0.034708 , 0.042563 , 0.046356 , 0.031319 , 0.051057 , 0.046768 , 0.051309 , 0.044977 , 0.075917 , 0.05998 , 0.058685 , 0.045826 , 0.026088 , 0.023582 , 0.029326 , 0.047474 , 0.040931 , 0.046062 , 0.034195 , 0.038375 , 0.03565 
 501 , 0.033746 , 0.042768 , 0.050328 , 0.04864 , 0.038231 , 0.022363 , 0.030083 , 0.035367 , 0.041415 , 0.034661 , 0.046464 , 0.055722 , 0.050118 , 0.052798 , 0.047926 , 0.053168 , 0.03866 , 0.030763 , 0.022052 , 0.035073 , 0.043095 , 0.046909 , 0.031797 , 0.051639 , 0.047287 , 0.051824 , 0.045414 , 0.076547 , 0.060502 , 0.059149 , 0.046489 , 0.026681 , 0.023992 , 0.029932 , 0.048077 , 0.041399 , 0.046523 , 0.034569 , 0.038778 , 0.036005 
 502 , 0.034196 , 0.043351 , 0.050861 , 0.049183 , 0.038744 , 0.022783 , 0.030604 , 0.036033 , 0.042361 , 0.035303 , 0.047077 , 0.056358 , 0.050685 , 0.053379 , 0.048436 , 0.053723 , 0.039088 , 0.03115 , 0.022355 , 0.035429 , 0.043628 , 0.047463 , 0.032274 , 0.052212 , 0.047798 , 0.052338 , 0.04586 , 0.077177 , 0.061015 , 0.059614 , 0.047152 , 0.027264 , 0.024411 , 0.030537 , 0.048671 , 0.041866 , 0.046968 , 0.034943 , 0.03918 , 0.036361 
 503 , 0.034654 , 0.043933 , 0.051385 , 0.049726 , 0.039264 , 0.023211 , 0.031125 , 0.036707 , 0.043313 , 0.035945 , 0.047672 , 0.056993 , 0.051251 , 0.053967 , 0.048946 , 0.054277 , 0.039516 , 0.031527 , 0.022667 , 0.035794 , 0.04416 , 0.048007 , 0.032751 , 0.052785 , 0.048309 , 0.052852 , 0.046289 , 0.077807 , 0.061528 , 0.060078 , 0.047798 , 0.027847 , 0.024821 , 0.031133 , 0.049265 , 0.042332 , 0.04742 , 0.035316 , 0.039583 , 0.036707 
 504 , 0.035147 , 0.044639 , 0.052014 , 0.0504 , 0.039872 , 0.023758 , 0.031752 , 0.037547 , 0.044547 , 0.036736 , 0.048352 , 0.057751 , 0.051947 , 0.054632 , 0.049506 , 0.054916 , 0.040039 , 0.031978 , 0.023064 , 0.036226 , 0.044797 , 0.048644 , 0.033308 , 0.053461 , 0.048895 , 0.053494 , 0.04683 , 0.078523 , 0.062108 , 0.060602 , 0.048711 , 0.02865 , 0.025372 , 0.031903 , 0.049982 , 0.042874 , 0.04795 , 0.035749 , 0.040089 , 0.037129 
 505 , 0.035651 , 0.045357 , 0.052634 , 0.051073 , 0.040491 , 0.02431 , 0.032396 , 0.038405 , 0.045807 , 0.037546 , 0.04902 , 0.058509 , 0.052642 , 0.055288 , 0.050072 , 0.055563 , 0.040558 , 0.03243 , 0.023467 , 0.036669 , 0.045432 , 0.049271 , 0.033874 , 0.054128 , 0.049471 , 0.054136 , 0.04736 , 0.07923 , 0.062682 , 0.061121 , 0.04963 , 0.029476 , 0.025929 , 0.032689 , 0.050698 , 0.043412 , 0.048486 , 0.036185 , 0.0406 , 0.037554 
 506 , 0.036146 , 0.046065 , 0.053253 , 0.051737 , 0.041101 , 0.024861 , 0.033023 , 0.039252 , 0.047056 , 0.038336 , 0.04968 , 0.059257 , 0.053336 , 0.055943 , 0.050621 , 0.056193 , 0.041076 , 0.032873 , 0.02387 , 0.037095 , 0.046065 , 0.049888 , 0.03443 , 0.054793 , 0.050038 , 0.054768 , 0.047889 , 0.07992 , 0.063247 , 0.061631 , 0.050537 , 0.030291 , 0.026476 , 0.033464 , 0.051412 , 0.04395 , 0.049013 , 0.036612 , 0.041101 , 0.037961 
 507 , 0.036658 , 0.046819 , 0.053886 , 0.052431 , 0.041747 , 0.025476 , 0.033732 , 0.040242 , 0.048432 , 0.039253 , 0.050411 , 0.060047 , 0.054077 , 0.056638 , 0.051242 , 0.056854 , 0.041606 , 0.033349 , 0.024278 , 0.03754 , 0.046711 , 0.050552 , 0.035021 , 0.055499 , 0.050635 , 0.055433 , 0.048432 , 0.080659 , 0.063847 , 0.062176 , 0.051674 , 0.031246 , 0.027105 , 0.034364 , 0.052182 , 0.044516 , 0.049571 , 0.037066 , 0.04163 , 0.038421 
 508 , 0.037165 , 0.047623 , 0.054528 , 0.053125 , 0.04241 , 0.026143 , 0.034509 , 0.041348 , 0.049913 , 0.040253 , 0.051183 , 0.06086 , 0.054843 , 0.057358 , 0.051897 , 0.057532 , 0.042145 , 0.033862 , 0.024708 , 0.037987 , 0.047374 , 0.051233 , 0.03563 , 0.056229 , 0.051241 , 0.056088 , 0.048975 , 0.081393 , 0.064462 , 0.062719 , 0.052992 , 0.03231 , 0.027787 , 0.035372 , 0.052984 , 0.045108 , 0.050154 , 0.03753 , 0.042153 , 0.0389 
 509 , 0.037671 , 0.048408 , 0.055152 , 0.053818 , 0.043072 , 0.026809 , 0.035268 , 0.042443 , 0.051374 , 0.041242 , 0.051945 , 0.061663 , 0.055599 , 0.058068 , 0.052558 , 0.058192 , 0.042675 , 0.034357 , 0.025119 , 0.038425 , 0.048018 , 0.051904 , 0.036229 , 0.056958 , 0.051838 , 0.056742 , 0.049501 , 0.082119 , 0.06506 , 0.063254 , 0.054298 , 0.033363 , 0.028466 , 0.036362 , 0.053776 , 0.045682 , 0.050719 , 0.037986 , 0.042675 , 0.039377 
