  time  ,:56:25 A,:56:32 A,:56:39 A,:56:48 A,:56:55 A,:57:52 A,:58:08 A,:58:15 A,:58:26 A,:58:33 A,:59:13 A,:59:20 A,:59:26 A,:59:36 A,:59:48 A,:00:13 P,:00:19 P,:00:27 P,:00:33 P,:00:43 P,:01:38 P,:01:45 P,:01:51 P,:01:59 P,:02:14 P,:02:57 P,:03:02 P,:03:09 P,:03:16 P,:03:24 P,:03:44 P,:03:50 P,:03:59 P,:04:12 P,:04:19 P,:05:00 P,:05:07 P,:05:15 P,:05:23 P,:05:30 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 994 , 0.133091 , 0.381552 , 0.414171 , 0.274052 , 0.26513 , 0.30805 , 0.289575 , 0.148498 , 0.278327 , 0.317338 , 0.275658 , 0.265224 , 0.269422 , 0.215642 , 0.236354 , 0.250869 , 0.246644 , 0.247104 , 0.250066 , 0.297389 , 0.353861 , 0.249529 , 0.26086 , 0.199327 , 0.365098 , 0.1638 , 0.211599 , 0.127669 , 0.153759 , 0.15979 , 0.231237 , 0.169676 , 0.084168 , 0.167776 , 0.151605 , 0.275292 , 0.255029 , 0.226114 , 0.177368 , 0.257399 
 995 , 0.133251 , 0.382313 , 0.413707 , 0.275005 , 0.263936 , 0.308467 , 0.289397 , 0.148389 , 0.278306 , 0.316777 , 0.274557 , 0.265589 , 0.269149 , 0.215031 , 0.236578 , 0.250992 , 0.246663 , 0.24747 , 0.250129 , 0.296397 , 0.353982 , 0.249571 , 0.260889 , 0.19903 , 0.365565 , 0.163677 , 0.212007 , 0.127561 , 0.153973 , 0.159375 , 0.231651 , 0.169223 , 0.083793 , 0.168321 , 0.151391 , 0.274861 , 0.255415 , 0.226426 , 0.177643 , 0.256842 
 996 , 0.132042 , 0.382566 , 0.413108 , 0.275762 , 0.262257 , 0.308624 , 0.289467 , 0.148454 , 0.27795 , 0.316882 , 0.27426 , 0.26551 , 0.268797 , 0.213867 , 0.235819 , 0.251452 , 0.247105 , 0.247254 , 0.249651 , 0.295389 , 0.35408 , 0.249568 , 0.261041 , 0.198765 , 0.365962 , 0.163142 , 0.211735 , 0.127358 , 0.153652 , 0.158855 , 0.23145 , 0.168561 , 0.083604 , 0.168334 , 0.151266 , 0.275227 , 0.255412 , 0.226208 , 0.177636 , 0.256313 
 997 , 0.130532 , 0.382281 , 0.412113 , 0.275706 , 0.260936 , 0.307936 , 0.290079 , 0.148691 , 0.27736 , 0.316505 , 0.274036 , 0.264684 , 0.267941 , 0.212598 , 0.234869 , 0.25122 , 0.246916 , 0.246993 , 0.248817 , 0.295172 , 0.353276 , 0.249495 , 0.260848 , 0.19849 , 0.365604 , 0.162518 , 0.211187 , 0.126982 , 0.15294 , 0.158424 , 0.231308 , 0.167853 , 0.083307 , 0.167864 , 0.150868 , 0.27548 , 0.254731 , 0.22588 , 0.177261 , 0.255993 
 998 , 0.128909 , 0.381819 , 0.410951 , 0.275382 , 0.259692 , 0.306959 , 0.290885 , 0.148984 , 0.276673 , 0.31595 , 0.27381 , 0.263594 , 0.266897 , 0.211265 , 0.233846 , 0.250756 , 0.246508 , 0.246717 , 0.24786 , 0.295188 , 0.352154 , 0.249388 , 0.260533 , 0.198197 , 0.364981 , 0.161844 , 0.210551 , 0.126546 , 0.152089 , 0.158008 , 0.231186 , 0.167119 , 0.082961 , 0.16724 , 0.150364 , 0.275695 , 0.253817 , 0.225515 , 0.176764 , 0.255719 
 999 , 0.12702 , 0.381066 , 0.409573 , 0.274908 , 0.260029 , 0.305746 , 0.292178 , 0.148162 , 0.276279 , 0.315568 , 0.273482 , 0.262749 , 0.26604 , 0.210161 , 0.232981 , 0.249637 , 0.245803 , 0.246099 , 0.247257 , 0.295161 , 0.351276 , 0.249384 , 0.259788 , 0.197827 , 0.364241 , 0.161505 , 0.209991 , 0.126148 , 0.151266 , 0.157765 , 0.230409 , 0.166578 , 0.082483 , 0.166419 , 0.149517 , 0.275522 , 0.252861 , 0.224936 , 0.176022 , 0.255582 
 1000 , 0.125366 , 0.38086 , 0.409333 , 0.274629 , 0.261478 , 0.304784 , 0.29354 , 0.146748 , 0.276322 , 0.315421 , 0.273511 , 0.262486 , 0.265752 , 0.209634 , 0.232249 , 0.248891 , 0.245504 , 0.245395 , 0.247247 , 0.294904 , 0.351242 , 0.249757 , 0.259039 , 0.197496 , 0.363878 , 0.161478 , 0.209705 , 0.126078 , 0.150737 , 0.15768 , 0.229564 , 0.166322 , 0.082043 , 0.165829 , 0.148858 , 0.275177 , 0.252277 , 0.224599 , 0.175407 , 0.255658 
 1001 , 0.124113 , 0.381471 , 0.410594 , 0.274676 , 0.263265 , 0.304255 , 0.29468 , 0.145307 , 0.276715 , 0.31544 , 0.27404 , 0.262745 , 0.266017 , 0.209627 , 0.231555 , 0.248988 , 0.245853 , 0.244785 , 0.247711 , 0.2944 , 0.352034 , 0.250506 , 0.258547 , 0.197257 , 0.364026 , 0.161617 , 0.209687 , 0.126366 , 0.150524 , 0.157676 , 0.229034 , 0.166275 , 0.08171 , 0.165623 , 0.148611 , 0.274873 , 0.25214 , 0.224677 , 0.175083 , 0.255905 
 1002 , 0.123495 , 0.381768 , 0.412107 , 0.274316 , 0.264578 , 0.303619 , 0.295009 , 0.14427 , 0.276852 , 0.315258 , 0.2743 , 0.262688 , 0.26615 , 0.209942 , 0.231079 , 0.249324 , 0.246234 , 0.244263 , 0.248414 , 0.293908 , 0.352542 , 0.251027 , 0.257939 , 0.197082 , 0.364022 , 0.16183 , 0.209833 , 0.126623 , 0.150323 , 0.157695 , 0.228784 , 0.1663 , 0.081271 , 0.165571 , 0.148466 , 0.274409 , 0.252183 , 0.224775 , 0.174959 , 0.255973 
 1003 , 0.123924 , 0.381211 , 0.413678 , 0.273127 , 0.264928 , 0.302878 , 0.293772 , 0.144016 , 0.276533 , 0.31469 , 0.273832 , 0.261955 , 0.265978 , 0.210712 , 0.230985 , 0.249804 , 0.246481 , 0.243835 , 0.249411 , 0.293471 , 0.35234 , 0.250947 , 0.257063 , 0.196938 , 0.363687 , 0.162109 , 0.210198 , 0.126657 , 0.150105 , 0.157758 , 0.228941 , 0.166421 , 0.08065 , 0.165656 , 0.148362 , 0.273663 , 0.252499 , 0.224754 , 0.175139 , 0.255718 
 1004 , 0.123638 , 0.37925 , 0.41359 , 0.271433 , 0.265125 , 0.302496 , 0.292116 , 0.143684 , 0.27629 , 0.313896 , 0.272223 , 0.260611 , 0.265523 , 0.210903 , 0.2306 , 0.248939 , 0.245821 , 0.243051 , 0.24992 , 0.293049 , 0.35136 , 0.25016 , 0.255683 , 0.196282 , 0.363032 , 0.16198 , 0.210205 , 0.12595 , 0.149637 , 0.157907 , 0.228479 , 0.166407 , 0.079976 , 0.164907 , 0.147587 , 0.272758 , 0.252521 , 0.223987 , 0.174917 , 0.255487 
 1005 , 0.123329 , 0.377347 , 0.413432 , 0.269783 , 0.265282 , 0.302307 , 0.29044 , 0.143399 , 0.275996 , 0.313136 , 0.270615 , 0.259269 , 0.265092 , 0.211084 , 0.23017 , 0.248028 , 0.245081 , 0.242265 , 0.250343 , 0.292642 , 0.350395 , 0.249408 , 0.254328 , 0.195613 , 0.36242 , 0.161789 , 0.210198 , 0.125215 , 0.149167 , 0.158071 , 0.228017 , 0.166394 , 0.079318 , 0.164116 , 0.146829 , 0.271865 , 0.252529 , 0.223195 , 0.174673 , 0.255236 
 1006 , 0.122912 , 0.377116 , 0.412446 , 0.269457 , 0.264759 , 0.304615 , 0.289318 , 0.143817 , 0.275206 , 0.313248 , 0.269847 , 0.258664 , 0.265224 , 0.211133 , 0.229434 , 0.247059 , 0.243822 , 0.241932 , 0.249456 , 0.292598 , 0.350138 , 0.249451 , 0.254025 , 0.195186 , 0.362652 , 0.160933 , 0.21005 , 0.124498 , 0.148867 , 0.158275 , 0.227832 , 0.166384 , 0.079213 , 0.16313 , 0.146729 , 0.271536 , 0.252379 , 0.222565 , 0.174276 , 0.254951 
 1007 , 0.122439 , 0.37777 , 0.411375 , 0.268974 , 0.263829 , 0.306437 , 0.288271 , 0.143895 , 0.274173 , 0.313561 , 0.269645 , 0.257565 , 0.265479 , 0.211138 , 0.229315 , 0.247346 , 0.243034 , 0.241801 , 0.248536 , 0.292826 , 0.349715 , 0.249488 , 0.254492 , 0.194995 , 0.362433 , 0.159967 , 0.209986 , 0.124322 , 0.148482 , 0.158149 , 0.227946 , 0.166302 , 0.078902 , 0.163132 , 0.146908 , 0.271084 , 0.252182 , 0.22259 , 0.173794 , 0.25433 
 1008 , 0.121939 , 0.378599 , 0.410251 , 0.268442 , 0.262795 , 0.308257 , 0.287187 , 0.143923 , 0.273062 , 0.313921 , 0.269519 , 0.256346 , 0.265765 , 0.211127 , 0.229293 , 0.247853 , 0.242287 , 0.241697 , 0.247567 , 0.293105 , 0.349246 , 0.249519 , 0.255097 , 0.194833 , 0.362132 , 0.158951 , 0.209932 , 0.124227 , 0.148067 , 0.157961 , 0.228114 , 0.166206 , 0.078537 , 0.163284 , 0.147147 , 0.270585 , 0.251965 , 0.222726 , 0.173276 , 0.253625 
 1009 , 0.122136 , 0.379567 , 0.409798 , 0.2682 , 0.26208 , 0.307659 , 0.287138 , 0.142874 , 0.272876 , 0.313504 , 0.269465 , 0.255679 , 0.266118 , 0.210354 , 0.229519 , 0.24843 , 0.242023 , 0.241574 , 0.247483 , 0.293576 , 0.349103 , 0.249116 , 0.255879 , 0.194757 , 0.36157 , 0.158406 , 0.209338 , 0.124244 , 0.148172 , 0.157476 , 0.228416 , 0.166407 , 0.078606 , 0.163699 , 0.147507 , 0.270319 , 0.251792 , 0.223204 , 0.172889 , 0.253938 
 1010 , 0.122807 , 0.380352 , 0.410311 , 0.268149 , 0.261427 , 0.306302 , 0.287796 , 0.141919 , 0.272735 , 0.31324 , 0.269782 , 0.255749 , 0.266127 , 0.209669 , 0.229348 , 0.248535 , 0.241964 , 0.241451 , 0.247648 , 0.29381 , 0.349116 , 0.248573 , 0.256457 , 0.19477 , 0.361148 , 0.158375 , 0.208803 , 0.124138 , 0.148451 , 0.157066 , 0.228455 , 0.166314 , 0.078928 , 0.163875 , 0.147965 , 0.270069 , 0.251201 , 0.223518 , 0.172662 , 0.254754 
 1011 , 0.123723 , 0.380996 , 0.41144 , 0.268199 , 0.260738 , 0.304838 , 0.28879 , 0.141227 , 0.272417 , 0.313262 , 0.270365 , 0.256282 , 0.265855 , 0.209188 , 0.22882 , 0.248258 , 0.241966 , 0.241317 , 0.24783 , 0.29382 , 0.349165 , 0.248003 , 0.25685 , 0.194829 , 0.360881 , 0.15864 , 0.208403 , 0.123907 , 0.148764 , 0.156761 , 0.228257 , 0.165928 , 0.079358 , 0.163816 , 0.148488 , 0.26978 , 0.250267 , 0.22365 , 0.172528 , 0.255762 
 1012 , 0.123602 , 0.381322 , 0.412175 , 0.26836 , 0.259896 , 0.30309 , 0.289028 , 0.141086 , 0.271966 , 0.313177 , 0.27071 , 0.255911 , 0.265192 , 0.20877 , 0.228182 , 0.247545 , 0.241687 , 0.241058 , 0.248173 , 0.293007 , 0.34918 , 0.247345 , 0.256723 , 0.194611 , 0.360177 , 0.158554 , 0.207974 , 0.12325 , 0.148526 , 0.156026 , 0.227527 , 0.165274 , 0.079277 , 0.163725 , 0.148277 , 0.269063 , 0.249229 , 0.223239 , 0.171853 , 0.256323 
 1013 , 0.12239 , 0.381346 , 0.412002 , 0.268836 , 0.258875 , 0.301071 , 0.288395 , 0.141295 , 0.271498 , 0.312936 , 0.270616 , 0.254525 , 0.264226 , 0.208249 , 0.227435 , 0.246361 , 0.241091 , 0.240582 , 0.248822 , 0.291446 , 0.349279 , 0.24668 , 0.256154 , 0.193998 , 0.359093 , 0.157845 , 0.20734 , 0.122174 , 0.14776 , 0.154799 , 0.226499 , 0.164522 , 0.078647 , 0.163613 , 0.147187 , 0.2681 , 0.248292 , 0.222203 , 0.170684 , 0.256467 
 1014 , 0.121173 , 0.381466 , 0.41055 , 0.269822 , 0.25775 , 0.299025 , 0.287619 , 0.140868 , 0.271375 , 0.312558 , 0.270071 , 0.252907 , 0.263513 , 0.207261 , 0.226713 , 0.245127 , 0.240419 , 0.239889 , 0.249834 , 0.290129 , 0.349698 , 0.246209 , 0.255905 , 0.193111 , 0.358204 , 0.156463 , 0.206233 , 0.121124 , 0.147124 , 0.153454 , 0.226156 , 0.164244 , 0.077988 , 0.163502 , 0.145792 , 0.267614 , 0.247854 , 0.220983 , 0.169682 , 0.256798 
 1015 , 0.119729 , 0.381476 , 0.409186 , 0.27083 , 0.256845 , 0.297215 , 0.287044 , 0.140287 , 0.271415 , 0.312168 , 0.269456 , 0.251354 , 0.262661 , 0.206392 , 0.225927 , 0.243807 , 0.239858 , 0.239036 , 0.250711 , 0.288981 , 0.349935 , 0.245674 , 0.255574 , 0.192028 , 0.357271 , 0.155175 , 0.205115 , 0.120151 , 0.146503 , 0.152238 , 0.225852 , 0.163869 , 0.077255 , 0.163301 , 0.144485 , 0.267162 , 0.247437 , 0.219608 , 0.168798 , 0.256937 
 1016 , 0.117581 , 0.381024 , 0.408344 , 0.27177 , 0.256986 , 0.296621 , 0.28737 , 0.139157 , 0.272105 , 0.311799 , 0.268674 , 0.250307 , 0.26139 , 0.20616 , 0.224997 , 0.242337 , 0.239813 , 0.237636 , 0.25088 , 0.288677 , 0.349375 , 0.24499 , 0.254965 , 0.190274 , 0.35627 , 0.154416 , 0.204123 , 0.119612 , 0.146052 , 0.151752 , 0.225754 , 0.16317 , 0.07633 , 0.162765 , 0.143744 , 0.266912 , 0.247178 , 0.217794 , 0.168509 , 0.256267 
 1017 , 0.115416 , 0.380752 , 0.409012 , 0.272022 , 0.257605 , 0.297686 , 0.288895 , 0.139706 , 0.272893 , 0.310469 , 0.268257 , 0.24935 , 0.260873 , 0.206965 , 0.22472 , 0.240922 , 0.240132 , 0.237432 , 0.251124 , 0.289171 , 0.349889 , 0.244324 , 0.253634 , 0.189448 , 0.356105 , 0.154442 , 0.203854 , 0.119154 , 0.14557 , 0.15138 , 0.22493 , 0.162843 , 0.07533 , 0.162605 , 0.143412 , 0.266975 , 0.247365 , 0.216556 , 0.168464 , 0.255463 
 1018 , 0.113118 , 0.380469 , 0.409745 , 0.272275 , 0.258263 , 0.298848 , 0.29054 , 0.140319 , 0.273727 , 0.309048 , 0.267828 , 0.24834 , 0.260332 , 0.207835 , 0.224437 , 0.23943 , 0.240475 , 0.237236 , 0.251384 , 0.289705 , 0.350446 , 0.243617 , 0.252213 , 0.188585 , 0.355938 , 0.154483 , 0.203578 , 0.118669 , 0.145053 , 0.150984 , 0.224047 , 0.162505 , 0.074271 , 0.16244 , 0.143065 , 0.267048 , 0.247571 , 0.215261 , 0.168425 , 0.254612 
 1019 , 0.113077 , 0.377826 , 0.411017 , 0.269688 , 0.258265 , 0.299534 , 0.28939 , 0.140363 , 0.27235 , 0.307444 , 0.26785 , 0.24759 , 0.260228 , 0.207335 , 0.223811 , 0.239322 , 0.240705 , 0.237723 , 0.249894 , 0.290382 , 0.351282 , 0.242624 , 0.250079 , 0.187753 , 0.355544 , 0.154741 , 0.203313 , 0.11839 , 0.145373 , 0.151 , 0.224093 , 0.162131 , 0.073624 , 0.161843 , 0.142884 , 0.266723 , 0.247417 , 0.21434 , 0.167867 , 0.253131 
 1020 , 0.112886 , 0.374841 , 0.412107 , 0.267051 , 0.258464 , 0.298597 , 0.286345 , 0.139264 , 0.271166 , 0.306653 , 0.267925 , 0.247433 , 0.259718 , 0.20591 , 0.223287 , 0.239285 , 0.240359 , 0.237037 , 0.247433 , 0.289998 , 0.350906 , 0.241206 , 0.248394 , 0.186834 , 0.354766 , 0.154594 , 0.202484 , 0.118141 , 0.145577 , 0.150626 , 0.224465 , 0.161342 , 0.072981 , 0.160788 , 0.142363 , 0.265776 , 0.246993 , 0.213298 , 0.166748 , 0.252009 
 1021 , 0.112516 , 0.37168 , 0.413136 , 0.264411 , 0.258805 , 0.296869 , 0.282418 , 0.137607 , 0.27013 , 0.306242 , 0.26801 , 0.247551 , 0.258974 , 0.204045 , 0.222808 , 0.239227 , 0.239717 , 0.235731 , 0.244512 , 0.289078 , 0.349916 , 0.239548 , 0.246888 , 0.185832 , 0.353793 , 0.154233 , 0.201365 , 0.117898 , 0.145697 , 0.150036 , 0.224961 , 0.160328 , 0.072299 , 0.159501 , 0.141663 , 0.264503 , 0.246442 , 0.212152 , 0.165346 , 0.251042 
 1022 , 0.111991 , 0.370023 , 0.413156 , 0.26346 , 0.258854 , 0.297522 , 0.279645 , 0.136399 , 0.269181 , 0.306952 , 0.268094 , 0.247949 , 0.258228 , 0.202227 , 0.222198 , 0.239509 , 0.238704 , 0.234549 , 0.242603 , 0.287732 , 0.349454 , 0.238421 , 0.246698 , 0.185466 , 0.35318 , 0.153753 , 0.201004 , 0.117266 , 0.14534 , 0.149762 , 0.225129 , 0.160062 , 0.071658 , 0.158257 , 0.141239 , 0.263667 , 0.246269 , 0.211576 , 0.164174 , 0.250951 
 1023 , 0.111394 , 0.368429 , 0.412456 , 0.262868 , 0.25818 , 0.299606 , 0.277951 , 0.135201 , 0.267506 , 0.307835 , 0.267479 , 0.247768 , 0.256871 , 0.20002 , 0.221007 , 0.23993 , 0.237302 , 0.233331 , 0.241392 , 0.286142 , 0.34925 , 0.237671 , 0.246508 , 0.185067 , 0.352395 , 0.153412 , 0.201139 , 0.116087 , 0.14482 , 0.149817 , 0.22444 , 0.160164 , 0.070924 , 0.156894 , 0.141143 , 0.262645 , 0.24584 , 0.21103 , 0.16301 , 0.250473 
 1024 , 0.110834 , 0.365363 , 0.411583 , 0.261127 , 0.25662 , 0.301621 , 0.276802 , 0.133529 , 0.264518 , 0.307834 , 0.265704 , 0.246345 , 0.254475 , 0.197092 , 0.218975 , 0.240235 , 0.235626 , 0.23191 , 0.240257 , 0.284564 , 0.348908 , 0.236969 , 0.244959 , 0.183952 , 0.350934 , 0.153397 , 0.201312 , 0.114371 , 0.144498 , 0.150109 , 0.222675 , 0.160097 , 0.069987 , 0.155249 , 0.141296 , 0.26084 , 0.244601 , 0.209919 , 0.161614 , 0.24842 
 1025 , 0.110443 , 0.362436 , 0.411193 , 0.259109 , 0.254947 , 0.302224 , 0.276229 , 0.131217 , 0.261841 , 0.30691 , 0.263617 , 0.244511 , 0.251972 , 0.194534 , 0.217177 , 0.239722 , 0.23374 , 0.229999 , 0.239047 , 0.283042 , 0.348367 , 0.235948 , 0.243064 , 0.182841 , 0.349717 , 0.153342 , 0.200764 , 0.112413 , 0.14425 , 0.149789 , 0.220848 , 0.159588 , 0.068624 , 0.153741 , 0.141108 , 0.258753 , 0.242821 , 0.208938 , 0.160311 , 0.246557 
 1026 , 0.110435 , 0.360383 , 0.411653 , 0.256881 , 0.253154 , 0.300126 , 0.276729 , 0.127868 , 0.259979 , 0.304289 , 0.261227 , 0.242095 , 0.249475 , 0.193036 , 0.215971 , 0.237685 , 0.231531 , 0.227325 , 0.237755 , 0.281822 , 0.347475 , 0.234398 , 0.240729 , 0.181789 , 0.349104 , 0.153164 , 0.198721 , 0.110145 , 0.144122 , 0.148307 , 0.219203 , 0.158252 , 0.066465 , 0.152658 , 0.140249 , 0.256333 , 0.240191 , 0.208338 , 0.159387 , 0.245328 
 1027 , 0.110654 , 0.36251 , 0.410602 , 0.25687 , 0.251351 , 0.29933 , 0.276177 , 0.125592 , 0.258635 , 0.3026 , 0.26076 , 0.240877 , 0.247736 , 0.193205 , 0.214874 , 0.23637 , 0.229199 , 0.22567 , 0.236407 , 0.28154 , 0.346819 , 0.233137 , 0.239699 , 0.180693 , 0.348761 , 0.152328 , 0.195938 , 0.10848 , 0.143705 , 0.147094 , 0.219338 , 0.157223 , 0.064187 , 0.152231 , 0.139568 , 0.254891 , 0.238645 , 0.208295 , 0.159412 , 0.245488 
 1028 , 0.110721 , 0.364705 , 0.409356 , 0.256798 , 0.249262 , 0.298323 , 0.275479 , 0.123297 , 0.257174 , 0.300819 , 0.260305 , 0.239633 , 0.2459 , 0.19339 , 0.213734 , 0.235034 , 0.226761 , 0.2239 , 0.234991 , 0.281164 , 0.345954 , 0.231785 , 0.238611 , 0.179475 , 0.348321 , 0.151391 , 0.193046 , 0.106735 , 0.143188 , 0.145749 , 0.219371 , 0.156087 , 0.061804 , 0.151725 , 0.138788 , 0.253334 , 0.236998 , 0.208096 , 0.159315 , 0.245583 
 1029 , 0.108141 , 0.365437 , 0.40586 , 0.255762 , 0.2442 , 0.294685 , 0.272969 , 0.123295 , 0.255066 , 0.299241 , 0.260506 , 0.239188 , 0.244109 , 0.193635 , 0.212879 , 0.234691 , 0.224586 , 0.221927 , 0.233677 , 0.279563 , 0.342366 , 0.2303 , 0.237623 , 0.177329 , 0.346633 , 0.149567 , 0.190655 , 0.105413 , 0.141585 , 0.143472 , 0.217414 , 0.154257 , 0.059608 , 0.150253 , 0.137152 , 0.251195 , 0.235232 , 0.205524 , 0.157152 , 0.244506 
 1030 , 0.105267 , 0.364598 , 0.40483 , 0.255347 , 0.240048 , 0.291042 , 0.273372 , 0.123045 , 0.254508 , 0.2986 , 0.26125 , 0.238618 , 0.243908 , 0.193811 , 0.213545 , 0.233871 , 0.223765 , 0.220039 , 0.233113 , 0.278097 , 0.340284 , 0.229882 , 0.238236 , 0.176754 , 0.346466 , 0.149015 , 0.189457 , 0.104042 , 0.140317 , 0.141177 , 0.21562 , 0.152563 , 0.057649 , 0.149273 , 0.135194 , 0.250288 , 0.234371 , 0.203197 , 0.155149 , 0.243843 
 1031 , 0.102183 , 0.363276 , 0.40441 , 0.255065 , 0.235919 , 0.287196 , 0.27459 , 0.122718 , 0.254336 , 0.298171 , 0.262179 , 0.237976 , 0.244123 , 0.193979 , 0.21466 , 0.232889 , 0.223253 , 0.218068 , 0.232721 , 0.276583 , 0.338485 , 0.229724 , 0.239321 , 0.176572 , 0.346694 , 0.148767 , 0.188508 , 0.102582 , 0.139067 , 0.138753 , 0.213763 , 0.150819 , 0.055647 , 0.148367 , 0.13305 , 0.24967 , 0.233699 , 0.200812 , 0.153066 , 0.243253 
 1032 , 0.098106 , 0.363568 , 0.404327 , 0.255945 , 0.23559 , 0.286045 , 0.277841 , 0.120582 , 0.255885 , 0.297654 , 0.261996 , 0.23675 , 0.244526 , 0.191886 , 0.214806 , 0.230861 , 0.223623 , 0.217745 , 0.232298 , 0.275373 , 0.337839 , 0.229359 , 0.241229 , 0.175592 , 0.347165 , 0.147504 , 0.188036 , 0.101306 , 0.137315 , 0.136074 , 0.212485 , 0.148133 , 0.053611 , 0.146945 , 0.130857 , 0.249688 , 0.233285 , 0.198799 , 0.151478 , 0.242547 
 1033 , 0.093678 , 0.363294 , 0.401011 , 0.255335 , 0.235271 , 0.284934 , 0.279716 , 0.117771 , 0.256236 , 0.294871 , 0.260005 , 0.234945 , 0.243943 , 0.18784 , 0.213225 , 0.228695 , 0.22313 , 0.217803 , 0.230965 , 0.272711 , 0.33615 , 0.227702 , 0.241309 , 0.173168 , 0.346499 , 0.144628 , 0.187379 , 0.099717 , 0.13474 , 0.133193 , 0.210798 , 0.144791 , 0.051227 , 0.144243 , 0.128186 , 0.249487 , 0.232035 , 0.196273 , 0.14895 , 0.240772 
 1034 , 0.089072 , 0.361909 , 0.394242 , 0.252808 , 0.233717 , 0.282965 , 0.279504 , 0.114781 , 0.254788 , 0.289768 , 0.25647 , 0.232676 , 0.242251 , 0.18249 , 0.210157 , 0.226654 , 0.221457 , 0.217719 , 0.228678 , 0.268432 , 0.332972 , 0.224745 , 0.239224 , 0.169481 , 0.344555 , 0.140408 , 0.186352 , 0.097725 , 0.131452 , 0.130123 , 0.20847 , 0.141021 , 0.048456 , 0.14037 , 0.124991 , 0.248848 , 0.229817 , 0.193036 , 0.145258 , 0.2379 
 1035 , 0.085999 , 0.358586 , 0.388236 , 0.248344 , 0.231725 , 0.280948 , 0.277187 , 0.11139 , 0.253577 , 0.285959 , 0.252857 , 0.230897 , 0.240459 , 0.178113 , 0.207341 , 0.224977 , 0.21923 , 0.217347 , 0.226557 , 0.264573 , 0.330263 , 0.221854 , 0.236363 , 0.166279 , 0.343104 , 0.136797 , 0.184807 , 0.095572 , 0.128328 , 0.127954 , 0.207233 , 0.137554 , 0.046284 , 0.137235 , 0.122478 , 0.248019 , 0.227363 , 0.190614 , 0.142419 , 0.235161 
 1036 , 0.084833 , 0.353957 , 0.385252 , 0.242565 , 0.229869 , 0.279195 , 0.273077 , 0.107628 , 0.252945 , 0.285001 , 0.249661 , 0.229945 , 0.238834 , 0.175407 , 0.20546 , 0.223702 , 0.216952 , 0.216817 , 0.225403 , 0.262017 , 0.328662 , 0.219333 , 0.233298 , 0.163726 , 0.342454 , 0.134322 , 0.182724 , 0.09342 , 0.125654 , 0.12674 , 0.20742 , 0.134532 , 0.044947 , 0.135299 , 0.120988 , 0.24701 , 0.225095 , 0.189329 , 0.140959 , 0.233212 
 1037 , 0.083964 , 0.352378 , 0.390564 , 0.239623 , 0.230298 , 0.27851 , 0.270881 , 0.103865 , 0.253458 , 0.289455 , 0.248149 , 0.22989 , 0.238112 , 0.174689 , 0.205893 , 0.222195 , 0.216679 , 0.216875 , 0.227157 , 0.262387 , 0.329141 , 0.217669 , 0.232596 , 0.161294 , 0.342575 , 0.133324 , 0.180661 , 0.091725 , 0.123743 , 0.12502 , 0.208235 , 0.131552 , 0.044131 , 0.134579 , 0.12032 , 0.246019 , 0.224374 , 0.188682 , 0.140942 , 0.233569 
 1038 , 0.082952 , 0.350587 , 0.395613 , 0.23702 , 0.230353 , 0.278193 , 0.268804 , 0.100708 , 0.25318 , 0.294364 , 0.246666 , 0.229621 , 0.23708 , 0.173906 , 0.205952 , 0.220658 , 0.216368 , 0.215904 , 0.228424 , 0.262645 , 0.329542 , 0.216079 , 0.231566 , 0.158746 , 0.34233 , 0.132295 , 0.178234 , 0.089942 , 0.121852 , 0.123196 , 0.208417 , 0.128765 , 0.043179 , 0.133602 , 0.119223 , 0.244835 , 0.22332 , 0.187737 , 0.140761 , 0.233676 
 1039 , 0.081643 , 0.348527 , 0.398095 , 0.236844 , 0.228802 , 0.279623 , 0.267875 , 0.101155 , 0.249496 , 0.299989 , 0.24579 , 0.228512 , 0.235016 , 0.173103 , 0.204407 , 0.219375 , 0.216063 , 0.210577 , 0.227209 , 0.2624 , 0.32958 , 0.215274 , 0.22941 , 0.156258 , 0.340562 , 0.131452 , 0.174817 , 0.088262 , 0.120541 , 0.121346 , 0.205787 , 0.127488 , 0.041952 , 0.131786 , 0.116539 , 0.243135 , 0.221149 , 0.185739 , 0.139932 , 0.232727 
 1040 , 0.079274 , 0.340529 , 0.393081 , 0.234179 , 0.227733 , 0.280504 , 0.265592 , 0.100959 , 0.247577 , 0.298759 , 0.24353 , 0.225674 , 0.232551 , 0.170456 , 0.19987 , 0.217093 , 0.213504 , 0.203994 , 0.222331 , 0.260408 , 0.326835 , 0.214187 , 0.225439 , 0.153823 , 0.338492 , 0.129352 , 0.170243 , 0.08561 , 0.118127 , 0.119389 , 0.202738 , 0.126441 , 0.040017 , 0.128664 , 0.11338 , 0.239122 , 0.215749 , 0.183057 , 0.137682 , 0.228318 
