  time  ,21:15 PM,21:23 PM,21:29 PM,21:37 PM,21:47 PM,22:33 PM,22:39 PM,22:46 PM,22:55 PM,23:03 PM,23:40 PM,23:46 PM,23:53 PM,24:00 PM,24:07 PM,24:56 PM,25:03 PM,25:11 PM,25:18 PM,25:25 PM,26:14 PM,26:21 PM,26:28 PM,26:36 PM,26:43 PM,27:05 PM,27:11 PM,27:17 PM,27:26 PM,27:35 PM,28:29 PM,28:34 PM,28:40 PM,28:47 PM,28:55 PM,29:37 PM,29:43 PM,29:54 PM,30:00 PM,30:08 PM,31:24 PM,31:30 PM,31:37 PM,31:44 PM,31:50 PM,32:21 PM,32:29 PM,32:36 PM,32:42 PM,32:49 PM,34:10 PM,34:16 PM,34:23 PM,34:30 PM,34:36 PM,35:13 PM,35:20 PM,35:29 PM,35:36 PM,35:44 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 763 , 0.28242 , 0.397734 , 0.331157 , 0.318611 , 0.312701 , 0.191908 , 0.253356 , 0.222203 , 0.229668 , 0.186914 , 0.265476 , 0.265883 , 0.309092 , 0.366422 , 0.250856 , 0.384761 , 0.374642 , 0.334882 , 0.433028 , 0.352461 , 0.404831 , 0.607696 , 0.592026 , 0.341596 , 0.309722 , 0.221734 , 0.281195 , 0.253535 , 0.084345 , 0.252552 , 0.232047 , 0.242132 , 0.275629 , 0.253777 , 0.24686 , 0.161468 , 0.174378 , 0.146083 , 0.247727 , 0.146626 , 0.291425 , 0.302935 , 0.309363 , 0.327218 , 0.288907 , 0.336945 , 0.314357 , 0.266939 , 0.300373 , 0.293305 , 0.337067 , 0.281791 , 0.241478 , 0.206528 , 0.269327 , 0.417808 , 0.409428 , 0.390046 , 0.387755 , 0.430112 
 764 , 0.282961 , 0.399051 , 0.332083 , 0.319613 , 0.313796 , 0.192474 , 0.254105 , 0.223117 , 0.230481 , 0.187512 , 0.266119 , 0.2666 , 0.309996 , 0.367616 , 0.251348 , 0.386043 , 0.375802 , 0.335969 , 0.434387 , 0.353335 , 0.405969 , 0.609626 , 0.593846 , 0.342483 , 0.310654 , 0.222924 , 0.282183 , 0.254225 , 0.084583 , 0.253385 , 0.232839 , 0.243114 , 0.276317 , 0.254403 , 0.247774 , 0.162057 , 0.175056 , 0.14658 , 0.24849 , 0.147017 , 0.292141 , 0.303958 , 0.310294 , 0.328264 , 0.290099 , 0.337848 , 0.315482 , 0.267546 , 0.301297 , 0.294024 , 0.337982 , 0.282509 , 0.242182 , 0.207116 , 0.270241 , 0.418795 , 0.410513 , 0.39113 , 0.3888 , 0.431568 
 765 , 0.283382 , 0.400483 , 0.333026 , 0.320774 , 0.31503 , 0.193157 , 0.254938 , 0.224217 , 0.231371 , 0.188178 , 0.266726 , 0.267371 , 0.311066 , 0.368983 , 0.25182 , 0.387452 , 0.377017 , 0.337153 , 0.435818 , 0.354187 , 0.40702 , 0.611602 , 0.595137 , 0.343193 , 0.311468 , 0.224542 , 0.283076 , 0.254842 , 0.084735 , 0.254249 , 0.233518 , 0.24412 , 0.276735 , 0.25499 , 0.248749 , 0.162565 , 0.175668 , 0.147152 , 0.249347 , 0.147391 , 0.292812 , 0.305055 , 0.311319 , 0.329549 , 0.291655 , 0.338917 , 0.317068 , 0.268242 , 0.302315 , 0.29474 , 0.338979 , 0.283258 , 0.242934 , 0.207733 , 0.271345 , 0.419884 , 0.41163 , 0.392387 , 0.389919 , 0.433389 
 766 , 0.283772 , 0.40185 , 0.33396 , 0.321894 , 0.316237 , 0.193822 , 0.255735 , 0.225275 , 0.232222 , 0.188818 , 0.267297 , 0.268118 , 0.312092 , 0.370282 , 0.252286 , 0.388777 , 0.378179 , 0.338282 , 0.437175 , 0.355026 , 0.408006 , 0.613515 , 0.596354 , 0.34391 , 0.312241 , 0.226096 , 0.28393 , 0.255442 , 0.084888 , 0.255083 , 0.234199 , 0.24507 , 0.277137 , 0.255572 , 0.249695 , 0.163046 , 0.176244 , 0.147708 , 0.250194 , 0.147761 , 0.293473 , 0.306124 , 0.312327 , 0.330788 , 0.293142 , 0.339976 , 0.318612 , 0.268928 , 0.303298 , 0.29544 , 0.339957 , 0.283983 , 0.243664 , 0.208321 , 0.272392 , 0.420954 , 0.412698 , 0.393622 , 0.391003 , 0.435126 
 767 , 0.28414 , 0.403111 , 0.33483 , 0.322933 , 0.317358 , 0.19444 , 0.256477 , 0.226253 , 0.233007 , 0.189409 , 0.267834 , 0.268816 , 0.313045 , 0.371481 , 0.252717 , 0.390001 , 0.379256 , 0.339321 , 0.438428 , 0.355805 , 0.408912 , 0.615272 , 0.597473 , 0.344574 , 0.312958 , 0.227524 , 0.284713 , 0.256005 , 0.085035 , 0.255851 , 0.234822 , 0.245943 , 0.27753 , 0.256111 , 0.25057 , 0.163508 , 0.176791 , 0.148227 , 0.250974 , 0.148107 , 0.294091 , 0.307123 , 0.313266 , 0.331926 , 0.294505 , 0.340948 , 0.32003 , 0.269552 , 0.304206 , 0.296103 , 0.340847 , 0.28466 , 0.24434 , 0.208863 , 0.273356 , 0.421939 , 0.413678 , 0.394748 , 0.391994 , 0.4367 
 768 , 0.284451 , 0.404019 , 0.335556 , 0.323754 , 0.318213 , 0.194908 , 0.257086 , 0.227025 , 0.23366 , 0.189924 , 0.268307 , 0.269372 , 0.3138 , 0.372396 , 0.253026 , 0.390925 , 0.380109 , 0.340119 , 0.439393 , 0.356432 , 0.409628 , 0.616561 , 0.598449 , 0.345065 , 0.313558 , 0.228569 , 0.285278 , 0.25649 , 0.085177 , 0.256495 , 0.235315 , 0.246609 , 0.277981 , 0.256544 , 0.251274 , 0.164001 , 0.177309 , 0.148652 , 0.251559 , 0.148453 , 0.294656 , 0.30792 , 0.314003 , 0.33272 , 0.295474 , 0.341639 , 0.321073 , 0.269996 , 0.304891 , 0.296718 , 0.341508 , 0.285254 , 0.244862 , 0.209295 , 0.27409 , 0.42265 , 0.414419 , 0.395532 , 0.39272 , 0.437762 
 769 , 0.28478 , 0.404885 , 0.33623 , 0.324555 , 0.318967 , 0.195332 , 0.257661 , 0.227762 , 0.234296 , 0.190457 , 0.26874 , 0.269894 , 0.314539 , 0.373293 , 0.25331 , 0.391851 , 0.380957 , 0.34095 , 0.440357 , 0.357005 , 0.4104 , 0.617877 , 0.599566 , 0.3455 , 0.314165 , 0.229581 , 0.285809 , 0.256967 , 0.085316 , 0.257132 , 0.23579 , 0.247286 , 0.27846 , 0.256977 , 0.251976 , 0.164511 , 0.177821 , 0.149062 , 0.252127 , 0.148791 , 0.295209 , 0.308665 , 0.314699 , 0.333494 , 0.296441 , 0.342298 , 0.32211 , 0.270423 , 0.30556 , 0.297358 , 0.342192 , 0.285852 , 0.245379 , 0.209733 , 0.274895 , 0.423341 , 0.415173 , 0.396285 , 0.393505 , 0.438941 
 770 , 0.285095 , 0.40571 , 0.336871 , 0.325325 , 0.31969 , 0.195745 , 0.258216 , 0.228468 , 0.2349 , 0.190966 , 0.269159 , 0.270389 , 0.315247 , 0.374149 , 0.253583 , 0.39274 , 0.381767 , 0.341742 , 0.441277 , 0.357552 , 0.411136 , 0.619137 , 0.600639 , 0.345918 , 0.314751 , 0.230549 , 0.286321 , 0.257419 , 0.085446 , 0.257749 , 0.236247 , 0.247934 , 0.278921 , 0.25739 , 0.252645 , 0.164996 , 0.178317 , 0.149454 , 0.252674 , 0.149118 , 0.295742 , 0.309379 , 0.315368 , 0.334236 , 0.297366 , 0.342933 , 0.323108 , 0.270837 , 0.306199 , 0.297969 , 0.342851 , 0.286428 , 0.245873 , 0.21015 , 0.275664 , 0.424004 , 0.415895 , 0.397003 , 0.394261 , 0.440072 
 771 , 0.28539 , 0.406293 , 0.33736 , 0.325898 , 0.320265 , 0.196104 , 0.258667 , 0.228972 , 0.235372 , 0.191347 , 0.269529 , 0.270789 , 0.315753 , 0.374779 , 0.253841 , 0.393419 , 0.382453 , 0.342359 , 0.441956 , 0.358023 , 0.411808 , 0.620133 , 0.60166 , 0.346373 , 0.315207 , 0.23123 , 0.286787 , 0.25784 , 0.085665 , 0.258268 , 0.236809 , 0.248473 , 0.279383 , 0.257776 , 0.253196 , 0.165421 , 0.178822 , 0.14987 , 0.253191 , 0.149462 , 0.296213 , 0.310002 , 0.31598 , 0.334787 , 0.29793 , 0.343475 , 0.323738 , 0.271231 , 0.306692 , 0.298466 , 0.343421 , 0.28689 , 0.246323 , 0.210455 , 0.276166 , 0.424496 , 0.416516 , 0.397571 , 0.39488 , 0.440849 
 772 , 0.285647 , 0.406869 , 0.33778 , 0.326373 , 0.320849 , 0.196436 , 0.259089 , 0.22943 , 0.235797 , 0.191633 , 0.269949 , 0.271083 , 0.316174 , 0.37536 , 0.254083 , 0.394012 , 0.383103 , 0.34286 , 0.442599 , 0.358503 , 0.412373 , 0.620976 , 0.60258 , 0.346855 , 0.315671 , 0.231836 , 0.287333 , 0.258251 , 0.085891 , 0.258749 , 0.23738 , 0.248905 , 0.279812 , 0.258182 , 0.253669 , 0.165795 , 0.179308 , 0.15029 , 0.253679 , 0.149802 , 0.296689 , 0.310586 , 0.316633 , 0.33526 , 0.29838 , 0.344029 , 0.324223 , 0.271621 , 0.307198 , 0.298849 , 0.343905 , 0.287274 , 0.24675 , 0.210699 , 0.276498 , 0.424983 , 0.417068 , 0.398145 , 0.395408 , 0.441391 
 773 , 0.285895 , 0.407436 , 0.338189 , 0.326838 , 0.321425 , 0.196765 , 0.259505 , 0.229882 , 0.23621 , 0.191915 , 0.270357 , 0.27137 , 0.31659 , 0.375934 , 0.254319 , 0.394597 , 0.38374 , 0.34335 , 0.443238 , 0.358977 , 0.412928 , 0.6218 , 0.603478 , 0.34733 , 0.31613 , 0.232438 , 0.287867 , 0.25865 , 0.086119 , 0.259228 , 0.237941 , 0.249326 , 0.280239 , 0.258576 , 0.254136 , 0.166168 , 0.179783 , 0.150704 , 0.254156 , 0.150135 , 0.297151 , 0.311167 , 0.317277 , 0.335722 , 0.298827 , 0.344571 , 0.324703 , 0.272008 , 0.307691 , 0.299223 , 0.344379 , 0.287645 , 0.247171 , 0.210933 , 0.276828 , 0.42546 , 0.41761 , 0.39871 , 0.395922 , 0.441918 
 774 , 0.286106 , 0.407934 , 0.33859 , 0.327245 , 0.321955 , 0.197038 , 0.259872 , 0.230288 , 0.236628 , 0.192196 , 0.270745 , 0.271651 , 0.316979 , 0.376444 , 0.254547 , 0.39513 , 0.384332 , 0.343786 , 0.443837 , 0.359416 , 0.413452 , 0.622552 , 0.604329 , 0.347846 , 0.316541 , 0.232976 , 0.2884 , 0.258996 , 0.086352 , 0.259663 , 0.238494 , 0.24973 , 0.280658 , 0.258956 , 0.254557 , 0.166528 , 0.180208 , 0.151087 , 0.254557 , 0.15045 , 0.297626 , 0.311684 , 0.317835 , 0.336167 , 0.299254 , 0.345059 , 0.325095 , 0.272362 , 0.308171 , 0.299612 , 0.344801 , 0.287987 , 0.247566 , 0.211195 , 0.277154 , 0.425943 , 0.41809 , 0.39923 , 0.396384 , 0.442399 
 775 , 0.286291 , 0.408293 , 0.339042 , 0.327615 , 0.322436 , 0.197291 , 0.260183 , 0.230642 , 0.237085 , 0.192487 , 0.27108 , 0.272025 , 0.317383 , 0.376851 , 0.254815 , 0.395626 , 0.384859 , 0.34422 , 0.444353 , 0.359821 , 0.413976 , 0.623219 , 0.605094 , 0.348434 , 0.316843 , 0.233431 , 0.288876 , 0.259289 , 0.086586 , 0.260048 , 0.239039 , 0.250191 , 0.281118 , 0.259274 , 0.254925 , 0.166889 , 0.1806 , 0.151443 , 0.254875 , 0.150749 , 0.298103 , 0.312169 , 0.318227 , 0.336667 , 0.299628 , 0.34548 , 0.325381 , 0.272685 , 0.308575 , 0.300052 , 0.345135 , 0.288386 , 0.247937 , 0.211522 , 0.277499 , 0.426438 , 0.41855 , 0.39966 , 0.396796 , 0.442853 
 776 , 0.286479 , 0.408637 , 0.339518 , 0.328002 , 0.322927 , 0.197548 , 0.260491 , 0.230991 , 0.237558 , 0.19279 , 0.271406 , 0.272433 , 0.317793 , 0.377249 , 0.255096 , 0.396134 , 0.385379 , 0.344678 , 0.444845 , 0.360232 , 0.414513 , 0.623884 , 0.605845 , 0.349031 , 0.317121 , 0.233881 , 0.28933 , 0.259579 , 0.086822 , 0.260441 , 0.239582 , 0.250673 , 0.281595 , 0.259574 , 0.255296 , 0.167247 , 0.180998 , 0.151798 , 0.255191 , 0.151052 , 0.298572 , 0.312673 , 0.318594 , 0.337194 , 0.299984 , 0.3459 , 0.325672 , 0.272999 , 0.308956 , 0.30051 , 0.345464 , 0.288819 , 0.248308 , 0.211865 , 0.277853 , 0.426936 , 0.419021 , 0.400081 , 0.397206 , 0.443317 
 777 , 0.286669 , 0.408977 , 0.339988 , 0.328384 , 0.323406 , 0.197817 , 0.260792 , 0.231344 , 0.238021 , 0.19309 , 0.271734 , 0.272829 , 0.318191 , 0.37764 , 0.255377 , 0.396634 , 0.385894 , 0.345133 , 0.445342 , 0.36064 , 0.415035 , 0.624542 , 0.606593 , 0.349634 , 0.317403 , 0.234333 , 0.289773 , 0.259873 , 0.087053 , 0.260832 , 0.24013 , 0.251157 , 0.282062 , 0.259858 , 0.255663 , 0.167606 , 0.181395 , 0.152143 , 0.255502 , 0.151349 , 0.299036 , 0.313178 , 0.31897 , 0.337703 , 0.300343 , 0.346308 , 0.325968 , 0.273316 , 0.309325 , 0.300971 , 0.345791 , 0.289251 , 0.24867 , 0.212205 , 0.278204 , 0.427413 , 0.419476 , 0.400492 , 0.397608 , 0.443775 
 778 , 0.286842 , 0.409303 , 0.340417 , 0.328705 , 0.32382 , 0.198114 , 0.261055 , 0.231671 , 0.238433 , 0.193376 , 0.271996 , 0.273166 , 0.318481 , 0.377941 , 0.255656 , 0.397066 , 0.386348 , 0.345554 , 0.445807 , 0.361016 , 0.415474 , 0.625175 , 0.607306 , 0.350217 , 0.317699 , 0.23482 , 0.290152 , 0.260122 , 0.087234 , 0.261207 , 0.240694 , 0.251609 , 0.282391 , 0.260071 , 0.256065 , 0.167948 , 0.181744 , 0.152416 , 0.255772 , 0.151603 , 0.299457 , 0.313672 , 0.31939 , 0.338081 , 0.300698 , 0.346654 , 0.326278 , 0.273656 , 0.309645 , 0.301425 , 0.346134 , 0.289617 , 0.24901 , 0.212481 , 0.278505 , 0.427727 , 0.419789 , 0.400845 , 0.397939 , 0.444157 
 779 , 0.287008 , 0.409615 , 0.340808 , 0.328965 , 0.3242 , 0.198396 , 0.26129 , 0.231975 , 0.238811 , 0.193631 , 0.272204 , 0.273462 , 0.318718 , 0.378198 , 0.255884 , 0.397458 , 0.386757 , 0.345906 , 0.446226 , 0.361342 , 0.41585 , 0.625801 , 0.607975 , 0.350747 , 0.317966 , 0.2353 , 0.290535 , 0.260361 , 0.087405 , 0.261553 , 0.241257 , 0.252004 , 0.282643 , 0.260305 , 0.25647 , 0.168272 , 0.182081 , 0.152685 , 0.256021 , 0.151836 , 0.299862 , 0.314131 , 0.319845 , 0.338424 , 0.301065 , 0.346973 , 0.32656 , 0.273998 , 0.309998 , 0.301853 , 0.346493 , 0.289908 , 0.249351 , 0.21271 , 0.278808 , 0.427976 , 0.420053 , 0.401157 , 0.398226 , 0.444473 
 780 , 0.287174 , 0.409932 , 0.3412 , 0.329235 , 0.324581 , 0.198685 , 0.261524 , 0.232283 , 0.239198 , 0.193884 , 0.272416 , 0.273762 , 0.31896 , 0.378455 , 0.256111 , 0.397851 , 0.387166 , 0.346264 , 0.446646 , 0.361669 , 0.416226 , 0.626431 , 0.608658 , 0.351277 , 0.318236 , 0.235789 , 0.290922 , 0.260603 , 0.087573 , 0.261904 , 0.241824 , 0.252408 , 0.282894 , 0.260538 , 0.256885 , 0.168604 , 0.18242 , 0.152951 , 0.256273 , 0.152076 , 0.300272 , 0.314589 , 0.320306 , 0.338766 , 0.30143 , 0.347296 , 0.326842 , 0.274344 , 0.310349 , 0.302285 , 0.346861 , 0.290204 , 0.249696 , 0.212942 , 0.279115 , 0.428226 , 0.420319 , 0.401479 , 0.398514 , 0.444789 
 781 , 0.287278 , 0.410231 , 0.341566 , 0.329459 , 0.324992 , 0.198937 , 0.261774 , 0.232579 , 0.239539 , 0.194171 , 0.272617 , 0.274074 , 0.31925 , 0.378746 , 0.256307 , 0.398255 , 0.387549 , 0.346546 , 0.44701 , 0.361969 , 0.416627 , 0.627103 , 0.609295 , 0.351775 , 0.318483 , 0.236249 , 0.291355 , 0.26081 , 0.087757 , 0.262292 , 0.242387 , 0.252809 , 0.283136 , 0.260764 , 0.257266 , 0.16892 , 0.18283 , 0.153259 , 0.25655 , 0.15233 , 0.30068 , 0.315006 , 0.320743 , 0.33915 , 0.301792 , 0.347678 , 0.327149 , 0.274704 , 0.310727 , 0.30265 , 0.347227 , 0.290548 , 0.250012 , 0.213167 , 0.279415 , 0.428445 , 0.420577 , 0.401799 , 0.398819 , 0.445101 
 782 , 0.287356 , 0.410554 , 0.341913 , 0.329765 , 0.325432 , 0.199233 , 0.262094 , 0.232941 , 0.239905 , 0.19452 , 0.272922 , 0.27437 , 0.319642 , 0.379177 , 0.256538 , 0.39869 , 0.388024 , 0.346901 , 0.447523 , 0.362371 , 0.417121 , 0.627736 , 0.61 , 0.35235 , 0.318784 , 0.2367 , 0.291831 , 0.261012 , 0.087991 , 0.262693 , 0.242987 , 0.253282 , 0.283461 , 0.260977 , 0.257614 , 0.169268 , 0.18328 , 0.153579 , 0.256893 , 0.15263 , 0.30113 , 0.315468 , 0.321186 , 0.339526 , 0.302171 , 0.348074 , 0.327464 , 0.275086 , 0.311085 , 0.303014 , 0.347607 , 0.290947 , 0.250316 , 0.213428 , 0.279728 , 0.428731 , 0.420859 , 0.402184 , 0.399147 , 0.445486 
 783 , 0.287432 , 0.410881 , 0.342269 , 0.330079 , 0.325877 , 0.199531 , 0.262417 , 0.233317 , 0.240273 , 0.194872 , 0.27324 , 0.274673 , 0.320044 , 0.379616 , 0.256777 , 0.399133 , 0.388503 , 0.347259 , 0.448046 , 0.362777 , 0.417629 , 0.62838 , 0.610717 , 0.35294 , 0.319083 , 0.237163 , 0.29231 , 0.261223 , 0.088221 , 0.263098 , 0.243596 , 0.253769 , 0.283789 , 0.261192 , 0.257971 , 0.169618 , 0.183744 , 0.153906 , 0.257244 , 0.152936 , 0.301588 , 0.315943 , 0.321639 , 0.339911 , 0.302559 , 0.348478 , 0.327782 , 0.275466 , 0.311451 , 0.303387 , 0.347996 , 0.291355 , 0.250623 , 0.213698 , 0.280049 , 0.429021 , 0.421146 , 0.402579 , 0.399474 , 0.445876 
 784 , 0.28752 , 0.411169 , 0.342606 , 0.330427 , 0.326295 , 0.1998 , 0.262714 , 0.23366 , 0.240627 , 0.195159 , 0.273549 , 0.274949 , 0.320396 , 0.380058 , 0.256994 , 0.399576 , 0.388969 , 0.347634 , 0.44856 , 0.363157 , 0.418121 , 0.62898 , 0.611448 , 0.353528 , 0.319338 , 0.23766 , 0.292741 , 0.261442 , 0.088452 , 0.263447 , 0.244194 , 0.254241 , 0.2841 , 0.261411 , 0.258302 , 0.169972 , 0.184136 , 0.154185 , 0.257544 , 0.153218 , 0.302014 , 0.316422 , 0.322081 , 0.340285 , 0.302915 , 0.348861 , 0.328091 , 0.275809 , 0.31178 , 0.303759 , 0.348326 , 0.291713 , 0.250917 , 0.213933 , 0.280369 , 0.429353 , 0.421424 , 0.402955 , 0.399794 , 0.446249 
 785 , 0.287619 , 0.411447 , 0.34292 , 0.330784 , 0.326674 , 0.200004 , 0.262996 , 0.233952 , 0.24098 , 0.195355 , 0.273812 , 0.275228 , 0.320655 , 0.380478 , 0.257215 , 0.400029 , 0.389416 , 0.347987 , 0.448975 , 0.36354 , 0.418597 , 0.629571 , 0.612108 , 0.354058 , 0.319534 , 0.238235 , 0.293042 , 0.261677 , 0.088658 , 0.26379 , 0.244764 , 0.254654 , 0.284364 , 0.261626 , 0.258626 , 0.17034 , 0.184467 , 0.15441 , 0.25774 , 0.153447 , 0.302352 , 0.316846 , 0.322478 , 0.340644 , 0.303238 , 0.34923 , 0.328421 , 0.276079 , 0.312043 , 0.304119 , 0.348593 , 0.291993 , 0.251191 , 0.214126 , 0.280642 , 0.429674 , 0.421714 , 0.403324 , 0.400106 , 0.446612 
 786 , 0.287721 , 0.411742 , 0.343238 , 0.331143 , 0.327063 , 0.200195 , 0.26328 , 0.234246 , 0.241346 , 0.195551 , 0.274067 , 0.275524 , 0.320911 , 0.380895 , 0.257449 , 0.400492 , 0.389869 , 0.348336 , 0.449368 , 0.363951 , 0.419086 , 0.63019 , 0.612763 , 0.354585 , 0.319735 , 0.238835 , 0.293323 , 0.261921 , 0.08886 , 0.264156 , 0.245338 , 0.255061 , 0.28463 , 0.261849 , 0.258967 , 0.170723 , 0.1848 , 0.15464 , 0.257923 , 0.153672 , 0.302674 , 0.31727 , 0.322872 , 0.341008 , 0.303565 , 0.349615 , 0.328775 , 0.276339 , 0.312299 , 0.304477 , 0.348861 , 0.292274 , 0.251465 , 0.214318 , 0.280897 , 0.42999 , 0.42201 , 0.403701 , 0.400426 , 0.44699 
 787 , 0.287834 , 0.412043 , 0.343557 , 0.331491 , 0.327458 , 0.200401 , 0.263565 , 0.23455 , 0.241716 , 0.195751 , 0.274327 , 0.275809 , 0.321178 , 0.381312 , 0.257688 , 0.40095 , 0.390326 , 0.34868 , 0.449767 , 0.364357 , 0.419576 , 0.630805 , 0.613397 , 0.355093 , 0.31995 , 0.239445 , 0.293609 , 0.26217 , 0.089057 , 0.264538 , 0.245923 , 0.255467 , 0.284895 , 0.262068 , 0.259308 , 0.171086 , 0.185137 , 0.154875 , 0.258111 , 0.153897 , 0.303001 , 0.317699 , 0.323271 , 0.341377 , 0.303902 , 0.350005 , 0.329118 , 0.276604 , 0.31256 , 0.304839 , 0.349149 , 0.292565 , 0.251749 , 0.214509 , 0.281152 , 0.430297 , 0.422311 , 0.404083 , 0.400752 , 0.447363 
 788 , 0.287997 , 0.412351 , 0.343878 , 0.331795 , 0.327862 , 0.200641 , 0.263826 , 0.234887 , 0.24208 , 0.195954 , 0.274569 , 0.276021 , 0.321485 , 0.381675 , 0.257897 , 0.401322 , 0.390758 , 0.348977 , 0.450158 , 0.364666 , 0.420002 , 0.631427 , 0.613944 , 0.355512 , 0.320221 , 0.240007 , 0.293947 , 0.262425 , 0.089216 , 0.264947 , 0.246486 , 0.255895 , 0.28517 , 0.262252 , 0.259634 , 0.171376 , 0.185461 , 0.155126 , 0.25832 , 0.154118 , 0.30333 , 0.318184 , 0.323665 , 0.341687 , 0.304242 , 0.350342 , 0.329436 , 0.276852 , 0.31281 , 0.305169 , 0.349491 , 0.292903 , 0.252029 , 0.214685 , 0.281375 , 0.430577 , 0.422595 , 0.404445 , 0.401068 , 0.447672 
 789 , 0.288184 , 0.412654 , 0.344217 , 0.3321 , 0.328298 , 0.200903 , 0.26405 , 0.235228 , 0.242444 , 0.196174 , 0.274812 , 0.276219 , 0.321801 , 0.382023 , 0.258068 , 0.401693 , 0.39116 , 0.349262 , 0.450608 , 0.364896 , 0.42039 , 0.632106 , 0.614561 , 0.355968 , 0.320486 , 0.240553 , 0.294345 , 0.262679 , 0.089381 , 0.265329 , 0.247045 , 0.256355 , 0.285452 , 0.26244 , 0.259958 , 0.171683 , 0.185788 , 0.155387 , 0.258562 , 0.154368 , 0.303701 , 0.318713 , 0.324063 , 0.341991 , 0.304577 , 0.350623 , 0.32975 , 0.277126 , 0.313082 , 0.30551 , 0.349838 , 0.293264 , 0.252314 , 0.214855 , 0.281625 , 0.430887 , 0.422876 , 0.404812 , 0.401398 , 0.447938 
 790 , 0.288372 , 0.41296 , 0.344559 , 0.332406 , 0.328741 , 0.201166 , 0.26428 , 0.23558 , 0.242809 , 0.196394 , 0.275057 , 0.276418 , 0.322129 , 0.382384 , 0.258234 , 0.402066 , 0.39157 , 0.34956 , 0.451071 , 0.365133 , 0.42079 , 0.632799 , 0.615191 , 0.356437 , 0.320758 , 0.241111 , 0.294749 , 0.26294 , 0.089546 , 0.265718 , 0.247616 , 0.256828 , 0.285742 , 0.262624 , 0.260289 , 0.172002 , 0.186122 , 0.155648 , 0.258805 , 0.154629 , 0.304078 , 0.319254 , 0.324479 , 0.342296 , 0.304919 , 0.350916 , 0.330076 , 0.277407 , 0.313356 , 0.305862 , 0.350197 , 0.293633 , 0.252607 , 0.215037 , 0.281883 , 0.4312 , 0.423161 , 0.405186 , 0.401735 , 0.448206 
 791 , 0.288555 , 0.413323 , 0.345019 , 0.332796 , 0.32926 , 0.201439 , 0.264532 , 0.235923 , 0.243193 , 0.196721 , 0.275328 , 0.276683 , 0.322483 , 0.382804 , 0.258443 , 0.402644 , 0.392021 , 0.349895 , 0.451613 , 0.365455 , 0.421251 , 0.633538 , 0.615878 , 0.357002 , 0.321087 , 0.241665 , 0.295148 , 0.263217 , 0.089719 , 0.266147 , 0.248136 , 0.257348 , 0.286048 , 0.26286 , 0.260705 , 0.172402 , 0.186541 , 0.155971 , 0.259044 , 0.15488 , 0.304487 , 0.319788 , 0.324944 , 0.34269 , 0.305328 , 0.351275 , 0.330457 , 0.277764 , 0.31377 , 0.30625 , 0.350582 , 0.293976 , 0.252976 , 0.215267 , 0.282252 , 0.431564 , 0.423508 , 0.405599 , 0.402134 , 0.448612 
 792 , 0.288655 , 0.413732 , 0.3455 , 0.333171 , 0.329751 , 0.201682 , 0.264817 , 0.236229 , 0.243573 , 0.197054 , 0.275597 , 0.276988 , 0.322814 , 0.383217 , 0.258645 , 0.403263 , 0.392539 , 0.350266 , 0.452034 , 0.365765 , 0.421713 , 0.634135 , 0.616454 , 0.357564 , 0.321428 , 0.242182 , 0.2955 , 0.263466 , 0.089893 , 0.266591 , 0.248665 , 0.25785 , 0.286346 , 0.26311 , 0.261122 , 0.172717 , 0.186988 , 0.156274 , 0.259251 , 0.155077 , 0.304858 , 0.32025 , 0.325408 , 0.343089 , 0.305683 , 0.351749 , 0.330806 , 0.278043 , 0.314221 , 0.306657 , 0.350923 , 0.294318 , 0.253313 , 0.215505 , 0.282646 , 0.431795 , 0.423818 , 0.405913 , 0.402478 , 0.449083 
 793 , 0.288752 , 0.414149 , 0.34599 , 0.333554 , 0.33025 , 0.201932 , 0.26511 , 0.236542 , 0.243971 , 0.197395 , 0.275873 , 0.277296 , 0.323158 , 0.383633 , 0.258854 , 0.403895 , 0.393076 , 0.35064 , 0.452465 , 0.366084 , 0.422184 , 0.634747 , 0.61704 , 0.358145 , 0.321771 , 0.242717 , 0.295855 , 0.263723 , 0.090073 , 0.267047 , 0.249207 , 0.258369 , 0.286652 , 0.263361 , 0.261546 , 0.173038 , 0.187447 , 0.15659 , 0.259455 , 0.15528 , 0.305236 , 0.320726 , 0.325881 , 0.343497 , 0.306047 , 0.352236 , 0.331163 , 0.278326 , 0.314679 , 0.307077 , 0.351272 , 0.294662 , 0.253658 , 0.215755 , 0.283042 , 0.43203 , 0.424132 , 0.406236 , 0.40283 , 0.449569 
