JUL12DH00005.spu,JUL12DH00004.spu,JUL12DH00003.spu,
Wavelength,JUL12DH00066.spu,JUL12DH00067.spu,JUL12DH00068.spu,JUL12DH00069.spu,JUL12DH00070.spu,JUL12DH00071.spu,JUL12DH00072.spu,JUL12DH00073.spu,JUL12DH00074.spu,JUL12DH00075.spu,JUL12DH00076.spu,JUL12DH00077.spu,JUL12DH00078.spu,JUL12DH00079.spu,JUL12DH00080.spu,JUL12DH00081.spu,JUL12DH00082.spu,JUL12DH00083.spu,JUL12DH00084.spu,JUL12DH00085.spu,JUL12DH00086.spu,JUL12DH00087.spu,JUL12DH00088.spu,JUL12DH00089.spu,JUL12DH00090.spu,JUL12DH00091.spu,JUL12DH00092.spu,JUL12DH00093.spu,JUL12DH00094.spu,JUL12DH00095.spu,JUL12DH00096.spu,JUL12DH00097.spu,JUL12DH00098.spu,JUL12DH00099.spu,JUL12DH00100.spu
 674 , 0.089279 , 0.114864 , 0.093928 , 0.072311 , 0.104813 , 0.086672 , 0.053392 , 0.055691 , 0.059367 , 0.061861 , 0.088413 , 0.050125 , 0.066407 , 0.088173 , 0.057155 , 0.08104 , 0.085413 , 0.093221 , 0.087743 , 0.07869 , 0.065598 , 0.047755 , 0.100246 , 0.049962 , 0.056838 , 0.034484 , 0.03688 , 0.045241 , 0.04007 , 0.044017 , 0.035907 , 0.032098 , 0.038001 , 0.093052 , 0.101987 
 675 , 0.089369 , 0.114998 , 0.094115 , 0.072499 , 0.104957 , 0.086783 , 0.053576 , 0.055844 , 0.059513 , 0.061924 , 0.088559 , 0.050257 , 0.066511 , 0.088297 , 0.057301 , 0.081232 , 0.085562 , 0.09333 , 0.087887 , 0.078851 , 0.06569 , 0.047902 , 0.100344 , 0.050108 , 0.056932 , 0.034618 , 0.037009 , 0.045382 , 0.040211 , 0.044146 , 0.035988 , 0.032145 , 0.038056 , 0.093146 , 0.102099 
 676 , 0.08947 , 0.115144 , 0.094297 , 0.072684 , 0.105109 , 0.086899 , 0.05377 , 0.055996 , 0.059662 , 0.061996 , 0.088704 , 0.050393 , 0.066618 , 0.088421 , 0.057451 , 0.081424 , 0.085707 , 0.093449 , 0.08803 , 0.079013 , 0.065785 , 0.048048 , 0.100451 , 0.050254 , 0.05703 , 0.034748 , 0.037149 , 0.045524 , 0.040347 , 0.044275 , 0.03607 , 0.032193 , 0.038111 , 0.093243 , 0.102215 
 677 , 0.089565 , 0.115286 , 0.094485 , 0.072875 , 0.105261 , 0.087021 , 0.05396 , 0.056149 , 0.059811 , 0.062068 , 0.088849 , 0.050529 , 0.066724 , 0.088545 , 0.057602 , 0.081617 , 0.085856 , 0.093563 , 0.08818 , 0.079175 , 0.06588 , 0.048195 , 0.100558 , 0.050405 , 0.057122 , 0.034879 , 0.037285 , 0.045671 , 0.040489 , 0.044409 , 0.036147 , 0.032237 , 0.038171 , 0.093336 , 0.10233 
 678 , 0.089801 , 0.115654 , 0.094811 , 0.073135 , 0.105613 , 0.087417 , 0.054345 , 0.056522 , 0.060219 , 0.062473 , 0.089144 , 0.050823 , 0.067106 , 0.08887 , 0.057949 , 0.081946 , 0.086196 , 0.093875 , 0.088523 , 0.079516 , 0.066284 , 0.048579 , 0.10084 , 0.050823 , 0.057488 , 0.035259 , 0.037695 , 0.046133 , 0.04089 , 0.044779 , 0.036397 , 0.032555 , 0.038538 , 0.093451 , 0.102448 
 679 , 0.090042 , 0.116054 , 0.095134 , 0.073405 , 0.10598 , 0.087836 , 0.054743 , 0.056913 , 0.060653 , 0.062901 , 0.089462 , 0.051133 , 0.067516 , 0.089208 , 0.058307 , 0.082288 , 0.086551 , 0.094207 , 0.088887 , 0.07988 , 0.066718 , 0.048984 , 0.101132 , 0.051268 , 0.057877 , 0.035656 , 0.038122 , 0.046622 , 0.041307 , 0.045156 , 0.036661 , 0.032885 , 0.03893 , 0.09358 , 0.102566 
 680 , 0.090291 , 0.116457 , 0.095464 , 0.073682 , 0.106344 , 0.088257 , 0.055149 , 0.057313 , 0.06109 , 0.063331 , 0.089782 , 0.051444 , 0.067928 , 0.089554 , 0.058677 , 0.082627 , 0.086913 , 0.094535 , 0.089248 , 0.080246 , 0.06715 , 0.049395 , 0.10142 , 0.051714 , 0.058267 , 0.03606 , 0.038551 , 0.047112 , 0.041726 , 0.045545 , 0.036927 , 0.033217 , 0.039324 , 0.093705 , 0.102686 
 681 , 0.090668 , 0.117018 , 0.095886 , 0.074103 , 0.106889 , 0.088746 , 0.055746 , 0.057986 , 0.061761 , 0.064057 , 0.090288 , 0.051966 , 0.068635 , 0.090043 , 0.059256 , 0.083101 , 0.087455 , 0.095079 , 0.089777 , 0.080774 , 0.067786 , 0.050034 , 0.101885 , 0.052393 , 0.058933 , 0.036697 , 0.039254 , 0.047867 , 0.042415 , 0.046133 , 0.0374 , 0.033765 , 0.039936 , 0.093876 , 0.102817 
 682 , 0.091145 , 0.117665 , 0.096382 , 0.07461 , 0.107555 , 0.089284 , 0.056464 , 0.05884 , 0.062566 , 0.064979 , 0.090916 , 0.052618 , 0.069523 , 0.090634 , 0.059971 , 0.083667 , 0.088122 , 0.095752 , 0.090394 , 0.081405 , 0.068559 , 0.050825 , 0.102464 , 0.053217 , 0.059773 , 0.037495 , 0.040132 , 0.048788 , 0.04329 , 0.04686 , 0.038011 , 0.034457 , 0.0407 , 0.094074 , 0.102954 
 683 , 0.091629 , 0.11832 , 0.096891 , 0.075128 , 0.108234 , 0.089835 , 0.057199 , 0.059707 , 0.063389 , 0.065919 , 0.091551 , 0.053282 , 0.07043 , 0.091238 , 0.060693 , 0.084239 , 0.088808 , 0.096437 , 0.091024 , 0.082049 , 0.069345 , 0.051629 , 0.10305 , 0.054054 , 0.06062 , 0.0383 , 0.041022 , 0.049721 , 0.044177 , 0.047598 , 0.038628 , 0.03516 , 0.041476 , 0.094273 , 0.103092 
 684 , 0.092244 , 0.119202 , 0.097562 , 0.075817 , 0.10911 , 0.090585 , 0.058169 , 0.060809 , 0.064467 , 0.067129 , 0.092411 , 0.054151 , 0.071648 , 0.092041 , 0.061644 , 0.085007 , 0.089708 , 0.097364 , 0.091853 , 0.082893 , 0.070374 , 0.052679 , 0.103813 , 0.055163 , 0.061728 , 0.039362 , 0.042195 , 0.050926 , 0.045326 , 0.048557 , 0.039409 , 0.036069 , 0.042482 , 0.094561 , 0.103281 
 685 , 0.093177 , 0.120618 , 0.098612 , 0.076914 , 0.110463 , 0.091835 , 0.05969 , 0.062447 , 0.066174 , 0.068983 , 0.093772 , 0.055508 , 0.073614 , 0.093297 , 0.063152 , 0.086238 , 0.091135 , 0.098857 , 0.093166 , 0.084218 , 0.071985 , 0.054313 , 0.104986 , 0.056923 , 0.063439 , 0.04102 , 0.044054 , 0.052762 , 0.047087 , 0.050031 , 0.040566 , 0.037454 , 0.044012 , 0.095056 , 0.103577 
 686 , 0.094116 , 0.122047 , 0.099669 , 0.078027 , 0.11183 , 0.093103 , 0.061238 , 0.064106 , 0.067909 , 0.07087 , 0.095145 , 0.056892 , 0.075608 , 0.09457 , 0.064691 , 0.087492 , 0.092575 , 0.100369 , 0.094503 , 0.08556 , 0.073613 , 0.055972 , 0.106172 , 0.05871 , 0.065182 , 0.042709 , 0.045948 , 0.05463 , 0.048878 , 0.051532 , 0.041743 , 0.038865 , 0.045556 , 0.095563 , 0.103874 
 687 , 0.095068 , 0.123501 , 0.100744 , 0.079163 , 0.11322 , 0.094393 , 0.062809 , 0.065788 , 0.069666 , 0.072781 , 0.096542 , 0.058293 , 0.077631 , 0.095867 , 0.066253 , 0.088769 , 0.094038 , 0.101909 , 0.095867 , 0.086924 , 0.075269 , 0.05766 , 0.107376 , 0.06053 , 0.066948 , 0.044421 , 0.047871 , 0.056531 , 0.050704 , 0.053056 , 0.042937 , 0.040298 , 0.047134 , 0.096071 , 0.104172 
 688 , 0.096517 , 0.125673 , 0.102269 , 0.080913 , 0.115425 , 0.096517 , 0.065272 , 0.068586 , 0.072452 , 0.075885 , 0.098815 , 0.060604 , 0.080804 , 0.09795 , 0.068784 , 0.090818 , 0.096387 , 0.104286 , 0.098034 , 0.089161 , 0.078021 , 0.060333 , 0.109475 , 0.063454 , 0.069779 , 0.047256 , 0.050965 , 0.059677 , 0.053721 , 0.05566 , 0.044901 , 0.042587 , 0.049757 , 0.096877 , 0.104817 
 689 , 0.097996 , 0.127894 , 0.103803 , 0.082684 , 0.11765 , 0.098658 , 0.067779 , 0.071434 , 0.075281 , 0.07904 , 0.101134 , 0.062962 , 0.084024 , 0.100086 , 0.071355 , 0.092887 , 0.098772 , 0.106697 , 0.100232 , 0.091427 , 0.080828 , 0.063061 , 0.111608 , 0.066434 , 0.072659 , 0.050137 , 0.05412 , 0.062878 , 0.056794 , 0.058311 , 0.046889 , 0.044924 , 0.052436 , 0.097688 , 0.105472 
 690 , 0.099476 , 0.130119 , 0.10535 , 0.084468 , 0.119889 , 0.100806 , 0.070289 , 0.07429 , 0.078119 , 0.082209 , 0.103467 , 0.065323 , 0.087253 , 0.102225 , 0.073935 , 0.094969 , 0.101166 , 0.109111 , 0.102439 , 0.093701 , 0.083644 , 0.065792 , 0.113749 , 0.069423 , 0.075547 , 0.053032 , 0.057279 , 0.066084 , 0.059882 , 0.060967 , 0.04889 , 0.047263 , 0.055124 , 0.098501 , 0.106133 
 691 , 0.101249 , 0.132686 , 0.107197 , 0.086776 , 0.122616 , 0.103502 , 0.073475 , 0.077878 , 0.081702 , 0.086126 , 0.106432 , 0.068292 , 0.091325 , 0.104886 , 0.077175 , 0.097642 , 0.10421 , 0.112135 , 0.105245 , 0.096544 , 0.087203 , 0.069296 , 0.116397 , 0.073215 , 0.079205 , 0.056765 , 0.061324 , 0.070144 , 0.063827 , 0.064503 , 0.051441 , 0.050281 , 0.058441 , 0.099474 , 0.106869 
 692 , 0.103171 , 0.135439 , 0.109246 , 0.089398 , 0.12564 , 0.106536 , 0.077061 , 0.081893 , 0.085731 , 0.090485 , 0.109756 , 0.071605 , 0.0959 , 0.107841 , 0.080806 , 0.100685 , 0.107644 , 0.115529 , 0.108414 , 0.099728 , 0.091213 , 0.073259 , 0.119352 , 0.077482 , 0.083323 , 0.060989 , 0.065883 , 0.074705 , 0.068281 , 0.068562 , 0.054321 , 0.053687 , 0.062118 , 0.100544 , 0.107659 
 693 , 0.105081 , 0.138174 , 0.111282 , 0.092007 , 0.128635 , 0.109546 , 0.080622 , 0.085878 , 0.089735 , 0.094809 , 0.11306 , 0.074894 , 0.100444 , 0.110778 , 0.084407 , 0.103708 , 0.111054 , 0.118903 , 0.111563 , 0.102892 , 0.095204 , 0.077191 , 0.122288 , 0.081719 , 0.087406 , 0.065188 , 0.070418 , 0.079239 , 0.072705 , 0.072591 , 0.057177 , 0.057068 , 0.065765 , 0.101613 , 0.108449 
 694 , 0.107054 , 0.140989 , 0.113406 , 0.094772 , 0.131796 , 0.112705 , 0.084436 , 0.09016 , 0.093977 , 0.099415 , 0.116543 , 0.078474 , 0.105257 , 0.113889 , 0.088274 , 0.10693 , 0.114668 , 0.122458 , 0.114922 , 0.106275 , 0.099466 , 0.081445 , 0.12533 , 0.086265 , 0.091811 , 0.069749 , 0.075332 , 0.08412 , 0.077513 , 0.077036 , 0.060255 , 0.060749 , 0.069687 , 0.102666 , 0.109235 
 695 , 0.10921 , 0.144037 , 0.115747 , 0.09796 , 0.13541 , 0.116245 , 0.088903 , 0.095197 , 0.098836 , 0.104746 , 0.120511 , 0.082786 , 0.110786 , 0.117468 , 0.092833 , 0.110661 , 0.118831 , 0.126499 , 0.1188 , 0.110215 , 0.104414 , 0.086508 , 0.128655 , 0.091604 , 0.097006 , 0.075248 , 0.081226 , 0.089904 , 0.083289 , 0.082527 , 0.063905 , 0.065186 , 0.07432 , 0.10373 , 0.110055 
 696 , 0.111359 , 0.147068 , 0.118066 , 0.101117 , 0.139 , 0.119758 , 0.093339 , 0.100186 , 0.103648 , 0.110039 , 0.124447 , 0.087067 , 0.11627 , 0.121021 , 0.097355 , 0.114356 , 0.122967 , 0.130502 , 0.122641 , 0.114117 , 0.109305 , 0.091533 , 0.131956 , 0.096895 , 0.102163 , 0.080701 , 0.087062 , 0.095637 , 0.089018 , 0.087967 , 0.06752 , 0.069585 , 0.078916 , 0.104787 , 0.110867 
 697 , 0.113487 , 0.150074 , 0.120363 , 0.10425 , 0.142557 , 0.123241 , 0.09773 , 0.105133 , 0.108419 , 0.11528 , 0.12835 , 0.091303 , 0.121701 , 0.124537 , 0.101837 , 0.118012 , 0.127059 , 0.134462 , 0.126444 , 0.117987 , 0.114148 , 0.096505 , 0.135226 , 0.102137 , 0.107267 , 0.086106 , 0.092848 , 0.101315 , 0.094692 , 0.093354 , 0.071108 , 0.07395 , 0.083476 , 0.105841 , 0.111673 
 698 , 0.115839 , 0.153332 , 0.122862 , 0.107985 , 0.146608 , 0.127199 , 0.102792 , 0.110857 , 0.113895 , 0.12131 , 0.132886 , 0.0963 , 0.127952 , 0.128632 , 0.107134 , 0.122279 , 0.131788 , 0.139018 , 0.130886 , 0.122532 , 0.119814 , 0.102421 , 0.138909 , 0.108336 , 0.113379 , 0.09269 , 0.099838 , 0.108098 , 0.101575 , 0.100028 , 0.075431 , 0.079237 , 0.088864 , 0.106943 , 0.112528 
 699 , 0.118158 , 0.156555 , 0.125331 , 0.111705 , 0.150626 , 0.131127 , 0.107817 , 0.116564 , 0.119336 , 0.127306 , 0.137385 , 0.101292 , 0.134176 , 0.132695 , 0.112414 , 0.12653 , 0.136495 , 0.143545 , 0.135307 , 0.127059 , 0.125481 , 0.108311 , 0.142568 , 0.114517 , 0.119464 , 0.09925 , 0.106825 , 0.114862 , 0.108444 , 0.106691 , 0.079751 , 0.084502 , 0.094226 , 0.108023 , 0.113366 
 700 , 0.120461 , 0.159751 , 0.127778 , 0.115389 , 0.154608 , 0.135029 , 0.1128 , 0.122214 , 0.124727 , 0.133245 , 0.141844 , 0.106236 , 0.140342 , 0.136727 , 0.117645 , 0.130742 , 0.141157 , 0.148039 , 0.139691 , 0.131552 , 0.131101 , 0.114143 , 0.146198 , 0.12065 , 0.125496 , 0.105743 , 0.113748 , 0.121568 , 0.115256 , 0.113297 , 0.084027 , 0.089724 , 0.099539 , 0.109097 , 0.114199 
 701 , 0.122745 , 0.162934 , 0.130228 , 0.119233 , 0.158675 , 0.139026 , 0.118006 , 0.128117 , 0.1303 , 0.139445 , 0.146504 , 0.111504 , 0.14675 , 0.140825 , 0.123108 , 0.135146 , 0.145973 , 0.152608 , 0.144168 , 0.136276 , 0.137037 , 0.120357 , 0.149868 , 0.127085 , 0.131879 , 0.11272 , 0.12114 , 0.128679 , 0.122561 , 0.120501 , 0.088634 , 0.09532 , 0.105124 , 0.110129 , 0.114939 
 702 , 0.12501 , 0.1661 , 0.13268 , 0.123172 , 0.162774 , 0.143049 , 0.12334 , 0.134126 , 0.135996 , 0.145779 , 0.151284 , 0.116923 , 0.153271 , 0.144985 , 0.128708 , 0.139632 , 0.150877 , 0.157223 , 0.148707 , 0.141119 , 0.143121 , 0.126772 , 0.153546 , 0.133668 , 0.13845 , 0.119968 , 0.128759 , 0.13599 , 0.130144 , 0.12802 , 0.093409 , 0.10113 , 0.110862 , 0.111142 , 0.115634 
 703 , 0.12726 , 0.169238 , 0.135105 , 0.127067 , 0.166833 , 0.147034 , 0.12862 , 0.140077 , 0.141635 , 0.152057 , 0.15602 , 0.122292 , 0.159729 , 0.149104 , 0.134252 , 0.144071 , 0.155736 , 0.161795 , 0.153204 , 0.145918 , 0.14915 , 0.133121 , 0.157182 , 0.140184 , 0.144959 , 0.127153 , 0.136302 , 0.143233 , 0.137652 , 0.13547 , 0.098134 , 0.106887 , 0.116543 , 0.112144 , 0.11633 
 704 , 0.129488 , 0.1723 , 0.137501 , 0.13098 , 0.170873 , 0.150977 , 0.133919 , 0.146004 , 0.147239 , 0.158307 , 0.16072 , 0.127672 , 0.166123 , 0.153213 , 0.139797 , 0.148503 , 0.160568 , 0.166315 , 0.157695 , 0.150714 , 0.155181 , 0.139474 , 0.160766 , 0.146713 , 0.151493 , 0.1344 , 0.14391 , 0.150512 , 0.14522 , 0.14303 , 0.102904 , 0.112733 , 0.122264 , 0.113138 , 0.117023 
 705 , 0.131709 , 0.175264 , 0.139862 , 0.134981 , 0.174946 , 0.154939 , 0.139333 , 0.151984 , 0.152821 , 0.164595 , 0.165386 , 0.133171 , 0.172486 , 0.157344 , 0.145419 , 0.153002 , 0.165411 , 0.170766 , 0.162235 , 0.155579 , 0.161342 , 0.145923 , 0.164287 , 0.153376 , 0.158196 , 0.141904 , 0.151772 , 0.157989 , 0.153038 , 0.150955 , 0.107864 , 0.118871 , 0.128139 , 0.114116 , 0.117732 
 706 , 0.133921 , 0.178223 , 0.142213 , 0.138953 , 0.179006 , 0.158897 , 0.144714 , 0.157938 , 0.158369 , 0.170845 , 0.170016 , 0.138647 , 0.17882 , 0.161458 , 0.151007 , 0.157496 , 0.170227 , 0.175199 , 0.166752 , 0.160419 , 0.16747 , 0.152348 , 0.167801 , 0.160007 , 0.164868 , 0.149374 , 0.159595 , 0.165431 , 0.16081 , 0.158842 , 0.112792 , 0.124986 , 0.133981 , 0.115097 , 0.118437 
 707 , 0.136119 , 0.181167 , 0.144553 , 0.142907 , 0.183053 , 0.162833 , 0.150066 , 0.163863 , 0.163893 , 0.177065 , 0.174623 , 0.144093 , 0.185124 , 0.165544 , 0.156574 , 0.161962 , 0.175019 , 0.179606 , 0.171242 , 0.165234 , 0.173568 , 0.158735 , 0.171297 , 0.166609 , 0.171507 , 0.156804 , 0.167375 , 0.172833 , 0.16854 , 0.166679 , 0.117695 , 0.131066 , 0.139791 , 0.116074 , 0.119135 
 708 , 0.137968 , 0.18369 , 0.14659 , 0.14661 , 0.186637 , 0.166281 , 0.154992 , 0.169319 , 0.168839 , 0.182781 , 0.1788 , 0.149263 , 0.190923 , 0.169179 , 0.161756 , 0.166052 , 0.179334 , 0.183485 , 0.175263 , 0.169673 , 0.179204 , 0.164843 , 0.174289 , 0.17278 , 0.177661 , 0.164089 , 0.174898 , 0.179938 , 0.175972 , 0.174374 , 0.122478 , 0.137049 , 0.145326 , 0.116789 , 0.119631 
 709 , 0.139823 , 0.186193 , 0.148621 , 0.15032 , 0.190207 , 0.169725 , 0.159923 , 0.174787 , 0.173803 , 0.188518 , 0.183004 , 0.154454 , 0.19673 , 0.172825 , 0.166948 , 0.170137 , 0.183664 , 0.18737 , 0.179303 , 0.174136 , 0.184852 , 0.170972 , 0.177286 , 0.178965 , 0.183818 , 0.171414 , 0.182467 , 0.187077 , 0.183431 , 0.182114 , 0.127285 , 0.143053 , 0.150887 , 0.117498 , 0.120116 
 710 , 0.14168 , 0.188711 , 0.150657 , 0.154051 , 0.1938 , 0.173179 , 0.164875 , 0.180278 , 0.178791 , 0.194289 , 0.187229 , 0.159668 , 0.202564 , 0.176479 , 0.172162 , 0.174241 , 0.188015 , 0.19127 , 0.183361 , 0.178618 , 0.190524 , 0.177131 , 0.180298 , 0.185174 , 0.190011 , 0.178772 , 0.19007 , 0.194254 , 0.190929 , 0.189902 , 0.132116 , 0.149086 , 0.156476 , 0.118209 , 0.120601 
 711 , 0.143318 , 0.190962 , 0.152443 , 0.157489 , 0.197055 , 0.176233 , 0.169433 , 0.185323 , 0.183348 , 0.199559 , 0.191076 , 0.16459 , 0.207849 , 0.179788 , 0.176949 , 0.177995 , 0.191945 , 0.194769 , 0.187071 , 0.182765 , 0.195811 , 0.182909 , 0.182948 , 0.190967 , 0.195845 , 0.185846 , 0.197337 , 0.20106 , 0.198127 , 0.197435 , 0.136731 , 0.154926 , 0.161731 , 0.118728 , 0.120886 
 712 , 0.1448 , 0.19306 , 0.154096 , 0.160798 , 0.200154 , 0.179063 , 0.173838 , 0.190165 , 0.187707 , 0.204579 , 0.194684 , 0.169413 , 0.212885 , 0.182924 , 0.18154 , 0.18159 , 0.195679 , 0.198078 , 0.190602 , 0.186716 , 0.200934 , 0.188522 , 0.185362 , 0.196602 , 0.201557 , 0.192829 , 0.204491 , 0.207714 , 0.205231 , 0.204917 , 0.141258 , 0.160705 , 0.166837 , 0.119132 , 0.12104 
 713 , 0.146312 , 0.195202 , 0.155786 , 0.164173 , 0.203317 , 0.181951 , 0.178335 , 0.195119 , 0.192166 , 0.209711 , 0.198365 , 0.174344 , 0.21803 , 0.186128 , 0.186235 , 0.185255 , 0.199491 , 0.201455 , 0.194208 , 0.190758 , 0.206168 , 0.194262 , 0.187829 , 0.202356 , 0.207386 , 0.199964 , 0.211796 , 0.214516 , 0.212493 , 0.212562 , 0.145883 , 0.16661 , 0.172058 , 0.119542 , 0.121198 
 714 , 0.147804 , 0.197309 , 0.157465 , 0.167561 , 0.206476 , 0.184785 , 0.182847 , 0.200047 , 0.196607 , 0.214809 , 0.202033 , 0.179276 , 0.223157 , 0.189315 , 0.190909 , 0.188918 , 0.203254 , 0.204824 , 0.197803 , 0.194809 , 0.211403 , 0.200017 , 0.190236 , 0.208123 , 0.213205 , 0.207193 , 0.219184 , 0.221354 , 0.219823 , 0.220322 , 0.15058 , 0.172649 , 0.177324 , 0.11995 , 0.121355 
 715 , 0.14925 , 0.19929 , 0.159086 , 0.170893 , 0.209525 , 0.187434 , 0.18727 , 0.204796 , 0.200876 , 0.219722 , 0.205601 , 0.18405 , 0.228077 , 0.192381 , 0.195433 , 0.192497 , 0.206825 , 0.208055 , 0.201262 , 0.198812 , 0.216511 , 0.205683 , 0.192458 , 0.213744 , 0.21882 , 0.214476 , 0.226583 , 0.228125 , 0.227118 , 0.228135 , 0.155344 , 0.178853 , 0.182565 , 0.120328 , 0.12149 
 716 , 0.150739 , 0.201333 , 0.160751 , 0.174324 , 0.212638 , 0.190156 , 0.191825 , 0.209671 , 0.20525 , 0.224774 , 0.209277 , 0.188948 , 0.233126 , 0.195531 , 0.200091 , 0.196183 , 0.210495 , 0.211358 , 0.204809 , 0.202939 , 0.221753 , 0.211507 , 0.194745 , 0.219524 , 0.224577 , 0.221978 , 0.234195 , 0.235087 , 0.234622 , 0.236156 , 0.160257 , 0.185237 , 0.187951 , 0.120706 , 0.121626 
 717 , 0.152273 , 0.203441 , 0.162471 , 0.17786 , 0.215846 , 0.192958 , 0.196514 , 0.214692 , 0.209758 , 0.229976 , 0.213062 , 0.193987 , 0.238324 , 0.198774 , 0.204881 , 0.199975 , 0.214277 , 0.214763 , 0.208466 , 0.207193 , 0.227154 , 0.217509 , 0.197096 , 0.225471 , 0.230505 , 0.2297 , 0.242033 , 0.242257 , 0.242342 , 0.244416 , 0.165312 , 0.191804 , 0.193496 , 0.121095 , 0.121767 
 718 , 0.153921 , 0.205676 , 0.16432 , 0.181568 , 0.219145 , 0.195727 , 0.201097 , 0.219528 , 0.214059 , 0.235069 , 0.216723 , 0.199011 , 0.243296 , 0.201901 , 0.20957 , 0.203708 , 0.217986 , 0.218014 , 0.212001 , 0.211358 , 0.232481 , 0.223403 , 0.19947 , 0.231242 , 0.23636 , 0.237392 , 0.249801 , 0.249417 , 0.249994 , 0.252672 , 0.17037 , 0.198424 , 0.199058 , 0.121591 , 0.122111 
 719 , 0.155596 , 0.207948 , 0.166209 , 0.18536 , 0.222549 , 0.198565 , 0.205765 , 0.224453 , 0.218466 , 0.240276 , 0.220451 , 0.204143 , 0.24838 , 0.205086 , 0.21435 , 0.207519 , 0.221752 , 0.221361 , 0.215618 , 0.21559 , 0.237914 , 0.229399 , 0.201894 , 0.237117 , 0.242355 , 0.245202 , 0.257701 , 0.25673 , 0.257805 , 0.261105 , 0.175511 , 0.205204 , 0.204732 , 0.122104 , 0.122472 
 720 , 0.157301 , 0.210272 , 0.168139 , 0.189234 , 0.226029 , 0.201467 , 0.21053 , 0.229482 , 0.22297 , 0.245596 , 0.224258 , 0.209388 , 0.253574 , 0.208345 , 0.219226 , 0.211413 , 0.225601 , 0.224784 , 0.219315 , 0.219921 , 0.243463 , 0.235524 , 0.204366 , 0.24312 , 0.248476 , 0.253179 , 0.26577 , 0.264196 , 0.265784 , 0.269716 , 0.180763 , 0.212132 , 0.21053 , 0.122624 , 0.122836 
 721 , 0.15893 , 0.212508 , 0.170033 , 0.193043 , 0.229453 , 0.204234 , 0.215019 , 0.234186 , 0.227175 , 0.250614 , 0.227804 , 0.214437 , 0.258404 , 0.211441 , 0.223867 , 0.215061 , 0.229234 , 0.22799 , 0.222805 , 0.224016 , 0.248736 , 0.241356 , 0.206689 , 0.248843 , 0.254262 , 0.260882 , 0.273471 , 0.271332 , 0.273396 , 0.278027 , 0.185855 , 0.218896 , 0.216054 , 0.123178 , 0.123168 
 722 , 0.160539 , 0.214744 , 0.1719 , 0.196814 , 0.232889 , 0.20693 , 0.219375 , 0.238774 , 0.231262 , 0.255454 , 0.231229 , 0.219435 , 0.263088 , 0.214461 , 0.228421 , 0.218594 , 0.232759 , 0.231076 , 0.226185 , 0.228021 , 0.25392 , 0.247044 , 0.208961 , 0.254464 , 0.259885 , 0.268513 , 0.281069 , 0.278345 , 0.280879 , 0.286225 , 0.190924 , 0.225548 , 0.221471 , 0.123776 , 0.123511 
 723 , 0.162159 , 0.216997 , 0.173788 , 0.200609 , 0.23635 , 0.20964 , 0.223761 , 0.243396 , 0.235371 , 0.260327 , 0.23468 , 0.22447 , 0.2678 , 0.217498 , 0.233005 , 0.222151 , 0.236308 , 0.234184 , 0.229582 , 0.23205 , 0.259135 , 0.252771 , 0.21125 , 0.260123 , 0.265546 , 0.276196 , 0.288725 , 0.285409 , 0.28841 , 0.294482 , 0.196026 , 0.232249 , 0.226929 , 0.124382 , 0.123853 
 724 , 0.163774 , 0.219256 , 0.175652 , 0.204333 , 0.239754 , 0.212279 , 0.228047 , 0.247936 , 0.239366 , 0.265086 , 0.238133 , 0.229415 , 0.272418 , 0.220471 , 0.237472 , 0.225659 , 0.239787 , 0.23725 , 0.232912 , 0.236008 , 0.264259 , 0.258368 , 0.213508 , 0.265673 , 0.27111 , 0.283764 , 0.296257 , 0.292358 , 0.295832 , 0.302605 , 0.201057 , 0.238881 , 0.23233 , 0.125003 , 0.12425 
 725 , 0.165369 , 0.221503 , 0.177486 , 0.207888 , 0.243023 , 0.21476 , 0.232113 , 0.25225 , 0.243096 , 0.269576 , 0.241575 , 0.234123 , 0.27677 , 0.223273 , 0.241658 , 0.229048 , 0.243115 , 0.240197 , 0.236104 , 0.239773 , 0.269101 , 0.26369 , 0.215682 , 0.270954 , 0.276461 , 0.291035 , 0.303406 , 0.298986 , 0.302922 , 0.310412 , 0.205901 , 0.245313 , 0.237561 , 0.125676 , 0.124735 
 726 , 0.166969 , 0.223751 , 0.179322 , 0.211435 , 0.246286 , 0.217247 , 0.236173 , 0.256551 , 0.246821 , 0.274066 , 0.245023 , 0.238819 , 0.281114 , 0.226074 , 0.245848 , 0.232444 , 0.246452 , 0.243142 , 0.239321 , 0.243539 , 0.273928 , 0.26901 , 0.21786 , 0.276233 , 0.281824 , 0.298298 , 0.310526 , 0.305594 , 0.309987 , 0.318215 , 0.210734 , 0.251734 , 0.242792 , 0.126351 , 0.125217 
 727 , 0.168564 , 0.22599 , 0.181148 , 0.214973 , 0.249536 , 0.219726 , 0.24022 , 0.260834 , 0.250532 , 0.27854 , 0.248453 , 0.243497 , 0.28544 , 0.228862 , 0.250015 , 0.235827 , 0.24978 , 0.246079 , 0.242525 , 0.247291 , 0.278733 , 0.274317 , 0.22003 , 0.28149 , 0.287169 , 0.305533 , 0.317615 , 0.31218 , 0.31702 , 0.325986 , 0.215554 , 0.258133 , 0.248006 , 0.127022 , 0.125699 
