JUL21MAT00005.spu,JUL21MAT00004.spu,JUL21MAT00003.spu,
Wavelength,JUL21LOF00006.spu,JUL21LOF00007.spu,JUL21LOF00008.spu,JUL21LOF00009.spu,JUL21LOF00010.spu,JUL21LOF00011.spu,JUL21LOF00012.spu,JUL21LOF00013.spu,JUL21LOF00014.spu,JUL21LOF00015.spu,JUL21LOF00016.spu,JUL21LOF00017.spu,JUL21LOF00018.spu,JUL21LOF00019.spu,JUL21LOF00020.spu,JUL21LOF00021.spu,JUL21LOF00022.spu,JUL21LOF00023.spu,JUL21LOF00024.spu,JUL21LOF00025.spu,JUL21LOF00026.spu,JUL21LOF00027.spu
  (nm),7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 
  time  ,:33:38 A,:33:55 A,:34:15 A,:34:25 A,:34:32 A,:35:05 A,:35:11 A,:35:18 A,:35:25 A,:35:32 A,:36:08 A,:36:15 A,:36:28 A,:36:38 A,:37:25 A,:37:30 A,:37:39 A,:37:46 A,:37:53 A,:38:19 A,:38:55 A,:39:01 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,
 727 , 0.330254 , 0.301016 , 0.241895 , 0.19895 , 0.289832 , 0.256359 , 0.274911 , 0.222429 , 0.261901 , 0.263464 , 0.25881 , 0.325337 , 0.299416 , 0.288688 , 0.226692 , 0.280153 , 0.265346 , 0.214275 , 0.285456 , 0.282303 , 0.247424 , 0.27285 
 728 , 0.336173 , 0.307401 , 0.24664 , 0.20247 , 0.295351 , 0.260705 , 0.279348 , 0.226678 , 0.267866 , 0.268049 , 0.264607 , 0.333069 , 0.305992 , 0.295234 , 0.230571 , 0.287434 , 0.270768 , 0.218873 , 0.291238 , 0.288265 , 0.251505 , 0.277253 
 729 , 0.3419 , 0.313526 , 0.25123 , 0.205866 , 0.300671 , 0.264883 , 0.283564 , 0.230778 , 0.273608 , 0.272462 , 0.270254 , 0.340561 , 0.312375 , 0.301583 , 0.234301 , 0.294474 , 0.276009 , 0.223251 , 0.296837 , 0.294009 , 0.255402 , 0.281488 
 730 , 0.34757 , 0.319591 , 0.255776 , 0.209228 , 0.305939 , 0.269018 , 0.287737 , 0.234843 , 0.279299 , 0.276836 , 0.275849 , 0.347979 , 0.318693 , 0.307866 , 0.237997 , 0.301445 , 0.281194 , 0.227589 , 0.302385 , 0.299696 , 0.259259 , 0.285678 
 731 , 0.352821 , 0.325174 , 0.259983 , 0.212322 , 0.310804 , 0.272734 , 0.291591 , 0.238525 , 0.284512 , 0.280848 , 0.281003 , 0.354891 , 0.324558 , 0.313707 , 0.241507 , 0.307954 , 0.285951 , 0.23155 , 0.307625 , 0.304958 , 0.262876 , 0.289592 
 732 , 0.357759 , 0.330465 , 0.263918 , 0.215198 , 0.31536 , 0.276173 , 0.295225 , 0.241937 , 0.289399 , 0.284614 , 0.285838 , 0.361466 , 0.330074 , 0.319274 , 0.244847 , 0.314187 , 0.290477 , 0.235286 , 0.312558 , 0.309948 , 0.266353 , 0.293327 
 733 , 0.362655 , 0.335706 , 0.267818 , 0.218051 , 0.319873 , 0.279581 , 0.298833 , 0.245317 , 0.294244 , 0.288349 , 0.290631 , 0.36798 , 0.335541 , 0.324787 , 0.248156 , 0.320363 , 0.294961 , 0.238983 , 0.317434 , 0.314892 , 0.269795 , 0.297032 
 734 , 0.367186 , 0.340559 , 0.271413 , 0.220674 , 0.324037 , 0.282722 , 0.302184 , 0.248477 , 0.298753 , 0.291805 , 0.295076 , 0.374053 , 0.340654 , 0.329935 , 0.251204 , 0.326154 , 0.299188 , 0.242475 , 0.321944 , 0.319486 , 0.272949 , 0.300412 
 735 , 0.371224 , 0.344902 , 0.274586 , 0.222974 , 0.327679 , 0.285465 , 0.305149 , 0.251308 , 0.302773 , 0.294843 , 0.298967 , 0.3794 , 0.345262 , 0.334506 , 0.25385 , 0.331367 , 0.30301 , 0.245693 , 0.325965 , 0.32356 , 0.27566 , 0.30327 
 736 , 0.375299 , 0.349283 , 0.27778 , 0.225285 , 0.331338 , 0.28822 , 0.308113 , 0.254139 , 0.306805 , 0.297887 , 0.302844 , 0.38472 , 0.349881 , 0.339076 , 0.256499 , 0.336574 , 0.306824 , 0.248926 , 0.33003 , 0.327637 , 0.278392 , 0.306123 
 737 , 0.379329 , 0.353618 , 0.28094 , 0.227573 , 0.334956 , 0.290944 , 0.311048 , 0.256942 , 0.310797 , 0.300897 , 0.306679 , 0.389983 , 0.354448 , 0.343594 , 0.259119 , 0.341725 , 0.310597 , 0.252127 , 0.334055 , 0.331674 , 0.281087 , 0.308951 
 738 , 0.38257 , 0.357112 , 0.283537 , 0.229559 , 0.337972 , 0.293231 , 0.31337 , 0.259216 , 0.314036 , 0.303334 , 0.309936 , 0.394295 , 0.358244 , 0.347347 , 0.261324 , 0.346015 , 0.313699 , 0.254688 , 0.337406 , 0.335127 , 0.28329 , 0.311358 
 739 , 0.385828 , 0.360612 , 0.286146 , 0.231585 , 0.34106 , 0.295563 , 0.315768 , 0.26154 , 0.317306 , 0.305822 , 0.313272 , 0.398759 , 0.362141 , 0.351181 , 0.263603 , 0.35039 , 0.316854 , 0.257253 , 0.340745 , 0.338668 , 0.285517 , 0.313839 
 740 , 0.38909 , 0.364116 , 0.288762 , 0.233612 , 0.344151 , 0.297901 , 0.318167 , 0.26387 , 0.32058 , 0.308308 , 0.316617 , 0.403227 , 0.366048 , 0.355021 , 0.265883 , 0.354773 , 0.320013 , 0.259816 , 0.344089 , 0.342205 , 0.287747 , 0.316326 
 741 , 0.391795 , 0.366948 , 0.290869 , 0.235228 , 0.346672 , 0.299761 , 0.320162 , 0.265802 , 0.323289 , 0.310361 , 0.319349 , 0.406927 , 0.3693 , 0.358137 , 0.267762 , 0.358386 , 0.322591 , 0.261891 , 0.346816 , 0.345166 , 0.289602 , 0.318355 
 742 , 0.394394 , 0.369634 , 0.292899 , 0.236747 , 0.349022 , 0.301497 , 0.32207 , 0.26767 , 0.32586 , 0.312348 , 0.321941 , 0.410346 , 0.372313 , 0.361051 , 0.269555 , 0.361759 , 0.325037 , 0.263928 , 0.349477 , 0.347945 , 0.291401 , 0.320224 
 743 , 0.397009 , 0.372325 , 0.294937 , 0.238273 , 0.351381 , 0.30324 , 0.323993 , 0.269545 , 0.328436 , 0.314349 , 0.324548 , 0.413782 , 0.375337 , 0.363974 , 0.27135 , 0.365148 , 0.327493 , 0.265968 , 0.352152 , 0.350735 , 0.293204 , 0.322106 
 744 , 0.399399 , 0.3748 , 0.296754 , 0.239646 , 0.353521 , 0.304813 , 0.325713 , 0.271229 , 0.330769 , 0.316134 , 0.326898 , 0.416894 , 0.378101 , 0.366665 , 0.272961 , 0.368219 , 0.329757 , 0.267828 , 0.354586 , 0.353291 , 0.294806 , 0.323742 
 745 , 0.401486 , 0.376961 , 0.298239 , 0.240813 , 0.355362 , 0.306182 , 0.327175 , 0.272642 , 0.332788 , 0.31757 , 0.328847 , 0.419534 , 0.380498 , 0.36897 , 0.274266 , 0.370791 , 0.331707 , 0.269379 , 0.356602 , 0.355521 , 0.296125 , 0.325075 
 746 , 0.403637 , 0.379172 , 0.299764 , 0.242013 , 0.357246 , 0.307594 , 0.328687 , 0.274091 , 0.334877 , 0.319021 , 0.330837 , 0.42224 , 0.382961 , 0.371313 , 0.275592 , 0.373415 , 0.33368 , 0.270951 , 0.358635 , 0.357813 , 0.297489 , 0.32648 
 747 , 0.405757 , 0.381355 , 0.301271 , 0.243197 , 0.359114 , 0.30899 , 0.330181 , 0.27552 , 0.336936 , 0.320454 , 0.332805 , 0.424921 , 0.385399 , 0.373627 , 0.276898 , 0.376015 , 0.335622 , 0.272501 , 0.36065 , 0.360077 , 0.298835 , 0.327869 
 748 , 0.407117 , 0.382782 , 0.302182 , 0.243872 , 0.360386 , 0.309752 , 0.331098 , 0.276338 , 0.338209 , 0.321371 , 0.334063 , 0.426721 , 0.387009 , 0.375183 , 0.277707 , 0.377741 , 0.336791 , 0.273436 , 0.362007 , 0.361552 , 0.299696 , 0.328844 
 749 , 0.408649 , 0.384375 , 0.303192 , 0.244645 , 0.361802 , 0.310631 , 0.332144 , 0.277277 , 0.339616 , 0.322472 , 0.335471 , 0.428762 , 0.388797 , 0.376971 , 0.278623 , 0.379639 , 0.338154 , 0.274478 , 0.363575 , 0.363173 , 0.300659 , 0.329935 
 750 , 0.41022 , 0.386008 , 0.304222 , 0.245436 , 0.363251 , 0.311535 , 0.33321 , 0.278235 , 0.341061 , 0.323599 , 0.336906 , 0.430853 , 0.390629 , 0.378798 , 0.279559 , 0.381581 , 0.339543 , 0.275549 , 0.365181 , 0.364832 , 0.301647 , 0.331057 
 751 , 0.411041 , 0.386966 , 0.304755 , 0.245808 , 0.363943 , 0.311917 , 0.333744 , 0.27871 , 0.341856 , 0.324222 , 0.337697 , 0.432041 , 0.391766 , 0.379794 , 0.280013 , 0.382694 , 0.340279 , 0.276207 , 0.366025 , 0.365648 , 0.302051 , 0.331609 
 752 , 0.412084 , 0.388151 , 0.305542 , 0.246322 , 0.364806 , 0.312457 , 0.334507 , 0.279328 , 0.34283 , 0.325037 , 0.338691 , 0.433355 , 0.393124 , 0.380907 , 0.280692 , 0.383968 , 0.341138 , 0.277072 , 0.366999 , 0.366606 , 0.302594 , 0.332325 
 753 , 0.413184 , 0.389397 , 0.306369 , 0.246867 , 0.365723 , 0.313027 , 0.335312 , 0.279979 , 0.343856 , 0.325893 , 0.339736 , 0.434737 , 0.394553 , 0.38208 , 0.281408 , 0.385317 , 0.342049 , 0.277985 , 0.368026 , 0.367619 , 0.303162 , 0.333077 
 754 , 0.413788 , 0.390135 , 0.307026 , 0.247318 , 0.36618 , 0.313408 , 0.335789 , 0.280306 , 0.344442 , 0.326424 , 0.340465 , 0.43559 , 0.395354 , 0.382828 , 0.281854 , 0.386256 , 0.342587 , 0.278683 , 0.36852 , 0.368278 , 0.3034 , 0.333509 
 755 , 0.413928 , 0.390366 , 0.307701 , 0.247891 , 0.366326 , 0.313822 , 0.336055 , 0.280411 , 0.344614 , 0.32673 , 0.341056 , 0.436098 , 0.395536 , 0.383225 , 0.282103 , 0.386947 , 0.342878 , 0.279306 , 0.36852 , 0.368744 , 0.303416 , 0.333751 
 756 , 0.414253 , 0.390782 , 0.308564 , 0.248636 , 0.366683 , 0.314424 , 0.33649 , 0.280668 , 0.344951 , 0.327216 , 0.341882 , 0.436881 , 0.395909 , 0.38383 , 0.282487 , 0.387896 , 0.343362 , 0.280105 , 0.368691 , 0.369424 , 0.303576 , 0.334173 
 757 , 0.414627 , 0.39124 , 0.309534 , 0.249481 , 0.36708 , 0.315109 , 0.336986 , 0.280981 , 0.345328 , 0.32777 , 0.3428 , 0.43777 , 0.396327 , 0.384498 , 0.282946 , 0.388951 , 0.343897 , 0.281006 , 0.368905 , 0.370187 , 0.30378 , 0.334647 
 758 , 0.415219 , 0.391737 , 0.31077 , 0.250634 , 0.367541 , 0.316061 , 0.337716 , 0.281585 , 0.345826 , 0.328613 , 0.343776 , 0.438785 , 0.396775 , 0.385151 , 0.28372 , 0.390223 , 0.344516 , 0.282107 , 0.369397 , 0.37109 , 0.304313 , 0.33517 
 759 , 0.415711 , 0.392115 , 0.311984 , 0.251756 , 0.367797 , 0.316951 , 0.338318 , 0.282042 , 0.346231 , 0.329309 , 0.344589 , 0.439507 , 0.397057 , 0.38564 , 0.284396 , 0.391383 , 0.344982 , 0.283162 , 0.369748 , 0.371823 , 0.304722 , 0.33553 
 760 , 0.416237 , 0.39252 , 0.313297 , 0.252979 , 0.368069 , 0.317915 , 0.338966 , 0.282532 , 0.346669 , 0.33006 , 0.345471 , 0.440288 , 0.397352 , 0.386165 , 0.285132 , 0.39264 , 0.345481 , 0.284309 , 0.370121 , 0.372612 , 0.305165 , 0.335916 
 761 , 0.418887 , 0.394975 , 0.315268 , 0.254795 , 0.370309 , 0.320045 , 0.341047 , 0.284305 , 0.348899 , 0.332174 , 0.347713 , 0.442911 , 0.399975 , 0.388468 , 0.286861 , 0.395154 , 0.347626 , 0.286297 , 0.372345 , 0.375056 , 0.30692 , 0.337942 
 762 , 0.420203 , 0.396215 , 0.31579 , 0.255482 , 0.371437 , 0.320924 , 0.341896 , 0.2852 , 0.34991 , 0.333194 , 0.348709 , 0.444102 , 0.401306 , 0.38949 , 0.287464 , 0.396059 , 0.348587 , 0.287171 , 0.373311 , 0.376259 , 0.307625 , 0.338919 
 763 , 0.421516 , 0.397459 , 0.316316 , 0.256172 , 0.372563 , 0.321811 , 0.342751 , 0.286097 , 0.350927 , 0.334212 , 0.349707 , 0.445295 , 0.40264 , 0.390513 , 0.288073 , 0.396969 , 0.349545 , 0.288048 , 0.374279 , 0.377465 , 0.308331 , 0.339893 
 764 , 0.423683 , 0.399542 , 0.31726 , 0.257097 , 0.374561 , 0.323005 , 0.344244 , 0.287511 , 0.352647 , 0.335787 , 0.351281 , 0.447347 , 0.404864 , 0.39233 , 0.28912 , 0.398551 , 0.35115 , 0.289178 , 0.376126 , 0.379412 , 0.309713 , 0.341508 
 765 , 0.425584 , 0.401427 , 0.317789 , 0.257544 , 0.37639 , 0.323641 , 0.345375 , 0.288685 , 0.354196 , 0.337003 , 0.352518 , 0.449151 , 0.407061 , 0.393974 , 0.289976 , 0.399904 , 0.352629 , 0.289778 , 0.377937 , 0.381158 , 0.311047 , 0.342991 
 766 , 0.426904 , 0.402771 , 0.31795 , 0.257685 , 0.377663 , 0.323906 , 0.346036 , 0.289472 , 0.355285 , 0.337782 , 0.353306 , 0.450397 , 0.408741 , 0.395108 , 0.290524 , 0.400792 , 0.353694 , 0.290044 , 0.379239 , 0.382401 , 0.31199 , 0.344062 
 767 , 0.42813 , 0.403995 , 0.318104 , 0.257828 , 0.378834 , 0.324161 , 0.346642 , 0.290194 , 0.356304 , 0.338503 , 0.354017 , 0.45155 , 0.4103 , 0.396153 , 0.291036 , 0.401616 , 0.354679 , 0.290306 , 0.380439 , 0.383543 , 0.31285 , 0.345047 
 768 , 0.429118 , 0.404856 , 0.318197 , 0.25802 , 0.379704 , 0.324434 , 0.347215 , 0.290709 , 0.357191 , 0.339146 , 0.35441 , 0.452501 , 0.411571 , 0.396952 , 0.291511 , 0.402251 , 0.355427 , 0.290641 , 0.381366 , 0.384328 , 0.313461 , 0.34571 
 769 , 0.430106 , 0.405724 , 0.318322 , 0.258279 , 0.380568 , 0.324698 , 0.348042 , 0.291222 , 0.358095 , 0.339839 , 0.3548 , 0.453421 , 0.412766 , 0.397786 , 0.291961 , 0.402884 , 0.356176 , 0.290991 , 0.382336 , 0.385103 , 0.314086 , 0.346328 
 770 , 0.431055 , 0.40656 , 0.318448 , 0.258526 , 0.381397 , 0.324958 , 0.348831 , 0.29171 , 0.358962 , 0.340505 , 0.355174 , 0.454305 , 0.413909 , 0.398582 , 0.292392 , 0.403488 , 0.356886 , 0.291328 , 0.383261 , 0.385847 , 0.31468 , 0.346922 
 771 , 0.431405 , 0.406773 , 0.318489 , 0.258788 , 0.38168 , 0.3251 , 0.349136 , 0.291792 , 0.359152 , 0.340759 , 0.355251 , 0.454593 , 0.414302 , 0.398922 , 0.292527 , 0.403706 , 0.357197 , 0.29148 , 0.383591 , 0.386176 , 0.314846 , 0.347161 
 772 , 0.432199 , 0.407396 , 0.318908 , 0.259282 , 0.382364 , 0.325569 , 0.349491 , 0.292119 , 0.359575 , 0.341253 , 0.35574 , 0.455301 , 0.415077 , 0.399551 , 0.29294 , 0.404237 , 0.357779 , 0.291945 , 0.384174 , 0.38698 , 0.315246 , 0.347711 
 773 , 0.432983 , 0.408009 , 0.319319 , 0.259772 , 0.383039 , 0.32603 , 0.349848 , 0.29244 , 0.359994 , 0.341741 , 0.356225 , 0.455998 , 0.415842 , 0.400171 , 0.293342 , 0.404758 , 0.358354 , 0.2924 , 0.384754 , 0.387771 , 0.315639 , 0.348247 
 774 , 0.433483 , 0.408371 , 0.319588 , 0.260062 , 0.38343 , 0.326267 , 0.350069 , 0.292625 , 0.360204 , 0.342076 , 0.356501 , 0.456388 , 0.416299 , 0.400464 , 0.293578 , 0.405025 , 0.358669 , 0.29269 , 0.385086 , 0.388312 , 0.315861 , 0.348579 
 775 , 0.433887 , 0.408636 , 0.319876 , 0.260306 , 0.383677 , 0.326491 , 0.350346 , 0.292831 , 0.360376 , 0.342456 , 0.356734 , 0.456633 , 0.416591 , 0.400666 , 0.293779 , 0.405296 , 0.35881 , 0.292902 , 0.385375 , 0.388705 , 0.316092 , 0.34889 
 776 , 0.434366 , 0.408955 , 0.320227 , 0.260603 , 0.383978 , 0.326793 , 0.350684 , 0.2931 , 0.360611 , 0.342912 , 0.357023 , 0.456945 , 0.416944 , 0.400961 , 0.294024 , 0.405665 , 0.358996 , 0.29315 , 0.38574 , 0.389141 , 0.316386 , 0.349271 
 777 , 0.434805 , 0.409257 , 0.320545 , 0.260891 , 0.384251 , 0.327071 , 0.350994 , 0.293359 , 0.360834 , 0.343345 , 0.357303 , 0.457221 , 0.417276 , 0.401229 , 0.294254 , 0.405994 , 0.359175 , 0.293384 , 0.386052 , 0.389553 , 0.316645 , 0.349629 
 778 , 0.435118 , 0.409559 , 0.32074 , 0.261166 , 0.384489 , 0.327282 , 0.351205 , 0.293632 , 0.361048 , 0.343713 , 0.357554 , 0.457426 , 0.41763 , 0.401392 , 0.294425 , 0.406121 , 0.359428 , 0.293607 , 0.386124 , 0.389903 , 0.316773 , 0.349899 
 779 , 0.435558 , 0.410006 , 0.321054 , 0.261528 , 0.384876 , 0.327623 , 0.351533 , 0.294011 , 0.361388 , 0.344206 , 0.35791 , 0.457861 , 0.418193 , 0.401611 , 0.294713 , 0.40633 , 0.359903 , 0.294001 , 0.386315 , 0.390363 , 0.31698 , 0.350292 
 780 , 0.436003 , 0.410456 , 0.32137 , 0.261893 , 0.385267 , 0.327968 , 0.35187 , 0.294393 , 0.361726 , 0.344702 , 0.358269 , 0.458301 , 0.418755 , 0.401837 , 0.294999 , 0.406536 , 0.360377 , 0.294404 , 0.386509 , 0.390831 , 0.317191 , 0.350684 
 781 , 0.436321 , 0.410794 , 0.321663 , 0.262185 , 0.385651 , 0.328276 , 0.352102 , 0.294569 , 0.361921 , 0.345116 , 0.358551 , 0.458584 , 0.419138 , 0.402021 , 0.295314 , 0.406729 , 0.360716 , 0.294717 , 0.386682 , 0.391216 , 0.317425 , 0.351014 
 782 , 0.436812 , 0.411251 , 0.322128 , 0.262623 , 0.386241 , 0.328656 , 0.352502 , 0.294804 , 0.362314 , 0.345636 , 0.358958 , 0.458967 , 0.419572 , 0.402516 , 0.295744 , 0.407113 , 0.361104 , 0.295065 , 0.387028 , 0.391799 , 0.317791 , 0.351485 
 783 , 0.437317 , 0.411715 , 0.322606 , 0.263073 , 0.386839 , 0.329044 , 0.352903 , 0.295047 , 0.36272 , 0.346163 , 0.359368 , 0.459362 , 0.420009 , 0.403023 , 0.296176 , 0.40751 , 0.361498 , 0.295415 , 0.387381 , 0.392389 , 0.318165 , 0.351958 
 784 , 0.43785 , 0.412162 , 0.322966 , 0.263444 , 0.387303 , 0.329327 , 0.353316 , 0.295334 , 0.363105 , 0.346633 , 0.359722 , 0.459731 , 0.420462 , 0.403453 , 0.296546 , 0.407895 , 0.36181 , 0.295784 , 0.387749 , 0.392855 , 0.318437 , 0.352379 
 785 , 0.43843 , 0.412605 , 0.323179 , 0.263726 , 0.387594 , 0.329569 , 0.353756 , 0.295731 , 0.363387 , 0.347074 , 0.360069 , 0.460124 , 0.420961 , 0.403742 , 0.296832 , 0.408284 , 0.362055 , 0.296212 , 0.388137 , 0.393216 , 0.318648 , 0.352742 
 786 , 0.439027 , 0.413063 , 0.323381 , 0.264014 , 0.387877 , 0.329832 , 0.354213 , 0.296157 , 0.363644 , 0.347527 , 0.360429 , 0.460536 , 0.421485 , 0.404016 , 0.29712 , 0.40868 , 0.362318 , 0.296659 , 0.388528 , 0.393597 , 0.31888 , 0.353118 
 787 , 0.439608 , 0.413514 , 0.32358 , 0.264336 , 0.388179 , 0.330113 , 0.35465 , 0.296564 , 0.363913 , 0.347963 , 0.360795 , 0.46095 , 0.422014 , 0.404318 , 0.297389 , 0.409065 , 0.362592 , 0.297097 , 0.388906 , 0.393995 , 0.319115 , 0.353519 
 788 , 0.440108 , 0.413963 , 0.323764 , 0.264813 , 0.388575 , 0.330469 , 0.354966 , 0.296803 , 0.364232 , 0.348301 , 0.361174 , 0.461377 , 0.422538 , 0.404778 , 0.297592 , 0.409378 , 0.362967 , 0.29748 , 0.389179 , 0.394497 , 0.319348 , 0.354049 
 789 , 0.440643 , 0.414469 , 0.323971 , 0.265315 , 0.389039 , 0.330813 , 0.35529 , 0.297028 , 0.364638 , 0.348669 , 0.361594 , 0.461856 , 0.423059 , 0.405326 , 0.297864 , 0.409754 , 0.363398 , 0.297889 , 0.389449 , 0.395056 , 0.319615 , 0.354593 
 790 , 0.441189 , 0.414992 , 0.324182 , 0.265825 , 0.389508 , 0.331166 , 0.35562 , 0.297262 , 0.36506 , 0.349046 , 0.362024 , 0.462351 , 0.423596 , 0.405885 , 0.298139 , 0.410141 , 0.363839 , 0.298308 , 0.389728 , 0.395625 , 0.319885 , 0.355153 
 791 , 0.441797 , 0.415542 , 0.324555 , 0.266205 , 0.390051 , 0.331558 , 0.35607 , 0.297557 , 0.365473 , 0.349574 , 0.362417 , 0.462997 , 0.424145 , 0.406427 , 0.298546 , 0.4106 , 0.364314 , 0.298669 , 0.390098 , 0.39625 , 0.320264 , 0.355686 
 792 , 0.442323 , 0.415958 , 0.324918 , 0.266499 , 0.39048 , 0.331872 , 0.356468 , 0.297839 , 0.365817 , 0.350078 , 0.362714 , 0.463462 , 0.424702 , 0.40685 , 0.298855 , 0.410937 , 0.364632 , 0.298896 , 0.390541 , 0.396716 , 0.320553 , 0.35617 
 793 , 0.442855 , 0.416375 , 0.325287 , 0.266805 , 0.39092 , 0.332192 , 0.356867 , 0.298123 , 0.366167 , 0.350593 , 0.363013 , 0.463935 , 0.425275 , 0.407279 , 0.299175 , 0.411286 , 0.364957 , 0.299129 , 0.390997 , 0.397194 , 0.320854 , 0.356662 
 794 , 0.44338 , 0.416787 , 0.32558 , 0.267096 , 0.391323 , 0.332474 , 0.357246 , 0.298444 , 0.366567 , 0.351121 , 0.363345 , 0.464319 , 0.425861 , 0.407702 , 0.299444 , 0.411575 , 0.365315 , 0.299382 , 0.391441 , 0.397663 , 0.321148 , 0.357077 
 795 , 0.443891 , 0.417253 , 0.325799 , 0.26741 , 0.391698 , 0.33276 , 0.357632 , 0.29873 , 0.366924 , 0.351646 , 0.363715 , 0.46464 , 0.426431 , 0.407997 , 0.29968 , 0.41176 , 0.365748 , 0.299746 , 0.391811 , 0.398151 , 0.321466 , 0.357396 
 796 , 0.444416 , 0.417735 , 0.32602 , 0.267744 , 0.392076 , 0.33306 , 0.358046 , 0.298999 , 0.367255 , 0.352172 , 0.364095 , 0.464982 , 0.427006 , 0.408264 , 0.299924 , 0.411933 , 0.366191 , 0.30014 , 0.392169 , 0.398654 , 0.321801 , 0.357712 
 797 , 0.444941 , 0.418224 , 0.326246 , 0.26811 , 0.392485 , 0.333371 , 0.358452 , 0.299241 , 0.367563 , 0.352695 , 0.364482 , 0.465329 , 0.427572 , 0.408526 , 0.300203 , 0.412122 , 0.366627 , 0.300527 , 0.392546 , 0.399178 , 0.322166 , 0.358051 
 798 , 0.445473 , 0.418682 , 0.326481 , 0.268541 , 0.393025 , 0.333689 , 0.358846 , 0.299422 , 0.367837 , 0.353153 , 0.36489 , 0.4657 , 0.428136 , 0.408827 , 0.30053 , 0.412397 , 0.366987 , 0.300819 , 0.392984 , 0.399733 , 0.322581 , 0.358444 
 799 , 0.446024 , 0.419151 , 0.326708 , 0.268978 , 0.393634 , 0.334031 , 0.359268 , 0.29967 , 0.36819 , 0.353592 , 0.365311 , 0.466102 , 0.428743 , 0.409254 , 0.300841 , 0.412742 , 0.367349 , 0.301068 , 0.393438 , 0.400322 , 0.322957 , 0.358835 
 800 , 0.446583 , 0.419626 , 0.326945 , 0.269418 , 0.39425 , 0.334377 , 0.359696 , 0.299915 , 0.368549 , 0.354042 , 0.365742 , 0.466507 , 0.429358 , 0.409688 , 0.301156 , 0.413093 , 0.367722 , 0.301326 , 0.393904 , 0.400922 , 0.323343 , 0.359231 
 801 , 0.447093 , 0.420053 , 0.327171 , 0.269614 , 0.394728 , 0.334575 , 0.360076 , 0.300245 , 0.368972 , 0.354476 , 0.366035 , 0.466911 , 0.429876 , 0.410048 , 0.30139 , 0.413478 , 0.367988 , 0.301654 , 0.394261 , 0.40136 , 0.323612 , 0.359553 
 802 , 0.447562 , 0.420402 , 0.327404 , 0.269787 , 0.395112 , 0.33482 , 0.36038 , 0.300556 , 0.369369 , 0.354964 , 0.366202 , 0.467425 , 0.430399 , 0.410317 , 0.301714 , 0.413879 , 0.368268 , 0.302067 , 0.394587 , 0.401774 , 0.323951 , 0.360043 
 803 , 0.44804 , 0.420763 , 0.327644 , 0.269963 , 0.395507 , 0.335072 , 0.360688 , 0.300872 , 0.369776 , 0.355472 , 0.366377 , 0.46795 , 0.430929 , 0.410592 , 0.302044 , 0.414293 , 0.368558 , 0.302486 , 0.394929 , 0.402196 , 0.324302 , 0.360542 
 804 , 0.448345 , 0.420992 , 0.327735 , 0.270119 , 0.395794 , 0.335329 , 0.360842 , 0.301067 , 0.370067 , 0.355782 , 0.366482 , 0.468275 , 0.431378 , 0.410805 , 0.302207 , 0.414516 , 0.368792 , 0.30275 , 0.395114 , 0.402484 , 0.324421 , 0.361014 
 805 , 0.44874 , 0.421342 , 0.327857 , 0.270302 , 0.396204 , 0.335592 , 0.360987 , 0.301329 , 0.370331 , 0.356042 , 0.36675 , 0.468556 , 0.431829 , 0.411127 , 0.302289 , 0.414661 , 0.369046 , 0.302923 , 0.395344 , 0.402874 , 0.324444 , 0.361412 
 806 , 0.449187 , 0.421744 , 0.328008 , 0.270507 , 0.396667 , 0.335864 , 0.361162 , 0.301626 , 0.370611 , 0.356319 , 0.367072 , 0.468864 , 0.432308 , 0.41149 , 0.302378 , 0.414824 , 0.369323 , 0.303109 , 0.395615 , 0.403318 , 0.324485 , 0.361803 
 807 , 0.449534 , 0.422053 , 0.328158 , 0.270683 , 0.397001 , 0.33603 , 0.36131 , 0.30186 , 0.370771 , 0.356537 , 0.367286 , 0.469112 , 0.432655 , 0.411742 , 0.302456 , 0.414931 , 0.369488 , 0.303238 , 0.395813 , 0.403695 , 0.324489 , 0.362112 
 808 , 0.449743 , 0.422264 , 0.328413 , 0.270913 , 0.397104 , 0.336086 , 0.361564 , 0.302017 , 0.370777 , 0.356767 , 0.367381 , 0.469325 , 0.432793 , 0.411873 , 0.302611 , 0.415094 , 0.369535 , 0.303322 , 0.39599 , 0.403998 , 0.32456 , 0.36235 
 809 , 0.450133 , 0.422641 , 0.328794 , 0.271276 , 0.397358 , 0.336295 , 0.36203 , 0.302298 , 0.370974 , 0.357207 , 0.367647 , 0.469676 , 0.433081 , 0.412196 , 0.302905 , 0.415464 , 0.369755 , 0.303517 , 0.396352 , 0.404434 , 0.324796 , 0.36277 
