AUG5MAT00005.spu,AUG5MAT00004.spu,AUG5MAT00003.spu,
Wavelength,AUG5MAT00006.spu,AUG5MAT00007.spu,AUG5MAT00008.spu,AUG5MAT00009.spu,AUG5MAT00010.spu,AUG5MAT00011.spu,AUG5MAT00012.spu,AUG5MAT00013.spu,AUG5MAT00014.spu,AUG5MAT00015.spu,AUG5MAT00016.spu,AUG5MAT00017.spu,AUG5MAT00018.spu,AUG5MAT00019.spu,AUG5MAT00020.spu,AUG5MAT00021.spu,AUG5MAT00022.spu,AUG5MAT00023.spu,AUG5MAT00024.spu,AUG5MAT00025.spu,AUG5MAT00026.spu,AUG5MAT00027.spu,AUG5MAT00028.spu,AUG5MAT00029.spu,AUG5MAT00030.spu,AUG5MAT00031.spu,AUG5MAT00032.spu,AUG5MAT00033.spu,AUG5MAT00034.spu,AUG5MAT00035.spu,AUG5MAT00036.spu,AUG5MAT00037.spu,AUG5MAT00038.spu,AUG5MAT00039.spu,AUG5MAT00040.spu,AUG5MAT00041.spu,AUG5MAT00042.spu,AUG5MAT00043.spu,AUG5MAT00044.spu,AUG5MAT00045.spu,AUG5MAT00046.spu,AUG5MAT00047.spu,AUG5MAT00048.spu,AUG5MAT00049.spu,AUG5MAT00050.spu,AUG5MAT00051.spu,AUG5MAT00052.spu,AUG5MAT00053.spu,AUG5MAT00054.spu,AUG5MAT00055.spu,AUG5MAT00056.spu,AUG5MAT00057.spu,AUG5MAT00058.spu,AUG5MAT00059.spu,AUG5MAT00060.spu,AUG5MAT00061.spu,AUG5MAT00062.spu,AUG5MAT00063.spu,AUG5MAT00064.spu,AUG5MAT00065.spu,AUG5MAT00066.spu,AUG5MAT00067.spu,AUG5MAT00068.spu,AUG5MAT00069.spu,AUG5MAT00070.spu,AUG5MAT00071.spu,AUG5MAT00072.spu,AUG5MAT00073.spu,AUG5MAT00074.spu,AUG5MAT00075.spu,AUG5MAT00076.spu,AUG5MAT00077.spu,AUG5MAT00078.spu,AUG5MAT00079.spu,AUG5MAT00080.spu,AUG5MAT00081.spu,AUG5MAT00082.spu,AUG5MAT00083.spu,AUG5MAT00084.spu,AUG5MAT00085.spu
 751 , 0.362463 , 0.356574 , 0.314025 , 0.247311 , 0.207344 , 0.270225 , 0.348342 , 0.260047 , 0.254903 , 0.309622 , 0.200957 , 0.134602 , 0.297934 , 0.290264 , 0.340018 , 0.28569 , 0.116362 , 0.186762 , 0.27069 , 0.303594 , 0.395519 , 0.280137 , 0.34686 , 0.301307 , 0.248696 , 0.358405 , 0.240717 , 0.275383 , 0.300396 , 0.323025 , 0.289781 , 0.196945 , 0.31484 , 0.385442 , 0.189933 , 0.259477 , 0.418525 , 0.137648 , 0.069388 , 0.292427 , 0.253444 , 0.290089 , 0.266977 , 0.196218 , 0.203 , 0.254889 , 0.231055 , 0.247743 , 0.247205 , 0.254747 , 0.282492 , 0.132306 , 0.325248 , 0.297585 , 0.19417 , 0.302343 , 0.27121 , 0.347086 , 0.299573 , 0.345075 , 0.234749 , 0.129462 , 0.224889 , 0.088837 , 0.287494 , 0.244693 , 0.24674 , 0.221608 , 0.234363 , 0.393181 , 0.382815 , 0.342655 , 0.341987 , 0.299619 , 0.260862 , 0.256652 , 0.115226 , 0.279704 , 0.280956 , 0.307721 
 752 , 0.363369 , 0.357628 , 0.31501 , 0.247952 , 0.207813 , 0.271051 , 0.349366 , 0.260674 , 0.255527 , 0.31043 , 0.201519 , 0.134784 , 0.298671 , 0.291188 , 0.340828 , 0.286368 , 0.116523 , 0.187341 , 0.271507 , 0.304523 , 0.396624 , 0.28076 , 0.347749 , 0.302039 , 0.249238 , 0.359245 , 0.241239 , 0.275963 , 0.300952 , 0.323779 , 0.290436 , 0.197321 , 0.315614 , 0.386321 , 0.19035 , 0.260384 , 0.419663 , 0.137968 , 0.06956 , 0.293201 , 0.254039 , 0.290768 , 0.267614 , 0.196662 , 0.203371 , 0.255481 , 0.231401 , 0.248335 , 0.247703 , 0.255117 , 0.283419 , 0.132747 , 0.326115 , 0.298694 , 0.194584 , 0.30308 , 0.271821 , 0.347947 , 0.300205 , 0.346113 , 0.235405 , 0.129724 , 0.225351 , 0.088987 , 0.28834 , 0.245455 , 0.247556 , 0.222075 , 0.234843 , 0.394334 , 0.383916 , 0.34374 , 0.342809 , 0.300242 , 0.261453 , 0.257076 , 0.115389 , 0.280276 , 0.281599 , 0.308481 
 753 , 0.364322 , 0.358738 , 0.316043 , 0.248626 , 0.208303 , 0.271917 , 0.35045 , 0.261335 , 0.256185 , 0.311276 , 0.20211 , 0.134975 , 0.299443 , 0.292157 , 0.341682 , 0.287085 , 0.116692 , 0.187948 , 0.272369 , 0.305498 , 0.397787 , 0.281418 , 0.348687 , 0.302812 , 0.249812 , 0.360131 , 0.241787 , 0.276578 , 0.301539 , 0.324571 , 0.291132 , 0.197717 , 0.31643 , 0.387247 , 0.19079 , 0.261344 , 0.420866 , 0.138312 , 0.069737 , 0.294017 , 0.254667 , 0.291483 , 0.268285 , 0.197131 , 0.203758 , 0.256111 , 0.231764 , 0.248954 , 0.248229 , 0.255502 , 0.284395 , 0.133208 , 0.32703 , 0.299863 , 0.195022 , 0.303855 , 0.272471 , 0.348853 , 0.300874 , 0.347206 , 0.236088 , 0.129996 , 0.225839 , 0.089142 , 0.289236 , 0.246254 , 0.248419 , 0.222563 , 0.23535 , 0.395545 , 0.385074 , 0.344875 , 0.34368 , 0.300897 , 0.262078 , 0.257514 , 0.115566 , 0.280879 , 0.282277 , 0.309277 
 754 , 0.365109 , 0.359579 , 0.316781 , 0.249152 , 0.208772 , 0.272546 , 0.351138 , 0.261909 , 0.256672 , 0.31187 , 0.202842 , 0.135203 , 0.299917 , 0.293038 , 0.342226 , 0.287596 , 0.11699 , 0.18841 , 0.272881 , 0.306191 , 0.39874 , 0.282052 , 0.34944 , 0.303461 , 0.250426 , 0.360844 , 0.242245 , 0.277076 , 0.302075 , 0.325097 , 0.291661 , 0.198135 , 0.317028 , 0.387862 , 0.191038 , 0.262123 , 0.421725 , 0.138501 , 0.069885 , 0.294531 , 0.255221 , 0.292275 , 0.268667 , 0.197605 , 0.204251 , 0.256542 , 0.232278 , 0.249486 , 0.248691 , 0.255868 , 0.285159 , 0.133608 , 0.327818 , 0.30074 , 0.195312 , 0.304405 , 0.273155 , 0.349538 , 0.301438 , 0.348231 , 0.23645 , 0.130296 , 0.226339 , 0.089238 , 0.289987 , 0.246938 , 0.249031 , 0.223027 , 0.235813 , 0.39655 , 0.385992 , 0.345696 , 0.344478 , 0.301414 , 0.262746 , 0.257863 , 0.115744 , 0.281183 , 0.282922 , 0.309856 
 755 , 0.365594 , 0.359978 , 0.316937 , 0.249422 , 0.209161 , 0.27274 , 0.351158 , 0.262352 , 0.256825 , 0.312038 , 0.203747 , 0.135497 , 0.299885 , 0.29369 , 0.342239 , 0.287784 , 0.117486 , 0.18859 , 0.272787 , 0.306371 , 0.399248 , 0.282656 , 0.349852 , 0.303924 , 0.251088 , 0.361158 , 0.242553 , 0.277377 , 0.302501 , 0.325154 , 0.29186 , 0.198557 , 0.317237 , 0.387905 , 0.190925 , 0.262576 , 0.422004 , 0.138422 , 0.069985 , 0.294471 , 0.255627 , 0.29317 , 0.268533 , 0.198056 , 0.204884 , 0.256545 , 0.233007 , 0.249886 , 0.249081 , 0.256189 , 0.285487 , 0.133911 , 0.328364 , 0.301032 , 0.195342 , 0.304546 , 0.273868 , 0.349731 , 0.301724 , 0.349015 , 0.236212 , 0.130607 , 0.226812 , 0.089218 , 0.290447 , 0.247387 , 0.249156 , 0.223414 , 0.236189 , 0.397166 , 0.386487 , 0.345964 , 0.34506 , 0.301654 , 0.263437 , 0.258028 , 0.115886 , 0.280906 , 0.283447 , 0.309974 
 756 , 0.366115 , 0.360421 , 0.317076 , 0.249722 , 0.209573 , 0.272939 , 0.351175 , 0.262844 , 0.256963 , 0.312221 , 0.204718 , 0.135827 , 0.299849 , 0.29437 , 0.342252 , 0.287997 , 0.118033 , 0.188775 , 0.272681 , 0.306546 , 0.399764 , 0.283315 , 0.350294 , 0.304437 , 0.251803 , 0.361471 , 0.242885 , 0.277705 , 0.302956 , 0.325207 , 0.29206 , 0.19901 , 0.317456 , 0.387931 , 0.19079 , 0.263069 , 0.422306 , 0.138325 , 0.070095 , 0.294389 , 0.256063 , 0.294141 , 0.268384 , 0.198542 , 0.205567 , 0.256513 , 0.233784 , 0.250332 , 0.249516 , 0.256536 , 0.285813 , 0.134248 , 0.328947 , 0.301315 , 0.195364 , 0.30469 , 0.274631 , 0.349895 , 0.302004 , 0.349825 , 0.235939 , 0.130935 , 0.227316 , 0.089193 , 0.290921 , 0.247857 , 0.249268 , 0.22383 , 0.236596 , 0.397833 , 0.387031 , 0.346254 , 0.345659 , 0.301897 , 0.264185 , 0.258195 , 0.116032 , 0.280569 , 0.28399 , 0.31006 
 757 , 0.366688 , 0.36091 , 0.317218 , 0.250052 , 0.210028 , 0.273151 , 0.351188 , 0.263372 , 0.25713 , 0.312411 , 0.205783 , 0.136193 , 0.299809 , 0.295123 , 0.342244 , 0.288238 , 0.118634 , 0.188993 , 0.272578 , 0.30675 , 0.400339 , 0.284046 , 0.350784 , 0.305 , 0.252608 , 0.36182 , 0.243271 , 0.27808 , 0.303472 , 0.325266 , 0.292286 , 0.199518 , 0.317701 , 0.387962 , 0.190644 , 0.263611 , 0.422626 , 0.138233 , 0.070223 , 0.294293 , 0.256548 , 0.295227 , 0.268226 , 0.199086 , 0.206323 , 0.256492 , 0.23466 , 0.250831 , 0.250005 , 0.256933 , 0.28617 , 0.134627 , 0.329604 , 0.301628 , 0.195404 , 0.304841 , 0.275486 , 0.350086 , 0.302318 , 0.350733 , 0.23564 , 0.131301 , 0.227887 , 0.089166 , 0.291456 , 0.248378 , 0.249382 , 0.22429 , 0.237052 , 0.398566 , 0.387634 , 0.346568 , 0.346334 , 0.302177 , 0.265013 , 0.258401 , 0.116209 , 0.280195 , 0.284585 , 0.310159 
 758 , 0.367294 , 0.361526 , 0.317259 , 0.250485 , 0.210608 , 0.273286 , 0.351208 , 0.263808 , 0.257442 , 0.312522 , 0.20695 , 0.136619 , 0.29975 , 0.296049 , 0.342057 , 0.288639 , 0.119376 , 0.189413 , 0.272665 , 0.307128 , 0.401122 , 0.284975 , 0.351437 , 0.305648 , 0.253695 , 0.36231 , 0.243886 , 0.278689 , 0.304211 , 0.325402 , 0.292647 , 0.200249 , 0.318066 , 0.388103 , 0.190509 , 0.264204 , 0.422916 , 0.138285 , 0.070438 , 0.294253 , 0.257162 , 0.296619 , 0.268092 , 0.199777 , 0.207267 , 0.256626 , 0.235892 , 0.251497 , 0.250643 , 0.257573 , 0.286604 , 0.135098 , 0.330535 , 0.301948 , 0.195582 , 0.304958 , 0.276548 , 0.350476 , 0.302778 , 0.351908 , 0.235337 , 0.131822 , 0.228766 , 0.089221 , 0.29212 , 0.248982 , 0.24943 , 0.224814 , 0.237605 , 0.399391 , 0.388271 , 0.346836 , 0.347247 , 0.302638 , 0.266094 , 0.258898 , 0.116604 , 0.279837 , 0.285237 , 0.310334 
 759 , 0.367993 , 0.362232 , 0.31734 , 0.251005 , 0.211316 , 0.273486 , 0.351249 , 0.264323 , 0.257833 , 0.312651 , 0.208237 , 0.137092 , 0.299627 , 0.297123 , 0.341913 , 0.289074 , 0.120203 , 0.189869 , 0.27278 , 0.30762 , 0.402108 , 0.286023 , 0.35218 , 0.306356 , 0.254889 , 0.362897 , 0.244538 , 0.279369 , 0.305023 , 0.325595 , 0.293136 , 0.201068 , 0.318528 , 0.388378 , 0.190389 , 0.264862 , 0.423302 , 0.138369 , 0.070677 , 0.294259 , 0.257809 , 0.29813 , 0.267908 , 0.200525 , 0.208298 , 0.256798 , 0.237233 , 0.252212 , 0.251328 , 0.258291 , 0.287123 , 0.135608 , 0.331561 , 0.30229 , 0.195756 , 0.305074 , 0.277703 , 0.350973 , 0.303329 , 0.353181 , 0.235014 , 0.132393 , 0.229712 , 0.089275 , 0.292837 , 0.249643 , 0.24954 , 0.225374 , 0.238178 , 0.400311 , 0.388855 , 0.347121 , 0.348287 , 0.303146 , 0.267248 , 0.259447 , 0.117058 , 0.279504 , 0.285925 , 0.310587 
 760 , 0.368749 , 0.362995 , 0.317426 , 0.251571 , 0.21209 , 0.273707 , 0.351288 , 0.264887 , 0.258259 , 0.312789 , 0.20964 , 0.137602 , 0.299491 , 0.298294 , 0.341755 , 0.289544 , 0.121103 , 0.190367 , 0.272909 , 0.308156 , 0.403175 , 0.287164 , 0.352983 , 0.307123 , 0.256185 , 0.36353 , 0.245243 , 0.280105 , 0.305907 , 0.3258 , 0.293666 , 0.201956 , 0.319031 , 0.38867 , 0.190259 , 0.265577 , 0.423715 , 0.138461 , 0.070934 , 0.294266 , 0.258508 , 0.299768 , 0.267713 , 0.201341 , 0.209414 , 0.256987 , 0.23869 , 0.252993 , 0.252077 , 0.259067 , 0.287686 , 0.136161 , 0.332677 , 0.302659 , 0.195948 , 0.305199 , 0.278955 , 0.351509 , 0.303926 , 0.354564 , 0.234663 , 0.133016 , 0.230744 , 0.08933 , 0.293623 , 0.250364 , 0.249655 , 0.225984 , 0.238798 , 0.401306 , 0.389492 , 0.34743 , 0.34942 , 0.303692 , 0.268497 , 0.260043 , 0.11755 , 0.279138 , 0.286676 , 0.310859 
 761 , 0.369672 , 0.364082 , 0.318302 , 0.252381 , 0.212761 , 0.274698 , 0.352314 , 0.265728 , 0.259038 , 0.313552 , 0.210457 , 0.138193 , 0.300319 , 0.299398 , 0.342609 , 0.290308 , 0.121662 , 0.1909 , 0.273859 , 0.309213 , 0.404596 , 0.288159 , 0.354226 , 0.308081 , 0.257012 , 0.364557 , 0.246025 , 0.280886 , 0.306739 , 0.32673 , 0.294529 , 0.202531 , 0.319999 , 0.389776 , 0.190699 , 0.266471 , 0.424938 , 0.138823 , 0.071209 , 0.295072 , 0.259226 , 0.30084 , 0.268233 , 0.201929 , 0.210046 , 0.257615 , 0.239546 , 0.253786 , 0.252842 , 0.259746 , 0.288707 , 0.13671 , 0.333912 , 0.303769 , 0.196494 , 0.305959 , 0.2799 , 0.352556 , 0.304855 , 0.355837 , 0.235238 , 0.133475 , 0.231542 , 0.089607 , 0.29457 , 0.251126 , 0.250337 , 0.226605 , 0.239463 , 0.402671 , 0.390657 , 0.348513 , 0.350585 , 0.304581 , 0.269405 , 0.260946 , 0.117834 , 0.27975 , 0.287406 , 0.311759 
 762 , 0.370682 , 0.365301 , 0.319535 , 0.253175 , 0.213328 , 0.275874 , 0.353593 , 0.266665 , 0.259923 , 0.314635 , 0.211031 , 0.138808 , 0.301581 , 0.30049 , 0.34383 , 0.29118 , 0.122072 , 0.191458 , 0.27509 , 0.310368 , 0.406051 , 0.289167 , 0.355574 , 0.30913 , 0.257791 , 0.365745 , 0.246845 , 0.281696 , 0.30765 , 0.327928 , 0.295434 , 0.202982 , 0.321117 , 0.391089 , 0.191366 , 0.267458 , 0.426449 , 0.139285 , 0.07149 , 0.296144 , 0.26001 , 0.301764 , 0.269131 , 0.202436 , 0.210587 , 0.258419 , 0.240249 , 0.254601 , 0.253597 , 0.260335 , 0.289896 , 0.137259 , 0.335221 , 0.305197 , 0.197211 , 0.306989 , 0.280715 , 0.353768 , 0.305894 , 0.357045 , 0.236151 , 0.133913 , 0.232305 , 0.089981 , 0.295553 , 0.25196 , 0.25114 , 0.227304 , 0.240235 , 0.403965 , 0.392084 , 0.349793 , 0.351714 , 0.305601 , 0.270254 , 0.261912 , 0.118043 , 0.280641 , 0.288191 , 0.312806 
 763 , 0.371692 , 0.366516 , 0.320768 , 0.253967 , 0.213891 , 0.27705 , 0.354871 , 0.267606 , 0.260809 , 0.315712 , 0.211607 , 0.139423 , 0.302842 , 0.301584 , 0.345049 , 0.292057 , 0.122478 , 0.192019 , 0.276327 , 0.311526 , 0.407508 , 0.290183 , 0.35692 , 0.310182 , 0.258567 , 0.36694 , 0.247663 , 0.282502 , 0.308556 , 0.329126 , 0.29634 , 0.203434 , 0.322237 , 0.3924 , 0.192037 , 0.268449 , 0.427967 , 0.139745 , 0.07177 , 0.297215 , 0.260795 , 0.302685 , 0.270028 , 0.202946 , 0.211124 , 0.259221 , 0.240949 , 0.255413 , 0.254358 , 0.260924 , 0.291086 , 0.137807 , 0.336535 , 0.306622 , 0.197931 , 0.308017 , 0.281526 , 0.354977 , 0.306935 , 0.358255 , 0.237067 , 0.134344 , 0.233075 , 0.090359 , 0.296538 , 0.252797 , 0.251945 , 0.228005 , 0.241009 , 0.405256 , 0.393514 , 0.351077 , 0.35284 , 0.306622 , 0.271106 , 0.262881 , 0.11825 , 0.28154 , 0.288977 , 0.313852 
 764 , 0.37274 , 0.367903 , 0.322206 , 0.254763 , 0.214424 , 0.278366 , 0.356461 , 0.268431 , 0.261663 , 0.317017 , 0.211863 , 0.139875 , 0.304375 , 0.302454 , 0.346549 , 0.293053 , 0.12261 , 0.192632 , 0.277805 , 0.312805 , 0.408936 , 0.291054 , 0.358269 , 0.311235 , 0.25908 , 0.368186 , 0.248428 , 0.283268 , 0.309373 , 0.330503 , 0.297283 , 0.203708 , 0.323434 , 0.393907 , 0.192919 , 0.269431 , 0.429646 , 0.140368 , 0.072039 , 0.298593 , 0.261544 , 0.303253 , 0.271238 , 0.203325 , 0.211393 , 0.260184 , 0.241217 , 0.256118 , 0.255064 , 0.261467 , 0.292446 , 0.138346 , 0.337709 , 0.308218 , 0.198715 , 0.309258 , 0.282063 , 0.356325 , 0.30794 , 0.3593 , 0.238319 , 0.134631 , 0.233655 , 0.090778 , 0.297475 , 0.253622 , 0.25291 , 0.228635 , 0.241697 , 0.406553 , 0.394975 , 0.352537 , 0.353792 , 0.307661 , 0.271639 , 0.263785 , 0.118398 , 0.282784 , 0.289698 , 0.315068 
 765 , 0.373742 , 0.369452 , 0.323729 , 0.255545 , 0.214917 , 0.279796 , 0.358505 , 0.268999 , 0.262424 , 0.318462 , 0.211703 , 0.140095 , 0.306126 , 0.302966 , 0.348148 , 0.294121 , 0.122383 , 0.193291 , 0.279528 , 0.314217 , 0.410288 , 0.291615 , 0.359562 , 0.312197 , 0.259173 , 0.369388 , 0.249103 , 0.28391 , 0.309954 , 0.332029 , 0.298226 , 0.203739 , 0.324619 , 0.395559 , 0.194 , 0.270279 , 0.431315 , 0.141158 , 0.072279 , 0.30026 , 0.26222 , 0.30332 , 0.272722 , 0.203485 , 0.211244 , 0.261285 , 0.240884 , 0.256649 , 0.255686 , 0.261957 , 0.293912 , 0.138865 , 0.338608 , 0.309872 , 0.199544 , 0.310689 , 0.282248 , 0.357733 , 0.308846 , 0.360207 , 0.239908 , 0.134679 , 0.233969 , 0.091199 , 0.298316 , 0.25431 , 0.254061 , 0.229093 , 0.242169 , 0.407905 , 0.396404 , 0.354182 , 0.354491 , 0.308655 , 0.271673 , 0.26459 , 0.118465 , 0.284418 , 0.290325 , 0.31646 
 766 , 0.374664 , 0.370916 , 0.325119 , 0.256292 , 0.2154 , 0.281144 , 0.360478 , 0.269508 , 0.263137 , 0.319795 , 0.211547 , 0.140296 , 0.307745 , 0.303437 , 0.349584 , 0.295116 , 0.122175 , 0.193913 , 0.281153 , 0.31556 , 0.411567 , 0.29211 , 0.360783 , 0.313087 , 0.259243 , 0.370492 , 0.249743 , 0.2845 , 0.310473 , 0.333453 , 0.299119 , 0.203768 , 0.325716 , 0.397098 , 0.195001 , 0.271047 , 0.43283 , 0.141895 , 0.072498 , 0.30182 , 0.262854 , 0.303368 , 0.274098 , 0.203618 , 0.211078 , 0.262317 , 0.240561 , 0.257148 , 0.256283 , 0.26244 , 0.295271 , 0.139363 , 0.339437 , 0.311397 , 0.200321 , 0.312026 , 0.282424 , 0.359034 , 0.309699 , 0.361102 , 0.241395 , 0.134713 , 0.234263 , 0.091589 , 0.299115 , 0.254925 , 0.255153 , 0.229508 , 0.242593 , 0.409226 , 0.397745 , 0.355746 , 0.355154 , 0.309585 , 0.271685 , 0.265359 , 0.118527 , 0.285967 , 0.290917 , 0.317773 
 767 , 0.375505 , 0.37227 , 0.326405 , 0.256981 , 0.215849 , 0.282385 , 0.362291 , 0.269989 , 0.263812 , 0.321018 , 0.211412 , 0.140503 , 0.309229 , 0.303883 , 0.350896 , 0.29602 , 0.121997 , 0.194497 , 0.28265 , 0.316796 , 0.412763 , 0.292588 , 0.361921 , 0.313913 , 0.25932 , 0.37153 , 0.250346 , 0.285045 , 0.310961 , 0.334767 , 0.29994 , 0.203809 , 0.326729 , 0.39853 , 0.195927 , 0.271753 , 0.434229 , 0.142573 , 0.07271 , 0.303248 , 0.263446 , 0.30344 , 0.275358 , 0.203749 , 0.210923 , 0.263268 , 0.240294 , 0.257602 , 0.256839 , 0.262898 , 0.296518 , 0.139826 , 0.340231 , 0.312802 , 0.201045 , 0.313255 , 0.282605 , 0.360226 , 0.3105 , 0.361949 , 0.242752 , 0.134755 , 0.234555 , 0.091955 , 0.299853 , 0.255486 , 0.256158 , 0.229881 , 0.242985 , 0.410451 , 0.398977 , 0.357178 , 0.35578 , 0.310454 , 0.271716 , 0.266092 , 0.118598 , 0.287389 , 0.291464 , 0.318985 
 768 , 0.376126 , 0.373284 , 0.327476 , 0.257533 , 0.216262 , 0.283376 , 0.363558 , 0.270468 , 0.264494 , 0.321929 , 0.211417 , 0.14079 , 0.310288 , 0.304383 , 0.351969 , 0.296646 , 0.122005 , 0.195066 , 0.283858 , 0.317736 , 0.413839 , 0.293152 , 0.362915 , 0.314623 , 0.259507 , 0.372494 , 0.250921 , 0.285497 , 0.311441 , 0.335787 , 0.300591 , 0.203965 , 0.327618 , 0.39971 , 0.196687 , 0.272309 , 0.435361 , 0.143063 , 0.072927 , 0.304314 , 0.263943 , 0.303676 , 0.276281 , 0.203923 , 0.21082 , 0.264049 , 0.240327 , 0.257937 , 0.257331 , 0.263342 , 0.297509 , 0.140225 , 0.341086 , 0.313911 , 0.20165 , 0.314173 , 0.282866 , 0.361152 , 0.311244 , 0.362718 , 0.243725 , 0.134894 , 0.23495 , 0.092314 , 0.300485 , 0.25594 , 0.256908 , 0.23017 , 0.243344 , 0.411538 , 0.399889 , 0.358241 , 0.356404 , 0.311244 , 0.27197 , 0.266859 , 0.118749 , 0.288436 , 0.291921 , 0.31995 
 769 , 0.376741 , 0.374183 , 0.328553 , 0.258052 , 0.216606 , 0.28435 , 0.364667 , 0.270955 , 0.26518 , 0.322815 , 0.211484 , 0.141071 , 0.311325 , 0.304887 , 0.35319 , 0.297304 , 0.12202 , 0.195613 , 0.285031 , 0.318614 , 0.414847 , 0.293728 , 0.363907 , 0.315333 , 0.259714 , 0.373469 , 0.251504 , 0.285952 , 0.311955 , 0.336767 , 0.301238 , 0.20414 , 0.328544 , 0.400872 , 0.197436 , 0.272893 , 0.436511 , 0.143547 , 0.073138 , 0.305352 , 0.264426 , 0.303916 , 0.277209 , 0.20414 , 0.210748 , 0.264844 , 0.240364 , 0.258278 , 0.257836 , 0.263768 , 0.298533 , 0.140578 , 0.341967 , 0.315089 , 0.202231 , 0.315098 , 0.283126 , 0.362085 , 0.31196 , 0.363383 , 0.244689 , 0.135043 , 0.235353 , 0.092676 , 0.301146 , 0.256456 , 0.257652 , 0.230489 , 0.243714 , 0.412634 , 0.400803 , 0.359301 , 0.35706 , 0.312043 , 0.272299 , 0.267624 , 0.118905 , 0.289463 , 0.292371 , 0.32091 
 770 , 0.377333 , 0.375041 , 0.329583 , 0.258542 , 0.216934 , 0.285286 , 0.365723 , 0.271421 , 0.265837 , 0.323662 , 0.211544 , 0.141338 , 0.312315 , 0.305371 , 0.354362 , 0.297929 , 0.122037 , 0.196143 , 0.286148 , 0.319457 , 0.415811 , 0.294286 , 0.364851 , 0.316013 , 0.259907 , 0.374401 , 0.25206 , 0.286388 , 0.312444 , 0.337707 , 0.301853 , 0.204304 , 0.329426 , 0.401988 , 0.198153 , 0.273454 , 0.437611 , 0.144008 , 0.073341 , 0.306339 , 0.264887 , 0.304144 , 0.278088 , 0.204351 , 0.210681 , 0.265606 , 0.240403 , 0.258607 , 0.258321 , 0.264172 , 0.29951 , 0.140918 , 0.342811 , 0.316216 , 0.202787 , 0.31598 , 0.283372 , 0.362975 , 0.312642 , 0.364017 , 0.245609 , 0.135182 , 0.235737 , 0.093025 , 0.301779 , 0.256952 , 0.258363 , 0.230789 , 0.244064 , 0.413676 , 0.401674 , 0.36031 , 0.357686 , 0.312808 , 0.27261 , 0.268354 , 0.119058 , 0.290445 , 0.292801 , 0.321832 
 771 , 0.377907 , 0.375677 , 0.3303 , 0.259011 , 0.217302 , 0.285946 , 0.366362 , 0.271862 , 0.266305 , 0.324294 , 0.211866 , 0.141687 , 0.313006 , 0.305895 , 0.355177 , 0.298372 , 0.122237 , 0.196555 , 0.286874 , 0.320081 , 0.416615 , 0.294854 , 0.365672 , 0.316599 , 0.26028 , 0.375098 , 0.252515 , 0.286832 , 0.31295 , 0.338294 , 0.302325 , 0.204586 , 0.330095 , 0.4027 , 0.198622 , 0.273916 , 0.438333 , 0.144328 , 0.07359 , 0.306954 , 0.265301 , 0.304574 , 0.278605 , 0.204619 , 0.210853 , 0.266155 , 0.240681 , 0.258997 , 0.25874 , 0.264559 , 0.300253 , 0.141221 , 0.343516 , 0.316954 , 0.203196 , 0.316576 , 0.283808 , 0.36367 , 0.313202 , 0.36465 , 0.24608 , 0.135388 , 0.236173 , 0.093268 , 0.302334 , 0.257424 , 0.258754 , 0.231087 , 0.244396 , 0.414469 , 0.402415 , 0.360982 , 0.358313 , 0.31337 , 0.273001 , 0.268969 , 0.119204 , 0.290967 , 0.293193 , 0.322489 
 772 , 0.378437 , 0.376318 , 0.330885 , 0.259494 , 0.217714 , 0.286504 , 0.366941 , 0.272281 , 0.266645 , 0.324875 , 0.21219 , 0.142048 , 0.313599 , 0.306429 , 0.355753 , 0.298693 , 0.122465 , 0.196915 , 0.28743 , 0.320638 , 0.41736 , 0.295428 , 0.366422 , 0.317116 , 0.260705 , 0.375673 , 0.252885 , 0.287248 , 0.313426 , 0.338827 , 0.302696 , 0.204875 , 0.330572 , 0.403296 , 0.199001 , 0.274372 , 0.43901 , 0.144583 , 0.073851 , 0.307472 , 0.265715 , 0.305096 , 0.279035 , 0.204894 , 0.2111 , 0.266636 , 0.241066 , 0.259396 , 0.259083 , 0.264938 , 0.300844 , 0.141571 , 0.344135 , 0.317476 , 0.203547 , 0.317032 , 0.284269 , 0.364331 , 0.313781 , 0.365351 , 0.246412 , 0.135598 , 0.236623 , 0.093486 , 0.302813 , 0.257857 , 0.259087 , 0.231329 , 0.244719 , 0.415073 , 0.403132 , 0.361548 , 0.358831 , 0.313814 , 0.273329 , 0.269522 , 0.119326 , 0.291326 , 0.293515 , 0.32306 
