AUG5MAT00005.spu,AUG5MAT00004.spu,AUG5MAT00003.spu,
Wavelength,AUG5MAT00006.spu,AUG5MAT00007.spu,AUG5MAT00008.spu,AUG5MAT00009.spu,AUG5MAT00010.spu,AUG5MAT00011.spu,AUG5MAT00012.spu,AUG5MAT00013.spu,AUG5MAT00014.spu,AUG5MAT00015.spu,AUG5MAT00016.spu,AUG5MAT00017.spu,AUG5MAT00018.spu,AUG5MAT00019.spu,AUG5MAT00020.spu,AUG5MAT00021.spu,AUG5MAT00022.spu,AUG5MAT00023.spu,AUG5MAT00024.spu,AUG5MAT00025.spu,AUG5MAT00026.spu,AUG5MAT00027.spu,AUG5MAT00028.spu,AUG5MAT00029.spu,AUG5MAT00030.spu,AUG5MAT00031.spu,AUG5MAT00032.spu,AUG5MAT00033.spu,AUG5MAT00034.spu,AUG5MAT00035.spu,AUG5MAT00036.spu,AUG5MAT00037.spu,AUG5MAT00038.spu,AUG5MAT00039.spu,AUG5MAT00040.spu,AUG5MAT00041.spu,AUG5MAT00042.spu,AUG5MAT00043.spu,AUG5MAT00044.spu,AUG5MAT00045.spu,AUG5MAT00046.spu,AUG5MAT00047.spu,AUG5MAT00048.spu,AUG5MAT00049.spu,AUG5MAT00050.spu,AUG5MAT00051.spu,AUG5MAT00052.spu,AUG5MAT00053.spu,AUG5MAT00054.spu,AUG5MAT00055.spu,AUG5MAT00056.spu,AUG5MAT00057.spu,AUG5MAT00058.spu,AUG5MAT00059.spu,AUG5MAT00060.spu,AUG5MAT00061.spu,AUG5MAT00062.spu,AUG5MAT00063.spu,AUG5MAT00064.spu,AUG5MAT00065.spu,AUG5MAT00066.spu,AUG5MAT00067.spu,AUG5MAT00068.spu,AUG5MAT00069.spu,AUG5MAT00070.spu,AUG5MAT00071.spu,AUG5MAT00072.spu,AUG5MAT00073.spu,AUG5MAT00074.spu,AUG5MAT00075.spu,AUG5MAT00076.spu,AUG5MAT00077.spu,AUG5MAT00078.spu,AUG5MAT00079.spu,AUG5MAT00080.spu,AUG5MAT00081.spu,AUG5MAT00082.spu,AUG5MAT00083.spu,AUG5MAT00084.spu,AUG5MAT00085.spu
 508 , 0.036996 , 0.030166 , 0.027149 , 0.027663 , 0.029058 , 0.037181 , 0.044875 , 0.034419 , 0.035755 , 0.039552 , 0.031932 , 0.062088 , 0.035034 , 0.036699 , 0.038253 , 0.058005 , 0.047193 , 0.046159 , 0.049043 , 0.033215 , 0.053879 , 0.044393 , 0.065783 , 0.039324 , 0.032128 , 0.063079 , 0.02751 , 0.036699 , 0.035453 , 0.034265 , 0.035363 , 0.028178 , 0.035617 , 0.036397 , 0.034705 , 0.024556 , 0.040856 , 0.021926 , 0.017249 , 0.041673 , 0.035485 , 0.034281 , 0.032414 , 0.02576 , 0.028713 , 0.038613 , 0.050077 , 0.027589 , 0.029747 , 0.034159 , 0.039255 , 0.014704 , 0.038226 , 0.027791 , 0.02427 , 0.036975 , 0.032568 , 0.042457 , 0.049674 , 0.031205 , 0.052628 , 0.028013 , 0.049377 , 0.028236 , 0.025235 , 0.028459 , 0.025526 , 0.023702 , 0.026407 , 0.029143 , 0.053831 , 0.034005 , 0.040617 , 0.039923 , 0.028093 , 0.086861 , 0.021937 , 0.063662 , 0.036641 , 0.036932 
 509 , 0.037858 , 0.030739 , 0.027651 , 0.028083 , 0.029507 , 0.037869 , 0.045537 , 0.035058 , 0.036423 , 0.040284 , 0.03245 , 0.062682 , 0.035639 , 0.037303 , 0.038972 , 0.058731 , 0.047676 , 0.046705 , 0.049723 , 0.033944 , 0.0548 , 0.045153 , 0.066895 , 0.040071 , 0.032749 , 0.064112 , 0.028013 , 0.03733 , 0.03621 , 0.034893 , 0.036151 , 0.028664 , 0.036274 , 0.037143 , 0.035175 , 0.02508 , 0.041778 , 0.022254 , 0.017428 , 0.042343 , 0.036066 , 0.034951 , 0.033058 , 0.0262 , 0.029256 , 0.039367 , 0.050902 , 0.028205 , 0.03036 , 0.034845 , 0.039906 , 0.014943 , 0.03902 , 0.028376 , 0.024755 , 0.037586 , 0.033128 , 0.043207 , 0.050475 , 0.031778 , 0.053419 , 0.028408 , 0.05007 , 0.028525 , 0.025854 , 0.028968 , 0.026083 , 0.024232 , 0.026936 , 0.029859 , 0.054918 , 0.03469 , 0.041351 , 0.04053 , 0.028664 , 0.087965 , 0.022323 , 0.064565 , 0.037362 , 0.037591 
 510 , 0.038721 , 0.03132 , 0.028118 , 0.028472 , 0.029942 , 0.038507 , 0.046181 , 0.035686 , 0.037075 , 0.041011 , 0.032934 , 0.06323 , 0.036249 , 0.037885 , 0.039692 , 0.059433 , 0.048139 , 0.047222 , 0.05038 , 0.034667 , 0.055706 , 0.045897 , 0.06796 , 0.040791 , 0.033358 , 0.065113 , 0.028499 , 0.037949 , 0.036946 , 0.035514 , 0.036919 , 0.029137 , 0.036919 , 0.03789 , 0.035621 , 0.025614 , 0.042706 , 0.022584 , 0.017596 , 0.043006 , 0.036635 , 0.035621 , 0.033685 , 0.026628 , 0.029781 , 0.04011 , 0.051705 , 0.0288 , 0.030966 , 0.03553 , 0.040534 , 0.015188 , 0.039799 , 0.028955 , 0.025255 , 0.038179 , 0.033664 , 0.043934 , 0.051249 , 0.032328 , 0.054177 , 0.028783 , 0.050734 , 0.0288 , 0.026477 , 0.029459 , 0.026638 , 0.024772 , 0.027464 , 0.030585 , 0.055974 , 0.035375 , 0.042078 , 0.041124 , 0.029218 , 0.089016 , 0.022686 , 0.065429 , 0.038072 , 0.038233 
 511 , 0.039581 , 0.031945 , 0.028412 , 0.028701 , 0.030302 , 0.038915 , 0.046728 , 0.036235 , 0.037631 , 0.041712 , 0.033223 , 0.063503 , 0.036853 , 0.038346 , 0.040408 , 0.060002 , 0.048462 , 0.047576 , 0.050911 , 0.035349 , 0.056517 , 0.046551 , 0.068792 , 0.041401 , 0.03391 , 0.065936 , 0.028884 , 0.038464 , 0.037621 , 0.036112 , 0.037583 , 0.029534 , 0.037519 , 0.038614 , 0.035951 , 0.026167 , 0.043689 , 0.022897 , 0.01771 , 0.04364 , 0.037159 , 0.036289 , 0.034248 , 0.026978 , 0.030216 , 0.040805 , 0.052409 , 0.029298 , 0.031537 , 0.036192 , 0.041079 , 0.015449 , 0.040504 , 0.02948 , 0.025834 , 0.038657 , 0.034071 , 0.044532 , 0.051894 , 0.032793 , 0.054788 , 0.029072 , 0.051265 , 0.028959 , 0.027128 , 0.029867 , 0.027209 , 0.02534 , 0.027971 , 0.03137 , 0.056904 , 0.036015 , 0.042717 , 0.04161 , 0.029673 , 0.089772 , 0.022956 , 0.066059 , 0.038716 , 0.038786 
 512 , 0.040436 , 0.032573 , 0.028704 , 0.028924 , 0.03066 , 0.039318 , 0.047272 , 0.036787 , 0.038189 , 0.042413 , 0.033514 , 0.063776 , 0.037453 , 0.038802 , 0.041123 , 0.060567 , 0.048787 , 0.047927 , 0.051447 , 0.036029 , 0.057327 , 0.047202 , 0.069623 , 0.042005 , 0.034459 , 0.066759 , 0.029273 , 0.038974 , 0.038291 , 0.036711 , 0.038248 , 0.029934 , 0.038119 , 0.039339 , 0.036276 , 0.026721 , 0.04467 , 0.023211 , 0.017826 , 0.044267 , 0.037684 , 0.036953 , 0.034814 , 0.027333 , 0.030644 , 0.0415 , 0.053113 , 0.029795 , 0.032106 , 0.036851 , 0.041618 , 0.015714 , 0.041209 , 0.030004 , 0.026409 , 0.039135 , 0.03447 , 0.045127 , 0.052533 , 0.033256 , 0.055397 , 0.029359 , 0.051791 , 0.029123 , 0.027779 , 0.030273 , 0.027774 , 0.025904 , 0.028483 , 0.032154 , 0.057827 , 0.036658 , 0.043354 , 0.042096 , 0.030128 , 0.090523 , 0.023217 , 0.066689 , 0.039355 , 0.039334 
 513 , 0.041297 , 0.033197 , 0.028996 , 0.029152 , 0.031024 , 0.039727 , 0.047822 , 0.037339 , 0.038743 , 0.043115 , 0.0338 , 0.064044 , 0.038054 , 0.039264 , 0.041835 , 0.061129 , 0.049107 , 0.048279 , 0.051985 , 0.036709 , 0.058138 , 0.047849 , 0.07045 , 0.042615 , 0.03501 , 0.067578 , 0.029658 , 0.03949 , 0.038958 , 0.037307 , 0.038915 , 0.030336 , 0.038716 , 0.040066 , 0.036602 , 0.027275 , 0.045654 , 0.023526 , 0.017938 , 0.044896 , 0.038205 , 0.037618 , 0.035376 , 0.027684 , 0.031078 , 0.04219 , 0.053819 , 0.030287 , 0.032675 , 0.037511 , 0.042158 , 0.015975 , 0.041911 , 0.030529 , 0.02699 , 0.039614 , 0.034875 , 0.045724 , 0.053179 , 0.033719 , 0.056003 , 0.029642 , 0.052318 , 0.029282 , 0.028432 , 0.03068 , 0.028346 , 0.026474 , 0.028991 , 0.032939 , 0.058751 , 0.037301 , 0.043998 , 0.042578 , 0.030583 , 0.091276 , 0.023483 , 0.067314 , 0.039996 , 0.039878 
 514 , 0.042304 , 0.033927 , 0.029416 , 0.029513 , 0.031327 , 0.04028 , 0.048479 , 0.037954 , 0.039473 , 0.04386 , 0.034191 , 0.064339 , 0.038643 , 0.039914 , 0.042681 , 0.061798 , 0.049357 , 0.048673 , 0.052662 , 0.037604 , 0.05909 , 0.04863 , 0.071381 , 0.04336 , 0.035682 , 0.068501 , 0.030094 , 0.040065 , 0.039747 , 0.038003 , 0.039709 , 0.030848 , 0.039397 , 0.04091 , 0.036958 , 0.02786 , 0.046843 , 0.023871 , 0.018116 , 0.045561 , 0.038859 , 0.038353 , 0.036022 , 0.028162 , 0.031607 , 0.042945 , 0.054611 , 0.030929 , 0.03333 , 0.038288 , 0.042778 , 0.016221 , 0.042789 , 0.031214 , 0.027586 , 0.040189 , 0.035408 , 0.046493 , 0.053868 , 0.034277 , 0.056754 , 0.02997 , 0.052883 , 0.029491 , 0.02919 , 0.031193 , 0.02905 , 0.027176 , 0.029572 , 0.033831 , 0.059817 , 0.038046 , 0.044732 , 0.043198 , 0.031155 , 0.092027 , 0.023844 , 0.067968 , 0.040765 , 0.040485 
 515 , 0.043346 , 0.034681 , 0.029858 , 0.029902 , 0.031615 , 0.040868 , 0.049155 , 0.038588 , 0.040242 , 0.044613 , 0.034606 , 0.064642 , 0.039229 , 0.040609 , 0.043556 , 0.062487 , 0.049592 , 0.049074 , 0.053375 , 0.038556 , 0.060083 , 0.049435 , 0.072337 , 0.044138 , 0.036384 , 0.069449 , 0.030548 , 0.040652 , 0.040555 , 0.038723 , 0.040539 , 0.031389 , 0.040102 , 0.041778 , 0.037322 , 0.028447 , 0.048083 , 0.024233 , 0.018311 , 0.04624 , 0.039542 , 0.039111 , 0.036686 , 0.028673 , 0.032159 , 0.043713 , 0.055428 , 0.031604 , 0.033997 , 0.039095 , 0.043416 , 0.016457 , 0.043707 , 0.031933 , 0.028188 , 0.040792 , 0.035969 , 0.047302 , 0.054565 , 0.034859 , 0.057535 , 0.030311 , 0.053455 , 0.029713 , 0.029966 , 0.031728 , 0.029783 , 0.027919 , 0.030171 , 0.034746 , 0.060924 , 0.038814 , 0.045491 , 0.043847 , 0.031755 , 0.092782 , 0.024227 , 0.06863 , 0.041557 , 0.041105 
 516 , 0.044385 , 0.035437 , 0.030307 , 0.030291 , 0.031909 , 0.041456 , 0.049838 , 0.039218 , 0.041014 , 0.045366 , 0.035016 , 0.064945 , 0.039816 , 0.041305 , 0.044428 , 0.063182 , 0.049822 , 0.049476 , 0.054083 , 0.039498 , 0.061073 , 0.050248 , 0.073295 , 0.044913 , 0.037082 , 0.070393 , 0.030998 , 0.04124 , 0.041364 , 0.039444 , 0.041364 , 0.031931 , 0.040809 , 0.042648 , 0.037686 , 0.029034 , 0.04932 , 0.02459 , 0.0185 , 0.046914 , 0.040221 , 0.03987 , 0.037351 , 0.029185 , 0.032713 , 0.044476 , 0.05624 , 0.032276 , 0.034671 , 0.039897 , 0.044056 , 0.016699 , 0.044622 , 0.032659 , 0.028786 , 0.041397 , 0.036526 , 0.048112 , 0.055264 , 0.035442 , 0.058317 , 0.030647 , 0.054029 , 0.02993 , 0.030744 , 0.032265 , 0.030518 , 0.028657 , 0.030776 , 0.035663 , 0.062033 , 0.039584 , 0.046251 , 0.044498 , 0.032357 , 0.093532 , 0.024611 , 0.069293 , 0.042357 , 0.041726 
 517 , 0.045674 , 0.036288 , 0.030868 , 0.030759 , 0.032364 , 0.042183 , 0.050646 , 0.039984 , 0.04193 , 0.046334 , 0.035553 , 0.065356 , 0.040562 , 0.042124 , 0.045507 , 0.064059 , 0.050171 , 0.049949 , 0.054894 , 0.040606 , 0.062243 , 0.051214 , 0.074499 , 0.045815 , 0.037909 , 0.07157 , 0.031532 , 0.041962 , 0.042308 , 0.040314 , 0.042378 , 0.032581 , 0.041676 , 0.043691 , 0.038174 , 0.029765 , 0.050765 , 0.025031 , 0.018736 , 0.047793 , 0.041027 , 0.040778 , 0.038136 , 0.029792 , 0.033391 , 0.045415 , 0.057234 , 0.033078 , 0.035488 , 0.04087 , 0.044864 , 0.017001 , 0.045685 , 0.033483 , 0.029511 , 0.042129 , 0.037179 , 0.049052 , 0.056131 , 0.036142 , 0.059293 , 0.031084 , 0.054786 , 0.03023 , 0.031667 , 0.032921 , 0.031376 , 0.0295 , 0.031505 , 0.036774 , 0.063356 , 0.040503 , 0.047177 , 0.04528 , 0.033056 , 0.094537 , 0.025047 , 0.070149 , 0.043281 , 0.042502 
 518 , 0.047261 , 0.037251 , 0.031569 , 0.031325 , 0.033021 , 0.043086 , 0.051617 , 0.040916 , 0.043026 , 0.047561 , 0.036235 , 0.065906 , 0.041509 , 0.043086 , 0.046843 , 0.065172 , 0.050665 , 0.050513 , 0.055825 , 0.041917 , 0.063633 , 0.052383 , 0.076014 , 0.046859 , 0.038883 , 0.073045 , 0.032167 , 0.042846 , 0.043423 , 0.041373 , 0.043618 , 0.033364 , 0.042738 , 0.044951 , 0.038812 , 0.030667 , 0.05247 , 0.025572 , 0.019025 , 0.048931 , 0.041987 , 0.041878 , 0.039078 , 0.030514 , 0.034217 , 0.046565 , 0.058446 , 0.034038 , 0.036474 , 0.042042 , 0.045891 , 0.017394 , 0.046919 , 0.03444 , 0.030384 , 0.04302 , 0.037942 , 0.050154 , 0.057201 , 0.03699 , 0.060507 , 0.031629 , 0.055776 , 0.030623 , 0.032776 , 0.033717 , 0.032379 , 0.030471 , 0.032407 , 0.038116 , 0.064938 , 0.041601 , 0.048305 , 0.046218 , 0.033875 , 0.095844 , 0.02555 , 0.07124 , 0.044352 , 0.043466 
 519 , 0.048854 , 0.038218 , 0.032272 , 0.031894 , 0.033678 , 0.043979 , 0.05259 , 0.041846 , 0.044121 , 0.048788 , 0.036916 , 0.066453 , 0.042458 , 0.044056 , 0.048175 , 0.066283 , 0.051162 , 0.051075 , 0.056753 , 0.043224 , 0.065025 , 0.053553 , 0.077531 , 0.047907 , 0.039854 , 0.074528 , 0.032797 , 0.043727 , 0.044537 , 0.042436 , 0.04486 , 0.034143 , 0.043804 , 0.046211 , 0.039449 , 0.031572 , 0.054177 , 0.026106 , 0.019312 , 0.050068 , 0.042951 , 0.042983 , 0.040024 , 0.031243 , 0.035045 , 0.047721 , 0.059658 , 0.035002 , 0.037458 , 0.043219 , 0.046917 , 0.017785 , 0.048153 , 0.035396 , 0.031254 , 0.043913 , 0.038705 , 0.051255 , 0.058269 , 0.037841 , 0.061715 , 0.032179 , 0.056764 , 0.031019 , 0.033886 , 0.03452 , 0.033388 , 0.03144 , 0.0333 , 0.03946 , 0.066524 , 0.042699 , 0.049433 , 0.047152 , 0.034695 , 0.097154 , 0.026057 , 0.072328 , 0.045423 , 0.044433 
 520 , 0.050478 , 0.039212 , 0.032981 , 0.03248 , 0.034351 , 0.044897 , 0.053599 , 0.042806 , 0.045233 , 0.050044 , 0.037615 , 0.067029 , 0.043439 , 0.04504 , 0.049532 , 0.067442 , 0.051678 , 0.051689 , 0.057722 , 0.044556 , 0.066468 , 0.05475 , 0.079095 , 0.048987 , 0.040852 , 0.076045 , 0.033454 , 0.044639 , 0.045684 , 0.04351 , 0.046136 , 0.034946 , 0.044886 , 0.047501 , 0.040103 , 0.032496 , 0.055928 , 0.026662 , 0.019606 , 0.051233 , 0.04394 , 0.044116 , 0.041 , 0.031985 , 0.035893 , 0.048899 , 0.060898 , 0.035981 , 0.038463 , 0.044418 , 0.047969 , 0.01818 , 0.049422 , 0.036371 , 0.032144 , 0.044837 , 0.039487 , 0.052388 , 0.059373 , 0.038711 , 0.062962 , 0.032755 , 0.057782 , 0.031429 , 0.035012 , 0.035337 , 0.034417 , 0.032436 , 0.034219 , 0.04083 , 0.068147 , 0.043835 , 0.050594 , 0.048117 , 0.03554 , 0.098508 , 0.02658 , 0.073458 , 0.046527 , 0.04542 
 521 , 0.052405 , 0.040485 , 0.033761 , 0.033205 , 0.035122 , 0.045992 , 0.054951 , 0.043986 , 0.046531 , 0.051533 , 0.038457 , 0.067883 , 0.044675 , 0.046226 , 0.051088 , 0.068994 , 0.052378 , 0.05275 , 0.059035 , 0.046092 , 0.068349 , 0.056229 , 0.081115 , 0.050316 , 0.042036 , 0.077914 , 0.034278 , 0.04577 , 0.04712 , 0.044753 , 0.047682 , 0.035911 , 0.046159 , 0.04906 , 0.040902 , 0.033633 , 0.058118 , 0.027375 , 0.019956 , 0.052672 , 0.045198 , 0.045542 , 0.042236 , 0.032894 , 0.036923 , 0.050349 , 0.062398 , 0.037117 , 0.039674 , 0.04587 , 0.049227 , 0.018645 , 0.050999 , 0.037534 , 0.033216 , 0.045998 , 0.040474 , 0.053856 , 0.060791 , 0.039718 , 0.064504 , 0.033527 , 0.059069 , 0.032038 , 0.036334 , 0.036339 , 0.035689 , 0.033666 , 0.035283 , 0.042452 , 0.070144 , 0.045248 , 0.052 , 0.049293 , 0.036612 , 0.100321 , 0.027259 , 0.074929 , 0.047899 , 0.046604 
 522 , 0.054325 , 0.041754 , 0.034534 , 0.033934 , 0.035899 , 0.047088 , 0.056301 , 0.045168 , 0.047829 , 0.053023 , 0.03929 , 0.068732 , 0.04592 , 0.047408 , 0.052641 , 0.070545 , 0.053079 , 0.053814 , 0.060355 , 0.047633 , 0.070236 , 0.057705 , 0.083138 , 0.051653 , 0.043225 , 0.079775 , 0.035107 , 0.046897 , 0.048554 , 0.045993 , 0.049227 , 0.036881 , 0.047436 , 0.05062 , 0.041704 , 0.034776 , 0.06031 , 0.028083 , 0.020307 , 0.054117 , 0.046459 , 0.04697 , 0.043472 , 0.033799 , 0.037954 , 0.051799 , 0.063898 , 0.038257 , 0.040884 , 0.047318 , 0.050491 , 0.0191 , 0.052585 , 0.038695 , 0.034282 , 0.047167 , 0.041468 , 0.055325 , 0.062213 , 0.040727 , 0.066048 , 0.034299 , 0.060355 , 0.032642 , 0.037656 , 0.037347 , 0.03696 , 0.034899 , 0.036353 , 0.044073 , 0.07214 , 0.046661 , 0.053404 , 0.050479 , 0.037684 , 0.102132 , 0.027937 , 0.076401 , 0.049272 , 0.047784 
 523 , 0.05625 , 0.043024 , 0.035311 , 0.034659 , 0.036672 , 0.04818 , 0.057651 , 0.046348 , 0.049127 , 0.054509 , 0.040126 , 0.069584 , 0.047159 , 0.048594 , 0.054197 , 0.072097 , 0.053783 , 0.054878 , 0.061672 , 0.049172 , 0.072125 , 0.059183 , 0.085164 , 0.052984 , 0.044414 , 0.081642 , 0.035935 , 0.048027 , 0.049989 , 0.047238 , 0.050772 , 0.037846 , 0.048713 , 0.052172 , 0.042503 , 0.035912 , 0.0625 , 0.028794 , 0.020661 , 0.055558 , 0.04772 , 0.048401 , 0.044703 , 0.03471 , 0.03898 , 0.05325 , 0.065399 , 0.0394 , 0.042094 , 0.04877 , 0.051753 , 0.019561 , 0.054169 , 0.03986 , 0.035351 , 0.048333 , 0.042457 , 0.056795 , 0.063635 , 0.041737 , 0.067593 , 0.035073 , 0.061644 , 0.033247 , 0.03898 , 0.038351 , 0.038226 , 0.036128 , 0.037426 , 0.045696 , 0.074138 , 0.048078 , 0.05481 , 0.051656 , 0.038754 , 0.103942 , 0.028613 , 0.07787 , 0.050641 , 0.048968 
 524 , 0.05819 , 0.044336 , 0.036194 , 0.035438 , 0.037472 , 0.049355 , 0.059021 , 0.04763 , 0.050575 , 0.05607 , 0.041018 , 0.070503 , 0.048478 , 0.049865 , 0.055841 , 0.073614 , 0.05454 , 0.055881 , 0.063032 , 0.050868 , 0.074038 , 0.060694 , 0.087262 , 0.054391 , 0.045682 , 0.083618 , 0.036819 , 0.049183 , 0.051418 , 0.048541 , 0.052392 , 0.038893 , 0.050083 , 0.053801 , 0.043327 , 0.037099 , 0.064779 , 0.029496 , 0.021051 , 0.057044 , 0.04896 , 0.049871 , 0.045957 , 0.035644 , 0.040016 , 0.054775 , 0.066979 , 0.040623 , 0.043373 , 0.050306 , 0.053074 , 0.020071 , 0.055818 , 0.041104 , 0.036469 , 0.049521 , 0.043499 , 0.058299 , 0.065083 , 0.042806 , 0.069214 , 0.035827 , 0.06298 , 0.033839 , 0.040337 , 0.039357 , 0.039517 , 0.037386 , 0.038549 , 0.047384 , 0.076233 , 0.049544 , 0.056288 , 0.052925 , 0.039872 , 0.10578 , 0.029307 , 0.079373 , 0.052094 , 0.050197 
 525 , 0.060127 , 0.04566 , 0.037115 , 0.036235 , 0.038278 , 0.050552 , 0.060405 , 0.048942 , 0.052074 , 0.057649 , 0.041931 , 0.071445 , 0.049816 , 0.051165 , 0.057516 , 0.075115 , 0.055316 , 0.056868 , 0.064411 , 0.052612 , 0.075955 , 0.062217 , 0.08938 , 0.05582 , 0.046985 , 0.08564 , 0.037717 , 0.050355 , 0.052844 , 0.049874 , 0.054037 , 0.039957 , 0.051484 , 0.055443 , 0.04416 , 0.038302 , 0.067086 , 0.030202 , 0.021449 , 0.058546 , 0.050187 , 0.051356 , 0.047223 , 0.036594 , 0.041051 , 0.056329 , 0.068591 , 0.041873 , 0.04467 , 0.051866 , 0.054419 , 0.020586 , 0.057493 , 0.042371 , 0.037601 , 0.050725 , 0.044554 , 0.05982 , 0.066547 , 0.043905 , 0.070854 , 0.036576 , 0.064336 , 0.034429 , 0.041711 , 0.040368 , 0.04082 , 0.038649 , 0.039697 , 0.049093 , 0.078363 , 0.05102 , 0.057788 , 0.054222 , 0.040999 , 0.107633 , 0.03 , 0.080881 , 0.053579 , 0.051443 
 526 , 0.062073 , 0.046983 , 0.038035 , 0.037035 , 0.039082 , 0.05175 , 0.061787 , 0.050259 , 0.053575 , 0.059231 , 0.042843 , 0.072391 , 0.051154 , 0.05247 , 0.05919 , 0.076619 , 0.056096 , 0.057851 , 0.065787 , 0.054353 , 0.077877 , 0.063734 , 0.091493 , 0.057248 , 0.048282 , 0.087656 , 0.038614 , 0.051522 , 0.054277 , 0.0512 , 0.055681 , 0.041024 , 0.052879 , 0.05709 , 0.044995 , 0.039509 , 0.069396 , 0.030905 , 0.021851 , 0.060044 , 0.051417 , 0.052838 , 0.048487 , 0.037544 , 0.042088 , 0.05788 , 0.070203 , 0.043129 , 0.045972 , 0.053429 , 0.055768 , 0.021108 , 0.059167 , 0.043644 , 0.038731 , 0.051926 , 0.045609 , 0.061336 , 0.068004 , 0.045001 , 0.072496 , 0.037321 , 0.065688 , 0.035017 , 0.043082 , 0.041374 , 0.042123 , 0.039912 , 0.040842 , 0.050797 , 0.080497 , 0.052499 , 0.059289 , 0.055523 , 0.042129 , 0.109478 , 0.030689 , 0.082392 , 0.055055 , 0.052686 
 527 , 0.06403 , 0.048331 , 0.038889 , 0.037785 , 0.039882 , 0.052916 , 0.063155 , 0.051563 , 0.055031 , 0.060833 , 0.043728 , 0.073318 , 0.052467 , 0.053737 , 0.060869 , 0.078151 , 0.056875 , 0.058813 , 0.067144 , 0.056042 , 0.079811 , 0.065277 , 0.093625 , 0.058659 , 0.049572 , 0.089667 , 0.039492 , 0.052686 , 0.055711 , 0.052503 , 0.057342 , 0.042062 , 0.054257 , 0.058736 , 0.045832 , 0.040692 , 0.071693 , 0.031598 , 0.022234 , 0.06156 , 0.052668 , 0.054352 , 0.049737 , 0.038499 , 0.043114 , 0.05941 , 0.071841 , 0.044367 , 0.04725 , 0.054984 , 0.057087 , 0.021625 , 0.060828 , 0.044904 , 0.039835 , 0.053123 , 0.046659 , 0.062831 , 0.069466 , 0.046068 , 0.07411 , 0.038074 , 0.067014 , 0.035569 , 0.044443 , 0.04237 , 0.043415 , 0.041164 , 0.04195 , 0.052479 , 0.082642 , 0.053986 , 0.060774 , 0.05681 , 0.043238 , 0.111333 , 0.031398 , 0.0839 , 0.056538 , 0.053926 
 528 , 0.065999 , 0.049716 , 0.039662 , 0.038456 , 0.040688 , 0.05403 , 0.064502 , 0.052848 , 0.05641 , 0.062449 , 0.04459 , 0.074233 , 0.053755 , 0.054955 , 0.062556 , 0.079747 , 0.057652 , 0.059746 , 0.068487 , 0.057658 , 0.081781 , 0.066846 , 0.095774 , 0.060032 , 0.050855 , 0.091651 , 0.040336 , 0.053857 , 0.05715 , 0.053767 , 0.059036 , 0.043063 , 0.055599 , 0.060366 , 0.04669 , 0.041857 , 0.073971 , 0.032275 , 0.02259 , 0.063099 , 0.053964 , 0.055903 , 0.050969 , 0.039465 , 0.044131 , 0.060886 , 0.073511 , 0.045581 , 0.048498 , 0.056542 , 0.05838 , 0.022137 , 0.062461 , 0.046153 , 0.040891 , 0.05431 , 0.047693 , 0.064299 , 0.07094 , 0.047084 , 0.075671 , 0.038838 , 0.068296 , 0.036064 , 0.045795 , 0.043361 , 0.044686 , 0.0424 , 0.042997 , 0.054131 , 0.084795 , 0.055486 , 0.062216 , 0.058063 , 0.04431 , 0.113203 , 0.032119 , 0.085397 , 0.058016 , 0.055151 
 529 , 0.06797 , 0.051094 , 0.040429 , 0.039134 , 0.04149 , 0.055143 , 0.065843 , 0.054136 , 0.057788 , 0.064066 , 0.045448 , 0.075146 , 0.05504 , 0.056173 , 0.064247 , 0.08134 , 0.058426 , 0.060674 , 0.069826 , 0.05927 , 0.08375 , 0.068416 , 0.097922 , 0.061415 , 0.05213 , 0.093638 , 0.041176 , 0.055028 , 0.058589 , 0.055034 , 0.060722 , 0.044062 , 0.056938 , 0.062005 , 0.047545 , 0.04302 , 0.076243 , 0.032946 , 0.022944 , 0.064638 , 0.055257 , 0.057456 , 0.052202 , 0.040435 , 0.045147 , 0.062361 , 0.075182 , 0.046798 , 0.04975 , 0.058101 , 0.059674 , 0.022649 , 0.064096 , 0.0474 , 0.041947 , 0.055498 , 0.048732 , 0.065771 , 0.072405 , 0.048093 , 0.077225 , 0.039598 , 0.069585 , 0.036555 , 0.047147 , 0.044345 , 0.045966 , 0.043641 , 0.04405 , 0.055775 , 0.086944 , 0.056986 , 0.063662 , 0.059318 , 0.045382 , 0.115075 , 0.032837 , 0.086895 , 0.059499 , 0.056372 
