  time  ,36:42 PM,36:53 PM,37:04 PM,37:12 PM,37:24 PM,37:50 PM,37:55 PM,38:01 PM,38:10 PM,38:19 PM,38:40 PM,38:48 PM,39:08 PM,39:18 PM,39:28 PM,40:06 PM,40:15 PM,40:24 PM,40:36 PM,40:44 PM,41:49 PM,41:56 PM,42:05 PM,42:12 PM,42:21 PM,42:49 PM,42:57 PM,43:03 PM,43:10 PM,43:19 PM,44:01 PM,44:10 PM,44:17 PM,44:24 PM,44:31 PM,44:57 PM,45:06 PM,45:13 PM,45:21 PM,45:29 PM,46:49 PM,47:14 PM,47:26 PM,47:33 PM,47:40 PM,47:47 PM,48:34 PM,48:42 PM,48:50 PM,49:00 PM,49:07 PM,49:45 PM,49:53 PM,50:00 PM,50:08 PM,50:16 PM,50:51 PM,50:59 PM,51:08 PM,51:17 PM,51:24 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 952 , 0.35056 , 0.25523 , 0.41838 , 0.38637 , 0.3792 , 0.39715 , 0.43337 , 0.48748 , 0.40255 , 0.39042 , 0.34803 , 0.49046 , 0.47399 , 0.4227 , 0.32344 , 0.36344 , 0.32721 , 0.37895 , 0.27158 , 0.40186 , 0.45576 , 0.37938 , 0.37265 , 0.37354 , 0.38738 , 0.43505 , 0.48635 , 0.38484 , 0.40008 , 0.42014 , 0.39318 , 0.36896 , 0.35418 , 0.35263 , 0.345 , 0.43237 , 0.37694 , 0.32385 , 0.32839 , 0.30462 , 0.33662 , 0.33314 , 0.40756 , 0.33628 , 0.36801 , 0.39174 , 0.35008 , 0.36824 , 0.40107 , 0.35517 , 0.28607 , 0.54325 , 0.50201 , 0.51392 , 0.42636 , 0.37686 , 0.35304 , 0.28286 , 0.32455 , 0.39379 , 0.35988 
 953 , 0.35267 , 0.25701 , 0.42144 , 0.38884 , 0.38186 , 0.39924 , 0.43594 , 0.49086 , 0.40526 , 0.39201 , 0.34914 , 0.49319 , 0.47565 , 0.42355 , 0.32564 , 0.36541 , 0.33007 , 0.38299 , 0.27407 , 0.40633 , 0.45834 , 0.38189 , 0.37527 , 0.37622 , 0.39003 , 0.43703 , 0.48845 , 0.38688 , 0.40215 , 0.42215 , 0.39559 , 0.37102 , 0.35636 , 0.3546 , 0.34781 , 0.43481 , 0.37858 , 0.32549 , 0.33031 , 0.30656 , 0.33872 , 0.33497 , 0.41017 , 0.33811 , 0.37092 , 0.39404 , 0.35264 , 0.37094 , 0.40387 , 0.35787 , 0.28829 , 0.54594 , 0.50322 , 0.51546 , 0.42771 , 0.37795 , 0.35597 , 0.28478 , 0.32688 , 0.39561 , 0.36208 
 954 , 0.35348 , 0.2578 , 0.42338 , 0.38999 , 0.38346 , 0.40002 , 0.43715 , 0.49292 , 0.40663 , 0.39254 , 0.34979 , 0.49366 , 0.47563 , 0.42324 , 0.32715 , 0.36663 , 0.33173 , 0.38532 , 0.27634 , 0.41003 , 0.45916 , 0.38319 , 0.37627 , 0.37763 , 0.39173 , 0.43764 , 0.4892 , 0.38752 , 0.40325 , 0.42256 , 0.39639 , 0.37187 , 0.35742 , 0.35544 , 0.34934 , 0.43528 , 0.37882 , 0.32607 , 0.33115 , 0.3074 , 0.33972 , 0.33555 , 0.41151 , 0.33871 , 0.37267 , 0.39488 , 0.35375 , 0.37223 , 0.40519 , 0.35939 , 0.2893 , 0.54649 , 0.50238 , 0.51553 , 0.42721 , 0.3778 , 0.35741 , 0.28643 , 0.32849 , 0.39667 , 0.36289 
 955 , 0.35343 , 0.25792 , 0.42432 , 0.39021 , 0.38408 , 0.39981 , 0.43721 , 0.4939 , 0.4069 , 0.39214 , 0.34991 , 0.49252 , 0.47437 , 0.42192 , 0.32775 , 0.36705 , 0.33237 , 0.38645 , 0.278 , 0.41273 , 0.4588 , 0.3835 , 0.37617 , 0.37808 , 0.39261 , 0.43719 , 0.48878 , 0.38712 , 0.40344 , 0.42188 , 0.39615 , 0.37182 , 0.35769 , 0.35547 , 0.34992 , 0.4345 , 0.37812 , 0.32589 , 0.33119 , 0.30746 , 0.3399 , 0.33528 , 0.41189 , 0.3385 , 0.37348 , 0.39475 , 0.35385 , 0.3725 , 0.40549 , 0.35992 , 0.28943 , 0.54558 , 0.50018 , 0.51444 , 0.42558 , 0.3769 , 0.35779 , 0.28739 , 0.32939 , 0.39694 , 0.36277 
 956 , 0.35502 , 0.25935 , 0.42692 , 0.39231 , 0.38647 , 0.40144 , 0.43934 , 0.49707 , 0.40902 , 0.39391 , 0.35217 , 0.49346 , 0.47521 , 0.42458 , 0.3299 , 0.36906 , 0.33473 , 0.38845 , 0.28044 , 0.4167 , 0.4608 , 0.38559 , 0.37804 , 0.38031 , 0.39534 , 0.43869 , 0.49102 , 0.38868 , 0.40506 , 0.42314 , 0.39809 , 0.37359 , 0.35965 , 0.35725 , 0.35199 , 0.43602 , 0.37942 , 0.3275 , 0.33277 , 0.30897 , 0.34177 , 0.33677 , 0.41412 , 0.34029 , 0.37579 , 0.39684 , 0.35559 , 0.37463 , 0.40792 , 0.36254 , 0.29119 , 0.54737 , 0.50105 , 0.51632 , 0.42652 , 0.37833 , 0.35979 , 0.29014 , 0.33166 , 0.39968 , 0.36442 
 957 , 0.35678 , 0.26102 , 0.42923 , 0.39462 , 0.38911 , 0.40294 , 0.44136 , 0.49978 , 0.41107 , 0.39594 , 0.3545 , 0.49425 , 0.47579 , 0.42914 , 0.33193 , 0.37064 , 0.33714 , 0.38937 , 0.28225 , 0.41963 , 0.46322 , 0.38784 , 0.38034 , 0.38266 , 0.39802 , 0.44022 , 0.49393 , 0.39009 , 0.40621 , 0.42435 , 0.40052 , 0.3756 , 0.36165 , 0.35918 , 0.35402 , 0.43814 , 0.38103 , 0.32942 , 0.33444 , 0.31058 , 0.34389 , 0.33867 , 0.41652 , 0.34265 , 0.37796 , 0.39958 , 0.35758 , 0.37722 , 0.4109 , 0.36586 , 0.29311 , 0.54956 , 0.50287 , 0.51835 , 0.42834 , 0.38032 , 0.36172 , 0.29337 , 0.3336 , 0.40291 , 0.36618 
 958 , 0.35611 , 0.26091 , 0.42842 , 0.39419 , 0.38927 , 0.40132 , 0.43987 , 0.49825 , 0.41005 , 0.39491 , 0.3535 , 0.49154 , 0.47269 , 0.43033 , 0.33128 , 0.36898 , 0.33678 , 0.38715 , 0.28175 , 0.41876 , 0.46248 , 0.38745 , 0.38013 , 0.38232 , 0.39759 , 0.43869 , 0.49359 , 0.38813 , 0.40434 , 0.42235 , 0.4002 , 0.37503 , 0.36101 , 0.35853 , 0.35357 , 0.43752 , 0.37999 , 0.32898 , 0.33378 , 0.31002 , 0.34363 , 0.33841 , 0.41616 , 0.34267 , 0.37748 , 0.39974 , 0.35728 , 0.3775 , 0.41126 , 0.36686 , 0.29266 , 0.54808 , 0.50133 , 0.51587 , 0.42744 , 0.37948 , 0.36091 , 0.29444 , 0.3328 , 0.40287 , 0.36527 
 959 , 0.35644 , 0.26149 , 0.42862 , 0.39475 , 0.39027 , 0.40094 , 0.43968 , 0.49821 , 0.41016 , 0.39488 , 0.35349 , 0.49063 , 0.47098 , 0.43199 , 0.3315 , 0.3686 , 0.33722 , 0.38636 , 0.28223 , 0.41908 , 0.46293 , 0.38809 , 0.38075 , 0.38293 , 0.39814 , 0.43843 , 0.49448 , 0.38723 , 0.40377 , 0.42183 , 0.40085 , 0.37544 , 0.36134 , 0.35884 , 0.354 , 0.43809 , 0.37997 , 0.32931 , 0.33396 , 0.31027 , 0.34423 , 0.33904 , 0.41689 , 0.34345 , 0.37797 , 0.40082 , 0.35789 , 0.37859 , 0.41247 , 0.36877 , 0.29329 , 0.54827 , 0.50142 , 0.51488 , 0.42751 , 0.37952 , 0.36122 , 0.29614 , 0.33305 , 0.40384 , 0.36535 
 960 , 0.36042 , 0.26467 , 0.43247 , 0.3989 , 0.39433 , 0.40499 , 0.44422 , 0.50352 , 0.41434 , 0.39837 , 0.35706 , 0.49618 , 0.47396 , 0.43529 , 0.33487 , 0.37279 , 0.34059 , 0.39054 , 0.28632 , 0.42367 , 0.4677 , 0.39252 , 0.38437 , 0.38698 , 0.40226 , 0.44267 , 0.49973 , 0.38999 , 0.40772 , 0.42653 , 0.40505 , 0.37943 , 0.36519 , 0.36267 , 0.35761 , 0.44297 , 0.38367 , 0.33242 , 0.33724 , 0.31346 , 0.348 , 0.34293 , 0.42166 , 0.34702 , 0.38204 , 0.40528 , 0.36184 , 0.3827 , 0.41684 , 0.37421 , 0.298 , 0.55448 , 0.50745 , 0.51907 , 0.43098 , 0.3826 , 0.36567 , 0.30031 , 0.33716 , 0.4085 , 0.36896 
 961 , 0.36075 , 0.26484 , 0.43212 , 0.39885 , 0.39415 , 0.40536 , 0.44481 , 0.50331 , 0.41423 , 0.39803 , 0.35736 , 0.49672 , 0.47233 , 0.4331 , 0.33469 , 0.37307 , 0.34094 , 0.39018 , 0.28676 , 0.42291 , 0.4675 , 0.39225 , 0.38381 , 0.38646 , 0.40215 , 0.44159 , 0.49834 , 0.38939 , 0.40678 , 0.42624 , 0.40487 , 0.37942 , 0.36514 , 0.3627 , 0.35744 , 0.44271 , 0.38339 , 0.33205 , 0.33703 , 0.3134 , 0.34804 , 0.3429 , 0.42152 , 0.34684 , 0.3821 , 0.40521 , 0.36189 , 0.38223 , 0.41636 , 0.37458 , 0.30012 , 0.55451 , 0.50792 , 0.51816 , 0.42936 , 0.38142 , 0.36658 , 0.30073 , 0.33771 , 0.40864 , 0.36871 
 962 , 0.36106 , 0.26499 , 0.43179 , 0.39881 , 0.39398 , 0.40571 , 0.44536 , 0.50311 , 0.41413 , 0.3977 , 0.35763 , 0.49721 , 0.47082 , 0.43109 , 0.33452 , 0.37333 , 0.34126 , 0.38985 , 0.28717 , 0.42221 , 0.4673 , 0.39199 , 0.38329 , 0.38597 , 0.40204 , 0.4406 , 0.49706 , 0.38883 , 0.4059 , 0.42597 , 0.4047 , 0.3794 , 0.36509 , 0.36272 , 0.35728 , 0.44247 , 0.38313 , 0.3317 , 0.33683 , 0.31335 , 0.34808 , 0.34286 , 0.42139 , 0.34666 , 0.38216 , 0.40515 , 0.36194 , 0.3818 , 0.41591 , 0.37491 , 0.3021 , 0.55453 , 0.50837 , 0.51731 , 0.42786 , 0.38032 , 0.36742 , 0.30112 , 0.33823 , 0.40876 , 0.36848 
 963 , 0.36328 , 0.26621 , 0.43423 , 0.40068 , 0.39615 , 0.40846 , 0.44873 , 0.50549 , 0.41635 , 0.3998 , 0.35982 , 0.5005 , 0.47362 , 0.43327 , 0.33661 , 0.37612 , 0.3434 , 0.39292 , 0.29009 , 0.42424 , 0.46961 , 0.39364 , 0.38542 , 0.38751 , 0.40413 , 0.44251 , 0.49938 , 0.39162 , 0.40835 , 0.42899 , 0.40653 , 0.38176 , 0.36682 , 0.36498 , 0.3595 , 0.44448 , 0.38499 , 0.33336 , 0.3387 , 0.31502 , 0.34985 , 0.34487 , 0.42341 , 0.3483 , 0.38415 , 0.40714 , 0.36377 , 0.38363 , 0.41847 , 0.37747 , 0.3052 , 0.55659 , 0.51095 , 0.51946 , 0.42933 , 0.38134 , 0.37082 , 0.30373 , 0.34085 , 0.41166 , 0.37066 
 964 , 0.36406 , 0.26643 , 0.43503 , 0.4008 , 0.39691 , 0.40901 , 0.44933 , 0.50622 , 0.41671 , 0.39974 , 0.3598 , 0.50088 , 0.47391 , 0.43384 , 0.33716 , 0.37673 , 0.34324 , 0.39412 , 0.29145 , 0.42507 , 0.47 , 0.39403 , 0.38584 , 0.38771 , 0.40459 , 0.44272 , 0.49947 , 0.3916 , 0.40878 , 0.42996 , 0.40679 , 0.38267 , 0.36706 , 0.36582 , 0.36003 , 0.44481 , 0.38523 , 0.33371 , 0.33918 , 0.31538 , 0.35014 , 0.34551 , 0.42378 , 0.34855 , 0.38443 , 0.40752 , 0.36396 , 0.38402 , 0.41978 , 0.37833 , 0.3062 , 0.55488 , 0.51073 , 0.519 , 0.42933 , 0.38096 , 0.37165 , 0.30505 , 0.34112 , 0.41245 , 0.37119 
 965 , 0.36438 , 0.26635 , 0.4353 , 0.40041 , 0.39719 , 0.4089 , 0.44911 , 0.50641 , 0.41652 , 0.39905 , 0.35916 , 0.50042 , 0.47343 , 0.43383 , 0.33722 , 0.37669 , 0.34246 , 0.39466 , 0.29226 , 0.42548 , 0.4698 , 0.39403 , 0.38572 , 0.3875 , 0.40454 , 0.4424 , 0.49889 , 0.39077 , 0.40858 , 0.43026 , 0.40657 , 0.3831 , 0.36684 , 0.36618 , 0.36002 , 0.44463 , 0.38498 , 0.33365 , 0.33922 , 0.31532 , 0.34999 , 0.3457 , 0.42365 , 0.34838 , 0.38421 , 0.40742 , 0.36366 , 0.38394 , 0.4206 , 0.37865 , 0.30657 , 0.55227 , 0.50975 , 0.51783 , 0.42886 , 0.38018 , 0.37169 , 0.30589 , 0.34073 , 0.41258 , 0.37118 
 966 , 0.3626 , 0.2646 , 0.43285 , 0.39774 , 0.39471 , 0.40619 , 0.44537 , 0.50399 , 0.41353 , 0.39569 , 0.35654 , 0.49663 , 0.46966 , 0.43139 , 0.33454 , 0.37403 , 0.33998 , 0.39217 , 0.29059 , 0.42306 , 0.46682 , 0.39133 , 0.38316 , 0.38485 , 0.4019 , 0.43938 , 0.49492 , 0.38708 , 0.40547 , 0.42686 , 0.40393 , 0.381 , 0.36428 , 0.36386 , 0.35753 , 0.44171 , 0.38235 , 0.3316 , 0.33714 , 0.3133 , 0.34773 , 0.34361 , 0.42091 , 0.34635 , 0.38172 , 0.4049 , 0.36104 , 0.38146 , 0.41837 , 0.37651 , 0.3044 , 0.54671 , 0.50529 , 0.51359 , 0.42595 , 0.3774 , 0.36911 , 0.30462 , 0.33813 , 0.40984 , 0.36914 
 967 , 0.36125 , 0.26311 , 0.43069 , 0.3958 , 0.39229 , 0.40391 , 0.44193 , 0.50208 , 0.41082 , 0.39294 , 0.35434 , 0.49307 , 0.46585 , 0.42948 , 0.33149 , 0.37158 , 0.33815 , 0.38984 , 0.28899 , 0.4208 , 0.4644 , 0.38889 , 0.38121 , 0.38263 , 0.39958 , 0.4366 , 0.49119 , 0.38422 , 0.4025 , 0.42325 , 0.40182 , 0.37918 , 0.3622 , 0.36162 , 0.35538 , 0.43948 , 0.3802 , 0.33 , 0.33543 , 0.31164 , 0.34598 , 0.34186 , 0.41872 , 0.34494 , 0.37981 , 0.40283 , 0.35888 , 0.37948 , 0.41618 , 0.37482 , 0.30227 , 0.5427 , 0.50133 , 0.50993 , 0.42362 , 0.37531 , 0.36704 , 0.30356 , 0.33612 , 0.40742 , 0.36771 
 968 , 0.3618 , 0.26303 , 0.4307 , 0.39618 , 0.39185 , 0.40386 , 0.4412 , 0.5025 , 0.41035 , 0.39269 , 0.35396 , 0.49206 , 0.46427 , 0.42977 , 0.32993 , 0.37113 , 0.33817 , 0.38973 , 0.28915 , 0.42065 , 0.46451 , 0.38857 , 0.38159 , 0.38253 , 0.39937 , 0.43593 , 0.49004 , 0.3842 , 0.40168 , 0.42196 , 0.40191 , 0.37937 , 0.36223 , 0.36131 , 0.35529 , 0.43985 , 0.3802 , 0.33026 , 0.33558 , 0.31175 , 0.34623 , 0.34206 , 0.41888 , 0.34547 , 0.38009 , 0.40291 , 0.35881 , 0.37971 , 0.41611 , 0.37528 , 0.3019 , 0.54242 , 0.50031 , 0.50899 , 0.4236 , 0.37531 , 0.36731 , 0.30417 , 0.33626 , 0.40729 , 0.3683 
 969 , 0.36032 , 0.26168 , 0.42863 , 0.39463 , 0.38964 , 0.40179 , 0.43843 , 0.50011 , 0.40782 , 0.3906 , 0.35122 , 0.48847 , 0.46012 , 0.42717 , 0.32687 , 0.36858 , 0.33634 , 0.38746 , 0.28762 , 0.41838 , 0.46221 , 0.3865 , 0.38003 , 0.38057 , 0.39727 , 0.43297 , 0.48627 , 0.38221 , 0.39891 , 0.41872 , 0.39994 , 0.37762 , 0.36047 , 0.35933 , 0.35344 , 0.43798 , 0.37829 , 0.3288 , 0.33402 , 0.31028 , 0.34472 , 0.34053 , 0.41693 , 0.3442 , 0.37848 , 0.40088 , 0.35706 , 0.37802 , 0.41392 , 0.37364 , 0.3001 , 0.53931 , 0.49679 , 0.50545 , 0.42119 , 0.37329 , 0.36565 , 0.30279 , 0.33468 , 0.40505 , 0.3668 
 970 , 0.35538 , 0.25827 , 0.42324 , 0.3899 , 0.38464 , 0.39645 , 0.4324 , 0.49304 , 0.40199 , 0.38553 , 0.34452 , 0.48085 , 0.45187 , 0.41955 , 0.32156 , 0.36267 , 0.33151 , 0.38181 , 0.28331 , 0.41278 , 0.45591 , 0.38167 , 0.37522 , 0.3755 , 0.39216 , 0.42636 , 0.47829 , 0.37699 , 0.39316 , 0.41241 , 0.39452 , 0.37265 , 0.35575 , 0.35465 , 0.34876 , 0.43233 , 0.37324 , 0.32448 , 0.32963 , 0.30621 , 0.34025 , 0.33614 , 0.41151 , 0.33993 , 0.37382 , 0.39536 , 0.35258 , 0.3732 , 0.40822 , 0.36848 , 0.29607 , 0.53153 , 0.48926 , 0.49775 , 0.41475 , 0.36788 , 0.36079 , 0.29795 , 0.33036 , 0.39939 , 0.36176 
 971 , 0.35556 , 0.25869 , 0.42456 , 0.3909 , 0.3856 , 0.39726 , 0.43327 , 0.49368 , 0.40269 , 0.38613 , 0.34445 , 0.48198 , 0.45216 , 0.41908 , 0.32222 , 0.36335 , 0.33231 , 0.38325 , 0.28364 , 0.41418 , 0.45644 , 0.38257 , 0.37582 , 0.37587 , 0.39307 , 0.42709 , 0.47875 , 0.37757 , 0.39435 , 0.41295 , 0.39499 , 0.37327 , 0.35612 , 0.35529 , 0.34947 , 0.43275 , 0.37377 , 0.32492 , 0.3301 , 0.30672 , 0.34066 , 0.33671 , 0.41227 , 0.34062 , 0.37476 , 0.39588 , 0.35329 , 0.37397 , 0.40876 , 0.36899 , 0.29686 , 0.53198 , 0.4899 , 0.4985 , 0.41478 , 0.36819 , 0.36156 , 0.29772 , 0.33136 , 0.40024 , 0.36231 
 972 , 0.35571 , 0.25909 , 0.42585 , 0.39187 , 0.38652 , 0.39804 , 0.43411 , 0.49428 , 0.40335 , 0.38669 , 0.34438 , 0.48306 , 0.45244 , 0.4186 , 0.32284 , 0.36401 , 0.33308 , 0.38466 , 0.28394 , 0.41553 , 0.45693 , 0.38343 , 0.37638 , 0.3762 , 0.39395 , 0.42779 , 0.47919 , 0.37812 , 0.3955 , 0.41347 , 0.39543 , 0.37386 , 0.35646 , 0.35589 , 0.35016 , 0.43313 , 0.37427 , 0.32533 , 0.33055 , 0.30721 , 0.34104 , 0.33725 , 0.413 , 0.34129 , 0.37565 , 0.39637 , 0.35396 , 0.37469 , 0.40928 , 0.36948 , 0.29761 , 0.53239 , 0.4905 , 0.4992 , 0.41479 , 0.36847 , 0.3623 , 0.29748 , 0.33232 , 0.40105 , 0.36284 
 973 , 0.35331 , 0.25774 , 0.42409 , 0.38981 , 0.38479 , 0.39585 , 0.43196 , 0.49038 , 0.40115 , 0.3848 , 0.34356 , 0.4809 , 0.45159 , 0.41667 , 0.32154 , 0.36233 , 0.3311 , 0.38374 , 0.28213 , 0.41382 , 0.45432 , 0.38151 , 0.37464 , 0.37383 , 0.39211 , 0.42575 , 0.47705 , 0.37605 , 0.39345 , 0.41187 , 0.39353 , 0.37197 , 0.3545 , 0.35403 , 0.34876 , 0.43058 , 0.37228 , 0.32355 , 0.32863 , 0.30565 , 0.33915 , 0.33552 , 0.41098 , 0.33956 , 0.37362 , 0.3943 , 0.35186 , 0.37301 , 0.40758 , 0.36799 , 0.29589 , 0.5289 , 0.48745 , 0.49647 , 0.41222 , 0.3667 , 0.36074 , 0.29533 , 0.33077 , 0.39939 , 0.36085 
 974 , 0.35325 , 0.25798 , 0.42446 , 0.38997 , 0.38529 , 0.39608 , 0.43241 , 0.49001 , 0.40118 , 0.38532 , 0.34423 , 0.48098 , 0.45348 , 0.41727 , 0.32181 , 0.36242 , 0.33109 , 0.38367 , 0.28204 , 0.41452 , 0.45459 , 0.38183 , 0.37533 , 0.37412 , 0.39283 , 0.42617 , 0.47722 , 0.37591 , 0.39341 , 0.41279 , 0.39392 , 0.37228 , 0.35487 , 0.35446 , 0.34942 , 0.43091 , 0.37258 , 0.32378 , 0.32873 , 0.30591 , 0.33947 , 0.33591 , 0.41138 , 0.33984 , 0.37379 , 0.39455 , 0.35203 , 0.37349 , 0.40834 , 0.36874 , 0.29581 , 0.5284 , 0.48728 , 0.49686 , 0.41236 , 0.36715 , 0.36155 , 0.29532 , 0.33099 , 0.39988 , 0.36092 
 975 , 0.35353 , 0.25845 , 0.42514 , 0.39046 , 0.38612 , 0.39668 , 0.43324 , 0.49017 , 0.40155 , 0.38619 , 0.34513 , 0.48138 , 0.45579 , 0.41824 , 0.32231 , 0.36279 , 0.33136 , 0.38373 , 0.28222 , 0.41559 , 0.45528 , 0.38249 , 0.3764 , 0.37482 , 0.39394 , 0.42696 , 0.47773 , 0.37605 , 0.39366 , 0.41409 , 0.39465 , 0.37293 , 0.35558 , 0.35523 , 0.35038 , 0.43167 , 0.37321 , 0.32432 , 0.32914 , 0.30646 , 0.34012 , 0.33663 , 0.41213 , 0.34043 , 0.37429 , 0.39514 , 0.35254 , 0.3743 , 0.40947 , 0.36983 , 0.29598 , 0.52835 , 0.48753 , 0.49772 , 0.4129 , 0.36793 , 0.36272 , 0.29563 , 0.33148 , 0.40069 , 0.36131 
 976 , 0.35538 , 0.25983 , 0.42721 , 0.39255 , 0.38807 , 0.39874 , 0.43583 , 0.49378 , 0.40371 , 0.3884 , 0.34769 , 0.48383 , 0.45943 , 0.42055 , 0.32408 , 0.36559 , 0.33354 , 0.38509 , 0.28398 , 0.41804 , 0.45759 , 0.38441 , 0.37842 , 0.37714 , 0.39643 , 0.42926 , 0.48006 , 0.37789 , 0.39556 , 0.41677 , 0.39656 , 0.37469 , 0.35775 , 0.35715 , 0.3525 , 0.43394 , 0.3751 , 0.32597 , 0.33081 , 0.30813 , 0.34206 , 0.33862 , 0.41441 , 0.34202 , 0.37623 , 0.39719 , 0.35446 , 0.37631 , 0.41164 , 0.37205 , 0.29778 , 0.53099 , 0.49015 , 0.50067 , 0.41553 , 0.36996 , 0.36527 , 0.29708 , 0.3332 , 0.40256 , 0.36328 
 977 , 0.35704 , 0.26099 , 0.42895 , 0.39451 , 0.38959 , 0.40038 , 0.43804 , 0.49741 , 0.40559 , 0.39022 , 0.35001 , 0.48624 , 0.46206 , 0.42235 , 0.32576 , 0.36855 , 0.3358 , 0.38648 , 0.28571 , 0.41963 , 0.45953 , 0.38596 , 0.37992 , 0.37911 , 0.39836 , 0.431 , 0.48191 , 0.37953 , 0.39708 , 0.41886 , 0.39809 , 0.37612 , 0.35963 , 0.35863 , 0.35428 , 0.43576 , 0.37658 , 0.32732 , 0.33228 , 0.30951 , 0.3437 , 0.34032 , 0.41636 , 0.34328 , 0.3778 , 0.39887 , 0.35603 , 0.37793 , 0.41321 , 0.37376 , 0.29951 , 0.53325 , 0.49232 , 0.50281 , 0.41777 , 0.37143 , 0.3672 , 0.29793 , 0.33468 , 0.40401 , 0.36507 
 978 , 0.35808 , 0.26169 , 0.43002 , 0.3959 , 0.39043 , 0.40124 , 0.43942 , 0.49995 , 0.4067 , 0.39134 , 0.35163 , 0.48798 , 0.46352 , 0.42335 , 0.32696 , 0.37084 , 0.3375 , 0.38748 , 0.2869 , 0.42015 , 0.46069 , 0.38685 , 0.38074 , 0.38032 , 0.39944 , 0.43184 , 0.48284 , 0.38048 , 0.39778 , 0.42006 , 0.39895 , 0.37695 , 0.36084 , 0.35942 , 0.35545 , 0.43677 , 0.37738 , 0.32808 , 0.3332 , 0.31032 , 0.34472 , 0.3414 , 0.41758 , 0.34398 , 0.37865 , 0.39981 , 0.3569 , 0.37888 , 0.414 , 0.37472 , 0.30066 , 0.53439 , 0.49339 , 0.5037 , 0.41908 , 0.37209 , 0.36822 , 0.29796 , 0.33557 , 0.40482 , 0.36622 
 979 , 0.35963 , 0.26266 , 0.43177 , 0.39763 , 0.39202 , 0.40273 , 0.44145 , 0.50271 , 0.40833 , 0.39289 , 0.3533 , 0.49038 , 0.46543 , 0.42512 , 0.32867 , 0.37335 , 0.33964 , 0.38909 , 0.28872 , 0.42135 , 0.46252 , 0.3881 , 0.38206 , 0.38197 , 0.40101 , 0.43354 , 0.48461 , 0.38189 , 0.39932 , 0.42187 , 0.40043 , 0.37837 , 0.36245 , 0.36071 , 0.35703 , 0.43833 , 0.37866 , 0.32932 , 0.33461 , 0.31152 , 0.34616 , 0.34288 , 0.41936 , 0.3452 , 0.38011 , 0.40123 , 0.35834 , 0.38033 , 0.41544 , 0.37625 , 0.30189 , 0.5362 , 0.49523 , 0.50532 , 0.42081 , 0.37326 , 0.36961 , 0.29876 , 0.33694 , 0.40631 , 0.36769 
 980 , 0.36175 , 0.26389 , 0.43426 , 0.39955 , 0.39449 , 0.40494 , 0.44413 , 0.50557 , 0.4105 , 0.39479 , 0.35476 , 0.49324 , 0.46744 , 0.42762 , 0.33081 , 0.37586 , 0.34197 , 0.39113 , 0.29113 , 0.42326 , 0.46494 , 0.38964 , 0.38383 , 0.38399 , 0.40305 , 0.43608 , 0.48727 , 0.38376 , 0.40177 , 0.42421 , 0.40257 , 0.38035 , 0.36444 , 0.36248 , 0.35895 , 0.44039 , 0.38039 , 0.33102 , 0.33648 , 0.31311 , 0.348 , 0.34475 , 0.42168 , 0.34691 , 0.38227 , 0.40313 , 0.36038 , 0.38231 , 0.41758 , 0.37838 , 0.30298 , 0.53878 , 0.49771 , 0.50789 , 0.423 , 0.37502 , 0.37148 , 0.30049 , 0.33875 , 0.40846 , 0.3694 
 981 , 0.36346 , 0.26486 , 0.43622 , 0.40077 , 0.39648 , 0.4068 , 0.44608 , 0.50788 , 0.41222 , 0.39603 , 0.35538 , 0.49482 , 0.46808 , 0.42919 , 0.33213 , 0.37758 , 0.34324 , 0.39208 , 0.29284 , 0.42456 , 0.46644 , 0.39064 , 0.38496 , 0.38533 , 0.40452 , 0.43765 , 0.48921 , 0.38516 , 0.40358 , 0.42568 , 0.40422 , 0.38164 , 0.36594 , 0.36372 , 0.36022 , 0.44177 , 0.3815 , 0.33223 , 0.33781 , 0.31428 , 0.34927 , 0.34614 , 0.4234 , 0.34804 , 0.38405 , 0.40454 , 0.3619 , 0.38379 , 0.41922 , 0.38002 , 0.30342 , 0.54088 , 0.49908 , 0.51029 , 0.42482 , 0.37639 , 0.3732 , 0.30195 , 0.33997 , 0.40981 , 0.37058 
