  time  ,43:20 PM,43:36 PM,43:46 PM,43:59 PM,44:08 PM,45:32 PM,45:47 PM,45:59 PM,46:13 PM,46:25 PM,47:26 PM,47:37 PM,47:47 PM,47:56 PM,48:06 PM,48:43 PM,48:54 PM,49:04 PM,49:14 PM,49:26 PM,51:21 PM,51:33 PM,51:46 PM,51:59 PM,52:12 PM,53:19 PM,53:29 PM,53:40 PM,53:51 PM,54:04 PM,54:33 PM,54:43 PM,55:01 PM,55:15 PM,55:27 PM,56:16 PM,56:26 PM,56:36 PM,56:50 PM,57:00 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 502 , 0.03587 , 0.0401 , 0.02735 , 0.04005 , 0.03267 , 0.07545 , 0.07264 , 0.04694 , 0.05491 , 0.06577 , 0.04825 , 0.06071 , 0.05815 , 0.08279 , 0.06848 , 0.06608 , 0.06786 , 0.07029 , 0.0776 , 0.08151 , 0.04048 , 0.0371 , 0.04303 , 0.04092 , 0.05932 , 0.0385 , 0.04409 , 0.04597 , 0.05176 , 0.05635 , 0.05302 , 0.04898 , 0.03208 , 0.03383 , 0.03192 , 0.03906 , 0.04103 , 0.05034 , 0.04074 , 0.04007 
 503 , 0.03624 , 0.04057 , 0.0276 , 0.0404 , 0.03305 , 0.07602 , 0.07319 , 0.04731 , 0.05529 , 0.06634 , 0.04866 , 0.06114 , 0.05855 , 0.08337 , 0.06892 , 0.06667 , 0.06836 , 0.07078 , 0.07814 , 0.08199 , 0.04093 , 0.03746 , 0.04343 , 0.04134 , 0.05991 , 0.03874 , 0.04439 , 0.04629 , 0.05212 , 0.05668 , 0.05344 , 0.04928 , 0.03233 , 0.03408 , 0.03215 , 0.03939 , 0.04138 , 0.05075 , 0.04111 , 0.0406 
 504 , 0.0367 , 0.04112 , 0.02798 , 0.04085 , 0.0335 , 0.0767 , 0.07383 , 0.04774 , 0.05578 , 0.06702 , 0.04904 , 0.06163 , 0.05902 , 0.08399 , 0.06945 , 0.06731 , 0.06895 , 0.07139 , 0.07876 , 0.08259 , 0.04148 , 0.03784 , 0.04392 , 0.04182 , 0.06056 , 0.03904 , 0.04472 , 0.04662 , 0.05252 , 0.05712 , 0.05391 , 0.04964 , 0.03255 , 0.03431 , 0.03241 , 0.0398 , 0.04176 , 0.05128 , 0.0415 , 0.04121 
 505 , 0.03714 , 0.04165 , 0.02836 , 0.04129 , 0.03393 , 0.07735 , 0.07443 , 0.04815 , 0.05625 , 0.06766 , 0.04939 , 0.06209 , 0.05947 , 0.08455 , 0.06993 , 0.0679 , 0.0695 , 0.07195 , 0.07933 , 0.08314 , 0.04202 , 0.03821 , 0.04438 , 0.04228 , 0.06119 , 0.03932 , 0.04503 , 0.04692 , 0.05288 , 0.05753 , 0.05436 , 0.04997 , 0.03274 , 0.03451 , 0.03266 , 0.04019 , 0.04213 , 0.0518 , 0.04186 , 0.0418 
 506 , 0.03758 , 0.04217 , 0.02873 , 0.04173 , 0.03435 , 0.07799 , 0.07502 , 0.04856 , 0.05671 , 0.06829 , 0.04973 , 0.06254 , 0.0599 , 0.0851 , 0.07041 , 0.06849 , 0.07004 , 0.07251 , 0.07989 , 0.08368 , 0.04254 , 0.03857 , 0.04484 , 0.04273 , 0.0618 , 0.0396 , 0.04533 , 0.04722 , 0.05325 , 0.05794 , 0.0548 , 0.0503 , 0.03292 , 0.0347 , 0.03291 , 0.04057 , 0.04249 , 0.0523 , 0.04222 , 0.04238 
 507 , 0.03808 , 0.04277 , 0.02913 , 0.0422 , 0.03482 , 0.07862 , 0.07562 , 0.04901 , 0.05718 , 0.06896 , 0.0501 , 0.06302 , 0.06032 , 0.08565 , 0.07089 , 0.06913 , 0.07059 , 0.07309 , 0.08043 , 0.0842 , 0.0431 , 0.03895 , 0.04531 , 0.04321 , 0.06245 , 0.03988 , 0.04564 , 0.04752 , 0.05359 , 0.05833 , 0.05525 , 0.05062 , 0.03314 , 0.03495 , 0.03317 , 0.041 , 0.04288 , 0.05283 , 0.0426 , 0.04302 
 508 , 0.03863 , 0.04344 , 0.02955 , 0.04271 , 0.03535 , 0.07927 , 0.07625 , 0.0495 , 0.05769 , 0.06968 , 0.05053 , 0.06352 , 0.06076 , 0.08621 , 0.07139 , 0.06983 , 0.07117 , 0.07371 , 0.08096 , 0.08471 , 0.04371 , 0.03938 , 0.0458 , 0.04374 , 0.06315 , 0.04018 , 0.04596 , 0.04784 , 0.05393 , 0.05872 , 0.05574 , 0.05094 , 0.0334 , 0.03524 , 0.03346 , 0.04148 , 0.04332 , 0.05338 , 0.04302 , 0.04374 
 509 , 0.03918 , 0.04411 , 0.02998 , 0.04322 , 0.03588 , 0.07991 , 0.07687 , 0.04999 , 0.05818 , 0.07039 , 0.05095 , 0.06402 , 0.06118 , 0.08677 , 0.07189 , 0.07053 , 0.07173 , 0.07432 , 0.08149 , 0.08521 , 0.04432 , 0.03979 , 0.04628 , 0.04427 , 0.06384 , 0.04048 , 0.04628 , 0.04815 , 0.05427 , 0.0591 , 0.05622 , 0.05126 , 0.03365 , 0.03554 , 0.03375 , 0.04196 , 0.04376 , 0.05392 , 0.04343 , 0.04445 
 510 , 0.03969 , 0.04476 , 0.03038 , 0.04369 , 0.03638 , 0.08049 , 0.07742 , 0.05043 , 0.05863 , 0.07105 , 0.05132 , 0.06445 , 0.06155 , 0.08724 , 0.07231 , 0.07117 , 0.07224 , 0.07486 , 0.08195 , 0.08564 , 0.04489 , 0.04019 , 0.04674 , 0.04476 , 0.06448 , 0.04074 , 0.04656 , 0.04842 , 0.05457 , 0.05942 , 0.05666 , 0.05154 , 0.03387 , 0.0358 , 0.03401 , 0.04241 , 0.04416 , 0.05442 , 0.0438 , 0.04513 
 511 , 0.04022 , 0.0455 , 0.03087 , 0.04419 , 0.03693 , 0.08108 , 0.07792 , 0.05084 , 0.05907 , 0.07168 , 0.05168 , 0.06481 , 0.0619 , 0.0877 , 0.07271 , 0.07181 , 0.07274 , 0.07538 , 0.08242 , 0.08603 , 0.04556 , 0.04064 , 0.04729 , 0.04527 , 0.06514 , 0.04101 , 0.04684 , 0.04867 , 0.05485 , 0.0597 , 0.05711 , 0.05182 , 0.03409 , 0.03602 , 0.03426 , 0.04289 , 0.04458 , 0.05493 , 0.04421 , 0.04591 
 512 , 0.04077 , 0.04626 , 0.03136 , 0.0447 , 0.0375 , 0.08171 , 0.07845 , 0.05126 , 0.05954 , 0.07233 , 0.05205 , 0.06519 , 0.06227 , 0.08819 , 0.07314 , 0.07249 , 0.07328 , 0.07593 , 0.08292 , 0.08646 , 0.04624 , 0.0411 , 0.04785 , 0.04579 , 0.06583 , 0.04129 , 0.04713 , 0.04893 , 0.05516 , 0.06 , 0.05758 , 0.05211 , 0.03433 , 0.03626 , 0.03452 , 0.04338 , 0.04501 , 0.05547 , 0.04463 , 0.04671 
 513 , 0.04132 , 0.04702 , 0.03185 , 0.04522 , 0.03807 , 0.08234 , 0.07897 , 0.05169 , 0.06001 , 0.07299 , 0.05243 , 0.06558 , 0.06263 , 0.08868 , 0.07357 , 0.07316 , 0.07381 , 0.07647 , 0.08342 , 0.08689 , 0.04692 , 0.04156 , 0.04841 , 0.04631 , 0.06652 , 0.04157 , 0.04743 , 0.0492 , 0.05547 , 0.06029 , 0.05805 , 0.05241 , 0.03456 , 0.0365 , 0.03478 , 0.04386 , 0.04545 , 0.056 , 0.04505 , 0.0475 
 514 , 0.042 , 0.04784 , 0.03244 , 0.04579 , 0.03873 , 0.08291 , 0.07949 , 0.05213 , 0.06047 , 0.07365 , 0.05281 , 0.06598 , 0.06298 , 0.08909 , 0.07391 , 0.07387 , 0.07435 , 0.07704 , 0.08386 , 0.08723 , 0.0477 , 0.04207 , 0.04896 , 0.04693 , 0.06725 , 0.04186 , 0.04772 , 0.04946 , 0.05574 , 0.06058 , 0.05852 , 0.05268 , 0.03476 , 0.03676 , 0.03503 , 0.04442 , 0.04593 , 0.05663 , 0.04547 , 0.04838 
 515 , 0.0427 , 0.04869 , 0.03305 , 0.04637 , 0.03941 , 0.08346 , 0.08002 , 0.05258 , 0.06093 , 0.07431 , 0.0532 , 0.06639 , 0.06332 , 0.08947 , 0.07422 , 0.07458 , 0.07489 , 0.07762 , 0.08428 , 0.08756 , 0.0485 , 0.04259 , 0.0495 , 0.04757 , 0.06799 , 0.04214 , 0.04801 , 0.04973 , 0.056 , 0.06087 , 0.05898 , 0.05294 , 0.03495 , 0.03702 , 0.03529 , 0.04498 , 0.04643 , 0.05728 , 0.04589 , 0.04928 
 516 , 0.04341 , 0.04953 , 0.03365 , 0.04695 , 0.04008 , 0.084 , 0.08055 , 0.05302 , 0.06139 , 0.07497 , 0.05359 , 0.0668 , 0.06367 , 0.08985 , 0.07454 , 0.0753 , 0.07543 , 0.07819 , 0.08469 , 0.08788 , 0.0493 , 0.0431 , 0.05004 , 0.04821 , 0.06873 , 0.04243 , 0.0483 , 0.04999 , 0.05626 , 0.06116 , 0.05944 , 0.0532 , 0.03515 , 0.03728 , 0.03554 , 0.04555 , 0.04692 , 0.05792 , 0.0463 , 0.05017 
 517 , 0.04422 , 0.05056 , 0.03435 , 0.04764 , 0.04088 , 0.08472 , 0.08121 , 0.05355 , 0.06196 , 0.07579 , 0.05408 , 0.06733 , 0.06411 , 0.09037 , 0.07501 , 0.07618 , 0.0761 , 0.07891 , 0.08525 , 0.08835 , 0.05023 , 0.0437 , 0.05071 , 0.04896 , 0.06962 , 0.04276 , 0.04866 , 0.05032 , 0.05662 , 0.06154 , 0.06001 , 0.05355 , 0.03542 , 0.03759 , 0.03588 , 0.04621 , 0.0475 , 0.05868 , 0.04678 , 0.05119 
 518 , 0.04502 , 0.05166 , 0.03506 , 0.0483 , 0.04171 , 0.08539 , 0.08177 , 0.05403 , 0.06245 , 0.07657 , 0.05451 , 0.06778 , 0.06447 , 0.09078 , 0.07543 , 0.07704 , 0.07669 , 0.07955 , 0.08571 , 0.08872 , 0.05115 , 0.04426 , 0.05136 , 0.04969 , 0.07048 , 0.043 , 0.04896 , 0.05058 , 0.05691 , 0.06183 , 0.06052 , 0.05384 , 0.03567 , 0.03785 , 0.03622 , 0.04686 , 0.04803 , 0.05937 , 0.04718 , 0.05218 
 519 , 0.04581 , 0.05275 , 0.03575 , 0.04895 , 0.04252 , 0.08605 , 0.08233 , 0.0545 , 0.06294 , 0.07735 , 0.05494 , 0.06823 , 0.06483 , 0.09119 , 0.07584 , 0.07788 , 0.07728 , 0.08019 , 0.08617 , 0.08909 , 0.05206 , 0.04482 , 0.05202 , 0.05042 , 0.07132 , 0.04325 , 0.04926 , 0.05084 , 0.0572 , 0.06212 , 0.06102 , 0.05413 , 0.03592 , 0.03811 , 0.03656 , 0.04749 , 0.04856 , 0.06006 , 0.04758 , 0.05316 
 520 , 0.04662 , 0.05385 , 0.03646 , 0.04962 , 0.04335 , 0.08673 , 0.08292 , 0.055 , 0.06346 , 0.07815 , 0.05539 , 0.0687 , 0.06522 , 0.09164 , 0.07629 , 0.07876 , 0.07791 , 0.08086 , 0.08666 , 0.0895 , 0.053 , 0.0454 , 0.05269 , 0.05116 , 0.0722 , 0.04351 , 0.04957 , 0.05112 , 0.05752 , 0.06244 , 0.06154 , 0.05444 , 0.03619 , 0.03839 , 0.0369 , 0.04815 , 0.04911 , 0.06077 , 0.048 , 0.05415 
 521 , 0.04755 , 0.05501 , 0.03729 , 0.0504 , 0.0443 , 0.08748 , 0.08352 , 0.05557 , 0.06408 , 0.07901 , 0.05592 , 0.0692 , 0.06571 , 0.0922 , 0.07685 , 0.07975 , 0.07864 , 0.08167 , 0.08726 , 0.09001 , 0.05405 , 0.04608 , 0.05345 , 0.05199 , 0.07316 , 0.04386 , 0.04993 , 0.05147 , 0.05787 , 0.06287 , 0.06212 , 0.0548 , 0.03649 , 0.03876 , 0.03728 , 0.04892 , 0.04978 , 0.06158 , 0.04853 , 0.05523 
 522 , 0.04842 , 0.05612 , 0.03808 , 0.05112 , 0.04519 , 0.08816 , 0.08406 , 0.05609 , 0.06463 , 0.07981 , 0.0564 , 0.06965 , 0.06615 , 0.09269 , 0.07735 , 0.08066 , 0.07931 , 0.08241 , 0.08778 , 0.09045 , 0.05504 , 0.04671 , 0.05416 , 0.05277 , 0.07406 , 0.04418 , 0.05024 , 0.05179 , 0.05819 , 0.06325 , 0.06265 , 0.05513 , 0.03675 , 0.03911 , 0.03763 , 0.04963 , 0.0504 , 0.06233 , 0.04901 , 0.05625 
 523 , 0.04928 , 0.05721 , 0.03885 , 0.05183 , 0.04607 , 0.08882 , 0.08458 , 0.05661 , 0.06518 , 0.08058 , 0.05687 , 0.07009 , 0.06658 , 0.09318 , 0.07784 , 0.08156 , 0.07997 , 0.08314 , 0.0883 , 0.09088 , 0.05602 , 0.04733 , 0.05486 , 0.05353 , 0.07494 , 0.04449 , 0.05055 , 0.0521 , 0.05849 , 0.06362 , 0.06317 , 0.05545 , 0.03702 , 0.03944 , 0.03797 , 0.05033 , 0.051 , 0.06307 , 0.04948 , 0.05725 
 524 , 0.05011 , 0.0583 , 0.0396 , 0.05253 , 0.04685 , 0.08944 , 0.08509 , 0.05708 , 0.06567 , 0.08132 , 0.0573 , 0.07054 , 0.06698 , 0.09362 , 0.07826 , 0.08244 , 0.08062 , 0.08381 , 0.08878 , 0.09126 , 0.057 , 0.04795 , 0.05554 , 0.05428 , 0.0758 , 0.04476 , 0.05084 , 0.05236 , 0.0588 , 0.06394 , 0.06368 , 0.05575 , 0.03725 , 0.03969 , 0.03826 , 0.051 , 0.05158 , 0.0638 , 0.04992 , 0.0582 
 525 , 0.05091 , 0.05937 , 0.04032 , 0.05321 , 0.04758 , 0.09003 , 0.08558 , 0.05753 , 0.06611 , 0.08202 , 0.05769 , 0.07096 , 0.06735 , 0.09403 , 0.07863 , 0.08329 , 0.08124 , 0.08444 , 0.08923 , 0.0916 , 0.05797 , 0.04853 , 0.05618 , 0.055 , 0.07663 , 0.04502 , 0.05111 , 0.05259 , 0.05909 , 0.06422 , 0.06416 , 0.05602 , 0.03747 , 0.03989 , 0.03853 , 0.05164 , 0.05213 , 0.06452 , 0.05034 , 0.0591 
 526 , 0.0517 , 0.06041 , 0.04102 , 0.05387 , 0.0483 , 0.0906 , 0.08605 , 0.05797 , 0.06655 , 0.0827 , 0.05808 , 0.07138 , 0.06771 , 0.09443 , 0.07899 , 0.08412 , 0.08185 , 0.08505 , 0.08966 , 0.09193 , 0.05891 , 0.04911 , 0.05681 , 0.0557 , 0.07744 , 0.04527 , 0.05137 , 0.05282 , 0.05937 , 0.06449 , 0.06463 , 0.05629 , 0.03768 , 0.0401 , 0.0388 , 0.05226 , 0.05267 , 0.06522 , 0.05074 , 0.05998 
 527 , 0.05246 , 0.06142 , 0.04171 , 0.05451 , 0.04905 , 0.09117 , 0.08652 , 0.05841 , 0.06701 , 0.08337 , 0.05847 , 0.0718 , 0.06807 , 0.09483 , 0.07937 , 0.08495 , 0.08245 , 0.08568 , 0.0901 , 0.09227 , 0.05984 , 0.04968 , 0.05745 , 0.05641 , 0.07824 , 0.04553 , 0.05164 , 0.05307 , 0.05966 , 0.06479 , 0.06511 , 0.05656 , 0.0379 , 0.04034 , 0.03909 , 0.05289 , 0.05321 , 0.06591 , 0.05114 , 0.06086 
 528 , 0.05321 , 0.06242 , 0.04241 , 0.05515 , 0.04986 , 0.09175 , 0.08702 , 0.05886 , 0.0675 , 0.08406 , 0.0589 , 0.07224 , 0.06846 , 0.09526 , 0.0798 , 0.08581 , 0.08306 , 0.08636 , 0.09059 , 0.09267 , 0.06078 , 0.05025 , 0.05811 , 0.05717 , 0.07908 , 0.04583 , 0.05193 , 0.05335 , 0.05996 , 0.06514 , 0.06563 , 0.05684 , 0.03815 , 0.04066 , 0.03945 , 0.05355 , 0.05377 , 0.06663 , 0.05158 , 0.06177 
 529 , 0.05395 , 0.06339 , 0.04309 , 0.05577 , 0.05067 , 0.09232 , 0.08751 , 0.05931 , 0.06799 , 0.08473 , 0.05932 , 0.07267 , 0.06884 , 0.09568 , 0.08022 , 0.08666 , 0.08365 , 0.08703 , 0.09106 , 0.09307 , 0.0617 , 0.0508 , 0.05876 , 0.05792 , 0.07989 , 0.04612 , 0.05222 , 0.05363 , 0.06025 , 0.06548 , 0.06613 , 0.05713 , 0.03839 , 0.04098 , 0.0398 , 0.0542 , 0.05432 , 0.06734 , 0.052 , 0.06265 
 530 , 0.05467 , 0.06434 , 0.04375 , 0.05638 , 0.05144 , 0.09287 , 0.08799 , 0.05974 , 0.06847 , 0.08539 , 0.05973 , 0.07309 , 0.06921 , 0.09609 , 0.08063 , 0.08748 , 0.08423 , 0.08768 , 0.09151 , 0.09346 , 0.0626 , 0.05135 , 0.05939 , 0.05864 , 0.08069 , 0.04641 , 0.05251 , 0.0539 , 0.06054 , 0.06581 , 0.06662 , 0.0574 , 0.03863 , 0.04128 , 0.04015 , 0.05483 , 0.05486 , 0.06803 , 0.05241 , 0.06352 
 531 , 0.05534 , 0.06514 , 0.04436 , 0.05687 , 0.05205 , 0.09335 , 0.08837 , 0.06012 , 0.0689 , 0.086 , 0.0601 , 0.07347 , 0.06952 , 0.09646 , 0.08097 , 0.08822 , 0.08473 , 0.08827 , 0.09195 , 0.09378 , 0.06339 , 0.05186 , 0.05995 , 0.05923 , 0.0814 , 0.04667 , 0.05277 , 0.05412 , 0.0608 , 0.06608 , 0.06704 , 0.05765 , 0.03882 , 0.0415 , 0.04041 , 0.05534 , 0.05535 , 0.0686 , 0.05277 , 0.06422 
 532 , 0.05602 , 0.06593 , 0.04496 , 0.05737 , 0.05266 , 0.09384 , 0.08876 , 0.06052 , 0.06935 , 0.08662 , 0.06047 , 0.07387 , 0.06984 , 0.09685 , 0.08133 , 0.08897 , 0.08524 , 0.08887 , 0.0924 , 0.09412 , 0.06419 , 0.05238 , 0.06052 , 0.05982 , 0.08212 , 0.04694 , 0.05305 , 0.05436 , 0.06106 , 0.06636 , 0.06746 , 0.05792 , 0.03901 , 0.04171 , 0.04067 , 0.05586 , 0.05585 , 0.06918 , 0.05313 , 0.06494 
 533 , 0.05668 , 0.06672 , 0.04555 , 0.05785 , 0.05327 , 0.09433 , 0.08915 , 0.06091 , 0.06978 , 0.08723 , 0.06084 , 0.07426 , 0.07016 , 0.09723 , 0.08169 , 0.08971 , 0.08575 , 0.08947 , 0.09285 , 0.09445 , 0.06497 , 0.05289 , 0.06108 , 0.06041 , 0.08284 , 0.04721 , 0.05333 , 0.05459 , 0.06132 , 0.06663 , 0.06787 , 0.05817 , 0.0392 , 0.04193 , 0.04094 , 0.05637 , 0.05634 , 0.06974 , 0.05348 , 0.06564 
 534 , 0.05717 , 0.06732 , 0.04601 , 0.05821 , 0.05373 , 0.09466 , 0.08941 , 0.06119 , 0.07008 , 0.08768 , 0.06108 , 0.07452 , 0.07038 , 0.09744 , 0.08193 , 0.09027 , 0.08612 , 0.08991 , 0.09314 , 0.09463 , 0.06557 , 0.05327 , 0.06149 , 0.06086 , 0.0834 , 0.04738 , 0.05351 , 0.05475 , 0.06148 , 0.06681 , 0.06813 , 0.05832 , 0.0393 , 0.04205 , 0.0411 , 0.05677 , 0.05667 , 0.07015 , 0.05373 , 0.06617 
 535 , 0.05767 , 0.06793 , 0.04647 , 0.05858 , 0.0542 , 0.09505 , 0.08971 , 0.06149 , 0.0704 , 0.08815 , 0.06134 , 0.07479 , 0.07065 , 0.0977 , 0.08221 , 0.09086 , 0.08654 , 0.09041 , 0.09347 , 0.09485 , 0.06615 , 0.05363 , 0.06191 , 0.06132 , 0.08398 , 0.04756 , 0.0537 , 0.05496 , 0.06167 , 0.06702 , 0.0684 , 0.05848 , 0.03942 , 0.04219 , 0.04127 , 0.05718 , 0.05699 , 0.07058 , 0.05401 , 0.06672 
 536 , 0.05815 , 0.06852 , 0.04692 , 0.05895 , 0.05466 , 0.09543 , 0.09001 , 0.06179 , 0.07072 , 0.08861 , 0.06159 , 0.07506 , 0.07091 , 0.09796 , 0.08248 , 0.09144 , 0.08696 , 0.0909 , 0.09378 , 0.09507 , 0.06673 , 0.05399 , 0.06233 , 0.06177 , 0.08455 , 0.04774 , 0.05389 , 0.05516 , 0.06186 , 0.06723 , 0.06866 , 0.05864 , 0.03953 , 0.04232 , 0.04144 , 0.05758 , 0.05731 , 0.07101 , 0.05429 , 0.06726 
 537 , 0.05859 , 0.06907 , 0.04733 , 0.05929 , 0.05508 , 0.09579 , 0.09029 , 0.06207 , 0.07102 , 0.08904 , 0.06184 , 0.07531 , 0.07116 , 0.0982 , 0.08274 , 0.09197 , 0.08735 , 0.09136 , 0.09409 , 0.09528 , 0.06726 , 0.05432 , 0.06272 , 0.0622 , 0.08507 , 0.04792 , 0.05406 , 0.05534 , 0.06204 , 0.06742 , 0.06893 , 0.05878 , 0.03964 , 0.04245 , 0.0416 , 0.05795 , 0.05762 , 0.07139 , 0.05456 , 0.06776 
 538 , 0.05899 , 0.06957 , 0.04772 , 0.05963 , 0.05546 , 0.0962 , 0.0906 , 0.06235 , 0.07138 , 0.0895 , 0.06212 , 0.0756 , 0.07142 , 0.0985 , 0.08304 , 0.0925 , 0.08775 , 0.09181 , 0.09443 , 0.09555 , 0.06775 , 0.05464 , 0.06315 , 0.06264 , 0.08558 , 0.04812 , 0.05426 , 0.05551 , 0.06225 , 0.06767 , 0.06926 , 0.05892 , 0.0398 , 0.04262 , 0.04179 , 0.05829 , 0.05793 , 0.07176 , 0.05483 , 0.06822 
 539 , 0.05938 , 0.07007 , 0.0481 , 0.05997 , 0.05583 , 0.0966 , 0.09091 , 0.06262 , 0.07174 , 0.08995 , 0.06239 , 0.07589 , 0.07168 , 0.0988 , 0.08333 , 0.09303 , 0.08815 , 0.09227 , 0.09478 , 0.09581 , 0.06823 , 0.05497 , 0.06356 , 0.06307 , 0.08608 , 0.04832 , 0.05445 , 0.05568 , 0.06246 , 0.06791 , 0.06958 , 0.05907 , 0.03995 , 0.04278 , 0.04198 , 0.05863 , 0.05825 , 0.07213 , 0.05511 , 0.06868 
 540 , 0.05976 , 0.07057 , 0.04848 , 0.0603 , 0.0562 , 0.097 , 0.09122 , 0.0629 , 0.0721 , 0.09039 , 0.06266 , 0.07617 , 0.07194 , 0.0991 , 0.08363 , 0.09355 , 0.08854 , 0.09272 , 0.09512 , 0.09607 , 0.06871 , 0.05529 , 0.06398 , 0.0635 , 0.08658 , 0.04852 , 0.05464 , 0.05584 , 0.06266 , 0.06815 , 0.0699 , 0.05921 , 0.04011 , 0.04293 , 0.04217 , 0.05897 , 0.05856 , 0.07249 , 0.05538 , 0.06913 
 541 , 0.0602 , 0.07104 , 0.04883 , 0.06062 , 0.05658 , 0.09738 , 0.09157 , 0.06321 , 0.07243 , 0.09081 , 0.06294 , 0.07648 , 0.07222 , 0.09942 , 0.08394 , 0.09406 , 0.0889 , 0.09317 , 0.09546 , 0.09636 , 0.0692 , 0.05562 , 0.06435 , 0.06388 , 0.08708 , 0.04872 , 0.05484 , 0.05603 , 0.06286 , 0.06836 , 0.07021 , 0.05939 , 0.04025 , 0.0431 , 0.04235 , 0.05927 , 0.05884 , 0.07285 , 0.05564 , 0.06956 
 542 , 0.06062 , 0.07151 , 0.04917 , 0.06093 , 0.05694 , 0.09774 , 0.09192 , 0.06352 , 0.07274 , 0.09122 , 0.06321 , 0.07677 , 0.07249 , 0.09972 , 0.08423 , 0.09455 , 0.08925 , 0.0936 , 0.09579 , 0.09664 , 0.06967 , 0.05595 , 0.06471 , 0.06424 , 0.08757 , 0.04891 , 0.05504 , 0.05622 , 0.06306 , 0.06856 , 0.07051 , 0.05956 , 0.04038 , 0.04327 , 0.04253 , 0.05956 , 0.05912 , 0.07321 , 0.05589 , 0.06998 
 543 , 0.06105 , 0.07197 , 0.04951 , 0.06123 , 0.0573 , 0.09809 , 0.09226 , 0.06383 , 0.07305 , 0.09162 , 0.06347 , 0.07707 , 0.07276 , 0.10003 , 0.08452 , 0.09504 , 0.08959 , 0.09403 , 0.09611 , 0.09691 , 0.07014 , 0.05627 , 0.06507 , 0.0646 , 0.08806 , 0.04909 , 0.05524 , 0.0564 , 0.06325 , 0.06876 , 0.07081 , 0.05974 , 0.04051 , 0.04343 , 0.0427 , 0.05985 , 0.05939 , 0.07356 , 0.05615 , 0.0704 
 544 , 0.06142 , 0.07241 , 0.04984 , 0.06151 , 0.05761 , 0.09847 , 0.0926 , 0.06414 , 0.07339 , 0.09204 , 0.06374 , 0.07735 , 0.07303 , 0.10034 , 0.08482 , 0.09554 , 0.08996 , 0.09446 , 0.09646 , 0.09721 , 0.07058 , 0.05657 , 0.06545 , 0.06496 , 0.08855 , 0.04929 , 0.05543 , 0.05659 , 0.06345 , 0.06899 , 0.07111 , 0.05994 , 0.04065 , 0.04358 , 0.04288 , 0.06013 , 0.05969 , 0.07391 , 0.05641 , 0.07079 
 545 , 0.06174 , 0.07285 , 0.05014 , 0.06176 , 0.05788 , 0.09885 , 0.09291 , 0.06443 , 0.07373 , 0.09246 , 0.06398 , 0.07761 , 0.07328 , 0.10063 , 0.0851 , 0.09603 , 0.09033 , 0.09487 , 0.09679 , 0.09749 , 0.07099 , 0.05683 , 0.06582 , 0.06531 , 0.08902 , 0.04948 , 0.05561 , 0.05677 , 0.06364 , 0.06921 , 0.07139 , 0.06013 , 0.04078 , 0.04372 , 0.04303 , 0.0604 , 0.06 , 0.07425 , 0.05667 , 0.07115 
 546 , 0.06206 , 0.07327 , 0.05045 , 0.06201 , 0.05815 , 0.09922 , 0.09321 , 0.06471 , 0.07406 , 0.09288 , 0.06422 , 0.07787 , 0.07354 , 0.10093 , 0.08538 , 0.09651 , 0.09069 , 0.09526 , 0.09711 , 0.09776 , 0.07139 , 0.05709 , 0.06619 , 0.06566 , 0.08949 , 0.04967 , 0.05578 , 0.05695 , 0.06382 , 0.06943 , 0.07166 , 0.06033 , 0.04091 , 0.04385 , 0.04318 , 0.06067 , 0.06029 , 0.07458 , 0.05693 , 0.07151 
 547 , 0.06234 , 0.07364 , 0.05071 , 0.06223 , 0.05839 , 0.09953 , 0.09347 , 0.06495 , 0.07435 , 0.09325 , 0.06443 , 0.0781 , 0.07375 , 0.10117 , 0.08562 , 0.09692 , 0.09101 , 0.09562 , 0.09739 , 0.09799 , 0.07174 , 0.05732 , 0.0665 , 0.06596 , 0.0899 , 0.04984 , 0.05593 , 0.0571 , 0.06398 , 0.06963 , 0.07189 , 0.06048 , 0.04102 , 0.04395 , 0.04331 , 0.06089 , 0.06054 , 0.07486 , 0.05715 , 0.07182 
 548 , 0.06256 , 0.07391 , 0.05093 , 0.06245 , 0.0586 , 0.09978 , 0.09371 , 0.06516 , 0.07459 , 0.09356 , 0.06462 , 0.0783 , 0.07394 , 0.1014 , 0.08584 , 0.09724 , 0.09131 , 0.09594 , 0.09764 , 0.09817 , 0.07202 , 0.05754 , 0.06677 , 0.06622 , 0.09026 , 0.04998 , 0.05607 , 0.05723 , 0.06413 , 0.06982 , 0.07211 , 0.06059 , 0.0411 , 0.04403 , 0.04342 , 0.06104 , 0.0607 , 0.0751 , 0.05734 , 0.07212 
