  time  ,52:17 PM,52:24 PM,52:30 PM,52:43 PM,52:51 PM,53:25 PM,53:35 PM,53:41 PM,53:47 PM,53:55 PM,54:46 PM,54:52 PM,56:35 PM,56:42 PM,56:50 PM,57:33 PM,57:47 PM,57:57 PM,58:07 PM,58:20 PM,02:57 PM,03:06 PM,03:12 PM,03:18 PM,03:22 PM,03:30 PM,03:37 PM,03:45 PM,03:52 PM,04:01 PM,04:59 PM,05:09 PM,05:19 PM,05:29 PM,05:38 PM,06:58 PM,07:05 PM,07:15 PM,07:26 PM,07:37 PM,09:08 PM,09:14 PM,09:22 PM,09:29 PM,09:39 PM,10:34 PM,10:41 PM,10:49 PM,10:55 PM,11:02 PM,11:44 PM,11:52 PM,11:58 PM,12:04 PM,12:09 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 500 , 0.036986 , 0.031297 , 0.026715 , 0.031802 , 0.034652 , 0.035758 , 0.047305 , 0.03924 , 0.040948 , 0.04649 , 0.038456 , 0.068234 , 0.039696 , 0.038675 , 0.039921 , 0.065652 , 0.048557 , 0.037095 , 0.057289 , 0.047596 , 0.064552 , 0.037733 , 0.049152 , 0.034755 , 0.034172 , 0.066594 , 0.03154 , 0.030872 , 0.042479 , 0.039617 , 0.039337 , 0.038724 , 0.036919 , 0.037636 , 0.04155 , 0.03371 , 0.032081 , 0.023166 , 0.042899 , 0.038554 , 0.037223 , 0.039769 , 0.031109 , 0.035855 , 0.037162 , 0.035387 , 0.059307 , 0.043713 , 0.042115 , 0.029262 , 0.039477 , 0.025791 , 0.033722 , 0.032732 , 0.028666 
 501 , 0.037562 , 0.031867 , 0.027111 , 0.032239 , 0.035096 , 0.036232 , 0.047922 , 0.039711 , 0.041482 , 0.047165 , 0.038899 , 0.068886 , 0.040194 , 0.039217 , 0.040529 , 0.066316 , 0.049082 , 0.037489 , 0.057946 , 0.048166 , 0.065498 , 0.038374 , 0.049888 , 0.035298 , 0.034718 , 0.067488 , 0.031995 , 0.031323 , 0.043148 , 0.040291 , 0.039907 , 0.039247 , 0.037422 , 0.038203 , 0.042141 , 0.03418 , 0.032624 , 0.023467 , 0.043338 , 0.038936 , 0.037801 , 0.040346 , 0.031629 , 0.036329 , 0.037611 , 0.035926 , 0.060156 , 0.044424 , 0.042813 , 0.029712 , 0.040023 , 0.026141 , 0.034309 , 0.033271 , 0.029187 
 502 , 0.038132 , 0.032441 , 0.02751 , 0.03268 , 0.035544 , 0.036709 , 0.048538 , 0.040186 , 0.04202 , 0.047839 , 0.039346 , 0.069542 , 0.040689 , 0.039757 , 0.041137 , 0.066979 , 0.049599 , 0.03788 , 0.058602 , 0.048741 , 0.066451 , 0.039009 , 0.050624 , 0.035838 , 0.035256 , 0.068377 , 0.032453 , 0.031778 , 0.043823 , 0.040959 , 0.040474 , 0.039769 , 0.037923 , 0.038769 , 0.042737 , 0.034648 , 0.033158 , 0.023763 , 0.04378 , 0.039321 , 0.038377 , 0.040922 , 0.032146 , 0.036801 , 0.038058 , 0.036464 , 0.061012 , 0.045135 , 0.043516 , 0.030166 , 0.040572 , 0.026492 , 0.0349 , 0.033814 , 0.029706 
 503 , 0.03871 , 0.033012 , 0.027912 , 0.033111 , 0.035988 , 0.037183 , 0.049158 , 0.040657 , 0.042554 , 0.048517 , 0.039788 , 0.070195 , 0.041187 , 0.0403 , 0.041747 , 0.067645 , 0.050125 , 0.038273 , 0.059261 , 0.049318 , 0.067398 , 0.039653 , 0.051363 , 0.036382 , 0.035803 , 0.069265 , 0.032908 , 0.03223 , 0.044495 , 0.041637 , 0.041045 , 0.040287 , 0.038427 , 0.039333 , 0.043331 , 0.035125 , 0.033696 , 0.024068 , 0.044218 , 0.039702 , 0.038957 , 0.041501 , 0.032667 , 0.037269 , 0.038501 , 0.037004 , 0.061866 , 0.045844 , 0.044218 , 0.030616 , 0.041119 , 0.02684 , 0.035489 , 0.034361 , 0.030228 
 504 , 0.039589 , 0.033672 , 0.028436 , 0.033647 , 0.036534 , 0.037786 , 0.04995 , 0.041299 , 0.043257 , 0.049411 , 0.040389 , 0.070999 , 0.041888 , 0.041014 , 0.04252 , 0.068632 , 0.05083 , 0.038765 , 0.060168 , 0.050055 , 0.06857 , 0.04045 , 0.052267 , 0.03698 , 0.036522 , 0.070485 , 0.033535 , 0.032804 , 0.04537 , 0.042551 , 0.041783 , 0.041039 , 0.039137 , 0.040035 , 0.0441 , 0.035803 , 0.034409 , 0.024439 , 0.044813 , 0.040165 , 0.039682 , 0.042254 , 0.033368 , 0.037916 , 0.039106 , 0.037712 , 0.062981 , 0.046758 , 0.045166 , 0.031205 , 0.041857 , 0.027339 , 0.036249 , 0.035097 , 0.030865 
 505 , 0.040516 , 0.034341 , 0.028982 , 0.034203 , 0.037098 , 0.038414 , 0.050772 , 0.04197 , 0.043991 , 0.050341 , 0.041003 , 0.071813 , 0.042625 , 0.041758 , 0.043323 , 0.069667 , 0.05157 , 0.039281 , 0.061114 , 0.050822 , 0.069767 , 0.041277 , 0.053198 , 0.037584 , 0.037272 , 0.071757 , 0.034185 , 0.033399 , 0.046274 , 0.043504 , 0.042544 , 0.041826 , 0.039874 , 0.040753 , 0.044895 , 0.036511 , 0.035145 , 0.024821 , 0.045426 , 0.040635 , 0.040435 , 0.04303 , 0.034104 , 0.038582 , 0.039737 , 0.038439 , 0.064134 , 0.047703 , 0.046143 , 0.031814 , 0.042618 , 0.027859 , 0.037042 , 0.035869 , 0.031515 
 506 , 0.041439 , 0.035015 , 0.029527 , 0.034751 , 0.037659 , 0.03904 , 0.051593 , 0.042639 , 0.044724 , 0.051267 , 0.041621 , 0.07263 , 0.043355 , 0.042494 , 0.044133 , 0.070702 , 0.052303 , 0.039794 , 0.062062 , 0.051587 , 0.070966 , 0.042105 , 0.05413 , 0.038186 , 0.038017 , 0.073026 , 0.034839 , 0.033992 , 0.047179 , 0.044454 , 0.043304 , 0.042607 , 0.04061 , 0.041471 , 0.045691 , 0.037213 , 0.035882 , 0.0252 , 0.046036 , 0.041106 , 0.041182 , 0.043813 , 0.034833 , 0.039254 , 0.040359 , 0.039166 , 0.065289 , 0.048648 , 0.047122 , 0.032422 , 0.04338 , 0.028378 , 0.037829 , 0.036642 , 0.032164 
 507 , 0.042424 , 0.035768 , 0.030105 , 0.03537 , 0.038258 , 0.039699 , 0.052448 , 0.04334 , 0.045502 , 0.052252 , 0.042247 , 0.073426 , 0.044105 , 0.043308 , 0.045047 , 0.071719 , 0.053067 , 0.040357 , 0.063029 , 0.052359 , 0.072231 , 0.04298 , 0.055122 , 0.038865 , 0.038833 , 0.07433 , 0.035503 , 0.034611 , 0.048156 , 0.045451 , 0.04413 , 0.043416 , 0.041381 , 0.042221 , 0.046513 , 0.037993 , 0.036716 , 0.025617 , 0.046658 , 0.041577 , 0.042013 , 0.044661 , 0.035616 , 0.039946 , 0.04102 , 0.039921 , 0.06653 , 0.049673 , 0.048137 , 0.033113 , 0.044155 , 0.028917 , 0.038688 , 0.037468 , 0.03293 
 508 , 0.043464 , 0.03659 , 0.030708 , 0.036043 , 0.038879 , 0.04038 , 0.053314 , 0.044081 , 0.046319 , 0.05327 , 0.042873 , 0.074191 , 0.044863 , 0.044195 , 0.046052 , 0.072729 , 0.053849 , 0.040971 , 0.064017 , 0.053143 , 0.073555 , 0.043903 , 0.05617 , 0.039604 , 0.039706 , 0.075679 , 0.036177 , 0.035255 , 0.049187 , 0.046491 , 0.045016 , 0.044246 , 0.042173 , 0.042994 , 0.047362 , 0.038835 , 0.037639 , 0.026066 , 0.047292 , 0.042046 , 0.04293 , 0.045582 , 0.03645 , 0.04066 , 0.041703 , 0.040692 , 0.067864 , 0.05079 , 0.049181 , 0.033868 , 0.044939 , 0.029468 , 0.03963 , 0.038345 , 0.033811 
 509 , 0.044495 , 0.037419 , 0.031316 , 0.036716 , 0.039505 , 0.041066 , 0.054188 , 0.044821 , 0.047137 , 0.054296 , 0.043504 , 0.074954 , 0.045628 , 0.045077 , 0.047061 , 0.073739 , 0.054635 , 0.041578 , 0.064999 , 0.053925 , 0.074884 , 0.044821 , 0.05722 , 0.040343 , 0.04058 , 0.077021 , 0.036856 , 0.035897 , 0.050221 , 0.047534 , 0.045896 , 0.045071 , 0.042966 , 0.043766 , 0.048212 , 0.039678 , 0.038558 , 0.026518 , 0.047918 , 0.042506 , 0.043843 , 0.046498 , 0.037279 , 0.04138 , 0.04239 , 0.041469 , 0.06919 , 0.051897 , 0.050221 , 0.03463 , 0.04573 , 0.030024 , 0.040567 , 0.039217 , 0.034688 
 510 , 0.045554 , 0.038236 , 0.031935 , 0.037367 , 0.040109 , 0.041731 , 0.055028 , 0.045535 , 0.047922 , 0.055305 , 0.044112 , 0.075662 , 0.046378 , 0.045947 , 0.048051 , 0.074722 , 0.055401 , 0.042162 , 0.065975 , 0.054687 , 0.076183 , 0.045741 , 0.058246 , 0.041062 , 0.041441 , 0.078326 , 0.037528 , 0.036518 , 0.051243 , 0.048572 , 0.046764 , 0.045889 , 0.043739 , 0.044531 , 0.049042 , 0.040521 , 0.039478 , 0.02696 , 0.048527 , 0.042954 , 0.044737 , 0.047401 , 0.038114 , 0.042079 , 0.043063 , 0.042246 , 0.070494 , 0.052988 , 0.05125 , 0.035379 , 0.046507 , 0.030571 , 0.041506 , 0.040096 , 0.035559 
 511 , 0.046691 , 0.039018 , 0.032595 , 0.03787 , 0.040572 , 0.042313 , 0.055706 , 0.046124 , 0.048555 , 0.056247 , 0.044602 , 0.076069 , 0.047072 , 0.046723 , 0.048929 , 0.075592 , 0.056054 , 0.042597 , 0.0669 , 0.055364 , 0.077384 , 0.04664 , 0.05913 , 0.041649 , 0.042274 , 0.079435 , 0.03816 , 0.037045 , 0.052256 , 0.049619 , 0.047529 , 0.046672 , 0.044428 , 0.045247 , 0.049806 , 0.041352 , 0.040391 , 0.027379 , 0.049032 , 0.043293 , 0.04553 , 0.048252 , 0.038979 , 0.042726 , 0.043693 , 0.043022 , 0.071678 , 0.053971 , 0.052211 , 0.036084 , 0.047278 , 0.031112 , 0.042448 , 0.040965 , 0.036419 
 512 , 0.047826 , 0.039793 , 0.033258 , 0.038379 , 0.041033 , 0.042899 , 0.05639 , 0.046709 , 0.049189 , 0.05719 , 0.045095 , 0.07648 , 0.047768 , 0.047504 , 0.049815 , 0.07646 , 0.056706 , 0.043028 , 0.067826 , 0.056041 , 0.078591 , 0.047542 , 0.060019 , 0.042234 , 0.043099 , 0.080548 , 0.038798 , 0.037565 , 0.053264 , 0.050661 , 0.048291 , 0.047452 , 0.045121 , 0.045967 , 0.050571 , 0.042189 , 0.041304 , 0.027794 , 0.049531 , 0.043629 , 0.046328 , 0.049105 , 0.039845 , 0.043377 , 0.044326 , 0.04381 , 0.072863 , 0.054949 , 0.053167 , 0.036784 , 0.048052 , 0.031656 , 0.04339 , 0.041834 , 0.037274 
 513 , 0.048959 , 0.04057 , 0.033915 , 0.038889 , 0.041502 , 0.043487 , 0.057069 , 0.047303 , 0.049819 , 0.058129 , 0.045583 , 0.076891 , 0.048461 , 0.048279 , 0.050692 , 0.077331 , 0.05736 , 0.043468 , 0.068762 , 0.05672 , 0.079789 , 0.048441 , 0.060904 , 0.042821 , 0.043927 , 0.081658 , 0.039438 , 0.038087 , 0.054275 , 0.051707 , 0.049056 , 0.048228 , 0.045802 , 0.046682 , 0.051332 , 0.043021 , 0.042219 , 0.028211 , 0.050032 , 0.043966 , 0.047122 , 0.049961 , 0.040706 , 0.044024 , 0.044962 , 0.044593 , 0.074052 , 0.05593 , 0.054126 , 0.037479 , 0.048829 , 0.032195 , 0.044334 , 0.042705 , 0.038139 
 514 , 0.050256 , 0.04157 , 0.034568 , 0.039549 , 0.042017 , 0.044135 , 0.057873 , 0.047982 , 0.050592 , 0.059252 , 0.046188 , 0.077375 , 0.049323 , 0.049213 , 0.051791 , 0.078327 , 0.058125 , 0.043979 , 0.0697 , 0.057549 , 0.081145 , 0.049452 , 0.061934 , 0.043493 , 0.044918 , 0.082906 , 0.040145 , 0.038733 , 0.055398 , 0.05295 , 0.049938 , 0.049122 , 0.046622 , 0.04749 , 0.052166 , 0.044025 , 0.043312 , 0.028719 , 0.050553 , 0.04431 , 0.048144 , 0.050994 , 0.041784 , 0.044776 , 0.045663 , 0.04543 , 0.075361 , 0.057134 , 0.055275 , 0.038344 , 0.049711 , 0.0328 , 0.045488 , 0.043804 , 0.039154 
 515 , 0.051592 , 0.042622 , 0.035221 , 0.040248 , 0.042557 , 0.044788 , 0.058701 , 0.04868 , 0.051391 , 0.06042 , 0.046818 , 0.077881 , 0.050217 , 0.050172 , 0.052941 , 0.079367 , 0.058915 , 0.044509 , 0.070643 , 0.058422 , 0.082526 , 0.05049 , 0.063002 , 0.044178 , 0.045949 , 0.084193 , 0.040864 , 0.039411 , 0.056548 , 0.054239 , 0.050833 , 0.050048 , 0.047467 , 0.048317 , 0.053019 , 0.045067 , 0.044444 , 0.029247 , 0.05108 , 0.044658 , 0.049225 , 0.052072 , 0.042914 , 0.045553 , 0.046384 , 0.046286 , 0.076701 , 0.058396 , 0.056457 , 0.039249 , 0.050613 , 0.033418 , 0.046689 , 0.04495 , 0.040209 
 516 , 0.052933 , 0.043677 , 0.035869 , 0.040942 , 0.043086 , 0.04545 , 0.059533 , 0.04938 , 0.052192 , 0.061585 , 0.047451 , 0.078389 , 0.051108 , 0.05114 , 0.054096 , 0.080403 , 0.059701 , 0.045041 , 0.071588 , 0.059292 , 0.083904 , 0.05153 , 0.064066 , 0.044872 , 0.046976 , 0.085483 , 0.041592 , 0.040085 , 0.057694 , 0.055525 , 0.051738 , 0.050971 , 0.048315 , 0.049146 , 0.053875 , 0.046106 , 0.045573 , 0.029776 , 0.051601 , 0.045002 , 0.050302 , 0.053147 , 0.044034 , 0.046333 , 0.047106 , 0.047139 , 0.078039 , 0.059656 , 0.057642 , 0.04015 , 0.051517 , 0.034031 , 0.047892 , 0.0461 , 0.04126 
 517 , 0.05449 , 0.044926 , 0.03667 , 0.041748 , 0.043741 , 0.046247 , 0.060565 , 0.050239 , 0.053156 , 0.062987 , 0.048233 , 0.079043 , 0.052153 , 0.052335 , 0.055434 , 0.081726 , 0.060715 , 0.045707 , 0.07276 , 0.060383 , 0.0856 , 0.052765 , 0.065325 , 0.04572 , 0.048214 , 0.087032 , 0.042458 , 0.040869 , 0.059074 , 0.057036 , 0.052843 , 0.052101 , 0.049308 , 0.050141 , 0.054927 , 0.047354 , 0.046925 , 0.030413 , 0.05229 , 0.04546 , 0.051573 , 0.054432 , 0.045368 , 0.047257 , 0.048005 , 0.048168 , 0.079649 , 0.061131 , 0.059009 , 0.041214 , 0.052641 , 0.034782 , 0.049288 , 0.047439 , 0.042478 
 518 , 0.056303 , 0.046414 , 0.037653 , 0.042679 , 0.04454 , 0.047227 , 0.061846 , 0.051303 , 0.054311 , 0.064664 , 0.049206 , 0.07988 , 0.05338 , 0.053812 , 0.056978 , 0.083379 , 0.062004 , 0.046526 , 0.074205 , 0.061728 , 0.087678 , 0.054252 , 0.066827 , 0.046775 , 0.04971 , 0.088903 , 0.043511 , 0.041794 , 0.060739 , 0.058819 , 0.054212 , 0.053491 , 0.05049 , 0.051342 , 0.056237 , 0.048852 , 0.048544 , 0.031192 , 0.053177 , 0.04606 , 0.053072 , 0.055981 , 0.046952 , 0.048367 , 0.049127 , 0.049402 , 0.081584 , 0.062855 , 0.060595 , 0.042469 , 0.054042 , 0.0357 , 0.050916 , 0.049009 , 0.043904 
 519 , 0.058121 , 0.047905 , 0.038633 , 0.043605 , 0.045333 , 0.048202 , 0.06312 , 0.05237 , 0.055469 , 0.066344 , 0.050174 , 0.080715 , 0.054612 , 0.055285 , 0.058523 , 0.085034 , 0.063291 , 0.047345 , 0.075656 , 0.063073 , 0.08975 , 0.05574 , 0.068329 , 0.047826 , 0.051203 , 0.090772 , 0.044555 , 0.042715 , 0.062401 , 0.0606 , 0.055582 , 0.054876 , 0.051677 , 0.052541 , 0.05754 , 0.050345 , 0.050161 , 0.031972 , 0.054065 , 0.046659 , 0.054566 , 0.057527 , 0.048538 , 0.049481 , 0.050246 , 0.050635 , 0.083517 , 0.064584 , 0.06219 , 0.043724 , 0.055443 , 0.036621 , 0.052541 , 0.050576 , 0.045333 
 520 , 0.059991 , 0.049411 , 0.039642 , 0.04456 , 0.046159 , 0.049192 , 0.064437 , 0.05346 , 0.056659 , 0.068061 , 0.051177 , 0.081587 , 0.055876 , 0.056798 , 0.060117 , 0.086731 , 0.06461 , 0.048197 , 0.07714 , 0.064451 , 0.091881 , 0.057263 , 0.06986 , 0.048894 , 0.052723 , 0.092704 , 0.045628 , 0.043657 , 0.064105 , 0.062426 , 0.056978 , 0.056294 , 0.052889 , 0.053765 , 0.058876 , 0.05188 , 0.051821 , 0.032766 , 0.05498 , 0.047274 , 0.056095 , 0.059121 , 0.050148 , 0.050626 , 0.051396 , 0.0519 , 0.085496 , 0.066349 , 0.063813 , 0.045011 , 0.056878 , 0.037558 , 0.05421 , 0.052179 , 0.04679 
 521 , 0.062296 , 0.05109 , 0.040896 , 0.045729 , 0.047203 , 0.05036 , 0.066063 , 0.054756 , 0.058127 , 0.070185 , 0.052431 , 0.082832 , 0.057471 , 0.058583 , 0.062189 , 0.088857 , 0.066204 , 0.049301 , 0.078958 , 0.066076 , 0.09448 , 0.059086 , 0.071719 , 0.050172 , 0.054482 , 0.09517 , 0.046915 , 0.044797 , 0.06617 , 0.064608 , 0.058644 , 0.058047 , 0.054368 , 0.055246 , 0.060446 , 0.053785 , 0.053825 , 0.033718 , 0.056144 , 0.048101 , 0.057926 , 0.061083 , 0.052075 , 0.052096 , 0.052772 , 0.05347 , 0.087912 , 0.068469 , 0.065781 , 0.046607 , 0.058644 , 0.038698 , 0.056251 , 0.054079 , 0.04857 
 522 , 0.064612 , 0.052768 , 0.042149 , 0.046896 , 0.048251 , 0.051522 , 0.067686 , 0.056066 , 0.059594 , 0.072298 , 0.053682 , 0.084068 , 0.059066 , 0.060373 , 0.064266 , 0.090989 , 0.067808 , 0.050404 , 0.080783 , 0.0677 , 0.09709 , 0.060901 , 0.073578 , 0.05144 , 0.056242 , 0.097639 , 0.048203 , 0.045941 , 0.068235 , 0.066799 , 0.060312 , 0.059804 , 0.055849 , 0.056729 , 0.062025 , 0.0557 , 0.055835 , 0.034673 , 0.057318 , 0.048928 , 0.059763 , 0.063041 , 0.054 , 0.05356 , 0.054149 , 0.055036 , 0.090325 , 0.070592 , 0.067761 , 0.048203 , 0.060413 , 0.039833 , 0.0583 , 0.055977 , 0.050357 
 523 , 0.066921 , 0.054441 , 0.043398 , 0.048064 , 0.049303 , 0.052689 , 0.069308 , 0.057362 , 0.061064 , 0.074419 , 0.054934 , 0.085311 , 0.06066 , 0.062159 , 0.066346 , 0.093118 , 0.069404 , 0.051506 , 0.082602 , 0.069329 , 0.099693 , 0.062726 , 0.075432 , 0.052717 , 0.058006 , 0.100104 , 0.049494 , 0.047086 , 0.070307 , 0.068987 , 0.061981 , 0.061556 , 0.057328 , 0.058211 , 0.063595 , 0.057609 , 0.057841 , 0.035626 , 0.058484 , 0.049754 , 0.061598 , 0.065005 , 0.055926 , 0.055029 , 0.055529 , 0.056603 , 0.092735 , 0.072716 , 0.069733 , 0.049802 , 0.062179 , 0.040976 , 0.060345 , 0.057876 , 0.052135 
 524 , 0.069239 , 0.056201 , 0.044581 , 0.049268 , 0.050367 , 0.053892 , 0.070981 , 0.058725 , 0.06261 , 0.07658 , 0.056222 , 0.086542 , 0.062278 , 0.064013 , 0.068416 , 0.095273 , 0.071043 , 0.052607 , 0.084454 , 0.071036 , 0.102379 , 0.064628 , 0.077424 , 0.05401 , 0.059837 , 0.1026 , 0.050802 , 0.048231 , 0.072391 , 0.071202 , 0.063743 , 0.063356 , 0.058856 , 0.05972 , 0.065229 , 0.059575 , 0.05992 , 0.03661 , 0.059692 , 0.050595 , 0.063474 , 0.067027 , 0.057964 , 0.056499 , 0.056934 , 0.058227 , 0.095259 , 0.074921 , 0.071741 , 0.051459 , 0.063992 , 0.042148 , 0.062444 , 0.059851 , 0.053934 
 525 , 0.071565 , 0.058 , 0.045733 , 0.050476 , 0.05144 , 0.055108 , 0.072655 , 0.060102 , 0.064175 , 0.078753 , 0.057518 , 0.087771 , 0.063909 , 0.065879 , 0.070483 , 0.097425 , 0.072697 , 0.053711 , 0.086311 , 0.072774 , 0.105088 , 0.066571 , 0.079466 , 0.05531 , 0.061688 , 0.105109 , 0.052125 , 0.04938 , 0.074485 , 0.073423 , 0.06553 , 0.065167 , 0.060403 , 0.061241 , 0.066885 , 0.061555 , 0.06203 , 0.037595 , 0.060899 , 0.051433 , 0.065369 , 0.069072 , 0.060032 , 0.057965 , 0.058342 , 0.059865 , 0.09783 , 0.077154 , 0.073766 , 0.053131 , 0.065823 , 0.04333 , 0.064552 , 0.061856 , 0.055722 
 526 , 0.073883 , 0.059795 , 0.046893 , 0.051693 , 0.052511 , 0.056323 , 0.074335 , 0.061475 , 0.065745 , 0.080927 , 0.058821 , 0.089001 , 0.065533 , 0.067757 , 0.072549 , 0.099574 , 0.074349 , 0.054812 , 0.088168 , 0.074511 , 0.107797 , 0.068505 , 0.081506 , 0.056612 , 0.063536 , 0.107613 , 0.053443 , 0.050535 , 0.076579 , 0.075647 , 0.067319 , 0.066973 , 0.061948 , 0.062767 , 0.06854 , 0.063536 , 0.064136 , 0.038586 , 0.06211 , 0.052278 , 0.06727 , 0.071116 , 0.062103 , 0.059442 , 0.059746 , 0.061503 , 0.100407 , 0.079388 , 0.075789 , 0.054798 , 0.067658 , 0.044515 , 0.066663 , 0.063854 , 0.057516 
 527 , 0.076212 , 0.061573 , 0.04811 , 0.052874 , 0.053587 , 0.057558 , 0.076013 , 0.062828 , 0.067306 , 0.0831 , 0.060097 , 0.090217 , 0.067163 , 0.069588 , 0.074601 , 0.101704 , 0.075991 , 0.055897 , 0.089996 , 0.076234 , 0.110518 , 0.070429 , 0.083564 , 0.057922 , 0.065381 , 0.110125 , 0.054756 , 0.051697 , 0.078665 , 0.077867 , 0.069096 , 0.068775 , 0.063484 , 0.064297 , 0.07018 , 0.065523 , 0.066236 , 0.039582 , 0.063306 , 0.053109 , 0.069153 , 0.073167 , 0.064154 , 0.06091 , 0.061145 , 0.063113 , 0.102952 , 0.08161 , 0.077802 , 0.056453 , 0.069481 , 0.045686 , 0.068739 , 0.065816 , 0.059298 
 528 , 0.078545 , 0.06332 , 0.049427 , 0.054001 , 0.054678 , 0.058826 , 0.077688 , 0.064148 , 0.068851 , 0.085286 , 0.06134 , 0.091437 , 0.068786 , 0.071372 , 0.076637 , 0.103839 , 0.077616 , 0.056954 , 0.091782 , 0.077919 , 0.113245 , 0.072337 , 0.085654 , 0.059229 , 0.067216 , 0.112668 , 0.056053 , 0.052892 , 0.080727 , 0.080079 , 0.070861 , 0.070565 , 0.065005 , 0.065855 , 0.071797 , 0.067526 , 0.06834 , 0.040591 , 0.064487 , 0.053943 , 0.071033 , 0.075211 , 0.066165 , 0.062369 , 0.062535 , 0.064681 , 0.105452 , 0.083817 , 0.079806 , 0.058091 , 0.071286 , 0.046828 , 0.070774 , 0.067735 , 0.061088 
 529 , 0.080873 , 0.065068 , 0.050746 , 0.055125 , 0.055758 , 0.060093 , 0.079367 , 0.065468 , 0.070406 , 0.087477 , 0.062573 , 0.092648 , 0.070414 , 0.073148 , 0.078669 , 0.105981 , 0.079236 , 0.058013 , 0.093572 , 0.0796 , 0.115974 , 0.074247 , 0.087739 , 0.060544 , 0.069054 , 0.115203 , 0.057343 , 0.054085 , 0.082786 , 0.082298 , 0.072625 , 0.072356 , 0.06653 , 0.06741 , 0.07341 , 0.069519 , 0.070435 , 0.041597 , 0.065671 , 0.054769 , 0.072908 , 0.077251 , 0.068181 , 0.063824 , 0.063919 , 0.066246 , 0.107959 , 0.086022 , 0.081811 , 0.059722 , 0.07309 , 0.047968 , 0.072807 , 0.06965 , 0.062878 
 530 , 0.083201 , 0.066815 , 0.052052 , 0.056254 , 0.056841 , 0.061351 , 0.081035 , 0.066786 , 0.071949 , 0.089657 , 0.063811 , 0.093859 , 0.07203 , 0.074931 , 0.080697 , 0.108108 , 0.080851 , 0.059067 , 0.09535 , 0.081284 , 0.118699 , 0.07615 , 0.089819 , 0.061858 , 0.070884 , 0.117736 , 0.058633 , 0.055277 , 0.084847 , 0.084501 , 0.07438 , 0.074138 , 0.068049 , 0.06896 , 0.075019 , 0.071509 , 0.072522 , 0.0426 , 0.066852 , 0.055592 , 0.074777 , 0.079294 , 0.070187 , 0.06528 , 0.065295 , 0.067807 , 0.11045 , 0.088218 , 0.083811 , 0.061358 , 0.074895 , 0.049107 , 0.074836 , 0.07156 , 0.064663 
 531 , 0.085265 , 0.068483 , 0.053109 , 0.057295 , 0.057799 , 0.062452 , 0.082605 , 0.067994 , 0.073395 , 0.091637 , 0.064986 , 0.094926 , 0.073491 , 0.076611 , 0.082523 , 0.109996 , 0.082323 , 0.060036 , 0.096927 , 0.08279 , 0.121207 , 0.077922 , 0.0918 , 0.063104 , 0.072588 , 0.120095 , 0.059785 , 0.056295 , 0.086784 , 0.086524 , 0.076003 , 0.075774 , 0.069454 , 0.070365 , 0.0765 , 0.073291 , 0.074388 , 0.043484 , 0.067868 , 0.056302 , 0.076522 , 0.081204 , 0.071995 , 0.066608 , 0.066564 , 0.069239 , 0.112753 , 0.090184 , 0.085635 , 0.062845 , 0.076492 , 0.050175 , 0.076692 , 0.073306 , 0.066305 
 532 , 0.087334 , 0.070142 , 0.05416 , 0.058337 , 0.058755 , 0.063552 , 0.084166 , 0.069208 , 0.074834 , 0.09361 , 0.066167 , 0.096001 , 0.074961 , 0.078293 , 0.084353 , 0.111877 , 0.083792 , 0.061012 , 0.098503 , 0.0843 , 0.12372 , 0.079698 , 0.093782 , 0.064352 , 0.074289 , 0.122464 , 0.060937 , 0.057313 , 0.088716 , 0.088552 , 0.077621 , 0.077404 , 0.070852 , 0.071763 , 0.077987 , 0.075081 , 0.076246 , 0.044365 , 0.068887 , 0.057015 , 0.078271 , 0.08312 , 0.073795 , 0.067945 , 0.067826 , 0.070665 , 0.115053 , 0.092153 , 0.087461 , 0.064329 , 0.078084 , 0.051247 , 0.078547 , 0.075058 , 0.067945 
 533 , 0.089395 , 0.071812 , 0.055215 , 0.059373 , 0.059713 , 0.064655 , 0.085727 , 0.070418 , 0.076272 , 0.095588 , 0.067344 , 0.097072 , 0.076422 , 0.079978 , 0.086179 , 0.113767 , 0.085267 , 0.061988 , 0.100078 , 0.085809 , 0.126236 , 0.081478 , 0.095762 , 0.065604 , 0.075993 , 0.124827 , 0.062086 , 0.058334 , 0.090654 , 0.090578 , 0.079248 , 0.079029 , 0.072256 , 0.073168 , 0.079466 , 0.076867 , 0.07811 , 0.04524 , 0.069906 , 0.057724 , 0.080024 , 0.085041 , 0.075601 , 0.069273 , 0.069092 , 0.072098 , 0.117353 , 0.094127 , 0.08929 , 0.065822 , 0.079684 , 0.052314 , 0.080408 , 0.076799 , 0.069582 
