  time  ,:55:46 A,:56:00 A,:56:14 A,:56:22 A,:56:30 A,:56:54 A,:57:03 A,:57:11 A,:57:19 A,:57:26 A,:57:58 A,:58:05 A,:58:13 A,:58:21 A,:58:29 A,:59:01 A,:59:09 A,:59:17 A,:59:27 A,:59:36 A,:00:32 A,:00:40 A,:00:46 A,:00:54 A,:01:03 A,:01:19 A,:01:25 A,:01:32 A,:01:39 A,:01:48 A,:02:23 A,:02:30 A,:02:38 A,:02:45 A,:02:54 A,:03:11 A,:03:18 A,:03:27 A,:03:34 A,:03:42 A,:04:27 A,:04:37 A,:04:44 A,:04:54 A,:05:02 A,:05:28 A,:05:36 A,:05:46 A,:05:54 A,:06:02 A,:06:37 A,:06:45 A,:06:52 A,:07:02 A,:07:09 A,:07:43 A,:07:52 A,:08:01 A,:08:08 A,:08:25 A,:09:23 A,:09:31 A,:09:38 A,:09:46 A,:09:54 A,:10:13 A,:10:21 A,:10:28 A,:10:35 A,:10:43 A,:11:21 A,:11:29 A,:11:36 A,:11:45 A,:11:56 A,:12:15 A,:12:25 A,:12:32 A,:12:40 A,:12:47 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 340 , 0 , 0.001582 , 0.000755 , 0.00176 , 0.002824 , 0.002129 , 0 , 0.000045 , 0.001339 , 0 , 0.000569 , 0.012251 , 0.001603 , 0.005583 , 0.006861 , 0.000312 , 0 , 0 , 0 , 0.000692 , 0.005486 , 0.010042 , 0.000425 , 0.002578 , 0.000891 , 0.000752 , 0 , 0.001478 , 0 , 0 , 0 , 0 , 0 , 0.002425 , 0 , 0.004624 , 0.00467 , 0.49488 , 0.000285 , 0.00042 , 0.003463 , 0 , 0.007269 , 0.003307 , 0.005405 , 0.000293 , 0.000342 , 0 , 0 , 0.001457 , 0.002563 , 0.006107 , 0.000603 , 0.000895 , 0.00121 , 0.001261 , 0.001457 , 0.005108 , 0.000244 , 0.003038 , 0.000233 , 0.000122 , 0.000973 , 0.005171 , 0.00057 , 0.000563 , 0 , 0 , 0.000163 , 0.000081 , 0.025158 , 0.008006 , 0.004493 , 0.011168 , 0.004584 , 0.006936 , 0.00362 , 0.49488 , 0.022837 , 0.002835 
 341 , 0 , 0.001967 , 0.001019 , 0.002374 , 0.003276 , 0.00282 , 0 , 0.000065 , 0.002192 , 0 , 0.001038 , 0.013538 , 0.002458 , 0.006059 , 0.015153 , 0.000452 , 0 , 0 , 0 , 0.001436 , 0.005947 , 0.011698 , 0.000573 , 0.003263 , 0.001443 , 0.00106 , 0 , 0.002356 , 0 , 0 , 0 , 0 , 0 , 0.003271 , 0 , 0.005569 , 0.005207 , 0.663911 , 0.000385 , 0.00158 , 0.004617 , 0 , 0.008705 , 0.004484 , 0.006417 , 0.000396 , 0.000462 , 0 , 0 , 0.001965 , 0.003458 , 0.006532 , 0.000938 , 0.001449 , 0.001632 , 0.002504 , 0.001965 , 0.006892 , 0.00033 , 0.004054 , 0.000385 , 0.000165 , 0.001513 , 0.008353 , 0.000769 , 0.001079 , 0 , 0 , 0.00022 , 0.00011 , 0.025271 , 0.008665 , 0.005368 , 0.011705 , 0.005097 , 0.010028 , 0.00403 , 0.663911 , 0.024112 , 0.003825 
 342 , 0.000015 , 0.001891 , 0.001118 , 0.002031 , 0.003136 , 0.002814 , 0.000136 , 0.000171 , 0.002404 , 0.000587 , 0.001203 , 0.01104 , 0.003072 , 0.005056 , 0.008066 , 0.000468 , 0.000361 , 0.000211 , 0.000071 , 0.001661 , 0.004647 , 0.005965 , 0.00076 , 0.002897 , 0.00157 , 0.001141 , 0.000198 , 0.002348 , 0.000139 , 0.000184 , 0 , 0 , 0.00011 , 0.002485 , 0.000111 , 0.004885 , 0.004754 , 0.00197 , 0.000546 , 0.003503 , 0.004305 , 0.000144 , 0.007423 , 0.004715 , 0.00573 , 0.000595 , 0.000704 , 0.000233 , 0.000279 , 0.001826 , 0.003386 , 0.005144 , 0.00121 , 0.001912 , 0.001749 , 0.002501 , 0.00195 , 0.004415 , 0.000753 , 0.003761 , 0.000752 , 0.000434 , 0.001667 , 0.006601 , 0.001121 , 0.001234 , 0.000244 , 0.000256 , 0.000401 , 0.000526 , 0.017271 , 0.007762 , 0.004974 , 0.009663 , 0.004371 , 0.00808 , 0.003559 , 0.017533 , 0.01309 , 0.003909 
 343 , 0.000092 , 0.003851 , 0.00262 , 0.003372 , 0.006544 , 0.005865 , 0.000568 , 0.000678 , 0.005188 , 0.00276 , 0.002638 , 0.018693 , 0.008689 , 0.008921 , 0.009568 , 0.000985 , 0.001568 , 0.001098 , 0.000387 , 0.003344 , 0.007903 , 0.007232 , 0.002364 , 0.005195 , 0.003372 , 0.002587 , 0.001182 , 0.004466 , 0.000874 , 0.000519 , 0 , 0 , 0.000544 , 0.003932 , 0.000557 , 0.008895 , 0.009405 , 0.004241 , 0.001698 , 0.007359 , 0.008047 , 0.000744 , 0.012966 , 0.010531 , 0.010651 , 0.001668 , 0.002443 , 0.001244 , 0.001233 , 0.0035 , 0.00678 , 0.008701 , 0.003366 , 0.004866 , 0.003933 , 0.004281 , 0.004 , 0.006487 , 0.00318 , 0.007095 , 0.002592 , 0.001814 , 0.00373 , 0.009533 , 0.003525 , 0.002587 , 0.001096 , 0.00122 , 0.001386 , 0.002142 , 0.025187 , 0.015321 , 0.009702 , 0.017038 , 0.007882 , 0.012782 , 0.006732 , 0.013314 , 0.01596 , 0.008351 
 344 , 0.000194 , 0.00517 , 0.003813 , 0.003983 , 0.00892 , 0.007989 , 0.000951 , 0.001197 , 0.007235 , 0.004886 , 0.003712 , 0.022245 , 0.015242 , 0.010896 , 0.010527 , 0.001351 , 0.002669 , 0.002062 , 0.000749 , 0.004468 , 0.009657 , 0.007664 , 0.004178 , 0.00643 , 0.004677 , 0.003723 , 0.002445 , 0.005738 , 0.001889 , 0.000756 , 0 , 0 , 0.000988 , 0.004695 , 0.001024 , 0.011092 , 0.012356 , 0.005817 , 0.002857 , 0.010075 , 0.010183 , 0.00139 , 0.015689 , 0.015048 , 0.013378 , 0.002541 , 0.004467 , 0.002376 , 0.002117 , 0.004566 , 0.008996 , 0.010502 , 0.005486 , 0.007221 , 0.005553 , 0.005205 , 0.005397 , 0.007643 , 0.006055 , 0.009107 , 0.004391 , 0.003321 , 0.005329 , 0.010654 , 0.005927 , 0.003536 , 0.001895 , 0.002179 , 0.002352 , 0.003661 , 0.02776 , 0.020068 , 0.012637 , 0.020723 , 0.009736 , 0.015054 , 0.008609 , 0.01211 , 0.01648 , 0.011549 
 345 , 0.000387 , 0.0062 , 0.004846 , 0.00442 , 0.010774 , 0.009579 , 0.001334 , 0.001678 , 0.00891 , 0.006576 , 0.004658 , 0.024009 , 0.022023 , 0.012144 , 0.011338 , 0.001697 , 0.003632 , 0.002966 , 0.00116 , 0.005353 , 0.01091 , 0.008092 , 0.006031 , 0.007335 , 0.005724 , 0.004727 , 0.003756 , 0.006698 , 0.003014 , 0.000988 , 0.000033 , 0.000053 , 0.00142 , 0.005336 , 0.001482 , 0.012643 , 0.014361 , 0.006927 , 0.003954 , 0.012108 , 0.011576 , 0.001996 , 0.017448 , 0.018199 , 0.015264 , 0.003286 , 0.00644 , 0.003453 , 0.002885 , 0.005457 , 0.010572 , 0.011703 , 0.007348 , 0.008776 , 0.006765 , 0.0059 , 0.006533 , 0.008547 , 0.008539 , 0.010516 , 0.005934 , 0.004684 , 0.006606 , 0.011486 , 0.007874 , 0.004259 , 0.002618 , 0.003049 , 0.003248 , 0.004947 , 0.028851 , 0.02321 , 0.014718 , 0.022853 , 0.010939 , 0.016414 , 0.010028 , 0.011773 , 0.016712 , 0.013894 
 346 , 0.00168 , 0.007258 , 0.006234 , 0.005518 , 0.012169 , 0.010106 , 0.002501 , 0.002186 , 0.010538 , 0.006088 , 0.006403 , 0.022537 , 0.020413 , 0.01286 , 0.012028 , 0.002786 , 0.004803 , 0.003824 , 0.002276 , 0.006345 , 0.011967 , 0.009621 , 0.007165 , 0.008839 , 0.00672 , 0.006262 , 0.004808 , 0.007946 , 0.00403 , 0.00184 , 0.000483 , 0.000768 , 0.002184 , 0.006878 , 0.002307 , 0.014422 , 0.01462 , 0.006949 , 0.005095 , 0.012894 , 0.011973 , 0.002629 , 0.019232 , 0.016013 , 0.017306 , 0.004291 , 0.006961 , 0.004442 , 0.003703 , 0.007224 , 0.011141 , 0.012471 , 0.007734 , 0.007386 , 0.00702 , 0.007205 , 0.008106 , 0.009506 , 0.007508 , 0.011133 , 0.006467 , 0.005186 , 0.007201 , 0.013568 , 0.007495 , 0.004657 , 0.003684 , 0.004067 , 0.004363 , 0.005718 , 0.027792 , 0.022708 , 0.015823 , 0.022835 , 0.011783 , 0.01601 , 0.01206 , 0.013957 , 0.017066 , 0.013998 
 347 , 0.002952 , 0.008215 , 0.007509 , 0.006476 , 0.01343 , 0.010547 , 0.003678 , 0.00264 , 0.012095 , 0.005752 , 0.008219 , 0.021959 , 0.019492 , 0.013489 , 0.01264 , 0.003992 , 0.005981 , 0.004624 , 0.003221 , 0.007233 , 0.012881 , 0.011095 , 0.008164 , 0.010243 , 0.007599 , 0.007872 , 0.005741 , 0.009104 , 0.004983 , 0.002827 , 0.000894 , 0.001411 , 0.002766 , 0.008393 , 0.003071 , 0.016032 , 0.014961 , 0.007121 , 0.006149 , 0.013593 , 0.01236 , 0.003167 , 0.020786 , 0.015008 , 0.019148 , 0.005134 , 0.007423 , 0.00529 , 0.004423 , 0.008846 , 0.011672 , 0.013132 , 0.008118 , 0.006841 , 0.007289 , 0.008396 , 0.009626 , 0.010335 , 0.00721 , 0.01168 , 0.006929 , 0.005614 , 0.007716 , 0.015534 , 0.007487 , 0.005002 , 0.004589 , 0.00497 , 0.00541 , 0.006391 , 0.027164 , 0.02244 , 0.016775 , 0.022989 , 0.012512 , 0.01594 , 0.014055 , 0.015987 , 0.017424 , 0.014194 
 348 , 0.004176 , 0.009083 , 0.008676 , 0.007318 , 0.014574 , 0.010926 , 0.004836 , 0.003046 , 0.013579 , 0.005506 , 0.010076 , 0.021756 , 0.018918 , 0.014045 , 0.013186 , 0.005294 , 0.00715 , 0.005363 , 0.004034 , 0.00803 , 0.013681 , 0.012508 , 0.009049 , 0.01155 , 0.00838 , 0.009535 , 0.00657 , 0.010174 , 0.00587 , 0.00394 , 0.001267 , 0.001988 , 0.003237 , 0.009863 , 0.003771 , 0.017494 , 0.015321 , 0.00733 , 0.007118 , 0.014216 , 0.012725 , 0.003632 , 0.022153 , 0.014482 , 0.020816 , 0.005857 , 0.007832 , 0.006028 , 0.00506 , 0.010329 , 0.012157 , 0.013709 , 0.008477 , 0.006589 , 0.007549 , 0.00948 , 0.011081 , 0.011059 , 0.007138 , 0.012166 , 0.007333 , 0.005985 , 0.008168 , 0.017384 , 0.007592 , 0.005303 , 0.005368 , 0.005775 , 0.006383 , 0.006983 , 0.026771 , 0.0223 , 0.017605 , 0.023216 , 0.013149 , 0.016012 , 0.016003 , 0.017869 , 0.01777 , 0.014423 
 349 , 0.00481 , 0.009931 , 0.008743 , 0.007957 , 0.01439 , 0.011882 , 0.005205 , 0.003828 , 0.013372 , 0.005938 , 0.009804 , 0.019593 , 0.017373 , 0.0151 , 0.013286 , 0.005738 , 0.007658 , 0.0059 , 0.004506 , 0.00864 , 0.013338 , 0.01292 , 0.009189 , 0.011272 , 0.008875 , 0.009671 , 0.006955 , 0.010858 , 0.005888 , 0.004473 , 0.001636 , 0.002349 , 0.003624 , 0.00986 , 0.003983 , 0.0174 , 0.014446 , 0.00812 , 0.00723 , 0.013378 , 0.012387 , 0.004238 , 0.022417 , 0.01331 , 0.019767 , 0.006292 , 0.006618 , 0.006433 , 0.005296 , 0.00874 , 0.012045 , 0.01379 , 0.009152 , 0.006849 , 0.007734 , 0.009854 , 0.011269 , 0.010595 , 0.007416 , 0.012066 , 0.00764 , 0.006522 , 0.008698 , 0.01755 , 0.007655 , 0.005827 , 0.006035 , 0.006098 , 0.006502 , 0.00721 , 0.025359 , 0.022753 , 0.016312 , 0.022775 , 0.014505 , 0.015449 , 0.016262 , 0.018393 , 0.017887 , 0.013963 
 350 , 0.005148 , 0.010731 , 0.008498 , 0.008472 , 0.013879 , 0.013013 , 0.00525 , 0.004623 , 0.012723 , 0.006517 , 0.009076 , 0.017481 , 0.015997 , 0.016271 , 0.01325 , 0.005816 , 0.007871 , 0.006307 , 0.004807 , 0.00913 , 0.012763 , 0.012964 , 0.009091 , 0.010668 , 0.009217 , 0.009334 , 0.007149 , 0.011337 , 0.005694 , 0.004687 , 0.001982 , 0.002594 , 0.003934 , 0.009438 , 0.004019 , 0.01685 , 0.013475 , 0.009064 , 0.007096 , 0.012407 , 0.011931 , 0.004857 , 0.022299 , 0.012328 , 0.018323 , 0.006581 , 0.005673 , 0.006682 , 0.00538 , 0.007273 , 0.011791 , 0.013728 , 0.009862 , 0.007216 , 0.007874 , 0.009946 , 0.011049 , 0.009968 , 0.007749 , 0.011825 , 0.007881 , 0.007063 , 0.009206 , 0.017181 , 0.007687 , 0.006383 , 0.006589 , 0.006228 , 0.006358 , 0.007306 , 0.023985 , 0.02334 , 0.014885 , 0.022184 , 0.016172 , 0.014797 , 0.015971 , 0.018413 , 0.017914 , 0.013484 
 351 , 0.005428 , 0.011467 , 0.00833 , 0.008925 , 0.013506 , 0.014056 , 0.005292 , 0.005275 , 0.012247 , 0.006983 , 0.008609 , 0.016001 , 0.015044 , 0.017332 , 0.013233 , 0.005889 , 0.008045 , 0.006654 , 0.005054 , 0.009557 , 0.012342 , 0.013015 , 0.009022 , 0.010261 , 0.009502 , 0.009107 , 0.00731 , 0.011747 , 0.005576 , 0.004858 , 0.002294 , 0.002801 , 0.004188 , 0.009137 , 0.004055 , 0.016418 , 0.012791 , 0.00992 , 0.007014 , 0.01174 , 0.011597 , 0.00541 , 0.022202 , 0.011681 , 0.017329 , 0.00682 , 0.005154 , 0.006887 , 0.005452 , 0.00645 , 0.011606 , 0.01369 , 0.010472 , 0.007522 , 0.007993 , 0.010024 , 0.010895 , 0.009541 , 0.008029 , 0.011649 , 0.008081 , 0.007528 , 0.009645 , 0.016905 , 0.007719 , 0.006867 , 0.007054 , 0.006338 , 0.006261 , 0.007391 , 0.022974 , 0.023838 , 0.013922 , 0.02171 , 0.017839 , 0.0143 , 0.015766 , 0.018438 , 0.017936 , 0.013173 
 352 , 0.00559 , 0.012047 , 0.008448 , 0.009437 , 0.013771 , 0.014579 , 0.005529 , 0.005728 , 0.012185 , 0.007433 , 0.008512 , 0.015656 , 0.014895 , 0.018456 , 0.013591 , 0.006201 , 0.008146 , 0.006963 , 0.005389 , 0.010009 , 0.012246 , 0.013484 , 0.009263 , 0.010226 , 0.009806 , 0.009035 , 0.007658 , 0.012095 , 0.005745 , 0.004997 , 0.002621 , 0.003089 , 0.004444 , 0.009336 , 0.004324 , 0.016542 , 0.012708 , 0.010127 , 0.007199 , 0.011605 , 0.011484 , 0.005866 , 0.022431 , 0.011605 , 0.017174 , 0.007069 , 0.005305 , 0.007222 , 0.005697 , 0.00642 , 0.011762 , 0.014137 , 0.010783 , 0.007902 , 0.008226 , 0.010195 , 0.011104 , 0.009532 , 0.00831 , 0.011828 , 0.00839 , 0.007966 , 0.010169 , 0.016875 , 0.007938 , 0.007442 , 0.007442 , 0.006533 , 0.006502 , 0.00762 , 0.022728 , 0.0243 , 0.014059 , 0.021656 , 0.019004 , 0.01434 , 0.016146 , 0.018616 , 0.018511 , 0.013131 
 353 , 0.005565 , 0.012389 , 0.009013 , 0.010105 , 0.015123 , 0.014239 , 0.006154 , 0.005918 , 0.012705 , 0.007944 , 0.00884 , 0.016869 , 0.015856 , 0.019768 , 0.014618 , 0.006996 , 0.008125 , 0.007233 , 0.005945 , 0.010545 , 0.012586 , 0.014735 , 0.010058 , 0.010684 , 0.010175 , 0.009145 , 0.008389 , 0.012374 , 0.006394 , 0.00511 , 0.00301 , 0.003583 , 0.004756 , 0.010388 , 0.005071 , 0.017563 , 0.013462 , 0.009384 , 0.007835 , 0.012173 , 0.011657 , 0.006192 , 0.023183 , 0.012281 , 0.018138 , 0.007359 , 0.006611 , 0.007834 , 0.006278 , 0.007506 , 0.012466 , 0.015481 , 0.010656 , 0.008467 , 0.008681 , 0.010537 , 0.01192 , 0.010106 , 0.008633 , 0.012592 , 0.008927 , 0.008419 , 0.010909 , 0.017181 , 0.008497 , 0.008273 , 0.007768 , 0.006889 , 0.007355 , 0.008106 , 0.023501 , 0.024733 , 0.015966 , 0.022219 , 0.019125 , 0.015219 , 0.017535 , 0.019016 , 0.020131 , 0.013404 
 354 , 0.005529 , 0.012695 , 0.00952 , 0.010713 , 0.016409 , 0.013974 , 0.006758 , 0.006077 , 0.01315 , 0.008403 , 0.009103 , 0.017974 , 0.016713 , 0.020959 , 0.015549 , 0.007786 , 0.008102 , 0.00746 , 0.006466 , 0.011015 , 0.012871 , 0.015908 , 0.010786 , 0.01108 , 0.010493 , 0.009238 , 0.009069 , 0.012609 , 0.007007 , 0.00521 , 0.00337 , 0.004054 , 0.005034 , 0.011405 , 0.00581 , 0.018471 , 0.01413 , 0.008874 , 0.008429 , 0.012669 , 0.0118 , 0.00648 , 0.023804 , 0.012877 , 0.018984 , 0.007609 , 0.008198 , 0.008395 , 0.00681 , 0.008668 , 0.013091 , 0.016745 , 0.010567 , 0.008975 , 0.009083 , 0.010829 , 0.012658 , 0.010616 , 0.008913 , 0.013273 , 0.009406 , 0.008821 , 0.011575 , 0.01743 , 0.009001 , 0.009065 , 0.008059 , 0.007202 , 0.008163 , 0.00854 , 0.024144 , 0.025079 , 0.017896 , 0.022678 , 0.019213 , 0.016 , 0.018826 , 0.019331 , 0.021648 , 0.013622 
 355 , 0.005488 , 0.012971 , 0.009979 , 0.011271 , 0.017636 , 0.013761 , 0.007341 , 0.00621 , 0.013536 , 0.008819 , 0.009316 , 0.018984 , 0.017483 , 0.022047 , 0.016398 , 0.008571 , 0.008077 , 0.007653 , 0.006956 , 0.01143 , 0.013115 , 0.017011 , 0.011455 , 0.011425 , 0.01077 , 0.009319 , 0.009704 , 0.012812 , 0.007585 , 0.0053 , 0.003702 , 0.004502 , 0.005284 , 0.012389 , 0.006537 , 0.019285 , 0.014727 , 0.008506 , 0.008985 , 0.013106 , 0.011922 , 0.006738 , 0.024324 , 0.013409 , 0.019733 , 0.007827 , 0.010165 , 0.008911 , 0.0073 , 0.009913 , 0.013649 , 0.017936 , 0.010505 , 0.009437 , 0.009442 , 0.011083 , 0.013328 , 0.011071 , 0.00916 , 0.013886 , 0.009836 , 0.009181 , 0.012179 , 0.017637 , 0.00946 , 0.009819 , 0.008321 , 0.007481 , 0.008927 , 0.00893 , 0.024687 , 0.025362 , 0.019851 , 0.023059 , 0.019281 , 0.016699 , 0.020033 , 0.019583 , 0.023074 , 0.013802 
 356 , 0.00557 , 0.012793 , 0.00985 , 0.010793 , 0.017101 , 0.014137 , 0.007592 , 0.006358 , 0.013756 , 0.008413 , 0.00972 , 0.019069 , 0.017264 , 0.021804 , 0.016492 , 0.008119 , 0.008033 , 0.007924 , 0.007147 , 0.01148 , 0.013176 , 0.016704 , 0.011182 , 0.011716 , 0.011214 , 0.009522 , 0.009696 , 0.012069 , 0.007534 , 0.005565 , 0.003767 , 0.004631 , 0.005556 , 0.012206 , 0.006583 , 0.019416 , 0.014873 , 0.008399 , 0.009062 , 0.013396 , 0.012577 , 0.006995 , 0.024464 , 0.013734 , 0.019839 , 0.007973 , 0.010181 , 0.008898 , 0.007352 , 0.010047 , 0.013316 , 0.017827 , 0.010409 , 0.009127 , 0.009047 , 0.01129 , 0.012889 , 0.011159 , 0.009297 , 0.014291 , 0.009607 , 0.009283 , 0.011971 , 0.017804 , 0.009789 , 0.009782 , 0.008272 , 0.007987 , 0.008955 , 0.008666 , 0.025364 , 0.025658 , 0.01949 , 0.022752 , 0.019121 , 0.01668 , 0.019363 , 0.019776 , 0.022699 , 0.01396 
 357 , 0.005644 , 0.012587 , 0.009698 , 0.010352 , 0.01654 , 0.014503 , 0.007785 , 0.006486 , 0.013934 , 0.008017 , 0.010095 , 0.019079 , 0.016993 , 0.021502 , 0.016523 , 0.007693 , 0.007983 , 0.008172 , 0.0073 , 0.011494 , 0.013208 , 0.016342 , 0.01089 , 0.011978 , 0.01164 , 0.009703 , 0.009647 , 0.011387 , 0.00745 , 0.005821 , 0.003806 , 0.004728 , 0.005818 , 0.011975 , 0.006583 , 0.019482 , 0.01497 , 0.008301 , 0.009098 , 0.01365 , 0.013254 , 0.007231 , 0.024545 , 0.014016 , 0.019883 , 0.008096 , 0.010077 , 0.008849 , 0.00737 , 0.010101 , 0.012971 , 0.017642 , 0.010308 , 0.008818 , 0.008679 , 0.011471 , 0.012436 , 0.011207 , 0.009405 , 0.014654 , 0.009364 , 0.009353 , 0.011739 , 0.017938 , 0.010076 , 0.0097 , 0.008201 , 0.008481 , 0.008935 , 0.008399 , 0.025998 , 0.025905 , 0.019042 , 0.022414 , 0.018942 , 0.016608 , 0.018672 , 0.019928 , 0.022255 , 0.014088 
 358 , 0.005703 , 0.012379 , 0.009551 , 0.009979 , 0.016031 , 0.01483 , 0.007943 , 0.006593 , 0.014078 , 0.007662 , 0.010431 , 0.019064 , 0.016722 , 0.021205 , 0.016532 , 0.007335 , 0.007927 , 0.008393 , 0.007432 , 0.011491 , 0.013219 , 0.015995 , 0.010621 , 0.012213 , 0.012037 , 0.009858 , 0.00959 , 0.010793 , 0.007365 , 0.006058 , 0.003834 , 0.004811 , 0.006067 , 0.011754 , 0.006575 , 0.019517 , 0.015041 , 0.008201 , 0.009119 , 0.013875 , 0.013923 , 0.007445 , 0.024589 , 0.014264 , 0.019897 , 0.0082 , 0.009969 , 0.008793 , 0.007377 , 0.010136 , 0.012654 , 0.01745 , 0.010202 , 0.008541 , 0.00836 , 0.011626 , 0.01202 , 0.011234 , 0.009493 , 0.014985 , 0.009138 , 0.009404 , 0.011522 , 0.018043 , 0.01033 , 0.009614 , 0.008125 , 0.00895 , 0.008905 , 0.008158 , 0.026581 , 0.026103 , 0.018623 , 0.022079 , 0.018754 , 0.016519 , 0.018045 , 0.020043 , 0.021832 , 0.014189 
 359 , 0.005977 , 0.012362 , 0.009974 , 0.010212 , 0.016287 , 0.015055 , 0.008047 , 0.006957 , 0.01437 , 0.008059 , 0.010848 , 0.019545 , 0.017133 , 0.020864 , 0.016831 , 0.00768 , 0.008458 , 0.008861 , 0.007661 , 0.011889 , 0.013595 , 0.016197 , 0.010948 , 0.01253 , 0.012324 , 0.010393 , 0.009657 , 0.010992 , 0.007425 , 0.006486 , 0.004036 , 0.005118 , 0.006342 , 0.012041 , 0.006805 , 0.020092 , 0.01531 , 0.008463 , 0.009417 , 0.014449 , 0.014691 , 0.007616 , 0.024995 , 0.014678 , 0.020366 , 0.008537 , 0.009877 , 0.00909 , 0.007562 , 0.010479 , 0.012916 , 0.017522 , 0.01045 , 0.008727 , 0.008602 , 0.01193 , 0.01219 , 0.011507 , 0.009727 , 0.015275 , 0.0094 , 0.009781 , 0.011869 , 0.01854 , 0.010823 , 0.009856 , 0.008421 , 0.009266 , 0.009234 , 0.008427 , 0.027525 , 0.026453 , 0.018828 , 0.02259 , 0.018991 , 0.016616 , 0.018186 , 0.020664 , 0.022407 , 0.014507 
 360 , 0.006406 , 0.01249 , 0.010802 , 0.010848 , 0.01705 , 0.015225 , 0.008113 , 0.007511 , 0.014762 , 0.008997 , 0.011315 , 0.020358 , 0.018008 , 0.020554 , 0.017332 , 0.008538 , 0.009437 , 0.009504 , 0.007955 , 0.012561 , 0.014217 , 0.016767 , 0.011684 , 0.012894 , 0.012531 , 0.011206 , 0.009805 , 0.011719 , 0.007581 , 0.007051 , 0.004369 , 0.005577 , 0.006626 , 0.01267 , 0.007198 , 0.021031 , 0.01571 , 0.008971 , 0.009903 , 0.01526 , 0.015494 , 0.007757 , 0.02564 , 0.015197 , 0.021134 , 0.009032 , 0.00982 , 0.009631 , 0.007866 , 0.011034 , 0.013563 , 0.01778 , 0.010934 , 0.009223 , 0.009224 , 0.012333 , 0.012748 , 0.011944 , 0.010055 , 0.015529 , 0.01 , 0.010386 , 0.012603 , 0.019299 , 0.011483 , 0.01032 , 0.008974 , 0.009465 , 0.009812 , 0.009047 , 0.028688 , 0.026905 , 0.019442 , 0.023668 , 0.01951 , 0.016846 , 0.018832 , 0.021624 , 0.023662 , 0.014968 
 361 , 0.006816 , 0.012617 , 0.011603 , 0.011453 , 0.017759 , 0.015394 , 0.008163 , 0.008051 , 0.015122 , 0.009923 , 0.011747 , 0.021107 , 0.018825 , 0.02031 , 0.017798 , 0.009409 , 0.010415 , 0.010116 , 0.00823 , 0.013192 , 0.014793 , 0.017291 , 0.012384 , 0.013227 , 0.012728 , 0.011995 , 0.009937 , 0.012407 , 0.007719 , 0.007595 , 0.004693 , 0.00601 , 0.006889 , 0.013258 , 0.007565 , 0.021902 , 0.016076 , 0.009449 , 0.010357 , 0.01602 , 0.016248 , 0.007885 , 0.026226 , 0.015674 , 0.021838 , 0.009496 , 0.009783 , 0.01014 , 0.008145 , 0.011552 , 0.014167 , 0.018018 , 0.011384 , 0.009688 , 0.009822 , 0.012704 , 0.013267 , 0.012347 , 0.010352 , 0.01576 , 0.010569 , 0.010958 , 0.013297 , 0.02 , 0.012108 , 0.01075 , 0.009498 , 0.00965 , 0.010358 , 0.009642 , 0.029761 , 0.027315 , 0.020002 , 0.024671 , 0.019983 , 0.017059 , 0.019424 , 0.022514 , 0.024841 , 0.015388 
 362 , 0.007192 , 0.012875 , 0.012205 , 0.011971 , 0.018441 , 0.015572 , 0.008259 , 0.0085 , 0.015575 , 0.01071 , 0.012122 , 0.021783 , 0.019461 , 0.020356 , 0.018137 , 0.010117 , 0.01122 , 0.010618 , 0.008497 , 0.013763 , 0.01532 , 0.017807 , 0.013004 , 0.013567 , 0.012959 , 0.012646 , 0.01008 , 0.013053 , 0.007939 , 0.008032 , 0.005017 , 0.006372 , 0.007134 , 0.013767 , 0.007924 , 0.022634 , 0.016462 , 0.009889 , 0.010779 , 0.016623 , 0.016918 , 0.008094 , 0.026767 , 0.01601 , 0.022441 , 0.009901 , 0.00985 , 0.010615 , 0.008469 , 0.011974 , 0.014705 , 0.01832 , 0.011762 , 0.010132 , 0.010352 , 0.013142 , 0.01376 , 0.012749 , 0.010621 , 0.01613 , 0.011097 , 0.011404 , 0.013941 , 0.020609 , 0.012653 , 0.011174 , 0.00987 , 0.009834 , 0.010789 , 0.010207 , 0.030439 , 0.027673 , 0.020411 , 0.025598 , 0.020496 , 0.017304 , 0.019983 , 0.023175 , 0.025799 , 0.015833 
