  time  ,:55:46 A,:56:00 A,:56:14 A,:56:22 A,:56:30 A,:56:54 A,:57:03 A,:57:11 A,:57:19 A,:57:26 A,:57:58 A,:58:05 A,:58:13 A,:58:21 A,:58:29 A,:59:01 A,:59:09 A,:59:17 A,:59:27 A,:59:36 A,:00:32 A,:00:40 A,:00:46 A,:00:54 A,:01:03 A,:01:19 A,:01:25 A,:01:32 A,:01:39 A,:01:48 A,:02:23 A,:02:30 A,:02:38 A,:02:45 A,:02:54 A,:03:11 A,:03:18 A,:03:27 A,:03:34 A,:03:42 A,:04:27 A,:04:37 A,:04:44 A,:04:54 A,:05:02 A,:05:28 A,:05:36 A,:05:46 A,:05:54 A,:06:02 A,:06:37 A,:06:45 A,:06:52 A,:07:02 A,:07:09 A,:07:43 A,:07:52 A,:08:01 A,:08:08 A,:08:25 A,:09:23 A,:09:31 A,:09:38 A,:09:46 A,:09:54 A,:10:13 A,:10:21 A,:10:28 A,:10:35 A,:10:43 A,:11:21 A,:11:29 A,:11:36 A,:11:45 A,:11:56 A,:12:15 A,:12:25 A,:12:32 A,:12:40 A,:12:47 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 708 , 0.090139 , 0.172784 , 0.18992 , 0.116866 , 0.174113 , 0.15334 , 0.169719 , 0.114955 , 0.16999 , 0.147451 , 0.128575 , 0.07349 , 0.115427 , 0.099695 , 0.102846 , 0.112291 , 0.087285 , 0.088634 , 0.090987 , 0.100458 , 0.171189 , 0.171269 , 0.159174 , 0.180614 , 0.174028 , 0.166303 , 0.172729 , 0.134313 , 0.123307 , 0.161773 , 0.136194 , 0.151775 , 0.147526 , 0.071925 , 0.168701 , 0.080954 , 0.132833 , 0.143358 , 0.131359 , 0.136736 , 0.185159 , 0.140488 , 0.180078 , 0.156049 , 0.163112 , 0.15315 , 0.141908 , 0.147401 , 0.124461 , 0.156747 , 0.119169 , 0.078787 , 0.129929 , 0.180218 , 0.130195 , 0.121145 , 0.069381 , 0.117092 , 0.119796 , 0.119079 , 0.1455 , 0.136305 , 0.149453 , 0.142134 , 0.15462 , 0.135447 , 0.111995 , 0.151203 , 0.150777 , 0.12268 , 0.141738 , 0.112482 , 0.087646 , 0.086251 , 0.085805 , 0.057954 , 0.0796 , 0.08875 , 0.100117 , 0.075195 
 709 , 0.092618 , 0.176933 , 0.194054 , 0.119285 , 0.17795 , 0.156705 , 0.176479 , 0.118632 , 0.174833 , 0.152401 , 0.132003 , 0.073896 , 0.117624 , 0.100778 , 0.10376 , 0.115769 , 0.089422 , 0.090564 , 0.093631 , 0.102493 , 0.176369 , 0.175317 , 0.163308 , 0.185506 , 0.178115 , 0.170479 , 0.177641 , 0.137803 , 0.127155 , 0.166824 , 0.142097 , 0.15839 , 0.153558 , 0.073432 , 0.174215 , 0.081492 , 0.134895 , 0.147772 , 0.135703 , 0.140521 , 0.188573 , 0.144087 , 0.183566 , 0.158964 , 0.16622 , 0.157941 , 0.14662 , 0.151563 , 0.128392 , 0.16051 , 0.122263 , 0.079427 , 0.134427 , 0.18804 , 0.135314 , 0.125435 , 0.070345 , 0.120976 , 0.124238 , 0.121061 , 0.149428 , 0.140242 , 0.152241 , 0.145259 , 0.160021 , 0.139309 , 0.115789 , 0.155483 , 0.155468 , 0.126886 , 0.143 , 0.113236 , 0.0881 , 0.086639 , 0.086978 , 0.058451 , 0.080185 , 0.089277 , 0.101595 , 0.076145 
 710 , 0.095105 , 0.181093 , 0.198203 , 0.12171 , 0.181797 , 0.160076 , 0.183255 , 0.122315 , 0.17969 , 0.157359 , 0.135444 , 0.074306 , 0.119826 , 0.101858 , 0.104684 , 0.119251 , 0.09156 , 0.092502 , 0.096276 , 0.104531 , 0.181569 , 0.179377 , 0.167458 , 0.190404 , 0.182209 , 0.174657 , 0.182561 , 0.1413 , 0.131007 , 0.171886 , 0.148008 , 0.165019 , 0.15961 , 0.074936 , 0.179744 , 0.082031 , 0.136961 , 0.152197 , 0.14006 , 0.144314 , 0.191991 , 0.147695 , 0.187062 , 0.161885 , 0.169332 , 0.162743 , 0.151345 , 0.155733 , 0.132326 , 0.16428 , 0.125364 , 0.080068 , 0.13894 , 0.195883 , 0.140442 , 0.129728 , 0.071312 , 0.124869 , 0.128681 , 0.123039 , 0.153368 , 0.144185 , 0.155033 , 0.148385 , 0.16544 , 0.143184 , 0.119593 , 0.159773 , 0.16017 , 0.131096 , 0.144265 , 0.113996 , 0.088551 , 0.087019 , 0.088149 , 0.058951 , 0.080772 , 0.089805 , 0.103073 , 0.077103 
 711 , 0.09745 , 0.184879 , 0.202011 , 0.124024 , 0.185289 , 0.163099 , 0.189798 , 0.125791 , 0.184196 , 0.162021 , 0.138598 , 0.074681 , 0.121822 , 0.102864 , 0.105437 , 0.122466 , 0.093456 , 0.094243 , 0.098761 , 0.106363 , 0.186462 , 0.183097 , 0.171304 , 0.194935 , 0.185997 , 0.178475 , 0.187101 , 0.144473 , 0.13463 , 0.176575 , 0.153761 , 0.171428 , 0.165371 , 0.076398 , 0.185002 , 0.082465 , 0.138777 , 0.15628 , 0.144186 , 0.147803 , 0.195132 , 0.15102 , 0.190238 , 0.164525 , 0.17221 , 0.167301 , 0.155825 , 0.159655 , 0.136094 , 0.16786 , 0.128266 , 0.080605 , 0.143156 , 0.203422 , 0.145363 , 0.133828 , 0.072182 , 0.128597 , 0.132912 , 0.125009 , 0.156998 , 0.147912 , 0.157522 , 0.151287 , 0.170651 , 0.146818 , 0.123208 , 0.163703 , 0.164614 , 0.13511 , 0.145383 , 0.114568 , 0.088963 , 0.087285 , 0.08924 , 0.05938 , 0.081273 , 0.090284 , 0.104329 , 0.077922 
 712 , 0.099729 , 0.188464 , 0.20564 , 0.126272 , 0.188592 , 0.165961 , 0.196263 , 0.129166 , 0.188577 , 0.166605 , 0.14162 , 0.075039 , 0.123697 , 0.103823 , 0.106098 , 0.125525 , 0.095208 , 0.095871 , 0.101159 , 0.108083 , 0.191202 , 0.186631 , 0.174994 , 0.199315 , 0.189673 , 0.182134 , 0.191457 , 0.147497 , 0.13816 , 0.181132 , 0.159503 , 0.177785 , 0.171008 , 0.077845 , 0.19016 , 0.082838 , 0.140435 , 0.160211 , 0.148225 , 0.151105 , 0.198151 , 0.154181 , 0.193212 , 0.167027 , 0.174974 , 0.17174 , 0.160226 , 0.163464 , 0.139811 , 0.171367 , 0.131083 , 0.081069 , 0.147232 , 0.210874 , 0.150215 , 0.137826 , 0.072999 , 0.132243 , 0.137064 , 0.126955 , 0.160442 , 0.151517 , 0.159837 , 0.154058 , 0.175795 , 0.150303 , 0.126734 , 0.167445 , 0.168929 , 0.13904 , 0.146396 , 0.115018 , 0.08935 , 0.087462 , 0.090283 , 0.05976 , 0.081737 , 0.090711 , 0.105454 , 0.078646 
 713 , 0.102043 , 0.192106 , 0.209331 , 0.128559 , 0.19195 , 0.168864 , 0.202831 , 0.132594 , 0.193023 , 0.17126 , 0.144686 , 0.0754 , 0.125606 , 0.104795 , 0.106766 , 0.128637 , 0.096992 , 0.097519 , 0.103594 , 0.109831 , 0.196015 , 0.190223 , 0.178736 , 0.203768 , 0.193404 , 0.185855 , 0.195878 , 0.150566 , 0.141743 , 0.185758 , 0.165336 , 0.184235 , 0.176735 , 0.079318 , 0.195395 , 0.083217 , 0.142119 , 0.164204 , 0.152327 , 0.154455 , 0.201216 , 0.157392 , 0.196224 , 0.169567 , 0.177779 , 0.176252 , 0.164687 , 0.167337 , 0.143588 , 0.17493 , 0.133951 , 0.081543 , 0.151371 , 0.218441 , 0.155148 , 0.14189 , 0.073829 , 0.135942 , 0.141275 , 0.12893 , 0.163941 , 0.155177 , 0.162189 , 0.156865 , 0.181015 , 0.153845 , 0.130315 , 0.171241 , 0.17331 , 0.143032 , 0.147423 , 0.115476 , 0.089741 , 0.087638 , 0.091342 , 0.060141 , 0.082207 , 0.091147 , 0.1066 , 0.079382 
 714 , 0.104308 , 0.195671 , 0.212945 , 0.130792 , 0.195288 , 0.171723 , 0.209347 , 0.136023 , 0.197446 , 0.175926 , 0.147721 , 0.07572 , 0.127486 , 0.105733 , 0.107415 , 0.131674 , 0.098728 , 0.09915 , 0.106009 , 0.11155 , 0.200786 , 0.193737 , 0.182466 , 0.208169 , 0.197121 , 0.189544 , 0.200243 , 0.153606 , 0.145306 , 0.190334 , 0.171185 , 0.190717 , 0.182475 , 0.080786 , 0.200679 , 0.083559 , 0.143745 , 0.168135 , 0.156389 , 0.157732 , 0.204252 , 0.160573 , 0.199191 , 0.172057 , 0.180556 , 0.180745 , 0.169163 , 0.171185 , 0.147377 , 0.178457 , 0.136784 , 0.082007 , 0.155468 , 0.226019 , 0.160093 , 0.145946 , 0.074648 , 0.139639 , 0.145466 , 0.13084 , 0.167394 , 0.158798 , 0.164475 , 0.159637 , 0.186237 , 0.157358 , 0.13388 , 0.175 , 0.177661 , 0.147023 , 0.148419 , 0.115933 , 0.090123 , 0.087801 , 0.092387 , 0.060531 , 0.082657 , 0.091553 , 0.107711 , 0.080102 
 715 , 0.106415 , 0.199037 , 0.216353 , 0.132882 , 0.19855 , 0.174439 , 0.215649 , 0.139412 , 0.201716 , 0.180507 , 0.150646 , 0.075947 , 0.129273 , 0.106593 , 0.10802 , 0.134497 , 0.100328 , 0.100723 , 0.108357 , 0.113186 , 0.205393 , 0.197027 , 0.186116 , 0.212362 , 0.200714 , 0.193099 , 0.204405 , 0.156507 , 0.148752 , 0.194704 , 0.17694 , 0.197133 , 0.188179 , 0.082236 , 0.205986 , 0.083807 , 0.1452 , 0.171866 , 0.16027 , 0.160791 , 0.207128 , 0.163596 , 0.201991 , 0.174386 , 0.183181 , 0.185123 , 0.173576 , 0.174931 , 0.151099 , 0.181842 , 0.13947 , 0.082429 , 0.159369 , 0.233447 , 0.164969 , 0.149914 , 0.075417 , 0.143268 , 0.149499 , 0.132574 , 0.170704 , 0.162275 , 0.166569 , 0.16227 , 0.19135 , 0.160781 , 0.137326 , 0.178603 , 0.181861 , 0.150916 , 0.149311 , 0.116381 , 0.090453 , 0.087928 , 0.093369 , 0.060911 , 0.083041 , 0.091875 , 0.108723 , 0.080791 
 716 , 0.108561 , 0.20249 , 0.219842 , 0.135025 , 0.201881 , 0.177213 , 0.222078 , 0.142877 , 0.206071 , 0.185166 , 0.153636 , 0.076179 , 0.131094 , 0.107474 , 0.108642 , 0.137381 , 0.101963 , 0.102332 , 0.110759 , 0.114857 , 0.210103 , 0.200392 , 0.189849 , 0.216638 , 0.204376 , 0.196725 , 0.208652 , 0.159454 , 0.152267 , 0.199162 , 0.182806 , 0.203687 , 0.194015 , 0.08372 , 0.2114 , 0.08406 , 0.146684 , 0.175676 , 0.164228 , 0.163926 , 0.210055 , 0.166679 , 0.20485 , 0.176753 , 0.185846 , 0.189595 , 0.17807 , 0.178755 , 0.154886 , 0.185291 , 0.142198 , 0.082858 , 0.163347 , 0.241015 , 0.16994 , 0.153957 , 0.076193 , 0.146976 , 0.153603 , 0.134355 , 0.174091 , 0.165822 , 0.168705 , 0.16496 , 0.196557 , 0.16428 , 0.140838 , 0.182269 , 0.186148 , 0.154881 , 0.150213 , 0.116835 , 0.090783 , 0.088058 , 0.094364 , 0.061297 , 0.083428 , 0.092195 , 0.109753 , 0.081494 
 717 , 0.110754 , 0.206012 , 0.223411 , 0.137213 , 0.205289 , 0.180048 , 0.228647 , 0.146416 , 0.210512 , 0.189927 , 0.15669 , 0.076419 , 0.132956 , 0.108371 , 0.10928 , 0.140328 , 0.103629 , 0.103976 , 0.113213 , 0.116561 , 0.214916 , 0.203829 , 0.19366 , 0.221004 , 0.208114 , 0.200428 , 0.212985 , 0.162464 , 0.155858 , 0.203715 , 0.188795 , 0.210378 , 0.199972 , 0.085232 , 0.216933 , 0.084319 , 0.1482 , 0.179567 , 0.168267 , 0.16713 , 0.213037 , 0.169822 , 0.207772 , 0.179168 , 0.188571 , 0.19416 , 0.182664 , 0.182659 , 0.158745 , 0.188814 , 0.144985 , 0.083296 , 0.167401 , 0.248738 , 0.175016 , 0.158088 , 0.076989 , 0.150759 , 0.157784 , 0.136167 , 0.177551 , 0.169441 , 0.170883 , 0.167701 , 0.201874 , 0.167853 , 0.144414 , 0.186012 , 0.190521 , 0.158921 , 0.151135 , 0.117294 , 0.09112 , 0.088195 , 0.095377 , 0.061689 , 0.083819 , 0.092523 , 0.110802 , 0.082212 
 718 , 0.112904 , 0.209521 , 0.226983 , 0.139404 , 0.208804 , 0.182899 , 0.235105 , 0.149754 , 0.214854 , 0.194612 , 0.159683 , 0.076724 , 0.134755 , 0.109327 , 0.110025 , 0.143094 , 0.105249 , 0.10549 , 0.115528 , 0.118242 , 0.219692 , 0.207194 , 0.197439 , 0.225459 , 0.211772 , 0.204127 , 0.217252 , 0.165455 , 0.159287 , 0.208138 , 0.194787 , 0.217101 , 0.205873 , 0.086739 , 0.222575 , 0.084705 , 0.149787 , 0.183309 , 0.172124 , 0.170236 , 0.216067 , 0.172907 , 0.210847 , 0.181686 , 0.191294 , 0.198643 , 0.187222 , 0.186594 , 0.162567 , 0.192413 , 0.147757 , 0.083813 , 0.171435 , 0.256343 , 0.180015 , 0.162185 , 0.077824 , 0.154393 , 0.161963 , 0.137964 , 0.180916 , 0.173058 , 0.173021 , 0.1705 , 0.207124 , 0.171336 , 0.147894 , 0.189605 , 0.194829 , 0.162893 , 0.152175 , 0.117855 , 0.091539 , 0.088443 , 0.096452 , 0.062108 , 0.084337 , 0.092926 , 0.11187 , 0.082888 
 719 , 0.115103 , 0.213061 , 0.230611 , 0.141616 , 0.212389 , 0.185782 , 0.241698 , 0.153141 , 0.21927 , 0.199379 , 0.162696 , 0.077014 , 0.136582 , 0.110276 , 0.11077 , 0.145912 , 0.106907 , 0.107019 , 0.117876 , 0.119954 , 0.224515 , 0.210584 , 0.201287 , 0.22999 , 0.215486 , 0.207877 , 0.221596 , 0.168514 , 0.162761 , 0.212647 , 0.200893 , 0.223965 , 0.211848 , 0.088271 , 0.228294 , 0.085103 , 0.151416 , 0.187098 , 0.176039 , 0.173369 , 0.219152 , 0.176053 , 0.213978 , 0.184245 , 0.194096 , 0.203191 , 0.191855 , 0.190557 , 0.166451 , 0.19607 , 0.150574 , 0.084342 , 0.175536 , 0.264089 , 0.185082 , 0.166338 , 0.078678 , 0.158085 , 0.166225 , 0.139774 , 0.184325 , 0.176749 , 0.175179 , 0.173341 , 0.212464 , 0.174855 , 0.151425 , 0.193279 , 0.199196 , 0.166935 , 0.153253 , 0.118422 , 0.091975 , 0.088694 , 0.097558 , 0.062548 , 0.084878 , 0.093347 , 0.11297 , 0.083571 
 720 , 0.117338 , 0.216663 , 0.234298 , 0.143866 , 0.21604 , 0.188708 , 0.248395 , 0.156578 , 0.223758 , 0.204223 , 0.16576 , 0.077313 , 0.138442 , 0.111235 , 0.11153 , 0.148771 , 0.108591 , 0.108572 , 0.120264 , 0.121686 , 0.229412 , 0.214023 , 0.205196 , 0.234593 , 0.219255 , 0.211688 , 0.226009 , 0.17162 , 0.166289 , 0.217224 , 0.207092 , 0.230942 , 0.217922 , 0.089823 , 0.234106 , 0.085508 , 0.153072 , 0.190945 , 0.180007 , 0.176553 , 0.222284 , 0.179244 , 0.217154 , 0.186845 , 0.19694 , 0.207808 , 0.196556 , 0.194581 , 0.170394 , 0.19979 , 0.153432 , 0.084881 , 0.179698 , 0.271955 , 0.190224 , 0.170558 , 0.07955 , 0.161834 , 0.170548 , 0.14161 , 0.18779 , 0.180494 , 0.177372 , 0.176221 , 0.217884 , 0.178425 , 0.155014 , 0.19701 , 0.203628 , 0.17104 , 0.154345 , 0.118995 , 0.092416 , 0.088948 , 0.098683 , 0.062991 , 0.085424 , 0.093773 , 0.114086 , 0.084263 
 721 , 0.119553 , 0.220101 , 0.237935 , 0.146014 , 0.219576 , 0.191518 , 0.254865 , 0.159851 , 0.22805 , 0.208957 , 0.168738 , 0.077611 , 0.140247 , 0.112217 , 0.112226 , 0.151512 , 0.11022 , 0.110048 , 0.122543 , 0.123281 , 0.234054 , 0.217255 , 0.208981 , 0.239045 , 0.22291 , 0.215318 , 0.230177 , 0.174612 , 0.16962 , 0.221568 , 0.213039 , 0.237694 , 0.223778 , 0.091318 , 0.239811 , 0.085931 , 0.154706 , 0.194512 , 0.183754 , 0.179585 , 0.225306 , 0.182361 , 0.220212 , 0.189372 , 0.199731 , 0.212175 , 0.201041 , 0.198403 , 0.174161 , 0.203386 , 0.156146 , 0.085435 , 0.183615 , 0.279483 , 0.195135 , 0.174635 , 0.080397 , 0.165427 , 0.174607 , 0.143354 , 0.191049 , 0.184047 , 0.179459 , 0.179064 , 0.223059 , 0.181809 , 0.158453 , 0.200604 , 0.20781 , 0.17496 , 0.155472 , 0.119627 , 0.092845 , 0.089265 , 0.099745 , 0.063421 , 0.085945 , 0.094224 , 0.115202 , 0.084984 
 722 , 0.121766 , 0.223497 , 0.241532 , 0.148127 , 0.223015 , 0.194283 , 0.261174 , 0.163051 , 0.232262 , 0.213662 , 0.171705 , 0.077949 , 0.142052 , 0.113242 , 0.112922 , 0.154202 , 0.11182 , 0.111505 , 0.124781 , 0.124827 , 0.238629 , 0.220464 , 0.212708 , 0.243412 , 0.22659 , 0.218885 , 0.234239 , 0.177567 , 0.172881 , 0.225789 , 0.218838 , 0.244287 , 0.22953 , 0.092784 , 0.245477 , 0.086371 , 0.156337 , 0.19796 , 0.187412 , 0.182568 , 0.228308 , 0.185476 , 0.223247 , 0.191908 , 0.202507 , 0.216454 , 0.205429 , 0.202211 , 0.177892 , 0.206952 , 0.15881 , 0.08601 , 0.187444 , 0.286901 , 0.199979 , 0.178697 , 0.081255 , 0.168964 , 0.178558 , 0.145113 , 0.194251 , 0.187504 , 0.181568 , 0.181957 , 0.228169 , 0.185166 , 0.16188 , 0.204141 , 0.211934 , 0.178841 , 0.156633 , 0.120322 , 0.093284 , 0.08965 , 0.100795 , 0.063867 , 0.086464 , 0.09472 , 0.11633 , 0.085755 
 723 , 0.123987 , 0.226904 , 0.245143 , 0.150247 , 0.226474 , 0.197065 , 0.267515 , 0.166261 , 0.23649 , 0.218389 , 0.174679 , 0.078291 , 0.143866 , 0.114267 , 0.11362 , 0.156901 , 0.113422 , 0.112969 , 0.127034 , 0.126379 , 0.243222 , 0.22369 , 0.216454 , 0.247794 , 0.230293 , 0.222461 , 0.238318 , 0.180534 , 0.176156 , 0.230025 , 0.224664 , 0.250906 , 0.235308 , 0.094259 , 0.251174 , 0.086811 , 0.157972 , 0.201415 , 0.19108 , 0.185562 , 0.231318 , 0.188601 , 0.226294 , 0.19446 , 0.205298 , 0.220758 , 0.209837 , 0.206037 , 0.181637 , 0.21053 , 0.161486 , 0.086589 , 0.191293 , 0.294348 , 0.204841 , 0.182773 , 0.082119 , 0.172513 , 0.182533 , 0.146876 , 0.197471 , 0.190979 , 0.183688 , 0.18486 , 0.233299 , 0.188536 , 0.165323 , 0.20769 , 0.216071 , 0.182741 , 0.157801 , 0.121022 , 0.093728 , 0.090038 , 0.10185 , 0.064309 , 0.086981 , 0.095215 , 0.117462 , 0.086534 
 724 , 0.126146 , 0.230294 , 0.248682 , 0.152329 , 0.229885 , 0.199792 , 0.273692 , 0.169397 , 0.240619 , 0.223041 , 0.177578 , 0.078664 , 0.145674 , 0.115251 , 0.114344 , 0.159527 , 0.114952 , 0.11439 , 0.129214 , 0.127903 , 0.247725 , 0.226868 , 0.220107 , 0.252085 , 0.233927 , 0.22598 , 0.242303 , 0.183415 , 0.179354 , 0.234148 , 0.230386 , 0.257415 , 0.240983 , 0.095704 , 0.256817 , 0.087269 , 0.159582 , 0.204783 , 0.19466 , 0.188483 , 0.2343 , 0.191666 , 0.229296 , 0.196969 , 0.208025 , 0.224968 , 0.214165 , 0.209805 , 0.18531 , 0.214054 , 0.164094 , 0.087163 , 0.195046 , 0.301627 , 0.209607 , 0.186768 , 0.082969 , 0.17596 , 0.186432 , 0.148613 , 0.200643 , 0.19437 , 0.185779 , 0.187715 , 0.238315 , 0.191836 , 0.168688 , 0.211148 , 0.220135 , 0.186547 , 0.158947 , 0.121703 , 0.094182 , 0.090415 , 0.102897 , 0.06477 , 0.087499 , 0.095709 , 0.11859 , 0.087297 
 725 , 0.128154 , 0.233562 , 0.252018 , 0.154337 , 0.233195 , 0.2024 , 0.279504 , 0.172371 , 0.24457 , 0.227509 , 0.180305 , 0.079091 , 0.147482 , 0.116145 , 0.115117 , 0.161987 , 0.116347 , 0.115719 , 0.131238 , 0.12937 , 0.252004 , 0.229955 , 0.223554 , 0.256225 , 0.237389 , 0.229381 , 0.246075 , 0.18611 , 0.182374 , 0.238063 , 0.235888 , 0.263668 , 0.246456 , 0.097079 , 0.262342 , 0.087764 , 0.161119 , 0.207966 , 0.198068 , 0.191267 , 0.237233 , 0.194599 , 0.23218 , 0.199385 , 0.210627 , 0.228987 , 0.218327 , 0.213431 , 0.188826 , 0.217464 , 0.166608 , 0.087746 , 0.198623 , 0.308546 , 0.214151 , 0.190579 , 0.08379 , 0.179208 , 0.190166 , 0.150313 , 0.203726 , 0.197627 , 0.187812 , 0.190469 , 0.243069 , 0.194993 , 0.171866 , 0.21444 , 0.224054 , 0.190161 , 0.160078 , 0.122377 , 0.094688 , 0.090783 , 0.103939 , 0.065275 , 0.088035 , 0.096203 , 0.11972 , 0.088039 
 726 , 0.130144 , 0.236794 , 0.25533 , 0.156354 , 0.2365 , 0.205007 , 0.28531 , 0.175343 , 0.248536 , 0.231973 , 0.183036 , 0.079518 , 0.14929 , 0.117044 , 0.115888 , 0.164445 , 0.11775 , 0.117044 , 0.133259 , 0.130837 , 0.256274 , 0.233037 , 0.227001 , 0.26038 , 0.240844 , 0.23278 , 0.249853 , 0.188806 , 0.185389 , 0.241986 , 0.241395 , 0.269921 , 0.25194 , 0.098462 , 0.267875 , 0.088266 , 0.162656 , 0.211153 , 0.201479 , 0.194062 , 0.24017 , 0.197535 , 0.23506 , 0.201805 , 0.213226 , 0.233005 , 0.222497 , 0.217047 , 0.192338 , 0.220877 , 0.169146 , 0.088334 , 0.202218 , 0.315464 , 0.218699 , 0.194393 , 0.084614 , 0.182458 , 0.193902 , 0.152028 , 0.206809 , 0.200901 , 0.189847 , 0.193223 , 0.247812 , 0.198163 , 0.175041 , 0.217754 , 0.227973 , 0.193773 , 0.161225 , 0.123053 , 0.095201 , 0.09116 , 0.104985 , 0.065776 , 0.088582 , 0.096706 , 0.12086 , 0.088793 
 727 , 0.132133 , 0.24002 , 0.258635 , 0.158369 , 0.2398 , 0.207608 , 0.291098 , 0.178314 , 0.252491 , 0.236425 , 0.18576 , 0.079941 , 0.151092 , 0.117942 , 0.116658 , 0.166897 , 0.119148 , 0.118364 , 0.135278 , 0.132303 , 0.260533 , 0.236113 , 0.230437 , 0.264527 , 0.244289 , 0.236173 , 0.253615 , 0.191496 , 0.188392 , 0.245902 , 0.246888 , 0.276159 , 0.257411 , 0.099836 , 0.27339 , 0.088763 , 0.164192 , 0.214339 , 0.204884 , 0.196847 , 0.243106 , 0.200464 , 0.237929 , 0.204215 , 0.215824 , 0.237017 , 0.226659 , 0.220657 , 0.195838 , 0.224284 , 0.171679 , 0.088918 , 0.205801 , 0.322363 , 0.223234 , 0.198195 , 0.085434 , 0.185705 , 0.197622 , 0.153733 , 0.209891 , 0.204169 , 0.191881 , 0.195966 , 0.252546 , 0.201326 , 0.178208 , 0.22106 , 0.231881 , 0.197374 , 0.162367 , 0.123728 , 0.095709 , 0.091532 , 0.10603 , 0.066277 , 0.089125 , 0.097208 , 0.122004 , 0.089542 
 728 , 0.133996 , 0.242847 , 0.26177 , 0.160197 , 0.24282 , 0.209922 , 0.296305 , 0.180922 , 0.256025 , 0.240464 , 0.188277 , 0.080377 , 0.15269 , 0.118887 , 0.117437 , 0.169166 , 0.120374 , 0.119482 , 0.137083 , 0.133653 , 0.264419 , 0.238913 , 0.233575 , 0.268312 , 0.247398 , 0.239247 , 0.257036 , 0.194013 , 0.191104 , 0.249489 , 0.251872 , 0.281805 , 0.262347 , 0.101053 , 0.278576 , 0.089256 , 0.165631 , 0.217149 , 0.207859 , 0.199329 , 0.245839 , 0.203175 , 0.240629 , 0.206478 , 0.218179 , 0.240629 , 0.230383 , 0.223942 , 0.199004 , 0.227418 , 0.173974 , 0.089512 , 0.208948 , 0.328594 , 0.227295 , 0.201593 , 0.086191 , 0.18863 , 0.200893 , 0.15527 , 0.212644 , 0.207063 , 0.193725 , 0.198505 , 0.256817 , 0.204168 , 0.181032 , 0.223983 , 0.235359 , 0.200614 , 0.163531 , 0.124477 , 0.096227 , 0.092 , 0.106962 , 0.066728 , 0.089681 , 0.097723 , 0.123105 , 0.090225 
 729 , 0.135854 , 0.24569 , 0.264923 , 0.16199 , 0.245827 , 0.21222 , 0.301501 , 0.183493 , 0.25952 , 0.2445 , 0.190795 , 0.08083 , 0.154294 , 0.119844 , 0.118219 , 0.171462 , 0.121588 , 0.120609 , 0.138884 , 0.135016 , 0.268319 , 0.24173 , 0.236703 , 0.272064 , 0.250488 , 0.242316 , 0.260464 , 0.196526 , 0.193835 , 0.253088 , 0.256838 , 0.287447 , 0.267225 , 0.102264 , 0.283729 , 0.089762 , 0.167094 , 0.219966 , 0.21081 , 0.201796 , 0.248574 , 0.205893 , 0.243351 , 0.208741 , 0.220543 , 0.244239 , 0.234108 , 0.227227 , 0.20218 , 0.23056 , 0.176241 , 0.09011 , 0.212046 , 0.334806 , 0.231352 , 0.204982 , 0.08696 , 0.191587 , 0.204186 , 0.156803 , 0.215429 , 0.209958 , 0.195597 , 0.201077 , 0.2611 , 0.20701 , 0.183877 , 0.226897 , 0.238837 , 0.203865 , 0.164704 , 0.125233 , 0.096748 , 0.092467 , 0.107914 , 0.067192 , 0.090247 , 0.09825 , 0.124221 , 0.090911 
 730 , 0.137695 , 0.248503 , 0.26804 , 0.163761 , 0.24881 , 0.214496 , 0.306638 , 0.186029 , 0.262982 , 0.248498 , 0.193291 , 0.081278 , 0.15588 , 0.120788 , 0.118996 , 0.173736 , 0.12279 , 0.121722 , 0.140668 , 0.136361 , 0.272187 , 0.244521 , 0.239806 , 0.275779 , 0.253552 , 0.245355 , 0.263861 , 0.199009 , 0.19654 , 0.256649 , 0.261754 , 0.29303 , 0.272058 , 0.103463 , 0.288837 , 0.090263 , 0.168544 , 0.222757 , 0.213731 , 0.204233 , 0.251289 , 0.208586 , 0.246047 , 0.210982 , 0.222886 , 0.247811 , 0.23779 , 0.230478 , 0.205323 , 0.233671 , 0.178483 , 0.090703 , 0.215119 , 0.340956 , 0.235371 , 0.208343 , 0.087716 , 0.194515 , 0.207449 , 0.158327 , 0.218189 , 0.212824 , 0.197447 , 0.203623 , 0.265337 , 0.209818 , 0.186693 , 0.229781 , 0.242285 , 0.207083 , 0.165864 , 0.125979 , 0.097264 , 0.092934 , 0.108856 , 0.067647 , 0.090808 , 0.098776 , 0.125324 , 0.091592 
