JUN28LOF00160.spu,JUN28LOF00159.spu,JUN28LOF00158.spu,JUN28LOF00157.spu,JUN28LOF00156.spu,
Wavelength,JUN28LOF00161.spu,JUN28LOF00162.spu,JUN28LOF00163.spu,JUN28LOF00164.spu,JUN28LOF00165.spu,JUN28LOF00166.spu,JUN28LOF00167.spu,JUN28LOF00168.spu,JUN28LOF00169.spu,JUN28LOF00170.spu,JUN28LOF00171.spu,JUN28LOF00172.spu,JUN28LOF00173.spu,JUN28LOF00174.spu,JUN28LOF00175.spu,JUN28LOF00176.spu,JUN28LOF00177.spu,JUN28LOF00178.spu,JUN28LOF00179.spu,JUN28LOF00180.spu,JUN28LOF00181.spu,JUN28LOF00182.spu,JUN28LOF00183.spu,JUN28LOF00184.spu,JUN28LOF00185.spu,JUN28LOF00186.spu,JUN28LOF00187.spu,JUN28LOF00188.spu,JUN28LOF00189.spu,JUN28LOF00190.spu,JUN28LOF00191.spu,JUN28LOF00192.spu,JUN28LOF00193.spu,JUN28LOF00194.spu,JUN28LOF00195.spu,JUN28LOF00196.spu,JUN28LOF00197.spu,JUN28LOF00198.spu,JUN28LOF00199.spu,JUN28LOF00200.spu,JUN28LOF00201.spu,JUN28LOF00202.spu,JUN28LOF00203.spu,JUN28LOF00204.spu,JUN28LOF00205.spu,JUN28LOF00206.spu,JUN28LOF00207.spu,JUN28LOF00208.spu,JUN28LOF00209.spu,JUN28LOF00210.spu
  (nm),6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 
  time  ,:16:32 A,:16:43 A,:16:51 A,:16:59 A,:17:06 A,:17:37 A,:17:45 A,:17:50 A,:17:56 A,:18:02 A,:18:45 A,:18:53 A,:18:59 A,:19:07 A,:19:15 A,:19:53 A,:19:59 A,:20:07 A,:20:16 A,:20:23 A,:21:00 A,:21:09 A,:21:16 A,:21:24 A,:21:34 A,:22:11 A,:22:20 A,:22:26 A,:22:35 A,:22:44 A,:23:24 A,:23:31 A,:23:37 A,:23:45 A,:23:52 A,:24:27 A,:24:34 A,:24:42 A,:24:50 A,:24:56 A,:25:34 A,:25:40 A,:25:45 A,:25:54 A,:26:01 A,:26:37 A,:26:46 A,:26:54 A,:27:00 A,:27:06 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 700 , 0.135766 , 0.09878 , 0.145164 , 0.140393 , 0.162441 , 0.151037 , 0.141202 , 0.103379 , 0.122473 , 0.121027 , 0.138232 , 0.182588 , 0.162734 , 0.145729 , 0.128474 , 0.107939 , 0.129643 , 0.128119 , 0.110277 , 0.098054 , 0.099921 , 0.095311 , 0.172858 , 0.104254 , 0.136908 , 0.12198 , 0.167028 , 0.100392 , 0.144776 , 0.124845 , 0.157653 , 0.122091 , 0.116173 , 0.139562 , 0.149386 , 0.137373 , 0.118461 , 0.152262 , 0.122246 , 0.132441 , 0.174858 , 0.165338 , 0.217263 , 0.130214 , 0.179523 , 0.126779 , 0.154583 , 0.14236 , 0.143285 , 0.142166 
 701 , 0.141303 , 0.102776 , 0.151038 , 0.145831 , 0.167157 , 0.158382 , 0.14635 , 0.108397 , 0.127724 , 0.126344 , 0.142551 , 0.186362 , 0.167201 , 0.149497 , 0.134257 , 0.11187 , 0.134185 , 0.13292 , 0.113831 , 0.10155 , 0.103217 , 0.099518 , 0.175793 , 0.108126 , 0.141137 , 0.126084 , 0.171618 , 0.103598 , 0.149564 , 0.129105 , 0.162855 , 0.126769 , 0.120601 , 0.143876 , 0.154362 , 0.143241 , 0.123621 , 0.156842 , 0.127133 , 0.137498 , 0.179266 , 0.169045 , 0.221493 , 0.134212 , 0.183761 , 0.130237 , 0.159487 , 0.145991 , 0.147012 , 0.146609 
 702 , 0.146938 , 0.106853 , 0.15697 , 0.151352 , 0.172005 , 0.165925 , 0.151643 , 0.113521 , 0.133129 , 0.131804 , 0.14696 , 0.1902 , 0.17173 , 0.153315 , 0.140138 , 0.11583 , 0.138819 , 0.13789 , 0.117396 , 0.105083 , 0.1066 , 0.103808 , 0.178755 , 0.112075 , 0.145443 , 0.130293 , 0.176342 , 0.106869 , 0.154485 , 0.133453 , 0.168168 , 0.131507 , 0.125136 , 0.148274 , 0.159411 , 0.149208 , 0.128869 , 0.161544 , 0.132123 , 0.1427 , 0.183664 , 0.172813 , 0.225701 , 0.138247 , 0.188012 , 0.133739 , 0.164523 , 0.149642 , 0.150802 , 0.151088 
 703 , 0.152518 , 0.110894 , 0.16285 , 0.156813 , 0.176804 , 0.173395 , 0.156885 , 0.118599 , 0.138481 , 0.137206 , 0.15133 , 0.194004 , 0.176213 , 0.157093 , 0.145956 , 0.119759 , 0.143411 , 0.142809 , 0.120931 , 0.108585 , 0.109942 , 0.108054 , 0.181686 , 0.115989 , 0.149705 , 0.134458 , 0.181018 , 0.110111 , 0.159364 , 0.137758 , 0.173428 , 0.136204 , 0.129626 , 0.152627 , 0.164409 , 0.155123 , 0.134064 , 0.166204 , 0.137069 , 0.147855 , 0.188023 , 0.176547 , 0.229871 , 0.14224 , 0.19222 , 0.137211 , 0.16951 , 0.153262 , 0.154548 , 0.155522 
 704 , 0.15805 , 0.114875 , 0.168696 , 0.16228 , 0.181605 , 0.180825 , 0.162089 , 0.123679 , 0.143805 , 0.142584 , 0.155667 , 0.197773 , 0.180673 , 0.160824 , 0.15177 , 0.123652 , 0.14797 , 0.147763 , 0.124415 , 0.112095 , 0.113294 , 0.112275 , 0.184603 , 0.119923 , 0.153956 , 0.138627 , 0.185677 , 0.113333 , 0.164237 , 0.142017 , 0.178699 , 0.140829 , 0.134113 , 0.156976 , 0.169388 , 0.161075 , 0.139226 , 0.170866 , 0.14199 , 0.153018 , 0.192311 , 0.18022 , 0.233981 , 0.146204 , 0.19635 , 0.140655 , 0.17448 , 0.156872 , 0.158295 , 0.159925 
 705 , 0.163542 , 0.118823 , 0.174559 , 0.167821 , 0.186445 , 0.188302 , 0.167327 , 0.128847 , 0.149143 , 0.147992 , 0.160008 , 0.201496 , 0.185131 , 0.16452 , 0.157656 , 0.127538 , 0.15252 , 0.152857 , 0.127864 , 0.115701 , 0.116706 , 0.116521 , 0.187536 , 0.123949 , 0.158254 , 0.142909 , 0.190338 , 0.11657 , 0.169146 , 0.146222 , 0.184045 , 0.145396 , 0.13862 , 0.161387 , 0.174402 , 0.167245 , 0.144386 , 0.175574 , 0.146955 , 0.158265 , 0.196484 , 0.183784 , 0.238032 , 0.150185 , 0.200328 , 0.144088 , 0.179478 , 0.16054 , 0.162082 , 0.16433 
 706 , 0.169001 , 0.122763 , 0.180383 , 0.17333 , 0.191252 , 0.195733 , 0.172535 , 0.133989 , 0.154435 , 0.153365 , 0.16432 , 0.205196 , 0.18956 , 0.168206 , 0.163526 , 0.131395 , 0.157056 , 0.15791 , 0.131303 , 0.119288 , 0.120088 , 0.120742 , 0.190458 , 0.127946 , 0.162537 , 0.147187 , 0.194971 , 0.119785 , 0.174022 , 0.150392 , 0.189355 , 0.149944 , 0.14309 , 0.165769 , 0.179383 , 0.1734 , 0.149511 , 0.180243 , 0.151889 , 0.163472 , 0.200624 , 0.187312 , 0.242067 , 0.154149 , 0.204267 , 0.147495 , 0.184453 , 0.164201 , 0.16585 , 0.16872 
 707 , 0.174433 , 0.126676 , 0.186167 , 0.178813 , 0.196034 , 0.203119 , 0.17772 , 0.139098 , 0.159698 , 0.158713 , 0.168607 , 0.20887 , 0.193962 , 0.171867 , 0.169355 , 0.13523 , 0.161559 , 0.162931 , 0.134719 , 0.122851 , 0.123453 , 0.124943 , 0.19336 , 0.131921 , 0.166794 , 0.15144 , 0.199574 , 0.12298 , 0.178872 , 0.154544 , 0.19463 , 0.154463 , 0.147539 , 0.170124 , 0.184343 , 0.179523 , 0.154608 , 0.184881 , 0.156793 , 0.16865 , 0.204738 , 0.190821 , 0.246078 , 0.158094 , 0.208182 , 0.15088 , 0.189395 , 0.167843 , 0.169597 , 0.173083 
 708 , 0.179497 , 0.130374 , 0.191637 , 0.184081 , 0.200627 , 0.210352 , 0.182675 , 0.143904 , 0.164701 , 0.163783 , 0.172585 , 0.212145 , 0.19804 , 0.1753 , 0.174936 , 0.1388 , 0.165865 , 0.167808 , 0.137871 , 0.126311 , 0.126601 , 0.128935 , 0.196022 , 0.135719 , 0.170878 , 0.155555 , 0.203901 , 0.125925 , 0.183447 , 0.158448 , 0.199607 , 0.158776 , 0.151766 , 0.17434 , 0.189024 , 0.185428 , 0.159414 , 0.189255 , 0.161459 , 0.173551 , 0.208474 , 0.193951 , 0.249676 , 0.161819 , 0.211699 , 0.154015 , 0.194047 , 0.171168 , 0.173127 , 0.177211 
 709 , 0.184583 , 0.13408 , 0.197128 , 0.189356 , 0.205247 , 0.217594 , 0.187637 , 0.148712 , 0.169733 , 0.168847 , 0.176571 , 0.215432 , 0.202103 , 0.178728 , 0.180526 , 0.142365 , 0.170171 , 0.172696 , 0.141009 , 0.129773 , 0.129751 , 0.132938 , 0.19866 , 0.139541 , 0.174964 , 0.159639 , 0.208215 , 0.128876 , 0.188016 , 0.162361 , 0.20458 , 0.163076 , 0.156004 , 0.178557 , 0.193706 , 0.191304 , 0.164208 , 0.19361 , 0.166119 , 0.17845 , 0.212218 , 0.197069 , 0.253252 , 0.165511 , 0.215208 , 0.157135 , 0.19866 , 0.174457 , 0.17664 , 0.181338 
 710 , 0.189686 , 0.137796 , 0.20264 , 0.194645 , 0.209876 , 0.224853 , 0.192612 , 0.153532 , 0.174779 , 0.173924 , 0.180571 , 0.218721 , 0.206176 , 0.182158 , 0.186135 , 0.14594 , 0.174487 , 0.177592 , 0.144151 , 0.133246 , 0.132912 , 0.136957 , 0.201302 , 0.143381 , 0.179063 , 0.16373 , 0.212536 , 0.131828 , 0.192596 , 0.166284 , 0.209563 , 0.167388 , 0.160258 , 0.182785 , 0.198393 , 0.197199 , 0.169013 , 0.197974 , 0.170791 , 0.183363 , 0.215977 , 0.200198 , 0.256845 , 0.169209 , 0.218727 , 0.160269 , 0.203277 , 0.177752 , 0.180162 , 0.185476 
 711 , 0.19454 , 0.141354 , 0.207763 , 0.199683 , 0.214285 , 0.231835 , 0.197435 , 0.158284 , 0.179736 , 0.178872 , 0.184402 , 0.221909 , 0.210011 , 0.185426 , 0.191534 , 0.149329 , 0.178538 , 0.182409 , 0.147165 , 0.136561 , 0.13601 , 0.140787 , 0.203739 , 0.147128 , 0.183029 , 0.167748 , 0.216703 , 0.134737 , 0.196958 , 0.169986 , 0.214338 , 0.171502 , 0.16436 , 0.186873 , 0.202832 , 0.202981 , 0.173612 , 0.202186 , 0.17533 , 0.188066 , 0.219529 , 0.203267 , 0.260196 , 0.172801 , 0.222005 , 0.163247 , 0.207726 , 0.18086 , 0.183543 , 0.189455 
 712 , 0.199272 , 0.144855 , 0.212724 , 0.204651 , 0.218603 , 0.23873 , 0.202225 , 0.163068 , 0.18465 , 0.183764 , 0.188141 , 0.225042 , 0.213747 , 0.188626 , 0.19682 , 0.152664 , 0.182457 , 0.187223 , 0.150138 , 0.139798 , 0.139086 , 0.144528 , 0.206101 , 0.15085 , 0.186955 , 0.171763 , 0.220855 , 0.137631 , 0.201234 , 0.173577 , 0.218999 , 0.175491 , 0.168378 , 0.190915 , 0.207155 , 0.208769 , 0.178122 , 0.20638 , 0.179815 , 0.192634 , 0.222948 , 0.206317 , 0.263376 , 0.176361 , 0.2251 , 0.166168 , 0.212165 , 0.183917 , 0.18686 , 0.193335 
 713 , 0.204079 , 0.148415 , 0.217765 , 0.209695 , 0.222987 , 0.245744 , 0.207094 , 0.167936 , 0.189639 , 0.188727 , 0.191946 , 0.228225 , 0.217545 , 0.191878 , 0.202192 , 0.156055 , 0.186435 , 0.192114 , 0.15316 , 0.143083 , 0.142212 , 0.148331 , 0.208505 , 0.154634 , 0.190939 , 0.175844 , 0.225069 , 0.140566 , 0.205579 , 0.177223 , 0.223727 , 0.17954 , 0.172462 , 0.195014 , 0.211546 , 0.214645 , 0.182707 , 0.210639 , 0.18438 , 0.197273 , 0.226422 , 0.209412 , 0.266602 , 0.179981 , 0.228246 , 0.169137 , 0.216679 , 0.187017 , 0.190226 , 0.197279 
 714 , 0.208858 , 0.151918 , 0.222777 , 0.214732 , 0.227368 , 0.252765 , 0.211952 , 0.172781 , 0.194599 , 0.19365 , 0.19569 , 0.231365 , 0.221342 , 0.195064 , 0.207569 , 0.159436 , 0.190405 , 0.197031 , 0.156144 , 0.146383 , 0.145324 , 0.152111 , 0.210861 , 0.158424 , 0.194897 , 0.179976 , 0.229267 , 0.143508 , 0.209896 , 0.180826 , 0.228448 , 0.183565 , 0.176527 , 0.199102 , 0.215922 , 0.220565 , 0.187269 , 0.214878 , 0.188928 , 0.201872 , 0.229857 , 0.212526 , 0.269752 , 0.183602 , 0.231349 , 0.172087 , 0.221139 , 0.190081 , 0.193577 , 0.201173 
 715 , 0.213515 , 0.155215 , 0.227644 , 0.219629 , 0.231618 , 0.259669 , 0.216673 , 0.177453 , 0.199442 , 0.198383 , 0.199209 , 0.234293 , 0.225021 , 0.198024 , 0.212902 , 0.162701 , 0.194284 , 0.201915 , 0.158976 , 0.149673 , 0.148374 , 0.155766 , 0.213057 , 0.162119 , 0.198715 , 0.18416 , 0.233306 , 0.14641 , 0.214008 , 0.184284 , 0.233072 , 0.187479 , 0.180477 , 0.203053 , 0.220153 , 0.226444 , 0.191702 , 0.218938 , 0.193344 , 0.20632 , 0.23314 , 0.215634 , 0.272702 , 0.187147 , 0.234314 , 0.174893 , 0.225343 , 0.19298 , 0.196767 , 0.204907 
 716 , 0.218294 , 0.158573 , 0.23262 , 0.224627 , 0.235939 , 0.266709 , 0.221489 , 0.182194 , 0.204403 , 0.203214 , 0.2028 , 0.237262 , 0.228758 , 0.201032 , 0.218351 , 0.166023 , 0.198256 , 0.206905 , 0.161861 , 0.153036 , 0.151495 , 0.159498 , 0.215291 , 0.165878 , 0.202604 , 0.188428 , 0.237412 , 0.149365 , 0.218191 , 0.187813 , 0.2378 , 0.191484 , 0.184504 , 0.207081 , 0.224457 , 0.232428 , 0.196219 , 0.223056 , 0.197837 , 0.210865 , 0.236482 , 0.218796 , 0.27572 , 0.190755 , 0.23734 , 0.177737 , 0.229606 , 0.195925 , 0.200009 , 0.208715 
 717 , 0.223175 , 0.162003 , 0.237703 , 0.229729 , 0.240352 , 0.273899 , 0.226406 , 0.187035 , 0.20947 , 0.208143 , 0.206466 , 0.24029 , 0.232579 , 0.20411 , 0.223916 , 0.169421 , 0.202314 , 0.212001 , 0.164812 , 0.156472 , 0.154687 , 0.163309 , 0.217573 , 0.169714 , 0.206574 , 0.192782 , 0.241607 , 0.152383 , 0.22246 , 0.191419 , 0.242621 , 0.19557 , 0.188615 , 0.211194 , 0.228854 , 0.238536 , 0.200833 , 0.22726 , 0.202422 , 0.215505 , 0.239889 , 0.222028 , 0.278802 , 0.194433 , 0.240434 , 0.180636 , 0.233958 , 0.198934 , 0.203318 , 0.212603 
 718 , 0.227893 , 0.165335 , 0.242519 , 0.234662 , 0.244681 , 0.280953 , 0.231282 , 0.191647 , 0.214335 , 0.213006 , 0.209939 , 0.243225 , 0.236318 , 0.207096 , 0.229166 , 0.172507 , 0.206294 , 0.216999 , 0.167666 , 0.159783 , 0.157702 , 0.166991 , 0.219908 , 0.173376 , 0.210476 , 0.196974 , 0.245709 , 0.155212 , 0.22663 , 0.194853 , 0.247355 , 0.19951 , 0.192567 , 0.215302 , 0.233128 , 0.244508 , 0.205184 , 0.231354 , 0.206882 , 0.220051 , 0.24326 , 0.224999 , 0.281934 , 0.198073 , 0.243449 , 0.183447 , 0.238143 , 0.201846 , 0.206554 , 0.21635 
 719 , 0.232642 , 0.168751 , 0.247377 , 0.239655 , 0.249105 , 0.288143 , 0.236235 , 0.196372 , 0.219242 , 0.218008 , 0.213482 , 0.246246 , 0.24016 , 0.210144 , 0.234517 , 0.175642 , 0.210312 , 0.222065 , 0.170581 , 0.163129 , 0.160764 , 0.170754 , 0.222325 , 0.17711 , 0.214466 , 0.201244 , 0.249885 , 0.158098 , 0.230904 , 0.198344 , 0.252168 , 0.203523 , 0.196621 , 0.219497 , 0.237489 , 0.250603 , 0.209614 , 0.235552 , 0.211459 , 0.224685 , 0.246714 , 0.228019 , 0.285125 , 0.201795 , 0.246506 , 0.186356 , 0.242438 , 0.204822 , 0.209899 , 0.220169 
 720 , 0.237463 , 0.172222 , 0.252317 , 0.244725 , 0.253592 , 0.295448 , 0.241264 , 0.201171 , 0.224226 , 0.223098 , 0.217082 , 0.249308 , 0.244064 , 0.213235 , 0.239953 , 0.178828 , 0.214393 , 0.227209 , 0.173548 , 0.166526 , 0.163873 , 0.17458 , 0.22478 , 0.180906 , 0.218515 , 0.205582 , 0.254131 , 0.161028 , 0.235243 , 0.201893 , 0.257053 , 0.207594 , 0.200739 , 0.223759 , 0.24192 , 0.256793 , 0.214114 , 0.239821 , 0.216111 , 0.229389 , 0.250218 , 0.231076 , 0.288375 , 0.205577 , 0.249608 , 0.189311 , 0.246798 , 0.207843 , 0.213301 , 0.224048 
 721 , 0.242084 , 0.175468 , 0.257068 , 0.249581 , 0.257886 , 0.302399 , 0.246037 , 0.205749 , 0.228937 , 0.227887 , 0.220557 , 0.252241 , 0.247728 , 0.216225 , 0.245173 , 0.181905 , 0.21829 , 0.232193 , 0.176361 , 0.169718 , 0.166794 , 0.178184 , 0.227165 , 0.184464 , 0.222399 , 0.209707 , 0.258098 , 0.163765 , 0.239337 , 0.205234 , 0.261687 , 0.211409 , 0.204613 , 0.227746 , 0.246122 , 0.262692 , 0.218285 , 0.243886 , 0.220456 , 0.233859 , 0.253549 , 0.23396 , 0.291509 , 0.209172 , 0.252509 , 0.192062 , 0.250934 , 0.210737 , 0.216523 , 0.227736 
 722 , 0.246649 , 0.178571 , 0.261748 , 0.254378 , 0.262121 , 0.309166 , 0.250705 , 0.210154 , 0.233536 , 0.232473 , 0.223974 , 0.255098 , 0.251264 , 0.219182 , 0.250242 , 0.184934 , 0.22215 , 0.237128 , 0.17906 , 0.172823 , 0.169594 , 0.181644 , 0.229455 , 0.187881 , 0.226185 , 0.213716 , 0.26193 , 0.166405 , 0.243304 , 0.208492 , 0.266247 , 0.215092 , 0.208366 , 0.231646 , 0.250216 , 0.268454 , 0.222306 , 0.247889 , 0.224644 , 0.238236 , 0.256831 , 0.236836 , 0.294591 , 0.212683 , 0.255411 , 0.194718 , 0.254982 , 0.21359 , 0.219626 , 0.231294 
 723 , 0.251242 , 0.181688 , 0.266455 , 0.2592 , 0.266374 , 0.315964 , 0.255394 , 0.214587 , 0.238166 , 0.23708 , 0.227407 , 0.257968 , 0.254821 , 0.222154 , 0.255334 , 0.187983 , 0.22603 , 0.242087 , 0.181769 , 0.175947 , 0.172413 , 0.185117 , 0.231756 , 0.191316 , 0.229991 , 0.217745 , 0.265776 , 0.16906 , 0.247295 , 0.211767 , 0.270823 , 0.218795 , 0.212134 , 0.235566 , 0.254329 , 0.274237 , 0.226346 , 0.25191 , 0.228855 , 0.242635 , 0.26013 , 0.239719 , 0.297689 , 0.216211 , 0.258325 , 0.197379 , 0.259054 , 0.216458 , 0.222747 , 0.234868 
 724 , 0.255687 , 0.184723 , 0.271005 , 0.263905 , 0.270574 , 0.322593 , 0.259981 , 0.21883 , 0.24261 , 0.241528 , 0.23073 , 0.260728 , 0.258288 , 0.225053 , 0.260292 , 0.190946 , 0.229818 , 0.246924 , 0.184413 , 0.178976 , 0.175138 , 0.188491 , 0.234007 , 0.194659 , 0.233671 , 0.221666 , 0.269527 , 0.171646 , 0.251148 , 0.214932 , 0.275329 , 0.222362 , 0.215784 , 0.239398 , 0.258323 , 0.279878 , 0.230254 , 0.255833 , 0.23296 , 0.246914 , 0.263359 , 0.24253 , 0.300707 , 0.219647 , 0.261149 , 0.199965 , 0.262993 , 0.219226 , 0.225795 , 0.238341 
 725 , 0.259738 , 0.187558 , 0.275168 , 0.268313 , 0.274598 , 0.328792 , 0.264308 , 0.222728 , 0.246693 , 0.245623 , 0.233803 , 0.263253 , 0.261518 , 0.227773 , 0.264983 , 0.193703 , 0.233368 , 0.251463 , 0.186913 , 0.181798 , 0.177673 , 0.191638 , 0.236133 , 0.197808 , 0.237093 , 0.225363 , 0.273088 , 0.174078 , 0.254693 , 0.217853 , 0.279652 , 0.225668 , 0.219188 , 0.242978 , 0.262058 , 0.285207 , 0.233908 , 0.259493 , 0.236838 , 0.250933 , 0.266468 , 0.245168 , 0.303627 , 0.222868 , 0.263768 , 0.202378 , 0.266673 , 0.221778 , 0.228708 , 0.241683 
 726 , 0.263752 , 0.19038 , 0.27929 , 0.272703 , 0.278605 , 0.33498 , 0.268625 , 0.226648 , 0.250778 , 0.249723 , 0.236879 , 0.265771 , 0.264731 , 0.230492 , 0.269689 , 0.196452 , 0.236904 , 0.255995 , 0.189415 , 0.184627 , 0.180219 , 0.194783 , 0.238253 , 0.20096 , 0.240522 , 0.229067 , 0.276661 , 0.176511 , 0.258234 , 0.220776 , 0.283983 , 0.228977 , 0.222595 , 0.246535 , 0.265796 , 0.29054 , 0.237574 , 0.263142 , 0.240722 , 0.254951 , 0.269589 , 0.247804 , 0.306588 , 0.226079 , 0.266376 , 0.204788 , 0.270359 , 0.22433 , 0.231636 , 0.245065 
 727 , 0.267753 , 0.193204 , 0.283409 , 0.277079 , 0.282604 , 0.341152 , 0.272933 , 0.230565 , 0.254859 , 0.25382 , 0.239952 , 0.268287 , 0.267937 , 0.233203 , 0.274387 , 0.199193 , 0.240427 , 0.260514 , 0.19191 , 0.187449 , 0.182758 , 0.197924 , 0.240367 , 0.204104 , 0.243944 , 0.232764 , 0.280226 , 0.178941 , 0.261768 , 0.223692 , 0.288304 , 0.232284 , 0.225995 , 0.250083 , 0.269521 , 0.295858 , 0.241236 , 0.266783 , 0.244593 , 0.25896 , 0.272703 , 0.250433 , 0.30954 , 0.229287 , 0.268981 , 0.207191 , 0.274032 , 0.226879 , 0.234562 , 0.24844 
 728 , 0.27142 , 0.195745 , 0.287131 , 0.281045 , 0.286209 , 0.34678 , 0.276783 , 0.234126 , 0.25858 , 0.257553 , 0.242814 , 0.270597 , 0.270797 , 0.235716 , 0.278568 , 0.201622 , 0.243721 , 0.264636 , 0.19419 , 0.190073 , 0.185039 , 0.20074 , 0.242365 , 0.206901 , 0.247021 , 0.23616 , 0.283447 , 0.181061 , 0.26504 , 0.22633 , 0.29215 , 0.235307 , 0.229067 , 0.253291 , 0.27287 , 0.300604 , 0.244384 , 0.270054 , 0.248018 , 0.262652 , 0.275617 , 0.252808 , 0.312288 , 0.232192 , 0.271425 , 0.209353 , 0.277346 , 0.229256 , 0.237246 , 0.251517 
 729 , 0.275093 , 0.19825 , 0.290867 , 0.284992 , 0.28978 , 0.3524 , 0.280599 , 0.237636 , 0.262277 , 0.261259 , 0.245665 , 0.272894 , 0.273652 , 0.2382 , 0.282678 , 0.204075 , 0.247012 , 0.268705 , 0.19645 , 0.192664 , 0.187284 , 0.203556 , 0.244389 , 0.20969 , 0.250089 , 0.239571 , 0.286693 , 0.183169 , 0.268356 , 0.228989 , 0.295993 , 0.23835 , 0.232146 , 0.256527 , 0.276225 , 0.305309 , 0.247496 , 0.273338 , 0.251415 , 0.266326 , 0.278529 , 0.25519 , 0.315003 , 0.235168 , 0.273891 , 0.21155 , 0.280654 , 0.231667 , 0.239935 , 0.254557 
 730 , 0.278729 , 0.200736 , 0.294571 , 0.288903 , 0.293318 , 0.357975 , 0.284382 , 0.241115 , 0.265942 , 0.264934 , 0.248489 , 0.275177 , 0.276484 , 0.240661 , 0.286752 , 0.206499 , 0.25027 , 0.272742 , 0.19869 , 0.195233 , 0.189505 , 0.206349 , 0.246393 , 0.212456 , 0.253134 , 0.242951 , 0.289915 , 0.185259 , 0.271649 , 0.231625 , 0.299804 , 0.241364 , 0.235202 , 0.25974 , 0.279553 , 0.309978 , 0.250585 , 0.276594 , 0.254786 , 0.269973 , 0.281419 , 0.25755 , 0.317696 , 0.238116 , 0.276334 , 0.213733 , 0.283933 , 0.234055 , 0.242607 , 0.257575 
 731 , 0.281989 , 0.20288 , 0.297961 , 0.292515 , 0.296618 , 0.363035 , 0.287794 , 0.244196 , 0.269197 , 0.268174 , 0.251019 , 0.277248 , 0.279099 , 0.242829 , 0.290449 , 0.208719 , 0.2532 , 0.276439 , 0.200684 , 0.197484 , 0.191485 , 0.208889 , 0.248219 , 0.214928 , 0.255881 , 0.245998 , 0.29281 , 0.187143 , 0.274602 , 0.234014 , 0.303286 , 0.244067 , 0.237927 , 0.262669 , 0.282563 , 0.314202 , 0.253315 , 0.279539 , 0.257817 , 0.273205 , 0.284016 , 0.259694 , 0.320186 , 0.240817 , 0.278545 , 0.215657 , 0.286881 , 0.236235 , 0.245045 , 0.260223 
 732 , 0.285077 , 0.204887 , 0.301139 , 0.295916 , 0.29979 , 0.36784 , 0.291109 , 0.247081 , 0.272258 , 0.271224 , 0.253368 , 0.27922 , 0.281614 , 0.244877 , 0.294002 , 0.210824 , 0.255942 , 0.280029 , 0.202543 , 0.199565 , 0.193378 , 0.211294 , 0.24994 , 0.217251 , 0.258465 , 0.24885 , 0.295522 , 0.188915 , 0.277391 , 0.236271 , 0.306636 , 0.246576 , 0.240469 , 0.265517 , 0.285462 , 0.318265 , 0.255907 , 0.282358 , 0.260754 , 0.276296 , 0.286531 , 0.261759 , 0.322603 , 0.243358 , 0.280664 , 0.217436 , 0.289685 , 0.2383 , 0.247381 , 0.262733 
 733 , 0.288138 , 0.206876 , 0.30429 , 0.299281 , 0.302934 , 0.372607 , 0.294403 , 0.249939 , 0.275288 , 0.274247 , 0.255693 , 0.281173 , 0.284115 , 0.246902 , 0.29752 , 0.212906 , 0.258661 , 0.283594 , 0.20439 , 0.201627 , 0.195248 , 0.213677 , 0.25165 , 0.219561 , 0.261027 , 0.251675 , 0.298215 , 0.190674 , 0.280147 , 0.238505 , 0.309954 , 0.249068 , 0.242989 , 0.268343 , 0.288338 , 0.322299 , 0.25848 , 0.285156 , 0.263669 , 0.279356 , 0.289029 , 0.263804 , 0.325001 , 0.245876 , 0.282769 , 0.219201 , 0.292461 , 0.240342 , 0.249694 , 0.265226 
