JUN28LOF00160.spu,JUN28LOF00159.spu,JUN28LOF00158.spu,JUN28LOF00157.spu,JUN28LOF00156.spu,
Wavelength,JUN28LOF00161.spu,JUN28LOF00162.spu,JUN28LOF00163.spu,JUN28LOF00164.spu,JUN28LOF00165.spu,JUN28LOF00166.spu,JUN28LOF00167.spu,JUN28LOF00168.spu,JUN28LOF00169.spu,JUN28LOF00170.spu,JUN28LOF00171.spu,JUN28LOF00172.spu,JUN28LOF00173.spu,JUN28LOF00174.spu,JUN28LOF00175.spu,JUN28LOF00176.spu,JUN28LOF00177.spu,JUN28LOF00178.spu,JUN28LOF00179.spu,JUN28LOF00180.spu,JUN28LOF00181.spu,JUN28LOF00182.spu,JUN28LOF00183.spu,JUN28LOF00184.spu,JUN28LOF00185.spu,JUN28LOF00186.spu,JUN28LOF00187.spu,JUN28LOF00188.spu,JUN28LOF00189.spu,JUN28LOF00190.spu,JUN28LOF00191.spu,JUN28LOF00192.spu,JUN28LOF00193.spu,JUN28LOF00194.spu,JUN28LOF00195.spu,JUN28LOF00196.spu,JUN28LOF00197.spu,JUN28LOF00198.spu,JUN28LOF00199.spu,JUN28LOF00200.spu,JUN28LOF00201.spu,JUN28LOF00202.spu,JUN28LOF00203.spu,JUN28LOF00204.spu,JUN28LOF00205.spu,JUN28LOF00206.spu,JUN28LOF00207.spu,JUN28LOF00208.spu,JUN28LOF00209.spu,JUN28LOF00210.spu
  (nm),6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 
  time  ,:16:32 A,:16:43 A,:16:51 A,:16:59 A,:17:06 A,:17:37 A,:17:45 A,:17:50 A,:17:56 A,:18:02 A,:18:45 A,:18:53 A,:18:59 A,:19:07 A,:19:15 A,:19:53 A,:19:59 A,:20:07 A,:20:16 A,:20:23 A,:21:00 A,:21:09 A,:21:16 A,:21:24 A,:21:34 A,:22:11 A,:22:20 A,:22:26 A,:22:35 A,:22:44 A,:23:24 A,:23:31 A,:23:37 A,:23:45 A,:23:52 A,:24:27 A,:24:34 A,:24:42 A,:24:50 A,:24:56 A,:25:34 A,:25:40 A,:25:45 A,:25:54 A,:26:01 A,:26:37 A,:26:46 A,:26:54 A,:27:00 A,:27:06 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 342 , 0.008888 , 0.002072 , 0.011194 , 0.006814 , 0.012856 , 0.010764 , 0.012068 , 0.004933 , 0.006505 , 0.004215 , 0.008469 , 0.016597 , 0.017247 , 0.011175 , 0.005083 , 0.011708 , 0.0105 , 0.009587 , 0.008724 , 0.005303 , 0.005227 , 0.002745 , 0.018757 , 0.007759 , 0.011058 , 0.009403 , 0.019732 , 0.00483 , 0.011322 , 0.012522 , 0.021046 , 0.008448 , 0.005823 , 0.015579 , 0.021711 , 0.0073 , 0.001414 , 0.010055 , 0.009273 , 0.011241 , 0.014042 , 0.022843 , 0.038399 , 0.007981 , 0.016141 , 0.009537 , 0.013577 , 0.013875 , 0.01693 , 0.019085 
 343 , 0.009291 , 0.002943 , 0.010609 , 0.007419 , 0.014175 , 0.01131 , 0.012399 , 0.004914 , 0.006847 , 0.005349 , 0.009301 , 0.017077 , 0.017326 , 0.011334 , 0.005175 , 0.012296 , 0.010541 , 0.009271 , 0.009375 , 0.006049 , 0.006175 , 0.003738 , 0.019601 , 0.008235 , 0.011594 , 0.010153 , 0.020508 , 0.00533 , 0.012569 , 0.011418 , 0.020958 , 0.009086 , 0.006644 , 0.015161 , 0.019175 , 0.008075 , 0.002773 , 0.011465 , 0.010097 , 0.01189 , 0.015384 , 0.023161 , 0.035251 , 0.00919 , 0.016165 , 0.011141 , 0.012776 , 0.015709 , 0.018424 , 0.018764 
 344 , 0.009615 , 0.003592 , 0.010159 , 0.007885 , 0.015276 , 0.011732 , 0.012642 , 0.004889 , 0.00711 , 0.006355 , 0.010067 , 0.017467 , 0.017348 , 0.011438 , 0.005249 , 0.012806 , 0.010555 , 0.008981 , 0.009964 , 0.006569 , 0.006932 , 0.004632 , 0.020293 , 0.008592 , 0.012049 , 0.010805 , 0.021163 , 0.005728 , 0.013687 , 0.01066 , 0.020845 , 0.009598 , 0.007271 , 0.014816 , 0.017471 , 0.008693 , 0.00393 , 0.012735 , 0.010808 , 0.012412 , 0.016572 , 0.023365 , 0.032943 , 0.010231 , 0.016152 , 0.012512 , 0.012179 , 0.017474 , 0.019643 , 0.018474 
 345 , 0.009864 , 0.004152 , 0.009913 , 0.008313 , 0.016153 , 0.012082 , 0.012931 , 0.004962 , 0.007366 , 0.007274 , 0.010812 , 0.017827 , 0.017332 , 0.011633 , 0.00539 , 0.01318 , 0.010587 , 0.008805 , 0.010489 , 0.00695 , 0.007582 , 0.005413 , 0.020838 , 0.008934 , 0.012533 , 0.011342 , 0.021581 , 0.006094 , 0.014592 , 0.010238 , 0.020821 , 0.010077 , 0.007788 , 0.014635 , 0.016445 , 0.0092 , 0.004898 , 0.013821 , 0.011454 , 0.012847 , 0.017581 , 0.023532 , 0.031377 , 0.011084 , 0.016182 , 0.013618 , 0.011879 , 0.018924 , 0.020548 , 0.018334 
 346 , 0.010063 , 0.005335 , 0.010902 , 0.009328 , 0.016225 , 0.012471 , 0.014382 , 0.006258 , 0.008161 , 0.008378 , 0.012007 , 0.018608 , 0.017169 , 0.013236 , 0.006522 , 0.012854 , 0.011107 , 0.00976 , 0.011034 , 0.007232 , 0.008527 , 0.005833 , 0.021014 , 0.009961 , 0.014085 , 0.011591 , 0.02079 , 0.00691 , 0.014461 , 0.011287 , 0.021814 , 0.011178 , 0.008486 , 0.015593 , 0.017728 , 0.009652 , 0.005417 , 0.014185 , 0.012387 , 0.013354 , 0.018008 , 0.02394 , 0.032171 , 0.011319 , 0.016969 , 0.01373 , 0.013401 , 0.018012 , 0.020367 , 0.019534 
 347 , 0.010193 , 0.006387 , 0.011821 , 0.010252 , 0.01627 , 0.012809 , 0.015673 , 0.00744 , 0.008808 , 0.009385 , 0.013081 , 0.019263 , 0.017007 , 0.014716 , 0.007601 , 0.01257 , 0.0115 , 0.010563 , 0.011448 , 0.007462 , 0.009332 , 0.006185 , 0.021132 , 0.010882 , 0.015511 , 0.011764 , 0.020151 , 0.007623 , 0.014331 , 0.012247 , 0.022669 , 0.012157 , 0.009066 , 0.016449 , 0.018856 , 0.010032 , 0.005869 , 0.014467 , 0.013184 , 0.01376 , 0.018344 , 0.024262 , 0.032808 , 0.011492 , 0.017599 , 0.013803 , 0.014831 , 0.017302 , 0.020187 , 0.020536 
 348 , 0.010279 , 0.007327 , 0.012676 , 0.011095 , 0.016295 , 0.013104 , 0.016826 , 0.008519 , 0.009342 , 0.010307 , 0.014048 , 0.019817 , 0.01685 , 0.016085 , 0.00863 , 0.012321 , 0.011801 , 0.011245 , 0.011766 , 0.007651 , 0.010024 , 0.006481 , 0.021207 , 0.011711 , 0.016825 , 0.011885 , 0.019619 , 0.008249 , 0.014205 , 0.013128 , 0.023411 , 0.013031 , 0.009551 , 0.017215 , 0.019852 , 0.010355 , 0.006266 , 0.014688 , 0.013869 , 0.01409 , 0.018608 , 0.024518 , 0.033322 , 0.01162 , 0.018109 , 0.013849 , 0.016177 , 0.01673 , 0.020012 , 0.02138 
 349 , 0.010812 , 0.007924 , 0.012926 , 0.01157 , 0.01616 , 0.013355 , 0.016641 , 0.008452 , 0.009388 , 0.010421 , 0.013916 , 0.020202 , 0.017031 , 0.016411 , 0.00943 , 0.012701 , 0.012572 , 0.011805 , 0.012233 , 0.008141 , 0.010212 , 0.006928 , 0.021164 , 0.011574 , 0.016714 , 0.012288 , 0.020211 , 0.008841 , 0.014317 , 0.013751 , 0.023899 , 0.013056 , 0.010133 , 0.017732 , 0.020327 , 0.01087 , 0.006505 , 0.015054 , 0.013848 , 0.014127 , 0.018749 , 0.024477 , 0.03231 , 0.012218 , 0.018707 , 0.014067 , 0.01627 , 0.017337 , 0.020207 , 0.022181 
 350 , 0.011499 , 0.008398 , 0.012899 , 0.011883 , 0.015953 , 0.013551 , 0.015989 , 0.007973 , 0.009256 , 0.010225 , 0.013397 , 0.020494 , 0.017291 , 0.016307 , 0.010073 , 0.01325 , 0.013531 , 0.012304 , 0.012764 , 0.008706 , 0.01018 , 0.007405 , 0.021045 , 0.011104 , 0.016094 , 0.012767 , 0.021215 , 0.009399 , 0.01447 , 0.014216 , 0.024236 , 0.012759 , 0.010708 , 0.018085 , 0.020543 , 0.011423 , 0.006666 , 0.015417 , 0.013562 , 0.014029 , 0.018811 , 0.024288 , 0.03087 , 0.012966 , 0.019285 , 0.014294 , 0.015878 , 0.01836 , 0.020488 , 0.022983 
 351 , 0.012149 , 0.008877 , 0.012829 , 0.012171 , 0.015733 , 0.013695 , 0.015398 , 0.007544 , 0.009135 , 0.010044 , 0.012926 , 0.020744 , 0.017488 , 0.016186 , 0.010637 , 0.013708 , 0.014472 , 0.01277 , 0.013284 , 0.009209 , 0.010118 , 0.007837 , 0.020894 , 0.010682 , 0.015532 , 0.013199 , 0.022197 , 0.009918 , 0.01457 , 0.014609 , 0.024501 , 0.012469 , 0.011216 , 0.018354 , 0.020688 , 0.011919 , 0.006801 , 0.015703 , 0.013283 , 0.013903 , 0.018834 , 0.024058 , 0.029596 , 0.01366 , 0.019779 , 0.014454 , 0.015501 , 0.019346 , 0.02071 , 0.023785 
 352 , 0.012733 , 0.009396 , 0.012875 , 0.012561 , 0.016123 , 0.014047 , 0.015075 , 0.00764 , 0.009267 , 0.010103 , 0.012939 , 0.020759 , 0.017715 , 0.016212 , 0.011013 , 0.014365 , 0.015137 , 0.013225 , 0.013945 , 0.009467 , 0.010265 , 0.00829 , 0.021117 , 0.010699 , 0.015338 , 0.013651 , 0.022943 , 0.01031 , 0.014723 , 0.015077 , 0.024644 , 0.012595 , 0.011589 , 0.018701 , 0.020872 , 0.012478 , 0.007095 , 0.01627 , 0.013364 , 0.013951 , 0.019244 , 0.024201 , 0.029005 , 0.014498 , 0.02013 , 0.014942 , 0.015429 , 0.020216 , 0.021204 , 0.024265 
 353 , 0.013207 , 0.009964 , 0.013177 , 0.013148 , 0.017746 , 0.014847 , 0.015205 , 0.008752 , 0.009881 , 0.010604 , 0.013827 , 0.020431 , 0.018062 , 0.016539 , 0.011101 , 0.015509 , 0.015241 , 0.01367 , 0.014861 , 0.00932 , 0.010836 , 0.008821 , 0.022064 , 0.01151 , 0.015775 , 0.014173 , 0.023193 , 0.010481 , 0.015009 , 0.01575 , 0.0246 , 0.013509 , 0.011761 , 0.019252 , 0.02118 , 0.013207 , 0.007723 , 0.017463 , 0.014119 , 0.014342 , 0.020437 , 0.025064 , 0.029495 , 0.015672 , 0.020299 , 0.01615 , 0.015902 , 0.020852 , 0.022266 , 0.024143 
 354 , 0.013624 , 0.01047 , 0.013439 , 0.013677 , 0.019321 , 0.015566 , 0.015317 , 0.009851 , 0.010439 , 0.011054 , 0.014655 , 0.020168 , 0.018363 , 0.016822 , 0.01117 , 0.016594 , 0.015322 , 0.014057 , 0.015697 , 0.009188 , 0.011356 , 0.009302 , 0.02291 , 0.012262 , 0.016155 , 0.014634 , 0.02339 , 0.010627 , 0.015243 , 0.016349 , 0.024523 , 0.01436 , 0.011907 , 0.019723 , 0.02143 , 0.013873 , 0.0083 , 0.018581 , 0.014802 , 0.014678 , 0.021535 , 0.025819 , 0.029898 , 0.016784 , 0.020443 , 0.017295 , 0.016311 , 0.021406 , 0.02322 , 0.024053 
 355 , 0.013994 , 0.010923 , 0.013667 , 0.014155 , 0.020848 , 0.016215 , 0.015413 , 0.010931 , 0.010947 , 0.011458 , 0.015429 , 0.019952 , 0.018626 , 0.01707 , 0.011224 , 0.017624 , 0.015384 , 0.014398 , 0.016462 , 0.009068 , 0.011829 , 0.009738 , 0.023668 , 0.012958 , 0.016487 , 0.015042 , 0.023544 , 0.010752 , 0.015437 , 0.016884 , 0.024422 , 0.015153 , 0.012031 , 0.020128 , 0.021634 , 0.014482 , 0.00883 , 0.019628 , 0.015421 , 0.014971 , 0.022545 , 0.026483 , 0.03023 , 0.017839 , 0.020566 , 0.01838 , 0.016668 , 0.02189 , 0.024081 , 0.023985 
 356 , 0.013608 , 0.010446 , 0.013768 , 0.0141 , 0.02023 , 0.016121 , 0.016012 , 0.01079 , 0.011217 , 0.011366 , 0.015519 , 0.020744 , 0.019089 , 0.016713 , 0.011558 , 0.017939 , 0.015373 , 0.014006 , 0.016547 , 0.009424 , 0.012027 , 0.009794 , 0.023817 , 0.013039 , 0.016893 , 0.014778 , 0.023318 , 0.010929 , 0.015783 , 0.016619 , 0.024694 , 0.015092 , 0.01225 , 0.019988 , 0.021394 , 0.014271 , 0.009003 , 0.019084 , 0.015328 , 0.015134 , 0.022107 , 0.026939 , 0.03057 , 0.016389 , 0.0201 , 0.017589 , 0.017186 , 0.021299 , 0.023065 , 0.022929 
 357 , 0.013221 , 0.009977 , 0.013854 , 0.014025 , 0.019566 , 0.015994 , 0.016643 , 0.01061 , 0.011459 , 0.011257 , 0.015565 , 0.021567 , 0.019564 , 0.016359 , 0.011886 , 0.018204 , 0.015356 , 0.013625 , 0.016591 , 0.009792 , 0.01219 , 0.009826 , 0.023921 , 0.013084 , 0.017292 , 0.014504 , 0.023092 , 0.011099 , 0.016121 , 0.01634 , 0.024967 , 0.014992 , 0.012461 , 0.01983 , 0.021153 , 0.014043 , 0.009142 , 0.018536 , 0.015205 , 0.01528 , 0.02164 , 0.027365 , 0.030889 , 0.015168 , 0.019652 , 0.016806 , 0.017689 , 0.020722 , 0.022112 , 0.021973 
 358 , 0.01287 , 0.009557 , 0.013932 , 0.013955 , 0.018961 , 0.015872 , 0.017279 , 0.010451 , 0.011685 , 0.011155 , 0.015604 , 0.022369 , 0.020039 , 0.016035 , 0.012194 , 0.018457 , 0.015338 , 0.013286 , 0.016628 , 0.010148 , 0.012335 , 0.009855 , 0.024013 , 0.013123 , 0.01768 , 0.014252 , 0.022883 , 0.011258 , 0.016441 , 0.016085 , 0.025221 , 0.014897 , 0.012659 , 0.019683 , 0.02093 , 0.013838 , 0.009267 , 0.018053 , 0.015087 , 0.015417 , 0.021213 , 0.02777 , 0.031184 , 0.014201 , 0.019246 , 0.016112 , 0.018168 , 0.020206 , 0.021287 , 0.021142 
 359 , 0.012876 , 0.009499 , 0.014226 , 0.01416 , 0.019127 , 0.016141 , 0.017466 , 0.010359 , 0.01194 , 0.011369 , 0.015747 , 0.0229 , 0.020519 , 0.016196 , 0.012441 , 0.018182 , 0.015557 , 0.013521 , 0.01626 , 0.010502 , 0.012565 , 0.009878 , 0.024398 , 0.013149 , 0.018149 , 0.014474 , 0.023096 , 0.011468 , 0.016759 , 0.016133 , 0.025427 , 0.015207 , 0.01288 , 0.020138 , 0.021065 , 0.013791 , 0.009544 , 0.017985 , 0.015367 , 0.01575 , 0.021282 , 0.028079 , 0.031185 , 0.014227 , 0.019417 , 0.016175 , 0.018431 , 0.020042 , 0.020915 , 0.021424 
 360 , 0.013116 , 0.009677 , 0.014664 , 0.014547 , 0.019802 , 0.016672 , 0.017326 , 0.010312 , 0.012202 , 0.011786 , 0.015956 , 0.023212 , 0.02097 , 0.016685 , 0.012636 , 0.017612 , 0.015935 , 0.014148 , 0.015665 , 0.010838 , 0.012849 , 0.009897 , 0.024973 , 0.013167 , 0.018656 , 0.015011 , 0.023587 , 0.011705 , 0.01706 , 0.016378 , 0.025588 , 0.015784 , 0.013108 , 0.021018 , 0.021434 , 0.013848 , 0.009929 , 0.018182 , 0.015911 , 0.01621 , 0.021674 , 0.028303 , 0.030992 , 0.014872 , 0.019966 , 0.016733 , 0.018533 , 0.020109 , 0.020833 , 0.022459 
 361 , 0.013334 , 0.009839 , 0.015073 , 0.014904 , 0.020427 , 0.017167 , 0.017203 , 0.010268 , 0.01244 , 0.012171 , 0.016146 , 0.023495 , 0.021385 , 0.017144 , 0.012815 , 0.01714 , 0.016288 , 0.014749 , 0.015152 , 0.01115 , 0.013112 , 0.009915 , 0.025507 , 0.013183 , 0.019127 , 0.015507 , 0.024041 , 0.011921 , 0.017336 , 0.016602 , 0.02573 , 0.016317 , 0.013316 , 0.021868 , 0.021771 , 0.0139 , 0.010294 , 0.018361 , 0.016415 , 0.016637 , 0.022031 , 0.028504 , 0.030817 , 0.015486 , 0.020473 , 0.017251 , 0.018625 , 0.020167 , 0.020759 , 0.023455 
 362 , 0.013547 , 0.010062 , 0.015389 , 0.015241 , 0.021031 , 0.01761 , 0.017346 , 0.010363 , 0.01266 , 0.012632 , 0.016422 , 0.023764 , 0.021794 , 0.017607 , 0.012979 , 0.016902 , 0.016622 , 0.015204 , 0.014952 , 0.011449 , 0.013403 , 0.009999 , 0.026096 , 0.013348 , 0.019504 , 0.016012 , 0.024559 , 0.012151 , 0.017614 , 0.016838 , 0.025892 , 0.016779 , 0.013528 , 0.022596 , 0.022052 , 0.01407 , 0.010603 , 0.01864 , 0.016847 , 0.017036 , 0.022423 , 0.028743 , 0.030935 , 0.016062 , 0.020952 , 0.01769 , 0.018643 , 0.020245 , 0.020791 , 0.024316 
 363 , 0.013814 , 0.01056 , 0.015413 , 0.015579 , 0.021716 , 0.017963 , 0.018544 , 0.011005 , 0.012883 , 0.013526 , 0.017086 , 0.024045 , 0.022313 , 0.018152 , 0.013115 , 0.017365 , 0.016949 , 0.015143 , 0.0158 , 0.01178 , 0.013862 , 0.010357 , 0.027022 , 0.014122 , 0.019613 , 0.016688 , 0.025433 , 0.012478 , 0.017979 , 0.017177 , 0.026182 , 0.017091 , 0.013809 , 0.022892 , 0.022191 , 0.014732 , 0.01073 , 0.019393 , 0.017117 , 0.017407 , 0.023069 , 0.029188 , 0.032192 , 0.016567 , 0.021439 , 0.017933 , 0.01841 , 0.020424 , 0.021228 , 0.024725 
 364 , 0.014058 , 0.011029 , 0.015429 , 0.01589 , 0.022362 , 0.018287 , 0.019725 , 0.011623 , 0.013086 , 0.014407 , 0.01771 , 0.024299 , 0.022794 , 0.018659 , 0.013239 , 0.017798 , 0.01725 , 0.015092 , 0.016618 , 0.012088 , 0.014291 , 0.010693 , 0.027895 , 0.014867 , 0.019708 , 0.017333 , 0.026256 , 0.012781 , 0.018314 , 0.017489 , 0.026445 , 0.017376 , 0.014068 , 0.023161 , 0.022317 , 0.015359 , 0.010848 , 0.020113 , 0.017361 , 0.017749 , 0.023671 , 0.029597 , 0.033387 , 0.01704 , 0.021889 , 0.018154 , 0.018209 , 0.020584 , 0.02163 , 0.025099 
 365 , 0.014284 , 0.01147 , 0.01544 , 0.016179 , 0.022973 , 0.018586 , 0.020888 , 0.012218 , 0.013274 , 0.015276 , 0.018299 , 0.024532 , 0.023241 , 0.019132 , 0.013352 , 0.018205 , 0.017528 , 0.015049 , 0.017409 , 0.012378 , 0.014695 , 0.011007 , 0.02872 , 0.015586 , 0.019792 , 0.017949 , 0.027032 , 0.013061 , 0.018625 , 0.017777 , 0.026684 , 0.017638 , 0.014308 , 0.023407 , 0.022433 , 0.015952 , 0.010957 , 0.020801 , 0.017584 , 0.018066 , 0.024234 , 0.029973 , 0.034525 , 0.017482 , 0.022306 , 0.018357 , 0.018034 , 0.02073 , 0.022002 , 0.025443 
 366 , 0.014277 , 0.011362 , 0.015471 , 0.015918 , 0.022489 , 0.017921 , 0.02016 , 0.012166 , 0.013132 , 0.015053 , 0.018034 , 0.024146 , 0.022901 , 0.019052 , 0.013313 , 0.018038 , 0.01751 , 0.015137 , 0.017561 , 0.012381 , 0.014699 , 0.010909 , 0.026735 , 0.015417 , 0.019309 , 0.017802 , 0.026854 , 0.013231 , 0.018676 , 0.017781 , 0.026854 , 0.0175 , 0.014345 , 0.023416 , 0.022069 , 0.015658 , 0.010925 , 0.020476 , 0.017234 , 0.018201 , 0.024252 , 0.030207 , 0.034602 , 0.017359 , 0.022502 , 0.018585 , 0.018242 , 0.020857 , 0.022153 , 0.02471 
 367 , 0.014215 , 0.011138 , 0.015499 , 0.015559 , 0.021812 , 0.017147 , 0.019117 , 0.011971 , 0.012918 , 0.014606 , 0.017605 , 0.023657 , 0.022421 , 0.018854 , 0.013241 , 0.017756 , 0.017424 , 0.015246 , 0.017564 , 0.012318 , 0.014613 , 0.010724 , 0.024597 , 0.015072 , 0.018746 , 0.017495 , 0.026476 , 0.013371 , 0.018663 , 0.017718 , 0.026993 , 0.017283 , 0.014333 , 0.023366 , 0.021625 , 0.015208 , 0.01086 , 0.019963 , 0.01679 , 0.018285 , 0.024144 , 0.030393 , 0.034439 , 0.017122 , 0.022636 , 0.018808 , 0.018521 , 0.020968 , 0.022244 , 0.023828 
 368 , 0.014148 , 0.010919 , 0.015523 , 0.015224 , 0.021192 , 0.016476 , 0.018184 , 0.011775 , 0.012706 , 0.014183 , 0.017202 , 0.023204 , 0.021982 , 0.018659 , 0.013171 , 0.01749 , 0.017333 , 0.015343 , 0.017559 , 0.012254 , 0.014529 , 0.010543 , 0.02286 , 0.014753 , 0.018232 , 0.0172 , 0.026111 , 0.013501 , 0.018643 , 0.01765 , 0.027114 , 0.017079 , 0.014313 , 0.023309 , 0.021208 , 0.014801 , 0.010795 , 0.019493 , 0.016382 , 0.018358 , 0.024035 , 0.030558 , 0.034273 , 0.016898 , 0.022756 , 0.019015 , 0.018784 , 0.021066 , 0.022322 , 0.023037 
 369 , 0.014152 , 0.010933 , 0.015419 , 0.015032 , 0.021093 , 0.01626 , 0.017754 , 0.011687 , 0.012682 , 0.013933 , 0.017092 , 0.022958 , 0.02179 , 0.018603 , 0.013179 , 0.017613 , 0.017213 , 0.015369 , 0.017425 , 0.012155 , 0.014437 , 0.010508 , 0.022757 , 0.014744 , 0.018075 , 0.017029 , 0.02601 , 0.013447 , 0.018504 , 0.017725 , 0.027172 , 0.016701 , 0.014267 , 0.023126 , 0.020967 , 0.014625 , 0.010769 , 0.019301 , 0.01618 , 0.018369 , 0.024064 , 0.030523 , 0.034155 , 0.016803 , 0.022902 , 0.018975 , 0.018984 , 0.021102 , 0.022301 , 0.022694 
 370 , 0.014245 , 0.011231 , 0.01518 , 0.014993 , 0.021604 , 0.016547 , 0.017871 , 0.011733 , 0.012886 , 0.013886 , 0.017325 , 0.022964 , 0.021893 , 0.018724 , 0.013284 , 0.018213 , 0.017071 , 0.015311 , 0.017153 , 0.012028 , 0.014342 , 0.010647 , 0.024539 , 0.015104 , 0.01833 , 0.017009 , 0.026231 , 0.013192 , 0.018243 , 0.017974 , 0.027164 , 0.016152 , 0.014198 , 0.022817 , 0.020931 , 0.014717 , 0.010797 , 0.019428 , 0.016212 , 0.018315 , 0.024267 , 0.03028 , 0.034112 , 0.016864 , 0.023094 , 0.018654 , 0.019115 , 0.021073 , 0.022174 , 0.022853 
 371 , 0.014332 , 0.01153 , 0.014964 , 0.014926 , 0.022093 , 0.016814 , 0.017981 , 0.011782 , 0.013081 , 0.01385 , 0.01754 , 0.022989 , 0.022007 , 0.018849 , 0.013382 , 0.018799 , 0.01695 , 0.015251 , 0.016902 , 0.011919 , 0.014251 , 0.01077 , 0.026377 , 0.015445 , 0.018571 , 0.016994 , 0.02645 , 0.012988 , 0.018015 , 0.018194 , 0.027158 , 0.015672 , 0.014141 , 0.022546 , 0.020893 , 0.01481 , 0.01083 , 0.019542 , 0.016235 , 0.018266 , 0.024457 , 0.030091 , 0.034081 , 0.016926 , 0.023289 , 0.018364 , 0.019246 , 0.021048 , 0.022055 , 0.023003 
 372 , 0.014423 , 0.011795 , 0.014792 , 0.014884 , 0.022541 , 0.017066 , 0.018119 , 0.011834 , 0.013278 , 0.013834 , 0.017749 , 0.023075 , 0.022145 , 0.018967 , 0.01347 , 0.019338 , 0.016848 , 0.015211 , 0.01669 , 0.011841 , 0.01419 , 0.010875 , 0.028179 , 0.015752 , 0.018796 , 0.016998 , 0.026658 , 0.012836 , 0.017829 , 0.018367 , 0.027145 , 0.015284 , 0.014094 , 0.022318 , 0.020851 , 0.014912 , 0.010863 , 0.019638 , 0.016259 , 0.018226 , 0.024613 , 0.029957 , 0.034083 , 0.016987 , 0.023452 , 0.018123 , 0.019368 , 0.021027 , 0.021955 , 0.023158 
 373 , 0.014605 , 0.01168 , 0.01504 , 0.015395 , 0.02269 , 0.017352 , 0.01883 , 0.011914 , 0.013591 , 0.014033 , 0.018009 , 0.023914 , 0.022617 , 0.018962 , 0.013468 , 0.019483 , 0.016856 , 0.015429 , 0.016805 , 0.012047 , 0.014527 , 0.010866 , 0.028166 , 0.015785 , 0.018946 , 0.017291 , 0.026725 , 0.012951 , 0.017877 , 0.018124 , 0.027017 , 0.015548 , 0.014077 , 0.02232 , 0.020768 , 0.015195 , 0.010899 , 0.019553 , 0.016398 , 0.018248 , 0.024378 , 0.03008 , 0.034455 , 0.016996 , 0.023126 , 0.018258 , 0.01939 , 0.021013 , 0.022016 , 0.023532 
 374 , 0.014777 , 0.011546 , 0.015259 , 0.015885 , 0.022797 , 0.017595 , 0.019463 , 0.011986 , 0.01388 , 0.014193 , 0.018261 , 0.024676 , 0.023017 , 0.018949 , 0.013493 , 0.01956 , 0.016841 , 0.015639 , 0.016891 , 0.012216 , 0.014827 , 0.010846 , 0.028176 , 0.015807 , 0.019076 , 0.017531 , 0.026803 , 0.013048 , 0.017936 , 0.017916 , 0.026912 , 0.015764 , 0.014064 , 0.022331 , 0.020694 , 0.015427 , 0.010924 , 0.019503 , 0.016509 , 0.018267 , 0.024201 , 0.030208 , 0.034785 , 0.01703 , 0.022865 , 0.018387 , 0.019412 , 0.020997 , 0.022083 , 0.02384 
 375 , 0.014942 , 0.011397 , 0.015456 , 0.016361 , 0.022874 , 0.017805 , 0.020034 , 0.012052 , 0.014152 , 0.014325 , 0.018507 , 0.025379 , 0.023362 , 0.01893 , 0.01354 , 0.019587 , 0.016809 , 0.015845 , 0.016957 , 0.012358 , 0.0151 , 0.010819 , 0.028203 , 0.015821 , 0.019194 , 0.017732 , 0.026894 , 0.013134 , 0.018004 , 0.017735 , 0.026825 , 0.015944 , 0.014054 , 0.022349 , 0.020628 , 0.015621 , 0.010942 , 0.01948 , 0.016601 , 0.018286 , 0.024069 , 0.03034 , 0.035087 , 0.017085 , 0.022651 , 0.018511 , 0.019437 , 0.020982 , 0.022157 , 0.024099 
