  time  ,48:41 PM,48:58 PM,49:29 PM,49:41 PM,49:52 PM,51:01 PM,51:10 PM,51:19 PM,51:27 PM,51:39 PM,53:35 PM,53:45 PM,53:53 PM,54:01 PM,54:09 PM,55:37 PM,55:48 PM,55:56 PM,56:05 PM,56:11 PM,58:27 PM,58:39 PM,58:44 PM,58:52 PM,59:01 PM,59:56 PM,00:04 PM,00:13 PM,00:21 PM,00:31 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 552 , 0.119866 , 0.09968 , 0.131365 , 0.091501 , 0.09949 , 0.106821 , 0.090033 , 0.110813 , 0.100058 , 0.101225 , 0.129036 , 0.120049 , 0.116403 , 0.133054 , 0.144298 , 0.122436 , 0.134169 , 0.113298 , 0.129995 , 0.111041 , 0.101336 , 0.114015 , 0.122742 , 0.130262 , 0.140528 , 0.106978 , 0.113168 , 0.093059 , 0.094729 , 0.099079 
 553 , 0.120254 , 0.099819 , 0.131749 , 0.091689 , 0.099779 , 0.107282 , 0.090356 , 0.11119 , 0.100387 , 0.101577 , 0.129508 , 0.120509 , 0.116784 , 0.133762 , 0.144938 , 0.12294 , 0.134795 , 0.113686 , 0.130508 , 0.111412 , 0.101675 , 0.114301 , 0.123208 , 0.130697 , 0.141167 , 0.107465 , 0.113556 , 0.093388 , 0.0951 , 0.099538 
 554 , 0.120297 , 0.099779 , 0.131757 , 0.091664 , 0.099819 , 0.107522 , 0.090571 , 0.111449 , 0.100539 , 0.101802 , 0.129662 , 0.120598 , 0.116933 , 0.134119 , 0.145258 , 0.123209 , 0.135134 , 0.11385 , 0.130794 , 0.111599 , 0.101782 , 0.1144 , 0.123392 , 0.130893 , 0.141456 , 0.10777 , 0.113752 , 0.093562 , 0.095323 , 0.099793 
 555 , 0.120076 , 0.099621 , 0.131507 , 0.091508 , 0.099674 , 0.107611 , 0.090709 , 0.111615 , 0.100564 , 0.101938 , 0.12959 , 0.120429 , 0.116909 , 0.134216 , 0.145339 , 0.123301 , 0.135256 , 0.11384 , 0.130898 , 0.111654 , 0.101722 , 0.11437 , 0.123393 , 0.130918 , 0.141492 , 0.107964 , 0.113814 , 0.093628 , 0.095447 , 0.099903 
 556 , 0.119855 , 0.099457 , 0.131258 , 0.091345 , 0.099529 , 0.107694 , 0.090848 , 0.111782 , 0.100596 , 0.102067 , 0.129517 , 0.120261 , 0.116892 , 0.134306 , 0.145428 , 0.123401 , 0.135386 , 0.113836 , 0.131003 , 0.11171 , 0.101668 , 0.114347 , 0.123394 , 0.13095 , 0.141522 , 0.108158 , 0.113876 , 0.093694 , 0.095565 , 0.10002 
 557 , 0.119553 , 0.099212 , 0.13094 , 0.091128 , 0.099336 , 0.107728 , 0.090925 , 0.111907 , 0.100625 , 0.102135 , 0.129416 , 0.12003 , 0.116799 , 0.134314 , 0.14542 , 0.123438 , 0.135452 , 0.113797 , 0.131051 , 0.11175 , 0.101573 , 0.114248 , 0.123307 , 0.130907 , 0.141483 , 0.108303 , 0.113902 , 0.093718 , 0.095621 , 0.100082 
 558 , 0.118944 , 0.098649 , 0.13037 , 0.090703 , 0.099009 , 0.107582 , 0.090807 , 0.111898 , 0.100661 , 0.102006 , 0.129202 , 0.119583 , 0.116462 , 0.13406 , 0.145095 , 0.12326 , 0.135346 , 0.113641 , 0.130912 , 0.111728 , 0.101379 , 0.113903 , 0.1229 , 0.130625 , 0.141216 , 0.108274 , 0.113811 , 0.093576 , 0.09547 , 0.099995 
 559 , 0.118344 , 0.098087 , 0.129809 , 0.090272 , 0.098686 , 0.10744 , 0.090683 , 0.111892 , 0.1007 , 0.101874 , 0.128988 , 0.119146 , 0.116128 , 0.133798 , 0.144767 , 0.123076 , 0.135238 , 0.113482 , 0.130774 , 0.111709 , 0.101176 , 0.113554 , 0.122496 , 0.130337 , 0.140955 , 0.108242 , 0.11373 , 0.09344 , 0.095317 , 0.099912 
 560 , 0.11774 , 0.097526 , 0.129249 , 0.089848 , 0.098358 , 0.107291 , 0.090558 , 0.111884 , 0.10074 , 0.101741 , 0.128774 , 0.118703 , 0.115794 , 0.133543 , 0.144447 , 0.122899 , 0.135124 , 0.113322 , 0.130635 , 0.111683 , 0.10098 , 0.113212 , 0.122086 , 0.130049 , 0.140687 , 0.108215 , 0.113641 , 0.093297 , 0.095157 , 0.099822 
 561 , 0.116869 , 0.096785 , 0.128612 , 0.089346 , 0.09772 , 0.107151 , 0.090417 , 0.111929 , 0.100693 , 0.10164 , 0.128391 , 0.118148 , 0.115317 , 0.133052 , 0.143912 , 0.122718 , 0.134921 , 0.113058 , 0.130429 , 0.111566 , 0.100654 , 0.112714 , 0.121478 , 0.12967 , 0.140302 , 0.108145 , 0.113403 , 0.093117 , 0.094909 , 0.099686 
 562 , 0.115962 , 0.09603 , 0.127977 , 0.088844 , 0.097033 , 0.107015 , 0.090287 , 0.111974 , 0.100632 , 0.101545 , 0.127996 , 0.117593 , 0.114829 , 0.132534 , 0.143365 , 0.122539 , 0.134703 , 0.11279 , 0.13021 , 0.111443 , 0.100309 , 0.112201 , 0.120849 , 0.129284 , 0.139908 , 0.108077 , 0.113139 , 0.092942 , 0.094644 , 0.099538 
 563 , 0.115052 , 0.095264 , 0.127344 , 0.088343 , 0.096349 , 0.106878 , 0.090151 , 0.112024 , 0.100577 , 0.101449 , 0.127596 , 0.117034 , 0.114341 , 0.132018 , 0.142819 , 0.12236 , 0.134484 , 0.112521 , 0.129997 , 0.11132 , 0.099964 , 0.111688 , 0.120223 , 0.1289 , 0.139507 , 0.108008 , 0.112876 , 0.092766 , 0.094386 , 0.099396 
 564 , 0.113987 , 0.094366 , 0.126478 , 0.087745 , 0.095621 , 0.106651 , 0.089913 , 0.111896 , 0.100454 , 0.101265 , 0.12709 , 0.116259 , 0.113698 , 0.131292 , 0.142077 , 0.122031 , 0.134162 , 0.11216 , 0.12967 , 0.111098 , 0.099508 , 0.111072 , 0.119438 , 0.128351 , 0.138937 , 0.107868 , 0.11252 , 0.092481 , 0.094045 , 0.099128 
 565 , 0.112793 , 0.093341 , 0.125419 , 0.087072 , 0.094858 , 0.106345 , 0.089595 , 0.111615 , 0.100275 , 0.101005 , 0.126508 , 0.115309 , 0.112927 , 0.130388 , 0.141157 , 0.121552 , 0.133736 , 0.111704 , 0.129261 , 0.110801 , 0.09895 , 0.110392 , 0.118536 , 0.12766 , 0.138225 , 0.107658 , 0.112101 , 0.092092 , 0.093616 , 0.098751 
 566 , 0.111591 , 0.092321 , 0.124371 , 0.086396 , 0.094092 , 0.106036 , 0.089276 , 0.11133 , 0.100093 , 0.100743 , 0.125925 , 0.114356 , 0.112158 , 0.129473 , 0.140246 , 0.121077 , 0.133321 , 0.111254 , 0.128849 , 0.110502 , 0.098392 , 0.109706 , 0.117637 , 0.126976 , 0.137513 , 0.107451 , 0.111674 , 0.091703 , 0.093194 , 0.098366 
 567 , 0.110355 , 0.091239 , 0.123297 , 0.085674 , 0.093305 , 0.105734 , 0.088982 , 0.111058 , 0.099884 , 0.10048 , 0.125319 , 0.113391 , 0.111363 , 0.128533 , 0.139289 , 0.120585 , 0.132874 , 0.110779 , 0.128425 , 0.110177 , 0.097805 , 0.108998 , 0.116693 , 0.12627 , 0.136785 , 0.107217 , 0.111242 , 0.091302 , 0.092754 , 0.09797 
 568 , 0.108979 , 0.089929 , 0.122166 , 0.084765 , 0.092404 , 0.10544 , 0.088802 , 0.110837 , 0.099595 , 0.1002 , 0.124584 , 0.112348 , 0.110446 , 0.127456 , 0.138187 , 0.120018 , 0.132317 , 0.110232 , 0.127922 , 0.109753 , 0.097133 , 0.108166 , 0.115553 , 0.125472 , 0.135995 , 0.106888 , 0.11073 , 0.090848 , 0.09224 , 0.097517 
 569 , 0.107594 , 0.088616 , 0.121024 , 0.083862 , 0.091506 , 0.105142 , 0.088629 , 0.110616 , 0.099306 , 0.099926 , 0.123851 , 0.11131 , 0.10954 , 0.126378 , 0.137087 , 0.119454 , 0.131758 , 0.109684 , 0.127423 , 0.109321 , 0.09646 , 0.107344 , 0.114412 , 0.124665 , 0.135211 , 0.106556 , 0.110221 , 0.090399 , 0.091725 , 0.097067 
 570 , 0.106218 , 0.087307 , 0.119886 , 0.082958 , 0.090612 , 0.104845 , 0.08845 , 0.1104 , 0.099018 , 0.099645 , 0.123117 , 0.110263 , 0.108629 , 0.125298 , 0.135984 , 0.118899 , 0.1312 , 0.109132 , 0.126925 , 0.10889 , 0.095787 , 0.106517 , 0.113276 , 0.123856 , 0.134424 , 0.106225 , 0.109716 , 0.089947 , 0.091215 , 0.09662 
 571 , 0.104765 , 0.086116 , 0.118708 , 0.082039 , 0.089631 , 0.104407 , 0.088089 , 0.110118 , 0.098672 , 0.099338 , 0.12226 , 0.109137 , 0.107663 , 0.124104 , 0.13481 , 0.118252 , 0.130536 , 0.108526 , 0.126281 , 0.108471 , 0.095095 , 0.105616 , 0.112091 , 0.122982 , 0.13349 , 0.105862 , 0.109149 , 0.089471 , 0.090611 , 0.096082 
 572 , 0.103275 , 0.084945 , 0.117524 , 0.081103 , 0.088622 , 0.103948 , 0.087692 , 0.109822 , 0.098301 , 0.099011 , 0.121373 , 0.107986 , 0.106683 , 0.122884 , 0.133615 , 0.117579 , 0.129852 , 0.1079 , 0.125606 , 0.108047 , 0.094398 , 0.104694 , 0.110886 , 0.122101 , 0.132526 , 0.10549 , 0.10858 , 0.088983 , 0.089986 , 0.095517 
 573 , 0.10179 , 0.083776 , 0.116339 , 0.080171 , 0.087612 , 0.103484 , 0.087296 , 0.109535 , 0.09793 , 0.098689 , 0.12049 , 0.106834 , 0.105699 , 0.121668 , 0.132417 , 0.116909 , 0.129163 , 0.107271 , 0.124933 , 0.107629 , 0.0937 , 0.103769 , 0.109687 , 0.121212 , 0.131567 , 0.10511 , 0.108011 , 0.088498 , 0.089366 , 0.094956 
 574 , 0.100373 , 0.08261 , 0.115185 , 0.079311 , 0.086645 , 0.103016 , 0.086885 , 0.109194 , 0.097573 , 0.098278 , 0.119665 , 0.105684 , 0.104738 , 0.120478 , 0.131219 , 0.116245 , 0.12848 , 0.106641 , 0.124283 , 0.107165 , 0.093027 , 0.10289 , 0.108508 , 0.120351 , 0.130599 , 0.104696 , 0.107448 , 0.088017 , 0.088758 , 0.094418 
 575 , 0.099028 , 0.08142 , 0.114033 , 0.078541 , 0.08572 , 0.102535 , 0.086455 , 0.108782 , 0.097242 , 0.097774 , 0.118901 , 0.104542 , 0.103795 , 0.119313 , 0.130017 , 0.115568 , 0.127801 , 0.106035 , 0.12365 , 0.10665 , 0.092374 , 0.102051 , 0.107355 , 0.119498 , 0.129617 , 0.104243 , 0.106883 , 0.087548 , 0.088175 , 0.093909 
 576 , 0.097692 , 0.080231 , 0.112878 , 0.077772 , 0.084793 , 0.102053 , 0.086026 , 0.108375 , 0.09691 , 0.097265 , 0.118139 , 0.103404 , 0.102853 , 0.118151 , 0.128816 , 0.114892 , 0.127128 , 0.105424 , 0.123022 , 0.106141 , 0.091725 , 0.101211 , 0.1062 , 0.118643 , 0.128638 , 0.103789 , 0.106319 , 0.087068 , 0.08759 , 0.093402 
 577 , 0.096369 , 0.079066 , 0.111745 , 0.077009 , 0.083879 , 0.101595 , 0.085607 , 0.107989 , 0.096587 , 0.096781 , 0.117382 , 0.102294 , 0.101918 , 0.117006 , 0.127632 , 0.11422 , 0.126451 , 0.104821 , 0.12239 , 0.105627 , 0.091068 , 0.10036 , 0.105068 , 0.117793 , 0.127674 , 0.103352 , 0.105756 , 0.086601 , 0.087024 , 0.09289 
 578 , 0.095181 , 0.078058 , 0.110739 , 0.076283 , 0.083003 , 0.101246 , 0.085285 , 0.107709 , 0.096266 , 0.096401 , 0.116676 , 0.101386 , 0.101024 , 0.115963 , 0.126512 , 0.11357 , 0.125806 , 0.104224 , 0.12176 , 0.105128 , 0.090429 , 0.099495 , 0.104054 , 0.116997 , 0.126822 , 0.102992 , 0.105245 , 0.086155 , 0.0865 , 0.092378 
 579 , 0.093981 , 0.077042 , 0.109737 , 0.075557 , 0.082122 , 0.100888 , 0.084952 , 0.107429 , 0.095941 , 0.096016 , 0.115965 , 0.100476 , 0.100122 , 0.114922 , 0.125383 , 0.112927 , 0.125163 , 0.103625 , 0.121127 , 0.104628 , 0.089782 , 0.098626 , 0.103045 , 0.116203 , 0.125975 , 0.102633 , 0.104732 , 0.085711 , 0.085972 , 0.091864 
 580 , 0.092776 , 0.076025 , 0.108727 , 0.074833 , 0.081238 , 0.10053 , 0.084625 , 0.107142 , 0.095616 , 0.095633 , 0.115253 , 0.099568 , 0.099222 , 0.113871 , 0.124251 , 0.112275 , 0.124516 , 0.103018 , 0.120489 , 0.10413 , 0.089141 , 0.097753 , 0.102027 , 0.115409 , 0.12512 , 0.102275 , 0.104222 , 0.085259 , 0.085449 , 0.091348 
 581 , 0.091656 , 0.075099 , 0.107698 , 0.074153 , 0.080421 , 0.100061 , 0.084191 , 0.106672 , 0.095248 , 0.095191 , 0.11447 , 0.09864 , 0.098331 , 0.112808 , 0.123132 , 0.111605 , 0.123831 , 0.102398 , 0.119792 , 0.103584 , 0.088505 , 0.096933 , 0.101029 , 0.11455 , 0.124238 , 0.101814 , 0.10363 , 0.084769 , 0.084855 , 0.090831 
 582 , 0.090555 , 0.074193 , 0.106666 , 0.073498 , 0.079624 , 0.09959 , 0.08374 , 0.106165 , 0.094887 , 0.094739 , 0.11368 , 0.097711 , 0.097449 , 0.11175 , 0.122049 , 0.11093 , 0.123142 , 0.101782 , 0.119083 , 0.103034 , 0.087873 , 0.096123 , 0.100045 , 0.113669 , 0.123364 , 0.101332 , 0.103028 , 0.084281 , 0.084258 , 0.09031 
 583 , 0.089449 , 0.073282 , 0.105627 , 0.07283 , 0.07882 , 0.099111 , 0.083278 , 0.10565 , 0.094523 , 0.094286 , 0.112885 , 0.096769 , 0.096554 , 0.110685 , 0.120951 , 0.110255 , 0.122445 , 0.101159 , 0.118366 , 0.102477 , 0.087238 , 0.09531 , 0.099054 , 0.112783 , 0.122479 , 0.100848 , 0.10242 , 0.083781 , 0.083657 , 0.089783 
 584 , 0.088469 , 0.072397 , 0.104732 , 0.072206 , 0.078104 , 0.098682 , 0.08292 , 0.105199 , 0.094186 , 0.093893 , 0.112151 , 0.095955 , 0.095758 , 0.109711 , 0.120003 , 0.109638 , 0.121806 , 0.100603 , 0.117733 , 0.102011 , 0.086655 , 0.094592 , 0.09818 , 0.112021 , 0.121699 , 0.100428 , 0.101904 , 0.083348 , 0.083151 , 0.089297 
 585 , 0.087622 , 0.071524 , 0.103983 , 0.071608 , 0.077481 , 0.098279 , 0.08268 , 0.104802 , 0.093848 , 0.093573 , 0.111443 , 0.095295 , 0.09507 , 0.108829 , 0.119172 , 0.109104 , 0.121208 , 0.100124 , 0.117169 , 0.101633 , 0.08613 , 0.093965 , 0.09742 , 0.111403 , 0.121011 , 0.100085 , 0.101487 , 0.082966 , 0.082742 , 0.088833 
 586 , 0.086766 , 0.070633 , 0.103222 , 0.071002 , 0.076843 , 0.097872 , 0.082438 , 0.104394 , 0.093506 , 0.093243 , 0.110716 , 0.094622 , 0.094365 , 0.107924 , 0.118327 , 0.108555 , 0.1206 , 0.099637 , 0.116601 , 0.101251 , 0.085593 , 0.093327 , 0.096644 , 0.110777 , 0.120304 , 0.099726 , 0.101055 , 0.082577 , 0.082326 , 0.088357 
 587 , 0.085917 , 0.069772 , 0.102462 , 0.070417 , 0.076205 , 0.097475 , 0.082203 , 0.104019 , 0.093178 , 0.092933 , 0.110012 , 0.093956 , 0.093673 , 0.107038 , 0.117501 , 0.108022 , 0.120008 , 0.09916 , 0.116055 , 0.100878 , 0.085078 , 0.0927 , 0.095885 , 0.110162 , 0.119614 , 0.099388 , 0.100644 , 0.082203 , 0.08192 , 0.087902 
 588 , 0.085303 , 0.069246 , 0.101826 , 0.070106 , 0.075651 , 0.097231 , 0.0821 , 0.103969 , 0.093035 , 0.092835 , 0.109586 , 0.093462 , 0.09319 , 0.106427 , 0.116945 , 0.10771 , 0.119671 , 0.098868 , 0.115769 , 0.100683 , 0.084748 , 0.092307 , 0.095371 , 0.109763 , 0.119149 , 0.099173 , 0.1004 , 0.082012 , 0.081684 , 0.087695 
 589 , 0.08467 , 0.068718 , 0.101178 , 0.069788 , 0.075083 , 0.096986 , 0.082003 , 0.103928 , 0.092888 , 0.092727 , 0.109162 , 0.09296 , 0.092699 , 0.105796 , 0.116382 , 0.107388 , 0.119332 , 0.098566 , 0.115472 , 0.100484 , 0.084404 , 0.091906 , 0.094856 , 0.109351 , 0.118672 , 0.09896 , 0.100146 , 0.081815 , 0.081443 , 0.087482 
 590 , 0.084026 , 0.068178 , 0.100516 , 0.069463 , 0.074504 , 0.096733 , 0.081899 , 0.103884 , 0.092739 , 0.092617 , 0.108726 , 0.09244 , 0.092196 , 0.105158 , 0.115805 , 0.107058 , 0.118985 , 0.098262 , 0.115168 , 0.100284 , 0.084059 , 0.091498 , 0.094323 , 0.108931 , 0.118187 , 0.098738 , 0.099885 , 0.081622 , 0.081195 , 0.087266 
 591 , 0.083631 , 0.067813 , 0.100103 , 0.069224 , 0.074178 , 0.09666 , 0.081855 , 0.103928 , 0.092814 , 0.092592 , 0.108549 , 0.092155 , 0.091917 , 0.104775 , 0.115451 , 0.106939 , 0.118827 , 0.09816 , 0.115058 , 0.100275 , 0.083881 , 0.091275 , 0.094042 , 0.108743 , 0.117953 , 0.098753 , 0.099815 , 0.081578 , 0.081119 , 0.087201 
 592 , 0.083301 , 0.067483 , 0.099768 , 0.069008 , 0.073913 , 0.096639 , 0.081797 , 0.103973 , 0.092943 , 0.092594 , 0.108428 , 0.091928 , 0.091695 , 0.104456 , 0.115158 , 0.106892 , 0.118709 , 0.09812 , 0.114998 , 0.100317 , 0.08375 , 0.091107 , 0.093826 , 0.108617 , 0.117794 , 0.098841 , 0.099801 , 0.081564 , 0.081092 , 0.087173 
 593 , 0.08296 , 0.067142 , 0.099417 , 0.068788 , 0.073638 , 0.096619 , 0.081747 , 0.104022 , 0.093071 , 0.092593 , 0.108305 , 0.091692 , 0.091469 , 0.104139 , 0.114856 , 0.106847 , 0.118588 , 0.098082 , 0.114934 , 0.100362 , 0.083621 , 0.090935 , 0.093605 , 0.108488 , 0.117632 , 0.098933 , 0.099784 , 0.081558 , 0.081069 , 0.087148 
 594 , 0.082658 , 0.066843 , 0.099129 , 0.068625 , 0.073375 , 0.09664 , 0.081784 , 0.104124 , 0.093221 , 0.092642 , 0.108184 , 0.091495 , 0.091244 , 0.10384 , 0.11461 , 0.106825 , 0.118507 , 0.098077 , 0.114899 , 0.100404 , 0.083521 , 0.090804 , 0.09341 , 0.108401 , 0.117511 , 0.09899 , 0.099781 , 0.081572 , 0.081032 , 0.087163 
 595 , 0.08239 , 0.06661 , 0.098895 , 0.068534 , 0.073139 , 0.096703 , 0.081961 , 0.104264 , 0.093397 , 0.092739 , 0.108089 , 0.091356 , 0.091005 , 0.103573 , 0.114429 , 0.106818 , 0.118488 , 0.098125 , 0.11492 , 0.100462 , 0.083466 , 0.09072 , 0.093235 , 0.108368 , 0.117457 , 0.099001 , 0.099792 , 0.081615 , 0.080985 , 0.087235 
 596 , 0.082117 , 0.066377 , 0.098655 , 0.068443 , 0.072898 , 0.096762 , 0.082139 , 0.104406 , 0.093574 , 0.092837 , 0.107996 , 0.091223 , 0.09076 , 0.103306 , 0.11425 , 0.106813 , 0.118465 , 0.098169 , 0.114942 , 0.100514 , 0.083407 , 0.090632 , 0.09306 , 0.108337 , 0.117405 , 0.099018 , 0.099805 , 0.081659 , 0.080933 , 0.087315 
 597 , 0.081839 , 0.066134 , 0.098416 , 0.068359 , 0.072664 , 0.096817 , 0.082309 , 0.104549 , 0.093748 , 0.092948 , 0.107892 , 0.091086 , 0.090522 , 0.10304 , 0.11407 , 0.106802 , 0.118442 , 0.098215 , 0.114965 , 0.100568 , 0.083354 , 0.09055 , 0.092881 , 0.108306 , 0.117347 , 0.099037 , 0.099819 , 0.081699 , 0.080889 , 0.087385 
 598 , 0.081599 , 0.065898 , 0.098218 , 0.068383 , 0.072559 , 0.096829 , 0.082355 , 0.104688 , 0.093896 , 0.093124 , 0.10775 , 0.091003 , 0.090381 , 0.102813 , 0.113907 , 0.106754 , 0.11848 , 0.098251 , 0.115032 , 0.100658 , 0.083401 , 0.090471 , 0.092727 , 0.108304 , 0.117316 , 0.09918 , 0.099869 , 0.081772 , 0.080927 , 0.087426 
 599 , 0.081364 , 0.065663 , 0.098029 , 0.068404 , 0.072451 , 0.096852 , 0.082395 , 0.104845 , 0.094055 , 0.093315 , 0.107609 , 0.09091 , 0.090248 , 0.102586 , 0.113747 , 0.106712 , 0.118523 , 0.098292 , 0.115103 , 0.100748 , 0.083443 , 0.090394 , 0.092586 , 0.108321 , 0.117289 , 0.099324 , 0.099929 , 0.081857 , 0.080971 , 0.087474 
 600 , 0.081123 , 0.065422 , 0.097835 , 0.068431 , 0.072338 , 0.096875 , 0.082437 , 0.10501 , 0.094215 , 0.093502 , 0.107468 , 0.090824 , 0.090111 , 0.10236 , 0.113582 , 0.106666 , 0.118567 , 0.098335 , 0.115176 , 0.100839 , 0.083487 , 0.090319 , 0.092441 , 0.108327 , 0.117264 , 0.099469 , 0.099991 , 0.081937 , 0.081017 , 0.087523 
 601 , 0.08083 , 0.06507 , 0.097619 , 0.068245 , 0.072163 , 0.096967 , 0.08246 , 0.105145 , 0.094297 , 0.093589 , 0.107393 , 0.090655 , 0.089918 , 0.102087 , 0.113311 , 0.106623 , 0.118561 , 0.098338 , 0.115217 , 0.100884 , 0.083427 , 0.090216 , 0.092257 , 0.108258 , 0.117145 , 0.099552 , 0.100024 , 0.081982 , 0.081032 , 0.087535 
 602 , 0.080502 , 0.06466 , 0.097375 , 0.06798 , 0.071965 , 0.097077 , 0.082478 , 0.105248 , 0.094353 , 0.093632 , 0.107331 , 0.090453 , 0.089693 , 0.101782 , 0.112987 , 0.106571 , 0.11853 , 0.098315 , 0.115227 , 0.100909 , 0.083322 , 0.090098 , 0.092045 , 0.108141 , 0.116988 , 0.099592 , 0.100031 , 0.081994 , 0.081026 , 0.087532 
 603 , 0.080175 , 0.064243 , 0.097126 , 0.067715 , 0.071761 , 0.097188 , 0.082496 , 0.105353 , 0.094404 , 0.093677 , 0.107275 , 0.090251 , 0.089467 , 0.101471 , 0.112663 , 0.10652 , 0.118495 , 0.098292 , 0.115244 , 0.10093 , 0.083206 , 0.08998 , 0.091829 , 0.108025 , 0.116833 , 0.099639 , 0.100039 , 0.082 , 0.08102 , 0.087523 
 604 , 0.079821 , 0.063881 , 0.096878 , 0.067556 , 0.071512 , 0.097261 , 0.082513 , 0.105474 , 0.094451 , 0.093722 , 0.107173 , 0.090014 , 0.089224 , 0.101128 , 0.112354 , 0.106462 , 0.118461 , 0.098244 , 0.11525 , 0.100958 , 0.083134 , 0.089845 , 0.091572 , 0.107901 , 0.116678 , 0.0997 , 0.100055 , 0.081988 , 0.080995 , 0.087503 
 605 , 0.079442 , 0.063625 , 0.096621 , 0.067547 , 0.071192 , 0.09726 , 0.082533 , 0.105623 , 0.094463 , 0.093801 , 0.106991 , 0.089721 , 0.08897 , 0.100741 , 0.112071 , 0.106386 , 0.118417 , 0.098164 , 0.11523 , 0.100995 , 0.083115 , 0.089676 , 0.091264 , 0.107782 , 0.116502 , 0.099797 , 0.10008 , 0.081946 , 0.080962 , 0.087461 
 606 , 0.079057 , 0.063367 , 0.096358 , 0.067537 , 0.07087 , 0.097252 , 0.082547 , 0.105773 , 0.094474 , 0.09388 , 0.106802 , 0.089422 , 0.088714 , 0.100347 , 0.111787 , 0.10631 , 0.118373 , 0.098078 , 0.11521 , 0.101026 , 0.083102 , 0.089506 , 0.090955 , 0.107662 , 0.116319 , 0.099894 , 0.100104 , 0.081902 , 0.080924 , 0.087413 
 607 , 0.078662 , 0.0631 , 0.096087 , 0.067519 , 0.070538 , 0.097242 , 0.082559 , 0.105915 , 0.094489 , 0.093951 , 0.106623 , 0.089125 , 0.088451 , 0.099944 , 0.111489 , 0.106232 , 0.118327 , 0.097996 , 0.115189 , 0.101055 , 0.083075 , 0.089334 , 0.090637 , 0.107535 , 0.11614 , 0.099984 , 0.100126 , 0.081851 , 0.080882 , 0.087363 
 608 , 0.078163 , 0.062676 , 0.09564 , 0.0673 , 0.070198 , 0.097081 , 0.0824 , 0.105913 , 0.094534 , 0.093796 , 0.106526 , 0.088782 , 0.088095 , 0.099412 , 0.111115 , 0.10606 , 0.118234 , 0.097898 , 0.11508 , 0.100955 , 0.082939 , 0.089099 , 0.090302 , 0.107286 , 0.115953 , 0.099962 , 0.100087 , 0.081759 , 0.080749 , 0.087222 
 609 , 0.077659 , 0.062245 , 0.095191 , 0.067078 , 0.069855 , 0.096929 , 0.082236 , 0.105908 , 0.094583 , 0.093635 , 0.10643 , 0.088438 , 0.087734 , 0.098871 , 0.110741 , 0.105885 , 0.118129 , 0.097803 , 0.114977 , 0.100847 , 0.082804 , 0.088858 , 0.08996 , 0.107032 , 0.115773 , 0.099933 , 0.100052 , 0.081663 , 0.080606 , 0.087081 
 610 , 0.077154 , 0.061808 , 0.094736 , 0.066851 , 0.069501 , 0.096771 , 0.082073 , 0.105903 , 0.094633 , 0.093473 , 0.106341 , 0.088089 , 0.087366 , 0.098318 , 0.110367 , 0.10571 , 0.11802 , 0.097704 , 0.114876 , 0.100746 , 0.082658 , 0.088617 , 0.089612 , 0.106773 , 0.115592 , 0.09991 , 0.100012 , 0.081567 , 0.080464 , 0.086934 
 611 , 0.076618 , 0.061378 , 0.094436 , 0.066661 , 0.069172 , 0.096718 , 0.082054 , 0.105912 , 0.094658 , 0.093485 , 0.106185 , 0.087787 , 0.086995 , 0.097777 , 0.109908 , 0.105553 , 0.117901 , 0.097595 , 0.114741 , 0.100663 , 0.082544 , 0.08843 , 0.089261 , 0.106578 , 0.115373 , 0.099923 , 0.09998 , 0.081485 , 0.080329 , 0.08679 
 612 , 0.076063 , 0.060942 , 0.094209 , 0.066511 , 0.068847 , 0.096705 , 0.082092 , 0.105938 , 0.094682 , 0.093582 , 0.105995 , 0.087512 , 0.086629 , 0.097241 , 0.109409 , 0.10542 , 0.117787 , 0.097486 , 0.114595 , 0.100609 , 0.082446 , 0.08827 , 0.088915 , 0.106428 , 0.115137 , 0.099971 , 0.099954 , 0.081426 , 0.080212 , 0.086646 
 613 , 0.075501 , 0.0605 , 0.093977 , 0.06636 , 0.068523 , 0.096693 , 0.082137 , 0.105966 , 0.094708 , 0.093681 , 0.105806 , 0.087233 , 0.086251 , 0.096699 , 0.108904 , 0.105292 , 0.117674 , 0.097378 , 0.114445 , 0.100551 , 0.082343 , 0.088106 , 0.088562 , 0.106279 , 0.114901 , 0.100014 , 0.099923 , 0.081361 , 0.080095 , 0.086508 
 614 , 0.074968 , 0.060065 , 0.093721 , 0.066243 , 0.068219 , 0.096644 , 0.08214 , 0.10594 , 0.094708 , 0.093761 , 0.105592 , 0.086897 , 0.085869 , 0.09617 , 0.108413 , 0.105164 , 0.117543 , 0.097295 , 0.114317 , 0.100498 , 0.082255 , 0.087913 , 0.088227 , 0.106129 , 0.114665 , 0.100053 , 0.099893 , 0.081284 , 0.079971 , 0.086354 
