  time  ,52:23 PM,52:38 PM,52:47 PM,52:54 PM,53:00 PM,53:19 PM,53:27 PM,53:35 PM,53:42 PM,53:50 PM,54:21 PM,54:29 PM,54:38 PM,54:46 PM,54:54 PM,55:16 PM,55:26 PM,55:33 PM,55:43 PM,55:51 PM,56:58 PM,57:05 PM,57:12 PM,57:20 PM,57:27 PM,57:44 PM,57:51 PM,58:00 PM,58:09 PM,58:17 PM,58:47 PM,58:56 PM,59:04 PM,59:11 PM,59:18 PM,59:37 PM,59:45 PM,59:53 PM,00:01 PM,00:09 PM,00:56 PM,01:03 PM,01:10 PM,01:17 PM,01:23 PM,01:40 PM,01:50 PM,01:57 PM,02:06 PM,02:13 PM,02:51 PM,02:58 PM,03:06 PM,03:16 PM,03:23 PM,03:48 PM,04:00 PM,04:13 PM,04:23 PM,04:34 PM,05:19 PM,05:27 PM,05:34 PM,05:41 PM,05:50 PM,06:15 PM,06:22 PM,06:29 PM,06:39 PM,06:47 PM,07:17 PM,07:24 PM,07:31 PM,07:39 PM,07:48 PM,08:10 PM,08:18 PM,08:27 PM,08:35 PM,08:43 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 960 , 0.334984 , 0.411191 , 0.380935 , 0.357907 , 0.319804 , 0.396059 , 0.335105 , 0.344673 , 0.336665 , 0.359379 , 0.259518 , 0.15148 , 0.158965 , 0.200566 , 0.229889 , 0.13207 , 0.126901 , 0.149357 , 0.173904 , 0.189527 , 0.41226 , 0.379664 , 0.374921 , 0.384014 , 0.37993 , 0.387809 , 0.366124 , 0.314506 , 0.309432 , 0.377863 , 0.228868 , 0.249435 , 0.206419 , 0.185892 , 0.190355 , 0.166917 , 0.34571 , 0.299165 , 0.237359 , 0.212007 , 0.368448 , 0.371825 , 0.408714 , 0.350719 , 0.376038 , 0.4194 , 0.358816 , 0.41345 , 0.340805 , 0.341811 , 0.213503 , 0.189599 , 0.252314 , 0.20568 , 0.236233 , 0.181205 , 0.219694 , 0.206267 , 0.182708 , 0.145779 , 0.385566 , 0.302976 , 0.335314 , 0.293544 , 0.320327 , 0.355069 , 0.309006 , 0.384135 , 0.334389 , 0.368553 , 0.318662 , 0.175263 , 0.1962 , 0.244386 , 0.17975 , 0.219453 , 0.17027 , 0.157478 , 0.157824 , 0.172007 
 961 , 0.336344 , 0.41387 , 0.380883 , 0.35761 , 0.320729 , 0.396594 , 0.335586 , 0.347073 , 0.336134 , 0.359907 , 0.259035 , 0.151828 , 0.160155 , 0.202001 , 0.230603 , 0.133077 , 0.128288 , 0.151046 , 0.17419 , 0.190482 , 0.412306 , 0.381342 , 0.376675 , 0.384728 , 0.379504 , 0.388606 , 0.366961 , 0.316771 , 0.310765 , 0.378634 , 0.22937 , 0.25016 , 0.207411 , 0.186475 , 0.191151 , 0.168248 , 0.346541 , 0.300834 , 0.238664 , 0.213021 , 0.369282 , 0.372612 , 0.409646 , 0.352015 , 0.377279 , 0.421431 , 0.360254 , 0.415514 , 0.341366 , 0.342672 , 0.214779 , 0.190159 , 0.253739 , 0.206741 , 0.237205 , 0.182154 , 0.22047 , 0.207483 , 0.184137 , 0.146668 , 0.386066 , 0.30426 , 0.336158 , 0.294715 , 0.321358 , 0.355651 , 0.310644 , 0.384809 , 0.335175 , 0.370306 , 0.319633 , 0.176326 , 0.197205 , 0.245758 , 0.180558 , 0.220123 , 0.170731 , 0.158285 , 0.158801 , 0.172658 
 962 , 0.337659 , 0.416463 , 0.380823 , 0.35733 , 0.321617 , 0.397115 , 0.336042 , 0.349377 , 0.335622 , 0.360417 , 0.258564 , 0.152161 , 0.161309 , 0.203382 , 0.231288 , 0.134042 , 0.129629 , 0.152678 , 0.174466 , 0.191397 , 0.412349 , 0.382964 , 0.378358 , 0.385405 , 0.379101 , 0.389365 , 0.367771 , 0.318966 , 0.312064 , 0.379376 , 0.229858 , 0.250854 , 0.208369 , 0.187041 , 0.191915 , 0.169528 , 0.347349 , 0.302447 , 0.239928 , 0.214002 , 0.370082 , 0.37338 , 0.410539 , 0.353273 , 0.378471 , 0.423397 , 0.361637 , 0.417513 , 0.341902 , 0.343502 , 0.216014 , 0.190694 , 0.255113 , 0.207771 , 0.238142 , 0.183073 , 0.221227 , 0.208668 , 0.185522 , 0.147538 , 0.386553 , 0.305494 , 0.33698 , 0.295853 , 0.32236 , 0.356214 , 0.312234 , 0.385454 , 0.335937 , 0.372006 , 0.320566 , 0.177351 , 0.19817 , 0.247088 , 0.181336 , 0.220766 , 0.171177 , 0.159063 , 0.159742 , 0.173286 
 963 , 0.338977 , 0.419151 , 0.380955 , 0.357986 , 0.320381 , 0.396053 , 0.337191 , 0.34971 , 0.335753 , 0.36155 , 0.259773 , 0.15343 , 0.163112 , 0.203433 , 0.231591 , 0.135043 , 0.130355 , 0.15385 , 0.175283 , 0.193104 , 0.412653 , 0.383817 , 0.379549 , 0.385368 , 0.379509 , 0.389636 , 0.368291 , 0.319968 , 0.312783 , 0.380277 , 0.230411 , 0.251578 , 0.20905 , 0.187439 , 0.193064 , 0.170838 , 0.348336 , 0.303473 , 0.24112 , 0.214247 , 0.370538 , 0.37453 , 0.411005 , 0.354632 , 0.380236 , 0.424534 , 0.363118 , 0.418941 , 0.342065 , 0.344707 , 0.216082 , 0.191642 , 0.256209 , 0.208242 , 0.238736 , 0.184311 , 0.221852 , 0.21002 , 0.186146 , 0.148742 , 0.386484 , 0.305954 , 0.337417 , 0.296248 , 0.3227 , 0.356855 , 0.312921 , 0.386475 , 0.335882 , 0.372663 , 0.321278 , 0.178589 , 0.199311 , 0.247965 , 0.181814 , 0.221489 , 0.171881 , 0.159766 , 0.160809 , 0.173635 
 964 , 0.339432 , 0.421082 , 0.381773 , 0.359322 , 0.319511 , 0.396084 , 0.339035 , 0.350573 , 0.336732 , 0.363125 , 0.261918 , 0.154858 , 0.165228 , 0.203718 , 0.232242 , 0.136258 , 0.131231 , 0.155231 , 0.176799 , 0.195188 , 0.414336 , 0.384579 , 0.380987 , 0.385925 , 0.381336 , 0.390976 , 0.369489 , 0.320994 , 0.313503 , 0.381895 , 0.231367 , 0.252732 , 0.210204 , 0.188272 , 0.194475 , 0.17221 , 0.350143 , 0.304592 , 0.242248 , 0.214477 , 0.37133 , 0.376398 , 0.411855 , 0.356395 , 0.382341 , 0.42572 , 0.364633 , 0.420871 , 0.342587 , 0.346146 , 0.21635 , 0.193266 , 0.257613 , 0.208907 , 0.239678 , 0.185637 , 0.223121 , 0.211299 , 0.186699 , 0.150082 , 0.387125 , 0.307105 , 0.338662 , 0.297035 , 0.323338 , 0.358446 , 0.314111 , 0.388057 , 0.337146 , 0.373276 , 0.322997 , 0.179896 , 0.200994 , 0.249456 , 0.182701 , 0.222967 , 0.173004 , 0.160728 , 0.162196 , 0.174577 
 965 , 0.339647 , 0.422752 , 0.382754 , 0.360765 , 0.318822 , 0.396448 , 0.340982 , 0.351615 , 0.337889 , 0.364763 , 0.264204 , 0.156261 , 0.167349 , 0.204114 , 0.232982 , 0.137503 , 0.132147 , 0.156643 , 0.178445 , 0.1973 , 0.416328 , 0.385319 , 0.382469 , 0.386646 , 0.383463 , 0.392581 , 0.370852 , 0.32203 , 0.314214 , 0.38365 , 0.232404 , 0.25397 , 0.211465 , 0.189199 , 0.195908 , 0.173569 , 0.352111 , 0.305723 , 0.24333 , 0.21473 , 0.372212 , 0.378407 , 0.412795 , 0.358209 , 0.384464 , 0.426896 , 0.366114 , 0.422898 , 0.343197 , 0.347593 , 0.216708 , 0.195012 , 0.259066 , 0.209626 , 0.240692 , 0.186928 , 0.224532 , 0.212516 , 0.187246 , 0.151417 , 0.387957 , 0.308434 , 0.340111 , 0.297932 , 0.324065 , 0.360252 , 0.315436 , 0.389739 , 0.33876 , 0.373897 , 0.324944 , 0.18118 , 0.202779 , 0.251096 , 0.183696 , 0.224613 , 0.174187 , 0.161739 , 0.163628 , 0.175661 
 966 , 0.340968 , 0.423154 , 0.384314 , 0.360971 , 0.319693 , 0.397849 , 0.342601 , 0.352237 , 0.338916 , 0.366478 , 0.265881 , 0.157872 , 0.168575 , 0.204362 , 0.233246 , 0.138083 , 0.133125 , 0.158086 , 0.179788 , 0.198805 , 0.418394 , 0.386243 , 0.383854 , 0.387811 , 0.385365 , 0.394164 , 0.37201 , 0.322779 , 0.314661 , 0.385176 , 0.233328 , 0.254956 , 0.212554 , 0.190359 , 0.196786 , 0.17469 , 0.3536 , 0.306535 , 0.244368 , 0.215747 , 0.373258 , 0.379857 , 0.413346 , 0.360092 , 0.386071 , 0.427562 , 0.367389 , 0.424853 , 0.344431 , 0.348749 , 0.217511 , 0.196581 , 0.260324 , 0.210313 , 0.241897 , 0.188225 , 0.225736 , 0.213317 , 0.187585 , 0.152225 , 0.389214 , 0.309638 , 0.341706 , 0.298532 , 0.324724 , 0.362038 , 0.316549 , 0.391135 , 0.340295 , 0.374694 , 0.32662 , 0.182307 , 0.204666 , 0.252223 , 0.184589 , 0.226327 , 0.17561 , 0.162575 , 0.164652 , 0.17698 
 967 , 0.343108 , 0.422401 , 0.385803 , 0.360131 , 0.321839 , 0.399629 , 0.343711 , 0.352772 , 0.339383 , 0.367631 , 0.266863 , 0.159743 , 0.169258 , 0.204643 , 0.233279 , 0.138276 , 0.133915 , 0.159198 , 0.180755 , 0.199662 , 0.420122 , 0.387314 , 0.385059 , 0.389123 , 0.386835 , 0.395533 , 0.372703 , 0.323037 , 0.314885 , 0.386158 , 0.234179 , 0.255539 , 0.213299 , 0.191633 , 0.197234 , 0.175676 , 0.3543 , 0.306856 , 0.245272 , 0.217172 , 0.374247 , 0.380888 , 0.413283 , 0.36199 , 0.387116 , 0.427762 , 0.368689 , 0.426085 , 0.345702 , 0.349625 , 0.218478 , 0.197688 , 0.261213 , 0.210953 , 0.242546 , 0.189395 , 0.226432 , 0.213811 , 0.187842 , 0.15254 , 0.390577 , 0.310284 , 0.342827 , 0.298745 , 0.325193 , 0.363534 , 0.317487 , 0.391989 , 0.341242 , 0.375759 , 0.327415 , 0.183332 , 0.206187 , 0.252648 , 0.185265 , 0.227687 , 0.176807 , 0.163055 , 0.165326 , 0.178154 
 968 , 0.345311 , 0.421281 , 0.386765 , 0.359038 , 0.324266 , 0.401063 , 0.344468 , 0.353489 , 0.339307 , 0.368068 , 0.267488 , 0.161707 , 0.169943 , 0.205038 , 0.23341 , 0.138511 , 0.134435 , 0.159912 , 0.181504 , 0.200225 , 0.421389 , 0.388403 , 0.386137 , 0.390255 , 0.387948 , 0.396697 , 0.372997 , 0.322967 , 0.315054 , 0.386699 , 0.235023 , 0.255845 , 0.213771 , 0.192857 , 0.197579 , 0.176674 , 0.354498 , 0.306867 , 0.246046 , 0.218468 , 0.375014 , 0.381837 , 0.41283 , 0.363818 , 0.387882 , 0.427822 , 0.370119 , 0.426532 , 0.34656 , 0.350372 , 0.219295 , 0.198381 , 0.261807 , 0.21153 , 0.242407 , 0.19041 , 0.226687 , 0.214225 , 0.188144 , 0.152669 , 0.391727 , 0.31039 , 0.343293 , 0.29873 , 0.325481 , 0.364711 , 0.318378 , 0.392421 , 0.341565 , 0.376991 , 0.327408 , 0.184332 , 0.207197 , 0.252628 , 0.185771 , 0.228589 , 0.177584 , 0.163262 , 0.165916 , 0.178982 
 969 , 0.347021 , 0.420631 , 0.387391 , 0.358512 , 0.326334 , 0.402063 , 0.34536 , 0.354175 , 0.339486 , 0.368249 , 0.268252 , 0.163047 , 0.170482 , 0.205219 , 0.233549 , 0.138862 , 0.134733 , 0.160363 , 0.181981 , 0.200765 , 0.422268 , 0.389401 , 0.387266 , 0.391171 , 0.388545 , 0.397759 , 0.373425 , 0.323028 , 0.315284 , 0.387058 , 0.235676 , 0.256114 , 0.214291 , 0.193878 , 0.197841 , 0.177486 , 0.354789 , 0.307001 , 0.246344 , 0.219633 , 0.375834 , 0.382746 , 0.412655 , 0.365308 , 0.388512 , 0.428225 , 0.371306 , 0.426754 , 0.347345 , 0.350993 , 0.219866 , 0.198821 , 0.262329 , 0.211923 , 0.242364 , 0.191111 , 0.226894 , 0.214582 , 0.188785 , 0.152803 , 0.392683 , 0.310491 , 0.343723 , 0.298735 , 0.325861 , 0.365623 , 0.319198 , 0.392791 , 0.34202 , 0.378077 , 0.327356 , 0.185113 , 0.208002 , 0.252841 , 0.186293 , 0.229063 , 0.178234 , 0.163537 , 0.166453 , 0.179796 
 970 , 0.347548 , 0.42117 , 0.38747 , 0.359378 , 0.327499 , 0.402103 , 0.346583 , 0.354651 , 0.340387 , 0.368 , 0.269384 , 0.16296 , 0.170584 , 0.204813 , 0.233677 , 0.139394 , 0.134524 , 0.160274 , 0.181784 , 0.201295 , 0.422186 , 0.390039 , 0.388502 , 0.3916 , 0.387906 , 0.398451 , 0.374112 , 0.323402 , 0.315628 , 0.386966 , 0.235852 , 0.25627 , 0.214905 , 0.194402 , 0.197895 , 0.177829 , 0.355197 , 0.307417 , 0.245616 , 0.220471 , 0.376681 , 0.383448 , 0.413219 , 0.365868 , 0.388721 , 0.429272 , 0.371837 , 0.426552 , 0.347926 , 0.351267 , 0.219917 , 0.198743 , 0.262659 , 0.211823 , 0.242795 , 0.19112 , 0.226969 , 0.214762 , 0.190121 , 0.152944 , 0.393061 , 0.310607 , 0.344198 , 0.298769 , 0.326458 , 0.3658 , 0.319742 , 0.393078 , 0.342721 , 0.378713 , 0.327256 , 0.18536 , 0.208415 , 0.253617 , 0.186855 , 0.228632 , 0.178627 , 0.16401 , 0.166839 , 0.180675 
 971 , 0.347556 , 0.422393 , 0.388392 , 0.360799 , 0.32783 , 0.402113 , 0.347707 , 0.354215 , 0.342012 , 0.36828 , 0.270522 , 0.162632 , 0.170255 , 0.203996 , 0.233577 , 0.139433 , 0.134284 , 0.16025 , 0.181293 , 0.201866 , 0.421655 , 0.389885 , 0.389574 , 0.391872 , 0.387033 , 0.398305 , 0.374545 , 0.323804 , 0.315727 , 0.386756 , 0.235623 , 0.256188 , 0.215528 , 0.194435 , 0.197823 , 0.177778 , 0.355087 , 0.307927 , 0.245008 , 0.220955 , 0.376986 , 0.383318 , 0.414282 , 0.365537 , 0.388191 , 0.429647 , 0.371752 , 0.426804 , 0.34826 , 0.351221 , 0.219931 , 0.198821 , 0.262722 , 0.211351 , 0.244539 , 0.191013 , 0.226934 , 0.214773 , 0.190946 , 0.153138 , 0.392686 , 0.310821 , 0.345165 , 0.298668 , 0.326915 , 0.365336 , 0.319719 , 0.393558 , 0.342918 , 0.378579 , 0.327301 , 0.185276 , 0.209003 , 0.254351 , 0.187247 , 0.228494 , 0.17912 , 0.164644 , 0.166968 , 0.181712 
 972 , 0.347546 , 0.423608 , 0.389339 , 0.362209 , 0.328167 , 0.402125 , 0.34882 , 0.353763 , 0.343633 , 0.368543 , 0.271661 , 0.162294 , 0.169927 , 0.203207 , 0.233471 , 0.139463 , 0.134033 , 0.160208 , 0.180811 , 0.202445 , 0.421128 , 0.389733 , 0.390638 , 0.392146 , 0.386164 , 0.398145 , 0.374978 , 0.324195 , 0.315816 , 0.386541 , 0.235398 , 0.25611 , 0.216136 , 0.19446 , 0.197753 , 0.177728 , 0.354961 , 0.308435 , 0.244414 , 0.221431 , 0.377282 , 0.383197 , 0.415338 , 0.3652 , 0.387663 , 0.430017 , 0.371668 , 0.42706 , 0.348585 , 0.351166 , 0.219948 , 0.198892 , 0.26278 , 0.210882 , 0.246299 , 0.190907 , 0.226894 , 0.214778 , 0.191762 , 0.153329 , 0.392313 , 0.311032 , 0.346122 , 0.298573 , 0.327371 , 0.364865 , 0.319687 , 0.394023 , 0.343106 , 0.378447 , 0.327337 , 0.185185 , 0.209592 , 0.255088 , 0.187648 , 0.228352 , 0.179605 , 0.165277 , 0.167087 , 0.182747 
 973 , 0.346736 , 0.424503 , 0.390846 , 0.362895 , 0.328616 , 0.402915 , 0.34762 , 0.352804 , 0.344708 , 0.367861 , 0.27258 , 0.162351 , 0.169707 , 0.204736 , 0.233444 , 0.138348 , 0.133475 , 0.159599 , 0.180968 , 0.202539 , 0.421262 , 0.38955 , 0.390408 , 0.392655 , 0.386554 , 0.398219 , 0.374813 , 0.324298 , 0.315789 , 0.386267 , 0.235842 , 0.256008 , 0.216165 , 0.193963 , 0.197876 , 0.177147 , 0.354403 , 0.308702 , 0.245075 , 0.22124 , 0.377051 , 0.38317 , 0.415851 , 0.364309 , 0.38753 , 0.42983 , 0.371716 , 0.42707 , 0.34815 , 0.350591 , 0.220011 , 0.199004 , 0.262674 , 0.210635 , 0.247305 , 0.190722 , 0.226963 , 0.214608 , 0.191404 , 0.153345 , 0.392167 , 0.311059 , 0.345339 , 0.299074 , 0.327841 , 0.364191 , 0.319795 , 0.394254 , 0.342763 , 0.377868 , 0.326983 , 0.185386 , 0.209533 , 0.25525 , 0.187886 , 0.228125 , 0.179571 , 0.165297 , 0.166963 , 0.183165 
 974 , 0.346169 , 0.424344 , 0.391699 , 0.363153 , 0.32874 , 0.403473 , 0.346758 , 0.352195 , 0.345572 , 0.366578 , 0.273642 , 0.16235 , 0.169815 , 0.206483 , 0.233439 , 0.137523 , 0.133164 , 0.159135 , 0.181336 , 0.202629 , 0.421525 , 0.38973 , 0.389679 , 0.393037 , 0.386826 , 0.398575 , 0.374463 , 0.324128 , 0.315754 , 0.386119 , 0.2363 , 0.255926 , 0.215825 , 0.193859 , 0.198042 , 0.176733 , 0.35419 , 0.308988 , 0.245179 , 0.221143 , 0.377022 , 0.383527 , 0.415895 , 0.36375 , 0.387929 , 0.430286 , 0.37156 , 0.426894 , 0.348021 , 0.350024 , 0.219738 , 0.199245 , 0.263021 , 0.210413 , 0.247519 , 0.190585 , 0.227203 , 0.214486 , 0.191158 , 0.153328 , 0.392322 , 0.310915 , 0.344023 , 0.29931 , 0.327873 , 0.363405 , 0.320299 , 0.39366 , 0.34314 , 0.377678 , 0.326687 , 0.185763 , 0.209546 , 0.255051 , 0.188145 , 0.227573 , 0.179502 , 0.165422 , 0.166928 , 0.183499 
 975 , 0.345641 , 0.424018 , 0.392474 , 0.36336 , 0.328814 , 0.403995 , 0.345936 , 0.351629 , 0.346423 , 0.365202 , 0.27474 , 0.162346 , 0.169966 , 0.208288 , 0.233449 , 0.136731 , 0.132879 , 0.158697 , 0.181739 , 0.202712 , 0.421815 , 0.389968 , 0.388858 , 0.393416 , 0.387075 , 0.398983 , 0.374082 , 0.323919 , 0.315712 , 0.38599 , 0.236771 , 0.255836 , 0.215428 , 0.193815 , 0.198205 , 0.176348 , 0.354034 , 0.309287 , 0.245197 , 0.221062 , 0.377026 , 0.383955 , 0.415878 , 0.363226 , 0.388421 , 0.430847 , 0.371374 , 0.426692 , 0.347929 , 0.349459 , 0.219414 , 0.199517 , 0.263438 , 0.210205 , 0.247611 , 0.19046 , 0.22747 , 0.214376 , 0.190922 , 0.153298 , 0.392524 , 0.310758 , 0.342622 , 0.299515 , 0.32783 , 0.362586 , 0.320875 , 0.392945 , 0.343631 , 0.377547 , 0.326409 , 0.186179 , 0.209583 , 0.254784 , 0.188408 , 0.226974 , 0.179426 , 0.165567 , 0.166896 , 0.183833 
 976 , 0.345655 , 0.423653 , 0.392516 , 0.363477 , 0.328916 , 0.404783 , 0.345513 , 0.352116 , 0.34636 , 0.36403 , 0.274621 , 0.161761 , 0.16974 , 0.209586 , 0.234045 , 0.136514 , 0.132855 , 0.158748 , 0.182317 , 0.202262 , 0.422546 , 0.390637 , 0.388489 , 0.393641 , 0.387608 , 0.399078 , 0.373998 , 0.323941 , 0.31597 , 0.386509 , 0.237317 , 0.256271 , 0.2152 , 0.194433 , 0.198335 , 0.176243 , 0.35392 , 0.309853 , 0.245431 , 0.2214 , 0.376893 , 0.384562 , 0.416287 , 0.363418 , 0.388942 , 0.430911 , 0.371439 , 0.42737 , 0.347728 , 0.349716 , 0.219445 , 0.199728 , 0.263697 , 0.210342 , 0.248032 , 0.190515 , 0.227718 , 0.214747 , 0.190288 , 0.153261 , 0.392978 , 0.310919 , 0.342349 , 0.299314 , 0.327683 , 0.362571 , 0.32165 , 0.39255 , 0.344153 , 0.377556 , 0.326324 , 0.186865 , 0.209427 , 0.254518 , 0.188384 , 0.227123 , 0.179582 , 0.165587 , 0.167458 , 0.184088 
 977 , 0.346358 , 0.423917 , 0.392049 , 0.36349 , 0.329453 , 0.405386 , 0.34506 , 0.352683 , 0.345604 , 0.363499 , 0.273977 , 0.160772 , 0.169292 , 0.210551 , 0.234854 , 0.136461 , 0.132808 , 0.158887 , 0.182813 , 0.201663 , 0.423565 , 0.391488 , 0.388556 , 0.393549 , 0.388338 , 0.399162 , 0.374088 , 0.323873 , 0.316535 , 0.387174 , 0.23787 , 0.25682 , 0.215217 , 0.195028 , 0.198395 , 0.176195 , 0.353856 , 0.31021 , 0.245988 , 0.221886 , 0.376559 , 0.385037 , 0.416746 , 0.363633 , 0.389192 , 0.430318 , 0.371784 , 0.428148 , 0.347205 , 0.35022 , 0.219758 , 0.199719 , 0.263564 , 0.210551 , 0.248518 , 0.190579 , 0.227867 , 0.215226 , 0.189616 , 0.15309 , 0.393515 , 0.311165 , 0.342689 , 0.299235 , 0.327668 , 0.363206 , 0.322231 , 0.392912 , 0.344365 , 0.377112 , 0.326445 , 0.187563 , 0.209093 , 0.254734 , 0.188133 , 0.227549 , 0.179965 , 0.165413 , 0.168186 , 0.184363 
 978 , 0.347435 , 0.424684 , 0.391402 , 0.363444 , 0.330313 , 0.405761 , 0.344454 , 0.352986 , 0.344605 , 0.363386 , 0.273318 , 0.159664 , 0.168799 , 0.211417 , 0.235648 , 0.136337 , 0.132678 , 0.158935 , 0.183192 , 0.201118 , 0.424659 , 0.392339 , 0.388798 , 0.393244 , 0.389141 , 0.399347 , 0.374212 , 0.323664 , 0.317242 , 0.387743 , 0.23842 , 0.257292 , 0.215369 , 0.195383 , 0.198405 , 0.176091 , 0.353815 , 0.310318 , 0.246734 , 0.222352 , 0.376104 , 0.385348 , 0.417115 , 0.363662 , 0.389241 , 0.429381 , 0.372269 , 0.42872 , 0.346472 , 0.350634 , 0.220183 , 0.199552 , 0.263178 , 0.210697 , 0.248944 , 0.190585 , 0.227962 , 0.215628 , 0.189019 , 0.152823 , 0.394039 , 0.311373 , 0.343132 , 0.299366 , 0.327784 , 0.364081 , 0.322593 , 0.393763 , 0.344329 , 0.376263 , 0.32667 , 0.188173 , 0.20867 , 0.255324 , 0.187788 , 0.227962 , 0.180462 , 0.165123 , 0.168857 , 0.184657 
 979 , 0.348098 , 0.425861 , 0.390353 , 0.363407 , 0.330516 , 0.40506 , 0.344303 , 0.35314 , 0.344027 , 0.364143 , 0.273178 , 0.158778 , 0.169129 , 0.212036 , 0.236424 , 0.136363 , 0.132676 , 0.159046 , 0.183593 , 0.201067 , 0.424967 , 0.392987 , 0.389158 , 0.39297 , 0.389434 , 0.399893 , 0.374384 , 0.323568 , 0.318067 , 0.388088 , 0.238991 , 0.25756 , 0.215623 , 0.195616 , 0.198625 , 0.17601 , 0.35406 , 0.310266 , 0.247067 , 0.222495 , 0.375496 , 0.385705 , 0.417509 , 0.363775 , 0.389275 , 0.428478 , 0.372821 , 0.428963 , 0.345916 , 0.350949 , 0.220489 , 0.199637 , 0.262777 , 0.210732 , 0.249024 , 0.190867 , 0.227963 , 0.215999 , 0.18886 , 0.152516 , 0.394617 , 0.311796 , 0.343985 , 0.299698 , 0.32779 , 0.364862 , 0.322623 , 0.394734 , 0.344478 , 0.375722 , 0.326862 , 0.188542 , 0.208458 , 0.255972 , 0.187548 , 0.228147 , 0.180767 , 0.164965 , 0.169213 , 0.184981 
 980 , 0.348186 , 0.427713 , 0.388896 , 0.363502 , 0.329882 , 0.403103 , 0.344799 , 0.353266 , 0.344148 , 0.366088 , 0.273738 , 0.158363 , 0.17056 , 0.212305 , 0.237165 , 0.136681 , 0.132919 , 0.159306 , 0.184091 , 0.201685 , 0.424093 , 0.393318 , 0.389547 , 0.392917 , 0.388971 , 0.400909 , 0.374706 , 0.323859 , 0.318962 , 0.388112 , 0.239668 , 0.257604 , 0.216042 , 0.19572 , 0.199191 , 0.176032 , 0.354793 , 0.310044 , 0.246917 , 0.222299 , 0.374831 , 0.386127 , 0.418195 , 0.36417 , 0.389564 , 0.427855 , 0.373563 , 0.428873 , 0.345791 , 0.351472 , 0.220631 , 0.200075 , 0.262493 , 0.210687 , 0.248711 , 0.191599 , 0.227847 , 0.216426 , 0.18928 , 0.152223 , 0.39532 , 0.312697 , 0.345299 , 0.300309 , 0.327605 , 0.365471 , 0.322232 , 0.395812 , 0.345032 , 0.375891 , 0.326963 , 0.188563 , 0.208509 , 0.256586 , 0.187536 , 0.228039 , 0.180721 , 0.165012 , 0.169217 , 0.185276 
 981 , 0.348291 , 0.429854 , 0.387881 , 0.363964 , 0.329468 , 0.401836 , 0.345265 , 0.353868 , 0.344582 , 0.36804 , 0.274198 , 0.158382 , 0.171895 , 0.212576 , 0.237844 , 0.137266 , 0.133373 , 0.159749 , 0.184833 , 0.202289 , 0.422985 , 0.393508 , 0.389598 , 0.393358 , 0.388431 , 0.401861 , 0.375259 , 0.324766 , 0.31964 , 0.388189 , 0.240536 , 0.257784 , 0.216519 , 0.195929 , 0.199938 , 0.17628 , 0.355761 , 0.309953 , 0.246947 , 0.222388 , 0.374609 , 0.386555 , 0.419609 , 0.364956 , 0.390607 , 0.427912 , 0.374584 , 0.429154 , 0.346224 , 0.35296 , 0.220787 , 0.200589 , 0.262544 , 0.210892 , 0.248606 , 0.192527 , 0.227707 , 0.217078 , 0.18966 , 0.152105 , 0.396167 , 0.314146 , 0.346424 , 0.300966 , 0.327359 , 0.366014 , 0.32199 , 0.396742 , 0.345991 , 0.376893 , 0.326934 , 0.188584 , 0.208516 , 0.2569 , 0.187734 , 0.228007 , 0.180473 , 0.165184 , 0.169511 , 0.185425 
 982 , 0.348717 , 0.43173 , 0.387148 , 0.364324 , 0.329251 , 0.400789 , 0.345775 , 0.354417 , 0.344942 , 0.369899 , 0.274645 , 0.158584 , 0.17315 , 0.212832 , 0.238414 , 0.137902 , 0.13386 , 0.160217 , 0.18555 , 0.202824 , 0.422072 , 0.39369 , 0.389673 , 0.393965 , 0.388023 , 0.402823 , 0.375874 , 0.325685 , 0.320377 , 0.388323 , 0.241414 , 0.258013 , 0.217015 , 0.196091 , 0.200682 , 0.176608 , 0.356675 , 0.309919 , 0.246997 , 0.222548 , 0.374516 , 0.38704 , 0.421022 , 0.365766 , 0.391715 , 0.42818 , 0.375624 , 0.429555 , 0.346784 , 0.354517 , 0.220998 , 0.201049 , 0.262621 , 0.211107 , 0.248555 , 0.193399 , 0.227648 , 0.217748 , 0.190158 , 0.152093 , 0.397031 , 0.315527 , 0.347484 , 0.301569 , 0.327251 , 0.366599 , 0.321835 , 0.39774 , 0.346934 , 0.378007 , 0.32701 , 0.188608 , 0.208565 , 0.257296 , 0.188058 , 0.228006 , 0.180266 , 0.165434 , 0.169859 , 0.185591 
