  time  ,:33:22 A,:33:41 A,:33:49 A,:33:56 A,:34:03 A,:34:38 A,:34:45 A,:34:51 A,:34:58 A,:35:05 A,:35:39 A,:35:47 A,:35:55 A,:36:03 A,:36:08 A,:36:46 A,:36:54 A,:37:02 A,:37:11 A,:37:19 A,:38:00 A,:38:07 A,:38:13 A,:38:20 A,:38:28 A,:40:17 A,:40:26 A,:40:33 A,:40:41 A,:40:48 A,:41:34 A,:41:43 A,:41:51 A,:42:02 A,:42:09 A,:42:49 A,:42:56 A,:43:02 A,:43:09 A,:43:17 A,:44:02 A,:44:09 A,:44:17 A,:44:25 A,:44:33 A,:45:26 A,:45:34 A,:45:42 A,:45:51 A,:46:03 A,:46:54 A,:47:02 A,:47:09 A,:47:17 A,:47:25 A,:48:21 A,:48:29 A,:48:35 A,:48:43 A,:48:52 A,:49:38 A,:49:46 A,:49:54 A,:50:04 A,:50:12 A,:51:02 A,:51:09 A,:51:17 A,:51:26 A,:51:34 A,:51:43 A,:51:51 A,:51:59 A,:52:07 A,:52:15 A,:53:05 A,:53:15 A,:53:24 A,:53:31 A,:53:38 A,:54:59 A,:55:07 A,:55:15 A,:55:22 A,:55:31 A,:57:31 A,:57:36 A,:57:43 A,:57:52 A,:57:58 A,:00:41 A,:00:47 A,:00:54 A,:01:00 A,:01:07 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 779 , 0.348179 , 0.365466 , 0.24466 , 0.348135 , 0.234654 , 0.284684 , 0.271657 , 0.347148 , 0.227861 , 0.264162 , 0.301806 , 0.364731 , 0.414393 , 0.407518 , 0.377988 , 0.418708 , 0.463858 , 0.36376 , 0.485652 , 0.42219 , 0.271465 , 0.264529 , 0.242286 , 0.306263 , 0.286115 , 0.241825 , 0.338589 , 0.297568 , 0.25392 , 0.342307 , 0.315491 , 0.466577 , 0.304761 , 0.410418 , 0.440431 , 0.346824 , 0.349632 , 0.392424 , 0.297831 , 0.33008 , 0.424037 , 0.368015 , 0.398296 , 0.391837 , 0.240663 , 0.37886 , 0.252171 , 0.376743 , 0.233541 , 0.333491 , 0.33763 , 0.358969 , 0.346057 , 0.319131 , 0.328638 , 0.340656 , 0.311061 , 0.414503 , 0.484873 , 0.293379 , 0.294262 , 0.284311 , 0.312623 , 0.233113 , 0.222587 , 0.177409 , 0.149716 , 0.239396 , 0.180216 , 0.230328 , 0.320464 , 0.219927 , 0.251009 , 0.243437 , 0.327591 , 0.402858 , 0.289349 , 0.409404 , 0.419591 , 0.438857 , 0.32269 , 0.264562 , 0.147358 , 0.2099 , 0.251935 , 0.340574 , 0.198035 , 0.295205 , 0.337652 , 0.336627 , 0.21507 , 0.135768 , 0.273866 , 0.197267 , 0.246601 
 780 , 0.348619 , 0.365941 , 0.244958 , 0.348717 , 0.234892 , 0.285141 , 0.272116 , 0.347768 , 0.228332 , 0.264498 , 0.302354 , 0.365617 , 0.415055 , 0.408089 , 0.37851 , 0.419237 , 0.464448 , 0.364278 , 0.486161 , 0.422662 , 0.271864 , 0.265003 , 0.242537 , 0.306646 , 0.286579 , 0.24212 , 0.339046 , 0.298122 , 0.25436 , 0.34285 , 0.315851 , 0.467231 , 0.305148 , 0.411108 , 0.440956 , 0.347274 , 0.350095 , 0.393116 , 0.29838 , 0.330577 , 0.424764 , 0.368559 , 0.398852 , 0.392271 , 0.240929 , 0.379389 , 0.252648 , 0.377237 , 0.23386 , 0.333991 , 0.338168 , 0.359366 , 0.346703 , 0.319649 , 0.329068 , 0.34117 , 0.311591 , 0.415181 , 0.48553 , 0.293923 , 0.29473 , 0.284768 , 0.313051 , 0.233503 , 0.222959 , 0.17777 , 0.150035 , 0.23976 , 0.180503 , 0.23066 , 0.320867 , 0.220182 , 0.25138 , 0.243739 , 0.328118 , 0.403353 , 0.289653 , 0.409873 , 0.420209 , 0.439216 , 0.3232 , 0.265041 , 0.147598 , 0.210187 , 0.252384 , 0.341159 , 0.198545 , 0.295647 , 0.338184 , 0.337268 , 0.2155 , 0.136121 , 0.274224 , 0.1977 , 0.247033 
 781 , 0.349028 , 0.366429 , 0.245318 , 0.349276 , 0.235161 , 0.285584 , 0.272529 , 0.34829 , 0.228749 , 0.26485 , 0.302891 , 0.366407 , 0.415701 , 0.408518 , 0.379038 , 0.419871 , 0.465033 , 0.364749 , 0.486681 , 0.423165 , 0.272215 , 0.265511 , 0.24285 , 0.307027 , 0.286966 , 0.242399 , 0.339482 , 0.298638 , 0.25477 , 0.34347 , 0.31621 , 0.467787 , 0.305518 , 0.411707 , 0.441491 , 0.347712 , 0.350521 , 0.393723 , 0.298969 , 0.33111 , 0.425539 , 0.369106 , 0.399391 , 0.392753 , 0.241231 , 0.379913 , 0.253046 , 0.377716 , 0.234191 , 0.334464 , 0.33864 , 0.359736 , 0.347337 , 0.320099 , 0.32949 , 0.341691 , 0.312128 , 0.415855 , 0.486163 , 0.294458 , 0.295223 , 0.28522 , 0.313494 , 0.233872 , 0.223329 , 0.178106 , 0.150322 , 0.240162 , 0.180794 , 0.23098 , 0.321255 , 0.220437 , 0.251746 , 0.244035 , 0.328637 , 0.403864 , 0.289924 , 0.410374 , 0.42089 , 0.439634 , 0.323729 , 0.265473 , 0.147815 , 0.210522 , 0.252842 , 0.341801 , 0.198971 , 0.29606 , 0.338722 , 0.337907 , 0.215887 , 0.136457 , 0.274595 , 0.19809 , 0.247505 
 782 , 0.349431 , 0.366962 , 0.245696 , 0.349723 , 0.235448 , 0.28602 , 0.272935 , 0.348769 , 0.229139 , 0.265172 , 0.303321 , 0.3671 , 0.416295 , 0.40889 , 0.379651 , 0.420488 , 0.465678 , 0.365199 , 0.487198 , 0.423706 , 0.272527 , 0.26601 , 0.243189 , 0.307398 , 0.287304 , 0.242671 , 0.339871 , 0.299095 , 0.25515 , 0.344009 , 0.316511 , 0.468267 , 0.305921 , 0.412207 , 0.441915 , 0.348202 , 0.350968 , 0.394306 , 0.299569 , 0.331701 , 0.426295 , 0.369667 , 0.39981 , 0.393166 , 0.241497 , 0.380362 , 0.253431 , 0.378141 , 0.234511 , 0.334792 , 0.339045 , 0.36002 , 0.347965 , 0.320467 , 0.329971 , 0.342213 , 0.312632 , 0.416477 , 0.486791 , 0.29499 , 0.295668 , 0.285607 , 0.313872 , 0.234158 , 0.22363 , 0.17844 , 0.150561 , 0.240583 , 0.181068 , 0.231233 , 0.32164 , 0.220693 , 0.252087 , 0.244291 , 0.329117 , 0.404405 , 0.290186 , 0.410819 , 0.421568 , 0.440064 , 0.324257 , 0.265833 , 0.148005 , 0.21082 , 0.253183 , 0.342389 , 0.19931 , 0.296395 , 0.339254 , 0.338511 , 0.21623 , 0.136771 , 0.274891 , 0.198434 , 0.247933 
 783 , 0.349845 , 0.367508 , 0.246074 , 0.350176 , 0.235741 , 0.286464 , 0.273342 , 0.349261 , 0.22953 , 0.265495 , 0.303763 , 0.367811 , 0.416897 , 0.409275 , 0.380271 , 0.421112 , 0.466335 , 0.365656 , 0.487723 , 0.424248 , 0.272841 , 0.26652 , 0.243534 , 0.307775 , 0.287649 , 0.242944 , 0.340273 , 0.299563 , 0.255536 , 0.34456 , 0.316823 , 0.46876 , 0.306331 , 0.412719 , 0.442352 , 0.348699 , 0.351427 , 0.394902 , 0.30018 , 0.332304 , 0.42707 , 0.37023 , 0.400237 , 0.393585 , 0.24177 , 0.380816 , 0.253823 , 0.378573 , 0.234832 , 0.335125 , 0.339451 , 0.360316 , 0.348605 , 0.320841 , 0.330458 , 0.342741 , 0.313142 , 0.417111 , 0.487431 , 0.295529 , 0.296124 , 0.286006 , 0.31425 , 0.234446 , 0.223937 , 0.178786 , 0.150807 , 0.241015 , 0.181354 , 0.231487 , 0.322031 , 0.220955 , 0.252439 , 0.244548 , 0.329609 , 0.40496 , 0.290454 , 0.411264 , 0.422259 , 0.4405 , 0.324798 , 0.266195 , 0.148189 , 0.211118 , 0.25353 , 0.342984 , 0.199656 , 0.296736 , 0.339793 , 0.339126 , 0.216574 , 0.137084 , 0.275194 , 0.198785 , 0.248372 
 784 , 0.350231 , 0.36806 , 0.246366 , 0.350546 , 0.235954 , 0.286896 , 0.273752 , 0.349707 , 0.229884 , 0.265779 , 0.304162 , 0.368529 , 0.417462 , 0.409698 , 0.380873 , 0.421661 , 0.466903 , 0.366068 , 0.488186 , 0.424729 , 0.273151 , 0.266982 , 0.24379 , 0.308173 , 0.287994 , 0.243205 , 0.340624 , 0.299996 , 0.25589 , 0.345022 , 0.31709 , 0.469199 , 0.306728 , 0.413202 , 0.442729 , 0.349161 , 0.351876 , 0.395506 , 0.300735 , 0.332844 , 0.427797 , 0.370764 , 0.400627 , 0.393994 , 0.241996 , 0.381253 , 0.254202 , 0.378969 , 0.235121 , 0.335421 , 0.339824 , 0.360561 , 0.349199 , 0.321201 , 0.330902 , 0.343212 , 0.31363 , 0.417722 , 0.48802 , 0.296078 , 0.296541 , 0.286405 , 0.314596 , 0.234735 , 0.224195 , 0.179124 , 0.151043 , 0.241389 , 0.181635 , 0.231755 , 0.322404 , 0.221221 , 0.252784 , 0.244794 , 0.330052 , 0.405433 , 0.290731 , 0.411696 , 0.422886 , 0.440903 , 0.32534 , 0.266546 , 0.148378 , 0.211399 , 0.253843 , 0.343532 , 0.199988 , 0.297049 , 0.340332 , 0.339742 , 0.216917 , 0.137381 , 0.275446 , 0.199155 , 0.248761 
 785 , 0.350596 , 0.368647 , 0.246594 , 0.350916 , 0.236112 , 0.287321 , 0.274161 , 0.350132 , 0.230233 , 0.266041 , 0.304604 , 0.369248 , 0.418117 , 0.41019 , 0.381403 , 0.422146 , 0.4673 , 0.366488 , 0.488695 , 0.425077 , 0.273476 , 0.267366 , 0.243972 , 0.308561 , 0.288369 , 0.243448 , 0.340986 , 0.300453 , 0.256232 , 0.345463 , 0.317344 , 0.469568 , 0.307038 , 0.413684 , 0.443106 , 0.34952 , 0.352252 , 0.396097 , 0.301203 , 0.333302 , 0.428461 , 0.371197 , 0.40096 , 0.394397 , 0.2422 , 0.38174 , 0.254543 , 0.379295 , 0.235361 , 0.335836 , 0.340125 , 0.360758 , 0.349674 , 0.321528 , 0.331254 , 0.343602 , 0.314087 , 0.418321 , 0.488469 , 0.296594 , 0.296843 , 0.286818 , 0.314893 , 0.235046 , 0.224398 , 0.179438 , 0.151297 , 0.241659 , 0.181894 , 0.232043 , 0.322687 , 0.221462 , 0.253102 , 0.245026 , 0.330415 , 0.405752 , 0.290986 , 0.412045 , 0.423399 , 0.44119 , 0.325872 , 0.266908 , 0.148559 , 0.211642 , 0.254184 , 0.344005 , 0.200293 , 0.29729 , 0.340793 , 0.340368 , 0.21725 , 0.137679 , 0.275668 , 0.199536 , 0.249111 
 786 , 0.350973 , 0.369261 , 0.246836 , 0.35132 , 0.236279 , 0.287762 , 0.274579 , 0.35057 , 0.230606 , 0.266323 , 0.305085 , 0.369973 , 0.418824 , 0.410701 , 0.381927 , 0.422643 , 0.46768 , 0.366927 , 0.489247 , 0.425419 , 0.273811 , 0.267752 , 0.24416 , 0.308937 , 0.288761 , 0.243702 , 0.341376 , 0.300946 , 0.256577 , 0.345929 , 0.317624 , 0.469943 , 0.307331 , 0.414188 , 0.443503 , 0.349869 , 0.352612 , 0.396683 , 0.301675 , 0.33376 , 0.429122 , 0.371623 , 0.401297 , 0.394801 , 0.242416 , 0.382263 , 0.254883 , 0.379625 , 0.235601 , 0.33631 , 0.340416 , 0.360961 , 0.350145 , 0.321862 , 0.331591 , 0.343997 , 0.314555 , 0.41894 , 0.488894 , 0.297111 , 0.297122 , 0.287238 , 0.315201 , 0.235369 , 0.224607 , 0.179752 , 0.151558 , 0.241914 , 0.182142 , 0.232339 , 0.322955 , 0.221699 , 0.25342 , 0.245264 , 0.330769 , 0.406054 , 0.291234 , 0.412384 , 0.423912 , 0.441467 , 0.326404 , 0.267277 , 0.148738 , 0.211882 , 0.254546 , 0.344477 , 0.200602 , 0.297525 , 0.341249 , 0.341006 , 0.217577 , 0.137982 , 0.275903 , 0.199917 , 0.249469 
 787 , 0.351361 , 0.369861 , 0.2471 , 0.351753 , 0.236457 , 0.288193 , 0.275018 , 0.351036 , 0.230989 , 0.266631 , 0.305584 , 0.370722 , 0.419539 , 0.411247 , 0.382463 , 0.423142 , 0.468081 , 0.367395 , 0.48983 , 0.425779 , 0.274179 , 0.268154 , 0.24438 , 0.309314 , 0.28917 , 0.243961 , 0.341789 , 0.301457 , 0.256937 , 0.346412 , 0.31791 , 0.470337 , 0.30762 , 0.414734 , 0.44392 , 0.35023 , 0.352978 , 0.397299 , 0.302169 , 0.334241 , 0.429812 , 0.372073 , 0.401641 , 0.395208 , 0.242647 , 0.382794 , 0.255227 , 0.379974 , 0.235845 , 0.336795 , 0.340718 , 0.361177 , 0.35065 , 0.322213 , 0.331951 , 0.344409 , 0.315035 , 0.419567 , 0.489339 , 0.297628 , 0.297418 , 0.287652 , 0.315532 , 0.235696 , 0.224821 , 0.180075 , 0.15181 , 0.242184 , 0.182404 , 0.232633 , 0.32325 , 0.221941 , 0.253743 , 0.245505 , 0.33114 , 0.406375 , 0.291487 , 0.412736 , 0.424444 , 0.441757 , 0.326947 , 0.267652 , 0.148919 , 0.21212 , 0.254918 , 0.344961 , 0.200914 , 0.297771 , 0.341711 , 0.341667 , 0.217919 , 0.138287 , 0.276154 , 0.200313 , 0.249848 
 788 , 0.351769 , 0.37033 , 0.24744 , 0.352288 , 0.236697 , 0.288594 , 0.275524 , 0.351581 , 0.231395 , 0.267038 , 0.306112 , 0.371516 , 0.420218 , 0.411892 , 0.382981 , 0.423666 , 0.4686 , 0.367924 , 0.490488 , 0.426254 , 0.274613 , 0.268621 , 0.244731 , 0.309699 , 0.289565 , 0.24424 , 0.342257 , 0.301974 , 0.257322 , 0.346947 , 0.318245 , 0.470824 , 0.307905 , 0.415374 , 0.444395 , 0.35066 , 0.353369 , 0.397955 , 0.302747 , 0.33477 , 0.430585 , 0.372641 , 0.402077 , 0.395627 , 0.242905 , 0.383329 , 0.255578 , 0.380415 , 0.236118 , 0.337236 , 0.341071 , 0.361463 , 0.351289 , 0.322615 , 0.332381 , 0.344927 , 0.315558 , 0.420207 , 0.489892 , 0.298151 , 0.297781 , 0.288043 , 0.315917 , 0.235991 , 0.225056 , 0.180436 , 0.151994 , 0.242513 , 0.182709 , 0.232907 , 0.323658 , 0.222198 , 0.254061 , 0.245774 , 0.33157 , 0.406794 , 0.291728 , 0.413183 , 0.425013 , 0.442139 , 0.327487 , 0.267981 , 0.149114 , 0.212322 , 0.255302 , 0.345501 , 0.201243 , 0.298046 , 0.342218 , 0.342334 , 0.218286 , 0.138587 , 0.276489 , 0.200735 , 0.250237 
 789 , 0.352189 , 0.370737 , 0.247763 , 0.352824 , 0.236941 , 0.289008 , 0.276089 , 0.352112 , 0.231765 , 0.267447 , 0.306601 , 0.372359 , 0.4209 , 0.412594 , 0.383512 , 0.424266 , 0.469241 , 0.368458 , 0.491111 , 0.426788 , 0.275041 , 0.269114 , 0.245081 , 0.310155 , 0.289968 , 0.244518 , 0.342697 , 0.302479 , 0.257707 , 0.347471 , 0.318593 , 0.471338 , 0.308229 , 0.416021 , 0.444888 , 0.351129 , 0.353795 , 0.398627 , 0.303362 , 0.33528 , 0.431407 , 0.373297 , 0.402595 , 0.396077 , 0.24315 , 0.383854 , 0.255936 , 0.380869 , 0.2364 , 0.337626 , 0.34145 , 0.36178 , 0.351957 , 0.323018 , 0.332814 , 0.345479 , 0.316126 , 0.420844 , 0.490482 , 0.298698 , 0.298196 , 0.288462 , 0.31633 , 0.236279 , 0.225308 , 0.180824 , 0.152177 , 0.242885 , 0.183037 , 0.233189 , 0.324111 , 0.222472 , 0.254396 , 0.246058 , 0.332063 , 0.407263 , 0.291971 , 0.413687 , 0.425579 , 0.442587 , 0.328024 , 0.268292 , 0.149335 , 0.212522 , 0.255676 , 0.346052 , 0.201595 , 0.298334 , 0.342769 , 0.343001 , 0.218675 , 0.138883 , 0.276823 , 0.20117 , 0.250616 
 790 , 0.352623 , 0.371158 , 0.248094 , 0.353368 , 0.237187 , 0.289435 , 0.276674 , 0.352656 , 0.232148 , 0.26787 , 0.307103 , 0.373228 , 0.421601 , 0.413311 , 0.384063 , 0.424886 , 0.469898 , 0.369005 , 0.491744 , 0.427336 , 0.275476 , 0.26962 , 0.245439 , 0.310625 , 0.290374 , 0.24481 , 0.343152 , 0.302991 , 0.258106 , 0.348009 , 0.318948 , 0.471868 , 0.308561 , 0.416683 , 0.445402 , 0.351613 , 0.354241 , 0.399313 , 0.303996 , 0.3358 , 0.432249 , 0.373967 , 0.403127 , 0.396543 , 0.243402 , 0.384388 , 0.256296 , 0.381342 , 0.236696 , 0.33803 , 0.341844 , 0.362111 , 0.352645 , 0.323436 , 0.333261 , 0.34605 , 0.316707 , 0.421497 , 0.491087 , 0.299255 , 0.298625 , 0.288894 , 0.316757 , 0.23658 , 0.225563 , 0.181224 , 0.152362 , 0.243264 , 0.183366 , 0.233483 , 0.324573 , 0.222753 , 0.254739 , 0.246349 , 0.332565 , 0.407742 , 0.292228 , 0.414211 , 0.426166 , 0.443045 , 0.328569 , 0.26861 , 0.149564 , 0.21273 , 0.256064 , 0.346624 , 0.201956 , 0.298631 , 0.343339 , 0.343687 , 0.219083 , 0.139182 , 0.277171 , 0.201624 , 0.251008 
 791 , 0.35304 , 0.371622 , 0.248388 , 0.353901 , 0.237495 , 0.289915 , 0.277201 , 0.353156 , 0.23258 , 0.268183 , 0.307702 , 0.374077 , 0.422366 , 0.414048 , 0.384573 , 0.425344 , 0.47066 , 0.369571 , 0.492386 , 0.427898 , 0.275811 , 0.270042 , 0.245719 , 0.3111 , 0.290852 , 0.24509 , 0.34357 , 0.303467 , 0.258515 , 0.348529 , 0.319241 , 0.472337 , 0.30891 , 0.417231 , 0.445912 , 0.352125 , 0.354673 , 0.399923 , 0.304542 , 0.336284 , 0.433099 , 0.374661 , 0.403706 , 0.396983 , 0.243573 , 0.384849 , 0.256634 , 0.381837 , 0.236954 , 0.338419 , 0.342169 , 0.3624 , 0.353222 , 0.323836 , 0.333675 , 0.346637 , 0.317228 , 0.422101 , 0.491586 , 0.299799 , 0.29896 , 0.289391 , 0.317156 , 0.236905 , 0.225818 , 0.181523 , 0.15255 , 0.243628 , 0.183597 , 0.233667 , 0.324999 , 0.22305 , 0.255128 , 0.246667 , 0.333124 , 0.40818 , 0.292513 , 0.41466 , 0.426695 , 0.443435 , 0.329114 , 0.268928 , 0.149764 , 0.212901 , 0.256463 , 0.347117 , 0.202267 , 0.298933 , 0.343885 , 0.344331 , 0.219481 , 0.13945 , 0.277527 , 0.201991 , 0.251328 
 792 , 0.353446 , 0.372181 , 0.248674 , 0.354412 , 0.23779 , 0.290424 , 0.27768 , 0.353689 , 0.233067 , 0.268468 , 0.308386 , 0.374922 , 0.423105 , 0.414747 , 0.385079 , 0.425681 , 0.471315 , 0.370184 , 0.4931 , 0.428434 , 0.276163 , 0.270432 , 0.245982 , 0.311509 , 0.291389 , 0.245386 , 0.344018 , 0.303945 , 0.25894 , 0.34906 , 0.319568 , 0.472799 , 0.309302 , 0.417754 , 0.446418 , 0.352652 , 0.355101 , 0.400575 , 0.305054 , 0.336808 , 0.433967 , 0.375336 , 0.404288 , 0.397524 , 0.24377 , 0.385354 , 0.257037 , 0.382331 , 0.237216 , 0.338844 , 0.342501 , 0.362698 , 0.353827 , 0.324258 , 0.334121 , 0.347207 , 0.317693 , 0.422724 , 0.492124 , 0.300409 , 0.299306 , 0.289916 , 0.31756 , 0.237221 , 0.226072 , 0.181807 , 0.15275 , 0.244012 , 0.183837 , 0.233862 , 0.325422 , 0.223347 , 0.255537 , 0.247002 , 0.333641 , 0.40864 , 0.292829 , 0.415078 , 0.427292 , 0.443776 , 0.329708 , 0.269273 , 0.149948 , 0.213119 , 0.256905 , 0.347609 , 0.202571 , 0.299262 , 0.344404 , 0.344967 , 0.219877 , 0.139709 , 0.27794 , 0.202329 , 0.251642 
 793 , 0.353858 , 0.372746 , 0.248966 , 0.354934 , 0.238085 , 0.29094 , 0.278172 , 0.354239 , 0.233566 , 0.268764 , 0.309087 , 0.375791 , 0.423862 , 0.415459 , 0.385602 , 0.426025 , 0.471982 , 0.370803 , 0.493827 , 0.428988 , 0.276516 , 0.270827 , 0.246251 , 0.311924 , 0.291938 , 0.245694 , 0.344478 , 0.30443 , 0.259378 , 0.349604 , 0.319902 , 0.473268 , 0.309694 , 0.418289 , 0.446943 , 0.353196 , 0.355536 , 0.401239 , 0.305573 , 0.337344 , 0.434848 , 0.376029 , 0.404875 , 0.398083 , 0.243967 , 0.385872 , 0.257452 , 0.382838 , 0.237484 , 0.339286 , 0.342845 , 0.363007 , 0.354438 , 0.324697 , 0.334585 , 0.347783 , 0.318164 , 0.42336 , 0.492674 , 0.301026 , 0.299669 , 0.290449 , 0.317965 , 0.23755 , 0.226332 , 0.182091 , 0.152957 , 0.244403 , 0.184077 , 0.234063 , 0.32585 , 0.223651 , 0.255952 , 0.247344 , 0.334166 , 0.409108 , 0.293158 , 0.415514 , 0.427901 , 0.444123 , 0.330309 , 0.269625 , 0.150132 , 0.213338 , 0.257353 , 0.348114 , 0.202882 , 0.299602 , 0.344931 , 0.345609 , 0.220279 , 0.13998 , 0.278359 , 0.202678 , 0.251968 
 794 , 0.354237 , 0.37333 , 0.249203 , 0.355456 , 0.238297 , 0.291454 , 0.278661 , 0.354816 , 0.234055 , 0.269095 , 0.309725 , 0.376711 , 0.424639 , 0.416199 , 0.386172 , 0.426658 , 0.472611 , 0.371338 , 0.494434 , 0.429505 , 0.276885 , 0.271291 , 0.246489 , 0.312361 , 0.29248 , 0.245981 , 0.34492 , 0.304947 , 0.259756 , 0.350177 , 0.320189 , 0.473708 , 0.310044 , 0.418764 , 0.447433 , 0.35373 , 0.355964 , 0.40195 , 0.306122 , 0.337842 , 0.435738 , 0.376723 , 0.405469 , 0.398673 , 0.244172 , 0.386404 , 0.257842 , 0.383337 , 0.237734 , 0.339723 , 0.34316 , 0.363312 , 0.355015 , 0.325132 , 0.335029 , 0.348357 , 0.318645 , 0.423977 , 0.493253 , 0.301648 , 0.300049 , 0.290996 , 0.318358 , 0.237828 , 0.226591 , 0.182365 , 0.153166 , 0.244828 , 0.184362 , 0.23427 , 0.32628 , 0.223959 , 0.256374 , 0.247647 , 0.334676 , 0.409557 , 0.293434 , 0.415989 , 0.428517 , 0.444509 , 0.330891 , 0.269984 , 0.150297 , 0.213561 , 0.257748 , 0.34861 , 0.203184 , 0.299878 , 0.34546 , 0.346271 , 0.22066 , 0.140246 , 0.278755 , 0.20303 , 0.252265 
 795 , 0.354588 , 0.373945 , 0.249414 , 0.355979 , 0.238436 , 0.291936 , 0.279142 , 0.355388 , 0.234506 , 0.2695 , 0.310255 , 0.377681 , 0.425375 , 0.41693 , 0.386761 , 0.427533 , 0.473224 , 0.37172 , 0.494854 , 0.429984 , 0.277232 , 0.271834 , 0.246743 , 0.312811 , 0.292952 , 0.24629 , 0.345299 , 0.305514 , 0.260067 , 0.350829 , 0.320351 , 0.474112 , 0.310311 , 0.419265 , 0.447928 , 0.354207 , 0.356376 , 0.402663 , 0.306712 , 0.338361 , 0.436657 , 0.377428 , 0.406041 , 0.399218 , 0.244403 , 0.386965 , 0.258163 , 0.383863 , 0.237978 , 0.340154 , 0.343477 , 0.363601 , 0.355548 , 0.325605 , 0.335452 , 0.348936 , 0.319186 , 0.424575 , 0.493889 , 0.302241 , 0.300458 , 0.291555 , 0.318706 , 0.23811 , 0.226845 , 0.182623 , 0.153375 , 0.245253 , 0.184687 , 0.234473 , 0.326692 , 0.224273 , 0.256794 , 0.247891 , 0.335226 , 0.409987 , 0.293664 , 0.4165 , 0.429173 , 0.444991 , 0.3315 , 0.270366 , 0.150455 , 0.213764 , 0.258118 , 0.349107 , 0.203525 , 0.300138 , 0.346027 , 0.346988 , 0.221028 , 0.14052 , 0.279104 , 0.203442 , 0.25261 
 796 , 0.354946 , 0.374574 , 0.249637 , 0.356515 , 0.238583 , 0.292428 , 0.279634 , 0.355968 , 0.234959 , 0.269927 , 0.310785 , 0.378678 , 0.426115 , 0.417669 , 0.387357 , 0.42843 , 0.473851 , 0.372082 , 0.495257 , 0.43048 , 0.27759 , 0.272402 , 0.247018 , 0.313271 , 0.293411 , 0.246609 , 0.345676 , 0.306095 , 0.260382 , 0.351516 , 0.320491 , 0.47453 , 0.31057 , 0.419796 , 0.448439 , 0.354675 , 0.356802 , 0.403383 , 0.307327 , 0.338904 , 0.437606 , 0.378154 , 0.406615 , 0.399759 , 0.244637 , 0.387539 , 0.258481 , 0.384413 , 0.238224 , 0.340589 , 0.343809 , 0.363896 , 0.35609 , 0.326098 , 0.335871 , 0.349527 , 0.319768 , 0.425193 , 0.494556 , 0.302841 , 0.300886 , 0.29213 , 0.319049 , 0.238406 , 0.227109 , 0.182887 , 0.153586 , 0.24567 , 0.185019 , 0.234677 , 0.32712 , 0.224595 , 0.257216 , 0.24814 , 0.335799 , 0.410432 , 0.293892 , 0.417017 , 0.429861 , 0.445506 , 0.332136 , 0.270762 , 0.150625 , 0.213972 , 0.258503 , 0.349615 , 0.203885 , 0.300416 , 0.34661 , 0.347737 , 0.221413 , 0.140808 , 0.279457 , 0.203879 , 0.252979 
 797 , 0.355307 , 0.37519 , 0.249898 , 0.357021 , 0.238735 , 0.29291 , 0.280127 , 0.356529 , 0.23539 , 0.270345 , 0.311311 , 0.379641 , 0.426839 , 0.41839 , 0.387946 , 0.429261 , 0.474451 , 0.372448 , 0.495694 , 0.430969 , 0.277932 , 0.272972 , 0.247311 , 0.313728 , 0.293839 , 0.246935 , 0.346068 , 0.306661 , 0.260714 , 0.352205 , 0.320645 , 0.474937 , 0.310814 , 0.420336 , 0.44895 , 0.355141 , 0.35722 , 0.404081 , 0.307933 , 0.339472 , 0.438555 , 0.378867 , 0.407194 , 0.40031 , 0.244856 , 0.388107 , 0.258806 , 0.384961 , 0.23847 , 0.341003 , 0.344122 , 0.364182 , 0.356618 , 0.326578 , 0.336303 , 0.350115 , 0.320346 , 0.425799 , 0.495213 , 0.303438 , 0.301298 , 0.292689 , 0.319401 , 0.238702 , 0.227356 , 0.183172 , 0.153795 , 0.246078 , 0.185345 , 0.234892 , 0.327534 , 0.224901 , 0.257645 , 0.248394 , 0.336348 , 0.410876 , 0.294127 , 0.417511 , 0.430532 , 0.445998 , 0.332787 , 0.271142 , 0.150809 , 0.21418 , 0.258894 , 0.350126 , 0.204238 , 0.300701 , 0.347185 , 0.348495 , 0.221804 , 0.141089 , 0.2798 , 0.204332 , 0.253354 
