  time  ,:33:22 A,:33:41 A,:33:49 A,:33:56 A,:34:03 A,:34:38 A,:34:45 A,:34:51 A,:34:58 A,:35:05 A,:35:39 A,:35:47 A,:35:55 A,:36:03 A,:36:08 A,:36:46 A,:36:54 A,:37:02 A,:37:11 A,:37:19 A,:38:00 A,:38:07 A,:38:13 A,:38:20 A,:38:28 A,:40:17 A,:40:26 A,:40:33 A,:40:41 A,:40:48 A,:41:34 A,:41:43 A,:41:51 A,:42:02 A,:42:09 A,:42:49 A,:42:56 A,:43:02 A,:43:09 A,:43:17 A,:44:02 A,:44:09 A,:44:17 A,:44:25 A,:44:33 A,:45:26 A,:45:34 A,:45:42 A,:45:51 A,:46:03 A,:46:54 A,:47:02 A,:47:09 A,:47:17 A,:47:25 A,:48:21 A,:48:29 A,:48:35 A,:48:43 A,:48:52 A,:49:38 A,:49:46 A,:49:54 A,:50:04 A,:50:12 A,:51:02 A,:51:09 A,:51:17 A,:51:26 A,:51:34 A,:51:43 A,:51:51 A,:51:59 A,:52:07 A,:52:15 A,:53:05 A,:53:15 A,:53:24 A,:53:31 A,:53:38 A,:54:59 A,:55:07 A,:55:15 A,:55:22 A,:55:31 A,:57:31 A,:57:36 A,:57:43 A,:57:52 A,:57:58 A,:00:41 A,:00:47 A,:00:54 A,:01:00 A,:01:07 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 760 , 0.337916 , 0.348323 , 0.238728 , 0.333546 , 0.228467 , 0.27401 , 0.257069 , 0.331891 , 0.217638 , 0.251839 , 0.28717 , 0.344964 , 0.396522 , 0.389307 , 0.3629 , 0.400124 , 0.44378 , 0.349405 , 0.469591 , 0.403207 , 0.260748 , 0.250222 , 0.235277 , 0.293553 , 0.274465 , 0.233113 , 0.325941 , 0.2832 , 0.243336 , 0.325379 , 0.307313 , 0.452088 , 0.298529 , 0.395857 , 0.423372 , 0.331247 , 0.338436 , 0.372939 , 0.283595 , 0.315718 , 0.401103 , 0.350454 , 0.379711 , 0.376374 , 0.237197 , 0.363933 , 0.245024 , 0.36012 , 0.226915 , 0.322144 , 0.328408 , 0.346311 , 0.331702 , 0.305279 , 0.314323 , 0.322788 , 0.296625 , 0.400184 , 0.467736 , 0.280241 , 0.284747 , 0.27262 , 0.302115 , 0.225005 , 0.218428 , 0.170716 , 0.147447 , 0.228435 , 0.169586 , 0.223978 , 0.311223 , 0.210845 , 0.241595 , 0.233968 , 0.314739 , 0.390123 , 0.278354 , 0.394277 , 0.405766 , 0.425844 , 0.306934 , 0.256128 , 0.14193 , 0.206155 , 0.243336 , 0.326661 , 0.191124 , 0.286272 , 0.324968 , 0.318688 , 0.201996 , 0.131047 , 0.262489 , 0.18525 , 0.240248 
 761 , 0.338796 , 0.349355 , 0.239394 , 0.334481 , 0.229018 , 0.274879 , 0.257818 , 0.332813 , 0.218401 , 0.252502 , 0.287976 , 0.34623 , 0.397622 , 0.390392 , 0.363941 , 0.401617 , 0.445275 , 0.350598 , 0.471254 , 0.404537 , 0.261436 , 0.250845 , 0.235839 , 0.29423 , 0.275193 , 0.233669 , 0.32669 , 0.283975 , 0.243997 , 0.326197 , 0.30836 , 0.453805 , 0.29951 , 0.397218 , 0.424964 , 0.332006 , 0.339425 , 0.373871 , 0.284526 , 0.31667 , 0.402293 , 0.351421 , 0.380477 , 0.377185 , 0.237816 , 0.364927 , 0.245832 , 0.360774 , 0.227472 , 0.322962 , 0.329426 , 0.347431 , 0.332771 , 0.30609 , 0.31515 , 0.323523 , 0.297408 , 0.40146 , 0.469099 , 0.281107 , 0.285606 , 0.273405 , 0.302776 , 0.225464 , 0.218947 , 0.171235 , 0.147941 , 0.228966 , 0.169904 , 0.224363 , 0.312104 , 0.211224 , 0.24222 , 0.23434 , 0.31547 , 0.39144 , 0.279036 , 0.395184 , 0.406965 , 0.427024 , 0.307647 , 0.256722 , 0.142221 , 0.206589 , 0.243908 , 0.327418 , 0.191662 , 0.286733 , 0.325725 , 0.319481 , 0.202389 , 0.131478 , 0.262898 , 0.185617 , 0.240862 
 762 , 0.339654 , 0.350481 , 0.239887 , 0.335521 , 0.229485 , 0.275592 , 0.258705 , 0.333847 , 0.219152 , 0.25322 , 0.288888 , 0.347544 , 0.39882 , 0.391677 , 0.365036 , 0.403105 , 0.446748 , 0.351708 , 0.472651 , 0.406016 , 0.262221 , 0.251688 , 0.236344 , 0.294947 , 0.276039 , 0.234396 , 0.327494 , 0.284956 , 0.244724 , 0.327241 , 0.309144 , 0.455102 , 0.300179 , 0.398567 , 0.42654 , 0.332916 , 0.340312 , 0.375111 , 0.285567 , 0.317714 , 0.403752 , 0.352592 , 0.381554 , 0.37817 , 0.238265 , 0.365989 , 0.246482 , 0.361857 , 0.228032 , 0.323809 , 0.330342 , 0.348534 , 0.333879 , 0.307012 , 0.316177 , 0.324609 , 0.298406 , 0.402662 , 0.470609 , 0.281998 , 0.286504 , 0.274234 , 0.303496 , 0.226022 , 0.219352 , 0.171735 , 0.148226 , 0.229638 , 0.170535 , 0.22479 , 0.312955 , 0.211788 , 0.242961 , 0.234923 , 0.316382 , 0.392651 , 0.279792 , 0.396256 , 0.408253 , 0.428292 , 0.308812 , 0.257352 , 0.142615 , 0.206961 , 0.244482 , 0.328473 , 0.192248 , 0.287383 , 0.326667 , 0.320719 , 0.203213 , 0.131871 , 0.263601 , 0.18629 , 0.24144 
 763 , 0.340505 , 0.351608 , 0.240374 , 0.336557 , 0.229952 , 0.276305 , 0.259595 , 0.334882 , 0.219906 , 0.25394 , 0.289802 , 0.348849 , 0.400017 , 0.392956 , 0.366131 , 0.404588 , 0.448214 , 0.352818 , 0.474046 , 0.40749 , 0.263003 , 0.252534 , 0.236849 , 0.295658 , 0.276881 , 0.235115 , 0.328297 , 0.285945 , 0.245452 , 0.328281 , 0.309927 , 0.4564 , 0.300848 , 0.399922 , 0.428111 , 0.333825 , 0.341197 , 0.376341 , 0.2866 , 0.318753 , 0.405212 , 0.353759 , 0.38263 , 0.379158 , 0.238714 , 0.36705 , 0.247133 , 0.362933 , 0.228594 , 0.32465 , 0.331256 , 0.349632 , 0.334982 , 0.307929 , 0.317204 , 0.325692 , 0.299405 , 0.403864 , 0.472112 , 0.28289 , 0.287403 , 0.275058 , 0.304214 , 0.22658 , 0.219763 , 0.172237 , 0.148508 , 0.230311 , 0.171164 , 0.225222 , 0.313811 , 0.212354 , 0.243703 , 0.235501 , 0.317289 , 0.393855 , 0.280549 , 0.397327 , 0.409535 , 0.429554 , 0.309969 , 0.257983 , 0.143007 , 0.207338 , 0.245051 , 0.329534 , 0.192826 , 0.288027 , 0.32761 , 0.321955 , 0.204035 , 0.132268 , 0.264303 , 0.186966 , 0.242012 
 764 , 0.34121 , 0.352985 , 0.24068 , 0.337638 , 0.230316 , 0.2769 , 0.260706 , 0.335986 , 0.220616 , 0.254845 , 0.290871 , 0.350188 , 0.401269 , 0.394377 , 0.36725 , 0.40611 , 0.449662 , 0.353806 , 0.475179 , 0.408971 , 0.263728 , 0.253574 , 0.237239 , 0.296503 , 0.277684 , 0.235728 , 0.329115 , 0.287023 , 0.246159 , 0.329471 , 0.31038 , 0.457223 , 0.301063 , 0.400923 , 0.429416 , 0.334846 , 0.341832 , 0.377728 , 0.287593 , 0.319677 , 0.406785 , 0.354951 , 0.383914 , 0.380186 , 0.238823 , 0.368029 , 0.247414 , 0.364159 , 0.228983 , 0.325288 , 0.331746 , 0.350465 , 0.33584 , 0.308796 , 0.318177 , 0.326909 , 0.300388 , 0.404547 , 0.473202 , 0.283629 , 0.28798 , 0.275786 , 0.304775 , 0.227001 , 0.219801 , 0.172511 , 0.148369 , 0.230912 , 0.171941 , 0.225521 , 0.31425 , 0.212919 , 0.244277 , 0.236099 , 0.318103 , 0.394539 , 0.281271 , 0.398241 , 0.410356 , 0.430378 , 0.311065 , 0.258322 , 0.143308 , 0.207372 , 0.245422 , 0.33037 , 0.193123 , 0.288518 , 0.32819 , 0.323196 , 0.205019 , 0.132384 , 0.264962 , 0.187727 , 0.242128 
 765 , 0.341712 , 0.354707 , 0.240818 , 0.338749 , 0.230563 , 0.277433 , 0.262057 , 0.337215 , 0.221326 , 0.256033 , 0.292154 , 0.351629 , 0.402648 , 0.395984 , 0.36845 , 0.407726 , 0.451223 , 0.354779 , 0.476106 , 0.410512 , 0.264464 , 0.254941 , 0.237528 , 0.297612 , 0.278478 , 0.236255 , 0.330099 , 0.288266 , 0.246942 , 0.330936 , 0.310617 , 0.457778 , 0.300861 , 0.401587 , 0.430582 , 0.336228 , 0.342289 , 0.379475 , 0.288593 , 0.32066 , 0.408756 , 0.356313 , 0.385728 , 0.381528 , 0.23862 , 0.369121 , 0.247389 , 0.3657 , 0.229279 , 0.325889 , 0.331913 , 0.351219 , 0.336581 , 0.309817 , 0.319282 , 0.328462 , 0.301479 , 0.404909 , 0.47411 , 0.284424 , 0.288422 , 0.276622 , 0.305393 , 0.227439 , 0.219574 , 0.172652 , 0.147862 , 0.231628 , 0.173062 , 0.225869 , 0.314469 , 0.213654 , 0.244836 , 0.236904 , 0.319059 , 0.39496 , 0.282288 , 0.39942 , 0.410965 , 0.430993 , 0.312307 , 0.258549 , 0.14361 , 0.207208 , 0.245855 , 0.3313 , 0.193257 , 0.289134 , 0.328696 , 0.324714 , 0.206382 , 0.132305 , 0.265909 , 0.188818 , 0.241972 
 766 , 0.342185 , 0.356357 , 0.240965 , 0.339792 , 0.230803 , 0.277974 , 0.263334 , 0.3384 , 0.222023 , 0.257181 , 0.293377 , 0.353035 , 0.403976 , 0.397516 , 0.369605 , 0.409274 , 0.452758 , 0.355747 , 0.477024 , 0.41199 , 0.26519 , 0.256269 , 0.237816 , 0.298695 , 0.279252 , 0.236779 , 0.33109 , 0.289466 , 0.247718 , 0.332367 , 0.310922 , 0.458442 , 0.300723 , 0.40225 , 0.431772 , 0.337623 , 0.342774 , 0.381196 , 0.28957 , 0.321668 , 0.410713 , 0.357671 , 0.387547 , 0.382901 , 0.238478 , 0.370242 , 0.247436 , 0.367207 , 0.229604 , 0.326548 , 0.332153 , 0.352034 , 0.337362 , 0.31087 , 0.320401 , 0.329989 , 0.302574 , 0.405368 , 0.475106 , 0.285274 , 0.28894 , 0.277495 , 0.306078 , 0.22793 , 0.219437 , 0.172844 , 0.147442 , 0.232383 , 0.174169 , 0.226278 , 0.314785 , 0.214405 , 0.245434 , 0.237733 , 0.320057 , 0.395509 , 0.283381 , 0.400707 , 0.411693 , 0.431704 , 0.313571 , 0.25886 , 0.143948 , 0.207142 , 0.246378 , 0.33232 , 0.193471 , 0.289847 , 0.329322 , 0.326261 , 0.207731 , 0.132295 , 0.266936 , 0.189936 , 0.241946 
 767 , 0.342625 , 0.357869 , 0.24112 , 0.340768 , 0.231034 , 0.278499 , 0.26451 , 0.339497 , 0.22268 , 0.258237 , 0.294491 , 0.354343 , 0.405224 , 0.398936 , 0.370671 , 0.410686 , 0.454179 , 0.356645 , 0.477867 , 0.413364 , 0.265875 , 0.257489 , 0.238097 , 0.299707 , 0.279979 , 0.237281 , 0.332 , 0.290573 , 0.248444 , 0.333695 , 0.311211 , 0.459071 , 0.300622 , 0.40288 , 0.432862 , 0.338911 , 0.343248 , 0.382781 , 0.290479 , 0.322615 , 0.412527 , 0.358931 , 0.389226 , 0.384178 , 0.238358 , 0.371278 , 0.247492 , 0.368599 , 0.229909 , 0.327166 , 0.332387 , 0.35279 , 0.3381 , 0.311854 , 0.321438 , 0.331409 , 0.303578 , 0.405836 , 0.476036 , 0.286069 , 0.289422 , 0.278295 , 0.306712 , 0.228392 , 0.219332 , 0.173044 , 0.147076 , 0.23309 , 0.175189 , 0.226656 , 0.315087 , 0.215105 , 0.245986 , 0.238499 , 0.320978 , 0.396027 , 0.284374 , 0.401897 , 0.41236 , 0.432359 , 0.314737 , 0.259163 , 0.144266 , 0.207095 , 0.24687 , 0.333261 , 0.193672 , 0.2905 , 0.329918 , 0.327679 , 0.208968 , 0.132302 , 0.267879 , 0.190967 , 0.241942 
 768 , 0.343061 , 0.359065 , 0.24134 , 0.341668 , 0.231266 , 0.279125 , 0.265519 , 0.340454 , 0.22327 , 0.259089 , 0.295329 , 0.35549 , 0.406383 , 0.400195 , 0.371594 , 0.411724 , 0.455393 , 0.357362 , 0.478468 , 0.414547 , 0.266528 , 0.258495 , 0.238395 , 0.300623 , 0.280671 , 0.237822 , 0.332767 , 0.291459 , 0.249094 , 0.334849 , 0.311538 , 0.459741 , 0.300718 , 0.403517 , 0.433737 , 0.340007 , 0.343819 , 0.384049 , 0.291312 , 0.323456 , 0.414027 , 0.360075 , 0.390594 , 0.385269 , 0.238374 , 0.37213 , 0.247696 , 0.369769 , 0.230215 , 0.327762 , 0.332699 , 0.353466 , 0.338829 , 0.312757 , 0.322336 , 0.332636 , 0.304414 , 0.406519 , 0.476922 , 0.286838 , 0.289871 , 0.278915 , 0.3073 , 0.228843 , 0.219437 , 0.173387 , 0.146984 , 0.233764 , 0.175968 , 0.226987 , 0.31546 , 0.215725 , 0.246508 , 0.239147 , 0.32169 , 0.396525 , 0.285066 , 0.402839 , 0.412912 , 0.432917 , 0.315691 , 0.259567 , 0.144576 , 0.207197 , 0.247333 , 0.334034 , 0.193933 , 0.291007 , 0.330591 , 0.328761 , 0.209868 , 0.132478 , 0.26861 , 0.191814 , 0.242133 
 769 , 0.343492 , 0.360177 , 0.24151 , 0.342491 , 0.23149 , 0.279715 , 0.266503 , 0.341343 , 0.223788 , 0.259902 , 0.296152 , 0.35651 , 0.407459 , 0.4014 , 0.372509 , 0.412695 , 0.456479 , 0.358011 , 0.479027 , 0.415661 , 0.267119 , 0.259422 , 0.238687 , 0.301478 , 0.281296 , 0.238302 , 0.333477 , 0.292301 , 0.249681 , 0.335964 , 0.31182 , 0.46033 , 0.30082 , 0.404161 , 0.434543 , 0.341053 , 0.344351 , 0.385216 , 0.292122 , 0.324184 , 0.415408 , 0.361188 , 0.39187 , 0.386286 , 0.238392 , 0.372952 , 0.247916 , 0.37094 , 0.230526 , 0.328314 , 0.333019 , 0.354118 , 0.339546 , 0.313616 , 0.323189 , 0.33383 , 0.305224 , 0.407164 , 0.477795 , 0.287581 , 0.290289 , 0.279552 , 0.307853 , 0.229267 , 0.219526 , 0.173735 , 0.146893 , 0.234398 , 0.176696 , 0.227318 , 0.315813 , 0.216349 , 0.247068 , 0.239767 , 0.322382 , 0.397007 , 0.285705 , 0.403713 , 0.413428 , 0.433489 , 0.316598 , 0.25996 , 0.144876 , 0.20733 , 0.247769 , 0.334773 , 0.194197 , 0.29149 , 0.331217 , 0.3298 , 0.210749 , 0.132664 , 0.269284 , 0.192611 , 0.242311 
 770 , 0.343902 , 0.361237 , 0.241671 , 0.343269 , 0.231695 , 0.280272 , 0.26744 , 0.342182 , 0.224278 , 0.260668 , 0.29693 , 0.357473 , 0.408478 , 0.402545 , 0.373382 , 0.413625 , 0.457509 , 0.358634 , 0.479557 , 0.416723 , 0.267683 , 0.260303 , 0.238958 , 0.302288 , 0.281887 , 0.238762 , 0.334148 , 0.293098 , 0.250238 , 0.337019 , 0.312084 , 0.460887 , 0.300915 , 0.404773 , 0.435308 , 0.34205 , 0.344853 , 0.38633 , 0.292887 , 0.324874 , 0.416718 , 0.362245 , 0.393081 , 0.387254 , 0.238409 , 0.373731 , 0.248121 , 0.372052 , 0.230824 , 0.328838 , 0.333325 , 0.354739 , 0.340223 , 0.314433 , 0.323992 , 0.334971 , 0.305993 , 0.407781 , 0.478623 , 0.288284 , 0.290686 , 0.280155 , 0.308379 , 0.229668 , 0.219612 , 0.174065 , 0.146813 , 0.234999 , 0.177391 , 0.22763 , 0.316143 , 0.216941 , 0.247604 , 0.240362 , 0.323037 , 0.397467 , 0.286315 , 0.404546 , 0.413915 , 0.434031 , 0.317452 , 0.260335 , 0.145166 , 0.207451 , 0.248184 , 0.335478 , 0.194445 , 0.291953 , 0.33181 , 0.330791 , 0.211594 , 0.132841 , 0.269921 , 0.193374 , 0.242484 
 771 , 0.344374 , 0.361871 , 0.241987 , 0.343968 , 0.232097 , 0.280834 , 0.268122 , 0.342888 , 0.224715 , 0.26129 , 0.297593 , 0.358369 , 0.409256 , 0.403311 , 0.374113 , 0.414329 , 0.458276 , 0.35931 , 0.480322 , 0.417552 , 0.268192 , 0.26098 , 0.239405 , 0.302821 , 0.282337 , 0.239207 , 0.334864 , 0.293686 , 0.250738 , 0.337858 , 0.312503 , 0.461596 , 0.301346 , 0.405562 , 0.435995 , 0.342781 , 0.345438 , 0.387156 , 0.293525 , 0.325552 , 0.417766 , 0.363111 , 0.393929 , 0.388033 , 0.23864 , 0.37446 , 0.248589 , 0.372878 , 0.231204 , 0.329449 , 0.333843 , 0.355402 , 0.340985 , 0.315176 , 0.324691 , 0.335874 , 0.306692 , 0.40863 , 0.479536 , 0.288981 , 0.291189 , 0.280743 , 0.308969 , 0.230124 , 0.219877 , 0.174502 , 0.147078 , 0.23562 , 0.177864 , 0.227938 , 0.316678 , 0.217444 , 0.24815 , 0.240843 , 0.32367 , 0.398179 , 0.286747 , 0.405305 , 0.414655 , 0.434696 , 0.318244 , 0.260847 , 0.145464 , 0.207768 , 0.248701 , 0.336211 , 0.194869 , 0.292424 , 0.332581 , 0.331592 , 0.212147 , 0.133163 , 0.270512 , 0.193934 , 0.242933 
 772 , 0.344847 , 0.362286 , 0.242311 , 0.344622 , 0.232513 , 0.281335 , 0.268654 , 0.343476 , 0.225103 , 0.261759 , 0.298104 , 0.359178 , 0.409903 , 0.40387 , 0.374592 , 0.414933 , 0.458923 , 0.359886 , 0.481055 , 0.418244 , 0.268611 , 0.261545 , 0.239847 , 0.303225 , 0.282755 , 0.239622 , 0.335488 , 0.29415 , 0.251199 , 0.338536 , 0.312858 , 0.462234 , 0.301763 , 0.406238 , 0.436556 , 0.343288 , 0.345988 , 0.387841 , 0.294112 , 0.326214 , 0.418673 , 0.363786 , 0.394548 , 0.388639 , 0.238877 , 0.374999 , 0.249014 , 0.373467 , 0.231516 , 0.329997 , 0.334304 , 0.355905 , 0.341665 , 0.315751 , 0.325266 , 0.336645 , 0.307238 , 0.409346 , 0.480262 , 0.289553 , 0.291552 , 0.281147 , 0.309488 , 0.230498 , 0.220142 , 0.174867 , 0.147372 , 0.236183 , 0.17822 , 0.228162 , 0.317112 , 0.217807 , 0.248526 , 0.241218 , 0.324232 , 0.398775 , 0.2871 , 0.405927 , 0.415292 , 0.435286 , 0.318896 , 0.261277 , 0.145722 , 0.207992 , 0.249137 , 0.336779 , 0.195236 , 0.292741 , 0.333249 , 0.332225 , 0.212529 , 0.133443 , 0.270995 , 0.194357 , 0.243351 
 773 , 0.34531 , 0.362689 , 0.242625 , 0.345262 , 0.232918 , 0.281818 , 0.26918 , 0.344054 , 0.225482 , 0.262216 , 0.298607 , 0.359973 , 0.410532 , 0.404416 , 0.375065 , 0.415519 , 0.45956 , 0.360445 , 0.481771 , 0.418923 , 0.269019 , 0.262103 , 0.240284 , 0.303621 , 0.28316 , 0.240021 , 0.336103 , 0.294607 , 0.251656 , 0.339206 , 0.31321 , 0.462857 , 0.302177 , 0.406897 , 0.437108 , 0.343791 , 0.346535 , 0.388508 , 0.294682 , 0.326868 , 0.419562 , 0.364445 , 0.395155 , 0.389228 , 0.239109 , 0.375532 , 0.249433 , 0.374039 , 0.231823 , 0.330535 , 0.334761 , 0.356392 , 0.342331 , 0.316313 , 0.325837 , 0.337402 , 0.307777 , 0.410048 , 0.480977 , 0.290113 , 0.291912 , 0.281544 , 0.309994 , 0.230862 , 0.220409 , 0.17523 , 0.14766 , 0.23673 , 0.178564 , 0.228382 , 0.317537 , 0.218165 , 0.248901 , 0.241589 , 0.324791 , 0.399359 , 0.287439 , 0.406532 , 0.415917 , 0.435862 , 0.319534 , 0.261695 , 0.145975 , 0.208211 , 0.249567 , 0.337338 , 0.195599 , 0.293055 , 0.333907 , 0.332844 , 0.212903 , 0.133723 , 0.271472 , 0.194767 , 0.243758 
 774 , 0.345802 , 0.363092 , 0.24294 , 0.345785 , 0.233266 , 0.282294 , 0.269608 , 0.344558 , 0.225845 , 0.262555 , 0.299103 , 0.360725 , 0.411115 , 0.40491 , 0.37548 , 0.416076 , 0.460224 , 0.360989 , 0.482449 , 0.419536 , 0.269414 , 0.26255 , 0.240687 , 0.304038 , 0.283613 , 0.240368 , 0.336608 , 0.295055 , 0.252069 , 0.339797 , 0.313577 , 0.463494 , 0.3026 , 0.407499 , 0.437664 , 0.344288 , 0.347083 , 0.389165 , 0.29526 , 0.327479 , 0.420395 , 0.36507 , 0.395716 , 0.389754 , 0.239373 , 0.376075 , 0.249864 , 0.374545 , 0.232125 , 0.331062 , 0.335246 , 0.35686 , 0.342986 , 0.31682 , 0.326344 , 0.338078 , 0.308313 , 0.410774 , 0.481681 , 0.290661 , 0.292266 , 0.281948 , 0.31047 , 0.231239 , 0.220737 , 0.17559 , 0.147992 , 0.237244 , 0.178881 , 0.228666 , 0.318009 , 0.218499 , 0.249248 , 0.241924 , 0.325306 , 0.399943 , 0.287801 , 0.40711 , 0.41653 , 0.436464 , 0.320123 , 0.26215 , 0.14623 , 0.208457 , 0.249989 , 0.337873 , 0.195961 , 0.293374 , 0.334559 , 0.333462 , 0.213262 , 0.134037 , 0.271911 , 0.195183 , 0.244221 
 775 , 0.346307 , 0.363554 , 0.243308 , 0.346198 , 0.233564 , 0.282791 , 0.269974 , 0.345015 , 0.226203 , 0.262852 , 0.299642 , 0.361486 , 0.411728 , 0.405387 , 0.375937 , 0.416603 , 0.461015 , 0.361556 , 0.483153 , 0.420105 , 0.269833 , 0.262895 , 0.241056 , 0.304517 , 0.284127 , 0.240654 , 0.336986 , 0.295522 , 0.252412 , 0.340292 , 0.313979 , 0.464115 , 0.303067 , 0.408026 , 0.438247 , 0.344825 , 0.347632 , 0.389802 , 0.295777 , 0.328018 , 0.421131 , 0.365682 , 0.396224 , 0.390182 , 0.239639 , 0.376648 , 0.250311 , 0.374954 , 0.232397 , 0.331546 , 0.335716 , 0.357311 , 0.343598 , 0.317264 , 0.326802 , 0.338609 , 0.308871 , 0.41156 , 0.482334 , 0.291206 , 0.292623 , 0.282406 , 0.310901 , 0.231615 , 0.221121 , 0.175955 , 0.148361 , 0.237717 , 0.179141 , 0.229004 , 0.31855 , 0.218809 , 0.249573 , 0.242223 , 0.325721 , 0.400556 , 0.288122 , 0.407586 , 0.417124 , 0.43702 , 0.320635 , 0.26264 , 0.14645 , 0.208744 , 0.250349 , 0.338381 , 0.196318 , 0.293687 , 0.335216 , 0.334071 , 0.213576 , 0.134387 , 0.272309 , 0.19559 , 0.244725 
 776 , 0.346809 , 0.364043 , 0.243692 , 0.346607 , 0.233871 , 0.283289 , 0.270351 , 0.345476 , 0.226567 , 0.263172 , 0.300197 , 0.362259 , 0.412379 , 0.40588 , 0.376431 , 0.417132 , 0.46183 , 0.362139 , 0.483882 , 0.420672 , 0.270264 , 0.263243 , 0.241424 , 0.30501 , 0.284648 , 0.24094 , 0.337351 , 0.295993 , 0.252736 , 0.340778 , 0.314385 , 0.464723 , 0.30353 , 0.408556 , 0.438831 , 0.345367 , 0.348174 , 0.39043 , 0.29627 , 0.328541 , 0.421858 , 0.3663 , 0.396733 , 0.390593 , 0.239896 , 0.377225 , 0.250757 , 0.375365 , 0.232647 , 0.332022 , 0.33616 , 0.357761 , 0.344193 , 0.317697 , 0.327258 , 0.339119 , 0.309431 , 0.412357 , 0.482963 , 0.291745 , 0.292985 , 0.282881 , 0.311329 , 0.231983 , 0.221493 , 0.176317 , 0.148728 , 0.238189 , 0.1794 , 0.22934 , 0.319095 , 0.219105 , 0.249908 , 0.242523 , 0.326116 , 0.401176 , 0.288423 , 0.408034 , 0.417719 , 0.437553 , 0.321134 , 0.263123 , 0.146661 , 0.209028 , 0.250702 , 0.33888 , 0.196661 , 0.293997 , 0.335878 , 0.33467 , 0.213879 , 0.134724 , 0.272711 , 0.195987 , 0.245215 
 777 , 0.347302 , 0.364525 , 0.244065 , 0.347035 , 0.23417 , 0.283784 , 0.270743 , 0.345955 , 0.22694 , 0.263491 , 0.30074 , 0.363037 , 0.413038 , 0.406381 , 0.376929 , 0.417662 , 0.462626 , 0.36272 , 0.484592 , 0.421233 , 0.270683 , 0.263606 , 0.241775 , 0.305489 , 0.285164 , 0.241236 , 0.337717 , 0.296477 , 0.253072 , 0.341266 , 0.31478 , 0.465324 , 0.303984 , 0.409102 , 0.439399 , 0.345906 , 0.348708 , 0.391061 , 0.296766 , 0.32907 , 0.42258 , 0.366913 , 0.397238 , 0.391001 , 0.240151 , 0.377801 , 0.251208 , 0.375778 , 0.23291 , 0.332499 , 0.336605 , 0.358201 , 0.344788 , 0.318138 , 0.327729 , 0.339636 , 0.309993 , 0.413142 , 0.483589 , 0.292295 , 0.293358 , 0.283359 , 0.311765 , 0.232354 , 0.221859 , 0.176677 , 0.149089 , 0.238646 , 0.179659 , 0.229677 , 0.319627 , 0.219405 , 0.250248 , 0.242822 , 0.326529 , 0.40179 , 0.288724 , 0.40848 , 0.418321 , 0.43808 , 0.321649 , 0.263606 , 0.146875 , 0.209319 , 0.251066 , 0.339396 , 0.19703 , 0.294329 , 0.336534 , 0.335291 , 0.214198 , 0.135066 , 0.273114 , 0.196392 , 0.245706 
 778 , 0.347738 , 0.365001 , 0.244365 , 0.347552 , 0.234419 , 0.28423 , 0.271206 , 0.346539 , 0.227393 , 0.263829 , 0.301257 , 0.363861 , 0.413743 , 0.406958 , 0.377476 , 0.41819 , 0.463275 , 0.363248 , 0.485154 , 0.421717 , 0.27107 , 0.264065 , 0.242043 , 0.30589 , 0.285654 , 0.241539 , 0.338132 , 0.297024 , 0.253484 , 0.341768 , 0.31513 , 0.465925 , 0.304379 , 0.40974 , 0.439911 , 0.346385 , 0.349173 , 0.391738 , 0.297287 , 0.329588 , 0.423311 , 0.367482 , 0.397751 , 0.391415 , 0.2404 , 0.378342 , 0.251698 , 0.376255 , 0.23322 , 0.332995 , 0.337102 , 0.358576 , 0.345416 , 0.318624 , 0.328214 , 0.340153 , 0.310535 , 0.413825 , 0.484228 , 0.292839 , 0.293803 , 0.283852 , 0.3122 , 0.232722 , 0.222217 , 0.177051 , 0.149405 , 0.239036 , 0.179937 , 0.230005 , 0.320059 , 0.219676 , 0.250636 , 0.243144 , 0.327069 , 0.402363 , 0.289055 , 0.408946 , 0.418974 , 0.438498 , 0.322189 , 0.264092 , 0.147121 , 0.20961 , 0.25149 , 0.339994 , 0.197528 , 0.294773 , 0.33713 , 0.33599 , 0.214643 , 0.135423 , 0.273518 , 0.196838 , 0.246172 
