  time  ,35:22 PM,35:34 PM,35:47 PM,35:57 PM,36:07 PM,37:07 PM,37:29 PM,37:49 PM,38:02 PM,38:14 PM,39:00 PM,39:11 PM,39:23 PM,39:38 PM,39:48 PM,41:05 PM,41:21 PM,41:34 PM,41:45 PM,41:58 PM,42:43 PM,42:58 PM,43:12 PM,43:22 PM,43:34 PM,48:04 PM,48:16 PM,48:29 PM,48:40 PM,48:50 PM,49:35 PM,49:46 PM,49:58 PM,50:11 PM,50:19 PM,51:18 PM,51:29 PM,51:46 PM,51:59 PM,52:08 PM,53:08 PM,53:19 PM,53:28 PM,53:40 PM,53:54 PM,55:10 PM,55:26 PM,55:37 PM,55:49 PM,55:58 PM,57:32 PM,57:44 PM,57:57 PM,58:06 PM,58:18 PM,59:12 PM,59:27 PM,59:39 PM,59:49 PM,59:59 PM,01:10 PM,01:22 PM,01:34 PM,01:43 PM,01:53 PM,02:40 PM,02:51 PM,03:02 PM,03:14 PM,03:23 PM,04:20 PM,04:32 PM,04:42 PM,04:52 PM,05:02 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 667 , 0.106692 , 0.098631 , 0.087794 , 0.085863 , 0.094869 , 0.109817 , 0.089276 , 0.077155 , 0.107757 , 0.10712 , 0.12346 , 0.111787 , 0.123301 , 0.113807 , 0.089187 , 0.107946 , 0.128506 , 0.08022 , 0.079792 , 0.124993 , 0.072687 , 0.279373 , 0.085475 , 0.214618 , 0.220728 , 0.180036 , 0.202865 , 0.150021 , 0.172064 , 0.188674 , 0.084141 , 0.070806 , 0.07411 , 0.086769 , 0.110523 , 0.093675 , 0.085614 , 0.090859 , 0.083972 , 0.108742 , 0.06791 , 0.056277 , 0.059292 , 0.122624 , 0.120953 , 0.089107 , 0.103547 , 0.066109 , 0.116255 , 0.106672 , 0.084599 , 0.050146 , 0.090222 , 0.138885 , 0.077135 , 0.113718 , 0.144409 , 0.104502 , 0.088978 , 0.124466 , 0.133591 , 0.144697 , 0.09476 , 0.084878 , 0.128377 , 0.06592 , 0.075205 , 0.078499 , 0.101955 , 0.083276 , 0.128635 , 0.122595 , 0.122624 , 0.117788 , 0.120117 
 668 , 0.106714 , 0.098582 , 0.087669 , 0.085846 , 0.094775 , 0.109913 , 0.089154 , 0.076876 , 0.10798 , 0.107222 , 0.123536 , 0.111647 , 0.123267 , 0.11375 , 0.089015 , 0.108 , 0.128569 , 0.080205 , 0.079776 , 0.124961 , 0.072531 , 0.27994 , 0.085427 , 0.215022 , 0.221092 , 0.180202 , 0.203193 , 0.150115 , 0.172229 , 0.188932 , 0.084171 , 0.070638 , 0.074076 , 0.086553 , 0.110272 , 0.093818 , 0.085367 , 0.090689 , 0.083822 , 0.108896 , 0.067768 , 0.056118 , 0.059028 , 0.122639 , 0.121015 , 0.088845 , 0.103256 , 0.065884 , 0.116221 , 0.106564 , 0.08465 , 0.049999 , 0.090181 , 0.138834 , 0.077205 , 0.113551 , 0.144295 , 0.104282 , 0.088925 , 0.124334 , 0.133632 , 0.144734 , 0.094456 , 0.08451 , 0.12842 , 0.065984 , 0.075162 , 0.078471 , 0.10214 , 0.083225 , 0.128529 , 0.12252 , 0.12253 , 0.117656 , 0.120068 
 669 , 0.106735 , 0.09854 , 0.08756 , 0.085833 , 0.094687 , 0.110009 , 0.089037 , 0.0766 , 0.108192 , 0.107334 , 0.123614 , 0.111526 , 0.123235 , 0.113692 , 0.088858 , 0.108053 , 0.128615 , 0.080184 , 0.079754 , 0.124932 , 0.072368 , 0.280488 , 0.085364 , 0.215436 , 0.221455 , 0.18039 , 0.203528 , 0.150216 , 0.172405 , 0.189194 , 0.084206 , 0.070481 , 0.074055 , 0.086352 , 0.110039 , 0.093968 , 0.085134 , 0.090535 , 0.083687 , 0.109051 , 0.067626 , 0.055958 , 0.058763 , 0.122666 , 0.121099 , 0.088598 , 0.102982 , 0.06568 , 0.116188 , 0.106446 , 0.084705 , 0.049859 , 0.090145 , 0.138777 , 0.077279 , 0.113393 , 0.144187 , 0.10408 , 0.088878 , 0.124203 , 0.133676 , 0.144766 , 0.094168 , 0.084156 , 0.128475 , 0.066039 , 0.075133 , 0.078457 , 0.102323 , 0.083178 , 0.128435 , 0.122446 , 0.122446 , 0.117525 , 0.120021 
 670 , 0.106755 , 0.098497 , 0.08744 , 0.08582 , 0.094598 , 0.110105 , 0.08891 , 0.076322 , 0.108415 , 0.107435 , 0.123692 , 0.111394 , 0.123202 , 0.113634 , 0.08869 , 0.108105 , 0.12867 , 0.080172 , 0.079732 , 0.124901 , 0.072203 , 0.281045 , 0.08531 , 0.21584 , 0.221819 , 0.180568 , 0.203853 , 0.150315 , 0.17257 , 0.189456 , 0.084241 , 0.070334 , 0.074043 , 0.08615 , 0.109805 , 0.094128 , 0.0849 , 0.090379 , 0.083541 , 0.109215 , 0.067494 , 0.055797 , 0.058507 , 0.122692 , 0.121172 , 0.08834 , 0.102696 , 0.065465 , 0.116153 , 0.106336 , 0.084761 , 0.049719 , 0.090109 , 0.138718 , 0.077352 , 0.113234 , 0.144077 , 0.103876 , 0.08884 , 0.124081 , 0.133719 , 0.144797 , 0.093888 , 0.083801 , 0.12854 , 0.066095 , 0.075093 , 0.078432 , 0.102506 , 0.083131 , 0.12835 , 0.122372 , 0.122362 , 0.117403 , 0.119972 
 671 , 0.106802 , 0.098488 , 0.087399 , 0.085856 , 0.094561 , 0.110278 , 0.088911 , 0.07613 , 0.108685 , 0.107603 , 0.123841 , 0.11133 , 0.12322 , 0.113684 , 0.088611 , 0.108184 , 0.128769 , 0.080207 , 0.079776 , 0.124913 , 0.072133 , 0.28161 , 0.085335 , 0.216228 , 0.222219 , 0.180768 , 0.204208 , 0.150466 , 0.172784 , 0.189753 , 0.084294 , 0.07027 , 0.074086 , 0.086037 , 0.109657 , 0.094341 , 0.084754 , 0.090344 , 0.083522 , 0.109416 , 0.067405 , 0.055705 , 0.058319 , 0.122739 , 0.121257 , 0.08818 , 0.102515 , 0.065341 , 0.116178 , 0.106291 , 0.084814 , 0.049625 , 0.090113 , 0.138706 , 0.077432 , 0.113153 , 0.144055 , 0.103777 , 0.088881 , 0.124011 , 0.133798 , 0.144857 , 0.09371 , 0.083542 , 0.128599 , 0.066133 , 0.075078 , 0.078454 , 0.102685 , 0.083122 , 0.128299 , 0.122358 , 0.122318 , 0.11733 , 0.119974 
 672 , 0.106893 , 0.0985 , 0.087396 , 0.08593 , 0.094554 , 0.110508 , 0.088972 , 0.075981 , 0.108992 , 0.107817 , 0.124031 , 0.111291 , 0.123278 , 0.113791 , 0.088591 , 0.108289 , 0.12889 , 0.080278 , 0.079856 , 0.124935 , 0.072116 , 0.282208 , 0.085408 , 0.216598 , 0.222622 , 0.180997 , 0.2046 , 0.150647 , 0.173025 , 0.190083 , 0.084364 , 0.070248 , 0.074184 , 0.08598 , 0.109564 , 0.094615 , 0.084665 , 0.090378 , 0.083581 , 0.109664 , 0.067357 , 0.05566 , 0.05818 , 0.122816 , 0.121351 , 0.088069 , 0.102395 , 0.065268 , 0.11623 , 0.106281 , 0.084866 , 0.049556 , 0.090147 , 0.138749 , 0.077517 , 0.113138 , 0.144101 , 0.103751 , 0.088992 , 0.123981 , 0.13391 , 0.144954 , 0.093611 , 0.08337 , 0.12868 , 0.066162 , 0.075077 , 0.078511 , 0.102847 , 0.083129 , 0.128298 , 0.122395 , 0.122304 , 0.117294 , 0.120015 
 673 , 0.106973 , 0.098521 , 0.087402 , 0.086003 , 0.094546 , 0.110737 , 0.089042 , 0.07583 , 0.109288 , 0.10803 , 0.12422 , 0.11126 , 0.123325 , 0.113896 , 0.088569 , 0.108382 , 0.12902 , 0.080348 , 0.079936 , 0.124955 , 0.072107 , 0.282793 , 0.08549 , 0.216955 , 0.223033 , 0.181214 , 0.204991 , 0.150815 , 0.173264 , 0.190411 , 0.084433 , 0.070235 , 0.074281 , 0.085923 , 0.109479 , 0.094888 , 0.084584 , 0.090411 , 0.083649 , 0.109901 , 0.067297 , 0.055605 , 0.05804 , 0.122882 , 0.121443 , 0.087965 , 0.102274 , 0.065194 , 0.116281 , 0.106279 , 0.084927 , 0.049487 , 0.090169 , 0.138791 , 0.077601 , 0.113111 , 0.144144 , 0.103723 , 0.089092 , 0.123948 , 0.134021 , 0.145039 , 0.09351 , 0.083186 , 0.128758 , 0.0662 , 0.075075 , 0.078567 , 0.103009 , 0.083135 , 0.128295 , 0.122419 , 0.122278 , 0.117267 , 0.120044 
 674 , 0.107091 , 0.098587 , 0.08746 , 0.086108 , 0.094592 , 0.111035 , 0.089175 , 0.075768 , 0.109643 , 0.108311 , 0.124462 , 0.111297 , 0.123433 , 0.114071 , 0.08861 , 0.108513 , 0.129183 , 0.080449 , 0.080056 , 0.125016 , 0.072137 , 0.283403 , 0.085614 , 0.217359 , 0.223482 , 0.181477 , 0.205415 , 0.151032 , 0.173548 , 0.190778 , 0.084565 , 0.070291 , 0.074447 , 0.085957 , 0.109461 , 0.095228 , 0.084615 , 0.090537 , 0.083778 , 0.110228 , 0.067305 , 0.055603 , 0.057984 , 0.122979 , 0.121566 , 0.087954 , 0.102238 , 0.065186 , 0.116381 , 0.106334 , 0.085019 , 0.04947 , 0.090264 , 0.138877 , 0.077715 , 0.113143 , 0.144233 , 0.103762 , 0.089266 , 0.123977 , 0.134176 , 0.145182 , 0.093492 , 0.083092 , 0.12887 , 0.066276 , 0.075143 , 0.078664 , 0.103207 , 0.083183 , 0.128345 , 0.122494 , 0.122323 , 0.117289 , 0.120124 
 675 , 0.107278 , 0.098781 , 0.087633 , 0.086308 , 0.094785 , 0.111506 , 0.089484 , 0.075939 , 0.110121 , 0.108765 , 0.124819 , 0.111486 , 0.123686 , 0.11442 , 0.088817 , 0.108714 , 0.129432 , 0.080633 , 0.080259 , 0.125173 , 0.072287 , 0.284062 , 0.085853 , 0.217874 , 0.224024 , 0.181831 , 0.205907 , 0.151342 , 0.173941 , 0.191199 , 0.084861 , 0.070517 , 0.074766 , 0.086187 , 0.109615 , 0.095726 , 0.084912 , 0.09086 , 0.084072 , 0.110727 , 0.067432 , 0.055708 , 0.058115 , 0.12314 , 0.121754 , 0.088159 , 0.102372 , 0.065348 , 0.116605 , 0.10654 , 0.085205 , 0.049567 , 0.090496 , 0.139092 , 0.077912 , 0.113297 , 0.144443 , 0.10394 , 0.089575 , 0.124121 , 0.134439 , 0.145445 , 0.093662 , 0.083223 , 0.129088 , 0.066471 , 0.075383 , 0.078893 , 0.103454 , 0.083344 , 0.128531 , 0.122684 , 0.122512 , 0.117454 , 0.120317 
 676 , 0.107473 , 0.098963 , 0.087816 , 0.086508 , 0.094967 , 0.111986 , 0.089794 , 0.076111 , 0.110597 , 0.109207 , 0.125182 , 0.111672 , 0.123945 , 0.114755 , 0.089013 , 0.108933 , 0.129675 , 0.080818 , 0.080473 , 0.125334 , 0.07244 , 0.284728 , 0.086092 , 0.218404 , 0.224581 , 0.182185 , 0.206406 , 0.151645 , 0.174324 , 0.191627 , 0.085149 , 0.070746 , 0.075087 , 0.086416 , 0.109775 , 0.096225 , 0.085209 , 0.091184 , 0.084368 , 0.111236 , 0.067561 , 0.055806 , 0.05825 , 0.123306 , 0.121936 , 0.088374 , 0.102503 , 0.065512 , 0.116845 , 0.106743 , 0.085392 , 0.049669 , 0.090737 , 0.139301 , 0.07811 , 0.113457 , 0.144646 , 0.104116 , 0.089895 , 0.124269 , 0.134706 , 0.145691 , 0.093831 , 0.083343 , 0.12929 , 0.066658 , 0.075625 , 0.079124 , 0.10371 , 0.083505 , 0.128722 , 0.12287 , 0.122707 , 0.117616 , 0.120506 
 677 , 0.107668 , 0.099156 , 0.088 , 0.086708 , 0.095159 , 0.112458 , 0.090105 , 0.076284 , 0.111085 , 0.109662 , 0.125547 , 0.111869 , 0.124205 , 0.115103 , 0.08922 , 0.109143 , 0.12993 , 0.081013 , 0.080688 , 0.125486 , 0.072593 , 0.285397 , 0.086322 , 0.218937 , 0.22513 , 0.182539 , 0.206896 , 0.151958 , 0.174708 , 0.192058 , 0.085437 , 0.070976 , 0.07541 , 0.086647 , 0.109936 , 0.096736 , 0.085498 , 0.091508 , 0.084664 , 0.111747 , 0.067691 , 0.055914 , 0.058375 , 0.123472 , 0.12212 , 0.08858 , 0.102634 , 0.065677 , 0.117076 , 0.106936 , 0.085579 , 0.049761 , 0.09098 , 0.13951 , 0.078298 , 0.113618 , 0.144849 , 0.104292 , 0.090207 , 0.124418 , 0.134975 , 0.145948 , 0.09401 , 0.083464 , 0.129503 , 0.066847 , 0.075867 , 0.079345 , 0.103956 , 0.083668 , 0.128913 , 0.123055 , 0.122903 , 0.117777 , 0.120696 
 678 , 0.107989 , 0.09952 , 0.088374 , 0.087066 , 0.095546 , 0.113179 , 0.090734 , 0.076767 , 0.111718 , 0.110319 , 0.126073 , 0.112331 , 0.124632 , 0.115693 , 0.089681 , 0.10944 , 0.130333 , 0.081375 , 0.081099 , 0.125776 , 0.072936 , 0.286157 , 0.086759 , 0.219534 , 0.225797 , 0.18302 , 0.207499 , 0.152401 , 0.175266 , 0.192593 , 0.085962 , 0.071445 , 0.07594 , 0.087148 , 0.11037 , 0.097497 , 0.086054 , 0.092133 , 0.085298 , 0.112454 , 0.068002 , 0.056242 , 0.058827 , 0.123692 , 0.122385 , 0.089048 , 0.103045 , 0.066152 , 0.117491 , 0.107336 , 0.085911 , 0.050092 , 0.091428 , 0.139947 , 0.078606 , 0.113997 , 0.14527 , 0.104771 , 0.090805 , 0.124785 , 0.135349 , 0.146302 , 0.094463 , 0.083929 , 0.129832 , 0.067154 , 0.076267 , 0.079751 , 0.104271 , 0.084001 , 0.12926 , 0.123447 , 0.123284 , 0.118145 , 0.121097 
 679 , 0.108322 , 0.099881 , 0.088747 , 0.087436 , 0.095938 , 0.113914 , 0.09139 , 0.077264 , 0.112368 , 0.111005 , 0.126606 , 0.112818 , 0.125069 , 0.116301 , 0.09016 , 0.109745 , 0.130744 , 0.081751 , 0.081525 , 0.126063 , 0.0733 , 0.286911 , 0.08721 , 0.220126 , 0.226477 , 0.183517 , 0.208121 , 0.152859 , 0.175834 , 0.193145 , 0.086504 , 0.071938 , 0.076486 , 0.087661 , 0.110821 , 0.098283 , 0.086627 , 0.092793 , 0.085961 , 0.113177 , 0.068322 , 0.056583 , 0.059298 , 0.123932 , 0.122672 , 0.089536 , 0.103456 , 0.066652 , 0.117919 , 0.107758 , 0.086248 , 0.050427 , 0.091892 , 0.140403 , 0.078924 , 0.114396 , 0.145709 , 0.105279 , 0.09142 , 0.125182 , 0.135732 , 0.146672 , 0.094934 , 0.084424 , 0.13018 , 0.067482 , 0.076691 , 0.080173 , 0.104593 , 0.084353 , 0.129607 , 0.12385 , 0.123686 , 0.118524 , 0.121505 
 680 , 0.108647 , 0.100246 , 0.089134 , 0.087809 , 0.096334 , 0.114655 , 0.092051 , 0.077775 , 0.113033 , 0.111687 , 0.127144 , 0.11331 , 0.125521 , 0.116915 , 0.090644 , 0.110054 , 0.13117 , 0.08213 , 0.081955 , 0.126363 , 0.073667 , 0.287676 , 0.087666 , 0.220725 , 0.227154 , 0.18402 , 0.20875 , 0.153322 , 0.17641 , 0.193704 , 0.087049 , 0.072435 , 0.077046 , 0.088189 , 0.111277 , 0.099076 , 0.087203 , 0.093448 , 0.086639 , 0.113906 , 0.068656 , 0.056927 , 0.059772 , 0.124176 , 0.122954 , 0.090028 , 0.103882 , 0.067156 , 0.118353 , 0.108175 , 0.086587 , 0.050765 , 0.092359 , 0.140865 , 0.079244 , 0.114799 , 0.146144 , 0.105782 , 0.092041 , 0.125573 , 0.13612 , 0.147047 , 0.095409 , 0.084913 , 0.130523 , 0.067813 , 0.077118 , 0.0806 , 0.104919 , 0.084708 , 0.129968 , 0.124248 , 0.124094 , 0.118907 , 0.121927 
 681 , 0.10911 , 0.100797 , 0.089737 , 0.088333 , 0.096924 , 0.115677 , 0.093083 , 0.078626 , 0.113901 , 0.112652 , 0.127852 , 0.114035 , 0.126231 , 0.117815 , 0.09142 , 0.110514 , 0.131704 , 0.082674 , 0.08255 , 0.12684 , 0.074278 , 0.288563 , 0.088364 , 0.221472 , 0.227999 , 0.184648 , 0.209463 , 0.153927 , 0.17711 , 0.194345 , 0.087858 , 0.073246 , 0.077893 , 0.089014 , 0.112053 , 0.100157 , 0.088188 , 0.094446 , 0.087672 , 0.114944 , 0.069187 , 0.057508 , 0.060606 , 0.124527 , 0.123319 , 0.090873 , 0.104576 , 0.067969 , 0.118992 , 0.108831 , 0.087021 , 0.051323 , 0.093062 , 0.141452 , 0.079648 , 0.11546 , 0.146822 , 0.10659 , 0.09299 , 0.126179 , 0.136661 , 0.147607 , 0.096222 , 0.085803 , 0.131012 , 0.068248 , 0.077769 , 0.081249 , 0.10533 , 0.085225 , 0.130558 , 0.124868 , 0.124713 , 0.119508 , 0.122513 
 682 , 0.109653 , 0.101468 , 0.090495 , 0.088972 , 0.097645 , 0.116896 , 0.09436 , 0.07972 , 0.114906 , 0.113798 , 0.128687 , 0.114937 , 0.127143 , 0.118895 , 0.092402 , 0.111083 , 0.132313 , 0.083336 , 0.083263 , 0.127454 , 0.075057 , 0.289556 , 0.089231 , 0.222342 , 0.228953 , 0.185332 , 0.21023 , 0.154631 , 0.177903 , 0.195051 , 0.088848 , 0.07427 , 0.078922 , 0.090029 , 0.113021 , 0.101416 , 0.089449 , 0.095686 , 0.088931 , 0.116181 , 0.069845 , 0.058241 , 0.06167 , 0.124967 , 0.123755 , 0.091967 , 0.105447 , 0.068996 , 0.119776 , 0.109653 , 0.087532 , 0.052014 , 0.093904 , 0.142146 , 0.080113 , 0.116284 , 0.147669 , 0.107612 , 0.094142 , 0.126936 , 0.137307 , 0.14828 , 0.097272 , 0.086952 , 0.131609 , 0.068768 , 0.078569 , 0.08203 , 0.105788 , 0.085874 , 0.131319 , 0.125641 , 0.125496 , 0.120242 , 0.123226 
 683 , 0.110205 , 0.102158 , 0.091283 , 0.08963 , 0.098374 , 0.118149 , 0.095671 , 0.080835 , 0.115934 , 0.114967 , 0.129543 , 0.115861 , 0.128067 , 0.12001 , 0.093394 , 0.111661 , 0.132943 , 0.084016 , 0.083985 , 0.128067 , 0.075855 , 0.290568 , 0.090119 , 0.223228 , 0.229924 , 0.186039 , 0.211012 , 0.155348 , 0.17871 , 0.195781 , 0.089849 , 0.075314 , 0.079972 , 0.091075 , 0.114011 , 0.102709 , 0.090743 , 0.096939 , 0.090223 , 0.117442 , 0.070531 , 0.058991 , 0.062765 , 0.125405 , 0.124189 , 0.093082 , 0.106348 , 0.070043 , 0.120571 , 0.110486 , 0.08805 , 0.052722 , 0.094766 , 0.142851 , 0.080585 , 0.11713 , 0.148528 , 0.108646 , 0.095328 , 0.127693 , 0.137975 , 0.148975 , 0.098332 , 0.088123 , 0.132215 , 0.069294 , 0.07939 , 0.082831 , 0.106265 , 0.086532 , 0.132091 , 0.126424 , 0.1263 , 0.120987 , 0.12395 
 684 , 0.110856 , 0.103025 , 0.092265 , 0.090441 , 0.099303 , 0.119645 , 0.097312 , 0.082266 , 0.117164 , 0.116382 , 0.130583 , 0.117028 , 0.129186 , 0.121376 , 0.094632 , 0.112357 , 0.133721 , 0.084852 , 0.084904 , 0.12881 , 0.076844 , 0.291716 , 0.091212 , 0.224235 , 0.231064 , 0.186876 , 0.2119 , 0.156212 , 0.179682 , 0.196615 , 0.091066 , 0.076636 , 0.081276 , 0.09239 , 0.115266 , 0.104277 , 0.092369 , 0.098532 , 0.091827 , 0.118968 , 0.071381 , 0.059932 , 0.064145 , 0.125933 , 0.124713 , 0.094496 , 0.107488 , 0.07136 , 0.121554 , 0.111523 , 0.088678 , 0.053614 , 0.095842 , 0.143762 , 0.081171 , 0.118196 , 0.149612 , 0.10997 , 0.09679 , 0.128665 , 0.138768 , 0.149799 , 0.099699 , 0.089648 , 0.132981 , 0.069942 , 0.080421 , 0.08382 , 0.10681 , 0.087333 , 0.133065 , 0.127413 , 0.127309 , 0.121971 , 0.124859 
 685 , 0.111712 , 0.104312 , 0.093684 , 0.091593 , 0.100675 , 0.121745 , 0.099724 , 0.084476 , 0.11886 , 0.118348 , 0.132081 , 0.118808 , 0.130743 , 0.123344 , 0.096443 , 0.113353 , 0.134851 , 0.086065 , 0.086243 , 0.129834 , 0.078321 , 0.293143 , 0.092785 , 0.225535 , 0.23261 , 0.188026 , 0.213014 , 0.157415 , 0.181034 , 0.197693 , 0.092806 , 0.078603 , 0.083159 , 0.094363 , 0.117105 , 0.106497 , 0.094792 , 0.100916 , 0.094185 , 0.121097 , 0.072625 , 0.061358 , 0.066229 , 0.126667 , 0.125434 , 0.0966 , 0.109204 , 0.073325 , 0.122968 , 0.112997 , 0.089597 , 0.0549 , 0.097394 , 0.145145 , 0.082031 , 0.11978 , 0.151217 , 0.111963 , 0.098899 , 0.130137 , 0.139888 , 0.150924 , 0.101783 , 0.092022 , 0.134088 , 0.070858 , 0.081916 , 0.085271 , 0.107521 , 0.08849 , 0.134537 , 0.128862 , 0.128831 , 0.123511 , 0.126218 
 686 , 0.112572 , 0.105624 , 0.095113 , 0.092776 , 0.102082 , 0.12388 , 0.102176 , 0.086719 , 0.120589 , 0.120348 , 0.133605 , 0.12062 , 0.132316 , 0.125357 , 0.098299 , 0.114354 , 0.135994 , 0.087295 , 0.087599 , 0.130869 , 0.079813 , 0.294593 , 0.09439 , 0.226852 , 0.234188 , 0.189199 , 0.214151 , 0.15864 , 0.182398 , 0.198798 , 0.094568 , 0.080609 , 0.085084 , 0.096381 , 0.118996 , 0.108747 , 0.097272 , 0.10334 , 0.09658 , 0.123261 , 0.073902 , 0.062804 , 0.068348 , 0.127411 , 0.126164 , 0.098739 , 0.110958 , 0.075317 , 0.124404 , 0.1145 , 0.090533 , 0.056202 , 0.09898 , 0.146547 , 0.082894 , 0.121385 , 0.152845 , 0.113987 , 0.101034 , 0.131634 , 0.141035 , 0.15208 , 0.103895 , 0.094442 , 0.135208 , 0.071796 , 0.083439 , 0.08675 , 0.108233 , 0.089674 , 0.136036 , 0.130345 , 0.130377 , 0.125074 , 0.127589 
 687 , 0.113451 , 0.106957 , 0.096575 , 0.093968 , 0.1035 , 0.126041 , 0.104677 , 0.089008 , 0.122342 , 0.122384 , 0.135152 , 0.122457 , 0.133922 , 0.127396 , 0.100179 , 0.115385 , 0.137159 , 0.088546 , 0.088987 , 0.131926 , 0.081326 , 0.296071 , 0.096018 , 0.228195 , 0.235793 , 0.190396 , 0.215312 , 0.159889 , 0.183786 , 0.199917 , 0.096364 , 0.082651 , 0.087054 , 0.098424 , 0.120902 , 0.111045 , 0.09978 , 0.105812 , 0.099013 , 0.125473 , 0.075189 , 0.064271 , 0.070503 , 0.128174 , 0.126913 , 0.100925 , 0.112737 , 0.077344 , 0.125873 , 0.116026 , 0.091488 , 0.057535 , 0.100589 , 0.147983 , 0.083775 , 0.123035 , 0.154498 , 0.116047 , 0.103205 , 0.133155 , 0.142193 , 0.153248 , 0.106043 , 0.0969 , 0.13636 , 0.072741 , 0.084994 , 0.088241 , 0.108975 , 0.090868 , 0.137558 , 0.131852 , 0.131947 , 0.126671 , 0.128994 
 688 , 0.11464 , 0.108833 , 0.098663 , 0.095619 , 0.105548 , 0.129099 , 0.108352 , 0.092407 , 0.124705 , 0.125312 , 0.137323 , 0.125123 , 0.136182 , 0.130323 , 0.103016 , 0.116743 , 0.138777 , 0.090345 , 0.09091 , 0.133399 , 0.083482 , 0.297653 , 0.098297 , 0.229708 , 0.237807 , 0.191823 , 0.21662 , 0.161513 , 0.18565 , 0.201135 , 0.098956 , 0.085658 , 0.089948 , 0.101467 , 0.123774 , 0.11419 , 0.103497 , 0.109398 , 0.102639 , 0.128534 , 0.076985 , 0.066407 , 0.073657 , 0.129162 , 0.12776 , 0.104041 , 0.115257 , 0.080322 , 0.127896 , 0.11827 , 0.092741 , 0.059407 , 0.102817 , 0.149993 , 0.084957 , 0.125374 , 0.156825 , 0.119003 , 0.106343 , 0.135314 , 0.143778 , 0.154837 , 0.109314 , 0.100641 , 0.137909 , 0.073929 , 0.087165 , 0.090419 , 0.109816 , 0.092459 , 0.139656 , 0.134059 , 0.134215 , 0.128942 , 0.130899 
 689 , 0.115854 , 0.110717 , 0.10078 , 0.097275 , 0.107611 , 0.132183 , 0.112067 , 0.095842 , 0.127099 , 0.12826 , 0.139516 , 0.12781 , 0.138481 , 0.133281 , 0.105885 , 0.118113 , 0.140405 , 0.09216 , 0.09285 , 0.134872 , 0.085674 , 0.299222 , 0.100591 , 0.231216 , 0.239836 , 0.193253 , 0.217931 , 0.163147 , 0.187531 , 0.202354 , 0.101564 , 0.088697 , 0.092871 , 0.104546 , 0.12667 , 0.117371 , 0.107255 , 0.113019 , 0.106293 , 0.131629 , 0.078791 , 0.06856 , 0.076835 , 0.130164 , 0.128606 , 0.107182 , 0.117789 , 0.083341 , 0.129934 , 0.120551 , 0.094012 , 0.0613 , 0.105069 , 0.152017 , 0.086145 , 0.127748 , 0.159172 , 0.121984 , 0.109504 , 0.137487 , 0.145385 , 0.156442 , 0.112621 , 0.104431 , 0.139485 , 0.07513 , 0.089356 , 0.09262 , 0.110665 , 0.094053 , 0.141776 , 0.136284 , 0.136493 , 0.131231 , 0.132821 
 690 , 0.117056 , 0.112601 , 0.102895 , 0.098931 , 0.109672 , 0.135265 , 0.115759 , 0.099265 , 0.129471 , 0.131207 , 0.141697 , 0.130485 , 0.140766 , 0.136227 , 0.108741 , 0.119472 , 0.142032 , 0.093973 , 0.094768 , 0.136353 , 0.087844 , 0.300798 , 0.102884 , 0.232721 , 0.241852 , 0.194682 , 0.219239 , 0.16477 , 0.1894 , 0.203562 , 0.104171 , 0.091735 , 0.095783 , 0.107612 , 0.129544 , 0.120528 , 0.11099 , 0.116627 , 0.109944 , 0.1347 , 0.080586 , 0.070702 , 0.080011 , 0.131165 , 0.12945 , 0.11031 , 0.120319 , 0.086349 , 0.13196 , 0.122819 , 0.09527 , 0.063172 , 0.107308 , 0.154028 , 0.087321 , 0.130119 , 0.161506 , 0.124952 , 0.112663 , 0.139658 , 0.146979 , 0.158034 , 0.115926 , 0.108208 , 0.141049 , 0.076319 , 0.091536 , 0.09481 , 0.111502 , 0.095647 , 0.143873 , 0.138497 , 0.138769 , 0.133508 , 0.134732 
