  time  ,35:22 PM,35:34 PM,35:47 PM,35:57 PM,36:07 PM,37:07 PM,37:29 PM,37:49 PM,38:02 PM,38:14 PM,39:00 PM,39:11 PM,39:23 PM,39:38 PM,39:48 PM,41:05 PM,41:21 PM,41:34 PM,41:45 PM,41:58 PM,42:43 PM,42:58 PM,43:12 PM,43:22 PM,43:34 PM,48:04 PM,48:16 PM,48:29 PM,48:40 PM,48:50 PM,49:35 PM,49:46 PM,49:58 PM,50:11 PM,50:19 PM,51:18 PM,51:29 PM,51:46 PM,51:59 PM,52:08 PM,53:08 PM,53:19 PM,53:28 PM,53:40 PM,53:54 PM,55:10 PM,55:26 PM,55:37 PM,55:49 PM,55:58 PM,57:32 PM,57:44 PM,57:57 PM,58:06 PM,58:18 PM,59:12 PM,59:27 PM,59:39 PM,59:49 PM,59:59 PM,01:10 PM,01:22 PM,01:34 PM,01:43 PM,01:53 PM,02:40 PM,02:51 PM,03:02 PM,03:14 PM,03:23 PM,04:20 PM,04:32 PM,04:42 PM,04:52 PM,05:02 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 1098 , 0.187951 , 0.212429 , 0.214645 , 0.176267 , 0.226776 , 0.292727 , 0.292799 , 0.270753 , 0.261543 , 0.272552 , 0.201694 , 0.190642 , 0.17818 , 0.233151 , 0.204659 , 0.155487 , 0.196658 , 0.118317 , 0.155257 , 0.136938 , 0.113093 , 0.301721 , 0.181332 , 0.243297 , 0.318788 , 0.197838 , 0.23164 , 0.180195 , 0.227712 , 0.199723 , 0.200716 , 0.180483 , 0.208918 , 0.191448 , 0.197665 , 0.29454 , 0.25501 , 0.285518 , 0.248419 , 0.275157 , 0.094904 , 0.12049 , 0.193262 , 0.126591 , 0.123454 , 0.178986 , 0.166265 , 0.15825 , 0.189434 , 0.182685 , 0.087709 , 0.049646 , 0.162797 , 0.156609 , 0.051978 , 0.208659 , 0.217667 , 0.218157 , 0.248419 , 0.177634 , 0.185332 , 0.19683 , 0.272725 , 0.268926 , 0.173604 , 0.074599 , 0.167748 , 0.203637 , 0.136132 , 0.093897 , 0.182152 , 0.194269 , 0.199996 , 0.182339 , 0.16592 
 1099 , 0.182966 , 0.205901 , 0.211391 , 0.171762 , 0.219746 , 0.287274 , 0.282114 , 0.26428 , 0.25465 , 0.26797 , 0.191921 , 0.189116 , 0.170562 , 0.228205 , 0.202316 , 0.151482 , 0.190721 , 0.113563 , 0.148497 , 0.129327 , 0.107308 , 0.294369 , 0.176126 , 0.23557 , 0.311994 , 0.192011 , 0.22822 , 0.172347 , 0.219206 , 0.187226 , 0.197741 , 0.168777 , 0.202271 , 0.188411 , 0.195971 , 0.289179 , 0.24847 , 0.279984 , 0.24379 , 0.26374 , 0.091768 , 0.116653 , 0.181001 , 0.120448 , 0.119728 , 0.171537 , 0.159042 , 0.150837 , 0.182501 , 0.178961 , 0.080848 , 0.046124 , 0.159567 , 0.149667 , 0.045464 , 0.206786 , 0.211076 , 0.213791 , 0.240475 , 0.173307 , 0.177551 , 0.189416 , 0.2665 , 0.258745 , 0.166092 , 0.073094 , 0.156312 , 0.195491 , 0.132432 , 0.088078 , 0.172962 , 0.187361 , 0.197096 , 0.177536 , 0.162372 
 1100 , 0.175601 , 0.198554 , 0.208327 , 0.167286 , 0.212799 , 0.281969 , 0.271066 , 0.257574 , 0.248019 , 0.263472 , 0.18183 , 0.188905 , 0.162548 , 0.22309 , 0.200169 , 0.147252 , 0.184418 , 0.108753 , 0.14162 , 0.121429 , 0.101348 , 0.286848 , 0.170691 , 0.227185 , 0.305471 , 0.18616 , 0.224628 , 0.164007 , 0.21054 , 0.174142 , 0.194537 , 0.157026 , 0.195526 , 0.186113 , 0.194035 , 0.283915 , 0.242277 , 0.274423 , 0.239359 , 0.251157 , 0.088467 , 0.112769 , 0.168259 , 0.113742 , 0.115718 , 0.163631 , 0.151755 , 0.143063 , 0.175444 , 0.175366 , 0.07394 , 0.042437 , 0.156603 , 0.142373 , 0.038813 , 0.204782 , 0.203746 , 0.209394 , 0.23299 , 0.16884 , 0.169718 , 0.181139 , 0.260601 , 0.248129 , 0.158281 , 0.071461 , 0.144648 , 0.187352 , 0.128379 , 0.082066 , 0.163207 , 0.179978 , 0.194631 , 0.172338 , 0.158642 
 1101 , 0.168607 , 0.198007 , 0.210395 , 0.168133 , 0.211523 , 0.274818 , 0.265519 , 0.252526 , 0.247509 , 0.262119 , 0.178788 , 0.184312 , 0.155369 , 0.221622 , 0.201472 , 0.140857 , 0.178494 , 0.108221 , 0.137719 , 0.121671 , 0.099739 , 0.283904 , 0.16609 , 0.223812 , 0.306277 , 0.183103 , 0.22244 , 0.162887 , 0.204969 , 0.173052 , 0.190588 , 0.153261 , 0.195785 , 0.18289 , 0.193448 , 0.275896 , 0.236184 , 0.26882 , 0.238488 , 0.242525 , 0.086093 , 0.106227 , 0.162985 , 0.11283 , 0.115379 , 0.159488 , 0.153555 , 0.136706 , 0.173477 , 0.168607 , 0.068851 , 0.038454 , 0.152902 , 0.137589 , 0.034646 , 0.201456 , 0.202452 , 0.20613 , 0.227489 , 0.168133 , 0.168885 , 0.177007 , 0.254013 , 0.239828 , 0.154977 , 0.068002 , 0.139207 , 0.185554 , 0.125364 , 0.081746 , 0.161874 , 0.177824 , 0.190735 , 0.169261 , 0.153163 
 1102 , 0.162898 , 0.198592 , 0.211802 , 0.16964 , 0.210621 , 0.266096 , 0.260655 , 0.24753 , 0.247393 , 0.261425 , 0.177648 , 0.177734 , 0.148799 , 0.220854 , 0.203127 , 0.133844 , 0.172395 , 0.108211 , 0.133895 , 0.123645 , 0.098646 , 0.281171 , 0.161769 , 0.221265 , 0.3073 , 0.180129 , 0.220135 , 0.162505 , 0.199379 , 0.173884 , 0.186135 , 0.150356 , 0.196625 , 0.17799 , 0.192501 , 0.266558 , 0.229324 , 0.26293 , 0.237452 , 0.2348 , 0.083947 , 0.098749 , 0.158689 , 0.113173 , 0.115689 , 0.156465 , 0.15655 , 0.130575 , 0.172652 , 0.160537 , 0.063773 , 0.034068 , 0.148559 , 0.132646 , 0.030851 , 0.197189 , 0.202288 , 0.202323 , 0.221145 , 0.168083 , 0.168768 , 0.173661 , 0.246333 , 0.2316 , 0.152238 , 0.064167 , 0.134768 , 0.184544 , 0.122465 , 0.082271 , 0.161906 , 0.176416 , 0.185211 , 0.166577 , 0.146968 
 1103 , 0.158565 , 0.198915 , 0.211168 , 0.170638 , 0.20884 , 0.255975 , 0.255325 , 0.242224 , 0.246338 , 0.260739 , 0.17717 , 0.169898 , 0.142667 , 0.2201 , 0.204383 , 0.126571 , 0.166018 , 0.107821 , 0.12944 , 0.125849 , 0.097175 , 0.277665 , 0.157573 , 0.218566 , 0.306845 , 0.176593 , 0.217393 , 0.161326 , 0.193068 , 0.174175 , 0.181303 , 0.146619 , 0.196497 , 0.171359 , 0.190831 , 0.256299 , 0.22158 , 0.25675 , 0.235349 , 0.227192 , 0.081818 , 0.090787 , 0.153873 , 0.113686 , 0.115906 , 0.153891 , 0.15889 , 0.124369 , 0.172009 , 0.151672 , 0.058359 , 0.02936 , 0.143588 , 0.127004 , 0.026888 , 0.192184 , 0.202091 , 0.19767 , 0.213351 , 0.167967 , 0.167877 , 0.170259 , 0.23755 , 0.222951 , 0.149164 , 0.060308 , 0.130072 , 0.183017 , 0.119443 , 0.082486 , 0.161615 , 0.17468 , 0.178163 , 0.163871 , 0.140339 
 1104 , 0.154523 , 0.198407 , 0.208298 , 0.170364 , 0.206858 , 0.248715 , 0.251102 , 0.236948 , 0.245361 , 0.25853 , 0.173528 , 0.165248 , 0.141354 , 0.217052 , 0.200491 , 0.123751 , 0.162311 , 0.106129 , 0.127351 , 0.128071 , 0.096162 , 0.27564 , 0.153708 , 0.215271 , 0.304006 , 0.16881 , 0.211159 , 0.159791 , 0.188118 , 0.17385 , 0.175233 , 0.14412 , 0.191605 , 0.166858 , 0.186716 , 0.246649 , 0.213926 , 0.248317 , 0.233272 , 0.223343 , 0.079412 , 0.085703 , 0.152401 , 0.113917 , 0.11602 , 0.151681 , 0.161212 , 0.120568 , 0.169208 , 0.146792 , 0.060161 , 0.027797 , 0.139819 , 0.127086 , 0.027987 , 0.186962 , 0.20087 , 0.192874 , 0.210117 , 0.165627 , 0.167256 , 0.167749 , 0.229293 , 0.215555 , 0.148554 , 0.058512 , 0.130023 , 0.179383 , 0.117138 , 0.083183 , 0.162481 , 0.174835 , 0.17169 , 0.161534 , 0.136238 
 1105 , 0.150968 , 0.197266 , 0.204058 , 0.169162 , 0.204893 , 0.24398 , 0.247893 , 0.231885 , 0.244517 , 0.254725 , 0.167155 , 0.163124 , 0.143997 , 0.212003 , 0.192459 , 0.124552 , 0.16072 , 0.103459 , 0.127134 , 0.130272 , 0.095594 , 0.274984 , 0.150035 , 0.211526 , 0.299235 , 0.157721 , 0.202191 , 0.158019 , 0.184236 , 0.172915 , 0.168149 , 0.142646 , 0.183085 , 0.164137 , 0.180781 , 0.237664 , 0.206243 , 0.238161 , 0.23107 , 0.22245 , 0.076725 , 0.082902 , 0.15363 , 0.113986 , 0.116032 , 0.149638 , 0.1637 , 0.118733 , 0.164534 , 0.145208 , 0.067768 , 0.02878 , 0.136966 , 0.131802 , 0.033129 , 0.181774 , 0.198875 , 0.188149 , 0.210513 , 0.161435 , 0.167096 , 0.165904 , 0.221656 , 0.208944 , 0.150035 , 0.058314 , 0.133649 , 0.174167 , 0.115396 , 0.084253 , 0.164117 , 0.17659 , 0.165845 , 0.159429 , 0.134185 
 1106 , 0.148703 , 0.196421 , 0.202204 , 0.168661 , 0.20376 , 0.240668 , 0.245295 , 0.227861 , 0.244285 , 0.249164 , 0.159639 , 0.160628 , 0.146811 , 0.205947 , 0.184455 , 0.125486 , 0.158861 , 0.101323 , 0.126538 , 0.13209 , 0.095518 , 0.275368 , 0.146096 , 0.207987 , 0.2944 , 0.147105 , 0.193561 , 0.156863 , 0.180249 , 0.171416 , 0.161006 , 0.141511 , 0.175664 , 0.162079 , 0.175496 , 0.229438 , 0.19783 , 0.228428 , 0.228092 , 0.22111 , 0.073858 , 0.080061 , 0.155034 , 0.114446 , 0.11617 , 0.146895 , 0.167063 , 0.117158 , 0.15905 , 0.14435 , 0.075414 , 0.029989 , 0.133961 , 0.137452 , 0.038464 , 0.177473 , 0.197157 , 0.184413 , 0.210931 , 0.156779 , 0.168219 , 0.163719 , 0.215032 , 0.201047 , 0.152047 , 0.05777 , 0.136737 , 0.169313 , 0.113646 , 0.085067 , 0.164813 , 0.179008 , 0.160838 , 0.15701 , 0.132405 
 1107 , 0.149666 , 0.197192 , 0.203016 , 0.169442 , 0.204921 , 0.241285 , 0.24587 , 0.2272 , 0.245072 , 0.24598 , 0.156597 , 0.160739 , 0.151304 , 0.203393 , 0.178788 , 0.128892 , 0.158723 , 0.102006 , 0.127741 , 0.13485 , 0.097267 , 0.276875 , 0.145768 , 0.206693 , 0.29096 , 0.143287 , 0.189928 , 0.156708 , 0.179032 , 0.171148 , 0.156088 , 0.143487 , 0.170505 , 0.16178 , 0.171325 , 0.224742 , 0.193936 , 0.221686 , 0.225938 , 0.222107 , 0.074102 , 0.080724 , 0.159011 , 0.114807 , 0.119236 , 0.147407 , 0.171037 , 0.119037 , 0.156199 , 0.146698 , 0.08409 , 0.035169 , 0.133388 , 0.144616 , 0.047681 , 0.175555 , 0.195841 , 0.18355 , 0.213492 , 0.155557 , 0.171281 , 0.16333 , 0.21203 , 0.197059 , 0.154826 , 0.061102 , 0.140563 , 0.167338 , 0.114342 , 0.087346 , 0.166032 , 0.182885 , 0.159764 , 0.156553 , 0.135049 
 1108 , 0.158646 , 0.201724 , 0.210566 , 0.173421 , 0.211604 , 0.251681 , 0.254267 , 0.234898 , 0.248265 , 0.248311 , 0.164325 , 0.167187 , 0.159731 , 0.209042 , 0.179053 , 0.138307 , 0.162732 , 0.109727 , 0.133113 , 0.139715 , 0.103424 , 0.28107 , 0.154259 , 0.21075 , 0.290696 , 0.156452 , 0.198746 , 0.158946 , 0.184456 , 0.173513 , 0.156637 , 0.152943 , 0.171135 , 0.16571 , 0.169958 , 0.228988 , 0.200939 , 0.222639 , 0.225548 , 0.228549 , 0.081955 , 0.089965 , 0.16908 , 0.114921 , 0.129396 , 0.155714 , 0.176376 , 0.129373 , 0.159638 , 0.156868 , 0.094998 , 0.049935 , 0.13863 , 0.155183 , 0.06621 , 0.179654 , 0.195444 , 0.189696 , 0.221047 , 0.162593 , 0.179053 , 0.167234 , 0.218184 , 0.202139 , 0.159431 , 0.073759 , 0.146018 , 0.172474 , 0.120923 , 0.093036 , 0.168295 , 0.190112 , 0.168411 , 0.160839 , 0.148511 
 1109 , 0.166874 , 0.207468 , 0.216442 , 0.177158 , 0.218469 , 0.26104 , 0.26156 , 0.242153 , 0.251325 , 0.251399 , 0.172115 , 0.173697 , 0.167418 , 0.216269 , 0.179285 , 0.147171 , 0.166726 , 0.117282 , 0.138938 , 0.144723 , 0.109173 , 0.284601 , 0.163042 , 0.215057 , 0.291795 , 0.169643 , 0.207196 , 0.161312 , 0.189791 , 0.177406 , 0.158246 , 0.162548 , 0.171596 , 0.170508 , 0.168877 , 0.233599 , 0.209 , 0.223191 , 0.225614 , 0.235601 , 0.08984 , 0.099407 , 0.179804 , 0.114439 , 0.139259 , 0.164624 , 0.181411 , 0.139704 , 0.162523 , 0.166108 , 0.106132 , 0.06445 , 0.143981 , 0.16549 , 0.084302 , 0.183092 , 0.195824 , 0.196417 , 0.228679 , 0.170261 , 0.185267 , 0.171398 , 0.223587 , 0.209198 , 0.163215 , 0.086404 , 0.151744 , 0.177307 , 0.127887 , 0.099111 , 0.17172 , 0.196516 , 0.176639 , 0.165242 , 0.161608 
 1110 , 0.174974 , 0.213325 , 0.222112 , 0.180903 , 0.225288 , 0.270203 , 0.268695 , 0.249321 , 0.254402 , 0.254641 , 0.179977 , 0.180294 , 0.174948 , 0.223648 , 0.179633 , 0.155865 , 0.170793 , 0.124793 , 0.144828 , 0.149778 , 0.114894 , 0.288069 , 0.171851 , 0.219466 , 0.293124 , 0.182809 , 0.215575 , 0.163752 , 0.195116 , 0.181538 , 0.159994 , 0.172116 , 0.172089 , 0.175424 , 0.167934 , 0.238257 , 0.21719 , 0.223753 , 0.225818 , 0.242677 , 0.097743 , 0.108807 , 0.190564 , 0.113994 , 0.148957 , 0.173598 , 0.186355 , 0.149989 , 0.165473 , 0.17516 , 0.117223 , 0.07874 , 0.149328 , 0.175795 , 0.102057 , 0.186514 , 0.196333 , 0.203135 , 0.236219 , 0.177992 , 0.191252 , 0.175663 , 0.228914 , 0.216528 , 0.166981 , 0.098961 , 0.157533 , 0.182173 , 0.134877 , 0.105233 , 0.175345 , 0.202765 , 0.18482 , 0.169655 , 0.174577 
 1111 , 0.185672 , 0.215176 , 0.226819 , 0.188639 , 0.228345 , 0.273873 , 0.27068 , 0.255023 , 0.251067 , 0.256606 , 0.191946 , 0.192624 , 0.178946 , 0.225971 , 0.184598 , 0.160548 , 0.177052 , 0.132853 , 0.151307 , 0.157977 , 0.123951 , 0.288088 , 0.179087 , 0.229306 , 0.298149 , 0.195987 , 0.223767 , 0.170326 , 0.198333 , 0.191154 , 0.165183 , 0.178805 , 0.176176 , 0.180952 , 0.172729 , 0.241091 , 0.22128 , 0.226452 , 0.223032 , 0.241204 , 0.106118 , 0.114257 , 0.198474 , 0.121803 , 0.150403 , 0.181009 , 0.186011 , 0.156083 , 0.171005 , 0.179455 , 0.121323 , 0.085827 , 0.15337 , 0.191465 , 0.111573 , 0.192539 , 0.199011 , 0.205341 , 0.23476 , 0.182987 , 0.191776 , 0.182168 , 0.233461 , 0.220319 , 0.173068 , 0.108831 , 0.162668 , 0.188978 , 0.142461 , 0.113438 , 0.181178 , 0.201583 , 0.195874 , 0.174113 , 0.18262 
 1112 , 0.196541 , 0.216595 , 0.232436 , 0.196266 , 0.231337 , 0.277794 , 0.273338 , 0.261159 , 0.248186 , 0.25945 , 0.204019 , 0.204935 , 0.183202 , 0.228132 , 0.189459 , 0.165865 , 0.183232 , 0.140835 , 0.157898 , 0.166445 , 0.133388 , 0.288386 , 0.186193 , 0.239304 , 0.302366 , 0.208811 , 0.231765 , 0.176761 , 0.202188 , 0.199898 , 0.170199 , 0.1854 , 0.179966 , 0.186041 , 0.177158 , 0.243211 , 0.224744 , 0.229659 , 0.220807 , 0.239243 , 0.114341 , 0.119622 , 0.206186 , 0.129816 , 0.15216 , 0.188238 , 0.18601 , 0.161835 , 0.177341 , 0.184453 , 0.125421 , 0.093158 , 0.157379 , 0.207499 , 0.12127 , 0.19883 , 0.201638 , 0.20698 , 0.23384 , 0.187933 , 0.193214 , 0.188421 , 0.238419 , 0.223615 , 0.179539 , 0.118889 , 0.167818 , 0.19593 , 0.150114 , 0.121697 , 0.186529 , 0.200692 , 0.207193 , 0.178593 , 0.19068 
 1113 , 0.207494 , 0.217702 , 0.238647 , 0.203816 , 0.234338 , 0.281928 , 0.27646 , 0.267578 , 0.245573 , 0.262806 , 0.216177 , 0.217204 , 0.187676 , 0.230163 , 0.194271 , 0.171603 , 0.189399 , 0.148769 , 0.164577 , 0.175149 , 0.143135 , 0.288855 , 0.193211 , 0.249417 , 0.306154 , 0.221446 , 0.239707 , 0.183103 , 0.206434 , 0.208091 , 0.175083 , 0.191951 , 0.183567 , 0.190858 , 0.181379 , 0.244976 , 0.22781 , 0.233211 , 0.218895 , 0.236989 , 0.122488 , 0.124874 , 0.213725 , 0.137965 , 0.154104 , 0.195365 , 0.186218 , 0.167361 , 0.184263 , 0.18993 , 0.129481 , 0.100715 , 0.161429 , 0.223833 , 0.131138 , 0.20534 , 0.204147 , 0.208323 , 0.233245 , 0.192846 , 0.195265 , 0.194503 , 0.243651 , 0.22665 , 0.186317 , 0.129116 , 0.172962 , 0.202954 , 0.157816 , 0.130011 , 0.191587 , 0.200038 , 0.218696 , 0.183069 , 0.198745 
 1114 , 0.202245 , 0.213543 , 0.233843 , 0.199591 , 0.22484 , 0.271968 , 0.265942 , 0.262284 , 0.239904 , 0.255218 , 0.211355 , 0.213471 , 0.187504 , 0.21903 , 0.190589 , 0.166523 , 0.18546 , 0.144358 , 0.160964 , 0.172154 , 0.14174 , 0.286314 , 0.186967 , 0.250126 , 0.300588 , 0.216269 , 0.231906 , 0.179112 , 0.201851 , 0.201564 , 0.172011 , 0.183667 , 0.176673 , 0.187325 , 0.181981 , 0.233484 , 0.221397 , 0.227745 , 0.212108 , 0.227602 , 0.119862 , 0.122337 , 0.205186 , 0.139803 , 0.149487 , 0.191127 , 0.179471 , 0.164335 , 0.179793 , 0.18485 , 0.128649 , 0.09447 , 0.158095 , 0.219999 , 0.126892 , 0.201743 , 0.205043 , 0.203608 , 0.225091 , 0.188867 , 0.18815 , 0.192346 , 0.238505 , 0.220572 , 0.183667 , 0.124166 , 0.166165 , 0.197941 , 0.152536 , 0.125708 , 0.189656 , 0.192131 , 0.215623 , 0.18069 , 0.194032 
 1115 , 0.190927 , 0.207375 , 0.224679 , 0.19116 , 0.210642 , 0.256643 , 0.250071 , 0.252016 , 0.232806 , 0.243033 , 0.200065 , 0.203837 , 0.185522 , 0.202787 , 0.183927 , 0.157019 , 0.177706 , 0.135204 , 0.153247 , 0.164524 , 0.136021 , 0.282541 , 0.175762 , 0.247155 , 0.291795 , 0.204614 , 0.218496 , 0.17129 , 0.193804 , 0.189799 , 0.165807 , 0.169773 , 0.166001 , 0.180778 , 0.1814 , 0.217291 , 0.211575 , 0.218652 , 0.203253 , 0.215697 , 0.113273 , 0.116889 , 0.190499 , 0.139326 , 0.142359 , 0.182683 , 0.169812 , 0.158302 , 0.171017 , 0.175489 , 0.125949 , 0.082942 , 0.151886 , 0.208036 , 0.1172 , 0.194271 , 0.205042 , 0.196876 , 0.213791 , 0.181439 , 0.177239 , 0.187349 , 0.229307 , 0.210992 , 0.177511 , 0.113545 , 0.154725 , 0.188438 , 0.142281 , 0.116461 , 0.185211 , 0.181517 , 0.206792 , 0.175839 , 0.184666 
 1116 , 0.179506 , 0.2011 , 0.215042 , 0.182992 , 0.196211 , 0.240928 , 0.23366 , 0.240631 , 0.225201 , 0.229919 , 0.188475 , 0.194086 , 0.183417 , 0.186137 , 0.177466 , 0.146733 , 0.169772 , 0.125863 , 0.145033 , 0.156425 , 0.129943 , 0.278589 , 0.164544 , 0.243734 , 0.283435 , 0.193193 , 0.205393 , 0.163609 , 0.185329 , 0.178273 , 0.159273 , 0.155745 , 0.15549 , 0.174278 , 0.181121 , 0.20127 , 0.202035 , 0.209006 , 0.193916 , 0.204075 , 0.106649 , 0.11141 , 0.175595 , 0.13887 , 0.135129 , 0.174108 , 0.159698 , 0.152557 , 0.162078 , 0.165479 , 0.123227 , 0.071156 , 0.145586 , 0.194809 , 0.10716 , 0.186605 , 0.204543 , 0.190558 , 0.20195 , 0.17381 , 0.165734 , 0.182694 , 0.219675 , 0.20127 , 0.171302 , 0.102739 , 0.143035 , 0.178953 , 0.131771 , 0.106905 , 0.180866 , 0.17092 , 0.197444 , 0.17109 , 0.175298 
 1117 , 0.168799 , 0.194301 , 0.205211 , 0.172988 , 0.184266 , 0.224498 , 0.218468 , 0.226109 , 0.216443 , 0.217133 , 0.179019 , 0.182379 , 0.178558 , 0.173126 , 0.170503 , 0.138142 , 0.160468 , 0.11554 , 0.136209 , 0.147671 , 0.122215 , 0.273338 , 0.153425 , 0.235684 , 0.272924 , 0.18399 , 0.194025 , 0.155726 , 0.177269 , 0.169536 , 0.150617 , 0.141779 , 0.145599 , 0.165992 , 0.174553 , 0.185141 , 0.191171 , 0.197201 , 0.182747 , 0.192644 , 0.099291 , 0.104447 , 0.162769 , 0.133585 , 0.130041 , 0.164657 , 0.149098 , 0.143666 , 0.152872 , 0.155404 , 0.118809 , 0.061131 , 0.138925 , 0.176625 , 0.096391 , 0.176901 , 0.201022 , 0.183484 , 0.190066 , 0.168017 , 0.158534 , 0.175428 , 0.208433 , 0.189974 , 0.164933 , 0.092248 , 0.132941 , 0.169536 , 0.123228 , 0.09768 , 0.172712 , 0.159225 , 0.184404 , 0.16438 , 0.164749 
 1118 , 0.158927 , 0.186898 , 0.195299 , 0.160855 , 0.175235 , 0.207357 , 0.204688 , 0.207851 , 0.206418 , 0.204787 , 0.172122 , 0.168366 , 0.170442 , 0.164462 , 0.16298 , 0.131451 , 0.149538 , 0.104123 , 0.126806 , 0.138221 , 0.112574 , 0.266559 , 0.14257 , 0.222182 , 0.260036 , 0.177508 , 0.184773 , 0.147709 , 0.16975 , 0.164215 , 0.139407 , 0.127992 , 0.136492 , 0.155567 , 0.160657 , 0.169009 , 0.178843 , 0.182944 , 0.169503 , 0.181511 , 0.091176 , 0.095821 , 0.152503 , 0.122704 , 0.127547 , 0.154233 , 0.137925 , 0.131204 , 0.143558 , 0.145387 , 0.112475 , 0.053173 , 0.131896 , 0.152602 , 0.0849 , 0.164759 , 0.193915 , 0.17563 , 0.1782 , 0.164462 , 0.156407 , 0.165154 , 0.195447 , 0.176866 , 0.158384 , 0.082132 , 0.12478 , 0.160262 , 0.11712 , 0.089001 , 0.160163 , 0.146375 , 0.167032 , 0.155468 , 0.1528 
 1119 , 0.148995 , 0.179041 , 0.185491 , 0.148296 , 0.166034 , 0.190866 , 0.191404 , 0.19049 , 0.196832 , 0.192317 , 0.165765 , 0.154209 , 0.162271 , 0.155714 , 0.154961 , 0.125345 , 0.138997 , 0.092987 , 0.117766 , 0.129376 , 0.102877 , 0.260096 , 0.131634 , 0.20898 , 0.247035 , 0.17071 , 0.175225 , 0.139642 , 0.162002 , 0.158885 , 0.128194 , 0.11438 , 0.127226 , 0.14491 , 0.146899 , 0.152489 , 0.166249 , 0.168882 , 0.156412 , 0.17071 , 0.083097 , 0.08729 , 0.14233 , 0.111854 , 0.125076 , 0.143781 , 0.127065 , 0.118572 , 0.133945 , 0.135934 , 0.105995 , 0.045311 , 0.124915 , 0.129914 , 0.073799 , 0.152865 , 0.187211 , 0.167324 , 0.166302 , 0.160874 , 0.15437 , 0.154746 , 0.182642 , 0.164045 , 0.151736 , 0.071971 , 0.11696 , 0.150876 , 0.111047 , 0.080464 , 0.148135 , 0.133676 , 0.150285 , 0.146522 , 0.141094 
 1120 , 0.139515 , 0.170982 , 0.175279 , 0.136496 , 0.156932 , 0.174872 , 0.17824 , 0.174872 , 0.185961 , 0.179865 , 0.159138 , 0.141895 , 0.153391 , 0.146249 , 0.146714 , 0.119368 , 0.128716 , 0.082617 , 0.108744 , 0.120471 , 0.093706 , 0.253658 , 0.120994 , 0.196818 , 0.234731 , 0.164131 , 0.167325 , 0.131967 , 0.154029 , 0.154087 , 0.117104 , 0.102183 , 0.117685 , 0.133883 , 0.13336 , 0.137134 , 0.153681 , 0.155016 , 0.144043 , 0.159835 , 0.075244 , 0.079947 , 0.132954 , 0.101312 , 0.121981 , 0.132896 , 0.116175 , 0.106305 , 0.124826 , 0.126858 , 0.099686 , 0.037912 , 0.118556 , 0.110485 , 0.063168 , 0.14085 , 0.179517 , 0.158326 , 0.154087 , 0.157571 , 0.151126 , 0.143985 , 0.17017 , 0.151475 , 0.14532 , 0.062993 , 0.109556 , 0.141547 , 0.104738 , 0.072863 , 0.136321 , 0.121633 , 0.134057 , 0.13725 , 0.130167 
 1121 , 0.131827 , 0.161357 , 0.162977 , 0.127404 , 0.147776 , 0.161233 , 0.165781 , 0.167027 , 0.169519 , 0.166964 , 0.151265 , 0.137247 , 0.140985 , 0.133011 , 0.136873 , 0.11376 , 0.119679 , 0.075508 , 0.09968 , 0.111455 , 0.086348 , 0.247643 , 0.111704 , 0.189268 , 0.225153 , 0.157993 , 0.166715 , 0.126095 , 0.144412 , 0.151576 , 0.106035 , 0.096378 , 0.106533 , 0.120738 , 0.120488 , 0.125971 , 0.140611 , 0.141982 , 0.134568 , 0.148897 , 0.067845 , 0.077813 , 0.126968 , 0.092017 , 0.116252 , 0.119928 , 0.105287 , 0.095381 , 0.117498 , 0.119554 , 0.093886 , 0.032334 , 0.114508 , 0.105661 , 0.054637 , 0.128214 , 0.16684 , 0.14572 , 0.139801 , 0.15519 , 0.141795 , 0.131017 , 0.158928 , 0.140238 , 0.139303 , 0.059247 , 0.103854 , 0.132139 , 0.097375 , 0.069153 , 0.125659 , 0.112389 , 0.120052 , 0.126345 , 0.122607 
