  time  ,30:50 AM,30:41 AM,30:32 AM,30:22 AM,30:13 AM,29:31 AM,29:21 AM,29:09 AM,29:00 AM,28:53 AM,27:52 AM,27:43 AM,27:33 AM,27:24 AM,27:16 AM,26:53 AM,26:41 AM,26:30 AM,26:21 AM,26:12 AM,24:24 AM,24:14 AM,24:04 AM,23:49 AM,23:42 AM,22:52 AM,22:44 AM,22:33 AM,22:24 AM,22:13 AM,21:06 AM,20:56 AM,20:46 AM,20:34 AM,20:19 AM,19:08 AM,18:56 AM,18:41 AM,18:29 AM,18:10 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 489 , 0.054139 , 0.071464 , 0.085774 , 0.080325 , 0.066042 , 0.036514 , 0.044708 , 0.056734 , 0.07372 , 0.077009 , 0.071492 , 0.090584 , 0.065648 , 0.063039 , 0.076954 , 0.094593 , 0.080121 , 0.083382 , 0.087676 , 0.082349 , 0.107394 , 0.10916 , 0.114229 , 0.094647 , 0.105301 , 0.092894 , 0.103929 , 0.087921 , 0.096658 , 0.074862 , 0.086032 , 0.087499 , 0.092283 , 0.1003 , 0.093519 , 0.078653 , 0.068869 , 0.053391 , 0.061694 , 0.066029 
 490 , 0.054421 , 0.07182 , 0.086239 , 0.080723 , 0.066332 , 0.036655 , 0.044881 , 0.056955 , 0.074016 , 0.077376 , 0.07178 , 0.090995 , 0.065926 , 0.06331 , 0.077295 , 0.095169 , 0.080534 , 0.083813 , 0.088176 , 0.082797 , 0.107785 , 0.109519 , 0.114736 , 0.095087 , 0.105806 , 0.093299 , 0.10441 , 0.088325 , 0.096998 , 0.075208 , 0.08636 , 0.087932 , 0.092702 , 0.100765 , 0.093908 , 0.079056 , 0.069205 , 0.053675 , 0.062023 , 0.066346 
 491 , 0.054788 , 0.072267 , 0.086774 , 0.081141 , 0.066661 , 0.036822 , 0.045103 , 0.057192 , 0.074347 , 0.077697 , 0.072091 , 0.091367 , 0.066161 , 0.063595 , 0.077656 , 0.095689 , 0.08106 , 0.084262 , 0.088692 , 0.083276 , 0.108211 , 0.109926 , 0.115289 , 0.095514 , 0.106333 , 0.093717 , 0.104793 , 0.088733 , 0.097364 , 0.075563 , 0.086707 , 0.088368 , 0.093177 , 0.101268 , 0.094379 , 0.079453 , 0.069592 , 0.053977 , 0.062352 , 0.066715 
 492 , 0.055155 , 0.072714 , 0.087297 , 0.081574 , 0.066964 , 0.036976 , 0.045311 , 0.057417 , 0.074666 , 0.078019 , 0.07239 , 0.091713 , 0.066398 , 0.063867 , 0.077992 , 0.096197 , 0.081574 , 0.084698 , 0.089209 , 0.083769 , 0.108639 , 0.110323 , 0.11583 , 0.095928 , 0.106835 , 0.094124 , 0.105165 , 0.089128 , 0.097705 , 0.075905 , 0.087041 , 0.088805 , 0.093639 , 0.101759 , 0.094824 , 0.07985 , 0.069967 , 0.054266 , 0.062668 , 0.067085 
 493 , 0.055508 , 0.073147 , 0.08782 , 0.08198 , 0.067281 , 0.037117 , 0.045534 , 0.057629 , 0.074973 , 0.078329 , 0.072691 , 0.092062 , 0.066623 , 0.06414 , 0.078342 , 0.096706 , 0.082088 , 0.085121 , 0.089712 , 0.084235 , 0.109043 , 0.110707 , 0.116359 , 0.09633 , 0.107351 , 0.094518 , 0.105526 , 0.089511 , 0.098049 , 0.076248 , 0.087377 , 0.089229 , 0.094102 , 0.10225 , 0.09527 , 0.080235 , 0.070328 , 0.054555 , 0.062985 , 0.067442 
 494 , 0.055884 , 0.073578 , 0.088337 , 0.082398 , 0.0676 , 0.037278 , 0.045683 , 0.057881 , 0.075294 , 0.078632 , 0.072975 , 0.092438 , 0.066929 , 0.064396 , 0.078645 , 0.097224 , 0.082492 , 0.085562 , 0.090173 , 0.084691 , 0.109395 , 0.111084 , 0.116875 , 0.096715 , 0.107867 , 0.094878 , 0.106031 , 0.089865 , 0.098377 , 0.076608 , 0.087774 , 0.089637 , 0.094463 , 0.102706 , 0.095723 , 0.080642 , 0.070723 , 0.054879 , 0.063324 , 0.067787 
 495 , 0.056243 , 0.073987 , 0.088854 , 0.082792 , 0.067925 , 0.037428 , 0.045832 , 0.05813 , 0.075619 , 0.078951 , 0.073237 , 0.092815 , 0.067229 , 0.064633 , 0.078951 , 0.097766 , 0.082885 , 0.086003 , 0.090633 , 0.085147 , 0.109742 , 0.111455 , 0.117383 , 0.097097 , 0.108364 , 0.095237 , 0.106531 , 0.090219 , 0.098702 , 0.076957 , 0.088171 , 0.090031 , 0.094822 , 0.103158 , 0.09616 , 0.081039 , 0.071096 , 0.055199 , 0.063669 , 0.068126 
 496 , 0.056588 , 0.074396 , 0.089357 , 0.083199 , 0.06825 , 0.037578 , 0.045981 , 0.058378 , 0.075932 , 0.079258 , 0.0735 , 0.093178 , 0.067516 , 0.064871 , 0.079245 , 0.098281 , 0.083266 , 0.086432 , 0.091094 , 0.085577 , 0.110077 , 0.111827 , 0.117892 , 0.09748 , 0.108875 , 0.095583 , 0.107031 , 0.09056 , 0.099016 , 0.077308 , 0.088569 , 0.090426 , 0.095169 , 0.103611 , 0.096598 , 0.081422 , 0.07147 , 0.055519 , 0.064002 , 0.068451 
 497 , 0.057012 , 0.074855 , 0.089869 , 0.083623 , 0.068609 , 0.037728 , 0.046149 , 0.058613 , 0.076229 , 0.079593 , 0.073787 , 0.093552 , 0.067795 , 0.065099 , 0.079552 , 0.098837 , 0.08369 , 0.086879 , 0.091603 , 0.086052 , 0.110487 , 0.112222 , 0.118415 , 0.097889 , 0.10942 , 0.095967 , 0.107511 , 0.090936 , 0.099397 , 0.077671 , 0.088988 , 0.090856 , 0.095594 , 0.104055 , 0.097102 , 0.081821 , 0.071825 , 0.055811 , 0.064352 , 0.068809 
 498 , 0.05747 , 0.075343 , 0.09039 , 0.084073 , 0.068985 , 0.037865 , 0.046341 , 0.058856 , 0.076516 , 0.079941 , 0.07409 , 0.093922 , 0.068052 , 0.065334 , 0.079861 , 0.099426 , 0.084153 , 0.087365 , 0.092163 , 0.086525 , 0.110942 , 0.112648 , 0.118965 , 0.098334 , 0.109996 , 0.096374 , 0.107983 , 0.091323 , 0.099813 , 0.078075 , 0.089444 , 0.091336 , 0.096081 , 0.104504 , 0.097641 , 0.082233 , 0.072157 , 0.056111 , 0.06472 , 0.069199 
 499 , 0.057927 , 0.075829 , 0.09091 , 0.084521 , 0.069347 , 0.038001 , 0.04652 , 0.059085 , 0.076801 , 0.080275 , 0.074392 , 0.094291 , 0.068309 , 0.065554 , 0.080168 , 0.100014 , 0.084614 , 0.087835 , 0.09272 , 0.08701 , 0.111381 , 0.113058 , 0.119514 , 0.098776 , 0.110569 , 0.096766 , 0.108453 , 0.091709 , 0.100227 , 0.078478 , 0.089885 , 0.091815 , 0.096553 , 0.104939 , 0.098191 , 0.082631 , 0.072488 , 0.056396 , 0.065088 , 0.069573 
 500 , 0.058419 , 0.076329 , 0.091449 , 0.084978 , 0.069739 , 0.038158 , 0.046714 , 0.059336 , 0.0771 , 0.080647 , 0.074708 , 0.094677 , 0.068596 , 0.06582 , 0.080501 , 0.100616 , 0.085098 , 0.08834 , 0.093282 , 0.087542 , 0.111856 , 0.113504 , 0.12008 , 0.099248 , 0.111165 , 0.097201 , 0.108946 , 0.092113 , 0.100656 , 0.07888 , 0.090346 , 0.092312 , 0.097042 , 0.105412 , 0.098756 , 0.083078 , 0.072848 , 0.056745 , 0.065474 , 0.069978 
 501 , 0.059188 , 0.076919 , 0.09209 , 0.085526 , 0.070195 , 0.038366 , 0.046947 , 0.059625 , 0.077436 , 0.081083 , 0.075128 , 0.095127 , 0.068948 , 0.06619 , 0.080897 , 0.101267 , 0.085658 , 0.088934 , 0.093854 , 0.088258 , 0.112368 , 0.114012 , 0.120736 , 0.099782 , 0.11185 , 0.097687 , 0.109516 , 0.092554 , 0.101095 , 0.079319 , 0.090817 , 0.092886 , 0.097581 , 0.105989 , 0.099424 , 0.083709 , 0.073351 , 0.057318 , 0.065964 , 0.070473 
 502 , 0.059955 , 0.077509 , 0.092719 , 0.086074 , 0.070652 , 0.038576 , 0.047167 , 0.059916 , 0.07776 , 0.08152 , 0.075523 , 0.095579 , 0.069301 , 0.066548 , 0.081295 , 0.101907 , 0.08622 , 0.089529 , 0.094427 , 0.08896 , 0.112894 , 0.114509 , 0.121367 , 0.100305 , 0.112537 , 0.09816 , 0.110075 , 0.092997 , 0.101536 , 0.079746 , 0.09129 , 0.093448 , 0.098107 , 0.106567 , 0.100093 , 0.084327 , 0.073842 , 0.057877 , 0.066455 , 0.070969 
 503 , 0.060708 , 0.078085 , 0.093334 , 0.086608 , 0.071094 , 0.038771 , 0.047387 , 0.060205 , 0.078085 , 0.081943 , 0.075931 , 0.09603 , 0.069654 , 0.066905 , 0.081692 , 0.102531 , 0.086767 , 0.09011 , 0.094999 , 0.089661 , 0.113394 , 0.115006 , 0.121996 , 0.100814 , 0.113209 , 0.098646 , 0.110632 , 0.093427 , 0.101963 , 0.080172 , 0.091762 , 0.094008 , 0.09862 , 0.10713 , 0.100734 , 0.08493 , 0.074332 , 0.058421 , 0.066932 , 0.071451 
 504 , 0.061617 , 0.078981 , 0.093999 , 0.087215 , 0.071616 , 0.03897 , 0.047599 , 0.060471 , 0.07844 , 0.08234 , 0.07624 , 0.096371 , 0.069996 , 0.067203 , 0.08205 , 0.103182 , 0.08732 , 0.0906 , 0.095567 , 0.090284 , 0.113853 , 0.115434 , 0.122601 , 0.101364 , 0.113814 , 0.099098 , 0.111153 , 0.093802 , 0.102326 , 0.080548 , 0.092274 , 0.094606 , 0.099138 , 0.107714 , 0.101377 , 0.085515 , 0.074818 , 0.058929 , 0.0674 , 0.071827 
 505 , 0.06259 , 0.080041 , 0.094706 , 0.087846 , 0.072143 , 0.039173 , 0.047819 , 0.060737 , 0.078779 , 0.082735 , 0.076532 , 0.09669 , 0.07033 , 0.067478 , 0.082406 , 0.103826 , 0.087886 , 0.091092 , 0.096138 , 0.090895 , 0.114286 , 0.11585 , 0.123195 , 0.101907 , 0.114417 , 0.099555 , 0.111658 , 0.09418 , 0.102682 , 0.080895 , 0.092801 , 0.095205 , 0.099647 , 0.108294 , 0.101999 , 0.086099 , 0.075297 , 0.05941 , 0.067846 , 0.072169 
 506 , 0.06356 , 0.081098 , 0.095398 , 0.088477 , 0.072669 , 0.039376 , 0.048027 , 0.06099 , 0.079132 , 0.083116 , 0.076825 , 0.097024 , 0.070664 , 0.067767 , 0.082749 , 0.104469 , 0.088425 , 0.091558 , 0.096683 , 0.091479 , 0.114719 , 0.116266 , 0.123777 , 0.102437 , 0.115008 , 0.099986 , 0.112163 , 0.094546 , 0.103027 , 0.081255 , 0.093301 , 0.095792 , 0.100143 , 0.10886 , 0.102608 , 0.086669 , 0.075763 , 0.059902 , 0.068291 , 0.072525 
 507 , 0.064608 , 0.082176 , 0.096107 , 0.089096 , 0.073215 , 0.039558 , 0.048217 , 0.061233 , 0.079442 , 0.083497 , 0.077127 , 0.097376 , 0.070952 , 0.068035 , 0.083131 , 0.10512 , 0.088978 , 0.092052 , 0.097246 , 0.092105 , 0.115141 , 0.116697 , 0.124363 , 0.102949 , 0.115625 , 0.100398 , 0.112629 , 0.094943 , 0.103407 , 0.08164 , 0.093858 , 0.096408 , 0.100647 , 0.109437 , 0.103289 , 0.087252 , 0.076289 , 0.060448 , 0.068781 , 0.072915 
 508 , 0.065694 , 0.083267 , 0.09687 , 0.089716 , 0.073802 , 0.03974 , 0.048396 , 0.061477 , 0.079742 , 0.08388 , 0.077405 , 0.097771 , 0.071217 , 0.068318 , 0.083541 , 0.105813 , 0.089507 , 0.092549 , 0.097823 , 0.092745 , 0.115552 , 0.117132 , 0.124991 , 0.103437 , 0.116283 , 0.100761 , 0.113072 , 0.095382 , 0.103842 , 0.082079 , 0.094455 , 0.097079 , 0.101178 , 0.110017 , 0.104025 , 0.087836 , 0.076883 , 0.06106 , 0.069297 , 0.073345 
 509 , 0.066778 , 0.084355 , 0.097632 , 0.09031 , 0.074374 , 0.039923 , 0.048575 , 0.061722 , 0.080029 , 0.084238 , 0.077697 , 0.098167 , 0.071482 , 0.068576 , 0.083951 , 0.106493 , 0.090036 , 0.093059 , 0.098388 , 0.093372 , 0.115978 , 0.117568 , 0.125608 , 0.103913 , 0.116917 , 0.101124 , 0.113516 , 0.095808 , 0.104265 , 0.082505 , 0.095053 , 0.097737 , 0.101698 , 0.110584 , 0.10476 , 0.08842 , 0.077462 , 0.06167 , 0.069814 , 0.073775 
 510 , 0.0679 , 0.08546 , 0.0984 , 0.090928 , 0.074955 , 0.040107 , 0.048751 , 0.061964 , 0.080318 , 0.084614 , 0.077988 , 0.098543 , 0.07174 , 0.06885 , 0.084341 , 0.107174 , 0.090576 , 0.09357 , 0.098959 , 0.094013 , 0.116403 , 0.118017 , 0.126244 , 0.104414 , 0.117575 , 0.101498 , 0.113956 , 0.096239 , 0.104687 , 0.082935 , 0.09564 , 0.098387 , 0.102227 , 0.111157 , 0.105481 , 0.089001 , 0.07804 , 0.062289 , 0.070334 , 0.074213 
 511 , 0.0689 , 0.086323 , 0.099176 , 0.09161 , 0.075619 , 0.040329 , 0.048989 , 0.062258 , 0.080658 , 0.085034 , 0.078314 , 0.098928 , 0.072064 , 0.069147 , 0.084708 , 0.107927 , 0.091206 , 0.094162 , 0.099592 , 0.094761 , 0.116912 , 0.118565 , 0.126965 , 0.105023 , 0.118292 , 0.101949 , 0.114451 , 0.096689 , 0.10514 , 0.083406 , 0.096272 , 0.099045 , 0.102796 , 0.111794 , 0.10626 , 0.089696 , 0.078614 , 0.063014 , 0.070918 , 0.074759 
 512 , 0.069886 , 0.087152 , 0.099952 , 0.092283 , 0.076292 , 0.040549 , 0.049221 , 0.062542 , 0.080993 , 0.085459 , 0.078636 , 0.099314 , 0.072386 , 0.069456 , 0.085082 , 0.10869 , 0.091827 , 0.094757 , 0.100226 , 0.095512 , 0.117414 , 0.119107 , 0.127675 , 0.10563 , 0.119003 , 0.102387 , 0.114953 , 0.09714 , 0.105604 , 0.083897 , 0.096892 , 0.099692 , 0.103377 , 0.112427 , 0.107023 , 0.090395 , 0.079183 , 0.063753 , 0.071487 , 0.075316 
 513 , 0.070859 , 0.087981 , 0.100729 , 0.092968 , 0.076966 , 0.040768 , 0.049453 , 0.062825 , 0.081315 , 0.085885 , 0.078971 , 0.0997 , 0.072708 , 0.069752 , 0.085442 , 0.10944 , 0.092448 , 0.095338 , 0.100846 , 0.09625 , 0.117929 , 0.119648 , 0.128398 , 0.106237 , 0.119713 , 0.102838 , 0.115455 , 0.097604 , 0.106054 , 0.084375 , 0.097526 , 0.100338 , 0.103945 , 0.113059 , 0.107799 , 0.09108 , 0.079752 , 0.064479 , 0.07207 , 0.075859 
 514 , 0.072056 , 0.088936 , 0.101579 , 0.09368 , 0.077726 , 0.04102 , 0.049727 , 0.063127 , 0.081662 , 0.086342 , 0.079368 , 0.100146 , 0.073059 , 0.070075 , 0.085846 , 0.110234 , 0.093133 , 0.095961 , 0.10154 , 0.097122 , 0.118498 , 0.120154 , 0.129148 , 0.106898 , 0.12048 , 0.103352 , 0.116022 , 0.098034 , 0.106506 , 0.084856 , 0.098229 , 0.10111 , 0.104538 , 0.113754 , 0.108657 , 0.091816 , 0.080398 , 0.065356 , 0.07276 , 0.076409 
 515 , 0.0733 , 0.089929 , 0.102446 , 0.094392 , 0.078508 , 0.041284 , 0.050002 , 0.063433 , 0.082006 , 0.086809 , 0.0798 , 0.100592 , 0.073431 , 0.07039 , 0.086261 , 0.111047 , 0.093844 , 0.096572 , 0.10225 , 0.098021 , 0.119087 , 0.120666 , 0.129894 , 0.107588 , 0.121254 , 0.103881 , 0.116594 , 0.098465 , 0.106962 , 0.085347 , 0.098948 , 0.10191 , 0.105147 , 0.114466 , 0.109546 , 0.092565 , 0.081066 , 0.066265 , 0.073457 , 0.076968 
 516 , 0.074561 , 0.090911 , 0.103327 , 0.095106 , 0.079292 , 0.041548 , 0.050278 , 0.06374 , 0.082351 , 0.087278 , 0.08022 , 0.101053 , 0.073803 , 0.070719 , 0.086664 , 0.111848 , 0.094544 , 0.097197 , 0.102961 , 0.098923 , 0.119677 , 0.12118 , 0.130655 , 0.108267 , 0.122016 , 0.104425 , 0.117181 , 0.09891 , 0.107418 , 0.08584 , 0.099668 , 0.1027 , 0.105758 , 0.115181 , 0.110437 , 0.093316 , 0.081736 , 0.067177 , 0.074169 , 0.077515 
 517 , 0.075983 , 0.092042 , 0.104325 , 0.095897 , 0.080152 , 0.041827 , 0.050568 , 0.064066 , 0.082713 , 0.087783 , 0.080648 , 0.101542 , 0.07418 , 0.071044 , 0.087129 , 0.11274 , 0.095296 , 0.097844 , 0.103698 , 0.099843 , 0.120306 , 0.12173 , 0.131452 , 0.108977 , 0.122854 , 0.104952 , 0.117771 , 0.099399 , 0.107932 , 0.086371 , 0.100418 , 0.103528 , 0.106403 , 0.115915 , 0.111368 , 0.094133 , 0.082425 , 0.068143 , 0.074899 , 0.078139 
 518 , 0.077836 , 0.093623 , 0.105826 , 0.096893 , 0.081158 , 0.042142 , 0.050853 , 0.06443 , 0.08312 , 0.088326 , 0.081054 , 0.10206 , 0.074566 , 0.071388 , 0.087659 , 0.1137 , 0.096095 , 0.098541 , 0.104492 , 0.100765 , 0.120986 , 0.122333 , 0.132273 , 0.109711 , 0.123759 , 0.105473 , 0.118383 , 0.099941 , 0.108521 , 0.08694 , 0.101209 , 0.104375 , 0.107082 , 0.116669 , 0.112314 , 0.095023 , 0.083147 , 0.069178 , 0.075652 , 0.07883 
 519 , 0.079692 , 0.095193 , 0.107316 , 0.097863 , 0.082153 , 0.042445 , 0.051138 , 0.06478 , 0.083514 , 0.088856 , 0.081472 , 0.102563 , 0.074952 , 0.071718 , 0.088188 , 0.114647 , 0.096881 , 0.099225 , 0.10526 , 0.101686 , 0.121652 , 0.122935 , 0.133107 , 0.110445 , 0.124663 , 0.105994 , 0.118981 , 0.100482 , 0.109083 , 0.087508 , 0.102 , 0.105208 , 0.107748 , 0.117423 , 0.113247 , 0.0959 , 0.083855 , 0.070213 , 0.076405 , 0.079495 
 520 , 0.081567 , 0.096775 , 0.108812 , 0.098831 , 0.083139 , 0.042742 , 0.051426 , 0.065141 , 0.083898 , 0.089387 , 0.081868 , 0.103062 , 0.075345 , 0.072057 , 0.088693 , 0.115598 , 0.097652 , 0.099905 , 0.106036 , 0.102604 , 0.122291 , 0.123523 , 0.133923 , 0.11117 , 0.125553 , 0.106494 , 0.119567 , 0.101019 , 0.109651 , 0.088064 , 0.102774 , 0.106036 , 0.108406 , 0.118178 , 0.11417 , 0.096775 , 0.08458 , 0.071232 , 0.077139 , 0.080165 
 521 , 0.08385 , 0.098744 , 0.110704 , 0.100159 , 0.084191 , 0.043032 , 0.051704 , 0.065471 , 0.084269 , 0.089889 , 0.082265 , 0.10346 , 0.075715 , 0.072401 , 0.089142 , 0.11656 , 0.098377 , 0.100552 , 0.106813 , 0.103591 , 0.122743 , 0.124092 , 0.134768 , 0.111909 , 0.126423 , 0.106944 , 0.12007 , 0.101547 , 0.110128 , 0.088592 , 0.103526 , 0.106827 , 0.10904 , 0.118944 , 0.115079 , 0.097605 , 0.085435 , 0.072309 , 0.077864 , 0.080798 
 522 , 0.086205 , 0.100769 , 0.112685 , 0.101529 , 0.085235 , 0.043312 , 0.051977 , 0.065807 , 0.084645 , 0.090387 , 0.082639 , 0.10385 , 0.076098 , 0.072742 , 0.089574 , 0.117509 , 0.099091 , 0.101202 , 0.107586 , 0.104558 , 0.123199 , 0.124654 , 0.1356 , 0.112633 , 0.127289 , 0.107376 , 0.120564 , 0.102054 , 0.110601 , 0.089115 , 0.104269 , 0.107599 , 0.109657 , 0.119698 , 0.115962 , 0.098436 , 0.086284 , 0.073371 , 0.078562 , 0.08142 
 523 , 0.088562 , 0.102808 , 0.114654 , 0.102887 , 0.086253 , 0.043579 , 0.05225 , 0.066129 , 0.084994 , 0.090871 , 0.083026 , 0.104238 , 0.076467 , 0.073069 , 0.089992 , 0.118432 , 0.099791 , 0.101837 , 0.108331 , 0.105511 , 0.12364 , 0.125214 , 0.136417 , 0.113342 , 0.128127 , 0.107806 , 0.121043 , 0.102559 , 0.11106 , 0.089624 , 0.104999 , 0.108357 , 0.110273 , 0.120439 , 0.116832 , 0.09924 , 0.087106 , 0.074407 , 0.079261 , 0.082029 
 524 , 0.091025 , 0.104922 , 0.116704 , 0.104554 , 0.087373 , 0.043884 , 0.052566 , 0.066476 , 0.085351 , 0.091393 , 0.08342 , 0.104685 , 0.076839 , 0.073437 , 0.09046 , 0.119357 , 0.100587 , 0.102518 , 0.109099 , 0.106472 , 0.124243 , 0.125767 , 0.137273 , 0.114077 , 0.12905 , 0.10831 , 0.121603 , 0.10307 , 0.11162 , 0.090184 , 0.105736 , 0.109164 , 0.110911 , 0.12117 , 0.117741 , 0.100075 , 0.087899 , 0.075447 , 0.079992 , 0.082645 
 525 , 0.093558 , 0.107096 , 0.118793 , 0.106544 , 0.088558 , 0.04422 , 0.052903 , 0.066837 , 0.08569 , 0.091913 , 0.083835 , 0.105162 , 0.07723 , 0.073823 , 0.09094 , 0.120279 , 0.101413 , 0.103215 , 0.109859 , 0.107452 , 0.124884 , 0.126332 , 0.138133 , 0.114819 , 0.129976 , 0.108846 , 0.122174 , 0.103583 , 0.112201 , 0.090769 , 0.106478 , 0.109991 , 0.11157 , 0.121885 , 0.118661 , 0.100913 , 0.088651 , 0.07648 , 0.08073 , 0.083256 
 526 , 0.096097 , 0.109262 , 0.120885 , 0.10855 , 0.089718 , 0.04453 , 0.053241 , 0.067183 , 0.086041 , 0.092433 , 0.084236 , 0.105638 , 0.077607 , 0.074194 , 0.091418 , 0.121175 , 0.102211 , 0.103911 , 0.110619 , 0.108405 , 0.125511 , 0.126894 , 0.138979 , 0.115535 , 0.130901 , 0.109354 , 0.12273 , 0.104083 , 0.11278 , 0.091339 , 0.107206 , 0.11079 , 0.112214 , 0.122598 , 0.119554 , 0.101737 , 0.089402 , 0.077489 , 0.081455 , 0.083854 
 527 , 0.098638 , 0.111429 , 0.12298 , 0.110558 , 0.090862 , 0.044857 , 0.05357 , 0.06751 , 0.0864 , 0.092948 , 0.084645 , 0.106109 , 0.077991 , 0.074559 , 0.091905 , 0.122096 , 0.102994 , 0.104578 , 0.111377 , 0.109344 , 0.126109 , 0.127455 , 0.139825 , 0.116274 , 0.131799 , 0.109872 , 0.123271 , 0.104604 , 0.11333 , 0.091905 , 0.107931 , 0.111575 , 0.112855 , 0.123323 , 0.120419 , 0.102532 , 0.090149 , 0.078467 , 0.082189 , 0.084486 
 528 , 0.101182 , 0.113557 , 0.125072 , 0.112565 , 0.091993 , 0.045177 , 0.053916 , 0.067851 , 0.086784 , 0.093447 , 0.085052 , 0.106589 , 0.078401 , 0.074924 , 0.092403 , 0.123036 , 0.103746 , 0.105227 , 0.112155 , 0.110304 , 0.126672 , 0.12802 , 0.140713 , 0.11702 , 0.132701 , 0.11037 , 0.12379 , 0.105135 , 0.113861 , 0.092456 , 0.108651 , 0.112367 , 0.113504 , 0.124067 , 0.121225 , 0.103297 , 0.090909 , 0.07942 , 0.082936 , 0.085171 
 529 , 0.103717 , 0.1157 , 0.127167 , 0.114575 , 0.093098 , 0.045496 , 0.054249 , 0.068178 , 0.087179 , 0.093959 , 0.085445 , 0.107067 , 0.078784 , 0.075275 , 0.092899 , 0.123963 , 0.104498 , 0.105862 , 0.112933 , 0.111251 , 0.12722 , 0.128584 , 0.141573 , 0.117766 , 0.133589 , 0.110867 , 0.124294 , 0.105664 , 0.114376 , 0.092992 , 0.109358 , 0.113158 , 0.114138 , 0.124797 , 0.12203 , 0.104061 , 0.091655 , 0.08036 , 0.083657 , 0.085842 
 530 , 0.106261 , 0.117825 , 0.129269 , 0.116591 , 0.094193 , 0.045804 , 0.054583 , 0.068507 , 0.08755 , 0.094445 , 0.085839 , 0.107534 , 0.079182 , 0.075628 , 0.093371 , 0.12488 , 0.105227 , 0.106486 , 0.113687 , 0.112175 , 0.12777 , 0.12915 , 0.142437 , 0.118488 , 0.134467 , 0.111367 , 0.1248 , 0.106181 , 0.114881 , 0.093517 , 0.110054 , 0.113913 , 0.114761 , 0.125516 , 0.122824 , 0.104816 , 0.09239 , 0.081277 , 0.08438 , 0.086502 
 531 , 0.108544 , 0.119845 , 0.131252 , 0.118451 , 0.09557 , 0.046145 , 0.054896 , 0.068826 , 0.087895 , 0.094893 , 0.086209 , 0.107987 , 0.079556 , 0.075944 , 0.093844 , 0.125781 , 0.105928 , 0.10707 , 0.1144 , 0.113006 , 0.128304 , 0.129711 , 0.143256 , 0.119141 , 0.135275 , 0.111864 , 0.125369 , 0.106685 , 0.11541 , 0.094043 , 0.110709 , 0.114639 , 0.11533 , 0.126206 , 0.123576 , 0.10553 , 0.093034 , 0.082119 , 0.084974 , 0.087005 
 532 , 0.110799 , 0.121806 , 0.133198 , 0.120277 , 0.097067 , 0.046473 , 0.055207 , 0.069138 , 0.088227 , 0.095339 , 0.086579 , 0.108433 , 0.079945 , 0.076263 , 0.094289 , 0.126671 , 0.106625 , 0.107635 , 0.115106 , 0.11383 , 0.128838 , 0.130274 , 0.144059 , 0.119772 , 0.136069 , 0.112354 , 0.125927 , 0.107197 , 0.11593 , 0.094568 , 0.111344 , 0.115345 , 0.11589 , 0.126884 , 0.124331 , 0.106226 , 0.093651 , 0.082936 , 0.085555 , 0.087496 
 533 , 0.113056 , 0.123782 , 0.135146 , 0.122105 , 0.098552 , 0.046801 , 0.055517 , 0.069436 , 0.088558 , 0.095784 , 0.086935 , 0.108878 , 0.080321 , 0.076582 , 0.094733 , 0.127548 , 0.107308 , 0.108186 , 0.115798 , 0.11464 , 0.129357 , 0.130821 , 0.144847 , 0.120402 , 0.136849 , 0.112843 , 0.12647 , 0.107694 , 0.116436 , 0.095065 , 0.111965 , 0.11605 , 0.11645 , 0.127561 , 0.125059 , 0.106909 , 0.094267 , 0.083754 , 0.086123 , 0.087986 
 534 , 0.115156 , 0.125626 , 0.136936 , 0.123812 , 0.099964 , 0.047121 , 0.055831 , 0.069755 , 0.088921 , 0.096257 , 0.08732 , 0.109301 , 0.080705 , 0.076931 , 0.095176 , 0.128427 , 0.108007 , 0.108834 , 0.116516 , 0.115449 , 0.129894 , 0.131401 , 0.145632 , 0.121064 , 0.137629 , 0.113315 , 0.127013 , 0.108167 , 0.11693 , 0.09559 , 0.112622 , 0.116716 , 0.117023 , 0.128227 , 0.125812 , 0.10758 , 0.09487 , 0.084533 , 0.08668 , 0.088534 
 535 , 0.117052 , 0.127272 , 0.138509 , 0.125348 , 0.1013 , 0.047417 , 0.056141 , 0.070089 , 0.089315 , 0.09673 , 0.087725 , 0.109717 , 0.081098 , 0.077304 , 0.095635 , 0.129303 , 0.108741 , 0.10953 , 0.117252 , 0.116237 , 0.130425 , 0.131989 , 0.146431 , 0.121741 , 0.138428 , 0.113792 , 0.127553 , 0.108634 , 0.117412 , 0.096129 , 0.113311 , 0.117386 , 0.117599 , 0.128889 , 0.126604 , 0.108247 , 0.095461 , 0.08532 , 0.087231 , 0.089115 
