DHT_00005.ref_DHT_DARK.spu,DHT_00004.ref_DHT_DARK.spu,DHT_00003.ref_DHT_DARK.spu,
Wavelength,DHT_00010_B1_NP.spu,DHT_00011_B1_NP.spu,DHT_00012_B1_NP.spu,DHT_00013_B1_NP.spu,DHT_00014_B1_NP.spu,DHT_00015_B1_P.spu,DHT_00016_B1_P.spu,DHT_00017_B1_P.spu,DHT_00018_B1_P.spu,DHT_00019_B1_P.spu,DHT_00020_B1_CT2.spu,DHT_00021_B1_CT2.spu,DHT_00022_B1_CT2.spu,DHT_00023_B1_CT2.spu,DHT_00024_B1_CT2.spu,DHT_00025_B1_CT1.spu,DHT_00026_B1_CT1.spu,DHT_00027_B1_CT1.spu,DHT_00028_B1_CT1.spu,DHT_00029_B1_CT1.spu,DHT_00030_B1_N.spu,DHT_00031_B1_N.spu,DHT_00032_B1_N.spu,DHT_00033_B1_N.spu,DHT_00034_B1_N.spu,DHT_00035_B1_EXNP-SF.spu,DHT_00036_B1_EXNP-SF.spu,DHT_00037_B1_EXNP-SF.spu,DHT_00038_B1_EXNP-SF.spu,DHT_00039_B1_EXNP-SF.spu,DHT_00040_B1_EXNP-LF.spu,DHT_00041_B1_EXNP-LF.spu,DHT_00042_B1_EXNP-LF.spu,DHT_00043_B1_EXNP-LF.spu,DHT_00044_B1_EXNP-LF.spu,DHT_00045_B1_EXCT-SF.spu,DHT_00046_B1_EXCT-SF.spu,DHT_00047_B1_EXCT-SF.spu,DHT_00048_B1_EXCT-SF.spu,DHT_00049_B1_EXCT-SF.spu,DHT_00050_B1_EXCT-LF.spu,DHT_00051_B1_EXCT-LF.spu,DHT_00052_B1_EXCT-LF.spu,DHT_00053_B1_EXCT-LF.spu,DHT_00054_B1_EXCT-LF.spu,DHT_00055_B2_NP.spu,DHT_00056_B2_NP.spu,DHT_00057_B2_NP.spu,DHT_00058_B2_NP.spu,DHT_00059_B2_NP.spu,DHT_00060_B2_CT2.spu,DHT_00061_B2_CT2.spu,DHT_00062_B2_CT2.spu,DHT_00063_B2_CT2.spu,DHT_00064_B2_CT2.spu,DHT_00065_B2_EXCT-LF.spu,DHT_00066_B2_EXCT-LF.spu,DHT_00067_B2_EXCT-LF.spu,DHT_00068_B2_EXCT-LF.spu,DHT_00069_B2_EXCT-LF.spu,DHT_00070_B2_EXCT-SF.spu,DHT_00071_B2_EXCT-SF.spu,DHT_00072_B2_EXCT-SF.spu,DHT_00073_B2_EXCT-SF.spu,DHT_00074_B2_EXCT-SF.spu,DHT_00075_B2_CT1.spu,DHT_00076_B2_CT1.spu,DHT_00077_B2_CT1.spu,DHT_00078_B2_CT1.spu,DHT_00079_B2_CT1.spu,DHT_00080_B2_N.spu,DHT_00081_B2_N.spu,DHT_00082_B2_N.spu,DHT_00083_B2_N.spu,DHT_00084_B2_N.spu,DHT_00085_B2_P.spu,DHT_00086_B2_P.spu,DHT_00087_B2_P.spu,DHT_00088_B2_P.spu,DHT_00089_B2_P.spu,DHT_00090_B2_EXNP-LF.spu,DHT_00091_B2_EXNP-LF.spu,DHT_00092_B2_EXNP-LF.spu,DHT_00093_B2_EXNP-LF.spu,DHT_00094_B2_EXNP-LF.spu,DHT_00095_B2_EXNP-SF.spu,DHT_00096_B2_EXNP-SF.spu,DHT_00097_B2_EXNP-SF.spu,DHT_00098_B2_EXNP-SF.spu,DHT_00099_B2_EXNP-SF.spu,DHT_00100_B3_NP.spu,DHT_00101_B3_NP.spu,DHT_00102_B3_NP.spu,DHT_00103_B3_NP.spu,DHT_00104_B3_NP.spu,DHT_00105_B3_CT2.spu,DHT_00106_B3_CT2.spu,DHT_00107_B3_CT2.spu,DHT_00108_B3_CT2.spu,DHT_00109_B3_CT2.spu,DHT_00110_B3_EXCT-L.spu,DHT_00111_B3_EXCT-L.spu,DHT_00112_B3_EXCT-L.spu,DHT_00113_B3_EXCT-L.spu,DHT_00114_B3_EXCT-L.spu,DHT_00115_B3_EXCT-S.spu,DHT_00116_B3_EXCT-S.spu,DHT_00117_B3_EXCT-S.spu,DHT_00118_B3_EXCT-S.spu,DHT_00119_B3_EXCT-S.spu,DHT_00120_B3_CT1.spu,DHT_00121_B3_CT1.spu,DHT_00122_B3_CT1.spu,DHT_00123_B3_CT1.spu,DHT_00124_B3_CT1.spu,DHT_00125_B3_N.spu,DHT_00126_B3_N.spu,DHT_00127_B3_N.spu,DHT_00128_B3_N.spu,DHT_00129_B3_N.spu,DHT_00130_B3_EXNP-L.spu,DHT_00131_B3_EXNP-L.spu,DHT_00132_B3_EXNP-L.spu,DHT_00133_B3_EXNP-L.spu,DHT_00134_B3_EXNP-L.spu,DHT_00135_B3_EXNP-S.spu,DHT_00136_B3_EXNP-S.spu,DHT_00137_B3_EXNP-S.spu,DHT_00138_B3_EXNP-S.spu,DHT_00139_B3_EXNP-S.spu,DHT_00140_B3_P.spu,DHT_00141_B3_P.spu,DHT_00142_B3_P.spu,DHT_00143_B3_P.spu,DHT_00144_B3_P.spu
 713 , 0.194644 , 0.349022 , 0.217318 , 0.284413 , 0.29638 , 0.203583 , 0.207811 , 0.164787 , 0.227567 , 0.211285 , 0.264162 , 0.257103 , 0.247274 , 0.274275 , 0.263185 , 0.279171 , 0.273002 , 0.245395 , 0.239114 , 0.270034 , 0.160584 , 0.192073 , 0.220409 , 0.185174 , 0.173714 , 0.204967 , 0.213881 , 0.247917 , 0.160287 , 0.165331 , 0.159558 , 0.216057 , 0.28853 , 0.206735 , 0.297666 , 0.215699 , 0.263779 , 0.249017 , 0.243318 , 0.241191 , 0.255916 , 0.247398 , 0.253381 , 0.236493 , 0.28644 , 0.23318 , 0.285093 , 0.25599 , 0.276995 , 0.258512 , 0.243812 , 0.245185 , 0.258537 , 0.246878 , 0.250439 , 0.213226 , 0.233081 , 0.246273 , 0.278837 , 0.266585 , 0.254717 , 0.232525 , 0.24495 , 0.229644 , 0.229162 , 0.251811 , 0.261627 , 0.253752 , 0.258895 , 0.260589 , 0.161041 , 0.166073 , 0.166358 , 0.162377 , 0.155985 , 0.243033 , 0.232846 , 0.249301 , 0.203929 , 0.20974 , 0.111799 , 0.130344 , 0.224761 , 0.212138 , 0.243627 , 0.119662 , 0.166506 , 0.185372 , 0.288369 , 0.165801 , 0.190466 , 0.180798 , 0.203051 , 0.179636 , 0.160127 , 0.255743 , 0.311822 , 0.221089 , 0.253925 , 0.26907 , 0.214091 , 0.266783 , 0.283127 , 0.282657 , 0.23428 , 0.303056 , 0.292869 , 0.248659 , 0.277699 , 0.26483 , 0.236877 , 0.245926 , 0.267871 , 0.253344 , 0.232191 , 0.121603 , 0.161029 , 0.185867 , 0.159991 , 0.233749 , 0.122654 , 0.209208 , 0.216762 , 0.215328 , 0.230819 , 0.302277 , 0.269404 , 0.170215 , 0.156467 , 0.082462 , 0.262926 , 0.250365 , 0.221039 , 0.246013 , 0.241426 
 714 , 0.201946 , 0.355052 , 0.223804 , 0.287396 , 0.300449 , 0.205862 , 0.209975 , 0.167256 , 0.231267 , 0.213053 , 0.269047 , 0.261573 , 0.251524 , 0.281029 , 0.269047 , 0.286768 , 0.28183 , 0.251056 , 0.244973 , 0.2772 , 0.1635 , 0.194914 , 0.224235 , 0.18957 , 0.177317 , 0.206453 , 0.218829 , 0.254775 , 0.164103 , 0.170864 , 0.16116 , 0.2216 , 0.29226 , 0.209741 , 0.302161 , 0.219038 , 0.268752 , 0.253987 , 0.246968 , 0.246303 , 0.260415 , 0.251647 , 0.257829 , 0.241229 , 0.29391 , 0.235096 , 0.287741 , 0.261462 , 0.281387 , 0.261893 , 0.249652 , 0.251807 , 0.265587 , 0.252805 , 0.255021 , 0.217043 , 0.236439 , 0.251819 , 0.286756 , 0.271904 , 0.260538 , 0.237042 , 0.249307 , 0.234702 , 0.232917 , 0.258863 , 0.267816 , 0.261745 , 0.266301 , 0.268382 , 0.16595 , 0.17212 , 0.171541 , 0.163697 , 0.15717 , 0.247694 , 0.235934 , 0.255243 , 0.206207 , 0.213016 , 0.11253 , 0.130829 , 0.225479 , 0.213152 , 0.245194 , 0.120682 , 0.167022 , 0.187944 , 0.299464 , 0.171677 , 0.195727 , 0.187538 , 0.206391 , 0.183154 , 0.165224 , 0.259134 , 0.314747 , 0.228114 , 0.260624 , 0.273259 , 0.216797 , 0.271904 , 0.288677 , 0.292248 , 0.238323 , 0.309759 , 0.298467 , 0.254873 , 0.282963 , 0.268518 , 0.239579 , 0.248692 , 0.272348 , 0.259184 , 0.235318 , 0.12583 , 0.166295 , 0.191331 , 0.161419 , 0.241894 , 0.124512 , 0.211526 , 0.218878 , 0.216403 , 0.23469 , 0.303861 , 0.273161 , 0.174398 , 0.158611 , 0.083689 , 0.265723 , 0.252952 , 0.22325 , 0.248347 , 0.244431 
 715 , 0.209537 , 0.361115 , 0.230568 , 0.290369 , 0.304607 , 0.208149 , 0.212104 , 0.169661 , 0.234831 , 0.214721 , 0.273871 , 0.265849 , 0.255763 , 0.287777 , 0.274804 , 0.294423 , 0.290885 , 0.256697 , 0.250948 , 0.284423 , 0.166541 , 0.197768 , 0.228025 , 0.194034 , 0.181074 , 0.207977 , 0.223873 , 0.26182 , 0.168028 , 0.1767 , 0.162807 , 0.227202 , 0.296057 , 0.212829 , 0.306646 , 0.222288 , 0.273613 , 0.258871 , 0.250567 , 0.251378 , 0.264793 , 0.255837 , 0.262151 , 0.245924 , 0.301462 , 0.23703 , 0.290344 , 0.267004 , 0.285738 , 0.265345 , 0.255383 , 0.25838 , 0.272593 , 0.258601 , 0.259498 , 0.220814 , 0.239708 , 0.257324 , 0.294693 , 0.277163 , 0.266254 , 0.241501 , 0.253515 , 0.239708 , 0.236612 , 0.265923 , 0.273957 , 0.269842 , 0.273723 , 0.27634 , 0.171 , 0.178555 , 0.17686 , 0.165006 , 0.15831 , 0.252152 , 0.238848 , 0.261083 , 0.20837 , 0.216269 , 0.113325 , 0.131371 , 0.226281 , 0.214168 , 0.246648 , 0.121789 , 0.167622 , 0.190545 , 0.311007 , 0.177818 , 0.201122 , 0.194562 , 0.209856 , 0.186688 , 0.170497 , 0.262434 , 0.317567 , 0.23531 , 0.267385 , 0.277298 , 0.219438 , 0.276942 , 0.294067 , 0.301916 , 0.242373 , 0.316265 , 0.304103 , 0.261206 , 0.288219 , 0.272176 , 0.242214 , 0.251353 , 0.276647 , 0.264891 , 0.238393 , 0.130216 , 0.171787 , 0.196994 , 0.16288 , 0.25026 , 0.126322 , 0.21375 , 0.220925 , 0.217473 , 0.238614 , 0.305405 , 0.277139 , 0.178764 , 0.160878 , 0.084984 , 0.268466 , 0.255346 , 0.225372 , 0.250506 , 0.247299 
 716 , 0.217373 , 0.367371 , 0.237545 , 0.293444 , 0.308888 , 0.210514 , 0.214287 , 0.172154 , 0.238513 , 0.216442 , 0.278857 , 0.270259 , 0.260142 , 0.294754 , 0.280731 , 0.302311 , 0.300266 , 0.262543 , 0.257117 , 0.291901 , 0.169693 , 0.200716 , 0.231948 , 0.198634 , 0.184953 , 0.209547 , 0.229082 , 0.269108 , 0.172093 , 0.182724 , 0.164512 , 0.233013 , 0.299996 , 0.216038 , 0.311301 , 0.225665 , 0.278649 , 0.263927 , 0.2543 , 0.256639 , 0.26934 , 0.260203 , 0.266633 , 0.250785 , 0.309305 , 0.239039 , 0.293064 , 0.27277 , 0.290235 , 0.268924 , 0.261318 , 0.265188 , 0.279849 , 0.264588 , 0.264147 , 0.224709 , 0.243081 , 0.262984 , 0.302875 , 0.28258 , 0.272182 , 0.246118 , 0.257876 , 0.244906 , 0.240448 , 0.273223 , 0.280326 , 0.27822 , 0.281416 , 0.284601 , 0.176221 , 0.185235 , 0.182369 , 0.166361 , 0.159502 , 0.256762 , 0.241869 , 0.267136 , 0.210612 , 0.219639 , 0.114161 , 0.131945 , 0.227134 , 0.215217 , 0.248139 , 0.122931 , 0.168247 , 0.193245 , 0.322924 , 0.184169 , 0.206693 , 0.201818 , 0.213454 , 0.190354 , 0.175927 , 0.265874 , 0.320511 , 0.242763 , 0.274386 , 0.28149 , 0.222162 , 0.282139 , 0.299629 , 0.311889 , 0.246572 , 0.322998 , 0.30999 , 0.267748 , 0.293664 , 0.275978 , 0.244918 , 0.25408 , 0.281074 , 0.270761 , 0.241562 , 0.134725 , 0.177433 , 0.202823 , 0.164389 , 0.258881 , 0.128185 , 0.216026 , 0.223019 , 0.218586 , 0.242665 , 0.306978 , 0.281257 , 0.183288 , 0.163238 , 0.086334 , 0.271312 , 0.257803 , 0.227551 , 0.25272 , 0.250234 
 717 , 0.225465 , 0.373826 , 0.244745 , 0.296612 , 0.313303 , 0.21295 , 0.216552 , 0.17471 , 0.242303 , 0.218225 , 0.283999 , 0.274817 , 0.264659 , 0.301972 , 0.286844 , 0.31047 , 0.309933 , 0.268578 , 0.263487 , 0.299628 , 0.172939 , 0.203757 , 0.23599 , 0.203402 , 0.188958 , 0.21118 , 0.234476 , 0.276637 , 0.176297 , 0.188971 , 0.166273 , 0.239018 , 0.304084 , 0.219348 , 0.316111 , 0.229153 , 0.283877 , 0.269164 , 0.258163 , 0.262083 , 0.27406 , 0.264708 , 0.271252 , 0.255831 , 0.317429 , 0.241118 , 0.295879 , 0.278724 , 0.294902 , 0.272632 , 0.267455 , 0.272229 , 0.287345 , 0.270788 , 0.268957 , 0.22875 , 0.246576 , 0.26881 , 0.311312 , 0.288175 , 0.278322 , 0.250898 , 0.2624 , 0.250276 , 0.244427 , 0.280776 , 0.286917 , 0.286893 , 0.289384 , 0.293144 , 0.181632 , 0.192157 , 0.188067 , 0.167762 , 0.160729 , 0.261533 , 0.245013 , 0.273401 , 0.212926 , 0.223121 , 0.115016 , 0.132525 , 0.22803 , 0.216308 , 0.249677 , 0.124112 , 0.168885 , 0.196016 , 0.335195 , 0.190692 , 0.212438 , 0.209288 , 0.217163 , 0.194123 , 0.181523 , 0.269421 , 0.323534 , 0.250434 , 0.281594 , 0.285818 , 0.224965 , 0.287491 , 0.305378 , 0.322167 , 0.250898 , 0.329932 , 0.316062 , 0.274488 , 0.299286 , 0.279897 , 0.247699 , 0.256906 , 0.285635 , 0.27682 , 0.244818 , 0.139374 , 0.183244 , 0.208836 , 0.165931 , 0.26776 , 0.130095 , 0.218384 , 0.225172 , 0.219715 , 0.24682 , 0.308614 , 0.285513 , 0.187945 , 0.165674 , 0.087715 , 0.274231 , 0.260324 , 0.229788 , 0.254989 , 0.253267 
 718 , 0.233402 , 0.380168 , 0.251821 , 0.299619 , 0.317626 , 0.215238 , 0.218573 , 0.177055 , 0.245819 , 0.21981 , 0.288706 , 0.279006 , 0.268748 , 0.308786 , 0.29249 , 0.318268 , 0.319335 , 0.274168 , 0.269633 , 0.307028 , 0.176037 , 0.206666 , 0.239986 , 0.208145 , 0.192952 , 0.212692 , 0.23978 , 0.284123 , 0.180414 , 0.19528 , 0.168083 , 0.244921 , 0.308107 , 0.222538 , 0.320912 , 0.232469 , 0.288864 , 0.274107 , 0.261836 , 0.267269 , 0.278424 , 0.269039 , 0.275514 , 0.260575 , 0.325228 , 0.243139 , 0.298613 , 0.284669 , 0.299644 , 0.276302 , 0.273186 , 0.278885 , 0.294405 , 0.276605 , 0.273259 , 0.232481 , 0.249869 , 0.274192 , 0.319275 , 0.293314 , 0.284123 , 0.25541 , 0.266638 , 0.255325 , 0.248232 , 0.288136 , 0.293144 , 0.295218 , 0.297037 , 0.301487 , 0.18718 , 0.199112 , 0.193898 , 0.169198 , 0.162044 , 0.265935 , 0.247771 , 0.279224 , 0.215069 , 0.226309 , 0.115798 , 0.133113 , 0.22888 , 0.217312 , 0.251069 , 0.125256 , 0.169501 , 0.198711 , 0.34726 , 0.197378 , 0.218052 , 0.216548 , 0.220658 , 0.197693 , 0.18701 , 0.272555 , 0.326162 , 0.257762 , 0.288294 , 0.289664 , 0.227534 , 0.292332 , 0.310532 , 0.331921 , 0.254876 , 0.336371 , 0.321518 , 0.280837 , 0.304421 , 0.283432 , 0.250196 , 0.259448 , 0.289749 , 0.282304 , 0.247916 , 0.144014 , 0.18889 , 0.214802 , 0.167355 , 0.276411 , 0.131864 , 0.220561 , 0.227073 , 0.220768 , 0.250827 , 0.31035 , 0.289592 , 0.192394 , 0.168046 , 0.089037 , 0.276811 , 0.262528 , 0.231729 , 0.256962 , 0.255859 
 719 , 0.241509 , 0.386606 , 0.259039 , 0.302681 , 0.322024 , 0.2175 , 0.220643 , 0.179455 , 0.249367 , 0.221405 , 0.293445 , 0.283254 , 0.272869 , 0.315714 , 0.298281 , 0.326183 , 0.328867 , 0.27982 , 0.275879 , 0.314517 , 0.179152 , 0.209605 , 0.244012 , 0.212906 , 0.196972 , 0.214151 , 0.2451 , 0.291692 , 0.184556 , 0.201663 , 0.169892 , 0.250842 , 0.312087 , 0.225696 , 0.325712 , 0.235731 , 0.29382 , 0.279023 , 0.265458 , 0.272422 , 0.282758 , 0.273365 , 0.279808 , 0.265337 , 0.333014 , 0.245136 , 0.301303 , 0.29064 , 0.304398 , 0.279953 , 0.278962 , 0.285599 , 0.301533 , 0.282492 , 0.277608 , 0.23625 , 0.253212 , 0.279663 , 0.327404 , 0.298559 , 0.289951 , 0.259909 , 0.270874 , 0.260357 , 0.252039 , 0.295585 , 0.299417 , 0.303552 , 0.304785 , 0.309899 , 0.192837 , 0.206148 , 0.199765 , 0.170617 , 0.163327 , 0.270354 , 0.250455 , 0.285019 , 0.217173 , 0.22948 , 0.11659 , 0.133769 , 0.229867 , 0.21837 , 0.252462 , 0.126515 , 0.170279 , 0.201602 , 0.359755 , 0.20431 , 0.223895 , 0.224052 , 0.224318 , 0.201445 , 0.192717 , 0.275867 , 0.328976 , 0.265313 , 0.295186 , 0.293663 , 0.230182 , 0.297326 , 0.315847 , 0.341875 , 0.259015 , 0.343145 , 0.327174 , 0.287376 , 0.309742 , 0.287159 , 0.252764 , 0.262049 , 0.293953 , 0.287932 , 0.25112 , 0.14876 , 0.194639 , 0.220909 , 0.168816 , 0.285236 , 0.133708 , 0.222807 , 0.229021 , 0.221852 , 0.254928 , 0.312135 , 0.293832 , 0.196984 , 0.170557 , 0.090441 , 0.279579 , 0.26483 , 0.233736 , 0.259027 , 0.258495 
 720 , 0.24979 , 0.39318 , 0.266399 , 0.305811 , 0.326505 , 0.219815 , 0.222756 , 0.18191 , 0.252984 , 0.223045 , 0.29829 , 0.287599 , 0.277089 , 0.322781 , 0.304183 , 0.334267 , 0.338606 , 0.285586 , 0.282248 , 0.322178 , 0.182344 , 0.212608 , 0.248139 , 0.217766 , 0.201073 , 0.215645 , 0.250549 , 0.299423 , 0.188804 , 0.208197 , 0.171725 , 0.256889 , 0.31614 , 0.228927 , 0.330615 , 0.239063 , 0.29888 , 0.284044 , 0.269159 , 0.277704 , 0.287201 , 0.277788 , 0.2842 , 0.270207 , 0.340968 , 0.247175 , 0.304051 , 0.296747 , 0.309258 , 0.283694 , 0.284875 , 0.29248 , 0.308824 , 0.288503 , 0.282043 , 0.2401 , 0.256624 , 0.285261 , 0.335713 , 0.303906 , 0.295915 , 0.264506 , 0.275197 , 0.265507 , 0.255913 , 0.303207 , 0.305823 , 0.312078 , 0.312717 , 0.318502 , 0.198627 , 0.213331 , 0.205774 , 0.172087 , 0.164638 , 0.274884 , 0.253213 , 0.29095 , 0.219333 , 0.232736 , 0.117392 , 0.134435 , 0.230868 , 0.219454 , 0.253876 , 0.127794 , 0.171075 , 0.204545 , 0.372486 , 0.211366 , 0.229867 , 0.231711 , 0.228047 , 0.20528 , 0.198542 , 0.279235 , 0.331844 , 0.273003 , 0.302207 , 0.297723 , 0.232868 , 0.302412 , 0.321262 , 0.35202 , 0.263229 , 0.350056 , 0.332953 , 0.294047 , 0.315163 , 0.290962 , 0.255382 , 0.264699 , 0.298254 , 0.293686 , 0.254394 , 0.153586 , 0.200507 , 0.227143 , 0.170291 , 0.294228 , 0.135592 , 0.225106 , 0.231 , 0.222961 , 0.259107 , 0.31397 , 0.298157 , 0.201664 , 0.173124 , 0.091877 , 0.282392 , 0.267182 , 0.235797 , 0.261132 , 0.261168 
 721 , 0.257679 , 0.399478 , 0.273489 , 0.308741 , 0.33073 , 0.221936 , 0.224661 , 0.184162 , 0.256329 , 0.224506 , 0.302778 , 0.291533 , 0.281017 , 0.329379 , 0.309674 , 0.341939 , 0.347842 , 0.290936 , 0.288295 , 0.329415 , 0.185357 , 0.215459 , 0.252015 , 0.222378 , 0.205003 , 0.217073 , 0.255862 , 0.307009 , 0.192862 , 0.214671 , 0.173455 , 0.262686 , 0.320058 , 0.232046 , 0.335414 , 0.242239 , 0.303651 , 0.288797 , 0.272676 , 0.282726 , 0.29139 , 0.281985 , 0.288283 , 0.274767 , 0.348499 , 0.249242 , 0.306722 , 0.302695 , 0.314047 , 0.287387 , 0.29047 , 0.298978 , 0.315708 , 0.294103 , 0.286204 , 0.243721 , 0.25977 , 0.290422 , 0.343432 , 0.308837 , 0.301524 , 0.268757 , 0.279297 , 0.270406 , 0.259567 , 0.310594 , 0.31186 , 0.320225 , 0.320285 , 0.326798 , 0.204262 , 0.220443 , 0.211647 , 0.173455 , 0.165879 , 0.279093 , 0.255719 , 0.296529 , 0.221375 , 0.235786 , 0.11821 , 0.135048 , 0.231795 , 0.220419 , 0.255169 , 0.128965 , 0.17177 , 0.207297 , 0.384732 , 0.218256 , 0.235488 , 0.238941 , 0.231496 , 0.208755 , 0.204035 , 0.282212 , 0.334374 , 0.280193 , 0.308682 , 0.301344 , 0.235332 , 0.307033 , 0.326141 , 0.361501 , 0.267096 , 0.356362 , 0.33821 , 0.300269 , 0.320118 , 0.294366 , 0.257763 , 0.267131 , 0.302097 , 0.298895 , 0.257308 , 0.158254 , 0.206091 , 0.233134 , 0.171579 , 0.302766 , 0.137282 , 0.227182 , 0.232835 , 0.22392 , 0.263009 , 0.315792 , 0.302217 , 0.206055 , 0.175534 , 0.093175 , 0.284901 , 0.269258 , 0.237675 , 0.262961 , 0.26357 
 722 , 0.265314 , 0.40557 , 0.280344 , 0.311463 , 0.334745 , 0.223965 , 0.226395 , 0.186249 , 0.259538 , 0.225835 , 0.30708 , 0.295147 , 0.284703 , 0.33565 , 0.314821 , 0.349298 , 0.356682 , 0.295969 , 0.294039 , 0.336341 , 0.188214 , 0.21807 , 0.255584 , 0.226788 , 0.208769 , 0.218356 , 0.260979 , 0.314249 , 0.196657 , 0.22094 , 0.174959 , 0.268232 , 0.323729 , 0.234981 , 0.339854 , 0.245188 , 0.308104 , 0.293218 , 0.275902 , 0.287418 , 0.295254 , 0.285822 , 0.291943 , 0.278891 , 0.355563 , 0.251071 , 0.309057 , 0.308259 , 0.318453 , 0.290741 , 0.295731 , 0.30496 , 0.322157 , 0.299268 , 0.290026 , 0.247022 , 0.262647 , 0.295433 , 0.350727 , 0.313463 , 0.306687 , 0.272591 , 0.283107 , 0.275044 , 0.262921 , 0.317584 , 0.317417 , 0.328017 , 0.32735 , 0.334638 , 0.209639 , 0.227324 , 0.21726 , 0.174625 , 0.16698 , 0.282892 , 0.25799 , 0.301792 , 0.223191 , 0.238542 , 0.11895 , 0.135611 , 0.232766 , 0.221298 , 0.256442 , 0.130144 , 0.172494 , 0.210008 , 0.396661 , 0.22499 , 0.24096 , 0.245926 , 0.234874 , 0.21208 , 0.209377 , 0.285084 , 0.33671 , 0.287073 , 0.314821 , 0.304686 , 0.237721 , 0.311379 , 0.330684 , 0.370687 , 0.270745 , 0.362387 , 0.343165 , 0.306234 , 0.324801 , 0.29766 , 0.259967 , 0.269518 , 0.305782 , 0.303757 , 0.260015 , 0.162871 , 0.211556 , 0.239042 , 0.172827 , 0.311129 , 0.138874 , 0.22911 , 0.23466 , 0.224894 , 0.266827 , 0.317739 , 0.306139 , 0.210282 , 0.177853 , 0.094452 , 0.287239 , 0.271233 , 0.239471 , 0.264659 , 0.265898 
 723 , 0.27296 , 0.411678 , 0.287202 , 0.314179 , 0.338782 , 0.226009 , 0.228134 , 0.188351 , 0.262765 , 0.227172 , 0.31139 , 0.298786 , 0.288413 , 0.341939 , 0.319983 , 0.356692 , 0.365545 , 0.301005 , 0.299807 , 0.34328 , 0.191069 , 0.220692 , 0.259157 , 0.231219 , 0.21255 , 0.219648 , 0.2661 , 0.321526 , 0.200468 , 0.22722 , 0.176471 , 0.273803 , 0.327424 , 0.237925 , 0.344301 , 0.248155 , 0.312565 , 0.29767 , 0.279156 , 0.29214 , 0.29913 , 0.289683 , 0.295617 , 0.283037 , 0.362649 , 0.252915 , 0.311402 , 0.313847 , 0.32289 , 0.294098 , 0.301005 , 0.310963 , 0.328647 , 0.304447 , 0.293849 , 0.250351 , 0.265531 , 0.300459 , 0.358045 , 0.318108 , 0.311865 , 0.27645 , 0.286918 , 0.27969 , 0.26629 , 0.324611 , 0.322985 , 0.335839 , 0.334438 , 0.342509 , 0.215043 , 0.234246 , 0.2229 , 0.175818 , 0.168092 , 0.286704 , 0.260261 , 0.30707 , 0.225012 , 0.241307 , 0.119681 , 0.136189 , 0.233735 , 0.222187 , 0.257721 , 0.131323 , 0.173231 , 0.21274 , 0.408616 , 0.231742 , 0.246446 , 0.252938 , 0.238257 , 0.215411 , 0.214734 , 0.287974 , 0.339055 , 0.293979 , 0.320992 , 0.308031 , 0.240121 , 0.315722 , 0.335245 , 0.379906 , 0.274408 , 0.368418 , 0.348123 , 0.312221 , 0.329501 , 0.30097 , 0.262172 , 0.271904 , 0.309479 , 0.308637 , 0.262718 , 0.167498 , 0.217048 , 0.244987 , 0.174073 , 0.319532 , 0.140486 , 0.231041 , 0.236489 , 0.225867 , 0.270658 , 0.319674 , 0.310061 , 0.214521 , 0.180185 , 0.09573 , 0.289576 , 0.273221 , 0.241272 , 0.266362 , 0.268225 
 724 , 0.280522 , 0.417696 , 0.293981 , 0.316873 , 0.342776 , 0.228021 , 0.229827 , 0.190384 , 0.265883 , 0.228482 , 0.315586 , 0.302293 , 0.29201 , 0.3481 , 0.325031 , 0.363932 , 0.37425 , 0.305917 , 0.305492 , 0.350095 , 0.193902 , 0.223299 , 0.262684 , 0.23566 , 0.216357 , 0.220961 , 0.271184 , 0.32875 , 0.204244 , 0.233523 , 0.177976 , 0.279342 , 0.331135 , 0.24089 , 0.348761 , 0.251114 , 0.316991 , 0.302068 , 0.282388 , 0.296768 , 0.302954 , 0.293474 , 0.299247 , 0.287134 , 0.369634 , 0.254762 , 0.313804 , 0.319459 , 0.327357 , 0.297488 , 0.306177 , 0.316826 , 0.334972 , 0.309542 , 0.297606 , 0.253617 , 0.268339 , 0.305327 , 0.365136 , 0.322611 , 0.316932 , 0.280263 , 0.290687 , 0.284241 , 0.269626 , 0.33156 , 0.328431 , 0.343567 , 0.341465 , 0.350331 , 0.22043 , 0.241197 , 0.228541 , 0.177019 , 0.169215 , 0.290439 , 0.262495 , 0.312222 , 0.226829 , 0.244042 , 0.120409 , 0.136749 , 0.234692 , 0.223074 , 0.258976 , 0.132487 , 0.17395 , 0.215389 , 0.420329 , 0.238422 , 0.251798 , 0.259779 , 0.241539 , 0.218647 , 0.219981 , 0.290735 , 0.341288 , 0.300699 , 0.326932 , 0.31123 , 0.242448 , 0.319919 , 0.339612 , 0.388843 , 0.277937 , 0.374227 , 0.352917 , 0.318042 , 0.334027 , 0.304158 , 0.264301 , 0.27423 , 0.313036 , 0.31332 , 0.265352 , 0.172061 , 0.222461 , 0.25083 , 0.175296 , 0.327746 , 0.14205 , 0.232897 , 0.238245 , 0.226805 , 0.274419 , 0.321572 , 0.313922 , 0.218647 , 0.182462 , 0.096986 , 0.291797 , 0.275103 , 0.243003 , 0.267996 , 0.270452 
