TEST_00013.spu,TEST_00012.spu,TEST_00011.spu,
Wavelength,SHB2_00001.spu,SHB2_00002.spu,SHB2_00003.spu,SHB2_00004.spu,SHB2_00005.spu,SHB2_00006.spu,SHB2_00007.spu,SHB2_00008.spu,SHB2_00009.spu,SHB2_00010.spu,SHB2_00011.spu,SHB2_00012.spu,SHB2_00013.spu,SHB2_00014.spu,SHB2_00015.spu,SHB2_00016.spu,SHB2_00017.spu,SHB2_00018.spu,SHB2_00019.spu,SHB2_00020.spu
  (nm),8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4
  time  ,5:56 PM",6:37 PM",7:07 PM",7:39 PM",8:12 PM",9:10 PM",9:29 PM",9:44 PM",0:01 PM",0:18 PM",0:56 PM",1:15 PM",1:34 PM",1:56 PM",2:17 PM",3:42 PM",4:01 PM",4:19 PM",4:37 PM",4:56 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 361 , 0.015161 , 0.015076 , 0.018191 , 0.017479 , 0.018102 , 0.018614 , 0.019772 , 0.017366 , 0.020616 , 0.019471 , 0.018132 , 0.015604 , 0.016654 , 0.01782 , 0.017903 , 0.025838 , 0.02395 , 0.021497 , 0.021851 , 0.020085 
 362 , 0.014981 , 0.01492 , 0.01806 , 0.017431 , 0.0182 , 0.018613 , 0.019768 , 0.017304 , 0.02056 , 0.019426 , 0.018163 , 0.015623 , 0.016455 , 0.017709 , 0.017865 , 0.025919 , 0.024034 , 0.021693 , 0.021863 , 0.020079 
 363 , 0.015086 , 0.015029 , 0.018238 , 0.017586 , 0.018231 , 0.01842 , 0.019592 , 0.017527 , 0.020691 , 0.019408 , 0.018364 , 0.015589 , 0.016487 , 0.017396 , 0.017759 , 0.026021 , 0.024007 , 0.021714 , 0.022057 , 0.020177 
 364 , 0.015182 , 0.01513 , 0.018405 , 0.017733 , 0.01826 , 0.018238 , 0.019428 , 0.017739 , 0.020812 , 0.019391 , 0.018551 , 0.015558 , 0.016517 , 0.017105 , 0.01766 , 0.026115 , 0.023979 , 0.021731 , 0.022242 , 0.020266 
 365 , 0.015271 , 0.015224 , 0.018562 , 0.017872 , 0.018285 , 0.018069 , 0.019276 , 0.01794 , 0.020924 , 0.019378 , 0.018726 , 0.015528 , 0.016545 , 0.016834 , 0.017567 , 0.026202 , 0.023951 , 0.021744 , 0.022418 , 0.020348 
 366 , 0.015389 , 0.015252 , 0.018641 , 0.017812 , 0.018278 , 0.018237 , 0.01915 , 0.018081 , 0.020848 , 0.019305 , 0.018782 , 0.015641 , 0.016615 , 0.017064 , 0.017641 , 0.026399 , 0.024108 , 0.021882 , 0.022536 , 0.020518 
 367 , 0.015511 , 0.015266 , 0.018701 , 0.017708 , 0.018263 , 0.018473 , 0.01903 , 0.018206 , 0.020732 , 0.01922 , 0.018811 , 0.015782 , 0.016692 , 0.017395 , 0.017747 , 0.026615 , 0.024302 , 0.022043 , 0.022638 , 0.020705 
 368 , 0.015627 , 0.015276 , 0.018756 , 0.017603 , 0.018246 , 0.018703 , 0.01891 , 0.018324 , 0.020615 , 0.019134 , 0.018835 , 0.015917 , 0.016765 , 0.017718 , 0.017849 , 0.026822 , 0.024488 , 0.022199 , 0.022735 , 0.020886 
 369 , 0.015553 , 0.015256 , 0.018779 , 0.017602 , 0.018193 , 0.018851 , 0.018896 , 0.018394 , 0.020606 , 0.019164 , 0.018812 , 0.015959 , 0.016811 , 0.017882 , 0.017898 , 0.027074 , 0.024606 , 0.022389 , 0.022864 , 0.021003 
 370 , 0.015241 , 0.015195 , 0.018759 , 0.017725 , 0.01809 , 0.018898 , 0.019007 , 0.018402 , 0.020725 , 0.019332 , 0.018725 , 0.015883 , 0.01682 , 0.017851 , 0.017878 , 0.027383 , 0.02464 , 0.022625 , 0.023034 , 0.021042 
 371 , 0.014916 , 0.015125 , 0.018728 , 0.017844 , 0.017982 , 0.018939 , 0.019102 , 0.018405 , 0.020842 , 0.01949 , 0.018621 , 0.015797 , 0.016818 , 0.017804 , 0.017846 , 0.027683 , 0.024671 , 0.022854 , 0.023196 , 0.021074 
 372 , 0.014629 , 0.015063 , 0.018696 , 0.017952 , 0.017881 , 0.018957 , 0.01917 , 0.018392 , 0.020946 , 0.019629 , 0.018512 , 0.015711 , 0.016818 , 0.017748 , 0.017806 , 0.027966 , 0.024696 , 0.023067 , 0.023328 , 0.021107 
 373 , 0.014833 , 0.015138 , 0.018715 , 0.017903 , 0.017884 , 0.018718 , 0.018932 , 0.018177 , 0.020877 , 0.019585 , 0.018444 , 0.015666 , 0.016879 , 0.017684 , 0.017724 , 0.028053 , 0.024641 , 0.023071 , 0.023139 , 0.021177 
 374 , 0.01506 , 0.015222 , 0.018744 , 0.01788 , 0.017899 , 0.018489 , 0.018723 , 0.017979 , 0.020821 , 0.019556 , 0.018389 , 0.015636 , 0.016949 , 0.017626 , 0.017652 , 0.02815 , 0.024601 , 0.023093 , 0.02296 , 0.021257 
 375 , 0.015306 , 0.015315 , 0.01878 , 0.017878 , 0.017924 , 0.018268 , 0.018537 , 0.017798 , 0.020775 , 0.019538 , 0.018344 , 0.015617 , 0.017025 , 0.017573 , 0.017586 , 0.028257 , 0.024575 , 0.023128 , 0.022791 , 0.021348 
 376 , 0.015379 , 0.015266 , 0.018681 , 0.017778 , 0.018011 , 0.018197 , 0.018571 , 0.01783 , 0.020679 , 0.019583 , 0.018433 , 0.015596 , 0.016909 , 0.017549 , 0.01759 , 0.028332 , 0.024768 , 0.023221 , 0.023036 , 0.021533 
 377 , 0.015369 , 0.015162 , 0.018511 , 0.017636 , 0.01811 , 0.018179 , 0.018677 , 0.017947 , 0.020555 , 0.019656 , 0.018557 , 0.015569 , 0.016701 , 0.017517 , 0.017609 , 0.028394 , 0.025022 , 0.023321 , 0.023437 , 0.021735 
 378 , 0.015348 , 0.015061 , 0.018327 , 0.017491 , 0.018193 , 0.018155 , 0.018766 , 0.01806 , 0.020422 , 0.019728 , 0.01866 , 0.015539 , 0.016481 , 0.017465 , 0.017613 , 0.028456 , 0.02525 , 0.023404 , 0.023822 , 0.021912 
 379 , 0.015326 , 0.015058 , 0.018202 , 0.017443 , 0.018256 , 0.018082 , 0.018829 , 0.018072 , 0.020333 , 0.019777 , 0.018732 , 0.015471 , 0.016337 , 0.017433 , 0.017613 , 0.028536 , 0.025405 , 0.023523 , 0.024121 , 0.022092 
 380 , 0.015326 , 0.015253 , 0.018211 , 0.017601 , 0.018296 , 0.017928 , 0.018858 , 0.017887 , 0.020348 , 0.019794 , 0.018766 , 0.015332 , 0.016361 , 0.017473 , 0.017623 , 0.028638 , 0.02544 , 0.023727 , 0.024251 , 0.022295 
 381 , 0.015347 , 0.015458 , 0.018223 , 0.017774 , 0.01834 , 0.01779 , 0.018895 , 0.017712 , 0.020371 , 0.019827 , 0.018807 , 0.015195 , 0.016388 , 0.017526 , 0.017632 , 0.028717 , 0.025474 , 0.023931 , 0.024373 , 0.022494 
 382 , 0.015378 , 0.01567 , 0.018238 , 0.017958 , 0.018386 , 0.017657 , 0.018938 , 0.017543 , 0.020398 , 0.019871 , 0.018851 , 0.015057 , 0.016416 , 0.017587 , 0.017643 , 0.028781 , 0.02551 , 0.024134 , 0.024489 , 0.022692 
