  time  ,56:51 AM,59:56 AM,00:08 AM,00:20 AM,00:29 AM,00:36 AM,01:00 AM,01:07 AM,01:16 AM,01:24 AM,01:31 AM,02:01 AM,02:18 AM,02:26 AM,02:33 AM,03:42 AM,03:50 AM,03:57 AM,04:05 AM,04:14 AM,06:34 AM,06:46 AM,06:54 AM,07:02 AM,07:11 AM,07:44 AM,07:54 AM,08:02 AM,08:10 AM,08:16 AM,10:33 AM,10:41 AM,10:49 AM,10:59 AM,11:06 AM,11:40 AM,11:48 AM,11:55 AM,12:01 AM,12:10 AM,13:25 AM,13:33 AM,13:40 AM,13:47 AM,13:55 AM,14:39 AM,14:48 AM,14:55 AM,15:03 AM,15:12 AM,15:49 AM,15:58 AM,16:06 AM,16:14 AM,16:21 AM,17:13 AM,17:45 AM,17:53 AM,18:00 AM,18:07 AM,18:45 AM,18:57 AM,19:04 AM,19:12 AM,19:19 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 558 , 1.009636 , 0.135657 , 0.124528 , 0.093053 , 0.124845 , 0.114146 , 0.134409 , 0.134542 , 0.127045 , 0.115025 , 0.085944 , 0.111588 , 0.119189 , 0.103242 , 0.121756 , 0.108356 , 0.095099 , 0.105246 , 0.12506 , 0.105246 , 0.084707 , 0.12327 , 0.106433 , 0.108203 , 0.104346 , 0.110821 , 0.099723 , 0.119608 , 0.105277 , 0.118104 , 0.109369 , 0.106709 , 0.097984 , 0.111282 , 0.102822 , 0.123741 , 0.097759 , 0.101666 , 0.093319 , 0.095345 , 0.093483 , 0.099999 , 0.113215 , 0.12998 , 0.113317 , 0.106147 , 0.096081 , 0.099621 , 0.094138 , 0.087601 , 0.116662 , 0.087745 , 0.127075 , 0.076769 , 0.081075 , 0.122227 , 0.11434 , 0.100971 , 0.104234 , 0.113184 , 0.122656 , 0.131484 , 0.097094 , 0.099283 , 0.113696 
 559 , 1.010138 , 0.136079 , 0.124854 , 0.093315 , 0.125191 , 0.114488 , 0.134596 , 0.13477 , 0.127248 , 0.115276 , 0.085989 , 0.111704 , 0.119359 , 0.103047 , 0.121917 , 0.108665 , 0.095311 , 0.105472 , 0.125263 , 0.105636 , 0.084935 , 0.123595 , 0.106751 , 0.108512 , 0.104674 , 0.110937 , 0.099844 , 0.119696 , 0.105288 , 0.118274 , 0.109709 , 0.107038 , 0.098176 , 0.111602 , 0.103119 , 0.124127 , 0.0979 , 0.101911 , 0.09351 , 0.095567 , 0.093735 , 0.100151 , 0.113546 , 0.130339 , 0.113659 , 0.106383 , 0.096303 , 0.099977 , 0.094318 , 0.08779 , 0.11635 , 0.087544 , 0.127136 , 0.076728 , 0.081118 , 0.122582 , 0.114539 , 0.101174 , 0.104582 , 0.113567 , 0.123022 , 0.13173 , 0.097214 , 0.099517 , 0.113976 
 560 , 1.010647 , 0.136503 , 0.12518 , 0.093588 , 0.125539 , 0.11482 , 0.134793 , 0.134988 , 0.127453 , 0.115537 , 0.086033 , 0.111821 , 0.11954 , 0.102853 , 0.122089 , 0.108975 , 0.095534 , 0.105699 , 0.125467 , 0.106027 , 0.085173 , 0.123911 , 0.107061 , 0.108821 , 0.105003 , 0.111053 , 0.099956 , 0.119785 , 0.1053 , 0.118444 , 0.11004 , 0.107368 , 0.098379 , 0.111923 , 0.103416 , 0.124515 , 0.098042 , 0.102147 , 0.093701 , 0.0958 , 0.093988 , 0.100304 , 0.113879 , 0.130709 , 0.114001 , 0.10662 , 0.096537 , 0.100335 , 0.0945 , 0.087968 , 0.116039 , 0.087334 , 0.127197 , 0.076697 , 0.08116 , 0.122938 , 0.114738 , 0.101389 , 0.104931 , 0.11395 , 0.123399 , 0.131978 , 0.097335 , 0.099751 , 0.114257 
 561 , 1.011155 , 0.136854 , 0.125447 , 0.093763 , 0.125764 , 0.115063 , 0.134879 , 0.135053 , 0.127534 , 0.115677 , 0.085957 , 0.111809 , 0.119533 , 0.102387 , 0.122101 , 0.10917 , 0.095645 , 0.105845 , 0.125508 , 0.106305 , 0.085282 , 0.124188 , 0.107308 , 0.109027 , 0.105241 , 0.111011 , 0.099922 , 0.119666 , 0.105149 , 0.118439 , 0.110244 , 0.107584 , 0.098479 , 0.112198 , 0.103666 , 0.124782 , 0.098141 , 0.102336 , 0.093804 , 0.095973 , 0.094141 , 0.100413 , 0.114193 , 0.131012 , 0.114265 , 0.106776 , 0.096709 , 0.100587 , 0.094622 , 0.088146 , 0.115441 , 0.086929 , 0.127094 , 0.076514 , 0.081087 , 0.123196 , 0.114827 , 0.101395 , 0.105057 , 0.114111 , 0.123687 , 0.132178 , 0.097415 , 0.09985 , 0.114418 
 562 , 1.011605 , 0.137221 , 0.125712 , 0.093924 , 0.125978 , 0.115297 , 0.134962 , 0.135085 , 0.127593 , 0.115808 , 0.08588 , 0.11177 , 0.119508 , 0.101876 , 0.122104 , 0.109348 , 0.095753 , 0.105985 , 0.125528 , 0.106568 , 0.085379 , 0.124455 , 0.107549 , 0.109225 , 0.105464 , 0.110942 , 0.099873 , 0.119518 , 0.104973 , 0.118404 , 0.110452 , 0.107815 , 0.098605 , 0.112486 , 0.103951 , 0.125058 , 0.098247 , 0.10254 , 0.093903 , 0.096172 , 0.094302 , 0.100537 , 0.11452 , 0.131354 , 0.11455 , 0.106946 , 0.096888 , 0.100854 , 0.094752 , 0.088353 , 0.114816 , 0.086493 , 0.126969 , 0.076323 , 0.080994 , 0.123463 , 0.114939 , 0.101406 , 0.105188 , 0.114274 , 0.124005 , 0.132407 , 0.097511 , 0.099954 , 0.114581 
 563 , 1.012057 , 0.137587 , 0.125976 , 0.094094 , 0.12618 , 0.115529 , 0.135044 , 0.135126 , 0.127651 , 0.115938 , 0.085792 , 0.11173 , 0.119471 , 0.101365 , 0.122106 , 0.109524 , 0.09585 , 0.106124 , 0.125547 , 0.106828 , 0.085475 , 0.12472 , 0.107788 , 0.109422 , 0.105685 , 0.110883 , 0.099813 , 0.119369 , 0.104806 , 0.118378 , 0.110658 , 0.108033 , 0.09873 , 0.112782 , 0.104224 , 0.125333 , 0.098352 , 0.102744 , 0.094002 , 0.096382 , 0.094472 , 0.10066 , 0.114855 , 0.131695 , 0.114835 , 0.107125 , 0.097076 , 0.10112 , 0.094891 , 0.088549 , 0.114191 , 0.086057 , 0.126844 , 0.076131 , 0.0809 , 0.12374 , 0.115049 , 0.101416 , 0.105307 , 0.114436 , 0.124312 , 0.132634 , 0.097607 , 0.100058 , 0.114733 
 564 , 1.012557 , 0.137973 , 0.12626 , 0.094271 , 0.126413 , 0.115781 , 0.135086 , 0.135147 , 0.127709 , 0.116107 , 0.08569 , 0.111689 , 0.119413 , 0.100791 , 0.122097 , 0.109709 , 0.095955 , 0.106261 , 0.125525 , 0.107087 , 0.085557 , 0.124974 , 0.108056 , 0.109648 , 0.105924 , 0.110791 , 0.099761 , 0.119178 , 0.104608 , 0.118332 , 0.110903 , 0.108312 , 0.098873 , 0.113087 , 0.104536 , 0.125627 , 0.098465 , 0.102985 , 0.094149 , 0.096608 , 0.094679 , 0.100771 , 0.115219 , 0.132035 , 0.115158 , 0.107322 , 0.097302 , 0.101424 , 0.095016 , 0.088761 , 0.113464 , 0.085547 , 0.126678 , 0.075915 , 0.080803 , 0.124097 , 0.115219 , 0.101424 , 0.105475 , 0.114658 , 0.124648 , 0.132872 , 0.097751 , 0.100169 , 0.114985 
 565 , 1.013446 , 0.138425 , 0.126598 , 0.09449 , 0.12673 , 0.116116 , 0.135155 , 0.135206 , 0.127841 , 0.116361 , 0.085607 , 0.111705 , 0.119376 , 0.100205 , 0.122136 , 0.109953 , 0.0961 , 0.106429 , 0.125539 , 0.107396 , 0.085669 , 0.125294 , 0.108374 , 0.109963 , 0.106205 , 0.110738 , 0.099736 , 0.119009 , 0.104432 , 0.118337 , 0.111206 , 0.10867 , 0.099064 , 0.113447 , 0.104911 , 0.125987 , 0.098595 , 0.103291 , 0.094358 , 0.096894 , 0.094959 , 0.100918 , 0.115648 , 0.132435 , 0.115566 , 0.10757 , 0.097587 , 0.101804 , 0.095173 , 0.08901 , 0.112704 , 0.085027 , 0.126527 , 0.075716 , 0.080738 , 0.124581 , 0.115495 , 0.101468 , 0.105705 , 0.114985 , 0.12505 , 0.133138 , 0.097964 , 0.100307 , 0.115362 
 566 , 1.014332 , 0.138883 , 0.126944 , 0.094707 , 0.127046 , 0.116439 , 0.135232 , 0.135263 , 0.127961 , 0.116602 , 0.085524 , 0.11171 , 0.119337 , 0.099629 , 0.122175 , 0.110205 , 0.096253 , 0.106595 , 0.125551 , 0.107704 , 0.085778 , 0.125612 , 0.1087 , 0.110276 , 0.106493 , 0.110683 , 0.099721 , 0.118829 , 0.104246 , 0.118341 , 0.111517 , 0.109026 , 0.099263 , 0.113815 , 0.105283 , 0.126354 , 0.098744 , 0.103595 , 0.094575 , 0.097189 , 0.095246 , 0.101053 , 0.116073 , 0.132842 , 0.115971 , 0.107815 , 0.09787 , 0.102182 , 0.095338 , 0.089267 , 0.111944 , 0.084497 , 0.126375 , 0.075518 , 0.080673 , 0.125083 , 0.115768 , 0.101521 , 0.105954 , 0.11531 , 0.125449 , 0.133412 , 0.098195 , 0.100453 , 0.115758 
 567 , 1.015244 , 0.139311 , 0.127271 , 0.094897 , 0.127332 , 0.116744 , 0.135291 , 0.135291 , 0.128053 , 0.116825 , 0.085416 , 0.111688 , 0.119261 , 0.098999 , 0.122185 , 0.110429 , 0.09638 , 0.106744 , 0.125515 , 0.107993 , 0.085862 , 0.125901 , 0.109008 , 0.110561 , 0.106765 , 0.110602 , 0.099669 , 0.118612 , 0.104034 , 0.118307 , 0.1118 , 0.109353 , 0.099425 , 0.114155 , 0.105638 , 0.126703 , 0.098857 , 0.103882 , 0.094755 , 0.097456 , 0.095507 , 0.101171 , 0.11646 , 0.13322 , 0.116348 , 0.108024 , 0.098126 , 0.102531 , 0.095466 , 0.089487 , 0.11113 , 0.083944 , 0.126195 , 0.075295 , 0.080584 , 0.125525 , 0.115993 , 0.101567 , 0.106186 , 0.115627 , 0.125829 , 0.133646 , 0.098369 , 0.100582 , 0.116104 
 568 , 1.016724 , 0.139675 , 0.127537 , 0.09503 , 0.127537 , 0.116988 , 0.135292 , 0.135251 , 0.128033 , 0.116988 , 0.085231 , 0.111582 , 0.119054 , 0.098199 , 0.122101 , 0.11055 , 0.096448 , 0.106794 , 0.125371 , 0.108211 , 0.085858 , 0.12613 , 0.109254 , 0.110803 , 0.106966 , 0.110438 , 0.099485 , 0.118274 , 0.103686 , 0.118163 , 0.112018 , 0.109588 , 0.099545 , 0.114498 , 0.105964 , 0.126991 , 0.098918 , 0.104142 , 0.094858 , 0.097662 , 0.095688 , 0.101226 , 0.116776 , 0.133601 , 0.116654 , 0.108161 , 0.09832 , 0.102805 , 0.095526 , 0.089665 , 0.110155 , 0.083246 , 0.125907 , 0.074975 , 0.080381 , 0.125776 , 0.116067 , 0.101682 , 0.10645 , 0.115976 , 0.12616 , 0.133824 , 0.098371 , 0.10074 , 0.11632 
 569 , 1.0183 , 0.140052 , 0.127819 , 0.095175 , 0.127728 , 0.11724 , 0.135308 , 0.135207 , 0.128031 , 0.11716 , 0.085051 , 0.111477 , 0.118855 , 0.097396 , 0.122015 , 0.110669 , 0.096518 , 0.106854 , 0.125235 , 0.108449 , 0.085858 , 0.126365 , 0.109508 , 0.111053 , 0.107177 , 0.110286 , 0.099314 , 0.117937 , 0.103331 , 0.118028 , 0.112244 , 0.109842 , 0.099667 , 0.114848 , 0.106309 , 0.127294 , 0.098991 , 0.104421 , 0.094983 , 0.09789 , 0.095892 , 0.101292 , 0.117119 , 0.133996 , 0.116978 , 0.108317 , 0.098526 , 0.103099 , 0.095609 , 0.089846 , 0.109175 , 0.082558 , 0.125618 , 0.074664 , 0.080186 , 0.126052 , 0.11615 , 0.101817 , 0.106743 , 0.116342 , 0.126517 , 0.134037 , 0.098385 , 0.100908 , 0.116554 
 570 , 1.01988 , 0.140434 , 0.128105 , 0.095327 , 0.127934 , 0.117488 , 0.135321 , 0.13517 , 0.128015 , 0.117327 , 0.08488 , 0.111369 , 0.118645 , 0.096585 , 0.121936 , 0.110795 , 0.096595 , 0.10691 , 0.125096 , 0.108692 , 0.085856 , 0.126596 , 0.109768 , 0.111298 , 0.107393 , 0.110131 , 0.099141 , 0.117598 , 0.102985 , 0.11788 , 0.112476 , 0.110101 , 0.099795 , 0.115203 , 0.106659 , 0.127602 , 0.09907 , 0.104696 , 0.095095 , 0.098114 , 0.096091 , 0.101365 , 0.117457 , 0.134405 , 0.117306 , 0.10847 , 0.098738 , 0.103398 , 0.095689 , 0.090033 , 0.108199 , 0.081861 , 0.125328 , 0.074353 , 0.079989 , 0.126334 , 0.11624 , 0.101959 , 0.107031 , 0.116713 , 0.126877 , 0.134244 , 0.098406 , 0.101083 , 0.116793 
 571 , 1.021031 , 0.140767 , 0.128351 , 0.095456 , 0.12809 , 0.11769 , 0.135321 , 0.13505 , 0.128 , 0.11748 , 0.084695 , 0.111201 , 0.118412 , 0.095767 , 0.121812 , 0.110901 , 0.096639 , 0.106939 , 0.124911 , 0.108885 , 0.085838 , 0.126776 , 0.109978 , 0.111482 , 0.107571 , 0.109928 , 0.098966 , 0.117219 , 0.102617 , 0.11769 , 0.112656 , 0.110319 , 0.099899 , 0.115444 , 0.106979 , 0.12787 , 0.099106 , 0.104943 , 0.095195 , 0.098334 , 0.096248 , 0.101423 , 0.11777 , 0.134729 , 0.1176 , 0.108584 , 0.098886 , 0.10367 , 0.095727 , 0.090151 , 0.10723 , 0.081155 , 0.125011 , 0.074024 , 0.079781 , 0.126616 , 0.116306 , 0.101894 , 0.10715 , 0.116868 , 0.127137 , 0.134408 , 0.098495 , 0.101122 , 0.117068 
 572 , 1.021771 , 0.141057 , 0.128567 , 0.095542 , 0.128218 , 0.117845 , 0.135256 , 0.134877 , 0.127938 , 0.117586 , 0.08449 , 0.110977 , 0.118145 , 0.094923 , 0.121649 , 0.110977 , 0.09665 , 0.106923 , 0.124694 , 0.10904 , 0.085778 , 0.12689 , 0.110148 , 0.111615 , 0.107712 , 0.109659 , 0.098757 , 0.116787 , 0.102201 , 0.117436 , 0.112764 , 0.110477 , 0.099945 , 0.115619 , 0.107243 , 0.128078 , 0.099096 , 0.105146 , 0.095243 , 0.098507 , 0.096351 , 0.101422 , 0.118015 , 0.134977 , 0.117815 , 0.10863 , 0.098966 , 0.103888 , 0.095712 , 0.090201 , 0.106214 , 0.080427 , 0.124654 , 0.073668 , 0.079548 , 0.12683 , 0.116308 , 0.101752 , 0.107183 , 0.116917 , 0.127319 , 0.134498 , 0.098567 , 0.101083 , 0.117286 
 573 , 1.022516 , 0.141346 , 0.128775 , 0.095642 , 0.128347 , 0.118002 , 0.135205 , 0.134708 , 0.12787 , 0.117694 , 0.084283 , 0.110747 , 0.117873 , 0.094072 , 0.12149 , 0.111046 , 0.096656 , 0.106911 , 0.124462 , 0.109197 , 0.085724 , 0.127016 , 0.11031 , 0.111751 , 0.107846 , 0.109396 , 0.098534 , 0.116342 , 0.101784 , 0.117187 , 0.112884 , 0.110628 , 0.099995 , 0.115796 , 0.107508 , 0.128288 , 0.09908 , 0.105341 , 0.095284 , 0.098673 , 0.096457 , 0.101426 , 0.11827 , 0.135224 , 0.118042 , 0.10868 , 0.099061 , 0.104119 , 0.095702 , 0.090256 , 0.105192 , 0.079702 , 0.124293 , 0.073312 , 0.079314 , 0.127055 , 0.116313 , 0.101615 , 0.10722 , 0.116978 , 0.127503 , 0.134588 , 0.098633 , 0.101038 , 0.117505 
 574 , 1.023189 , 0.14161 , 0.128968 , 0.095722 , 0.128464 , 0.118137 , 0.135111 , 0.134537 , 0.127801 , 0.117791 , 0.08408 , 0.11053 , 0.117603 , 0.093239 , 0.121322 , 0.111114 , 0.096642 , 0.10689 , 0.12424 , 0.109333 , 0.085662 , 0.127128 , 0.110461 , 0.111885 , 0.107968 , 0.109145 , 0.098304 , 0.115901 , 0.10137 , 0.11694 , 0.113003 , 0.110787 , 0.100055 , 0.11602 , 0.10775 , 0.128503 , 0.099066 , 0.105535 , 0.095356 , 0.098838 , 0.096583 , 0.10143 , 0.118523 , 0.135497 , 0.118275 , 0.10874 , 0.099164 , 0.104328 , 0.095712 , 0.090331 , 0.104199 , 0.078995 , 0.123923 , 0.072981 , 0.079084 , 0.127326 , 0.116396 , 0.101529 , 0.107315 , 0.117167 , 0.127771 , 0.134705 , 0.098709 , 0.101083 , 0.117741 
 575 , 1.023388 , 0.141793 , 0.1291 , 0.095746 , 0.12854 , 0.118189 , 0.134925 , 0.134325 , 0.127664 , 0.117844 , 0.08385 , 0.110288 , 0.117284 , 0.0924 , 0.121091 , 0.111134 , 0.096562 , 0.106815 , 0.123994 , 0.109422 , 0.085562 , 0.127192 , 0.110544 , 0.111961 , 0.108015 , 0.108881 , 0.098038 , 0.115444 , 0.100941 , 0.116674 , 0.113063 , 0.110888 , 0.100085 , 0.11625 , 0.107946 , 0.128668 , 0.099032 , 0.105683 , 0.095421 , 0.098953 , 0.09668 , 0.101393 , 0.11875 , 0.135771 , 0.118454 , 0.108802 , 0.099258 , 0.104493 , 0.095716 , 0.090403 , 0.103213 , 0.07831 , 0.123531 , 0.072653 , 0.078852 , 0.127595 , 0.116506 , 0.101462 , 0.107435 , 0.117431 , 0.128058 , 0.134807 , 0.098737 , 0.101167 , 0.117953 
 576 , 1.023589 , 0.141974 , 0.129232 , 0.095772 , 0.128615 , 0.118232 , 0.134742 , 0.134115 , 0.127539 , 0.117899 , 0.083626 , 0.11005 , 0.11696 , 0.091563 , 0.120874 , 0.111146 , 0.096496 , 0.106752 , 0.123732 , 0.109512 , 0.085447 , 0.127255 , 0.110618 , 0.112047 , 0.108054 , 0.108612 , 0.097768 , 0.114973 , 0.100518 , 0.116411 , 0.113133 , 0.110999 , 0.100107 , 0.11649 , 0.108152 , 0.12884 , 0.099011 , 0.105822 , 0.095498 , 0.09906 , 0.096789 , 0.10136 , 0.118985 , 0.136043 , 0.118643 , 0.108856 , 0.099353 , 0.104668 , 0.095723 , 0.090467 , 0.102211 , 0.077627 , 0.123135 , 0.072323 , 0.078616 , 0.127862 , 0.116617 , 0.101399 , 0.107555 , 0.117693 , 0.128361 , 0.134908 , 0.098766 , 0.101252 , 0.118163 
 577 , 1.023769 , 0.142168 , 0.129374 , 0.095804 , 0.128683 , 0.118285 , 0.134574 , 0.133911 , 0.127408 , 0.117964 , 0.08342 , 0.109824 , 0.116649 , 0.090741 , 0.120651 , 0.111168 , 0.096427 , 0.106679 , 0.123484 , 0.10961 , 0.085347 , 0.12733 , 0.110691 , 0.112122 , 0.108101 , 0.108354 , 0.097508 , 0.114517 , 0.100098 , 0.116162 , 0.113193 , 0.111119 , 0.100137 , 0.116727 , 0.108354 , 0.129024 , 0.098988 , 0.105978 , 0.095561 , 0.099182 , 0.096904 , 0.101334 , 0.11922 , 0.136316 , 0.11884 , 0.108909 , 0.099445 , 0.104839 , 0.095736 , 0.090546 , 0.101247 , 0.076955 , 0.122744 , 0.071989 , 0.078386 , 0.128138 , 0.116727 , 0.101373 , 0.107702 , 0.117964 , 0.128664 , 0.135031 , 0.098803 , 0.101344 , 0.118363 
 578 , 1.023853 , 0.142378 , 0.129527 , 0.095853 , 0.128761 , 0.118354 , 0.134493 , 0.133766 , 0.127326 , 0.118044 , 0.083254 , 0.109654 , 0.116395 , 0.090044 , 0.120488 , 0.111187 , 0.096387 , 0.106628 , 0.123262 , 0.109703 , 0.085291 , 0.127423 , 0.110799 , 0.112205 , 0.10818 , 0.108112 , 0.097279 , 0.114116 , 0.099742 , 0.115939 , 0.113243 , 0.111226 , 0.10015 , 0.116851 , 0.10852 , 0.129188 , 0.098966 , 0.106095 , 0.095552 , 0.099286 , 0.096968 , 0.101284 , 0.119421 , 0.136472 , 0.119024 , 0.108888 , 0.099471 , 0.104951 , 0.095698 , 0.090587 , 0.100431 , 0.076388 , 0.122447 , 0.071684 , 0.078182 , 0.128296 , 0.116803 , 0.101498 , 0.107831 , 0.118122 , 0.128887 , 0.135162 , 0.098792 , 0.10142 , 0.118442 
 579 , 1.02392 , 0.142576 , 0.129678 , 0.095894 , 0.128828 , 0.118443 , 0.134412 , 0.13361 , 0.127234 , 0.118124 , 0.083084 , 0.109497 , 0.116134 , 0.089354 , 0.120307 , 0.111207 , 0.096339 , 0.106579 , 0.123032 , 0.109796 , 0.085248 , 0.127514 , 0.110907 , 0.112279 , 0.10826 , 0.107874 , 0.097053 , 0.113709 , 0.099391 , 0.115718 , 0.113284 , 0.111323 , 0.100145 , 0.116965 , 0.108666 , 0.12935 , 0.098928 , 0.106202 , 0.095537 , 0.099382 , 0.097015 , 0.101217 , 0.119612 , 0.136605 , 0.119177 , 0.108849 , 0.099488 , 0.105033 , 0.095653 , 0.090619 , 0.099604 , 0.075819 , 0.122133 , 0.071375 , 0.077973 , 0.128432 , 0.116849 , 0.101604 , 0.107951 , 0.118249 , 0.129089 , 0.135262 , 0.098754 , 0.101478 , 0.118501 
 580 , 1.023993 , 0.142783 , 0.129831 , 0.095939 , 0.128907 , 0.118524 , 0.134335 , 0.133468 , 0.127146 , 0.118207 , 0.08291 , 0.109334 , 0.115868 , 0.088645 , 0.120131 , 0.11123 , 0.096286 , 0.106515 , 0.122797 , 0.109883 , 0.0852 , 0.127599 , 0.111009 , 0.112366 , 0.108343 , 0.107631 , 0.096825 , 0.113299 , 0.099028 , 0.115503 , 0.113328 , 0.111423 , 0.100145 , 0.117081 , 0.108815 , 0.129504 , 0.098903 , 0.106323 , 0.095516 , 0.099481 , 0.097065 , 0.101145 , 0.119794 , 0.13674 , 0.119342 , 0.108805 , 0.09951 , 0.105129 , 0.095603 , 0.090637 , 0.098769 , 0.07525 , 0.121825 , 0.071065 , 0.077752 , 0.12857 , 0.116898 , 0.101713 , 0.108064 , 0.11839 , 0.129302 , 0.135364 , 0.09872 , 0.10153 , 0.118563 
 581 , 1.024123 , 0.142911 , 0.12992 , 0.095969 , 0.128941 , 0.11858 , 0.134231 , 0.133271 , 0.12702 , 0.118216 , 0.082747 , 0.109142 , 0.115633 , 0.088038 , 0.119954 , 0.111245 , 0.096247 , 0.106434 , 0.122594 , 0.109939 , 0.085148 , 0.127654 , 0.111082 , 0.112426 , 0.108403 , 0.107395 , 0.096612 , 0.112925 , 0.098676 , 0.115297 , 0.113338 , 0.111475 , 0.100165 , 0.117131 , 0.10895 , 0.129594 , 0.098859 , 0.106406 , 0.095537 , 0.09956 , 0.097121 , 0.101077 , 0.119944 , 0.136872 , 0.119502 , 0.108777 , 0.099492 , 0.105186 , 0.095585 , 0.09064 , 0.098052 , 0.07473 , 0.121547 , 0.070812 , 0.077553 , 0.128739 , 0.11691 , 0.101586 , 0.108047 , 0.118369 , 0.12944 , 0.135412 , 0.098743 , 0.10148 , 0.118667 
 582 , 1.024364 , 0.143022 , 0.129982 , 0.096012 , 0.128996 , 0.118636 , 0.134108 , 0.133074 , 0.12688 , 0.118196 , 0.082579 , 0.108966 , 0.11541 , 0.087452 , 0.119785 , 0.111264 , 0.096213 , 0.106352 , 0.122399 , 0.11 , 0.085107 , 0.127722 , 0.111149 , 0.112499 , 0.108478 , 0.107166 , 0.096424 , 0.112566 , 0.098339 , 0.115122 , 0.11337 , 0.111542 , 0.100206 , 0.117162 , 0.10911 , 0.129695 , 0.098827 , 0.106496 , 0.095562 , 0.09966 , 0.09719 , 0.101029 , 0.120101 , 0.137029 , 0.119699 , 0.108765 , 0.099478 , 0.10527 , 0.095591 , 0.09066 , 0.097372 , 0.074221 , 0.121288 , 0.070573 , 0.077351 , 0.128948 , 0.116922 , 0.101412 , 0.108018 , 0.118339 , 0.12958 , 0.135487 , 0.098798 , 0.101402 , 0.118809 
 583 , 1.024611 , 0.143144 , 0.130045 , 0.09605 , 0.129033 , 0.118704 , 0.133998 , 0.132881 , 0.126742 , 0.118179 , 0.082417 , 0.108775 , 0.115191 , 0.086856 , 0.119611 , 0.111286 , 0.096183 , 0.106274 , 0.122208 , 0.110055 , 0.085061 , 0.127783 , 0.11121 , 0.112575 , 0.108546 , 0.106942 , 0.096231 , 0.112203 , 0.097997 , 0.114933 , 0.113396 , 0.111611 , 0.10025 , 0.117205 , 0.109272 , 0.129788 , 0.098799 , 0.106589 , 0.095591 , 0.099754 , 0.097262 , 0.100976 , 0.12026 , 0.137186 , 0.119888 , 0.108756 , 0.099467 , 0.105348 , 0.09561 , 0.090684 , 0.09668 , 0.07371 , 0.121024 , 0.07034 , 0.077147 , 0.129158 , 0.116938 , 0.101233 , 0.107993 , 0.118313 , 0.12973 , 0.135563 , 0.098847 , 0.101329 , 0.118952 
 584 , 1.024859 , 0.143288 , 0.130124 , 0.096098 , 0.129093 , 0.118791 , 0.133901 , 0.132737 , 0.126661 , 0.11819 , 0.082285 , 0.108622 , 0.115014 , 0.086339 , 0.119468 , 0.111322 , 0.096164 , 0.106219 , 0.122063 , 0.110139 , 0.085051 , 0.127863 , 0.111303 , 0.112658 , 0.108613 , 0.106753 , 0.096069 , 0.111894 , 0.09771 , 0.114785 , 0.11344 , 0.111685 , 0.100276 , 0.117265 , 0.109414 , 0.129933 , 0.098788 , 0.106676 , 0.09563 , 0.099856 , 0.097319 , 0.100934 , 0.120394 , 0.137307 , 0.120022 , 0.108746 , 0.099474 , 0.105465 , 0.09563 , 0.090708 , 0.096059 , 0.073261 , 0.120775 , 0.070122 , 0.076991 , 0.129332 , 0.116969 , 0.101163 , 0.108031 , 0.118381 , 0.129857 , 0.135609 , 0.098873 , 0.101335 , 0.119077 
 585 , 1.025138 , 0.143459 , 0.130235 , 0.09616 , 0.129167 , 0.118928 , 0.133848 , 0.132657 , 0.12665 , 0.11826 , 0.082193 , 0.108516 , 0.114904 , 0.085902 , 0.119376 , 0.111367 , 0.096151 , 0.10619 , 0.121969 , 0.110261 , 0.085091 , 0.127975 , 0.111443 , 0.112778 , 0.108717 , 0.106629 , 0.095951 , 0.111672 , 0.097514 , 0.114694 , 0.113522 , 0.111758 , 0.100298 , 0.117383 , 0.109546 , 0.13013 , 0.098773 , 0.106781 , 0.095703 , 0.099955 , 0.097371 , 0.100937 , 0.120539 , 0.137414 , 0.12011 , 0.108755 , 0.099535 , 0.105628 , 0.095674 , 0.090755 , 0.095541 , 0.072907 , 0.120539 , 0.069913 , 0.076882 , 0.129501 , 0.11704 , 0.101261 , 0.108192 , 0.118623 , 0.130016 , 0.13565 , 0.098897 , 0.101452 , 0.119204 
