  time  ,56:51 AM,59:56 AM,00:08 AM,00:20 AM,00:29 AM,00:36 AM,01:00 AM,01:07 AM,01:16 AM,01:24 AM,01:31 AM,02:01 AM,02:18 AM,02:26 AM,02:33 AM,03:42 AM,03:50 AM,03:57 AM,04:05 AM,04:14 AM,06:34 AM,06:46 AM,06:54 AM,07:02 AM,07:11 AM,07:44 AM,07:54 AM,08:02 AM,08:10 AM,08:16 AM,10:33 AM,10:41 AM,10:49 AM,10:59 AM,11:06 AM,11:40 AM,11:48 AM,11:55 AM,12:01 AM,12:10 AM,13:25 AM,13:33 AM,13:40 AM,13:47 AM,13:55 AM,14:39 AM,14:48 AM,14:55 AM,15:03 AM,15:12 AM,15:49 AM,15:58 AM,16:06 AM,16:14 AM,16:21 AM,17:13 AM,17:45 AM,17:53 AM,18:00 AM,18:07 AM,18:45 AM,18:57 AM,19:04 AM,19:12 AM,19:19 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 811 , 1.01326 , 0.358611 , 0.353975 , 0.293934 , 0.32954 , 0.308921 , 0.450113 , 0.411112 , 0.427228 , 0.350179 , 0.382133 , 0.370501 , 0.400505 , 0.472999 , 0.371383 , 0.333202 , 0.31284 , 0.330689 , 0.422519 , 0.359565 , 0.378933 , 0.363864 , 0.322093 , 0.334423 , 0.330853 , 0.495731 , 0.423955 , 0.488171 , 0.418642 , 0.447549 , 0.348364 , 0.323047 , 0.330966 , 0.30371 , 0.278845 , 0.406168 , 0.327314 , 0.270043 , 0.292519 , 0.25959 , 0.301043 , 0.348969 , 0.329263 , 0.337757 , 0.35578 , 0.294304 , 0.28342 , 0.318513 , 0.355339 , 0.278209 , 0.585284 , 0.525223 , 0.557443 , 0.34743 , 0.336095 , 0.37526 , 0.344486 , 0.373065 , 0.325601 , 0.344445 , 0.372624 , 0.385488 , 0.335326 , 0.338998 , 0.330033 
 812 , 1.013204 , 0.35924 , 0.354645 , 0.294735 , 0.330176 , 0.309571 , 0.450974 , 0.411793 , 0.427937 , 0.350977 , 0.38276 , 0.371139 , 0.401233 , 0.473454 , 0.372077 , 0.333998 , 0.313517 , 0.331443 , 0.423054 , 0.360497 , 0.379752 , 0.364535 , 0.322841 , 0.335194 , 0.331701 , 0.496428 , 0.424681 , 0.488938 , 0.419159 , 0.448213 , 0.349112 , 0.323675 , 0.331454 , 0.304317 , 0.279529 , 0.40693 , 0.327889 , 0.270586 , 0.292809 , 0.260139 , 0.301628 , 0.349555 , 0.329867 , 0.338233 , 0.356273 , 0.294972 , 0.284103 , 0.319348 , 0.355902 , 0.278849 , 0.585762 , 0.52576 , 0.558409 , 0.347866 , 0.336523 , 0.375363 , 0.344497 , 0.373148 , 0.326138 , 0.345166 , 0.372736 , 0.385398 , 0.335781 , 0.339479 , 0.330516 
 813 , 1.013158 , 0.359895 , 0.355351 , 0.295572 , 0.330844 , 0.310258 , 0.451882 , 0.412522 , 0.428678 , 0.351822 , 0.38343 , 0.371818 , 0.401997 , 0.473926 , 0.372811 , 0.334849 , 0.314233 , 0.332231 , 0.423607 , 0.361478 , 0.380625 , 0.365246 , 0.32363 , 0.335998 , 0.332593 , 0.497161 , 0.425438 , 0.48974 , 0.419715 , 0.448922 , 0.349908 , 0.324355 , 0.331961 , 0.304949 , 0.280245 , 0.40773 , 0.328505 , 0.271168 , 0.293109 , 0.260715 , 0.302227 , 0.350177 , 0.330513 , 0.33874 , 0.35679 , 0.295676 , 0.28483 , 0.320225 , 0.3565 , 0.27952 , 0.58627 , 0.526346 , 0.559424 , 0.348314 , 0.336971 , 0.375461 , 0.344505 , 0.373215 , 0.326704 , 0.345913 , 0.372863 , 0.385293 , 0.336257 , 0.339982 , 0.33103 
 814 , 1.012974 , 0.360494 , 0.355934 , 0.296267 , 0.331447 , 0.310868 , 0.452683 , 0.413181 , 0.429354 , 0.352552 , 0.383958 , 0.372407 , 0.402592 , 0.474286 , 0.37341 , 0.335573 , 0.314922 , 0.332956 , 0.424081 , 0.362356 , 0.381362 , 0.365882 , 0.324332 , 0.336721 , 0.33338 , 0.497801 , 0.426128 , 0.490438 , 0.420213 , 0.449561 , 0.350732 , 0.325046 , 0.332532 , 0.305646 , 0.280962 , 0.408507 , 0.32912 , 0.271759 , 0.293465 , 0.261304 , 0.303009 , 0.350929 , 0.331292 , 0.339451 , 0.357506 , 0.296412 , 0.285616 , 0.321157 , 0.357206 , 0.280135 , 0.586826 , 0.526869 , 0.56026 , 0.348695 , 0.337362 , 0.375892 , 0.34489 , 0.373317 , 0.327228 , 0.34642 , 0.373265 , 0.385633 , 0.336927 , 0.340536 , 0.331705 
 815 , 1.012937 , 0.361074 , 0.356514 , 0.296966 , 0.332108 , 0.311526 , 0.453496 , 0.413907 , 0.430084 , 0.353312 , 0.384454 , 0.373023 , 0.403212 , 0.47472 , 0.374018 , 0.336336 , 0.315703 , 0.333725 , 0.424623 , 0.363271 , 0.382122 , 0.366567 , 0.325082 , 0.337497 , 0.334202 , 0.498525 , 0.426872 , 0.491167 , 0.420747 , 0.450231 , 0.351498 , 0.325641 , 0.332989 , 0.306262 , 0.281545 , 0.409202 , 0.329714 , 0.27229 , 0.293857 , 0.261823 , 0.303691 , 0.351591 , 0.332015 , 0.340026 , 0.358183 , 0.297048 , 0.286353 , 0.321983 , 0.357841 , 0.280602 , 0.587475 , 0.52746 , 0.561079 , 0.349104 , 0.337756 , 0.376329 , 0.345208 , 0.373127 , 0.327486 , 0.346544 , 0.373614 , 0.385853 , 0.337394 , 0.340824 , 0.332181 
 816 , 1.01294 , 0.36168 , 0.357125 , 0.297703 , 0.332801 , 0.31222 , 0.454369 , 0.414675 , 0.430867 , 0.354119 , 0.384974 , 0.37367 , 0.40387 , 0.47521 , 0.374669 , 0.337158 , 0.316546 , 0.334548 , 0.425199 , 0.364248 , 0.382926 , 0.367295 , 0.325885 , 0.338344 , 0.335068 , 0.499305 , 0.427664 , 0.491942 , 0.42131 , 0.450948 , 0.352289 , 0.326239 , 0.333435 , 0.306875 , 0.282125 , 0.409922 , 0.330336 , 0.272838 , 0.294261 , 0.262355 , 0.304358 , 0.352247 , 0.332728 , 0.34059 , 0.358861 , 0.297682 , 0.287095 , 0.322807 , 0.358456 , 0.281064 , 0.588157 , 0.528101 , 0.56194 , 0.349544 , 0.338188 , 0.376738 , 0.345477 , 0.372869 , 0.327695 , 0.346632 , 0.373941 , 0.385993 , 0.337803 , 0.341068 , 0.332603 
 817 , 1.01295 , 0.362313 , 0.35777 , 0.29846 , 0.333495 , 0.3129 , 0.455233 , 0.415395 , 0.431655 , 0.354911 , 0.385496 , 0.3743 , 0.404459 , 0.475671 , 0.375277 , 0.337965 , 0.317381 , 0.335346 , 0.425791 , 0.365203 , 0.383739 , 0.368041 , 0.326696 , 0.339171 , 0.335949 , 0.500061 , 0.42838 , 0.492669 , 0.421882 , 0.451625 , 0.353112 , 0.326914 , 0.333994 , 0.307557 , 0.282783 , 0.410686 , 0.33101 , 0.273385 , 0.294739 , 0.262927 , 0.305135 , 0.353071 , 0.333557 , 0.341271 , 0.359662 , 0.298388 , 0.287919 , 0.323733 , 0.359184 , 0.281588 , 0.588853 , 0.528743 , 0.56279 , 0.349983 , 0.338631 , 0.377408 , 0.345939 , 0.373156 , 0.328235 , 0.347114 , 0.374611 , 0.386432 , 0.338298 , 0.341614 , 0.333173 
 818 , 1.012964 , 0.362996 , 0.358395 , 0.299211 , 0.334166 , 0.313533 , 0.456035 , 0.415971 , 0.432366 , 0.355576 , 0.38595 , 0.37483 , 0.404852 , 0.476046 , 0.375784 , 0.338726 , 0.318134 , 0.336052 , 0.426345 , 0.366053 , 0.384499 , 0.368768 , 0.327471 , 0.339917 , 0.336808 , 0.500679 , 0.428873 , 0.493259 , 0.422417 , 0.45219 , 0.353793 , 0.327637 , 0.334653 , 0.308196 , 0.28347 , 0.411526 , 0.331668 , 0.273791 , 0.295273 , 0.263449 , 0.305958 , 0.353949 , 0.334363 , 0.34198 , 0.360415 , 0.298983 , 0.288724 , 0.324642 , 0.359866 , 0.28204 , 0.589417 , 0.529322 , 0.563479 , 0.35028 , 0.338985 , 0.37824 , 0.346477 , 0.374229 , 0.329109 , 0.348083 , 0.375608 , 0.387142 , 0.338674 , 0.342446 , 0.333699 
 819 , 1.012966 , 0.363695 , 0.358995 , 0.299977 , 0.334861 , 0.314182 , 0.45684 , 0.416581 , 0.4331 , 0.356225 , 0.386377 , 0.375399 , 0.405241 , 0.476419 , 0.376313 , 0.339499 , 0.318882 , 0.33676 , 0.426905 , 0.366902 , 0.385267 , 0.369506 , 0.328241 , 0.340651 , 0.337673 , 0.501249 , 0.429344 , 0.49384 , 0.422952 , 0.452731 , 0.354357 , 0.328303 , 0.335193 , 0.308714 , 0.284071 , 0.412369 , 0.332267 , 0.274131 , 0.295723 , 0.26389 , 0.306628 , 0.354617 , 0.334985 , 0.342508 , 0.360946 , 0.299427 , 0.289394 , 0.325419 , 0.360396 , 0.282369 , 0.58989 , 0.529855 , 0.564064 , 0.350508 , 0.339281 , 0.378772 , 0.346741 , 0.375016 , 0.329704 , 0.348785 , 0.376302 , 0.387622 , 0.338814 , 0.342996 , 0.333948 
 820 , 1.012964 , 0.36442 , 0.359611 , 0.300754 , 0.335553 , 0.31484 , 0.45767 , 0.4172 , 0.433851 , 0.356879 , 0.386806 , 0.375961 , 0.405638 , 0.476804 , 0.376844 , 0.34029 , 0.319649 , 0.337485 , 0.427473 , 0.367755 , 0.386047 , 0.370258 , 0.329029 , 0.341391 , 0.338555 , 0.501839 , 0.429821 , 0.494443 , 0.423484 , 0.453287 , 0.354936 , 0.328988 , 0.33575 , 0.309241 , 0.284684 , 0.413232 , 0.332873 , 0.274473 , 0.296194 , 0.264335 , 0.307309 , 0.35531 , 0.335626 , 0.343042 , 0.361501 , 0.299892 , 0.290076 , 0.326204 , 0.36093 , 0.282711 , 0.590362 , 0.530394 , 0.564653 , 0.35074 , 0.339583 , 0.379326 , 0.347021 , 0.375826 , 0.330317 , 0.349503 , 0.37701 , 0.388125 , 0.33897 , 0.343562 , 0.334213 
 821 , 1.012996 , 0.364985 , 0.360227 , 0.301429 , 0.33631 , 0.315528 , 0.458386 , 0.41769 , 0.4345 , 0.357516 , 0.387185 , 0.376468 , 0.40596 , 0.47714 , 0.377264 , 0.341058 , 0.320307 , 0.338265 , 0.427994 , 0.368575 , 0.38675 , 0.370954 , 0.329814 , 0.342124 , 0.339403 , 0.50236 , 0.430187 , 0.494954 , 0.42398 , 0.453793 , 0.355592 , 0.329731 , 0.336517 , 0.309849 , 0.285364 , 0.414111 , 0.333569 , 0.274916 , 0.296722 , 0.264819 , 0.30807 , 0.356161 , 0.336393 , 0.343738 , 0.36244 , 0.30057 , 0.290825 , 0.327042 , 0.361572 , 0.283305 , 0.590847 , 0.53088 , 0.565162 , 0.350999 , 0.339931 , 0.380326 , 0.347844 , 0.376457 , 0.331004 , 0.350099 , 0.377864 , 0.388871 , 0.339672 , 0.344244 , 0.334852 
 822 , 1.012813 , 0.365558 , 0.360893 , 0.302065 , 0.337018 , 0.316195 , 0.459071 , 0.418149 , 0.435124 , 0.358214 , 0.387674 , 0.376927 , 0.406242 , 0.477432 , 0.377661 , 0.341756 , 0.320933 , 0.338973 , 0.428493 , 0.369365 , 0.387395 , 0.371568 , 0.330563 , 0.342801 , 0.340153 , 0.502817 , 0.430479 , 0.495328 , 0.424397 , 0.454199 , 0.3563 , 0.330387 , 0.337153 , 0.31034 , 0.285917 , 0.414983 , 0.334236 , 0.275345 , 0.297203 , 0.26528 , 0.308664 , 0.356838 , 0.337018 , 0.344352 , 0.36322 , 0.301196 , 0.291482 , 0.327739 , 0.362145 , 0.283776 , 0.591427 , 0.531295 , 0.565762 , 0.351324 , 0.340328 , 0.381106 , 0.348469 , 0.376927 , 0.331577 , 0.350507 , 0.378571 , 0.389423 , 0.340215 , 0.34488 , 0.335322 
 823 , 1.012637 , 0.36614 , 0.361558 , 0.3027 , 0.337735 , 0.316861 , 0.459754 , 0.418606 , 0.435746 , 0.35892 , 0.388163 , 0.377384 , 0.406524 , 0.477722 , 0.378057 , 0.342463 , 0.321547 , 0.33969 , 0.429001 , 0.370164 , 0.388039 , 0.372181 , 0.331312 , 0.343487 , 0.340921 , 0.503272 , 0.43076 , 0.495711 , 0.424802 , 0.454603 , 0.357017 , 0.331053 , 0.337797 , 0.31082 , 0.28648 , 0.415854 , 0.334911 , 0.275774 , 0.297693 , 0.26574 , 0.309258 , 0.357524 , 0.337642 , 0.344966 , 0.364009 , 0.301821 , 0.292138 , 0.328446 , 0.362716 , 0.284256 , 0.592004 , 0.531708 , 0.566371 , 0.351648 , 0.340735 , 0.381884 , 0.349104 , 0.377395 , 0.33215 , 0.350914 , 0.379277 , 0.389983 , 0.340766 , 0.345514 , 0.335791 
 824 , 1.012411 , 0.366732 , 0.362185 , 0.303252 , 0.338387 , 0.317461 , 0.4605 , 0.419103 , 0.436474 , 0.359633 , 0.388691 , 0.377799 , 0.406878 , 0.478036 , 0.378502 , 0.343119 , 0.322194 , 0.34034 , 0.429561 , 0.370948 , 0.388732 , 0.372808 , 0.332 , 0.344225 , 0.341621 , 0.503756 , 0.431131 , 0.49612 , 0.42522 , 0.455085 , 0.357772 , 0.331701 , 0.338335 , 0.311405 , 0.287038 , 0.416809 , 0.335534 , 0.27625 , 0.29824 , 0.266278 , 0.309876 , 0.358206 , 0.338324 , 0.345723 , 0.36481 , 0.302508 , 0.292825 , 0.329262 , 0.363342 , 0.284827 , 0.592605 , 0.532122 , 0.566978 , 0.351944 , 0.341104 , 0.382656 , 0.349795 , 0.37783 , 0.332662 , 0.351386 , 0.380145 , 0.390634 , 0.341332 , 0.345982 , 0.336351 
 825 , 1.01244 , 0.367362 , 0.362786 , 0.303838 , 0.339081 , 0.318113 , 0.461407 , 0.419668 , 0.437299 , 0.3604 , 0.389197 , 0.3783 , 0.407325 , 0.478461 , 0.379033 , 0.343853 , 0.322916 , 0.341085 , 0.430245 , 0.371803 , 0.389538 , 0.373528 , 0.332739 , 0.345113 , 0.342396 , 0.504376 , 0.431629 , 0.496702 , 0.425741 , 0.455706 , 0.358479 , 0.332377 , 0.338823 , 0.312091 , 0.287632 , 0.417788 , 0.336106 , 0.276787 , 0.298798 , 0.266829 , 0.310562 , 0.358933 , 0.339112 , 0.346466 , 0.365668 , 0.303157 , 0.293613 , 0.330167 , 0.363953 , 0.285484 , 0.593216 , 0.532636 , 0.56761 , 0.35223 , 0.341477 , 0.383506 , 0.350525 , 0.378248 , 0.333152 , 0.351879 , 0.381006 , 0.391273 , 0.341921 , 0.346332 , 0.336963 
 826 , 1.012504 , 0.368007 , 0.363402 , 0.304432 , 0.339777 , 0.318774 , 0.462332 , 0.420234 , 0.438129 , 0.361161 , 0.389712 , 0.378818 , 0.407781 , 0.478894 , 0.379582 , 0.344609 , 0.323648 , 0.341852 , 0.430942 , 0.372664 , 0.390352 , 0.374264 , 0.333499 , 0.346013 , 0.343184 , 0.505008 , 0.43215 , 0.497305 , 0.426275 , 0.456353 , 0.359189 , 0.333055 , 0.339312 , 0.312775 , 0.288241 , 0.418768 , 0.336679 , 0.277337 , 0.299341 , 0.267373 , 0.311257 , 0.359664 , 0.339911 , 0.347201 , 0.36653 , 0.303792 , 0.294406 , 0.331082 , 0.364568 , 0.286135 , 0.593829 , 0.533156 , 0.568232 , 0.352529 , 0.341852 , 0.384373 , 0.351248 , 0.378673 , 0.333643 , 0.352374 , 0.381864 , 0.391921 , 0.342523 , 0.346664 , 0.337577 
 827 , 1.012559 , 0.368649 , 0.364006 , 0.305056 , 0.340432 , 0.319427 , 0.463222 , 0.420769 , 0.438916 , 0.361871 , 0.390221 , 0.379347 , 0.408234 , 0.479306 , 0.3801 , 0.345364 , 0.324369 , 0.342609 , 0.431612 , 0.373508 , 0.391129 , 0.374994 , 0.334232 , 0.346839 , 0.34395 , 0.505614 , 0.432664 , 0.497887 , 0.426794 , 0.456991 , 0.359869 , 0.333737 , 0.339803 , 0.313485 , 0.288859 , 0.419686 , 0.337255 , 0.277882 , 0.299867 , 0.267916 , 0.311927 , 0.360406 , 0.340701 , 0.347902 , 0.367297 , 0.304406 , 0.295183 , 0.331952 , 0.365203 , 0.286723 , 0.59441 , 0.533665 , 0.568856 , 0.352843 , 0.342258 , 0.385176 , 0.351956 , 0.379275 , 0.334315 , 0.353029 , 0.38268 , 0.392594 , 0.342981 , 0.34718 , 0.338142 
 828 , 1.01253 , 0.369243 , 0.364596 , 0.305729 , 0.341061 , 0.320041 , 0.464039 , 0.421247 , 0.439639 , 0.362463 , 0.390726 , 0.379907 , 0.408707 , 0.479691 , 0.380598 , 0.346131 , 0.32508 , 0.343297 , 0.432251 , 0.374353 , 0.391839 , 0.375714 , 0.334941 , 0.347563 , 0.344688 , 0.506193 , 0.433179 , 0.498423 , 0.427275 , 0.457568 , 0.360505 , 0.334446 , 0.340278 , 0.314147 , 0.28948 , 0.420484 , 0.337836 , 0.278372 , 0.30034 , 0.268429 , 0.312468 , 0.361072 , 0.341391 , 0.34847 , 0.367821 , 0.304915 , 0.295878 , 0.332674 , 0.365863 , 0.28712 , 0.59492 , 0.534106 , 0.569438 , 0.353158 , 0.342638 , 0.385719 , 0.35254 , 0.380041 , 0.335137 , 0.353859 , 0.383359 , 0.39323 , 0.343071 , 0.347831 , 0.338547 
 829 , 1.01244 , 0.369792 , 0.365211 , 0.306407 , 0.341718 , 0.320644 , 0.464845 , 0.42173 , 0.440363 , 0.363049 , 0.391236 , 0.380468 , 0.409191 , 0.480071 , 0.381106 , 0.346907 , 0.325802 , 0.343952 , 0.432879 , 0.375197 , 0.392544 , 0.376432 , 0.335634 , 0.348286 , 0.345424 , 0.506776 , 0.433682 , 0.498952 , 0.427742 , 0.458132 , 0.361155 , 0.33516 , 0.34073 , 0.314766 , 0.290058 , 0.421277 , 0.338413 , 0.278837 , 0.300806 , 0.268913 , 0.312933 , 0.361669 , 0.341996 , 0.349007 , 0.368279 , 0.305398 , 0.296523 , 0.333338 , 0.366498 , 0.287454 , 0.595415 , 0.534531 , 0.569976 , 0.353464 , 0.342995 , 0.38613 , 0.353053 , 0.380705 , 0.33587 , 0.354638 , 0.383968 , 0.393779 , 0.343067 , 0.348389 , 0.338877 
 830 , 1.012338 , 0.370355 , 0.36583 , 0.307087 , 0.342372 , 0.321259 , 0.465659 , 0.422208 , 0.44109 , 0.36364 , 0.391747 , 0.38103 , 0.409672 , 0.480458 , 0.381606 , 0.347668 , 0.326524 , 0.344614 , 0.433511 , 0.376043 , 0.393248 , 0.377164 , 0.336335 , 0.349005 , 0.346177 , 0.507362 , 0.43419 , 0.499484 , 0.428214 , 0.458697 , 0.361799 , 0.335883 , 0.341189 , 0.315386 , 0.290642 , 0.422085 , 0.338978 , 0.279309 , 0.301276 , 0.269385 , 0.313432 , 0.362293 , 0.342619 , 0.34955 , 0.368751 , 0.305884 , 0.297173 , 0.334011 , 0.367136 , 0.287794 , 0.595919 , 0.534954 , 0.570527 , 0.353777 , 0.343359 , 0.386574 , 0.353572 , 0.381339 , 0.336572 , 0.355371 , 0.384589 , 0.394359 , 0.343092 , 0.348923 , 0.339225 
 831 , 1.012227 , 0.370956 , 0.366422 , 0.307706 , 0.343003 , 0.321872 , 0.466457 , 0.422656 , 0.441828 , 0.364288 , 0.392313 , 0.381593 , 0.410151 , 0.480818 , 0.382106 , 0.348378 , 0.327206 , 0.345239 , 0.434103 , 0.376875 , 0.393964 , 0.37787 , 0.337033 , 0.349753 , 0.346922 , 0.507899 , 0.434678 , 0.5 , 0.428667 , 0.459245 , 0.362442 , 0.336602 , 0.341711 , 0.315892 , 0.291191 , 0.422912 , 0.339505 , 0.279753 , 0.301787 , 0.269803 , 0.314127 , 0.363078 , 0.343311 , 0.350173 , 0.369427 , 0.306465 , 0.297858 , 0.334828 , 0.367653 , 0.288205 , 0.596475 , 0.535431 , 0.571077 , 0.354051 , 0.343731 , 0.387317 , 0.354256 , 0.381562 , 0.336777 , 0.355569 , 0.385286 , 0.395134 , 0.343537 , 0.349158 , 0.339792 
 832 , 1.012162 , 0.371567 , 0.367 , 0.308311 , 0.34359 , 0.322484 , 0.467244 , 0.423097 , 0.442554 , 0.364941 , 0.392867 , 0.382156 , 0.410624 , 0.481151 , 0.382586 , 0.349058 , 0.327871 , 0.345873 , 0.434679 , 0.377691 , 0.39468 , 0.37853 , 0.337732 , 0.350482 , 0.347645 , 0.508411 , 0.43516 , 0.500495 , 0.429119 , 0.459779 , 0.363047 , 0.337251 , 0.342218 , 0.316381 , 0.291711 , 0.423701 , 0.340057 , 0.280181 , 0.302259 , 0.270227 , 0.314793 , 0.363846 , 0.343958 , 0.350779 , 0.370062 , 0.307031 , 0.298491 , 0.335684 , 0.368065 , 0.288639 , 0.597002 , 0.535917 , 0.571636 , 0.354312 , 0.344133 , 0.388064 , 0.354895 , 0.381766 , 0.336964 , 0.355684 , 0.385924 , 0.395837 , 0.343928 , 0.349345 , 0.340344 
 833 , 1.012094 , 0.372175 , 0.367574 , 0.308924 , 0.344173 , 0.323083 , 0.468027 , 0.423546 , 0.443287 , 0.365581 , 0.393418 , 0.382715 , 0.411094 , 0.481491 , 0.383052 , 0.349735 , 0.328532 , 0.346494 , 0.435262 , 0.378513 , 0.395391 , 0.379188 , 0.338418 , 0.351207 , 0.348375 , 0.50892 , 0.43565 , 0.500987 , 0.429578 , 0.460298 , 0.363648 , 0.337906 , 0.342722 , 0.316857 , 0.29224 , 0.424497 , 0.340605 , 0.280606 , 0.302718 , 0.270648 , 0.315456 , 0.364609 , 0.344603 , 0.35137 , 0.370702 , 0.307585 , 0.29912 , 0.336537 , 0.368474 , 0.28907 , 0.597524 , 0.5364 , 0.572201 , 0.35458 , 0.344541 , 0.388818 , 0.355511 , 0.381968 , 0.33714 , 0.355797 , 0.386548 , 0.396547 , 0.344306 , 0.34954 , 0.340892 
 834 , 1.011958 , 0.372722 , 0.36819 , 0.309491 , 0.344761 , 0.32366 , 0.468856 , 0.42402 , 0.444008 , 0.36624 , 0.393915 , 0.383247 , 0.411514 , 0.481882 , 0.383492 , 0.350417 , 0.329173 , 0.347109 , 0.435903 , 0.379307 , 0.396079 , 0.379848 , 0.339075 , 0.351876 , 0.34909 , 0.509455 , 0.436117 , 0.501482 , 0.430002 , 0.460811 , 0.364321 , 0.338605 , 0.343199 , 0.317351 , 0.29281 , 0.425276 , 0.341178 , 0.281009 , 0.303264 , 0.271117 , 0.316075 , 0.365403 , 0.345292 , 0.351948 , 0.371426 , 0.308184 , 0.299732 , 0.33735 , 0.369037 , 0.289492 , 0.598075 , 0.536885 , 0.572758 , 0.354857 , 0.344914 , 0.389536 , 0.356042 , 0.382553 , 0.337676 , 0.35647 , 0.387269 , 0.397263 , 0.344547 , 0.350019 , 0.341403 
 835 , 1.011818 , 0.373253 , 0.36877 , 0.310068 , 0.345379 , 0.324239 , 0.469722 , 0.424538 , 0.444731 , 0.366926 , 0.394413 , 0.383777 , 0.411906 , 0.482304 , 0.38393 , 0.351115 , 0.329832 , 0.347753 , 0.436601 , 0.380068 , 0.396746 , 0.380527 , 0.339735 , 0.352541 , 0.349811 , 0.509943 , 0.43657 , 0.501976 , 0.430458 , 0.461347 , 0.36499 , 0.339256 , 0.343637 , 0.31778 , 0.293329 , 0.426036 , 0.341742 , 0.281409 , 0.303812 , 0.271547 , 0.316608 , 0.366111 , 0.345919 , 0.352408 , 0.372061 , 0.308692 , 0.300328 , 0.338023 , 0.369667 , 0.289885 , 0.598659 , 0.537379 , 0.573291 , 0.355149 , 0.345277 , 0.390093 , 0.356392 , 0.383094 , 0.338268 , 0.357187 , 0.388005 , 0.397989 , 0.344768 , 0.350544 , 0.341782 
 836 , 1.011685 , 0.373777 , 0.369345 , 0.310632 , 0.346002 , 0.324815 , 0.470584 , 0.425058 , 0.445442 , 0.367606 , 0.394914 , 0.38431 , 0.412289 , 0.482713 , 0.384351 , 0.351817 , 0.330498 , 0.348391 , 0.437299 , 0.380833 , 0.397395 , 0.381209 , 0.3404 , 0.3532 , 0.350526 , 0.510438 , 0.437024 , 0.502477 , 0.430914 , 0.461882 , 0.365654 , 0.339892 , 0.34407 , 0.318196 , 0.293847 , 0.426807 , 0.342301 , 0.28182 , 0.304349 , 0.271968 , 0.317139 , 0.366813 , 0.346541 , 0.352865 , 0.372669 , 0.309199 , 0.300923 , 0.338682 , 0.37029 , 0.290268 , 0.599244 , 0.537867 , 0.573827 , 0.355437 , 0.345626 , 0.390624 , 0.356738 , 0.383609 , 0.338855 , 0.357877 , 0.388733 , 0.398696 , 0.344996 , 0.351055 , 0.342139 
 837 , 1.011572 , 0.374333 , 0.369894 , 0.311223 , 0.346629 , 0.325426 , 0.471417 , 0.425547 , 0.446191 , 0.368278 , 0.395414 , 0.384848 , 0.412685 , 0.48313 , 0.384818 , 0.352521 , 0.331166 , 0.349036 , 0.437982 , 0.381587 , 0.398055 , 0.381882 , 0.341071 , 0.353862 , 0.351241 , 0.510926 , 0.437484 , 0.502982 , 0.431388 , 0.462415 , 0.366307 , 0.340513 , 0.344485 , 0.31865 , 0.294379 , 0.427538 , 0.34289 , 0.282269 , 0.304843 , 0.272434 , 0.317634 , 0.367415 , 0.347147 , 0.353374 , 0.373216 , 0.309648 , 0.301541 , 0.339365 , 0.370879 , 0.290681 , 0.599831 , 0.538367 , 0.574321 , 0.355742 , 0.346009 , 0.391178 , 0.357144 , 0.384137 , 0.339344 , 0.358505 , 0.38939 , 0.399427 , 0.345247 , 0.351586 , 0.342514 
 838 , 1.011457 , 0.374923 , 0.370395 , 0.311847 , 0.347232 , 0.326068 , 0.472165 , 0.42597 , 0.446951 , 0.368924 , 0.395924 , 0.385347 , 0.413058 , 0.483524 , 0.385317 , 0.35321 , 0.331833 , 0.349668 , 0.438628 , 0.382353 , 0.398716 , 0.382536 , 0.34174 , 0.35453 , 0.351931 , 0.511438 , 0.437958 , 0.503521 , 0.431837 , 0.462918 , 0.366944 , 0.341182 , 0.344917 , 0.319186 , 0.294976 , 0.428234 , 0.343506 , 0.282765 , 0.30532 , 0.27297 , 0.31816 , 0.367949 , 0.34782 , 0.354043 , 0.373776 , 0.310101 , 0.302234 , 0.340157 , 0.371441 , 0.29114 , 0.600388 , 0.538865 , 0.574768 , 0.356063 , 0.34642 , 0.391854 , 0.357768 , 0.384819 , 0.339781 , 0.359189 , 0.389956 , 0.400218 , 0.345557 , 0.352185 , 0.342989 
