  time  ,:00:35 A,:00:44 A,:00:52 A,:00:58 A,:01:06 A,:02:13 A,:02:18 A,:02:25 A,:02:32 A,:02:40 A,:03:39 A,:03:48 A,:03:54 A,:04:01 A,:04:08 A,:04:23 A,:04:31 A,:04:41 A,:04:49 A,:04:57 A,:05:32 A,:05:42 A,:05:48 A,:05:55 A,:06:01 A,:06:13 A,:06:20 A,:06:28 A,:06:39 A,:06:52 A,:11:10 A,:11:17 A,:11:23 A,:11:30 A,:11:36 A,:11:47 A,:11:52 A,:11:58 A,:12:04 A,:12:15 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 427 , 0.025435 , 0.037292 , 0.026729 , 0.038562 , 0.035951 , 0.039511 , 0.034538 , 0.029007 , 0.043748 , 0.035239 , 0.0423 , 0.035618 , 0.020984 , 0.021506 , 0.024782 , 0.032295 , 0.029233 , 0.037505 , 0.041743 , 0.031737 , 0.041944 , 0.043416 , 0.039037 , 0.026408 , 0.03042 , 0.038633 , 0.045742 , 0.045208 , 0.037458 , 0.026396 , 0.032627 , 0.021981 , 0.034728 , 0.033529 , 0.045244 , 0.026088 , 0.02896 , 0.037968 , 0.030515 , 0.033114 
 428 , 0.02563 , 0.037654 , 0.027081 , 0.038855 , 0.036274 , 0.03989 , 0.03493 , 0.029341 , 0.044124 , 0.035561 , 0.042601 , 0.035739 , 0.021253 , 0.021717 , 0.024916 , 0.032694 , 0.029471 , 0.037832 , 0.042328 , 0.032314 , 0.042185 , 0.043565 , 0.0392 , 0.026581 , 0.030768 , 0.039022 , 0.046265 , 0.04567 , 0.037808 , 0.026688 , 0.032837 , 0.022157 , 0.034835 , 0.033705 , 0.045515 , 0.026332 , 0.029305 , 0.038308 , 0.030839 , 0.033372 
 429 , 0.025825 , 0.038004 , 0.027422 , 0.03916 , 0.036598 , 0.040268 , 0.035323 , 0.029662 , 0.044487 , 0.035871 , 0.042902 , 0.035859 , 0.021499 , 0.021928 , 0.025038 , 0.033094 , 0.02971 , 0.038159 , 0.042902 , 0.03288 , 0.042437 , 0.043701 , 0.039363 , 0.026754 , 0.031104 , 0.039422 , 0.046775 , 0.046132 , 0.038171 , 0.026981 , 0.033058 , 0.022333 , 0.034953 , 0.033893 , 0.045786 , 0.026575 , 0.029638 , 0.03866 , 0.031152 , 0.033642 
 430 , 0.025999 , 0.038361 , 0.027654 , 0.039398 , 0.036873 , 0.0406 , 0.035705 , 0.029953 , 0.044852 , 0.036158 , 0.043173 , 0.035944 , 0.021676 , 0.022105 , 0.025094 , 0.03349 , 0.029917 , 0.038492 , 0.043423 , 0.033383 , 0.042625 , 0.04384 , 0.039493 , 0.026904 , 0.031406 , 0.039791 , 0.047222 , 0.046567 , 0.03848 , 0.027226 , 0.03324 , 0.022486 , 0.035039 , 0.03405 , 0.046055 , 0.026809 , 0.029929 , 0.039016 , 0.031394 , 0.033883 
 431 , 0.026171 , 0.038714 , 0.027862 , 0.039631 , 0.03713 , 0.040918 , 0.036069 , 0.030233 , 0.045218 , 0.036427 , 0.043419 , 0.036034 , 0.021811 , 0.022263 , 0.025146 , 0.033878 , 0.030113 , 0.038809 , 0.043919 , 0.033854 , 0.042788 , 0.043967 , 0.039607 , 0.027028 , 0.031686 , 0.040155 , 0.04766 , 0.046981 , 0.038785 , 0.027445 , 0.033413 , 0.022621 , 0.035116 , 0.034199 , 0.046302 , 0.027028 , 0.030209 , 0.039369 , 0.031602 , 0.034116 
 432 , 0.02633 , 0.039042 , 0.028058 , 0.039841 , 0.037374 , 0.041223 , 0.036433 , 0.0305 , 0.045571 , 0.036695 , 0.043665 , 0.036112 , 0.021946 , 0.022422 , 0.025186 , 0.034241 , 0.030297 , 0.039114 , 0.044392 , 0.034313 , 0.042938 , 0.044094 , 0.039733 , 0.027152 , 0.031965 , 0.040496 , 0.048073 , 0.047382 , 0.039066 , 0.027653 , 0.033574 , 0.022744 , 0.035194 , 0.034336 , 0.046548 , 0.027236 , 0.030464 , 0.03971 , 0.031811 , 0.034336 
 433 , 0.026504 , 0.039392 , 0.028265 , 0.040059 , 0.037643 , 0.041535 , 0.036834 , 0.030788 , 0.045926 , 0.036988 , 0.043939 , 0.036203 , 0.022112 , 0.022612 , 0.025254 , 0.034632 , 0.030502 , 0.03944 , 0.044903 , 0.034775 , 0.043129 , 0.044236 , 0.039857 , 0.027277 , 0.032204 , 0.040844 , 0.048509 , 0.047818 , 0.039381 , 0.027884 , 0.033751 , 0.022898 , 0.035287 , 0.034489 , 0.046807 , 0.027432 , 0.030728 , 0.040047 , 0.032049 , 0.034584 
 434 , 0.026707 , 0.03974 , 0.028503 , 0.040287 , 0.037956 , 0.041856 , 0.037302 , 0.031095 , 0.046304 , 0.037314 , 0.044247 , 0.036291 , 0.022296 , 0.022819 , 0.025328 , 0.035043 , 0.030703 , 0.039775 , 0.045436 , 0.035269 , 0.043367 , 0.044389 , 0.03999 , 0.027409 , 0.032415 , 0.041179 , 0.048979 , 0.048278 , 0.039692 , 0.028134 , 0.033925 , 0.023057 , 0.035388 , 0.03465 , 0.047088 , 0.027635 , 0.030988 , 0.040358 , 0.032332 , 0.034841 
 435 , 0.026912 , 0.040076 , 0.028718 , 0.040492 , 0.038246 , 0.042155 , 0.037736 , 0.031391 , 0.04667 , 0.037629 , 0.044532 , 0.036381 , 0.022468 , 0.023026 , 0.025403 , 0.035431 , 0.030904 , 0.0401 , 0.045958 , 0.035728 , 0.043581 , 0.044532 , 0.040112 , 0.027529 , 0.032615 , 0.041502 , 0.049427 , 0.048726 , 0.040005 , 0.028385 , 0.034112 , 0.023216 , 0.035502 , 0.034813 , 0.047348 , 0.027815 , 0.031236 , 0.040658 , 0.032603 , 0.035098 
 436 , 0.027089 , 0.040391 , 0.02893 , 0.040699 , 0.038526 , 0.042457 , 0.038158 , 0.031674 , 0.047018 , 0.03792 , 0.044809 , 0.03646 , 0.022636 , 0.023218 , 0.025474 , 0.035806 , 0.031092 , 0.040403 , 0.046447 , 0.036175 , 0.043799 , 0.044666 , 0.040236 , 0.027648 , 0.032814 , 0.041816 , 0.049844 , 0.049143 , 0.040296 , 0.02861 , 0.034274 , 0.02336 , 0.035593 , 0.034951 , 0.047588 , 0.027992 , 0.031472 , 0.040949 , 0.032861 , 0.035343 
 437 , 0.02719 , 0.040613 , 0.029092 , 0.04091 , 0.038734 , 0.0428 , 0.038591 , 0.031946 , 0.047306 , 0.038187 , 0.045023 , 0.036499 , 0.022803 , 0.023338 , 0.025561 , 0.036107 , 0.03128 , 0.040696 , 0.04689 , 0.036523 , 0.044013 , 0.044786 , 0.040351 , 0.027725 , 0.033063 , 0.042194 , 0.050254 , 0.049541 , 0.040577 , 0.028771 , 0.03443 , 0.023481 , 0.035691 , 0.035096 , 0.047805 , 0.028153 , 0.03172 , 0.041266 , 0.033134 , 0.035595 
 438 , 0.027298 , 0.040828 , 0.029261 , 0.041125 , 0.038936 , 0.043124 , 0.039019 , 0.0322 , 0.047599 , 0.038448 , 0.045243 , 0.036532 , 0.022966 , 0.023442 , 0.025644 , 0.036413 , 0.031463 , 0.040982 , 0.047325 , 0.036865 , 0.044219 , 0.044897 , 0.040447 , 0.027798 , 0.033307 , 0.042553 , 0.050657 , 0.049919 , 0.040852 , 0.028928 , 0.034569 , 0.023585 , 0.035782 , 0.035223 , 0.048027 , 0.028297 , 0.031951 , 0.041566 , 0.03339 , 0.03583 
 439 , 0.027393 , 0.041042 , 0.029418 , 0.041328 , 0.039136 , 0.043448 , 0.039422 , 0.032455 , 0.047878 , 0.038696 , 0.045437 , 0.036564 , 0.023117 , 0.023558 , 0.025714 , 0.036695 , 0.031633 , 0.041256 , 0.047735 , 0.037195 , 0.044424 , 0.045008 , 0.040554 , 0.027869 , 0.033539 , 0.042912 , 0.051034 , 0.050296 , 0.041113 , 0.029084 , 0.034718 , 0.023689 , 0.035861 , 0.035349 , 0.048224 , 0.028441 , 0.032181 , 0.041864 , 0.033646 , 0.036064 
 440 , 0.027568 , 0.041298 , 0.029572 , 0.041525 , 0.039366 , 0.043756 , 0.039927 , 0.032733 , 0.048205 , 0.03896 , 0.045664 , 0.036634 , 0.023285 , 0.023727 , 0.025814 , 0.03698 , 0.031839 , 0.041573 , 0.048181 , 0.037529 , 0.044615 , 0.045128 , 0.040678 , 0.027997 , 0.033783 , 0.043231 , 0.051438 , 0.050698 , 0.041418 , 0.029286 , 0.034857 , 0.023822 , 0.035942 , 0.035501 , 0.048444 , 0.028618 , 0.032411 , 0.042181 , 0.03389 , 0.0363 
 441 , 0.027766 , 0.041584 , 0.029737 , 0.041703 , 0.039625 , 0.044068 , 0.040461 , 0.033033 , 0.048546 , 0.039231 , 0.045895 , 0.036723 , 0.023455 , 0.023933 , 0.025903 , 0.037261 , 0.032054 , 0.041882 , 0.04863 , 0.037882 , 0.044796 , 0.04525 , 0.040796 , 0.028136 , 0.034048 , 0.04353 , 0.051842 , 0.051114 , 0.041739 , 0.029522 , 0.034991 , 0.023969 , 0.036019 , 0.035648 , 0.048678 , 0.028805 , 0.032627 , 0.042503 , 0.034144 , 0.036532 
 442 , 0.027964 , 0.041857 , 0.029889 , 0.041893 , 0.03986 , 0.044367 , 0.040984 , 0.03332 , 0.048887 , 0.039502 , 0.046113 , 0.036812 , 0.023612 , 0.024127 , 0.025992 , 0.037541 , 0.032256 , 0.04218 , 0.049066 , 0.03821 , 0.044977 , 0.045372 , 0.040912 , 0.028275 , 0.034289 , 0.043818 , 0.052234 , 0.051529 , 0.042048 , 0.029746 , 0.035126 , 0.024103 , 0.036094 , 0.035795 , 0.048887 , 0.028981 , 0.032854 , 0.042825 , 0.034385 , 0.036752 
 443 , 0.028131 , 0.042118 , 0.030069 , 0.04207 , 0.040084 , 0.044679 , 0.041496 , 0.033599 , 0.049214 , 0.039785 , 0.046342 , 0.036889 , 0.023775 , 0.024314 , 0.026085 , 0.037835 , 0.03245 , 0.042477 , 0.049465 , 0.038529 , 0.045169 , 0.045492 , 0.041029 , 0.028394 , 0.034532 , 0.044128 , 0.052648 , 0.05193 , 0.042358 , 0.029949 , 0.035274 , 0.02423 , 0.036183 , 0.035956 , 0.049106 , 0.02916 , 0.033072 , 0.043147 , 0.034628 , 0.036997 
 444 , 0.028272 , 0.042348 , 0.030269 , 0.042253 , 0.040267 , 0.045015 , 0.042013 , 0.033857 , 0.049548 , 0.040076 , 0.046594 , 0.036966 , 0.023943 , 0.024481 , 0.026167 , 0.038186 , 0.032661 , 0.042779 , 0.049811 , 0.038832 , 0.045398 , 0.045649 , 0.04114 , 0.028487 , 0.034742 , 0.044489 , 0.0531 , 0.052334 , 0.042659 , 0.030102 , 0.035436 , 0.024337 , 0.036309 , 0.036117 , 0.049321 , 0.029336 , 0.033295 , 0.043496 , 0.034886 , 0.037277 
 445 , 0.028402 , 0.042578 , 0.030481 , 0.042435 , 0.040439 , 0.04534 , 0.042519 , 0.034115 , 0.04987 , 0.040367 , 0.046846 , 0.037044 , 0.024098 , 0.024648 , 0.02625 , 0.038526 , 0.032848 , 0.043057 , 0.050145 , 0.039124 , 0.045627 , 0.045794 , 0.041252 , 0.028581 , 0.034964 , 0.044826 , 0.05354 , 0.052715 , 0.042961 , 0.030266 , 0.03561 , 0.024445 , 0.036434 , 0.036267 , 0.049535 , 0.029513 , 0.033518 , 0.043834 , 0.035131 , 0.037546 
 446 , 0.028531 , 0.042797 , 0.030682 , 0.042606 , 0.040611 , 0.045665 , 0.043012 , 0.034362 , 0.050193 , 0.040646 , 0.047086 , 0.037122 , 0.024266 , 0.024816 , 0.026333 , 0.038854 , 0.033036 , 0.043335 , 0.05048 , 0.039404 , 0.045844 , 0.045927 , 0.041351 , 0.028663 , 0.035162 , 0.045163 , 0.053968 , 0.053096 , 0.043263 , 0.030419 , 0.035772 , 0.024541 , 0.03656 , 0.036429 , 0.049739 , 0.029678 , 0.033729 , 0.044171 , 0.035366 , 0.037815 
 447 , 0.028643 , 0.042952 , 0.030817 , 0.042761 , 0.04079 , 0.045927 , 0.043454 , 0.034615 , 0.050489 , 0.040862 , 0.047288 , 0.037171 , 0.024391 , 0.024928 , 0.026373 , 0.039082 , 0.033206 , 0.043573 , 0.050776 , 0.039632 , 0.046034 , 0.046022 , 0.0414 , 0.028762 , 0.035368 , 0.045413 , 0.054335 , 0.053464 , 0.043538 , 0.03059 , 0.035857 , 0.024606 , 0.03661 , 0.036538 , 0.049904 , 0.029813 , 0.033863 , 0.044457 , 0.035595 , 0.038019 
 448 , 0.028756 , 0.043087 , 0.030952 , 0.04292 , 0.040963 , 0.046189 , 0.043874 , 0.034865 , 0.050783 , 0.041094 , 0.047489 , 0.037216 , 0.02452 , 0.025033 , 0.026429 , 0.039292 , 0.033374 , 0.043814 , 0.051081 , 0.039853 , 0.046213 , 0.046129 , 0.04144 , 0.028852 , 0.035557 , 0.045664 , 0.054696 , 0.053825 , 0.043803 , 0.030749 , 0.035939 , 0.024664 , 0.036655 , 0.036655 , 0.050067 , 0.029937 , 0.033994 , 0.044745 , 0.035808 , 0.03823 
 449 , 0.02887 , 0.043233 , 0.031087 , 0.043078 , 0.041135 , 0.046451 , 0.044294 , 0.035116 , 0.051076 , 0.041302 , 0.047691 , 0.037261 , 0.02465 , 0.025139 , 0.026474 , 0.039514 , 0.03353 , 0.044044 , 0.051374 , 0.040062 , 0.046392 , 0.046225 , 0.041481 , 0.028941 , 0.035747 , 0.045903 , 0.055046 , 0.054187 , 0.044068 , 0.03092 , 0.036022 , 0.024722 , 0.036701 , 0.036773 , 0.050218 , 0.03005 , 0.034114 , 0.045033 , 0.036022 , 0.038429 
 450 , 0.029006 , 0.043389 , 0.031222 , 0.043223 , 0.041316 , 0.04669 , 0.044712 , 0.035369 , 0.051374 , 0.04153 , 0.04787 , 0.037324 , 0.024775 , 0.025276 , 0.026563 , 0.039743 , 0.033725 , 0.044295 , 0.051672 , 0.040267 , 0.046595 , 0.046321 , 0.041578 , 0.029042 , 0.035941 , 0.046178 , 0.055414 , 0.054544 , 0.044343 , 0.031091 , 0.036132 , 0.024799 , 0.036776 , 0.036907 , 0.050409 , 0.030174 , 0.034261 , 0.045308 , 0.036239 , 0.038635 
 451 , 0.029143 , 0.043548 , 0.031357 , 0.043369 , 0.0415 , 0.04694 , 0.045119 , 0.035631 , 0.051679 , 0.041762 , 0.048024 , 0.037405 , 0.024905 , 0.025429 , 0.026667 , 0.039988 , 0.03394 , 0.044548 , 0.051988 , 0.04044 , 0.046798 , 0.046417 , 0.041702 , 0.029155 , 0.036131 , 0.046488 , 0.055786 , 0.054893 , 0.044643 , 0.03125 , 0.03625 , 0.024881 , 0.036857 , 0.037048 , 0.050607 , 0.030298 , 0.034429 , 0.045595 , 0.036464 , 0.038833 
 452 , 0.029292 , 0.043706 , 0.031492 , 0.043503 , 0.041684 , 0.047178 , 0.045525 , 0.03588 , 0.051971 , 0.042005 , 0.048189 , 0.037486 , 0.025022 , 0.025581 , 0.02677 , 0.040221 , 0.034144 , 0.0448 , 0.052304 , 0.040625 , 0.047 , 0.046512 , 0.041827 , 0.029268 , 0.036332 , 0.046786 , 0.056157 , 0.055242 , 0.044931 , 0.03142 , 0.03638 , 0.024951 , 0.036939 , 0.037188 , 0.050794 , 0.03041 , 0.034596 , 0.045882 , 0.036677 , 0.039032 
 453 , 0.029424 , 0.043844 , 0.031623 , 0.043642 , 0.041847 , 0.047423 , 0.045913 , 0.036117 , 0.052261 , 0.042228 , 0.048338 , 0.037555 , 0.025156 , 0.025715 , 0.026856 , 0.040456 , 0.034346 , 0.045045 , 0.052582 , 0.040801 , 0.047197 , 0.046602 , 0.04193 , 0.029364 , 0.036509 , 0.047066 , 0.056517 , 0.05559 , 0.045223 , 0.031576 , 0.036497 , 0.025025 , 0.037009 , 0.037318 , 0.050966 , 0.030529 , 0.03475 , 0.046163 , 0.03689 , 0.03922 
 454 , 0.029491 , 0.043945 , 0.031712 , 0.043732 , 0.041926 , 0.047639 , 0.046214 , 0.036308 , 0.052509 , 0.042437 , 0.048482 , 0.037579 , 0.025275 , 0.025785 , 0.026902 , 0.040655 , 0.034479 , 0.045228 , 0.052782 , 0.040976 , 0.047342 , 0.046677 , 0.041974 , 0.029432 , 0.036641 , 0.04733 , 0.056844 , 0.055918 , 0.045466 , 0.0317 , 0.03657 , 0.025085 , 0.037033 , 0.037413 , 0.051024 , 0.030643 , 0.034859 , 0.046416 , 0.037069 , 0.039385 
 455 , 0.02957 , 0.044046 , 0.031812 , 0.043832 , 0.042017 , 0.047855 , 0.046526 , 0.036511 , 0.052755 , 0.042646 , 0.048626 , 0.037603 , 0.025393 , 0.025867 , 0.026947 , 0.040854 , 0.034624 , 0.045399 , 0.052981 , 0.041151 , 0.047487 , 0.046751 , 0.042005 , 0.029498 , 0.036772 , 0.047594 , 0.057158 , 0.056244 , 0.045719 , 0.031824 , 0.036654 , 0.025156 , 0.037057 , 0.037496 , 0.051082 , 0.030756 , 0.034969 , 0.046668 , 0.037247 , 0.039549 
 456 , 0.029648 , 0.044146 , 0.031912 , 0.043933 , 0.042095 , 0.04807 , 0.046849 , 0.036701 , 0.053001 , 0.042866 , 0.048769 , 0.037626 , 0.025511 , 0.025938 , 0.026993 , 0.041052 , 0.034769 , 0.045592 , 0.053179 , 0.041337 , 0.047631 , 0.046813 , 0.042048 , 0.029565 , 0.036915 , 0.047857 , 0.057482 , 0.056581 , 0.045972 , 0.031948 , 0.036725 , 0.025214 , 0.037081 , 0.037591 , 0.051152 , 0.030857 , 0.035077 , 0.04692 , 0.037425 , 0.039712 
 457 , 0.029722 , 0.044246 , 0.032019 , 0.044021 , 0.042175 , 0.048282 , 0.047122 , 0.036884 , 0.053278 , 0.043051 , 0.048969 , 0.037653 , 0.025603 , 0.026017 , 0.027071 , 0.041216 , 0.034942 , 0.045773 , 0.053396 , 0.041476 , 0.047809 , 0.046909 , 0.042127 , 0.029651 , 0.037073 , 0.048093 , 0.057787 , 0.056912 , 0.046211 , 0.03209 , 0.036777 , 0.02526 , 0.03712 , 0.037712 , 0.051254 , 0.030965 , 0.035203 , 0.04717 , 0.037582 , 0.039914 
 458 , 0.029794 , 0.044355 , 0.032123 , 0.044118 , 0.042251 , 0.048491 , 0.047404 , 0.037063 , 0.053549 , 0.043244 , 0.049165 , 0.037689 , 0.025682 , 0.026095 , 0.027159 , 0.041388 , 0.035124 , 0.045974 , 0.05362 , 0.041613 , 0.047995 , 0.047002 , 0.042216 , 0.029735 , 0.03724 , 0.048326 , 0.0581 , 0.057237 , 0.046447 , 0.032241 , 0.036826 , 0.025303 , 0.037157 , 0.037843 , 0.051363 , 0.031059 , 0.035325 , 0.047428 , 0.037725 , 0.040112 
 459 , 0.029878 , 0.044462 , 0.032238 , 0.044215 , 0.042327 , 0.04871 , 0.047684 , 0.037241 , 0.05382 , 0.043448 , 0.049371 , 0.037725 , 0.025771 , 0.026184 , 0.027234 , 0.04156 , 0.035294 , 0.046162 , 0.053855 , 0.04176 , 0.048179 , 0.047094 , 0.042291 , 0.029819 , 0.037406 , 0.048557 , 0.05841 , 0.05756 , 0.046693 , 0.032379 , 0.036863 , 0.025346 , 0.037194 , 0.037972 , 0.051472 , 0.031152 , 0.035447 , 0.047684 , 0.037878 , 0.040309 
 460 , 0.029967 , 0.044579 , 0.032349 , 0.04432 , 0.042433 , 0.048943 , 0.04794 , 0.037456 , 0.054108 , 0.043659 , 0.049544 , 0.037786 , 0.025863 , 0.026288 , 0.027325 , 0.041749 , 0.035487 , 0.04636 , 0.054085 , 0.041914 , 0.048377 , 0.047186 , 0.042386 , 0.029908 , 0.037574 , 0.048801 , 0.058731 , 0.057906 , 0.046962 , 0.032526 , 0.036949 , 0.025415 , 0.037267 , 0.038105 , 0.051596 , 0.031264 , 0.035581 , 0.047952 , 0.038046 , 0.040522 
 461 , 0.030083 , 0.044694 , 0.032453 , 0.044434 , 0.042571 , 0.049199 , 0.048196 , 0.037689 , 0.054411 , 0.043892 , 0.049706 , 0.037866 , 0.025967 , 0.026392 , 0.027406 , 0.041958 , 0.035684 , 0.046557 , 0.054317 , 0.042088 , 0.048597 , 0.047288 , 0.042477 , 0.03 , 0.037736 , 0.049069 , 0.059093 , 0.058267 , 0.047253 , 0.032677 , 0.037052 , 0.025484 , 0.037371 , 0.038243 , 0.051734 , 0.031392 , 0.035732 , 0.048232 , 0.038255 , 0.040732 
 462 , 0.030187 , 0.04482 , 0.032557 , 0.044549 , 0.042721 , 0.049442 , 0.048464 , 0.037934 , 0.054713 , 0.044136 , 0.049867 , 0.037946 , 0.026071 , 0.026508 , 0.027498 , 0.042167 , 0.03587 , 0.046766 , 0.054548 , 0.042261 , 0.048817 , 0.047402 , 0.042568 , 0.030104 , 0.037898 , 0.049336 , 0.059442 , 0.058628 , 0.047556 , 0.032828 , 0.037167 , 0.025564 , 0.037486 , 0.038394 , 0.051883 , 0.031507 , 0.035894 , 0.048499 , 0.038453 , 0.040941 
 463 , 0.030275 , 0.044923 , 0.032657 , 0.044663 , 0.042847 , 0.049687 , 0.048708 , 0.038153 , 0.055006 , 0.044356 , 0.050017 , 0.038011 , 0.026159 , 0.026619 , 0.027562 , 0.042375 , 0.036065 , 0.046963 , 0.054782 , 0.042422 , 0.049015 , 0.047494 , 0.042658 , 0.030192 , 0.038059 , 0.049593 , 0.059783 , 0.058981 , 0.047836 , 0.032964 , 0.037257 , 0.025616 , 0.037575 , 0.038519 , 0.052011 , 0.031631 , 0.03603 , 0.048779 , 0.038648 , 0.041149 
 464 , 0.030239 , 0.044922 , 0.032671 , 0.044698 , 0.042904 , 0.049832 , 0.048888 , 0.038289 , 0.055214 , 0.044521 , 0.050139 , 0.038006 , 0.026179 , 0.026651 , 0.027572 , 0.042514 , 0.036176 , 0.047106 , 0.054978 , 0.042538 , 0.049148 , 0.047554 , 0.042703 , 0.030204 , 0.038147 , 0.049785 , 0.060054 , 0.059286 , 0.048015 , 0.033048 , 0.037286 , 0.025612 , 0.037593 , 0.038619 , 0.052063 , 0.031691 , 0.036105 , 0.048994 , 0.038796 , 0.041299 
 465 , 0.030204 , 0.044934 , 0.032685 , 0.044745 , 0.042973 , 0.049978 , 0.049069 , 0.038426 , 0.055424 , 0.044674 , 0.050262 , 0.038012 , 0.026212 , 0.026684 , 0.027594 , 0.042643 , 0.036299 , 0.047261 , 0.055176 , 0.042666 , 0.049269 , 0.047616 , 0.042737 , 0.030228 , 0.038237 , 0.04999 , 0.060338 , 0.059605 , 0.048194 , 0.033122 , 0.037315 , 0.025597 , 0.037599 , 0.038721 , 0.052128 , 0.031752 , 0.036193 , 0.04921 , 0.038945 , 0.04145 
 466 , 0.030169 , 0.044947 , 0.032711 , 0.044793 , 0.043032 , 0.050125 , 0.04925 , 0.038563 , 0.055646 , 0.044829 , 0.050385 , 0.038007 , 0.026245 , 0.026729 , 0.027604 , 0.042795 , 0.036423 , 0.047418 , 0.055374 , 0.042783 , 0.049404 , 0.047678 , 0.042783 , 0.03024 , 0.038326 , 0.050196 , 0.060611 , 0.059925 , 0.048375 , 0.033208 , 0.037345 , 0.025583 , 0.037617 , 0.038811 , 0.052194 , 0.031824 , 0.036269 , 0.049439 , 0.039095 , 0.041589 
 467 , 0.030242 , 0.045019 , 0.032738 , 0.04483 , 0.043115 , 0.050296 , 0.049397 , 0.038725 , 0.055905 , 0.044984 , 0.050509 , 0.038027 , 0.026325 , 0.026763 , 0.027651 , 0.042937 , 0.036572 , 0.047587 , 0.055561 , 0.042925 , 0.049575 , 0.047764 , 0.042831 , 0.030289 , 0.038453 , 0.050403 , 0.060874 , 0.060223 , 0.048604 , 0.033318 , 0.037388 , 0.025604 , 0.037648 , 0.038938 , 0.052272 , 0.031898 , 0.036371 , 0.049669 , 0.039269 , 0.041778 
 468 , 0.030329 , 0.045103 , 0.032782 , 0.044854 , 0.043207 , 0.050493 , 0.049545 , 0.038895 , 0.056168 , 0.045138 , 0.050635 , 0.038042 , 0.02642 , 0.026799 , 0.027723 , 0.043089 , 0.036715 , 0.047768 , 0.055753 , 0.043065 , 0.049759 , 0.047875 , 0.042875 , 0.030341 , 0.038587 , 0.050612 , 0.061144 , 0.060516 , 0.048846 , 0.033433 , 0.037449 , 0.025638 , 0.037698 , 0.039061 , 0.052353 , 0.031976 , 0.036466 , 0.049913 , 0.03944 , 0.041975 
 469 , 0.030417 , 0.045187 , 0.032813 , 0.044878 , 0.0433 , 0.050679 , 0.049707 , 0.039077 , 0.056445 , 0.045293 , 0.050774 , 0.038057 , 0.026526 , 0.026823 , 0.027783 , 0.043229 , 0.036871 , 0.047951 , 0.055958 , 0.043206 , 0.049944 , 0.047975 , 0.042921 , 0.030393 , 0.038709 , 0.050822 , 0.061404 , 0.06081 , 0.049102 , 0.033549 , 0.037499 , 0.02566 , 0.037737 , 0.039184 , 0.052447 , 0.032054 , 0.036574 , 0.050157 , 0.039623 , 0.042173 
 470 , 0.030477 , 0.045264 , 0.03285 , 0.044944 , 0.043401 , 0.050877 , 0.049869 , 0.039259 , 0.056705 , 0.045478 , 0.050901 , 0.038096 , 0.026596 , 0.026881 , 0.027854 , 0.043377 , 0.037028 , 0.048124 , 0.056147 , 0.043341 , 0.050142 , 0.048077 , 0.042985 , 0.030465 , 0.038832 , 0.051044 , 0.061689 , 0.061131 , 0.049346 , 0.033669 , 0.037538 , 0.025682 , 0.037787 , 0.039294 , 0.052539 , 0.032138 , 0.036683 , 0.050415 , 0.039781 , 0.042344 
 471 , 0.030481 , 0.04533 , 0.032869 , 0.045033 , 0.043513 , 0.051068 , 0.050034 , 0.039462 , 0.056959 , 0.045686 , 0.051032 , 0.038143 , 0.026644 , 0.026953 , 0.027927 , 0.043513 , 0.037181 , 0.048288 , 0.056342 , 0.043465 , 0.050331 , 0.048169 , 0.043061 , 0.030529 , 0.038939 , 0.051269 , 0.061996 , 0.061438 , 0.049583 , 0.033784 , 0.037561 , 0.025706 , 0.037834 , 0.039391 , 0.052612 , 0.032204 , 0.036777 , 0.050699 , 0.039901 , 0.042503 
 472 , 0.030486 , 0.045396 , 0.032888 , 0.045135 , 0.043625 , 0.051258 , 0.050212 , 0.039665 , 0.057203 , 0.045884 , 0.051163 , 0.038191 , 0.026681 , 0.027038 , 0.027989 , 0.04366 , 0.037347 , 0.048452 , 0.056537 , 0.043589 , 0.050521 , 0.04825 , 0.043149 , 0.030605 , 0.039035 , 0.051496 , 0.062304 , 0.061757 , 0.049819 , 0.033899 , 0.037584 , 0.02573 , 0.037882 , 0.039487 , 0.052697 , 0.032281 , 0.036883 , 0.050973 , 0.040034 , 0.042661 
 473 , 0.030506 , 0.04545 , 0.032898 , 0.045236 , 0.043737 , 0.051458 , 0.050376 , 0.039858 , 0.057443 , 0.046092 , 0.051292 , 0.03824 , 0.026723 , 0.027103 , 0.028055 , 0.043796 , 0.037502 , 0.048615 , 0.056729 , 0.043713 , 0.050697 , 0.048341 , 0.043225 , 0.030661 , 0.039144 , 0.051732 , 0.062618 , 0.062071 , 0.050054 , 0.034016 , 0.037609 , 0.025759 , 0.03793 , 0.039596 , 0.052779 , 0.03235 , 0.036979 , 0.051244 , 0.040155 , 0.04282 
