  time  ,43:20 PM,43:36 PM,43:46 PM,43:59 PM,44:08 PM,45:32 PM,45:47 PM,45:59 PM,46:13 PM,46:25 PM,47:26 PM,47:37 PM,47:47 PM,47:56 PM,48:06 PM,48:43 PM,48:54 PM,49:04 PM,49:14 PM,49:26 PM,51:21 PM,51:33 PM,51:46 PM,51:59 PM,52:12 PM,53:19 PM,53:29 PM,53:40 PM,53:51 PM,54:04 PM,54:33 PM,54:43 PM,55:01 PM,55:15 PM,55:27 PM,56:16 PM,56:26 PM,56:36 PM,56:50 PM,57:00 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 670 , 0.059788 , 0.063444 , 0.048425 , 0.06983 , 0.052301 , 0.127548 , 0.128594 , 0.081424 , 0.094087 , 0.111164 , 0.084463 , 0.109843 , 0.105703 , 0.145606 , 0.125963 , 0.117198 , 0.120336 , 0.121327 , 0.134221 , 0.137568 , 0.07027 , 0.06928 , 0.084805 , 0.075424 , 0.120446 , 0.065217 , 0.077229 , 0.080158 , 0.090409 , 0.0975 , 0.094439 , 0.082085 , 0.051805 , 0.054371 , 0.053435 , 0.067419 , 0.074157 , 0.089881 , 0.078771 , 0.066042 
 671 , 0.059859 , 0.06352 , 0.048525 , 0.069937 , 0.052384 , 0.127668 , 0.128738 , 0.081481 , 0.094161 , 0.111174 , 0.084645 , 0.110115 , 0.105969 , 0.145949 , 0.12629 , 0.117392 , 0.12059 , 0.121549 , 0.134482 , 0.137823 , 0.0704 , 0.069441 , 0.085009 , 0.075582 , 0.120766 , 0.06535 , 0.077446 , 0.080378 , 0.090654 , 0.097755 , 0.094668 , 0.082308 , 0.051943 , 0.054501 , 0.053586 , 0.067522 , 0.074314 , 0.090037 , 0.078923 , 0.065979 
 672 , 0.059959 , 0.063658 , 0.048674 , 0.070074 , 0.052517 , 0.127847 , 0.128951 , 0.08158 , 0.09429 , 0.111272 , 0.084848 , 0.110433 , 0.106248 , 0.146331 , 0.126621 , 0.117622 , 0.120879 , 0.12184 , 0.134792 , 0.138116 , 0.070582 , 0.069621 , 0.085257 , 0.075805 , 0.121122 , 0.065525 , 0.077671 , 0.08063 , 0.090944 , 0.098011 , 0.094952 , 0.082563 , 0.052086 , 0.054681 , 0.053776 , 0.0677 , 0.074502 , 0.090259 , 0.079129 , 0.066021 
 673 , 0.060059 , 0.063808 , 0.048813 , 0.070211 , 0.052661 , 0.128026 , 0.129165 , 0.081679 , 0.094408 , 0.111372 , 0.085052 , 0.110752 , 0.106528 , 0.146715 , 0.126953 , 0.117841 , 0.121159 , 0.122132 , 0.135103 , 0.138399 , 0.070753 , 0.069813 , 0.085505 , 0.076028 , 0.121479 , 0.065699 , 0.077897 , 0.080894 , 0.091234 , 0.098278 , 0.095226 , 0.082818 , 0.052241 , 0.054862 , 0.053955 , 0.067889 , 0.07469 , 0.090482 , 0.079324 , 0.066064 
 674 , 0.0602 , 0.063978 , 0.048989 , 0.070392 , 0.052811 , 0.128255 , 0.129418 , 0.081814 , 0.094577 , 0.111515 , 0.085271 , 0.111072 , 0.106829 , 0.14711 , 0.127302 , 0.118096 , 0.121453 , 0.122428 , 0.135412 , 0.138691 , 0.070957 , 0.070016 , 0.085769 , 0.076264 , 0.121863 , 0.065895 , 0.078114 , 0.081138 , 0.09153 , 0.098543 , 0.095507 , 0.083066 , 0.052401 , 0.055027 , 0.05414 , 0.068088 , 0.074901 , 0.090721 , 0.079554 , 0.066149 
 675 , 0.060463 , 0.064226 , 0.049227 , 0.070688 , 0.053035 , 0.128586 , 0.129785 , 0.082034 , 0.094824 , 0.111777 , 0.085532 , 0.1114 , 0.107159 , 0.147526 , 0.127709 , 0.118405 , 0.121791 , 0.122757 , 0.135725 , 0.139 , 0.07121 , 0.070277 , 0.086098 , 0.07655 , 0.122302 , 0.066114 , 0.078326 , 0.081379 , 0.091793 , 0.098854 , 0.095846 , 0.083311 , 0.052602 , 0.055178 , 0.054334 , 0.068312 , 0.07514 , 0.091016 , 0.079825 , 0.066358 
 676 , 0.060718 , 0.064478 , 0.049471 , 0.070975 , 0.053254 , 0.128912 , 0.130136 , 0.082256 , 0.095071 , 0.112047 , 0.085804 , 0.111725 , 0.107486 , 0.147936 , 0.128123 , 0.118722 , 0.122126 , 0.123083 , 0.136043 , 0.139303 , 0.071465 , 0.07053 , 0.086416 , 0.076849 , 0.122749 , 0.066347 , 0.07854 , 0.081633 , 0.092068 , 0.099154 , 0.096173 , 0.083546 , 0.052809 , 0.055323 , 0.054533 , 0.068539 , 0.075392 , 0.091311 , 0.080097 , 0.06657 
 677 , 0.060975 , 0.064732 , 0.049705 , 0.071275 , 0.053462 , 0.129241 , 0.1305 , 0.082467 , 0.095331 , 0.112319 , 0.086079 , 0.112052 , 0.107816 , 0.148358 , 0.128527 , 0.11903 , 0.122452 , 0.123422 , 0.136353 , 0.139608 , 0.071721 , 0.070796 , 0.086736 , 0.077139 , 0.12321 , 0.066571 , 0.078755 , 0.081876 , 0.092344 , 0.099467 , 0.096513 , 0.083794 , 0.053005 , 0.055469 , 0.054733 , 0.068778 , 0.075634 , 0.091608 , 0.080383 , 0.066772 
 678 , 0.061319 , 0.06517 , 0.050045 , 0.071674 , 0.053795 , 0.129735 , 0.131056 , 0.082837 , 0.095745 , 0.11283 , 0.086386 , 0.112438 , 0.108206 , 0.148812 , 0.12894 , 0.119502 , 0.122906 , 0.12379 , 0.136676 , 0.140046 , 0.072089 , 0.071148 , 0.087158 , 0.077541 , 0.123768 , 0.06686 , 0.079019 , 0.082165 , 0.092655 , 0.09982 , 0.096898 , 0.084068 , 0.05319 , 0.055676 , 0.054915 , 0.069111 , 0.075985 , 0.092028 , 0.080743 , 0.067207 
 679 , 0.061657 , 0.06563 , 0.050392 , 0.072093 , 0.054117 , 0.130238 , 0.131607 , 0.083212 , 0.096161 , 0.113351 , 0.086702 , 0.112835 , 0.108605 , 0.149279 , 0.129363 , 0.119993 , 0.12336 , 0.124168 , 0.137015 , 0.140482 , 0.072474 , 0.071498 , 0.087577 , 0.07795 , 0.124347 , 0.067156 , 0.079285 , 0.082449 , 0.092974 , 0.100178 , 0.097283 , 0.084346 , 0.053365 , 0.05589 , 0.055105 , 0.069467 , 0.076356 , 0.092458 , 0.081114 , 0.067672 
 680 , 0.061998 , 0.06608 , 0.050741 , 0.072513 , 0.054452 , 0.130744 , 0.132172 , 0.08359 , 0.096579 , 0.113875 , 0.087031 , 0.113234 , 0.108994 , 0.149749 , 0.129777 , 0.120488 , 0.123816 , 0.124536 , 0.137345 , 0.140921 , 0.072873 , 0.071861 , 0.08801 , 0.078361 , 0.12493 , 0.067452 , 0.079553 , 0.082735 , 0.093295 , 0.100538 , 0.09767 , 0.084636 , 0.053541 , 0.056094 , 0.055296 , 0.069825 , 0.07673 , 0.092879 , 0.081498 , 0.068138 
 681 , 0.06249 , 0.066719 , 0.051215 , 0.073108 , 0.055004 , 0.131504 , 0.132997 , 0.084179 , 0.097172 , 0.114712 , 0.087436 , 0.113716 , 0.109442 , 0.150321 , 0.13026 , 0.121157 , 0.124425 , 0.125093 , 0.137803 , 0.14149 , 0.07347 , 0.072305 , 0.088578 , 0.078932 , 0.125669 , 0.067827 , 0.079893 , 0.083105 , 0.093655 , 0.100949 , 0.098179 , 0.084971 , 0.053771 , 0.056349 , 0.055569 , 0.070372 , 0.077247 , 0.093486 , 0.082064 , 0.06889 
 682 , 0.063086 , 0.067465 , 0.051807 , 0.073797 , 0.055699 , 0.132446 , 0.134012 , 0.084916 , 0.097885 , 0.115744 , 0.087912 , 0.114292 , 0.109912 , 0.150986 , 0.130801 , 0.121928 , 0.125128 , 0.125797 , 0.138346 , 0.142136 , 0.074217 , 0.072798 , 0.08925 , 0.079617 , 0.126535 , 0.068271 , 0.080298 , 0.083543 , 0.094073 , 0.101414 , 0.098793 , 0.085347 , 0.054054 , 0.056652 , 0.055904 , 0.071062 , 0.077881 , 0.094197 , 0.08276 , 0.069837 
 683 , 0.0637 , 0.068232 , 0.052406 , 0.074516 , 0.056414 , 0.13339 , 0.135052 , 0.085674 , 0.098608 , 0.116813 , 0.088406 , 0.114877 , 0.110391 , 0.151663 , 0.13134 , 0.122722 , 0.125852 , 0.126501 , 0.1389 , 0.142794 , 0.074972 , 0.073298 , 0.089932 , 0.080312 , 0.127424 , 0.068721 , 0.08071 , 0.083989 , 0.094486 , 0.101887 , 0.099416 , 0.085742 , 0.054342 , 0.056949 , 0.056254 , 0.071784 , 0.078524 , 0.094942 , 0.083477 , 0.070816 
 684 , 0.064462 , 0.06919 , 0.053132 , 0.075357 , 0.057278 , 0.13452 , 0.136256 , 0.08655 , 0.099491 , 0.118107 , 0.088972 , 0.115549 , 0.110946 , 0.152405 , 0.13195 , 0.123647 , 0.126685 , 0.127347 , 0.139545 , 0.14352 , 0.075894 , 0.07393 , 0.090753 , 0.081148 , 0.128466 , 0.069259 , 0.081182 , 0.084472 , 0.094968 , 0.102414 , 0.10013 , 0.086185 , 0.054662 , 0.0573 , 0.056661 , 0.072628 , 0.079298 , 0.095824 , 0.084312 , 0.072034 
 685 , 0.065585 , 0.070579 , 0.05412 , 0.07649 , 0.058472 , 0.136027 , 0.137848 , 0.087714 , 0.100738 , 0.119934 , 0.089719 , 0.116418 , 0.111619 , 0.153266 , 0.132706 , 0.124883 , 0.127746 , 0.128479 , 0.140391 , 0.144354 , 0.0772 , 0.07484 , 0.091884 , 0.082297 , 0.129854 , 0.069938 , 0.08177 , 0.085034 , 0.09556 , 0.103074 , 0.101047 , 0.086741 , 0.055071 , 0.057751 , 0.057201 , 0.073764 , 0.08035 , 0.097027 , 0.085412 , 0.073844 
 686 , 0.066718 , 0.071992 , 0.055137 , 0.077633 , 0.05971 , 0.137561 , 0.139457 , 0.088904 , 0.102002 , 0.121798 , 0.09049 , 0.117294 , 0.112308 , 0.154152 , 0.133483 , 0.12613 , 0.128841 , 0.129634 , 0.141261 , 0.145213 , 0.078518 , 0.07576 , 0.093029 , 0.083458 , 0.131254 , 0.070636 , 0.082367 , 0.085618 , 0.096177 , 0.103725 , 0.101991 , 0.087296 , 0.055482 , 0.058216 , 0.057757 , 0.074933 , 0.081413 , 0.098268 , 0.086537 , 0.07568 
 687 , 0.067885 , 0.07344 , 0.056164 , 0.0788 , 0.060958 , 0.139135 , 0.141106 , 0.090118 , 0.103291 , 0.123691 , 0.091259 , 0.118194 , 0.113019 , 0.155052 , 0.134272 , 0.127402 , 0.129949 , 0.130814 , 0.142143 , 0.146085 , 0.079871 , 0.076702 , 0.094209 , 0.084654 , 0.132693 , 0.071354 , 0.082972 , 0.086199 , 0.096802 , 0.104398 , 0.102945 , 0.08787 , 0.055898 , 0.058699 , 0.05833 , 0.076126 , 0.082499 , 0.099534 , 0.087686 , 0.077566 
 688 , 0.069574 , 0.075662 , 0.057651 , 0.080498 , 0.062763 , 0.141274 , 0.143203 , 0.091755 , 0.105022 , 0.126295 , 0.092341 , 0.119346 , 0.113981 , 0.15616 , 0.135301 , 0.129316 , 0.131487 , 0.132452 , 0.143249 , 0.147281 , 0.081876 , 0.078051 , 0.095798 , 0.086356 , 0.134657 , 0.072251 , 0.083714 , 0.086942 , 0.09751 , 0.105206 , 0.104252 , 0.088631 , 0.056526 , 0.059351 , 0.059041 , 0.077799 , 0.084001 , 0.101277 , 0.089124 , 0.080234 
 689 , 0.07129 , 0.077911 , 0.059163 , 0.082233 , 0.0646 , 0.143453 , 0.145315 , 0.093417 , 0.106774 , 0.128935 , 0.09344 , 0.12051 , 0.114969 , 0.157293 , 0.136338 , 0.131257 , 0.133039 , 0.134108 , 0.144361 , 0.148499 , 0.083899 , 0.079417 , 0.097417 , 0.088072 , 0.13666 , 0.073152 , 0.084463 , 0.087693 , 0.09821 , 0.106015 , 0.105567 , 0.089394 , 0.057151 , 0.060025 , 0.059761 , 0.079474 , 0.085509 , 0.103027 , 0.090566 , 0.082945 
 690 , 0.073008 , 0.080174 , 0.060677 , 0.08397 , 0.06644 , 0.145636 , 0.147442 , 0.09507 , 0.108528 , 0.13158 , 0.094541 , 0.121676 , 0.115947 , 0.158415 , 0.137365 , 0.133201 , 0.134593 , 0.135767 , 0.145475 , 0.149731 , 0.085925 , 0.080772 , 0.099027 , 0.089802 , 0.138665 , 0.074054 , 0.085212 , 0.088444 , 0.098923 , 0.106826 , 0.106895 , 0.090158 , 0.05779 , 0.060688 , 0.060481 , 0.081163 , 0.087018 , 0.104778 , 0.092022 , 0.085649 
 691 , 0.075171 , 0.082926 , 0.06257 , 0.086076 , 0.068653 , 0.148073 , 0.14978 , 0.096925 , 0.110522 , 0.134579 , 0.095768 , 0.122929 , 0.117029 , 0.159689 , 0.138543 , 0.135541 , 0.1364 , 0.137741 , 0.146756 , 0.151018 , 0.088356 , 0.082365 , 0.100969 , 0.091861 , 0.141017 , 0.075033 , 0.086042 , 0.08925 , 0.099743 , 0.107773 , 0.108438 , 0.090979 , 0.058492 , 0.061459 , 0.061344 , 0.083144 , 0.088849 , 0.106857 , 0.093614 , 0.088814 
 692 , 0.077608 , 0.085935 , 0.064677 , 0.088391 , 0.071074 , 0.150657 , 0.152222 , 0.098889 , 0.112653 , 0.137807 , 0.097084 , 0.124225 , 0.11817 , 0.161029 , 0.139794 , 0.138081 , 0.138343 , 0.139886 , 0.148133 , 0.152348 , 0.091018 , 0.084073 , 0.103104 , 0.094091 , 0.143575 , 0.076065 , 0.086906 , 0.09007 , 0.100613 , 0.108804 , 0.110083 , 0.091829 , 0.059239 , 0.062278 , 0.062289 , 0.085307 , 0.09087 , 0.109112 , 0.095267 , 0.092195 
 693 , 0.079999 , 0.088895 , 0.066751 , 0.090683 , 0.073472 , 0.153208 , 0.154621 , 0.100833 , 0.114764 , 0.140986 , 0.098372 , 0.125505 , 0.119297 , 0.162355 , 0.14102 , 0.140598 , 0.140257 , 0.142 , 0.149495 , 0.153653 , 0.093634 , 0.085762 , 0.105195 , 0.096288 , 0.1461 , 0.077083 , 0.087767 , 0.090888 , 0.101471 , 0.109832 , 0.111711 , 0.092677 , 0.059985 , 0.063083 , 0.06322 , 0.087437 , 0.092859 , 0.111347 , 0.096891 , 0.095536 
 694 , 0.082579 , 0.09212 , 0.069007 , 0.093119 , 0.076049 , 0.155869 , 0.157038 , 0.102841 , 0.116947 , 0.144284 , 0.09974 , 0.126896 , 0.120502 , 0.163739 , 0.142308 , 0.143319 , 0.142297 , 0.144261 , 0.150951 , 0.155017 , 0.096492 , 0.087565 , 0.107429 , 0.098662 , 0.148793 , 0.078139 , 0.088678 , 0.091756 , 0.102387 , 0.110871 , 0.113437 , 0.093585 , 0.060762 , 0.063953 , 0.064215 , 0.089735 , 0.094993 , 0.113721 , 0.098571 , 0.099059 
 695 , 0.085623 , 0.096011 , 0.071748 , 0.095966 , 0.079127 , 0.158797 , 0.159544 , 0.105042 , 0.119324 , 0.147899 , 0.101296 , 0.128558 , 0.121882 , 0.165236 , 0.143734 , 0.146586 , 0.144662 , 0.14688 , 0.152618 , 0.156522 , 0.099972 , 0.089697 , 0.109999 , 0.101523 , 0.151894 , 0.079331 , 0.089742 , 0.092775 , 0.103447 , 0.111979 , 0.115386 , 0.094665 , 0.061631 , 0.064936 , 0.065366 , 0.092481 , 0.09746 , 0.116449 , 0.10038 , 0.103096 
 696 , 0.088615 , 0.099857 , 0.074442 , 0.098763 , 0.082154 , 0.161681 , 0.162008 , 0.107208 , 0.121653 , 0.151454 , 0.102822 , 0.130188 , 0.12322 , 0.16671 , 0.145128 , 0.149796 , 0.146978 , 0.149447 , 0.154239 , 0.157994 , 0.103386 , 0.091783 , 0.112531 , 0.104322 , 0.154938 , 0.080485 , 0.09078 , 0.093768 , 0.104491 , 0.113049 , 0.117311 , 0.09573 , 0.062489 , 0.065906 , 0.066504 , 0.095166 , 0.099868 , 0.119138 , 0.102168 , 0.107062 
 697 , 0.091566 , 0.103644 , 0.077106 , 0.10152 , 0.085139 , 0.164515 , 0.164448 , 0.10934 , 0.123945 , 0.154954 , 0.104318 , 0.131799 , 0.124552 , 0.168167 , 0.146505 , 0.152965 , 0.149269 , 0.151977 , 0.155853 , 0.159448 , 0.106756 , 0.093847 , 0.115013 , 0.107093 , 0.157943 , 0.081634 , 0.091813 , 0.094745 , 0.105509 , 0.114115 , 0.119193 , 0.096779 , 0.063332 , 0.066849 , 0.067624 , 0.097824 , 0.10225 , 0.121777 , 0.103924 , 0.11098 
 698 , 0.095194 , 0.108257 , 0.080418 , 0.104798 , 0.08888 , 0.167608 , 0.167104 , 0.111649 , 0.126459 , 0.158865 , 0.106097 , 0.133712 , 0.126179 , 0.169847 , 0.148175 , 0.156806 , 0.152026 , 0.155015 , 0.157735 , 0.161093 , 0.110888 , 0.096414 , 0.118007 , 0.110474 , 0.161563 , 0.082959 , 0.093056 , 0.095899 , 0.106701 , 0.115489 , 0.121477 , 0.098037 , 0.064388 , 0.06806 , 0.069022 , 0.100959 , 0.105112 , 0.124948 , 0.105951 , 0.115533 
 699 , 0.098788 , 0.112838 , 0.083712 , 0.108058 , 0.092593 , 0.170678 , 0.169775 , 0.113941 , 0.12895 , 0.162756 , 0.107858 , 0.135613 , 0.127802 , 0.171514 , 0.149853 , 0.160616 , 0.154756 , 0.158054 , 0.159614 , 0.162722 , 0.115 , 0.098977 , 0.120983 , 0.113841 , 0.165162 , 0.084269 , 0.094297 , 0.09705 , 0.10788 , 0.116872 , 0.123735 , 0.099289 , 0.065439 , 0.069261 , 0.070408 , 0.104058 , 0.107947 , 0.128103 , 0.107958 , 0.120047 
 700 , 0.10234 , 0.117346 , 0.086967 , 0.111268 , 0.096262 , 0.173712 , 0.172415 , 0.116193 , 0.131399 , 0.166603 , 0.109605 , 0.137488 , 0.129403 , 0.173147 , 0.151496 , 0.164374 , 0.157441 , 0.161035 , 0.161468 , 0.16434 , 0.119054 , 0.101508 , 0.123923 , 0.117169 , 0.16871 , 0.08557 , 0.095519 , 0.09818 , 0.10905 , 0.118234 , 0.125975 , 0.100521 , 0.066481 , 0.070452 , 0.071772 , 0.107109 , 0.110747 , 0.13121 , 0.109937 , 0.124511 
 701 , 0.10622 , 0.122202 , 0.090504 , 0.114719 , 0.100117 , 0.176791 , 0.175003 , 0.118483 , 0.133835 , 0.170489 , 0.111452 , 0.139442 , 0.131076 , 0.174882 , 0.15326 , 0.168425 , 0.160302 , 0.164209 , 0.163425 , 0.165953 , 0.123394 , 0.104212 , 0.127058 , 0.120745 , 0.172553 , 0.086895 , 0.096806 , 0.099389 , 0.110282 , 0.11963 , 0.128306 , 0.101828 , 0.067536 , 0.071675 , 0.073209 , 0.110315 , 0.113704 , 0.134453 , 0.111949 , 0.129045 
 702 , 0.110237 , 0.127245 , 0.094194 , 0.118258 , 0.104059 , 0.179862 , 0.17747 , 0.12076 , 0.136232 , 0.174364 , 0.113342 , 0.141412 , 0.132776 , 0.176647 , 0.155052 , 0.172598 , 0.163238 , 0.16744 , 0.165432 , 0.167528 , 0.127816 , 0.107 , 0.130285 , 0.124414 , 0.176526 , 0.088225 , 0.098101 , 0.100613 , 0.111521 , 0.121035 , 0.130658 , 0.103159 , 0.068572 , 0.072906 , 0.074684 , 0.113562 , 0.116711 , 0.137736 , 0.113913 , 0.133577 
 703 , 0.114208 , 0.132221 , 0.097821 , 0.121747 , 0.107935 , 0.182888 , 0.17991 , 0.123013 , 0.138593 , 0.178175 , 0.115201 , 0.143361 , 0.134436 , 0.178382 , 0.156824 , 0.176713 , 0.16613 , 0.170614 , 0.167407 , 0.169076 , 0.132178 , 0.109746 , 0.133454 , 0.128032 , 0.180434 , 0.089529 , 0.09937 , 0.101814 , 0.112736 , 0.122402 , 0.132974 , 0.104466 , 0.069596 , 0.074113 , 0.076132 , 0.116761 , 0.119674 , 0.14096 , 0.115856 , 0.138036 
 704 , 0.118241 , 0.137266 , 0.101506 , 0.125263 , 0.11186 , 0.185854 , 0.182295 , 0.125209 , 0.140902 , 0.181969 , 0.117058 , 0.145308 , 0.136105 , 0.180102 , 0.158614 , 0.180862 , 0.169033 , 0.173808 , 0.169358 , 0.170606 , 0.136583 , 0.112522 , 0.136659 , 0.131699 , 0.184357 , 0.090838 , 0.100638 , 0.103004 , 0.113965 , 0.123787 , 0.135291 , 0.105772 , 0.07063 , 0.075319 , 0.077587 , 0.119978 , 0.122648 , 0.144201 , 0.117764 , 0.142454 
 705 , 0.122541 , 0.1426 , 0.105428 , 0.12894 , 0.115981 , 0.188781 , 0.184648 , 0.127354 , 0.143128 , 0.185792 , 0.118959 , 0.147358 , 0.137831 , 0.181864 , 0.160511 , 0.185177 , 0.172045 , 0.177095 , 0.171323 , 0.172164 , 0.141197 , 0.115441 , 0.139999 , 0.135565 , 0.188425 , 0.092146 , 0.101954 , 0.104177 , 0.115236 , 0.125228 , 0.137669 , 0.107112 , 0.071742 , 0.076555 , 0.079058 , 0.123275 , 0.125735 , 0.147542 , 0.11966 , 0.146916 
 706 , 0.126792 , 0.147858 , 0.109307 , 0.132571 , 0.120049 , 0.191673 , 0.186978 , 0.129472 , 0.145339 , 0.189583 , 0.120842 , 0.149391 , 0.13955 , 0.183601 , 0.162385 , 0.189465 , 0.175046 , 0.180363 , 0.173277 , 0.173706 , 0.145768 , 0.118323 , 0.143313 , 0.139389 , 0.192456 , 0.093441 , 0.103261 , 0.10534 , 0.116511 , 0.126664 , 0.140032 , 0.108449 , 0.072836 , 0.077789 , 0.080522 , 0.126546 , 0.128786 , 0.150871 , 0.121561 , 0.151321 
 707 , 0.130999 , 0.15307 , 0.113146 , 0.136165 , 0.124075 , 0.194549 , 0.189287 , 0.131574 , 0.147531 , 0.193335 , 0.122701 , 0.151398 , 0.141236 , 0.185314 , 0.164244 , 0.193687 , 0.178007 , 0.183588 , 0.175205 , 0.175226 , 0.150301 , 0.121178 , 0.146583 , 0.143164 , 0.196435 , 0.094729 , 0.10455 , 0.106489 , 0.117769 , 0.12808 , 0.142376 , 0.10977 , 0.073925 , 0.078996 , 0.081968 , 0.129763 , 0.131809 , 0.154157 , 0.123425 , 0.15568 
 708 , 0.135412 , 0.158459 , 0.117264 , 0.139886 , 0.128208 , 0.197338 , 0.19142 , 0.133521 , 0.149555 , 0.196945 , 0.124659 , 0.153444 , 0.142999 , 0.187095 , 0.16612 , 0.198093 , 0.180986 , 0.18684 , 0.17715 , 0.176725 , 0.155027 , 0.124139 , 0.149948 , 0.147154 , 0.200568 , 0.096002 , 0.105841 , 0.107701 , 0.11907 , 0.129505 , 0.14471 , 0.111122 , 0.074974 , 0.080276 , 0.083443 , 0.132979 , 0.134892 , 0.157439 , 0.125276 , 0.159957 
 709 , 0.13984 , 0.163874 , 0.121403 , 0.143631 , 0.132353 , 0.200114 , 0.193546 , 0.135447 , 0.151582 , 0.200547 , 0.126609 , 0.155489 , 0.144761 , 0.1889 , 0.168013 , 0.202501 , 0.183968 , 0.190104 , 0.179111 , 0.178235 , 0.159787 , 0.127126 , 0.153325 , 0.15116 , 0.204729 , 0.097285 , 0.107148 , 0.108911 , 0.120379 , 0.130938 , 0.147063 , 0.112501 , 0.076029 , 0.081562 , 0.08493 , 0.136229 , 0.138013 , 0.160737 , 0.127158 , 0.164254 
 710 , 0.144283 , 0.169289 , 0.125553 , 0.14739 , 0.136518 , 0.202889 , 0.19568 , 0.137379 , 0.153602 , 0.204159 , 0.128564 , 0.157537 , 0.146519 , 0.190696 , 0.169908 , 0.206929 , 0.18696 , 0.193371 , 0.181063 , 0.17974 , 0.164557 , 0.130128 , 0.156718 , 0.155186 , 0.208891 , 0.098564 , 0.108459 , 0.110138 , 0.121691 , 0.132374 , 0.149415 , 0.113863 , 0.077084 , 0.082855 , 0.086423 , 0.139478 , 0.141156 , 0.164032 , 0.129037 , 0.168565 
 711 , 0.148868 , 0.17479 , 0.129873 , 0.15124 , 0.140819 , 0.205572 , 0.197785 , 0.139255 , 0.155533 , 0.207681 , 0.130555 , 0.159668 , 0.148323 , 0.192537 , 0.171852 , 0.211449 , 0.190029 , 0.196662 , 0.183081 , 0.181234 , 0.169417 , 0.133231 , 0.160171 , 0.159279 , 0.213075 , 0.0999 , 0.109817 , 0.111413 , 0.12302 , 0.133829 , 0.151765 , 0.115243 , 0.078176 , 0.084137 , 0.087967 , 0.142739 , 0.144251 , 0.167297 , 0.130954 , 0.172734 
 712 , 0.153583 , 0.180403 , 0.134338 , 0.155192 , 0.145236 , 0.208194 , 0.199857 , 0.141088 , 0.157407 , 0.211151 , 0.132562 , 0.161848 , 0.150146 , 0.194382 , 0.17381 , 0.216082 , 0.19317 , 0.199972 , 0.185125 , 0.182701 , 0.174416 , 0.136438 , 0.163707 , 0.163477 , 0.217336 , 0.101281 , 0.111217 , 0.112732 , 0.124392 , 0.135341 , 0.154148 , 0.11665 , 0.079299 , 0.085432 , 0.08958 , 0.146103 , 0.147325 , 0.170624 , 0.132949 , 0.176924 
 713 , 0.15841 , 0.186146 , 0.13891 , 0.159242 , 0.149757 , 0.210877 , 0.201985 , 0.142956 , 0.159325 , 0.214684 , 0.134615 , 0.164078 , 0.152025 , 0.196276 , 0.17583 , 0.220819 , 0.19639 , 0.203369 , 0.187218 , 0.184212 , 0.179532 , 0.139732 , 0.167333 , 0.167791 , 0.221703 , 0.102698 , 0.112661 , 0.114096 , 0.125796 , 0.136882 , 0.15658 , 0.11809 , 0.080463 , 0.086766 , 0.091227 , 0.149549 , 0.150475 , 0.174031 , 0.13499 , 0.181217 
 714 , 0.1634 , 0.192074 , 0.143669 , 0.16341 , 0.154426 , 0.213566 , 0.204125 , 0.14483 , 0.161224 , 0.21825 , 0.136705 , 0.166374 , 0.153939 , 0.198188 , 0.177866 , 0.22567 , 0.199669 , 0.206799 , 0.189338 , 0.185752 , 0.18482 , 0.14312 , 0.171016 , 0.172239 , 0.226167 , 0.104135 , 0.114135 , 0.115472 , 0.127213 , 0.138436 , 0.159047 , 0.119545 , 0.081627 , 0.088125 , 0.092912 , 0.153068 , 0.15369 , 0.177472 , 0.137078 , 0.185514 
 715 , 0.168684 , 0.198284 , 0.148786 , 0.167795 , 0.159355 , 0.216208 , 0.206279 , 0.146676 , 0.163058 , 0.221782 , 0.138847 , 0.168757 , 0.155901 , 0.200125 , 0.179947 , 0.230666 , 0.203042 , 0.21025 , 0.191469 , 0.187342 , 0.190403 , 0.146686 , 0.174797 , 0.176927 , 0.23078 , 0.105585 , 0.115669 , 0.116859 , 0.12868 , 0.139984 , 0.161538 , 0.121027 , 0.082811 , 0.089524 , 0.094633 , 0.156697 , 0.157039 , 0.18095 , 0.13924 , 0.189752 
 716 , 0.174154 , 0.204683 , 0.154077 , 0.172328 , 0.164467 , 0.218941 , 0.208511 , 0.148588 , 0.164951 , 0.225431 , 0.141057 , 0.171214 , 0.157946 , 0.202135 , 0.182109 , 0.235831 , 0.20654 , 0.213814 , 0.193675 , 0.18898 , 0.196161 , 0.150363 , 0.178715 , 0.181779 , 0.235542 , 0.107093 , 0.117265 , 0.118307 , 0.130193 , 0.141593 , 0.164116 , 0.122558 , 0.084034 , 0.090977 , 0.096404 , 0.160453 , 0.160515 , 0.184523 , 0.14148 , 0.194149 
