  time  ,6:43 AM",6:58 AM",7:07 AM",7:20 AM",7:28 AM",7:41 AM",7:50 AM",8:01 AM",8:08 AM",8:16 AM",9:12 AM",9:20 AM",9:27 AM",9:34 AM",9:41 AM",9:55 AM",0:02 AM",0:10 AM",0:18 AM",0:27 AM",0:58 AM",1:10 AM",1:19 AM",1:27 AM",1:38 AM",1:53 AM",2:03 AM",2:11 AM",2:29 AM",2:39 AM",3:15 AM",3:24 AM",3:34 AM",3:43 AM",3:53 AM",4:33 AM",4:40 AM",4:49 AM",4:57 AM",5:05 AM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 531 , 0.061136 , 0.050687 , 0.038286 , 0.056115 , 0.095813 , 0.059414 , 0.095747 , 0.081657 , 0.06076 , 0.06716 , 0.061334 , 0.074398 , 0.065626 , 0.070271 , 0.062051 , 0.078734 , 0.064986 , 0.050488 , 0.086137 , 0.077652 , 0.078083 , 0.028631 , 0.057737 , 0.054946 , 0.040525 , 0.054449 , 0.074166 , 0.070205 , 0.075633 , 0.057362 , 0.033376 , 0.05488 , 0.068175 , 0.065174 , 0.029426 , 0.062746 , 0.067645 , 0.08147 , 0.083997 , 0.044486 
 532 , 0.062001 , 0.051378 , 0.03868 , 0.056634 , 0.09686 , 0.060322 , 0.096794 , 0.082539 , 0.06178 , 0.068118 , 0.062476 , 0.075914 , 0.066892 , 0.071309 , 0.062928 , 0.079834 , 0.065888 , 0.051202 , 0.087088 , 0.078608 , 0.078608 , 0.028875 , 0.058788 , 0.055939 , 0.041253 , 0.055409 , 0.074953 , 0.071309 , 0.07672 , 0.058235 , 0.033667 , 0.055342 , 0.068516 , 0.065965 , 0.029769 , 0.06369 , 0.06867 , 0.082771 , 0.085045 , 0.045206 
 533 , 0.062856 , 0.052059 , 0.039086 , 0.057165 , 0.097897 , 0.06122 , 0.09782 , 0.083421 , 0.062767 , 0.069077 , 0.063607 , 0.07742 , 0.068149 , 0.072326 , 0.063784 , 0.080912 , 0.066779 , 0.051905 , 0.08804 , 0.079542 , 0.079122 , 0.029118 , 0.059806 , 0.056922 , 0.041959 , 0.056358 , 0.07573 , 0.072403 , 0.077785 , 0.05911 , 0.033958 , 0.055794 , 0.068845 , 0.066745 , 0.030124 , 0.064613 , 0.069685 , 0.08404 , 0.086084 , 0.045915 
 534 , 0.063564 , 0.052634 , 0.039423 , 0.057606 , 0.0988 , 0.062002 , 0.098734 , 0.084238 , 0.063608 , 0.069964 , 0.064538 , 0.07869 , 0.069178 , 0.07322 , 0.064538 , 0.081857 , 0.067594 , 0.052534 , 0.088945 , 0.080407 , 0.079598 , 0.029334 , 0.060718 , 0.057772 , 0.042579 , 0.057174 , 0.076431 , 0.073397 , 0.078746 , 0.059876 , 0.034207 , 0.056188 , 0.069156 , 0.067417 , 0.030409 , 0.065446 , 0.070573 , 0.085202 , 0.087029 , 0.046532 
 535 , 0.064209 , 0.053162 , 0.039719 , 0.057998 , 0.099636 , 0.062756 , 0.099591 , 0.085039 , 0.064353 , 0.070809 , 0.065374 , 0.079848 , 0.070099 , 0.07407 , 0.065219 , 0.082743 , 0.068369 , 0.05314 , 0.089831 , 0.081235 , 0.080059 , 0.029537 , 0.061569 , 0.058553 , 0.043146 , 0.057943 , 0.077087 , 0.074336 , 0.07966 , 0.060604 , 0.034451 , 0.056545 , 0.069433 , 0.068036 , 0.030668 , 0.066228 , 0.071408 , 0.086326 , 0.087923 , 0.047106 
 536 , 0.064845 , 0.05368 , 0.040027 , 0.058401 , 0.100461 , 0.063489 , 0.100439 , 0.085819 , 0.0651 , 0.071644 , 0.066211 , 0.080998 , 0.07101 , 0.07491 , 0.0659 , 0.083619 , 0.069133 , 0.053747 , 0.090707 , 0.082053 , 0.08052 , 0.029728 , 0.062412 , 0.059323 , 0.043704 , 0.058701 , 0.077731 , 0.075265 , 0.080564 , 0.061323 , 0.034683 , 0.056891 , 0.069722 , 0.068655 , 0.030928 , 0.067 , 0.072244 , 0.087441 , 0.088819 , 0.04767 
 537 , 0.06544 , 0.054166 , 0.04031 , 0.058763 , 0.101255 , 0.064194 , 0.101277 , 0.086586 , 0.06583 , 0.072441 , 0.06701 , 0.082068 , 0.071884 , 0.075702 , 0.066531 , 0.084472 , 0.069859 , 0.054333 , 0.09155 , 0.082858 , 0.080955 , 0.029916 , 0.063215 , 0.060054 , 0.044228 , 0.059431 , 0.078373 , 0.076158 , 0.081433 , 0.06199 , 0.034902 , 0.057227 , 0.070003 , 0.069247 , 0.031173 , 0.067733 , 0.073031 , 0.088489 , 0.08968 , 0.048212 
 538 , 0.065947 , 0.05459 , 0.040547 , 0.059082 , 0.101991 , 0.064821 , 0.10208 , 0.087313 , 0.066538 , 0.073192 , 0.06773 , 0.082944 , 0.072701 , 0.076368 , 0.067073 , 0.085296 , 0.070494 , 0.054891 , 0.092339 , 0.083624 , 0.081372 , 0.03007 , 0.063919 , 0.060687 , 0.044671 , 0.060096 , 0.079021 , 0.076981 , 0.082197 , 0.062559 , 0.035108 , 0.057532 , 0.070294 , 0.069781 , 0.031397 , 0.068377 , 0.073771 , 0.089386 , 0.090489 , 0.048683 
 539 , 0.066444 , 0.055026 , 0.040795 , 0.059401 , 0.102718 , 0.065439 , 0.102874 , 0.088041 , 0.067247 , 0.073922 , 0.068464 , 0.083822 , 0.073509 , 0.077047 , 0.067616 , 0.086099 , 0.071131 , 0.055439 , 0.093131 , 0.08438 , 0.081791 , 0.030225 , 0.064624 , 0.061309 , 0.045114 , 0.06074 , 0.079648 , 0.077795 , 0.082963 , 0.063118 , 0.035303 , 0.057838 , 0.070573 , 0.070306 , 0.03162 , 0.069022 , 0.074502 , 0.090296 , 0.0913 , 0.049155 
 540 , 0.066941 , 0.05545 , 0.041032 , 0.059709 , 0.103434 , 0.066046 , 0.103669 , 0.088759 , 0.067947 , 0.074653 , 0.069176 , 0.08469 , 0.074318 , 0.077716 , 0.068148 , 0.086914 , 0.071758 , 0.055987 , 0.093911 , 0.085137 , 0.082198 , 0.03038 , 0.06532 , 0.061933 , 0.045547 , 0.061397 , 0.080286 , 0.078599 , 0.083718 , 0.063677 , 0.03551 , 0.058133 , 0.070864 , 0.07083 , 0.031844 , 0.069657 , 0.075223 , 0.091184 , 0.092101 , 0.049616 
 541 , 0.067355 , 0.055751 , 0.041214 , 0.059992 , 0.103959 , 0.066527 , 0.104351 , 0.089445 , 0.06853 , 0.075278 , 0.069784 , 0.085461 , 0.074976 , 0.078232 , 0.068597 , 0.087621 , 0.07229 , 0.056422 , 0.094638 , 0.085786 , 0.082552 , 0.030528 , 0.0659 , 0.062476 , 0.045892 , 0.061906 , 0.080795 , 0.079284 , 0.084376 , 0.064177 , 0.035642 , 0.058381 , 0.071093 , 0.071294 , 0.032016 , 0.07022 , 0.075826 , 0.091974 , 0.09278 , 0.050021 
 542 , 0.067756 , 0.056058 , 0.041402 , 0.060282 , 0.104463 , 0.066994 , 0.105034 , 0.090132 , 0.0691 , 0.075902 , 0.070378 , 0.086221 , 0.075633 , 0.078748 , 0.069044 , 0.088328 , 0.07282 , 0.056865 , 0.095353 , 0.086412 , 0.082916 , 0.030668 , 0.066478 , 0.063016 , 0.046231 , 0.062422 , 0.081291 , 0.079969 , 0.085022 , 0.064674 , 0.035777 , 0.058635 , 0.07133 , 0.071745 , 0.032192 , 0.07077 , 0.076417 , 0.092765 , 0.093449 , 0.050422 
 543 , 0.068156 , 0.056354 , 0.041578 , 0.060561 , 0.104978 , 0.067461 , 0.105707 , 0.090819 , 0.069671 , 0.076515 , 0.070984 , 0.086982 , 0.076279 , 0.079263 , 0.069491 , 0.089035 , 0.07334 , 0.057296 , 0.09607 , 0.087049 , 0.083269 , 0.030808 , 0.067046 , 0.063545 , 0.046559 , 0.062928 , 0.081799 , 0.080643 , 0.085658 , 0.065172 , 0.035912 , 0.058878 , 0.071567 , 0.072195 , 0.032356 , 0.07132 , 0.077008 , 0.093545 , 0.094117 , 0.050823 
 544 , 0.0685 , 0.056642 , 0.041718 , 0.060808 , 0.105457 , 0.067894 , 0.106366 , 0.091442 , 0.070162 , 0.077068 , 0.071442 , 0.087647 , 0.07681 , 0.07973 , 0.069882 , 0.089691 , 0.073834 , 0.057675 , 0.096731 , 0.087658 , 0.083604 , 0.030915 , 0.067568 , 0.06402 , 0.046872 , 0.06338 , 0.082257 , 0.081268 , 0.086243 , 0.065592 , 0.036024 , 0.05909 , 0.071768 , 0.072565 , 0.032487 , 0.071791 , 0.07754 , 0.094227 , 0.094755 , 0.051128 
 545 , 0.068796 , 0.056905 , 0.041833 , 0.061041 , 0.105931 , 0.068302 , 0.107033 , 0.092017 , 0.070606 , 0.077574 , 0.07182 , 0.088274 , 0.077282 , 0.080171 , 0.070258 , 0.090309 , 0.074304 , 0.05804 , 0.097378 , 0.088252 , 0.083925 , 0.030987 , 0.068043 , 0.064458 , 0.047161 , 0.063795 , 0.082688 , 0.081868 , 0.086802 , 0.065975 , 0.036123 , 0.059265 , 0.071943 , 0.072888 , 0.032572 , 0.072224 , 0.078046 , 0.094861 , 0.095355 , 0.051387 
 546 , 0.069103 , 0.057179 , 0.041948 , 0.061274 , 0.106394 , 0.068699 , 0.107688 , 0.09258 , 0.071061 , 0.078069 , 0.072197 , 0.088891 , 0.077743 , 0.0806 , 0.070633 , 0.090938 , 0.074762 , 0.058394 , 0.098003 , 0.088846 , 0.084245 , 0.03107 , 0.068519 , 0.064885 , 0.047449 , 0.06421 , 0.08312 , 0.082467 , 0.08735 , 0.066347 , 0.036222 , 0.059452 , 0.072118 , 0.073209 , 0.032668 , 0.072647 , 0.078542 , 0.095483 , 0.095955 , 0.051634 
 547 , 0.069394 , 0.057432 , 0.042057 , 0.061509 , 0.106856 , 0.06909 , 0.10832 , 0.093159 , 0.071511 , 0.078573 , 0.072592 , 0.089465 , 0.078202 , 0.081029 , 0.070982 , 0.091549 , 0.075217 , 0.05875 , 0.098622 , 0.089409 , 0.084577 , 0.031154 , 0.068988 , 0.065305 , 0.047734 , 0.064607 , 0.08354 , 0.083056 , 0.087888 , 0.066735 , 0.036336 , 0.05964 , 0.072311 , 0.073539 , 0.032765 , 0.073066 , 0.079024 , 0.096088 , 0.096527 , 0.05189 
 548 , 0.06967 , 0.057646 , 0.042183 , 0.061763 , 0.107285 , 0.069433 , 0.108898 , 0.093716 , 0.07197 , 0.079076 , 0.073031 , 0.089926 , 0.078693 , 0.081422 , 0.071282 , 0.092137 , 0.075659 , 0.05909 , 0.09922 , 0.089904 , 0.084919 , 0.031254 , 0.069444 , 0.065677 , 0.047992 , 0.064978 , 0.08396 , 0.083622 , 0.088381 , 0.067132 , 0.036476 , 0.059857 , 0.072534 , 0.073854 , 0.032867 , 0.073471 , 0.079494 , 0.096671 , 0.097066 , 0.052165 
 549 , 0.069943 , 0.05787 , 0.042307 , 0.062015 , 0.10771 , 0.069785 , 0.109484 , 0.094271 , 0.072428 , 0.079577 , 0.073456 , 0.090385 , 0.079182 , 0.081825 , 0.071581 , 0.092712 , 0.076099 , 0.059417 , 0.099816 , 0.090397 , 0.085269 , 0.031352 , 0.069898 , 0.066058 , 0.048236 , 0.065347 , 0.084377 , 0.084185 , 0.088883 , 0.067515 , 0.036626 , 0.060073 , 0.072767 , 0.074179 , 0.032978 , 0.073885 , 0.07995 , 0.097241 , 0.097591 , 0.052449 
 550 , 0.070217 , 0.058083 , 0.042431 , 0.062256 , 0.108136 , 0.070127 , 0.110059 , 0.094814 , 0.072886 , 0.080067 , 0.073881 , 0.090845 , 0.07966 , 0.082216 , 0.071891 , 0.093299 , 0.076528 , 0.059756 , 0.100401 , 0.09089 , 0.085609 , 0.03145 , 0.070353 , 0.066429 , 0.048493 , 0.065728 , 0.084794 , 0.084749 , 0.089375 , 0.06791 , 0.036777 , 0.060288 , 0.072988 , 0.074492 , 0.033079 , 0.074288 , 0.080407 , 0.097811 , 0.098116 , 0.052722 
 551 , 0.070363 , 0.058217 , 0.042513 , 0.062421 , 0.108367 , 0.070352 , 0.110542 , 0.095336 , 0.073162 , 0.080425 , 0.074137 , 0.091167 , 0.079938 , 0.082453 , 0.072097 , 0.093739 , 0.076799 , 0.060019 , 0.100866 , 0.091314 , 0.085909 , 0.031511 , 0.070624 , 0.066681 , 0.048631 , 0.065979 , 0.085173 , 0.08515 , 0.089728 , 0.068154 , 0.03687 , 0.060438 , 0.073185 , 0.074714 , 0.033154 , 0.074556 , 0.080708 , 0.098214 , 0.098554 , 0.052892 
 552 , 0.070508 , 0.058346 , 0.042577 , 0.062578 , 0.108581 , 0.070564 , 0.11102 , 0.095852 , 0.073435 , 0.080775 , 0.074376 , 0.091473 , 0.080208 , 0.082692 , 0.0723 , 0.094173 , 0.077054 , 0.060286 , 0.10132 , 0.091734 , 0.086209 , 0.031572 , 0.070882 , 0.066923 , 0.048771 , 0.066219 , 0.085551 , 0.085528 , 0.090089 , 0.068398 , 0.036973 , 0.060581 , 0.073389 , 0.074932 , 0.03324 , 0.074819 , 0.081002 , 0.098609 , 0.098983 , 0.053059 
 553 , 0.070652 , 0.058475 , 0.042652 , 0.062735 , 0.108794 , 0.070765 , 0.111498 , 0.096356 , 0.073707 , 0.081113 , 0.074616 , 0.091779 , 0.080466 , 0.082919 , 0.072503 , 0.094596 , 0.077319 , 0.060554 , 0.101763 , 0.092154 , 0.086508 , 0.031634 , 0.07114 , 0.067164 , 0.0489 , 0.06646 , 0.085929 , 0.085918 , 0.090439 , 0.068641 , 0.037064 , 0.060724 , 0.073582 , 0.075138 , 0.033315 , 0.075081 , 0.081283 , 0.099003 , 0.099412 , 0.053216 
 554 , 0.070678 , 0.058511 , 0.042646 , 0.062836 , 0.108919 , 0.070871 , 0.111878 , 0.096775 , 0.073842 , 0.081354 , 0.074661 , 0.09187 , 0.080546 , 0.082981 , 0.07259 , 0.09492 , 0.077484 , 0.060731 , 0.102147 , 0.092439 , 0.086737 , 0.031663 , 0.07127 , 0.067275 , 0.048962 , 0.066569 , 0.086202 , 0.086168 , 0.090664 , 0.068789 , 0.037137 , 0.06081 , 0.07374 , 0.075253 , 0.033347 , 0.07523 , 0.081467 , 0.099245 , 0.099712 , 0.053287 
 555 , 0.070643 , 0.058483 , 0.042597 , 0.062893 , 0.108967 , 0.070893 , 0.112169 , 0.097104 , 0.073868 , 0.081514 , 0.074551 , 0.091793 , 0.0805 , 0.082927 , 0.072591 , 0.095155 , 0.077605 , 0.060842 , 0.10246 , 0.092636 , 0.086939 , 0.031692 , 0.071292 , 0.067281 , 0.048956 , 0.066586 , 0.086403 , 0.086335 , 0.090802 , 0.068865 , 0.037207 , 0.060854 , 0.073868 , 0.075292 , 0.033344 , 0.075315 , 0.081594 , 0.099371 , 0.099907 , 0.053287 
 556 , 0.070595 , 0.058443 , 0.042549 , 0.062962 , 0.109025 , 0.070915 , 0.112471 , 0.097444 , 0.073904 , 0.081675 , 0.074441 , 0.091727 , 0.080454 , 0.082873 , 0.072592 , 0.09539 , 0.077715 , 0.060942 , 0.102784 , 0.092823 , 0.08714 , 0.031709 , 0.071326 , 0.067275 , 0.048961 , 0.066602 , 0.086593 , 0.086501 , 0.090951 , 0.068941 , 0.037266 , 0.060908 , 0.073996 , 0.075319 , 0.033341 , 0.075399 , 0.081709 , 0.099498 , 0.100114 , 0.053275 
 557 , 0.070497 , 0.058374 , 0.042481 , 0.063002 , 0.109002 , 0.070886 , 0.112715 , 0.097759 , 0.073891 , 0.081786 , 0.07429 , 0.091589 , 0.080358 , 0.082768 , 0.072554 , 0.095577 , 0.077787 , 0.061025 , 0.103061 , 0.092972 , 0.087316 , 0.031718 , 0.071308 , 0.067229 , 0.048925 , 0.066567 , 0.086767 , 0.086607 , 0.091029 , 0.068966 , 0.037328 , 0.060934 , 0.074119 , 0.075319 , 0.033329 , 0.075433 , 0.081786 , 0.099553 , 0.100284 , 0.053244 
 558 , 0.070208 , 0.058173 , 0.042367 , 0.062973 , 0.108723 , 0.070676 , 0.11278 , 0.097991 , 0.073705 , 0.081705 , 0.073991 , 0.091202 , 0.080082 , 0.082494 , 0.072333 , 0.095614 , 0.077682 , 0.060984 , 0.103168 , 0.092985 , 0.087431 , 0.031681 , 0.071099 , 0.066985 , 0.048744 , 0.066356 , 0.086848 , 0.086539 , 0.090882 , 0.068825 , 0.037338 , 0.06087 , 0.074196 , 0.075133 , 0.033235 , 0.075282 , 0.081682 , 0.099408 , 0.1003 , 0.053076 
 559 , 0.069919 , 0.057963 , 0.042258 , 0.062946 , 0.108439 , 0.070456 , 0.11284 , 0.098232 , 0.073531 , 0.081635 , 0.073691 , 0.090802 , 0.079818 , 0.082206 , 0.072114 , 0.095637 , 0.077577 , 0.060935 , 0.103261 , 0.093008 , 0.087533 , 0.031639 , 0.070902 , 0.066741 , 0.048556 , 0.066136 , 0.086916 , 0.08647 , 0.090745 , 0.068684 , 0.037343 , 0.06082 , 0.074274 , 0.07496 , 0.033136 , 0.075143 , 0.081566 , 0.09926 , 0.100323 , 0.052922 
 560 , 0.069631 , 0.057764 , 0.042137 , 0.06292 , 0.108155 , 0.070236 , 0.1129 , 0.098473 , 0.073346 , 0.081554 , 0.07338 , 0.090413 , 0.079542 , 0.08192 , 0.071894 , 0.095672 , 0.077461 , 0.060897 , 0.103365 , 0.09302 , 0.087647 , 0.031597 , 0.070694 , 0.066487 , 0.048368 , 0.065927 , 0.086995 , 0.086389 , 0.090596 , 0.068545 , 0.037347 , 0.06076 , 0.074352 , 0.074786 , 0.033049 , 0.074992 , 0.081462 , 0.099101 , 0.100336 , 0.052757 
 561 , 0.069228 , 0.057454 , 0.041957 , 0.062821 , 0.107713 , 0.069936 , 0.112887 , 0.098577 , 0.073019 , 0.081333 , 0.072825 , 0.089773 , 0.078992 , 0.081516 , 0.071558 , 0.095551 , 0.077245 , 0.060789 , 0.103362 , 0.092936 , 0.087751 , 0.031519 , 0.070313 , 0.066122 , 0.048078 , 0.065608 , 0.086998 , 0.086152 , 0.090309 , 0.068292 , 0.037332 , 0.060674 , 0.074413 , 0.074538 , 0.032912 , 0.074767 , 0.08123 , 0.098749 , 0.100233 , 0.052498 
 562 , 0.068816 , 0.057139 , 0.041769 , 0.062715 , 0.107255 , 0.069626 , 0.112865 , 0.098669 , 0.07267 , 0.081097 , 0.072237 , 0.089102 , 0.078417 , 0.081108 , 0.071199 , 0.095419 , 0.077003 , 0.060674 , 0.103355 , 0.09283 , 0.087859 , 0.031438 , 0.069911 , 0.065749 , 0.047789 , 0.06527 , 0.086981 , 0.085897 , 0.090002 , 0.068018 , 0.037299 , 0.060595 , 0.074483 , 0.074289 , 0.032783 , 0.074529 , 0.080983 , 0.098361 , 0.100117 , 0.052225 
 563 , 0.068405 , 0.056826 , 0.041592 , 0.06261 , 0.106786 , 0.069316 , 0.112843 , 0.09877 , 0.072322 , 0.080861 , 0.07165 , 0.088432 , 0.077832 , 0.08069 , 0.070841 , 0.095286 , 0.076773 , 0.060549 , 0.103347 , 0.092736 , 0.087977 , 0.031356 , 0.069509 , 0.065365 , 0.047489 , 0.064944 , 0.086975 , 0.085643 , 0.089696 , 0.067745 , 0.037277 , 0.060503 , 0.074553 , 0.074029 , 0.032643 , 0.074291 , 0.080736 , 0.097973 , 0.1 , 0.051953 
 564 , 0.067908 , 0.056473 , 0.041354 , 0.062452 , 0.106273 , 0.068909 , 0.112753 , 0.098794 , 0.07191 , 0.080583 , 0.071 , 0.087597 , 0.077184 , 0.080151 , 0.070432 , 0.095076 , 0.076457 , 0.060372 , 0.103272 , 0.092553 , 0.088051 , 0.03126 , 0.069045 , 0.064885 , 0.047118 , 0.06451 , 0.086903 , 0.085301 , 0.089302 , 0.06742 , 0.037228 , 0.060372 , 0.074592 , 0.073706 , 0.032476 , 0.073956 , 0.080413 , 0.097486 , 0.099817 , 0.051608 
 565 , 0.067352 , 0.056087 , 0.041071 , 0.062252 , 0.105714 , 0.068395 , 0.112616 , 0.098779 , 0.071443 , 0.080283 , 0.070276 , 0.08663 , 0.076475 , 0.079501 , 0.06997 , 0.094812 , 0.07609 , 0.060144 , 0.103131 , 0.092296 , 0.088103 , 0.031166 , 0.068508 , 0.064326 , 0.046681 , 0.063998 , 0.0868 , 0.084896 , 0.08884 , 0.067035 , 0.037172 , 0.060224 , 0.074605 , 0.073302 , 0.032299 , 0.07354 , 0.080034 , 0.09692 , 0.099561 , 0.051203 
 566 , 0.066786 , 0.055702 , 0.040788 , 0.062064 , 0.105168 , 0.067894 , 0.112478 , 0.09875 , 0.070978 , 0.079972 , 0.069566 , 0.085644 , 0.075769 , 0.078853 , 0.069509 , 0.094547 , 0.075712 , 0.059906 , 0.102999 , 0.09205 , 0.088152 , 0.031071 , 0.067984 , 0.06377 , 0.046245 , 0.063476 , 0.086683 , 0.084503 , 0.088378 , 0.066662 , 0.037127 , 0.060064 , 0.074616 , 0.072899 , 0.032111 , 0.073136 , 0.079656 , 0.096344 , 0.099304 , 0.050788 
 567 , 0.066223 , 0.055286 , 0.040507 , 0.061853 , 0.104579 , 0.067372 , 0.112317 , 0.098744 , 0.07047 , 0.079628 , 0.068825 , 0.084652 , 0.075055 , 0.078186 , 0.069028 , 0.09426 , 0.075325 , 0.059656 , 0.102833 , 0.091771 , 0.0882 , 0.030977 , 0.067429 , 0.063193 , 0.04579 , 0.062934 , 0.086556 , 0.084077 , 0.087885 , 0.066257 , 0.03706 , 0.059893 , 0.074627 , 0.072486 , 0.031912 , 0.0727 , 0.079256 , 0.095736 , 0.099025 , 0.050363 
 568 , 0.06561 , 0.054778 , 0.040245 , 0.061573 , 0.103826 , 0.066788 , 0.112057 , 0.098735 , 0.069827 , 0.079123 , 0.068032 , 0.083563 , 0.074245 , 0.077452 , 0.068459 , 0.093913 , 0.074839 , 0.059342 , 0.102581 , 0.091401 , 0.088206 , 0.030837 , 0.066765 , 0.062538 , 0.045291 , 0.062336 , 0.086367 , 0.08353 , 0.087286 , 0.065767 , 0.036971 , 0.05969 , 0.074615 , 0.071991 , 0.031678 , 0.072193 , 0.07873 , 0.095035 , 0.098657 , 0.049889 
 569 , 0.065002 , 0.054256 , 0.039972 , 0.061297 , 0.103066 , 0.066196 , 0.111792 , 0.098714 , 0.069187 , 0.078616 , 0.067245 , 0.082466 , 0.073427 , 0.076708 , 0.067892 , 0.093558 , 0.074364 , 0.059021 , 0.102318 , 0.091036 , 0.088213 , 0.030699 , 0.066096 , 0.061877 , 0.044782 , 0.061721 , 0.086171 , 0.082979 , 0.086684 , 0.065259 , 0.036881 , 0.059489 , 0.074599 , 0.071485 , 0.031446 , 0.071675 , 0.078203 , 0.094317 , 0.098279 , 0.049401 
 570 , 0.064384 , 0.053735 , 0.039699 , 0.061019 , 0.102306 , 0.065606 , 0.111523 , 0.098708 , 0.068537 , 0.078109 , 0.066438 , 0.081374 , 0.072613 , 0.075966 , 0.067327 , 0.093211 , 0.073878 , 0.058699 , 0.102062 , 0.090657 , 0.088214 , 0.030549 , 0.065428 , 0.061219 , 0.044274 , 0.061119 , 0.085971 , 0.082429 , 0.086082 , 0.064762 , 0.036789 , 0.059276 , 0.074589 , 0.070991 , 0.031204 , 0.071158 , 0.077676 , 0.093611 , 0.097909 , 0.048915 
 571 , 0.063743 , 0.053237 , 0.039362 , 0.060738 , 0.101569 , 0.065002 , 0.111247 , 0.098631 , 0.067897 , 0.077618 , 0.065511 , 0.080237 , 0.071664 , 0.075221 , 0.066737 , 0.092764 , 0.073354 , 0.058363 , 0.101768 , 0.090257 , 0.088213 , 0.030391 , 0.064726 , 0.06055 , 0.043781 , 0.060473 , 0.085716 , 0.081839 , 0.085462 , 0.064229 , 0.036677 , 0.059048 , 0.074558 , 0.070482 , 0.030966 , 0.070637 , 0.07711 , 0.092853 , 0.097504 , 0.04842 
 572 , 0.063088 , 0.052751 , 0.03902 , 0.060452 , 0.100845 , 0.064407 , 0.110973 , 0.098538 , 0.067274 , 0.077128 , 0.064549 , 0.079083 , 0.070679 , 0.074458 , 0.066142 , 0.092309 , 0.072832 , 0.058024 , 0.101482 , 0.089859 , 0.088201 , 0.030231 , 0.064011 , 0.059881 , 0.043293 , 0.059815 , 0.085454 , 0.081236 , 0.084828 , 0.063704 , 0.03657 , 0.058826 , 0.074535 , 0.069965 , 0.030726 , 0.070108 , 0.076545 , 0.0921 , 0.097099 , 0.047918 
 573 , 0.062436 , 0.052256 , 0.038678 , 0.060175 , 0.10012 , 0.063812 , 0.110694 , 0.098449 , 0.066652 , 0.076647 , 0.063583 , 0.077936 , 0.069689 , 0.073697 , 0.065549 , 0.091851 , 0.07231 , 0.057673 , 0.10118 , 0.08947 , 0.088192 , 0.030071 , 0.06331 , 0.059214 , 0.042796 , 0.059159 , 0.085188 , 0.080634 , 0.084194 , 0.063168 , 0.03645 , 0.058591 , 0.074506 , 0.069448 , 0.030486 , 0.069579 , 0.075969 , 0.091338 , 0.09669 , 0.047428 
 574 , 0.061827 , 0.051792 , 0.038369 , 0.059926 , 0.099446 , 0.063228 , 0.110448 , 0.098371 , 0.066073 , 0.076173 , 0.062739 , 0.076846 , 0.06881 , 0.072969 , 0.064976 , 0.091421 , 0.071807 , 0.057353 , 0.100902 , 0.089075 , 0.088174 , 0.029909 , 0.062641 , 0.058569 , 0.042311 , 0.058536 , 0.084959 , 0.080061 , 0.083591 , 0.062685 , 0.036338 , 0.058373 , 0.074468 , 0.068962 , 0.030246 , 0.069081 , 0.075435 , 0.090606 , 0.096275 , 0.046938 
 575 , 0.061269 , 0.051358 , 0.038089 , 0.059714 , 0.098819 , 0.062651 , 0.110209 , 0.09829 , 0.065544 , 0.075736 , 0.062025 , 0.075812 , 0.068027 , 0.07227 , 0.064432 , 0.091013 , 0.07132 , 0.057037 , 0.100622 , 0.088702 , 0.088141 , 0.029755 , 0.062014 , 0.057944 , 0.041857 , 0.057933 , 0.084773 , 0.079526 , 0.083002 , 0.062241 , 0.036232 , 0.05816 , 0.07444 , 0.068513 , 0.030014 , 0.06861 , 0.074916 , 0.089901 , 0.09586 , 0.046467 
 576 , 0.060712 , 0.050924 , 0.03782 , 0.05951 , 0.098189 , 0.062075 , 0.109962 , 0.0982 , 0.065016 , 0.075297 , 0.061302 , 0.074782 , 0.067248 , 0.071562 , 0.063889 , 0.090612 , 0.070843 , 0.056731 , 0.100336 , 0.088326 , 0.088122 , 0.02961 , 0.061388 , 0.057321 , 0.041394 , 0.057342 , 0.084581 , 0.079 , 0.082402 , 0.061796 , 0.036125 , 0.057943 , 0.074417 , 0.068064 , 0.029793 , 0.068139 , 0.074407 , 0.089196 , 0.095442 , 0.045988 
 577 , 0.060177 , 0.0505 , 0.037568 , 0.059313 , 0.097574 , 0.061532 , 0.109748 , 0.09814 , 0.064498 , 0.074869 , 0.060593 , 0.073781 , 0.066483 , 0.070889 , 0.063367 , 0.090223 , 0.070377 , 0.056421 , 0.100071 , 0.087971 , 0.088099 , 0.029459 , 0.060785 , 0.05672 , 0.04095 , 0.056763 , 0.084397 , 0.078486 , 0.081847 , 0.061372 , 0.036031 , 0.057744 , 0.074389 , 0.067635 , 0.029576 , 0.067678 , 0.073909 , 0.088516 , 0.095056 , 0.045527 
