JUL13WSG100005.spu,JUL13WSG100004.spu,JUL13WSG100003.spu,
Wavelength,JUL13WSG100006.spu,JUL13WSG100007.spu,JUL13WSG100008.spu,JUL13WSG100009.spu,JUL13WSG100010.spu,JUL13WSG100011.spu,JUL13WSG100012.spu,JUL13WSG100013.spu,JUL13WSG100014.spu,JUL13WSG100015.spu,JUL13WSG100016.spu,JUL13WSG100017.spu,JUL13WSG100018.spu,JUL13WSG100019.spu,JUL13WSG100020.spu,JUL13WSG100021.spu,JUL13WSG100022.spu,JUL13WSG100023.spu,JUL13WSG100024.spu,JUL13WSG100025.spu,JUL13WSG100026.spu,JUL13WSG100027.spu,JUL13WSG100028.spu,JUL13WSG100029.spu,JUL13WSG100030.spu
  (nm),7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 
  time  ,:53:32 A,:53:46 A,:53:52 A,:54:01 A,:54:07 A,:54:37 A,:54:45 A,:54:54 A,:55:01 A,:55:10 A,:56:00 A,:56:06 A,:56:13 A,:56:20 A,:56:30 A,:57:06 A,:57:15 A,:57:20 A,:57:26 A,:57:32 A,:58:05 A,:58:12 A,:58:17 A,:58:23 A,:58:29 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 907 , 0.199406 , 0.275075 , 0.241135 , 0.22005 , 0.231418 , 0.346339 , 0.311131 , 0.363478 , 0.246292 , 0.331787 , 0.426143 , 0.41123 , 0.387093 , 0.448216 , 0.42288 , 0.335383 , 0.333255 , 0.275029 , 0.232485 , 0.284568 , 0.097644 , 0.233191 , 0.148866 , 0.247364 , 0.209719 
 908 , 0.199666 , 0.27555 , 0.241175 , 0.220145 , 0.231624 , 0.346899 , 0.310923 , 0.363573 , 0.246352 , 0.331592 , 0.426244 , 0.410587 , 0.387519 , 0.448445 , 0.42342 , 0.335282 , 0.333342 , 0.275309 , 0.232737 , 0.284842 , 0.097264 , 0.23287 , 0.148577 , 0.247511 , 0.209911 
 909 , 0.199934 , 0.276045 , 0.241217 , 0.220242 , 0.231833 , 0.347488 , 0.310695 , 0.363673 , 0.246409 , 0.331389 , 0.426345 , 0.409918 , 0.387961 , 0.448681 , 0.423984 , 0.335174 , 0.333434 , 0.275597 , 0.233004 , 0.285131 , 0.096868 , 0.232533 , 0.148278 , 0.247661 , 0.210105 
 910 , 0.200284 , 0.276473 , 0.241658 , 0.220631 , 0.231976 , 0.347744 , 0.310562 , 0.364065 , 0.246667 , 0.331303 , 0.426158 , 0.40962 , 0.388112 , 0.448661 , 0.424374 , 0.335335 , 0.333585 , 0.275804 , 0.233389 , 0.28524 , 0.096668 , 0.232279 , 0.148238 , 0.247834 , 0.210068 
 911 , 0.20063 , 0.27686 , 0.242351 , 0.221365 , 0.232249 , 0.347751 , 0.310935 , 0.364923 , 0.247222 , 0.331665 , 0.426454 , 0.40986 , 0.388462 , 0.44864 , 0.424987 , 0.33581 , 0.334012 , 0.276049 , 0.233997 , 0.285289 , 0.096594 , 0.232575 , 0.148344 , 0.248176 , 0.210218 
 912 , 0.20097 , 0.277238 , 0.243092 , 0.222225 , 0.232607 , 0.34771 , 0.311545 , 0.365958 , 0.247894 , 0.332217 , 0.42706 , 0.410292 , 0.388986 , 0.448681 , 0.425756 , 0.336391 , 0.334573 , 0.276341 , 0.234699 , 0.285351 , 0.096535 , 0.233121 , 0.148461 , 0.248597 , 0.210517 
 913 , 0.201057 , 0.277773 , 0.243621 , 0.22293 , 0.233081 , 0.347841 , 0.312394 , 0.366855 , 0.248488 , 0.333028 , 0.42789 , 0.410839 , 0.389503 , 0.449066 , 0.426492 , 0.337256 , 0.335145 , 0.276809 , 0.235307 , 0.285534 , 0.096449 , 0.233755 , 0.148684 , 0.249116 , 0.210986 
 914 , 0.200723 , 0.278464 , 0.243736 , 0.223239 , 0.233717 , 0.348359 , 0.313494 , 0.367457 , 0.24883 , 0.334326 , 0.428727 , 0.411493 , 0.389677 , 0.449923 , 0.426913 , 0.338517 , 0.33552 , 0.277475 , 0.235736 , 0.285992 , 0.096328 , 0.234315 , 0.149103 , 0.249757 , 0.211623 
 915 , 0.200378 , 0.279049 , 0.243777 , 0.223353 , 0.234328 , 0.349052 , 0.31439 , 0.368007 , 0.248977 , 0.335765 , 0.428965 , 0.412044 , 0.389308 , 0.450625 , 0.426966 , 0.339712 , 0.335582 , 0.278018 , 0.236134 , 0.286573 , 0.096219 , 0.234573 , 0.149563 , 0.250384 , 0.21211 
 916 , 0.200114 , 0.279594 , 0.243854 , 0.223439 , 0.234936 , 0.349745 , 0.315248 , 0.368545 , 0.24912 , 0.337147 , 0.429219 , 0.412621 , 0.388971 , 0.451339 , 0.427022 , 0.340804 , 0.335657 , 0.278538 , 0.236556 , 0.287137 , 0.096112 , 0.23481 , 0.150007 , 0.25102 , 0.212587 
 917 , 0.200834 , 0.27964 , 0.244312 , 0.223191 , 0.235493 , 0.350348 , 0.315621 , 0.368936 , 0.249242 , 0.337691 , 0.429635 , 0.413341 , 0.389028 , 0.452055 , 0.427142 , 0.340591 , 0.335964 , 0.278748 , 0.237112 , 0.287527 , 0.096085 , 0.234744 , 0.150275 , 0.25165 , 0.212879 
 918 , 0.201561 , 0.279617 , 0.244716 , 0.223084 , 0.236078 , 0.350643 , 0.31616 , 0.369023 , 0.249479 , 0.337597 , 0.430501 , 0.413718 , 0.389791 , 0.453238 , 0.427176 , 0.340402 , 0.336538 , 0.279182 , 0.237526 , 0.287711 , 0.095972 , 0.234716 , 0.15053 , 0.25206 , 0.213153 
 919 , 0.202292 , 0.27959 , 0.245123 , 0.22298 , 0.236672 , 0.350935 , 0.316709 , 0.369108 , 0.249712 , 0.337495 , 0.431379 , 0.4141 , 0.390564 , 0.454439 , 0.427214 , 0.340205 , 0.337122 , 0.279618 , 0.237944 , 0.287897 , 0.095855 , 0.234684 , 0.150786 , 0.252474 , 0.213429 
 920 , 0.202601 , 0.279896 , 0.24528 , 0.223305 , 0.237189 , 0.351177 , 0.316642 , 0.368869 , 0.2499 , 0.337189 , 0.4316 , 0.413793 , 0.391116 , 0.454701 , 0.427218 , 0.340178 , 0.337358 , 0.279821 , 0.237972 , 0.288045 , 0.095415 , 0.234426 , 0.150671 , 0.252692 , 0.213496 
 921 , 0.202778 , 0.280524 , 0.245275 , 0.223563 , 0.237408 , 0.351534 , 0.316064 , 0.368703 , 0.250011 , 0.336849 , 0.431233 , 0.41309 , 0.391127 , 0.454386 , 0.427151 , 0.340068 , 0.337309 , 0.279806 , 0.237874 , 0.28821 , 0.094892 , 0.23392 , 0.150302 , 0.253037 , 0.213497 
 922 , 0.202947 , 0.281254 , 0.245241 , 0.223767 , 0.237536 , 0.351944 , 0.315353 , 0.368591 , 0.250109 , 0.336494 , 0.430713 , 0.412303 , 0.39097 , 0.453967 , 0.427059 , 0.339903 , 0.337189 , 0.279731 , 0.23777 , 0.288375 , 0.094347 , 0.233334 , 0.149867 , 0.253453 , 0.213489 
 923 , 0.202587 , 0.281604 , 0.244701 , 0.223416 , 0.237212 , 0.351949 , 0.314798 , 0.368223 , 0.249884 , 0.33613 , 0.429967 , 0.411391 , 0.390408 , 0.453583 , 0.426808 , 0.339656 , 0.336769 , 0.279469 , 0.237466 , 0.288354 , 0.093541 , 0.232627 , 0.149066 , 0.253593 , 0.213111 
 924 , 0.201637 , 0.281414 , 0.243854 , 0.22258 , 0.236555 , 0.351585 , 0.3147 , 0.367491 , 0.249367 , 0.336112 , 0.429309 , 0.410749 , 0.389788 , 0.453376 , 0.426673 , 0.339501 , 0.336124 , 0.27903 , 0.236928 , 0.28807 , 0.09242 , 0.231957 , 0.147901 , 0.253393 , 0.212386 
 925 , 0.200671 , 0.28107 , 0.243328 , 0.221891 , 0.236106 , 0.351348 , 0.314971 , 0.366632 , 0.24892 , 0.336602 , 0.429084 , 0.410636 , 0.389694 , 0.453335 , 0.426952 , 0.339603 , 0.335575 , 0.278612 , 0.236354 , 0.287725 , 0.091202 , 0.231474 , 0.146734 , 0.253159 , 0.21171 
 926 , 0.199599 , 0.280478 , 0.242723 , 0.221234 , 0.235398 , 0.350975 , 0.31514 , 0.365801 , 0.248406 , 0.337012 , 0.428681 , 0.410499 , 0.389521 , 0.453209 , 0.427131 , 0.339632 , 0.335012 , 0.278114 , 0.235714 , 0.287256 , 0.089845 , 0.23096 , 0.145497 , 0.252777 , 0.210955 
 927 , 0.198357 , 0.278841 , 0.241929 , 0.221063 , 0.23354 , 0.349908 , 0.314563 , 0.365551 , 0.247753 , 0.336662 , 0.427356 , 0.410232 , 0.388821 , 0.452701 , 0.426569 , 0.339221 , 0.334581 , 0.277428 , 0.235052 , 0.286387 , 0.088303 , 0.230468 , 0.144402 , 0.251749 , 0.210091 
 928 , 0.19671 , 0.277247 , 0.240458 , 0.220794 , 0.231293 , 0.348183 , 0.313445 , 0.365347 , 0.246867 , 0.335384 , 0.425173 , 0.409337 , 0.387161 , 0.452087 , 0.425403 , 0.338351 , 0.333844 , 0.276692 , 0.234454 , 0.285701 , 0.08641 , 0.229641 , 0.142963 , 0.250445 , 0.20873 
 929 , 0.194749 , 0.275327 , 0.238688 , 0.220472 , 0.228581 , 0.346119 , 0.312111 , 0.365101 , 0.245811 , 0.333851 , 0.422557 , 0.408267 , 0.38517 , 0.451345 , 0.424008 , 0.337312 , 0.332966 , 0.275811 , 0.233744 , 0.284869 , 0.084152 , 0.22865 , 0.141238 , 0.248882 , 0.207111 
 930 , 0.193146 , 0.273956 , 0.23734 , 0.219088 , 0.22722 , 0.344839 , 0.310964 , 0.364527 , 0.243712 , 0.332418 , 0.420142 , 0.406819 , 0.383569 , 0.450721 , 0.423008 , 0.336527 , 0.331678 , 0.274603 , 0.233032 , 0.284357 , 0.08216 , 0.227406 , 0.139863 , 0.247604 , 0.205498 
 931 , 0.191468 , 0.271691 , 0.235629 , 0.216729 , 0.225618 , 0.343336 , 0.309778 , 0.363725 , 0.241011 , 0.330715 , 0.417466 , 0.40449 , 0.381653 , 0.449554 , 0.421004 , 0.33535 , 0.329918 , 0.272706 , 0.23176 , 0.283209 , 0.07983 , 0.225805 , 0.138337 , 0.245683 , 0.203746 
 932 , 0.189465 , 0.268796 , 0.233513 , 0.213758 , 0.223626 , 0.341483 , 0.308375 , 0.362748 , 0.237719 , 0.328656 , 0.414257 , 0.401549 , 0.379305 , 0.448036 , 0.418407 , 0.333866 , 0.327753 , 0.27032 , 0.230127 , 0.281705 , 0.077 , 0.223852 , 0.136508 , 0.243274 , 0.201652 
 933 , 0.187755 , 0.266451 , 0.231747 , 0.211513 , 0.222002 , 0.339421 , 0.306949 , 0.361076 , 0.236125 , 0.325957 , 0.412501 , 0.398512 , 0.377553 , 0.446608 , 0.415727 , 0.331744 , 0.325475 , 0.268232 , 0.228246 , 0.279733 , 0.074409 , 0.221654 , 0.134524 , 0.241004 , 0.199878 
 934 , 0.186516 , 0.265283 , 0.230988 , 0.210485 , 0.220805 , 0.338053 , 0.305565 , 0.358877 , 0.236505 , 0.323334 , 0.412409 , 0.396186 , 0.37705 , 0.44542 , 0.414496 , 0.329463 , 0.323774 , 0.266871 , 0.226666 , 0.278005 , 0.072252 , 0.219473 , 0.132651 , 0.239531 , 0.198584 
 935 , 0.185212 , 0.264562 , 0.230744 , 0.209793 , 0.219485 , 0.337341 , 0.304019 , 0.356493 , 0.237249 , 0.321006 , 0.412548 , 0.394323 , 0.377133 , 0.44419 , 0.414599 , 0.327314 , 0.322507 , 0.265758 , 0.225399 , 0.276706 , 0.069951 , 0.217207 , 0.130742 , 0.238505 , 0.19726 
 936 , 0.184136 , 0.264235 , 0.230829 , 0.209366 , 0.218451 , 0.337024 , 0.302614 , 0.354434 , 0.238131 , 0.319293 , 0.412464 , 0.392706 , 0.377192 , 0.442839 , 0.414864 , 0.325687 , 0.321355 , 0.264959 , 0.224399 , 0.275732 , 0.067733 , 0.2151 , 0.129001 , 0.237525 , 0.196116 
 937 , 0.183876 , 0.265108 , 0.23158 , 0.209834 , 0.218578 , 0.337792 , 0.301951 , 0.353845 , 0.239028 , 0.319765 , 0.411806 , 0.392288 , 0.377047 , 0.441478 , 0.415243 , 0.325987 , 0.320899 , 0.265326 , 0.224397 , 0.275911 , 0.066296 , 0.214065 , 0.1282 , 0.236893 , 0.195859 
 938 , 0.182945 , 0.265745 , 0.231079 , 0.21034 , 0.219003 , 0.337741 , 0.301113 , 0.353372 , 0.239144 , 0.319896 , 0.411279 , 0.391967 , 0.376222 , 0.440095 , 0.414219 , 0.326472 , 0.320563 , 0.265837 , 0.224169 , 0.275858 , 0.064736 , 0.213268 , 0.127275 , 0.235986 , 0.195866 
 939 , 0.181988 , 0.266404 , 0.230566 , 0.210868 , 0.219441 , 0.337682 , 0.300252 , 0.352878 , 0.239254 , 0.320031 , 0.410737 , 0.391631 , 0.375371 , 0.438669 , 0.413157 , 0.326965 , 0.32022 , 0.266369 , 0.223937 , 0.27581 , 0.063125 , 0.212443 , 0.126314 , 0.235045 , 0.195873 
 940 , 0.180633 , 0.266226 , 0.229057 , 0.210575 , 0.219245 , 0.337918 , 0.301633 , 0.353998 , 0.238223 , 0.320976 , 0.41079 , 0.391635 , 0.374106 , 0.439563 , 0.4116 , 0.327947 , 0.321341 , 0.266705 , 0.224368 , 0.276243 , 0.062051 , 0.212052 , 0.126202 , 0.235263 , 0.19592 
 941 , 0.180041 , 0.266042 , 0.228199 , 0.210006 , 0.218869 , 0.337961 , 0.302918 , 0.355744 , 0.236977 , 0.32213 , 0.411097 , 0.391293 , 0.37302 , 0.440772 , 0.410004 , 0.329246 , 0.321714 , 0.266498 , 0.225114 , 0.276186 , 0.061074 , 0.211543 , 0.126008 , 0.235565 , 0.195445 
 942 , 0.179519 , 0.265857 , 0.2274 , 0.209399 , 0.21847 , 0.337979 , 0.304205 , 0.357588 , 0.235692 , 0.323332 , 0.411431 , 0.390907 , 0.37194 , 0.442028 , 0.408373 , 0.330601 , 0.322013 , 0.26622 , 0.225905 , 0.276076 , 0.060084 , 0.211013 , 0.125806 , 0.23588 , 0.194899 
 943 , 0.180244 , 0.266626 , 0.228412 , 0.209104 , 0.218384 , 0.337539 , 0.304584 , 0.358872 , 0.234657 , 0.323262 , 0.411788 , 0.390307 , 0.372139 , 0.442434 , 0.407437 , 0.330636 , 0.321487 , 0.266189 , 0.226461 , 0.276047 , 0.05996 , 0.210568 , 0.125332 , 0.236557 , 0.19409 
 944 , 0.181183 , 0.26777 , 0.230126 , 0.208888 , 0.218367 , 0.337203 , 0.30509 , 0.359451 , 0.234676 , 0.32242 , 0.411775 , 0.389533 , 0.372736 , 0.442486 , 0.407401 , 0.329981 , 0.321064 , 0.267072 , 0.226643 , 0.276806 , 0.060249 , 0.210028 , 0.124837 , 0.237195 , 0.193504 
 945 , 0.18185 , 0.268863 , 0.23174 , 0.208608 , 0.218302 , 0.337073 , 0.305985 , 0.359734 , 0.235332 , 0.321452 , 0.411505 , 0.388691 , 0.373178 , 0.442564 , 0.407755 , 0.329282 , 0.320969 , 0.268516 , 0.226661 , 0.278091 , 0.060533 , 0.209386 , 0.124396 , 0.237684 , 0.193146 
 946 , 0.18232 , 0.269831 , 0.232703 , 0.20853 , 0.218784 , 0.337277 , 0.306505 , 0.359424 , 0.23575 , 0.320742 , 0.410596 , 0.387399 , 0.373151 , 0.442373 , 0.408162 , 0.328431 , 0.320736 , 0.269757 , 0.226756 , 0.279262 , 0.060478 , 0.208842 , 0.123901 , 0.237532 , 0.193345 
 947 , 0.182471 , 0.270616 , 0.232546 , 0.208689 , 0.22001 , 0.337853 , 0.305862 , 0.358049 , 0.235156 , 0.320318 , 0.408497 , 0.385121 , 0.372116 , 0.441189 , 0.408475 , 0.326996 , 0.319979 , 0.270096 , 0.227139 , 0.27966 , 0.059814 , 0.208514 , 0.123306 , 0.236365 , 0.194351 
 948 , 0.182723 , 0.271499 , 0.232389 , 0.208632 , 0.220861 , 0.338016 , 0.303997 , 0.356489 , 0.233146 , 0.319515 , 0.406065 , 0.382201 , 0.370599 , 0.438738 , 0.408421 , 0.324714 , 0.318509 , 0.269176 , 0.227913 , 0.278738 , 0.059092 , 0.208265 , 0.122676 , 0.235333 , 0.195059 
 949 , 0.182878 , 0.272255 , 0.232233 , 0.20855 , 0.221589 , 0.338084 , 0.302237 , 0.355039 , 0.23138 , 0.318734 , 0.403795 , 0.379484 , 0.369033 , 0.436274 , 0.408263 , 0.322565 , 0.317056 , 0.268193 , 0.228651 , 0.277803 , 0.05836 , 0.20803 , 0.122015 , 0.234323 , 0.195725 
 950 , 0.181914 , 0.271526 , 0.232104 , 0.208188 , 0.220971 , 0.337194 , 0.301629 , 0.354822 , 0.232272 , 0.318134 , 0.403339 , 0.378985 , 0.366864 , 0.433582 , 0.406944 , 0.32189 , 0.315821 , 0.266479 , 0.229027 , 0.276713 , 0.057483 , 0.207946 , 0.121102 , 0.233681 , 0.195904 
 951 , 0.180928 , 0.270942 , 0.231932 , 0.208778 , 0.221318 , 0.337244 , 0.302103 , 0.354976 , 0.234843 , 0.31891 , 0.404245 , 0.380883 , 0.366947 , 0.433125 , 0.406345 , 0.322874 , 0.316298 , 0.266088 , 0.22937 , 0.277603 , 0.056809 , 0.207933 , 0.120121 , 0.234392 , 0.196385 
 952 , 0.17996 , 0.270363 , 0.231755 , 0.209362 , 0.221663 , 0.337295 , 0.302578 , 0.355136 , 0.237414 , 0.319697 , 0.405147 , 0.382782 , 0.367036 , 0.432685 , 0.405746 , 0.323865 , 0.316782 , 0.26571 , 0.229705 , 0.278502 , 0.056133 , 0.207922 , 0.119156 , 0.235105 , 0.196864 
 953 , 0.179879 , 0.270357 , 0.231386 , 0.210153 , 0.221663 , 0.338492 , 0.303016 , 0.356557 , 0.238922 , 0.320511 , 0.405144 , 0.38461 , 0.367238 , 0.43304 , 0.406215 , 0.325257 , 0.317716 , 0.265989 , 0.229723 , 0.279291 , 0.056039 , 0.208265 , 0.1187 , 0.236656 , 0.196406 
 954 , 0.180069 , 0.270204 , 0.230918 , 0.210627 , 0.221525 , 0.339378 , 0.303424 , 0.358638 , 0.239522 , 0.320304 , 0.404813 , 0.385041 , 0.366802 , 0.432897 , 0.406307 , 0.326281 , 0.318151 , 0.266072 , 0.229436 , 0.279462 , 0.056071 , 0.208659 , 0.118602 , 0.237436 , 0.195562 
 955 , 0.180267 , 0.269932 , 0.230438 , 0.210922 , 0.221372 , 0.339985 , 0.303818 , 0.360823 , 0.239843 , 0.319645 , 0.404447 , 0.384857 , 0.36607 , 0.432441 , 0.406107 , 0.327073 , 0.318306 , 0.265978 , 0.229065 , 0.279371 , 0.05609 , 0.209018 , 0.118602 , 0.237764 , 0.194677 
 956 , 0.180461 , 0.270145 , 0.230277 , 0.211008 , 0.221767 , 0.340853 , 0.304654 , 0.361661 , 0.239565 , 0.319205 , 0.405311 , 0.384035 , 0.366057 , 0.432537 , 0.406156 , 0.327716 , 0.318484 , 0.26598 , 0.228885 , 0.279501 , 0.056111 , 0.209148 , 0.118726 , 0.238128 , 0.194697 
 957 , 0.180811 , 0.270765 , 0.230611 , 0.210745 , 0.222583 , 0.341965 , 0.306238 , 0.360696 , 0.23891 , 0.319424 , 0.406647 , 0.382483 , 0.366438 , 0.433902 , 0.406355 , 0.328329 , 0.318762 , 0.266119 , 0.22896 , 0.280035 , 0.056109 , 0.209071 , 0.118966 , 0.238696 , 0.195694 
 958 , 0.18141 , 0.271228 , 0.231228 , 0.210279 , 0.223149 , 0.343013 , 0.308294 , 0.359042 , 0.23862 , 0.320359 , 0.406726 , 0.380851 , 0.366304 , 0.436395 , 0.406411 , 0.329142 , 0.319149 , 0.266318 , 0.229122 , 0.280849 , 0.056045 , 0.209018 , 0.1192 , 0.239543 , 0.196796 
 959 , 0.182229 , 0.271727 , 0.232127 , 0.210196 , 0.223737 , 0.343928 , 0.310021 , 0.357678 , 0.238698 , 0.321107 , 0.40658 , 0.379424 , 0.366175 , 0.438534 , 0.406304 , 0.329643 , 0.319649 , 0.266631 , 0.229526 , 0.28171 , 0.056058 , 0.209115 , 0.119594 , 0.24028 , 0.197786 
 960 , 0.184025 , 0.27253 , 0.234248 , 0.211673 , 0.224499 , 0.344512 , 0.310549 , 0.357405 , 0.240233 , 0.321148 , 0.405604 , 0.378711 , 0.366092 , 0.439321 , 0.405677 , 0.328929 , 0.320639 , 0.267496 , 0.230987 , 0.282861 , 0.056388 , 0.209827 , 0.120617 , 0.24072 , 0.198484 
 961 , 0.185593 , 0.274508 , 0.236125 , 0.213697 , 0.225453 , 0.346204 , 0.310696 , 0.358477 , 0.241627 , 0.320644 , 0.406218 , 0.379265 , 0.36669 , 0.438414 , 0.406881 , 0.328217 , 0.32134 , 0.269057 , 0.232824 , 0.283782 , 0.056797 , 0.210963 , 0.121234 , 0.241357 , 0.199336 
 962 , 0.187082 , 0.27639 , 0.237907 , 0.215616 , 0.226359 , 0.347805 , 0.310833 , 0.359489 , 0.242944 , 0.320167 , 0.406793 , 0.379781 , 0.367263 , 0.437558 , 0.408021 , 0.327541 , 0.322004 , 0.270536 , 0.234572 , 0.284659 , 0.057185 , 0.212038 , 0.121818 , 0.241963 , 0.200146 
 963 , 0.18829 , 0.278749 , 0.238682 , 0.217803 , 0.227997 , 0.349215 , 0.312832 , 0.361443 , 0.244757 , 0.321077 , 0.407084 , 0.380869 , 0.367868 , 0.436986 , 0.410094 , 0.329209 , 0.322835 , 0.272427 , 0.236185 , 0.285844 , 0.05787 , 0.213441 , 0.122142 , 0.242835 , 0.201753 
 964 , 0.189131 , 0.279572 , 0.239172 , 0.21962 , 0.229272 , 0.349312 , 0.314044 , 0.362275 , 0.245845 , 0.321913 , 0.407651 , 0.381189 , 0.368028 , 0.436888 , 0.411092 , 0.33152 , 0.323707 , 0.273486 , 0.237192 , 0.286539 , 0.058474 , 0.214075 , 0.122646 , 0.243369 , 0.203069 
 965 , 0.189845 , 0.279933 , 0.239591 , 0.221258 , 0.230368 , 0.349074 , 0.31495 , 0.362741 , 0.246685 , 0.322653 , 0.408274 , 0.381278 , 0.368062 , 0.436903 , 0.411742 , 0.333836 , 0.324545 , 0.274263 , 0.237998 , 0.287067 , 0.05902 , 0.21447 , 0.12319 , 0.243776 , 0.204236 
 966 , 0.189981 , 0.279402 , 0.239724 , 0.221795 , 0.230626 , 0.349001 , 0.315617 , 0.363256 , 0.246956 , 0.32314 , 0.409018 , 0.3821 , 0.36843 , 0.437728 , 0.411651 , 0.335456 , 0.325085 , 0.274967 , 0.238444 , 0.286919 , 0.059688 , 0.214403 , 0.123635 , 0.24429 , 0.204992 
 967 , 0.189832 , 0.278819 , 0.239463 , 0.221533 , 0.230447 , 0.34916 , 0.316446 , 0.364138 , 0.247032 , 0.323535 , 0.408991 , 0.383607 , 0.369304 , 0.439136 , 0.410959 , 0.336179 , 0.325257 , 0.276004 , 0.238697 , 0.286765 , 0.060426 , 0.21437 , 0.123965 , 0.244898 , 0.205543 
 968 , 0.189785 , 0.278791 , 0.238983 , 0.221177 , 0.230361 , 0.34944 , 0.31759 , 0.365345 , 0.247262 , 0.323984 , 0.408034 , 0.385311 , 0.370484 , 0.440588 , 0.410143 , 0.336383 , 0.325239 , 0.277422 , 0.238983 , 0.287076 , 0.061132 , 0.214685 , 0.124224 , 0.245509 , 0.206125 
 969 , 0.190078 , 0.278847 , 0.238622 , 0.220918 , 0.230505 , 0.349928 , 0.318253 , 0.366359 , 0.247304 , 0.324274 , 0.407131 , 0.386604 , 0.3714 , 0.441738 , 0.409614 , 0.336505 , 0.325097 , 0.27861 , 0.239377 , 0.287517 , 0.061541 , 0.214892 , 0.124551 , 0.246094 , 0.206653 
 970 , 0.191174 , 0.279108 , 0.238609 , 0.220876 , 0.231195 , 0.351001 , 0.31798 , 0.367054 , 0.247073 , 0.324286 , 0.406451 , 0.386945 , 0.371685 , 0.442272 , 0.409851 , 0.336512 , 0.32477 , 0.279277 , 0.240073 , 0.288184 , 0.061323 , 0.214728 , 0.125079 , 0.246717 , 0.207063 
 971 , 0.19241 , 0.279452 , 0.238974 , 0.220893 , 0.231983 , 0.352488 , 0.31818 , 0.368109 , 0.247546 , 0.324664 , 0.406522 , 0.386791 , 0.371491 , 0.442819 , 0.410732 , 0.336762 , 0.324798 , 0.279685 , 0.240899 , 0.288361 , 0.061217 , 0.21406 , 0.1257 , 0.247662 , 0.207366 
 972 , 0.193634 , 0.279801 , 0.239343 , 0.220913 , 0.232769 , 0.353956 , 0.318388 , 0.369146 , 0.248028 , 0.325051 , 0.406602 , 0.386632 , 0.371302 , 0.443364 , 0.411603 , 0.337011 , 0.324823 , 0.280087 , 0.241716 , 0.288539 , 0.061109 , 0.213405 , 0.126311 , 0.248594 , 0.207664 
 973 , 0.193484 , 0.281019 , 0.239718 , 0.220921 , 0.233888 , 0.354589 , 0.319182 , 0.368752 , 0.248814 , 0.326185 , 0.407672 , 0.385591 , 0.371667 , 0.444093 , 0.412563 , 0.336941 , 0.325264 , 0.280397 , 0.241876 , 0.288485 , 0.060966 , 0.213372 , 0.126583 , 0.24909 , 0.207895 
 974 , 0.193167 , 0.281549 , 0.240517 , 0.220866 , 0.234868 , 0.355085 , 0.318998 , 0.36728 , 0.248723 , 0.326934 , 0.408911 , 0.384743 , 0.372448 , 0.444494 , 0.413012 , 0.336502 , 0.32572 , 0.280523 , 0.242048 , 0.288882 , 0.060719 , 0.213727 , 0.126676 , 0.249204 , 0.208295 
 975 , 0.192815 , 0.281984 , 0.241392 , 0.220799 , 0.235841 , 0.355566 , 0.318667 , 0.365637 , 0.248502 , 0.327635 , 0.410192 , 0.383919 , 0.373298 , 0.444852 , 0.413392 , 0.336 , 0.326181 , 0.280624 , 0.24223 , 0.289346 , 0.060452 , 0.21414 , 0.126742 , 0.249264 , 0.208718 
 976 , 0.192641 , 0.281578 , 0.242644 , 0.220663 , 0.235774 , 0.354772 , 0.318327 , 0.365117 , 0.248801 , 0.327504 , 0.410091 , 0.383693 , 0.373599 , 0.445034 , 0.412748 , 0.335454 , 0.326551 , 0.280374 , 0.242235 , 0.289931 , 0.060535 , 0.214517 , 0.126796 , 0.249473 , 0.208991 
 977 , 0.192452 , 0.281292 , 0.243787 , 0.22084 , 0.235334 , 0.353657 , 0.318482 , 0.365663 , 0.249572 , 0.327063 , 0.409588 , 0.384468 , 0.373796 , 0.445193 , 0.411883 , 0.335318 , 0.326486 , 0.280255 , 0.242179 , 0.290362 , 0.060789 , 0.215114 , 0.126985 , 0.249805 , 0.20909 
 978 , 0.192206 , 0.281357 , 0.24474 , 0.221283 , 0.234932 , 0.352694 , 0.319015 , 0.366668 , 0.250552 , 0.326648 , 0.409208 , 0.385809 , 0.374074 , 0.445388 , 0.41118 , 0.335503 , 0.326125 , 0.280345 , 0.242128 , 0.290654 , 0.061069 , 0.21589 , 0.127286 , 0.250186 , 0.209113 
 979 , 0.192211 , 0.281654 , 0.24532 , 0.221898 , 0.234898 , 0.352652 , 0.319679 , 0.367736 , 0.251062 , 0.326681 , 0.408814 , 0.387215 , 0.374442 , 0.44566 , 0.411032 , 0.336389 , 0.325752 , 0.280824 , 0.242231 , 0.291084 , 0.061243 , 0.216597 , 0.127694 , 0.250481 , 0.209258 
