  time  ,:07:22 A,:07:35 A,:07:42 A,:07:49 A,:07:57 A,:08:27 A,:08:36 A,:08:44 A,:08:51 A,:09:00 A,:10:12 A,:10:19 A,:10:26 A,:10:42 A,:10:50 A,:11:29 A,:11:36 A,:11:43 A,:11:50 A,:11:56 A,:12:16 A,:12:23 A,:12:33 A,:12:46 A,:12:55 A,:13:39 A,:13:47 A,:13:57 A,:14:05 A,:14:13 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 808 , 0.231987 , 0.232189 , 0.255875 , 0.204063 , 0.168468 , 0.200789 , 0.271683 , 0.222483 , 0.317185 , 0.3654 , 0.327156 , 0.270936 , 0.26994 , 0.217392 , 0.253888 , 0.147393 , 0.206373 , 0.118738 , 0.140644 , 0.144045 , 0.184462 , 0.122759 , 0.111628 , 0.144956 , 0.109287 , 0.253719 , 0.222049 , 0.175964 , 0.191619 , 0.168595 
 809 , 0.232297 , 0.232324 , 0.256179 , 0.204408 , 0.168623 , 0.20097 , 0.272063 , 0.222753 , 0.31752 , 0.365708 , 0.327059 , 0.270995 , 0.27016 , 0.217582 , 0.254223 , 0.147441 , 0.206677 , 0.118883 , 0.140798 , 0.144231 , 0.184672 , 0.122948 , 0.111751 , 0.145161 , 0.109392 , 0.253931 , 0.222402 , 0.176142 , 0.191824 , 0.168883 
 810 , 0.232629 , 0.232469 , 0.256498 , 0.204777 , 0.168784 , 0.201168 , 0.272466 , 0.223043 , 0.317874 , 0.366034 , 0.326959 , 0.271064 , 0.270392 , 0.217775 , 0.254579 , 0.147496 , 0.206995 , 0.119036 , 0.140965 , 0.14443 , 0.184896 , 0.123152 , 0.111881 , 0.145374 , 0.109509 , 0.254158 , 0.222782 , 0.176334 , 0.19204 , 0.169184 
 811 , 0.232976 , 0.232692 , 0.25672 , 0.20525 , 0.169177 , 0.201339 , 0.272634 , 0.223231 , 0.318062 , 0.366079 , 0.327127 , 0.271398 , 0.270654 , 0.217815 , 0.254964 , 0.147782 , 0.207027 , 0.119297 , 0.141141 , 0.144668 , 0.185145 , 0.123263 , 0.111998 , 0.145524 , 0.109681 , 0.254381 , 0.223108 , 0.17668 , 0.1923 , 0.169546 
 812 , 0.233307 , 0.232888 , 0.256913 , 0.205734 , 0.169572 , 0.20152 , 0.272841 , 0.223289 , 0.31813 , 0.366082 , 0.327343 , 0.271751 , 0.270817 , 0.217813 , 0.255275 , 0.148017 , 0.207023 , 0.119531 , 0.141311 , 0.144903 , 0.185355 , 0.123359 , 0.112058 , 0.145649 , 0.109873 , 0.254561 , 0.223418 , 0.177039 , 0.192522 , 0.169878 
 813 , 0.233657 , 0.233097 , 0.257117 , 0.206254 , 0.169984 , 0.201708 , 0.273063 , 0.223358 , 0.3182 , 0.366084 , 0.327573 , 0.272131 , 0.270994 , 0.217809 , 0.255609 , 0.148269 , 0.207014 , 0.119783 , 0.141493 , 0.145156 , 0.185574 , 0.123468 , 0.112129 , 0.145781 , 0.110082 , 0.254753 , 0.223751 , 0.177423 , 0.192749 , 0.170227 
 814 , 0.233965 , 0.233294 , 0.25735 , 0.206591 , 0.170244 , 0.202005 , 0.273411 , 0.223564 , 0.31851 , 0.366321 , 0.327794 , 0.272417 , 0.271209 , 0.217937 , 0.255836 , 0.148535 , 0.207198 , 0.120092 , 0.141726 , 0.145383 , 0.185843 , 0.123614 , 0.112284 , 0.146005 , 0.110255 , 0.254966 , 0.224112 , 0.177751 , 0.193027 , 0.170534 
 815 , 0.234252 , 0.233585 , 0.25763 , 0.206835 , 0.170436 , 0.202349 , 0.273824 , 0.223975 , 0.319118 , 0.366719 , 0.328002 , 0.272721 , 0.271576 , 0.218166 , 0.256146 , 0.148854 , 0.207582 , 0.120447 , 0.14197 , 0.145616 , 0.18621 , 0.123803 , 0.112552 , 0.146337 , 0.110438 , 0.255269 , 0.224502 , 0.178078 , 0.193368 , 0.170834 
 816 , 0.234553 , 0.233916 , 0.257933 , 0.207087 , 0.170648 , 0.202706 , 0.274251 , 0.224424 , 0.319782 , 0.367143 , 0.328211 , 0.273042 , 0.271979 , 0.218408 , 0.256493 , 0.149199 , 0.207999 , 0.120827 , 0.142222 , 0.145859 , 0.186609 , 0.124011 , 0.112846 , 0.146695 , 0.110634 , 0.255602 , 0.224905 , 0.178429 , 0.193732 , 0.171155 
 817 , 0.234854 , 0.234288 , 0.258266 , 0.20734 , 0.170898 , 0.203022 , 0.274762 , 0.224849 , 0.320411 , 0.367618 , 0.328454 , 0.273355 , 0.272422 , 0.218666 , 0.256918 , 0.149545 , 0.208466 , 0.121152 , 0.142472 , 0.146144 , 0.187011 , 0.124241 , 0.113147 , 0.147049 , 0.110899 , 0.25597 , 0.225339 , 0.178763 , 0.194143 , 0.171459 
 818 , 0.235229 , 0.234697 , 0.2587 , 0.207556 , 0.171177 , 0.203262 , 0.275401 , 0.225164 , 0.320904 , 0.368217 , 0.328765 , 0.273601 , 0.272838 , 0.218947 , 0.257432 , 0.149866 , 0.209006 , 0.121349 , 0.14273 , 0.146529 , 0.187368 , 0.124514 , 0.113423 , 0.147351 , 0.111268 , 0.256395 , 0.225809 , 0.179033 , 0.1946 , 0.17172 
 819 , 0.235697 , 0.235083 , 0.259201 , 0.207763 , 0.171434 , 0.203517 , 0.27604 , 0.225464 , 0.321384 , 0.368873 , 0.329106 , 0.273837 , 0.273195 , 0.219246 , 0.25793 , 0.150204 , 0.209558 , 0.121553 , 0.143026 , 0.146949 , 0.187713 , 0.124797 , 0.113697 , 0.147639 , 0.111628 , 0.256841 , 0.226321 , 0.179301 , 0.195057 , 0.171995 
 820 , 0.236176 , 0.235485 , 0.259712 , 0.207978 , 0.171708 , 0.203785 , 0.276694 , 0.225765 , 0.321874 , 0.369539 , 0.329449 , 0.274079 , 0.273565 , 0.219551 , 0.258437 , 0.150544 , 0.210118 , 0.121762 , 0.143331 , 0.147378 , 0.188068 , 0.12508 , 0.113977 , 0.14794 , 0.111994 , 0.257302 , 0.226835 , 0.17958 , 0.19553 , 0.172275 
 821 , 0.236683 , 0.236053 , 0.260342 , 0.208355 , 0.172068 , 0.204413 , 0.277279 , 0.226101 , 0.322362 , 0.370029 , 0.329745 , 0.274608 , 0.273736 , 0.219816 , 0.258796 , 0.1508 , 0.210601 , 0.122068 , 0.143718 , 0.14779 , 0.188429 , 0.125413 , 0.1142 , 0.148323 , 0.112278 , 0.257784 , 0.227318 , 0.179914 , 0.196066 , 0.172396 
 822 , 0.237112 , 0.236583 , 0.260863 , 0.208763 , 0.17245 , 0.205062 , 0.277914 , 0.22645 , 0.322827 , 0.370519 , 0.33003 , 0.275157 , 0.273991 , 0.22011 , 0.259212 , 0.151057 , 0.21104 , 0.122373 , 0.144075 , 0.148165 , 0.188815 , 0.12574 , 0.114463 , 0.148736 , 0.112596 , 0.258301 , 0.227788 , 0.18029 , 0.196677 , 0.172526 
 823 , 0.237549 , 0.237111 , 0.261394 , 0.209168 , 0.172841 , 0.205719 , 0.278552 , 0.226802 , 0.323296 , 0.371019 , 0.330313 , 0.275703 , 0.274249 , 0.220412 , 0.259637 , 0.15132 , 0.211477 , 0.122686 , 0.144439 , 0.148536 , 0.18921 , 0.126064 , 0.114728 , 0.149158 , 0.112912 , 0.258826 , 0.228256 , 0.180669 , 0.197292 , 0.172657 
 824 , 0.238048 , 0.23761 , 0.262014 , 0.209557 , 0.173057 , 0.206069 , 0.279155 , 0.227207 , 0.323771 , 0.371572 , 0.330579 , 0.276116 , 0.274694 , 0.220707 , 0.259986 , 0.151563 , 0.211936 , 0.122996 , 0.144852 , 0.148951 , 0.189631 , 0.126392 , 0.115069 , 0.1496 , 0.113209 , 0.25931 , 0.228694 , 0.181082 , 0.197823 , 0.172906 
 825 , 0.238546 , 0.238145 , 0.262691 , 0.209934 , 0.173229 , 0.206301 , 0.279712 , 0.227675 , 0.32425 , 0.37207 , 0.330844 , 0.276415 , 0.275197 , 0.220962 , 0.260146 , 0.15178 , 0.212424 , 0.123309 , 0.145343 , 0.149354 , 0.190071 , 0.126692 , 0.115394 , 0.150074 , 0.113483 , 0.25973 , 0.229185 , 0.181479 , 0.198273 , 0.173223 
 826 , 0.239046 , 0.238688 , 0.263376 , 0.210313 , 0.173399 , 0.20654 , 0.280269 , 0.228154 , 0.324734 , 0.372555 , 0.33111 , 0.276707 , 0.275693 , 0.22121 , 0.260281 , 0.151996 , 0.21291 , 0.123621 , 0.145838 , 0.149746 , 0.190514 , 0.126993 , 0.115717 , 0.150549 , 0.113765 , 0.26014 , 0.229683 , 0.181873 , 0.198722 , 0.173546 
 827 , 0.239484 , 0.239256 , 0.26392 , 0.210718 , 0.173605 , 0.206813 , 0.280774 , 0.228581 , 0.325204 , 0.373025 , 0.331442 , 0.277004 , 0.276152 , 0.221421 , 0.260476 , 0.152309 , 0.213371 , 0.123946 , 0.14625 , 0.150096 , 0.190941 , 0.127292 , 0.116021 , 0.150997 , 0.114063 , 0.260584 , 0.230208 , 0.182257 , 0.199176 , 0.173893 
 828 , 0.239865 , 0.239898 , 0.264276 , 0.21117 , 0.17386 , 0.207172 , 0.281216 , 0.228897 , 0.325637 , 0.373438 , 0.331935 , 0.277392 , 0.276595 , 0.221612 , 0.260836 , 0.152743 , 0.213828 , 0.124308 , 0.14651 , 0.150394 , 0.191327 , 0.127633 , 0.116323 , 0.151365 , 0.114402 , 0.261091 , 0.230731 , 0.182637 , 0.19967 , 0.174278 
 829 , 0.240274 , 0.240556 , 0.264645 , 0.211625 , 0.174112 , 0.207538 , 0.281673 , 0.229184 , 0.326057 , 0.373829 , 0.332462 , 0.277852 , 0.27707 , 0.22183 , 0.261258 , 0.153161 , 0.214306 , 0.12468 , 0.14675 , 0.150729 , 0.19171 , 0.128007 , 0.116647 , 0.151711 , 0.114742 , 0.261606 , 0.231231 , 0.183025 , 0.200183 , 0.174655 
 830 , 0.240674 , 0.241206 , 0.265029 , 0.212061 , 0.174358 , 0.207913 , 0.282151 , 0.229487 , 0.32649 , 0.374229 , 0.332969 , 0.278306 , 0.277546 , 0.222059 , 0.261679 , 0.153571 , 0.214793 , 0.125056 , 0.146995 , 0.151062 , 0.192099 , 0.128374 , 0.116959 , 0.152061 , 0.115086 , 0.262113 , 0.231725 , 0.183411 , 0.200706 , 0.175026 
 831 , 0.241073 , 0.241751 , 0.265493 , 0.212256 , 0.174577 , 0.208302 , 0.282814 , 0.229962 , 0.326979 , 0.374777 , 0.333253 , 0.278725 , 0.278004 , 0.222408 , 0.262017 , 0.153926 , 0.215385 , 0.125401 , 0.147359 , 0.151442 , 0.192608 , 0.128687 , 0.117218 , 0.152478 , 0.115466 , 0.26257 , 0.232158 , 0.183769 , 0.20135 , 0.175325 
 832 , 0.241412 , 0.242302 , 0.265872 , 0.212365 , 0.174805 , 0.20864 , 0.283414 , 0.230345 , 0.327475 , 0.375468 , 0.333456 , 0.279098 , 0.278382 , 0.222727 , 0.262305 , 0.154346 , 0.215998 , 0.125716 , 0.147731 , 0.151814 , 0.1931 , 0.128964 , 0.117469 , 0.15292 , 0.115832 , 0.263069 , 0.23259 , 0.184126 , 0.201943 , 0.175607 
 833 , 0.241752 , 0.242852 , 0.266258 , 0.21248 , 0.175038 , 0.208978 , 0.284008 , 0.230729 , 0.327967 , 0.376154 , 0.33366 , 0.27947 , 0.278754 , 0.223041 , 0.262587 , 0.154767 , 0.216611 , 0.126026 , 0.148098 , 0.152186 , 0.193586 , 0.129236 , 0.117726 , 0.153362 , 0.116192 , 0.263568 , 0.233023 , 0.184477 , 0.202531 , 0.175889 
 834 , 0.242038 , 0.243345 , 0.266783 , 0.212825 , 0.175364 , 0.209311 , 0.284656 , 0.230889 , 0.328479 , 0.376861 , 0.333956 , 0.279873 , 0.279093 , 0.223487 , 0.26296 , 0.155072 , 0.217321 , 0.126331 , 0.14844 , 0.152545 , 0.194068 , 0.129574 , 0.118131 , 0.153781 , 0.116591 , 0.264022 , 0.233454 , 0.184827 , 0.203173 , 0.176172 
 835 , 0.242411 , 0.243745 , 0.267549 , 0.213354 , 0.175707 , 0.209636 , 0.285381 , 0.231148 , 0.328996 , 0.377592 , 0.334286 , 0.280221 , 0.279398 , 0.224005 , 0.263436 , 0.155306 , 0.21794 , 0.126661 , 0.148737 , 0.152851 , 0.194558 , 0.129945 , 0.11859 , 0.154162 , 0.117057 , 0.264465 , 0.233923 , 0.185143 , 0.203859 , 0.176455 
 836 , 0.242794 , 0.244137 , 0.268323 , 0.213895 , 0.176042 , 0.209957 , 0.286102 , 0.231424 , 0.329507 , 0.378318 , 0.33462 , 0.280566 , 0.279704 , 0.224528 , 0.263909 , 0.155529 , 0.218543 , 0.126993 , 0.149034 , 0.153151 , 0.19505 , 0.130318 , 0.119046 , 0.154543 , 0.117518 , 0.264905 , 0.234398 , 0.185457 , 0.204535 , 0.176741 
 837 , 0.243253 , 0.244619 , 0.268982 , 0.21439 , 0.176376 , 0.210297 , 0.286704 , 0.231749 , 0.329945 , 0.378915 , 0.334943 , 0.28098 , 0.279982 , 0.224907 , 0.264342 , 0.155873 , 0.219009 , 0.127346 , 0.14934 , 0.153439 , 0.195502 , 0.130707 , 0.119436 , 0.154929 , 0.117891 , 0.265415 , 0.234872 , 0.185787 , 0.205147 , 0.17701 
 838 , 0.243786 , 0.245223 , 0.269374 , 0.214824 , 0.176723 , 0.210707 , 0.287164 , 0.232109 , 0.33032 , 0.379262 , 0.335223 , 0.28148 , 0.280281 , 0.225091 , 0.264656 , 0.156352 , 0.219342 , 0.127715 , 0.149713 , 0.153716 , 0.195912 , 0.131105 , 0.119726 , 0.155343 , 0.118121 , 0.265968 , 0.235352 , 0.186149 , 0.20568 , 0.177238 
 839 , 0.244313 , 0.245841 , 0.269688 , 0.215253 , 0.177073 , 0.211151 , 0.287618 , 0.23244 , 0.330712 , 0.379555 , 0.335485 , 0.281982 , 0.280617 , 0.22525 , 0.264925 , 0.15683 , 0.219685 , 0.128073 , 0.150116 , 0.15398 , 0.196326 , 0.131492 , 0.12 , 0.155768 , 0.118325 , 0.266502 , 0.235822 , 0.186507 , 0.20622 , 0.177442 
 840 , 0.244836 , 0.246423 , 0.270014 , 0.215693 , 0.177407 , 0.211571 , 0.288068 , 0.232773 , 0.331094 , 0.379867 , 0.335742 , 0.28244 , 0.280961 , 0.225411 , 0.265176 , 0.157273 , 0.220049 , 0.128406 , 0.150518 , 0.154256 , 0.19674 , 0.131857 , 0.12027 , 0.156195 , 0.118542 , 0.267023 , 0.236277 , 0.186865 , 0.20675 , 0.177645 
 841 , 0.245341 , 0.246828 , 0.27049 , 0.216186 , 0.177645 , 0.211838 , 0.288479 , 0.23316 , 0.33146 , 0.380342 , 0.335998 , 0.28266 , 0.281401 , 0.225636 , 0.265382 , 0.157528 , 0.220534 , 0.12859 , 0.150873 , 0.154613 , 0.197192 , 0.132129 , 0.120534 , 0.1566 , 0.118825 , 0.267461 , 0.236667 , 0.187199 , 0.207273 , 0.177819 
 842 , 0.245796 , 0.247297 , 0.271071 , 0.216666 , 0.177932 , 0.212129 , 0.288883 , 0.233621 , 0.331791 , 0.380863 , 0.336393 , 0.282975 , 0.281918 , 0.225908 , 0.265705 , 0.157784 , 0.221122 , 0.128779 , 0.151214 , 0.155047 , 0.197646 , 0.132438 , 0.120838 , 0.156993 , 0.11912 , 0.267895 , 0.237004 , 0.187575 , 0.207793 , 0.178029 
 843 , 0.246255 , 0.247771 , 0.271662 , 0.217157 , 0.178214 , 0.212427 , 0.28929 , 0.234093 , 0.332125 , 0.381385 , 0.336791 , 0.283299 , 0.282438 , 0.22618 , 0.266027 , 0.158047 , 0.22172 , 0.128976 , 0.151562 , 0.155487 , 0.198105 , 0.132748 , 0.121138 , 0.157386 , 0.119423 , 0.268328 , 0.237346 , 0.187957 , 0.208319 , 0.178236 
 844 , 0.246532 , 0.248263 , 0.272028 , 0.217501 , 0.178553 , 0.212819 , 0.289701 , 0.234485 , 0.332446 , 0.381808 , 0.33729 , 0.283658 , 0.282963 , 0.226451 , 0.266516 , 0.15833 , 0.222269 , 0.129233 , 0.151891 , 0.155889 , 0.198477 , 0.133117 , 0.121433 , 0.157695 , 0.119729 , 0.268621 , 0.23769 , 0.188268 , 0.208762 , 0.178488 
 845 , 0.246752 , 0.248702 , 0.27227 , 0.217817 , 0.178769 , 0.213094 , 0.290074 , 0.23476 , 0.332779 , 0.382134 , 0.337632 , 0.283845 , 0.283201 , 0.226657 , 0.266924 , 0.158625 , 0.22267 , 0.129467 , 0.152173 , 0.156187 , 0.198799 , 0.133454 , 0.121689 , 0.157969 , 0.120042 , 0.268847 , 0.238048 , 0.188437 , 0.209156 , 0.178704 
 846 , 0.246977 , 0.249146 , 0.272511 , 0.218134 , 0.178983 , 0.213364 , 0.290454 , 0.235032 , 0.333119 , 0.382462 , 0.337969 , 0.284029 , 0.28344 , 0.226867 , 0.267336 , 0.158921 , 0.223076 , 0.129705 , 0.152454 , 0.156483 , 0.199126 , 0.133787 , 0.121945 , 0.158251 , 0.120366 , 0.269067 , 0.238412 , 0.188603 , 0.209552 , 0.178929 
 847 , 0.247302 , 0.249453 , 0.272798 , 0.21837 , 0.179165 , 0.213647 , 0.290814 , 0.2353 , 0.333504 , 0.382744 , 0.33813 , 0.284227 , 0.283562 , 0.227097 , 0.267675 , 0.159214 , 0.223428 , 0.129952 , 0.152724 , 0.156766 , 0.199451 , 0.134075 , 0.122214 , 0.158533 , 0.12063 , 0.269344 , 0.238688 , 0.188843 , 0.209886 , 0.179203 
 848 , 0.247771 , 0.249639 , 0.273142 , 0.218512 , 0.179372 , 0.214014 , 0.291236 , 0.235536 , 0.33395 , 0.383095 , 0.338188 , 0.284492 , 0.283709 , 0.22734 , 0.267959 , 0.159524 , 0.223733 , 0.130259 , 0.152996 , 0.157056 , 0.199808 , 0.134325 , 0.122511 , 0.158838 , 0.120848 , 0.269698 , 0.23891 , 0.189204 , 0.210197 , 0.179599 
 849 , 0.248286 , 0.249844 , 0.273517 , 0.21865 , 0.179611 , 0.214428 , 0.291712 , 0.235756 , 0.334428 , 0.38351 , 0.338283 , 0.28479 , 0.283933 , 0.227594 , 0.26826 , 0.159852 , 0.224052 , 0.130599 , 0.153296 , 0.157367 , 0.200184 , 0.134588 , 0.122825 , 0.159157 , 0.121072 , 0.270083 , 0.239142 , 0.189601 , 0.210536 , 0.180042 
 850 , 0.248746 , 0.250097 , 0.273901 , 0.21885 , 0.17985 , 0.214793 , 0.292212 , 0.235972 , 0.334899 , 0.383934 , 0.338412 , 0.285088 , 0.284173 , 0.227836 , 0.268564 , 0.160161 , 0.224371 , 0.130911 , 0.153591 , 0.15768 , 0.200555 , 0.134855 , 0.123135 , 0.159505 , 0.121317 , 0.270458 , 0.239416 , 0.189987 , 0.210908 , 0.180458 
 851 , 0.248952 , 0.250482 , 0.274322 , 0.219263 , 0.180053 , 0.214921 , 0.292767 , 0.236163 , 0.335305 , 0.38431 , 0.338622 , 0.285291 , 0.284465 , 0.228016 , 0.268853 , 0.160362 , 0.224662 , 0.131091 , 0.153825 , 0.157947 , 0.200882 , 0.135105 , 0.123389 , 0.159889 , 0.121618 , 0.270753 , 0.239797 , 0.190293 , 0.211368 , 0.180681 
 852 , 0.249099 , 0.250831 , 0.274768 , 0.219675 , 0.180243 , 0.214993 , 0.293272 , 0.236436 , 0.33568 , 0.384611 , 0.338754 , 0.285398 , 0.284728 , 0.228154 , 0.269142 , 0.160565 , 0.224931 , 0.131248 , 0.154059 , 0.158205 , 0.201235 , 0.135351 , 0.123616 , 0.160232 , 0.121916 , 0.271051 , 0.24019 , 0.1906 , 0.211801 , 0.180812 
 853 , 0.249246 , 0.251181 , 0.275226 , 0.220094 , 0.180441 , 0.215066 , 0.293787 , 0.236715 , 0.336066 , 0.384922 , 0.338891 , 0.285511 , 0.284991 , 0.228294 , 0.269432 , 0.160765 , 0.225202 , 0.131409 , 0.154296 , 0.158466 , 0.201597 , 0.1356 , 0.123851 , 0.160583 , 0.122222 , 0.271356 , 0.24059 , 0.190914 , 0.212236 , 0.18095 
 854 , 0.249579 , 0.25169 , 0.275682 , 0.220393 , 0.180632 , 0.215274 , 0.293968 , 0.237102 , 0.336197 , 0.385112 , 0.33904 , 0.285685 , 0.28521 , 0.228355 , 0.269596 , 0.161203 , 0.225528 , 0.131664 , 0.154716 , 0.158708 , 0.201979 , 0.135832 , 0.124066 , 0.160882 , 0.122537 , 0.271685 , 0.240891 , 0.191153 , 0.212656 , 0.181065 
 855 , 0.250103 , 0.252283 , 0.276141 , 0.220736 , 0.180933 , 0.215665 , 0.294271 , 0.23753 , 0.336324 , 0.38528 , 0.339434 , 0.286187 , 0.285572 , 0.228537 , 0.269788 , 0.161643 , 0.226036 , 0.131982 , 0.155194 , 0.158993 , 0.202349 , 0.136128 , 0.124389 , 0.161248 , 0.122882 , 0.272086 , 0.241222 , 0.19147 , 0.213207 , 0.181296 
 856 , 0.250637 , 0.252887 , 0.276606 , 0.221089 , 0.181239 , 0.216055 , 0.294586 , 0.237968 , 0.33645 , 0.385453 , 0.339838 , 0.286704 , 0.28594 , 0.228719 , 0.26998 , 0.162088 , 0.22656 , 0.13231 , 0.155676 , 0.159283 , 0.202724 , 0.136435 , 0.124712 , 0.161624 , 0.123232 , 0.272491 , 0.241559 , 0.191792 , 0.213769 , 0.181527 
 857 , 0.251142 , 0.253377 , 0.277043 , 0.221433 , 0.181457 , 0.21639 , 0.29509 , 0.238405 , 0.336761 , 0.385837 , 0.340178 , 0.287075 , 0.286406 , 0.228961 , 0.270172 , 0.162437 , 0.227138 , 0.132605 , 0.156058 , 0.159614 , 0.20314 , 0.136722 , 0.125103 , 0.161988 , 0.123542 , 0.27291 , 0.241864 , 0.192082 , 0.214305 , 0.181767 
 858 , 0.251544 , 0.253797 , 0.277432 , 0.221781 , 0.181541 , 0.216591 , 0.295626 , 0.238781 , 0.337231 , 0.386327 , 0.340388 , 0.287155 , 0.286823 , 0.22924 , 0.270438 , 0.162732 , 0.227748 , 0.132841 , 0.156375 , 0.160003 , 0.203582 , 0.136956 , 0.12544 , 0.162363 , 0.123824 , 0.273264 , 0.242174 , 0.192291 , 0.214744 , 0.181996 
 859 , 0.251913 , 0.254221 , 0.277804 , 0.222125 , 0.181592 , 0.216755 , 0.296119 , 0.239134 , 0.337722 , 0.3868 , 0.340565 , 0.287157 , 0.287189 , 0.229529 , 0.270742 , 0.163036 , 0.228362 , 0.13305 , 0.156703 , 0.160408 , 0.20403 , 0.137178 , 0.125742 , 0.162742 , 0.124115 , 0.27359 , 0.242496 , 0.192476 , 0.215155 , 0.182224 
 860 , 0.252194 , 0.25466 , 0.278123 , 0.222448 , 0.181708 , 0.216959 , 0.296585 , 0.239393 , 0.338194 , 0.387216 , 0.340767 , 0.287231 , 0.287499 , 0.229808 , 0.271122 , 0.163342 , 0.22895 , 0.13328 , 0.157022 , 0.160807 , 0.204458 , 0.137418 , 0.126033 , 0.163128 , 0.124419 , 0.273883 , 0.242856 , 0.192686 , 0.215549 , 0.182447 
 861 , 0.25221 , 0.255106 , 0.278314 , 0.222646 , 0.181991 , 0.217245 , 0.296943 , 0.239389 , 0.338603 , 0.387538 , 0.340983 , 0.287529 , 0.287642 , 0.230023 , 0.271618 , 0.163619 , 0.229389 , 0.13355 , 0.157246 , 0.161115 , 0.204811 , 0.137709 , 0.12629 , 0.163474 , 0.124743 , 0.274133 , 0.243247 , 0.192947 , 0.215907 , 0.182625 
 862 , 0.252215 , 0.255527 , 0.278548 , 0.222794 , 0.182291 , 0.217508 , 0.297278 , 0.239357 , 0.339007 , 0.387996 , 0.341137 , 0.287905 , 0.28777 , 0.230178 , 0.271971 , 0.1639 , 0.229721 , 0.133851 , 0.15741 , 0.161335 , 0.205151 , 0.137997 , 0.12657 , 0.163803 , 0.125032 , 0.274456 , 0.243573 , 0.193186 , 0.216277 , 0.182748 
 863 , 0.252224 , 0.255959 , 0.278788 , 0.222948 , 0.182596 , 0.217776 , 0.297624 , 0.239324 , 0.339424 , 0.388462 , 0.341296 , 0.288287 , 0.287905 , 0.230337 , 0.272335 , 0.16419 , 0.230068 , 0.134166 , 0.157576 , 0.161559 , 0.2055 , 0.138293 , 0.126852 , 0.164142 , 0.125329 , 0.274779 , 0.243909 , 0.193434 , 0.216651 , 0.182875 
 864 , 0.252572 , 0.256179 , 0.279248 , 0.223058 , 0.182812 , 0.218077 , 0.297873 , 0.23946 , 0.339654 , 0.388892 , 0.341242 , 0.288622 , 0.288079 , 0.230451 , 0.272312 , 0.164396 , 0.230279 , 0.134484 , 0.157924 , 0.161812 , 0.205821 , 0.138469 , 0.127042 , 0.16445 , 0.125615 , 0.275161 , 0.244177 , 0.193582 , 0.217059 , 0.183006 
 865 , 0.252968 , 0.256562 , 0.279831 , 0.223238 , 0.183027 , 0.218543 , 0.29822 , 0.239803 , 0.339893 , 0.38934 , 0.341243 , 0.288915 , 0.288332 , 0.230638 , 0.272377 , 0.164579 , 0.230655 , 0.134785 , 0.15841 , 0.162193 , 0.206188 , 0.138682 , 0.127283 , 0.164811 , 0.126014 , 0.275529 , 0.244542 , 0.193876 , 0.217523 , 0.183238 
 866 , 0.253373 , 0.256949 , 0.280431 , 0.223421 , 0.183248 , 0.219022 , 0.298578 , 0.24015 , 0.340136 , 0.389793 , 0.341245 , 0.289212 , 0.288585 , 0.230822 , 0.27244 , 0.164766 , 0.231039 , 0.135089 , 0.158911 , 0.16258 , 0.206567 , 0.138898 , 0.127531 , 0.165177 , 0.126421 , 0.275908 , 0.244922 , 0.194182 , 0.217994 , 0.183475 
 867 , 0.253738 , 0.257406 , 0.281056 , 0.223764 , 0.183432 , 0.219235 , 0.298985 , 0.240582 , 0.34045 , 0.390232 , 0.341371 , 0.289449 , 0.288907 , 0.230992 , 0.272571 , 0.165026 , 0.231398 , 0.135373 , 0.15931 , 0.162978 , 0.206936 , 0.139122 , 0.127809 , 0.165557 , 0.12679 , 0.276239 , 0.245329 , 0.194441 , 0.218438 , 0.183692 
 868 , 0.254183 , 0.257751 , 0.281553 , 0.224272 , 0.183696 , 0.219271 , 0.2995 , 0.24096 , 0.34075 , 0.390504 , 0.341597 , 0.289731 , 0.289394 , 0.231142 , 0.272837 , 0.165336 , 0.231696 , 0.13568 , 0.159601 , 0.163375 , 0.207297 , 0.139394 , 0.128093 , 0.165938 , 0.127089 , 0.276595 , 0.24575 , 0.194606 , 0.218831 , 0.183902 
 869 , 0.254673 , 0.258055 , 0.282016 , 0.224814 , 0.183999 , 0.219298 , 0.300057 , 0.241314 , 0.341036 , 0.390733 , 0.341836 , 0.290048 , 0.289944 , 0.231289 , 0.273144 , 0.165663 , 0.231981 , 0.136011 , 0.159885 , 0.163779 , 0.207666 , 0.139687 , 0.128382 , 0.166327 , 0.127374 , 0.276984 , 0.246183 , 0.194743 , 0.219221 , 0.184113 
 870 , 0.255144 , 0.258415 , 0.282371 , 0.225333 , 0.184312 , 0.219447 , 0.300545 , 0.241645 , 0.341309 , 0.39092 , 0.342107 , 0.29036 , 0.290409 , 0.231449 , 0.273497 , 0.166018 , 0.232329 , 0.136323 , 0.16011 , 0.164145 , 0.208034 , 0.139981 , 0.128634 , 0.166701 , 0.127662 , 0.277347 , 0.246614 , 0.194955 , 0.2196 , 0.184345 
