  time  ,:07:22 A,:07:35 A,:07:42 A,:07:49 A,:07:57 A,:08:27 A,:08:36 A,:08:44 A,:08:51 A,:09:00 A,:10:12 A,:10:19 A,:10:26 A,:10:42 A,:10:50 A,:11:29 A,:11:36 A,:11:43 A,:11:50 A,:11:56 A,:12:16 A,:12:23 A,:12:33 A,:12:46 A,:12:55 A,:13:39 A,:13:47 A,:13:57 A,:14:05 A,:14:13 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 745 , 0.202525 , 0.198736 , 0.22019 , 0.176263 , 0.146206 , 0.179538 , 0.235824 , 0.197549 , 0.275376 , 0.319957 , 0.287282 , 0.235454 , 0.233826 , 0.190225 , 0.218898 , 0.127138 , 0.178559 , 0.100007 , 0.120928 , 0.12344 , 0.159505 , 0.105842 , 0.096179 , 0.123661 , 0.091553 , 0.224028 , 0.189288 , 0.152892 , 0.160466 , 0.147152 
 746 , 0.203485 , 0.199894 , 0.221595 , 0.177197 , 0.147058 , 0.180144 , 0.236719 , 0.198456 , 0.277209 , 0.321977 , 0.289881 , 0.237258 , 0.235676 , 0.191629 , 0.220316 , 0.127761 , 0.179423 , 0.100531 , 0.121477 , 0.124064 , 0.160347 , 0.106415 , 0.096627 , 0.124396 , 0.092084 , 0.225162 , 0.19037 , 0.153553 , 0.161322 , 0.1479 
 747 , 0.204436 , 0.201037 , 0.222993 , 0.178133 , 0.147902 , 0.180742 , 0.237618 , 0.199352 , 0.279036 , 0.323998 , 0.292457 , 0.239043 , 0.237517 , 0.193032 , 0.221727 , 0.128376 , 0.180285 , 0.101043 , 0.122022 , 0.124679 , 0.161183 , 0.106988 , 0.097072 , 0.125127 , 0.092614 , 0.226286 , 0.191443 , 0.154213 , 0.162175 , 0.148638 
 748 , 0.205173 , 0.201901 , 0.224113 , 0.178877 , 0.148442 , 0.181147 , 0.238386 , 0.199955 , 0.280476 , 0.325673 , 0.294217 , 0.24024 , 0.238856 , 0.194099 , 0.222728 , 0.128839 , 0.180958 , 0.101357 , 0.122441 , 0.125079 , 0.161796 , 0.107344 , 0.097359 , 0.125635 , 0.092955 , 0.227089 , 0.192265 , 0.154662 , 0.162928 , 0.149115 
 749 , 0.205941 , 0.202844 , 0.225263 , 0.179653 , 0.149009 , 0.181548 , 0.239163 , 0.2006 , 0.281957 , 0.327456 , 0.295997 , 0.24147 , 0.240234 , 0.195191 , 0.22379 , 0.129313 , 0.181645 , 0.101674 , 0.122872 , 0.125494 , 0.162424 , 0.107708 , 0.097651 , 0.126153 , 0.093304 , 0.227943 , 0.193068 , 0.155121 , 0.163709 , 0.149625 
 750 , 0.206725 , 0.203803 , 0.226437 , 0.180451 , 0.149586 , 0.18196 , 0.239957 , 0.201255 , 0.283469 , 0.329275 , 0.297814 , 0.242729 , 0.241637 , 0.196305 , 0.224879 , 0.129801 , 0.182348 , 0.102004 , 0.123313 , 0.125919 , 0.163063 , 0.108079 , 0.097951 , 0.126681 , 0.093666 , 0.22882 , 0.193889 , 0.155589 , 0.164504 , 0.150144 
 751 , 0.207251 , 0.204592 , 0.227224 , 0.181036 , 0.150047 , 0.182224 , 0.240533 , 0.201716 , 0.284576 , 0.330627 , 0.299126 , 0.243777 , 0.242658 , 0.197147 , 0.225708 , 0.130108 , 0.182862 , 0.102259 , 0.123645 , 0.126202 , 0.163571 , 0.108354 , 0.098176 , 0.127051 , 0.093966 , 0.229437 , 0.194536 , 0.15595 , 0.165117 , 0.150547 
 752 , 0.207667 , 0.205275 , 0.227914 , 0.181559 , 0.150471 , 0.182468 , 0.241069 , 0.202106 , 0.285474 , 0.331779 , 0.300323 , 0.244792 , 0.24352 , 0.197946 , 0.226401 , 0.130351 , 0.183328 , 0.10249 , 0.123941 , 0.126436 , 0.164043 , 0.108591 , 0.098379 , 0.127365 , 0.094243 , 0.229904 , 0.19519 , 0.156277 , 0.165639 , 0.150879 
 753 , 0.208098 , 0.205999 , 0.228641 , 0.182107 , 0.150918 , 0.182726 , 0.241627 , 0.202517 , 0.286421 , 0.333 , 0.30158 , 0.245866 , 0.24443 , 0.198795 , 0.227132 , 0.130606 , 0.183813 , 0.102731 , 0.124248 , 0.126682 , 0.164538 , 0.108838 , 0.098596 , 0.127695 , 0.09454 , 0.230392 , 0.195879 , 0.156627 , 0.166185 , 0.151228 
 754 , 0.208561 , 0.206485 , 0.229183 , 0.182627 , 0.151342 , 0.182964 , 0.241997 , 0.202893 , 0.287165 , 0.333915 , 0.302694 , 0.246813 , 0.245217 , 0.199504 , 0.22788 , 0.130834 , 0.184138 , 0.102943 , 0.124487 , 0.126944 , 0.164933 , 0.109047 , 0.098726 , 0.127995 , 0.094797 , 0.230804 , 0.196491 , 0.156996 , 0.166544 , 0.151669 
 755 , 0.20904 , 0.206602 , 0.229386 , 0.183074 , 0.151709 , 0.183159 , 0.24201 , 0.203197 , 0.287594 , 0.334285 , 0.303524 , 0.247509 , 0.245829 , 0.199916 , 0.228663 , 0.131024 , 0.184171 , 0.103099 , 0.124592 , 0.12722 , 0.165166 , 0.109191 , 0.098712 , 0.128212 , 0.094977 , 0.231091 , 0.19689 , 0.157393 , 0.166572 , 0.152278 
 756 , 0.209567 , 0.206741 , 0.229594 , 0.183558 , 0.152107 , 0.183374 , 0.242012 , 0.203521 , 0.288082 , 0.334687 , 0.30442 , 0.248253 , 0.246511 , 0.200335 , 0.229524 , 0.131232 , 0.184193 , 0.103271 , 0.124701 , 0.127517 , 0.165414 , 0.109347 , 0.098682 , 0.128445 , 0.095172 , 0.231417 , 0.197299 , 0.157819 , 0.166602 , 0.152941 
 757 , 0.210164 , 0.206891 , 0.229825 , 0.184092 , 0.152574 , 0.183627 , 0.242036 , 0.203883 , 0.288634 , 0.335127 , 0.305392 , 0.249057 , 0.247263 , 0.200805 , 0.230485 , 0.131468 , 0.184217 , 0.103468 , 0.124828 , 0.127841 , 0.165705 , 0.109519 , 0.098661 , 0.128705 , 0.095389 , 0.231784 , 0.197742 , 0.1583 , 0.166629 , 0.153693 
 758 , 0.211028 , 0.206932 , 0.2301 , 0.184718 , 0.153398 , 0.184077 , 0.242333 , 0.204367 , 0.289399 , 0.335591 , 0.30627 , 0.249778 , 0.248103 , 0.201375 , 0.231651 , 0.131736 , 0.184296 , 0.103762 , 0.125056 , 0.128177 , 0.166118 , 0.109726 , 0.098731 , 0.129017 , 0.09565 , 0.232287 , 0.198179 , 0.158926 , 0.16661 , 0.154701 
 759 , 0.21199 , 0.20694 , 0.230387 , 0.185392 , 0.154311 , 0.184534 , 0.242662 , 0.2049 , 0.290235 , 0.336108 , 0.307196 , 0.250544 , 0.249003 , 0.201989 , 0.2329 , 0.13202 , 0.184374 , 0.104066 , 0.125329 , 0.128535 , 0.166526 , 0.109939 , 0.098806 , 0.129358 , 0.095914 , 0.23282 , 0.198688 , 0.159596 , 0.166616 , 0.155772 
 760 , 0.213037 , 0.20695 , 0.230699 , 0.186126 , 0.155308 , 0.185031 , 0.243024 , 0.205479 , 0.291139 , 0.336673 , 0.308206 , 0.251383 , 0.249987 , 0.202663 , 0.234266 , 0.132324 , 0.184455 , 0.104393 , 0.125621 , 0.128928 , 0.166978 , 0.110165 , 0.098895 , 0.129728 , 0.096199 , 0.233405 , 0.199246 , 0.160321 , 0.166623 , 0.156939 
 761 , 0.213856 , 0.207589 , 0.231434 , 0.186821 , 0.155981 , 0.185593 , 0.243736 , 0.206055 , 0.29215 , 0.337676 , 0.309238 , 0.252231 , 0.250891 , 0.203288 , 0.235231 , 0.132854 , 0.184957 , 0.10479 , 0.126087 , 0.129378 , 0.16752 , 0.110562 , 0.099212 , 0.130193 , 0.096586 , 0.2341 , 0.199963 , 0.160859 , 0.167175 , 0.157466 
 762 , 0.214643 , 0.208441 , 0.232432 , 0.18756 , 0.156552 , 0.18621 , 0.244608 , 0.206602 , 0.293239 , 0.338832 , 0.310423 , 0.253161 , 0.251786 , 0.204023 , 0.236143 , 0.133473 , 0.185664 , 0.105283 , 0.126588 , 0.129889 , 0.168177 , 0.111052 , 0.099607 , 0.130698 , 0.097067 , 0.23486 , 0.20076 , 0.161438 , 0.167929 , 0.157903 
 763 , 0.215427 , 0.209295 , 0.233427 , 0.188293 , 0.157127 , 0.186828 , 0.245481 , 0.20715 , 0.294329 , 0.339983 , 0.311604 , 0.254092 , 0.252676 , 0.204755 , 0.237057 , 0.134092 , 0.186368 , 0.105777 , 0.127093 , 0.130399 , 0.168838 , 0.111541 , 0.099997 , 0.131202 , 0.097548 , 0.235622 , 0.201556 , 0.162015 , 0.168676 , 0.158337 
 764 , 0.216045 , 0.210311 , 0.234583 , 0.188911 , 0.157459 , 0.187339 , 0.246522 , 0.207711 , 0.295411 , 0.341267 , 0.312648 , 0.254911 , 0.25347 , 0.20546 , 0.237639 , 0.134618 , 0.187252 , 0.106242 , 0.127594 , 0.130859 , 0.169457 , 0.112011 , 0.100469 , 0.131683 , 0.097971 , 0.236305 , 0.202321 , 0.162466 , 0.169627 , 0.158536 
 765 , 0.216371 , 0.211527 , 0.235798 , 0.18933 , 0.157504 , 0.1877 , 0.247748 , 0.208319 , 0.296435 , 0.34269 , 0.313421 , 0.255554 , 0.25415 , 0.206051 , 0.2378 , 0.135028 , 0.188365 , 0.106646 , 0.12809 , 0.13126 , 0.170028 , 0.112464 , 0.101055 , 0.132143 , 0.098286 , 0.236932 , 0.20306 , 0.162758 , 0.170824 , 0.158411 
 766 , 0.216653 , 0.212681 , 0.236899 , 0.189721 , 0.157549 , 0.188037 , 0.248897 , 0.208908 , 0.297392 , 0.344033 , 0.31414 , 0.256154 , 0.254804 , 0.20659 , 0.237954 , 0.135416 , 0.189431 , 0.107028 , 0.12857 , 0.131643 , 0.170587 , 0.112906 , 0.101624 , 0.132586 , 0.098581 , 0.237548 , 0.20377 , 0.163035 , 0.171966 , 0.15828 
 767 , 0.216913 , 0.213763 , 0.237911 , 0.190106 , 0.157616 , 0.188344 , 0.249956 , 0.209454 , 0.298276 , 0.345271 , 0.3148 , 0.256716 , 0.255411 , 0.207081 , 0.23813 , 0.135773 , 0.190411 , 0.107394 , 0.129013 , 0.132012 , 0.171117 , 0.113319 , 0.102148 , 0.133007 , 0.098867 , 0.23813 , 0.204422 , 0.163303 , 0.173019 , 0.158174 
 768 , 0.217162 , 0.214777 , 0.238732 , 0.190608 , 0.157856 , 0.188579 , 0.250787 , 0.209915 , 0.298994 , 0.34622 , 0.315345 , 0.2572 , 0.255893 , 0.207442 , 0.238478 , 0.136066 , 0.191188 , 0.107781 , 0.129419 , 0.132433 , 0.171603 , 0.113677 , 0.102578 , 0.133433 , 0.099193 , 0.238737 , 0.204999 , 0.16361 , 0.173851 , 0.158226 
 769 , 0.217446 , 0.21575 , 0.239582 , 0.191107 , 0.158094 , 0.188821 , 0.251598 , 0.21037 , 0.299696 , 0.347154 , 0.315851 , 0.257682 , 0.256348 , 0.2078 , 0.238805 , 0.136364 , 0.191919 , 0.108154 , 0.129821 , 0.13284 , 0.17204 , 0.114022 , 0.102984 , 0.133842 , 0.099514 , 0.239338 , 0.205581 , 0.163909 , 0.174655 , 0.158319 
 770 , 0.217713 , 0.21668 , 0.24039 , 0.191584 , 0.158317 , 0.189058 , 0.252366 , 0.2108 , 0.300359 , 0.34805 , 0.31633 , 0.258133 , 0.256777 , 0.208137 , 0.239117 , 0.136648 , 0.192612 , 0.108511 , 0.1302 , 0.13323 , 0.172456 , 0.114352 , 0.103371 , 0.134229 , 0.099821 , 0.239915 , 0.206129 , 0.164187 , 0.175423 , 0.158405 
 771 , 0.218122 , 0.217264 , 0.240968 , 0.192 , 0.158651 , 0.189482 , 0.253012 , 0.211242 , 0.30091 , 0.348712 , 0.316736 , 0.258614 , 0.257236 , 0.208471 , 0.23951 , 0.137029 , 0.193036 , 0.108811 , 0.130551 , 0.13358 , 0.172862 , 0.114665 , 0.103685 , 0.134596 , 0.100131 , 0.240442 , 0.206657 , 0.164594 , 0.175989 , 0.15872 
 772 , 0.218528 , 0.217773 , 0.241416 , 0.192367 , 0.158957 , 0.189942 , 0.253613 , 0.211648 , 0.30139 , 0.349277 , 0.317184 , 0.259092 , 0.257706 , 0.208841 , 0.239916 , 0.137411 , 0.193365 , 0.109088 , 0.130893 , 0.133898 , 0.17328 , 0.114945 , 0.103966 , 0.134946 , 0.100419 , 0.240895 , 0.207147 , 0.165018 , 0.176469 , 0.159021 
 773 , 0.218926 , 0.218274 , 0.241855 , 0.192726 , 0.159256 , 0.190396 , 0.254203 , 0.21205 , 0.301863 , 0.349826 , 0.317621 , 0.25956 , 0.258171 , 0.209207 , 0.240316 , 0.137786 , 0.193687 , 0.109361 , 0.131229 , 0.134211 , 0.173691 , 0.115221 , 0.104237 , 0.135287 , 0.100702 , 0.241337 , 0.207628 , 0.165435 , 0.176942 , 0.159321 
 774 , 0.219357 , 0.218706 , 0.242294 , 0.193072 , 0.159524 , 0.190767 , 0.254785 , 0.21243 , 0.302328 , 0.350381 , 0.318021 , 0.259938 , 0.258639 , 0.209558 , 0.240765 , 0.138106 , 0.19404 , 0.109641 , 0.13153 , 0.134513 , 0.174045 , 0.115476 , 0.104478 , 0.1356 , 0.100945 , 0.241768 , 0.20809 , 0.165855 , 0.177359 , 0.159655 
 775 , 0.219841 , 0.219005 , 0.242773 , 0.193384 , 0.159779 , 0.191023 , 0.255329 , 0.212772 , 0.302789 , 0.350923 , 0.31834 , 0.260187 , 0.259125 , 0.209847 , 0.241293 , 0.138348 , 0.194447 , 0.109918 , 0.131788 , 0.134808 , 0.174319 , 0.115712 , 0.104687 , 0.135891 , 0.101163 , 0.242204 , 0.208518 , 0.166244 , 0.177727 , 0.160041 
 776 , 0.220326 , 0.219277 , 0.24326 , 0.19369 , 0.160043 , 0.191274 , 0.255865 , 0.213104 , 0.303246 , 0.351459 , 0.318644 , 0.260429 , 0.259617 , 0.210123 , 0.241818 , 0.138577 , 0.194855 , 0.110191 , 0.132045 , 0.135112 , 0.17459 , 0.115956 , 0.104895 , 0.136181 , 0.101379 , 0.24265 , 0.208943 , 0.16662 , 0.178105 , 0.160432 
 777 , 0.220793 , 0.21957 , 0.243747 , 0.194007 , 0.160333 , 0.191539 , 0.256389 , 0.21342 , 0.303686 , 0.351979 , 0.318957 , 0.260697 , 0.26009 , 0.210401 , 0.242346 , 0.138832 , 0.195271 , 0.110457 , 0.132318 , 0.135413 , 0.174862 , 0.116197 , 0.105102 , 0.13647 , 0.101598 , 0.243089 , 0.209365 , 0.166993 , 0.178493 , 0.160809 
 778 , 0.221157 , 0.219993 , 0.24418 , 0.19442 , 0.160785 , 0.191906 , 0.256834 , 0.213643 , 0.304064 , 0.352421 , 0.31934 , 0.261112 , 0.260456 , 0.210717 , 0.242839 , 0.13921 , 0.195706 , 0.1107 , 0.132651 , 0.13571 , 0.175192 , 0.116441 , 0.1053 , 0.136726 , 0.101851 , 0.243504 , 0.209793 , 0.167348 , 0.178926 , 0.161085 
 779 , 0.221504 , 0.220456 , 0.244586 , 0.194862 , 0.161236 , 0.192288 , 0.257276 , 0.213905 , 0.304487 , 0.352899 , 0.319751 , 0.261564 , 0.260796 , 0.211052 , 0.243299 , 0.139624 , 0.196118 , 0.110938 , 0.132966 , 0.136003 , 0.175544 , 0.116675 , 0.105495 , 0.136969 , 0.102113 , 0.243884 , 0.210217 , 0.167747 , 0.179333 , 0.161348 
 780 , 0.221855 , 0.220923 , 0.244996 , 0.195312 , 0.161691 , 0.19268 , 0.257728 , 0.214165 , 0.304916 , 0.353377 , 0.320163 , 0.262021 , 0.26114 , 0.21139 , 0.243769 , 0.140037 , 0.196535 , 0.111182 , 0.133284 , 0.136299 , 0.175904 , 0.116911 , 0.105692 , 0.137216 , 0.102372 , 0.244273 , 0.210651 , 0.168143 , 0.179749 , 0.161615 
 781 , 0.222245 , 0.2213 , 0.245368 , 0.195631 , 0.161948 , 0.192994 , 0.258136 , 0.214486 , 0.305399 , 0.353797 , 0.32039 , 0.262435 , 0.261453 , 0.211645 , 0.24409 , 0.140262 , 0.196878 , 0.111419 , 0.133545 , 0.136566 , 0.176204 , 0.117092 , 0.105863 , 0.137527 , 0.102602 , 0.244586 , 0.211093 , 0.16847 , 0.180129 , 0.161877 
 782 , 0.222681 , 0.221638 , 0.245752 , 0.195924 , 0.162175 , 0.193297 , 0.258567 , 0.214767 , 0.305793 , 0.354147 , 0.32049 , 0.262734 , 0.261742 , 0.211833 , 0.244402 , 0.140423 , 0.197192 , 0.111673 , 0.133803 , 0.136819 , 0.176463 , 0.117255 , 0.106024 , 0.137857 , 0.102788 , 0.244883 , 0.211496 , 0.168728 , 0.180481 , 0.162149 
 783 , 0.223123 , 0.221983 , 0.246141 , 0.196224 , 0.162407 , 0.193606 , 0.259005 , 0.215055 , 0.306188 , 0.35451 , 0.320596 , 0.26304 , 0.262037 , 0.212028 , 0.244725 , 0.140585 , 0.197507 , 0.111927 , 0.134066 , 0.137078 , 0.176728 , 0.117423 , 0.106185 , 0.138187 , 0.102979 , 0.24518 , 0.211905 , 0.168992 , 0.180839 , 0.162422 
 784 , 0.223497 , 0.222376 , 0.246516 , 0.196562 , 0.162638 , 0.193874 , 0.259495 , 0.215331 , 0.306557 , 0.354842 , 0.320759 , 0.263345 , 0.262372 , 0.212177 , 0.245062 , 0.140801 , 0.197811 , 0.112233 , 0.134325 , 0.137366 , 0.177009 , 0.117619 , 0.10637 , 0.138492 , 0.103216 , 0.245487 , 0.212305 , 0.169263 , 0.181192 , 0.16273 
 785 , 0.22379 , 0.222848 , 0.246878 , 0.196922 , 0.162867 , 0.194105 , 0.260033 , 0.215645 , 0.30692 , 0.355159 , 0.321048 , 0.263721 , 0.262789 , 0.212311 , 0.245397 , 0.141071 , 0.198121 , 0.112559 , 0.134601 , 0.13771 , 0.177298 , 0.11785 , 0.106596 , 0.138761 , 0.103517 , 0.245802 , 0.21271 , 0.169547 , 0.18159 , 0.163062 
 786 , 0.224081 , 0.223338 , 0.247248 , 0.197287 , 0.163102 , 0.194347 , 0.260581 , 0.215983 , 0.307304 , 0.355488 , 0.321359 , 0.26413 , 0.263234 , 0.212454 , 0.245732 , 0.141349 , 0.19844 , 0.112885 , 0.134885 , 0.13806 , 0.177598 , 0.118095 , 0.106826 , 0.139039 , 0.103835 , 0.246126 , 0.213125 , 0.169848 , 0.182013 , 0.163399 
 787 , 0.224395 , 0.223806 , 0.247616 , 0.197631 , 0.163348 , 0.194599 , 0.261116 , 0.216329 , 0.307695 , 0.355837 , 0.321677 , 0.264522 , 0.263661 , 0.212621 , 0.24608 , 0.141643 , 0.198763 , 0.113209 , 0.135175 , 0.138407 , 0.177903 , 0.118341 , 0.107063 , 0.139318 , 0.104134 , 0.246459 , 0.213543 , 0.170149 , 0.182441 , 0.163722 
 788 , 0.224801 , 0.224125 , 0.247933 , 0.197869 , 0.163635 , 0.194914 , 0.26157 , 0.216653 , 0.308142 , 0.356301 , 0.321979 , 0.264828 , 0.263977 , 0.212869 , 0.246509 , 0.141988 , 0.199067 , 0.113514 , 0.135463 , 0.138679 , 0.17823 , 0.118589 , 0.107308 , 0.139627 , 0.104358 , 0.246791 , 0.213954 , 0.170471 , 0.182834 , 0.163957 
 789 , 0.225262 , 0.224458 , 0.248275 , 0.198126 , 0.163917 , 0.195243 , 0.262043 , 0.216949 , 0.308637 , 0.356829 , 0.322287 , 0.265157 , 0.264301 , 0.213138 , 0.247 , 0.142354 , 0.199381 , 0.11384 , 0.135746 , 0.138947 , 0.178576 , 0.118844 , 0.107555 , 0.139946 , 0.104595 , 0.247143 , 0.214409 , 0.170806 , 0.183237 , 0.164214 
 790 , 0.225735 , 0.224803 , 0.248624 , 0.198385 , 0.164206 , 0.195583 , 0.262527 , 0.217252 , 0.30915 , 0.35737 , 0.322607 , 0.265493 , 0.264633 , 0.213415 , 0.247497 , 0.142731 , 0.199706 , 0.114171 , 0.136041 , 0.139222 , 0.178934 , 0.1191 , 0.107809 , 0.140277 , 0.104838 , 0.247507 , 0.214875 , 0.171147 , 0.183652 , 0.164477 
 791 , 0.22622 , 0.225206 , 0.249129 , 0.198791 , 0.164427 , 0.19593 , 0.263112 , 0.217529 , 0.309687 , 0.357962 , 0.322856 , 0.265809 , 0.265016 , 0.213777 , 0.247941 , 0.142982 , 0.200142 , 0.114448 , 0.136257 , 0.139466 , 0.179296 , 0.119305 , 0.10804 , 0.140551 , 0.105123 , 0.24789 , 0.215374 , 0.171491 , 0.184143 , 0.164724 
 792 , 0.226635 , 0.225611 , 0.249642 , 0.199184 , 0.164658 , 0.196225 , 0.263649 , 0.217855 , 0.310113 , 0.358472 , 0.32307 , 0.26608 , 0.265343 , 0.214118 , 0.248346 , 0.143202 , 0.200633 , 0.114712 , 0.136455 , 0.139747 , 0.179658 , 0.11952 , 0.108246 , 0.140812 , 0.10539 , 0.248264 , 0.215863 , 0.171841 , 0.184645 , 0.164965 
 793 , 0.227061 , 0.226027 , 0.250166 , 0.199578 , 0.164895 , 0.196521 , 0.264197 , 0.218187 , 0.310551 , 0.358994 , 0.323291 , 0.266364 , 0.265682 , 0.214464 , 0.248758 , 0.143428 , 0.201135 , 0.114988 , 0.136659 , 0.140039 , 0.180027 , 0.11974 , 0.108464 , 0.141078 , 0.105663 , 0.248646 , 0.216369 , 0.172197 , 0.185158 , 0.165212 
 794 , 0.227418 , 0.226481 , 0.250573 , 0.199917 , 0.165166 , 0.196814 , 0.264703 , 0.218485 , 0.310946 , 0.359411 , 0.323514 , 0.266694 , 0.265936 , 0.214732 , 0.249181 , 0.143655 , 0.201575 , 0.115268 , 0.136913 , 0.140353 , 0.180356 , 0.119967 , 0.10869 , 0.141372 , 0.105899 , 0.249017 , 0.216821 , 0.172497 , 0.185613 , 0.165458 
 795 , 0.227717 , 0.226959 , 0.25087 , 0.200288 , 0.165489 , 0.197148 , 0.265251 , 0.218724 , 0.311352 , 0.359672 , 0.323766 , 0.267069 , 0.266183 , 0.214929 , 0.249595 , 0.143913 , 0.201885 , 0.115551 , 0.137199 , 0.140645 , 0.180642 , 0.120181 , 0.10895 , 0.141695 , 0.106123 , 0.249395 , 0.217188 , 0.17274 , 0.186009 , 0.165678 
 796 , 0.228027 , 0.227443 , 0.251171 , 0.200692 , 0.165828 , 0.197504 , 0.265838 , 0.218956 , 0.311781 , 0.359908 , 0.32403 , 0.267442 , 0.266448 , 0.215128 , 0.250007 , 0.144186 , 0.202178 , 0.115841 , 0.137498 , 0.140932 , 0.180925 , 0.120386 , 0.10923 , 0.142028 , 0.10636 , 0.249787 , 0.217552 , 0.172987 , 0.186414 , 0.165899 
 797 , 0.228341 , 0.227911 , 0.251517 , 0.201089 , 0.166143 , 0.197827 , 0.266415 , 0.219218 , 0.312223 , 0.360154 , 0.324306 , 0.2678 , 0.266738 , 0.21533 , 0.250389 , 0.144465 , 0.202458 , 0.11613 , 0.137793 , 0.141218 , 0.181216 , 0.120612 , 0.109493 , 0.142347 , 0.106616 , 0.250168 , 0.217915 , 0.173246 , 0.186816 , 0.166122 
 798 , 0.228696 , 0.228317 , 0.252008 , 0.201407 , 0.166345 , 0.198065 , 0.2669 , 0.219559 , 0.312644 , 0.360565 , 0.32459 , 0.268086 , 0.267085 , 0.215508 , 0.250647 , 0.144749 , 0.202711 , 0.116402 , 0.13808 , 0.141509 , 0.181515 , 0.120873 , 0.109718 , 0.142587 , 0.106925 , 0.250493 , 0.218275 , 0.173532 , 0.187218 , 0.166366 
 799 , 0.229101 , 0.228736 , 0.252532 , 0.201687 , 0.166532 , 0.198315 , 0.267375 , 0.219917 , 0.313061 , 0.361172 , 0.324866 , 0.268398 , 0.267411 , 0.215682 , 0.250913 , 0.145033 , 0.203002 , 0.116668 , 0.138393 , 0.141821 , 0.181843 , 0.12115 , 0.109945 , 0.142833 , 0.107237 , 0.250805 , 0.218668 , 0.17383 , 0.18765 , 0.166624 
 800 , 0.229512 , 0.229167 , 0.253074 , 0.201966 , 0.166723 , 0.198575 , 0.267863 , 0.22028 , 0.313486 , 0.361794 , 0.325146 , 0.268723 , 0.267745 , 0.21586 , 0.251191 , 0.145322 , 0.203299 , 0.116943 , 0.138715 , 0.142142 , 0.182176 , 0.121435 , 0.110176 , 0.143083 , 0.107557 , 0.251129 , 0.219076 , 0.174133 , 0.188088 , 0.166893 
 801 , 0.229828 , 0.22956 , 0.253419 , 0.20224 , 0.166877 , 0.198809 , 0.2684 , 0.220569 , 0.31392 , 0.362395 , 0.325429 , 0.269019 , 0.268064 , 0.216039 , 0.251515 , 0.145608 , 0.203736 , 0.117127 , 0.138938 , 0.142327 , 0.182446 , 0.121569 , 0.110338 , 0.143256 , 0.107769 , 0.251464 , 0.21947 , 0.174383 , 0.18859 , 0.167084 
 802 , 0.230126 , 0.229961 , 0.253734 , 0.202539 , 0.167057 , 0.199008 , 0.268931 , 0.220899 , 0.314441 , 0.362814 , 0.325751 , 0.269345 , 0.268409 , 0.216247 , 0.251889 , 0.145879 , 0.204198 , 0.117314 , 0.139108 , 0.142499 , 0.182673 , 0.121713 , 0.110476 , 0.143403 , 0.107963 , 0.251785 , 0.21985 , 0.174615 , 0.189083 , 0.167274 
 803 , 0.230436 , 0.230368 , 0.254061 , 0.202842 , 0.16724 , 0.199206 , 0.269477 , 0.221236 , 0.314978 , 0.363245 , 0.326084 , 0.269679 , 0.268767 , 0.216465 , 0.252274 , 0.146158 , 0.204676 , 0.117507 , 0.139284 , 0.142677 , 0.18291 , 0.121864 , 0.110623 , 0.143552 , 0.108158 , 0.252119 , 0.220236 , 0.174855 , 0.189592 , 0.167473 
 804 , 0.230752 , 0.230767 , 0.254405 , 0.203084 , 0.167493 , 0.199492 , 0.26993 , 0.221552 , 0.315472 , 0.363658 , 0.326384 , 0.270024 , 0.269056 , 0.216637 , 0.252629 , 0.146443 , 0.205068 , 0.117755 , 0.139518 , 0.142923 , 0.18319 , 0.12203 , 0.110794 , 0.143782 , 0.108368 , 0.252421 , 0.220615 , 0.175053 , 0.190058 , 0.16767 
 805 , 0.231052 , 0.231193 , 0.254793 , 0.203288 , 0.167786 , 0.199871 , 0.270368 , 0.221799 , 0.315933 , 0.364131 , 0.326675 , 0.270326 , 0.269292 , 0.216815 , 0.252944 , 0.146767 , 0.205404 , 0.118052 , 0.139845 , 0.143241 , 0.183544 , 0.122211 , 0.111025 , 0.144108 , 0.108627 , 0.252771 , 0.220989 , 0.175279 , 0.190524 , 0.167886 
 806 , 0.231366 , 0.231643 , 0.255192 , 0.2035 , 0.16808 , 0.200273 , 0.270841 , 0.222046 , 0.316419 , 0.364638 , 0.326986 , 0.270631 , 0.269541 , 0.217 , 0.253264 , 0.147108 , 0.205753 , 0.118362 , 0.140193 , 0.143572 , 0.183927 , 0.122396 , 0.111279 , 0.144452 , 0.108906 , 0.253149 , 0.221375 , 0.175524 , 0.191021 , 0.168106 
 807 , 0.231679 , 0.232026 , 0.255577 , 0.203744 , 0.168334 , 0.200617 , 0.2713 , 0.222273 , 0.316864 , 0.365097 , 0.327208 , 0.270874 , 0.269763 , 0.217203 , 0.253582 , 0.147362 , 0.206091 , 0.118616 , 0.140493 , 0.143862 , 0.184262 , 0.12258 , 0.111505 , 0.144762 , 0.109157 , 0.253498 , 0.221736 , 0.175771 , 0.191431 , 0.168339 
