  time  ,47:18 PM,47:30 PM,47:41 PM,47:49 PM,47:58 PM,06:54 PM,07:14 PM,07:31 PM,07:43 PM,07:53 PM,09:57 PM,10:12 PM,10:21 PM,10:30 PM,10:42 PM,10:50 PM,10:56 PM,11:04 PM,11:15 PM,11:21 PM,12:38 PM,12:52 PM,13:04 PM,13:28 PM,13:36 PM,15:27 PM,15:37 PM,15:47 PM,15:59 PM,16:07 PM,17:00 PM,17:13 PM,17:30 PM,17:39 PM,17:54 PM,19:28 PM,19:36 PM,19:43 PM,19:49 PM,19:56 PM,20:09 PM,20:16 PM,20:22 PM,20:30 PM,20:41 PM,21:54 PM,22:03 PM,22:11 PM,22:22 PM,22:35 PM,23:09 PM,23:22 PM,23:30 PM,23:39 PM,23:52 PM,24:33 PM,24:54 PM,25:04 PM,25:13 PM,25:22 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 422 , 0.032088 , 0.037412 , 0.03749 , 0.028939 , 0.028801 , 0.021778 , 0.024419 , 0.028106 , 0.025057 , 0.021188 , 0.058674 , 0.035024 , 0.044634 , 0.027572 , 0.029938 , 0.028019 , 0.026099 , 0.021092 , 0.030477 , 0.025813 , 0.023654 , 0.028523 , 0.021922 , 0.027797 , 0.028405 , 0.036635 , 0.026212 , 0.020662 , 0.030099 , 0.028062 , 0.032283 , 0.028657 , 0.029052 , 0.026095 , 0.032005 , 0.043965 , 0.047335 , 0.031363 , 0.051556 , 0.026143 , 0.02748 , 0.024076 , 0.02084 , 0.023377 , 0.017284 , 0.021483 , 0.031736 , 0.028384 , 0.026573 , 0.03217 , 0.022287 , 0.033777 , 0.041798 , 0.034429 , 0.030642 , 0.035058 , 0.025817 , 0.029109 , 0.027493 , 0.028827 
 423 , 0.032405 , 0.037723 , 0.037798 , 0.02923 , 0.029107 , 0.022183 , 0.02479 , 0.028517 , 0.025477 , 0.021427 , 0.059076 , 0.035331 , 0.045084 , 0.027834 , 0.030253 , 0.02832 , 0.026378 , 0.021287 , 0.030752 , 0.026142 , 0.023885 , 0.028832 , 0.022166 , 0.028127 , 0.02867 , 0.037045 , 0.026566 , 0.020941 , 0.030498 , 0.028412 , 0.032606 , 0.028985 , 0.029404 , 0.026408 , 0.032357 , 0.044275 , 0.047765 , 0.031661 , 0.051964 , 0.026395 , 0.027786 , 0.02434 , 0.021099 , 0.023666 , 0.017534 , 0.02175 , 0.032086 , 0.028713 , 0.026833 , 0.032527 , 0.022686 , 0.034167 , 0.042456 , 0.03495 , 0.031023 , 0.03544 , 0.026111 , 0.029396 , 0.027843 , 0.029155 
 424 , 0.032731 , 0.038079 , 0.038083 , 0.029575 , 0.029394 , 0.022611 , 0.025169 , 0.028945 , 0.025913 , 0.021661 , 0.059581 , 0.035702 , 0.045588 , 0.028127 , 0.03053 , 0.028664 , 0.026599 , 0.02152 , 0.031014 , 0.026538 , 0.024068 , 0.029148 , 0.022413 , 0.02862 , 0.028954 , 0.037445 , 0.026982 , 0.02122 , 0.0309 , 0.02873 , 0.032942 , 0.029297 , 0.02972 , 0.026723 , 0.032696 , 0.044562 , 0.048211 , 0.031938 , 0.052353 , 0.026639 , 0.0281 , 0.024627 , 0.021366 , 0.023985 , 0.017853 , 0.022044 , 0.03244 , 0.029064 , 0.027101 , 0.03288 , 0.023065 , 0.034606 , 0.043167 , 0.035455 , 0.031379 , 0.035816 , 0.026428 , 0.029667 , 0.028228 , 0.02943 
 425 , 0.033061 , 0.038434 , 0.038363 , 0.029916 , 0.029681 , 0.023033 , 0.025549 , 0.029371 , 0.026351 , 0.02189 , 0.060085 , 0.036073 , 0.046092 , 0.028415 , 0.030807 , 0.029008 , 0.026824 , 0.021748 , 0.031276 , 0.026931 , 0.024251 , 0.029464 , 0.022656 , 0.029106 , 0.029243 , 0.03784 , 0.027391 , 0.021505 , 0.031303 , 0.029048 , 0.033274 , 0.029606 , 0.030031 , 0.027033 , 0.033026 , 0.044848 , 0.048657 , 0.032215 , 0.052741 , 0.026886 , 0.02841 , 0.024911 , 0.021629 , 0.024304 , 0.018169 , 0.022329 , 0.032795 , 0.029411 , 0.027369 , 0.033229 , 0.023436 , 0.035041 , 0.043878 , 0.035962 , 0.031737 , 0.036193 , 0.02674 , 0.029934 , 0.02861 , 0.029704 
 426 , 0.033379 , 0.038764 , 0.038661 , 0.030254 , 0.029987 , 0.023452 , 0.025912 , 0.029799 , 0.026777 , 0.022123 , 0.060562 , 0.036441 , 0.0466 , 0.028703 , 0.031114 , 0.029362 , 0.027058 , 0.02199 , 0.031565 , 0.027321 , 0.024446 , 0.029782 , 0.022894 , 0.029554 , 0.029532 , 0.038251 , 0.027789 , 0.021798 , 0.031716 , 0.02938 , 0.033615 , 0.029911 , 0.030361 , 0.027361 , 0.033379 , 0.045151 , 0.049114 , 0.032505 , 0.053148 , 0.027138 , 0.02873 , 0.025208 , 0.021896 , 0.024611 , 0.018477 , 0.022609 , 0.03316 , 0.029773 , 0.027646 , 0.033579 , 0.023831 , 0.035478 , 0.044572 , 0.036477 , 0.032108 , 0.036571 , 0.027067 , 0.030218 , 0.028993 , 0.030013 
 427 , 0.033655 , 0.039003 , 0.039061 , 0.030571 , 0.030419 , 0.023838 , 0.026196 , 0.030257 , 0.027164 , 0.022359 , 0.060927 , 0.036833 , 0.047138 , 0.028998 , 0.031584 , 0.029787 , 0.027353 , 0.022283 , 0.031992 , 0.027693 , 0.024699 , 0.030114 , 0.023081 , 0.029791 , 0.029845 , 0.038729 , 0.02811 , 0.022162 , 0.032185 , 0.029778 , 0.034014 , 0.030194 , 0.030791 , 0.027756 , 0.033839 , 0.045556 , 0.04964 , 0.032893 , 0.053661 , 0.027438 , 0.029119 , 0.025559 , 0.022189 , 0.024883 , 0.018764 , 0.02287 , 0.033565 , 0.030203 , 0.027976 , 0.033937 , 0.024318 , 0.035928 , 0.045193 , 0.037089 , 0.032575 , 0.036986 , 0.027465 , 0.030589 , 0.029379 , 0.030513 
 428 , 0.033931 , 0.039241 , 0.039462 , 0.030889 , 0.030848 , 0.024227 , 0.026481 , 0.030713 , 0.027549 , 0.022591 , 0.061295 , 0.037226 , 0.047674 , 0.029293 , 0.032047 , 0.030208 , 0.027644 , 0.022577 , 0.032417 , 0.028063 , 0.024953 , 0.030443 , 0.023271 , 0.030028 , 0.030159 , 0.0392 , 0.028428 , 0.022528 , 0.032656 , 0.030172 , 0.034409 , 0.030483 , 0.031218 , 0.028148 , 0.034296 , 0.045957 , 0.050162 , 0.033282 , 0.054169 , 0.027738 , 0.029505 , 0.025913 , 0.022478 , 0.025156 , 0.019053 , 0.023127 , 0.033972 , 0.030632 , 0.028311 , 0.034296 , 0.024804 , 0.036374 , 0.045817 , 0.037699 , 0.033039 , 0.037402 , 0.02786 , 0.030961 , 0.029762 , 0.031011 
 429 , 0.034208 , 0.039479 , 0.039855 , 0.031208 , 0.031276 , 0.024609 , 0.026766 , 0.031167 , 0.027936 , 0.022823 , 0.061659 , 0.037616 , 0.048212 , 0.02959 , 0.032513 , 0.030632 , 0.027936 , 0.022869 , 0.032839 , 0.02843 , 0.025203 , 0.030777 , 0.023462 , 0.030265 , 0.030474 , 0.039674 , 0.028742 , 0.022891 , 0.03312 , 0.030569 , 0.034802 , 0.030768 , 0.031643 , 0.028543 , 0.034756 , 0.046358 , 0.050687 , 0.033669 , 0.054675 , 0.028035 , 0.029889 , 0.026268 , 0.022769 , 0.025425 , 0.019338 , 0.023385 , 0.034376 , 0.031058 , 0.028638 , 0.034657 , 0.025289 , 0.036818 , 0.046435 , 0.038305 , 0.033505 , 0.037815 , 0.028253 , 0.03133 , 0.030147 , 0.031507 
 430 , 0.034871 , 0.040205 , 0.0406 , 0.03177 , 0.031949 , 0.025173 , 0.027378 , 0.031853 , 0.028572 , 0.023326 , 0.06269 , 0.038326 , 0.049192 , 0.030208 , 0.033162 , 0.031269 , 0.02854 , 0.02327 , 0.033465 , 0.029059 , 0.025738 , 0.031448 , 0.023941 , 0.030801 , 0.031026 , 0.04049 , 0.029409 , 0.023454 , 0.033824 , 0.031343 , 0.035464 , 0.03137 , 0.032331 , 0.029174 , 0.035487 , 0.047175 , 0.051696 , 0.034347 , 0.055734 , 0.028572 , 0.030461 , 0.026836 , 0.023339 , 0.02599 , 0.019788 , 0.023918 , 0.035119 , 0.031775 , 0.029275 , 0.035418 , 0.025944 , 0.037568 , 0.047602 , 0.039286 , 0.034269 , 0.038584 , 0.028935 , 0.031981 , 0.03081 , 0.032243 
 431 , 0.035634 , 0.04105 , 0.041433 , 0.032401 , 0.032691 , 0.02578 , 0.028074 , 0.032588 , 0.02927 , 0.023892 , 0.063881 , 0.039116 , 0.050288 , 0.03091 , 0.033859 , 0.031957 , 0.029214 , 0.023696 , 0.034139 , 0.029751 , 0.02634 , 0.032209 , 0.02449 , 0.03141 , 0.031639 , 0.041391 , 0.030163 , 0.024065 , 0.034583 , 0.032209 , 0.036195 , 0.03206 , 0.033083 , 0.029859 , 0.036284 , 0.048092 , 0.05283 , 0.035102 , 0.056928 , 0.029163 , 0.031074 , 0.027462 , 0.023981 , 0.026635 , 0.020275 , 0.024523 , 0.035952 , 0.032564 , 0.029985 , 0.036279 , 0.026639 , 0.038387 , 0.04891 , 0.040359 , 0.035111 , 0.039438 , 0.029691 , 0.0327 , 0.031541 , 0.033041 
 432 , 0.036393 , 0.041894 , 0.042265 , 0.033029 , 0.033428 , 0.026387 , 0.028767 , 0.033328 , 0.029969 , 0.024463 , 0.065075 , 0.039908 , 0.051377 , 0.031613 , 0.034554 , 0.032649 , 0.029893 , 0.024121 , 0.034815 , 0.030444 , 0.026938 , 0.032967 , 0.025043 , 0.032017 , 0.032255 , 0.042289 , 0.030915 , 0.024672 , 0.035343 , 0.033072 , 0.036925 , 0.032744 , 0.033832 , 0.030544 , 0.037082 , 0.049007 , 0.053962 , 0.035851 , 0.058124 , 0.029756 , 0.031689 , 0.028088 , 0.024624 , 0.027276 , 0.020767 , 0.025123 , 0.036782 , 0.033357 , 0.030696 , 0.037139 , 0.027333 , 0.039205 , 0.050213 , 0.041434 , 0.035951 , 0.040289 , 0.030444 , 0.033419 , 0.032269 , 0.033841 
 433 , 0.037285 , 0.042877 , 0.04323 , 0.033823 , 0.034268 , 0.027098 , 0.029553 , 0.034181 , 0.030773 , 0.025084 , 0.066533 , 0.040834 , 0.052686 , 0.032438 , 0.035372 , 0.03346 , 0.030632 , 0.024658 , 0.035677 , 0.031291 , 0.027626 , 0.033847 , 0.025699 , 0.032811 , 0.033029 , 0.043356 , 0.031722 , 0.025331 , 0.036258 , 0.033997 , 0.037803 , 0.033542 , 0.034719 , 0.031335 , 0.037987 , 0.0501 , 0.055315 , 0.036757 , 0.059532 , 0.030468 , 0.032467 , 0.028817 , 0.025302 , 0.027984 , 0.021327 , 0.025815 , 0.037774 , 0.034239 , 0.031509 , 0.038108 , 0.0281 , 0.04018 , 0.051621 , 0.042596 , 0.036888 , 0.041289 , 0.03131 , 0.034215 , 0.033136 , 0.034762 
 434 , 0.03834 , 0.044035 , 0.044372 , 0.03484 , 0.035242 , 0.027951 , 0.030449 , 0.035187 , 0.031718 , 0.02577 , 0.068327 , 0.041938 , 0.05427 , 0.033423 , 0.036347 , 0.034424 , 0.03145 , 0.025343 , 0.036773 , 0.032342 , 0.028431 , 0.034885 , 0.026488 , 0.033844 , 0.034008 , 0.044635 , 0.0326 , 0.026047 , 0.037378 , 0.034994 , 0.03887 , 0.034483 , 0.035767 , 0.032268 , 0.039024 , 0.05143 , 0.056957 , 0.037859 , 0.061205 , 0.031326 , 0.033452 , 0.029685 , 0.026027 , 0.028773 , 0.021978 , 0.026617 , 0.038979 , 0.035237 , 0.032456 , 0.039217 , 0.028957 , 0.041353 , 0.053165 , 0.043881 , 0.037948 , 0.042483 , 0.032322 , 0.035128 , 0.034176 , 0.035846 
 435 , 0.039398 , 0.045195 , 0.045509 , 0.035863 , 0.036213 , 0.028803 , 0.031349 , 0.036192 , 0.032657 , 0.026459 , 0.070122 , 0.043039 , 0.055861 , 0.034412 , 0.037323 , 0.035391 , 0.032267 , 0.026023 , 0.037871 , 0.033398 , 0.029234 , 0.035918 , 0.027281 , 0.034874 , 0.03498 , 0.045915 , 0.033474 , 0.026759 , 0.03849 , 0.035994 , 0.039935 , 0.035426 , 0.036821 , 0.033195 , 0.040062 , 0.052767 , 0.058599 , 0.038966 , 0.06288 , 0.032191 , 0.034437 , 0.030552 , 0.026754 , 0.029568 , 0.02263 , 0.027423 , 0.040189 , 0.036233 , 0.033403 , 0.040331 , 0.029817 , 0.042522 , 0.054714 , 0.045169 , 0.039007 , 0.043678 , 0.033332 , 0.036035 , 0.035218 , 0.036933 
 436 , 0.040452 , 0.046345 , 0.046645 , 0.036868 , 0.03719 , 0.029653 , 0.032242 , 0.03719 , 0.0336 , 0.027153 , 0.071895 , 0.04414 , 0.057444 , 0.03539 , 0.038305 , 0.036355 , 0.033092 , 0.026702 , 0.038958 , 0.034436 , 0.030037 , 0.036951 , 0.028061 , 0.035898 , 0.035955 , 0.047185 , 0.034358 , 0.02748 , 0.039602 , 0.036993 , 0.040997 , 0.036365 , 0.037864 , 0.03413 , 0.041095 , 0.054083 , 0.060235 , 0.040063 , 0.06455 , 0.033045 , 0.035421 , 0.031412 , 0.027485 , 0.030359 , 0.023279 , 0.028227 , 0.041386 , 0.037231 , 0.034347 , 0.041438 , 0.03068 , 0.043694 , 0.056257 , 0.046453 , 0.040074 , 0.044877 , 0.034347 , 0.036951 , 0.036251 , 0.038014 
 437 , 0.041441 , 0.047401 , 0.047708 , 0.03775 , 0.038141 , 0.030467 , 0.033106 , 0.038151 , 0.034518 , 0.027902 , 0.073336 , 0.045164 , 0.058972 , 0.036322 , 0.039331 , 0.037289 , 0.034 , 0.027289 , 0.039918 , 0.035333 , 0.030874 , 0.037919 , 0.028748 , 0.036771 , 0.036877 , 0.048342 , 0.035275 , 0.028288 , 0.040605 , 0.037945 , 0.042044 , 0.037226 , 0.038818 , 0.0351 , 0.042097 , 0.055265 , 0.061781 , 0.041108 , 0.066128 , 0.033852 , 0.036338 , 0.032218 , 0.028325 , 0.031155 , 0.023909 , 0.028949 , 0.042509 , 0.03822 , 0.035322 , 0.042541 , 0.031573 , 0.044804 , 0.057782 , 0.04774 , 0.041155 , 0.046148 , 0.035375 , 0.03794 , 0.037205 , 0.039051 
 438 , 0.042432 , 0.048452 , 0.04877 , 0.038637 , 0.03909 , 0.031286 , 0.03397 , 0.039117 , 0.035436 , 0.028651 , 0.07478 , 0.046194 , 0.060503 , 0.037252 , 0.040357 , 0.038222 , 0.034903 , 0.027869 , 0.04088 , 0.036223 , 0.031717 , 0.038885 , 0.029432 , 0.037646 , 0.037802 , 0.049497 , 0.036191 , 0.029093 , 0.041613 , 0.038902 , 0.043089 , 0.038093 , 0.039769 , 0.036067 , 0.0431 , 0.05645 , 0.063327 , 0.042151 , 0.067709 , 0.03466 , 0.037263 , 0.033027 , 0.029163 , 0.031954 , 0.024538 , 0.02968 , 0.043628 , 0.039203 , 0.036293 , 0.043644 , 0.032466 , 0.045924 , 0.059312 , 0.049023 , 0.042243 , 0.047422 , 0.036406 , 0.038923 , 0.038152 , 0.040087 
 439 , 0.043419 , 0.049508 , 0.049826 , 0.039521 , 0.040037 , 0.032097 , 0.034837 , 0.040075 , 0.036353 , 0.029402 , 0.076225 , 0.047218 , 0.062032 , 0.038186 , 0.041387 , 0.039153 , 0.035809 , 0.028457 , 0.041843 , 0.037121 , 0.032559 , 0.03985 , 0.030115 , 0.038521 , 0.038724 , 0.05065 , 0.03711 , 0.029901 , 0.042623 , 0.039856 , 0.044133 , 0.038955 , 0.040718 , 0.037039 , 0.044105 , 0.057634 , 0.064876 , 0.043194 , 0.069285 , 0.035469 , 0.038181 , 0.033832 , 0.03 , 0.032751 , 0.025163 , 0.030406 , 0.044748 , 0.04019 , 0.037264 , 0.044748 , 0.03336 , 0.047037 , 0.06084 , 0.050309 , 0.043326 , 0.048701 , 0.037434 , 0.03991 , 0.039109 , 0.041129 
 440 , 0.044278 , 0.050448 , 0.050699 , 0.040345 , 0.040786 , 0.032769 , 0.035548 , 0.040875 , 0.037065 , 0.029958 , 0.077472 , 0.048088 , 0.063363 , 0.038973 , 0.042169 , 0.039877 , 0.036546 , 0.029009 , 0.042588 , 0.03798 , 0.033221 , 0.040641 , 0.030772 , 0.039302 , 0.039447 , 0.051637 , 0.037879 , 0.030571 , 0.043464 , 0.040669 , 0.044992 , 0.039704 , 0.041522 , 0.037785 , 0.044953 , 0.058649 , 0.066219 , 0.044089 , 0.07061 , 0.036167 , 0.038962 , 0.034515 , 0.03061 , 0.033428 , 0.025746 , 0.031029 , 0.045673 , 0.041054 , 0.038041 , 0.045623 , 0.034052 , 0.047938 , 0.062069 , 0.051391 , 0.044206 , 0.049706 , 0.038276 , 0.040741 , 0.039927 , 0.041963 
 441 , 0.045078 , 0.051347 , 0.0515 , 0.041147 , 0.041452 , 0.033385 , 0.036202 , 0.04161 , 0.03769 , 0.030437 , 0.078638 , 0.048892 , 0.064619 , 0.039704 , 0.042855 , 0.040507 , 0.03722 , 0.029549 , 0.043251 , 0.038821 , 0.033803 , 0.041356 , 0.031421 , 0.040049 , 0.040083 , 0.052558 , 0.038595 , 0.031184 , 0.044241 , 0.041429 , 0.045774 , 0.040405 , 0.042261 , 0.038442 , 0.045735 , 0.059601 , 0.067482 , 0.044931 , 0.071833 , 0.036819 , 0.039681 , 0.035155 , 0.031127 , 0.034058 , 0.026307 , 0.031602 , 0.046527 , 0.041865 , 0.038742 , 0.046397 , 0.034674 , 0.04875 , 0.063171 , 0.052394 , 0.045005 , 0.050611 , 0.039042 , 0.041503 , 0.040694 , 0.042719 
 442 , 0.045884 , 0.052251 , 0.052303 , 0.041949 , 0.042115 , 0.033998 , 0.036855 , 0.042345 , 0.038312 , 0.030912 , 0.079802 , 0.049693 , 0.065869 , 0.040434 , 0.043538 , 0.04114 , 0.037893 , 0.030092 , 0.043911 , 0.039666 , 0.034383 , 0.042075 , 0.032077 , 0.040796 , 0.040721 , 0.053479 , 0.03931 , 0.031801 , 0.045018 , 0.042184 , 0.046555 , 0.041106 , 0.043004 , 0.039092 , 0.046526 , 0.060551 , 0.068748 , 0.045769 , 0.073051 , 0.037469 , 0.040406 , 0.035788 , 0.031647 , 0.034687 , 0.026868 , 0.032186 , 0.047381 , 0.042677 , 0.039442 , 0.047175 , 0.035289 , 0.049561 , 0.064274 , 0.053393 , 0.045804 , 0.051511 , 0.039809 , 0.04227 , 0.041461 , 0.04348 
 443 , 0.046642 , 0.0531 , 0.053135 , 0.042737 , 0.042824 , 0.034606 , 0.037506 , 0.043039 , 0.03897 , 0.031426 , 0.080969 , 0.050513 , 0.067148 , 0.041162 , 0.044289 , 0.041813 , 0.038546 , 0.030647 , 0.044608 , 0.040487 , 0.034972 , 0.042777 , 0.032664 , 0.041534 , 0.041371 , 0.054396 , 0.039999 , 0.032414 , 0.045817 , 0.042963 , 0.047323 , 0.041813 , 0.043736 , 0.039773 , 0.04734 , 0.061487 , 0.070007 , 0.046608 , 0.074273 , 0.038104 , 0.041109 , 0.036425 , 0.032217 , 0.035309 , 0.027381 , 0.032781 , 0.048247 , 0.043486 , 0.040162 , 0.047991 , 0.035902 , 0.050368 , 0.06541 , 0.054396 , 0.046619 , 0.052431 , 0.040604 , 0.043016 , 0.042254 , 0.044277 
 444 , 0.047325 , 0.053856 , 0.054003 , 0.043499 , 0.04361 , 0.035199 , 0.038149 , 0.043669 , 0.039678 , 0.032001 , 0.08213 , 0.051352 , 0.068457 , 0.041882 , 0.045156 , 0.04257 , 0.039161 , 0.031213 , 0.045374 , 0.041271 , 0.035569 , 0.043452 , 0.033135 , 0.042252 , 0.042029 , 0.055314 , 0.040659 , 0.033006 , 0.046661 , 0.043781 , 0.048066 , 0.042535 , 0.044457 , 0.040507 , 0.048207 , 0.062409 , 0.071256 , 0.047425 , 0.075494 , 0.03869 , 0.041794 , 0.037062 , 0.032871 , 0.035922 , 0.027804 , 0.033418 , 0.049124 , 0.044298 , 0.0409 , 0.048889 , 0.036509 , 0.051181 , 0.066618 , 0.055408 , 0.047466 , 0.05338 , 0.041441 , 0.043716 , 0.043081 , 0.045145 
 445 , 0.048006 , 0.05461 , 0.054877 , 0.044261 , 0.044397 , 0.03579 , 0.038798 , 0.044302 , 0.040385 , 0.03258 , 0.083296 , 0.05219 , 0.069767 , 0.042602 , 0.04602 , 0.043327 , 0.039773 , 0.031778 , 0.046139 , 0.042055 , 0.036165 , 0.044124 , 0.033609 , 0.042971 , 0.042697 , 0.056232 , 0.041312 , 0.033603 , 0.047506 , 0.044594 , 0.048808 , 0.04325 , 0.045176 , 0.041241 , 0.04907 , 0.06333 , 0.072502 , 0.048243 , 0.076722 , 0.039279 , 0.042472 , 0.037698 , 0.033525 , 0.036533 , 0.028229 , 0.034054 , 0.050003 , 0.045105 , 0.041639 , 0.049789 , 0.037116 , 0.051994 , 0.067824 , 0.056423 , 0.048309 , 0.054336 , 0.042287 , 0.044421 , 0.043916 , 0.04602 
 446 , 0.048689 , 0.055361 , 0.055751 , 0.045023 , 0.045185 , 0.036386 , 0.039445 , 0.044933 , 0.041092 , 0.033159 , 0.084456 , 0.053029 , 0.071077 , 0.043328 , 0.046886 , 0.044085 , 0.040389 , 0.032347 , 0.04691 , 0.042841 , 0.036765 , 0.044795 , 0.034084 , 0.043689 , 0.043358 , 0.057158 , 0.04197 , 0.034198 , 0.048353 , 0.045414 , 0.049549 , 0.043971 , 0.045894 , 0.041976 , 0.049939 , 0.064256 , 0.073752 , 0.049062 , 0.077941 , 0.039872 , 0.043154 , 0.038339 , 0.03418 , 0.037143 , 0.028657 , 0.034691 , 0.050883 , 0.045912 , 0.042378 , 0.050685 , 0.03772 , 0.052806 , 0.069028 , 0.057434 , 0.049152 , 0.055288 , 0.04313 , 0.045125 , 0.044746 , 0.046892 
 447 , 0.049223 , 0.055903 , 0.056333 , 0.045454 , 0.045665 , 0.036771 , 0.039935 , 0.045423 , 0.041539 , 0.033491 , 0.08525 , 0.053501 , 0.071926 , 0.043784 , 0.047378 , 0.044606 , 0.040885 , 0.032644 , 0.047348 , 0.043306 , 0.037243 , 0.045405 , 0.034514 , 0.044044 , 0.043778 , 0.057767 , 0.042483 , 0.034611 , 0.048897 , 0.045956 , 0.050046 , 0.044383 , 0.046476 , 0.042458 , 0.050361 , 0.064907 , 0.074606 , 0.049623 , 0.078775 , 0.040329 , 0.043675 , 0.03881 , 0.034617 , 0.0376 , 0.029032 , 0.035083 , 0.051517 , 0.046506 , 0.0429 , 0.051232 , 0.038132 , 0.053326 , 0.06982 , 0.05807 , 0.049707 , 0.05594 , 0.043705 , 0.045671 , 0.045302 , 0.047462 
 448 , 0.049756 , 0.056439 , 0.056907 , 0.045879 , 0.046147 , 0.037157 , 0.040426 , 0.045915 , 0.04199 , 0.033822 , 0.086037 , 0.053962 , 0.072768 , 0.044236 , 0.047857 , 0.045124 , 0.041381 , 0.032939 , 0.047778 , 0.043767 , 0.037723 , 0.046013 , 0.034948 , 0.044394 , 0.044193 , 0.05838 , 0.042994 , 0.035021 , 0.049433 , 0.0465 , 0.050535 , 0.044789 , 0.04706 , 0.042939 , 0.050772 , 0.065556 , 0.075459 , 0.050182 , 0.079597 , 0.040785 , 0.044199 , 0.039287 , 0.035045 , 0.038046 , 0.029403 , 0.035465 , 0.052142 , 0.047102 , 0.043414 , 0.05177 , 0.038539 , 0.053834 , 0.070602 , 0.058703 , 0.050255 , 0.056591 , 0.044284 , 0.04622 , 0.045861 , 0.048033 
 449 , 0.050285 , 0.056976 , 0.057485 , 0.046306 , 0.046624 , 0.037539 , 0.040925 , 0.04641 , 0.042437 , 0.03416 , 0.086821 , 0.054424 , 0.07361 , 0.04469 , 0.048338 , 0.045645 , 0.041874 , 0.03323 , 0.04821 , 0.044225 , 0.038201 , 0.046624 , 0.035378 , 0.044745 , 0.04461 , 0.058991 , 0.043508 , 0.035434 , 0.049967 , 0.047041 , 0.051026 , 0.045204 , 0.047647 , 0.043423 , 0.051185 , 0.066202 , 0.076309 , 0.050738 , 0.080417 , 0.041243 , 0.04472 , 0.039756 , 0.035476 , 0.038501 , 0.029777 , 0.03585 , 0.052771 , 0.04769 , 0.043931 , 0.052305 , 0.038947 , 0.054344 , 0.071387 , 0.059333 , 0.050799 , 0.05724 , 0.044861 , 0.046771 , 0.04641 , 0.048596 
 450 , 0.050599 , 0.057343 , 0.057846 , 0.046632 , 0.046939 , 0.037764 , 0.041228 , 0.046755 , 0.042689 , 0.034374 , 0.087307 , 0.0548 , 0.074201 , 0.045054 , 0.048646 , 0.046012 , 0.042173 , 0.03341 , 0.04853 , 0.044612 , 0.038476 , 0.047025 , 0.035713 , 0.045066 , 0.044931 , 0.059382 , 0.043838 , 0.035719 , 0.05028 , 0.047369 , 0.051367 , 0.045484 , 0.048002 , 0.043764 , 0.051533 , 0.06658 , 0.076848 , 0.051097 , 0.08092 , 0.041473 , 0.045078 , 0.040067 , 0.035749 , 0.038808 , 0.030026 , 0.036087 , 0.053197 , 0.048075 , 0.044261 , 0.052675 , 0.039176 , 0.054714 , 0.071898 , 0.05975 , 0.051201 , 0.057693 , 0.045281 , 0.04713 , 0.046767 , 0.049003 
 451 , 0.050786 , 0.057611 , 0.058072 , 0.046891 , 0.047149 , 0.037885 , 0.041405 , 0.047014 , 0.042824 , 0.034519 , 0.087609 , 0.055117 , 0.07464 , 0.045368 , 0.048851 , 0.046283 , 0.042345 , 0.033517 , 0.048783 , 0.04495 , 0.038622 , 0.047297 , 0.035981 , 0.04538 , 0.045202 , 0.059645 , 0.044059 , 0.035926 , 0.05046 , 0.047567 , 0.051615 , 0.045687 , 0.048224 , 0.044016 , 0.051837 , 0.066795 , 0.077202 , 0.051339 , 0.08122 , 0.041565 , 0.045343 , 0.040269 , 0.035932 , 0.039034 , 0.030188 , 0.036239 , 0.053507 , 0.048341 , 0.044483 , 0.052942 , 0.039298 , 0.054988 , 0.072244 , 0.06005 , 0.051517 , 0.058023 , 0.045607 , 0.047383 , 0.046996 , 0.049312 
 452 , 0.050966 , 0.05788 , 0.058297 , 0.047157 , 0.047359 , 0.038007 , 0.041589 , 0.047273 , 0.042966 , 0.034664 , 0.08791 , 0.055434 , 0.075073 , 0.045688 , 0.049062 , 0.046561 , 0.042523 , 0.033625 , 0.049031 , 0.045289 , 0.038769 , 0.047568 , 0.036255 , 0.045688 , 0.045467 , 0.059907 , 0.044275 , 0.036132 , 0.050641 , 0.047759 , 0.051864 , 0.045891 , 0.048441 , 0.044275 , 0.052146 , 0.067011 , 0.077556 , 0.051581 , 0.081525 , 0.041663 , 0.045602 , 0.040471 , 0.036114 , 0.03926 , 0.030356 , 0.036391 , 0.053818 , 0.048601 , 0.044705 , 0.053209 , 0.039414 , 0.055262 , 0.072591 , 0.060344 , 0.051833 , 0.058359 , 0.045928 , 0.04763 , 0.047224 , 0.049615 
