  time  ,47:18 PM,47:30 PM,47:41 PM,47:49 PM,47:58 PM,06:54 PM,07:14 PM,07:31 PM,07:43 PM,07:53 PM,09:57 PM,10:12 PM,10:21 PM,10:30 PM,10:42 PM,10:50 PM,10:56 PM,11:04 PM,11:15 PM,11:21 PM,12:38 PM,12:52 PM,13:04 PM,13:28 PM,13:36 PM,15:27 PM,15:37 PM,15:47 PM,15:59 PM,16:07 PM,17:00 PM,17:13 PM,17:30 PM,17:39 PM,17:54 PM,19:28 PM,19:36 PM,19:43 PM,19:49 PM,19:56 PM,20:09 PM,20:16 PM,20:22 PM,20:30 PM,20:41 PM,21:54 PM,22:03 PM,22:11 PM,22:22 PM,22:35 PM,23:09 PM,23:22 PM,23:30 PM,23:39 PM,23:52 PM,24:33 PM,24:54 PM,25:04 PM,25:13 PM,25:22 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 742 , 0.285876 , 0.272367 , 0.220865 , 0.236029 , 0.262349 , 0.312959 , 0.329576 , 0.340836 , 0.373064 , 0.309768 , 0.200648 , 0.235103 , 0.183949 , 0.225476 , 0.277921 , 0.287618 , 0.28721 , 0.260443 , 0.287058 , 0.273854 , 0.211129 , 0.298307 , 0.255445 , 0.271409 , 0.25288 , 0.288887 , 0.237444 , 0.39461 , 0.319683 , 0.277055 , 0.271687 , 0.257106 , 0.28672 , 0.322983 , 0.310035 , 0.204683 , 0.159724 , 0.193537 , 0.169101 , 0.203131 , 0.313988 , 0.268001 , 0.315273 , 0.290433 , 0.279271 , 0.313688 , 0.281667 , 0.278607 , 0.289796 , 0.284678 , 0.362175 , 0.302412 , 0.366923 , 0.366585 , 0.359169 , 0.251998 , 0.243325 , 0.233954 , 0.273734 , 0.296156 
 743 , 0.287447 , 0.273732 , 0.221822 , 0.237173 , 0.263807 , 0.315308 , 0.33206 , 0.343256 , 0.376406 , 0.312428 , 0.201275 , 0.236279 , 0.184675 , 0.22667 , 0.27936 , 0.28917 , 0.288963 , 0.262117 , 0.288701 , 0.275319 , 0.212007 , 0.299837 , 0.256707 , 0.27293 , 0.254149 , 0.290484 , 0.238711 , 0.397308 , 0.321819 , 0.278673 , 0.273383 , 0.258926 , 0.288767 , 0.325516 , 0.312063 , 0.205501 , 0.160255 , 0.194458 , 0.16964 , 0.204268 , 0.315788 , 0.2695 , 0.317195 , 0.292311 , 0.28099 , 0.315499 , 0.283275 , 0.280156 , 0.291461 , 0.286029 , 0.366236 , 0.304565 , 0.369399 , 0.369388 , 0.361857 , 0.253184 , 0.244557 , 0.235074 , 0.275063 , 0.297852 
 744 , 0.288921 , 0.27498 , 0.222716 , 0.238243 , 0.265146 , 0.317455 , 0.334328 , 0.345458 , 0.379444 , 0.314786 , 0.201861 , 0.237379 , 0.185322 , 0.227764 , 0.280679 , 0.290601 , 0.290546 , 0.26362 , 0.290201 , 0.276665 , 0.212838 , 0.301238 , 0.257905 , 0.274329 , 0.255313 , 0.291919 , 0.239829 , 0.399746 , 0.32375 , 0.280154 , 0.27492 , 0.260558 , 0.290622 , 0.327819 , 0.313883 , 0.206286 , 0.160781 , 0.195287 , 0.170166 , 0.205274 , 0.317444 , 0.270884 , 0.318953 , 0.294019 , 0.282522 , 0.31717 , 0.284737 , 0.281587 , 0.293002 , 0.287314 , 0.369966 , 0.306544 , 0.371683 , 0.371962 , 0.364332 , 0.254263 , 0.245659 , 0.236088 , 0.27626 , 0.299417 
 745 , 0.290205 , 0.276027 , 0.223497 , 0.239178 , 0.266262 , 0.319313 , 0.336364 , 0.347335 , 0.38203 , 0.316665 , 0.202427 , 0.238355 , 0.185809 , 0.228651 , 0.281778 , 0.291823 , 0.291839 , 0.264831 , 0.291428 , 0.277765 , 0.21365 , 0.302426 , 0.259009 , 0.275484 , 0.256306 , 0.293095 , 0.240729 , 0.401756 , 0.325371 , 0.28146 , 0.276246 , 0.261882 , 0.292124 , 0.329741 , 0.315333 , 0.207022 , 0.161285 , 0.195936 , 0.170649 , 0.206035 , 0.318841 , 0.27203 , 0.320431 , 0.295403 , 0.28373 , 0.318589 , 0.28589 , 0.282738 , 0.294295 , 0.288506 , 0.373181 , 0.308167 , 0.373619 , 0.374091 , 0.366387 , 0.255143 , 0.246546 , 0.23693 , 0.27725 , 0.30071 
 746 , 0.291489 , 0.277079 , 0.224282 , 0.240114 , 0.267374 , 0.321204 , 0.338462 , 0.349238 , 0.384656 , 0.318569 , 0.203021 , 0.239334 , 0.186295 , 0.229535 , 0.282882 , 0.293048 , 0.293131 , 0.26604 , 0.292647 , 0.278863 , 0.214494 , 0.303621 , 0.260128 , 0.276635 , 0.257312 , 0.294278 , 0.241651 , 0.403776 , 0.327011 , 0.282799 , 0.277601 , 0.263213 , 0.293619 , 0.331672 , 0.316779 , 0.20777 , 0.16179 , 0.196577 , 0.171122 , 0.206793 , 0.320237 , 0.273176 , 0.321917 , 0.296786 , 0.28494 , 0.320018 , 0.287021 , 0.283864 , 0.295584 , 0.289711 , 0.376427 , 0.309769 , 0.375565 , 0.376219 , 0.368418 , 0.256027 , 0.247442 , 0.237786 , 0.27826 , 0.301985 
 747 , 0.292741 , 0.278106 , 0.225051 , 0.241028 , 0.268468 , 0.323062 , 0.340529 , 0.351101 , 0.387244 , 0.320434 , 0.203609 , 0.240307 , 0.186774 , 0.230406 , 0.283961 , 0.294253 , 0.294396 , 0.267231 , 0.293857 , 0.279936 , 0.215309 , 0.304776 , 0.261221 , 0.277754 , 0.258302 , 0.295435 , 0.242551 , 0.405761 , 0.32862 , 0.284109 , 0.278936 , 0.264515 , 0.295083 , 0.333574 , 0.318196 , 0.208502 , 0.162287 , 0.197198 , 0.171584 , 0.207529 , 0.32161 , 0.274295 , 0.323375 , 0.298145 , 0.286127 , 0.321429 , 0.288134 , 0.284961 , 0.296848 , 0.290888 , 0.379641 , 0.311346 , 0.377485 , 0.378316 , 0.37041 , 0.256889 , 0.248318 , 0.238625 , 0.279249 , 0.303236 
 748 , 0.293336 , 0.278545 , 0.225497 , 0.24147 , 0.26908 , 0.323996 , 0.34177 , 0.352108 , 0.388752 , 0.321421 , 0.20397 , 0.240885 , 0.187141 , 0.231006 , 0.284485 , 0.294933 , 0.294955 , 0.267782 , 0.294601 , 0.280506 , 0.215535 , 0.305138 , 0.261709 , 0.278307 , 0.25882 , 0.295966 , 0.242924 , 0.406924 , 0.329427 , 0.284722 , 0.279672 , 0.265091 , 0.295811 , 0.334604 , 0.31889 , 0.208871 , 0.162514 , 0.197401 , 0.171753 , 0.20786 , 0.322382 , 0.274804 , 0.32415 , 0.298856 , 0.286728 , 0.322255 , 0.288695 , 0.285496 , 0.297485 , 0.291419 , 0.381729 , 0.312177 , 0.378613 , 0.379569 , 0.371496 , 0.257295 , 0.248736 , 0.239001 , 0.279727 , 0.303939 
 749 , 0.293969 , 0.278966 , 0.225948 , 0.241913 , 0.269714 , 0.324977 , 0.343055 , 0.353253 , 0.390372 , 0.322516 , 0.204358 , 0.241471 , 0.187552 , 0.231644 , 0.285027 , 0.295662 , 0.295551 , 0.268342 , 0.295424 , 0.281128 , 0.215805 , 0.305594 , 0.262303 , 0.27901 , 0.259411 , 0.29658 , 0.243302 , 0.408196 , 0.330286 , 0.285359 , 0.280448 , 0.265699 , 0.296613 , 0.335728 , 0.319641 , 0.209269 , 0.162726 , 0.197633 , 0.171945 , 0.208196 , 0.323185 , 0.275327 , 0.324916 , 0.299599 , 0.287344 , 0.323091 , 0.289263 , 0.286094 , 0.298145 , 0.291967 , 0.383841 , 0.31301 , 0.379765 , 0.380921 , 0.372692 , 0.25773 , 0.249152 , 0.239403 , 0.280232 , 0.304731 
 750 , 0.294609 , 0.279398 , 0.226415 , 0.242367 , 0.270365 , 0.325972 , 0.344371 , 0.354423 , 0.39203 , 0.32363 , 0.204749 , 0.242068 , 0.187967 , 0.232298 , 0.285575 , 0.296402 , 0.296159 , 0.268914 , 0.29627 , 0.281767 , 0.216075 , 0.306056 , 0.262914 , 0.279736 , 0.260014 , 0.297211 , 0.243685 , 0.409488 , 0.331158 , 0.286007 , 0.281241 , 0.266324 , 0.297426 , 0.336876 , 0.320409 , 0.209676 , 0.162947 , 0.197875 , 0.172147 , 0.208536 , 0.324007 , 0.275861 , 0.325701 , 0.300349 , 0.287978 , 0.323946 , 0.289849 , 0.286699 , 0.298821 , 0.292528 , 0.386002 , 0.313866 , 0.380937 , 0.38231 , 0.373913 , 0.258181 , 0.24958 , 0.239815 , 0.280749 , 0.305541 
 751 , 0.294919 , 0.279616 , 0.226626 , 0.242628 , 0.270723 , 0.326599 , 0.345135 , 0.355141 , 0.393018 , 0.324171 , 0.20489 , 0.242315 , 0.188212 , 0.232616 , 0.285936 , 0.296854 , 0.296569 , 0.269134 , 0.296703 , 0.282088 , 0.216178 , 0.306206 , 0.263133 , 0.280018 , 0.260224 , 0.29752 , 0.243819 , 0.410223 , 0.331526 , 0.286328 , 0.281674 , 0.266679 , 0.297788 , 0.337483 , 0.32067 , 0.209846 , 0.163132 , 0.198022 , 0.172243 , 0.208744 , 0.324406 , 0.276159 , 0.326123 , 0.300808 , 0.288252 , 0.324401 , 0.290142 , 0.287139 , 0.299153 , 0.292765 , 0.387442 , 0.314383 , 0.381681 , 0.383163 , 0.374622 , 0.258401 , 0.249737 , 0.239999 , 0.281008 , 0.305937 
 752 , 0.295081 , 0.279751 , 0.226734 , 0.242825 , 0.270934 , 0.32733 , 0.345866 , 0.355848 , 0.393943 , 0.324684 , 0.205037 , 0.242472 , 0.188397 , 0.23281 , 0.28628 , 0.297179 , 0.296928 , 0.269311 , 0.297034 , 0.282286 , 0.21635 , 0.306473 , 0.263319 , 0.280266 , 0.260438 , 0.297812 , 0.244072 , 0.410946 , 0.331851 , 0.286622 , 0.282157 , 0.267146 , 0.298186 , 0.338078 , 0.320958 , 0.20996 , 0.163338 , 0.198166 , 0.172262 , 0.208931 , 0.324695 , 0.276445 , 0.326508 , 0.301213 , 0.288423 , 0.324762 , 0.290309 , 0.287495 , 0.299412 , 0.292989 , 0.388824 , 0.314831 , 0.382418 , 0.383934 , 0.375251 , 0.258602 , 0.249925 , 0.240178 , 0.281251 , 0.306321 
 753 , 0.295248 , 0.279896 , 0.226851 , 0.243031 , 0.27116 , 0.328106 , 0.346637 , 0.356593 , 0.394925 , 0.325224 , 0.205197 , 0.242628 , 0.188597 , 0.233007 , 0.286646 , 0.29752 , 0.297302 , 0.269497 , 0.297386 , 0.282493 , 0.21653 , 0.306755 , 0.263509 , 0.280523 , 0.26066 , 0.298119 , 0.24434 , 0.411709 , 0.332186 , 0.286926 , 0.282666 , 0.267645 , 0.298606 , 0.338701 , 0.321256 , 0.210083 , 0.163552 , 0.198319 , 0.172277 , 0.20912 , 0.325 , 0.276745 , 0.326908 , 0.301645 , 0.28861 , 0.325134 , 0.290485 , 0.287871 , 0.299686 , 0.293222 , 0.390274 , 0.315301 , 0.383189 , 0.38475 , 0.375907 , 0.258819 , 0.250127 , 0.240372 , 0.281508 , 0.306721 
 754 , 0.295422 , 0.280032 , 0.226881 , 0.24323 , 0.271271 , 0.328746 , 0.34718 , 0.357142 , 0.395539 , 0.325651 , 0.205228 , 0.242644 , 0.188665 , 0.233038 , 0.286859 , 0.297767 , 0.29757 , 0.269636 , 0.297525 , 0.282636 , 0.216582 , 0.306906 , 0.263565 , 0.280562 , 0.260814 , 0.298275 , 0.244685 , 0.412254 , 0.33223 , 0.287265 , 0.282975 , 0.268013 , 0.298777 , 0.338989 , 0.321276 , 0.210149 , 0.163741 , 0.198474 , 0.172231 , 0.209338 , 0.325126 , 0.276954 , 0.327201 , 0.301928 , 0.28868 , 0.325324 , 0.290535 , 0.288263 , 0.299853 , 0.293303 , 0.391452 , 0.315655 , 0.383773 , 0.385352 , 0.376281 , 0.258857 , 0.250159 , 0.240479 , 0.281605 , 0.306895 
 755 , 0.295538 , 0.280112 , 0.226779 , 0.243396 , 0.271186 , 0.329255 , 0.347499 , 0.357464 , 0.395745 , 0.325965 , 0.205086 , 0.242381 , 0.188521 , 0.232785 , 0.286827 , 0.297875 , 0.297665 , 0.26974 , 0.297206 , 0.28271 , 0.21652 , 0.306887 , 0.263501 , 0.280356 , 0.260972 , 0.298289 , 0.245205 , 0.412572 , 0.331795 , 0.287701 , 0.283022 , 0.268265 , 0.29859 , 0.338862 , 0.320901 , 0.210179 , 0.163901 , 0.198633 , 0.172085 , 0.20959 , 0.324995 , 0.276982 , 0.327253 , 0.30193 , 0.288648 , 0.325148 , 0.290332 , 0.288636 , 0.299854 , 0.293168 , 0.392133 , 0.315853 , 0.384085 , 0.385622 , 0.37627 , 0.258686 , 0.249975 , 0.240498 , 0.281513 , 0.306739 
 756 , 0.295653 , 0.280198 , 0.226669 , 0.243566 , 0.27108 , 0.329855 , 0.347916 , 0.357869 , 0.396062 , 0.326352 , 0.204941 , 0.242079 , 0.188351 , 0.2325 , 0.286801 , 0.297998 , 0.297759 , 0.269871 , 0.296811 , 0.282793 , 0.216495 , 0.3069 , 0.263483 , 0.280181 , 0.261207 , 0.298356 , 0.245803 , 0.412993 , 0.331337 , 0.288193 , 0.283105 , 0.268576 , 0.298412 , 0.338769 , 0.320527 , 0.210233 , 0.164084 , 0.198798 , 0.171931 , 0.209869 , 0.324853 , 0.276996 , 0.327283 , 0.301921 , 0.288658 , 0.324944 , 0.290089 , 0.289038 , 0.299866 , 0.293041 , 0.39286 , 0.316081 , 0.38444 , 0.385933 , 0.376293 , 0.258532 , 0.249794 , 0.240534 , 0.281453 , 0.306588 
 757 , 0.2958 , 0.280322 , 0.226578 , 0.243771 , 0.270995 , 0.330532 , 0.348396 , 0.35833 , 0.396437 , 0.326829 , 0.204801 , 0.241772 , 0.188193 , 0.232207 , 0.286808 , 0.298168 , 0.297895 , 0.27003 , 0.296419 , 0.282912 , 0.216496 , 0.306932 , 0.263492 , 0.280015 , 0.261476 , 0.298458 , 0.246498 , 0.413482 , 0.330862 , 0.288762 , 0.283224 , 0.268945 , 0.298248 , 0.338689 , 0.320155 , 0.210311 , 0.164292 , 0.199014 , 0.171778 , 0.210203 , 0.324727 , 0.27705 , 0.327346 , 0.30194 , 0.288688 , 0.324739 , 0.289858 , 0.289512 , 0.299912 , 0.292943 , 0.393682 , 0.316372 , 0.384861 , 0.386298 , 0.376352 , 0.258397 , 0.249633 , 0.240596 , 0.281412 , 0.306449 
 758 , 0.296296 , 0.280778 , 0.226814 , 0.244225 , 0.27119 , 0.331435 , 0.349062 , 0.359017 , 0.39704 , 0.327897 , 0.204772 , 0.241738 , 0.188327 , 0.23211 , 0.287143 , 0.298664 , 0.298393 , 0.270376 , 0.296437 , 0.283288 , 0.216711 , 0.307133 , 0.26379 , 0.280026 , 0.26188 , 0.298907 , 0.247628 , 0.414321 , 0.330689 , 0.289614 , 0.283616 , 0.269574 , 0.29837 , 0.338807 , 0.320146 , 0.210578 , 0.164579 , 0.199633 , 0.171848 , 0.210855 , 0.324804 , 0.277437 , 0.327642 , 0.302288 , 0.288941 , 0.324765 , 0.289936 , 0.290366 , 0.300236 , 0.293356 , 0.394722 , 0.317009 , 0.385513 , 0.387017 , 0.376711 , 0.258578 , 0.249901 , 0.240946 , 0.281643 , 0.306573 
 759 , 0.296908 , 0.281299 , 0.227053 , 0.244738 , 0.271376 , 0.332307 , 0.349617 , 0.359693 , 0.397467 , 0.32895 , 0.204667 , 0.241721 , 0.188428 , 0.231952 , 0.2874 , 0.299103 , 0.298921 , 0.270593 , 0.296477 , 0.283612 , 0.216858 , 0.307245 , 0.263971 , 0.279915 , 0.262247 , 0.299301 , 0.248769 , 0.415067 , 0.330379 , 0.290439 , 0.283907 , 0.270106 , 0.298371 , 0.338776 , 0.320031 , 0.210774 , 0.164835 , 0.200256 , 0.171889 , 0.211534 , 0.324765 , 0.277783 , 0.327867 , 0.302595 , 0.289021 , 0.324731 , 0.289974 , 0.291187 , 0.300441 , 0.293722 , 0.395795 , 0.317536 , 0.386053 , 0.387743 , 0.376953 , 0.258681 , 0.250102 , 0.241302 , 0.281752 , 0.306564 
 760 , 0.297583 , 0.281865 , 0.227317 , 0.245293 , 0.27158 , 0.333256 , 0.350219 , 0.360436 , 0.39793 , 0.330099 , 0.204551 , 0.241703 , 0.188543 , 0.231777 , 0.287679 , 0.299579 , 0.2995 , 0.270823 , 0.296525 , 0.283958 , 0.217021 , 0.307361 , 0.264168 , 0.279783 , 0.262643 , 0.299722 , 0.250015 , 0.415883 , 0.330042 , 0.291348 , 0.284226 , 0.270687 , 0.298368 , 0.33874 , 0.319899 , 0.210991 , 0.165112 , 0.200933 , 0.171933 , 0.212271 , 0.324717 , 0.278162 , 0.328108 , 0.302924 , 0.289107 , 0.324695 , 0.290011 , 0.292082 , 0.300666 , 0.294124 , 0.396968 , 0.318119 , 0.386644 , 0.388538 , 0.377212 , 0.258786 , 0.250322 , 0.241681 , 0.281871 , 0.306548 
 761 , 0.298574 , 0.28268 , 0.227944 , 0.246048 , 0.272253 , 0.334836 , 0.351802 , 0.362091 , 0.399629 , 0.331539 , 0.205378 , 0.242535 , 0.189175 , 0.232269 , 0.288385 , 0.300352 , 0.300485 , 0.271502 , 0.29732 , 0.284756 , 0.218075 , 0.308686 , 0.265223 , 0.28099 , 0.263847 , 0.30096 , 0.251261 , 0.417566 , 0.331042 , 0.292461 , 0.285408 , 0.271861 , 0.299513 , 0.340033 , 0.321041 , 0.211768 , 0.165797 , 0.201601 , 0.172447 , 0.213066 , 0.325635 , 0.279013 , 0.328944 , 0.30376 , 0.289815 , 0.325519 , 0.290638 , 0.29298 , 0.301534 , 0.295172 , 0.398778 , 0.319091 , 0.387987 , 0.390102 , 0.378477 , 0.259661 , 0.251272 , 0.242673 , 0.282735 , 0.30756 
 762 , 0.299565 , 0.283641 , 0.228685 , 0.246878 , 0.273219 , 0.335906 , 0.353162 , 0.363195 , 0.401001 , 0.33244 , 0.206238 , 0.243439 , 0.189893 , 0.232884 , 0.289088 , 0.301096 , 0.301296 , 0.272276 , 0.298101 , 0.28546 , 0.218829 , 0.309737 , 0.266008 , 0.281966 , 0.264594 , 0.301817 , 0.251948 , 0.418761 , 0.332085 , 0.293259 , 0.286381 , 0.272653 , 0.300552 , 0.341198 , 0.321835 , 0.212478 , 0.166497 , 0.202139 , 0.172964 , 0.213743 , 0.326704 , 0.279853 , 0.329799 , 0.304624 , 0.290552 , 0.326455 , 0.291395 , 0.293896 , 0.30251 , 0.296043 , 0.400369 , 0.320121 , 0.389159 , 0.391383 , 0.379585 , 0.260406 , 0.252014 , 0.243367 , 0.283497 , 0.308506 
 763 , 0.300553 , 0.284594 , 0.229424 , 0.247706 , 0.274183 , 0.336978 , 0.35452 , 0.364301 , 0.402375 , 0.333341 , 0.207098 , 0.244342 , 0.190615 , 0.233502 , 0.289791 , 0.30184 , 0.302107 , 0.273046 , 0.298882 , 0.286159 , 0.219587 , 0.310792 , 0.266802 , 0.282945 , 0.265342 , 0.302681 , 0.252636 , 0.419956 , 0.333129 , 0.294064 , 0.287357 , 0.273442 , 0.301589 , 0.342359 , 0.322634 , 0.213192 , 0.167191 , 0.202675 , 0.173486 , 0.214423 , 0.327776 , 0.280689 , 0.330656 , 0.305483 , 0.29129 , 0.327386 , 0.292147 , 0.294816 , 0.303483 , 0.296916 , 0.401963 , 0.321147 , 0.390326 , 0.39266 , 0.38069 , 0.261148 , 0.252753 , 0.244063 , 0.284248 , 0.309455 
 764 , 0.3015 , 0.285505 , 0.230266 , 0.248528 , 0.27529 , 0.33813 , 0.356171 , 0.365686 , 0.404279 , 0.334318 , 0.208253 , 0.245561 , 0.191513 , 0.234453 , 0.290684 , 0.302753 , 0.302957 , 0.273928 , 0.300011 , 0.286972 , 0.220481 , 0.312096 , 0.267949 , 0.284424 , 0.266388 , 0.303828 , 0.253228 , 0.421377 , 0.334622 , 0.294827 , 0.288605 , 0.274408 , 0.303017 , 0.344015 , 0.323949 , 0.214039 , 0.167945 , 0.203162 , 0.174172 , 0.214982 , 0.329112 , 0.281578 , 0.331643 , 0.30647 , 0.292135 , 0.328577 , 0.293073 , 0.295593 , 0.304567 , 0.298004 , 0.403683 , 0.322289 , 0.391681 , 0.394102 , 0.382216 , 0.262152 , 0.253735 , 0.244927 , 0.285274 , 0.310789 
 765 , 0.302411 , 0.286325 , 0.231297 , 0.249375 , 0.276554 , 0.339114 , 0.357762 , 0.367072 , 0.406382 , 0.335065 , 0.209582 , 0.247114 , 0.192613 , 0.235823 , 0.291784 , 0.303963 , 0.303919 , 0.274919 , 0.301538 , 0.288009 , 0.221323 , 0.313422 , 0.269164 , 0.286182 , 0.267512 , 0.305121 , 0.2535 , 0.422703 , 0.336552 , 0.295465 , 0.289896 , 0.275396 , 0.304495 , 0.345879 , 0.3257 , 0.215014 , 0.168742 , 0.203564 , 0.175068 , 0.215376 , 0.330753 , 0.282561 , 0.332898 , 0.307656 , 0.293046 , 0.330089 , 0.294313 , 0.296315 , 0.305724 , 0.299174 , 0.40523 , 0.323599 , 0.393258 , 0.395453 , 0.384058 , 0.263326 , 0.254916 , 0.245951 , 0.286451 , 0.31244 
 766 , 0.303281 , 0.287096 , 0.232294 , 0.250196 , 0.277749 , 0.339955 , 0.359129 , 0.368267 , 0.408206 , 0.33565 , 0.210775 , 0.248556 , 0.193649 , 0.237127 , 0.292827 , 0.305153 , 0.304861 , 0.27585 , 0.302978 , 0.289039 , 0.222038 , 0.314566 , 0.270179 , 0.287724 , 0.268473 , 0.306287 , 0.253686 , 0.423835 , 0.338342 , 0.296042 , 0.291016 , 0.276268 , 0.305736 , 0.347508 , 0.327277 , 0.215922 , 0.169499 , 0.203943 , 0.175917 , 0.215746 , 0.332303 , 0.283512 , 0.334142 , 0.308802 , 0.293889 , 0.331538 , 0.295535 , 0.297049 , 0.30681 , 0.300215 , 0.406576 , 0.324866 , 0.394757 , 0.39664 , 0.385735 , 0.264394 , 0.255999 , 0.246904 , 0.287504 , 0.313944 
 767 , 0.304112 , 0.287841 , 0.233239 , 0.250974 , 0.278874 , 0.340748 , 0.360411 , 0.369383 , 0.409908 , 0.336223 , 0.211891 , 0.249891 , 0.194614 , 0.238333 , 0.293797 , 0.30625 , 0.305748 , 0.276709 , 0.3043 , 0.290007 , 0.222731 , 0.315665 , 0.271129 , 0.289162 , 0.269355 , 0.307372 , 0.253885 , 0.424897 , 0.34003 , 0.296604 , 0.292079 , 0.27709 , 0.306902 , 0.349007 , 0.328748 , 0.216775 , 0.170205 , 0.204311 , 0.176714 , 0.216128 , 0.333748 , 0.284405 , 0.335306 , 0.309853 , 0.294687 , 0.33288 , 0.296687 , 0.297742 , 0.30783 , 0.30119 , 0.407825 , 0.326052 , 0.396135 , 0.397737 , 0.387295 , 0.265394 , 0.257024 , 0.247814 , 0.288488 , 0.31535 
 768 , 0.304982 , 0.28865 , 0.234157 , 0.25171 , 0.279904 , 0.341478 , 0.361636 , 0.370377 , 0.411454 , 0.336924 , 0.21291 , 0.250983 , 0.195456 , 0.239327 , 0.294664 , 0.307154 , 0.306559 , 0.277361 , 0.305366 , 0.290877 , 0.223483 , 0.316822 , 0.271991 , 0.290483 , 0.270008 , 0.308342 , 0.254204 , 0.425953 , 0.341634 , 0.297258 , 0.293182 , 0.277872 , 0.308048 , 0.350202 , 0.329983 , 0.21758 , 0.170883 , 0.204791 , 0.177475 , 0.216742 , 0.335047 , 0.285252 , 0.33633 , 0.310619 , 0.295531 , 0.334131 , 0.297752 , 0.298391 , 0.30877 , 0.3021 , 0.40895 , 0.32709 , 0.397143 , 0.398737 , 0.388714 , 0.266321 , 0.258013 , 0.248767 , 0.289328 , 0.316583 
 769 , 0.305831 , 0.289431 , 0.235044 , 0.25239 , 0.280859 , 0.342215 , 0.362868 , 0.371329 , 0.412963 , 0.337606 , 0.213885 , 0.252095 , 0.196289 , 0.240272 , 0.295521 , 0.307974 , 0.307328 , 0.277992 , 0.306443 , 0.291653 , 0.224184 , 0.317844 , 0.272854 , 0.291747 , 0.270633 , 0.309238 , 0.254478 , 0.427008 , 0.343134 , 0.297876 , 0.294263 , 0.278621 , 0.309249 , 0.351328 , 0.331126 , 0.218333 , 0.171539 , 0.205285 , 0.178219 , 0.217348 , 0.336337 , 0.286036 , 0.337289 , 0.311337 , 0.296373 , 0.335429 , 0.298772 , 0.299028 , 0.309644 , 0.303025 , 0.41018 , 0.32807 , 0.398022 , 0.399775 , 0.390128 , 0.267237 , 0.258948 , 0.249674 , 0.290116 , 0.317761 
 770 , 0.306633 , 0.290179 , 0.235889 , 0.253036 , 0.281765 , 0.342912 , 0.364042 , 0.372244 , 0.414393 , 0.338253 , 0.21481 , 0.253147 , 0.197078 , 0.241168 , 0.296339 , 0.308754 , 0.308062 , 0.278585 , 0.30747 , 0.292394 , 0.224847 , 0.318814 , 0.273669 , 0.292947 , 0.271231 , 0.310093 , 0.254743 , 0.428012 , 0.344564 , 0.298465 , 0.29529 , 0.279332 , 0.310388 , 0.352403 , 0.332222 , 0.219056 , 0.17217 , 0.205754 , 0.178933 , 0.217917 , 0.337572 , 0.286787 , 0.338197 , 0.312018 , 0.29717 , 0.336663 , 0.299743 , 0.299631 , 0.310478 , 0.303911 , 0.411346 , 0.329008 , 0.398864 , 0.400767 , 0.391471 , 0.268106 , 0.259837 , 0.250536 , 0.29086 , 0.318881 
 771 , 0.307384 , 0.290906 , 0.236528 , 0.253706 , 0.282447 , 0.343482 , 0.364802 , 0.372792 , 0.415191 , 0.338825 , 0.215535 , 0.253932 , 0.197684 , 0.241823 , 0.296941 , 0.309328 , 0.308684 , 0.279113 , 0.308192 , 0.293025 , 0.225254 , 0.319494 , 0.274225 , 0.293714 , 0.271789 , 0.310712 , 0.255113 , 0.428623 , 0.345493 , 0.29893 , 0.295952 , 0.279926 , 0.311164 , 0.353031 , 0.332937 , 0.21957 , 0.17269 , 0.206245 , 0.179426 , 0.218451 , 0.338401 , 0.287374 , 0.338865 , 0.312537 , 0.297625 , 0.337537 , 0.300462 , 0.30032 , 0.311091 , 0.304564 , 0.412185 , 0.329795 , 0.399453 , 0.401499 , 0.392429 , 0.268715 , 0.26042 , 0.251096 , 0.291347 , 0.319533 
 772 , 0.308119 , 0.291634 , 0.237065 , 0.254371 , 0.283154 , 0.344084 , 0.365497 , 0.373445 , 0.415999 , 0.339547 , 0.216247 , 0.254609 , 0.198233 , 0.242453 , 0.297571 , 0.309982 , 0.309325 , 0.279653 , 0.308815 , 0.293605 , 0.225798 , 0.320253 , 0.274838 , 0.294467 , 0.272487 , 0.31145 , 0.255691 , 0.429198 , 0.346424 , 0.299497 , 0.296642 , 0.280639 , 0.311903 , 0.353811 , 0.333723 , 0.220099 , 0.173189 , 0.20673 , 0.179891 , 0.219006 , 0.339122 , 0.288014 , 0.339479 , 0.313075 , 0.298041 , 0.338227 , 0.301111 , 0.301106 , 0.311716 , 0.305213 , 0.412917 , 0.330596 , 0.400251 , 0.402273 , 0.393334 , 0.269304 , 0.261016 , 0.251624 , 0.291923 , 0.320213 
