JUL26MNAT00005.spu,JUL26MNAT00004.spu,JUL26MNAT00003.spu,
Wavelength,JUL26MNAT00006.spu,JUL26MNAT00007.spu,JUL26MNAT00008.spu,JUL26MNAT00009.spu,JUL26MNAT00010.spu,JUL26MNAT00011.spu,JUL26MNAT00012.spu,JUL26MNAT00013.spu,JUL26MNAT00014.spu,JUL26MNAT00015.spu,JUL26MNAT00016.spu,JUL26MNAT00017.spu,JUL26MNAT00018.spu,JUL26MNAT00019.spu,JUL26MNAT00020.spu,JUL26MNAT00021.spu,JUL26MNAT00022.spu,JUL26MNAT00023.spu,JUL26MNAT00024.spu,JUL26MNAT00025.spu,JUL26MNAT00026.spu,JUL26MNAT00027.spu,JUL26MNAT00028.spu,JUL26MNAT00029.spu,JUL26MNAT00030.spu
  (nm),7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 
  time  ,28:42 PM,29:27 PM,29:38 PM,29:45 PM,29:51 PM,30:54 PM,31:00 PM,31:08 PM,31:14 PM,31:20 PM,32:09 PM,32:14 PM,32:22 PM,32:30 PM,32:38 PM,32:55 PM,33:02 PM,33:07 PM,33:14 PM,33:20 PM,34:06 PM,34:16 PM,34:25 PM,34:39 PM,34:48 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 714 , 0.268167 , 0.26391 , 0.219808 , 0.237752 , 0.23697 , 0.234534 , 0.247465 , 0.232899 , 0.213704 , 0.238708 , 0.219192 , 0.205261 , 0.236118 , 0.21221 , 0.225661 , 0.207133 , 0.214082 , 0.227866 , 0.232527 , 0.224366 , 0.213807 , 0.245029 , 0.239785 , 0.250677 , 0.234207 
 715 , 0.272485 , 0.269346 , 0.224231 , 0.241788 , 0.240631 , 0.237632 , 0.24971 , 0.236149 , 0.21776 , 0.242715 , 0.224627 , 0.208016 , 0.241532 , 0.217012 , 0.229525 , 0.212428 , 0.218617 , 0.233182 , 0.237428 , 0.229224 , 0.219794 , 0.252031 , 0.246635 , 0.258208 , 0.240663 
 716 , 0.276934 , 0.274953 , 0.228793 , 0.245957 , 0.244383 , 0.240834 , 0.252041 , 0.239503 , 0.221963 , 0.246836 , 0.230239 , 0.210858 , 0.247129 , 0.221975 , 0.23352 , 0.217911 , 0.223301 , 0.238675 , 0.242497 , 0.234227 , 0.225977 , 0.259279 , 0.253711 , 0.265988 , 0.247314 
 717 , 0.281516 , 0.280741 , 0.233493 , 0.250265 , 0.248259 , 0.244139 , 0.254442 , 0.242964 , 0.226301 , 0.251096 , 0.236026 , 0.213795 , 0.252912 , 0.227107 , 0.237645 , 0.223577 , 0.228148 , 0.244348 , 0.247732 , 0.239397 , 0.232363 , 0.266763 , 0.261024 , 0.274038 , 0.254188 
 718 , 0.28586 , 0.286326 , 0.237919 , 0.254379 , 0.251832 , 0.247444 , 0.256774 , 0.24631 , 0.230563 , 0.255274 , 0.241594 , 0.216562 , 0.258432 , 0.231893 , 0.241563 , 0.228955 , 0.232857 , 0.249575 , 0.252576 , 0.244261 , 0.238789 , 0.274191 , 0.268379 , 0.282141 , 0.261035 
 719 , 0.290319 , 0.292029 , 0.242483 , 0.25861 , 0.255529 , 0.250814 , 0.259145 , 0.249739 , 0.234906 , 0.259585 , 0.247293 , 0.219363 , 0.264055 , 0.236755 , 0.245545 , 0.234403 , 0.237635 , 0.254876 , 0.257485 , 0.249223 , 0.245299 , 0.28173 , 0.275908 , 0.290344 , 0.268061 
 720 , 0.294878 , 0.297851 , 0.247156 , 0.26294 , 0.259303 , 0.254261 , 0.261573 , 0.253238 , 0.239348 , 0.264 , 0.253113 , 0.222228 , 0.2698 , 0.241719 , 0.249608 , 0.239975 , 0.242515 , 0.260287 , 0.262495 , 0.254298 , 0.251953 , 0.289429 , 0.283609 , 0.298729 , 0.275237 
 721 , 0.299269 , 0.303455 , 0.251488 , 0.267031 , 0.262833 , 0.257608 , 0.263977 , 0.256706 , 0.243719 , 0.268275 , 0.258734 , 0.224954 , 0.275322 , 0.246468 , 0.253509 , 0.245293 , 0.247115 , 0.265414 , 0.267342 , 0.259138 , 0.258516 , 0.29716 , 0.291326 , 0.307043 , 0.282506 
 722 , 0.303477 , 0.308896 , 0.255518 , 0.270888 , 0.266133 , 0.260807 , 0.266251 , 0.260031 , 0.247957 , 0.272266 , 0.264078 , 0.227559 , 0.280584 , 0.250986 , 0.257194 , 0.250341 , 0.251402 , 0.270317 , 0.271986 , 0.263718 , 0.264891 , 0.304762 , 0.298803 , 0.315184 , 0.289529 
 723 , 0.307695 , 0.314367 , 0.259572 , 0.274762 , 0.269441 , 0.264014 , 0.26853 , 0.263363 , 0.252212 , 0.276274 , 0.269441 , 0.230176 , 0.28587 , 0.255514 , 0.260891 , 0.255415 , 0.255712 , 0.275233 , 0.276645 , 0.268313 , 0.271293 , 0.312391 , 0.306307 , 0.323356 , 0.296575 
 724 , 0.311833 , 0.319728 , 0.263559 , 0.278573 , 0.272689 , 0.267248 , 0.270795 , 0.266668 , 0.256423 , 0.280251 , 0.274718 , 0.232749 , 0.291027 , 0.26 , 0.264553 , 0.260395 , 0.259908 , 0.280091 , 0.281189 , 0.272867 , 0.277697 , 0.320043 , 0.313825 , 0.331516 , 0.303684 
 725 , 0.315782 , 0.324778 , 0.267387 , 0.282232 , 0.275824 , 0.270481 , 0.273002 , 0.269903 , 0.26047 , 0.284138 , 0.279754 , 0.235135 , 0.295809 , 0.264301 , 0.268045 , 0.265118 , 0.263852 , 0.284704 , 0.285349 , 0.277232 , 0.284021 , 0.327539 , 0.321193 , 0.339469 , 0.31077 
 726 , 0.319702 , 0.32977 , 0.271181 , 0.285871 , 0.278957 , 0.273677 , 0.275189 , 0.273123 , 0.264469 , 0.287986 , 0.28474 , 0.237486 , 0.300519 , 0.268544 , 0.271476 , 0.26978 , 0.267764 , 0.28924 , 0.289424 , 0.281526 , 0.29026 , 0.334915 , 0.328455 , 0.3473 , 0.317754 
 727 , 0.32359 , 0.33471 , 0.274942 , 0.289472 , 0.282063 , 0.276847 , 0.277356 , 0.276312 , 0.268429 , 0.291795 , 0.289675 , 0.239805 , 0.305182 , 0.272742 , 0.274874 , 0.274389 , 0.27163 , 0.29373 , 0.29346 , 0.285774 , 0.29644 , 0.342206 , 0.335632 , 0.355041 , 0.324659 
 728 , 0.327185 , 0.339165 , 0.278197 , 0.292587 , 0.284787 , 0.279953 , 0.279458 , 0.279348 , 0.27211 , 0.29534 , 0.294343 , 0.241544 , 0.3094 , 0.27649 , 0.277996 , 0.278632 , 0.275083 , 0.297549 , 0.297078 , 0.289547 , 0.302309 , 0.349192 , 0.342493 , 0.362438 , 0.33137 
 729 , 0.330685 , 0.343495 , 0.281357 , 0.295544 , 0.287412 , 0.282979 , 0.281504 , 0.282232 , 0.275644 , 0.298777 , 0.298857 , 0.243172 , 0.313467 , 0.280107 , 0.280983 , 0.282728 , 0.278338 , 0.301177 , 0.300584 , 0.293168 , 0.307931 , 0.355864 , 0.349073 , 0.369507 , 0.33777 
 730 , 0.334112 , 0.347729 , 0.284448 , 0.298427 , 0.289976 , 0.285931 , 0.283498 , 0.285049 , 0.279092 , 0.302134 , 0.303268 , 0.244762 , 0.317437 , 0.283639 , 0.283897 , 0.286728 , 0.281513 , 0.304721 , 0.303997 , 0.296699 , 0.313417 , 0.362369 , 0.355487 , 0.376396 , 0.344015 
 731 , 0.337355 , 0.351702 , 0.287267 , 0.301198 , 0.292401 , 0.288762 , 0.285503 , 0.287715 , 0.282379 , 0.305364 , 0.307337 , 0.246835 , 0.321145 , 0.287035 , 0.286643 , 0.290373 , 0.284364 , 0.307992 , 0.307208 , 0.300022 , 0.318646 , 0.368592 , 0.361578 , 0.382976 , 0.349999 
 732 , 0.340514 , 0.355591 , 0.289957 , 0.304046 , 0.294725 , 0.29143 , 0.287454 , 0.290289 , 0.285594 , 0.308477 , 0.31114 , 0.249127 , 0.324732 , 0.290283 , 0.28927 , 0.293756 , 0.287079 , 0.311146 , 0.310183 , 0.30315 , 0.32367 , 0.374669 , 0.367397 , 0.389255 , 0.355775 
 733 , 0.343595 , 0.359385 , 0.292588 , 0.306823 , 0.296995 , 0.294027 , 0.289355 , 0.292797 , 0.288729 , 0.311512 , 0.314844 , 0.25136 , 0.32823 , 0.293443 , 0.291839 , 0.297044 , 0.289724 , 0.314217 , 0.31308 , 0.306208 , 0.328556 , 0.380583 , 0.373054 , 0.395358 , 0.361401 
 734 , 0.346465 , 0.362936 , 0.295067 , 0.309437 , 0.299134 , 0.296496 , 0.291154 , 0.295178 , 0.291677 , 0.314354 , 0.318298 , 0.253343 , 0.331516 , 0.296385 , 0.294229 , 0.300163 , 0.292207 , 0.317096 , 0.315771 , 0.309079 , 0.333179 , 0.386198 , 0.378452 , 0.401147 , 0.366787 
 735 , 0.348986 , 0.366093 , 0.297314 , 0.311685 , 0.301105 , 0.29879 , 0.292743 , 0.297357 , 0.294287 , 0.316885 , 0.321356 , 0.254923 , 0.334455 , 0.298962 , 0.296369 , 0.302995 , 0.294392 , 0.319657 , 0.318175 , 0.311672 , 0.337394 , 0.391309 , 0.383472 , 0.406532 , 0.371836 
 736 , 0.351436 , 0.369157 , 0.29951 , 0.313837 , 0.303035 , 0.301031 , 0.294286 , 0.299492 , 0.296814 , 0.31934 , 0.324336 , 0.256463 , 0.337314 , 0.301464 , 0.298459 , 0.305755 , 0.296493 , 0.322147 , 0.320539 , 0.314201 , 0.341487 , 0.396258 , 0.388362 , 0.411802 , 0.376762 
 737 , 0.353833 , 0.372152 , 0.301648 , 0.315937 , 0.304929 , 0.303227 , 0.295791 , 0.301574 , 0.299283 , 0.321744 , 0.327248 , 0.25797 , 0.340101 , 0.303902 , 0.300503 , 0.308446 , 0.298534 , 0.324574 , 0.32284 , 0.316674 , 0.345481 , 0.401089 , 0.393134 , 0.416951 , 0.381563 
 738 , 0.356024 , 0.374754 , 0.303427 , 0.317824 , 0.306597 , 0.305161 , 0.297142 , 0.303446 , 0.301444 , 0.323823 , 0.329816 , 0.25926 , 0.34246 , 0.306057 , 0.302246 , 0.310688 , 0.300207 , 0.326726 , 0.324867 , 0.318819 , 0.349111 , 0.405375 , 0.397344 , 0.421476 , 0.385732 
 739 , 0.358249 , 0.377365 , 0.305242 , 0.319774 , 0.30822 , 0.307129 , 0.298534 , 0.305336 , 0.303635 , 0.325909 , 0.332456 , 0.260569 , 0.344801 , 0.308257 , 0.303984 , 0.312985 , 0.301922 , 0.328905 , 0.326893 , 0.32102 , 0.352793 , 0.409743 , 0.401608 , 0.426012 , 0.389954 
 740 , 0.360447 , 0.379944 , 0.307036 , 0.321709 , 0.309826 , 0.309077 , 0.299915 , 0.307205 , 0.3058 , 0.327969 , 0.335065 , 0.261869 , 0.347123 , 0.310431 , 0.305707 , 0.315249 , 0.303622 , 0.331064 , 0.328905 , 0.323201 , 0.356434 , 0.414052 , 0.405826 , 0.430497 , 0.39413 
 741 , 0.362415 , 0.382285 , 0.308689 , 0.323438 , 0.311196 , 0.31077 , 0.301136 , 0.308871 , 0.307774 , 0.329838 , 0.337335 , 0.263043 , 0.349176 , 0.31235 , 0.307235 , 0.317264 , 0.30516 , 0.33291 , 0.330597 , 0.325125 , 0.359701 , 0.417845 , 0.409484 , 0.434356 , 0.397843 
 742 , 0.364237 , 0.384515 , 0.310225 , 0.325036 , 0.312523 , 0.312366 , 0.302308 , 0.310389 , 0.309698 , 0.331684 , 0.339432 , 0.264131 , 0.351147 , 0.314112 , 0.308744 , 0.319165 , 0.306716 , 0.334648 , 0.33223 , 0.326938 , 0.362862 , 0.421444 , 0.412962 , 0.43805 , 0.40146 
 743 , 0.36606 , 0.386741 , 0.311762 , 0.326621 , 0.313838 , 0.313957 , 0.303475 , 0.311901 , 0.311612 , 0.333532 , 0.341524 , 0.265212 , 0.353119 , 0.315862 , 0.310253 , 0.321056 , 0.308266 , 0.336387 , 0.333852 , 0.328747 , 0.366003 , 0.425029 , 0.416421 , 0.441737 , 0.405065 
 744 , 0.367778 , 0.388837 , 0.313188 , 0.328089 , 0.315099 , 0.315446 , 0.304595 , 0.313314 , 0.313409 , 0.335269 , 0.343489 , 0.266263 , 0.354921 , 0.317484 , 0.311642 , 0.322809 , 0.309674 , 0.338013 , 0.335382 , 0.330424 , 0.368933 , 0.428317 , 0.419586 , 0.445137 , 0.408407 
 745 , 0.369326 , 0.390733 , 0.314409 , 0.329393 , 0.316244 , 0.316744 , 0.305639 , 0.314668 , 0.315016 , 0.336859 , 0.3453 , 0.267331 , 0.356494 , 0.319003 , 0.312871 , 0.3244 , 0.310853 , 0.339485 , 0.336821 , 0.331943 , 0.371604 , 0.43123 , 0.422346 , 0.448112 , 0.411291 
 746 , 0.370885 , 0.392636 , 0.315626 , 0.330704 , 0.317388 , 0.318035 , 0.30669 , 0.316057 , 0.316628 , 0.338455 , 0.347131 , 0.268429 , 0.358096 , 0.320563 , 0.314124 , 0.32602 , 0.312033 , 0.340971 , 0.338284 , 0.333499 , 0.374327 , 0.434206 , 0.425162 , 0.451108 , 0.414178 
 747 , 0.372429 , 0.394534 , 0.316825 , 0.332009 , 0.318521 , 0.319308 , 0.307744 , 0.317441 , 0.318241 , 0.340048 , 0.348952 , 0.269522 , 0.359684 , 0.322115 , 0.315365 , 0.327627 , 0.313199 , 0.342449 , 0.339744 , 0.335044 , 0.377027 , 0.437164 , 0.42795 , 0.454088 , 0.41704 
 748 , 0.373653 , 0.396078 , 0.317704 , 0.333021 , 0.319379 , 0.320229 , 0.308639 , 0.318529 , 0.319564 , 0.341306 , 0.350313 , 0.27027 , 0.360931 , 0.323285 , 0.316291 , 0.328866 , 0.313996 , 0.343588 , 0.340858 , 0.336185 , 0.379048 , 0.439389 , 0.429979 , 0.456419 , 0.419169 
 749 , 0.374902 , 0.397698 , 0.31867 , 0.334097 , 0.320297 , 0.321258 , 0.309578 , 0.31965 , 0.320938 , 0.342631 , 0.351767 , 0.271067 , 0.362236 , 0.324525 , 0.317241 , 0.330189 , 0.314877 , 0.344905 , 0.342054 , 0.337365 , 0.381149 , 0.441732 , 0.432109 , 0.458979 , 0.421493 
 750 , 0.376179 , 0.399354 , 0.319659 , 0.335192 , 0.321232 , 0.322317 , 0.310547 , 0.320789 , 0.322349 , 0.343989 , 0.353255 , 0.271891 , 0.363574 , 0.325798 , 0.318208 , 0.331551 , 0.315774 , 0.346256 , 0.343283 , 0.33857 , 0.383294 , 0.444123 , 0.434285 , 0.461589 , 0.42387 
 751 , 0.377125 , 0.400637 , 0.320388 , 0.336065 , 0.321955 , 0.3231 , 0.311162 , 0.321604 , 0.323379 , 0.34494 , 0.354394 , 0.272514 , 0.364518 , 0.326708 , 0.318913 , 0.332521 , 0.316422 , 0.347307 , 0.344147 , 0.339452 , 0.384882 , 0.445748 , 0.435826 , 0.46344 , 0.425533 
 752 , 0.378024 , 0.401862 , 0.321033 , 0.336853 , 0.322596 , 0.323788 , 0.311725 , 0.322413 , 0.324348 , 0.345803 , 0.355481 , 0.273082 , 0.36546 , 0.327539 , 0.319697 , 0.33346 , 0.317073 , 0.348245 , 0.344969 , 0.340436 , 0.386458 , 0.44724 , 0.437379 , 0.465132 , 0.42714 
 753 , 0.378972 , 0.403161 , 0.321714 , 0.337681 , 0.323267 , 0.324514 , 0.312318 , 0.323261 , 0.325362 , 0.346712 , 0.356624 , 0.273683 , 0.366464 , 0.328416 , 0.320527 , 0.334445 , 0.317754 , 0.349231 , 0.345831 , 0.341479 , 0.38812 , 0.44881 , 0.439016 , 0.466918 , 0.428837 
 754 , 0.379651 , 0.404141 , 0.322354 , 0.338362 , 0.323862 , 0.324994 , 0.312687 , 0.323954 , 0.326081 , 0.347311 , 0.357472 , 0.27419 , 0.367251 , 0.329123 , 0.321076 , 0.335261 , 0.31839 , 0.350011 , 0.346521 , 0.342307 , 0.389509 , 0.450118 , 0.440497 , 0.468339 , 0.430106 
 755 , 0.379891 , 0.404509 , 0.322969 , 0.338835 , 0.324396 , 0.325159 , 0.312717 , 0.324389 , 0.326406 , 0.347508 , 0.35792 , 0.274667 , 0.367767 , 0.329664 , 0.321164 , 0.335895 , 0.319034 , 0.350627 , 0.34705 , 0.34285 , 0.390634 , 0.451265 , 0.441928 , 0.469447 , 0.430933 
 756 , 0.380166 , 0.404889 , 0.323674 , 0.339376 , 0.325005 , 0.325378 , 0.312777 , 0.324879 , 0.326821 , 0.347779 , 0.358464 , 0.275246 , 0.368377 , 0.330314 , 0.321286 , 0.336635 , 0.319789 , 0.351385 , 0.347692 , 0.343481 , 0.391962 , 0.452659 , 0.44361 , 0.470802 , 0.431974 
 757 , 0.380479 , 0.405311 , 0.324462 , 0.339968 , 0.325689 , 0.325642 , 0.312849 , 0.325422 , 0.327268 , 0.348074 , 0.359053 , 0.275905 , 0.369059 , 0.331048 , 0.321435 , 0.337461 , 0.320649 , 0.35222 , 0.348414 , 0.344194 , 0.393438 , 0.454201 , 0.445475 , 0.4723 , 0.433123 
 758 , 0.380825 , 0.405817 , 0.325358 , 0.340483 , 0.326481 , 0.326062 , 0.313009 , 0.326062 , 0.327649 , 0.348238 , 0.359559 , 0.276843 , 0.36991 , 0.332051 , 0.321713 , 0.338385 , 0.321733 , 0.353072 , 0.349294 , 0.345151 , 0.394961 , 0.455786 , 0.44742 , 0.473759 , 0.434241 
 759 , 0.381158 , 0.406447 , 0.32632 , 0.341005 , 0.327307 , 0.326454 , 0.313236 , 0.326747 , 0.32802 , 0.348357 , 0.360082 , 0.277835 , 0.370833 , 0.333146 , 0.322048 , 0.339378 , 0.322908 , 0.353923 , 0.35021 , 0.346197 , 0.396589 , 0.457392 , 0.449447 , 0.475203 , 0.435349 
 760 , 0.381525 , 0.407137 , 0.327375 , 0.341581 , 0.328219 , 0.326887 , 0.313485 , 0.327503 , 0.328426 , 0.348482 , 0.360659 , 0.278929 , 0.371852 , 0.334351 , 0.322415 , 0.340476 , 0.324202 , 0.354869 , 0.351214 , 0.347344 , 0.398375 , 0.459165 , 0.451688 , 0.476791 , 0.436572 
 761 , 0.382638 , 0.408478 , 0.328392 , 0.342631 , 0.329241 , 0.327912 , 0.314587 , 0.328748 , 0.329779 , 0.349608 , 0.362122 , 0.280201 , 0.373385 , 0.336037 , 0.323665 , 0.342002 , 0.325571 , 0.356436 , 0.352759 , 0.349018 , 0.400697 , 0.461441 , 0.453945 , 0.479136 , 0.43883 
 762 , 0.383966 , 0.409918 , 0.329228 , 0.343741 , 0.330186 , 0.32898 , 0.315529 , 0.329971 , 0.331221 , 0.35077 , 0.363492 , 0.281206 , 0.374638 , 0.337423 , 0.324766 , 0.343181 , 0.326486 , 0.357734 , 0.354027 , 0.350457 , 0.402544 , 0.463131 , 0.455425 , 0.481052 , 0.440593 
 763 , 0.385297 , 0.411368 , 0.330066 , 0.344862 , 0.331132 , 0.330046 , 0.31648 , 0.331198 , 0.332657 , 0.351936 , 0.36486 , 0.28221 , 0.375893 , 0.338815 , 0.325878 , 0.344364 , 0.327409 , 0.359036 , 0.355293 , 0.351896 , 0.404399 , 0.46482 , 0.456908 , 0.482973 , 0.442354 
 764 , 0.386837 , 0.413039 , 0.330764 , 0.346013 , 0.332026 , 0.331366 , 0.317766 , 0.332524 , 0.334413 , 0.353486 , 0.366516 , 0.283199 , 0.377301 , 0.3401 , 0.327264 , 0.345606 , 0.328247 , 0.360505 , 0.356637 , 0.353415 , 0.406369 , 0.466667 , 0.458263 , 0.485073 , 0.444489 
 765 , 0.388582 , 0.414851 , 0.331314 , 0.34709 , 0.332844 , 0.332779 , 0.319388 , 0.333737 , 0.336294 , 0.355302 , 0.368231 , 0.283987 , 0.37857 , 0.341043 , 0.328776 , 0.346666 , 0.328776 , 0.361857 , 0.357718 , 0.354711 , 0.407988 , 0.468225 , 0.458952 , 0.486712 , 0.446467 
 766 , 0.390221 , 0.416514 , 0.331854 , 0.348068 , 0.33362 , 0.334032 , 0.320899 , 0.334793 , 0.337983 , 0.356929 , 0.369741 , 0.284675 , 0.379665 , 0.341862 , 0.330133 , 0.347578 , 0.329199 , 0.363019 , 0.358624 , 0.355827 , 0.409354 , 0.469532 , 0.45944 , 0.488027 , 0.448124 
 767 , 0.391741 , 0.418044 , 0.332368 , 0.348987 , 0.334353 , 0.335206 , 0.322284 , 0.335788 , 0.339524 , 0.358451 , 0.371134 , 0.285328 , 0.380694 , 0.342646 , 0.331392 , 0.348438 , 0.329608 , 0.364094 , 0.359479 , 0.356874 , 0.41061 , 0.470753 , 0.459906 , 0.489253 , 0.449673 
 768 , 0.393065 , 0.419381 , 0.333005 , 0.349893 , 0.335128 , 0.336336 , 0.323428 , 0.336745 , 0.340764 , 0.359905 , 0.372333 , 0.286035 , 0.381761 , 0.343472 , 0.332551 , 0.349302 , 0.330057 , 0.365048 , 0.360347 , 0.357847 , 0.411719 , 0.47189 , 0.460495 , 0.490414 , 0.451229 
 769 , 0.394307 , 0.420667 , 0.333586 , 0.350812 , 0.335856 , 0.337411 , 0.324452 , 0.337684 , 0.341971 , 0.361325 , 0.373464 , 0.286707 , 0.38278 , 0.344248 , 0.333605 , 0.350096 , 0.330443 , 0.365963 , 0.361143 , 0.358742 , 0.41277 , 0.472978 , 0.461125 , 0.49157 , 0.452752 
 770 , 0.395477 , 0.421885 , 0.334131 , 0.351675 , 0.336542 , 0.338432 , 0.325424 , 0.338575 , 0.343105 , 0.362663 , 0.374537 , 0.287337 , 0.38374 , 0.344975 , 0.334606 , 0.350854 , 0.330813 , 0.366834 , 0.3619 , 0.35958 , 0.413758 , 0.474016 , 0.461718 , 0.492662 , 0.454197 
 771 , 0.396357 , 0.422779 , 0.33469 , 0.352428 , 0.337193 , 0.339181 , 0.326184 , 0.339267 , 0.343968 , 0.363443 , 0.375271 , 0.287974 , 0.384424 , 0.345692 , 0.33535 , 0.351431 , 0.331183 , 0.367577 , 0.362532 , 0.360313 , 0.414689 , 0.474963 , 0.462422 , 0.493552 , 0.455164 
 772 , 0.397135 , 0.423668 , 0.335297 , 0.353151 , 0.337879 , 0.339918 , 0.327016 , 0.340017 , 0.344837 , 0.364061 , 0.376057 , 0.288679 , 0.385212 , 0.346505 , 0.336072 , 0.352132 , 0.331722 , 0.368417 , 0.36332 , 0.361155 , 0.41587 , 0.475999 , 0.463322 , 0.494515 , 0.456192 
 773 , 0.397889 , 0.424532 , 0.335891 , 0.353861 , 0.338559 , 0.340636 , 0.327835 , 0.340748 , 0.345679 , 0.364664 , 0.376827 , 0.289374 , 0.385978 , 0.347291 , 0.33678 , 0.352826 , 0.332255 , 0.369243 , 0.364093 , 0.361976 , 0.41702 , 0.477008 , 0.464208 , 0.495456 , 0.457194 
 774 , 0.398603 , 0.425287 , 0.336458 , 0.354512 , 0.339172 , 0.341284 , 0.328537 , 0.341411 , 0.346404 , 0.365241 , 0.3775 , 0.290002 , 0.386698 , 0.348009 , 0.337334 , 0.35347 , 0.332761 , 0.36994 , 0.364773 , 0.362734 , 0.418034 , 0.477859 , 0.464985 , 0.496248 , 0.45806 
 775 , 0.399271 , 0.42582 , 0.336938 , 0.355085 , 0.339705 , 0.341847 , 0.329113 , 0.341975 , 0.346978 , 0.365837 , 0.378115 , 0.290589 , 0.387356 , 0.348664 , 0.337838 , 0.354051 , 0.333217 , 0.370532 , 0.365347 , 0.36342 , 0.418956 , 0.478622 , 0.465627 , 0.497045 , 0.458857 
 776 , 0.399939 , 0.426316 , 0.337379 , 0.355641 , 0.340232 , 0.342406 , 0.329674 , 0.342527 , 0.34754 , 0.366448 , 0.378735 , 0.291191 , 0.387995 , 0.349323 , 0.338375 , 0.354625 , 0.333658 , 0.371125 , 0.36591 , 0.364107 , 0.419877 , 0.479415 , 0.466246 , 0.497893 , 0.459665 
 777 , 0.400599 , 0.42684 , 0.337814 , 0.356228 , 0.340783 , 0.342955 , 0.330223 , 0.343077 , 0.34811 , 0.367051 , 0.379365 , 0.291802 , 0.388649 , 0.349979 , 0.338927 , 0.355195 , 0.334103 , 0.371733 , 0.36647 , 0.364797 , 0.420808 , 0.480186 , 0.46686 , 0.498728 , 0.460463 
 778 , 0.40126 , 0.427572 , 0.33822 , 0.356971 , 0.341469 , 0.343476 , 0.330734 , 0.343652 , 0.348752 , 0.367611 , 0.380075 , 0.292473 , 0.389406 , 0.350678 , 0.33955 , 0.355825 , 0.33464 , 0.372432 , 0.367068 , 0.365563 , 0.421794 , 0.480907 , 0.467527 , 0.499522 , 0.4612 
 779 , 0.401982 , 0.428393 , 0.338689 , 0.357778 , 0.342145 , 0.344067 , 0.331307 , 0.344257 , 0.349453 , 0.36823 , 0.380828 , 0.293167 , 0.390233 , 0.351456 , 0.34021 , 0.356556 , 0.3353 , 0.373174 , 0.367755 , 0.366424 , 0.422858 , 0.481751 , 0.468345 , 0.500372 , 0.462036 
 780 , 0.402712 , 0.429229 , 0.339163 , 0.3586 , 0.342835 , 0.344665 , 0.331885 , 0.344862 , 0.35016 , 0.368856 , 0.381588 , 0.293874 , 0.391068 , 0.352248 , 0.340883 , 0.357301 , 0.335966 , 0.373923 , 0.368441 , 0.367292 , 0.423924 , 0.482611 , 0.469172 , 0.501232 , 0.462881 
 781 , 0.40339 , 0.42994 , 0.339634 , 0.359258 , 0.343384 , 0.345201 , 0.332442 , 0.34544 , 0.350857 , 0.369367 , 0.382243 , 0.294423 , 0.391724 , 0.35296 , 0.341417 , 0.357988 , 0.336492 , 0.374531 , 0.36906 , 0.367981 , 0.424838 , 0.483362 , 0.469769 , 0.501893 , 0.46356 
 782 , 0.404064 , 0.430552 , 0.340078 , 0.359848 , 0.343987 , 0.345736 , 0.332964 , 0.346098 , 0.351613 , 0.369812 , 0.382892 , 0.295021 , 0.392419 , 0.35365 , 0.341971 , 0.358632 , 0.336968 , 0.375245 , 0.369717 , 0.36865 , 0.425728 , 0.484117 , 0.470408 , 0.502644 , 0.46436 
 783 , 0.404757 , 0.431176 , 0.340526 , 0.36045 , 0.344601 , 0.346283 , 0.333497 , 0.346768 , 0.352382 , 0.370262 , 0.383547 , 0.295631 , 0.393133 , 0.354351 , 0.342536 , 0.359288 , 0.337449 , 0.375971 , 0.370385 , 0.369339 , 0.426643 , 0.484878 , 0.471066 , 0.503414 , 0.465165 
 784 , 0.405442 , 0.431848 , 0.340974 , 0.360995 , 0.345207 , 0.346775 , 0.334028 , 0.347419 , 0.353145 , 0.370728 , 0.384181 , 0.29628 , 0.393853 , 0.355022 , 0.343063 , 0.35992 , 0.337953 , 0.376708 , 0.37103 , 0.370057 , 0.427505 , 0.485583 , 0.471719 , 0.504193 , 0.465945 
 785 , 0.406035 , 0.432618 , 0.341481 , 0.361523 , 0.345794 , 0.347186 , 0.334611 , 0.34805 , 0.353837 , 0.371334 , 0.384855 , 0.296969 , 0.394585 , 0.355633 , 0.343552 , 0.360583 , 0.338512 , 0.377423 , 0.371595 , 0.370861 , 0.428422 , 0.48629 , 0.472399 , 0.505064 , 0.466626 
 786 , 0.406615 , 0.433428 , 0.342023 , 0.362065 , 0.346392 , 0.347586 , 0.335219 , 0.34869 , 0.354534 , 0.371984 , 0.385565 , 0.297665 , 0.395325 , 0.356256 , 0.344053 , 0.361277 , 0.339094 , 0.378136 , 0.372148 , 0.371716 , 0.429395 , 0.487032 , 0.473094 , 0.505977 , 0.467298 
