JUL26MNAT00005.spu,JUL26MNAT00004.spu,JUL26MNAT00003.spu,
Wavelength,JUL26MNAT00006.spu,JUL26MNAT00007.spu,JUL26MNAT00008.spu,JUL26MNAT00009.spu,JUL26MNAT00010.spu,JUL26MNAT00011.spu,JUL26MNAT00012.spu,JUL26MNAT00013.spu,JUL26MNAT00014.spu,JUL26MNAT00015.spu,JUL26MNAT00016.spu,JUL26MNAT00017.spu,JUL26MNAT00018.spu,JUL26MNAT00019.spu,JUL26MNAT00020.spu,JUL26MNAT00021.spu,JUL26MNAT00022.spu,JUL26MNAT00023.spu,JUL26MNAT00024.spu,JUL26MNAT00025.spu,JUL26MNAT00026.spu,JUL26MNAT00027.spu,JUL26MNAT00028.spu,JUL26MNAT00029.spu,JUL26MNAT00030.spu
  (nm),7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 
  time  ,28:42 PM,29:27 PM,29:38 PM,29:45 PM,29:51 PM,30:54 PM,31:00 PM,31:08 PM,31:14 PM,31:20 PM,32:09 PM,32:14 PM,32:22 PM,32:30 PM,32:38 PM,32:55 PM,33:02 PM,33:07 PM,33:14 PM,33:20 PM,34:06 PM,34:16 PM,34:25 PM,34:39 PM,34:48 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 559 , 0.119024 , 0.108933 , 0.100836 , 0.103726 , 0.114596 , 0.12074 , 0.142743 , 0.119875 , 0.101627 , 0.123076 , 0.096843 , 0.104749 , 0.098242 , 0.091226 , 0.115566 , 0.085729 , 0.094711 , 0.083386 , 0.105759 , 0.092909 , 0.087425 , 0.0997 , 0.109369 , 0.105818 , 0.092395 
 560 , 0.118932 , 0.108776 , 0.100669 , 0.103593 , 0.114526 , 0.120625 , 0.142701 , 0.119815 , 0.101512 , 0.122903 , 0.096651 , 0.104693 , 0.098113 , 0.091013 , 0.115408 , 0.085507 , 0.094577 , 0.083314 , 0.105529 , 0.092805 , 0.087075 , 0.099253 , 0.108934 , 0.105351 , 0.092054 
 561 , 0.118885 , 0.108592 , 0.100467 , 0.103508 , 0.114445 , 0.120573 , 0.142722 , 0.119752 , 0.101334 , 0.12276 , 0.096381 , 0.104651 , 0.097859 , 0.090817 , 0.115233 , 0.085287 , 0.094351 , 0.083211 , 0.105314 , 0.09265 , 0.086673 , 0.098778 , 0.108447 , 0.104716 , 0.091691 
 562 , 0.118844 , 0.108407 , 0.100256 , 0.103425 , 0.114359 , 0.120533 , 0.142743 , 0.119689 , 0.101146 , 0.122622 , 0.096098 , 0.104616 , 0.097604 , 0.090618 , 0.115053 , 0.085066 , 0.094121 , 0.083108 , 0.105101 , 0.09249 , 0.08627 , 0.098305 , 0.107956 , 0.104053 , 0.091318 
 563 , 0.118808 , 0.108216 , 0.100038 , 0.103347 , 0.114272 , 0.120492 , 0.142767 , 0.119624 , 0.100958 , 0.122489 , 0.095815 , 0.10458 , 0.097342 , 0.090424 , 0.114873 , 0.084844 , 0.093883 , 0.083004 , 0.104887 , 0.09233 , 0.085862 , 0.097832 , 0.107465 , 0.103392 , 0.090953 
 564 , 0.118581 , 0.10789 , 0.09973 , 0.10315 , 0.114094 , 0.120349 , 0.142705 , 0.119439 , 0.10064 , 0.122203 , 0.095386 , 0.104451 , 0.096986 , 0.090119 , 0.114549 , 0.084507 , 0.093552 , 0.082797 , 0.104561 , 0.092057 , 0.085327 , 0.097187 , 0.106785 , 0.102565 , 0.090464 
 565 , 0.118186 , 0.107437 , 0.099341 , 0.102859 , 0.113827 , 0.120119 , 0.142566 , 0.119162 , 0.100201 , 0.121794 , 0.094846 , 0.104243 , 0.09654 , 0.089711 , 0.114124 , 0.084065 , 0.093139 , 0.082507 , 0.104152 , 0.091677 , 0.08468 , 0.096398 , 0.10595 , 0.101611 , 0.089892 
 566 , 0.117794 , 0.106989 , 0.098949 , 0.102577 , 0.113562 , 0.119884 , 0.142427 , 0.118887 , 0.099766 , 0.121383 , 0.094306 , 0.104037 , 0.096094 , 0.089308 , 0.113697 , 0.083629 , 0.092724 , 0.082221 , 0.103741 , 0.091296 , 0.084035 , 0.095605 , 0.105117 , 0.100654 , 0.089321 
 567 , 0.117402 , 0.106521 , 0.098538 , 0.10228 , 0.113282 , 0.119647 , 0.142273 , 0.118618 , 0.099331 , 0.120959 , 0.093746 , 0.103828 , 0.095633 , 0.088891 , 0.113263 , 0.083179 , 0.092288 , 0.081919 , 0.103323 , 0.0909 , 0.083377 , 0.094802 , 0.104276 , 0.099676 , 0.088731 
 568 , 0.117041 , 0.106014 , 0.098012 , 0.10194 , 0.112967 , 0.119393 , 0.142064 , 0.118388 , 0.098889 , 0.120479 , 0.093112 , 0.103605 , 0.095076 , 0.088427 , 0.112814 , 0.082682 , 0.091796 , 0.081544 , 0.102855 , 0.090455 , 0.082682 , 0.093932 , 0.103395 , 0.098609 , 0.088046 
 569 , 0.116683 , 0.10551 , 0.097493 , 0.101596 , 0.11265 , 0.119139 , 0.141858 , 0.11816 , 0.098459 , 0.120004 , 0.092474 , 0.103389 , 0.094513 , 0.087961 , 0.112359 , 0.082191 , 0.091306 , 0.081168 , 0.102391 , 0.090019 , 0.081983 , 0.093061 , 0.102518 , 0.097537 , 0.087355 
 570 , 0.116325 , 0.104996 , 0.096971 , 0.101259 , 0.112331 , 0.118883 , 0.141654 , 0.11793 , 0.098024 , 0.119522 , 0.091836 , 0.103165 , 0.093955 , 0.087491 , 0.111905 , 0.081698 , 0.09082 , 0.080795 , 0.101924 , 0.089573 , 0.081284 , 0.092193 , 0.101629 , 0.096469 , 0.086664 
 571 , 0.116127 , 0.104674 , 0.096625 , 0.101101 , 0.112205 , 0.118814 , 0.141695 , 0.117879 , 0.097735 , 0.119238 , 0.091357 , 0.103134 , 0.093614 , 0.087186 , 0.111638 , 0.081319 , 0.09049 , 0.080546 , 0.101594 , 0.089324 , 0.080714 , 0.091488 , 0.100952 , 0.095546 , 0.086151 
 572 , 0.115949 , 0.104382 , 0.096317 , 0.100972 , 0.1121 , 0.118776 , 0.141781 , 0.117859 , 0.097464 , 0.118981 , 0.090911 , 0.103148 , 0.093304 , 0.0869 , 0.111405 , 0.080949 , 0.090186 , 0.08031 , 0.101282 , 0.089113 , 0.080155 , 0.090818 , 0.100303 , 0.094637 , 0.085673 
 573 , 0.115776 , 0.104089 , 0.095997 , 0.100847 , 0.112003 , 0.118734 , 0.141872 , 0.117846 , 0.097193 , 0.118722 , 0.090462 , 0.103159 , 0.092995 , 0.086622 , 0.111171 , 0.080576 , 0.089876 , 0.080076 , 0.100965 , 0.088903 , 0.079596 , 0.090141 , 0.099652 , 0.093722 , 0.085186 
 574 , 0.115612 , 0.103807 , 0.095686 , 0.100718 , 0.111892 , 0.118726 , 0.141944 , 0.117843 , 0.096936 , 0.118505 , 0.090022 , 0.103151 , 0.092694 , 0.086344 , 0.110911 , 0.080233 , 0.089568 , 0.079853 , 0.100669 , 0.088667 , 0.079057 , 0.089476 , 0.099014 , 0.092842 , 0.084702 
 575 , 0.11547 , 0.103543 , 0.095366 , 0.10058 , 0.111787 , 0.118757 , 0.141994 , 0.117848 , 0.096689 , 0.118336 , 0.089592 , 0.103104 , 0.092397 , 0.086067 , 0.110628 , 0.079921 , 0.089269 , 0.079634 , 0.100403 , 0.088409 , 0.078543 , 0.088805 , 0.098378 , 0.091988 , 0.084226 
 576 , 0.115325 , 0.103279 , 0.095054 , 0.100446 , 0.11168 , 0.118789 , 0.142044 , 0.117861 , 0.096443 , 0.11817 , 0.089158 , 0.10306 , 0.092094 , 0.085798 , 0.110345 , 0.079605 , 0.088964 , 0.079423 , 0.100131 , 0.088145 , 0.078022 , 0.088133 , 0.097741 , 0.091129 , 0.083742 
 577 , 0.115188 , 0.103029 , 0.094755 , 0.100331 , 0.111586 , 0.118827 , 0.142103 , 0.117868 , 0.096209 , 0.118006 , 0.088745 , 0.103023 , 0.091786 , 0.085534 , 0.110089 , 0.079301 , 0.088672 , 0.079216 , 0.099872 , 0.087894 , 0.077514 , 0.087489 , 0.097127 , 0.090302 , 0.083283 
 578 , 0.115136 , 0.102884 , 0.094584 , 0.10034 , 0.111551 , 0.118943 , 0.142225 , 0.117897 , 0.096052 , 0.117879 , 0.088431 , 0.103023 , 0.091463 , 0.08534 , 0.110006 , 0.079061 , 0.088456 , 0.079085 , 0.099721 , 0.087752 , 0.07707 , 0.087024 , 0.096653 , 0.089622 , 0.082946 
 579 , 0.115078 , 0.102745 , 0.094411 , 0.100359 , 0.11151 , 0.119059 , 0.142345 , 0.117926 , 0.095892 , 0.117752 , 0.088116 , 0.103027 , 0.091138 , 0.085136 , 0.109922 , 0.078811 , 0.088242 , 0.078949 , 0.099561 , 0.087612 , 0.076617 , 0.086551 , 0.096174 , 0.088937 , 0.0826 
 580 , 0.115026 , 0.102595 , 0.094234 , 0.100372 , 0.11147 , 0.119174 , 0.142475 , 0.117954 , 0.095735 , 0.117626 , 0.087792 , 0.103032 , 0.090804 , 0.084935 , 0.109833 , 0.078565 , 0.088019 , 0.07881 , 0.099404 , 0.087469 , 0.076162 , 0.086077 , 0.095687 , 0.088246 , 0.082258 
 581 , 0.11497 , 0.102455 , 0.094044 , 0.100326 , 0.111415 , 0.119194 , 0.142513 , 0.117971 , 0.095559 , 0.1175 , 0.087458 , 0.102992 , 0.090548 , 0.084762 , 0.109643 , 0.078289 , 0.087804 , 0.078683 , 0.099204 , 0.087327 , 0.07576 , 0.085573 , 0.095195 , 0.087572 , 0.081881 
 582 , 0.114913 , 0.102314 , 0.093849 , 0.100262 , 0.111362 , 0.119196 , 0.142526 , 0.117988 , 0.09539 , 0.117376 , 0.087122 , 0.102933 , 0.090316 , 0.084588 , 0.109435 , 0.078003 , 0.087586 , 0.078556 , 0.098995 , 0.087187 , 0.075373 , 0.085058 , 0.094694 , 0.086908 , 0.081494 
 583 , 0.114861 , 0.102168 , 0.093644 , 0.100193 , 0.111308 , 0.119203 , 0.142542 , 0.11801 , 0.095216 , 0.117251 , 0.086782 , 0.102874 , 0.090074 , 0.084415 , 0.109214 , 0.077713 , 0.087363 , 0.07843 , 0.098781 , 0.087043 , 0.074978 , 0.08454 , 0.094184 , 0.086224 , 0.0811 
 584 , 0.114752 , 0.102013 , 0.093451 , 0.100117 , 0.111232 , 0.119184 , 0.142517 , 0.117987 , 0.095039 , 0.117098 , 0.086459 , 0.102795 , 0.089855 , 0.084232 , 0.108993 , 0.077477 , 0.087153 , 0.078265 , 0.098553 , 0.086892 , 0.074621 , 0.084054 , 0.093694 , 0.085642 , 0.08073 
 585 , 0.114584 , 0.101843 , 0.093267 , 0.100057 , 0.111148 , 0.119121 , 0.142455 , 0.117908 , 0.09487 , 0.116909 , 0.086181 , 0.102743 , 0.089653 , 0.084034 , 0.108764 , 0.077314 , 0.086944 , 0.078083 , 0.098336 , 0.086731 , 0.074315 , 0.083643 , 0.093237 , 0.085169 , 0.080414 
 586 , 0.114405 , 0.101669 , 0.093078 , 0.099993 , 0.111058 , 0.119058 , 0.142393 , 0.117824 , 0.094696 , 0.116714 , 0.085893 , 0.102691 , 0.089441 , 0.083832 , 0.10853 , 0.077148 , 0.086731 , 0.077886 , 0.098109 , 0.086572 , 0.074007 , 0.083224 , 0.092765 , 0.084688 , 0.080094 
 587 , 0.114241 , 0.101505 , 0.0929 , 0.099943 , 0.110982 , 0.118991 , 0.142324 , 0.117748 , 0.094521 , 0.116528 , 0.085604 , 0.102642 , 0.08924 , 0.08363 , 0.108306 , 0.076976 , 0.086524 , 0.077701 , 0.097898 , 0.086417 , 0.073693 , 0.082805 , 0.092305 , 0.084201 , 0.079775 
 588 , 0.114231 , 0.101446 , 0.092856 , 0.099956 , 0.110979 , 0.118915 , 0.142257 , 0.117783 , 0.094412 , 0.116458 , 0.085356 , 0.102624 , 0.089086 , 0.083501 , 0.108163 , 0.076825 , 0.086399 , 0.077621 , 0.097835 , 0.08634 , 0.073408 , 0.082464 , 0.092002 , 0.083772 , 0.079571 
 589 , 0.114218 , 0.101382 , 0.092807 , 0.099973 , 0.110977 , 0.118845 , 0.142189 , 0.117819 , 0.094298 , 0.116387 , 0.085098 , 0.102596 , 0.088929 , 0.083365 , 0.108018 , 0.076676 , 0.086277 , 0.077536 , 0.097763 , 0.086259 , 0.073116 , 0.082116 , 0.091687 , 0.08333 , 0.079357 
 590 , 0.114206 , 0.101318 , 0.092758 , 0.099986 , 0.11097 , 0.118776 , 0.142117 , 0.117862 , 0.094184 , 0.116311 , 0.084834 , 0.102568 , 0.088766 , 0.08323 , 0.107868 , 0.076515 , 0.086154 , 0.077446 , 0.097687 , 0.086172 , 0.072818 , 0.081756 , 0.09136 , 0.082876 , 0.079139 
 591 , 0.114369 , 0.101425 , 0.092818 , 0.100169 , 0.111151 , 0.118944 , 0.142269 , 0.117977 , 0.094215 , 0.116391 , 0.084772 , 0.102692 , 0.088769 , 0.083239 , 0.107891 , 0.076531 , 0.086204 , 0.077474 , 0.097699 , 0.086234 , 0.072711 , 0.08163 , 0.091115 , 0.08262 , 0.079084 
 592 , 0.114599 , 0.101584 , 0.092903 , 0.100413 , 0.111388 , 0.119188 , 0.142492 , 0.118112 , 0.094269 , 0.116515 , 0.084767 , 0.102855 , 0.088817 , 0.083282 , 0.107964 , 0.076589 , 0.086298 , 0.077523 , 0.097752 , 0.086334 , 0.07265 , 0.08155 , 0.090881 , 0.082413 , 0.079066 
 593 , 0.114829 , 0.101749 , 0.092999 , 0.100657 , 0.111638 , 0.119433 , 0.142722 , 0.118246 , 0.094328 , 0.116633 , 0.084765 , 0.103024 , 0.088864 , 0.083329 , 0.108043 , 0.07665 , 0.08639 , 0.077575 , 0.097804 , 0.086432 , 0.072592 , 0.081473 , 0.090644 , 0.082202 , 0.079046 
 594 , 0.115044 , 0.101893 , 0.093092 , 0.100889 , 0.111859 , 0.119674 , 0.142963 , 0.118396 , 0.094388 , 0.116738 , 0.084737 , 0.103189 , 0.088926 , 0.083358 , 0.108091 , 0.076678 , 0.086448 , 0.077623 , 0.09784 , 0.086525 , 0.07253 , 0.081361 , 0.090453 , 0.081997 , 0.079002 
 595 , 0.115211 , 0.101979 , 0.093172 , 0.101098 , 0.112007 , 0.119855 , 0.14318 , 0.118545 , 0.094435 , 0.116789 , 0.084651 , 0.103319 , 0.088968 , 0.083329 , 0.108071 , 0.076648 , 0.086462 , 0.077672 , 0.097817 , 0.086604 , 0.07245 , 0.081186 , 0.090314 , 0.081787 , 0.078923 
 596 , 0.115386 , 0.102074 , 0.093255 , 0.10131 , 0.112164 , 0.12004 , 0.143394 , 0.118697 , 0.094478 , 0.116836 , 0.084573 , 0.103458 , 0.089019 , 0.083296 , 0.108053 , 0.07662 , 0.086477 , 0.077711 , 0.09779 , 0.08668 , 0.072377 , 0.081011 , 0.09017 , 0.081572 , 0.078845 
 597 , 0.115566 , 0.102174 , 0.09335 , 0.101528 , 0.112332 , 0.120229 , 0.143635 , 0.118854 , 0.094533 , 0.116899 , 0.084495 , 0.103609 , 0.089063 , 0.083276 , 0.108045 , 0.076598 , 0.086498 , 0.077763 , 0.09778 , 0.086767 , 0.072305 , 0.080848 , 0.090026 , 0.081363 , 0.078774 
 598 , 0.115841 , 0.102392 , 0.093595 , 0.101811 , 0.112656 , 0.120476 , 0.144201 , 0.119111 , 0.094679 , 0.117099 , 0.084559 , 0.103925 , 0.089152 , 0.083421 , 0.108158 , 0.076661 , 0.086607 , 0.077846 , 0.097961 , 0.086966 , 0.072331 , 0.080864 , 0.089954 , 0.08126 , 0.078798 
 599 , 0.116121 , 0.102616 , 0.09385 , 0.1021 , 0.112989 , 0.120734 , 0.144786 , 0.119366 , 0.094822 , 0.117297 , 0.084623 , 0.104254 , 0.089249 , 0.083585 , 0.108285 , 0.076728 , 0.086717 , 0.077934 , 0.09814 , 0.087173 , 0.07236 , 0.080892 , 0.089885 , 0.081156 , 0.078816 
 600 , 0.116409 , 0.102836 , 0.094108 , 0.102385 , 0.113331 , 0.121001 , 0.145382 , 0.119631 , 0.094968 , 0.117497 , 0.084695 , 0.104579 , 0.089341 , 0.083745 , 0.108408 , 0.07679 , 0.086829 , 0.078017 , 0.098328 , 0.087382 , 0.072396 , 0.080914 , 0.089816 , 0.081052 , 0.07884 
 601 , 0.116619 , 0.102998 , 0.094303 , 0.102589 , 0.113536 , 0.121225 , 0.145582 , 0.119834 , 0.095044 , 0.117648 , 0.084669 , 0.10478 , 0.089371 , 0.083832 , 0.108417 , 0.076786 , 0.08686 , 0.078051 , 0.098368 , 0.087475 , 0.072373 , 0.080821 , 0.089666 , 0.080875 , 0.078852 
 602 , 0.116787 , 0.103122 , 0.094459 , 0.102772 , 0.11368 , 0.121438 , 0.145625 , 0.120027 , 0.095098 , 0.117794 , 0.084619 , 0.104938 , 0.089391 , 0.083883 , 0.108377 , 0.07677 , 0.086881 , 0.078067 , 0.098344 , 0.087539 , 0.072318 , 0.080697 , 0.089475 , 0.080661 , 0.078863 
 603 , 0.116963 , 0.103254 , 0.094623 , 0.102958 , 0.113826 , 0.121654 , 0.145669 , 0.120221 , 0.095142 , 0.117943 , 0.084564 , 0.105098 , 0.089412 , 0.083936 , 0.108332 , 0.076749 , 0.086904 , 0.07809 , 0.098328 , 0.087605 , 0.072269 , 0.080569 , 0.089291 , 0.080442 , 0.078882 
 604 , 0.117125 , 0.103374 , 0.094742 , 0.103162 , 0.11395 , 0.121862 , 0.145783 , 0.120426 , 0.095196 , 0.118076 , 0.084474 , 0.105264 , 0.089399 , 0.083941 , 0.108274 , 0.076696 , 0.086897 , 0.078077 , 0.098297 , 0.087654 , 0.072189 , 0.080446 , 0.089102 , 0.080185 , 0.078901 
 605 , 0.117282 , 0.103449 , 0.09481 , 0.103388 , 0.11403 , 0.122069 , 0.145991 , 0.120607 , 0.095246 , 0.118162 , 0.084308 , 0.105427 , 0.089313 , 0.083895 , 0.108212 , 0.076584 , 0.086819 , 0.07801 , 0.098256 , 0.087705 , 0.072089 , 0.080309 , 0.088912 , 0.079885 , 0.078896 
 606 , 0.117445 , 0.10353 , 0.094877 , 0.103621 , 0.114103 , 0.122276 , 0.146211 , 0.120787 , 0.095297 , 0.118247 , 0.084146 , 0.105596 , 0.089226 , 0.083849 , 0.108154 , 0.076472 , 0.086741 , 0.077942 , 0.098207 , 0.08775 , 0.071981 , 0.080172 , 0.088722 , 0.079583 , 0.078896 
 607 , 0.117603 , 0.103611 , 0.094944 , 0.103854 , 0.114182 , 0.12249 , 0.146433 , 0.120974 , 0.095346 , 0.118339 , 0.083977 , 0.105771 , 0.089138 , 0.0838 , 0.10809 , 0.076357 , 0.086661 , 0.077872 , 0.098151 , 0.087793 , 0.071871 , 0.080033 , 0.088529 , 0.079272 , 0.078883 
 608 , 0.117754 , 0.103694 , 0.094981 , 0.103956 , 0.114358 , 0.122699 , 0.146691 , 0.12123 , 0.095305 , 0.118431 , 0.083787 , 0.105987 , 0.089025 , 0.08372 , 0.108072 , 0.076202 , 0.08658 , 0.077775 , 0.098 , 0.087732 , 0.071684 , 0.079848 , 0.088372 , 0.07894 , 0.078659 
 609 , 0.117906 , 0.103787 , 0.095012 , 0.104068 , 0.114547 , 0.122901 , 0.146949 , 0.121509 , 0.095256 , 0.118516 , 0.083599 , 0.106205 , 0.088924 , 0.083642 , 0.10805 , 0.076045 , 0.086512 , 0.077669 , 0.097846 , 0.087666 , 0.07149 , 0.07966 , 0.088216 , 0.078598 , 0.078439 
 610 , 0.118054 , 0.103883 , 0.095045 , 0.104176 , 0.114733 , 0.123112 , 0.147216 , 0.121785 , 0.09521 , 0.11861 , 0.083412 , 0.106421 , 0.088813 , 0.083559 , 0.108029 , 0.075889 , 0.086433 , 0.077571 , 0.097687 , 0.087595 , 0.071296 , 0.079473 , 0.088054 , 0.07825 , 0.078213 
 611 , 0.118151 , 0.10388 , 0.095042 , 0.104278 , 0.11485 , 0.123272 , 0.147416 , 0.121998 , 0.095201 , 0.11869 , 0.083202 , 0.10652 , 0.088659 , 0.08341 , 0.107922 , 0.075711 , 0.086313 , 0.077365 , 0.097528 , 0.087526 , 0.071105 , 0.079245 , 0.087808 , 0.077849 , 0.078069 
 612 , 0.118234 , 0.103839 , 0.095032 , 0.104379 , 0.114959 , 0.123416 , 0.147623 , 0.122171 , 0.095228 , 0.118792 , 0.082981 , 0.106581 , 0.088476 , 0.083244 , 0.107789 , 0.075535 , 0.08617 , 0.077117 , 0.097375 , 0.087458 , 0.070923 , 0.078994 , 0.087538 , 0.077449 , 0.07797 
 613 , 0.118312 , 0.1038 , 0.095025 , 0.104482 , 0.115064 , 0.123563 , 0.147834 , 0.122353 , 0.095252 , 0.118896 , 0.08276 , 0.106638 , 0.088287 , 0.083074 , 0.107651 , 0.075348 , 0.086034 , 0.076871 , 0.097217 , 0.087391 , 0.070729 , 0.078738 , 0.087268 , 0.077037 , 0.077872 
 614 , 0.118386 , 0.103781 , 0.094991 , 0.104574 , 0.115128 , 0.123747 , 0.148077 , 0.122548 , 0.095273 , 0.11897 , 0.082543 , 0.106688 , 0.088106 , 0.082942 , 0.107543 , 0.07516 , 0.08585 , 0.076648 , 0.097056 , 0.087301 , 0.070538 , 0.078461 , 0.087024 , 0.076623 , 0.077736 
 615 , 0.118456 , 0.10379 , 0.09491 , 0.104664 , 0.115108 , 0.124013 , 0.148346 , 0.122751 , 0.095279 , 0.118954 , 0.082361 , 0.10672 , 0.087962 , 0.082872 , 0.107495 , 0.074964 , 0.08558 , 0.076459 , 0.096879 , 0.087174 , 0.070348 , 0.078164 , 0.086835 , 0.076189 , 0.077536 
 616 , 0.118522 , 0.103801 , 0.09483 , 0.10475 , 0.115096 , 0.124283 , 0.148616 , 0.122965 , 0.095286 , 0.118935 , 0.082174 , 0.106741 , 0.087818 , 0.082796 , 0.107437 , 0.074767 , 0.085304 , 0.076264 , 0.096703 , 0.087041 , 0.070158 , 0.077866 , 0.086641 , 0.075753 , 0.07733 
 617 , 0.118589 , 0.103813 , 0.094744 , 0.104843 , 0.115084 , 0.124555 , 0.148887 , 0.123173 , 0.095299 , 0.118922 , 0.081985 , 0.106774 , 0.087674 , 0.082726 , 0.107385 , 0.074564 , 0.085027 , 0.076069 , 0.096521 , 0.086915 , 0.069974 , 0.077574 , 0.086446 , 0.07531 , 0.07713 
 618 , 0.118805 , 0.103897 , 0.09477 , 0.105003 , 0.115285 , 0.124869 , 0.149176 , 0.123498 , 0.095393 , 0.119095 , 0.081832 , 0.106954 , 0.087557 , 0.082697 , 0.107423 , 0.074452 , 0.084938 , 0.075953 , 0.096468 , 0.086976 , 0.069864 , 0.077472 , 0.08634 , 0.075094 , 0.077157 
 619 , 0.119012 , 0.103979 , 0.09479 , 0.105154 , 0.115487 , 0.125189 , 0.149473 , 0.123823 , 0.095495 , 0.119278 , 0.081675 , 0.107139 , 0.087425 , 0.08267 , 0.107461 , 0.074341 , 0.084859 , 0.075837 , 0.096423 , 0.087042 , 0.069752 , 0.077364 , 0.086244 , 0.074872 , 0.077198 
 620 , 0.119221 , 0.104069 , 0.094818 , 0.105313 , 0.115691 , 0.125512 , 0.149772 , 0.124143 , 0.095592 , 0.119456 , 0.081518 , 0.10732 , 0.087295 , 0.082644 , 0.107493 , 0.07423 , 0.084781 , 0.075716 , 0.096372 , 0.087109 , 0.069635 , 0.077264 , 0.086143 , 0.074651 , 0.077233 
 621 , 0.119453 , 0.104136 , 0.094828 , 0.105482 , 0.115862 , 0.125809 , 0.150062 , 0.124451 , 0.095746 , 0.119571 , 0.081372 , 0.107429 , 0.087194 , 0.08263 , 0.107547 , 0.074122 , 0.084689 , 0.075611 , 0.096304 , 0.087033 , 0.069546 , 0.077192 , 0.086097 , 0.074445 , 0.077223 
 622 , 0.119704 , 0.104204 , 0.094839 , 0.105669 , 0.116021 , 0.126088 , 0.150369 , 0.124771 , 0.095926 , 0.11966 , 0.081233 , 0.107507 , 0.08712 , 0.082605 , 0.107619 , 0.074029 , 0.084592 , 0.075507 , 0.09623 , 0.086896 , 0.069459 , 0.07714 , 0.086095 , 0.07424 , 0.07719 
 623 , 0.119963 , 0.104273 , 0.094845 , 0.105865 , 0.116182 , 0.126375 , 0.150684 , 0.125094 , 0.096101 , 0.119751 , 0.081095 , 0.107594 , 0.087046 , 0.082581 , 0.107687 , 0.073931 , 0.08449 , 0.075398 , 0.096157 , 0.086754 , 0.069372 , 0.07709 , 0.086088 , 0.074036 , 0.077158 
 624 , 0.120258 , 0.104425 , 0.094908 , 0.106088 , 0.116384 , 0.126716 , 0.151038 , 0.125433 , 0.096309 , 0.119896 , 0.080994 , 0.107739 , 0.087029 , 0.082613 , 0.107782 , 0.0739 , 0.084432 , 0.075345 , 0.096154 , 0.086705 , 0.069334 , 0.077082 , 0.08612 , 0.073894 , 0.077195 
 625 , 0.120625 , 0.104762 , 0.095059 , 0.10636 , 0.116669 , 0.127184 , 0.151427 , 0.125792 , 0.096569 , 0.120145 , 0.080987 , 0.108007 , 0.087134 , 0.082753 , 0.107926 , 0.07401 , 0.08445 , 0.075389 , 0.096301 , 0.086834 , 0.069392 , 0.077155 , 0.086216 , 0.073854 , 0.077392 
 626 , 0.120987 , 0.105105 , 0.095208 , 0.106625 , 0.116967 , 0.127652 , 0.151812 , 0.126158 , 0.096827 , 0.120393 , 0.080977 , 0.108275 , 0.087236 , 0.082896 , 0.108069 , 0.074118 , 0.084478 , 0.075431 , 0.096446 , 0.086967 , 0.069447 , 0.077225 , 0.08631 , 0.073818 , 0.077594 
 627 , 0.121359 , 0.105452 , 0.095359 , 0.106899 , 0.117261 , 0.128131 , 0.152207 , 0.126521 , 0.097095 , 0.120651 , 0.080968 , 0.108547 , 0.08734 , 0.083042 , 0.108221 , 0.074227 , 0.084502 , 0.07548 , 0.096593 , 0.087102 , 0.06951 , 0.077297 , 0.0864 , 0.073783 , 0.077798 
 628 , 0.121673 , 0.105647 , 0.095495 , 0.107221 , 0.117504 , 0.12847 , 0.152548 , 0.126928 , 0.097245 , 0.120908 , 0.081042 , 0.108801 , 0.087426 , 0.083187 , 0.108374 , 0.074233 , 0.084598 , 0.0755 , 0.096662 , 0.087225 , 0.069524 , 0.077443 , 0.086485 , 0.073744 , 0.077907 
 629 , 0.121997 , 0.105831 , 0.095625 , 0.107545 , 0.117739 , 0.128786 , 0.15289 , 0.127335 , 0.097378 , 0.121168 , 0.081118 , 0.109053 , 0.087511 , 0.083322 , 0.108531 , 0.074234 , 0.084685 , 0.075515 , 0.096724 , 0.087341 , 0.069537 , 0.077582 , 0.086575 , 0.073694 , 0.078015 
 630 , 0.122322 , 0.106017 , 0.095763 , 0.107879 , 0.117975 , 0.129116 , 0.153241 , 0.127738 , 0.097518 , 0.121435 , 0.081187 , 0.109307 , 0.087598 , 0.083458 , 0.108684 , 0.07423 , 0.084767 , 0.075538 , 0.096788 , 0.087453 , 0.06955 , 0.077721 , 0.086667 , 0.073645 , 0.078124 
 631 , 0.122648 , 0.106172 , 0.095888 , 0.108148 , 0.118243 , 0.129445 , 0.153594 , 0.128099 , 0.097676 , 0.121692 , 0.081224 , 0.10957 , 0.0876 , 0.083528 , 0.108796 , 0.074188 , 0.084805 , 0.075535 , 0.096826 , 0.087537 , 0.069531 , 0.077763 , 0.086662 , 0.073546 , 0.078178 
