  time  ,:05:45 A,:05:52 A,:06:00 A,:06:06 A,:06:12 A,:06:51 A,:06:59 A,:07:08 A,:07:20 A,:07:28 A,:08:09 A,:08:18 A,:08:26 A,:08:33 A,:08:44 A,:09:26 A,:09:34 A,:09:47 A,:09:56 A,:10:06 A,:10:45 A,:10:53 A,:11:01 A,:11:08 A,:11:16 A,:11:54 A,:12:02 A,:12:11 A,:12:19 A,:12:26 A,:13:11 A,:13:21 A,:13:30 A,:13:36 A,:13:45 A,:14:25 A,:14:33 A,:14:43 A,:14:53 A,:15:01 A,:15:44 A,:15:51 A,:16:05 A,:16:12 A,:16:21 A,:17:10 A,:17:18 A,:17:25 A,:17:32 A,:17:39 A,:18:47 A,:18:55 A,:19:02 A,:19:13 A,:19:25 A,:20:03 A,:20:15 A,:20:24 A,:20:31 A,:20:38 A,:21:18 A,:21:26 A,:21:34 A,:21:42 A,:21:49 A,:22:34 A,:22:42 A,:22:56 A,:23:05 A,:23:13 A,:24:13 A,:24:22 A,:24:30 A,:24:48 A,:24:56 A,:25:40 A,:25:52 A,:26:02 A,:26:11 A,:26:19 A,:27:01 A,:27:11 A,:27:19 A,:27:26 A,:27:35 A,:28:24 A,:28:33 A,:28:41 A,:28:48 A,:28:59 A,:29:48 A,:29:56 A,:30:03 A,:30:12 A,:30:20 A,:31:03 A,:31:10 A,:31:18 A,:31:25 A,:31:33 A,:33:35 A,:33:47 A,:33:55 A,:34:06 A,:34:12 A,:36:08 A,:36:18 A,:36:28 A,:36:38 A,:36:46 A,:37:27 A,:37:35 A,:37:57 A,:38:04 A,:38:43 A,:38:58 A,:39:07 A,:39:14 A,:39:22 A,:39:29 A,:40:15 A,:40:22 A,:40:30 A,:40:38 A,:40:49 A,:42:01 A,:43:06 A,:43:15 A,:43:23 A,:43:33 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 679 , 0.070493 , 0.053143 , 0.06183 , 0.043831 , 0.065607 , 0.076047 , 0.089736 , 0.069099 , 0.058635 , 0.05892 , 0.045596 , 0.048165 , 0.053818 , 0.059558 , 0.055694 , 0.075167 , 0.031677 , 0.062388 , 0.071031 , 0.060091 , 0.075372 , 0.075062 , 0.086015 , 0.057632 , 0.067836 , 0.060097 , 0.061001 , 0.062016 , 0.063583 , 0.085458 , 0.058406 , 0.047571 , 0.069651 , 0.061471 , 0.056202 , 0.03372 , 0.034308 , 0.042302 , 0.065248 , 0.040574 , 0.031844 , 0.048593 , 0.038197 , 0.04102 , 0.034884 , 0.051063 , 0.04502 , 0.051571 , 0.059453 , 0.058555 , 0.051428 , 0.049397 , 0.051187 , 0.051298 , 0.044537 , 0.054964 , 0.058208 , 0.069867 , 0.06531 , 0.062908 , 0.073335 , 0.070592 , 0.065062 , 0.052369 , 0.058369 , 0.049199 , 0.065849 , 0.048159 , 0.058691 , 0.061527 , 0.052134 , 0.043682 , 0.066641 , 0.04081 , 0.043354 , 0.090777 , 0.049645 , 0.063812 , 0.055304 , 0.064016 , 0.055589 , 0.078628 , 0.059614 , 0.06175 , 0.087489 , 0.045831 , 0.042376 , 0.034123 , 0.035262 , 0.040036 , 0.054301 , 0.067973 , 0.06931 , 0.04819 , 0.066833 , 0.039138 , 0.045261 , 0.044828 , 0.03907 , 0.04889 , 0.077954 , 0.068406 , 0.04559 , 0.065576 , 0.048679 , 0.055985 , 0.051707 , 0.062629 , 0.080071 , 0.064493 , 0.037212 , 0.050469 , 0.058047 , 0.044747 , 0.079303 , 0.061905 , 0.099104 , 0.042704 , 0.065075 , 0.060549 , 0.062388 , 0.062666 , 0.071533 , 0.059533 , 0.074158 , 0.07165 , 0.043633 , 0.051905 , 0.075787 , 0.070133 
 680 , 0.070947 , 0.053764 , 0.062526 , 0.044294 , 0.066177 , 0.076511 , 0.090296 , 0.069568 , 0.059185 , 0.059378 , 0.046064 , 0.048654 , 0.054205 , 0.060086 , 0.056273 , 0.075741 , 0.032142 , 0.063048 , 0.071493 , 0.060663 , 0.07589 , 0.075554 , 0.086502 , 0.058136 , 0.068314 , 0.060663 , 0.061464 , 0.062396 , 0.064091 , 0.085968 , 0.058931 , 0.048045 , 0.070152 , 0.061967 , 0.056652 , 0.034123 , 0.034781 , 0.042698 , 0.065706 , 0.041071 , 0.032235 , 0.04907 , 0.038681 , 0.041438 , 0.035352 , 0.051547 , 0.045474 , 0.052106 , 0.059974 , 0.059049 , 0.051907 , 0.049889 , 0.05169 , 0.051777 , 0.045027 , 0.055497 , 0.058633 , 0.070338 , 0.065892 , 0.063371 , 0.073822 , 0.071065 , 0.065532 , 0.052839 , 0.058949 , 0.049628 , 0.066345 , 0.048604 , 0.059154 , 0.062029 , 0.052622 , 0.044102 , 0.067146 , 0.041233 , 0.04386 , 0.091321 , 0.050212 , 0.064296 , 0.055801 , 0.064501 , 0.056236 , 0.079268 , 0.060204 , 0.062309 , 0.08821 , 0.04635 , 0.042711 , 0.034539 , 0.035675 , 0.040606 , 0.054745 , 0.068488 , 0.06981 , 0.048672 , 0.067401 , 0.039699 , 0.045797 , 0.045443 , 0.039531 , 0.049349 , 0.078535 , 0.06891 , 0.046008 , 0.066059 , 0.049188 , 0.056559 , 0.052274 , 0.063315 , 0.080963 , 0.065066 , 0.037699 , 0.050877 , 0.058558 , 0.045195 , 0.079746 , 0.062433 , 0.099586 , 0.043121 , 0.065445 , 0.060986 , 0.06288 , 0.063153 , 0.072102 , 0.060098 , 0.074703 , 0.072033 , 0.044139 , 0.052305 , 0.076299 , 0.070599 
 681 , 0.071773 , 0.054858 , 0.06365 , 0.045124 , 0.067003 , 0.077368 , 0.091179 , 0.070462 , 0.059928 , 0.060303 , 0.046947 , 0.049564 , 0.055058 , 0.061027 , 0.057219 , 0.076681 , 0.032999 , 0.064149 , 0.072266 , 0.061652 , 0.076712 , 0.076418 , 0.087227 , 0.058929 , 0.069032 , 0.061602 , 0.06222 , 0.0631 , 0.06498 , 0.086746 , 0.05971 , 0.048921 , 0.070986 , 0.062807 , 0.057475 , 0.034891 , 0.035602 , 0.043426 , 0.066347 , 0.041909 , 0.032968 , 0.049838 , 0.039505 , 0.042202 , 0.036102 , 0.052392 , 0.046273 , 0.053066 , 0.06089 , 0.059772 , 0.052748 , 0.050675 , 0.052536 , 0.052561 , 0.045774 , 0.056357 , 0.05946 , 0.071149 , 0.06684 , 0.064199 , 0.074558 , 0.071829 , 0.06626 , 0.053541 , 0.059791 , 0.050438 , 0.067134 , 0.049376 , 0.059928 , 0.062844 , 0.05341 , 0.044818 , 0.067983 , 0.042046 , 0.044731 , 0.092178 , 0.051106 , 0.065061 , 0.056632 , 0.065336 , 0.057237 , 0.08034 , 0.061177 , 0.063213 , 0.089368 , 0.047191 , 0.043232 , 0.035271 , 0.03642 , 0.041515 , 0.055489 , 0.069375 , 0.070624 , 0.049476 , 0.068314 , 0.040616 , 0.046648 , 0.04646 , 0.040391 , 0.050076 , 0.079453 , 0.069738 , 0.046779 , 0.06684 , 0.050019 , 0.0574 , 0.053191 , 0.064461 , 0.082438 , 0.065991 , 0.038487 , 0.051518 , 0.059348 , 0.04583 , 0.080489 , 0.063269 , 0.100332 , 0.043832 , 0.066041 , 0.061677 , 0.063662 , 0.064024 , 0.072959 , 0.061084 , 0.075513 , 0.072791 , 0.045018 , 0.052985 , 0.07713 , 0.071386 
 682 , 0.072861 , 0.05627 , 0.065075 , 0.046194 , 0.067998 , 0.078475 , 0.092287 , 0.071622 , 0.060807 , 0.061521 , 0.048109 , 0.050762 , 0.056226 , 0.062234 , 0.058404 , 0.077868 , 0.034109 , 0.065538 , 0.073243 , 0.06291 , 0.077742 , 0.077523 , 0.088113 , 0.059925 , 0.069926 , 0.062785 , 0.06316 , 0.064024 , 0.066108 , 0.087706 , 0.060657 , 0.050061 , 0.07206 , 0.063874 , 0.058542 , 0.035898 , 0.036668 , 0.044372 , 0.067128 , 0.042971 , 0.033921 , 0.050794 , 0.040548 , 0.043202 , 0.037038 , 0.053478 , 0.047314 , 0.054298 , 0.062065 , 0.060651 , 0.053823 , 0.051657 , 0.053616 , 0.05356 , 0.046707 , 0.05744 , 0.06055 , 0.072216 , 0.068042 , 0.065288 , 0.075483 , 0.072798 , 0.067134 , 0.054405 , 0.060813 , 0.051513 , 0.068111 , 0.050368 , 0.060913 , 0.063874 , 0.054405 , 0.04573 , 0.069043 , 0.043127 , 0.045849 , 0.093263 , 0.05222 , 0.066033 , 0.057703 , 0.066433 , 0.058466 , 0.081729 , 0.062403 , 0.064356 , 0.090835 , 0.048259 , 0.043872 , 0.036218 , 0.037382 , 0.042664 , 0.05642 , 0.070501 , 0.071653 , 0.050487 , 0.069463 , 0.041775 , 0.047708 , 0.047764 , 0.041512 , 0.050988 , 0.080615 , 0.070802 , 0.04779 , 0.067823 , 0.051075 , 0.058429 , 0.054336 , 0.065939 , 0.084326 , 0.067172 , 0.039472 , 0.052314 , 0.060325 , 0.0466 , 0.081422 , 0.064299 , 0.101268 , 0.044735 , 0.066796 , 0.062559 , 0.064631 , 0.065157 , 0.074031 , 0.062347 , 0.076497 , 0.073775 , 0.046131 , 0.053841 , 0.078174 , 0.072373 
 683 , 0.073963 , 0.057709 , 0.066535 , 0.047289 , 0.06902 , 0.079603 , 0.093423 , 0.072815 , 0.061699 , 0.062765 , 0.049303 , 0.051981 , 0.05742 , 0.063468 , 0.059616 , 0.079082 , 0.035244 , 0.066962 , 0.074245 , 0.064202 , 0.0788 , 0.078649 , 0.089013 , 0.06094 , 0.070833 , 0.064001 , 0.064127 , 0.064961 , 0.067269 , 0.088693 , 0.06163 , 0.051222 , 0.07316 , 0.064967 , 0.059628 , 0.036938 , 0.037753 , 0.045338 , 0.067928 , 0.044052 , 0.034893 , 0.051774 , 0.041618 , 0.044221 , 0.037992 , 0.054597 , 0.04838 , 0.055563 , 0.063273 , 0.061548 , 0.054923 , 0.052665 , 0.054723 , 0.054585 , 0.047659 , 0.058549 , 0.061667 , 0.073304 , 0.069271 , 0.066404 , 0.076422 , 0.073788 , 0.068035 , 0.055294 , 0.061849 , 0.052602 , 0.069114 , 0.051385 , 0.061918 , 0.064929 , 0.055419 , 0.046661 , 0.07013 , 0.044234 , 0.046994 , 0.09437 , 0.053361 , 0.067019 , 0.058794 , 0.067558 , 0.059723 , 0.083147 , 0.063656 , 0.065525 , 0.092332 , 0.049346 , 0.044535 , 0.037189 , 0.038362 , 0.043838 , 0.05737 , 0.071655 , 0.072708 , 0.051523 , 0.070638 , 0.04296 , 0.048794 , 0.049095 , 0.042659 , 0.051925 , 0.081799 , 0.071893 , 0.048826 , 0.068825 , 0.052157 , 0.059478 , 0.055513 , 0.067445 , 0.086265 , 0.068386 , 0.040476 , 0.053129 , 0.061322 , 0.047389 , 0.082369 , 0.065356 , 0.102225 , 0.045658 , 0.067571 , 0.063455 , 0.065613 , 0.06631 , 0.07513 , 0.063643 , 0.077508 , 0.074779 , 0.047276 , 0.054716 , 0.079245 , 0.073373 
 684 , 0.075401 , 0.059535 , 0.068417 , 0.048591 , 0.070284 , 0.080995 , 0.094862 , 0.074307 , 0.062866 , 0.064306 , 0.050741 , 0.053519 , 0.058862 , 0.064997 , 0.061112 , 0.080524 , 0.036666 , 0.068769 , 0.075463 , 0.065783 , 0.080134 , 0.080065 , 0.090148 , 0.062238 , 0.072 , 0.065557 , 0.065349 , 0.066135 , 0.068756 , 0.089921 , 0.06286 , 0.052664 , 0.074565 , 0.066305 , 0.060993 , 0.038257 , 0.039149 , 0.046611 , 0.06892 , 0.045454 , 0.036132 , 0.053016 , 0.042984 , 0.045485 , 0.039199 , 0.055996 , 0.049735 , 0.057159 , 0.064834 , 0.062728 , 0.056323 , 0.053953 , 0.056084 , 0.05587 , 0.048861 , 0.05995 , 0.063036 , 0.074684 , 0.070793 , 0.067788 , 0.077626 , 0.075017 , 0.069171 , 0.056404 , 0.063181 , 0.053984 , 0.07034 , 0.052683 , 0.063162 , 0.066298 , 0.05675 , 0.047893 , 0.071516 , 0.045586 , 0.04844 , 0.095761 , 0.05482 , 0.068285 , 0.060176 , 0.068976 , 0.061301 , 0.084892 , 0.065224 , 0.067002 , 0.094189 , 0.050678 , 0.045347 , 0.03842 , 0.039602 , 0.04536 , 0.058592 , 0.073094 , 0.074055 , 0.052809 , 0.072126 , 0.044448 , 0.050187 , 0.050791 , 0.04409 , 0.053148 , 0.083264 , 0.073238 , 0.050125 , 0.070051 , 0.053532 , 0.060823 , 0.057008 , 0.069347 , 0.088651 , 0.069932 , 0.041796 , 0.054166 , 0.062571 , 0.048371 , 0.083528 , 0.066676 , 0.103405 , 0.046837 , 0.068505 , 0.064551 , 0.066845 , 0.067782 , 0.076519 , 0.065236 , 0.078751 , 0.076029 , 0.048698 , 0.055807 , 0.080549 , 0.074615 
 685 , 0.077599 , 0.062264 , 0.071278 , 0.050354 , 0.072135 , 0.083012 , 0.097019 , 0.076516 , 0.064675 , 0.066538 , 0.052752 , 0.05578 , 0.060873 , 0.067206 , 0.063284 , 0.082477 , 0.038746 , 0.071486 , 0.077196 , 0.068043 , 0.082118 , 0.082125 , 0.0918 , 0.064203 , 0.073752 , 0.067898 , 0.067187 , 0.067854 , 0.071014 , 0.091725 , 0.064675 , 0.054741 , 0.076692 , 0.068213 , 0.063 , 0.040244 , 0.041264 , 0.048597 , 0.070378 , 0.047615 , 0.03799 , 0.054874 , 0.045047 , 0.047332 , 0.041012 , 0.058034 , 0.051758 , 0.059532 , 0.067218 , 0.064581 , 0.058424 , 0.055893 , 0.058046 , 0.057776 , 0.050637 , 0.062012 , 0.065015 , 0.076717 , 0.072965 , 0.069774 , 0.079437 , 0.076787 , 0.070888 , 0.058027 , 0.065172 , 0.056032 , 0.072072 , 0.054647 , 0.064958 , 0.068395 , 0.058821 , 0.049831 , 0.073601 , 0.04749 , 0.050593 , 0.097787 , 0.05702 , 0.070177 , 0.06222 , 0.071083 , 0.063636 , 0.0874 , 0.067508 , 0.069201 , 0.096868 , 0.052563 , 0.046533 , 0.04025 , 0.041427 , 0.047697 , 0.060457 , 0.075232 , 0.0761 , 0.054678 , 0.07435 , 0.04664 , 0.05233 , 0.053331 , 0.046199 , 0.055044 , 0.085373 , 0.075144 , 0.052053 , 0.071769 , 0.055591 , 0.062837 , 0.059261 , 0.07216 , 0.092077 , 0.072254 , 0.043845 , 0.055717 , 0.064417 , 0.049806 , 0.085165 , 0.068609 , 0.105095 , 0.048623 , 0.069812 , 0.066085 , 0.068653 , 0.069988 , 0.078593 , 0.067533 , 0.080551 , 0.077876 , 0.050782 , 0.057417 , 0.082421 , 0.07639 
 686 , 0.079831 , 0.065051 , 0.0742 , 0.052157 , 0.074017 , 0.085064 , 0.099226 , 0.078765 , 0.06652 , 0.068815 , 0.054799 , 0.058084 , 0.06292 , 0.069465 , 0.065499 , 0.084465 , 0.040871 , 0.07425 , 0.078967 , 0.070348 , 0.084137 , 0.084232 , 0.093481 , 0.066205 , 0.075543 , 0.070278 , 0.069061 , 0.06961 , 0.073311 , 0.093557 , 0.06652 , 0.056854 , 0.078866 , 0.070165 , 0.065045 , 0.042264 , 0.043424 , 0.050625 , 0.071861 , 0.049818 , 0.039893 , 0.056766 , 0.047157 , 0.049219 , 0.042863 , 0.060108 , 0.053815 , 0.061955 , 0.069654 , 0.06647 , 0.060568 , 0.057876 , 0.060038 , 0.059711 , 0.052441 , 0.064105 , 0.067031 , 0.078784 , 0.075171 , 0.071804 , 0.081281 , 0.078595 , 0.072636 , 0.059673 , 0.067208 , 0.058115 , 0.073828 , 0.056646 , 0.066785 , 0.070524 , 0.060921 , 0.051816 , 0.07572 , 0.04942 , 0.052794 , 0.09985 , 0.059263 , 0.0721 , 0.064307 , 0.073235 , 0.066016 , 0.089957 , 0.069843 , 0.071438 , 0.099591 , 0.05449 , 0.04775 , 0.042113 , 0.043298 , 0.050076 , 0.062365 , 0.077422 , 0.078198 , 0.056589 , 0.076621 , 0.048878 , 0.054521 , 0.055921 , 0.048349 , 0.056974 , 0.087523 , 0.077094 , 0.054023 , 0.073525 , 0.057687 , 0.064893 , 0.061564 , 0.075026 , 0.095568 , 0.074616 , 0.04594 , 0.057302 , 0.066293 , 0.051274 , 0.086829 , 0.070575 , 0.106823 , 0.050442 , 0.071142 , 0.067649 , 0.070493 , 0.072233 , 0.080701 , 0.069868 , 0.082384 , 0.079755 , 0.052907 , 0.059055 , 0.084326 , 0.078204 
 687 , 0.082117 , 0.067894 , 0.077178 , 0.053999 , 0.075946 , 0.087163 , 0.101474 , 0.081062 , 0.068405 , 0.071134 , 0.056892 , 0.060435 , 0.065007 , 0.071772 , 0.067761 , 0.0865 , 0.043029 , 0.077077 , 0.080771 , 0.072706 , 0.086203 , 0.086386 , 0.095203 , 0.068247 , 0.077374 , 0.072713 , 0.070976 , 0.071405 , 0.075662 , 0.09543 , 0.068405 , 0.05902 , 0.081081 , 0.072151 , 0.06713 , 0.044324 , 0.045625 , 0.052698 , 0.073369 , 0.052067 , 0.041829 , 0.058698 , 0.049307 , 0.051145 , 0.044747 , 0.062229 , 0.055919 , 0.064433 , 0.072138 , 0.068393 , 0.062753 , 0.059898 , 0.062077 , 0.061692 , 0.05429 , 0.066245 , 0.069087 , 0.080898 , 0.077424 , 0.073875 , 0.083165 , 0.080437 , 0.074418 , 0.061357 , 0.069283 , 0.060245 , 0.07563 , 0.058685 , 0.068658 , 0.072706 , 0.063075 , 0.053841 , 0.077885 , 0.051397 , 0.055035 , 0.101954 , 0.061553 , 0.074064 , 0.066435 , 0.075428 , 0.06845 , 0.092569 , 0.07222 , 0.073729 , 0.102377 , 0.056456 , 0.048985 , 0.044014 , 0.045208 , 0.052502 , 0.064313 , 0.079654 , 0.080336 , 0.05854 , 0.078934 , 0.051163 , 0.056759 , 0.058565 , 0.050538 , 0.058944 , 0.089721 , 0.079079 , 0.056033 , 0.075315 , 0.059829 , 0.066991 , 0.063915 , 0.077955 , 0.099131 , 0.077026 , 0.048088 , 0.058913 , 0.068216 , 0.052768 , 0.088533 , 0.072586 , 0.108586 , 0.0523 , 0.072504 , 0.069239 , 0.072378 , 0.074525 , 0.082856 , 0.072252 , 0.084258 , 0.081681 , 0.055079 , 0.060725 , 0.086272 , 0.080058 
 688 , 0.085463 , 0.072425 , 0.081795 , 0.057053 , 0.07902 , 0.090296 , 0.104731 , 0.084557 , 0.071431 , 0.074791 , 0.060199 , 0.064201 , 0.068323 , 0.075226 , 0.071356 , 0.08961 , 0.04645 , 0.081417 , 0.083437 , 0.076232 , 0.089314 , 0.08949 , 0.097752 , 0.071444 , 0.080134 , 0.076516 , 0.073885 , 0.074143 , 0.079165 , 0.098218 , 0.071381 , 0.062377 , 0.084387 , 0.075024 , 0.070374 , 0.047671 , 0.049087 , 0.055814 , 0.075691 , 0.055568 , 0.044934 , 0.061747 , 0.052749 , 0.054291 , 0.047816 , 0.065523 , 0.05923 , 0.068235 , 0.075817 , 0.07128 , 0.065988 , 0.063106 , 0.065409 , 0.064742 , 0.057185 , 0.069443 , 0.07235 , 0.084016 , 0.080958 , 0.076987 , 0.086055 , 0.083116 , 0.077113 , 0.064063 , 0.072602 , 0.063635 , 0.078428 , 0.061842 , 0.071727 , 0.075911 , 0.066441 , 0.056902 , 0.081247 , 0.054643 , 0.058595 , 0.105366 , 0.065133 , 0.077107 , 0.069707 , 0.078894 , 0.072224 , 0.096475 , 0.075723 , 0.077176 , 0.106304 , 0.059432 , 0.051069 , 0.046954 , 0.048307 , 0.056348 , 0.067247 , 0.083185 , 0.083519 , 0.061571 , 0.082676 , 0.054838 , 0.060325 , 0.062779 , 0.053913 , 0.061804 , 0.092976 , 0.082002 , 0.059249 , 0.078032 , 0.0631 , 0.070173 , 0.067436 , 0.08226 , 0.104259 , 0.080713 , 0.051478 , 0.061445 , 0.071287 , 0.055128 , 0.090994 , 0.075609 , 0.111312 , 0.055128 , 0.074533 , 0.071696 , 0.075182 , 0.077887 , 0.086187 , 0.075855 , 0.087093 , 0.084538 , 0.058469 , 0.063257 , 0.089383 , 0.082902 
 689 , 0.088862 , 0.077028 , 0.086475 , 0.060169 , 0.082142 , 0.093459 , 0.108038 , 0.088131 , 0.074522 , 0.078527 , 0.063576 , 0.068054 , 0.071706 , 0.078735 , 0.075019 , 0.092772 , 0.049941 , 0.085832 , 0.086154 , 0.079824 , 0.092483 , 0.092634 , 0.100355 , 0.074692 , 0.082935 , 0.080404 , 0.076864 , 0.076921 , 0.082728 , 0.101054 , 0.074421 , 0.065799 , 0.087753 , 0.077935 , 0.073665 , 0.051081 , 0.05263 , 0.058979 , 0.078055 , 0.05913 , 0.048096 , 0.064854 , 0.056252 , 0.057486 , 0.050936 , 0.068872 , 0.062612 , 0.072097 , 0.079547 , 0.074213 , 0.069269 , 0.066385 , 0.068791 , 0.06784 , 0.060137 , 0.072695 , 0.075661 , 0.087193 , 0.08456 , 0.080152 , 0.088994 , 0.085839 , 0.079856 , 0.066826 , 0.075964 , 0.067078 , 0.081266 , 0.065037 , 0.074849 , 0.079169 , 0.069867 , 0.060005 , 0.084655 , 0.057965 , 0.062222 , 0.108819 , 0.068778 , 0.080196 , 0.073035 , 0.0824 , 0.076064 , 0.100424 , 0.079289 , 0.080681 , 0.110268 , 0.062442 , 0.053185 , 0.049941 , 0.051453 , 0.06027 , 0.070214 , 0.086777 , 0.086739 , 0.064647 , 0.086481 , 0.058576 , 0.063954 , 0.067065 , 0.057348 , 0.06471 , 0.096268 , 0.084963 , 0.062512 , 0.0808 , 0.066416 , 0.073407 , 0.071001 , 0.086626 , 0.109474 , 0.084459 , 0.054923 , 0.064023 , 0.074414 , 0.05753 , 0.093509 , 0.078678 , 0.114084 , 0.058009 , 0.076593 , 0.074207 , 0.078036 , 0.081304 , 0.089579 , 0.079528 , 0.089989 , 0.087463 , 0.061926 , 0.065843 , 0.092558 , 0.085813 
 690 , 0.092265 , 0.081645 , 0.091169 , 0.06329 , 0.085275 , 0.096633 , 0.111351 , 0.091723 , 0.077623 , 0.082275 , 0.066971 , 0.071913 , 0.075102 , 0.08225 , 0.078695 , 0.095946 , 0.053451 , 0.090255 , 0.088874 , 0.083422 , 0.095663 , 0.095795 , 0.102962 , 0.077951 , 0.085748 , 0.084298 , 0.079842 , 0.079703 , 0.086309 , 0.103901 , 0.077472 , 0.069227 , 0.091125 , 0.080857 , 0.076961 , 0.054497 , 0.05618 , 0.062155 , 0.080422 , 0.062697 , 0.051263 , 0.067967 , 0.059766 , 0.060693 , 0.054062 , 0.072228 , 0.066 , 0.075972 , 0.08329 , 0.07715 , 0.072555 , 0.069669 , 0.072184 , 0.070942 , 0.063101 , 0.075959 , 0.078978 , 0.090381 , 0.088168 , 0.083321 , 0.091938 , 0.088572 , 0.082609 , 0.069593 , 0.079338 , 0.070532 , 0.084122 , 0.068244 , 0.077976 , 0.082433 , 0.073299 , 0.063113 , 0.088074 , 0.061298 , 0.065855 , 0.11229 , 0.072429 , 0.083302 , 0.076375 , 0.085912 , 0.079911 , 0.10438 , 0.082867 , 0.084191 , 0.114244 , 0.065458 , 0.055304 , 0.05294 , 0.05461 , 0.064198 , 0.073179 , 0.090374 , 0.089971 , 0.067734 , 0.090299 , 0.062325 , 0.067595 , 0.071364 , 0.060788 , 0.06762 , 0.099564 , 0.087941 , 0.065786 , 0.083573 , 0.069751 , 0.076646 , 0.074572 , 0.090998 , 0.114698 , 0.088219 , 0.058373 , 0.066612 , 0.077548 , 0.059937 , 0.096035 , 0.081764 , 0.11686 , 0.060888 , 0.078657 , 0.076722 , 0.080901 , 0.084739 , 0.092984 , 0.083214 , 0.092889 , 0.090393 , 0.065395 , 0.06844 , 0.095745 , 0.088736 
 691 , 0.096597 , 0.087294 , 0.097011 , 0.067231 , 0.08916 , 0.100517 , 0.115492 , 0.096176 , 0.081477 , 0.086949 , 0.071276 , 0.07681 , 0.079561 , 0.086653 , 0.083167 , 0.099637 , 0.057959 , 0.095636 , 0.092231 , 0.087859 , 0.099625 , 0.099738 , 0.106233 , 0.082187 , 0.089254 , 0.089122 , 0.083481 , 0.083192 , 0.090736 , 0.107345 , 0.08122 , 0.073607 , 0.095378 , 0.084574 , 0.081119 , 0.058914 , 0.060736 , 0.066207 , 0.083305 , 0.067287 , 0.05534 , 0.07198 , 0.064348 , 0.064806 , 0.058022 , 0.076421 , 0.070177 , 0.080824 , 0.087979 , 0.080855 , 0.076659 , 0.073739 , 0.076496 , 0.074882 , 0.06686 , 0.079995 , 0.083085 , 0.094329 , 0.092476 , 0.087168 , 0.095617 , 0.091942 , 0.086119 , 0.073148 , 0.083538 , 0.074844 , 0.087702 , 0.072231 , 0.081766 , 0.086496 , 0.077564 , 0.067055 , 0.092401 , 0.065497 , 0.070397 , 0.116516 , 0.077024 , 0.08715 , 0.080598 , 0.09024 , 0.08453 , 0.109216 , 0.087325 , 0.088431 , 0.118902 , 0.069203 , 0.057991 , 0.056816 , 0.058719 , 0.069159 , 0.076942 , 0.094826 , 0.094109 , 0.071521 , 0.094976 , 0.067118 , 0.072225 , 0.076747 , 0.065271 , 0.071308 , 0.103726 , 0.091591 , 0.069913 , 0.086992 , 0.073977 , 0.080667 , 0.079153 , 0.096383 , 0.120969 , 0.092866 , 0.062909 , 0.06985 , 0.081515 , 0.063041 , 0.099028 , 0.085529 , 0.120203 , 0.064473 , 0.081201 , 0.079857 , 0.084386 , 0.089034 , 0.097169 , 0.087765 , 0.096415 , 0.093902 , 0.069656 , 0.071684 , 0.099681 , 0.092332 
