  time  ,:06:06 P,:06:19 P,:06:21 P,:06:22 P,:06:34 P,:07:33 P,:07:42 P,:07:50 P,:07:58 P,:08:11 P,:08:52 P,:09:17 P,:09:26 P,:09:32 P,:09:42 P,:10:27 P,:10:37 P,:10:45 P,:10:53 P,:11:00 P,:11:37 P,:11:44 P,:11:54 P,:12:05 P,:12:20 P,:13:08 P,:13:17 P,:13:25 P,:13:39 P,:13:49 P,:14:35 P,:14:43 P,:14:52 P,:15:05 P,:15:12 P,:15:50 P,:15:57 P,:16:05 P,:16:13 P,:16:20 P,:17:24 P,:17:37 P,:17:44 P,:17:52 P,:18:01 P,:18:58 P,:19:28 P,:19:35 P,:19:46 P,:19:52 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 1055 , 0.960456 , 0.963893 , 0.998699 , 1.067312 , 1.009641 , 0.414088 , 0.342433 , 0.319813 , 0.450647 , 0.453242 , 0.415447 , 0.451927 , 0.267227 , 0.345229 , 0.401366 , 0.313553 , 0.315482 , 0.218753 , 0.24608 , 0.30625 , 0.298158 , 0.32894 , 0.351647 , 0.335068 , 0.383946 , 0.342362 , 0.36123 , 0.360178 , 0.270743 , 0.305268 , 0.386006 , 0.303646 , 0.42083 , 0.357837 , 0.287365 , 0.403628 , 0.431149 , 0.466279 , 0.459783 , 0.439592 , 0.457486 , 0.495553 , 0.434796 , 0.430518 , 0.413772 , 0.426862 , 0.362282 , 0.413062 , 0.359792 , 0.311563 
 1056 , 0.961145 , 0.965947 , 0.989835 , 1.063805 , 1.019268 , 0.406988 , 0.34085 , 0.319285 , 0.44736 , 0.446129 , 0.405416 , 0.441047 , 0.25416 , 0.338528 , 0.398335 , 0.3103 , 0.306459 , 0.208243 , 0.240478 , 0.297902 , 0.290865 , 0.323214 , 0.34436 , 0.328583 , 0.373539 , 0.338397 , 0.357413 , 0.351825 , 0.259093 , 0.295117 , 0.379083 , 0.298199 , 0.411711 , 0.348272 , 0.279349 , 0.397672 , 0.42472 , 0.453873 , 0.450878 , 0.432159 , 0.452694 , 0.483786 , 0.424563 , 0.422276 , 0.404386 , 0.420425 , 0.355754 , 0.406883 , 0.351816 , 0.30301 
 1057 , 0.973594 , 0.964291 , 0.989611 , 1.038855 , 1.03365 , 0.39643 , 0.33545 , 0.319364 , 0.443259 , 0.436694 , 0.38888 , 0.429614 , 0.240859 , 0.330568 , 0.396962 , 0.306347 , 0.297279 , 0.196925 , 0.234712 , 0.288238 , 0.283399 , 0.317036 , 0.335668 , 0.323767 , 0.363699 , 0.332364 , 0.352801 , 0.343768 , 0.24616 , 0.284279 , 0.372636 , 0.292161 , 0.400685 , 0.338101 , 0.272849 , 0.389647 , 0.41841 , 0.437104 , 0.442483 , 0.424182 , 0.448709 , 0.472816 , 0.414182 , 0.411802 , 0.393274 , 0.412795 , 0.346846 , 0.398898 , 0.343759 , 0.294245 
 1058 , 0.984139 , 0.96281 , 0.989337 , 1.019515 , 1.044199 , 0.383146 , 0.325677 , 0.318158 , 0.435548 , 0.425179 , 0.369474 , 0.416435 , 0.228791 , 0.321583 , 0.391768 , 0.294891 , 0.287199 , 0.187123 , 0.225557 , 0.274882 , 0.271275 , 0.308693 , 0.328901 , 0.319688 , 0.355202 , 0.323208 , 0.344842 , 0.334177 , 0.235926 , 0.274891 , 0.364007 , 0.282853 , 0.390056 , 0.327424 , 0.263974 , 0.381095 , 0.413123 , 0.422232 , 0.432541 , 0.417026 , 0.444674 , 0.46357 , 0.40451 , 0.401103 , 0.381086 , 0.405118 , 0.337263 , 0.389473 , 0.336437 , 0.284522 
 1059 , 0.9904 , 0.963522 , 0.989318 , 1.009195 , 1.047564 , 0.367926 , 0.311142 , 0.314872 , 0.423818 , 0.412292 , 0.349338 , 0.401639 , 0.218109 , 0.311852 , 0.381814 , 0.274737 , 0.275628 , 0.179411 , 0.211887 , 0.257967 , 0.253623 , 0.297963 , 0.324589 , 0.316005 , 0.348421 , 0.311081 , 0.333 , 0.322746 , 0.228831 , 0.267382 , 0.353371 , 0.270315 , 0.381131 , 0.316948 , 0.252074 , 0.37233 , 0.408389 , 0.410933 , 0.420755 , 0.411054 , 0.440043 , 0.456182 , 0.39617 , 0.391264 , 0.367874 , 0.397667 , 0.327203 , 0.379253 , 0.329617 , 0.273655 
 1060 , 0.98665 , 0.973865 , 0.990149 , 1.011546 , 1.037789 , 0.356722 , 0.296262 , 0.308183 , 0.411446 , 0.402877 , 0.339428 , 0.386896 , 0.205611 , 0.302948 , 0.369222 , 0.252517 , 0.260249 , 0.172293 , 0.194277 , 0.242445 , 0.233625 , 0.286483 , 0.320648 , 0.309168 , 0.341233 , 0.300624 , 0.319784 , 0.309574 , 0.220806 , 0.259894 , 0.343877 , 0.25891 , 0.377333 , 0.309055 , 0.237452 , 0.364367 , 0.399344 , 0.405408 , 0.407222 , 0.405132 , 0.431772 , 0.446553 , 0.38903 , 0.385764 , 0.353906 , 0.390602 , 0.317366 , 0.372098 , 0.320087 , 0.261268 
 1061 , 0.985859 , 0.986479 , 0.98957 , 1.010828 , 1.027264 , 0.346847 , 0.280344 , 0.298976 , 0.399022 , 0.392556 , 0.332339 , 0.374527 , 0.193962 , 0.291916 , 0.354923 , 0.232172 , 0.244717 , 0.165334 , 0.177612 , 0.227652 , 0.215022 , 0.274412 , 0.31648 , 0.302343 , 0.334225 , 0.290254 , 0.306966 , 0.297444 , 0.213076 , 0.252518 , 0.334388 , 0.248936 , 0.37346 , 0.301327 , 0.223976 , 0.356757 , 0.389655 , 0.400245 , 0.393762 , 0.398712 , 0.423603 , 0.437698 , 0.382276 , 0.379908 , 0.340587 , 0.383774 , 0.307922 , 0.364824 , 0.309962 , 0.249177 
 1062 , 0.997993 , 1.005024 , 0.983215 , 0.997643 , 1.016124 , 0.345181 , 0.26351 , 0.281138 , 0.389353 , 0.381119 , 0.340608 , 0.3753 , 0.188435 , 0.274568 , 0.336922 , 0.224373 , 0.231787 , 0.160978 , 0.168069 , 0.220184 , 0.206703 , 0.262879 , 0.312426 , 0.297179 , 0.329755 , 0.283118 , 0.299047 , 0.292315 , 0.208127 , 0.247461 , 0.327639 , 0.247896 , 0.370471 , 0.296513 , 0.218016 , 0.352613 , 0.379472 , 0.398158 , 0.383534 , 0.39187 , 0.417791 , 0.434403 , 0.379182 , 0.374242 , 0.333501 , 0.379592 , 0.302409 , 0.35914 , 0.299372 , 0.241224 
 1063 , 1.003241 , 1.014704 , 0.976951 , 1.001762 , 1.003343 , 0.343169 , 0.244889 , 0.268727 , 0.377684 , 0.362485 , 0.33573 , 0.370017 , 0.182646 , 0.258778 , 0.314816 , 0.217423 , 0.218184 , 0.154496 , 0.157877 , 0.210441 , 0.197211 , 0.247619 , 0.306607 , 0.290495 , 0.322694 , 0.272836 , 0.274907 , 0.287553 , 0.204963 , 0.242167 , 0.317622 , 0.243714 , 0.358816 , 0.287503 , 0.210508 , 0.343938 , 0.36683 , 0.390711 , 0.374734 , 0.379823 , 0.409004 , 0.428642 , 0.369324 , 0.362857 , 0.324774 , 0.374988 , 0.293826 , 0.348714 , 0.289836 , 0.233079 
 1064 , 1.00752 , 1.023612 , 0.970222 , 1.00926 , 0.989386 , 0.340933 , 0.225066 , 0.256012 , 0.365009 , 0.34203 , 0.328599 , 0.36352 , 0.176429 , 0.241853 , 0.291058 , 0.210078 , 0.20371 , 0.147307 , 0.147081 , 0.19971 , 0.186956 , 0.231108 , 0.300155 , 0.28315 , 0.314799 , 0.261451 , 0.249543 , 0.282506 , 0.201819 , 0.236447 , 0.306448 , 0.23879 , 0.345327 , 0.277343 , 0.202396 , 0.33413 , 0.353126 , 0.381988 , 0.365511 , 0.36639 , 0.399261 , 0.422089 , 0.357896 , 0.349929 , 0.315193 , 0.369988 , 0.284313 , 0.33695 , 0.27982 , 0.224338 
 1065 , 0.993436 , 1.027662 , 0.978027 , 1.021116 , 0.97976 , 0.32726 , 0.214149 , 0.247045 , 0.350513 , 0.332788 , 0.314939 , 0.351868 , 0.16416 , 0.235759 , 0.278758 , 0.207126 , 0.194781 , 0.134911 , 0.142328 , 0.191799 , 0.179906 , 0.221878 , 0.288319 , 0.272951 , 0.306972 , 0.254215 , 0.229517 , 0.276039 , 0.194066 , 0.228005 , 0.294249 , 0.23051 , 0.335129 , 0.26601 , 0.18945 , 0.314742 , 0.344361 , 0.369134 , 0.356879 , 0.355803 , 0.388724 , 0.410227 , 0.346102 , 0.339983 , 0.308631 , 0.360764 , 0.276343 , 0.324681 , 0.26748 , 0.21575 
 1066 , 0.991569 , 1.026675 , 0.990234 , 1.015182 , 0.97634 , 0.313563 , 0.206546 , 0.23527 , 0.338861 , 0.330705 , 0.307206 , 0.34516 , 0.152346 , 0.228254 , 0.272068 , 0.204194 , 0.188989 , 0.12245 , 0.140657 , 0.185392 , 0.173777 , 0.216696 , 0.279801 , 0.264409 , 0.301794 , 0.249506 , 0.226276 , 0.269602 , 0.184285 , 0.218487 , 0.281933 , 0.223134 , 0.329769 , 0.257678 , 0.180549 , 0.296226 , 0.33987 , 0.360104 , 0.349971 , 0.350182 , 0.381251 , 0.403024 , 0.338535 , 0.335304 , 0.303747 , 0.350793 , 0.271132 , 0.311764 , 0.257076 , 0.208247 
 1067 , 1.000528 , 1.022087 , 1.005186 , 0.994854 , 0.977344 , 0.30001 , 0.200502 , 0.220866 , 0.328998 , 0.333274 , 0.303977 , 0.342264 , 0.140713 , 0.218752 , 0.268542 , 0.20086 , 0.184903 , 0.109799 , 0.14086 , 0.179643 , 0.167913 , 0.213842 , 0.273729 , 0.256975 , 0.298433 , 0.246253 , 0.235246 , 0.263104 , 0.173164 , 0.208144 , 0.26925 , 0.216427 , 0.327673 , 0.251293 , 0.1744 , 0.278395 , 0.338135 , 0.353856 , 0.344069 , 0.34793 , 0.37591 , 0.399411 , 0.3339 , 0.334265 , 0.299758 , 0.34033 , 0.267729 , 0.298197 , 0.247805 , 0.201226 
 1068 , 1.01526 , 1.008982 , 1.022261 , 0.980038 , 0.973459 , 0.291698 , 0.200787 , 0.206255 , 0.322248 , 0.335194 , 0.303193 , 0.334424 , 0.134277 , 0.216151 , 0.263841 , 0.195969 , 0.186559 , 0.097068 , 0.134237 , 0.173985 , 0.156723 , 0.209848 , 0.271548 , 0.248396 , 0.295194 , 0.242685 , 0.244722 , 0.25646 , 0.165703 , 0.200349 , 0.256687 , 0.205557 , 0.324235 , 0.248891 , 0.173198 , 0.262438 , 0.335941 , 0.35081 , 0.343241 , 0.342325 , 0.37216 , 0.398232 , 0.327528 , 0.333337 , 0.297036 , 0.332655 , 0.262008 , 0.287423 , 0.243918 , 0.195287 
 1069 , 1.024039 , 0.989817 , 1.040894 , 0.980968 , 0.964283 , 0.28494 , 0.205393 , 0.191775 , 0.316672 , 0.335092 , 0.302526 , 0.324118 , 0.13021 , 0.219312 , 0.256502 , 0.19012 , 0.191507 , 0.083522 , 0.12201 , 0.166938 , 0.142312 , 0.204379 , 0.269805 , 0.238195 , 0.291292 , 0.238358 , 0.249486 , 0.250378 , 0.161065 , 0.194759 , 0.244571 , 0.191904 , 0.319357 , 0.24848 , 0.173167 , 0.248188 , 0.333924 , 0.347243 , 0.343674 , 0.333065 , 0.369038 , 0.395919 , 0.318416 , 0.329585 , 0.295615 , 0.327679 , 0.254247 , 0.279733 , 0.242608 , 0.18982 
 1070 , 1.008452 , 0.968364 , 1.059802 , 1.013977 , 0.949405 , 0.273997 , 0.210993 , 0.177695 , 0.309148 , 0.330873 , 0.298367 , 0.315114 , 0.124035 , 0.226678 , 0.244568 , 0.184199 , 0.195462 , 0.06831 , 0.106831 , 0.156516 , 0.127715 , 0.197037 , 0.263061 , 0.22583 , 0.285554 , 0.232571 , 0.240487 , 0.245841 , 0.157887 , 0.190736 , 0.233183 , 0.177548 , 0.312959 , 0.246731 , 0.167918 , 0.235133 , 0.333028 , 0.3375 , 0.339344 , 0.319986 , 0.365044 , 0.386851 , 0.305271 , 0.318639 , 0.29547 , 0.325201 , 0.244968 , 0.275409 , 0.239288 , 0.183775 
 1071 , 0.994902 , 0.945287 , 1.074335 , 1.045899 , 0.939577 , 0.262285 , 0.213864 , 0.166122 , 0.304864 , 0.322404 , 0.290737 , 0.306885 , 0.112867 , 0.229497 , 0.237236 , 0.178205 , 0.190517 , 0.054785 , 0.089904 , 0.144297 , 0.1151 , 0.187539 , 0.253327 , 0.211884 , 0.278499 , 0.223435 , 0.23088 , 0.239584 , 0.151381 , 0.183465 , 0.221071 , 0.164544 , 0.304275 , 0.24315 , 0.159807 , 0.223812 , 0.329758 , 0.326248 , 0.332179 , 0.30646 , 0.35785 , 0.376109 , 0.290876 , 0.305069 , 0.291923 , 0.322526 , 0.236082 , 0.272044 , 0.234332 , 0.175751 
 1072 , 0.986503 , 0.921373 , 1.079207 , 1.071951 , 0.940966 , 0.250107 , 0.210929 , 0.160888 , 0.307656 , 0.306492 , 0.277045 , 0.301508 , 0.092867 , 0.222583 , 0.239651 , 0.172713 , 0.168038 , 0.045416 , 0.071043 , 0.129512 , 0.108038 , 0.1747 , 0.238625 , 0.196068 , 0.269586 , 0.208552 , 0.220897 , 0.230661 , 0.138901 , 0.170473 , 0.208885 , 0.155489 , 0.291972 , 0.236426 , 0.146825 , 0.217306 , 0.322225 , 0.313031 , 0.320278 , 0.293234 , 0.34514 , 0.363153 , 0.275303 , 0.287599 , 0.281972 , 0.319953 , 0.228812 , 0.271158 , 0.226711 , 0.1647 
 1073 , 0.996024 , 0.938419 , 1.062665 , 1.045719 , 0.957172 , 0.236748 , 0.203035 , 0.15133 , 0.307539 , 0.290601 , 0.262617 , 0.287205 , 0.072508 , 0.205766 , 0.243653 , 0.163114 , 0.142051 , 0.036315 , 0.049736 , 0.117544 , 0.097542 , 0.159426 , 0.223968 , 0.177669 , 0.257803 , 0.190449 , 0.212176 , 0.216569 , 0.124813 , 0.153453 , 0.193075 , 0.145819 , 0.277634 , 0.229179 , 0.133655 , 0.2087 , 0.305448 , 0.304905 , 0.314265 , 0.280276 , 0.330676 , 0.35084 , 0.261288 , 0.277334 , 0.266653 , 0.315497 , 0.221431 , 0.269805 , 0.214154 , 0.149231 
 1074 , 1.004184 , 0.957978 , 1.045319 , 1.019584 , 0.972935 , 0.2227 , 0.193745 , 0.141662 , 0.30625 , 0.273624 , 0.247043 , 0.272062 , 0.051382 , 0.187877 , 0.246737 , 0.152723 , 0.115444 , 0.026718 , 0.029052 , 0.104351 , 0.086512 , 0.143224 , 0.208412 , 0.158824 , 0.244934 , 0.172155 , 0.202672 , 0.201634 , 0.11005 , 0.135673 , 0.177009 , 0.135279 , 0.262555 , 0.220696 , 0.119388 , 0.199219 , 0.287969 , 0.295906 , 0.307538 , 0.266564 , 0.315467 , 0.337242 , 0.246029 , 0.266162 , 0.249853 , 0.310114 , 0.213604 , 0.267538 , 0.201384 , 0.133129 
 1075 , 0.994585 , 0.983067 , 1.035855 , 1.014012 , 0.972481 , 0.210092 , 0.174355 , 0.135248 , 0.293461 , 0.256414 , 0.228509 , 0.256509 , 0.037891 , 0.164164 , 0.237152 , 0.137617 , 0.102615 , 0.019972 , 0.021969 , 0.091271 , 0.074875 , 0.126873 , 0.193238 , 0.144587 , 0.227364 , 0.162838 , 0.191896 , 0.185652 , 0.099141 , 0.119042 , 0.16958 , 0.122871 , 0.249215 , 0.205505 , 0.101509 , 0.187349 , 0.27157 , 0.285274 , 0.299981 , 0.254354 , 0.302041 , 0.319732 , 0.228903 , 0.25774 , 0.229022 , 0.298829 , 0.206847 , 0.257069 , 0.192291 , 0.119895 
 1076 , 1.011329 , 0.971939 , 1.016458 , 1.015011 , 0.985262 , 0.199293 , 0.157097 , 0.131335 , 0.28188 , 0.23977 , 0.210716 , 0.242537 , 0.023745 , 0.141061 , 0.228941 , 0.123556 , 0.088224 , 0.012689 , 0.015356 , 0.075409 , 0.064033 , 0.11071 , 0.178488 , 0.132476 , 0.209919 , 0.154274 , 0.182929 , 0.172531 , 0.08752 , 0.103149 , 0.160474 , 0.109342 , 0.239246 , 0.184157 , 0.083259 , 0.175548 , 0.257697 , 0.276337 , 0.291434 , 0.243718 , 0.288565 , 0.305851 , 0.210435 , 0.250653 , 0.206001 , 0.288385 , 0.200716 , 0.246595 , 0.185861 , 0.106073 
 1077 , 1.041179 , 0.944136 , 0.992284 , 1.018037 , 1.004364 , 0.188648 , 0.13956 , 0.128195 , 0.270271 , 0.222643 , 0.192509 , 0.228617 , 0.008864 , 0.117894 , 0.220763 , 0.109512 , 0.073093 , 0.005042 , 0.008444 , 0.058224 , 0.052988 , 0.093982 , 0.1633 , 0.120543 , 0.192059 , 0.145666 , 0.17409 , 0.15975 , 0.075261 , 0.086867 , 0.15056 , 0.095047 , 0.229992 , 0.160768 , 0.064338 , 0.163207 , 0.244263 , 0.267444 , 0.281885 , 0.233146 , 0.274606 , 0.292489 , 0.190785 , 0.243424 , 0.181587 , 0.277737 , 0.194498 , 0.235523 , 0.18015 , 0.091761 
 1078 , 1.084416 , 0.938824 , 0.953203 , 1.003647 , 1.019911 , 0.177825 , 0.113467 , 0.114918 , 0.25522 , 0.2095 , 0.185309 , 0.219055 , 0.005367 , 0.092798 , 0.179306 , 0.094861 , 0.063078 , 0.002684 , 0.005507 , 0.042106 , 0.039461 , 0.079109 , 0.149175 , 0.105099 , 0.17698 , 0.136843 , 0.159738 , 0.149648 , 0.065513 , 0.075293 , 0.138992 , 0.083336 , 0.222925 , 0.13599 , 0.050506 , 0.150641 , 0.231712 , 0.253956 , 0.270499 , 0.218597 , 0.260013 , 0.285313 , 0.178864 , 0.238429 , 0.162492 , 0.270018 , 0.189257 , 0.226749 , 0.168394 , 0.08218 
 1079 , 1.113809 , 0.95759 , 0.927847 , 0.988831 , 1.011924 , 0.166268 , 0.081221 , 0.097897 , 0.239427 , 0.196329 , 0.180197 , 0.210219 , 0.004803 , 0.068379 , 0.123814 , 0.080771 , 0.054543 , 0.001661 , 0.003414 , 0.025297 , 0.024342 , 0.06401 , 0.133863 , 0.08739 , 0.163738 , 0.128307 , 0.140343 , 0.137782 , 0.056406 , 0.063932 , 0.128718 , 0.072623 , 0.213641 , 0.113835 , 0.037549 , 0.137114 , 0.220687 , 0.235438 , 0.252781 , 0.201901 , 0.247683 , 0.27492 , 0.168642 , 0.22622 , 0.143757 , 0.261402 , 0.184185 , 0.218064 , 0.155404 , 0.07468 
 1080 , 1.115212 , 1.005423 , 0.926633 , 0.980212 , 0.972519 , 0.15384 , 0.045576 , 0.079436 , 0.223825 , 0.181874 , 0.174197 , 0.200987 , 0.004216 , 0.04367 , 0.063521 , 0.067068 , 0.04612 , 0.00056 , 0.001136 , 0.008105 , 0.008129 , 0.047932 , 0.116906 , 0.067978 , 0.15181 , 0.120181 , 0.117008 , 0.123005 , 0.047116 , 0.051472 , 0.120438 , 0.062082 , 0.200808 , 0.094014 , 0.023912 , 0.12246 , 0.211402 , 0.212281 , 0.228344 , 0.183796 , 0.238535 , 0.258316 , 0.158087 , 0.204145 , 0.123923 , 0.25077 , 0.179105 , 0.208804 , 0.142747 , 0.068103 
 1081 , 1.102688 , 1.054064 , 0.938254 , 0.965521 , 0.939473 , 0.135932 , 0.023757 , 0.066518 , 0.205572 , 0.17575 , 0.165716 , 0.198412 , 0.003355 , 0.026576 , 0.033317 , 0.056709 , 0.035709 , 0 , 0 , 0 , 0 , 0.035678 , 0.100938 , 0.053144 , 0.136313 , 0.110428 , 0.099711 , 0.108681 , 0.036385 , 0.042839 , 0.110746 , 0.052872 , 0.188688 , 0.079868 , 0.016084 , 0.107461 , 0.200757 , 0.190614 , 0.204089 , 0.16831 , 0.231154 , 0.239666 , 0.145702 , 0.176526 , 0.105893 , 0.239798 , 0.166982 , 0.198241 , 0.127793 , 0.06025 
 1082 , 1.073595 , 1.098572 , 0.960638 , 0.949434 , 0.91776 , 0.112532 , 0.015278 , 0.059468 , 0.184663 , 0.178621 , 0.154786 , 0.202588 , 0.002215 , 0.018071 , 0.032292 , 0.049908 , 0.023473 , 0 , 0 , 0 , 0 , 0.027408 , 0.08629 , 0.043064 , 0.117039 , 0.098859 , 0.088512 , 0.095233 , 0.02409 , 0.038133 , 0.099407 , 0.044947 , 0.177317 , 0.071699 , 0.014167 , 0.092123 , 0.188413 , 0.170928 , 0.181399 , 0.155457 , 0.224903 , 0.220026 , 0.131831 , 0.144037 , 0.090302 , 0.228228 , 0.147502 , 0.185658 , 0.110171 , 0.05095 
 1083 , 1.028612 , 1.11437 , 0.963823 , 0.963984 , 0.929212 , 0.087797 , 0.006924 , 0.052597 , 0.162097 , 0.186326 , 0.143165 , 0.20748 , 0.001 , 0.007878 , 0.032337 , 0.041551 , 0.010787 , 0 , 0 , 0 , 0 , 0.018543 , 0.072529 , 0.032146 , 0.095598 , 0.085484 , 0.078025 , 0.083163 , 0.010512 , 0.034192 , 0.085964 , 0.03536 , 0.165509 , 0.060513 , 0.011977 , 0.075384 , 0.17312 , 0.152295 , 0.1656 , 0.140951 , 0.213197 , 0.204884 , 0.118828 , 0.111843 , 0.077323 , 0.214411 , 0.125561 , 0.168143 , 0.089384 , 0.040055 
 1084 , 0.981151 , 1.122847 , 0.967774 , 0.986174 , 0.942054 , 0.063721 , 0 , 0.044082 , 0.139724 , 0.192055 , 0.130804 , 0.204495 , 0 , 0 , 0.033243 , 0.032555 , 0 , 0 , 0 , 0 , 0 , 0.010703 , 0.059302 , 0.021905 , 0.073624 , 0.070074 , 0.067203 , 0.068714 , 0 , 0.029043 , 0.071139 , 0.025939 , 0.152051 , 0.049921 , 0.009563 , 0.059748 , 0.155043 , 0.131612 , 0.149347 , 0.124602 , 0.200039 , 0.190166 , 0.103687 , 0.081026 , 0.062558 , 0.197977 , 0.103596 , 0.147111 , 0.068283 , 0.029209 
 1085 , 0.93104 , 1.105533 , 0.975513 , 1.030328 , 0.957585 , 0.046635 , 0 , 0.031467 , 0.121397 , 0.189007 , 0.117134 , 0.174951 , 0 , 0 , 0.037186 , 0.022912 , 0 , 0 , 0 , 0 , 0 , 0.007437 , 0.050132 , 0.015182 , 0.053434 , 0.049674 , 0.056421 , 0.048301 , 0 , 0.020563 , 0.053591 , 0.017816 , 0.134388 , 0.042635 , 0.006537 , 0.049704 , 0.13023 , 0.10725 , 0.13447 , 0.104016 , 0.183701 , 0.179942 , 0.083888 , 0.054545 , 0.045044 , 0.17405 , 0.083513 , 0.115783 , 0.048871 , 0.020631 
 1086 , 0.905456 , 1.052058 , 1.017559 , 1.044675 , 0.980252 , 0.028528 , 0 , 0.017128 , 0.104948 , 0.182819 , 0.110134 , 0.150078 , 0 , 0 , 0.04083 , 0.012342 , 0 , 0 , 0 , 0 , 0 , 0.004017 , 0.040681 , 0.008364 , 0.031713 , 0.028175 , 0.046636 , 0.026472 , 0 , 0.01111 , 0.034546 , 0.009556 , 0.121997 , 0.035778 , 0.003554 , 0.040948 , 0.104893 , 0.081724 , 0.120569 , 0.086313 , 0.171442 , 0.168743 , 0.061803 , 0.029775 , 0.024668 , 0.15921 , 0.064282 , 0.088809 , 0.029469 , 0.011243 
 1087 , 0.880143 , 0.994831 , 1.068548 , 1.052502 , 1.003976 , 0.007008 , 0 , 0.000704 , 0.085927 , 0.175217 , 0.102312 , 0.120884 , 0 , 0 , 0.044666 , 0.000505 , 0 , 0 , 0 , 0 , 0 , 0.000166 , 0.030037 , 0.000348 , 0.007182 , 0.0042 , 0.035562 , 0.001102 , 0 , 0.000456 , 0.013941 , 0.000389 , 0.108061 , 0.02809 , 0.000149 , 0.030699 , 0.075962 , 0.052643 , 0.104499 , 0.065383 , 0.15792 , 0.15609 , 0.036821 , 0.001243 , 0.001019 , 0.142803 , 0.042918 , 0.057481 , 0.006155 , 0.000464 
 1088 , 0.884348 , 0.933197 , 1.092746 , 1.051131 , 1.038578 , 0.004532 , 0 , 0 , 0.098316 , 0.158922 , 0.1004 , 0.106846 , 0 , 0 , 0.031959 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.021515 , 0 , 0.007005 , 0.003727 , 0.028164 , 0 , 0 , 0 , 0.009317 , 0 , 0.090337 , 0.020253 , 0 , 0.02265 , 0.056201 , 0.037558 , 0.095801 , 0.048553 , 0.148267 , 0.132351 , 0.035694 , 0 , 0 , 0.135053 , 0.034475 , 0.046122 , 0.003871 , 0 
 1089 , 0.901978 , 0.914136 , 1.083838 , 1.050757 , 1.049292 , 0.00256 , 0 , 0 , 0.109399 , 0.140165 , 0.093427 , 0.088097 , 0 , 0 , 0.018439 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.012428 , 0 , 0.007965 , 0.004244 , 0.019896 , 0 , 0 , 0 , 0.00538 , 0 , 0.067654 , 0.011695 , 0 , 0.013312 , 0.034555 , 0.021816 , 0.083609 , 0.02856 , 0.13433 , 0.105812 , 0.035027 , 0 , 0 , 0.122341 , 0.025798 , 0.032223 , 0.002248 , 0 
 1090 , 0.931859 , 0.928045 , 1.049094 , 1.051722 , 1.03928 , 0.000589 , 0 , 0 , 0.11744 , 0.119928 , 0.082719 , 0.066291 , 0 , 0 , 0.004551 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00302 , 0 , 0.008995 , 0.004674 , 0.011124 , 0 , 0 , 0 , 0.001334 , 0 , 0.042955 , 0.002832 , 0 , 0.003258 , 0.012171 , 0.005337 , 0.069213 , 0.006974 , 0.117497 , 0.077963 , 0.03387 , 0 , 0 , 0.106055 , 0.016681 , 0.017573 , 0.00054 , 0 
 1091 , 0.955258 , 0.955791 , 1.020522 , 1.055891 , 1.012538 , 0 , 0 , 0 , 0.112446 , 0.102603 , 0.062261 , 0.056628 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.007579 , 0.003774 , 0.006586 , 0 , 0 , 0 , 0 , 0 , 0.027543 , 0 , 0 , 0 , 0.004004 , 0 , 0.058725 , 0 , 0.098424 , 0.056676 , 0.027543 , 0 , 0 , 0.095214 , 0.013752 , 0.012425 , 0 , 0 
 1092 , 0.964864 , 0.983232 , 1.004533 , 1.049141 , 0.99823 , 0 , 0 , 0 , 0.1031 , 0.087099 , 0.038211 , 0.05353 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.004837 , 0.002336 , 0.004116 , 0 , 0 , 0 , 0 , 0 , 0.016942 , 0 , 0 , 0 , 0.00247 , 0 , 0.051217 , 0 , 0.080396 , 0.039269 , 0.019074 , 0 , 0 , 0.087601 , 0.013861 , 0.011791 , 0 , 0 
 1093 , 0.944505 , 0.982474 , 1.017604 , 1.013595 , 1.041822 , 0 , 0 , 0 , 0.097748 , 0.072693 , 0.014825 , 0.052843 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001879 , 0.000935 , 0.001643 , 0 , 0 , 0 , 0 , 0 , 0.006709 , 0 , 0 , 0 , 0.00096 , 0 , 0.04628 , 0 , 0.06609 , 0.022477 , 0.010848 , 0 , 0 , 0.081874 , 0.014345 , 0.012345 , 0 , 0 
