  time  ,:06:06 P,:06:19 P,:06:21 P,:06:22 P,:06:34 P,:07:33 P,:07:42 P,:07:50 P,:07:58 P,:08:11 P,:08:52 P,:09:17 P,:09:26 P,:09:32 P,:09:42 P,:10:27 P,:10:37 P,:10:45 P,:10:53 P,:11:00 P,:11:37 P,:11:44 P,:11:54 P,:12:05 P,:12:20 P,:13:08 P,:13:17 P,:13:25 P,:13:39 P,:13:49 P,:14:35 P,:14:43 P,:14:52 P,:15:05 P,:15:12 P,:15:50 P,:15:57 P,:16:05 P,:16:13 P,:16:20 P,:17:24 P,:17:37 P,:17:44 P,:17:52 P,:18:01 P,:18:58 P,:19:28 P,:19:35 P,:19:46 P,:19:52 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 747 , 0.993437 , 0.992496 , 1.006519 , 1.003342 , 1.004206 , 0.431112 , 0.393488 , 0.395006 , 0.45552 , 0.428543 , 0.39541 , 0.399369 , 0.31298 , 0.374205 , 0.424814 , 0.330174 , 0.334056 , 0.290532 , 0.279859 , 0.33275 , 0.309539 , 0.328611 , 0.348195 , 0.378337 , 0.372782 , 0.369368 , 0.36407 , 0.39664 , 0.316413 , 0.342968 , 0.398805 , 0.32494 , 0.393923 , 0.34708 , 0.299059 , 0.446519 , 0.421579 , 0.466366 , 0.428652 , 0.43912 , 0.419286 , 0.484528 , 0.420945 , 0.423821 , 0.401207 , 0.382514 , 0.372706 , 0.391194 , 0.375294 , 0.344153 
 748 , 0.993394 , 0.99253 , 1.006521 , 1.003304 , 1.004251 , 0.432823 , 0.395009 , 0.396467 , 0.457291 , 0.430302 , 0.39704 , 0.400922 , 0.314005 , 0.375661 , 0.426563 , 0.331348 , 0.33521 , 0.291459 , 0.280782 , 0.33405 , 0.310659 , 0.329801 , 0.349208 , 0.379652 , 0.374133 , 0.370639 , 0.365249 , 0.398182 , 0.31748 , 0.344159 , 0.400258 , 0.326004 , 0.395461 , 0.348363 , 0.300117 , 0.448522 , 0.423107 , 0.468354 , 0.430573 , 0.44094 , 0.421263 , 0.486955 , 0.42274 , 0.425763 , 0.402985 , 0.383972 , 0.374185 , 0.392869 , 0.376531 , 0.345159 
 749 , 0.993379 , 0.992462 , 1.006481 , 1.003367 , 1.00431 , 0.434486 , 0.39657 , 0.397907 , 0.459022 , 0.431986 , 0.398618 , 0.402507 , 0.314988 , 0.377092 , 0.428284 , 0.332515 , 0.336353 , 0.292358 , 0.281724 , 0.335339 , 0.311778 , 0.330965 , 0.350249 , 0.380988 , 0.375451 , 0.371853 , 0.366426 , 0.399645 , 0.318503 , 0.345326 , 0.401661 , 0.327005 , 0.396932 , 0.349616 , 0.301241 , 0.45043 , 0.424582 , 0.470276 , 0.432464 , 0.442691 , 0.423154 , 0.489386 , 0.424485 , 0.427664 , 0.404794 , 0.385361 , 0.3756 , 0.394483 , 0.377738 , 0.346153 
 750 , 0.993361 , 0.992396 , 1.006437 , 1.003434 , 1.004372 , 0.436193 , 0.398166 , 0.39939 , 0.4608 , 0.433707 , 0.400238 , 0.404135 , 0.316002 , 0.378551 , 0.430043 , 0.333708 , 0.337527 , 0.293279 , 0.282688 , 0.33666 , 0.312933 , 0.332167 , 0.351316 , 0.382364 , 0.376797 , 0.3731 , 0.36763 , 0.401144 , 0.319543 , 0.346519 , 0.403093 , 0.328037 , 0.398438 , 0.350902 , 0.302401 , 0.452384 , 0.426101 , 0.472245 , 0.4344 , 0.444479 , 0.425091 , 0.491867 , 0.426275 , 0.429609 , 0.406653 , 0.386786 , 0.377049 , 0.39614 , 0.378972 , 0.347166 
 751 , 0.993328 , 0.992397 , 1.006375 , 1.003498 , 1.004402 , 0.437555 , 0.399383 , 0.400491 , 0.4623 , 0.435144 , 0.40152 , 0.405445 , 0.316867 , 0.379764 , 0.431474 , 0.334567 , 0.338499 , 0.294082 , 0.28346 , 0.337758 , 0.313846 , 0.333165 , 0.352273 , 0.383525 , 0.377968 , 0.374121 , 0.368761 , 0.402411 , 0.320471 , 0.347536 , 0.404226 , 0.328958 , 0.399659 , 0.352064 , 0.30346 , 0.453898 , 0.427378 , 0.473846 , 0.436081 , 0.445897 , 0.426802 , 0.493826 , 0.427778 , 0.431218 , 0.408151 , 0.388079 , 0.378335 , 0.397542 , 0.380032 , 0.348066 
 752 , 0.993315 , 0.992475 , 1.006341 , 1.00357 , 1.004299 , 0.438801 , 0.400433 , 0.401352 , 0.463545 , 0.436339 , 0.402527 , 0.406519 , 0.317677 , 0.380907 , 0.432774 , 0.335246 , 0.339395 , 0.294849 , 0.284089 , 0.338751 , 0.314558 , 0.334057 , 0.353051 , 0.384433 , 0.37901 , 0.374953 , 0.369727 , 0.403512 , 0.321261 , 0.348357 , 0.405166 , 0.329731 , 0.400656 , 0.353064 , 0.304316 , 0.45524 , 0.428467 , 0.475199 , 0.437527 , 0.447152 , 0.42825 , 0.495512 , 0.429077 , 0.432747 , 0.409447 , 0.389147 , 0.379358 , 0.398713 , 0.380947 , 0.348816 
 753 , 0.99331 , 0.992553 , 1.006302 , 1.003644 , 1.00419 , 0.440114 , 0.401552 , 0.402263 , 0.464855 , 0.437595 , 0.403592 , 0.407657 , 0.318534 , 0.382107 , 0.434155 , 0.335967 , 0.340341 , 0.295655 , 0.284748 , 0.339802 , 0.315304 , 0.335 , 0.353866 , 0.385396 , 0.380114 , 0.375831 , 0.370746 , 0.404671 , 0.322093 , 0.349222 , 0.406157 , 0.330553 , 0.401717 , 0.354116 , 0.305213 , 0.456659 , 0.429609 , 0.476624 , 0.439055 , 0.448475 , 0.42978 , 0.497286 , 0.430451 , 0.434372 , 0.410808 , 0.390277 , 0.380436 , 0.399947 , 0.381903 , 0.34961 
 754 , 0.993307 , 0.99259 , 1.006319 , 1.00365 , 1.004135 , 0.441367 , 0.402419 , 0.403262 , 0.466069 , 0.438732 , 0.404589 , 0.408672 , 0.319356 , 0.38316 , 0.435472 , 0.336623 , 0.341264 , 0.2965 , 0.285347 , 0.340713 , 0.316064 , 0.335946 , 0.354601 , 0.38626 , 0.381208 , 0.376654 , 0.371503 , 0.405871 , 0.322935 , 0.350047 , 0.406939 , 0.331558 , 0.402731 , 0.355006 , 0.306079 , 0.457924 , 0.430732 , 0.477886 , 0.440531 , 0.449599 , 0.431223 , 0.498864 , 0.431874 , 0.435857 , 0.412011 , 0.391365 , 0.381514 , 0.401097 , 0.382775 , 0.350319 
 755 , 0.993317 , 0.992541 , 1.006369 , 1.003552 , 1.004221 , 0.442593 , 0.40277 , 0.404395 , 0.46699 , 0.439469 , 0.405312 , 0.409345 , 0.320079 , 0.383891 , 0.436632 , 0.337138 , 0.342081 , 0.297354 , 0.285768 , 0.341339 , 0.316814 , 0.33679 , 0.355072 , 0.386902 , 0.382192 , 0.377295 , 0.371716 , 0.406957 , 0.323645 , 0.350677 , 0.407252 , 0.332749 , 0.403445 , 0.355487 , 0.30676 , 0.458789 , 0.431669 , 0.47873 , 0.441757 , 0.450159 , 0.432338 , 0.499923 , 0.433214 , 0.436933 , 0.412831 , 0.392133 , 0.382393 , 0.401913 , 0.383349 , 0.350791 
 756 , 0.993326 , 0.992487 , 1.006393 , 1.003448 , 1.004347 , 0.443975 , 0.403117 , 0.405652 , 0.467956 , 0.440212 , 0.406035 , 0.410039 , 0.320863 , 0.384676 , 0.437884 , 0.337694 , 0.342953 , 0.298271 , 0.286223 , 0.342 , 0.317643 , 0.33768 , 0.35553 , 0.387581 , 0.383221 , 0.377968 , 0.371904 , 0.408094 , 0.324378 , 0.351324 , 0.407537 , 0.334018 , 0.404143 , 0.355959 , 0.307461 , 0.459685 , 0.432632 , 0.479601 , 0.443036 , 0.45069 , 0.43349 , 0.50102 , 0.434624 , 0.438038 , 0.413702 , 0.39286 , 0.383261 , 0.402727 , 0.383938 , 0.351277 
 757 , 0.993334 , 0.992413 , 1.006422 , 1.003364 , 1.004466 , 0.445472 , 0.403493 , 0.407042 , 0.469013 , 0.440995 , 0.406813 , 0.410799 , 0.321739 , 0.385545 , 0.439254 , 0.338309 , 0.343908 , 0.299294 , 0.286717 , 0.342725 , 0.318552 , 0.338651 , 0.356035 , 0.388334 , 0.384341 , 0.378715 , 0.372094 , 0.409347 , 0.325187 , 0.352028 , 0.407842 , 0.335418 , 0.404897 , 0.356478 , 0.308234 , 0.46065 , 0.433695 , 0.480548 , 0.44443 , 0.451266 , 0.43475 , 0.50222 , 0.436169 , 0.439247 , 0.414644 , 0.393658 , 0.38422 , 0.40362 , 0.38459 , 0.351813 
 758 , 0.993358 , 0.992266 , 1.006508 , 1.003555 , 1.004312 , 0.446685 , 0.403946 , 0.408479 , 0.469926 , 0.441543 , 0.407495 , 0.411533 , 0.322794 , 0.386531 , 0.440559 , 0.338924 , 0.344904 , 0.300464 , 0.28724 , 0.343464 , 0.319493 , 0.339567 , 0.356541 , 0.389102 , 0.385453 , 0.379467 , 0.372142 , 0.410709 , 0.326075 , 0.352764 , 0.408071 , 0.337003 , 0.405547 , 0.356942 , 0.309102 , 0.461396 , 0.434861 , 0.481362 , 0.445688 , 0.451767 , 0.435986 , 0.503331 , 0.437726 , 0.440398 , 0.41549 , 0.394512 , 0.385185 , 0.404475 , 0.385339 , 0.352363 
 759 , 0.99347 , 0.992165 , 1.006628 , 1.003703 , 1.004033 , 0.447904 , 0.404529 , 0.410062 , 0.470973 , 0.442289 , 0.408334 , 0.412395 , 0.323944 , 0.387612 , 0.44202 , 0.339644 , 0.346018 , 0.301763 , 0.287871 , 0.344304 , 0.320482 , 0.340606 , 0.357153 , 0.389972 , 0.386731 , 0.38033 , 0.372248 , 0.412227 , 0.327091 , 0.35363 , 0.408348 , 0.338763 , 0.406337 , 0.357516 , 0.310093 , 0.462252 , 0.436177 , 0.48239 , 0.44709 , 0.452388 , 0.437421 , 0.504598 , 0.439485 , 0.441718 , 0.416517 , 0.395532 , 0.386287 , 0.405483 , 0.386206 , 0.353004 
 760 , 0.993585 , 0.992051 , 1.006763 , 1.003872 , 1.00373 , 0.44924 , 0.405173 , 0.411806 , 0.472131 , 0.443107 , 0.40926 , 0.413346 , 0.325206 , 0.3888 , 0.443627 , 0.340431 , 0.347246 , 0.303186 , 0.288569 , 0.34522 , 0.321579 , 0.341741 , 0.35783 , 0.390935 , 0.388145 , 0.381282 , 0.372366 , 0.413907 , 0.328218 , 0.354575 , 0.408659 , 0.340701 , 0.407213 , 0.358148 , 0.311183 , 0.463195 , 0.437622 , 0.483526 , 0.448625 , 0.453083 , 0.439 , 0.505999 , 0.441425 , 0.443174 , 0.417649 , 0.396662 , 0.387503 , 0.406598 , 0.387165 , 0.35371 
 761 , 0.9938 , 0.992163 , 1.006706 , 1.003825 , 1.003505 , 0.45034 , 0.405945 , 0.412709 , 0.472905 , 0.443688 , 0.409952 , 0.414313 , 0.32602 , 0.389706 , 0.444748 , 0.341231 , 0.348132 , 0.304077 , 0.289252 , 0.34607 , 0.322313 , 0.342645 , 0.358531 , 0.39165 , 0.38909 , 0.381914 , 0.372858 , 0.414667 , 0.328894 , 0.35508 , 0.409193 , 0.341486 , 0.407811 , 0.358878 , 0.311869 , 0.463973 , 0.438534 , 0.484501 , 0.449607 , 0.453844 , 0.440067 , 0.507177 , 0.442489 , 0.444486 , 0.418844 , 0.397203 , 0.387951 , 0.407287 , 0.387898 , 0.35434 
 762 , 0.993768 , 0.992315 , 1.006665 , 1.003666 , 1.003587 , 0.451533 , 0.406918 , 0.413574 , 0.474084 , 0.444812 , 0.411199 , 0.415737 , 0.326896 , 0.390753 , 0.44589 , 0.342239 , 0.349151 , 0.304924 , 0.290055 , 0.347079 , 0.323285 , 0.343843 , 0.359693 , 0.39268 , 0.39024 , 0.382815 , 0.373964 , 0.415777 , 0.329901 , 0.355951 , 0.410345 , 0.342456 , 0.409062 , 0.360114 , 0.312868 , 0.465278 , 0.439853 , 0.485829 , 0.451125 , 0.455196 , 0.441727 , 0.508847 , 0.44372 , 0.44612 , 0.420216 , 0.398441 , 0.38905 , 0.408464 , 0.38903 , 0.35526 
 763 , 0.993745 , 0.99247 , 1.006625 , 1.003501 , 1.003659 , 0.452732 , 0.407898 , 0.41443 , 0.475268 , 0.445936 , 0.412449 , 0.417165 , 0.327768 , 0.391809 , 0.447032 , 0.343249 , 0.350165 , 0.30578 , 0.290859 , 0.348097 , 0.32426 , 0.345039 , 0.360858 , 0.393717 , 0.391386 , 0.383724 , 0.375072 , 0.416887 , 0.330905 , 0.356816 , 0.411491 , 0.343428 , 0.410309 , 0.361353 , 0.313864 , 0.466589 , 0.441174 , 0.48715 , 0.45264 , 0.456556 , 0.443386 , 0.510518 , 0.444952 , 0.447759 , 0.421583 , 0.399675 , 0.390138 , 0.409648 , 0.390157 , 0.356175 
 764 , 0.993673 , 0.992621 , 1.006617 , 1.003352 , 1.003737 , 0.453574 , 0.408953 , 0.414831 , 0.476159 , 0.446945 , 0.413421 , 0.418515 , 0.328333 , 0.392684 , 0.447925 , 0.344276 , 0.351035 , 0.306251 , 0.291674 , 0.349017 , 0.325035 , 0.345954 , 0.361831 , 0.394585 , 0.392208 , 0.384429 , 0.376239 , 0.417463 , 0.33152 , 0.357436 , 0.41267 , 0.343773 , 0.411278 , 0.362491 , 0.314598 , 0.467649 , 0.442132 , 0.488281 , 0.453763 , 0.457747 , 0.444607 , 0.511989 , 0.445665 , 0.449153 , 0.422871 , 0.400554 , 0.390771 , 0.410573 , 0.391019 , 0.356953 
 765 , 0.993483 , 0.992672 , 1.006569 , 1.003366 , 1.00391 , 0.45409 , 0.410245 , 0.414836 , 0.477098 , 0.448214 , 0.414369 , 0.419972 , 0.328677 , 0.393475 , 0.448623 , 0.345421 , 0.35177 , 0.306382 , 0.292627 , 0.349954 , 0.325714 , 0.346699 , 0.362794 , 0.395518 , 0.392963 , 0.385161 , 0.377775 , 0.417755 , 0.331984 , 0.358125 , 0.414071 , 0.343703 , 0.412366 , 0.363761 , 0.315325 , 0.468577 , 0.443013 , 0.489472 , 0.454848 , 0.45918 , 0.445789 , 0.513492 , 0.446172 , 0.450387 , 0.424265 , 0.401542 , 0.391263 , 0.411626 , 0.39186 , 0.357846 
 766 , 0.993277 , 0.992686 , 1.00649 , 1.003435 , 1.004111 , 0.454628 , 0.411512 , 0.414917 , 0.478148 , 0.449558 , 0.415385 , 0.421436 , 0.329069 , 0.394282 , 0.449337 , 0.346545 , 0.352492 , 0.306562 , 0.293583 , 0.350893 , 0.326417 , 0.347475 , 0.363794 , 0.396505 , 0.393795 , 0.38597 , 0.379341 , 0.418186 , 0.332559 , 0.358926 , 0.415476 , 0.343777 , 0.413572 , 0.365055 , 0.316129 , 0.46953 , 0.443988 , 0.490718 , 0.456038 , 0.460691 , 0.447101 , 0.515031 , 0.446822 , 0.451618 , 0.425674 , 0.402692 , 0.391897 , 0.412786 , 0.392774 , 0.358803 
 767 , 0.993112 , 0.992695 , 1.006403 , 1.003497 , 1.004292 , 0.455147 , 0.412686 , 0.414993 , 0.479104 , 0.450782 , 0.416315 , 0.422779 , 0.329445 , 0.395023 , 0.449987 , 0.347584 , 0.353168 , 0.306746 , 0.294451 , 0.351741 , 0.327067 , 0.348197 , 0.364726 , 0.397414 , 0.39456 , 0.386722 , 0.380774 , 0.418589 , 0.333081 , 0.35967 , 0.416758 , 0.343857 , 0.41468 , 0.366244 , 0.316877 , 0.470406 , 0.444885 , 0.491849 , 0.457128 , 0.462106 , 0.448313 , 0.516438 , 0.447433 , 0.452743 , 0.426942 , 0.40376 , 0.392489 , 0.413859 , 0.393622 , 0.359677 
 768 , 0.993164 , 0.992673 , 1.006237 , 1.003489 , 1.004437 , 0.455799 , 0.413669 , 0.415036 , 0.479819 , 0.451618 , 0.417019 , 0.42383 , 0.329899 , 0.395649 , 0.450558 , 0.348428 , 0.35384 , 0.307024 , 0.295064 , 0.352282 , 0.327589 , 0.348854 , 0.36561 , 0.398195 , 0.395146 , 0.387386 , 0.381831 , 0.419015 , 0.333517 , 0.36035 , 0.417804 , 0.344032 , 0.415632 , 0.367142 , 0.317513 , 0.471208 , 0.445612 , 0.492695 , 0.45788 , 0.463389 , 0.449243 , 0.517559 , 0.448052 , 0.453647 , 0.42773 , 0.404738 , 0.393032 , 0.414768 , 0.394393 , 0.36035 
 769 , 0.993247 , 0.992683 , 1.006145 , 1.003373 , 1.004552 , 0.456464 , 0.414591 , 0.415063 , 0.48051 , 0.45242 , 0.41775 , 0.424867 , 0.330333 , 0.396299 , 0.451142 , 0.349221 , 0.354524 , 0.307342 , 0.295643 , 0.352774 , 0.328052 , 0.349484 , 0.366563 , 0.398966 , 0.395755 , 0.388034 , 0.382856 , 0.41946 , 0.333951 , 0.360966 , 0.418897 , 0.344221 , 0.416603 , 0.368025 , 0.318136 , 0.472043 , 0.446345 , 0.493573 , 0.458542 , 0.46463 , 0.45012 , 0.518674 , 0.448671 , 0.454544 , 0.428446 , 0.405717 , 0.393638 , 0.415666 , 0.395132 , 0.360992 
 770 , 0.993325 , 0.992689 , 1.00606 , 1.003257 , 1.004669 , 0.457093 , 0.415469 , 0.415095 , 0.481171 , 0.453174 , 0.418442 , 0.425847 , 0.330743 , 0.396905 , 0.451691 , 0.349976 , 0.355169 , 0.307637 , 0.296182 , 0.353239 , 0.328485 , 0.350082 , 0.367457 , 0.399695 , 0.396327 , 0.388647 , 0.383829 , 0.419873 , 0.33436 , 0.361549 , 0.419926 , 0.344397 , 0.417523 , 0.368855 , 0.318724 , 0.472834 , 0.447043 , 0.494411 , 0.459174 , 0.46581 , 0.450949 , 0.519723 , 0.449255 , 0.455393 , 0.429116 , 0.406646 , 0.394207 , 0.416506 , 0.395822 , 0.361602 
 771 , 0.993391 , 0.992679 , 1.006102 , 1.00309 , 1.004739 , 0.457901 , 0.416165 , 0.41552 , 0.48194 , 0.453952 , 0.419256 , 0.426868 , 0.331217 , 0.397484 , 0.452283 , 0.350728 , 0.355894 , 0.308141 , 0.296727 , 0.35364 , 0.329023 , 0.350808 , 0.368359 , 0.400436 , 0.397052 , 0.38924 , 0.384573 , 0.420572 , 0.334986 , 0.362156 , 0.420825 , 0.344971 , 0.418458 , 0.369596 , 0.31945 , 0.473584 , 0.447942 , 0.495209 , 0.459909 , 0.466862 , 0.451938 , 0.520771 , 0.450123 , 0.456259 , 0.429733 , 0.407642 , 0.394938 , 0.417395 , 0.396507 , 0.362203 
 772 , 0.993619 , 0.992593 , 1.006068 , 1.003037 , 1.004683 , 0.458712 , 0.416747 , 0.415988 , 0.482498 , 0.454542 , 0.419878 , 0.427705 , 0.331659 , 0.397903 , 0.45287 , 0.351389 , 0.356525 , 0.308572 , 0.297195 , 0.353954 , 0.329528 , 0.351442 , 0.368894 , 0.400967 , 0.397603 , 0.38973 , 0.385114 , 0.421117 , 0.335496 , 0.36266 , 0.421496 , 0.345408 , 0.419045 , 0.37012 , 0.320009 , 0.474132 , 0.448633 , 0.4958 , 0.460517 , 0.467631 , 0.452737 , 0.521572 , 0.450792 , 0.456973 , 0.430316 , 0.408308 , 0.395439 , 0.418046 , 0.39709 , 0.362626 
 773 , 0.993849 , 0.992508 , 1.006029 , 1.002986 , 1.004628 , 0.459498 , 0.417313 , 0.416452 , 0.483043 , 0.45512 , 0.42049 , 0.428532 , 0.332088 , 0.398319 , 0.453452 , 0.35203 , 0.357149 , 0.30899 , 0.297652 , 0.354265 , 0.330033 , 0.35207 , 0.369422 , 0.401483 , 0.398139 , 0.390211 , 0.385639 , 0.421658 , 0.335993 , 0.363155 , 0.422151 , 0.345843 , 0.419622 , 0.370636 , 0.320563 , 0.474674 , 0.44932 , 0.496384 , 0.461106 , 0.468381 , 0.453512 , 0.522359 , 0.451443 , 0.457669 , 0.430881 , 0.408957 , 0.395923 , 0.418681 , 0.397665 , 0.363042 
 774 , 0.994045 , 0.992413 , 1.006019 , 1.002982 , 1.004541 , 0.460047 , 0.417864 , 0.416964 , 0.483631 , 0.45574 , 0.42113 , 0.429314 , 0.332585 , 0.398721 , 0.454094 , 0.352615 , 0.357802 , 0.309451 , 0.298136 , 0.354624 , 0.330535 , 0.352756 , 0.369943 , 0.402041 , 0.398742 , 0.390779 , 0.386204 , 0.422252 , 0.336516 , 0.363728 , 0.422776 , 0.346373 , 0.42027 , 0.3712 , 0.321156 , 0.475219 , 0.450069 , 0.497043 , 0.461814 , 0.469125 , 0.454376 , 0.523154 , 0.452152 , 0.458388 , 0.431498 , 0.409707 , 0.396531 , 0.419356 , 0.398291 , 0.3635 
 775 , 0.994082 , 0.992381 , 1.006076 , 1.003019 , 1.004443 , 0.460293 , 0.418362 , 0.417498 , 0.484229 , 0.456277 , 0.421744 , 0.430033 , 0.333089 , 0.399118 , 0.454725 , 0.353136 , 0.358509 , 0.309949 , 0.29865 , 0.355046 , 0.33103 , 0.353501 , 0.370491 , 0.402628 , 0.399428 , 0.391355 , 0.386677 , 0.42281 , 0.337017 , 0.364294 , 0.423303 , 0.347 , 0.420961 , 0.371766 , 0.321796 , 0.475724 , 0.45083 , 0.497736 , 0.462602 , 0.469798 , 0.455319 , 0.52392 , 0.452936 , 0.459105 , 0.432132 , 0.410478 , 0.39712 , 0.419996 , 0.398848 , 0.364065 
 776 , 0.994073 , 0.992375 , 1.006158 , 1.003047 , 1.004346 , 0.460527 , 0.418847 , 0.418009 , 0.484813 , 0.456774 , 0.422337 , 0.430736 , 0.333574 , 0.399512 , 0.455313 , 0.353653 , 0.359212 , 0.310438 , 0.29915 , 0.355472 , 0.331518 , 0.354234 , 0.371047 , 0.403211 , 0.400107 , 0.391897 , 0.387109 , 0.423331 , 0.337503 , 0.364825 , 0.423804 , 0.34762 , 0.42164 , 0.372312 , 0.322435 , 0.47621 , 0.451566 , 0.498392 , 0.463367 , 0.470435 , 0.456246 , 0.52466 , 0.453723 , 0.459817 , 0.432745 , 0.411212 , 0.397666 , 0.420605 , 0.399356 , 0.364642 
 777 , 0.994058 , 0.99237 , 1.006231 , 1.003064 , 1.004278 , 0.460814 , 0.419312 , 0.418512 , 0.485423 , 0.457281 , 0.42294 , 0.431444 , 0.334079 , 0.399938 , 0.455904 , 0.354178 , 0.359902 , 0.310941 , 0.299657 , 0.355914 , 0.332024 , 0.354965 , 0.37162 , 0.403783 , 0.400806 , 0.392432 , 0.387556 , 0.423856 , 0.338005 , 0.365361 , 0.424317 , 0.348252 , 0.422323 , 0.372902 , 0.323086 , 0.476702 , 0.452303 , 0.49906 , 0.464164 , 0.471081 , 0.457193 , 0.525412 , 0.454521 , 0.460529 , 0.433384 , 0.411962 , 0.398223 , 0.421232 , 0.399884 , 0.365232 
 778 , 0.99408 , 0.992356 , 1.006291 , 1.003047 , 1.004226 , 0.461405 , 0.419669 , 0.418919 , 0.486148 , 0.457828 , 0.423614 , 0.432207 , 0.33469 , 0.400555 , 0.456499 , 0.354798 , 0.360536 , 0.31146 , 0.300135 , 0.356461 , 0.332632 , 0.355671 , 0.372304 , 0.40433 , 0.401571 , 0.392951 , 0.388085 , 0.424384 , 0.338574 , 0.365919 , 0.424854 , 0.348904 , 0.422981 , 0.373673 , 0.323753 , 0.47718 , 0.453031 , 0.499735 , 0.465051 , 0.471736 , 0.458121 , 0.526201 , 0.455314 , 0.461283 , 0.434142 , 0.412671 , 0.398831 , 0.421938 , 0.400494 , 0.36581 
 779 , 0.994146 , 0.992379 , 1.006413 , 1.003036 , 1.004025 , 0.461977 , 0.419996 , 0.419293 , 0.486818 , 0.45832 , 0.424254 , 0.432946 , 0.335305 , 0.401165 , 0.457105 , 0.355425 , 0.36115 , 0.311964 , 0.300618 , 0.356995 , 0.333183 , 0.35634 , 0.372987 , 0.404856 , 0.402271 , 0.393442 , 0.388625 , 0.424861 , 0.339078 , 0.366458 , 0.425373 , 0.349469 , 0.423558 , 0.374413 , 0.324348 , 0.477635 , 0.453707 , 0.500355 , 0.465879 , 0.472368 , 0.4589 , 0.526964 , 0.456034 , 0.461984 , 0.434904 , 0.413289 , 0.399385 , 0.422596 , 0.401111 , 0.366308 
 780 , 0.994218 , 0.992401 , 1.006535 , 1.003024 , 1.003823 , 0.462548 , 0.420336 , 0.419667 , 0.487497 , 0.458825 , 0.4249 , 0.433692 , 0.335926 , 0.401789 , 0.457725 , 0.356065 , 0.361777 , 0.312474 , 0.301113 , 0.357534 , 0.333747 , 0.357015 , 0.373677 , 0.405382 , 0.402977 , 0.393939 , 0.389171 , 0.425337 , 0.339588 , 0.366996 , 0.42589 , 0.350033 , 0.424148 , 0.37516 , 0.324948 , 0.47809 , 0.454391 , 0.500982 , 0.466709 , 0.473 , 0.459686 , 0.527735 , 0.456762 , 0.462699 , 0.435673 , 0.413908 , 0.399937 , 0.42326 , 0.401734 , 0.366811 
 781 , 0.994125 , 0.992472 , 1.006689 , 1.003096 , 1.003617 , 0.463149 , 0.420813 , 0.420031 , 0.488078 , 0.459425 , 0.425511 , 0.434475 , 0.336416 , 0.402433 , 0.458465 , 0.356668 , 0.362443 , 0.312995 , 0.301672 , 0.35806 , 0.334304 , 0.357717 , 0.374355 , 0.405931 , 0.403681 , 0.394402 , 0.389752 , 0.425847 , 0.340092 , 0.367484 , 0.426444 , 0.350619 , 0.424825 , 0.375837 , 0.325491 , 0.4786 , 0.455111 , 0.501562 , 0.467559 , 0.473594 , 0.460495 , 0.528494 , 0.457559 , 0.46343 , 0.436429 , 0.414599 , 0.400499 , 0.423947 , 0.402371 , 0.367298 
 782 , 0.993882 , 0.992586 , 1.006665 , 1.003166 , 1.003701 , 0.463674 , 0.421277 , 0.420412 , 0.488553 , 0.460037 , 0.42595 , 0.435199 , 0.336765 , 0.402998 , 0.459131 , 0.357226 , 0.363051 , 0.313512 , 0.302204 , 0.358522 , 0.334892 , 0.358392 , 0.374914 , 0.406401 , 0.404316 , 0.394778 , 0.390222 , 0.426361 , 0.340573 , 0.36784 , 0.426944 , 0.351291 , 0.425414 , 0.376479 , 0.325999 , 0.478981 , 0.455845 , 0.502063 , 0.468374 , 0.474124 , 0.461252 , 0.5292 , 0.458246 , 0.464195 , 0.437099 , 0.415273 , 0.400988 , 0.424536 , 0.402888 , 0.367717 
 783 , 0.993634 , 0.992693 , 1.006642 , 1.003244 , 1.003787 , 0.46421 , 0.421752 , 0.420804 , 0.489032 , 0.460654 , 0.426399 , 0.435941 , 0.337124 , 0.403581 , 0.459809 , 0.357794 , 0.363683 , 0.314045 , 0.302746 , 0.358988 , 0.33549 , 0.359077 , 0.375484 , 0.406883 , 0.404961 , 0.395165 , 0.390703 , 0.426886 , 0.341057 , 0.368214 , 0.427456 , 0.351979 , 0.426021 , 0.377138 , 0.326518 , 0.479374 , 0.45659 , 0.502576 , 0.4692 , 0.474665 , 0.462027 , 0.529918 , 0.458944 , 0.464979 , 0.437781 , 0.415965 , 0.401487 , 0.425136 , 0.403416 , 0.368145 
