  time  ,11:50 PM,11:58 PM,12:05 PM,12:16 PM,12:22 PM,13:26 PM,13:32 PM,13:38 PM,13:44 PM,13:49 PM,14:39 PM,14:47 PM,14:54 PM,14:59 PM,15:05 PM,16:50 PM,16:55 PM,17:00 PM,17:07 PM,17:12 PM,18:37 PM,18:44 PM,18:52 PM,18:58 PM,19:05 PM,20:03 PM,20:10 PM,20:16 PM,20:22 PM,20:28 PM,21:18 PM,21:26 PM,21:34 PM,21:42 PM,21:49 PM,22:50 PM,22:57 PM,23:03 PM,23:10 PM,23:24 PM,24:36 PM,24:42 PM,24:49 PM,24:56 PM,25:02 PM,26:16 PM,26:22 PM,26:29 PM,26:35 PM,26:42 PM,27:19 PM,27:25 PM,27:32 PM,27:39 PM,27:47 PM,28:27 PM,28:33 PM,28:39 PM,28:44 PM,28:50 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 759 , 0.262861 , 0.343765 , 0.327598 , 0.311752 , 0.257778 , 0.369145 , 0.33265 , 0.303277 , 0.36635 , 0.297678 , 0.141822 , 0.17273 , 0.140179 , 0.197029 , 0.129105 , 0.184366 , 0.198988 , 0.203069 , 0.166908 , 0.190855 , 0.178873 , 0.279953 , 0.200581 , 0.279037 , 0.275213 , 0.376899 , 0.372176 , 0.370204 , 0.394263 , 0.408969 , 0.271928 , 0.27309 , 0.272102 , 0.117839 , 0.134963 , 0.260213 , 0.208549 , 0.2132 , 0.166766 , 0.223211 , 0.285322 , 0.227613 , 0.300495 , 0.260208 , 0.236079 , 0.222165 , 0.275912 , 0.269756 , 0.265367 , 0.234614 , 0.22978 , 0.176839 , 0.141403 , 0.114599 , 0.300602 , 0.226674 , 0.210618 , 0.241028 , 0.257885 , 0.216374 
 760 , 0.263401 , 0.344862 , 0.328002 , 0.312762 , 0.258131 , 0.369683 , 0.332951 , 0.303949 , 0.366769 , 0.298486 , 0.142134 , 0.17294 , 0.140577 , 0.197243 , 0.129309 , 0.184382 , 0.199345 , 0.203303 , 0.167402 , 0.190861 , 0.179214 , 0.280114 , 0.201157 , 0.279364 , 0.275459 , 0.37772 , 0.372744 , 0.370839 , 0.394941 , 0.409672 , 0.272393 , 0.273625 , 0.272268 , 0.117987 , 0.135083 , 0.260268 , 0.20885 , 0.213607 , 0.167062 , 0.223416 , 0.284889 , 0.228642 , 0.300994 , 0.26075 , 0.236014 , 0.222738 , 0.276548 , 0.270332 , 0.265512 , 0.234863 , 0.230262 , 0.177416 , 0.141688 , 0.114792 , 0.300789 , 0.226643 , 0.210774 , 0.241499 , 0.258193 , 0.216495 
 761 , 0.264008 , 0.346059 , 0.3289 , 0.313738 , 0.258895 , 0.370605 , 0.333744 , 0.304762 , 0.367649 , 0.299223 , 0.142589 , 0.173429 , 0.141004 , 0.197792 , 0.129706 , 0.184788 , 0.199858 , 0.203834 , 0.167951 , 0.191251 , 0.179827 , 0.280941 , 0.201864 , 0.280047 , 0.276118 , 0.3788 , 0.373695 , 0.371751 , 0.395863 , 0.410586 , 0.27308 , 0.27433 , 0.272859 , 0.118346 , 0.13547 , 0.260805 , 0.209343 , 0.214018 , 0.167538 , 0.223962 , 0.285399 , 0.229231 , 0.301702 , 0.26153 , 0.236606 , 0.223385 , 0.277329 , 0.270953 , 0.266079 , 0.23549 , 0.230881 , 0.178056 , 0.142172 , 0.115265 , 0.301446 , 0.227052 , 0.2112 , 0.242088 , 0.258726 , 0.216978 
 762 , 0.264687 , 0.347253 , 0.32997 , 0.314696 , 0.259932 , 0.37154 , 0.334773 , 0.305551 , 0.368676 , 0.300011 , 0.14311 , 0.17404 , 0.141445 , 0.198472 , 0.130177 , 0.185321 , 0.200425 , 0.204461 , 0.168505 , 0.191781 , 0.180452 , 0.281996 , 0.202604 , 0.280876 , 0.276892 , 0.379839 , 0.374757 , 0.372796 , 0.39693 , 0.411576 , 0.273802 , 0.275057 , 0.273571 , 0.118792 , 0.135948 , 0.26151 , 0.209888 , 0.21443 , 0.168056 , 0.224612 , 0.286207 , 0.229755 , 0.302417 , 0.262447 , 0.237423 , 0.22398 , 0.278095 , 0.271587 , 0.266788 , 0.236193 , 0.231573 , 0.178713 , 0.1427 , 0.115837 , 0.302282 , 0.227602 , 0.211736 , 0.24264 , 0.259361 , 0.217555 
 763 , 0.265366 , 0.348444 , 0.33104 , 0.315659 , 0.260963 , 0.372474 , 0.335803 , 0.30634 , 0.369703 , 0.300799 , 0.14363 , 0.174651 , 0.141884 , 0.199154 , 0.130648 , 0.185852 , 0.200997 , 0.20508 , 0.169061 , 0.192308 , 0.181076 , 0.283045 , 0.203343 , 0.281702 , 0.27767 , 0.380874 , 0.375818 , 0.373835 , 0.398001 , 0.412564 , 0.274523 , 0.275788 , 0.274287 , 0.119237 , 0.136426 , 0.262215 , 0.210434 , 0.214837 , 0.168571 , 0.225254 , 0.287011 , 0.230279 , 0.303136 , 0.263361 , 0.238241 , 0.224576 , 0.278856 , 0.272216 , 0.267502 , 0.236898 , 0.232262 , 0.179369 , 0.143223 , 0.116413 , 0.303119 , 0.228156 , 0.212268 , 0.243192 , 0.259991 , 0.218133 
 764 , 0.265991 , 0.349596 , 0.332297 , 0.316582 , 0.26205 , 0.373556 , 0.33701 , 0.307095 , 0.370857 , 0.301479 , 0.144164 , 0.175334 , 0.142281 , 0.199933 , 0.131123 , 0.186526 , 0.20159 , 0.205818 , 0.169618 , 0.192958 , 0.181735 , 0.284271 , 0.204108 , 0.28263 , 0.278598 , 0.381933 , 0.376963 , 0.374867 , 0.399132 , 0.413588 , 0.275261 , 0.276563 , 0.275213 , 0.119743 , 0.136999 , 0.263074 , 0.211039 , 0.215222 , 0.169097 , 0.225981 , 0.288211 , 0.230534 , 0.303909 , 0.264281 , 0.239305 , 0.225178 , 0.279666 , 0.272865 , 0.268334 , 0.237716 , 0.232938 , 0.179986 , 0.1438 , 0.117079 , 0.304052 , 0.228889 , 0.212896 , 0.243744 , 0.260735 , 0.218868 
 765 , 0.266473 , 0.350607 , 0.333734 , 0.317348 , 0.263047 , 0.374837 , 0.338347 , 0.307836 , 0.372155 , 0.301944 , 0.144695 , 0.176031 , 0.142608 , 0.20075 , 0.131571 , 0.187363 , 0.202184 , 0.206642 , 0.170143 , 0.193756 , 0.182464 , 0.285649 , 0.204845 , 0.283657 , 0.279709 , 0.383084 , 0.378121 , 0.375805 , 0.400251 , 0.414576 , 0.276028 , 0.27732 , 0.27643 , 0.120296 , 0.137671 , 0.264153 , 0.211701 , 0.215589 , 0.169625 , 0.226777 , 0.289848 , 0.23038 , 0.304751 , 0.265142 , 0.24064 , 0.225801 , 0.280482 , 0.273484 , 0.269328 , 0.238644 , 0.233564 , 0.18052 , 0.144444 , 0.117808 , 0.305041 , 0.229806 , 0.213571 , 0.244273 , 0.261565 , 0.219723 
 766 , 0.266917 , 0.351537 , 0.335087 , 0.318039 , 0.263944 , 0.376069 , 0.339586 , 0.308558 , 0.373396 , 0.302365 , 0.145202 , 0.176668 , 0.14291 , 0.201503 , 0.131994 , 0.188156 , 0.202747 , 0.20741 , 0.17064 , 0.194518 , 0.183164 , 0.286942 , 0.205529 , 0.284628 , 0.280767 , 0.384212 , 0.379194 , 0.37668 , 0.401295 , 0.415491 , 0.276763 , 0.278015 , 0.277604 , 0.120818 , 0.138303 , 0.265193 , 0.212324 , 0.215942 , 0.170124 , 0.227534 , 0.291388 , 0.230213 , 0.305563 , 0.265951 , 0.241904 , 0.226408 , 0.281239 , 0.274059 , 0.270276 , 0.239517 , 0.234152 , 0.181019 , 0.145068 , 0.118491 , 0.305962 , 0.230659 , 0.214196 , 0.244777 , 0.262341 , 0.220514 
 767 , 0.26731 , 0.352404 , 0.336336 , 0.318695 , 0.264792 , 0.377202 , 0.340737 , 0.309233 , 0.374541 , 0.302762 , 0.145672 , 0.177254 , 0.143197 , 0.202197 , 0.132387 , 0.188886 , 0.203284 , 0.208123 , 0.171114 , 0.195213 , 0.183816 , 0.288134 , 0.206171 , 0.285538 , 0.281759 , 0.385256 , 0.380185 , 0.377503 , 0.402258 , 0.416342 , 0.277446 , 0.278659 , 0.278694 , 0.121294 , 0.138892 , 0.266157 , 0.212907 , 0.216277 , 0.170597 , 0.228235 , 0.292796 , 0.230074 , 0.306323 , 0.266701 , 0.243072 , 0.226978 , 0.281951 , 0.274602 , 0.271158 , 0.240319 , 0.234701 , 0.181489 , 0.145646 , 0.11912 , 0.306815 , 0.231444 , 0.214772 , 0.24525 , 0.263066 , 0.221238 
 768 , 0.267498 , 0.353116 , 0.337265 , 0.319286 , 0.265592 , 0.377998 , 0.341654 , 0.309795 , 0.375436 , 0.303181 , 0.146057 , 0.177662 , 0.143508 , 0.202771 , 0.132715 , 0.189425 , 0.20382 , 0.208694 , 0.171585 , 0.195641 , 0.18435 , 0.289062 , 0.206731 , 0.286325 , 0.282588 , 0.386111 , 0.380957 , 0.378282 , 0.402989 , 0.417069 , 0.27798 , 0.279196 , 0.279532 , 0.121647 , 0.139395 , 0.266912 , 0.213385 , 0.216545 , 0.171052 , 0.228776 , 0.293735 , 0.230123 , 0.30695 , 0.267288 , 0.243967 , 0.227482 , 0.282553 , 0.275082 , 0.271804 , 0.240937 , 0.235163 , 0.181906 , 0.146131 , 0.11957 , 0.307514 , 0.232063 , 0.215242 , 0.245685 , 0.263664 , 0.221782 
 769 , 0.267715 , 0.353764 , 0.338142 , 0.319855 , 0.266405 , 0.378809 , 0.342546 , 0.310293 , 0.376293 , 0.303618 , 0.146428 , 0.178076 , 0.143816 , 0.203353 , 0.133027 , 0.189939 , 0.204357 , 0.209269 , 0.172055 , 0.196043 , 0.184878 , 0.289998 , 0.207279 , 0.287049 , 0.283373 , 0.386968 , 0.381714 , 0.379098 , 0.403709 , 0.417797 , 0.278473 , 0.279731 , 0.280336 , 0.121997 , 0.139894 , 0.26761 , 0.213844 , 0.216776 , 0.171516 , 0.229296 , 0.294652 , 0.230168 , 0.307532 , 0.267881 , 0.244848 , 0.227946 , 0.283175 , 0.275537 , 0.272395 , 0.241584 , 0.235597 , 0.182323 , 0.146607 , 0.120012 , 0.308237 , 0.23271 , 0.215728 , 0.246137 , 0.264253 , 0.222359 
 770 , 0.267919 , 0.354383 , 0.338983 , 0.320398 , 0.26719 , 0.379584 , 0.343402 , 0.310769 , 0.377115 , 0.304039 , 0.146788 , 0.178472 , 0.144104 , 0.203914 , 0.133329 , 0.190429 , 0.204872 , 0.209818 , 0.172503 , 0.196425 , 0.185377 , 0.290892 , 0.207806 , 0.287747 , 0.284123 , 0.387789 , 0.382435 , 0.379882 , 0.404402 , 0.418498 , 0.27894 , 0.280245 , 0.28111 , 0.122334 , 0.140375 , 0.268279 , 0.214285 , 0.216995 , 0.171962 , 0.229795 , 0.295527 , 0.230213 , 0.308089 , 0.26845 , 0.245692 , 0.228394 , 0.283772 , 0.275975 , 0.272957 , 0.2422 , 0.236011 , 0.182729 , 0.14706 , 0.120428 , 0.308933 , 0.233331 , 0.216191 , 0.246566 , 0.264822 , 0.222908 
 771 , 0.268157 , 0.354909 , 0.339545 , 0.320829 , 0.267726 , 0.380289 , 0.343982 , 0.311182 , 0.377751 , 0.304478 , 0.147111 , 0.17887 , 0.144408 , 0.204353 , 0.133569 , 0.190811 , 0.205282 , 0.210306 , 0.172909 , 0.196809 , 0.185832 , 0.291616 , 0.208261 , 0.288251 , 0.284672 , 0.388478 , 0.382934 , 0.38048 , 0.404931 , 0.419042 , 0.279275 , 0.280613 , 0.281631 , 0.122673 , 0.140749 , 0.268752 , 0.214685 , 0.217223 , 0.172353 , 0.230195 , 0.295951 , 0.230435 , 0.30839 , 0.268997 , 0.24628 , 0.228791 , 0.284308 , 0.276368 , 0.27338 , 0.242768 , 0.236339 , 0.183165 , 0.147515 , 0.120801 , 0.309448 , 0.233779 , 0.216592 , 0.246964 , 0.26524 , 0.223331 
 772 , 0.268336 , 0.355485 , 0.340019 , 0.321277 , 0.268153 , 0.38096 , 0.344475 , 0.311577 , 0.378335 , 0.304879 , 0.147398 , 0.179267 , 0.14472 , 0.204763 , 0.133794 , 0.191164 , 0.205614 , 0.210815 , 0.173291 , 0.197179 , 0.186236 , 0.292202 , 0.208698 , 0.288695 , 0.285162 , 0.389025 , 0.383379 , 0.380933 , 0.405383 , 0.419544 , 0.279627 , 0.280946 , 0.282074 , 0.123015 , 0.141066 , 0.269165 , 0.215048 , 0.217503 , 0.172685 , 0.230568 , 0.296204 , 0.23075 , 0.308671 , 0.269504 , 0.246787 , 0.2292 , 0.284783 , 0.276749 , 0.273772 , 0.243298 , 0.236668 , 0.183584 , 0.147906 , 0.121161 , 0.309923 , 0.23411 , 0.21695 , 0.247344 , 0.265573 , 0.223674 
 773 , 0.268513 , 0.356053 , 0.340488 , 0.321722 , 0.26858 , 0.381625 , 0.344959 , 0.311968 , 0.37891 , 0.305269 , 0.147684 , 0.179652 , 0.145031 , 0.205167 , 0.134018 , 0.191518 , 0.205944 , 0.211316 , 0.173663 , 0.197548 , 0.186632 , 0.292777 , 0.209128 , 0.289133 , 0.285641 , 0.389562 , 0.383814 , 0.38138 , 0.405827 , 0.420034 , 0.279978 , 0.281273 , 0.282506 , 0.123353 , 0.141382 , 0.269576 , 0.215407 , 0.217774 , 0.173015 , 0.230936 , 0.296453 , 0.231056 , 0.308949 , 0.270005 , 0.247291 , 0.2296 , 0.285252 , 0.277119 , 0.274154 , 0.24382 , 0.236992 , 0.183993 , 0.148291 , 0.121513 , 0.310392 , 0.234442 , 0.21731 , 0.247719 , 0.265901 , 0.224009 
 774 , 0.268683 , 0.356591 , 0.340952 , 0.322207 , 0.268952 , 0.382189 , 0.345405 , 0.312352 , 0.379408 , 0.305646 , 0.147963 , 0.179974 , 0.145338 , 0.205523 , 0.134247 , 0.191825 , 0.206255 , 0.211743 , 0.174033 , 0.197874 , 0.186976 , 0.293279 , 0.20959 , 0.28954 , 0.286075 , 0.390085 , 0.384221 , 0.381771 , 0.406242 , 0.420434 , 0.280309 , 0.281554 , 0.282884 , 0.123654 , 0.141667 , 0.26995 , 0.215738 , 0.218034 , 0.173341 , 0.231296 , 0.296658 , 0.231337 , 0.309246 , 0.270453 , 0.247727 , 0.229989 , 0.28567 , 0.277464 , 0.27448 , 0.24428 , 0.237283 , 0.184374 , 0.148637 , 0.121857 , 0.310797 , 0.234725 , 0.217621 , 0.248082 , 0.266206 , 0.224308 
 775 , 0.268893 , 0.357122 , 0.34145 , 0.322751 , 0.269294 , 0.382594 , 0.345863 , 0.312743 , 0.379814 , 0.306047 , 0.148247 , 0.180208 , 0.14563 , 0.20582 , 0.134476 , 0.192075 , 0.206569 , 0.211997 , 0.174396 , 0.198171 , 0.18727 , 0.293769 , 0.210061 , 0.289997 , 0.286464 , 0.390626 , 0.38462 , 0.382138 , 0.406685 , 0.420741 , 0.280593 , 0.281784 , 0.283215 , 0.123903 , 0.141912 , 0.270296 , 0.216049 , 0.218242 , 0.173688 , 0.231657 , 0.296851 , 0.231585 , 0.309526 , 0.270833 , 0.248068 , 0.23033 , 0.28599 , 0.277786 , 0.274768 , 0.244644 , 0.237519 , 0.184747 , 0.148983 , 0.122202 , 0.311074 , 0.234951 , 0.217895 , 0.24842 , 0.266551 , 0.224582 
 776 , 0.269118 , 0.35766 , 0.341966 , 0.323295 , 0.269647 , 0.382981 , 0.346333 , 0.313147 , 0.380219 , 0.306458 , 0.148535 , 0.180432 , 0.145918 , 0.206106 , 0.134704 , 0.192315 , 0.206888 , 0.212217 , 0.17476 , 0.198471 , 0.187565 , 0.294285 , 0.210526 , 0.29048 , 0.286859 , 0.391175 , 0.385024 , 0.38251 , 0.407144 , 0.421043 , 0.28087 , 0.282005 , 0.283551 , 0.124145 , 0.142157 , 0.270642 , 0.216361 , 0.218431 , 0.174036 , 0.232018 , 0.297052 , 0.231829 , 0.309789 , 0.271207 , 0.248399 , 0.230658 , 0.286294 , 0.278104 , 0.275058 , 0.244991 , 0.237745 , 0.185119 , 0.149344 , 0.122545 , 0.311326 , 0.235173 , 0.218165 , 0.248751 , 0.266917 , 0.224854 
 777 , 0.269352 , 0.358186 , 0.34247 , 0.323809 , 0.270023 , 0.383367 , 0.346796 , 0.313538 , 0.380612 , 0.306869 , 0.148832 , 0.180658 , 0.146208 , 0.206396 , 0.134937 , 0.19256 , 0.207203 , 0.21244 , 0.175131 , 0.198767 , 0.187875 , 0.294809 , 0.210977 , 0.290958 , 0.287257 , 0.391721 , 0.385433 , 0.382891 , 0.4076 , 0.421346 , 0.281149 , 0.282237 , 0.283886 , 0.124385 , 0.142398 , 0.270992 , 0.216671 , 0.218619 , 0.174384 , 0.23237 , 0.297269 , 0.232071 , 0.31005 , 0.271581 , 0.248725 , 0.230988 , 0.286604 , 0.278422 , 0.275359 , 0.245349 , 0.237974 , 0.185501 , 0.149701 , 0.122899 , 0.311572 , 0.2354 , 0.218447 , 0.249087 , 0.267291 , 0.225134 
 778 , 0.269611 , 0.358647 , 0.342886 , 0.324186 , 0.270507 , 0.383793 , 0.347221 , 0.313874 , 0.381018 , 0.307247 , 0.149157 , 0.180925 , 0.146509 , 0.206716 , 0.135174 , 0.192852 , 0.207512 , 0.212707 , 0.175544 , 0.199042 , 0.188285 , 0.295384 , 0.211365 , 0.291381 , 0.287678 , 0.392244 , 0.385871 , 0.383356 , 0.408037 , 0.421665 , 0.281483 , 0.282507 , 0.284203 , 0.124607 , 0.142661 , 0.271353 , 0.21696 , 0.21882 , 0.174707 , 0.232648 , 0.297567 , 0.232293 , 0.310304 , 0.271995 , 0.249055 , 0.231343 , 0.286996 , 0.278758 , 0.275688 , 0.24578 , 0.238266 , 0.185906 , 0.150066 , 0.123288 , 0.311787 , 0.235664 , 0.218756 , 0.249456 , 0.267732 , 0.225457 
 779 , 0.269889 , 0.359142 , 0.343311 , 0.324596 , 0.270973 , 0.384259 , 0.347633 , 0.314226 , 0.381467 , 0.307622 , 0.149494 , 0.181238 , 0.146811 , 0.207057 , 0.13542 , 0.193166 , 0.207826 , 0.213046 , 0.175964 , 0.199337 , 0.188716 , 0.295968 , 0.211811 , 0.291782 , 0.288139 , 0.392776 , 0.386336 , 0.383908 , 0.40847 , 0.42201 , 0.28184 , 0.282805 , 0.2845 , 0.12485 , 0.142953 , 0.271743 , 0.217258 , 0.219057 , 0.175035 , 0.232894 , 0.297889 , 0.232516 , 0.310587 , 0.272458 , 0.249417 , 0.231741 , 0.287492 , 0.279148 , 0.275992 , 0.246252 , 0.2386 , 0.186311 , 0.150432 , 0.123697 , 0.312031 , 0.235954 , 0.219085 , 0.249859 , 0.268154 , 0.22583 
 780 , 0.27017 , 0.359645 , 0.343744 , 0.325011 , 0.271447 , 0.38473 , 0.348048 , 0.314586 , 0.381921 , 0.308001 , 0.149833 , 0.181553 , 0.147119 , 0.2074 , 0.135669 , 0.193487 , 0.208143 , 0.213383 , 0.176391 , 0.199634 , 0.189159 , 0.296555 , 0.212261 , 0.292187 , 0.288607 , 0.393317 , 0.38681 , 0.384461 , 0.408913 , 0.422356 , 0.282195 , 0.283103 , 0.284804 , 0.125098 , 0.143248 , 0.272131 , 0.217555 , 0.219297 , 0.175365 , 0.233146 , 0.298211 , 0.232741 , 0.310874 , 0.272925 , 0.249782 , 0.232143 , 0.287996 , 0.279546 , 0.276304 , 0.246731 , 0.238938 , 0.186724 , 0.150804 , 0.124109 , 0.312274 , 0.236252 , 0.21942 , 0.250265 , 0.268579 , 0.226206 
 781 , 0.270365 , 0.360186 , 0.344165 , 0.325381 , 0.271828 , 0.385117 , 0.348446 , 0.314894 , 0.382418 , 0.308298 , 0.150134 , 0.181852 , 0.147389 , 0.207747 , 0.135914 , 0.193738 , 0.208406 , 0.213647 , 0.176738 , 0.199931 , 0.189526 , 0.297093 , 0.212719 , 0.292524 , 0.289021 , 0.393752 , 0.387248 , 0.384929 , 0.409279 , 0.422653 , 0.282389 , 0.28334 , 0.285101 , 0.125367 , 0.14352 , 0.272446 , 0.217855 , 0.219506 , 0.175695 , 0.233428 , 0.298483 , 0.232934 , 0.311143 , 0.27337 , 0.250177 , 0.232518 , 0.288431 , 0.27991 , 0.276493 , 0.247099 , 0.239159 , 0.187088 , 0.151131 , 0.124476 , 0.312534 , 0.236566 , 0.219698 , 0.250598 , 0.268851 , 0.226527 
 782 , 0.27051 , 0.360634 , 0.344582 , 0.325693 , 0.272189 , 0.385506 , 0.348813 , 0.315158 , 0.382921 , 0.308557 , 0.150413 , 0.18211 , 0.147654 , 0.208048 , 0.136145 , 0.193968 , 0.208666 , 0.213844 , 0.177051 , 0.200203 , 0.189846 , 0.297628 , 0.213085 , 0.292848 , 0.289307 , 0.39412 , 0.387606 , 0.385168 , 0.409573 , 0.422899 , 0.2825 , 0.283543 , 0.285428 , 0.125614 , 0.143771 , 0.272696 , 0.218135 , 0.219668 , 0.176012 , 0.233767 , 0.298703 , 0.233067 , 0.311356 , 0.273772 , 0.250523 , 0.232811 , 0.288744 , 0.280144 , 0.276686 , 0.247381 , 0.239288 , 0.187444 , 0.151419 , 0.124804 , 0.312779 , 0.23685 , 0.219915 , 0.250857 , 0.269055 , 0.226731 
 783 , 0.270656 , 0.361083 , 0.345009 , 0.326007 , 0.272555 , 0.385906 , 0.349187 , 0.315423 , 0.383431 , 0.308816 , 0.150697 , 0.182379 , 0.147925 , 0.20835 , 0.136376 , 0.194193 , 0.208926 , 0.214046 , 0.177368 , 0.20048 , 0.190171 , 0.298173 , 0.213456 , 0.293172 , 0.289603 , 0.39449 , 0.38797 , 0.385412 , 0.409864 , 0.423151 , 0.282612 , 0.283747 , 0.285764 , 0.125866 , 0.144026 , 0.272948 , 0.218416 , 0.21983 , 0.176334 , 0.23411 , 0.298924 , 0.233205 , 0.311575 , 0.274179 , 0.250875 , 0.233108 , 0.289059 , 0.280383 , 0.276883 , 0.247663 , 0.239423 , 0.187801 , 0.151713 , 0.125138 , 0.31303 , 0.23714 , 0.220132 , 0.251123 , 0.269269 , 0.226941 
 784 , 0.270753 , 0.36153 , 0.345468 , 0.326378 , 0.272961 , 0.386291 , 0.349586 , 0.315731 , 0.383932 , 0.309116 , 0.150996 , 0.182666 , 0.148206 , 0.208655 , 0.136634 , 0.194449 , 0.209232 , 0.214299 , 0.177714 , 0.200762 , 0.19055 , 0.298726 , 0.213836 , 0.29354 , 0.289903 , 0.394926 , 0.388375 , 0.385672 , 0.410159 , 0.42344 , 0.282793 , 0.283956 , 0.286123 , 0.126139 , 0.144344 , 0.273232 , 0.218734 , 0.220007 , 0.176655 , 0.234447 , 0.299184 , 0.233343 , 0.311805 , 0.274597 , 0.251224 , 0.233398 , 0.289408 , 0.280626 , 0.27713 , 0.24798 , 0.239601 , 0.188186 , 0.152045 , 0.125502 , 0.313322 , 0.237388 , 0.220351 , 0.251407 , 0.269539 , 0.227159 
 785 , 0.270797 , 0.361964 , 0.345895 , 0.326774 , 0.273442 , 0.386627 , 0.350071 , 0.316094 , 0.384322 , 0.309453 , 0.151337 , 0.182958 , 0.148477 , 0.208973 , 0.136927 , 0.194709 , 0.209541 , 0.214624 , 0.178081 , 0.201048 , 0.190965 , 0.29926 , 0.214253 , 0.293911 , 0.290281 , 0.395432 , 0.388846 , 0.386009 , 0.410534 , 0.423771 , 0.283012 , 0.284149 , 0.286468 , 0.126441 , 0.144687 , 0.273534 , 0.219088 , 0.220183 , 0.176958 , 0.234763 , 0.299498 , 0.233503 , 0.312006 , 0.274954 , 0.251547 , 0.233723 , 0.289814 , 0.280922 , 0.277425 , 0.24838 , 0.239823 , 0.188581 , 0.152419 , 0.1259 , 0.313624 , 0.237591 , 0.220605 , 0.251662 , 0.269881 , 0.227407 
 786 , 0.270839 , 0.362407 , 0.346316 , 0.327164 , 0.273946 , 0.386953 , 0.350578 , 0.316462 , 0.384684 , 0.309799 , 0.151687 , 0.183245 , 0.148744 , 0.209299 , 0.137228 , 0.194977 , 0.209845 , 0.214959 , 0.178456 , 0.201348 , 0.191375 , 0.299799 , 0.214684 , 0.294276 , 0.290688 , 0.395954 , 0.389327 , 0.386366 , 0.410936 , 0.424112 , 0.283227 , 0.28434 , 0.286806 , 0.126746 , 0.145028 , 0.273841 , 0.219455 , 0.220362 , 0.177264 , 0.235078 , 0.299822 , 0.233671 , 0.3122 , 0.275303 , 0.251875 , 0.234065 , 0.290239 , 0.281247 , 0.277723 , 0.248804 , 0.240051 , 0.188974 , 0.152796 , 0.126306 , 0.313923 , 0.237791 , 0.220876 , 0.251911 , 0.27023 , 0.227668 
 787 , 0.270909 , 0.362826 , 0.346717 , 0.327541 , 0.274425 , 0.387304 , 0.351084 , 0.316822 , 0.385035 , 0.310131 , 0.152018 , 0.183517 , 0.149025 , 0.209607 , 0.137517 , 0.195235 , 0.210135 , 0.215272 , 0.178814 , 0.201633 , 0.191766 , 0.300341 , 0.215116 , 0.294626 , 0.291088 , 0.39647 , 0.389788 , 0.386712 , 0.411346 , 0.424435 , 0.28343 , 0.284526 , 0.287133 , 0.127036 , 0.145354 , 0.27414 , 0.2198 , 0.220542 , 0.177554 , 0.235387 , 0.300131 , 0.233824 , 0.312381 , 0.275639 , 0.252193 , 0.234411 , 0.290653 , 0.281556 , 0.278018 , 0.249218 , 0.240268 , 0.189342 , 0.153182 , 0.126697 , 0.314214 , 0.238004 , 0.221147 , 0.252151 , 0.27057 , 0.22793 
 788 , 0.271082 , 0.36313 , 0.347083 , 0.327818 , 0.274754 , 0.387717 , 0.351507 , 0.317126 , 0.385384 , 0.310378 , 0.152218 , 0.183724 , 0.149325 , 0.209816 , 0.137712 , 0.195452 , 0.210357 , 0.215506 , 0.179098 , 0.201861 , 0.192045 , 0.300855 , 0.215533 , 0.294913 , 0.29142 , 0.396919 , 0.390106 , 0.387021 , 0.411719 , 0.424698 , 0.283594 , 0.284671 , 0.287381 , 0.12719 , 0.145602 , 0.274415 , 0.22004 , 0.220732 , 0.177801 , 0.235646 , 0.300332 , 0.233909 , 0.312551 , 0.275946 , 0.252481 , 0.234757 , 0.290989 , 0.281764 , 0.278271 , 0.249538 , 0.240419 , 0.189588 , 0.15357 , 0.127006 , 0.314435 , 0.23825 , 0.221415 , 0.252367 , 0.270857 , 0.228164 
 789 , 0.271238 , 0.363479 , 0.347505 , 0.328072 , 0.275058 , 0.388117 , 0.351885 , 0.317436 , 0.385819 , 0.310617 , 0.152391 , 0.18395 , 0.14964 , 0.210028 , 0.137903 , 0.195673 , 0.210606 , 0.215743 , 0.179373 , 0.202098 , 0.192348 , 0.301361 , 0.215972 , 0.295211 , 0.291712 , 0.397345 , 0.390415 , 0.387374 , 0.412026 , 0.424973 , 0.2838 , 0.284823 , 0.287643 , 0.127341 , 0.145879 , 0.274724 , 0.220274 , 0.220948 , 0.178075 , 0.235927 , 0.300536 , 0.234001 , 0.312781 , 0.276306 , 0.252815 , 0.235097 , 0.291317 , 0.281933 , 0.278498 , 0.249833 , 0.240587 , 0.189867 , 0.153974 , 0.127318 , 0.314625 , 0.238505 , 0.221691 , 0.252631 , 0.271146 , 0.22841 
