  time  ,11:50 PM,11:58 PM,12:05 PM,12:16 PM,12:22 PM,13:26 PM,13:32 PM,13:38 PM,13:44 PM,13:49 PM,14:39 PM,14:47 PM,14:54 PM,14:59 PM,15:05 PM,16:50 PM,16:55 PM,17:00 PM,17:07 PM,17:12 PM,18:37 PM,18:44 PM,18:52 PM,18:58 PM,19:05 PM,20:03 PM,20:10 PM,20:16 PM,20:22 PM,20:28 PM,21:18 PM,21:26 PM,21:34 PM,21:42 PM,21:49 PM,22:50 PM,22:57 PM,23:03 PM,23:10 PM,23:24 PM,24:36 PM,24:42 PM,24:49 PM,24:56 PM,25:02 PM,26:16 PM,26:22 PM,26:29 PM,26:35 PM,26:42 PM,27:19 PM,27:25 PM,27:32 PM,27:39 PM,27:47 PM,28:27 PM,28:33 PM,28:39 PM,28:44 PM,28:50 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 728 , 0.208053 , 0.264101 , 0.260885 , 0.247197 , 0.21468 , 0.304515 , 0.278303 , 0.256303 , 0.301197 , 0.249461 , 0.129658 , 0.153307 , 0.128487 , 0.164824 , 0.117792 , 0.165064 , 0.179759 , 0.176429 , 0.15087 , 0.176623 , 0.164373 , 0.252766 , 0.177592 , 0.237666 , 0.24106 , 0.301408 , 0.301817 , 0.302559 , 0.317351 , 0.324471 , 0.221867 , 0.217196 , 0.226124 , 0.110799 , 0.128137 , 0.229509 , 0.190622 , 0.187477 , 0.155322 , 0.19794 , 0.23579 , 0.18241 , 0.234151 , 0.213836 , 0.193569 , 0.198492 , 0.229547 , 0.239045 , 0.214924 , 0.213466 , 0.178144 , 0.152413 , 0.131446 , 0.105437 , 0.244656 , 0.208137 , 0.193691 , 0.220096 , 0.232212 , 0.198058 
 729 , 0.212265 , 0.269387 , 0.265746 , 0.251593 , 0.217687 , 0.309521 , 0.282447 , 0.25996 , 0.306175 , 0.253145 , 0.130465 , 0.154754 , 0.129204 , 0.167181 , 0.118562 , 0.166574 , 0.181246 , 0.17852 , 0.15191 , 0.17779 , 0.165422 , 0.254589 , 0.179068 , 0.240668 , 0.243643 , 0.307086 , 0.307179 , 0.307749 , 0.323218 , 0.330945 , 0.22573 , 0.221388 , 0.229654 , 0.111228 , 0.128613 , 0.232013 , 0.192023 , 0.189567 , 0.156096 , 0.199909 , 0.239879 , 0.185731 , 0.239166 , 0.217206 , 0.196766 , 0.200217 , 0.233022 , 0.241503 , 0.218805 , 0.21502 , 0.181904 , 0.154092 , 0.132018 , 0.105936 , 0.249116 , 0.20975 , 0.195133 , 0.221742 , 0.234325 , 0.199551 
 730 , 0.216458 , 0.274644 , 0.27058 , 0.255961 , 0.220678 , 0.314497 , 0.286568 , 0.263598 , 0.311126 , 0.25681 , 0.131265 , 0.15619 , 0.129917 , 0.16953 , 0.119328 , 0.168073 , 0.18273 , 0.180592 , 0.152942 , 0.178949 , 0.166467 , 0.2564 , 0.180538 , 0.243657 , 0.246216 , 0.312736 , 0.312512 , 0.312913 , 0.329053 , 0.337383 , 0.22957 , 0.225557 , 0.23316 , 0.111657 , 0.129089 , 0.234507 , 0.193412 , 0.191647 , 0.156866 , 0.201873 , 0.243948 , 0.189036 , 0.244159 , 0.220556 , 0.199947 , 0.201932 , 0.23648 , 0.243952 , 0.222668 , 0.216572 , 0.185644 , 0.15576 , 0.132583 , 0.106432 , 0.253558 , 0.211356 , 0.196563 , 0.223386 , 0.236425 , 0.201037 
 731 , 0.2203 , 0.279614 , 0.275089 , 0.260016 , 0.22348 , 0.319005 , 0.290335 , 0.266897 , 0.315647 , 0.260122 , 0.132044 , 0.15753 , 0.130653 , 0.171706 , 0.120067 , 0.169486 , 0.184076 , 0.182499 , 0.15396 , 0.180033 , 0.167354 , 0.258134 , 0.181949 , 0.24644 , 0.248614 , 0.317863 , 0.317381 , 0.317614 , 0.334374 , 0.343201 , 0.233063 , 0.229392 , 0.236379 , 0.112112 , 0.129549 , 0.236768 , 0.194721 , 0.193525 , 0.157614 , 0.203687 , 0.247612 , 0.192023 , 0.248703 , 0.223628 , 0.20285 , 0.203505 , 0.239627 , 0.246149 , 0.226187 , 0.217999 , 0.189067 , 0.157306 , 0.133119 , 0.10694 , 0.257555 , 0.212844 , 0.197851 , 0.224901 , 0.238308 , 0.202397 
 732 , 0.223951 , 0.284406 , 0.279343 , 0.26387 , 0.226129 , 0.323231 , 0.293913 , 0.269996 , 0.319889 , 0.263218 , 0.132797 , 0.158786 , 0.131369 , 0.173763 , 0.120782 , 0.170831 , 0.185329 , 0.184304 , 0.154947 , 0.181046 , 0.168132 , 0.259871 , 0.183329 , 0.249143 , 0.250876 , 0.322634 , 0.322007 , 0.322007 , 0.339407 , 0.348627 , 0.236386 , 0.232993 , 0.2395 , 0.112575 , 0.129984 , 0.238852 , 0.195976 , 0.195281 , 0.158336 , 0.205394 , 0.251045 , 0.194942 , 0.252977 , 0.226578 , 0.205585 , 0.204979 , 0.242618 , 0.24819 , 0.229485 , 0.219409 , 0.192315 , 0.158752 , 0.133649 , 0.107453 , 0.261307 , 0.214194 , 0.199005 , 0.226328 , 0.240072 , 0.203653 
 733 , 0.227583 , 0.289168 , 0.283574 , 0.267705 , 0.228763 , 0.327439 , 0.29747 , 0.273078 , 0.324107 , 0.2663 , 0.133547 , 0.160035 , 0.132082 , 0.175811 , 0.121493 , 0.172174 , 0.186575 , 0.186104 , 0.155935 , 0.182055 , 0.168902 , 0.261597 , 0.184703 , 0.251831 , 0.253126 , 0.327384 , 0.326616 , 0.326374 , 0.34442 , 0.354025 , 0.239697 , 0.236569 , 0.242608 , 0.113034 , 0.130423 , 0.240923 , 0.197228 , 0.197024 , 0.159051 , 0.207096 , 0.254463 , 0.197848 , 0.257226 , 0.22951 , 0.208306 , 0.206447 , 0.245592 , 0.250222 , 0.232766 , 0.220814 , 0.195547 , 0.160197 , 0.134179 , 0.107962 , 0.265039 , 0.215534 , 0.200157 , 0.227745 , 0.241827 , 0.204906 
 734 , 0.230928 , 0.293672 , 0.28749 , 0.271319 , 0.231226 , 0.331323 , 0.300756 , 0.275918 , 0.327988 , 0.26915 , 0.134247 , 0.16119 , 0.13275 , 0.177727 , 0.122156 , 0.173405 , 0.187725 , 0.187759 , 0.156838 , 0.182977 , 0.169648 , 0.263206 , 0.185968 , 0.25434 , 0.2552 , 0.331762 , 0.33086 , 0.330413 , 0.349068 , 0.359041 , 0.24276 , 0.239914 , 0.245474 , 0.113452 , 0.130831 , 0.242828 , 0.198365 , 0.198642 , 0.159701 , 0.208652 , 0.257612 , 0.200552 , 0.261185 , 0.232222 , 0.210826 , 0.20781 , 0.248346 , 0.25209 , 0.235821 , 0.222122 , 0.198578 , 0.161552 , 0.134681 , 0.108432 , 0.268507 , 0.216748 , 0.201207 , 0.229044 , 0.243436 , 0.206057 
 735 , 0.233761 , 0.297711 , 0.290837 , 0.274537 , 0.233416 , 0.334686 , 0.303524 , 0.278381 , 0.331306 , 0.271583 , 0.134852 , 0.162173 , 0.13333 , 0.179395 , 0.12271 , 0.174413 , 0.188694 , 0.189137 , 0.157592 , 0.183725 , 0.170343 , 0.26456 , 0.187049 , 0.256471 , 0.256953 , 0.335525 , 0.334404 , 0.333859 , 0.353015 , 0.363418 , 0.245378 , 0.242864 , 0.24788 , 0.113786 , 0.131183 , 0.244445 , 0.19928 , 0.200009 , 0.16023 , 0.209972 , 0.26029 , 0.202847 , 0.264645 , 0.234473 , 0.213019 , 0.208984 , 0.250671 , 0.253667 , 0.238479 , 0.223192 , 0.20124 , 0.162727 , 0.135129 , 0.108826 , 0.271481 , 0.217763 , 0.202088 , 0.230126 , 0.244782 , 0.207036 
 736 , 0.236581 , 0.301745 , 0.294174 , 0.277739 , 0.235609 , 0.338053 , 0.306275 , 0.280849 , 0.334637 , 0.273998 , 0.135451 , 0.163147 , 0.133907 , 0.181058 , 0.123256 , 0.17541 , 0.189657 , 0.19051 , 0.158344 , 0.184457 , 0.171038 , 0.26589 , 0.188121 , 0.258566 , 0.258698 , 0.339295 , 0.337917 , 0.337294 , 0.356932 , 0.367805 , 0.247983 , 0.245821 , 0.250257 , 0.114111 , 0.131535 , 0.246059 , 0.200188 , 0.201361 , 0.160754 , 0.211287 , 0.262964 , 0.205119 , 0.268108 , 0.236692 , 0.21522 , 0.210161 , 0.252982 , 0.255234 , 0.241137 , 0.224229 , 0.203886 , 0.163889 , 0.13557 , 0.109209 , 0.274433 , 0.218786 , 0.202969 , 0.231211 , 0.246119 , 0.208024 
 737 , 0.239384 , 0.305746 , 0.297493 , 0.280919 , 0.237787 , 0.341398 , 0.309004 , 0.283297 , 0.337944 , 0.276393 , 0.136042 , 0.164115 , 0.13448 , 0.182705 , 0.123797 , 0.176399 , 0.190612 , 0.191876 , 0.159086 , 0.185186 , 0.171724 , 0.267213 , 0.189195 , 0.260647 , 0.260433 , 0.343041 , 0.341406 , 0.340706 , 0.360816 , 0.37216 , 0.25057 , 0.248756 , 0.252615 , 0.114434 , 0.131884 , 0.247667 , 0.20109 , 0.202708 , 0.161276 , 0.212596 , 0.265621 , 0.207375 , 0.271547 , 0.238897 , 0.217408 , 0.211328 , 0.255275 , 0.256795 , 0.243777 , 0.225256 , 0.206512 , 0.165037 , 0.136013 , 0.109592 , 0.277366 , 0.219799 , 0.203848 , 0.232288 , 0.247449 , 0.209006 
 738 , 0.241722 , 0.309087 , 0.3003 , 0.283632 , 0.239569 , 0.344131 , 0.311275 , 0.285292 , 0.340733 , 0.278362 , 0.136559 , 0.164952 , 0.13495 , 0.184042 , 0.124279 , 0.177202 , 0.191452 , 0.193006 , 0.159738 , 0.185845 , 0.172353 , 0.268329 , 0.190181 , 0.262388 , 0.261891 , 0.346182 , 0.344307 , 0.343511 , 0.363967 , 0.375726 , 0.25268 , 0.251121 , 0.254554 , 0.114755 , 0.132206 , 0.249054 , 0.201866 , 0.203887 , 0.161776 , 0.213659 , 0.267764 , 0.209263 , 0.274347 , 0.240793 , 0.219228 , 0.212353 , 0.257204 , 0.258103 , 0.245916 , 0.226175 , 0.208689 , 0.166013 , 0.136452 , 0.109978 , 0.279732 , 0.220619 , 0.204619 , 0.233195 , 0.2486 , 0.209811 
 739 , 0.2441 , 0.312441 , 0.303143 , 0.286411 , 0.241378 , 0.346873 , 0.313594 , 0.28726 , 0.343503 , 0.280393 , 0.137088 , 0.165819 , 0.135438 , 0.185414 , 0.124781 , 0.178036 , 0.192328 , 0.194129 , 0.160413 , 0.186545 , 0.172995 , 0.269474 , 0.191184 , 0.264214 , 0.263387 , 0.349355 , 0.347258 , 0.346358 , 0.367184 , 0.379341 , 0.254792 , 0.253506 , 0.256528 , 0.115101 , 0.132544 , 0.250479 , 0.202655 , 0.205077 , 0.162299 , 0.214723 , 0.269903 , 0.211186 , 0.277156 , 0.242771 , 0.221029 , 0.213394 , 0.259156 , 0.259417 , 0.24807 , 0.227124 , 0.210903 , 0.167036 , 0.1369 , 0.110386 , 0.282133 , 0.221423 , 0.20539 , 0.234108 , 0.249776 , 0.210633 
 740 , 0.246485 , 0.315799 , 0.305993 , 0.289202 , 0.243196 , 0.34962 , 0.315923 , 0.289228 , 0.346284 , 0.282423 , 0.137623 , 0.166687 , 0.135931 , 0.186784 , 0.125288 , 0.178871 , 0.193202 , 0.195259 , 0.161089 , 0.187248 , 0.173642 , 0.270621 , 0.192193 , 0.266045 , 0.26489 , 0.352535 , 0.350217 , 0.349212 , 0.370412 , 0.382961 , 0.256909 , 0.255896 , 0.258506 , 0.115448 , 0.132883 , 0.251907 , 0.203446 , 0.206271 , 0.162828 , 0.215784 , 0.272042 , 0.21311 , 0.279976 , 0.244755 , 0.222829 , 0.214432 , 0.261112 , 0.260738 , 0.250224 , 0.228071 , 0.213123 , 0.168061 , 0.137352 , 0.11079 , 0.284544 , 0.222224 , 0.206163 , 0.235026 , 0.250954 , 0.211457 
 741 , 0.248375 , 0.318625 , 0.30841 , 0.29156 , 0.244752 , 0.351879 , 0.317808 , 0.290815 , 0.348496 , 0.284055 , 0.138056 , 0.167402 , 0.136331 , 0.187927 , 0.125685 , 0.179571 , 0.193896 , 0.196163 , 0.161649 , 0.187794 , 0.174179 , 0.271616 , 0.193022 , 0.267558 , 0.266146 , 0.355136 , 0.352649 , 0.35156 , 0.373071 , 0.385928 , 0.258629 , 0.257842 , 0.260157 , 0.115711 , 0.133177 , 0.252979 , 0.204076 , 0.207067 , 0.163228 , 0.216658 , 0.273823 , 0.214666 , 0.282295 , 0.246422 , 0.224339 , 0.21523 , 0.26273 , 0.261779 , 0.251994 , 0.228844 , 0.214946 , 0.168921 , 0.137729 , 0.111158 , 0.286534 , 0.222876 , 0.206761 , 0.235763 , 0.251899 , 0.21214 
 742 , 0.250017 , 0.321266 , 0.310678 , 0.293716 , 0.246184 , 0.353894 , 0.319514 , 0.292295 , 0.350518 , 0.285508 , 0.138456 , 0.168048 , 0.136695 , 0.188981 , 0.12602 , 0.180196 , 0.19448 , 0.196999 , 0.162136 , 0.18827 , 0.174654 , 0.272585 , 0.193782 , 0.268916 , 0.267258 , 0.357443 , 0.354889 , 0.35367 , 0.375516 , 0.388585 , 0.260218 , 0.259611 , 0.261656 , 0.115927 , 0.13341 , 0.253827 , 0.204655 , 0.207726 , 0.163557 , 0.217445 , 0.275475 , 0.216058 , 0.284397 , 0.247941 , 0.225738 , 0.215907 , 0.264227 , 0.262715 , 0.253629 , 0.229558 , 0.216588 , 0.169693 , 0.138073 , 0.111487 , 0.288324 , 0.223516 , 0.207304 , 0.236435 , 0.252704 , 0.212738 
 743 , 0.251665 , 0.323921 , 0.312962 , 0.295884 , 0.247623 , 0.355922 , 0.321227 , 0.293781 , 0.352548 , 0.286972 , 0.138858 , 0.168696 , 0.137061 , 0.19004 , 0.126356 , 0.180831 , 0.195069 , 0.197836 , 0.162628 , 0.188748 , 0.17513 , 0.273557 , 0.194544 , 0.270281 , 0.268377 , 0.359762 , 0.357146 , 0.355793 , 0.377978 , 0.391255 , 0.261814 , 0.261387 , 0.263167 , 0.116143 , 0.133643 , 0.254686 , 0.205231 , 0.208386 , 0.163891 , 0.218233 , 0.277138 , 0.217457 , 0.286515 , 0.249471 , 0.227144 , 0.216595 , 0.265735 , 0.263658 , 0.255276 , 0.230277 , 0.218241 , 0.170471 , 0.138418 , 0.11182 , 0.290126 , 0.224162 , 0.207847 , 0.237108 , 0.253514 , 0.213333 
 744 , 0.253206 , 0.326346 , 0.315049 , 0.297855 , 0.248946 , 0.357785 , 0.322832 , 0.295144 , 0.35444 , 0.288298 , 0.139238 , 0.169309 , 0.137404 , 0.191027 , 0.126677 , 0.181427 , 0.195624 , 0.198625 , 0.163084 , 0.189214 , 0.175582 , 0.274488 , 0.195262 , 0.271553 , 0.269416 , 0.361908 , 0.359223 , 0.357746 , 0.380245 , 0.393701 , 0.263269 , 0.263023 , 0.264551 , 0.116359 , 0.133864 , 0.255511 , 0.205765 , 0.209024 , 0.164224 , 0.21897 , 0.27868 , 0.218719 , 0.288457 , 0.250897 , 0.22848 , 0.217247 , 0.267119 , 0.264538 , 0.256794 , 0.230958 , 0.219768 , 0.171217 , 0.138772 , 0.112151 , 0.291777 , 0.224772 , 0.208359 , 0.237726 , 0.254255 , 0.213885 
 745 , 0.254564 , 0.328407 , 0.316746 , 0.299476 , 0.25008 , 0.359392 , 0.324243 , 0.296259 , 0.356106 , 0.289393 , 0.139579 , 0.169855 , 0.137694 , 0.191868 , 0.126975 , 0.181975 , 0.196131 , 0.199357 , 0.163494 , 0.18965 , 0.176012 , 0.275275 , 0.195898 , 0.272651 , 0.27035 , 0.363763 , 0.360944 , 0.359405 , 0.382135 , 0.39576 , 0.264466 , 0.264396 , 0.26575 , 0.116585 , 0.13407 , 0.256328 , 0.206206 , 0.209587 , 0.164545 , 0.219618 , 0.27998 , 0.219731 , 0.290097 , 0.252078 , 0.229641 , 0.217854 , 0.268262 , 0.265317 , 0.258066 , 0.231526 , 0.221071 , 0.171887 , 0.139125 , 0.112473 , 0.293167 , 0.22527 , 0.208813 , 0.238194 , 0.254884 , 0.21436 
 746 , 0.255947 , 0.330506 , 0.31844 , 0.301107 , 0.251234 , 0.361035 , 0.325655 , 0.297373 , 0.357806 , 0.2905 , 0.139918 , 0.170403 , 0.137979 , 0.192713 , 0.127285 , 0.182534 , 0.196643 , 0.200109 , 0.163916 , 0.190086 , 0.176454 , 0.276049 , 0.196543 , 0.273751 , 0.271306 , 0.365639 , 0.362671 , 0.361087 , 0.384028 , 0.397838 , 0.265676 , 0.265775 , 0.266965 , 0.116812 , 0.134288 , 0.25718 , 0.206653 , 0.21015 , 0.164859 , 0.220277 , 0.281282 , 0.220753 , 0.291746 , 0.253246 , 0.230794 , 0.218472 , 0.269402 , 0.266104 , 0.25934 , 0.232079 , 0.222385 , 0.172554 , 0.139477 , 0.112796 , 0.294568 , 0.225756 , 0.209276 , 0.238653 , 0.255527 , 0.214854 
 747 , 0.25731 , 0.33259 , 0.320124 , 0.302719 , 0.252379 , 0.36266 , 0.327057 , 0.298477 , 0.359484 , 0.291592 , 0.140252 , 0.170955 , 0.138259 , 0.193551 , 0.127587 , 0.183087 , 0.197152 , 0.200852 , 0.164334 , 0.190518 , 0.176891 , 0.276812 , 0.197178 , 0.274845 , 0.272254 , 0.3675 , 0.364381 , 0.362751 , 0.385906 , 0.399897 , 0.266873 , 0.267137 , 0.268173 , 0.117036 , 0.134498 , 0.258021 , 0.207087 , 0.210697 , 0.165171 , 0.220927 , 0.282571 , 0.221763 , 0.293381 , 0.254398 , 0.231941 , 0.219076 , 0.27053 , 0.266881 , 0.260603 , 0.232625 , 0.223687 , 0.173212 , 0.139827 , 0.113119 , 0.29596 , 0.226234 , 0.209726 , 0.239103 , 0.256157 , 0.215337 
 748 , 0.258071 , 0.33396 , 0.321416 , 0.303728 , 0.253137 , 0.363678 , 0.327899 , 0.29912 , 0.360493 , 0.292219 , 0.14046 , 0.171379 , 0.138393 , 0.194092 , 0.127733 , 0.183445 , 0.197408 , 0.201293 , 0.164587 , 0.19072 , 0.177175 , 0.277321 , 0.197556 , 0.275515 , 0.272778 , 0.368665 , 0.365432 , 0.363735 , 0.387074 , 0.401107 , 0.267613 , 0.267957 , 0.268928 , 0.117198 , 0.134651 , 0.258502 , 0.207341 , 0.210944 , 0.165357 , 0.221291 , 0.283469 , 0.222253 , 0.29439 , 0.255065 , 0.232761 , 0.219433 , 0.271221 , 0.267296 , 0.261383 , 0.23293 , 0.224454 , 0.173572 , 0.140033 , 0.113335 , 0.296801 , 0.226508 , 0.209939 , 0.239344 , 0.256444 , 0.215626 
 749 , 0.258866 , 0.335298 , 0.323051 , 0.304812 , 0.253901 , 0.364708 , 0.328761 , 0.299817 , 0.361511 , 0.292858 , 0.140695 , 0.171821 , 0.138544 , 0.194655 , 0.127878 , 0.183806 , 0.197669 , 0.201736 , 0.16484 , 0.190923 , 0.177461 , 0.277902 , 0.197934 , 0.276199 , 0.273303 , 0.369877 , 0.366506 , 0.364717 , 0.388282 , 0.402323 , 0.268347 , 0.268809 , 0.269684 , 0.117361 , 0.134816 , 0.258958 , 0.207607 , 0.211182 , 0.165554 , 0.221661 , 0.284426 , 0.22275 , 0.295401 , 0.255752 , 0.233633 , 0.219792 , 0.271936 , 0.267694 , 0.26218 , 0.233276 , 0.225206 , 0.173938 , 0.140255 , 0.113546 , 0.297661 , 0.226813 , 0.21015 , 0.23966 , 0.256728 , 0.215925 
 750 , 0.259676 , 0.336666 , 0.324727 , 0.305926 , 0.25468 , 0.365759 , 0.329639 , 0.300529 , 0.36255 , 0.293507 , 0.140934 , 0.172271 , 0.138698 , 0.195235 , 0.128027 , 0.184176 , 0.197929 , 0.202188 , 0.165096 , 0.191133 , 0.177755 , 0.278498 , 0.198321 , 0.276903 , 0.273843 , 0.371116 , 0.367603 , 0.365724 , 0.389516 , 0.403565 , 0.2691 , 0.26968 , 0.270456 , 0.117526 , 0.134988 , 0.259427 , 0.207881 , 0.211425 , 0.165755 , 0.222039 , 0.285407 , 0.223255 , 0.296432 , 0.256459 , 0.234528 , 0.220161 , 0.272661 , 0.268102 , 0.262997 , 0.23363 , 0.225976 , 0.174312 , 0.140481 , 0.113764 , 0.298537 , 0.227118 , 0.210361 , 0.23999 , 0.257021 , 0.216229 
 751 , 0.260122 , 0.337608 , 0.325922 , 0.30673 , 0.255214 , 0.366363 , 0.330222 , 0.300916 , 0.363212 , 0.293865 , 0.141063 , 0.172402 , 0.138752 , 0.195612 , 0.12817 , 0.184331 , 0.198046 , 0.20243 , 0.165223 , 0.191215 , 0.177922 , 0.278895 , 0.198548 , 0.277319 , 0.274132 , 0.371949 , 0.368384 , 0.366337 , 0.390282 , 0.404336 , 0.269537 , 0.270237 , 0.270897 , 0.11758 , 0.135059 , 0.259695 , 0.208002 , 0.211585 , 0.165853 , 0.222264 , 0.285999 , 0.223571 , 0.2971 , 0.256944 , 0.235108 , 0.22038 , 0.273111 , 0.268287 , 0.26352 , 0.233849 , 0.226476 , 0.174515 , 0.140583 , 0.113856 , 0.29905 , 0.227246 , 0.210459 , 0.240191 , 0.257155 , 0.216405 
 752 , 0.260417 , 0.338497 , 0.326116 , 0.307358 , 0.255719 , 0.366858 , 0.330787 , 0.301146 , 0.363731 , 0.294162 , 0.141137 , 0.172399 , 0.138773 , 0.195903 , 0.128293 , 0.184433 , 0.19814 , 0.202591 , 0.165314 , 0.191249 , 0.178057 , 0.27917 , 0.198738 , 0.277642 , 0.274366 , 0.372626 , 0.369121 , 0.366849 , 0.390885 , 0.405015 , 0.269884 , 0.270703 , 0.271196 , 0.117611 , 0.135083 , 0.259928 , 0.208016 , 0.21175 , 0.165918 , 0.22244 , 0.2864 , 0.223818 , 0.297676 , 0.257352 , 0.23557 , 0.220556 , 0.273463 , 0.268404 , 0.263948 , 0.233998 , 0.22694 , 0.174675 , 0.140617 , 0.113899 , 0.299459 , 0.22731 , 0.210499 , 0.240233 , 0.257242 , 0.216527 
 753 , 0.260731 , 0.339433 , 0.326321 , 0.308024 , 0.256251 , 0.367377 , 0.331377 , 0.301386 , 0.364271 , 0.294484 , 0.141218 , 0.172395 , 0.138791 , 0.196206 , 0.128423 , 0.184538 , 0.198237 , 0.202765 , 0.165413 , 0.191282 , 0.1782 , 0.279464 , 0.198937 , 0.277979 , 0.274605 , 0.373336 , 0.369892 , 0.367385 , 0.391519 , 0.405728 , 0.270245 , 0.271192 , 0.271513 , 0.117649 , 0.135109 , 0.260171 , 0.208033 , 0.211922 , 0.165981 , 0.22263 , 0.286819 , 0.224075 , 0.29828 , 0.257784 , 0.236056 , 0.22074 , 0.27383 , 0.268527 , 0.2644 , 0.234157 , 0.227422 , 0.174844 , 0.14065 , 0.113945 , 0.299884 , 0.227378 , 0.210539 , 0.240275 , 0.25733 , 0.216653 
 754 , 0.261025 , 0.340232 , 0.326358 , 0.308612 , 0.256671 , 0.36776 , 0.331807 , 0.301606 , 0.364682 , 0.29484 , 0.141281 , 0.1724 , 0.138873 , 0.196424 , 0.128515 , 0.184594 , 0.198313 , 0.202854 , 0.165527 , 0.191254 , 0.178293 , 0.279644 , 0.199138 , 0.278216 , 0.274762 , 0.373959 , 0.370495 , 0.367839 , 0.392023 , 0.406363 , 0.270541 , 0.271601 , 0.271694 , 0.117665 , 0.135082 , 0.260316 , 0.208037 , 0.212094 , 0.166037 , 0.222772 , 0.286974 , 0.224412 , 0.298778 , 0.258161 , 0.236336 , 0.220909 , 0.274141 , 0.268634 , 0.264723 , 0.234261 , 0.227844 , 0.175038 , 0.140678 , 0.113989 , 0.300165 , 0.227357 , 0.210538 , 0.240278 , 0.25738 , 0.216684 
 755 , 0.261293 , 0.340752 , 0.326441 , 0.30905 , 0.256844 , 0.367894 , 0.331916 , 0.301765 , 0.364934 , 0.295256 , 0.141282 , 0.172396 , 0.139057 , 0.196497 , 0.128571 , 0.184527 , 0.198329 , 0.202792 , 0.165673 , 0.19112 , 0.178294 , 0.279643 , 0.199283 , 0.278279 , 0.274757 , 0.374421 , 0.370738 , 0.368188 , 0.392325 , 0.406801 , 0.270718 , 0.271797 , 0.271703 , 0.11764 , 0.134978 , 0.260259 , 0.208026 , 0.212226 , 0.166092 , 0.22281 , 0.286701 , 0.224838 , 0.299059 , 0.258467 , 0.236282 , 0.221004 , 0.274342 , 0.26868 , 0.264833 , 0.234245 , 0.228159 , 0.175276 , 0.140724 , 0.11406 , 0.300196 , 0.22717 , 0.210469 , 0.240241 , 0.257361 , 0.216528 
 756 , 0.26158 , 0.34129 , 0.326671 , 0.309517 , 0.256997 , 0.36803 , 0.332012 , 0.30193 , 0.365232 , 0.295701 , 0.14127 , 0.172383 , 0.139253 , 0.19657 , 0.12865 , 0.184441 , 0.198337 , 0.202724 , 0.165828 , 0.190983 , 0.178283 , 0.279649 , 0.199422 , 0.278346 , 0.274749 , 0.374915 , 0.370975 , 0.368583 , 0.392654 , 0.407251 , 0.270903 , 0.271982 , 0.271733 , 0.117606 , 0.134862 , 0.260183 , 0.208016 , 0.21235 , 0.166153 , 0.222832 , 0.28641 , 0.225286 , 0.299347 , 0.258818 , 0.236229 , 0.221087 , 0.274557 , 0.268716 , 0.264954 , 0.234216 , 0.228508 , 0.175529 , 0.140788 , 0.114147 , 0.300221 , 0.226955 , 0.210404 , 0.240214 , 0.257341 , 0.216353 
 757 , 0.261904 , 0.341894 , 0.326924 , 0.310038 , 0.257173 , 0.368202 , 0.332128 , 0.302138 , 0.365564 , 0.296206 , 0.141283 , 0.17238 , 0.139475 , 0.196661 , 0.12874 , 0.184355 , 0.198366 , 0.202669 , 0.166015 , 0.190841 , 0.178294 , 0.279664 , 0.199598 , 0.278437 , 0.274759 , 0.375469 , 0.371242 , 0.369023 , 0.393032 , 0.407744 , 0.271117 , 0.272197 , 0.271777 , 0.117582 , 0.134753 , 0.26011 , 0.208025 , 0.212498 , 0.166234 , 0.222866 , 0.286087 , 0.225803 , 0.299661 , 0.259208 , 0.236172 , 0.221206 , 0.274813 , 0.268782 , 0.265091 , 0.234199 , 0.228892 , 0.175826 , 0.140877 , 0.114252 , 0.300268 , 0.226745 , 0.210346 , 0.240216 , 0.257338 , 0.216185 
 758 , 0.262365 , 0.342752 , 0.327228 , 0.310825 , 0.257454 , 0.368654 , 0.332375 , 0.302659 , 0.365972 , 0.296935 , 0.141538 , 0.172542 , 0.139815 , 0.196832 , 0.128918 , 0.184354 , 0.198661 , 0.202853 , 0.166449 , 0.190855 , 0.178554 , 0.279808 , 0.200051 , 0.278737 , 0.274985 , 0.376145 , 0.371656 , 0.369618 , 0.393641 , 0.408317 , 0.271499 , 0.272596 , 0.271957 , 0.117705 , 0.13485 , 0.260158 , 0.208266 , 0.212826 , 0.166498 , 0.223017 , 0.285718 , 0.226663 , 0.300034 , 0.25971 , 0.236139 , 0.221641 , 0.275327 , 0.269226 , 0.265234 , 0.23439 , 0.229336 , 0.176312 , 0.141143 , 0.114424 , 0.300434 , 0.226707 , 0.210482 , 0.240593 , 0.257596 , 0.216259 
