 310 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000137 , 0 , 0 , 0 
 311 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000016 , 0 , 0 , 0 
 312 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 313 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 314 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 315 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 316 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 703 , 0.150068 , 0.127009 , 0.160587 , 0.118008 , 0.140004 , 0.141856 , 0.14648 , 0.113483 , 0.16096 , 0.126149 , 0.155635 , 0.117767 , 0.146716 , 0.106136 , 0.149532 , 0.165529 , 0.161256 , 0.172388 , 0.158588 , 0.1818 , 0.130028 , 0.143176 , 0.168701 , 0.126385 , 0.16812 , 0.190391 , 0.135304 , 0.138459 , 0.105933 , 0.179149 , 0.185679 , 0.154271 , 0.139314 , 0.119148 , 0.145105 
 704 , 0.152773 , 0.130087 , 0.162956 , 0.120587 , 0.142121 , 0.14526 , 0.149628 , 0.116601 , 0.165708 , 0.129503 , 0.15873 , 0.121848 , 0.149781 , 0.108652 , 0.153892 , 0.169306 , 0.164244 , 0.175077 , 0.161776 , 0.185079 , 0.13226 , 0.145943 , 0.171075 , 0.129192 , 0.171069 , 0.19197 , 0.136639 , 0.140898 , 0.107489 , 0.180793 , 0.188716 , 0.158582 , 0.142623 , 0.121805 , 0.148378 
 705 , 0.155328 , 0.133199 , 0.165133 , 0.122964 , 0.144239 , 0.148554 , 0.152771 , 0.119634 , 0.170504 , 0.13278 , 0.161798 , 0.125761 , 0.152804 , 0.111086 , 0.158375 , 0.173137 , 0.167206 , 0.177768 , 0.164883 , 0.188432 , 0.134494 , 0.148679 , 0.173496 , 0.131953 , 0.174057 , 0.193449 , 0.137889 , 0.143325 , 0.109035 , 0.18236 , 0.191757 , 0.162848 , 0.145872 , 0.124379 , 0.151558 
 706 , 0.157866 , 0.136297 , 0.16729 , 0.125339 , 0.14635 , 0.15184 , 0.15591 , 0.122656 , 0.175289 , 0.136053 , 0.164857 , 0.129658 , 0.155828 , 0.113509 , 0.162836 , 0.176948 , 0.170163 , 0.180465 , 0.167973 , 0.19178 , 0.136741 , 0.151417 , 0.175929 , 0.134709 , 0.17704 , 0.194945 , 0.139131 , 0.145743 , 0.110582 , 0.183917 , 0.194794 , 0.167095 , 0.149103 , 0.126943 , 0.154717 
 707 , 0.160387 , 0.139374 , 0.169433 , 0.127693 , 0.148453 , 0.155108 , 0.159027 , 0.125664 , 0.180045 , 0.139298 , 0.167895 , 0.133528 , 0.158827 , 0.11591 , 0.167269 , 0.180725 , 0.173093 , 0.183144 , 0.171042 , 0.19511 , 0.138963 , 0.154136 , 0.178345 , 0.137441 , 0.180002 , 0.196427 , 0.140361 , 0.148145 , 0.112115 , 0.185459 , 0.197809 , 0.171312 , 0.152312 , 0.129491 , 0.157855 
 708 , 0.16278 , 0.141869 , 0.17128 , 0.129878 , 0.150132 , 0.157991 , 0.161719 , 0.128122 , 0.184176 , 0.142289 , 0.170472 , 0.137188 , 0.161337 , 0.118135 , 0.171162 , 0.184138 , 0.175579 , 0.185367 , 0.173769 , 0.197939 , 0.14098 , 0.156424 , 0.180384 , 0.139876 , 0.182646 , 0.197643 , 0.141395 , 0.150197 , 0.113336 , 0.186746 , 0.200239 , 0.174997 , 0.155185 , 0.13178 , 0.160663 
 709 , 0.165259 , 0.144424 , 0.173261 , 0.132138 , 0.151896 , 0.160944 , 0.164487 , 0.130632 , 0.188388 , 0.145362 , 0.173138 , 0.140934 , 0.163913 , 0.120426 , 0.175121 , 0.187648 , 0.178161 , 0.187653 , 0.176569 , 0.200839 , 0.143019 , 0.158746 , 0.182492 , 0.142382 , 0.18537 , 0.198888 , 0.14251 , 0.152325 , 0.1146 , 0.18813 , 0.202742 , 0.178761 , 0.158146 , 0.134116 , 0.163538 
 710 , 0.167745 , 0.146982 , 0.175244 , 0.134405 , 0.153659 , 0.1639 , 0.16726 , 0.133152 , 0.19261 , 0.148443 , 0.175815 , 0.144683 , 0.166503 , 0.122725 , 0.17909 , 0.191165 , 0.180743 , 0.189944 , 0.179373 , 0.203741 , 0.145067 , 0.161073 , 0.184605 , 0.144891 , 0.188098 , 0.200136 , 0.143627 , 0.15446 , 0.115866 , 0.189512 , 0.205251 , 0.18253 , 0.161116 , 0.136459 , 0.166417 
 711 , 0.169783 , 0.149191 , 0.176773 , 0.136404 , 0.155206 , 0.166379 , 0.169538 , 0.135472 , 0.196278 , 0.151061 , 0.178121 , 0.147971 , 0.16876 , 0.124629 , 0.18265 , 0.194254 , 0.183023 , 0.191798 , 0.181781 , 0.20629 , 0.146879 , 0.163113 , 0.186411 , 0.147134 , 0.190365 , 0.201068 , 0.144476 , 0.156298 , 0.116957 , 0.190567 , 0.207286 , 0.185836 , 0.163731 , 0.138445 , 0.168947 
 712 , 0.171849 , 0.151509 , 0.178311 , 0.138468 , 0.156826 , 0.168854 , 0.171812 , 0.137922 , 0.199934 , 0.153619 , 0.180495 , 0.151265 , 0.171038 , 0.126483 , 0.186273 , 0.197352 , 0.185361 , 0.193673 , 0.184195 , 0.208892 , 0.148821 , 0.165281 , 0.188277 , 0.149452 , 0.19264 , 0.202155 , 0.14537 , 0.158204 , 0.118096 , 0.19168 , 0.209332 , 0.189136 , 0.16632 , 0.140393 , 0.171504 
 713 , 0.17395 , 0.153878 , 0.179883 , 0.140578 , 0.158482 , 0.171377 , 0.174135 , 0.140425 , 0.203663 , 0.15623 , 0.18291 , 0.154627 , 0.173365 , 0.128374 , 0.189967 , 0.200509 , 0.187741 , 0.195583 , 0.186649 , 0.211542 , 0.150793 , 0.167485 , 0.190178 , 0.151816 , 0.194961 , 0.203267 , 0.146279 , 0.160154 , 0.119261 , 0.19282 , 0.21142 , 0.192503 , 0.168961 , 0.142381 , 0.174114 
 714 , 0.176047 , 0.156213 , 0.181423 , 0.142563 , 0.160066 , 0.173832 , 0.17642 , 0.142836 , 0.207316 , 0.158754 , 0.185261 , 0.157861 , 0.17559 , 0.130257 , 0.193535 , 0.203562 , 0.190033 , 0.197383 , 0.189009 , 0.214099 , 0.152711 , 0.169563 , 0.191986 , 0.154107 , 0.197257 , 0.204281 , 0.147151 , 0.162045 , 0.120355 , 0.193923 , 0.213359 , 0.195734 , 0.171511 , 0.14429 , 0.176635 
 715 , 0.178152 , 0.158444 , 0.182917 , 0.144275 , 0.161535 , 0.176148 , 0.178685 , 0.145038 , 0.210868 , 0.161122 , 0.187457 , 0.160735 , 0.177613 , 0.13213 , 0.196798 , 0.206385 , 0.192138 , 0.198932 , 0.191149 , 0.216428 , 0.154505 , 0.171347 , 0.193628 , 0.15621 , 0.199523 , 0.205135 , 0.147957 , 0.163805 , 0.121334 , 0.194993 , 0.215005 , 0.198665 , 0.173878 , 0.146048 , 0.178989 
 716 , 0.180347 , 0.160737 , 0.184483 , 0.146054 , 0.163081 , 0.178566 , 0.181055 , 0.147319 , 0.214578 , 0.163581 , 0.189738 , 0.163685 , 0.179722 , 0.134079 , 0.200171 , 0.209317 , 0.194316 , 0.200546 , 0.193384 , 0.218844 , 0.156372 , 0.173196 , 0.195353 , 0.158388 , 0.201884 , 0.206062 , 0.148804 , 0.165628 , 0.12237 , 0.196119 , 0.216724 , 0.201697 , 0.176336 , 0.147887 , 0.181446 
 717 , 0.182606 , 0.163095 , 0.186091 , 0.147878 , 0.164672 , 0.18105 , 0.183493 , 0.149657 , 0.218387 , 0.166113 , 0.192087 , 0.16672 , 0.18189 , 0.136085 , 0.203626 , 0.212324 , 0.196557 , 0.202205 , 0.195676 , 0.221327 , 0.158292 , 0.175101 , 0.197123 , 0.160626 , 0.204306 , 0.207013 , 0.149678 , 0.167498 , 0.12343 , 0.197278 , 0.218496 , 0.204814 , 0.178861 , 0.149771 , 0.18397 
 718 , 0.184786 , 0.165253 , 0.187654 , 0.149811 , 0.166239 , 0.183332 , 0.185741 , 0.151869 , 0.221897 , 0.168714 , 0.194313 , 0.169803 , 0.184116 , 0.137942 , 0.206764 , 0.215311 , 0.198749 , 0.203891 , 0.197996 , 0.22378 , 0.160286 , 0.177096 , 0.199001 , 0.162793 , 0.206738 , 0.208234 , 0.150667 , 0.169344 , 0.124573 , 0.198517 , 0.220469 , 0.207863 , 0.181222 , 0.151657 , 0.186478 
 719 , 0.18688 , 0.167345 , 0.189113 , 0.151664 , 0.167716 , 0.185512 , 0.187842 , 0.154025 , 0.225281 , 0.171276 , 0.196465 , 0.172871 , 0.186273 , 0.139743 , 0.209847 , 0.218248 , 0.200879 , 0.205489 , 0.200241 , 0.226192 , 0.162221 , 0.179029 , 0.200807 , 0.164938 , 0.209111 , 0.209342 , 0.151597 , 0.171153 , 0.125662 , 0.199681 , 0.222354 , 0.210881 , 0.183536 , 0.153496 , 0.188882 
 720 , 0.189009 , 0.169479 , 0.1906 , 0.153561 , 0.169222 , 0.187737 , 0.189989 , 0.156224 , 0.228732 , 0.173887 , 0.198662 , 0.175996 , 0.18847 , 0.141579 , 0.212984 , 0.22124 , 0.203049 , 0.207118 , 0.202531 , 0.228645 , 0.164188 , 0.180999 , 0.202644 , 0.167123 , 0.211526 , 0.210474 , 0.15255 , 0.172994 , 0.126774 , 0.200863 , 0.224278 , 0.213964 , 0.185894 , 0.155377 , 0.191329 
 721 , 0.191042 , 0.171606 , 0.191976 , 0.155226 , 0.170683 , 0.189859 , 0.192226 , 0.158323 , 0.232082 , 0.176289 , 0.20076 , 0.178906 , 0.190542 , 0.143366 , 0.216191 , 0.2242 , 0.205188 , 0.208795 , 0.20478 , 0.231031 , 0.166051 , 0.182921 , 0.204535 , 0.169214 , 0.214003 , 0.211636 , 0.153507 , 0.17481 , 0.127858 , 0.202092 , 0.226215 , 0.216926 , 0.188145 , 0.15719 , 0.193659 
 722 , 0.192849 , 0.173534 , 0.193052 , 0.156607 , 0.171915 , 0.19181 , 0.194371 , 0.160191 , 0.235129 , 0.178365 , 0.202618 , 0.181471 , 0.19236 , 0.144999 , 0.21922 , 0.226876 , 0.207114 , 0.210311 , 0.206803 , 0.233138 , 0.16769 , 0.184627 , 0.206187 , 0.171039 , 0.216282 , 0.212576 , 0.15428 , 0.17637 , 0.128815 , 0.203153 , 0.227915 , 0.219566 , 0.190135 , 0.158796 , 0.195786 
 723 , 0.19466 , 0.175476 , 0.194131 , 0.157994 , 0.173159 , 0.193781 , 0.196535 , 0.162073 , 0.2382 , 0.18046 , 0.204491 , 0.184052 , 0.194192 , 0.146644 , 0.222272 , 0.229573 , 0.209048 , 0.211837 , 0.20884 , 0.235258 , 0.169344 , 0.186338 , 0.207849 , 0.172875 , 0.218574 , 0.213524 , 0.155062 , 0.177935 , 0.129782 , 0.204221 , 0.229624 , 0.222222 , 0.19214 , 0.160407 , 0.197927 
 724 , 0.196598 , 0.177374 , 0.195358 , 0.159456 , 0.174477 , 0.195823 , 0.198639 , 0.163867 , 0.241246 , 0.1826 , 0.206408 , 0.186627 , 0.196031 , 0.148305 , 0.225252 , 0.232272 , 0.211001 , 0.213442 , 0.210875 , 0.237392 , 0.171018 , 0.188095 , 0.209578 , 0.174735 , 0.220912 , 0.214572 , 0.155896 , 0.179562 , 0.130772 , 0.205355 , 0.231446 , 0.224852 , 0.194172 , 0.162039 , 0.200088 
 725 , 0.198589 , 0.179036 , 0.196754 , 0.160918 , 0.175795 , 0.197745 , 0.200414 , 0.165361 , 0.244005 , 0.184677 , 0.208245 , 0.189065 , 0.197755 , 0.149872 , 0.227955 , 0.234845 , 0.21285 , 0.215044 , 0.212809 , 0.239435 , 0.172595 , 0.189803 , 0.211293 , 0.176548 , 0.223162 , 0.215686 , 0.156757 , 0.181194 , 0.131683 , 0.20645 , 0.233339 , 0.227282 , 0.196147 , 0.163602 , 0.202133 
 726 , 0.200499 , 0.18064 , 0.198103 , 0.162323 , 0.177051 , 0.199549 , 0.202106 , 0.166811 , 0.246666 , 0.18669 , 0.210016 , 0.191451 , 0.199422 , 0.15139 , 0.230603 , 0.237376 , 0.214641 , 0.216577 , 0.214707 , 0.24143 , 0.174105 , 0.191457 , 0.212958 , 0.178315 , 0.225331 , 0.216734 , 0.157582 , 0.182793 , 0.132537 , 0.207474 , 0.235177 , 0.229653 , 0.198073 , 0.165133 , 0.204123 
 727 , 0.202403 , 0.182239 , 0.199447 , 0.163723 , 0.178307 , 0.201352 , 0.203793 , 0.168256 , 0.249321 , 0.188698 , 0.211783 , 0.193837 , 0.201084 , 0.152903 , 0.23325 , 0.239901 , 0.216427 , 0.21811 , 0.216604 , 0.243423 , 0.175614 , 0.193104 , 0.214613 , 0.180076 , 0.227494 , 0.217786 , 0.158406 , 0.184392 , 0.133391 , 0.208498 , 0.237005 , 0.232017 , 0.199997 , 0.166654 , 0.206112 
 728 , 0.20422 , 0.183954 , 0.200744 , 0.165201 , 0.179818 , 0.20308 , 0.205344 , 0.169973 , 0.251817 , 0.190526 , 0.213606 , 0.19614 , 0.202757 , 0.154156 , 0.235965 , 0.2424 , 0.218135 , 0.219734 , 0.218534 , 0.245235 , 0.17719 , 0.194763 , 0.216375 , 0.181689 , 0.229665 , 0.218947 , 0.159331 , 0.185901 , 0.134314 , 0.209586 , 0.23885 , 0.234255 , 0.201819 , 0.168172 , 0.208038 
 729 , 0.205791 , 0.185476 , 0.201825 , 0.166509 , 0.181152 , 0.204615 , 0.206674 , 0.171494 , 0.25406 , 0.192142 , 0.215151 , 0.198243 , 0.204192 , 0.155262 , 0.238367 , 0.244604 , 0.219647 , 0.221166 , 0.220217 , 0.246804 , 0.178594 , 0.196239 , 0.217947 , 0.183115 , 0.231621 , 0.219889 , 0.160081 , 0.187177 , 0.135139 , 0.210484 , 0.240436 , 0.236248 , 0.203425 , 0.169521 , 0.209747 
 730 , 0.207343 , 0.186985 , 0.202891 , 0.167802 , 0.182472 , 0.206132 , 0.20799 , 0.173002 , 0.256279 , 0.193734 , 0.216677 , 0.200327 , 0.205607 , 0.156353 , 0.240741 , 0.246779 , 0.22114 , 0.222583 , 0.221882 , 0.248359 , 0.179983 , 0.197697 , 0.219499 , 0.184521 , 0.233558 , 0.220822 , 0.160821 , 0.188438 , 0.135949 , 0.211367 , 0.242013 , 0.238222 , 0.205016 , 0.170861 , 0.211442 
 731 , 0.208811 , 0.188355 , 0.203978 , 0.168849 , 0.183582 , 0.207543 , 0.209291 , 0.174284 , 0.25838 , 0.195108 , 0.218079 , 0.201967 , 0.206811 , 0.157348 , 0.242758 , 0.248778 , 0.222514 , 0.223878 , 0.223322 , 0.249794 , 0.181153 , 0.198997 , 0.220827 , 0.185759 , 0.235293 , 0.221746 , 0.161419 , 0.189623 , 0.136625 , 0.21215 , 0.24351 , 0.240015 , 0.206367 , 0.172021 , 0.212902 
 732 , 0.210234 , 0.189573 , 0.204994 , 0.16976 , 0.184504 , 0.208838 , 0.210553 , 0.175395 , 0.260369 , 0.196355 , 0.219445 , 0.20335 , 0.207903 , 0.158259 , 0.244583 , 0.250728 , 0.223754 , 0.225059 , 0.224685 , 0.251138 , 0.182173 , 0.200194 , 0.222014 , 0.186872 , 0.23688 , 0.222581 , 0.161895 , 0.190771 , 0.137182 , 0.212829 , 0.245013 , 0.24171 , 0.207589 , 0.173089 , 0.21424 
 733 , 0.211644 , 0.190776 , 0.206007 , 0.170658 , 0.185422 , 0.210125 , 0.211796 , 0.176492 , 0.262335 , 0.197589 , 0.220797 , 0.204715 , 0.208985 , 0.15916 , 0.246391 , 0.252656 , 0.22498 , 0.226232 , 0.226034 , 0.252474 , 0.183189 , 0.201377 , 0.223192 , 0.187975 , 0.238454 , 0.223405 , 0.162366 , 0.191911 , 0.137735 , 0.213498 , 0.246502 , 0.243392 , 0.208803 , 0.174147 , 0.215564 
 734 , 0.212939 , 0.191874 , 0.206934 , 0.171504 , 0.186295 , 0.21131 , 0.212924 , 0.177504 , 0.264156 , 0.198782 , 0.22201 , 0.206077 , 0.210046 , 0.160032 , 0.24805 , 0.254461 , 0.226122 , 0.22735 , 0.227345 , 0.253745 , 0.184163 , 0.202518 , 0.22433 , 0.189036 , 0.239949 , 0.224162 , 0.162849 , 0.192975 , 0.138266 , 0.214168 , 0.247898 , 0.244954 , 0.209955 , 0.175189 , 0.216802 
 735 , 0.214058 , 0.192817 , 0.207726 , 0.172247 , 0.187126 , 0.212324 , 0.21389 , 0.178369 , 0.265718 , 0.19991 , 0.223008 , 0.207432 , 0.211083 , 0.160886 , 0.249491 , 0.256021 , 0.227193 , 0.228413 , 0.228601 , 0.254984 , 0.185118 , 0.203597 , 0.225443 , 0.19006 , 0.24135 , 0.224899 , 0.163404 , 0.193946 , 0.138786 , 0.214856 , 0.249085 , 0.246318 , 0.210996 , 0.176198 , 0.217907 
 736 , 0.215176 , 0.193771 , 0.208513 , 0.172982 , 0.187963 , 0.213338 , 0.214871 , 0.179223 , 0.267271 , 0.20103 , 0.224008 , 0.208772 , 0.212106 , 0.161742 , 0.250936 , 0.257548 , 0.228284 , 0.229485 , 0.229841 , 0.256255 , 0.186074 , 0.204664 , 0.226553 , 0.191083 , 0.242751 , 0.225677 , 0.163962 , 0.194911 , 0.139314 , 0.215553 , 0.250244 , 0.247678 , 0.212025 , 0.177191 , 0.219014 
 737 , 0.216278 , 0.194711 , 0.209281 , 0.173701 , 0.18879 , 0.214336 , 0.215844 , 0.180066 , 0.268802 , 0.202131 , 0.224997 , 0.210096 , 0.213118 , 0.162592 , 0.252367 , 0.259053 , 0.229364 , 0.230541 , 0.231071 , 0.257509 , 0.187022 , 0.205724 , 0.227657 , 0.192097 , 0.244132 , 0.226454 , 0.164513 , 0.195868 , 0.139828 , 0.216237 , 0.251389 , 0.249019 , 0.213047 , 0.178175 , 0.22011 
 738 , 0.217033 , 0.195541 , 0.209724 , 0.174202 , 0.189382 , 0.21503 , 0.216706 , 0.18079 , 0.269933 , 0.202891 , 0.225784 , 0.21111 , 0.213854 , 0.163295 , 0.253537 , 0.260263 , 0.230246 , 0.231344 , 0.23206 , 0.258444 , 0.18788 , 0.206576 , 0.228549 , 0.192863 , 0.245221 , 0.227143 , 0.16489 , 0.196614 , 0.140193 , 0.216716 , 0.252249 , 0.250092 , 0.213864 , 0.178889 , 0.220954 
 739 , 0.217866 , 0.196433 , 0.210252 , 0.174754 , 0.190027 , 0.215833 , 0.217574 , 0.181599 , 0.271157 , 0.203714 , 0.226622 , 0.212193 , 0.214691 , 0.164052 , 0.254798 , 0.261593 , 0.231138 , 0.232223 , 0.233114 , 0.259376 , 0.188778 , 0.207508 , 0.229479 , 0.193693 , 0.246391 , 0.22782 , 0.165327 , 0.197426 , 0.140591 , 0.217257 , 0.253185 , 0.251235 , 0.214743 , 0.179664 , 0.221844 
 740 , 0.218701 , 0.197321 , 0.210776 , 0.175306 , 0.190679 , 0.216633 , 0.218444 , 0.182405 , 0.272379 , 0.204538 , 0.227456 , 0.213274 , 0.215531 , 0.164806 , 0.256063 , 0.262926 , 0.232037 , 0.233099 , 0.234171 , 0.260305 , 0.189674 , 0.208442 , 0.230411 , 0.194526 , 0.247558 , 0.228498 , 0.165766 , 0.19824 , 0.140986 , 0.217793 , 0.254119 , 0.252375 , 0.215618 , 0.180436 , 0.222743 
 741 , 0.219465 , 0.197967 , 0.211373 , 0.175904 , 0.191162 , 0.217351 , 0.219105 , 0.182967 , 0.273398 , 0.205226 , 0.228195 , 0.214187 , 0.216137 , 0.165384 , 0.257111 , 0.264041 , 0.232789 , 0.233864 , 0.235017 , 0.261083 , 0.190297 , 0.209177 , 0.231174 , 0.195195 , 0.248505 , 0.229024 , 0.166181 , 0.198991 , 0.141386 , 0.218298 , 0.254889 , 0.253305 , 0.216369 , 0.181125 , 0.223524 
 742 , 0.220336 , 0.198634 , 0.212127 , 0.17667 , 0.191738 , 0.218106 , 0.219883 , 0.183545 , 0.274534 , 0.206024 , 0.229086 , 0.215176 , 0.216726 , 0.165978 , 0.258142 , 0.265198 , 0.233659 , 0.234658 , 0.23592 , 0.261958 , 0.19092 , 0.209923 , 0.232032 , 0.195884 , 0.249454 , 0.229673 , 0.166668 , 0.199829 , 0.141892 , 0.21893 , 0.25585 , 0.254311 , 0.217251 , 0.181902 , 0.224441 
 743 , 0.221211 , 0.199304 , 0.212884 , 0.177444 , 0.192318 , 0.218865 , 0.220674 , 0.18412 , 0.275681 , 0.206821 , 0.22998 , 0.216168 , 0.217318 , 0.16657 , 0.259182 , 0.266359 , 0.234533 , 0.235456 , 0.236832 , 0.262838 , 0.191545 , 0.210672 , 0.232893 , 0.196582 , 0.250407 , 0.230326 , 0.167158 , 0.200675 , 0.142406 , 0.219571 , 0.256816 , 0.255316 , 0.218143 , 0.182682 , 0.225356 
 744 , 0.222036 , 0.199973 , 0.213536 , 0.178148 , 0.192941 , 0.219581 , 0.22141 , 0.184721 , 0.276748 , 0.207568 , 0.230819 , 0.217112 , 0.217923 , 0.167096 , 0.260172 , 0.267463 , 0.235335 , 0.236219 , 0.237702 , 0.263712 , 0.192187 , 0.211423 , 0.233733 , 0.19723 , 0.251332 , 0.230969 , 0.167623 , 0.201477 , 0.1429 , 0.220186 , 0.257765 , 0.256261 , 0.218956 , 0.183455 , 0.226257 
 745 , 0.222803 , 0.200739 , 0.214014 , 0.1788 , 0.193685 , 0.220327 , 0.222109 , 0.185434 , 0.277776 , 0.208285 , 0.231608 , 0.218033 , 0.218644 , 0.167535 , 0.261181 , 0.268536 , 0.236057 , 0.23702 , 0.238563 , 0.26461 , 0.192903 , 0.212222 , 0.234596 , 0.197865 , 0.25232 , 0.231659 , 0.168078 , 0.202241 , 0.143389 , 0.220809 , 0.258675 , 0.257136 , 0.219649 , 0.184233 , 0.227133 
 746 , 0.223588 , 0.201553 , 0.214503 , 0.179482 , 0.194455 , 0.221118 , 0.222836 , 0.186185 , 0.27886 , 0.209024 , 0.232413 , 0.218991 , 0.219422 , 0.168005 , 0.262252 , 0.269656 , 0.236803 , 0.237872 , 0.239459 , 0.265536 , 0.193641 , 0.21305 , 0.235495 , 0.198533 , 0.253369 , 0.232387 , 0.168555 , 0.203032 , 0.143894 , 0.221455 , 0.25958 , 0.258034 , 0.220345 , 0.185028 , 0.228024 
 747 , 0.224365 , 0.202362 , 0.214996 , 0.180157 , 0.195209 , 0.221916 , 0.223554 , 0.186926 , 0.279932 , 0.20975 , 0.233219 , 0.219935 , 0.220185 , 0.16847 , 0.263311 , 0.270756 , 0.23755 , 0.238719 , 0.240347 , 0.266456 , 0.194366 , 0.213863 , 0.23638 , 0.199186 , 0.25441 , 0.233104 , 0.169026 , 0.203818 , 0.144393 , 0.222098 , 0.260477 , 0.258933 , 0.221027 , 0.185809 , 0.228898 
 748 , 0.224954 , 0.202966 , 0.215549 , 0.180596 , 0.195568 , 0.222575 , 0.224107 , 0.187376 , 0.280631 , 0.210076 , 0.233789 , 0.220333 , 0.220641 , 0.168875 , 0.263907 , 0.271403 , 0.23806 , 0.239284 , 0.240956 , 0.26707 , 0.194779 , 0.214326 , 0.236968 , 0.199568 , 0.255077 , 0.23357 , 0.169351 , 0.204315 , 0.144623 , 0.222429 , 0.261052 , 0.259604 , 0.221378 , 0.186273 , 0.229382 
 749 , 0.225732 , 0.203655 , 0.216365 , 0.181097 , 0.196017 , 0.223338 , 0.224783 , 0.187886 , 0.281447 , 0.210508 , 0.23447 , 0.220818 , 0.221158 , 0.169335 , 0.264599 , 0.272169 , 0.238651 , 0.239939 , 0.241647 , 0.267794 , 0.195299 , 0.214919 , 0.237661 , 0.200046 , 0.255824 , 0.234124 , 0.16976 , 0.204897 , 0.144922 , 0.222845 , 0.261796 , 0.260402 , 0.221871 , 0.186833 , 0.22998 
 750 , 0.226521 , 0.204361 , 0.217208 , 0.181612 , 0.19648 , 0.224112 , 0.225471 , 0.188406 , 0.282288 , 0.21095 , 0.235163 , 0.221313 , 0.221686 , 0.169804 , 0.265309 , 0.272954 , 0.239258 , 0.240608 , 0.242361 , 0.268538 , 0.19584 , 0.215522 , 0.238371 , 0.200533 , 0.256589 , 0.234691 , 0.170182 , 0.205495 , 0.145229 , 0.223272 , 0.262564 , 0.261225 , 0.222369 , 0.187408 , 0.23059 
 751 , 0.226974 , 0.204694 , 0.217599 , 0.181868 , 0.19653 , 0.224431 , 0.225806 , 0.188641 , 0.282745 , 0.211287 , 0.235409 , 0.221729 , 0.221979 , 0.170051 , 0.26545 , 0.273386 , 0.23956 , 0.240887 , 0.242676 , 0.268943 , 0.196132 , 0.215885 , 0.238706 , 0.200777 , 0.256967 , 0.234979 , 0.170423 , 0.205804 , 0.145415 , 0.223465 , 0.26288 , 0.26167 , 0.222674 , 0.187702 , 0.230955 
 752 , 0.227525 , 0.205109 , 0.21799 , 0.18231 , 0.196701 , 0.224903 , 0.226243 , 0.189027 , 0.28345 , 0.211852 , 0.235795 , 0.222393 , 0.222494 , 0.170472 , 0.265714 , 0.273952 , 0.240039 , 0.241278 , 0.243096 , 0.26949 , 0.196531 , 0.216389 , 0.239235 , 0.201147 , 0.257519 , 0.235428 , 0.170813 , 0.206221 , 0.145716 , 0.22385 , 0.263279 , 0.262226 , 0.22309 , 0.18807 , 0.231482 
 753 , 0.228105 , 0.205545 , 0.218397 , 0.182782 , 0.196881 , 0.225403 , 0.226714 , 0.189432 , 0.284196 , 0.212455 , 0.236198 , 0.223091 , 0.223032 , 0.170911 , 0.265994 , 0.274557 , 0.240541 , 0.241692 , 0.243535 , 0.27007 , 0.19695 , 0.216926 , 0.239795 , 0.201543 , 0.258103 , 0.235905 , 0.17123 , 0.206658 , 0.146033 , 0.224252 , 0.263692 , 0.262808 , 0.223528 , 0.188462 , 0.232037 
 754 , 0.228268 , 0.205797 , 0.218572 , 0.183058 , 0.196923 , 0.225571 , 0.226963 , 0.189714 , 0.284544 , 0.212802 , 0.236449 , 0.223503 , 0.223342 , 0.171224 , 0.266016 , 0.274837 , 0.240833 , 0.241784 , 0.243701 , 0.270384 , 0.197213 , 0.217213 , 0.240092 , 0.201774 , 0.258313 , 0.236095 , 0.17146 , 0.206856 , 0.146234 , 0.224502 , 0.263674 , 0.263089 , 0.223836 , 0.188709 , 0.232361 
