  time  ,48:23 PM,48:34 PM,48:42 PM,48:47 PM,48:56 PM,49:39 PM,49:50 PM,49:56 PM,50:06 PM,50:14 PM,50:47 PM,50:54 PM,51:04 PM,51:11 PM,51:20 PM,52:05 PM,52:13 PM,52:22 PM,52:33 PM,52:44 PM,53:21 PM,53:29 PM,53:36 PM,53:44 PM,53:52 PM,54:33 PM,54:40 PM,54:48 PM,55:01 PM,55:10 PM,55:50 PM,56:00 PM,56:07 PM,56:14 PM,56:21 PM,57:02 PM,57:09 PM,57:17 PM,57:27 PM,57:36 PM,58:17 PM,58:24 PM,58:31 PM,58:40 PM,58:52 PM,59:30 PM,59:39 PM,59:48 PM,59:55 PM,00:04 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 797 , 0.26652 , 0.206519 , 0.229982 , 0.242763 , 0.249106 , 0.268952 , 0.296811 , 0.204487 , 0.24524 , 0.297347 , 0.283127 , 0.300061 , 0.29316 , 0.22865 , 0.273071 , 0.2279 , 0.265837 , 0.22382 , 0.17217 , 0.179986 , 0.198822 , 0.218154 , 0.205023 , 0.279397 , 0.230151 , 0.271243 , 0.341638 , 0.238627 , 0.234677 , 0.212698 , 0.254867 , 0.224678 , 0.215609 , 0.232132 , 0.259573 , 0.267507 , 0.212675 , 0.280971 , 0.273652 , 0.291828 , 0.296303 , 0.184534 , 0.232222 , 0.252807 , 0.268675 , 0.249602 , 0.250956 , 0.267281 , 0.248107 , 0.27385 
 798 , 0.267246 , 0.206979 , 0.230286 , 0.243183 , 0.249764 , 0.268858 , 0.296947 , 0.204667 , 0.245636 , 0.297558 , 0.283491 , 0.300521 , 0.293645 , 0.228968 , 0.273404 , 0.228194 , 0.266212 , 0.224027 , 0.172365 , 0.180213 , 0.199171 , 0.218514 , 0.205379 , 0.279844 , 0.230489 , 0.271549 , 0.342197 , 0.239032 , 0.234928 , 0.213001 , 0.255299 , 0.225129 , 0.216003 , 0.232604 , 0.259817 , 0.267817 , 0.213012 , 0.281393 , 0.274201 , 0.292458 , 0.29688 , 0.184776 , 0.232643 , 0.25332 , 0.269395 , 0.250069 , 0.251421 , 0.267846 , 0.248571 , 0.274331 
 799 , 0.267996 , 0.20745 , 0.230614 , 0.243688 , 0.250395 , 0.268772 , 0.297056 , 0.204941 , 0.246005 , 0.297809 , 0.283982 , 0.301004 , 0.294161 , 0.229367 , 0.273745 , 0.228495 , 0.266608 , 0.224241 , 0.17268 , 0.180475 , 0.199508 , 0.218922 , 0.205819 , 0.28039 , 0.230886 , 0.271836 , 0.342805 , 0.239451 , 0.235236 , 0.213342 , 0.255799 , 0.225583 , 0.216423 , 0.233089 , 0.260071 , 0.268194 , 0.213398 , 0.281857 , 0.274759 , 0.29317 , 0.297492 , 0.185018 , 0.233033 , 0.253828 , 0.270143 , 0.250559 , 0.251902 , 0.268375 , 0.249041 , 0.274799 
 800 , 0.268763 , 0.207936 , 0.230951 , 0.244209 , 0.251037 , 0.268683 , 0.29717 , 0.205223 , 0.246377 , 0.298061 , 0.284479 , 0.3015 , 0.294689 , 0.229776 , 0.274092 , 0.2288 , 0.267014 , 0.224464 , 0.173002 , 0.180738 , 0.199859 , 0.219338 , 0.206273 , 0.280954 , 0.231291 , 0.272134 , 0.343427 , 0.239884 , 0.235554 , 0.213691 , 0.256304 , 0.226053 , 0.216852 , 0.23359 , 0.260334 , 0.268581 , 0.213793 , 0.282333 , 0.275329 , 0.293895 , 0.298112 , 0.185267 , 0.233437 , 0.254346 , 0.270902 , 0.251054 , 0.252399 , 0.268921 , 0.249522 , 0.275278 
 801 , 0.269488 , 0.208293 , 0.231582 , 0.244821 , 0.25152 , 0.269391 , 0.297496 , 0.205743 , 0.246796 , 0.298526 , 0.285105 , 0.302157 , 0.295208 , 0.230228 , 0.274787 , 0.229567 , 0.267752 , 0.224963 , 0.173654 , 0.181338 , 0.200324 , 0.219983 , 0.206853 , 0.281662 , 0.231793 , 0.27259 , 0.344115 , 0.240359 , 0.236067 , 0.21395 , 0.256921 , 0.226528 , 0.217467 , 0.234109 , 0.260894 , 0.269135 , 0.214286 , 0.28288 , 0.276005 , 0.294627 , 0.298805 , 0.185623 , 0.233882 , 0.254974 , 0.271696 , 0.251582 , 0.252908 , 0.269539 , 0.249989 , 0.275879 
 802 , 0.270229 , 0.208695 , 0.232248 , 0.245483 , 0.252109 , 0.270366 , 0.298073 , 0.20635 , 0.247246 , 0.299083 , 0.285518 , 0.30293 , 0.295728 , 0.230707 , 0.275599 , 0.230388 , 0.268631 , 0.225588 , 0.174316 , 0.181975 , 0.200905 , 0.220686 , 0.207394 , 0.282487 , 0.232322 , 0.273139 , 0.344751 , 0.24086 , 0.236608 , 0.214157 , 0.25757 , 0.227095 , 0.218123 , 0.234605 , 0.261617 , 0.269698 , 0.214819 , 0.283469 , 0.276683 , 0.295305 , 0.299511 , 0.185998 , 0.234377 , 0.255664 , 0.272471 , 0.252086 , 0.253404 , 0.27024 , 0.250419 , 0.276518 
 803 , 0.270982 , 0.209111 , 0.232936 , 0.246167 , 0.252708 , 0.271371 , 0.298664 , 0.206971 , 0.247707 , 0.299648 , 0.285942 , 0.303723 , 0.29626 , 0.231202 , 0.276436 , 0.23123 , 0.269534 , 0.226228 , 0.174985 , 0.182631 , 0.201505 , 0.221404 , 0.207949 , 0.283338 , 0.232867 , 0.273706 , 0.345397 , 0.241371 , 0.237165 , 0.214365 , 0.258237 , 0.227676 , 0.2188 , 0.235116 , 0.262352 , 0.270278 , 0.215366 , 0.284076 , 0.27738 , 0.296003 , 0.300232 , 0.186379 , 0.234887 , 0.256371 , 0.273271 , 0.252605 , 0.253904 , 0.270959 , 0.25086 , 0.277168 
 804 , 0.27187 , 0.209806 , 0.233653 , 0.24681 , 0.253403 , 0.272192 , 0.299373 , 0.207817 , 0.248322 , 0.300201 , 0.286447 , 0.304552 , 0.296781 , 0.231774 , 0.27721 , 0.231969 , 0.270416 , 0.226813 , 0.1759 , 0.183337 , 0.202132 , 0.222106 , 0.208512 , 0.284217 , 0.233481 , 0.274296 , 0.345965 , 0.241942 , 0.237728 , 0.214657 , 0.258886 , 0.228314 , 0.219462 , 0.235757 , 0.263191 , 0.270859 , 0.215985 , 0.284665 , 0.278043 , 0.296672 , 0.300948 , 0.186786 , 0.235418 , 0.25707 , 0.274054 , 0.253092 , 0.254449 , 0.271652 , 0.251322 , 0.277802 
 805 , 0.272743 , 0.210657 , 0.234376 , 0.247254 , 0.254168 , 0.272708 , 0.299905 , 0.208743 , 0.248972 , 0.300706 , 0.287085 , 0.305245 , 0.297241 , 0.232289 , 0.27776 , 0.232565 , 0.271232 , 0.227248 , 0.176921 , 0.18402 , 0.20263 , 0.222762 , 0.209089 , 0.284969 , 0.234111 , 0.274784 , 0.346501 , 0.242461 , 0.238177 , 0.215005 , 0.259399 , 0.228903 , 0.220051 , 0.236498 , 0.263995 , 0.271417 , 0.216574 , 0.28513 , 0.278689 , 0.297264 , 0.301612 , 0.187186 , 0.235927 , 0.257697 , 0.274842 , 0.253551 , 0.254964 , 0.27223 , 0.251838 , 0.278406 
 806 , 0.273614 , 0.211528 , 0.235125 , 0.247675 , 0.254951 , 0.273192 , 0.300386 , 0.209683 , 0.249624 , 0.301213 , 0.287755 , 0.305915 , 0.297697 , 0.232788 , 0.278282 , 0.233158 , 0.272064 , 0.227664 , 0.177954 , 0.184704 , 0.203107 , 0.223419 , 0.209689 , 0.285713 , 0.234749 , 0.275257 , 0.34706 , 0.242967 , 0.238618 , 0.215368 , 0.25989 , 0.22948 , 0.220643 , 0.237259 , 0.2648 , 0.271983 , 0.217155 , 0.28558 , 0.279346 , 0.297853 , 0.302283 , 0.18759 , 0.236438 , 0.258317 , 0.27565 , 0.25402 , 0.255483 , 0.272805 , 0.252377 , 0.27901 
 807 , 0.274368 , 0.212265 , 0.235752 , 0.248018 , 0.255696 , 0.273538 , 0.300695 , 0.210377 , 0.250138 , 0.301653 , 0.28829 , 0.306428 , 0.298117 , 0.233208 , 0.278701 , 0.233638 , 0.272754 , 0.228027 , 0.178667 , 0.185276 , 0.203507 , 0.224008 , 0.210186 , 0.286321 , 0.235328 , 0.275675 , 0.34757 , 0.243424 , 0.238993 , 0.215651 , 0.260325 , 0.229967 , 0.221128 , 0.237912 , 0.265471 , 0.272498 , 0.217701 , 0.286025 , 0.279973 , 0.298395 , 0.302925 , 0.187982 , 0.236925 , 0.258908 , 0.276459 , 0.254476 , 0.255981 , 0.273323 , 0.252873 , 0.279595 
 808 , 0.274864 , 0.212657 , 0.236085 , 0.248342 , 0.256342 , 0.273684 , 0.300796 , 0.210538 , 0.250415 , 0.301953 , 0.288621 , 0.306712 , 0.298478 , 0.233516 , 0.279004 , 0.233965 , 0.273141 , 0.228383 , 0.178608 , 0.185633 , 0.203787 , 0.224465 , 0.210433 , 0.286654 , 0.23577 , 0.276008 , 0.347978 , 0.24381 , 0.239302 , 0.215816 , 0.260698 , 0.230251 , 0.221446 , 0.238333 , 0.265877 , 0.272914 , 0.218181 , 0.286467 , 0.280487 , 0.298852 , 0.303459 , 0.188336 , 0.237364 , 0.259454 , 0.2772 , 0.254917 , 0.256464 , 0.273754 , 0.253264 , 0.280102 
 809 , 0.275465 , 0.213111 , 0.23647 , 0.248865 , 0.257063 , 0.274023 , 0.301197 , 0.210831 , 0.250863 , 0.302346 , 0.289148 , 0.307228 , 0.298906 , 0.233962 , 0.279514 , 0.234489 , 0.273648 , 0.228928 , 0.178658 , 0.186124 , 0.204203 , 0.225025 , 0.210696 , 0.287097 , 0.236282 , 0.276449 , 0.348449 , 0.244294 , 0.239763 , 0.216076 , 0.26123 , 0.230633 , 0.221919 , 0.238884 , 0.266416 , 0.273413 , 0.218737 , 0.286986 , 0.281049 , 0.299416 , 0.30404 , 0.188743 , 0.237871 , 0.260093 , 0.277938 , 0.255411 , 0.257034 , 0.274269 , 0.253682 , 0.280663 
 810 , 0.276092 , 0.213582 , 0.236875 , 0.24941 , 0.25781 , 0.27438 , 0.301609 , 0.211135 , 0.251328 , 0.302756 , 0.289691 , 0.307762 , 0.299344 , 0.234423 , 0.280039 , 0.235034 , 0.274174 , 0.229499 , 0.178701 , 0.18663 , 0.204635 , 0.225605 , 0.210964 , 0.287562 , 0.236817 , 0.276904 , 0.348937 , 0.244799 , 0.24024 , 0.216347 , 0.261786 , 0.231028 , 0.222411 , 0.239452 , 0.26698 , 0.273939 , 0.219323 , 0.287527 , 0.281633 , 0.300003 , 0.304644 , 0.189165 , 0.238399 , 0.260757 , 0.278709 , 0.255922 , 0.257628 , 0.274804 , 0.254116 , 0.281245 
 811 , 0.276421 , 0.213957 , 0.237216 , 0.249519 , 0.258319 , 0.27485 , 0.30229 , 0.211489 , 0.251745 , 0.303041 , 0.290141 , 0.308321 , 0.299562 , 0.234759 , 0.280514 , 0.235822 , 0.274614 , 0.22991 , 0.179022 , 0.187067 , 0.20514 , 0.226071 , 0.211341 , 0.287974 , 0.237192 , 0.277213 , 0.349132 , 0.245225 , 0.240405 , 0.216544 , 0.262146 , 0.231363 , 0.222953 , 0.239815 , 0.267338 , 0.274401 , 0.219811 , 0.28785 , 0.282121 , 0.300495 , 0.30506 , 0.189577 , 0.238763 , 0.261213 , 0.279369 , 0.25621 , 0.258029 , 0.275216 , 0.254474 , 0.281749 
 812 , 0.276758 , 0.214264 , 0.237534 , 0.2494 , 0.258885 , 0.275028 , 0.302812 , 0.211764 , 0.252149 , 0.303328 , 0.290407 , 0.308748 , 0.299844 , 0.235022 , 0.280893 , 0.236699 , 0.27501 , 0.230348 , 0.179353 , 0.1876 , 0.205645 , 0.226551 , 0.211823 , 0.288411 , 0.237534 , 0.277492 , 0.349382 , 0.245727 , 0.240632 , 0.21674 , 0.262427 , 0.231752 , 0.223441 , 0.240129 , 0.267765 , 0.274838 , 0.220319 , 0.288185 , 0.282617 , 0.301005 , 0.305478 , 0.189987 , 0.239086 , 0.261645 , 0.280152 , 0.256527 , 0.258363 , 0.27562 , 0.25485 , 0.28222 
 813 , 0.2771 , 0.214592 , 0.237871 , 0.249281 , 0.259479 , 0.275216 , 0.303355 , 0.212055 , 0.252567 , 0.303623 , 0.290679 , 0.309197 , 0.30014 , 0.235297 , 0.281289 , 0.237615 , 0.275418 , 0.230804 , 0.179695 , 0.188152 , 0.206171 , 0.227049 , 0.212328 , 0.288867 , 0.237888 , 0.277783 , 0.349645 , 0.246244 , 0.240866 , 0.216946 , 0.262724 , 0.232153 , 0.223952 , 0.240462 , 0.268203 , 0.275293 , 0.220844 , 0.28854 , 0.283132 , 0.301543 , 0.305911 , 0.190411 , 0.239422 , 0.2621 , 0.280974 , 0.256864 , 0.258718 , 0.276042 , 0.255248 , 0.282716 
 814 , 0.27763 , 0.214979 , 0.238031 , 0.249409 , 0.260252 , 0.275141 , 0.303748 , 0.212341 , 0.25295 , 0.303896 , 0.290855 , 0.309636 , 0.300516 , 0.235524 , 0.281581 , 0.238417 , 0.275723 , 0.231145 , 0.180038 , 0.188659 , 0.206548 , 0.227539 , 0.212692 , 0.289364 , 0.238245 , 0.278004 , 0.350042 , 0.246759 , 0.241251 , 0.217207 , 0.262961 , 0.232524 , 0.224349 , 0.240782 , 0.268783 , 0.275634 , 0.221301 , 0.288901 , 0.283571 , 0.302031 , 0.30635 , 0.190751 , 0.239725 , 0.262557 , 0.281694 , 0.25721 , 0.259075 , 0.276442 , 0.255576 , 0.28309 
 815 , 0.278345 , 0.215563 , 0.238114 , 0.249994 , 0.261064 , 0.275415 , 0.304105 , 0.212616 , 0.253144 , 0.304147 , 0.291052 , 0.310149 , 0.300973 , 0.23578 , 0.281834 , 0.239013 , 0.276249 , 0.231403 , 0.180377 , 0.188993 , 0.206846 , 0.228057 , 0.212979 , 0.289885 , 0.238662 , 0.278261 , 0.350434 , 0.247225 , 0.241574 , 0.217457 , 0.263249 , 0.232838 , 0.224698 , 0.241121 , 0.269317 , 0.276034 , 0.22175 , 0.289296 , 0.284073 , 0.302527 , 0.306916 , 0.191131 , 0.240055 , 0.263124 , 0.282436 , 0.257592 , 0.259605 , 0.276874 , 0.255955 , 0.283525 
 816 , 0.279113 , 0.2162 , 0.238209 , 0.250671 , 0.261902 , 0.275791 , 0.304485 , 0.212891 , 0.253305 , 0.304401 , 0.29127 , 0.310698 , 0.30145 , 0.236058 , 0.282094 , 0.239601 , 0.276843 , 0.231667 , 0.180727 , 0.189305 , 0.207156 , 0.228591 , 0.213273 , 0.290422 , 0.239105 , 0.278539 , 0.350825 , 0.247696 , 0.241871 , 0.2177 , 0.263569 , 0.233161 , 0.225066 , 0.241477 , 0.269847 , 0.276472 , 0.222222 , 0.289705 , 0.284615 , 0.303039 , 0.307525 , 0.19154 , 0.240407 , 0.26373 , 0.283217 , 0.257995 , 0.260181 , 0.277333 , 0.256364 , 0.283994 
 817 , 0.279894 , 0.216809 , 0.238507 , 0.251418 , 0.262691 , 0.276535 , 0.304939 , 0.213253 , 0.253528 , 0.304855 , 0.291622 , 0.311347 , 0.30198 , 0.236427 , 0.282524 , 0.240187 , 0.277682 , 0.232052 , 0.181161 , 0.189666 , 0.207568 , 0.229159 , 0.213665 , 0.291054 , 0.239619 , 0.278932 , 0.351323 , 0.248172 , 0.242225 , 0.218023 , 0.263988 , 0.233576 , 0.225488 , 0.241902 , 0.270402 , 0.276995 , 0.222739 , 0.290181 , 0.285232 , 0.303624 , 0.308191 , 0.191968 , 0.240808 , 0.264371 , 0.284036 , 0.258471 , 0.260779 , 0.277862 , 0.256834 , 0.284532 
 818 , 0.280607 , 0.217175 , 0.239129 , 0.251972 , 0.263256 , 0.277705 , 0.305277 , 0.213658 , 0.253757 , 0.305552 , 0.292058 , 0.312012 , 0.302495 , 0.236854 , 0.283126 , 0.24064 , 0.278571 , 0.232484 , 0.18162 , 0.190051 , 0.208076 , 0.229642 , 0.2141 , 0.291682 , 0.240156 , 0.279401 , 0.351932 , 0.248586 , 0.242598 , 0.218321 , 0.264462 , 0.234066 , 0.225958 , 0.242353 , 0.270869 , 0.277478 , 0.223235 , 0.290691 , 0.285873 , 0.304227 , 0.308866 , 0.192343 , 0.241284 , 0.264916 , 0.284858 , 0.259047 , 0.261274 , 0.278487 , 0.257315 , 0.285139 
 819 , 0.28126 , 0.217391 , 0.239678 , 0.252234 , 0.263731 , 0.278609 , 0.305384 , 0.213955 , 0.253892 , 0.306115 , 0.292356 , 0.31253 , 0.302925 , 0.237194 , 0.283594 , 0.240988 , 0.279087 , 0.232747 , 0.181973 , 0.190369 , 0.208497 , 0.230018 , 0.214422 , 0.292164 , 0.240623 , 0.27977 , 0.352473 , 0.248948 , 0.242892 , 0.218486 , 0.264826 , 0.234465 , 0.226374 , 0.242736 , 0.271229 , 0.277783 , 0.223651 , 0.291141 , 0.286449 , 0.304762 , 0.309478 , 0.192661 , 0.241749 , 0.265364 , 0.285635 , 0.259595 , 0.261678 , 0.279099 , 0.25771 , 0.285707 
 820 , 0.281932 , 0.217621 , 0.240236 , 0.252515 , 0.264218 , 0.279532 , 0.305506 , 0.21428 , 0.254045 , 0.3067 , 0.292669 , 0.313076 , 0.303359 , 0.237549 , 0.284073 , 0.241364 , 0.279622 , 0.233026 , 0.182338 , 0.190712 , 0.208929 , 0.230416 , 0.214754 , 0.292663 , 0.2411 , 0.28015 , 0.353027 , 0.249318 , 0.243211 , 0.218659 , 0.265202 , 0.234885 , 0.226811 , 0.243127 , 0.271602 , 0.278099 , 0.224082 , 0.291607 , 0.287037 , 0.305314 , 0.310107 , 0.192985 , 0.242233 , 0.26582 , 0.286431 , 0.260157 , 0.262095 , 0.279724 , 0.258112 , 0.286287 
 821 , 0.282969 , 0.21844 , 0.240914 , 0.253153 , 0.265008 , 0.280288 , 0.306298 , 0.21552 , 0.255002 , 0.307489 , 0.29352 , 0.31421 , 0.303886 , 0.238095 , 0.284734 , 0.24232 , 0.280647 , 0.234139 , 0.183124 , 0.191808 , 0.209541 , 0.231104 , 0.215454 , 0.29352 , 0.241727 , 0.280868 , 0.353901 , 0.249975 , 0.243954 , 0.219117 , 0.266008 , 0.235533 , 0.227573 , 0.243948 , 0.272501 , 0.278893 , 0.224737 , 0.292186 , 0.287757 , 0.306136 , 0.310769 , 0.19337 , 0.242984 , 0.266475 , 0.287314 , 0.260819 , 0.26268 , 0.280389 , 0.258611 , 0.286991 
 822 , 0.283931 , 0.219322 , 0.241626 , 0.253785 , 0.265644 , 0.280729 , 0.306775 , 0.216582 , 0.255889 , 0.30804 , 0.294304 , 0.315132 , 0.304448 , 0.238532 , 0.285262 , 0.242795 , 0.281575 , 0.235012 , 0.183743 , 0.192629 , 0.210118 , 0.231703 , 0.216024 , 0.294262 , 0.242267 , 0.281461 , 0.35459 , 0.250523 , 0.244545 , 0.21949 , 0.266747 , 0.236062 , 0.228039 , 0.244641 , 0.273181 , 0.279794 , 0.225353 , 0.292745 , 0.288518 , 0.307068 , 0.311457 , 0.193792 , 0.243718 , 0.267233 , 0.288188 , 0.261465 , 0.263282 , 0.280993 , 0.259139 , 0.287672 
 823 , 0.284908 , 0.22021 , 0.242345 , 0.254418 , 0.266287 , 0.281172 , 0.307264 , 0.217657 , 0.256791 , 0.308592 , 0.295101 , 0.316064 , 0.305024 , 0.238975 , 0.285797 , 0.243276 , 0.282523 , 0.235899 , 0.184374 , 0.193456 , 0.210701 , 0.232307 , 0.216606 , 0.295011 , 0.242819 , 0.282061 , 0.355294 , 0.251084 , 0.245144 , 0.219874 , 0.2675 , 0.236602 , 0.228511 , 0.245342 , 0.273873 , 0.280709 , 0.225982 , 0.293317 , 0.289293 , 0.308009 , 0.312154 , 0.194225 , 0.244453 , 0.268005 , 0.289076 , 0.262124 , 0.263896 , 0.28161 , 0.259668 , 0.288362 
 824 , 0.285743 , 0.220703 , 0.242894 , 0.255174 , 0.267147 , 0.281446 , 0.307562 , 0.217986 , 0.2575 , 0.309029 , 0.295757 , 0.316884 , 0.305687 , 0.239384 , 0.286345 , 0.243579 , 0.283405 , 0.236517 , 0.184976 , 0.193962 , 0.21135 , 0.232989 , 0.217115 , 0.295829 , 0.243339 , 0.282396 , 0.355911 , 0.251519 , 0.245707 , 0.220252 , 0.268187 , 0.237058 , 0.229064 , 0.24605 , 0.274414 , 0.281524 , 0.226563 , 0.293858 , 0.290023 , 0.308872 , 0.312911 , 0.194671 , 0.245028 , 0.268715 , 0.289927 , 0.262705 , 0.264508 , 0.282251 , 0.260271 , 0.288959 
 825 , 0.286619 , 0.220996 , 0.243326 , 0.255992 , 0.26817 , 0.281877 , 0.308178 , 0.21803 , 0.258146 , 0.309682 , 0.296384 , 0.317889 , 0.306337 , 0.239962 , 0.287064 , 0.244282 , 0.284476 , 0.237224 , 0.185634 , 0.194563 , 0.212019 , 0.233794 , 0.217657 , 0.296715 , 0.243981 , 0.282828 , 0.356778 , 0.252092 , 0.246256 , 0.220713 , 0.26894 , 0.237621 , 0.229907 , 0.246797 , 0.275054 , 0.282148 , 0.227146 , 0.294501 , 0.290812 , 0.309574 , 0.313732 , 0.195177 , 0.245564 , 0.269404 , 0.290776 , 0.26335 , 0.265162 , 0.282954 , 0.261034 , 0.289639 
 826 , 0.287516 , 0.221283 , 0.243742 , 0.256815 , 0.269207 , 0.282341 , 0.308848 , 0.218078 , 0.258797 , 0.310372 , 0.297022 , 0.318933 , 0.306993 , 0.240561 , 0.287805 , 0.245055 , 0.285588 , 0.237959 , 0.186311 , 0.195209 , 0.212692 , 0.234627 , 0.218211 , 0.297619 , 0.244652 , 0.283286 , 0.357694 , 0.252688 , 0.246815 , 0.221193 , 0.269713 , 0.238206 , 0.230796 , 0.24755 , 0.275732 , 0.282756 , 0.227735 , 0.295167 , 0.291624 , 0.31027 , 0.314559 , 0.195691 , 0.246104 , 0.270099 , 0.291636 , 0.264014 , 0.265834 , 0.283666 , 0.261833 , 0.290347 
 827 , 0.288305 , 0.221625 , 0.244296 , 0.257419 , 0.270119 , 0.283025 , 0.309819 , 0.218226 , 0.259504 , 0.311169 , 0.297721 , 0.319964 , 0.307637 , 0.24121 , 0.288619 , 0.245924 , 0.286756 , 0.238696 , 0.186996 , 0.195917 , 0.213373 , 0.235453 , 0.218768 , 0.298432 , 0.245351 , 0.283875 , 0.358668 , 0.253344 , 0.247419 , 0.221788 , 0.270493 , 0.238871 , 0.231608 , 0.248275 , 0.276515 , 0.283338 , 0.228244 , 0.295846 , 0.292422 , 0.310934 , 0.315352 , 0.196218 , 0.246629 , 0.270813 , 0.292489 , 0.264652 , 0.266436 , 0.284351 , 0.262585 , 0.29106 
 828 , 0.28893 , 0.221987 , 0.245006 , 0.257612 , 0.270821 , 0.283832 , 0.311033 , 0.218491 , 0.260252 , 0.311973 , 0.298505 , 0.320898 , 0.308267 , 0.241752 , 0.28943 , 0.246778 , 0.287833 , 0.239275 , 0.187662 , 0.196605 , 0.214044 , 0.236208 , 0.219329 , 0.299102 , 0.245982 , 0.284519 , 0.359567 , 0.253985 , 0.248079 , 0.222517 , 0.271183 , 0.239583 , 0.23214 , 0.248935 , 0.27736 , 0.283862 , 0.228609 , 0.296474 , 0.293082 , 0.311587 , 0.316023 , 0.196707 , 0.247121 , 0.271532 , 0.293304 , 0.265151 , 0.266923 , 0.285007 , 0.263126 , 0.291677 
 829 , 0.289551 , 0.222306 , 0.245677 , 0.257769 , 0.271518 , 0.28446 , 0.312085 , 0.218727 , 0.260969 , 0.312682 , 0.2993 , 0.321785 , 0.308898 , 0.242152 , 0.290172 , 0.247527 , 0.28878 , 0.239724 , 0.188313 , 0.197206 , 0.214714 , 0.236917 , 0.219896 , 0.299764 , 0.246527 , 0.285069 , 0.360352 , 0.254558 , 0.248732 , 0.223192 , 0.271814 , 0.240236 , 0.232561 , 0.249605 , 0.278134 , 0.284376 , 0.228964 , 0.297065 , 0.293666 , 0.312266 , 0.31667 , 0.197157 , 0.247629 , 0.272253 , 0.294106 , 0.265578 , 0.267391 , 0.285683 , 0.263559 , 0.292226 
 830 , 0.29018 , 0.222626 , 0.246299 , 0.257924 , 0.272218 , 0.28503 , 0.313082 , 0.218945 , 0.261659 , 0.313347 , 0.300053 , 0.322666 , 0.309516 , 0.242534 , 0.290885 , 0.24825 , 0.289692 , 0.240148 , 0.188918 , 0.197779 , 0.215361 , 0.237606 , 0.220445 , 0.300414 , 0.247051 , 0.285596 , 0.36112 , 0.255099 , 0.24934 , 0.223849 , 0.272423 , 0.240865 , 0.232944 , 0.250256 , 0.278886 , 0.284892 , 0.229318 , 0.297638 , 0.29424 , 0.312943 , 0.317311 , 0.197592 , 0.248136 , 0.272959 , 0.294903 , 0.266002 , 0.267863 , 0.286361 , 0.26399 , 0.29277 
 831 , 0.290836 , 0.22289 , 0.246287 , 0.258094 , 0.272831 , 0.284927 , 0.313403 , 0.218967 , 0.261981 , 0.313523 , 0.300302 , 0.323302 , 0.310015 , 0.242586 , 0.291143 , 0.248628 , 0.29009 , 0.240197 , 0.188992 , 0.197917 , 0.215621 , 0.237886 , 0.220796 , 0.300934 , 0.247262 , 0.285823 , 0.361623 , 0.255235 , 0.249482 , 0.224064 , 0.272717 , 0.241142 , 0.232946 , 0.250572 , 0.279372 , 0.285288 , 0.229624 , 0.298033 , 0.294772 , 0.313499 , 0.31779 , 0.197778 , 0.248622 , 0.273463 , 0.29559 , 0.266416 , 0.268306 , 0.286877 , 0.264298 , 0.293171 
 832 , 0.291447 , 0.223219 , 0.24621 , 0.258265 , 0.273244 , 0.284818 , 0.313741 , 0.218966 , 0.262181 , 0.313699 , 0.30038 , 0.323745 , 0.310444 , 0.242691 , 0.2912 , 0.248905 , 0.290461 , 0.240279 , 0.18896 , 0.197935 , 0.215802 , 0.238059 , 0.221053 , 0.301439 , 0.247425 , 0.285997 , 0.362082 , 0.255324 , 0.249687 , 0.224109 , 0.273064 , 0.24138 , 0.232976 , 0.250704 , 0.279873 , 0.285678 , 0.229818 , 0.298335 , 0.295333 , 0.313987 , 0.318234 , 0.197966 , 0.249068 , 0.273912 , 0.296278 , 0.266856 , 0.268678 , 0.287278 , 0.264702 , 0.293625 
 833 , 0.292064 , 0.223541 , 0.246127 , 0.258443 , 0.273663 , 0.284703 , 0.314079 , 0.218965 , 0.262382 , 0.31388 , 0.300458 , 0.324187 , 0.310867 , 0.24279 , 0.291264 , 0.249176 , 0.290837 , 0.240361 , 0.188934 , 0.197954 , 0.215988 , 0.238232 , 0.221316 , 0.30195 , 0.247589 , 0.286176 , 0.36254 , 0.255412 , 0.249892 , 0.224149 , 0.273416 , 0.241617 , 0.233 , 0.250836 , 0.280368 , 0.286068 , 0.230018 , 0.298642 , 0.2959 , 0.314487 , 0.318673 , 0.198147 , 0.249507 , 0.274354 , 0.296964 , 0.267306 , 0.269056 , 0.28768 , 0.265112 , 0.294078 
