MAY31WSG100004.spu,MAY31WSG100003.spu,
Wavelength,MAY31WSG100005.spu,MAY31WSG100006.spu,MAY31WSG100007.spu,MAY31WSG100008.spu,MAY31WSG100009.spu,MAY31WSG100010.spu,MAY31WSG100011.spu,MAY31WSG100012.spu,MAY31WSG100013.spu,MAY31WSG100014.spu,MAY31WSG100015.spu,MAY31WSG100016.spu,MAY31WSG100017.spu,MAY31WSG100018.spu,MAY31WSG100019.spu,MAY31WSG100020.spu,MAY31WSG100021.spu,MAY31WSG100022.spu,MAY31WSG100023.spu,MAY31WSG100024.spu,MAY31WSG100025.spu,MAY31WSG100026.spu,MAY31WSG100027.spu,MAY31WSG100028.spu,MAY31WSG100029.spu
  (nm),5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 
  time  ,:24:01 A,:24:17 A,:24:22 A,:24:29 A,:24:38 A,:25:10 A,:25:20 A,:25:26 A,:25:31 A,:25:39 A,:26:32 A,:26:38 A,:26:44 A,:27:00 A,:27:08 A,:28:01 A,:28:07 A,:28:17 A,:28:23 A,:28:33 A,:29:23 A,:29:30 A,:29:36 A,:29:41 A,:29:50 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 708 , 0.205148 , 0.204535 , 0.16866 , 0.216345 , 0.147793 , 0.158415 , 0.151484 , 0.136617 , 0.145134 , 0.122079 , 0.181742 , 0.201185 , 0.233741 , 0.170518 , 0.160347 , 0.077179 , 0.115284 , 0.07029 , 0.104359 , 0.096679 , 0.181339 , 0.153599 , 0.195882 , 0.117148 , 0.172623 
 709 , 0.206344 , 0.205771 , 0.169508 , 0.217798 , 0.148381 , 0.158913 , 0.152132 , 0.137167 , 0.145996 , 0.122536 , 0.182717 , 0.201979 , 0.234768 , 0.171347 , 0.161346 , 0.077464 , 0.115889 , 0.070651 , 0.10517 , 0.097179 , 0.183311 , 0.155241 , 0.197021 , 0.11778 , 0.173628 
 710 , 0.207548 , 0.207009 , 0.170353 , 0.21926 , 0.14897 , 0.159408 , 0.152779 , 0.137719 , 0.146861 , 0.12299 , 0.183693 , 0.202775 , 0.235803 , 0.172177 , 0.162351 , 0.077753 , 0.116497 , 0.07101 , 0.105982 , 0.097679 , 0.185284 , 0.156884 , 0.198167 , 0.118414 , 0.174634 
 711 , 0.208605 , 0.208036 , 0.171061 , 0.220554 , 0.149585 , 0.159775 , 0.153301 , 0.138237 , 0.147577 , 0.123395 , 0.184593 , 0.203445 , 0.236622 , 0.172908 , 0.163268 , 0.078058 , 0.116952 , 0.071341 , 0.106701 , 0.098147 , 0.187129 , 0.158403 , 0.19915 , 0.118971 , 0.175558 
 712 , 0.209644 , 0.209032 , 0.171679 , 0.221747 , 0.150218 , 0.160133 , 0.153739 , 0.138697 , 0.148205 , 0.12381 , 0.18547 , 0.2041 , 0.237386 , 0.17361 , 0.164184 , 0.078401 , 0.117355 , 0.071678 , 0.107388 , 0.098596 , 0.188899 , 0.159891 , 0.200003 , 0.119465 , 0.176441 
 713 , 0.210707 , 0.210041 , 0.172309 , 0.22296 , 0.150855 , 0.160497 , 0.154183 , 0.139165 , 0.148843 , 0.124229 , 0.186359 , 0.204762 , 0.238167 , 0.174322 , 0.165115 , 0.078751 , 0.117762 , 0.072012 , 0.108085 , 0.099058 , 0.190696 , 0.161398 , 0.200865 , 0.119969 , 0.177332 
 714 , 0.211689 , 0.211026 , 0.172915 , 0.224127 , 0.151467 , 0.160879 , 0.154631 , 0.139609 , 0.149469 , 0.124607 , 0.187198 , 0.205385 , 0.238936 , 0.175019 , 0.166036 , 0.079102 , 0.118166 , 0.07234 , 0.108754 , 0.09948 , 0.192488 , 0.162881 , 0.201701 , 0.120464 , 0.17822 
 715 , 0.212498 , 0.211899 , 0.173499 , 0.22523 , 0.152018 , 0.161264 , 0.155078 , 0.140036 , 0.150074 , 0.124858 , 0.187916 , 0.205911 , 0.239714 , 0.175681 , 0.166871 , 0.079434 , 0.11855 , 0.072624 , 0.109365 , 0.099819 , 0.19427 , 0.164288 , 0.202475 , 0.12093 , 0.179071 
 716 , 0.213317 , 0.212767 , 0.174116 , 0.226366 , 0.152581 , 0.161639 , 0.155541 , 0.140487 , 0.150697 , 0.12511 , 0.18864 , 0.206447 , 0.240521 , 0.176359 , 0.167711 , 0.079771 , 0.118937 , 0.072921 , 0.10999 , 0.100155 , 0.196086 , 0.165715 , 0.203274 , 0.121397 , 0.179936 
 717 , 0.214157 , 0.213649 , 0.174746 , 0.227522 , 0.153155 , 0.162019 , 0.156011 , 0.140946 , 0.151329 , 0.125364 , 0.189383 , 0.206992 , 0.24134 , 0.177054 , 0.168566 , 0.080115 , 0.119335 , 0.073216 , 0.110626 , 0.100504 , 0.197941 , 0.167173 , 0.20409 , 0.121874 , 0.18081 
 718 , 0.21508 , 0.21458 , 0.175524 , 0.228662 , 0.153744 , 0.162482 , 0.156484 , 0.141387 , 0.151935 , 0.125836 , 0.190226 , 0.207692 , 0.242259 , 0.177889 , 0.169461 , 0.080451 , 0.119807 , 0.073573 , 0.111274 , 0.100902 , 0.199664 , 0.168616 , 0.205017 , 0.122407 , 0.181708 
 719 , 0.215985 , 0.215536 , 0.176288 , 0.229784 , 0.154317 , 0.162953 , 0.156943 , 0.141809 , 0.152533 , 0.126306 , 0.191088 , 0.208385 , 0.243149 , 0.17872 , 0.170353 , 0.080794 , 0.120296 , 0.073922 , 0.111914 , 0.101305 , 0.201394 , 0.170054 , 0.205963 , 0.122957 , 0.182622 
 720 , 0.2169 , 0.216503 , 0.177061 , 0.230919 , 0.154896 , 0.163435 , 0.15741 , 0.142234 , 0.153133 , 0.12678 , 0.191959 , 0.209087 , 0.244058 , 0.17956 , 0.171264 , 0.081139 , 0.120794 , 0.074274 , 0.112568 , 0.101714 , 0.203145 , 0.171517 , 0.206926 , 0.123517 , 0.183554 
 721 , 0.217859 , 0.217445 , 0.17782 , 0.232093 , 0.155459 , 0.163907 , 0.157933 , 0.142697 , 0.153786 , 0.127229 , 0.192858 , 0.209822 , 0.244939 , 0.180338 , 0.172147 , 0.081477 , 0.12127 , 0.074619 , 0.113227 , 0.102149 , 0.204801 , 0.172878 , 0.207832 , 0.12401 , 0.184435 
 722 , 0.218902 , 0.218394 , 0.178576 , 0.233288 , 0.156065 , 0.164402 , 0.158534 , 0.143192 , 0.154509 , 0.127687 , 0.193755 , 0.21059 , 0.245826 , 0.181069 , 0.173063 , 0.081794 , 0.121711 , 0.074981 , 0.113892 , 0.10261 , 0.206427 , 0.174245 , 0.208738 , 0.124509 , 0.185296 
 723 , 0.21995 , 0.219346 , 0.179331 , 0.234488 , 0.156676 , 0.164896 , 0.159139 , 0.143687 , 0.155236 , 0.128146 , 0.19466 , 0.211361 , 0.246715 , 0.181809 , 0.173987 , 0.082119 , 0.122158 , 0.075339 , 0.114562 , 0.103068 , 0.208058 , 0.175624 , 0.209646 , 0.12501 , 0.186165 
 724 , 0.221 , 0.220339 , 0.18011 , 0.235674 , 0.157266 , 0.165436 , 0.15979 , 0.144225 , 0.155992 , 0.1286 , 0.195568 , 0.212164 , 0.247652 , 0.182566 , 0.174915 , 0.082432 , 0.122679 , 0.075712 , 0.115235 , 0.103536 , 0.209669 , 0.176979 , 0.210566 , 0.125537 , 0.187031 
 725 , 0.222024 , 0.221403 , 0.180922 , 0.236884 , 0.1578 , 0.166067 , 0.160515 , 0.144838 , 0.156773 , 0.129039 , 0.196471 , 0.213024 , 0.248672 , 0.183348 , 0.175835 , 0.082747 , 0.12336 , 0.076095 , 0.115925 , 0.104005 , 0.211258 , 0.178315 , 0.211522 , 0.126143 , 0.18796 
 726 , 0.223028 , 0.222466 , 0.181734 , 0.238114 , 0.158337 , 0.166687 , 0.161231 , 0.145455 , 0.15754 , 0.129475 , 0.197372 , 0.213881 , 0.2497 , 0.184134 , 0.176757 , 0.083067 , 0.124038 , 0.076472 , 0.116622 , 0.104469 , 0.212859 , 0.179651 , 0.212493 , 0.126757 , 0.18892 
 727 , 0.224031 , 0.223522 , 0.182545 , 0.239348 , 0.158868 , 0.167306 , 0.161941 , 0.146072 , 0.158306 , 0.12991 , 0.198272 , 0.214738 , 0.250727 , 0.184914 , 0.177674 , 0.083392 , 0.124711 , 0.076849 , 0.117319 , 0.104938 , 0.214464 , 0.180991 , 0.213462 , 0.127374 , 0.189874 
 728 , 0.225031 , 0.224441 , 0.183265 , 0.240594 , 0.159476 , 0.167911 , 0.162538 , 0.146711 , 0.15894 , 0.130344 , 0.19917 , 0.215586 , 0.25174 , 0.185747 , 0.178599 , 0.083824 , 0.125282 , 0.077232 , 0.118042 , 0.105448 , 0.215835 , 0.182158 , 0.214406 , 0.127891 , 0.190774 
 729 , 0.226051 , 0.225353 , 0.183968 , 0.241803 , 0.160072 , 0.168524 , 0.163149 , 0.147348 , 0.159594 , 0.130792 , 0.200101 , 0.216404 , 0.252737 , 0.186592 , 0.179491 , 0.084252 , 0.125861 , 0.077615 , 0.118751 , 0.105969 , 0.217219 , 0.183344 , 0.215375 , 0.128431 , 0.191664 
 730 , 0.227062 , 0.226262 , 0.184673 , 0.243003 , 0.160659 , 0.169132 , 0.163751 , 0.147986 , 0.160244 , 0.131235 , 0.201023 , 0.217218 , 0.253729 , 0.187434 , 0.180385 , 0.084676 , 0.12644 , 0.077993 , 0.11946 , 0.10649 , 0.218594 , 0.184517 , 0.21634 , 0.128967 , 0.192546 
 731 , 0.228 , 0.227186 , 0.18537 , 0.244094 , 0.161264 , 0.169848 , 0.164441 , 0.148645 , 0.160917 , 0.131712 , 0.201908 , 0.218016 , 0.254766 , 0.18824 , 0.181222 , 0.08508 , 0.127042 , 0.078404 , 0.120098 , 0.106981 , 0.21991 , 0.185663 , 0.217299 , 0.129491 , 0.193373 
 732 , 0.228913 , 0.228141 , 0.186115 , 0.245167 , 0.161917 , 0.170613 , 0.165166 , 0.149307 , 0.161585 , 0.132159 , 0.202755 , 0.218839 , 0.255861 , 0.189022 , 0.18207 , 0.085463 , 0.127655 , 0.078833 , 0.120707 , 0.107453 , 0.221208 , 0.186809 , 0.218287 , 0.12999 , 0.19424 
 733 , 0.229815 , 0.229086 , 0.186855 , 0.246239 , 0.16257 , 0.171374 , 0.165886 , 0.149965 , 0.162247 , 0.132601 , 0.203593 , 0.21966 , 0.256951 , 0.189799 , 0.182917 , 0.085841 , 0.128258 , 0.079258 , 0.121317 , 0.10792 , 0.222497 , 0.18795 , 0.219269 , 0.130488 , 0.195106 
 734 , 0.230686 , 0.229966 , 0.187573 , 0.247254 , 0.163175 , 0.172088 , 0.166546 , 0.150547 , 0.162876 , 0.133043 , 0.204396 , 0.220454 , 0.257966 , 0.190567 , 0.183732 , 0.086186 , 0.128819 , 0.079649 , 0.121885 , 0.10837 , 0.223703 , 0.189014 , 0.220199 , 0.130965 , 0.195948 
 735 , 0.2315 , 0.230705 , 0.188232 , 0.248175 , 0.163675 , 0.17271 , 0.167125 , 0.151014 , 0.16344 , 0.133515 , 0.205142 , 0.221214 , 0.258858 , 0.191318 , 0.184502 , 0.086473 , 0.129299 , 0.079985 , 0.122394 , 0.108791 , 0.224767 , 0.18992 , 0.221047 , 0.131404 , 0.196731 
 736 , 0.232311 , 0.231437 , 0.188886 , 0.249091 , 0.164155 , 0.173319 , 0.167706 , 0.151481 , 0.163993 , 0.133999 , 0.205886 , 0.221984 , 0.259757 , 0.192068 , 0.185271 , 0.086758 , 0.129775 , 0.08032 , 0.1229 , 0.109209 , 0.225839 , 0.19082 , 0.221895 , 0.131843 , 0.197504 
 737 , 0.233124 , 0.232166 , 0.189538 , 0.250005 , 0.164642 , 0.173925 , 0.168288 , 0.151953 , 0.164553 , 0.134482 , 0.20663 , 0.22275 , 0.260649 , 0.192816 , 0.186044 , 0.087049 , 0.130251 , 0.08065 , 0.12341 , 0.109625 , 0.226907 , 0.19172 , 0.222735 , 0.132281 , 0.198276 
 738 , 0.233854 , 0.232879 , 0.190145 , 0.250933 , 0.1652 , 0.174426 , 0.16884 , 0.152506 , 0.16517 , 0.134959 , 0.207392 , 0.22351 , 0.26146 , 0.193515 , 0.186894 , 0.087432 , 0.130688 , 0.081029 , 0.123969 , 0.109994 , 0.227933 , 0.192535 , 0.2235 , 0.132723 , 0.198983 
 739 , 0.234569 , 0.233597 , 0.190755 , 0.251832 , 0.165788 , 0.174943 , 0.169379 , 0.153068 , 0.165808 , 0.135425 , 0.208166 , 0.224275 , 0.262283 , 0.194223 , 0.187737 , 0.087824 , 0.131129 , 0.081402 , 0.124525 , 0.110384 , 0.228956 , 0.193365 , 0.224246 , 0.133166 , 0.199693 
 740 , 0.23529 , 0.234317 , 0.191362 , 0.252733 , 0.166378 , 0.175465 , 0.169919 , 0.153637 , 0.166452 , 0.135893 , 0.208938 , 0.225038 , 0.263114 , 0.194928 , 0.188582 , 0.088221 , 0.131572 , 0.081782 , 0.125082 , 0.110776 , 0.229986 , 0.194197 , 0.224993 , 0.133616 , 0.2004 
 741 , 0.235948 , 0.234973 , 0.19193 , 0.253505 , 0.166781 , 0.176007 , 0.170464 , 0.154159 , 0.167014 , 0.136226 , 0.209631 , 0.225762 , 0.263969 , 0.195559 , 0.189208 , 0.088526 , 0.132078 , 0.082101 , 0.125535 , 0.111166 , 0.230825 , 0.194915 , 0.225707 , 0.134009 , 0.201058 
 742 , 0.236574 , 0.235613 , 0.192477 , 0.254273 , 0.16706 , 0.176507 , 0.170993 , 0.154622 , 0.167501 , 0.136496 , 0.210241 , 0.226389 , 0.264735 , 0.196123 , 0.189723 , 0.088773 , 0.132608 , 0.082398 , 0.125935 , 0.11153 , 0.231506 , 0.195548 , 0.226369 , 0.134351 , 0.201636 
 743 , 0.237201 , 0.236259 , 0.193025 , 0.255043 , 0.16734 , 0.177007 , 0.171524 , 0.15509 , 0.167989 , 0.136767 , 0.210857 , 0.227018 , 0.265508 , 0.196693 , 0.190244 , 0.089022 , 0.133143 , 0.082696 , 0.126337 , 0.111895 , 0.232189 , 0.196178 , 0.227033 , 0.134695 , 0.202221 
 744 , 0.23784 , 0.236891 , 0.193554 , 0.255813 , 0.167668 , 0.177517 , 0.172039 , 0.15556 , 0.168423 , 0.137055 , 0.211502 , 0.227648 , 0.266263 , 0.197259 , 0.190802 , 0.089302 , 0.133648 , 0.08301 , 0.126749 , 0.112267 , 0.232843 , 0.196802 , 0.227708 , 0.135053 , 0.202786 
 745 , 0.238492 , 0.237487 , 0.194027 , 0.256553 , 0.168095 , 0.178041 , 0.172543 , 0.15601 , 0.168777 , 0.137397 , 0.212222 , 0.228328 , 0.267051 , 0.197823 , 0.19142 , 0.089652 , 0.134108 , 0.083339 , 0.127172 , 0.112634 , 0.233467 , 0.19739 , 0.228367 , 0.135401 , 0.203316 
 746 , 0.239143 , 0.238082 , 0.194496 , 0.257287 , 0.168527 , 0.178578 , 0.173059 , 0.156458 , 0.169139 , 0.137751 , 0.212954 , 0.229027 , 0.267871 , 0.198396 , 0.192035 , 0.090006 , 0.134578 , 0.083671 , 0.127595 , 0.113007 , 0.234107 , 0.197982 , 0.229017 , 0.135754 , 0.20384 
 747 , 0.239788 , 0.238675 , 0.19497 , 0.258017 , 0.168955 , 0.17912 , 0.173574 , 0.156916 , 0.169504 , 0.138103 , 0.213688 , 0.229728 , 0.2687 , 0.19897 , 0.192661 , 0.090363 , 0.135046 , 0.083994 , 0.128023 , 0.113375 , 0.234745 , 0.198581 , 0.229673 , 0.136098 , 0.204367 
 748 , 0.240262 , 0.23917 , 0.195335 , 0.258563 , 0.169279 , 0.179645 , 0.174031 , 0.157385 , 0.169956 , 0.138357 , 0.214257 , 0.230232 , 0.269451 , 0.19942 , 0.19326 , 0.090662 , 0.13548 , 0.084246 , 0.128422 , 0.11372 , 0.23522 , 0.199124 , 0.230307 , 0.136387 , 0.204834 
 749 , 0.240781 , 0.239702 , 0.195732 , 0.259158 , 0.169627 , 0.180182 , 0.174503 , 0.157903 , 0.170416 , 0.138617 , 0.214852 , 0.230749 , 0.270205 , 0.199879 , 0.193914 , 0.090967 , 0.135946 , 0.084515 , 0.128841 , 0.114079 , 0.235725 , 0.199709 , 0.231005 , 0.136704 , 0.205327 
 750 , 0.241317 , 0.240245 , 0.196139 , 0.259771 , 0.169988 , 0.180737 , 0.174983 , 0.15843 , 0.170894 , 0.138879 , 0.215463 , 0.231277 , 0.270973 , 0.200349 , 0.194584 , 0.091282 , 0.136424 , 0.084793 , 0.129272 , 0.114449 , 0.236247 , 0.200308 , 0.231725 , 0.137028 , 0.205841 
 751 , 0.241718 , 0.240651 , 0.196501 , 0.260191 , 0.170295 , 0.181094 , 0.175394 , 0.158788 , 0.171164 , 0.139146 , 0.21597 , 0.231753 , 0.27158 , 0.200807 , 0.195092 , 0.091498 , 0.136782 , 0.08501 , 0.129567 , 0.114745 , 0.236639 , 0.200721 , 0.232241 , 0.137285 , 0.206248 
 752 , 0.242047 , 0.241009 , 0.196849 , 0.2605 , 0.170545 , 0.18138 , 0.175779 , 0.159058 , 0.171365 , 0.1394 , 0.216411 , 0.232246 , 0.272165 , 0.201289 , 0.195515 , 0.09167 , 0.137078 , 0.085194 , 0.129797 , 0.11501 , 0.236941 , 0.201024 , 0.232648 , 0.137475 , 0.20663 
 753 , 0.242399 , 0.241384 , 0.197221 , 0.260827 , 0.170813 , 0.181684 , 0.176182 , 0.159345 , 0.171573 , 0.139668 , 0.216878 , 0.232766 , 0.272784 , 0.201795 , 0.195951 , 0.091854 , 0.137389 , 0.085389 , 0.130036 , 0.115289 , 0.237264 , 0.201341 , 0.233072 , 0.137674 , 0.207032 
 754 , 0.242599 , 0.241613 , 0.197471 , 0.261055 , 0.171081 , 0.181812 , 0.176421 , 0.159518 , 0.171719 , 0.139876 , 0.217237 , 0.233205 , 0.273168 , 0.202251 , 0.1963 , 0.092024 , 0.137578 , 0.085507 , 0.130132 , 0.115449 , 0.237563 , 0.201537 , 0.233267 , 0.137784 , 0.207359 
 755 , 0.24254 , 0.241558 , 0.197525 , 0.261101 , 0.171355 , 0.181633 , 0.17638 , 0.159479 , 0.171763 , 0.139993 , 0.217414 , 0.23341 , 0.273126 , 0.202581 , 0.196496 , 0.09216 , 0.137558 , 0.085491 , 0.129969 , 0.115389 , 0.237799 , 0.201527 , 0.233038 , 0.137739 , 0.207498 
 756 , 0.242467 , 0.241479 , 0.197579 , 0.261143 , 0.171651 , 0.181434 , 0.176335 , 0.159435 , 0.171801 , 0.140122 , 0.217611 , 0.2336 , 0.273069 , 0.202931 , 0.196709 , 0.092303 , 0.137534 , 0.085471 , 0.12978 , 0.115312 , 0.238047 , 0.201528 , 0.232777 , 0.137684 , 0.207621 
 757 , 0.242402 , 0.241418 , 0.197658 , 0.26121 , 0.171983 , 0.181247 , 0.176317 , 0.159404 , 0.171858 , 0.140263 , 0.217829 , 0.233821 , 0.273038 , 0.203318 , 0.196944 , 0.092475 , 0.137524 , 0.085468 , 0.129585 , 0.11523 , 0.238342 , 0.201542 , 0.2325 , 0.137643 , 0.207772 
 758 , 0.242408 , 0.241631 , 0.197981 , 0.261511 , 0.17245 , 0.181419 , 0.176561 , 0.159576 , 0.172084 , 0.140443 , 0.218088 , 0.23431 , 0.273411 , 0.203802 , 0.197229 , 0.09277 , 0.137718 , 0.085681 , 0.129516 , 0.115221 , 0.238983 , 0.201762 , 0.232332 , 0.137867 , 0.208171 
 759 , 0.24239 , 0.241879 , 0.198312 , 0.261886 , 0.172965 , 0.1816 , 0.176777 , 0.159755 , 0.17233 , 0.140621 , 0.218355 , 0.234902 , 0.273826 , 0.204308 , 0.197538 , 0.093093 , 0.137915 , 0.085925 , 0.129445 , 0.115217 , 0.23971 , 0.201953 , 0.232149 , 0.138132 , 0.208641 
 760 , 0.242376 , 0.242153 , 0.198676 , 0.262297 , 0.17353 , 0.181795 , 0.17701 , 0.159953 , 0.172598 , 0.140814 , 0.218643 , 0.235551 , 0.274274 , 0.204854 , 0.197873 , 0.093448 , 0.138126 , 0.086193 , 0.12937 , 0.115212 , 0.240506 , 0.202166 , 0.231946 , 0.138421 , 0.209162 
 761 , 0.243049 , 0.242827 , 0.199283 , 0.263176 , 0.174197 , 0.182423 , 0.177586 , 0.160546 , 0.173091 , 0.141232 , 0.219466 , 0.236487 , 0.275239 , 0.205649 , 0.19867 , 0.093977 , 0.138713 , 0.08654 , 0.129748 , 0.115543 , 0.241223 , 0.202717 , 0.23259 , 0.138899 , 0.209867 
 762 , 0.243999 , 0.243701 , 0.200023 , 0.264142 , 0.174891 , 0.183218 , 0.178375 , 0.161293 , 0.173694 , 0.141796 , 0.220539 , 0.237465 , 0.276382 , 0.206612 , 0.199664 , 0.094588 , 0.139534 , 0.086953 , 0.130334 , 0.116029 , 0.241949 , 0.203492 , 0.233633 , 0.139423 , 0.210642 
 763 , 0.244949 , 0.244569 , 0.200767 , 0.265101 , 0.17558 , 0.184007 , 0.179165 , 0.16204 , 0.174302 , 0.14236 , 0.221613 , 0.238443 , 0.27753 , 0.207572 , 0.20066 , 0.095201 , 0.140352 , 0.087361 , 0.13092 , 0.116514 , 0.242673 , 0.204261 , 0.234671 , 0.139952 , 0.211421 
 764 , 0.246039 , 0.245587 , 0.20157 , 0.266206 , 0.176168 , 0.184999 , 0.180131 , 0.162963 , 0.175063 , 0.142976 , 0.222747 , 0.239438 , 0.278909 , 0.208481 , 0.201761 , 0.095769 , 0.141273 , 0.087878 , 0.131694 , 0.117198 , 0.243361 , 0.205111 , 0.235962 , 0.140495 , 0.212274 
 765 , 0.247257 , 0.246752 , 0.202446 , 0.267412 , 0.176621 , 0.186184 , 0.181232 , 0.164055 , 0.175956 , 0.143591 , 0.223885 , 0.240457 , 0.280522 , 0.209306 , 0.202901 , 0.096247 , 0.142212 , 0.088513 , 0.132669 , 0.118105 , 0.243995 , 0.206028 , 0.237504 , 0.141073 , 0.213183 
 766 , 0.248409 , 0.247848 , 0.203283 , 0.268544 , 0.17705 , 0.187298 , 0.182251 , 0.165083 , 0.176779 , 0.144156 , 0.224942 , 0.241433 , 0.282044 , 0.210083 , 0.203955 , 0.096696 , 0.143064 , 0.089114 , 0.133588 , 0.11897 , 0.244595 , 0.206891 , 0.238953 , 0.141626 , 0.214042 
 767 , 0.249482 , 0.248864 , 0.204079 , 0.269592 , 0.177459 , 0.188333 , 0.183205 , 0.166021 , 0.177549 , 0.144695 , 0.225929 , 0.242363 , 0.283458 , 0.210836 , 0.204934 , 0.097115 , 0.143855 , 0.089675 , 0.134434 , 0.119769 , 0.245164 , 0.207689 , 0.240292 , 0.142151 , 0.214843 
 768 , 0.250426 , 0.249714 , 0.204938 , 0.270475 , 0.177842 , 0.189248 , 0.184085 , 0.166703 , 0.178256 , 0.145219 , 0.226795 , 0.243364 , 0.284705 , 0.211636 , 0.205746 , 0.097498 , 0.144548 , 0.090184 , 0.135122 , 0.120432 , 0.245728 , 0.208358 , 0.241374 , 0.142714 , 0.215541 
 769 , 0.25133 , 0.250505 , 0.205748 , 0.271327 , 0.178179 , 0.190154 , 0.184961 , 0.167368 , 0.178943 , 0.145725 , 0.227643 , 0.244355 , 0.285924 , 0.212337 , 0.206517 , 0.097871 , 0.145229 , 0.090668 , 0.13577 , 0.121067 , 0.246269 , 0.209002 , 0.242447 , 0.143261 , 0.21625 
 770 , 0.252191 , 0.251253 , 0.206519 , 0.272139 , 0.178504 , 0.191013 , 0.185801 , 0.168002 , 0.179599 , 0.146203 , 0.22845 , 0.2453 , 0.287088 , 0.21301 , 0.207255 , 0.09823 , 0.145879 , 0.091131 , 0.136387 , 0.121671 , 0.246781 , 0.209613 , 0.243475 , 0.14378 , 0.216924 
 771 , 0.252865 , 0.251869 , 0.207128 , 0.272875 , 0.178964 , 0.191614 , 0.186421 , 0.168582 , 0.180201 , 0.146714 , 0.229227 , 0.246121 , 0.287994 , 0.213631 , 0.207934 , 0.098602 , 0.146411 , 0.091514 , 0.136881 , 0.122127 , 0.247363 , 0.210197 , 0.244274 , 0.14423 , 0.217618 
 772 , 0.253476 , 0.252448 , 0.207635 , 0.273592 , 0.179518 , 0.192111 , 0.186938 , 0.169142 , 0.180788 , 0.147211 , 0.229936 , 0.246812 , 0.288817 , 0.214304 , 0.208663 , 0.098969 , 0.146913 , 0.091873 , 0.137343 , 0.12255 , 0.247959 , 0.210751 , 0.244935 , 0.144619 , 0.218269 
 773 , 0.254078 , 0.253017 , 0.208134 , 0.274294 , 0.180057 , 0.192596 , 0.187444 , 0.169686 , 0.18136 , 0.147703 , 0.230632 , 0.247484 , 0.289631 , 0.21496 , 0.209381 , 0.099327 , 0.147404 , 0.092223 , 0.137796 , 0.122964 , 0.24854 , 0.211292 , 0.245583 , 0.145004 , 0.218902 
 774 , 0.25464 , 0.253634 , 0.208628 , 0.274955 , 0.180537 , 0.193144 , 0.188007 , 0.1702 , 0.181879 , 0.148138 , 0.231271 , 0.248175 , 0.290449 , 0.215574 , 0.210022 , 0.099659 , 0.14791 , 0.092552 , 0.138185 , 0.123333 , 0.24915 , 0.211795 , 0.246211 , 0.145344 , 0.21953 
 775 , 0.255126 , 0.254325 , 0.209146 , 0.275579 , 0.180918 , 0.193767 , 0.188625 , 0.17066 , 0.182333 , 0.148505 , 0.231827 , 0.248886 , 0.291203 , 0.21612 , 0.210536 , 0.099944 , 0.148443 , 0.092835 , 0.138492 , 0.123623 , 0.249781 , 0.212227 , 0.246799 , 0.145638 , 0.220132 
 776 , 0.255605 , 0.255027 , 0.209678 , 0.276208 , 0.181298 , 0.194391 , 0.189241 , 0.171119 , 0.182784 , 0.14887 , 0.232386 , 0.249601 , 0.291928 , 0.216656 , 0.211038 , 0.100226 , 0.148984 , 0.093101 , 0.13879 , 0.123904 , 0.250409 , 0.212659 , 0.247386 , 0.14593 , 0.220727 
 777 , 0.256099 , 0.255708 , 0.210199 , 0.276845 , 0.181696 , 0.195005 , 0.189839 , 0.171574 , 0.183227 , 0.149235 , 0.232956 , 0.250317 , 0.292656 , 0.217213 , 0.211567 , 0.100529 , 0.149522 , 0.093384 , 0.139102 , 0.124195 , 0.251017 , 0.213087 , 0.247967 , 0.146242 , 0.221313 
 778 , 0.256645 , 0.256236 , 0.21063 , 0.277535 , 0.182174 , 0.195566 , 0.190359 , 0.172049 , 0.183611 , 0.149566 , 0.233643 , 0.251082 , 0.293443 , 0.217913 , 0.21225 , 0.100966 , 0.150054 , 0.09374 , 0.139452 , 0.124566 , 0.251528 , 0.213487 , 0.248518 , 0.14664 , 0.221851 
 779 , 0.257194 , 0.256743 , 0.211046 , 0.278203 , 0.182622 , 0.196105 , 0.19092 , 0.172546 , 0.183976 , 0.149894 , 0.234375 , 0.251888 , 0.294299 , 0.218641 , 0.212925 , 0.101416 , 0.150592 , 0.094121 , 0.139797 , 0.124939 , 0.252035 , 0.213865 , 0.249096 , 0.14705 , 0.222383 
 780 , 0.257746 , 0.257257 , 0.211466 , 0.278874 , 0.183083 , 0.196657 , 0.191483 , 0.173044 , 0.184349 , 0.150224 , 0.235115 , 0.252697 , 0.295169 , 0.219382 , 0.213609 , 0.101874 , 0.151133 , 0.094515 , 0.140149 , 0.125324 , 0.25255 , 0.214244 , 0.249677 , 0.147456 , 0.222923 
