MAY31WSG100004.spu,MAY31WSG100003.spu,
Wavelength,MAY31WSG100005.spu,MAY31WSG100006.spu,MAY31WSG100007.spu,MAY31WSG100008.spu,MAY31WSG100009.spu,MAY31WSG100010.spu,MAY31WSG100011.spu,MAY31WSG100012.spu,MAY31WSG100013.spu,MAY31WSG100014.spu,MAY31WSG100015.spu,MAY31WSG100016.spu,MAY31WSG100017.spu,MAY31WSG100018.spu,MAY31WSG100019.spu,MAY31WSG100020.spu,MAY31WSG100021.spu,MAY31WSG100022.spu,MAY31WSG100023.spu,MAY31WSG100024.spu,MAY31WSG100025.spu,MAY31WSG100026.spu,MAY31WSG100027.spu,MAY31WSG100028.spu,MAY31WSG100029.spu
  (nm),5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 
  time  ,:24:01 A,:24:17 A,:24:22 A,:24:29 A,:24:38 A,:25:10 A,:25:20 A,:25:26 A,:25:31 A,:25:39 A,:26:32 A,:26:38 A,:26:44 A,:27:00 A,:27:08 A,:28:01 A,:28:07 A,:28:17 A,:28:23 A,:28:33 A,:29:23 A,:29:30 A,:29:36 A,:29:41 A,:29:50 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 591 , 0.161891 , 0.159944 , 0.132541 , 0.167068 , 0.116335 , 0.125668 , 0.120742 , 0.10654 , 0.112115 , 0.098875 , 0.137057 , 0.155365 , 0.178816 , 0.131123 , 0.116676 , 0.057128 , 0.086262 , 0.050687 , 0.075692 , 0.070596 , 0.131431 , 0.110725 , 0.155656 , 0.093676 , 0.135525 
 592 , 0.160764 , 0.158835 , 0.131691 , 0.165912 , 0.115525 , 0.124722 , 0.119869 , 0.105728 , 0.111317 , 0.098222 , 0.13612 , 0.154452 , 0.177626 , 0.130277 , 0.115853 , 0.056693 , 0.08575 , 0.050307 , 0.07519 , 0.070122 , 0.130565 , 0.109993 , 0.154497 , 0.092984 , 0.134553 
 593 , 0.159638 , 0.157728 , 0.130845 , 0.164756 , 0.114721 , 0.123778 , 0.118991 , 0.104918 , 0.110513 , 0.097575 , 0.135182 , 0.153531 , 0.176436 , 0.12943 , 0.115025 , 0.056254 , 0.085232 , 0.049922 , 0.074681 , 0.069647 , 0.129699 , 0.109261 , 0.153334 , 0.092288 , 0.133581 
 594 , 0.158641 , 0.156778 , 0.130059 , 0.163775 , 0.11401 , 0.122972 , 0.118201 , 0.104245 , 0.109842 , 0.096985 , 0.134339 , 0.152709 , 0.175393 , 0.128664 , 0.11434 , 0.055903 , 0.084731 , 0.049603 , 0.074223 , 0.069229 , 0.128965 , 0.108598 , 0.152302 , 0.091684 , 0.132727 
 595 , 0.15783 , 0.156043 , 0.129332 , 0.163001 , 0.113441 , 0.122347 , 0.117519 , 0.103759 , 0.109341 , 0.096501 , 0.133649 , 0.152015 , 0.174526 , 0.128006 , 0.113846 , 0.055664 , 0.084244 , 0.049383 , 0.073835 , 0.068897 , 0.128384 , 0.108037 , 0.151471 , 0.091191 , 0.132023 
 596 , 0.157018 , 0.155313 , 0.128605 , 0.162231 , 0.112871 , 0.121726 , 0.116838 , 0.103266 , 0.108844 , 0.096017 , 0.132958 , 0.151319 , 0.173662 , 0.127347 , 0.113351 , 0.055429 , 0.083758 , 0.049156 , 0.073441 , 0.06857 , 0.127805 , 0.107481 , 0.15064 , 0.090698 , 0.13132 
 597 , 0.156213 , 0.154601 , 0.127893 , 0.161463 , 0.112315 , 0.121113 , 0.116171 , 0.102776 , 0.108344 , 0.095536 , 0.132281 , 0.150629 , 0.172817 , 0.126697 , 0.112858 , 0.055192 , 0.083287 , 0.048939 , 0.073057 , 0.068247 , 0.127229 , 0.106923 , 0.149812 , 0.090204 , 0.13063 
 598 , 0.15549 , 0.154034 , 0.127341 , 0.160776 , 0.111878 , 0.120616 , 0.115696 , 0.102273 , 0.107847 , 0.09509 , 0.131753 , 0.150031 , 0.172197 , 0.126152 , 0.112363 , 0.054995 , 0.083009 , 0.048778 , 0.0727 , 0.067966 , 0.12673 , 0.106413 , 0.149071 , 0.089756 , 0.130063 
 599 , 0.154763 , 0.153456 , 0.126797 , 0.160095 , 0.111442 , 0.120115 , 0.115211 , 0.101771 , 0.107357 , 0.094644 , 0.131228 , 0.149431 , 0.171583 , 0.125604 , 0.11187 , 0.054793 , 0.082732 , 0.04861 , 0.07234 , 0.067681 , 0.126238 , 0.105898 , 0.14833 , 0.089312 , 0.129498 
 600 , 0.154035 , 0.152881 , 0.126252 , 0.159418 , 0.111004 , 0.119617 , 0.114731 , 0.101273 , 0.106861 , 0.094197 , 0.130702 , 0.148825 , 0.170966 , 0.12506 , 0.111381 , 0.054596 , 0.08246 , 0.048447 , 0.071985 , 0.0674 , 0.125745 , 0.105383 , 0.147589 , 0.088862 , 0.128932 
 601 , 0.153409 , 0.152293 , 0.12579 , 0.15879 , 0.110612 , 0.119164 , 0.114201 , 0.10089 , 0.106416 , 0.093862 , 0.130264 , 0.148302 , 0.170347 , 0.124615 , 0.110993 , 0.054456 , 0.082177 , 0.048259 , 0.071661 , 0.067139 , 0.125339 , 0.104946 , 0.14696 , 0.088497 , 0.128429 
 602 , 0.152833 , 0.151723 , 0.125348 , 0.158183 , 0.11025 , 0.118733 , 0.113661 , 0.100554 , 0.105989 , 0.093571 , 0.12987 , 0.147799 , 0.169726 , 0.124227 , 0.11064 , 0.054335 , 0.081889 , 0.048061 , 0.071361 , 0.066881 , 0.124964 , 0.104542 , 0.146368 , 0.088162 , 0.127943 
 603 , 0.152261 , 0.151156 , 0.12491 , 0.157568 , 0.109886 , 0.118306 , 0.113116 , 0.100211 , 0.105561 , 0.093283 , 0.129474 , 0.147299 , 0.169103 , 0.123837 , 0.110289 , 0.054218 , 0.081605 , 0.047863 , 0.071059 , 0.066623 , 0.124586 , 0.104132 , 0.145774 , 0.087827 , 0.127455 
 604 , 0.151665 , 0.150597 , 0.124466 , 0.156957 , 0.1095 , 0.117879 , 0.112635 , 0.099878 , 0.105175 , 0.092932 , 0.129054 , 0.146764 , 0.168402 , 0.123419 , 0.109933 , 0.054076 , 0.081307 , 0.047684 , 0.070776 , 0.066367 , 0.124164 , 0.103743 , 0.14521 , 0.087497 , 0.126972 
 605 , 0.151002 , 0.150019 , 0.12402 , 0.15635 , 0.109086 , 0.117436 , 0.112225 , 0.099562 , 0.104852 , 0.092479 , 0.128564 , 0.146196 , 0.167594 , 0.122926 , 0.10958 , 0.053891 , 0.080973 , 0.047544 , 0.070508 , 0.066117 , 0.123678 , 0.103375 , 0.144676 , 0.087178 , 0.126481 
 606 , 0.150338 , 0.149438 , 0.123572 , 0.155741 , 0.108675 , 0.116992 , 0.111813 , 0.099249 , 0.104527 , 0.09202 , 0.12807 , 0.145625 , 0.166789 , 0.122437 , 0.109229 , 0.05371 , 0.080643 , 0.047396 , 0.070239 , 0.065866 , 0.123195 , 0.10301 , 0.144145 , 0.086857 , 0.125994 
 607 , 0.14968 , 0.148863 , 0.123134 , 0.155132 , 0.108264 , 0.116552 , 0.111407 , 0.09893 , 0.1042 , 0.091568 , 0.127583 , 0.145054 , 0.166007 , 0.121948 , 0.108878 , 0.053523 , 0.080319 , 0.047254 , 0.069975 , 0.065615 , 0.122718 , 0.102639 , 0.143613 , 0.086541 , 0.125507 
 608 , 0.149154 , 0.148305 , 0.122798 , 0.154542 , 0.107829 , 0.116106 , 0.111023 , 0.098502 , 0.103818 , 0.091266 , 0.127151 , 0.144563 , 0.165748 , 0.121535 , 0.108507 , 0.053348 , 0.080066 , 0.04709 , 0.069724 , 0.065408 , 0.12228 , 0.102203 , 0.143067 , 0.086194 , 0.125024 
 609 , 0.148627 , 0.147752 , 0.122452 , 0.153946 , 0.107403 , 0.115656 , 0.110647 , 0.098074 , 0.103439 , 0.090969 , 0.12672 , 0.144066 , 0.165499 , 0.121129 , 0.108134 , 0.053179 , 0.079812 , 0.046924 , 0.069474 , 0.065201 , 0.121845 , 0.101765 , 0.142521 , 0.085841 , 0.124548 
 610 , 0.148102 , 0.147206 , 0.122102 , 0.153351 , 0.10697 , 0.115209 , 0.110262 , 0.097644 , 0.103062 , 0.090674 , 0.126286 , 0.143565 , 0.165248 , 0.12072 , 0.107758 , 0.053003 , 0.079561 , 0.046756 , 0.069227 , 0.064997 , 0.121401 , 0.101326 , 0.141977 , 0.085487 , 0.124069 
 611 , 0.147714 , 0.146791 , 0.121787 , 0.152961 , 0.106649 , 0.114929 , 0.109979 , 0.097451 , 0.102846 , 0.090435 , 0.126009 , 0.143242 , 0.164973 , 0.12039 , 0.107516 , 0.052904 , 0.079361 , 0.046643 , 0.069041 , 0.064876 , 0.121073 , 0.101025 , 0.141585 , 0.085255 , 0.123714 
 612 , 0.147382 , 0.146428 , 0.121501 , 0.152649 , 0.106371 , 0.114726 , 0.109728 , 0.097356 , 0.102699 , 0.090215 , 0.125792 , 0.142994 , 0.164666 , 0.120089 , 0.107331 , 0.052825 , 0.079179 , 0.046552 , 0.068889 , 0.06478 , 0.120795 , 0.100769 , 0.141237 , 0.08508 , 0.1234 
 613 , 0.147052 , 0.146066 , 0.121211 , 0.152344 , 0.10609 , 0.114523 , 0.109475 , 0.097257 , 0.102544 , 0.089998 , 0.125577 , 0.142747 , 0.164353 , 0.11979 , 0.107142 , 0.052749 , 0.079 , 0.046461 , 0.068735 , 0.064678 , 0.120513 , 0.100515 , 0.140885 , 0.084903 , 0.123088 
 614 , 0.146895 , 0.145912 , 0.12108 , 0.15218 , 0.105952 , 0.114479 , 0.109386 , 0.097243 , 0.102492 , 0.08987 , 0.125508 , 0.142715 , 0.164278 , 0.119628 , 0.107056 , 0.052698 , 0.078972 , 0.046425 , 0.06869 , 0.06468 , 0.120369 , 0.100379 , 0.140728 , 0.084822 , 0.122936 
 615 , 0.14705 , 0.146133 , 0.121197 , 0.152286 , 0.106053 , 0.114706 , 0.109565 , 0.097375 , 0.102591 , 0.089891 , 0.125717 , 0.143033 , 0.164623 , 0.119725 , 0.107156 , 0.052709 , 0.079202 , 0.046495 , 0.068841 , 0.064879 , 0.120461 , 0.100449 , 0.140917 , 0.084907 , 0.123071 
 616 , 0.147206 , 0.146354 , 0.121312 , 0.152393 , 0.106157 , 0.114936 , 0.109748 , 0.097509 , 0.102687 , 0.089909 , 0.125926 , 0.143347 , 0.16497 , 0.119826 , 0.107255 , 0.052718 , 0.079433 , 0.046564 , 0.068992 , 0.065083 , 0.120547 , 0.100516 , 0.141111 , 0.084988 , 0.123206 
 617 , 0.14737 , 0.14658 , 0.121427 , 0.152504 , 0.10626 , 0.11517 , 0.10993 , 0.097648 , 0.102787 , 0.089936 , 0.126138 , 0.143665 , 0.16532 , 0.119927 , 0.107353 , 0.052733 , 0.079663 , 0.046637 , 0.069147 , 0.065286 , 0.120641 , 0.100587 , 0.141315 , 0.085069 , 0.12335 
 618 , 0.147741 , 0.14684 , 0.121689 , 0.152815 , 0.106524 , 0.115493 , 0.110123 , 0.097972 , 0.10296 , 0.090206 , 0.126526 , 0.144102 , 0.16578 , 0.120229 , 0.107626 , 0.05294 , 0.079908 , 0.046804 , 0.069383 , 0.065493 , 0.120808 , 0.100771 , 0.141681 , 0.085223 , 0.123566 
 619 , 0.148117 , 0.147105 , 0.12195 , 0.153127 , 0.10679 , 0.115813 , 0.11032 , 0.098291 , 0.10314 , 0.090482 , 0.126915 , 0.144552 , 0.166253 , 0.120531 , 0.107893 , 0.053143 , 0.080166 , 0.046971 , 0.069628 , 0.065695 , 0.120979 , 0.10096 , 0.142055 , 0.085377 , 0.123783 
 620 , 0.148503 , 0.14737 , 0.122217 , 0.153439 , 0.107057 , 0.116133 , 0.110522 , 0.098616 , 0.103325 , 0.090759 , 0.127304 , 0.145003 , 0.166725 , 0.120832 , 0.108165 , 0.053352 , 0.080424 , 0.047137 , 0.069867 , 0.065898 , 0.12115 , 0.101149 , 0.142434 , 0.085531 , 0.124005 
 621 , 0.148769 , 0.147645 , 0.122405 , 0.153721 , 0.107287 , 0.116451 , 0.110733 , 0.098838 , 0.103529 , 0.090904 , 0.127539 , 0.145353 , 0.167147 , 0.12105 , 0.10841 , 0.053447 , 0.080631 , 0.04726 , 0.070057 , 0.066132 , 0.121282 , 0.101302 , 0.142743 , 0.085639 , 0.124189 
 622 , 0.148993 , 0.147935 , 0.122572 , 0.153997 , 0.107499 , 0.116792 , 0.110941 , 0.099033 , 0.10374 , 0.09099 , 0.127687 , 0.145647 , 0.167548 , 0.121226 , 0.108648 , 0.053488 , 0.080816 , 0.04736 , 0.070223 , 0.066383 , 0.121408 , 0.101432 , 0.143012 , 0.085739 , 0.124371 
 623 , 0.149218 , 0.148225 , 0.122734 , 0.154274 , 0.107712 , 0.117128 , 0.111155 , 0.099228 , 0.103951 , 0.091072 , 0.127835 , 0.145946 , 0.167945 , 0.121413 , 0.108886 , 0.053533 , 0.081006 , 0.047459 , 0.070385 , 0.066634 , 0.121539 , 0.101562 , 0.143285 , 0.085835 , 0.124553 
 624 , 0.149501 , 0.148533 , 0.122975 , 0.154565 , 0.107926 , 0.117463 , 0.111406 , 0.099449 , 0.104164 , 0.091224 , 0.128058 , 0.146324 , 0.168388 , 0.121674 , 0.109132 , 0.053598 , 0.081239 , 0.047571 , 0.070583 , 0.066881 , 0.121709 , 0.101723 , 0.143586 , 0.085974 , 0.12477 
 625 , 0.149852 , 0.148852 , 0.123333 , 0.154889 , 0.10814 , 0.11776 , 0.111754 , 0.099681 , 0.10438 , 0.091504 , 0.12841 , 0.146859 , 0.168916 , 0.122081 , 0.109392 , 0.053699 , 0.08154 , 0.047703 , 0.07082 , 0.067135 , 0.121925 , 0.101942 , 0.143946 , 0.086179 , 0.125029 
 626 , 0.1502 , 0.149175 , 0.123688 , 0.155217 , 0.108361 , 0.118061 , 0.112105 , 0.09991 , 0.104593 , 0.091781 , 0.12876 , 0.147391 , 0.169448 , 0.122496 , 0.109655 , 0.053797 , 0.081839 , 0.047836 , 0.071064 , 0.067386 , 0.122138 , 0.102168 , 0.14431 , 0.086386 , 0.125285 
 627 , 0.15055 , 0.149499 , 0.12405 , 0.155546 , 0.108583 , 0.118362 , 0.112461 , 0.100139 , 0.104811 , 0.092064 , 0.129117 , 0.147931 , 0.169992 , 0.122913 , 0.109918 , 0.0539 , 0.082144 , 0.047964 , 0.071303 , 0.067643 , 0.122346 , 0.102389 , 0.144675 , 0.086594 , 0.125542 
 628 , 0.150925 , 0.149823 , 0.124341 , 0.155971 , 0.108804 , 0.118673 , 0.112742 , 0.100477 , 0.105118 , 0.092261 , 0.129478 , 0.148402 , 0.1704 , 0.123117 , 0.110215 , 0.054099 , 0.082346 , 0.048112 , 0.071511 , 0.067881 , 0.122607 , 0.102631 , 0.145045 , 0.086755 , 0.125837 
 629 , 0.151323 , 0.150159 , 0.124637 , 0.156387 , 0.10903 , 0.118986 , 0.113017 , 0.100814 , 0.105418 , 0.092462 , 0.129838 , 0.148864 , 0.170795 , 0.123317 , 0.110518 , 0.054293 , 0.082552 , 0.048257 , 0.071726 , 0.068108 , 0.122866 , 0.102868 , 0.145414 , 0.086918 , 0.126129 
 630 , 0.151722 , 0.150497 , 0.124934 , 0.156809 , 0.109257 , 0.119295 , 0.113292 , 0.101158 , 0.105724 , 0.092664 , 0.130199 , 0.149328 , 0.17119 , 0.123517 , 0.110827 , 0.054492 , 0.082758 , 0.048408 , 0.071941 , 0.068341 , 0.123122 , 0.103107 , 0.145789 , 0.087086 , 0.126427 
 631 , 0.152192 , 0.150947 , 0.125278 , 0.15722 , 0.109506 , 0.119688 , 0.113693 , 0.101482 , 0.106064 , 0.092849 , 0.130634 , 0.149823 , 0.171771 , 0.123769 , 0.111147 , 0.05466 , 0.083083 , 0.048579 , 0.072203 , 0.068608 , 0.123419 , 0.10339 , 0.146223 , 0.087331 , 0.126781 
 632 , 0.152707 , 0.151459 , 0.125669 , 0.157662 , 0.109769 , 0.12013 , 0.114181 , 0.101801 , 0.106432 , 0.093037 , 0.131151 , 0.150363 , 0.172481 , 0.124086 , 0.111473 , 0.054826 , 0.083487 , 0.048765 , 0.072486 , 0.068921 , 0.123777 , 0.103723 , 0.146702 , 0.087635 , 0.127175 
 633 , 0.153222 , 0.151967 , 0.126056 , 0.1581 , 0.110032 , 0.120574 , 0.11467 , 0.102121 , 0.106795 , 0.093225 , 0.13167 , 0.150906 , 0.1732 , 0.1244 , 0.111805 , 0.054993 , 0.083897 , 0.048952 , 0.072775 , 0.069229 , 0.124131 , 0.104057 , 0.147176 , 0.087941 , 0.127575 
 634 , 0.153721 , 0.15245 , 0.126471 , 0.158544 , 0.110325 , 0.121018 , 0.115107 , 0.102466 , 0.107135 , 0.093452 , 0.132204 , 0.151442 , 0.173886 , 0.124756 , 0.112166 , 0.055203 , 0.084275 , 0.04914 , 0.073038 , 0.069528 , 0.124477 , 0.104378 , 0.147653 , 0.088238 , 0.127966 
 635 , 0.154176 , 0.152857 , 0.126907 , 0.158972 , 0.11067 , 0.121454 , 0.115416 , 0.102881 , 0.107407 , 0.093762 , 0.132736 , 0.151956 , 0.174475 , 0.125186 , 0.112595 , 0.05549 , 0.084577 , 0.049315 , 0.073244 , 0.069797 , 0.124784 , 0.104673 , 0.148112 , 0.088513 , 0.128342 
 636 , 0.154626 , 0.153265 , 0.127334 , 0.159391 , 0.111016 , 0.121891 , 0.115725 , 0.103289 , 0.107678 , 0.09408 , 0.133267 , 0.15247 , 0.175052 , 0.125617 , 0.113024 , 0.055775 , 0.084876 , 0.049492 , 0.07345 , 0.070061 , 0.125087 , 0.104966 , 0.148571 , 0.08879 , 0.128711 
 637 , 0.155076 , 0.153673 , 0.127768 , 0.159811 , 0.111361 , 0.12233 , 0.116034 , 0.103704 , 0.107943 , 0.094394 , 0.133798 , 0.152985 , 0.175636 , 0.126049 , 0.113448 , 0.056056 , 0.08518 , 0.049669 , 0.073651 , 0.07033 , 0.125385 , 0.10526 , 0.149031 , 0.089063 , 0.129084 
 638 , 0.155381 , 0.154123 , 0.128146 , 0.160297 , 0.111771 , 0.122764 , 0.116468 , 0.104151 , 0.108357 , 0.094722 , 0.134207 , 0.153474 , 0.176294 , 0.126434 , 0.113841 , 0.05631 , 0.085476 , 0.04988 , 0.073819 , 0.070528 , 0.125723 , 0.105541 , 0.149544 , 0.089345 , 0.129454 
 639 , 0.155681 , 0.15457 , 0.128533 , 0.160775 , 0.112176 , 0.123193 , 0.116901 , 0.104589 , 0.108777 , 0.095036 , 0.134599 , 0.153956 , 0.176962 , 0.126813 , 0.114229 , 0.056564 , 0.08577 , 0.050088 , 0.073986 , 0.070719 , 0.12605 , 0.105813 , 0.15006 , 0.08963 , 0.129813 
 640 , 0.155982 , 0.155013 , 0.128921 , 0.161254 , 0.112578 , 0.123619 , 0.117332 , 0.105034 , 0.109198 , 0.095352 , 0.134998 , 0.154439 , 0.177628 , 0.127193 , 0.114624 , 0.05682 , 0.086065 , 0.050302 , 0.074153 , 0.070912 , 0.126378 , 0.106091 , 0.150582 , 0.089911 , 0.130177 
 641 , 0.1563 , 0.155406 , 0.129341 , 0.161613 , 0.112889 , 0.124007 , 0.117718 , 0.10531 , 0.109523 , 0.095671 , 0.135368 , 0.154928 , 0.178173 , 0.127558 , 0.114887 , 0.056997 , 0.08635 , 0.050476 , 0.074302 , 0.071116 , 0.126643 , 0.106276 , 0.150972 , 0.090137 , 0.130512 
 642 , 0.156647 , 0.155794 , 0.129763 , 0.161957 , 0.113167 , 0.124382 , 0.11809 , 0.105517 , 0.109792 , 0.09601 , 0.135756 , 0.155439 , 0.178666 , 0.127931 , 0.115081 , 0.057144 , 0.086642 , 0.050631 , 0.07444 , 0.071327 , 0.126892 , 0.106417 , 0.151282 , 0.090331 , 0.130843 
 643 , 0.156996 , 0.156182 , 0.130186 , 0.162296 , 0.113446 , 0.124762 , 0.118463 , 0.105725 , 0.110062 , 0.096356 , 0.13614 , 0.155945 , 0.179165 , 0.128301 , 0.115269 , 0.057287 , 0.086935 , 0.050792 , 0.074583 , 0.071539 , 0.127142 , 0.106559 , 0.151587 , 0.090525 , 0.131175 
 644 , 0.157335 , 0.156541 , 0.130576 , 0.162671 , 0.11374 , 0.125148 , 0.118807 , 0.105984 , 0.110344 , 0.096686 , 0.13651 , 0.156469 , 0.179631 , 0.128652 , 0.115478 , 0.057466 , 0.087207 , 0.050938 , 0.074715 , 0.071748 , 0.127403 , 0.106691 , 0.151881 , 0.090711 , 0.13152 
 645 , 0.15763 , 0.156808 , 0.130877 , 0.163062 , 0.114049 , 0.125512 , 0.119072 , 0.106322 , 0.110632 , 0.096977 , 0.136816 , 0.156999 , 0.179999 , 0.128939 , 0.115708 , 0.057707 , 0.0874 , 0.05106 , 0.074814 , 0.071961 , 0.127683 , 0.106792 , 0.152151 , 0.090883 , 0.131875 
 646 , 0.157911 , 0.157068 , 0.131179 , 0.16345 , 0.114347 , 0.125874 , 0.119332 , 0.106651 , 0.110921 , 0.097273 , 0.137115 , 0.157528 , 0.180364 , 0.129222 , 0.115936 , 0.057947 , 0.087594 , 0.051178 , 0.074919 , 0.07217 , 0.12796 , 0.106889 , 0.15242 , 0.091046 , 0.132235 
 647 , 0.158195 , 0.157334 , 0.131482 , 0.163834 , 0.114653 , 0.126242 , 0.119597 , 0.106987 , 0.111216 , 0.097569 , 0.137421 , 0.158055 , 0.18073 , 0.129512 , 0.116166 , 0.058189 , 0.087789 , 0.051296 , 0.075018 , 0.072385 , 0.128232 , 0.106987 , 0.15269 , 0.091215 , 0.132591 
 648 , 0.158358 , 0.157595 , 0.131653 , 0.164022 , 0.114853 , 0.126591 , 0.119879 , 0.107227 , 0.111406 , 0.097695 , 0.137608 , 0.158483 , 0.18116 , 0.129685 , 0.116338 , 0.058317 , 0.088075 , 0.051438 , 0.075132 , 0.072573 , 0.128403 , 0.107102 , 0.152855 , 0.091335 , 0.132811 
 649 , 0.158547 , 0.157856 , 0.131814 , 0.164229 , 0.115054 , 0.126953 , 0.120195 , 0.107481 , 0.111605 , 0.097815 , 0.137802 , 0.158936 , 0.181612 , 0.129861 , 0.116523 , 0.058446 , 0.088378 , 0.051595 , 0.075258 , 0.07276 , 0.128573 , 0.107232 , 0.153026 , 0.091458 , 0.133024 
 650 , 0.15874 , 0.158121 , 0.13198 , 0.164429 , 0.115254 , 0.127319 , 0.120507 , 0.10774 , 0.111804 , 0.097941 , 0.138002 , 0.159389 , 0.182065 , 0.130042 , 0.116709 , 0.058575 , 0.088681 , 0.051753 , 0.075384 , 0.072942 , 0.128748 , 0.107366 , 0.153195 , 0.091586 , 0.133243 
 651 , 0.158976 , 0.158342 , 0.132217 , 0.164651 , 0.115501 , 0.127676 , 0.12078 , 0.108047 , 0.112021 , 0.098171 , 0.138287 , 0.159845 , 0.182537 , 0.130334 , 0.116988 , 0.058783 , 0.088959 , 0.051891 , 0.075546 , 0.073158 , 0.128961 , 0.10748 , 0.153458 , 0.091726 , 0.133465 
 652 , 0.159219 , 0.158553 , 0.132515 , 0.1649 , 0.115779 , 0.128025 , 0.120992 , 0.108386 , 0.112231 , 0.098476 , 0.138628 , 0.160311 , 0.183009 , 0.13072 , 0.117308 , 0.059026 , 0.089221 , 0.052024 , 0.07571 , 0.073416 , 0.129217 , 0.10758 , 0.153772 , 0.091884 , 0.133717 
 653 , 0.159473 , 0.158765 , 0.132819 , 0.16515 , 0.116058 , 0.128386 , 0.12121 , 0.108731 , 0.112442 , 0.098792 , 0.138975 , 0.160784 , 0.183488 , 0.131112 , 0.117635 , 0.059275 , 0.089483 , 0.052151 , 0.07588 , 0.073674 , 0.129468 , 0.107685 , 0.154087 , 0.092048 , 0.133969 
 654 , 0.159722 , 0.158999 , 0.133112 , 0.165415 , 0.116355 , 0.12876 , 0.121466 , 0.109097 , 0.112689 , 0.099088 , 0.139305 , 0.161251 , 0.183961 , 0.13149 , 0.117982 , 0.059501 , 0.08974 , 0.052284 , 0.076055 , 0.073918 , 0.129701 , 0.107807 , 0.154403 , 0.092225 , 0.134251 
 655 , 0.159956 , 0.159264 , 0.13337 , 0.165678 , 0.116665 , 0.129202 , 0.121811 , 0.109503 , 0.113048 , 0.099315 , 0.139576 , 0.161671 , 0.184416 , 0.131811 , 0.118359 , 0.059689 , 0.08996 , 0.052428 , 0.076249 , 0.074128 , 0.129862 , 0.107964 , 0.154737 , 0.092444 , 0.134576 
 656 , 0.160186 , 0.159525 , 0.133628 , 0.165927 , 0.116972 , 0.12964 , 0.122157 , 0.10991 , 0.113405 , 0.099536 , 0.139848 , 0.162078 , 0.184876 , 0.132131 , 0.11874 , 0.05988 , 0.090181 , 0.052568 , 0.076447 , 0.074336 , 0.130025 , 0.108122 , 0.155079 , 0.092667 , 0.134897 
 657 , 0.160415 , 0.159791 , 0.133887 , 0.166175 , 0.117274 , 0.130083 , 0.122503 , 0.110318 , 0.113773 , 0.099757 , 0.140119 , 0.162491 , 0.185336 , 0.132456 , 0.119126 , 0.06007 , 0.090402 , 0.052709 , 0.076652 , 0.074544 , 0.130187 , 0.108279 , 0.155421 , 0.092884 , 0.135224 
 658 , 0.160887 , 0.160253 , 0.134366 , 0.166582 , 0.117536 , 0.130599 , 0.123044 , 0.110713 , 0.114169 , 0.100108 , 0.140591 , 0.163199 , 0.185994 , 0.132844 , 0.119427 , 0.060249 , 0.090823 , 0.052933 , 0.076928 , 0.074855 , 0.13049 , 0.108541 , 0.155956 , 0.09313 , 0.135603 
 659 , 0.161383 , 0.160733 , 0.134839 , 0.167019 , 0.117806 , 0.131096 , 0.123598 , 0.111098 , 0.114556 , 0.100471 , 0.141058 , 0.163931 , 0.186668 , 0.133233 , 0.119719 , 0.060424 , 0.091262 , 0.053155 , 0.077203 , 0.07517 , 0.130799 , 0.108821 , 0.156501 , 0.093378 , 0.136004 
 660 , 0.16188 , 0.161208 , 0.135313 , 0.167457 , 0.118071 , 0.131598 , 0.124148 , 0.111484 , 0.114938 , 0.100833 , 0.14152 , 0.164663 , 0.187332 , 0.133622 , 0.120017 , 0.060594 , 0.091697 , 0.053377 , 0.077477 , 0.075479 , 0.131114 , 0.109096 , 0.157046 , 0.093627 , 0.136401 
 661 , 0.162325 , 0.161601 , 0.13569 , 0.167931 , 0.11833 , 0.132072 , 0.124634 , 0.111933 , 0.115316 , 0.101174 , 0.141957 , 0.165338 , 0.187903 , 0.13392 , 0.120303 , 0.060823 , 0.092044 , 0.053588 , 0.077729 , 0.075804 , 0.131385 , 0.10932 , 0.157541 , 0.093876 , 0.136783 
 662 , 0.162704 , 0.161928 , 0.136011 , 0.168397 , 0.118562 , 0.132542 , 0.125041 , 0.112405 , 0.115682 , 0.101504 , 0.142391 , 0.165965 , 0.188393 , 0.134167 , 0.120604 , 0.061086 , 0.092332 , 0.053783 , 0.077961 , 0.076138 , 0.13162 , 0.109483 , 0.157996 , 0.094118 , 0.137136 
 663 , 0.163084 , 0.162255 , 0.136332 , 0.168859 , 0.118788 , 0.133006 , 0.125454 , 0.112883 , 0.116042 , 0.101834 , 0.142825 , 0.166586 , 0.188877 , 0.134408 , 0.120904 , 0.061349 , 0.092615 , 0.053984 , 0.078199 , 0.076473 , 0.131849 , 0.109647 , 0.15844 , 0.094361 , 0.137489 
