AUG1LOF00135.spu,AUG1LOF00134.spu,AUG1LOF00133.spu,AUG1LOF00132.spu,AUG1LOF00131.spu,
Wavelength,AUG1LOF00136.spu,AUG1LOF00137.spu,AUG1LOF00138.spu,AUG1LOF00139.spu,AUG1LOF00140.spu,AUG1LOF00141.spu,AUG1LOF00142.spu,AUG1LOF00143.spu,AUG1LOF00144.spu,AUG1LOF00145.spu,AUG1LOF00146.spu,AUG1LOF00147.spu,AUG1LOF00148.spu,AUG1LOF00149.spu,AUG1LOF00150.spu,AUG1LOF00151.spu,AUG1LOF00152.spu,AUG1LOF00153.spu,AUG1LOF00154.spu,AUG1LOF00155.spu,AUG1LOF00156.spu,AUG1LOF00157.spu,AUG1LOF00158.spu,AUG1LOF00159.spu,AUG1LOF00160.spu,AUG1LOF00161.spu,AUG1LOF00162.spu,AUG1LOF00163.spu,AUG1LOF00164.spu,AUG1LOF00165.spu,AUG1LOF00166.spu,AUG1LOF00167.spu,AUG1LOF00168.spu,AUG1LOF00169.spu,AUG1LOF00170.spu,AUG1LOF00171.spu,AUG1LOF00172.spu,AUG1LOF00173.spu,AUG1LOF00174.spu,AUG1LOF00175.spu,AUG1LOF00176.spu,AUG1LOF00177.spu,AUG1LOF00178.spu,AUG1LOF00179.spu,AUG1LOF00180.spu,AUG1LOF00181.spu,AUG1LOF00182.spu,AUG1LOF00183.spu,AUG1LOF00184.spu,AUG1LOF00185.spu,AUG1LOF00186.spu,AUG1LOF00187.spu,AUG1LOF00188.spu,AUG1LOF00189.spu,AUG1LOF00190.spu,AUG1LOF00191.spu,AUG1LOF00192.spu,AUG1LOF00193.spu,AUG1LOF00194.spu,AUG1LOF00195.spu,AUG1LOF00196.spu,AUG1LOF00197.spu,AUG1LOF00198.spu,AUG1LOF00199.spu,AUG1LOF00200.spu,AUG1LOF00201.spu,AUG1LOF00202.spu,AUG1LOF00203.spu,AUG1LOF00204.spu,AUG1LOF00205.spu,AUG1LOF00206.spu,AUG1LOF00207.spu,AUG1LOF00208.spu,AUG1LOF00209.spu,AUG1LOF00210.spu
 419 , 0.024609 , 0.022468 , 0.021252 , 0.021497 , 0.019999 , 0.015163 , 0.018471 , 0.019249 , 0.016477 , 0.021145 , 0.014061 , 0.025387 , 0.021035 , 0.023127 , 0.024683 , 0.02343 , 0.019593 , 0.015887 , 0.013668 , 0.02551 , 0.01886 , 0.021747 , 0.021649 , 0.020527 , 0.016186 , 0.022234 , 0.021161 , 0.021915 , 0.023405 , 0.023606 , 0.023975 , 0.019589 , 0.016891 , 0.019139 , 0.016481 , 0.021641 , 0.016383 , 0.023197 , 0.025825 , 0.019626 , 0.026906 , 0.022091 , 0.015458 , 0.017423 , 0.017304 , 0.019274 , 0.018365 , 0.045345 , 0.019634 , 0.023901 , 0.025264 , 0.02723 , 0.022369 , 0.024855 , 0.015302 , 0.030514 , 0.019798 , 0.025006 , 0.032586 , 0.028335 , 0.016203 , 0.022574 , 0.032455 , 0.023798 , 0.023102 , 0.021596 , 0.015015 , 0.016825 , 0.015216 , 0.022247 , 0.028237 , 0.026329 , 0.031288 , 0.026464 , 0.037839 
 420 , 0.024927 , 0.022727 , 0.021466 , 0.021751 , 0.020308 , 0.015298 , 0.018792 , 0.019571 , 0.01665 , 0.021343 , 0.014215 , 0.025747 , 0.021293 , 0.023448 , 0.02508 , 0.023778 , 0.019864 , 0.016151 , 0.01384 , 0.025875 , 0.019089 , 0.022035 , 0.021887 , 0.020729 , 0.016345 , 0.0225 , 0.0214 , 0.0222 , 0.023687 , 0.023926 , 0.024243 , 0.019802 , 0.017091 , 0.019414 , 0.016765 , 0.021911 , 0.0166 , 0.023518 , 0.026184 , 0.019868 , 0.027189 , 0.022327 , 0.015665 , 0.017647 , 0.017511 , 0.019522 , 0.018566 , 0.045837 , 0.019843 , 0.02414 , 0.025582 , 0.027552 , 0.022603 , 0.025187 , 0.015541 , 0.03086 , 0.020041 , 0.025315 , 0.032817 , 0.02866 , 0.016444 , 0.022929 , 0.032904 , 0.024054 , 0.023399 , 0.022014 , 0.01529 , 0.017148 , 0.015562 , 0.022641 , 0.02859 , 0.026641 , 0.031565 , 0.026757 , 0.038198 
 421 , 0.025257 , 0.022982 , 0.021673 , 0.022 , 0.02062 , 0.015425 , 0.019116 , 0.019904 , 0.016813 , 0.021528 , 0.014356 , 0.02611 , 0.021553 , 0.023765 , 0.025476 , 0.024125 , 0.020123 , 0.016407 , 0.014004 , 0.026234 , 0.019319 , 0.022327 , 0.022116 , 0.020931 , 0.016498 , 0.022771 , 0.021635 , 0.022489 , 0.023968 , 0.024254 , 0.024511 , 0.020007 , 0.017285 , 0.019684 , 0.017049 , 0.022178 , 0.016817 , 0.023835 , 0.026533 , 0.020103 , 0.027465 , 0.022564 , 0.015872 , 0.017873 , 0.017712 , 0.019775 , 0.018764 , 0.046316 , 0.020053 , 0.024374 , 0.025899 , 0.027867 , 0.022825 , 0.025509 , 0.015781 , 0.031202 , 0.020289 , 0.025621 , 0.033037 , 0.028981 , 0.016676 , 0.023284 , 0.03334 , 0.024304 , 0.023695 , 0.022427 , 0.015549 , 0.017472 , 0.015906 , 0.023032 , 0.028948 , 0.026943 , 0.031832 , 0.027051 , 0.038552 
 422 , 0.025572 , 0.023231 , 0.021873 , 0.02224 , 0.020923 , 0.015546 , 0.019432 , 0.020224 , 0.016966 , 0.021702 , 0.014496 , 0.026459 , 0.021811 , 0.024077 , 0.025864 , 0.024468 , 0.020378 , 0.016658 , 0.014163 , 0.026584 , 0.019545 , 0.02261 , 0.022344 , 0.021127 , 0.01665 , 0.023031 , 0.021869 , 0.022769 , 0.024239 , 0.024568 , 0.024776 , 0.020211 , 0.017474 , 0.019949 , 0.017328 , 0.02244 , 0.017024 , 0.024147 , 0.026876 , 0.020336 , 0.02773 , 0.022794 , 0.016075 , 0.018099 , 0.017908 , 0.020024 , 0.018957 , 0.046787 , 0.020261 , 0.024601 , 0.026209 , 0.028175 , 0.023039 , 0.025826 , 0.016016 , 0.031537 , 0.020528 , 0.025922 , 0.033253 , 0.029292 , 0.016904 , 0.023631 , 0.03377 , 0.024547 , 0.023981 , 0.022831 , 0.015804 , 0.017787 , 0.016245 , 0.023414 , 0.029296 , 0.027238 , 0.032091 , 0.027334 , 0.038897 
 423 , 0.025804 , 0.023453 , 0.022049 , 0.02243 , 0.021127 , 0.015704 , 0.019681 , 0.020444 , 0.017149 , 0.021944 , 0.014656 , 0.026751 , 0.022015 , 0.024391 , 0.026173 , 0.024764 , 0.020624 , 0.01686 , 0.014312 , 0.026893 , 0.019727 , 0.022853 , 0.022526 , 0.021345 , 0.016781 , 0.02326 , 0.02207 , 0.023 , 0.024488 , 0.024815 , 0.024991 , 0.020381 , 0.017665 , 0.020175 , 0.017539 , 0.022682 , 0.017237 , 0.024412 , 0.027195 , 0.020527 , 0.027941 , 0.023004 , 0.016227 , 0.018302 , 0.018071 , 0.020221 , 0.019128 , 0.047199 , 0.020452 , 0.024836 , 0.026466 , 0.028457 , 0.023243 , 0.026139 , 0.016194 , 0.031822 , 0.020737 , 0.026181 , 0.033507 , 0.029567 , 0.017141 , 0.023905 , 0.034173 , 0.024743 , 0.024236 , 0.023201 , 0.016056 , 0.018063 , 0.016508 , 0.023754 , 0.029626 , 0.02753 , 0.032379 , 0.027598 , 0.039202 
 424 , 0.025965 , 0.023644 , 0.022211 , 0.022582 , 0.021238 , 0.015896 , 0.019877 , 0.020581 , 0.017358 , 0.022245 , 0.014838 , 0.026989 , 0.022186 , 0.024714 , 0.026416 , 0.02503 , 0.020871 , 0.017021 , 0.014451 , 0.02717 , 0.019877 , 0.023062 , 0.022666 , 0.021575 , 0.016898 , 0.023454 , 0.022241 , 0.023193 , 0.024722 , 0.025004 , 0.025169 , 0.02053 , 0.017863 , 0.020378 , 0.017691 , 0.022915 , 0.01745 , 0.024642 , 0.027499 , 0.020686 , 0.028109 , 0.023201 , 0.016342 , 0.018495 , 0.018209 , 0.020383 , 0.01927 , 0.047569 , 0.02064 , 0.025076 , 0.02669 , 0.028724 , 0.023441 , 0.026449 , 0.016326 , 0.032065 , 0.020922 , 0.026412 , 0.033801 , 0.029816 , 0.017383 , 0.024128 , 0.034564 , 0.024907 , 0.024474 , 0.023547 , 0.0163 , 0.018318 , 0.016717 , 0.024065 , 0.02995 , 0.027819 , 0.032697 , 0.027844 , 0.039472 
 425 , 0.026121 , 0.023838 , 0.022373 , 0.022733 , 0.021352 , 0.016084 , 0.020073 , 0.020713 , 0.017562 , 0.022538 , 0.015021 , 0.027226 , 0.022356 , 0.025032 , 0.026659 , 0.025295 , 0.021119 , 0.017181 , 0.014585 , 0.027442 , 0.020023 , 0.023267 , 0.022805 , 0.021805 , 0.017016 , 0.023652 , 0.022415 , 0.023385 , 0.024952 , 0.025189 , 0.025346 , 0.020679 , 0.018058 , 0.020582 , 0.017837 , 0.023148 , 0.017664 , 0.024876 , 0.027798 , 0.020848 , 0.028272 , 0.023402 , 0.016457 , 0.018689 , 0.01835 , 0.020539 , 0.019413 , 0.047935 , 0.020823 , 0.025312 , 0.026913 , 0.028992 , 0.023639 , 0.026756 , 0.016457 , 0.032304 , 0.021107 , 0.026638 , 0.034087 , 0.030064 , 0.017626 , 0.024346 , 0.034946 , 0.025066 , 0.024702 , 0.023885 , 0.016542 , 0.01857 , 0.016923 , 0.024376 , 0.030267 , 0.028103 , 0.033011 , 0.02809 , 0.039745 
 426 , 0.026301 , 0.024019 , 0.022534 , 0.0229 , 0.021495 , 0.016268 , 0.020278 , 0.020857 , 0.017762 , 0.022828 , 0.015196 , 0.027471 , 0.022538 , 0.025352 , 0.026905 , 0.025556 , 0.021351 , 0.017349 , 0.014727 , 0.02771 , 0.020172 , 0.023475 , 0.02296 , 0.022032 , 0.017145 , 0.023853 , 0.022598 , 0.02359 , 0.02519 , 0.025386 , 0.025535 , 0.020827 , 0.01826 , 0.020789 , 0.018005 , 0.023372 , 0.017873 , 0.025109 , 0.028093 , 0.021006 , 0.02845 , 0.02359 , 0.016571 , 0.018865 , 0.018494 , 0.020708 , 0.019567 , 0.048303 , 0.02101 , 0.025547 , 0.027144 , 0.029263 , 0.023845 , 0.027059 , 0.016588 , 0.032549 , 0.021287 , 0.026871 , 0.034371 , 0.030311 , 0.01786 , 0.02456 , 0.035329 , 0.025237 , 0.024935 , 0.024224 , 0.016792 , 0.018818 , 0.017132 , 0.024683 , 0.030587 , 0.028387 , 0.033324 , 0.02834 , 0.040024 
 427 , 0.026597 , 0.024167 , 0.022702 , 0.023163 , 0.021775 , 0.016419 , 0.020549 , 0.021049 , 0.017943 , 0.023103 , 0.015329 , 0.027776 , 0.022813 , 0.025666 , 0.027191 , 0.025811 , 0.02154 , 0.01755 , 0.014881 , 0.027947 , 0.020331 , 0.023688 , 0.023184 , 0.022253 , 0.01732 , 0.024077 , 0.022825 , 0.023846 , 0.025448 , 0.025649 , 0.02579 , 0.020984 , 0.018494 , 0.021036 , 0.018242 , 0.023581 , 0.018054 , 0.02538 , 0.028369 , 0.021181 , 0.028707 , 0.023748 , 0.016696 , 0.018981 , 0.018669 , 0.02092 , 0.01978 , 0.04867 , 0.021211 , 0.025781 , 0.027413 , 0.029565 , 0.02409 , 0.027327 , 0.016726 , 0.032837 , 0.021463 , 0.027152 , 0.034657 , 0.030552 , 0.018063 , 0.024756 , 0.035712 , 0.025465 , 0.025157 , 0.024551 , 0.017089 , 0.01905 , 0.01738 , 0.025004 , 0.030924 , 0.028647 , 0.033657 , 0.028626 , 0.040359 
 428 , 0.026889 , 0.024309 , 0.022869 , 0.023422 , 0.022059 , 0.016569 , 0.020812 , 0.021241 , 0.01812 , 0.023375 , 0.015463 , 0.028072 , 0.023083 , 0.025981 , 0.027472 , 0.026062 , 0.021729 , 0.017756 , 0.015035 , 0.028184 , 0.020486 , 0.023898 , 0.023409 , 0.022475 , 0.017495 , 0.024305 , 0.023053 , 0.024099 , 0.025711 , 0.025904 , 0.026049 , 0.021142 , 0.018729 , 0.021279 , 0.018476 , 0.023786 , 0.018232 , 0.025642 , 0.028646 , 0.021352 , 0.028964 , 0.023906 , 0.016822 , 0.019093 , 0.018845 , 0.021133 , 0.019993 , 0.049034 , 0.021408 , 0.026015 , 0.027678 , 0.029868 , 0.024335 , 0.027596 , 0.01686 , 0.033121 , 0.021635 , 0.027429 , 0.034934 , 0.030794 , 0.018262 , 0.024952 , 0.036095 , 0.025694 , 0.025381 , 0.024875 , 0.017379 , 0.019282 , 0.017619 , 0.025321 , 0.031257 , 0.028904 , 0.033982 , 0.028912 , 0.040694 
 429 , 0.027182 , 0.024452 , 0.023037 , 0.023678 , 0.022336 , 0.016715 , 0.021076 , 0.021428 , 0.018298 , 0.023643 , 0.015597 , 0.028369 , 0.023355 , 0.026292 , 0.027754 , 0.026314 , 0.021919 , 0.017954 , 0.015189 , 0.028416 , 0.020646 , 0.024108 , 0.023635 , 0.022693 , 0.01767 , 0.024529 , 0.023278 , 0.024353 , 0.02597 , 0.026159 , 0.026305 , 0.021299 , 0.01896 , 0.021523 , 0.018711 , 0.023991 , 0.01841 , 0.025909 , 0.028924 , 0.021523 , 0.029216 , 0.02406 , 0.016948 , 0.019205 , 0.019016 , 0.021347 , 0.020203 , 0.049393 , 0.021609 , 0.026245 , 0.027943 , 0.030171 , 0.024581 , 0.027866 , 0.016995 , 0.033401 , 0.021807 , 0.027707 , 0.035215 , 0.031031 , 0.018466 , 0.025144 , 0.036475 , 0.025918 , 0.0256 , 0.025196 , 0.01767 , 0.019515 , 0.017864 , 0.025634 , 0.03159 , 0.029165 , 0.034308 , 0.029199 , 0.041029 
 430 , 0.027603 , 0.024797 , 0.023407 , 0.024009 , 0.022645 , 0.016921 , 0.021398 , 0.021736 , 0.018532 , 0.024 , 0.015869 , 0.028871 , 0.023749 , 0.026763 , 0.028209 , 0.026737 , 0.022251 , 0.018237 , 0.015427 , 0.028819 , 0.020978 , 0.024464 , 0.024005 , 0.023069 , 0.01796 , 0.024962 , 0.023654 , 0.024749 , 0.026408 , 0.026577 , 0.026672 , 0.021662 , 0.019263 , 0.021892 , 0.019047 , 0.024373 , 0.018666 , 0.026321 , 0.029382 , 0.021861 , 0.029577 , 0.024399 , 0.017163 , 0.019441 , 0.019298 , 0.021641 , 0.020523 , 0.050036 , 0.021909 , 0.026577 , 0.028352 , 0.030686 , 0.024702 , 0.028412 , 0.017267 , 0.033907 , 0.02213 , 0.028144 , 0.035682 , 0.031456 , 0.018822 , 0.025542 , 0.03705 , 0.026312 , 0.026014 , 0.025672 , 0.018012 , 0.019857 , 0.018237 , 0.026044 , 0.032145 , 0.029607 , 0.034855 , 0.029638 , 0.041562 
 431 , 0.028045 , 0.025183 , 0.023824 , 0.024353 , 0.022955 , 0.017135 , 0.021731 , 0.022068 , 0.018778 , 0.024379 , 0.01617 , 0.029416 , 0.024165 , 0.027262 , 0.028695 , 0.027193 , 0.022614 , 0.018538 , 0.015685 , 0.029259 , 0.021351 , 0.024855 , 0.02441 , 0.023483 , 0.01828 , 0.025436 , 0.024069 , 0.025174 , 0.026882 , 0.027031 , 0.027061 , 0.022072 , 0.019577 , 0.022282 , 0.019403 , 0.024794 , 0.018935 , 0.026769 , 0.029875 , 0.022238 , 0.029962 , 0.024781 , 0.017402 , 0.019708 , 0.019599 , 0.021945 , 0.020862 , 0.050733 , 0.022234 , 0.026935 , 0.028792 , 0.031251 , 0.02479 , 0.029023 , 0.017568 , 0.034458 , 0.022487 , 0.028612 , 0.036193 , 0.03192 , 0.01921 , 0.025982 , 0.037656 , 0.026743 , 0.026467 , 0.026175 , 0.018358 , 0.020228 , 0.018638 , 0.026476 , 0.03275 , 0.030098 , 0.035454 , 0.030107 , 0.042134 
 432 , 0.028481 , 0.025568 , 0.024232 , 0.024691 , 0.023263 , 0.017343 , 0.022055 , 0.022394 , 0.019018 , 0.024748 , 0.016466 , 0.029949 , 0.024576 , 0.027754 , 0.029177 , 0.027644 , 0.022967 , 0.018833 , 0.015937 , 0.029689 , 0.021716 , 0.025241 , 0.024805 , 0.023884 , 0.018591 , 0.025907 , 0.024475 , 0.02559 , 0.027353 , 0.027472 , 0.027445 , 0.022478 , 0.019886 , 0.022672 , 0.01975 , 0.025211 , 0.019199 , 0.027207 , 0.030363 , 0.02261 , 0.030345 , 0.025153 , 0.017639 , 0.01997 , 0.019895 , 0.022249 , 0.021195 , 0.051422 , 0.022549 , 0.027282 , 0.029221 , 0.031809 , 0.024876 , 0.029622 , 0.017868 , 0.035 , 0.022835 , 0.029072 , 0.036692 , 0.032377 , 0.019596 , 0.026418 , 0.038257 , 0.027163 , 0.026912 , 0.026669 , 0.018696 , 0.020587 , 0.019031 , 0.026903 , 0.033347 , 0.030579 , 0.03604 , 0.03057 , 0.042699 
 433 , 0.029028 , 0.026076 , 0.024794 , 0.025205 , 0.023682 , 0.017698 , 0.02249 , 0.022816 , 0.019395 , 0.025272 , 0.016845 , 0.030622 , 0.02508 , 0.028322 , 0.029787 , 0.028233 , 0.023432 , 0.019243 , 0.016273 , 0.030269 , 0.022208 , 0.025772 , 0.025312 , 0.024415 , 0.018984 , 0.026491 , 0.025017 , 0.026129 , 0.02796 , 0.02805 , 0.027983 , 0.022945 , 0.020324 , 0.023178 , 0.020199 , 0.025728 , 0.019587 , 0.027782 , 0.031015 , 0.023079 , 0.030926 , 0.025634 , 0.017979 , 0.020337 , 0.020302 , 0.022668 , 0.021673 , 0.052406 , 0.022985 , 0.027782 , 0.029796 , 0.032498 , 0.025379 , 0.030363 , 0.018283 , 0.035735 , 0.023307 , 0.029702 , 0.037397 , 0.033002 , 0.020069 , 0.026965 , 0.039049 , 0.027724 , 0.027487 , 0.027308 , 0.019154 , 0.021065 , 0.019502 , 0.0275 , 0.034128 , 0.031234 , 0.036821 , 0.031212 , 0.043537 
 434 , 0.029726 , 0.026755 , 0.02556 , 0.025939 , 0.024257 , 0.018231 , 0.023072 , 0.023359 , 0.019945 , 0.026003 , 0.017338 , 0.031481 , 0.025697 , 0.028983 , 0.03057 , 0.028997 , 0.024038 , 0.019813 , 0.016718 , 0.031034 , 0.022858 , 0.02649 , 0.025962 , 0.025105 , 0.019485 , 0.02722 , 0.025734 , 0.026823 , 0.028746 , 0.028797 , 0.02871 , 0.023496 , 0.020925 , 0.023838 , 0.02077 , 0.02639 , 0.020132 , 0.028537 , 0.031869 , 0.023687 , 0.031764 , 0.026258 , 0.018459 , 0.020843 , 0.020848 , 0.023241 , 0.022334 , 0.053778 , 0.023573 , 0.028478 , 0.03056 , 0.033368 , 0.026408 , 0.031294 , 0.018851 , 0.036714 , 0.023929 , 0.030538 , 0.038364 , 0.033847 , 0.020661 , 0.027657 , 0.040105 , 0.028464 , 0.028222 , 0.028127 , 0.019763 , 0.021695 , 0.020073 , 0.028327 , 0.035155 , 0.032115 , 0.037858 , 0.032078 , 0.044731 
 435 , 0.030416 , 0.027427 , 0.026315 , 0.026669 , 0.024823 , 0.018765 , 0.023647 , 0.023898 , 0.02049 , 0.026725 , 0.017826 , 0.032336 , 0.026315 , 0.02964 , 0.031341 , 0.029756 , 0.024637 , 0.020374 , 0.017156 , 0.031797 , 0.023503 , 0.027204 , 0.026613 , 0.025795 , 0.019978 , 0.027947 , 0.026446 , 0.027515 , 0.029524 , 0.029538 , 0.029431 , 0.024047 , 0.021522 , 0.024498 , 0.021345 , 0.027045 , 0.020676 , 0.029286 , 0.032722 , 0.024288 , 0.032597 , 0.026883 , 0.018932 , 0.02135 , 0.021392 , 0.023809 , 0.022991 , 0.055142 , 0.024163 , 0.02917 , 0.031318 , 0.034233 , 0.027431 , 0.03222 , 0.019416 , 0.037688 , 0.024553 , 0.031374 , 0.039324 , 0.034689 , 0.021248 , 0.028343 , 0.041147 , 0.029198 , 0.028952 , 0.028942 , 0.020364 , 0.022322 , 0.020639 , 0.029147 , 0.036172 , 0.032992 , 0.038892 , 0.032936 , 0.045913 
 436 , 0.031112 , 0.028092 , 0.027063 , 0.027386 , 0.025394 , 0.019292 , 0.024223 , 0.024441 , 0.021023 , 0.027438 , 0.018311 , 0.033189 , 0.026935 , 0.030306 , 0.032113 , 0.03051 , 0.025238 , 0.020928 , 0.017595 , 0.032554 , 0.024147 , 0.027917 , 0.027258 , 0.026475 , 0.020473 , 0.028675 , 0.027153 , 0.028206 , 0.030302 , 0.030278 , 0.030155 , 0.024598 , 0.022109 , 0.025153 , 0.021914 , 0.027694 , 0.021217 , 0.030027 , 0.033568 , 0.024892 , 0.033417 , 0.027504 , 0.019406 , 0.021853 , 0.021933 , 0.02437 , 0.02364 , 0.056497 , 0.024745 , 0.029856 , 0.03207 , 0.0351 , 0.028424 , 0.033142 , 0.019975 , 0.038661 , 0.025172 , 0.032203 , 0.040282 , 0.035527 , 0.021838 , 0.029026 , 0.042188 , 0.029927 , 0.029681 , 0.029752 , 0.020961 , 0.022934 , 0.021198 , 0.029956 , 0.037186 , 0.033862 , 0.039917 , 0.033791 , 0.047086 
 437 , 0.031932 , 0.028737 , 0.027683 , 0.028026 , 0.026044 , 0.019751 , 0.024826 , 0.025039 , 0.021428 , 0.02806 , 0.018769 , 0.034049 , 0.027644 , 0.031124 , 0.032918 , 0.031236 , 0.02586 , 0.02137 , 0.01803 , 0.033275 , 0.024778 , 0.02863 , 0.02792 , 0.027166 , 0.020969 , 0.029437 , 0.027847 , 0.028954 , 0.031066 , 0.031037 , 0.030917 , 0.025213 , 0.022622 , 0.025831 , 0.022458 , 0.028311 , 0.021703 , 0.030714 , 0.03445 , 0.025503 , 0.03416 , 0.028176 , 0.019871 , 0.022342 , 0.022472 , 0.024903 , 0.024169 , 0.057826 , 0.025372 , 0.030482 , 0.03285 , 0.036035 , 0.029128 , 0.034034 , 0.020456 , 0.039622 , 0.025788 , 0.03299 , 0.041299 , 0.036413 , 0.022453 , 0.029723 , 0.043194 , 0.030656 , 0.030438 , 0.030506 , 0.021568 , 0.023497 , 0.021708 , 0.030714 , 0.038196 , 0.034721 , 0.040956 , 0.034648 , 0.048221 
 438 , 0.032755 , 0.029381 , 0.028302 , 0.028662 , 0.026691 , 0.020209 , 0.025426 , 0.025637 , 0.02183 , 0.028686 , 0.019229 , 0.034912 , 0.028356 , 0.031942 , 0.033715 , 0.031967 , 0.026485 , 0.021815 , 0.018461 , 0.033996 , 0.025411 , 0.029346 , 0.028583 , 0.027859 , 0.021461 , 0.030203 , 0.028539 , 0.029706 , 0.031829 , 0.031799 , 0.031686 , 0.025825 , 0.023135 , 0.026509 , 0.023002 , 0.028928 , 0.022194 , 0.0314 , 0.035336 , 0.02611 , 0.034902 , 0.028844 , 0.020333 , 0.02283 , 0.023017 , 0.025435 , 0.024702 , 0.059161 , 0.025997 , 0.031105 , 0.033632 , 0.036976 , 0.029834 , 0.034932 , 0.020943 , 0.040586 , 0.026406 , 0.033779 , 0.042315 , 0.037301 , 0.023071 , 0.030415 , 0.044207 , 0.031381 , 0.031198 , 0.031262 , 0.02217 , 0.024061 , 0.022219 , 0.031469 , 0.039207 , 0.035572 , 0.04199 , 0.035503 , 0.049354 
 439 , 0.033571 , 0.030024 , 0.02892 , 0.029301 , 0.027339 , 0.020666 , 0.02603 , 0.026236 , 0.022232 , 0.029311 , 0.019693 , 0.035778 , 0.029065 , 0.032758 , 0.034514 , 0.032693 , 0.027109 , 0.022257 , 0.01889 , 0.03472 , 0.026045 , 0.030059 , 0.029246 , 0.028548 , 0.021956 , 0.030972 , 0.029226 , 0.030455 , 0.032597 , 0.032562 , 0.032447 , 0.026441 , 0.023652 , 0.027189 , 0.023546 , 0.029547 , 0.022683 , 0.032086 , 0.036215 , 0.026722 , 0.035648 , 0.029512 , 0.020792 , 0.02332 , 0.023556 , 0.025965 , 0.025232 , 0.060494 , 0.026622 , 0.031729 , 0.034414 , 0.037916 , 0.03054 , 0.035824 , 0.021424 , 0.041548 , 0.027023 , 0.034569 , 0.043329 , 0.038187 , 0.023687 , 0.031112 , 0.045216 , 0.032111 , 0.031955 , 0.03202 , 0.022774 , 0.02462 , 0.022728 , 0.032226 , 0.040219 , 0.036426 , 0.043023 , 0.03636 , 0.050484 
 440 , 0.034254 , 0.030595 , 0.029534 , 0.029881 , 0.027847 , 0.021083 , 0.026532 , 0.026736 , 0.022653 , 0.029891 , 0.020079 , 0.036513 , 0.029662 , 0.033475 , 0.035203 , 0.033347 , 0.027648 , 0.022719 , 0.019299 , 0.035371 , 0.026588 , 0.030681 , 0.02983 , 0.029183 , 0.022413 , 0.031634 , 0.029866 , 0.031145 , 0.033311 , 0.033235 , 0.033062 , 0.026965 , 0.024167 , 0.02776 , 0.02407 , 0.030151 , 0.023127 , 0.032756 , 0.036997 , 0.02724 , 0.036314 , 0.030126 , 0.021205 , 0.023779 , 0.024065 , 0.02645 , 0.025772 , 0.061673 , 0.027174 , 0.032328 , 0.035111 , 0.03873 , 0.031191 , 0.036635 , 0.021898 , 0.042344 , 0.027551 , 0.035279 , 0.044169 , 0.03899 , 0.024218 , 0.03169 , 0.046101 , 0.03273 , 0.032633 , 0.032746 , 0.023244 , 0.025166 , 0.023229 , 0.032924 , 0.041146 , 0.037191 , 0.04399 , 0.037114 , 0.051494 
 441 , 0.034874 , 0.031132 , 0.03014 , 0.030434 , 0.0283 , 0.021487 , 0.027002 , 0.027204 , 0.023084 , 0.030455 , 0.020433 , 0.037195 , 0.030212 , 0.034146 , 0.035846 , 0.03397 , 0.028155 , 0.023193 , 0.019688 , 0.035996 , 0.02709 , 0.031266 , 0.030388 , 0.029793 , 0.022857 , 0.032259 , 0.030481 , 0.031804 , 0.034011 , 0.033866 , 0.033613 , 0.027457 , 0.024681 , 0.028284 , 0.024588 , 0.030744 , 0.023549 , 0.033417 , 0.037738 , 0.027726 , 0.036957 , 0.030719 , 0.021596 , 0.024226 , 0.024562 , 0.026919 , 0.02632 , 0.062791 , 0.02769 , 0.03291 , 0.035774 , 0.039495 , 0.031825 , 0.037412 , 0.022366 , 0.043072 , 0.028051 , 0.035955 , 0.044938 , 0.039754 , 0.024712 , 0.032223 , 0.046933 , 0.033313 , 0.033277 , 0.033463 , 0.023668 , 0.025705 , 0.02372 , 0.033598 , 0.042033 , 0.037914 , 0.044933 , 0.037821 , 0.052454 
 442 , 0.035498 , 0.031667 , 0.030745 , 0.030986 , 0.028754 , 0.021889 , 0.02747 , 0.027669 , 0.023513 , 0.031018 , 0.020788 , 0.037883 , 0.030761 , 0.034822 , 0.036489 , 0.034592 , 0.028654 , 0.023665 , 0.020081 , 0.03662 , 0.027596 , 0.031851 , 0.030939 , 0.030405 , 0.023304 , 0.032883 , 0.031096 , 0.032469 , 0.034707 , 0.034502 , 0.034167 , 0.027947 , 0.025196 , 0.028806 , 0.025107 , 0.031348 , 0.023975 , 0.034078 , 0.03848 , 0.028204 , 0.0376 , 0.031311 , 0.021983 , 0.024672 , 0.025059 , 0.027391 , 0.026862 , 0.063911 , 0.028209 , 0.033491 , 0.036441 , 0.040262 , 0.032459 , 0.038192 , 0.022837 , 0.043804 , 0.028549 , 0.036635 , 0.045706 , 0.040518 , 0.025211 , 0.032752 , 0.047771 , 0.033895 , 0.033921 , 0.034183 , 0.02409 , 0.026249 , 0.024216 , 0.034277 , 0.042924 , 0.038642 , 0.045879 , 0.038527 , 0.05341 
