AUG1LOF00135.spu,AUG1LOF00134.spu,AUG1LOF00133.spu,AUG1LOF00132.spu,AUG1LOF00131.spu,
Wavelength,AUG1LOF00136.spu,AUG1LOF00137.spu,AUG1LOF00138.spu,AUG1LOF00139.spu,AUG1LOF00140.spu,AUG1LOF00141.spu,AUG1LOF00142.spu,AUG1LOF00143.spu,AUG1LOF00144.spu,AUG1LOF00145.spu,AUG1LOF00146.spu,AUG1LOF00147.spu,AUG1LOF00148.spu,AUG1LOF00149.spu,AUG1LOF00150.spu,AUG1LOF00151.spu,AUG1LOF00152.spu,AUG1LOF00153.spu,AUG1LOF00154.spu,AUG1LOF00155.spu,AUG1LOF00156.spu,AUG1LOF00157.spu,AUG1LOF00158.spu,AUG1LOF00159.spu,AUG1LOF00160.spu,AUG1LOF00161.spu,AUG1LOF00162.spu,AUG1LOF00163.spu,AUG1LOF00164.spu,AUG1LOF00165.spu,AUG1LOF00166.spu,AUG1LOF00167.spu,AUG1LOF00168.spu,AUG1LOF00169.spu,AUG1LOF00170.spu,AUG1LOF00171.spu,AUG1LOF00172.spu,AUG1LOF00173.spu,AUG1LOF00174.spu,AUG1LOF00175.spu,AUG1LOF00176.spu,AUG1LOF00177.spu,AUG1LOF00178.spu,AUG1LOF00179.spu,AUG1LOF00180.spu,AUG1LOF00181.spu,AUG1LOF00182.spu,AUG1LOF00183.spu,AUG1LOF00184.spu,AUG1LOF00185.spu,AUG1LOF00186.spu,AUG1LOF00187.spu,AUG1LOF00188.spu,AUG1LOF00189.spu,AUG1LOF00190.spu,AUG1LOF00191.spu,AUG1LOF00192.spu,AUG1LOF00193.spu,AUG1LOF00194.spu,AUG1LOF00195.spu,AUG1LOF00196.spu,AUG1LOF00197.spu,AUG1LOF00198.spu,AUG1LOF00199.spu,AUG1LOF00200.spu,AUG1LOF00201.spu,AUG1LOF00202.spu,AUG1LOF00203.spu,AUG1LOF00204.spu,AUG1LOF00205.spu,AUG1LOF00206.spu,AUG1LOF00207.spu,AUG1LOF00208.spu,AUG1LOF00209.spu,AUG1LOF00210.spu
 984 , 0.331039 , 0.262434 , 0.393026 , 0.314512 , 0.225129 , 0.333862 , 0.373266 , 0.2663 , 0.313334 , 0.421479 , 0.189783 , 0.430581 , 0.329599 , 0.345531 , 0.418355 , 0.425998 , 0.373977 , 0.337351 , 0.239416 , 0.375008 , 0.271235 , 0.383502 , 0.312963 , 0.354921 , 0.297767 , 0.390984 , 0.287692 , 0.29271 , 0.406878 , 0.327563 , 0.380839 , 0.321681 , 0.341985 , 0.363927 , 0.332799 , 0.287193 , 0.324267 , 0.326783 , 0.363511 , 0.354441 , 0.319293 , 0.338349 , 0.194884 , 0.219617 , 0.328114 , 0.247257 , 0.305154 , 0.389474 , 0.277508 , 0.284658 , 0.275242 , 0.373068 , 0.315895 , 0.314672 , 0.22342 , 0.394742 , 0.327442 , 0.340583 , 0.329887 , 0.397161 , 0.413919 , 0.316938 , 0.388885 , 0.449272 , 0.371282 , 0.384782 , 0.338042 , 0.352546 , 0.375468 , 0.418809 , 0.301095 , 0.378739 , 0.339841 , 0.297364 , 0.362884 
 985 , 0.331847 , 0.262414 , 0.394002 , 0.315884 , 0.225853 , 0.333816 , 0.373646 , 0.267108 , 0.31323 , 0.422051 , 0.190436 , 0.431816 , 0.330548 , 0.347182 , 0.418815 , 0.426125 , 0.374874 , 0.338005 , 0.239954 , 0.374912 , 0.271342 , 0.384383 , 0.313492 , 0.355445 , 0.298054 , 0.391424 , 0.287662 , 0.292663 , 0.407163 , 0.328048 , 0.38054 , 0.322676 , 0.342808 , 0.364104 , 0.333388 , 0.287483 , 0.324742 , 0.327351 , 0.362819 , 0.355151 , 0.319555 , 0.33899 , 0.194356 , 0.219099 , 0.328259 , 0.247302 , 0.305518 , 0.389538 , 0.278799 , 0.284586 , 0.274642 , 0.372271 , 0.315712 , 0.315238 , 0.222508 , 0.395229 , 0.327773 , 0.341951 , 0.330369 , 0.397532 , 0.414166 , 0.317214 , 0.388578 , 0.450765 , 0.371529 , 0.386129 , 0.337941 , 0.352478 , 0.376268 , 0.419007 , 0.301597 , 0.378807 , 0.340768 , 0.297402 , 0.363656 
 986 , 0.332981 , 0.262592 , 0.394045 , 0.315669 , 0.22646 , 0.333469 , 0.373648 , 0.267582 , 0.313059 , 0.422864 , 0.190566 , 0.432383 , 0.330852 , 0.348177 , 0.418265 , 0.426693 , 0.375681 , 0.338562 , 0.240379 , 0.375116 , 0.271097 , 0.384988 , 0.314124 , 0.356137 , 0.298101 , 0.391774 , 0.287626 , 0.292751 , 0.407611 , 0.328812 , 0.381159 , 0.322751 , 0.343167 , 0.36479 , 0.333963 , 0.287363 , 0.324944 , 0.327157 , 0.361999 , 0.355951 , 0.319717 , 0.33894 , 0.19403 , 0.219533 , 0.328735 , 0.247024 , 0.305586 , 0.389131 , 0.279282 , 0.283932 , 0.274541 , 0.371666 , 0.315644 , 0.315952 , 0.221496 , 0.39502 , 0.3276 , 0.341884 , 0.3303 , 0.397207 , 0.414545 , 0.317523 , 0.388291 , 0.451574 , 0.371223 , 0.386572 , 0.338158 , 0.351955 , 0.376611 , 0.419689 , 0.301513 , 0.378869 , 0.341147 , 0.297601 , 0.363904 
 987 , 0.333132 , 0.262642 , 0.393318 , 0.314467 , 0.226755 , 0.332349 , 0.373211 , 0.267784 , 0.312627 , 0.422953 , 0.190318 , 0.431769 , 0.330451 , 0.348398 , 0.417682 , 0.427467 , 0.375776 , 0.338447 , 0.240316 , 0.375474 , 0.270759 , 0.385034 , 0.314339 , 0.356188 , 0.297957 , 0.391677 , 0.287038 , 0.292937 , 0.407937 , 0.329035 , 0.381501 , 0.32236 , 0.343217 , 0.36501 , 0.334414 , 0.286493 , 0.324925 , 0.32679 , 0.361798 , 0.355899 , 0.31959 , 0.338684 , 0.193594 , 0.220119 , 0.328752 , 0.24701 , 0.304875 , 0.388811 , 0.279177 , 0.28314 , 0.274638 , 0.371614 , 0.315166 , 0.315929 , 0.220927 , 0.393978 , 0.32706 , 0.3408 , 0.329554 , 0.396812 , 0.41447 , 0.317519 , 0.388009 , 0.45101 , 0.370819 , 0.386233 , 0.338383 , 0.351738 , 0.376186 , 0.419696 , 0.301285 , 0.378635 , 0.340761 , 0.297553 , 0.363818 
 988 , 0.33276 , 0.262606 , 0.392291 , 0.312927 , 0.226912 , 0.33086 , 0.372579 , 0.267882 , 0.312063 , 0.422651 , 0.189938 , 0.430639 , 0.329767 , 0.348282 , 0.41717 , 0.428317 , 0.375508 , 0.337992 , 0.240029 , 0.375892 , 0.270409 , 0.384814 , 0.31434 , 0.355899 , 0.29775 , 0.391363 , 0.286174 , 0.293164 , 0.408171 , 0.328954 , 0.38161 , 0.32181 , 0.343159 , 0.364943 , 0.3348 , 0.285278 , 0.32481 , 0.326409 , 0.36193 , 0.355407 , 0.319335 , 0.338388 , 0.193079 , 0.220676 , 0.328494 , 0.247154 , 0.303788 , 0.388581 , 0.278857 , 0.282336 , 0.274783 , 0.371818 , 0.314462 , 0.315517 , 0.22058 , 0.392585 , 0.326383 , 0.339341 , 0.32852 , 0.396435 , 0.414157 , 0.317346 , 0.387718 , 0.449826 , 0.370424 , 0.385582 , 0.338574 , 0.351723 , 0.375419 , 0.4193 , 0.301031 , 0.378246 , 0.340051 , 0.29736 , 0.363606 
 989 , 0.332298 , 0.262813 , 0.391873 , 0.312056 , 0.226887 , 0.330635 , 0.372366 , 0.267793 , 0.312414 , 0.422555 , 0.189217 , 0.429933 , 0.329363 , 0.347725 , 0.417197 , 0.429045 , 0.375096 , 0.337713 , 0.239828 , 0.37633 , 0.270268 , 0.384699 , 0.314396 , 0.355474 , 0.297606 , 0.391233 , 0.285682 , 0.293246 , 0.408189 , 0.328429 , 0.381426 , 0.321352 , 0.343461 , 0.364924 , 0.334772 , 0.284563 , 0.324792 , 0.325994 , 0.362187 , 0.354758 , 0.319223 , 0.338493 , 0.192676 , 0.22112 , 0.327758 , 0.247897 , 0.30336 , 0.388714 , 0.278656 , 0.281891 , 0.274481 , 0.372059 , 0.314274 , 0.31531 , 0.221165 , 0.391604 , 0.325942 , 0.338192 , 0.327515 , 0.396271 , 0.414084 , 0.317286 , 0.387538 , 0.448852 , 0.370755 , 0.384993 , 0.3388 , 0.351555 , 0.37484 , 0.418674 , 0.300899 , 0.37766 , 0.33933 , 0.297414 , 0.363626 
 990 , 0.332082 , 0.263185 , 0.392349 , 0.312153 , 0.226647 , 0.331922 , 0.372977 , 0.267766 , 0.313791 , 0.423039 , 0.188549 , 0.430032 , 0.329581 , 0.347085 , 0.417825 , 0.429571 , 0.375011 , 0.337559 , 0.239916 , 0.376758 , 0.270446 , 0.384858 , 0.314693 , 0.355383 , 0.297733 , 0.391735 , 0.285961 , 0.293344 , 0.408369 , 0.328001 , 0.381543 , 0.321424 , 0.344085 , 0.365543 , 0.33475 , 0.284764 , 0.325083 , 0.325691 , 0.362517 , 0.354462 , 0.31946 , 0.339107 , 0.192534 , 0.221587 , 0.327258 , 0.249084 , 0.303932 , 0.389362 , 0.278757 , 0.282065 , 0.273869 , 0.372414 , 0.314981 , 0.315627 , 0.222655 , 0.391486 , 0.325889 , 0.337917 , 0.326843 , 0.396668 , 0.414582 , 0.317585 , 0.387743 , 0.44856 , 0.371748 , 0.384755 , 0.339248 , 0.351148 , 0.374736 , 0.41835 , 0.300996 , 0.377206 , 0.338954 , 0.298014 , 0.364263 
 991 , 0.332406 , 0.263455 , 0.393476 , 0.312917 , 0.226298 , 0.333927 , 0.374402 , 0.268121 , 0.315608 , 0.424222 , 0.188489 , 0.430863 , 0.330469 , 0.346967 , 0.418724 , 0.429955 , 0.375731 , 0.337354 , 0.240386 , 0.37715 , 0.270883 , 0.385326 , 0.315307 , 0.356095 , 0.298209 , 0.393041 , 0.286984 , 0.293696 , 0.409155 , 0.328417 , 0.382616 , 0.322319 , 0.344756 , 0.367185 , 0.335346 , 0.285782 , 0.32579 , 0.325599 , 0.362787 , 0.355002 , 0.320089 , 0.340025 , 0.192644 , 0.222277 , 0.327887 , 0.250159 , 0.305265 , 0.390382 , 0.279192 , 0.282765 , 0.273363 , 0.372913 , 0.316451 , 0.316541 , 0.224336 , 0.392236 , 0.326129 , 0.338683 , 0.326698 , 0.397707 , 0.415739 , 0.318356 , 0.38842 , 0.449112 , 0.37281 , 0.385045 , 0.340038 , 0.350547 , 0.375188 , 0.418865 , 0.301309 , 0.377278 , 0.339156 , 0.299231 , 0.365619 
 992 , 0.332903 , 0.263678 , 0.394283 , 0.31369 , 0.225904 , 0.335722 , 0.375869 , 0.268409 , 0.31711 , 0.425164 , 0.188449 , 0.43184 , 0.331311 , 0.347078 , 0.4198 , 0.430407 , 0.376559 , 0.337155 , 0.240871 , 0.377467 , 0.271222 , 0.385888 , 0.315927 , 0.356854 , 0.298805 , 0.394212 , 0.287897 , 0.294003 , 0.410011 , 0.328792 , 0.383701 , 0.32314 , 0.345294 , 0.368593 , 0.335991 , 0.286721 , 0.32649 , 0.325608 , 0.363037 , 0.355415 , 0.320633 , 0.340703 , 0.192733 , 0.222681 , 0.328421 , 0.250929 , 0.306407 , 0.391514 , 0.279669 , 0.283505 , 0.272923 , 0.373548 , 0.317794 , 0.3172 , 0.225712 , 0.393074 , 0.32626 , 0.339782 , 0.326726 , 0.398746 , 0.416923 , 0.319092 , 0.388995 , 0.449627 , 0.373733 , 0.385574 , 0.340735 , 0.350211 , 0.375619 , 0.419436 , 0.301689 , 0.377422 , 0.339322 , 0.300045 , 0.366981 
 993 , 0.333844 , 0.263806 , 0.394034 , 0.314397 , 0.225399 , 0.336693 , 0.377256 , 0.268412 , 0.317489 , 0.425229 , 0.18839 , 0.433217 , 0.331894 , 0.34787 , 0.421289 , 0.431074 , 0.377615 , 0.337071 , 0.241349 , 0.377519 , 0.271235 , 0.386655 , 0.316514 , 0.35768 , 0.299685 , 0.394849 , 0.288392 , 0.294141 , 0.410966 , 0.329019 , 0.384679 , 0.323623 , 0.345419 , 0.369088 , 0.336667 , 0.287314 , 0.327017 , 0.325939 , 0.363217 , 0.355422 , 0.320813 , 0.340562 , 0.192702 , 0.222152 , 0.328544 , 0.250691 , 0.306909 , 0.39293 , 0.280218 , 0.284254 , 0.272686 , 0.374554 , 0.318529 , 0.31695 , 0.22604 , 0.394136 , 0.3261 , 0.341813 , 0.327306 , 0.399674 , 0.41796 , 0.319613 , 0.389183 , 0.449925 , 0.374182 , 0.386809 , 0.341004 , 0.350718 , 0.375992 , 0.420077 , 0.302213 , 0.377737 , 0.339349 , 0.299441 , 0.368196 
 994 , 0.333693 , 0.26437 , 0.393292 , 0.31404 , 0.224911 , 0.336806 , 0.377194 , 0.267419 , 0.316916 , 0.424475 , 0.186938 , 0.43432 , 0.331483 , 0.348324 , 0.421413 , 0.432001 , 0.377867 , 0.338254 , 0.241201 , 0.377322 , 0.270943 , 0.386905 , 0.316718 , 0.35781 , 0.299775 , 0.394438 , 0.288321 , 0.293792 , 0.41117 , 0.328998 , 0.384509 , 0.323079 , 0.345684 , 0.368502 , 0.336306 , 0.287239 , 0.32591 , 0.325974 , 0.363588 , 0.355184 , 0.320292 , 0.339522 , 0.192242 , 0.221638 , 0.327358 , 0.250214 , 0.307385 , 0.39374 , 0.280455 , 0.284074 , 0.27223 , 0.375189 , 0.317986 , 0.316084 , 0.225923 , 0.394739 , 0.326435 , 0.342706 , 0.328229 , 0.39964 , 0.416999 , 0.319351 , 0.389019 , 0.449374 , 0.374843 , 0.387495 , 0.340419 , 0.351251 , 0.376413 , 0.419574 , 0.302305 , 0.377463 , 0.339093 , 0.297648 , 0.36813 
 995 , 0.333534 , 0.264955 , 0.39252 , 0.313671 , 0.224411 , 0.336923 , 0.377128 , 0.2664 , 0.316319 , 0.423696 , 0.18544 , 0.435456 , 0.331052 , 0.348792 , 0.421541 , 0.432962 , 0.378126 , 0.339494 , 0.241044 , 0.377115 , 0.270646 , 0.387168 , 0.316932 , 0.35795 , 0.299871 , 0.394011 , 0.288251 , 0.293425 , 0.411386 , 0.328974 , 0.384335 , 0.322515 , 0.345965 , 0.367887 , 0.335925 , 0.287164 , 0.324773 , 0.326013 , 0.36398 , 0.354931 , 0.319753 , 0.338445 , 0.191771 , 0.221098 , 0.326122 , 0.249722 , 0.307871 , 0.394573 , 0.280705 , 0.283896 , 0.271752 , 0.375855 , 0.317425 , 0.315193 , 0.225805 , 0.395366 , 0.326781 , 0.343631 , 0.329198 , 0.399606 , 0.416009 , 0.319068 , 0.38885 , 0.448802 , 0.375542 , 0.388198 , 0.33982 , 0.351804 , 0.376853 , 0.419059 , 0.302403 , 0.377185 , 0.338829 , 0.295797 , 0.368054 
 996 , 0.332127 , 0.265517 , 0.39242 , 0.31342 , 0.22411 , 0.336427 , 0.375761 , 0.265722 , 0.315551 , 0.422973 , 0.185449 , 0.43471 , 0.329951 , 0.349048 , 0.420682 , 0.433763 , 0.378244 , 0.340095 , 0.240314 , 0.376811 , 0.270528 , 0.386941 , 0.316652 , 0.358232 , 0.299948 , 0.393969 , 0.287955 , 0.293164 , 0.411191 , 0.328895 , 0.38449 , 0.323007 , 0.34579 , 0.367819 , 0.335935 , 0.286182 , 0.323391 , 0.325816 , 0.364881 , 0.354769 , 0.319602 , 0.337221 , 0.190773 , 0.2202 , 0.326226 , 0.248154 , 0.307039 , 0.393719 , 0.279469 , 0.282438 , 0.271264 , 0.375748 , 0.316985 , 0.314118 , 0.224872 , 0.394596 , 0.326744 , 0.343288 , 0.329432 , 0.398205 , 0.413834 , 0.318149 , 0.3881 , 0.448598 , 0.375684 , 0.388151 , 0.339051 , 0.351749 , 0.376273 , 0.417949 , 0.302105 , 0.376683 , 0.338725 , 0.295097 , 0.366897 
 997 , 0.331761 , 0.265835 , 0.39267 , 0.313985 , 0.223687 , 0.336784 , 0.374856 , 0.26547 , 0.315303 , 0.422828 , 0.186184 , 0.433392 , 0.329022 , 0.348634 , 0.420543 , 0.433302 , 0.378164 , 0.33999 , 0.239767 , 0.376341 , 0.270346 , 0.386988 , 0.316014 , 0.358437 , 0.300362 , 0.393797 , 0.287539 , 0.292902 , 0.410504 , 0.32876 , 0.384781 , 0.323993 , 0.345192 , 0.367984 , 0.335799 , 0.28498 , 0.323014 , 0.325477 , 0.365706 , 0.3547 , 0.319591 , 0.336733 , 0.19033 , 0.21899 , 0.326341 , 0.246613 , 0.305257 , 0.393867 , 0.278056 , 0.281384 , 0.271459 , 0.375253 , 0.317133 , 0.313627 , 0.22368 , 0.3945 , 0.325868 , 0.342671 , 0.32869 , 0.39699 , 0.412999 , 0.317748 , 0.387686 , 0.448493 , 0.375573 , 0.388108 , 0.339043 , 0.351603 , 0.374856 , 0.417209 , 0.302173 , 0.37636 , 0.33896 , 0.295346 , 0.365866 
 998 , 0.331732 , 0.266091 , 0.393019 , 0.31483 , 0.223204 , 0.337437 , 0.374101 , 0.265336 , 0.315207 , 0.422859 , 0.18714 , 0.43189 , 0.328138 , 0.347996 , 0.420647 , 0.432421 , 0.378009 , 0.339669 , 0.239262 , 0.375809 , 0.270139 , 0.387135 , 0.315258 , 0.358612 , 0.300894 , 0.393569 , 0.287074 , 0.292631 , 0.409653 , 0.328592 , 0.385127 , 0.325152 , 0.344453 , 0.368211 , 0.335608 , 0.283684 , 0.322945 , 0.325081 , 0.366523 , 0.35466 , 0.31962 , 0.336465 , 0.190063 , 0.217652 , 0.326437 , 0.24505 , 0.303145 , 0.394375 , 0.27656 , 0.280442 , 0.271885 , 0.374626 , 0.317477 , 0.313301 , 0.222391 , 0.394637 , 0.324698 , 0.341971 , 0.32762 , 0.395814 , 0.412576 , 0.317522 , 0.387372 , 0.448402 , 0.375381 , 0.388075 , 0.339279 , 0.351436 , 0.373142 , 0.416573 , 0.302365 , 0.37609 , 0.339311 , 0.295874 , 0.364854 
 999 , 0.331781 , 0.265183 , 0.393297 , 0.315233 , 0.22316 , 0.337744 , 0.37388 , 0.265413 , 0.314939 , 0.423011 , 0.186761 , 0.43114 , 0.32792 , 0.347484 , 0.420627 , 0.43116 , 0.377639 , 0.339821 , 0.238678 , 0.375133 , 0.269561 , 0.386727 , 0.314435 , 0.358548 , 0.300476 , 0.392824 , 0.286882 , 0.292327 , 0.408515 , 0.328591 , 0.384969 , 0.325338 , 0.343726 , 0.368243 , 0.334555 , 0.28304 , 0.322762 , 0.324367 , 0.366882 , 0.354789 , 0.319592 , 0.336421 , 0.18988 , 0.216443 , 0.325869 , 0.244277 , 0.301249 , 0.394569 , 0.275051 , 0.279595 , 0.272354 , 0.373625 , 0.317336 , 0.313342 , 0.221434 , 0.395023 , 0.32344 , 0.341796 , 0.326182 , 0.395387 , 0.412554 , 0.317586 , 0.387392 , 0.448582 , 0.375363 , 0.387711 , 0.339891 , 0.351415 , 0.372308 , 0.415865 , 0.301933 , 0.37558 , 0.339175 , 0.29629 , 0.363916 
 1000 , 0.33134 , 0.263436 , 0.393555 , 0.315098 , 0.223668 , 0.337296 , 0.373738 , 0.265543 , 0.314211 , 0.423031 , 0.185822 , 0.431076 , 0.328058 , 0.347422 , 0.420682 , 0.430622 , 0.377492 , 0.340233 , 0.237912 , 0.374766 , 0.268754 , 0.385913 , 0.313853 , 0.358371 , 0.299661 , 0.392195 , 0.286803 , 0.292019 , 0.407722 , 0.328537 , 0.384566 , 0.324853 , 0.343285 , 0.368311 , 0.33337 , 0.282991 , 0.322542 , 0.323825 , 0.367066 , 0.354579 , 0.319605 , 0.336243 , 0.189244 , 0.215471 , 0.325332 , 0.24397 , 0.299865 , 0.393842 , 0.273919 , 0.278637 , 0.272681 , 0.37248 , 0.316841 , 0.313259 , 0.220961 , 0.394653 , 0.322146 , 0.34227 , 0.324955 , 0.394947 , 0.412721 , 0.317492 , 0.387388 , 0.449296 , 0.375328 , 0.387356 , 0.340386 , 0.351374 , 0.372136 , 0.415479 , 0.300644 , 0.375021 , 0.338311 , 0.296034 , 0.3633 
 1001 , 0.330287 , 0.26141 , 0.393849 , 0.314607 , 0.224581 , 0.33619 , 0.373337 , 0.265604 , 0.313052 , 0.422819 , 0.18505 , 0.431347 , 0.328197 , 0.347784 , 0.420919 , 0.431162 , 0.377761 , 0.340652 , 0.236985 , 0.374867 , 0.267873 , 0.384944 , 0.313581 , 0.358205 , 0.298959 , 0.392007 , 0.286664 , 0.291712 , 0.407508 , 0.328337 , 0.384199 , 0.3242 , 0.343176 , 0.36855 , 0.332544 , 0.283241 , 0.322358 , 0.323678 , 0.36732 , 0.353865 , 0.3197 , 0.335756 , 0.188001 , 0.214676 , 0.325239 , 0.243716 , 0.298927 , 0.392204 , 0.273227 , 0.277466 , 0.27282 , 0.3714 , 0.316226 , 0.312797 , 0.22084 , 0.393211 , 0.320835 , 0.343195 , 0.324168 , 0.393989 , 0.412856 , 0.31701 , 0.387163 , 0.450507 , 0.375167 , 0.387207 , 0.340499 , 0.351207 , 0.37219 , 0.415508 , 0.29873 , 0.374548 , 0.336878 , 0.295071 , 0.363011 
 1002 , 0.329206 , 0.259753 , 0.394161 , 0.313547 , 0.225135 , 0.335121 , 0.373078 , 0.265407 , 0.311874 , 0.422235 , 0.184259 , 0.431451 , 0.328245 , 0.347771 , 0.421084 , 0.431781 , 0.378 , 0.34094 , 0.236297 , 0.375202 , 0.26701 , 0.384138 , 0.313197 , 0.357966 , 0.298582 , 0.391725 , 0.286294 , 0.291223 , 0.407454 , 0.327883 , 0.383794 , 0.323482 , 0.343033 , 0.368587 , 0.331743 , 0.283305 , 0.32221 , 0.323551 , 0.367322 , 0.35312 , 0.319672 , 0.33521 , 0.186351 , 0.214139 , 0.325072 , 0.243382 , 0.29869 , 0.39093 , 0.272944 , 0.276518 , 0.272632 , 0.370279 , 0.315881 , 0.312173 , 0.220435 , 0.391967 , 0.319824 , 0.3437 , 0.323761 , 0.393131 , 0.412809 , 0.31625 , 0.38686 , 0.451352 , 0.374763 , 0.387102 , 0.340425 , 0.350811 , 0.372041 , 0.415792 , 0.297182 , 0.374369 , 0.335502 , 0.293875 , 0.36308 
 1003 , 0.328308 , 0.258936 , 0.394242 , 0.311552 , 0.224923 , 0.334225 , 0.373161 , 0.264828 , 0.310867 , 0.421083 , 0.183286 , 0.431002 , 0.328194 , 0.347126 , 0.421083 , 0.432309 , 0.378076 , 0.340942 , 0.236167 , 0.37585 , 0.266255 , 0.383581 , 0.31263 , 0.357641 , 0.298715 , 0.391395 , 0.285529 , 0.290413 , 0.40765 , 0.327002 , 0.383289 , 0.322537 , 0.342654 , 0.368144 , 0.331073 , 0.282961 , 0.322093 , 0.323355 , 0.366761 , 0.352383 , 0.319366 , 0.334536 , 0.184161 , 0.214039 , 0.324737 , 0.242916 , 0.299749 , 0.390551 , 0.273238 , 0.27606 , 0.271621 , 0.369343 , 0.316068 , 0.311393 , 0.219468 , 0.391312 , 0.319549 , 0.343409 , 0.324059 , 0.392714 , 0.412584 , 0.315135 , 0.386549 , 0.451386 , 0.37403 , 0.387095 , 0.339934 , 0.350145 , 0.371474 , 0.416276 , 0.296597 , 0.374619 , 0.334479 , 0.292474 , 0.363571 
 1004 , 0.328304 , 0.258674 , 0.392974 , 0.309859 , 0.224299 , 0.333504 , 0.373687 , 0.264571 , 0.310556 , 0.420381 , 0.181393 , 0.429356 , 0.328481 , 0.346818 , 0.420888 , 0.431846 , 0.377665 , 0.34075 , 0.236454 , 0.37598 , 0.265775 , 0.382751 , 0.312076 , 0.357567 , 0.298458 , 0.391612 , 0.28477 , 0.289565 , 0.407561 , 0.32615 , 0.382535 , 0.32088 , 0.341364 , 0.367131 , 0.33059 , 0.282218 , 0.32171 , 0.32259 , 0.365757 , 0.351778 , 0.318796 , 0.333637 , 0.182577 , 0.213582 , 0.324161 , 0.242415 , 0.30089 , 0.391112 , 0.272748 , 0.275839 , 0.269417 , 0.369443 , 0.316294 , 0.311253 , 0.218168 , 0.39158 , 0.320032 , 0.342916 , 0.324313 , 0.393436 , 0.413027 , 0.314673 , 0.386779 , 0.450841 , 0.37363 , 0.387191 , 0.338945 , 0.350086 , 0.370634 , 0.415523 , 0.297191 , 0.374358 , 0.334435 , 0.291928 , 0.3629 
 1005 , 0.328336 , 0.258401 , 0.391624 , 0.308262 , 0.223535 , 0.332826 , 0.374137 , 0.264194 , 0.310311 , 0.419723 , 0.179523 , 0.427635 , 0.328614 , 0.346386 , 0.420659 , 0.431297 , 0.377217 , 0.340472 , 0.236702 , 0.376059 , 0.265295 , 0.381884 , 0.311488 , 0.357485 , 0.298162 , 0.391845 , 0.283951 , 0.288688 , 0.407454 , 0.325262 , 0.381726 , 0.31921 , 0.340011 , 0.36608 , 0.330157 , 0.281415 , 0.321234 , 0.321809 , 0.364733 , 0.351129 , 0.318173 , 0.332674 , 0.180972 , 0.213036 , 0.323599 , 0.24185 , 0.301856 , 0.391605 , 0.272125 , 0.275527 , 0.267242 , 0.369628 , 0.31644 , 0.310988 , 0.216856 , 0.391769 , 0.320506 , 0.34242 , 0.324554 , 0.394109 , 0.413487 , 0.314195 , 0.387039 , 0.450282 , 0.373182 , 0.387336 , 0.337867 , 0.349978 , 0.369741 , 0.414638 , 0.297739 , 0.374042 , 0.334388 , 0.291351 , 0.362121 
 1006 , 0.328872 , 0.258145 , 0.389923 , 0.308749 , 0.221568 , 0.33309 , 0.3735 , 0.262558 , 0.311076 , 0.420151 , 0.178769 , 0.425857 , 0.326843 , 0.34474 , 0.42017 , 0.429973 , 0.376709 , 0.33935 , 0.236415 , 0.37558 , 0.265105 , 0.381059 , 0.310924 , 0.357481 , 0.297604 , 0.392098 , 0.282789 , 0.28799 , 0.407184 , 0.324447 , 0.38075 , 0.318225 , 0.338562 , 0.365115 , 0.330575 , 0.280488 , 0.319864 , 0.321295 , 0.364132 , 0.350477 , 0.317279 , 0.331539 , 0.18015 , 0.211727 , 0.323545 , 0.240853 , 0.300132 , 0.390982 , 0.270218 , 0.274322 , 0.266549 , 0.370739 , 0.315602 , 0.3095 , 0.216071 , 0.39095 , 0.320671 , 0.342099 , 0.324567 , 0.39373 , 0.413841 , 0.313849 , 0.387634 , 0.44997 , 0.372435 , 0.388006 , 0.336318 , 0.349223 , 0.368658 , 0.412731 , 0.297452 , 0.37333 , 0.334332 , 0.290738 , 0.360501 
 1007 , 0.329338 , 0.257936 , 0.389784 , 0.308714 , 0.21931 , 0.333586 , 0.373251 , 0.260709 , 0.311916 , 0.420203 , 0.178908 , 0.426695 , 0.324635 , 0.342643 , 0.4198 , 0.429198 , 0.376264 , 0.338603 , 0.235749 , 0.375098 , 0.264523 , 0.381092 , 0.310529 , 0.356983 , 0.297028 , 0.391783 , 0.2818 , 0.287056 , 0.407313 , 0.32374 , 0.381307 , 0.318673 , 0.337847 , 0.364805 , 0.330857 , 0.280211 , 0.318944 , 0.321251 , 0.363292 , 0.351247 , 0.317198 , 0.331058 , 0.179059 , 0.210713 , 0.323684 , 0.24059 , 0.298679 , 0.390755 , 0.268809 , 0.274021 , 0.26722 , 0.370793 , 0.314538 , 0.30734 , 0.21505 , 0.390421 , 0.320305 , 0.341282 , 0.324629 , 0.393327 , 0.413093 , 0.31305 , 0.388492 , 0.449828 , 0.372148 , 0.387774 , 0.336019 , 0.348846 , 0.369293 , 0.412179 , 0.296624 , 0.374247 , 0.334027 , 0.290126 , 0.360475 
