  time  ,1:37 PM",1:43 PM",1:50 PM",1:57 PM",2:02 PM",2:34 PM",2:40 PM",2:46 PM",2:52 PM",2:57 PM",3:02 PM",3:34 PM",3:39 PM",3:46 PM",3:53 PM",3:59 PM",4:33 PM",4:39 PM",4:44 PM",4:50 PM",4:56 PM",5:31 PM",5:37 PM",5:42 PM",5:48 PM",5:54 PM",6:27 PM",6:33 PM",6:38 PM",6:45 PM",6:50 PM",7:24 PM",7:30 PM",7:36 PM",7:42 PM",8:42 PM",8:47 PM",8:54 PM",8:59 PM",9:06 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 959 , 0.312403 , 0.351418 , 0.390789 , 0.37759 , 0.405833 , 0.336621 , 0.391231 , 0.323229 , 0.257049 , 0.385896 , 0.343027 , 0.291736 , 0.31908 , 0.327944 , 0.324206 , 0.348432 , 0.381405 , 0.409424 , 0.324035 , 0.404918 , 0.29048 , 0.400451 , 0.390308 , 0.378404 , 0.385074 , 0.399195 , 0.397504 , 0.391906 , 0.368943 , 0.493067 , 0.363624 , 0.414263 , 0.401832 , 0.34305 , 0.406989 , 0.325431 , 0.30872 , 0.299522 , 0.298576 , 0.378839 
 960 , 0.311246 , 0.353318 , 0.390735 , 0.378162 , 0.404771 , 0.337331 , 0.392222 , 0.323271 , 0.25873 , 0.385932 , 0.343853 , 0.29317 , 0.319541 , 0.3295 , 0.326285 , 0.349911 , 0.380274 , 0.409635 , 0.325276 , 0.404887 , 0.291482 , 0.401071 , 0.391305 , 0.378355 , 0.386325 , 0.399684 , 0.397934 , 0.392793 , 0.369275 , 0.493186 , 0.365027 , 0.412064 , 0.401788 , 0.343837 , 0.407385 , 0.325707 , 0.309844 , 0.299029 , 0.300886 , 0.379118 
 961 , 0.309916 , 0.355429 , 0.389952 , 0.379309 , 0.403983 , 0.33676 , 0.393881 , 0.323083 , 0.259672 , 0.385715 , 0.34437 , 0.294187 , 0.31924 , 0.330709 , 0.327197 , 0.350019 , 0.379919 , 0.410088 , 0.32685 , 0.404369 , 0.292288 , 0.401691 , 0.392105 , 0.377866 , 0.3882 , 0.399808 , 0.398944 , 0.393657 , 0.369692 , 0.492216 , 0.365702 , 0.415823 , 0.400865 , 0.344586 , 0.407549 , 0.326881 , 0.311221 , 0.298718 , 0.301596 , 0.379309 
 962 , 0.308649 , 0.357455 , 0.389198 , 0.380397 , 0.403231 , 0.336213 , 0.395473 , 0.322898 , 0.260578 , 0.385505 , 0.344867 , 0.295165 , 0.31895 , 0.33187 , 0.328068 , 0.350122 , 0.379578 , 0.410525 , 0.328354 , 0.40388 , 0.293064 , 0.40228 , 0.392869 , 0.377391 , 0.390002 , 0.399924 , 0.399916 , 0.394476 , 0.370089 , 0.491283 , 0.366356 , 0.419466 , 0.399978 , 0.345292 , 0.407705 , 0.328006 , 0.312536 , 0.298426 , 0.302274 , 0.379485 
 963 , 0.308795 , 0.358351 , 0.389043 , 0.380737 , 0.403601 , 0.336344 , 0.396715 , 0.322612 , 0.261361 , 0.386835 , 0.344148 , 0.295325 , 0.320767 , 0.332369 , 0.328919 , 0.350833 , 0.381709 , 0.410077 , 0.330277 , 0.404334 , 0.293179 , 0.402875 , 0.395882 , 0.377495 , 0.391868 , 0.400621 , 0.400752 , 0.394816 , 0.371181 , 0.490209 , 0.366325 , 0.423393 , 0.399332 , 0.345924 , 0.408541 , 0.329621 , 0.314422 , 0.301624 , 0.302465 , 0.379988 
 964 , 0.309618 , 0.359341 , 0.389873 , 0.380239 , 0.404556 , 0.337294 , 0.3974 , 0.321923 , 0.262944 , 0.387302 , 0.34333 , 0.295074 , 0.322464 , 0.332577 , 0.332276 , 0.351313 , 0.383589 , 0.409242 , 0.330824 , 0.404518 , 0.293051 , 0.403491 , 0.39828 , 0.378679 , 0.392745 , 0.400982 , 0.400735 , 0.394706 , 0.371639 , 0.489729 , 0.365911 , 0.425099 , 0.39899 , 0.346264 , 0.409281 , 0.330817 , 0.315014 , 0.304531 , 0.303303 , 0.380339 
 965 , 0.310548 , 0.360364 , 0.390925 , 0.379549 , 0.405592 , 0.338407 , 0.397923 , 0.321168 , 0.264695 , 0.387481 , 0.342554 , 0.294762 , 0.323995 , 0.332722 , 0.336236 , 0.351691 , 0.385256 , 0.408357 , 0.330969 , 0.404588 , 0.292885 , 0.404094 , 0.400356 , 0.380082 , 0.393327 , 0.401221 , 0.400487 , 0.394494 , 0.371895 , 0.489421 , 0.365438 , 0.426136 , 0.398734 , 0.346516 , 0.409948 , 0.331834 , 0.315229 , 0.30715 , 0.304292 , 0.38063 
 966 , 0.312115 , 0.36025 , 0.392909 , 0.379353 , 0.406543 , 0.34037 , 0.39841 , 0.322168 , 0.265666 , 0.387432 , 0.342724 , 0.293851 , 0.32411 , 0.332725 , 0.339981 , 0.351836 , 0.385902 , 0.408866 , 0.330317 , 0.404632 , 0.29288 , 0.404423 , 0.401338 , 0.381163 , 0.393438 , 0.401284 , 0.400305 , 0.394704 , 0.371965 , 0.489156 , 0.365804 , 0.427092 , 0.399023 , 0.346756 , 0.410327 , 0.332081 , 0.315362 , 0.308324 , 0.305162 , 0.38135 
 967 , 0.31378 , 0.35917 , 0.394864 , 0.379819 , 0.406605 , 0.342814 , 0.398876 , 0.324265 , 0.265681 , 0.387603 , 0.343447 , 0.292802 , 0.323734 , 0.332891 , 0.340511 , 0.352362 , 0.385854 , 0.41015 , 0.329675 , 0.404654 , 0.29306 , 0.404388 , 0.401859 , 0.381443 , 0.393333 , 0.401476 , 0.400243 , 0.395129 , 0.372223 , 0.488766 , 0.366805 , 0.427349 , 0.399579 , 0.346858 , 0.410548 , 0.331533 , 0.315989 , 0.309033 , 0.305739 , 0.38263 
 968 , 0.315077 , 0.357845 , 0.396093 , 0.380673 , 0.405766 , 0.345143 , 0.399325 , 0.326272 , 0.265204 , 0.388168 , 0.344104 , 0.292046 , 0.323805 , 0.33333 , 0.337679 , 0.353465 , 0.385756 , 0.411301 , 0.329606 , 0.404681 , 0.29331 , 0.404134 , 0.402604 , 0.381079 , 0.393344 , 0.401932 , 0.400254 , 0.395491 , 0.372804 , 0.488249 , 0.367885 , 0.4269 , 0.400043 , 0.346798 , 0.410794 , 0.330668 , 0.3172 , 0.310229 , 0.306075 , 0.384226 
 969 , 0.315597 , 0.35726 , 0.396816 , 0.381141 , 0.405084 , 0.346578 , 0.399198 , 0.327659 , 0.264763 , 0.388798 , 0.344376 , 0.291849 , 0.324006 , 0.333858 , 0.334579 , 0.353961 , 0.385663 , 0.411824 , 0.32932 , 0.404661 , 0.293519 , 0.404065 , 0.402514 , 0.380828 , 0.393391 , 0.402404 , 0.400217 , 0.395726 , 0.373202 , 0.487879 , 0.368781 , 0.426379 , 0.400178 , 0.346727 , 0.411025 , 0.330025 , 0.317815 , 0.31138 , 0.306161 , 0.385405 
 970 , 0.314466 , 0.358189 , 0.396511 , 0.380775 , 0.405143 , 0.345977 , 0.39777 , 0.327921 , 0.264438 , 0.38951 , 0.34353 , 0.292933 , 0.324286 , 0.334549 , 0.331207 , 0.353025 , 0.385622 , 0.410988 , 0.328491 , 0.404573 , 0.293693 , 0.40443 , 0.400613 , 0.380973 , 0.393589 , 0.402854 , 0.400162 , 0.395687 , 0.373228 , 0.487965 , 0.369419 , 0.425789 , 0.399663 , 0.346666 , 0.411273 , 0.32998 , 0.317134 , 0.312319 , 0.305722 , 0.385646 
 971 , 0.313683 , 0.358456 , 0.396424 , 0.380455 , 0.407075 , 0.344972 , 0.396511 , 0.329303 , 0.264264 , 0.389713 , 0.341308 , 0.294073 , 0.323511 , 0.334898 , 0.330419 , 0.351896 , 0.38563 , 0.410177 , 0.327483 , 0.404511 , 0.294105 , 0.404994 , 0.399154 , 0.381863 , 0.394113 , 0.402881 , 0.400468 , 0.395609 , 0.373357 , 0.488748 , 0.3705 , 0.425782 , 0.399613 , 0.346839 , 0.411673 , 0.330506 , 0.316579 , 0.312551 , 0.305556 , 0.385472 
 972 , 0.312903 , 0.358719 , 0.396336 , 0.380133 , 0.409011 , 0.343964 , 0.395268 , 0.330687 , 0.264074 , 0.389907 , 0.339124 , 0.295214 , 0.322748 , 0.33525 , 0.329635 , 0.35078 , 0.385629 , 0.409367 , 0.326488 , 0.404441 , 0.29451 , 0.405548 , 0.397704 , 0.38275 , 0.394636 , 0.402907 , 0.400788 , 0.395521 , 0.373491 , 0.489542 , 0.371577 , 0.425783 , 0.39957 , 0.347008 , 0.412072 , 0.331019 , 0.316042 , 0.312768 , 0.305383 , 0.385289 
 973 , 0.313004 , 0.358214 , 0.396476 , 0.380267 , 0.410842 , 0.342697 , 0.396548 , 0.331432 , 0.26304 , 0.388853 , 0.338165 , 0.295936 , 0.322091 , 0.335081 , 0.329142 , 0.35098 , 0.385498 , 0.408393 , 0.325875 , 0.404585 , 0.294354 , 0.405817 , 0.397852 , 0.382858 , 0.394362 , 0.402367 , 0.401342 , 0.394966 , 0.374289 , 0.490219 , 0.372087 , 0.425763 , 0.399624 , 0.346838 , 0.41205 , 0.330756 , 0.317353 , 0.311979 , 0.304983 , 0.384075 
 974 , 0.312959 , 0.35879 , 0.397147 , 0.380082 , 0.411498 , 0.341613 , 0.397481 , 0.331282 , 0.262138 , 0.38871 , 0.340937 , 0.296563 , 0.32263 , 0.334856 , 0.329077 , 0.350655 , 0.385693 , 0.408107 , 0.325145 , 0.405297 , 0.294031 , 0.406427 , 0.397688 , 0.382302 , 0.393613 , 0.402583 , 0.401325 , 0.39452 , 0.374717 , 0.489755 , 0.371907 , 0.426008 , 0.399558 , 0.347376 , 0.411697 , 0.329698 , 0.318579 , 0.311694 , 0.304259 , 0.383281 
 975 , 0.312891 , 0.35953 , 0.397903 , 0.379848 , 0.411984 , 0.340551 , 0.398373 , 0.330994 , 0.261241 , 0.388712 , 0.344342 , 0.297193 , 0.323356 , 0.334618 , 0.329067 , 0.35026 , 0.385941 , 0.407914 , 0.324391 , 0.406106 , 0.293681 , 0.407094 , 0.397481 , 0.381648 , 0.39279 , 0.402913 , 0.401216 , 0.39408 , 0.375085 , 0.489112 , 0.37162 , 0.426296 , 0.399472 , 0.348022 , 0.411291 , 0.328525 , 0.319812 , 0.311473 , 0.303485 , 0.382548 
 976 , 0.313389 , 0.360366 , 0.397741 , 0.380628 , 0.410936 , 0.34117 , 0.399013 , 0.330892 , 0.261555 , 0.388489 , 0.34667 , 0.297229 , 0.323714 , 0.334533 , 0.329859 , 0.350478 , 0.38558 , 0.40887 , 0.324915 , 0.406628 , 0.29358 , 0.407582 , 0.397813 , 0.380977 , 0.392567 , 0.403409 , 0.400833 , 0.393942 , 0.375548 , 0.488683 , 0.371701 , 0.426333 , 0.399649 , 0.348228 , 0.411493 , 0.327355 , 0.320423 , 0.311886 , 0.304216 , 0.383648 
 977 , 0.313949 , 0.36086 , 0.39711 , 0.381643 , 0.409239 , 0.342473 , 0.399934 , 0.330329 , 0.262358 , 0.387854 , 0.346765 , 0.296823 , 0.323357 , 0.334605 , 0.330464 , 0.351461 , 0.384744 , 0.40977 , 0.326077 , 0.406629 , 0.293191 , 0.407827 , 0.398134 , 0.380802 , 0.393033 , 0.403044 , 0.400537 , 0.394191 , 0.376169 , 0.488934 , 0.372076 , 0.426047 , 0.399879 , 0.347828 , 0.411896 , 0.326442 , 0.32043 , 0.312593 , 0.305327 , 0.385133 
 978 , 0.314378 , 0.361066 , 0.396403 , 0.382509 , 0.407508 , 0.343758 , 0.401156 , 0.329373 , 0.263175 , 0.386961 , 0.345509 , 0.296255 , 0.322569 , 0.334744 , 0.330672 , 0.352828 , 0.383713 , 0.410281 , 0.327345 , 0.406328 , 0.292508 , 0.407952 , 0.39828 , 0.381012 , 0.393836 , 0.401971 , 0.400395 , 0.394652 , 0.376885 , 0.489644 , 0.37256 , 0.425608 , 0.400062 , 0.347101 , 0.412245 , 0.325714 , 0.320161 , 0.313325 , 0.306243 , 0.386319 
 979 , 0.314435 , 0.360877 , 0.396349 , 0.382968 , 0.406608 , 0.344714 , 0.401985 , 0.328543 , 0.263804 , 0.386873 , 0.34439 , 0.295719 , 0.321983 , 0.33459 , 0.330329 , 0.353479 , 0.383616 , 0.410481 , 0.328085 , 0.406024 , 0.291909 , 0.408039 , 0.398254 , 0.381403 , 0.394618 , 0.401021 , 0.400064 , 0.395101 , 0.377127 , 0.490112 , 0.373065 , 0.425214 , 0.40042 , 0.34688 , 0.412181 , 0.325152 , 0.319849 , 0.314316 , 0.306547 , 0.387023 
 980 , 0.314138 , 0.360251 , 0.397176 , 0.383032 , 0.406947 , 0.345295 , 0.402117 , 0.328227 , 0.264259 , 0.38787 , 0.343601 , 0.295289 , 0.321955 , 0.334066 , 0.329378 , 0.35312 , 0.385175 , 0.410359 , 0.328188 , 0.40571 , 0.291743 , 0.408137 , 0.398051 , 0.381999 , 0.395277 , 0.400659 , 0.399524 , 0.395395 , 0.376657 , 0.490064 , 0.373489 , 0.424952 , 0.400808 , 0.347407 , 0.411549 , 0.324918 , 0.319504 , 0.315399 , 0.306274 , 0.387082 
 981 , 0.314274 , 0.359856 , 0.397937 , 0.383587 , 0.407562 , 0.346104 , 0.401845 , 0.328852 , 0.264956 , 0.388785 , 0.34321 , 0.295064 , 0.322711 , 0.333688 , 0.328852 , 0.352716 , 0.387778 , 0.410558 , 0.328553 , 0.40536 , 0.292383 , 0.408458 , 0.398016 , 0.382478 , 0.395728 , 0.401484 , 0.399062 , 0.395319 , 0.376094 , 0.489535 , 0.373664 , 0.424821 , 0.400713 , 0.347999 , 0.410998 , 0.324936 , 0.319227 , 0.315736 , 0.306772 , 0.387228 
 982 , 0.314453 , 0.359487 , 0.398744 , 0.38417 , 0.408162 , 0.346874 , 0.401593 , 0.329553 , 0.265589 , 0.389687 , 0.342974 , 0.294879 , 0.323439 , 0.333485 , 0.328431 , 0.352407 , 0.390229 , 0.410792 , 0.328831 , 0.405054 , 0.293011 , 0.408782 , 0.397991 , 0.382906 , 0.396146 , 0.402331 , 0.398729 , 0.395322 , 0.375631 , 0.489063 , 0.373779 , 0.42462 , 0.400596 , 0.348515 , 0.41054 , 0.325056 , 0.318958 , 0.315952 , 0.307193 , 0.387364 
 983 , 0.314875 , 0.359217 , 0.399839 , 0.38503 , 0.408621 , 0.347366 , 0.40155 , 0.330854 , 0.265714 , 0.39046 , 0.34389 , 0.295082 , 0.324002 , 0.334668 , 0.328766 , 0.352719 , 0.391371 , 0.411274 , 0.328484 , 0.405097 , 0.293567 , 0.409108 , 0.398112 , 0.382981 , 0.396299 , 0.403269 , 0.399337 , 0.395891 , 0.375926 , 0.489009 , 0.373414 , 0.423901 , 0.400349 , 0.348489 , 0.410724 , 0.325847 , 0.31876 , 0.315228 , 0.307003 , 0.387462 
 984 , 0.314842 , 0.35894 , 0.400352 , 0.385559 , 0.408669 , 0.347671 , 0.402083 , 0.331836 , 0.264761 , 0.391761 , 0.344413 , 0.295405 , 0.323715 , 0.335313 , 0.32886 , 0.353137 , 0.390297 , 0.412835 , 0.328093 , 0.405998 , 0.293698 , 0.408434 , 0.398465 , 0.382692 , 0.396068 , 0.40408 , 0.400094 , 0.396922 , 0.376193 , 0.48948 , 0.373608 , 0.423885 , 0.401167 , 0.348603 , 0.411089 , 0.326832 , 0.319134 , 0.3155 , 0.306588 , 0.388073 
 985 , 0.314789 , 0.358649 , 0.400844 , 0.386083 , 0.408697 , 0.347983 , 0.402649 , 0.332816 , 0.263757 , 0.393084 , 0.344928 , 0.295731 , 0.3234 , 0.335942 , 0.32894 , 0.353562 , 0.389146 , 0.414448 , 0.327706 , 0.406931 , 0.293825 , 0.40772 , 0.398828 , 0.382379 , 0.395827 , 0.404899 , 0.400859 , 0.397968 , 0.376464 , 0.489961 , 0.373815 , 0.423887 , 0.402023 , 0.348725 , 0.411463 , 0.327831 , 0.319532 , 0.315805 , 0.306171 , 0.388709 
 986 , 0.314723 , 0.359825 , 0.40091 , 0.384808 , 0.408499 , 0.347741 , 0.403228 , 0.332187 , 0.262916 , 0.39383 , 0.345 , 0.296498 , 0.32311 , 0.33626 , 0.32918 , 0.354656 , 0.387596 , 0.415211 , 0.327958 , 0.407355 , 0.294149 , 0.407653 , 0.399375 , 0.382185 , 0.395765 , 0.406016 , 0.401325 , 0.398427 , 0.37624 , 0.490622 , 0.37404 , 0.424037 , 0.403064 , 0.348978 , 0.411976 , 0.328804 , 0.319351 , 0.316172 , 0.305928 , 0.38957 
 987 , 0.314594 , 0.361111 , 0.401009 , 0.383125 , 0.408718 , 0.347104 , 0.403085 , 0.331295 , 0.262772 , 0.394758 , 0.345428 , 0.297336 , 0.323046 , 0.33685 , 0.329815 , 0.355165 , 0.386571 , 0.414773 , 0.328123 , 0.407347 , 0.294719 , 0.408358 , 0.400061 , 0.382036 , 0.396113 , 0.407034 , 0.401738 , 0.398808 , 0.37562 , 0.491303 , 0.374202 , 0.423728 , 0.403563 , 0.349133 , 0.412149 , 0.329509 , 0.318816 , 0.315996 , 0.30582 , 0.390112 
 988 , 0.314436 , 0.362307 , 0.401157 , 0.381399 , 0.409185 , 0.346313 , 0.402581 , 0.330437 , 0.262965 , 0.395852 , 0.346087 , 0.298176 , 0.323098 , 0.337605 , 0.330641 , 0.355304 , 0.385836 , 0.413825 , 0.328168 , 0.407174 , 0.295398 , 0.409388 , 0.40082 , 0.3819 , 0.396658 , 0.40798 , 0.402158 , 0.399216 , 0.374858 , 0.491986 , 0.374334 , 0.423168 , 0.403762 , 0.349224 , 0.412127 , 0.330093 , 0.31816 , 0.315547 , 0.305758 , 0.390476 
 989 , 0.314459 , 0.363137 , 0.401181 , 0.380784 , 0.409597 , 0.345686 , 0.402638 , 0.329928 , 0.262977 , 0.396307 , 0.346626 , 0.298427 , 0.323322 , 0.337443 , 0.331056 , 0.355058 , 0.385861 , 0.413256 , 0.32818 , 0.407504 , 0.295943 , 0.410333 , 0.401384 , 0.381904 , 0.397098 , 0.408876 , 0.40274 , 0.399567 , 0.374303 , 0.492392 , 0.374703 , 0.423396 , 0.403923 , 0.349455 , 0.411657 , 0.330186 , 0.318652 , 0.315024 , 0.305856 , 0.390124 
 990 , 0.31522 , 0.363752 , 0.401433 , 0.381222 , 0.409748 , 0.345559 , 0.403545 , 0.329691 , 0.262926 , 0.395905 , 0.347059 , 0.298048 , 0.323653 , 0.336655 , 0.331065 , 0.354911 , 0.38693 , 0.413281 , 0.328152 , 0.40813 , 0.296328 , 0.41157 , 0.401684 , 0.382109 , 0.39757 , 0.409701 , 0.403466 , 0.399768 , 0.374171 , 0.492365 , 0.375223 , 0.424337 , 0.404354 , 0.349933 , 0.411193 , 0.329808 , 0.320111 , 0.314584 , 0.305955 , 0.389435 
 991 , 0.316971 , 0.364532 , 0.402287 , 0.381813 , 0.40952 , 0.346074 , 0.405127 , 0.329381 , 0.263032 , 0.394976 , 0.347478 , 0.297462 , 0.323921 , 0.336158 , 0.331012 , 0.355534 , 0.388685 , 0.413764 , 0.328141 , 0.408492 , 0.296654 , 0.413481 , 0.401816 , 0.382433 , 0.398247 , 0.410461 , 0.404217 , 0.399808 , 0.374447 , 0.491988 , 0.375655 , 0.425326 , 0.405315 , 0.350647 , 0.411434 , 0.329326 , 0.321521 , 0.314406 , 0.305793 , 0.389242 
 992 , 0.318604 , 0.365193 , 0.402998 , 0.382417 , 0.409131 , 0.346785 , 0.406174 , 0.329357 , 0.263387 , 0.394245 , 0.347898 , 0.296595 , 0.323874 , 0.335984 , 0.331059 , 0.35611 , 0.390409 , 0.414488 , 0.328376 , 0.408598 , 0.297011 , 0.415327 , 0.401978 , 0.382613 , 0.398974 , 0.411037 , 0.404857 , 0.39979 , 0.374738 , 0.491776 , 0.375962 , 0.426175 , 0.406057 , 0.351279 , 0.411657 , 0.328721 , 0.322604 , 0.314062 , 0.305882 , 0.389327 
 993 , 0.319684 , 0.365503 , 0.403202 , 0.383063 , 0.408264 , 0.348053 , 0.405552 , 0.330202 , 0.264425 , 0.394154 , 0.348265 , 0.294916 , 0.322923 , 0.336805 , 0.331404 , 0.356479 , 0.391851 , 0.415881 , 0.329431 , 0.407981 , 0.297408 , 0.416698 , 0.402211 , 0.382293 , 0.399806 , 0.411039 , 0.405065 , 0.399586 , 0.375085 , 0.492119 , 0.375926 , 0.426579 , 0.406047 , 0.351574 , 0.411785 , 0.32782 , 0.322585 , 0.313231 , 0.306762 , 0.390224 
 994 , 0.319754 , 0.366375 , 0.403402 , 0.384181 , 0.407771 , 0.349127 , 0.405201 , 0.330928 , 0.26478 , 0.393807 , 0.347996 , 0.293493 , 0.32267 , 0.337395 , 0.331573 , 0.356522 , 0.392126 , 0.416713 , 0.330622 , 0.408502 , 0.297422 , 0.41621 , 0.402294 , 0.381722 , 0.400479 , 0.411629 , 0.40506 , 0.39908 , 0.375742 , 0.492888 , 0.376433 , 0.427494 , 0.405759 , 0.351461 , 0.411417 , 0.327636 , 0.32278 , 0.312501 , 0.307598 , 0.390672 
 995 , 0.319827 , 0.367281 , 0.403603 , 0.38534 , 0.407256 , 0.350243 , 0.404829 , 0.331673 , 0.265139 , 0.393447 , 0.347713 , 0.292004 , 0.322404 , 0.338004 , 0.331743 , 0.356566 , 0.392402 , 0.417562 , 0.331861 , 0.409039 , 0.297432 , 0.4157 , 0.40237 , 0.381137 , 0.401168 , 0.412244 , 0.405041 , 0.398552 , 0.376416 , 0.493688 , 0.376966 , 0.428442 , 0.405449 , 0.351334 , 0.411034 , 0.327447 , 0.322977 , 0.311744 , 0.30846 , 0.391137 
 996 , 0.319881 , 0.367078 , 0.40435 , 0.385301 , 0.408228 , 0.349689 , 0.404051 , 0.330743 , 0.264693 , 0.393906 , 0.34641 , 0.292008 , 0.323177 , 0.337986 , 0.330019 , 0.355391 , 0.391766 , 0.417115 , 0.330593 , 0.409282 , 0.296349 , 0.414268 , 0.401558 , 0.381369 , 0.400607 , 0.412357 , 0.405129 , 0.398648 , 0.376288 , 0.49423 , 0.377035 , 0.428472 , 0.405247 , 0.351592 , 0.411381 , 0.327951 , 0.322154 , 0.312299 , 0.308202 , 0.391468 
 997 , 0.319392 , 0.366054 , 0.404454 , 0.384637 , 0.408856 , 0.348988 , 0.402332 , 0.329769 , 0.264343 , 0.394668 , 0.345561 , 0.292155 , 0.323795 , 0.337787 , 0.328385 , 0.354066 , 0.391256 , 0.417189 , 0.329148 , 0.409139 , 0.295205 , 0.4134 , 0.400547 , 0.382067 , 0.398818 , 0.411222 , 0.405115 , 0.398857 , 0.376014 , 0.494437 , 0.376132 , 0.42784 , 0.403857 , 0.351952 , 0.411875 , 0.328322 , 0.320972 , 0.312719 , 0.308191 , 0.391822 
 998 , 0.318714 , 0.364774 , 0.404341 , 0.383784 , 0.409366 , 0.348254 , 0.400281 , 0.328789 , 0.264033 , 0.395531 , 0.344854 , 0.292316 , 0.324368 , 0.337528 , 0.326771 , 0.352667 , 0.390788 , 0.417454 , 0.327642 , 0.408879 , 0.294035 , 0.412703 , 0.399457 , 0.382921 , 0.39663 , 0.409672 , 0.405071 , 0.399104 , 0.375697 , 0.494553 , 0.374911 , 0.426994 , 0.402048 , 0.352353 , 0.412413 , 0.328671 , 0.319664 , 0.313092 , 0.308271 , 0.392194 
 999 , 0.317993 , 0.363591 , 0.404431 , 0.383057 , 0.40959 , 0.347526 , 0.399657 , 0.328437 , 0.262454 , 0.395338 , 0.34462 , 0.292489 , 0.325084 , 0.33676 , 0.326387 , 0.352119 , 0.389205 , 0.417442 , 0.326285 , 0.408757 , 0.292677 , 0.412055 , 0.398259 , 0.383175 , 0.395621 , 0.408577 , 0.40502 , 0.399468 , 0.375432 , 0.494119 , 0.373265 , 0.426519 , 0.40056 , 0.351774 , 0.412951 , 0.32941 , 0.318378 , 0.312481 , 0.307385 , 0.392056 
 1000 , 0.317544 , 0.362292 , 0.404582 , 0.382522 , 0.409418 , 0.346716 , 0.399621 , 0.328362 , 0.259976 , 0.394997 , 0.344691 , 0.292564 , 0.325771 , 0.335537 , 0.326753 , 0.352157 , 0.387146 , 0.417166 , 0.324813 , 0.408343 , 0.291221 , 0.411703 , 0.397242 , 0.382962 , 0.395735 , 0.408193 , 0.405226 , 0.399903 , 0.374962 , 0.49323 , 0.371736 , 0.426187 , 0.400139 , 0.350736 , 0.413053 , 0.329971 , 0.317112 , 0.311287 , 0.305917 , 0.391425 
 1001 , 0.317453 , 0.360781 , 0.404697 , 0.382131 , 0.408962 , 0.345797 , 0.399365 , 0.328219 , 0.257174 , 0.395162 , 0.344809 , 0.29252 , 0.326368 , 0.334076 , 0.327239 , 0.352352 , 0.385205 , 0.416756 , 0.323106 , 0.407496 , 0.289744 , 0.411667 , 0.39648 , 0.38257 , 0.396409 , 0.408366 , 0.405755 , 0.400353 , 0.374212 , 0.492136 , 0.370582 , 0.425796 , 0.400784 , 0.349773 , 0.412647 , 0.330077 , 0.315822 , 0.309989 , 0.304375 , 0.390552 
 1002 , 0.316663 , 0.360155 , 0.404062 , 0.381838 , 0.408516 , 0.34547 , 0.39906 , 0.327489 , 0.255683 , 0.395412 , 0.344851 , 0.292396 , 0.326667 , 0.333039 , 0.328491 , 0.352703 , 0.383983 , 0.416641 , 0.322229 , 0.40677 , 0.288569 , 0.41189 , 0.395709 , 0.382034 , 0.396782 , 0.408586 , 0.406183 , 0.400946 , 0.373885 , 0.491359 , 0.370042 , 0.425393 , 0.401619 , 0.349141 , 0.412054 , 0.329704 , 0.314643 , 0.308999 , 0.303348 , 0.390003 
 1003 , 0.314382 , 0.361321 , 0.402098 , 0.381545 , 0.408378 , 0.345995 , 0.398801 , 0.325685 , 0.256663 , 0.395325 , 0.344527 , 0.29208 , 0.326068 , 0.33277 , 0.330903 , 0.353026 , 0.384014 , 0.416885 , 0.322897 , 0.406175 , 0.287839 , 0.412401 , 0.394809 , 0.381108 , 0.396465 , 0.40869 , 0.406144 , 0.401644 , 0.374242 , 0.491289 , 0.370523 , 0.425071 , 0.402472 , 0.348964 , 0.411167 , 0.328529 , 0.313648 , 0.308648 , 0.303219 , 0.390099 
 1004 , 0.310903 , 0.363332 , 0.400127 , 0.380392 , 0.409504 , 0.345367 , 0.399082 , 0.323735 , 0.257906 , 0.392958 , 0.343112 , 0.291519 , 0.323712 , 0.332215 , 0.33234 , 0.351826 , 0.383418 , 0.416298 , 0.323673 , 0.405057 , 0.286456 , 0.411938 , 0.393232 , 0.379471 , 0.395611 , 0.407772 , 0.404753 , 0.401648 , 0.374135 , 0.491621 , 0.370461 , 0.425167 , 0.401921 , 0.347855 , 0.410424 , 0.327495 , 0.312323 , 0.308485 , 0.302541 , 0.390298 
 1005 , 0.307521 , 0.365182 , 0.398195 , 0.379154 , 0.410593 , 0.344591 , 0.399324 , 0.321858 , 0.259057 , 0.390594 , 0.341671 , 0.290808 , 0.321196 , 0.331593 , 0.333556 , 0.350502 , 0.3829 , 0.415601 , 0.324272 , 0.40381 , 0.285045 , 0.411388 , 0.391692 , 0.377861 , 0.394706 , 0.406684 , 0.403296 , 0.401528 , 0.373944 , 0.491961 , 0.370268 , 0.425281 , 0.401326 , 0.346678 , 0.409651 , 0.326445 , 0.311049 , 0.308299 , 0.301828 , 0.390384 
