AUG6NANT00050.spu,AUG6NANT00049.spu,AUG6NANT00048.spu,AUG6NANT00047.spu,AUG6NANT00046.spu,
Wavelength,AUG6NANT00051.spu,AUG6NANT00052.spu,AUG6NANT00053.spu,AUG6NANT00054.spu,AUG6NANT00055.spu,AUG6NANT00056.spu,AUG6NANT00057.spu,AUG6NANT00058.spu,AUG6NANT00059.spu,AUG6NANT00060.spu,AUG6NANT00061.spu,AUG6NANT00062.spu,AUG6NANT00063.spu,AUG6NANT00064.spu,AUG6NANT00065.spu,AUG6NANT00066.spu,AUG6NANT00067.spu,AUG6NANT00068.spu,AUG6NANT00069.spu,AUG6NANT00070.spu
  (nm),8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1
  time  ,28:08 AM,28:15 AM,28:20 AM,28:27 AM,28:35 AM,29:10 AM,29:17 AM,29:24 AM,29:31 AM,29:40 AM,30:09 AM,30:17 AM,31:03 AM,31:09 AM,31:16 AM,31:45 AM,31:50 AM,31:57 AM,32:04 AM,32:13 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 475 , 0.047392 , 0.041708 , 0.045922 , 0.044552 , 0.055111 , 0.037747 , 0.038461 , 0.037113 , 0.053441 , 0.053583 , 0.058522 , 0.046012 , 0.031582 , 0.054509 , 0.035267 , 0.052663 , 0.053113 , 0.031476 , 0.046715 , 0.04185 
 476 , 0.047584 , 0.041843 , 0.0461 , 0.044705 , 0.055361 , 0.037914 , 0.03863 , 0.037204 , 0.053712 , 0.053818 , 0.058764 , 0.04619 , 0.031648 , 0.054635 , 0.035412 , 0.052906 , 0.053277 , 0.031643 , 0.046847 , 0.042092 
 477 , 0.047705 , 0.041993 , 0.046201 , 0.044884 , 0.055563 , 0.038051 , 0.038705 , 0.037323 , 0.053942 , 0.054011 , 0.058979 , 0.046297 , 0.031686 , 0.054792 , 0.035485 , 0.05306 , 0.053512 , 0.031787 , 0.04703 , 0.042238 
 478 , 0.047801 , 0.042148 , 0.046268 , 0.045071 , 0.055743 , 0.038172 , 0.038747 , 0.037453 , 0.054157 , 0.054178 , 0.059187 , 0.046385 , 0.031715 , 0.054961 , 0.035526 , 0.053178 , 0.053774 , 0.031933 , 0.047242 , 0.042345 
 479 , 0.047898 , 0.042303 , 0.046341 , 0.045258 , 0.055925 , 0.038293 , 0.038789 , 0.037589 , 0.054378 , 0.054351 , 0.059397 , 0.046474 , 0.031744 , 0.05513 , 0.035568 , 0.053295 , 0.054031 , 0.032074 , 0.04745 , 0.042458 
 480 , 0.047942 , 0.042352 , 0.046367 , 0.045374 , 0.05601 , 0.038342 , 0.038812 , 0.037648 , 0.054494 , 0.054451 , 0.059502 , 0.046511 , 0.031748 , 0.055193 , 0.035587 , 0.053346 , 0.054136 , 0.032148 , 0.047584 , 0.042501 
 481 , 0.047887 , 0.042216 , 0.046338 , 0.045358 , 0.055917 , 0.038276 , 0.038814 , 0.037594 , 0.054437 , 0.054426 , 0.059432 , 0.04646 , 0.031721 , 0.055071 , 0.035571 , 0.053271 , 0.053974 , 0.032104 , 0.047595 , 0.042419 
 482 , 0.047832 , 0.042076 , 0.046303 , 0.045347 , 0.05583 , 0.038204 , 0.03881 , 0.037535 , 0.05438 , 0.054401 , 0.059361 , 0.046409 , 0.031699 , 0.054948 , 0.035549 , 0.053196 , 0.053807 , 0.032055 , 0.047599 , 0.042341 
 483 , 0.047782 , 0.041945 , 0.046267 , 0.04533 , 0.055747 , 0.038137 , 0.03881 , 0.037481 , 0.054322 , 0.054381 , 0.05929 , 0.046357 , 0.031671 , 0.054831 , 0.035532 , 0.053126 , 0.053645 , 0.03201 , 0.047607 , 0.042263 
 484 , 0.047753 , 0.04192 , 0.046243 , 0.045246 , 0.05576 , 0.038109 , 0.038737 , 0.037476 , 0.054282 , 0.054314 , 0.059318 , 0.04627 , 0.031559 , 0.054805 , 0.035481 , 0.053068 , 0.053659 , 0.031997 , 0.047505 , 0.042316 
 485 , 0.047727 , 0.041894 , 0.046223 , 0.045161 , 0.05578 , 0.038081 , 0.03867 , 0.037476 , 0.054244 , 0.054255 , 0.059341 , 0.046186 , 0.031448 , 0.054781 , 0.035435 , 0.053014 , 0.053671 , 0.031985 , 0.047396 , 0.042373 
 486 , 0.047701 , 0.041873 , 0.046197 , 0.045075 , 0.055794 , 0.038057 , 0.038597 , 0.03747 , 0.054206 , 0.05419 , 0.059363 , 0.046097 , 0.031338 , 0.054756 , 0.035389 , 0.052958 , 0.053687 , 0.031977 , 0.047292 , 0.042423 
 487 , 0.047911 , 0.042073 , 0.046366 , 0.045272 , 0.056063 , 0.038241 , 0.038738 , 0.037665 , 0.054419 , 0.054434 , 0.059665 , 0.046277 , 0.031476 , 0.054989 , 0.035586 , 0.053204 , 0.053937 , 0.032126 , 0.047524 , 0.042586 
 488 , 0.048251 , 0.042392 , 0.046631 , 0.045613 , 0.056461 , 0.038531 , 0.038987 , 0.037964 , 0.054767 , 0.054835 , 0.060107 , 0.046599 , 0.031743 , 0.055349 , 0.035903 , 0.053597 , 0.054321 , 0.032362 , 0.047926 , 0.042801 
 489 , 0.048582 , 0.042706 , 0.046895 , 0.045954 , 0.056861 , 0.038822 , 0.039237 , 0.038265 , 0.055116 , 0.055237 , 0.060545 , 0.046916 , 0.03201 , 0.05571 , 0.036215 , 0.053991 , 0.054701 , 0.032598 , 0.048325 , 0.043021 
 490 , 0.049 , 0.043073 , 0.04724 , 0.046365 , 0.05736 , 0.039185 , 0.039575 , 0.038621 , 0.055585 , 0.055753 , 0.061085 , 0.04733 , 0.032336 , 0.056159 , 0.036572 , 0.054463 , 0.055163 , 0.03291 , 0.048789 , 0.043363 
 491 , 0.049606 , 0.043572 , 0.047787 , 0.046939 , 0.058111 , 0.039738 , 0.040125 , 0.039112 , 0.056346 , 0.056536 , 0.061855 , 0.047967 , 0.032791 , 0.056812 , 0.037007 , 0.055121 , 0.055815 , 0.033401 , 0.049404 , 0.043985 
 492 , 0.050211 , 0.044068 , 0.048327 , 0.047515 , 0.058862 , 0.040289 , 0.040679 , 0.039601 , 0.057111 , 0.05732 , 0.062625 , 0.048604 , 0.033255 , 0.057464 , 0.037445 , 0.055777 , 0.056471 , 0.03389 , 0.050019 , 0.044607 
 493 , 0.050819 , 0.044567 , 0.048874 , 0.048085 , 0.059607 , 0.040839 , 0.041226 , 0.040092 , 0.057872 , 0.058103 , 0.063393 , 0.04924 , 0.033711 , 0.058113 , 0.037879 , 0.056432 , 0.05713 , 0.034377 , 0.050636 , 0.045227 
 494 , 0.051368 , 0.045072 , 0.049354 , 0.048663 , 0.06031 , 0.04133 , 0.041708 , 0.040709 , 0.058609 , 0.058809 , 0.064176 , 0.049813 , 0.034105 , 0.058798 , 0.038284 , 0.057 , 0.057777 , 0.034855 , 0.051282 , 0.04572 
 495 , 0.051912 , 0.045575 , 0.049834 , 0.049237 , 0.061006 , 0.041821 , 0.042179 , 0.041343 , 0.05934 , 0.059513 , 0.064961 , 0.050382 , 0.034491 , 0.059486 , 0.038685 , 0.057566 , 0.058428 , 0.035332 , 0.051928 , 0.046199 
 496 , 0.052459 , 0.046076 , 0.050311 , 0.04981 , 0.061705 , 0.042314 , 0.042652 , 0.041971 , 0.060075 , 0.060222 , 0.065744 , 0.050949 , 0.034878 , 0.060173 , 0.039081 , 0.058129 , 0.059077 , 0.035811 , 0.052579 , 0.046686 
 497 , 0.052967 , 0.046521 , 0.050827 , 0.05034 , 0.06238 , 0.042805 , 0.043177 , 0.042542 , 0.060749 , 0.060918 , 0.066435 , 0.051561 , 0.035319 , 0.060825 , 0.039549 , 0.058658 , 0.059611 , 0.036271 , 0.053202 , 0.047139 
 498 , 0.053442 , 0.046921 , 0.051363 , 0.050837 , 0.063035 , 0.043296 , 0.043729 , 0.043065 , 0.061378 , 0.061614 , 0.067049 , 0.052197 , 0.035793 , 0.061461 , 0.040065 , 0.059163 , 0.060051 , 0.036719 , 0.05381 , 0.047568 
 499 , 0.053924 , 0.047328 , 0.051901 , 0.05133 , 0.063692 , 0.043783 , 0.044288 , 0.04359 , 0.062016 , 0.062312 , 0.067666 , 0.052836 , 0.036274 , 0.062087 , 0.040578 , 0.059663 , 0.060498 , 0.03717 , 0.054413 , 0.048004 
 500 , 0.054454 , 0.047787 , 0.05247 , 0.051864 , 0.064409 , 0.044289 , 0.044867 , 0.044184 , 0.062712 , 0.063053 , 0.068364 , 0.053489 , 0.036774 , 0.062773 , 0.041121 , 0.0602 , 0.061015 , 0.037661 , 0.055049 , 0.048504 
 501 , 0.055156 , 0.048452 , 0.053137 , 0.052512 , 0.065329 , 0.044867 , 0.045548 , 0.045011 , 0.063614 , 0.063924 , 0.069328 , 0.054194 , 0.037377 , 0.063653 , 0.041747 , 0.060837 , 0.061772 , 0.03829 , 0.055781 , 0.049232 
 502 , 0.055864 , 0.049115 , 0.053797 , 0.053159 , 0.06625 , 0.045438 , 0.046227 , 0.045838 , 0.064517 , 0.064795 , 0.070288 , 0.054903 , 0.037979 , 0.064528 , 0.042378 , 0.061479 , 0.062523 , 0.038918 , 0.056508 , 0.049965 
 503 , 0.056569 , 0.049783 , 0.054461 , 0.053803 , 0.06717 , 0.046013 , 0.046905 , 0.046665 , 0.065414 , 0.065665 , 0.071253 , 0.05561 , 0.038579 , 0.065408 , 0.043007 , 0.062118 , 0.063278 , 0.039544 , 0.057239 , 0.050692 
 504 , 0.057452 , 0.050651 , 0.055271 , 0.054738 , 0.068379 , 0.0469 , 0.047836 , 0.047735 , 0.066523 , 0.066916 , 0.072489 , 0.056672 , 0.039516 , 0.066546 , 0.043872 , 0.06312 , 0.064292 , 0.04034 , 0.058309 , 0.051537 
 505 , 0.058361 , 0.051546 , 0.056093 , 0.05571 , 0.069639 , 0.047823 , 0.048805 , 0.048838 , 0.067664 , 0.068234 , 0.073768 , 0.05778 , 0.0405 , 0.06772 , 0.044771 , 0.064172 , 0.065345 , 0.041172 , 0.059422 , 0.052404 
 506 , 0.059272 , 0.052449 , 0.056922 , 0.056689 , 0.070891 , 0.048754 , 0.04977 , 0.049946 , 0.068802 , 0.069546 , 0.075052 , 0.058892 , 0.041488 , 0.068893 , 0.045666 , 0.065221 , 0.066396 , 0.042005 , 0.060538 , 0.053266 
 507 , 0.060207 , 0.053332 , 0.057803 , 0.057643 , 0.072166 , 0.0497 , 0.050808 , 0.051093 , 0.070007 , 0.070881 , 0.07634 , 0.060042 , 0.042464 , 0.070058 , 0.046565 , 0.066226 , 0.067409 , 0.042927 , 0.061652 , 0.054211 
 508 , 0.061176 , 0.054203 , 0.058735 , 0.05858 , 0.073449 , 0.050671 , 0.051901 , 0.052285 , 0.071266 , 0.072243 , 0.077624 , 0.061222 , 0.043441 , 0.071209 , 0.047467 , 0.067194 , 0.068383 , 0.043889 , 0.062778 , 0.055232 
 509 , 0.062134 , 0.055076 , 0.059668 , 0.059517 , 0.074736 , 0.05164 , 0.052991 , 0.053476 , 0.07253 , 0.073604 , 0.078906 , 0.062399 , 0.04442 , 0.072362 , 0.048371 , 0.068163 , 0.069353 , 0.044859 , 0.063895 , 0.056248 
 510 , 0.063051 , 0.055925 , 0.060554 , 0.060432 , 0.075986 , 0.052574 , 0.054067 , 0.054671 , 0.073761 , 0.074923 , 0.080139 , 0.063545 , 0.045389 , 0.073494 , 0.049246 , 0.06908 , 0.070288 , 0.04579 , 0.064991 , 0.057226 
 511 , 0.063734 , 0.05665 , 0.061193 , 0.061222 , 0.077055 , 0.053346 , 0.055009 , 0.055876 , 0.074845 , 0.076014 , 0.081162 , 0.064514 , 0.046296 , 0.074519 , 0.050001 , 0.069737 , 0.071017 , 0.046587 , 0.065939 , 0.05797 
 512 , 0.064417 , 0.057377 , 0.061826 , 0.062018 , 0.078131 , 0.054122 , 0.055956 , 0.057086 , 0.075936 , 0.077106 , 0.082184 , 0.065477 , 0.047203 , 0.075545 , 0.05075 , 0.070398 , 0.071743 , 0.047384 , 0.066886 , 0.058722 
 513 , 0.065095 , 0.0581 , 0.06246 , 0.06281 , 0.079197 , 0.054893 , 0.056904 , 0.058286 , 0.077017 , 0.078195 , 0.083208 , 0.066448 , 0.048113 , 0.076568 , 0.0515 , 0.071059 , 0.072464 , 0.048183 , 0.067829 , 0.05947 
 514 , 0.065837 , 0.058875 , 0.063199 , 0.063649 , 0.080369 , 0.055787 , 0.05804 , 0.059622 , 0.078087 , 0.0794 , 0.084314 , 0.067594 , 0.049204 , 0.07769 , 0.052437 , 0.071784 , 0.07322 , 0.049105 , 0.068854 , 0.060299 
 515 , 0.066588 , 0.05966 , 0.063959 , 0.064497 , 0.081556 , 0.056703 , 0.059227 , 0.060986 , 0.079143 , 0.080627 , 0.085435 , 0.068785 , 0.050324 , 0.078828 , 0.053409 , 0.072518 , 0.073973 , 0.050049 , 0.069895 , 0.061143 
 516 , 0.067341 , 0.060446 , 0.064727 , 0.065346 , 0.082745 , 0.057621 , 0.060411 , 0.062352 , 0.080206 , 0.081856 , 0.086563 , 0.069978 , 0.051451 , 0.079973 , 0.054381 , 0.073253 , 0.074733 , 0.050995 , 0.070937 , 0.061996 
 517 , 0.068286 , 0.061425 , 0.065673 , 0.066376 , 0.084206 , 0.058688 , 0.061753 , 0.063962 , 0.081505 , 0.083333 , 0.087945 , 0.071351 , 0.052753 , 0.081341 , 0.055489 , 0.074204 , 0.075722 , 0.05212 , 0.072136 , 0.063071 
 518 , 0.069467 , 0.062642 , 0.066844 , 0.067646 , 0.086008 , 0.059948 , 0.06329 , 0.065872 , 0.083084 , 0.085123 , 0.08965 , 0.072951 , 0.054283 , 0.08299 , 0.056776 , 0.075421 , 0.077007 , 0.05347 , 0.073529 , 0.064416 
 519 , 0.070646 , 0.063851 , 0.068013 , 0.068914 , 0.087812 , 0.061206 , 0.064829 , 0.067782 , 0.084664 , 0.086911 , 0.091352 , 0.074554 , 0.05581 , 0.08464 , 0.058057 , 0.076635 , 0.078283 , 0.05482 , 0.074915 , 0.065766 
 520 , 0.071858 , 0.0651 , 0.069204 , 0.070218 , 0.089657 , 0.062499 , 0.0664 , 0.069729 , 0.086293 , 0.08875 , 0.093105 , 0.0762 , 0.057375 , 0.086329 , 0.05938 , 0.0779 , 0.079612 , 0.056194 , 0.076356 , 0.06714 
 521 , 0.073332 , 0.066668 , 0.070587 , 0.071845 , 0.091899 , 0.064151 , 0.068311 , 0.07199 , 0.088347 , 0.091014 , 0.095252 , 0.078269 , 0.059281 , 0.088389 , 0.061027 , 0.079587 , 0.081375 , 0.057752 , 0.078203 , 0.068721 
 522 , 0.074804 , 0.068238 , 0.071965 , 0.073473 , 0.094138 , 0.0658 , 0.07022 , 0.074251 , 0.090399 , 0.093268 , 0.097402 , 0.080337 , 0.06118 , 0.090441 , 0.062675 , 0.081267 , 0.083139 , 0.059313 , 0.080057 , 0.070299 
 523 , 0.076279 , 0.069808 , 0.073344 , 0.075106 , 0.096378 , 0.067451 , 0.072135 , 0.076512 , 0.092455 , 0.095531 , 0.099552 , 0.082399 , 0.06308 , 0.092498 , 0.06432 , 0.082952 , 0.084904 , 0.060876 , 0.081902 , 0.071883 
 524 , 0.077788 , 0.071346 , 0.074713 , 0.076715 , 0.098594 , 0.069114 , 0.074099 , 0.078842 , 0.094521 , 0.097844 , 0.101719 , 0.084459 , 0.064911 , 0.094546 , 0.065897 , 0.084601 , 0.086573 , 0.062506 , 0.083702 , 0.073547 
 525 , 0.079307 , 0.072864 , 0.076076 , 0.078324 , 0.100798 , 0.070785 , 0.076082 , 0.081192 , 0.096584 , 0.100172 , 0.103891 , 0.086521 , 0.066721 , 0.09659 , 0.06746 , 0.086245 , 0.088205 , 0.064166 , 0.085488 , 0.075243 
 526 , 0.080828 , 0.074378 , 0.077439 , 0.07993 , 0.103007 , 0.072449 , 0.078065 , 0.083541 , 0.098656 , 0.102507 , 0.106068 , 0.088575 , 0.068534 , 0.098637 , 0.069015 , 0.087886 , 0.08984 , 0.065821 , 0.087273 , 0.076933 
 527 , 0.082333 , 0.075889 , 0.078814 , 0.081567 , 0.105215 , 0.074082 , 0.080028 , 0.085897 , 0.100739 , 0.1048 , 0.108236 , 0.09061 , 0.070359 , 0.100681 , 0.070557 , 0.089499 , 0.091504 , 0.067466 , 0.08909 , 0.078591 
 528 , 0.083819 , 0.077384 , 0.080208 , 0.083258 , 0.107423 , 0.075656 , 0.081975 , 0.088274 , 0.102845 , 0.107036 , 0.110395 , 0.092613 , 0.072206 , 0.102729 , 0.072071 , 0.091072 , 0.093206 , 0.069099 , 0.09095 , 0.080201 
 529 , 0.085304 , 0.078887 , 0.081607 , 0.084946 , 0.109634 , 0.077233 , 0.083918 , 0.090655 , 0.104954 , 0.109276 , 0.11255 , 0.094618 , 0.074057 , 0.104785 , 0.073582 , 0.092646 , 0.094918 , 0.070738 , 0.092809 , 0.081809 
 530 , 0.08679 , 0.080377 , 0.082999 , 0.086626 , 0.111841 , 0.078807 , 0.085857 , 0.093018 , 0.107052 , 0.111506 , 0.114699 , 0.096619 , 0.075897 , 0.106828 , 0.075089 , 0.094214 , 0.096619 , 0.072369 , 0.094667 , 0.083413 
 531 , 0.088117 , 0.081757 , 0.084281 , 0.088117 , 0.113788 , 0.080227 , 0.08762 , 0.095186 , 0.108873 , 0.113576 , 0.116617 , 0.098465 , 0.077544 , 0.1087 , 0.076537 , 0.095769 , 0.098134 , 0.073814 , 0.096425 , 0.084864 
 532 , 0.089443 , 0.083139 , 0.085556 , 0.089596 , 0.11574 , 0.081643 , 0.089382 , 0.097349 , 0.110691 , 0.115646 , 0.118538 , 0.100307 , 0.079199 , 0.110558 , 0.077983 , 0.097316 , 0.099646 , 0.075259 , 0.098177 , 0.086311 
 533 , 0.090771 , 0.084518 , 0.086841 , 0.091081 , 0.117694 , 0.083065 , 0.091148 , 0.099515 , 0.112512 , 0.117715 , 0.120454 , 0.102153 , 0.080843 , 0.112417 , 0.07943 , 0.098868 , 0.101164 , 0.076711 , 0.099932 , 0.087763 
 534 , 0.091923 , 0.085647 , 0.087917 , 0.092316 , 0.119398 , 0.084264 , 0.0926 , 0.10137 , 0.114031 , 0.119459 , 0.122116 , 0.103695 , 0.082197 , 0.113963 , 0.080597 , 0.10011 , 0.102468 , 0.078002 , 0.101343 , 0.089042 
 535 , 0.092987 , 0.086657 , 0.088899 , 0.09345 , 0.120984 , 0.085355 , 0.09392 , 0.103085 , 0.115411 , 0.121052 , 0.123642 , 0.105102 , 0.083407 , 0.115363 , 0.081642 , 0.101218 , 0.103671 , 0.07923 , 0.102587 , 0.090234 
 536 , 0.09405 , 0.087673 , 0.089885 , 0.094591 , 0.12258 , 0.086454 , 0.095235 , 0.104805 , 0.116792 , 0.122642 , 0.12517 , 0.106504 , 0.084618 , 0.116765 , 0.082686 , 0.102325 , 0.104866 , 0.080453 , 0.103839 , 0.091434 
 537 , 0.095072 , 0.088661 , 0.090809 , 0.095698 , 0.124088 , 0.087511 , 0.096483 , 0.106454 , 0.118105 , 0.124178 , 0.126629 , 0.107859 , 0.08579 , 0.118077 , 0.08369 , 0.103403 , 0.106048 , 0.08161 , 0.105077 , 0.092552 
 538 , 0.096013 , 0.089596 , 0.091636 , 0.09676 , 0.125438 , 0.088476 , 0.097611 , 0.107963 , 0.119304 , 0.125625 , 0.127962 , 0.109118 , 0.086892 , 0.119207 , 0.084631 , 0.104464 , 0.107202 , 0.082618 , 0.10629 , 0.093503 
 539 , 0.096959 , 0.090535 , 0.092459 , 0.09782 , 0.126781 , 0.089445 , 0.098737 , 0.109474 , 0.120496 , 0.127066 , 0.129295 , 0.110384 , 0.087986 , 0.120343 , 0.085569 , 0.105515 , 0.108356 , 0.083625 , 0.107502 , 0.094459 
 540 , 0.097896 , 0.091479 , 0.093286 , 0.098879 , 0.128124 , 0.090405 , 0.09987 , 0.11098 , 0.121693 , 0.128515 , 0.130628 , 0.11165 , 0.089087 , 0.121477 , 0.086513 , 0.106572 , 0.109502 , 0.084637 , 0.108721 , 0.095413 
 541 , 0.098844 , 0.092377 , 0.094086 , 0.099853 , 0.129433 , 0.091382 , 0.100946 , 0.112338 , 0.122917 , 0.129944 , 0.131871 , 0.112856 , 0.090016 , 0.12256 , 0.087332 , 0.10758 , 0.110544 , 0.08577 , 0.109892 , 0.096427 
 542 , 0.099784 , 0.093273 , 0.094892 , 0.100818 , 0.130732 , 0.092358 , 0.102008 , 0.113685 , 0.124144 , 0.131372 , 0.133111 , 0.114051 , 0.090951 , 0.123644 , 0.088156 , 0.108582 , 0.11158 , 0.086903 , 0.111073 , 0.097447 
 543 , 0.100729 , 0.094167 , 0.095694 , 0.101789 , 0.132037 , 0.093333 , 0.103076 , 0.115032 , 0.125363 , 0.132801 , 0.134342 , 0.115245 , 0.091876 , 0.124733 , 0.08897 , 0.109581 , 0.112614 , 0.088044 , 0.112261 , 0.098459 
 544 , 0.101705 , 0.095078 , 0.09652 , 0.102828 , 0.133372 , 0.094233 , 0.104113 , 0.116388 , 0.126581 , 0.134182 , 0.135609 , 0.116409 , 0.092812 , 0.125871 , 0.0898 , 0.110549 , 0.113653 , 0.08909 , 0.113468 , 0.099425 
 545 , 0.102711 , 0.096009 , 0.097365 , 0.10391 , 0.13473 , 0.095088 , 0.105131 , 0.11775 , 0.1278 , 0.135537 , 0.136929 , 0.117571 , 0.09376 , 0.127036 , 0.090641 , 0.111483 , 0.114695 , 0.090077 , 0.114688 , 0.100363 
 546 , 0.103714 , 0.09693 , 0.098206 , 0.104998 , 0.136096 , 0.095947 , 0.106153 , 0.119105 , 0.12901 , 0.136892 , 0.138247 , 0.11874 , 0.094699 , 0.128199 , 0.091479 , 0.112421 , 0.115734 , 0.091063 , 0.115914 , 0.101304 
 547 , 0.10464 , 0.097786 , 0.098997 , 0.106009 , 0.13735 , 0.096756 , 0.107104 , 0.120379 , 0.130136 , 0.138165 , 0.139469 , 0.119831 , 0.095581 , 0.129272 , 0.09228 , 0.113331 , 0.116725 , 0.091985 , 0.117057 , 0.102175 
 548 , 0.105325 , 0.098488 , 0.099689 , 0.106852 , 0.138325 , 0.09746 , 0.107886 , 0.121438 , 0.131003 , 0.139244 , 0.140416 , 0.1207 , 0.096288 , 0.130106 , 0.09296 , 0.114188 , 0.117611 , 0.092721 , 0.118008 , 0.102879 
 549 , 0.10601 , 0.099189 , 0.10038 , 0.107695 , 0.1393 , 0.098157 , 0.108661 , 0.122491 , 0.131876 , 0.140317 , 0.14137 , 0.121562 , 0.096988 , 0.130932 , 0.093639 , 0.115039 , 0.118496 , 0.093458 , 0.118961 , 0.103591 
 550 , 0.106689 , 0.099885 , 0.101067 , 0.108541 , 0.140278 , 0.098857 , 0.109446 , 0.123549 , 0.132752 , 0.141394 , 0.14232 , 0.122434 , 0.097697 , 0.131768 , 0.094314 , 0.115892 , 0.119385 , 0.094197 , 0.11991 , 0.104297 
 551 , 0.107259 , 0.100313 , 0.101534 , 0.109065 , 0.141031 , 0.099261 , 0.109826 , 0.124171 , 0.133281 , 0.142018 , 0.142925 , 0.122994 , 0.098098 , 0.132221 , 0.094669 , 0.116413 , 0.11993 , 0.094801 , 0.120478 , 0.104854 
 552 , 0.107828 , 0.100723 , 0.10199 , 0.109571 , 0.141771 , 0.099639 , 0.110179 , 0.124763 , 0.133794 , 0.142599 , 0.143507 , 0.12354 , 0.098474 , 0.132659 , 0.095002 , 0.116918 , 0.120456 , 0.095398 , 0.121013 , 0.105389 
 553 , 0.108391 , 0.101133 , 0.102447 , 0.110078 , 0.142513 , 0.100025 , 0.110541 , 0.125356 , 0.134301 , 0.14318 , 0.14409 , 0.124087 , 0.098858 , 0.133098 , 0.095329 , 0.117409 , 0.120975 , 0.095997 , 0.121555 , 0.105925 
 554 , 0.108761 , 0.101429 , 0.102707 , 0.110407 , 0.142978 , 0.100253 , 0.110686 , 0.125623 , 0.134602 , 0.143536 , 0.144432 , 0.124345 , 0.099019 , 0.133294 , 0.095522 , 0.117732 , 0.12134 , 0.096359 , 0.121935 , 0.106205 
 555 , 0.108982 , 0.101653 , 0.102821 , 0.11062 , 0.143212 , 0.100368 , 0.110679 , 0.125646 , 0.13473 , 0.143726 , 0.144556 , 0.124338 , 0.099017 , 0.13332 , 0.095609 , 0.117912 , 0.121584 , 0.096542 , 0.122209 , 0.106309 
 556 , 0.109203 , 0.101878 , 0.102935 , 0.110825 , 0.143454 , 0.100483 , 0.110671 , 0.125668 , 0.134858 , 0.143916 , 0.144679 , 0.124332 , 0.099022 , 0.133346 , 0.095697 , 0.118092 , 0.121836 , 0.096732 , 0.122475 , 0.106407 
 557 , 0.109384 , 0.102033 , 0.103031 , 0.110991 , 0.14361 , 0.100565 , 0.110602 , 0.125613 , 0.134924 , 0.144051 , 0.144726 , 0.124278 , 0.098944 , 0.133302 , 0.095723 , 0.118203 , 0.122003 , 0.096868 , 0.1227 , 0.106464 
 558 , 0.109451 , 0.101939 , 0.103066 , 0.111055 , 0.143536 , 0.100525 , 0.110337 , 0.125304 , 0.1348 , 0.144004 , 0.144517 , 0.124103 , 0.098644 , 0.133028 , 0.095539 , 0.118084 , 0.121921 , 0.096857 , 0.122777 , 0.106376 
 559 , 0.109514 , 0.10185 , 0.103106 , 0.111114 , 0.143452 , 0.100483 , 0.110069 , 0.124996 , 0.13467 , 0.143956 , 0.144314 , 0.123922 , 0.098335 , 0.132748 , 0.095354 , 0.11796 , 0.121847 , 0.096852 , 0.122855 , 0.106292 
 560 , 0.109583 , 0.101761 , 0.103146 , 0.111173 , 0.143375 , 0.100441 , 0.109802 , 0.124689 , 0.134546 , 0.143907 , 0.144111 , 0.123749 , 0.098028 , 0.132475 , 0.09517 , 0.117836 , 0.121766 , 0.096847 , 0.122932 , 0.1062 
 561 , 0.109573 , 0.101683 , 0.103094 , 0.111202 , 0.143256 , 0.100229 , 0.109406 , 0.124291 , 0.13437 , 0.143627 , 0.143816 , 0.123353 , 0.097625 , 0.132196 , 0.094949 , 0.117681 , 0.121637 , 0.096753 , 0.12291 , 0.106039 
 562 , 0.109557 , 0.101603 , 0.103024 , 0.111231 , 0.143127 , 0.099993 , 0.108977 , 0.123884 , 0.134187 , 0.143315 , 0.143482 , 0.122912 , 0.097202 , 0.13191 , 0.094729 , 0.117518 , 0.121498 , 0.096643 , 0.122861 , 0.105881 
 563 , 0.109545 , 0.101514 , 0.102952 , 0.111252 , 0.142995 , 0.099757 , 0.108555 , 0.123469 , 0.134002 , 0.142995 , 0.143154 , 0.122471 , 0.096778 , 0.131631 , 0.094508 , 0.11736 , 0.121358 , 0.09654 , 0.122826 , 0.105721 
 564 , 0.109408 , 0.101339 , 0.102823 , 0.111138 , 0.142715 , 0.099452 , 0.108018 , 0.122867 , 0.133652 , 0.142557 , 0.142686 , 0.121901 , 0.096231 , 0.131202 , 0.094192 , 0.117139 , 0.121173 , 0.096296 , 0.122658 , 0.105432 
 565 , 0.109189 , 0.101098 , 0.10266 , 0.110909 , 0.14232 , 0.099091 , 0.107397 , 0.122103 , 0.133183 , 0.142019 , 0.142119 , 0.121222 , 0.095601 , 0.130631 , 0.093781 , 0.116843 , 0.120949 , 0.095917 , 0.122383 , 0.105032 
 566 , 0.108959 , 0.100854 , 0.102493 , 0.110677 , 0.141921 , 0.098737 , 0.10677 , 0.121334 , 0.132711 , 0.141472 , 0.141557 , 0.120543 , 0.094966 , 0.130059 , 0.093376 , 0.116551 , 0.120728 , 0.095536 , 0.122111 , 0.104632 
