  time  ,10:54 AM,10:59 AM,11:04 AM,11:12 AM,11:21 AM,11:57 AM,12:06 AM,12:13 AM,12:23 AM,12:30 AM,13:14 AM,13:20 AM,13:28 AM,13:38 AM,13:45 AM,14:29 AM,14:37 AM,14:45 AM,14:52 AM,14:57 AM,17:00 AM,17:09 AM,17:16 AM,17:23 AM,17:29 AM,18:08 AM,18:14 AM,18:21 AM,18:26 AM,18:34 AM,19:34 AM,19:41 AM,19:47 AM,19:52 AM,19:58 AM,20:37 AM,20:44 AM,20:50 AM,20:57 AM,21:04 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 701 , 0.178885 , 0.10506 , 0.098882 , 0.153902 , 0.139614 , 0.154217 , 0.12814 , 0.123849 , 0.125258 , 0.156641 , 0.153791 , 0.161753 , 0.178732 , 0.160264 , 0.136307 , 0.163761 , 0.158187 , 0.170508 , 0.164839 , 0.152902 , 0.103009 , 0.090831 , 0.090021 , 0.108163 , 0.095006 , 0.144678 , 0.142165 , 0.19303 , 0.181661 , 0.1858 , 0.124317 , 0.111176 , 0.133472 , 0.124869 , 0.154001 , 0.169304 , 0.140329 , 0.160627 , 0.163272 , 0.174152 
 702 , 0.18398 , 0.10668 , 0.101977 , 0.15892 , 0.142816 , 0.16056 , 0.134809 , 0.130598 , 0.132379 , 0.165105 , 0.157491 , 0.166294 , 0.183137 , 0.16454 , 0.139873 , 0.167661 , 0.161628 , 0.17416 , 0.169389 , 0.156689 , 0.106643 , 0.093577 , 0.092865 , 0.112352 , 0.098495 , 0.148399 , 0.145456 , 0.198544 , 0.186756 , 0.190636 , 0.130986 , 0.117484 , 0.139611 , 0.130577 , 0.159444 , 0.172432 , 0.143199 , 0.165488 , 0.167284 , 0.180094 
 703 , 0.189015 , 0.108278 , 0.105033 , 0.163885 , 0.145979 , 0.166827 , 0.141399 , 0.137268 , 0.139417 , 0.173472 , 0.161146 , 0.170786 , 0.187497 , 0.168762 , 0.143402 , 0.171516 , 0.165027 , 0.17777 , 0.173894 , 0.160427 , 0.110239 , 0.096297 , 0.095671 , 0.116493 , 0.101935 , 0.152081 , 0.148706 , 0.20399 , 0.19179 , 0.19541 , 0.137576 , 0.123722 , 0.145681 , 0.136214 , 0.164829 , 0.175522 , 0.146031 , 0.17029 , 0.171245 , 0.185964 
 704 , 0.194026 , 0.109848 , 0.108049 , 0.168866 , 0.149086 , 0.173082 , 0.147958 , 0.143908 , 0.146466 , 0.181794 , 0.164702 , 0.175156 , 0.191713 , 0.172853 , 0.14683 , 0.17526 , 0.168315 , 0.181295 , 0.178296 , 0.164099 , 0.113763 , 0.098994 , 0.098464 , 0.120604 , 0.105367 , 0.155662 , 0.151872 , 0.209377 , 0.196771 , 0.200077 , 0.144127 , 0.129945 , 0.151706 , 0.141792 , 0.17016 , 0.178551 , 0.148795 , 0.174984 , 0.17513 , 0.191682 
 705 , 0.19902 , 0.111384 , 0.111006 , 0.173956 , 0.152084 , 0.179426 , 0.154534 , 0.150551 , 0.153632 , 0.190127 , 0.168104 , 0.179307 , 0.195653 , 0.176707 , 0.150053 , 0.178789 , 0.171377 , 0.184636 , 0.182518 , 0.167643 , 0.117174 , 0.101677 , 0.101258 , 0.124716 , 0.10881 , 0.159071 , 0.15485 , 0.214693 , 0.201635 , 0.204572 , 0.150644 , 0.136224 , 0.157719 , 0.147298 , 0.17549 , 0.181441 , 0.151431 , 0.179473 , 0.178861 , 0.197108 
 706 , 0.203959 , 0.112906 , 0.113932 , 0.178991 , 0.15505 , 0.185726 , 0.161052 , 0.157123 , 0.160732 , 0.198374 , 0.171483 , 0.183415 , 0.199555 , 0.180523 , 0.153245 , 0.182271 , 0.174402 , 0.187932 , 0.186679 , 0.171143 , 0.120558 , 0.104336 , 0.104027 , 0.128788 , 0.112215 , 0.162444 , 0.157783 , 0.219939 , 0.206434 , 0.209022 , 0.157092 , 0.142437 , 0.163676 , 0.15275 , 0.18077 , 0.184292 , 0.154039 , 0.183905 , 0.182544 , 0.202474 
 707 , 0.208863 , 0.114414 , 0.116842 , 0.183986 , 0.157999 , 0.191979 , 0.167522 , 0.163646 , 0.167784 , 0.206564 , 0.174843 , 0.187492 , 0.203432 , 0.184309 , 0.156408 , 0.185731 , 0.177404 , 0.191198 , 0.190813 , 0.174622 , 0.123917 , 0.106981 , 0.10678 , 0.132829 , 0.115595 , 0.165792 , 0.160694 , 0.225147 , 0.211189 , 0.213443 , 0.163487 , 0.14861 , 0.169586 , 0.158158 , 0.186008 , 0.187122 , 0.156628 , 0.188308 , 0.186203 , 0.207801 
 708 , 0.213398 , 0.115723 , 0.119538 , 0.188828 , 0.160746 , 0.198011 , 0.173841 , 0.16995 , 0.174703 , 0.214347 , 0.177723 , 0.190936 , 0.206707 , 0.187629 , 0.1591 , 0.188715 , 0.179968 , 0.194104 , 0.194453 , 0.177707 , 0.127019 , 0.109504 , 0.109329 , 0.13672 , 0.118774 , 0.168632 , 0.163176 , 0.229872 , 0.215418 , 0.217346 , 0.169555 , 0.154629 , 0.175267 , 0.163433 , 0.190982 , 0.189572 , 0.158854 , 0.192212 , 0.189372 , 0.212491 
 709 , 0.217991 , 0.117045 , 0.122253 , 0.19373 , 0.163537 , 0.204111 , 0.180217 , 0.17631 , 0.181666 , 0.222189 , 0.1806 , 0.194388 , 0.209977 , 0.19096 , 0.161802 , 0.191741 , 0.182554 , 0.197025 , 0.198127 , 0.180809 , 0.130129 , 0.112031 , 0.111878 , 0.140633 , 0.121973 , 0.171459 , 0.165679 , 0.234641 , 0.219664 , 0.221245 , 0.175677 , 0.160675 , 0.180962 , 0.16874 , 0.195969 , 0.192042 , 0.161093 , 0.196112 , 0.192557 , 0.2172 
 710 , 0.222596 , 0.11837 , 0.124977 , 0.198659 , 0.166337 , 0.210244 , 0.186621 , 0.182698 , 0.188656 , 0.230061 , 0.183485 , 0.197862 , 0.213264 , 0.194304 , 0.164515 , 0.194781 , 0.185149 , 0.199958 , 0.201815 , 0.183926 , 0.133249 , 0.114564 , 0.114437 , 0.144556 , 0.12518 , 0.174299 , 0.168194 , 0.239435 , 0.223926 , 0.225154 , 0.18182 , 0.166738 , 0.186677 , 0.174061 , 0.200983 , 0.194523 , 0.163343 , 0.200029 , 0.195756 , 0.221932 
 711 , 0.226876 , 0.119576 , 0.127568 , 0.203329 , 0.168972 , 0.216346 , 0.192936 , 0.188869 , 0.195469 , 0.237594 , 0.186066 , 0.200947 , 0.216204 , 0.197327 , 0.167017 , 0.197419 , 0.187468 , 0.202628 , 0.205161 , 0.186782 , 0.136168 , 0.116962 , 0.11686 , 0.148353 , 0.128329 , 0.176887 , 0.170454 , 0.24389 , 0.227846 , 0.228663 , 0.187808 , 0.172739 , 0.19223 , 0.179263 , 0.205827 , 0.196759 , 0.165463 , 0.203577 , 0.198703 , 0.226237 
 712 , 0.231003 , 0.120722 , 0.130126 , 0.207895 , 0.171498 , 0.222472 , 0.199294 , 0.195005 , 0.202334 , 0.245055 , 0.1885 , 0.203855 , 0.218977 , 0.200203 , 0.169428 , 0.199844 , 0.189636 , 0.205203 , 0.208426 , 0.189535 , 0.139001 , 0.119323 , 0.119257 , 0.152123 , 0.131475 , 0.179358 , 0.172564 , 0.248156 , 0.231634 , 0.232003 , 0.193743 , 0.178802 , 0.197814 , 0.184464 , 0.210603 , 0.198854 , 0.167478 , 0.206966 , 0.201526 , 0.230331 
 713 , 0.235226 , 0.121899 , 0.132741 , 0.212573 , 0.174089 , 0.22874 , 0.205795 , 0.201289 , 0.209357 , 0.25269 , 0.190995 , 0.20683 , 0.221817 , 0.203148 , 0.171893 , 0.202324 , 0.191854 , 0.20784 , 0.211764 , 0.192356 , 0.141899 , 0.121733 , 0.121708 , 0.155977 , 0.134695 , 0.181891 , 0.174717 , 0.252519 , 0.235508 , 0.235417 , 0.199817 , 0.185001 , 0.20353 , 0.189779 , 0.215487 , 0.200997 , 0.169542 , 0.210433 , 0.204409 , 0.234518 
 714 , 0.239508 , 0.123125 , 0.135365 , 0.21726 , 0.1767 , 0.235156 , 0.212438 , 0.207686 , 0.216609 , 0.260405 , 0.193441 , 0.209737 , 0.224617 , 0.206036 , 0.174339 , 0.204755 , 0.194056 , 0.210467 , 0.215094 , 0.195147 , 0.144813 , 0.124171 , 0.124201 , 0.159889 , 0.137951 , 0.184393 , 0.176835 , 0.256879 , 0.239363 , 0.238818 , 0.205986 , 0.19135 , 0.209352 , 0.195222 , 0.220481 , 0.203104 , 0.171588 , 0.213868 , 0.207276 , 0.238653 
 715 , 0.243824 , 0.124432 , 0.13795 , 0.221862 , 0.179308 , 0.241765 , 0.219195 , 0.21415 , 0.224165 , 0.268114 , 0.195727 , 0.212406 , 0.227255 , 0.208717 , 0.176651 , 0.207007 , 0.196171 , 0.213004 , 0.218173 , 0.197751 , 0.147665 , 0.126615 , 0.12669 , 0.163805 , 0.141215 , 0.18677 , 0.178859 , 0.261121 , 0.243071 , 0.242089 , 0.212256 , 0.197895 , 0.215212 , 0.200807 , 0.22561 , 0.205073 , 0.17357 , 0.217156 , 0.210018 , 0.242553 
 716 , 0.24827 , 0.125783 , 0.140621 , 0.226601 , 0.181997 , 0.248602 , 0.226154 , 0.220813 , 0.231937 , 0.276059 , 0.198086 , 0.215138 , 0.229976 , 0.211475 , 0.179029 , 0.20932 , 0.198355 , 0.215615 , 0.221294 , 0.20043 , 0.150604 , 0.129134 , 0.129253 , 0.16784 , 0.144582 , 0.18921 , 0.180965 , 0.26549 , 0.24689 , 0.245455 , 0.218728 , 0.204659 , 0.22123 , 0.20656 , 0.2309 , 0.207101 , 0.175628 , 0.220549 , 0.212845 , 0.246567 
 717 , 0.252859 , 0.127171 , 0.143375 , 0.23149 , 0.184778 , 0.255657 , 0.233339 , 0.227684 , 0.239968 , 0.284263 , 0.200522 , 0.217966 , 0.23279 , 0.214323 , 0.181481 , 0.211708 , 0.200606 , 0.218307 , 0.224511 , 0.203191 , 0.153627 , 0.131738 , 0.131892 , 0.172005 , 0.148051 , 0.191728 , 0.183137 , 0.269997 , 0.250823 , 0.24892 , 0.2254 , 0.211634 , 0.227432 , 0.212494 , 0.236359 , 0.209197 , 0.177749 , 0.224046 , 0.215756 , 0.250704 
 718 , 0.257557 , 0.128504 , 0.145963 , 0.236411 , 0.187523 , 0.262907 , 0.240647 , 0.234674 , 0.24827 , 0.292289 , 0.202808 , 0.22064 , 0.235376 , 0.217003 , 0.183729 , 0.213975 , 0.202675 , 0.220866 , 0.227586 , 0.205797 , 0.156462 , 0.134296 , 0.134482 , 0.176086 , 0.151461 , 0.194061 , 0.185157 , 0.274368 , 0.254533 , 0.252187 , 0.232116 , 0.218648 , 0.233697 , 0.218559 , 0.241924 , 0.211226 , 0.179753 , 0.227331 , 0.218515 , 0.254519 
 719 , 0.262395 , 0.129874 , 0.148605 , 0.241432 , 0.190332 , 0.27028 , 0.248162 , 0.241867 , 0.256781 , 0.30051 , 0.205153 , 0.223439 , 0.238025 , 0.219748 , 0.186049 , 0.216293 , 0.204795 , 0.223488 , 0.2308 , 0.208486 , 0.159403 , 0.136922 , 0.137157 , 0.180283 , 0.154954 , 0.196489 , 0.187214 , 0.278885 , 0.258362 , 0.255567 , 0.238989 , 0.225808 , 0.240159 , 0.224775 , 0.247653 , 0.213312 , 0.181796 , 0.230688 , 0.221359 , 0.25848 
 720 , 0.267341 , 0.131274 , 0.151303 , 0.246569 , 0.193207 , 0.277824 , 0.255842 , 0.24922 , 0.265481 , 0.308917 , 0.207545 , 0.226296 , 0.240732 , 0.222553 , 0.188419 , 0.218658 , 0.20696 , 0.226169 , 0.234085 , 0.211235 , 0.162411 , 0.1396 , 0.139893 , 0.184568 , 0.158521 , 0.198966 , 0.189317 , 0.2835 , 0.26228 , 0.259019 , 0.246008 , 0.233124 , 0.24677 , 0.231123 , 0.253509 , 0.215442 , 0.183885 , 0.234115 , 0.224266 , 0.262528 
 721 , 0.272224 , 0.132588 , 0.153919 , 0.251585 , 0.195914 , 0.285286 , 0.263364 , 0.256451 , 0.274175 , 0.317051 , 0.20975 , 0.228956 , 0.243243 , 0.225141 , 0.19054 , 0.220905 , 0.208966 , 0.228675 , 0.237158 , 0.213856 , 0.165214 , 0.142164 , 0.142522 , 0.188705 , 0.161893 , 0.201239 , 0.191242 , 0.287867 , 0.265974 , 0.262256 , 0.252926 , 0.240213 , 0.253226 , 0.237308 , 0.259249 , 0.217458 , 0.1858 , 0.237274 , 0.226966 , 0.266332 
 722 , 0.277053 , 0.133865 , 0.156491 , 0.256505 , 0.198501 , 0.292757 , 0.270769 , 0.263586 , 0.28285 , 0.325077 , 0.211857 , 0.231469 , 0.24566 , 0.227624 , 0.192502 , 0.223126 , 0.21091 , 0.231116 , 0.240134 , 0.216412 , 0.167934 , 0.144681 , 0.145106 , 0.192796 , 0.165215 , 0.203399 , 0.193115 , 0.292119 , 0.269566 , 0.265364 , 0.259809 , 0.247211 , 0.25962 , 0.243438 , 0.264895 , 0.219446 , 0.18769 , 0.240332 , 0.229585 , 0.269967 
 723 , 0.281915 , 0.135153 , 0.159081 , 0.261457 , 0.201105 , 0.300281 , 0.278228 , 0.270773 , 0.291578 , 0.333159 , 0.213982 , 0.234002 , 0.248093 , 0.230127 , 0.194474 , 0.22536 , 0.212874 , 0.233577 , 0.243129 , 0.218989 , 0.170676 , 0.147211 , 0.147712 , 0.196912 , 0.168555 , 0.205577 , 0.194999 , 0.296402 , 0.273178 , 0.268493 , 0.266739 , 0.254252 , 0.26606 , 0.249616 , 0.27057 , 0.221442 , 0.189596 , 0.243414 , 0.232223 , 0.273631 
 724 , 0.286742 , 0.136415 , 0.161599 , 0.266361 , 0.203694 , 0.307828 , 0.285653 , 0.277922 , 0.300342 , 0.341107 , 0.216051 , 0.236451 , 0.250453 , 0.232549 , 0.196386 , 0.227544 , 0.214803 , 0.235976 , 0.246043 , 0.221517 , 0.173351 , 0.149698 , 0.150269 , 0.200978 , 0.171845 , 0.207687 , 0.196846 , 0.300606 , 0.276708 , 0.271544 , 0.273627 , 0.26126 , 0.272422 , 0.255766 , 0.276223 , 0.223393 , 0.191457 , 0.246418 , 0.2348 , 0.277168 
 725 , 0.291401 , 0.137628 , 0.163901 , 0.271137 , 0.206267 , 0.315268 , 0.29287 , 0.284833 , 0.309001 , 0.348602 , 0.217969 , 0.238697 , 0.252599 , 0.234741 , 0.198144 , 0.22956 , 0.21661 , 0.23819 , 0.24871 , 0.223905 , 0.175827 , 0.152042 , 0.152688 , 0.204851 , 0.174947 , 0.20964 , 0.198565 , 0.304552 , 0.279973 , 0.27438 , 0.280341 , 0.268104 , 0.27849 , 0.26178 , 0.281757 , 0.225183 , 0.19315 , 0.249231 , 0.237214 , 0.280461 
 726 , 0.296025 , 0.138842 , 0.166174 , 0.275906 , 0.208856 , 0.32265 , 0.30005 , 0.291694 , 0.317597 , 0.356029 , 0.219878 , 0.24093 , 0.254725 , 0.236905 , 0.199898 , 0.231551 , 0.218401 , 0.240385 , 0.25135 , 0.226274 , 0.178277 , 0.154368 , 0.155085 , 0.208703 , 0.178024 , 0.211585 , 0.200266 , 0.308467 , 0.283205 , 0.277201 , 0.287038 , 0.274916 , 0.284505 , 0.267756 , 0.287282 , 0.226958 , 0.194816 , 0.252034 , 0.239615 , 0.283759 
 727 , 0.300633 , 0.14005 , 0.168435 , 0.280654 , 0.211436 , 0.329997 , 0.307191 , 0.298522 , 0.326152 , 0.363417 , 0.221777 , 0.24315 , 0.256839 , 0.239062 , 0.201649 , 0.233531 , 0.220186 , 0.242572 , 0.253978 , 0.228635 , 0.180715 , 0.156681 , 0.157474 , 0.21253 , 0.181083 , 0.213518 , 0.201955 , 0.312363 , 0.286414 , 0.280004 , 0.293698 , 0.28169 , 0.290493 , 0.273704 , 0.292776 , 0.228721 , 0.196477 , 0.254828 , 0.242009 , 0.287044 
 728 , 0.30514 , 0.141005 , 0.17058 , 0.285068 , 0.213659 , 0.337132 , 0.314072 , 0.304878 , 0.33434 , 0.370232 , 0.223477 , 0.245056 , 0.25875 , 0.24098 , 0.203176 , 0.235429 , 0.221674 , 0.244543 , 0.256405 , 0.230749 , 0.182895 , 0.158808 , 0.159688 , 0.216052 , 0.183851 , 0.215224 , 0.203504 , 0.315904 , 0.289315 , 0.282566 , 0.300017 , 0.287936 , 0.296112 , 0.27935 , 0.298015 , 0.230383 , 0.197939 , 0.257361 , 0.244196 , 0.289952 
 729 , 0.309533 , 0.141906 , 0.172707 , 0.289391 , 0.215796 , 0.34414 , 0.320864 , 0.311121 , 0.342475 , 0.376925 , 0.225148 , 0.246912 , 0.260645 , 0.242882 , 0.204669 , 0.237307 , 0.223117 , 0.246464 , 0.258799 , 0.232826 , 0.185066 , 0.160905 , 0.161866 , 0.21953 , 0.18656 , 0.216914 , 0.20505 , 0.319432 , 0.292236 , 0.285124 , 0.306222 , 0.294082 , 0.301674 , 0.284929 , 0.303163 , 0.232046 , 0.199442 , 0.259865 , 0.24636 , 0.292788 
 730 , 0.313849 , 0.142797 , 0.174796 , 0.293648 , 0.217894 , 0.351038 , 0.327541 , 0.31726 , 0.350486 , 0.383508 , 0.226796 , 0.248733 , 0.26251 , 0.244746 , 0.206134 , 0.239156 , 0.224536 , 0.248352 , 0.261154 , 0.234864 , 0.187204 , 0.162969 , 0.164006 , 0.222947 , 0.18923 , 0.218575 , 0.206571 , 0.322902 , 0.295109 , 0.287644 , 0.312331 , 0.300133 , 0.307145 , 0.290413 , 0.308225 , 0.23368 , 0.200919 , 0.26233 , 0.248495 , 0.295575 
 731 , 0.318008 , 0.143749 , 0.176704 , 0.297587 , 0.21989 , 0.357529 , 0.333708 , 0.323044 , 0.358091 , 0.389676 , 0.228287 , 0.250411 , 0.264242 , 0.246493 , 0.207466 , 0.240892 , 0.2259 , 0.250107 , 0.263334 , 0.236798 , 0.189185 , 0.164893 , 0.165982 , 0.226143 , 0.191686 , 0.220071 , 0.20798 , 0.326144 , 0.297777 , 0.289941 , 0.31808 , 0.305808 , 0.312236 , 0.295595 , 0.313002 , 0.235201 , 0.202312 , 0.264632 , 0.250496 , 0.298129 
 732 , 0.32211 , 0.144734 , 0.178523 , 0.301319 , 0.221856 , 0.363824 , 0.339511 , 0.32865 , 0.365347 , 0.395691 , 0.229709 , 0.252066 , 0.265893 , 0.248229 , 0.208757 , 0.24258 , 0.227306 , 0.251861 , 0.265445 , 0.238686 , 0.191103 , 0.16679 , 0.167895 , 0.229257 , 0.194078 , 0.221518 , 0.209342 , 0.329292 , 0.300301 , 0.292105 , 0.323704 , 0.311291 , 0.317122 , 0.300624 , 0.317641 , 0.236678 , 0.203664 , 0.26683 , 0.25248 , 0.300644 
 733 , 0.326137 , 0.145704 , 0.180305 , 0.304982 , 0.223787 , 0.370005 , 0.345215 , 0.334156 , 0.372474 , 0.401605 , 0.231106 , 0.253695 , 0.267513 , 0.249936 , 0.210022 , 0.244237 , 0.22869 , 0.253585 , 0.267513 , 0.240545 , 0.192988 , 0.168655 , 0.16978 , 0.232311 , 0.196428 , 0.222939 , 0.21068 , 0.332388 , 0.302781 , 0.294233 , 0.329229 , 0.316679 , 0.321916 , 0.305563 , 0.322197 , 0.238129 , 0.204995 , 0.26899 , 0.254429 , 0.303109 
 734 , 0.329971 , 0.146631 , 0.181965 , 0.308454 , 0.22563 , 0.375923 , 0.350653 , 0.339381 , 0.379289 , 0.407113 , 0.232429 , 0.255231 , 0.269028 , 0.251526 , 0.211222 , 0.245811 , 0.230023 , 0.255221 , 0.269472 , 0.242316 , 0.194755 , 0.170421 , 0.171557 , 0.235188 , 0.198642 , 0.224298 , 0.211943 , 0.335299 , 0.305121 , 0.296279 , 0.334507 , 0.321798 , 0.326467 , 0.310263 , 0.326529 , 0.239509 , 0.206252 , 0.271033 , 0.256281 , 0.305451 
 735 , 0.333566 , 0.147502 , 0.183443 , 0.31165 , 0.227333 , 0.381469 , 0.355765 , 0.344213 , 0.385674 , 0.411962 , 0.233661 , 0.256663 , 0.270405 , 0.252918 , 0.212333 , 0.247288 , 0.231284 , 0.256706 , 0.271275 , 0.243968 , 0.196328 , 0.172011 , 0.173207 , 0.237755 , 0.200638 , 0.225558 , 0.213103 , 0.337938 , 0.307302 , 0.298267 , 0.339392 , 0.326511 , 0.330653 , 0.314611 , 0.330543 , 0.240797 , 0.207392 , 0.272921 , 0.257973 , 0.307608 
 736 , 0.337134 , 0.14837 , 0.18491 , 0.314823 , 0.229015 , 0.386956 , 0.360843 , 0.349003 , 0.391988 , 0.416736 , 0.23488 , 0.258092 , 0.271775 , 0.254276 , 0.213436 , 0.248751 , 0.232525 , 0.258164 , 0.273068 , 0.245605 , 0.19789 , 0.173577 , 0.174846 , 0.240286 , 0.202606 , 0.226799 , 0.21425 , 0.340548 , 0.309479 , 0.300253 , 0.344201 , 0.331159 , 0.334783 , 0.318897 , 0.334505 , 0.242077 , 0.208519 , 0.274796 , 0.259633 , 0.309733 
 737 , 0.340656 , 0.14922 , 0.186356 , 0.317938 , 0.230672 , 0.392358 , 0.365844 , 0.353717 , 0.398206 , 0.421433 , 0.236088 , 0.259502 , 0.273128 , 0.255619 , 0.214524 , 0.250199 , 0.233749 , 0.259598 , 0.274834 , 0.247212 , 0.199426 , 0.175121 , 0.176458 , 0.242779 , 0.204545 , 0.228026 , 0.215382 , 0.343115 , 0.311625 , 0.302212 , 0.348939 , 0.335744 , 0.338854 , 0.323124 , 0.338418 , 0.24334 , 0.209631 , 0.276646 , 0.261275 , 0.311831 
 738 , 0.343759 , 0.149942 , 0.187655 , 0.320564 , 0.232126 , 0.397168 , 0.370207 , 0.357777 , 0.403725 , 0.425491 , 0.237172 , 0.260724 , 0.27439 , 0.256866 , 0.215459 , 0.251478 , 0.234902 , 0.260868 , 0.276367 , 0.248611 , 0.200744 , 0.176418 , 0.177895 , 0.244994 , 0.206261 , 0.229101 , 0.216416 , 0.34539 , 0.313469 , 0.303901 , 0.353111 , 0.339853 , 0.342489 , 0.326914 , 0.341922 , 0.24446 , 0.210648 , 0.278305 , 0.262807 , 0.313705 
 739 , 0.346787 , 0.150656 , 0.188928 , 0.323178 , 0.233569 , 0.401937 , 0.374507 , 0.361825 , 0.409217 , 0.429569 , 0.238218 , 0.261881 , 0.275661 , 0.258089 , 0.216368 , 0.252716 , 0.236026 , 0.262117 , 0.277867 , 0.250004 , 0.202053 , 0.177677 , 0.179306 , 0.24718 , 0.207969 , 0.230148 , 0.217408 , 0.347621 , 0.315223 , 0.305529 , 0.357267 , 0.343959 , 0.346123 , 0.330675 , 0.345381 , 0.245537 , 0.211636 , 0.279934 , 0.264319 , 0.315536 
 740 , 0.349797 , 0.151367 , 0.190198 , 0.325778 , 0.235003 , 0.406688 , 0.378783 , 0.365854 , 0.414689 , 0.433627 , 0.23926 , 0.263029 , 0.276923 , 0.259312 , 0.217272 , 0.253951 , 0.237151 , 0.263362 , 0.27936 , 0.251388 , 0.203358 , 0.178933 , 0.180709 , 0.249361 , 0.209671 , 0.231195 , 0.218397 , 0.349846 , 0.316965 , 0.307154 , 0.361409 , 0.34805 , 0.349744 , 0.334426 , 0.348823 , 0.246615 , 0.212624 , 0.281561 , 0.265823 , 0.317356 
 741 , 0.352439 , 0.152042 , 0.191287 , 0.328165 , 0.236333 , 0.410858 , 0.382501 , 0.369444 , 0.419532 , 0.437185 , 0.240213 , 0.26407 , 0.278053 , 0.26036 , 0.218094 , 0.255091 , 0.238169 , 0.264487 , 0.280697 , 0.252631 , 0.204509 , 0.18008 , 0.181968 , 0.25127 , 0.211144 , 0.232125 , 0.219295 , 0.351771 , 0.318469 , 0.308628 , 0.365075 , 0.351606 , 0.352938 , 0.337769 , 0.351887 , 0.247531 , 0.213507 , 0.283027 , 0.267165 , 0.318949 
 742 , 0.354949 , 0.152719 , 0.192285 , 0.330468 , 0.237627 , 0.414876 , 0.38606 , 0.372783 , 0.424108 , 0.440536 , 0.241167 , 0.265096 , 0.279075 , 0.261381 , 0.218896 , 0.256237 , 0.239174 , 0.265581 , 0.281984 , 0.253822 , 0.205596 , 0.181206 , 0.183165 , 0.253085 , 0.212505 , 0.233016 , 0.22021 , 0.353587 , 0.319936 , 0.310044 , 0.368546 , 0.354862 , 0.355876 , 0.340956 , 0.354809 , 0.248372 , 0.214362 , 0.284404 , 0.268436 , 0.320465 
 743 , 0.35746 , 0.153392 , 0.193291 , 0.332775 , 0.238923 , 0.418903 , 0.38962 , 0.37613 , 0.428694 , 0.443889 , 0.242122 , 0.266127 , 0.280099 , 0.262399 , 0.219694 , 0.257389 , 0.24018 , 0.266681 , 0.283273 , 0.255011 , 0.206684 , 0.182329 , 0.184368 , 0.254899 , 0.213864 , 0.233903 , 0.221126 , 0.355406 , 0.3214 , 0.311459 , 0.372023 , 0.35812 , 0.358814 , 0.344144 , 0.357741 , 0.24921 , 0.215218 , 0.285783 , 0.26971 , 0.321988 
 744 , 0.359813 , 0.154 , 0.194253 , 0.334936 , 0.240122 , 0.422683 , 0.392954 , 0.379199 , 0.432944 , 0.447 , 0.243037 , 0.267116 , 0.28108 , 0.263373 , 0.220434 , 0.25852 , 0.241125 , 0.267724 , 0.284502 , 0.256169 , 0.207706 , 0.183404 , 0.185477 , 0.256607 , 0.215158 , 0.234758 , 0.221996 , 0.357141 , 0.322792 , 0.312805 , 0.375276 , 0.361122 , 0.36156 , 0.347134 , 0.360489 , 0.250032 , 0.216039 , 0.287125 , 0.270946 , 0.32345 
 745 , 0.361899 , 0.154485 , 0.195151 , 0.336842 , 0.24117 , 0.425966 , 0.395879 , 0.381812 , 0.436633 , 0.449676 , 0.243858 , 0.268012 , 0.281972 , 0.264235 , 0.221076 , 0.259614 , 0.241941 , 0.268666 , 0.285612 , 0.257238 , 0.208594 , 0.184372 , 0.186417 , 0.258116 , 0.216323 , 0.235553 , 0.222754 , 0.358737 , 0.324014 , 0.314065 , 0.378103 , 0.363728 , 0.364011 , 0.349758 , 0.362913 , 0.250802 , 0.216762 , 0.288423 , 0.272096 , 0.324775 
 746 , 0.363997 , 0.15497 , 0.196059 , 0.338769 , 0.24223 , 0.429244 , 0.398826 , 0.384451 , 0.44036 , 0.452361 , 0.244678 , 0.268904 , 0.282859 , 0.265088 , 0.221717 , 0.260714 , 0.242743 , 0.269598 , 0.286734 , 0.258301 , 0.209472 , 0.185343 , 0.187346 , 0.259635 , 0.217495 , 0.236351 , 0.22351 , 0.360342 , 0.325238 , 0.315353 , 0.380942 , 0.366381 , 0.366498 , 0.352387 , 0.36535 , 0.251577 , 0.217475 , 0.289739 , 0.273248 , 0.326093 
 747 , 0.366093 , 0.155461 , 0.19696 , 0.340688 , 0.243285 , 0.432506 , 0.401757 , 0.387082 , 0.444073 , 0.455037 , 0.245498 , 0.269796 , 0.283751 , 0.265939 , 0.222359 , 0.261817 , 0.243549 , 0.27053 , 0.287858 , 0.259355 , 0.210347 , 0.186309 , 0.188276 , 0.261151 , 0.218664 , 0.237147 , 0.224264 , 0.361942 , 0.326454 , 0.316645 , 0.383773 , 0.36902 , 0.368976 , 0.355011 , 0.367786 , 0.252345 , 0.218189 , 0.291059 , 0.274397 , 0.327408 
